Orthogroup	Microcebus_murinus	Mesocricetus_auratus
OG0011898	XP_012616822.1	XP_005086374.1
OG0011899	XP_012616811.1, XP_012616810.1	XP_005086382.1
OG0011900	XP_012616808.1	XP_040590361.1
OG0011901	XP_012616784.1	XP_040590579.1
OG0011902	XP_020139075.1	XP_040590235.1
OG0011903	XP_020138883.1	XP_005087118.1
OG0011904	XP_012616199.1	XP_040590535.1
OG0011905	XP_012616196.1	XP_005086652.1
OG0011906	XP_020138840.1	XP_021078990.1
OG0011907	XP_020138944.1	XP_005086617.1
OG0011908	XP_020138946.1	XP_040590412.1
OG0011909	XP_012630076.1	XP_021078807.2
OG0011910	XP_012630132.1	XP_040590316.1
OG0011911	XP_012630171.1	XP_040590510.1
OG0011912	XP_012630177.1	XP_040590500.1
OG0011913	XP_020138782.1	XP_040590499.1
OG0011914	XP_012630189.1	XP_005086258.2
OG0011916	XP_012630398.1	XP_005081887.1
OG0011917	XP_012630419.1	XP_012977269.2
OG0011918	XP_012630421.1	XP_005081882.1
OG0011920	XP_012630438.1	XP_005081873.1
OG0011921	XP_012630457.1	XP_021089587.1
OG0011922	XP_012630465.1	XP_012977259.1
OG0011923	XP_012630482.2	XP_005081862.1
OG0011924	XP_012630672.2	XP_040591398.1
OG0011925	XP_012630632.2	XP_040591427.1
OG0011926	XP_012630633.1	XP_040591476.1
OG0011927	XP_012630662.1	XP_005066482.2
OG0011928	XP_020137780.1	XP_005065452.1
OG0011929	XP_012629648.1	XP_021082259.1, XP_040597793.1
OG0011930	XP_012606867.1	NP_001268593.1
OG0011931	XP_012620870.1	XP_005079550.1
OG0011932	XP_012640769.2	XP_005079400.1
OG0011933	XP_012632760.1	XP_005082733.2
OG0011934	XP_012632789.1	XP_040611332.1
OG0011935	XP_012622757.1	XP_021090120.2
OG0011936	XP_012622763.1	XP_040611353.1
OG0011937	XP_020139648.1	XP_040611375.1
OG0011938	XP_012622777.1	XP_040611357.1
OG0011939	XP_012622798.1	XP_040611380.1
OG0011940	XP_012639023.1	XP_005085218.1
OG0011941	XP_012644518.2	XP_005085227.1
OG0011942	XP_012604105.1	XP_005081323.1
OG0011943	XP_020139676.1	XP_040611393.1
OG0011944	XP_012604122.1	XP_005081319.1
OG0011945	XP_012609227.1	XP_005081317.1
OG0011946	XP_012593412.1	XP_021089282.1
OG0011947	XP_012593454.1	XP_040611423.1
OG0011948	XP_012593456.1	XP_040611426.1
OG0011949	XP_012621156.1	XP_005081297.1
OG0011950	XP_020139744.1	XP_005081292.1
OG0011951	XP_020139724.1	XP_005071774.1
OG0011952	XP_012596698.1	XP_040611476.1
OG0011953	XP_012596707.1	XP_040611484.1
OG0011954	XP_012632219.1	XP_005071823.1
OG0011955	XP_020139653.1	XP_040611510.1
OG0011956	XP_012604488.1	XP_005065334.2
OG0011957	XP_012604378.1	XP_021089976.2
OG0011958	XP_012604404.1	XP_005069137.1
OG0011959	XP_012604463.1	XP_005069270.2
OG0011960	XP_012604554.1	XP_005069115.1, XP_040597825.1
OG0011961	XP_012604551.1	XP_005069114.1
OG0011962	XP_012629622.1	XP_005069233.1
OG0011963	XP_012629624.1	XP_021082295.1
OG0011964	XP_012631145.1	XP_005065589.1
OG0011965	XP_012631149.1	XP_005065592.1
OG0011966	XP_012631094.1	XP_040584946.1
OG0011967	XP_012639505.1	XP_040584950.1
OG0011968	XP_020145585.1	XP_040585022.1
OG0011969	XP_012639539.1	XP_005065633.1
OG0011970	XP_012639541.1	XP_040584913.1
OG0011971	XP_012638403.1	XP_040584924.1
OG0011972	XP_012638686.1	XP_040584893.1
OG0011973	XP_020145809.1	XP_005065668.1
OG0011974	XP_012638976.1	XP_040585029.1
OG0011975	XP_012639105.1	XP_005065683.1
OG0011976	XP_012606872.1	XP_040596697.1
OG0011977	XP_012606876.1	XP_005078677.2
OG0011978	XP_012611242.1	XP_005078667.1, XP_040596722.1
OG0011979	XP_012611247.1	XP_021087796.1
OG0011980	XP_012611398.1	XP_005079193.1
OG0011981	XP_012628070.1	XP_005079212.1
OG0011982	XP_012628071.1	XP_012975360.1
OG0011983	XP_012628086.1	XP_005079219.1
OG0011984	XP_012644421.1	XP_021088137.1
OG0011985	XP_012629301.1	XP_040591324.1
OG0011986	XP_012620858.1	XP_005079548.1
OG0011987	XP_012620905.1	XP_040612474.1
OG0011988	XP_012620918.1	XP_040593657.1, XP_005079691.1
OG0011989	XP_012620932.1	XP_005079572.1
OG0011990	XP_012612769.1	XP_040612428.1
OG0011991	XP_012612783.1	XP_005079584.1
OG0011992	XP_012606003.1	XP_040612395.1
OG0011993	XP_012606195.1	XP_040612376.1
OG0011994	XP_012606114.1	XP_005079618.1
OG0011995	XP_012606113.1	XP_005079617.1
OG0011996	XP_012606116.1	XP_005079621.1
OG0011997	XP_012606034.1	XP_040612336.1
OG0011998	XP_012605991.1	XP_005079635.1
OG0011999	XP_020136340.1	XP_005079712.1
OG0012000	XP_012606304.1	XP_012975659.1
OG0012001	XP_012605903.2	XP_040612306.1
OG0012002	XP_012605905.1	XP_005079647.1
OG0012003	XP_012605907.1	XP_005079651.1
OG0012004	XP_012606314.1	XP_040612295.1
OG0012005	XP_012606070.1	XP_012976716.1
OG0012006	XP_020136784.1	XP_005081093.1
OG0012007	XP_012643120.2	XP_040612209.1
OG0012008	XP_012643127.1	XP_005081099.1, XP_040612205.1
OG0012009	XP_012618557.1	XP_040613465.1
OG0012010	XP_020137114.1	XP_040613464.1
OG0012011	XP_020137118.1	XP_012976717.1
OG0012012	XP_012618537.1	XP_040613456.1
OG0012013	XP_012618508.1	XP_005081142.1
OG0012014	XP_012618513.1	XP_040613432.1
OG0012015	XP_020137179.1	XP_005081145.1
OG0012016	XP_012618504.1	XP_040613428.1, XP_005081183.1
OG0012017	XP_012618579.2	XP_040613408.1
OG0012018	XP_020141091.1	XP_040613401.1
OG0012019	XP_012640771.1	XP_005079460.1
OG0012020	XP_012640812.1	XP_005079388.1
OG0012021	XP_012646853.1	XP_005079387.1
OG0012022	XP_012646870.1	XP_005079368.1
OG0012023	XP_012646871.2	XP_005079367.1
OG0012024	XP_020137345.1	XP_005079364.1
OG0012025	XP_012593808.1	XP_005065702.1
OG0012026	XP_020137505.1	XP_040602889.1
OG0012027	XP_012595182.1	XP_040602948.1
OG0012028	XP_012610034.1	XP_040613974.1
OG0012029	XP_012610032.1	XP_005065373.1
OG0012030	XP_012645708.1	XP_005077226.1
OG0012031	XP_012628894.1	XP_005077236.1
OG0012032	XP_020145766.1	XP_040584775.1
OG0012033	XP_012607273.2	XP_012980633.2
OG0012034	XP_012607260.1	XP_040584965.1
OG0012035	XP_020145775.1	XP_012981689.1
OG0012036	XP_012639829.1	XP_005065733.1
OG0012037	XP_020145717.1	XP_040584824.1
OG0012038	XP_012622254.1	XP_005065717.1
OG0012039	XP_012622247.1	XP_040584771.1
OG0012040	XP_012622244.1	XP_012980738.1
OG0012041	XP_012622232.1	XP_040584843.1
OG0012042	XP_012622229.1	XP_005065709.1
OG0012043	XP_012622218.1	XP_040584960.1
OG0012044	XP_012593793.1	XP_040584848.1
OG0012045	XP_012593798.1	XP_005065690.1
OG0012046	XP_012593805.1	XP_012981951.1
OG0012047	XP_012639197.2	XP_040585012.1
OG0012048	XP_012615458.1	XP_040589208.1
OG0012049	XP_012615349.1	XP_040589244.1
OG0012050	XP_012620074.1	XP_005084462.1
OG0012051	XP_012620051.1	XP_040586659.1
OG0012052	XP_012620033.1	XP_005084482.1
OG0012053	XP_012620014.1	XP_040586535.1
OG0012054	XP_012619980.1	XP_005084004.2
OG0012055	XP_012604019.1	XP_040586177.1
OG0012056	XP_012644321.1	XP_005139381.2
OG0012057	XP_012618752.1	XP_005077859.1
OG0012058	XP_012618774.2	XP_005077853.1
OG0012059	XP_012618734.1	XP_021087323.1
OG0012060	XP_012618683.1	XP_040585345.1
OG0012061	XP_012618665.1	XP_005077896.1
OG0012062	XP_012607737.1	XP_012974364.1
OG0012064	XP_012593838.1	XP_005069609.1
OG0012065	XP_012594876.1	XP_040585695.1
OG0012066	XP_020137606.1	XP_040602916.1
OG0012067	XP_012592834.1	XP_040602855.1
OG0012068	XP_012592868.1	XP_005068787.1
OG0012069	XP_012592979.1	XP_040602989.1
OG0012070	XP_012593014.1	XP_040602976.1
OG0012071	XP_012593036.1	XP_040602961.1
OG0012072	XP_020139227.1	XP_012967985.1
OG0012073	XP_012609421.1	XP_040603051.1
OG0012074	XP_020137798.1	XP_005074435.3
OG0012075	XP_012609363.2	XP_040603044.1
OG0012076	XP_020137831.1	XP_021085362.1
OG0012077	XP_012626464.1	XP_005074441.1
OG0012078	XP_012626450.1	XP_005074446.1
OG0012079	XP_012628340.1	XP_005068818.1
OG0012080	XP_012592921.1	XP_005068833.1
OG0012081	XP_012592923.1	XP_005068834.1
OG0012082	XP_012592925.1	XP_040603005.1
OG0012083	XP_012592941.1	XP_040603000.1
OG0012084	XP_012638797.1	XP_005077467.1
OG0012085	XP_012638856.1	XP_040589371.1
OG0012086	XP_012593797.1, XP_020145688.1	XP_005065693.2
OG0012087	XP_012607317.1	XP_021087346.1
OG0012088	XP_020141896.1	XP_005068820.1
OG0012089	XP_012618110.1	XP_040588249.1
OG0012090	XP_012618102.1	XP_005070885.1
OG0012091	XP_012620157.1	XP_040603606.1
OG0012092	XP_012620971.1	XP_021089512.1, XP_040604344.1
OG0012093	XP_012607763.1, XP_012611605.1	XP_005072050.2
OG0012094	XP_012612437.1	XP_005072011.1
OG0012095	XP_020137255.1	XP_040611521.1
OG0012096	XP_012593748.1	XP_021083849.1
OG0012097	XP_012593706.1	XP_005064754.1
OG0012098	XP_012593698.1	XP_012973453.1
OG0012099	XP_012593691.1	XP_005064556.2
OG0012100	XP_012593676.1	XP_005064746.1
OG0012101	XP_012593657.1	XP_040611243.1
OG0012102	XP_012593645.1	XP_040611251.1
OG0012103	XP_020137034.1	XP_005064725.1
OG0012104	XP_012618288.1	XP_021083206.1
OG0012105	XP_020136093.1	XP_005070840.1
OG0012106	XP_012618278.1	XP_040587986.1
OG0012107	XP_012618265.1	XP_005070848.1
OG0012108	XP_012618200.1	XP_012969297.1
OG0012109	XP_012618196.1	XP_005070862.4
OG0012110	XP_012618369.1	XP_005070871.1
OG0012111	XP_012618124.1	XP_040588508.1
OG0012112	XP_012618120.2	XP_040588124.1
OG0012113	XP_012618103.1	XP_005070884.1
OG0012114	XP_012618088.1	XP_040588149.1
OG0012115	XP_012618066.1	XP_005070894.1
OG0012116	XP_012618055.1	XP_005070899.1
OG0012117	XP_012618007.1	XP_005070906.1
OG0012118	XP_012618003.1	XP_040588099.1
OG0012119	XP_012617988.1	XP_005070910.1
OG0012121	XP_012617967.1	XP_040591869.1
OG0012122	XP_012615379.2	XP_005083618.2
OG0012123	XP_020136320.1	XP_040591815.1
OG0012124	XP_012615637.1	XP_040591906.1
OG0012125	XP_012615555.1	XP_021090600.1
OG0012126	XP_012615556.1	XP_040591828.1
OG0012127	XP_012615639.1	XP_005083617.1
OG0012128	XP_012615642.1	XP_005083616.1
OG0012129	XP_012611010.1	XP_021090604.1
OG0012130	XP_012617926.1	XP_005085291.1
OG0012131	XP_012617931.1	XP_040603792.1
OG0012132	XP_020136157.1	XP_040603596.1
OG0012133	XP_012643462.1	XP_040603622.1
OG0012134	XP_012643484.1	XP_005077687.3
OG0012135	XP_012643501.1	XP_040603638.1
OG0012136	XP_012642808.1	XP_012974762.1
OG0012137	XP_020140434.1	XP_040611967.1
OG0012138	XP_012636977.1	XP_005078395.1
OG0012139	XP_012620953.1	XP_005087057.1
OG0012140	XP_012612419.1	XP_005072016.2
OG0012141	XP_012612425.1	XP_040604368.1
OG0012142	XP_020139226.1	XP_040604374.1
OG0012143	XP_020139352.1	XP_040604389.1
OG0012144	XP_020139256.1	XP_040604391.1
OG0012145	XP_012641786.1	XP_021083958.1
OG0012146	XP_012637013.1	XP_012970242.2
OG0012147	XP_012637015.1	XP_005071965.1
OG0012148	XP_012637020.1	XP_005071964.1
OG0012149	XP_020139323.1	XP_040604624.1
OG0012150	XP_020139303.1	XP_005067801.3
OG0012151	XP_012596327.1	XP_005067811.1
OG0012152	XP_012646567.1	XP_040597696.1
OG0012153	XP_012646402.1	XP_040597688.1
OG0012154	XP_012597009.1	XP_005074740.1
OG0012155	XP_020139239.1	XP_040597670.1
OG0012156	XP_012597047.1	XP_040597671.1
OG0012157	XP_012597031.1	XP_005074731.1
OG0012158	XP_012612204.1	XP_005065582.1
OG0012159	XP_012612202.1	XP_005082826.1
OG0012160	XP_012595862.1	XP_040584747.1
OG0012161	XP_012595864.1	XP_021090171.1
OG0012162	XP_012595874.1	XP_005082833.1
OG0012163	XP_012595857.1	XP_005082835.1
OG0012164	XP_012595872.1	XP_012978040.1
OG0012165	XP_012595873.1	XP_005082838.1
OG0012166	XP_012595875.1	XP_005082839.1
OG0012167	XP_012633222.1	XP_040613490.1
OG0012168	XP_012633231.1	XP_005086565.1
OG0012169	XP_012633236.2	XP_040613499.1
OG0012170	XP_012591933.1	XP_005078041.1
OG0012171	XP_012591888.1	XP_040613540.1
OG0012172	XP_012613584.1	XP_040613550.1
OG0012173	XP_012613589.1	XP_005078067.2
OG0012174	XP_012593901.2	XP_021087445.1
OG0012175	XP_012593899.1	XP_005078073.1
OG0012176	XP_012636415.1	XP_040604386.1
OG0012177	XP_020145606.1	XP_005081361.1
OG0012178	XP_012645293.1	XP_005069448.1
OG0012179	XP_012629232.1	XP_012968362.3
OG0012180	XP_012630830.1	XP_040604867.1
OG0012181	XP_012630675.1	XP_005067647.1
OG0012182	XP_012595067.1	XP_040585951.1
OG0012183	XP_020142447.1	XP_012974897.1
OG0012184	XP_012595063.1	XP_005078550.1
OG0012185	XP_012638771.1	XP_040585835.1
OG0012186	XP_012638767.1	XP_005084497.1
OG0012187	XP_012606988.1	XP_005084495.1
OG0012188	XP_020142376.1	XP_040586149.1
OG0012189	XP_012627808.1	XP_005085900.1
OG0012190	XP_012607958.1	XP_040585968.1
OG0012191	XP_012607970.1	XP_021082372.1
OG0012192	XP_012607932.1	XP_005069293.1
OG0012193	XP_012645309.1	XP_040585752.1
OG0012194	XP_012628961.1	XP_012968363.1
OG0012195	XP_020142328.1	XP_040585977.1
OG0012196	XP_012629016.1	XP_005069484.1
OG0012197	XP_012628998.1	XP_005069479.1
OG0012198	XP_012629013.1	XP_005069482.1
OG0012199	XP_012629032.1	XP_005069491.1
OG0012200	XP_020142289.1	XP_040585819.1
OG0012201	XP_012629095.1	XP_005069519.1
OG0012202	XP_012629142.1, XP_012629143.1	XP_005069337.2
OG0012203	XP_012629146.1	XP_005069533.1
OG0012204	XP_012603486.1	XP_005069545.1
OG0012205	XP_012611819.1	XP_005069549.1
OG0012206	XP_012608759.2	XP_005069347.1
OG0012207	XP_012605049.1	XP_040586046.1
OG0012208	XP_012629225.2	XP_005069583.1
OG0012209	XP_012629200.1	XP_005069592.1
OG0012210	XP_012629199.1	XP_005069594.1
OG0012211	XP_012629181.1	XP_012968420.1
OG0012212	XP_012629176.1	XP_005069599.1
OG0012213	XP_012629167.1	XP_040591510.1
OG0012214	XP_012625963.1	XP_040590678.1
OG0012215	XP_020142436.1	XP_040590647.1
OG0012216	XP_012625966.1	XP_040590652.1
OG0012217	XP_012626025.1	XP_040590698.1
OG0012218	XP_012626019.1	XP_005077378.1
OG0012219	XP_012626002.1	XP_040590695.1
OG0012220	XP_012625994.1	XP_040590659.1
OG0012221	XP_020142255.1	XP_005077380.2
OG0012222	XP_012634641.1	XP_005067496.3
OG0012223	XP_012634639.1	XP_040605021.1
OG0012224	XP_012634636.1	XP_040605017.1
OG0012225	XP_012634632.1	XP_021081343.1
OG0012226	XP_012634625.1	XP_040605009.1
OG0012227	XP_012634804.1	XP_005067516.2
OG0012228	XP_012634805.1	XP_040604981.1
OG0012229	XP_012634831.1	XP_040604970.1
OG0012230	XP_012634877.1	XP_040604977.1
OG0012231	XP_012632301.1	XP_040604926.1
OG0012232	XP_012632309.1	XP_005067575.1
OG0012233	XP_012632345.1	XP_040604928.1
OG0012234	XP_012632273.1	XP_005067581.1
OG0012235	XP_012632203.1	XP_012966891.1
OG0012236	XP_012631958.1	XP_005067589.1
OG0012237	XP_012631888.1	XP_005067893.1
OG0012238	XP_012631652.1	XP_005067599.1
OG0012239	XP_012631728.1	XP_005067601.1
OG0012240	XP_012631280.1	XP_040604880.1
OG0012241	XP_012631397.1	XP_005067614.1
OG0012242	XP_012631409.1	XP_005067612.1
OG0012243	XP_012631228.1	XP_005067616.1
OG0012244	XP_012631220.1	XP_005067617.2
OG0012245	XP_012631130.1	XP_005067627.1
OG0012246	XP_012630922.1	XP_012967224.1
OG0012247	XP_012616671.1	XP_040604847.1
OG0012248	XP_012616674.1	XP_021081292.1
OG0012249	XP_020136815.1	XP_005067668.1
OG0012250	XP_020136855.1	XP_005067685.1
OG0012251	XP_020136847.1	XP_021081456.1
OG0012252	XP_012593326.1	XP_040604757.1
OG0012254	XP_012593337.2	XP_040604758.1
OG0012255	XP_012603453.1	XP_012967234.1
OG0012256	XP_012603435.1	XP_021081464.2
OG0012257	XP_020136818.1	XP_005067723.1
OG0012258	XP_012603351.1	XP_005067733.1
OG0012259	XP_012603382.1	XP_005067745.2
OG0012260	XP_012593381.1	XP_021081475.1
OG0012261	XP_020136522.1	XP_005067717.1
OG0012262	XP_012622663.1	XP_040612997.1
OG0012263	XP_012622608.1	XP_040613031.1
OG0012264	XP_012622586.1	XP_005086691.1
OG0012265	XP_012622579.1	XP_040613390.1
OG0012266	XP_012622558.1	XP_005074381.1
OG0012267	XP_012622537.1	XP_040613063.1
OG0012268	XP_020144633.1	XP_005074371.2
OG0012269	XP_012605129.1	XP_012970437.1
OG0012270	XP_012605101.1	XP_005072232.1
OG0012271	XP_012605134.1	XP_005072222.1
OG0012272	XP_012631781.1	XP_005072220.1
OG0012273	XP_012631761.1	XP_005072211.2
OG0012274	XP_012631738.1	XP_005072204.1
OG0012275	XP_012631740.1	XP_040612948.1
OG0012276	XP_012631718.1	XP_040612935.1
OG0012277	XP_012631723.2	XP_005072197.1
OG0012278	XP_012631814.1	XP_005079265.1
OG0012279	XP_020141073.1	XP_040590992.1
OG0012280	XP_020136870.1	XP_005079295.2
OG0012281	XP_020136861.1	XP_005079299.1
OG0012282	XP_012631923.2	XP_012975413.1
OG0012283	XP_012631250.1, XP_020140986.1	XP_021088248.2
OG0012284	XP_012631252.1, XP_012631251.1	XP_040590983.1
OG0012285	XP_012631229.1	XP_040590852.1
OG0012286	XP_020137622.1	XP_040590838.1
OG0012287	XP_012646852.1	XP_005079330.1
OG0012288	XP_012646975.1	XP_040590926.1
OG0012289	XP_012646971.1	XP_040591035.1
OG0012290	XP_012646951.1, XP_012646952.1	XP_040590948.1
OG0012291	XP_020141138.1	XP_040590839.1
OG0012292	XP_012592681.1	XP_005073224.4
OG0012293	XP_012592686.1	XP_005073209.1
OG0012294	XP_012592723.1	XP_005073197.1
OG0012295	XP_012592576.1	XP_021084672.1
OG0012296	XP_020138377.1, XP_012592601.1	XP_005073187.1
OG0012297	XP_012592585.1	XP_005073260.1
OG0012298	XP_020138378.1	XP_040591599.1
OG0012299	XP_012591184.1	XP_005073168.1
OG0012300	XP_012591174.1	XP_021084654.2
OG0012301	XP_020138459.1	XP_005073255.2
OG0012302	XP_012620106.1	XP_012971102.2
OG0012303	XP_012620097.1	XP_005073154.1
OG0012304	XP_012620090.1	XP_005073150.1
OG0012305	XP_020138384.1	XP_005073145.1
OG0012306	XP_012593923.1	XP_005073143.1
OG0012307	XP_012593921.1	XP_005073142.1
OG0012308	XP_020138155.1	XP_040592014.1
OG0012309	XP_012598744.1	XP_005073251.1
OG0012310	XP_012627980.1	XP_040592509.1
OG0012311	XP_012627983.1	XP_040592524.1
OG0012312	XP_012627937.1	XP_005073102.2
OG0012313	XP_012628001.1	XP_021084610.1
OG0012314	XP_012627904.2, XP_020138233.1	XP_040592839.1
OG0012315	XP_020138225.1	XP_040592894.1
OG0012316	XP_012597983.2	XP_005073088.1
OG0012317	XP_012597772.2	XP_040593166.1
OG0012318	XP_012598121.1	XP_040593137.1
OG0012319	XP_012597895.1	XP_040592505.1
OG0012320	XP_012597783.1	XP_040592462.1
OG0012321	XP_012597913.1	XP_012973376.1
OG0012322	XP_012597917.1	XP_012973359.1
OG0012323	XP_020138122.1	XP_040592470.1
OG0012324	XP_012597993.1	XP_005076344.1
OG0012325	XP_020138436.1	XP_040592545.1
OG0012326	XP_012597947.1	XP_005076336.1
OG0012327	XP_012597954.1	XP_040592546.1
OG0012328	XP_020138220.1	XP_012973369.1
OG0012329	XP_020138144.1	XP_012973259.1
OG0012330	XP_012598075.1	XP_040601850.1, XP_005076245.1
OG0012331	XP_012603353.1	XP_005067732.1
OG0012332	XP_012622584.1	XP_005086690.1
OG0012333	XP_012592586.1	XP_005073181.2
OG0012334	XP_012598871.1	XP_040604158.1
OG0012335	XP_012598972.1	XP_040604216.1
OG0012336	XP_012599328.1	XP_005081626.1
OG0012337	XP_012646322.1	XP_005077438.1
OG0012338	XP_012643261.1	XP_040607498.1
OG0012339	XP_012599080.1, XP_012599079.1	XP_012977125.1
OG0012340	XP_012598938.1	XP_005081662.3
OG0012341	XP_020137013.1	XP_040604247.1
OG0012343	XP_012615822.1	XP_040607490.1
OG0012344	XP_012619553.1	XP_012976171.1
OG0012345	XP_012619537.1	XP_005080398.1
OG0012346	XP_012597637.1	XP_040587344.1
OG0012347	XP_012597675.1	XP_040587238.1
OG0012348	XP_012597667.1	XP_040587593.1
OG0012349	XP_012597663.1	XP_040587271.1
OG0012350	XP_012597717.1	XP_012976197.1
OG0012351	XP_012597720.1	XP_040599042.1, XP_005080409.1
OG0012352	XP_012597659.1	XP_021088859.1
OG0012353	XP_012597652.1	XP_040587155.1
OG0012354	XP_012614529.1	XP_040587171.1
OG0012355	XP_020137180.1	XP_005080439.1
OG0012356	XP_012614535.1	XP_021088789.1
OG0012357	XP_012614545.1	XP_005080438.1
OG0012358	XP_012614352.1	XP_005080443.2
OG0012359	XP_020137268.1	XP_040587571.1
OG0012360	XP_012614930.1	XP_005080475.1
OG0012361	XP_012614632.1	XP_005080482.1
OG0012362	XP_020137282.1	XP_040587247.1
OG0012363	XP_012614644.1	XP_040587300.1
OG0012364	XP_012614828.1	XP_005080488.1
OG0012365	XP_012614826.1	XP_040586978.1
OG0012366	XP_012614445.1	XP_005080492.1
OG0012367	XP_012614429.1	XP_040607260.1
OG0012368	XP_012614687.1	XP_012975937.1
OG0012369	XP_012614790.1	XP_012975922.1
OG0012370	XP_012614759.1	XP_040607186.1
OG0012371	XP_012614947.1	XP_005080049.1
OG0012372	XP_012614570.1	XP_005080051.1
OG0012373	XP_012614552.1	XP_012975871.1
OG0012374	XP_012619611.1	XP_005064392.1
OG0012375	XP_012619619.1	XP_012967209.1
OG0012376	XP_012619633.1	XP_040609686.1
OG0012377	XP_012619641.1	XP_005064408.1
OG0012378	XP_020137188.1	XP_040609785.1
OG0012379	XP_012619691.1	XP_040609908.1
OG0012380	XP_012619692.1	XP_005064428.1
OG0012381	XP_012619697.1	XP_012975481.1
OG0012382	XP_012619705.1	XP_005064432.2
OG0012383	XP_012619723.1	XP_021084526.2
OG0012384	XP_012619753.1	XP_040610222.1
OG0012385	XP_012619742.1	XP_040610235.1
OG0012386	XP_020137317.1	XP_040610246.1
OG0012387	XP_020137286.1	XP_005063446.1
OG0012388	XP_012619778.1	XP_005064473.1
OG0012389	XP_012619788.1	XP_005064475.2, XP_012967640.1
OG0012390	XP_020137043.1	XP_040610340.1
OG0012391	XP_012614463.1	XP_040610630.1
OG0012392	XP_012635555.1	XP_005064503.1
OG0012393	XP_012635614.1	XP_040610977.1
OG0012394	XP_012635621.1	XP_005064511.1
OG0012395	XP_012635634.1	XP_040611105.1
OG0012396	XP_012635654.1	XP_040611136.1
OG0012397	XP_012635684.1	XP_005064522.1
OG0012398	XP_012645558.1	XP_040611254.1
OG0012399	XP_012645572.1	XP_005064533.1
OG0012400	XP_012645601.1	XP_040611350.1
OG0012401	XP_012645600.1	XP_005064536.1
OG0012402	XP_012645635.1	XP_040611390.1
OG0012403	XP_012591537.2	XP_005064546.1
OG0012404	XP_012591529.1	XP_040611569.1
OG0012405	XP_012591517.1	XP_040611560.1
OG0012406	XP_012591514.1	XP_040611606.1
OG0012407	XP_012591502.1	XP_040611722.1
OG0012408	XP_012645678.1	XP_040589545.1
OG0012409	XP_012645555.1	XP_005077421.1
OG0012410	XP_012645660.1	XP_012974079.1
OG0012411	XP_012645658.1	XP_040589377.1
OG0012412	XP_012591548.1	XP_040586709.1
OG0012413	XP_012591551.1	XP_040586877.1
OG0012414	XP_012640002.1	XP_005084635.1
OG0012415	XP_012640268.1	XP_040604024.1
OG0012416	XP_012640366.1	XP_021091249.1
OG0012417	XP_012640414.1	XP_005084640.1
OG0012418	XP_012599149.1	XP_012977145.1
OG0012419	XP_012599097.1	XP_021089503.1
OG0012420	XP_012599105.1	XP_021089525.1
OG0012421	XP_012599096.1	XP_005081736.1
OG0012422	XP_012599226.1	XP_005081727.1
OG0012423	XP_012599207.1	XP_005081726.1
OG0012424	XP_012599221.1	XP_012977185.1
OG0012425	XP_012599335.1	XP_021089517.1
OG0012426	XP_012599133.1	XP_040604156.1
OG0012427	XP_012599131.1	XP_005081690.1
OG0012428	XP_012599315.1	XP_040604162.1
OG0012429	XP_012599050.1	XP_012977122.1
OG0012430	XP_012599047.1	XP_040604183.1
OG0012431	XP_012598897.1	XP_040604199.1
OG0012432	XP_012599006.1	XP_040604213.1
OG0012433	XP_012599003.1	XP_005081783.1
OG0012434	XP_012599007.1	XP_005081640.1
OG0012435	XP_012593300.1	XP_005081767.1
OG0012436	XP_020136981.1	XP_005081620.1
OG0012437	XP_020136985.1	XP_040604296.1
OG0012438	XP_012593285.1	XP_040604298.1
OG0012439	XP_012593284.1	XP_012977031.1
OG0012440	XP_012593205.1	XP_040604333.1
OG0012441	XP_012593218.1	XP_040604343.1
OG0012442	XP_012607109.1	XP_005076649.1
OG0012443	XP_012614955.1	XP_005071027.2
OG0012444	XP_012607057.1	XP_005076658.1
OG0012445	XP_012607056.1	XP_005076669.1
OG0012446	XP_012607159.1	XP_005076700.1
OG0012447	XP_012607123.1	XP_040607981.1
OG0012448	XP_012607103.1	XP_021086645.1
OG0012449	XP_012607130.1	XP_005076712.1
OG0012450	XP_012607000.1	XP_005076713.1
OG0012451	XP_020139032.1	XP_040607953.1
OG0012452	XP_012604058.1	XP_040607917.1
OG0012453	XP_012604047.1	XP_005077169.3
OG0012454	XP_012604100.1	XP_040607908.1
OG0012455	XP_012604101.1	XP_005077174.1
OG0012456	XP_012646461.1	XP_012973856.1
OG0012457	XP_012646435.1	XP_040607881.1
OG0012458	XP_012646418.1	XP_040607870.1
OG0012459	XP_012646403.1	XP_040607864.1
OG0012460	XP_012646411.1	XP_040607860.1
OG0012461	XP_012646417.1	XP_005077458.1
OG0012462	XP_012646401.1	XP_005077456.1
OG0012463	XP_012646378.1	XP_040589318.1
OG0012464	XP_012646368.1	XP_040589312.1
OG0012465	XP_012646352.1	XP_040589390.1
OG0012466	XP_012646351.1	XP_040589396.1
OG0012467	XP_020138412.1	XP_012977337.1
OG0012468	XP_012602988.1	XP_005081967.2
OG0012469	XP_012603064.1	XP_040607574.1
OG0012470	XP_012603050.1	XP_021089602.2
OG0012471	XP_020138299.1, XP_012613262.1	XP_005081957.1
OG0012472	XP_012642713.1	XP_040607539.1
OG0012473	XP_020138063.1	XP_021090642.1
OG0012474	XP_012643061.1	XP_040607525.1
OG0012475	XP_012643073.1	XP_005083686.1
OG0012476	XP_012643342.1	XP_005083689.1
OG0012477	XP_012643374.1	XP_040607511.1
