Orthogroup	Microcebus_murinus	Ictidomys_tridecemlineatus
OG0015229	XP_012602923.1	XP_040124481.1
OG0015230	XP_012602950.1	XP_040124753.1
OG0015231	XP_012602755.1	XP_005328284.1
OG0015232	XP_020136444.1	XP_040124504.1
OG0015233	XP_012602812.1	XP_021584093.1
OG0015234	XP_012602790.1	XP_005328275.1
OG0015235	XP_012602723.1	XP_005328261.1
OG0015236	XP_012602728.1	XP_005328262.1
OG0015237	XP_012602732.1	XP_005328254.1
OG0015238	XP_012606531.1	XP_021584055.1
OG0015239	XP_012642254.1	XP_021584020.1
OG0015240	XP_012642282.1	XP_005328196.1
OG0015241	XP_012642243.1	XP_005328317.1
OG0015242	XP_012642149.1	XP_005328162.1
OG0015243	XP_012598731.1	XP_005321962.1
OG0015244	XP_012598688.1	XP_040124676.1
OG0015245	XP_012598715.1	XP_005321954.1
OG0015246	XP_012598722.1	XP_005321949.1
OG0015247	XP_012598635.1	XP_021579777.1
OG0015248	XP_012598657.1	XP_021579920.1
OG0015249	XP_012598661.1	XP_013212507.2
OG0015250	XP_012598691.1	XP_005321929.1
OG0015251	XP_012621203.1	XP_005321917.1
OG0015252	XP_012621205.1	XP_005321915.1
OG0015253	XP_012621266.1	XP_013212421.2
OG0015254	XP_012621268.1	XP_040124944.1
OG0015255	XP_012621317.1	XP_005321870.1
OG0015256	XP_012621351.1	XP_005321843.1
OG0015257	XP_012621362.1	XP_005321831.1
OG0015258	XP_012621422.2	XP_005321803.1
OG0015259	XP_012621456.1	XP_005321792.1
OG0015260	XP_012621465.2	XP_040126445.1
OG0015261	XP_012621493.1	XP_005321777.1
OG0015262	XP_012621494.1	XP_005321778.1
OG0015263	XP_012621526.1	XP_005321770.1
OG0015264	XP_012645139.1	XP_021579691.2
OG0015265	XP_020136711.1	XP_005321760.1
OG0015266	XP_012645188.1	XP_013212513.1
OG0015267	XP_012645216.1	XP_040124855.1
OG0015268	XP_020136672.1	XP_021579813.1
OG0015269	XP_012645248.1	XP_005321687.1
OG0015270	XP_012619229.1	XP_005321997.1
OG0015271	XP_012629851.1	XP_040124926.1
OG0015272	XP_012591496.1	XP_040124937.1
OG0015273	XP_012596314.1	XP_005321646.1
OG0015274	XP_012620367.1	XP_040124970.1
OG0015275	XP_012625473.1	XP_040126454.1
OG0015276	XP_012629632.1	XP_005321602.1
OG0015277	XP_012631317.1	XP_005321598.1
OG0015278	XP_012631742.1	XP_005321596.1
OG0015279	XP_012636242.1	XP_005321579.2
OG0015280	XP_012641430.1	XP_005321546.1
OG0015281	XP_012645443.1	XP_005327989.2
OG0015282	XP_012646631.1	XP_005327833.1
OG0015283	XP_012595307.1	XP_005327859.1
OG0015284	XP_012596138.1	XP_005327864.2
OG0015285	XP_012596125.1	XP_005327870.1
OG0015286	XP_012596124.1	XP_005327873.1
OG0015287	XP_020136821.1	XP_021583761.1
OG0015288	XP_012596068.1	XP_005327896.2
OG0015289	XP_012596069.1	XP_005327899.1
OG0015290	XP_012596081.1	XP_040125184.1
OG0015291	XP_012596213.1	XP_005327924.1
OG0015292	XP_012596015.1	XP_040125194.1
OG0015293	XP_012596023.1	XP_005327942.1
OG0015294	XP_012596231.1	XP_013215230.1
OG0015297	XP_012596112.1	XP_040125215.1
OG0015298	XP_012596266.2	XP_021583731.1
OG0015299	XP_012634774.1	XP_005337359.1
OG0015300	XP_012634762.1	XP_005337364.1
OG0015301	XP_012639864.1	XP_005336916.1
OG0015302	XP_012639954.2	XP_005336945.1
OG0015303	XP_012639933.1	XP_005336959.1
OG0015304	XP_012639971.1	XP_005336969.1
OG0015306	XP_012640000.1	XP_005336980.1
OG0015307	XP_012637519.1	XP_005336996.1
OG0015308	XP_020145155.1	XP_040142544.1
OG0015309	XP_012637538.1	XP_040142536.1
OG0015310	XP_012637463.1	XP_005337024.1
OG0015311	XP_012637452.1	XP_040142490.1
OG0015312	XP_012637444.1	XP_005337013.1
OG0015313	XP_012637546.1	XP_005337001.1
OG0015314	XP_012599584.1	XP_005321162.1
OG0015315	XP_012599539.1	XP_021579317.1
OG0015316	XP_012627682.1	XP_013212061.3
OG0015317	XP_012627660.1	XP_040139768.1
OG0015318	XP_012627650.1	XP_005321127.2
OG0015319	XP_012627641.1	XP_005321120.1
OG0015320	XP_012627631.1	XP_005321117.1
OG0015321	XP_012627512.1	XP_013212189.2
OG0015322	XP_012627526.1	XP_005321076.1
OG0015323	XP_012627480.1	XP_005321055.1
OG0015324	XP_012627446.1	XP_005321045.1
OG0015325	XP_012627350.1	XP_005321018.1
OG0015326	XP_012627341.2	XP_040139763.1
OG0015327	XP_012627236.1	XP_005320979.1
OG0015328	XP_012611619.1	XP_040124441.1
OG0015329	XP_012609323.1	XP_040137867.1
OG0015330	XP_012632519.1	XP_005335777.1
OG0015331	XP_012632587.1	XP_005335780.1
OG0015332	XP_012597379.1	XP_005322323.3
OG0015334	XP_012605662.1	XP_005322156.1
OG0015335	XP_012608612.1	XP_005335663.1
OG0015336	XP_012609182.1	XP_005335772.1
OG0015337	XP_012609266.1	XP_005335691.1
OG0015338	XP_020143096.1	XP_040136362.1
OG0015339	XP_020143094.1	XP_040136352.1
OG0015340	XP_012632604.1	XP_021589215.2
OG0015341	XP_012637819.1	XP_040137761.1
OG0015342	XP_012637851.1	XP_005328756.1
OG0015343	XP_012637881.2	XP_005328780.1
OG0015344	XP_012644149.1	XP_005328792.1
OG0015345	XP_012644198.1	XP_005328803.1
OG0015346	XP_012594298.1	XP_005330476.1
OG0015347	XP_012594291.1	XP_021585586.1
OG0015348	XP_012606480.1	XP_005330482.1
OG0015349	XP_012644981.1	XP_021588680.1
OG0015350	XP_012645007.1	XP_005335088.1
OG0015351	XP_012645029.1	XP_005335064.1
OG0015352	XP_020143423.1	XP_005335071.1
OG0015353	XP_020143405.1	XP_005338644.1
OG0015354	XP_012597284.1	XP_040133125.1
OG0015355	XP_012597222.1	XP_040133534.1
OG0015356	XP_012597301.1	XP_005322319.1
OG0015357	XP_012642634.1	XP_005322329.1
OG0015359	XP_012642586.1	XP_021580107.1
OG0015360	XP_012642495.1	XP_005322367.1
OG0015361	XP_012642549.1	XP_040137743.1
OG0015362	XP_012628236.1	XP_005322379.1
OG0015363	XP_012628216.1	XP_005322506.1
OG0015364	XP_012595978.1	XP_005338538.1
OG0015366	XP_012642310.1	XP_040126724.1
OG0015367	XP_020144179.1	XP_021581571.1
OG0015368	XP_012611702.1	XP_005324572.1
OG0015369	XP_012611640.1	XP_005324566.1
OG0015370	XP_012611003.1	XP_005324537.1
OG0015371	XP_012633263.1	XP_040127036.1
OG0015372	XP_012633273.1	XP_040127496.1
OG0015373	XP_012633284.1	XP_005322075.1
OG0015374	XP_012633292.1	XP_021579955.1
OG0015375	XP_012605571.1	XP_005322157.1
OG0015376	XP_012605569.1	XP_005322169.1
OG0015377	XP_012644958.1	XP_005335047.2
OG0015378	XP_012597272.1	XP_005322310.1
OG0015380	XP_012590963.1	XP_005324193.1
OG0015381	XP_012617734.1	XP_040129335.1
OG0015382	XP_020138004.1	XP_021583408.2
OG0015383	XP_012625176.1	XP_005328049.1
OG0015384	XP_012625558.1	XP_040141893.1
OG0015385	XP_012617705.1	XP_005333253.1
OG0015386	XP_020140171.1	XP_040128312.1
OG0015387	XP_012645377.1	XP_005339398.1
OG0015388	XP_012645393.1	XP_005339400.1
OG0015389	XP_012645391.1	XP_005339401.1
OG0015390	XP_012642837.1	XP_040127886.1
OG0015391	XP_012642830.1	XP_005335789.1
OG0015392	XP_012642824.1	XP_005342864.1
OG0015393	XP_012619166.1	XP_005339547.1
OG0015394	XP_012644013.1	XP_021585910.1
OG0015395	XP_012596652.2	XP_005324203.1
OG0015396	XP_020145703.1	XP_021581345.2
OG0015397	XP_012617599.1	XP_005335822.1
OG0015398	XP_012617613.1	XP_040129008.1
OG0015399	XP_012617621.1	XP_005335809.1
OG0015400	XP_020137713.1	XP_040128631.1
OG0015401	XP_012617650.1	XP_005333240.1
OG0015402	XP_012617657.1	XP_040128840.1
OG0015403	XP_012604301.1	XP_005333266.1
OG0015404	XP_020137759.1	XP_005327299.1
OG0015405	XP_012604490.1	XP_040129149.1
OG0015406	XP_012604441.1	XP_013215027.1
OG0015407	XP_012604426.1	XP_005327313.1
OG0015408	XP_012604263.1	XP_005327317.1
OG0015409	XP_012593817.1	XP_005328027.1
OG0015410	XP_020144935.1	XP_005328050.1
OG0015411	XP_012625130.1	XP_040141766.1
OG0015412	XP_012625165.1	XP_005335951.1
OG0015413	XP_012625268.1, XP_012625269.1	XP_005335976.1
OG0015414	XP_012619831.1	XP_005334248.1
OG0015415	XP_012619841.2	XP_005334241.1
OG0015416	XP_012625623.1	XP_021582598.2
OG0015417	XP_012625613.1	XP_005326249.1
OG0015418	XP_020144981.1	XP_021582623.1
OG0015419	XP_012625533.1	XP_021582627.1
OG0015420	XP_012625526.1	XP_005326291.1
OG0015421	XP_012625501.1	XP_005326301.2
OG0015422	XP_012625458.1	XP_005326312.1
OG0015423	XP_012625475.1	XP_005326302.3
OG0015424	XP_012625429.1	XP_005326322.1
OG0015426	XP_012625418.1	XP_005326328.1
OG0015427	XP_012624560.1	XP_005326349.1
OG0015428	XP_012624541.1	XP_005326357.1
OG0015429	XP_012624510.1	XP_005326413.2
OG0015430	XP_012624501.1	XP_005326364.1
OG0015431	XP_012624506.1	XP_005326365.1
OG0015432	XP_012624488.1	XP_005326366.1
OG0015433	XP_012624467.1	XP_040139748.1
OG0015434	XP_012624461.1	XP_005326424.4
OG0015435	XP_012592254.1	XP_013215963.1
OG0015436	XP_020145011.1	XP_040139750.1
OG0015437	XP_012592203.1	XP_005329814.1
OG0015438	XP_020145020.1	XP_040142091.1
OG0015439	XP_012592160.1	XP_040142094.1
OG0015440	XP_012624342.1	XP_005329746.1
OG0015441	XP_012624267.1	XP_005320939.1
OG0015442	XP_012627123.1	XP_040139760.1
OG0015444	XP_012628630.1	XP_013222042.2
OG0015445	XP_020142576.1	XP_005318650.1
OG0015446	XP_012591804.1	XP_005341095.1
OG0015447	XP_012591801.1	XP_005341086.1
OG0015448	XP_012591809.1	XP_005341102.1
OG0015449	XP_012596601.1	XP_005341109.2
OG0015450	XP_012596436.1	XP_005341122.2
OG0015452	XP_012596468.1	XP_040138279.1
OG0015453	XP_012596621.1	XP_005339032.1
OG0015454	XP_012596590.1	XP_005339020.1
OG0015455	XP_012596571.2	XP_005339007.1
OG0015456	XP_012596533.1	XP_005338995.1
OG0015458	XP_012646759.1	XP_040138400.1
OG0015459	XP_012602299.1	XP_005318860.1
OG0015460	XP_012602200.1	XP_005318841.1
OG0015461	XP_012602310.1	XP_005318800.1
OG0015462	XP_012602323.1	XP_005318797.1
OG0015463	XP_012602243.1	XP_005318793.1
OG0015464	XP_012616244.1	XP_005318779.1
OG0015465	XP_020142599.1	XP_005318738.1
OG0015466	XP_012628639.1	XP_005318737.1
OG0015467	XP_012628618.1	XP_005318731.2
OG0015468	XP_012628561.1	XP_005318698.1
OG0015469	XP_012628545.1	XP_005318696.1
OG0015470	XP_012598835.2	XP_005318922.2
OG0015471	XP_012616291.1	XP_021577511.2
OG0015472	XP_012636246.1	XP_040138768.1
OG0015473	XP_012629316.1	XP_005318580.1
OG0015474	XP_012598611.1	XP_005340398.3
OG0015475	XP_012624582.1	XP_005324823.1
OG0015476	XP_020142934.1	XP_040138919.1
OG0015477	XP_012624608.1	XP_005324810.1
OG0015478	XP_012610908.1	XP_005324802.1
OG0015479	XP_012603853.1	XP_005324792.1
OG0015480	XP_012606427.1	XP_005324787.1
OG0015481	XP_012606388.2	XP_040139019.1
OG0015482	XP_012606415.1	XP_005324833.1
OG0015483	XP_012624890.1	XP_005338064.1
OG0015484	XP_012624881.1	XP_005335947.1
OG0015485	XP_012608566.1	XP_005330239.2
OG0015486	XP_012637991.1	XP_021579668.1
OG0015487	XP_012638006.1	XP_013221738.1
OG0015489	XP_012608609.1	XP_040137975.1
OG0015490	XP_012615711.1	XP_005342724.1
OG0015491	XP_012624223.1	XP_005320041.1
OG0015492	XP_012638135.1	XP_005316171.1
OG0015493	XP_012637978.1, XP_012638125.1	XP_005316165.3
OG0015494	XP_012615536.1	XP_013212893.1
OG0015495	XP_012621547.2	XP_021578384.1
OG0015496	XP_020139823.1	XP_005320013.1
OG0015497	XP_012641356.1	XP_040148266.1
OG0015499	XP_012617481.1	XP_005316352.1
OG0015500	XP_012639759.2	XP_005316334.1
OG0015501	XP_012639693.1	XP_005316309.1
OG0015502	XP_012606590.1	XP_021578259.2
OG0015503	XP_012606565.1	XP_005316270.1
OG0015504	XP_012609257.1	XP_005316265.2
OG0015505	XP_012609268.1	XP_013211702.1
OG0015506	XP_012598764.1	XP_005316249.1
OG0015507	XP_012598776.1	XP_005316235.1
OG0015508	XP_012640914.1	XP_013212861.2
OG0015509	XP_012612803.1	XP_040149480.1
OG0015510	XP_012608357.1	XP_005316405.1
OG0015511	XP_012615784.1	XP_021579309.1
OG0015512	XP_012615763.1	XP_040149451.1
OG0015513	XP_012615487.1	XP_040149376.1
OG0015514	XP_012615760.1	XP_040149343.1
OG0015515	XP_012594857.1	XP_005316904.1
OG0015516	XP_012603130.1	XP_005319036.1
OG0015517	XP_020140219.1	XP_005320009.1
OG0015518	XP_020140218.1	XP_005320030.1
OG0015519	XP_020140208.1	XP_005320054.1
OG0015520	XP_012617225.1	XP_021578480.1
OG0015521	XP_012613716.1	XP_040148330.1
OG0015522	XP_012613696.1	XP_005320108.3
OG0015523	XP_020140878.1	XP_021578502.2
OG0015524	XP_020139838.1	XP_005331782.1
OG0015525	XP_012641396.1, XP_020139868.1, XP_020139870.1, XP_020139869.1, XP_020139871.1, XP_020139872.1	XP_040148106.1
OG0015526	XP_012641387.1	XP_005333326.1
OG0015527	XP_020139901.1	XP_021587333.1
OG0015529	XP_012600657.1	XP_040148247.1
OG0015531	XP_012640864.1	XP_040149582.1
OG0015532	XP_012644610.1	XP_021578081.1
OG0015533	XP_012636442.1	XP_040147675.1
OG0015534	XP_012628855.1	XP_005319204.1
OG0015535	XP_012634443.1	XP_005319228.1
OG0015536	XP_012618583.1	XP_021587984.2
OG0015537	XP_012644683.1	XP_005331158.1
OG0015538	XP_012644658.1	XP_005331166.1
OG0015539	XP_020145554.1	XP_040146802.1
OG0015540	XP_012644590.1	XP_040147567.1
OG0015541	XP_012644549.1	XP_005333988.1
OG0015542	XP_012617538.1	XP_005333990.1
OG0015543	XP_012617522.1	XP_005333992.1
OG0015544	XP_012635032.1	XP_005334761.2
OG0015545	XP_012635056.1	XP_005334735.1
OG0015546	XP_012635083.1	XP_005334732.1
OG0015547	XP_012635072.1	XP_021588415.1
OG0015548	XP_012612610.1	XP_021586398.1
OG0015549	XP_012612532.1	XP_040147452.1
OG0015550	XP_012612621.1	NP_001269196.1
OG0015551	XP_012612638.1	XP_005331850.1
OG0015552	XP_012612609.1	XP_005318521.1
OG0015553	XP_012612551.1	XP_040147495.1
OG0015554	XP_012597403.1	XP_005328826.1
OG0015555	XP_012636485.1	XP_005328862.1
OG0015556	XP_012636490.1	XP_005328832.1
OG0015557	XP_012636480.1	XP_005328835.1
OG0015558	XP_012636473.1	XP_005328838.1
OG0015559	XP_012636455.1	XP_021584432.1
OG0015560	XP_020145215.1	XP_021584434.1
OG0015561	XP_012628747.1	XP_040146825.1
OG0015562	XP_012628762.1	XP_005319156.1
OG0015563	XP_012628793.1	XP_005319182.1
OG0015564	XP_012628824.1	XP_005319327.2
OG0015565	XP_012628826.1	XP_005319196.1
OG0015566	XP_012628836.1	XP_005319202.1
OG0015567	XP_012628838.1	XP_005319201.1
OG0015568	XP_012628839.2	XP_005319203.1
OG0015569	XP_012591345.1	XP_005319209.1
OG0015570	XP_012591337.1	XP_021577930.1
OG0015571	XP_012591306.1	XP_005319225.1
OG0015572	XP_012591611.1	XP_005332363.1
OG0015573	XP_012616562.1	XP_005332330.1
OG0015574	XP_012616564.1	XP_005332329.1
OG0015575	XP_012607283.1	XP_005333998.1
OG0015577	XP_012591218.1	XP_005317921.1
OG0015578	XP_012620700.1	XP_005318154.1
OG0015579	XP_012631800.1	XP_005318189.1
OG0015580	XP_012631418.1	XP_005318008.1
OG0015581	XP_012608311.2	XP_013221191.1
OG0015582	XP_012608031.1	XP_005341455.1
OG0015583	XP_012596276.1	XP_040136189.1
OG0015584	XP_012639037.1	XP_005330978.2
OG0015585	XP_012608209.1	XP_013221195.1
OG0015586	XP_020144129.1	XP_040144413.1
OG0015587	XP_012603956.1	XP_040144416.1
OG0015588	XP_012603958.1	XP_005317942.2
OG0015589	XP_020135968.1	XP_021588463.1
OG0015590	XP_020144140.1	XP_005317910.1
OG0015591	XP_012635373.1	XP_005317894.1
OG0015592	XP_012635386.2	XP_005317887.1
OG0015593	XP_012620698.1	XP_005317856.1
OG0015594	XP_012620701.1	XP_005317851.1
OG0015595	XP_020138176.1	XP_005318198.1
OG0015596	XP_012631711.1	XP_005326118.1
OG0015597	XP_012631707.1	XP_013214432.1
OG0015598	XP_012631690.1	XP_005326132.1
OG0015599	XP_012631547.1	XP_005318052.1
OG0015601	XP_012631458.1	XP_005318022.1
OG0015602	XP_012631443.1	XP_005318019.1
OG0015603	XP_012631415.1	XP_040145105.1
OG0015604	XP_012631358.1	XP_005317993.1
OG0015605	XP_012631319.1	XP_005317967.1
OG0015606	XP_012631332.2	XP_005317969.1
OG0015607	XP_012608251.1	XP_005341457.2
OG0015608	XP_012608223.1	XP_005341463.1
OG0015610	XP_012608100.1	XP_005341539.1
OG0015611	XP_012605824.1	XP_005343159.2
OG0015612	XP_012615213.1	XP_005338051.1
OG0015613	XP_012615214.1	XP_005338053.1
OG0015614	XP_012609336.1	XP_005324482.1
OG0015615	XP_012630774.1	XP_005324508.1
OG0015616	XP_012643078.1	XP_005322432.1
OG0015617	XP_012639247.1	XP_005327607.1
OG0015618	XP_012639172.1	XP_040149130.1
OG0015619	XP_012639149.1	XP_021590426.1
OG0015620	XP_012639098.1	XP_005330963.1
OG0015621	XP_012639096.1	XP_005330965.1
OG0015622	XP_012639075.1	XP_040149221.1
OG0015623	XP_012591059.1	XP_013216462.1
OG0015624	XP_020135860.1	XP_005329321.1
OG0015625	XP_012626044.1	XP_040149544.1
OG0015627	XP_012639073.1	XP_040149220.1
OG0015630	XP_012641688.1	XP_005326786.1
OG0015631	XP_020138385.1	XP_005340355.1
OG0015632	XP_012632871.1	XP_005340375.1
OG0015633	XP_012595244.1	XP_005330840.1
OG0015634	XP_012623515.1	XP_005342217.1
OG0015635	XP_012623503.1	XP_005332517.1
OG0015636	XP_012600145.1	XP_005331132.1
OG0015637	XP_012618824.1	XP_040147823.1
OG0015638	XP_012596976.1	XP_040147815.1
OG0015639	XP_012596963.1	XP_005319289.3
OG0015640	XP_020145264.1	XP_013214682.1
OG0015641	XP_012641592.2	XP_013214699.2
OG0015642	XP_012617537.1	XP_005326783.1
OG0015643	XP_012641698.1	XP_040148003.1
OG0015644	XP_012641708.1	XP_005326750.1
OG0015645	XP_012632832.1	XP_005342564.1
OG0015646	XP_020138409.1	XP_040124395.1
OG0015647	XP_012632884.1	XP_005341186.1
OG0015648	XP_012611544.1	XP_040124523.1
OG0015649	XP_012618433.2	XP_005338466.1
OG0015650	XP_020138267.1	XP_005338436.1
OG0015651	XP_012618387.1	XP_005338462.2
OG0015652	XP_012631194.1	XP_005340120.1
OG0015653	XP_012595250.1	XP_040124054.1
OG0015654	XP_012640367.1	XP_005329261.1
OG0015655	XP_012640371.1	XP_040150348.1
OG0015656	XP_012626174.1	XP_005325590.1
OG0015657	XP_012626156.1	XP_021582189.1
OG0015658	XP_012644254.1	XP_005334401.1
OG0015659	XP_020145279.1	XP_005326763.1
OG0015660	XP_020145551.1	XP_021586796.2
OG0015661	XP_012634441.1	XP_005327421.1
OG0015662	XP_012642343.1	XP_005339632.1
OG0015663	XP_012623086.1	XP_005331488.3
OG0015664	XP_012618613.1	XP_040127153.1
OG0015665	XP_012614015.1	XP_021579808.2, XP_040127271.1
OG0015666	XP_012643187.1	XP_005322673.1
OG0015667	XP_012643575.1	XP_005322645.1
OG0015668	XP_012643603.1	XP_021580291.1
OG0015669	XP_012643610.2	XP_021580290.1
OG0015670	XP_012643682.1	XP_005322600.1
OG0015671	XP_012643707.1	XP_005322587.1
OG0015672	XP_012643709.1	XP_021580209.2
OG0015673	XP_012643721.1	XP_013212821.1
OG0015674	XP_012643726.1	XP_005322576.1
OG0015675	XP_012643729.1	XP_005322583.2
OG0015676	XP_012643775.1	XP_005322546.1
OG0015677	XP_012643838.1	XP_040127494.1
OG0015678	XP_012643867.1	XP_005322516.1
OG0015679	XP_012643873.1	XP_005336611.1
OG0015680	XP_012643921.1	XP_021581564.1
OG0015681	XP_012643959.1	XP_013213715.1
OG0015682	XP_012642347.1	XP_005339636.1
OG0015683	XP_012642353.1	XP_005339635.1
OG0015684	XP_012598238.1	XP_040126612.1
OG0015685	XP_012598274.1	XP_005340297.1
OG0015686	XP_012629765.1	XP_005338501.1
OG0015687	XP_012629734.1	XP_013219766.3
OG0015688	XP_012629725.1	XP_005338516.1
OG0015689	XP_012598167.1	XP_040127246.1
OG0015690	XP_012644065.1	XP_005329432.1
OG0015691	XP_012644081.1	XP_005329429.1
OG0015692	XP_012644095.1	XP_005329426.1
OG0015693	XP_012644066.1	XP_005329430.1
OG0015694	XP_012611776.1	XP_005322214.1
OG0015695	XP_012605661.1	XP_005322210.1
OG0015696	XP_012633866.1	XP_040131687.1
OG0015697	XP_012633859.1	XP_005334963.1
OG0015698	XP_020137729.1	XP_013218130.1
OG0015699	XP_012617276.1	XP_013218132.1
OG0015700	XP_012617345.1	XP_040143171.1
OG0015701	XP_012617348.1	XP_040136152.1
OG0015703	XP_012617385.2	XP_005341371.1
OG0015704	XP_012617400.1	XP_005341378.1
OG0015705	XP_012617398.1	XP_005341385.1
OG0015706	XP_012609556.1	XP_005331201.1
OG0015707	XP_012623040.1	XP_005331272.1
OG0015708	XP_020139488.1	XP_021586140.1
OG0015709	XP_012633925.1	XP_040143310.1
OG0015710	XP_012633946.1	XP_005337681.1
OG0015711	XP_012643184.1	XP_040127286.1
OG0015712	XP_012646642.2	XP_005331493.1
OG0015713	XP_012612848.1	XP_005340455.1
OG0015714	XP_012613188.1	XP_021587350.1
OG0015715	XP_012631051.1	XP_040147896.1
OG0015716	XP_012596425.1	XP_005319277.2
OG0015717	XP_012607727.1	XP_040147790.1
OG0015718	XP_012602763.1	XP_005319536.1
OG0015719	XP_020137038.1	XP_005328616.2
OG0015720	XP_012625048.1	XP_005341666.1
OG0015721	XP_012625026.1	XP_005341701.1
OG0015722	XP_012625024.1	XP_005341670.1
OG0015723	XP_020142024.1	XP_005341707.1
OG0015724	XP_020142020.1	XP_040139830.1
OG0015725	XP_012624955.1	XP_005341682.1
OG0015726	XP_012595323.2	XP_040140462.1
OG0015727	XP_012595316.1	XP_005327492.1
OG0015728	XP_012615297.1	XP_005331604.1
OG0015729	XP_012605368.1	XP_005331639.1
OG0015730	XP_020142065.1	XP_021585269.2
OG0015731	XP_012644117.2	XP_005330027.1
OG0015732	XP_020142069.1	XP_040140287.1
OG0015733	XP_012644954.1	XP_013216058.1
OG0015734	XP_012645304.1	XP_040140361.1
OG0015735	XP_012645528.1	XP_005330085.1
OG0015736	XP_012645545.1	XP_005330084.1
OG0015737	XP_012645787.1	XP_005330091.3
OG0015738	XP_012645861.1	XP_005330144.1
OG0015739	XP_012625003.1	XP_005340814.1
OG0015740	XP_012599466.1	XP_013220866.1
OG0015741	XP_012613144.2	XP_021575956.2
OG0015743	XP_012613007.1	XP_013217439.1
OG0015744	XP_012613162.1	XP_005333610.1
OG0015745	XP_020142041.1	XP_005333432.1
OG0015746	XP_012612939.1	XP_040140006.1
OG0015747	XP_012612940.1	XP_005333444.1
OG0015748	XP_012612936.1	XP_005333446.1
OG0015749	XP_012612925.1	XP_021587446.1
OG0015750	XP_012633807.1	XP_005333456.1
OG0015751	XP_012633611.1	XP_005333467.1
OG0015752	XP_012633556.1	XP_005333497.1
OG0015754	XP_012633484.1	XP_005333515.1
OG0015755	XP_012633491.1	XP_040140073.1
OG0015756	XP_012633492.1	XP_005333512.1
OG0015757	XP_020141961.1	XP_040142754.1
OG0015758	XP_012633436.1	XP_005333537.1
OG0015759	XP_012633400.1	XP_005333547.1
OG0015760	XP_012633397.1	XP_005333630.1
OG0015761	XP_012633649.1	XP_005331532.3
OG0015762	XP_012633675.1	XP_013216765.1
OG0015763	XP_012633677.1	XP_005331550.1
OG0015764	XP_020141943.1	XP_005331562.1
OG0015765	XP_012633680.1	XP_005331557.1
OG0015766	XP_012633692.1	XP_005331680.1
OG0015767	XP_012633694.1	XP_005331556.1
OG0015768	XP_012633717.1	XP_005331570.1
OG0015769	XP_012633741.1	XP_005331577.1
OG0015770	XP_012633758.1	XP_021586276.1
OG0015771	XP_012633800.1	XP_013216690.1
OG0015772	XP_012612472.1, XP_012612473.1	XP_040140203.1
OG0015773	XP_012594216.2	XP_021583516.2
OG0015775	XP_012633811.1	XP_021586322.1
OG0015776	XP_012631223.1, XP_012621062.1	XP_005315979.1
OG0015777	XP_012636955.1	XP_005316011.2
OG0015778	XP_012621743.1	XP_005327627.1
OG0015779	XP_012621751.1	XP_005327630.1
OG0015780	XP_012646528.1	XP_021589058.2
OG0015781	XP_012646522.1	XP_005335564.1
OG0015782	XP_012607171.1	XP_005316640.1
OG0015783	XP_012595381.1, XP_012595379.1, XP_012595382.1	XP_005315925.2
OG0015784	XP_012605225.1	XP_005315965.1
OG0015785	XP_012595497.1	XP_040150020.1
OG0015786	XP_012595557.1	XP_005315913.1
OG0015787	XP_012595548.1	XP_005315894.1
OG0015788	XP_012635430.1	XP_005315866.1
OG0015790	XP_012627115.1	XP_040125718.1
OG0015791	XP_012645904.1	XP_005336260.1
OG0015792	XP_012645801.1	XP_005336342.1
OG0015793	XP_012646135.1	XP_005336329.1
OG0015794	XP_012617204.1	XP_040146955.1
OG0015795	XP_012610957.1	XP_040146232.1
OG0015796	XP_012617189.1	XP_005332283.1
OG0015797	XP_012601218.2	XP_005332031.3
OG0015798	XP_012601248.1	XP_005332007.1
OG0015800	XP_020139142.1	XP_040147544.1
OG0015802	XP_012598866.1	XP_005340507.1
OG0015804	XP_020139164.1	XP_021587639.2
OG0015805	XP_020139229.1	XP_021587646.1
OG0015806	XP_012640753.1	XP_040147369.1
OG0015808	XP_012616059.1	XP_005333864.1
OG0015809	XP_012616139.1	XP_005333875.1
OG0015810	XP_012616030.1	XP_005333877.1
OG0015811	XP_012616006.1	XP_040146364.1
OG0015812	XP_020139805.1	XP_021585980.1
OG0015813	XP_020139859.1	XP_040146010.1
OG0015816	XP_012644743.1	XP_005317290.1
OG0015817	XP_012594519.1, XP_012627006.1	XP_005317244.1
OG0015818	XP_012626976.1	XP_013216552.1
OG0015819	XP_012626946.1	XP_013222001.1
OG0015820	XP_012626938.1, XP_012626937.1	XP_005327036.1
OG0015821	XP_012626858.1	XP_040125696.1
OG0015822	XP_012626844.1	XP_005327018.1
OG0015823	XP_012626814.2	XP_005327006.1
OG0015824	XP_012626765.1	XP_005326991.2
OG0015825	XP_012626669.1	XP_005326947.1
OG0015826	XP_012626642.1	XP_005326937.1
OG0015827	XP_012626507.1	XP_021587108.2
OG0015828	XP_012625789.1	XP_040146003.1
OG0015829	XP_012596878.1	XP_013217266.2
OG0015830	XP_020139431.1	XP_005333014.1
OG0015831	XP_020139430.1	XP_005333015.1
OG0015832	XP_020139441.1	XP_013217323.1
OG0015833	XP_012596915.2	XP_013217322.1
OG0015834	XP_012591116.1	XP_005333032.1
OG0015835	XP_012591126.1	XP_005333043.1
OG0015836	XP_020139368.1	XP_040146205.1
