Orthogroup	Microcebus_murinus	Rattus_norvegicus
OG0015234	XP_012602790.1	NP_001013884.1, XP_017452633.1
OG0015235	XP_012602723.1	NP_114189.1
OG0015236	XP_012602728.1	NP_112411.1
OG0015237	XP_012602732.1	XP_008766581.1
OG0015238	XP_012606531.1	XP_006247595.2
OG0015239	XP_012642254.1	XP_008766509.1, NP_001012013.1
OG0015240	XP_012642282.1	NP_001020307.1
OG0015241	XP_012642243.1	NP_001013883.1
OG0015242	XP_012642149.1	NP_001102518.1
OG0015243	XP_012598731.1	NP_037230.2
OG0015244	XP_012598688.1	NP_001386391.1, XP_008766442.1
OG0015245	XP_012598715.1	NP_001184146.1
OG0015246	XP_012598722.1	NP_113834.1
OG0015247	XP_012598635.1	NP_001102306.1
OG0015248	XP_012598657.1	XP_017452683.1, NP_113792.2
OG0015249	XP_012598661.1	NP_001099311.1
OG0015250	XP_012598691.1	NP_446082.2
OG0015251	XP_012621203.1	NP_001099308.1
OG0015252	XP_012621205.1	NP_001001510.1
OG0015253	XP_012621266.1	NP_001004130.1
OG0015254	XP_012621268.1	NP_775151.2
OG0015255	XP_012621317.1	NP_001414762.1
OG0015256	XP_012621351.1	NP_001101766.1
OG0015257	XP_012621362.1	NP_001029039.1
OG0015258	XP_012621422.2	NP_058759.2
OG0015259	XP_012621456.1	NP_072123.1
OG0015260	XP_012621465.2	NP_001101764.1
OG0015261	XP_012621493.1	NP_001178854.1
OG0015262	XP_012621494.1	NP_001094257.1
OG0015263	XP_012621526.1	NP_001100511.1
OG0015264	XP_012645139.1	NP_001032732.2
OG0015265	XP_020136711.1	NP_783184.1
OG0015266	XP_012645188.1	NP_445926.1, XP_038942918.1
OG0015267	XP_012645216.1	NP_062037.1
OG0015268	XP_020136672.1	XP_038942462.1
OG0015269	XP_012645248.1	NP_001128171.1
OG0015270	XP_012619229.1	NP_001005874.2
OG0015271	XP_012629851.1	NP_001103045.1
OG0015272	XP_012591496.1	XP_038943306.1
OG0015273	XP_012596314.1	NP_001100507.1
OG0015274	XP_012620367.1	NP_001099297.4
OG0015275	XP_012625473.1	NP_001005873.1
OG0015276	XP_012629632.1	NP_001388735.1
OG0015277	XP_012631317.1	NP_001099295.2
OG0015278	XP_012631742.1	NP_001094439.1
OG0015279	XP_012636242.1	XP_038943578.2
OG0015280	XP_012641430.1	XP_038941475.1, NP_001099293.2
OG0015281	XP_012645443.1	NP_001100500.1
OG0015282	XP_012646631.1	NP_037024.2
OG0015283	XP_012595307.1	NP_001036026.1
OG0015284	XP_012596138.1	NP_001008335.1
OG0015285	XP_012596125.1	NP_062029.2
OG0015286	XP_012596124.1	NP_001099287.1
OG0015287	XP_020136821.1	XP_006247013.2
OG0015288	XP_012596068.1	NP_001386405.1
OG0015289	XP_012596069.1	NP_001257729.1
OG0015290	XP_012596081.1	NP_001032266.1
OG0015291	XP_012596213.1	NP_001029335.1
OG0015292	XP_012596015.1	NP_001386500.1
OG0015293	XP_012596023.1	NP_001099283.1
OG0015294	XP_012596231.1	NP_058927.1
OG0015296	XP_012596006.1	NP_001385776.1, XP_038943269.1
OG0015297	XP_012596112.1	NP_001099279.1
OG0015298	XP_012596266.2	NP_001385729.1
OG0015299	XP_012634774.1	NP_001386499.1
OG0015300	XP_012634762.1	NP_001385865.1
OG0015301	XP_012639864.1	XP_006233681.2
OG0015302	XP_012639954.2	NP_001290546.1
OG0015303	XP_012639933.1	NP_114179.1
OG0015304	XP_012639971.1	NP_001386236.1
OG0015305	XP_012639979.1	NP_001382003.1, NP_001121610.1
OG0015306	XP_012640000.1	NP_001100028.2, XP_063139534.1
OG0015307	XP_012637519.1	XP_063139540.1, NP_001124462.1
OG0015308	XP_020145155.1	NP_001162021.1
OG0015309	XP_012637538.1	XP_006233759.1
OG0015310	XP_012637463.1	NP_001029038.1, XP_006233785.1
OG0015311	XP_012637452.1	NP_001382673.1, XP_038961136.1
OG0015312	XP_012637444.1	NP_001386244.1
OG0015313	XP_012637546.1	XP_063139550.1, NP_001100034.1
OG0015314	XP_012599584.1	NP_001121035.1
OG0015315	XP_012599539.1	XP_006234067.1
OG0015316	XP_012627682.1	NP_695215.2
OG0015317	XP_012627660.1	NP_001094449.1, XP_063140024.1
OG0015318	XP_012627650.1	NP_001386276.1
OG0015319	XP_012627641.1	NP_001386275.1
OG0015320	XP_012627631.1	NP_001101296.1
OG0015321	XP_012627512.1	XP_006234002.1
OG0015322	XP_012627526.1	NP_001386410.1
OG0015323	XP_012627480.1	NP_001007744.1
OG0015324	XP_012627446.1	NP_001103355.1
OG0015325	XP_012627350.1	NP_598273.2
OG0015326	XP_012627341.2	NP_001386562.1
OG0015327	XP_012627236.1	NP_001382077.1
OG0015328	XP_012611619.1	XP_063126239.1
OG0015329	XP_012609323.1	NP_001396467.1
OG0015330	XP_012632519.1	NP_114003.2
OG0015331	XP_012632587.1	NP_001094071.1
OG0015332	XP_012597379.1	NP_036710.1
OG0015333	XP_012593099.1	NP_001257980.1
OG0015334	XP_012605662.1	NP_945323.1
OG0015335	XP_012608612.1	XP_006240840.1
OG0015336	XP_012609182.1	NP_001382635.1
OG0015337	XP_012609266.1	NP_569094.1
OG0015338	XP_020143096.1	XP_006241526.1
OG0015339	XP_020143094.1	NP_997688.1
OG0015340	XP_012632604.1	XP_003750376.2
OG0015341	XP_012637819.1	NP_001401874.1
OG0015342	XP_012637851.1	NP_001177929.1
OG0015343	XP_012637881.2	NP_001128159.1
OG0015344	XP_012644149.1	NP_001101566.1
OG0015345	XP_012644198.1	NP_076450.1
OG0015346	XP_012594298.1	NP_001004238.1
OG0015347	XP_012594291.1	NP_001414160.1
OG0015348	XP_012606480.1	NP_001129733.1
OG0015349	XP_012644981.1	NP_958829.1
OG0015350	XP_012645007.1	NP_001401901.1
OG0015351	XP_012645029.1	XP_063119703.1, NP_001101575.1
OG0015352	XP_020143423.1	XP_038935696.1, NP_001178920.1
OG0015353	XP_020143405.1	NP_001004241.1
OG0015354	XP_012597284.1	NP_001123977.1
OG0015355	XP_012597222.1	NP_001119741.1
OG0015356	XP_012597301.1	NP_112625.1
OG0015357	XP_012642634.1	NP_001386663.1
OG0015358	XP_012642602.1	XP_063120207.1
OG0015359	XP_012642586.1	XP_006242038.2
OG0015360	XP_012642495.1	XP_063134071.1
OG0015361	XP_012642549.1	NP_001387929.1
OG0015362	XP_012628236.1	NP_001178806.1
OG0015363	XP_012628216.1	NP_001102210.1
OG0015364	XP_012595978.1	XP_038940473.1
OG0015366	XP_012642310.1	XP_063124189.1
OG0015367	XP_020144179.1	NP_569098.2
OG0015368	XP_012611702.1	NP_001257548.1
OG0015369	XP_012611640.1	NP_001127935.1
OG0015370	XP_012611003.1	NP_001385477.1
OG0015371	XP_012633263.1	NP_001102565.1
OG0015372	XP_012633273.1	NP_114019.2
OG0015373	XP_012633284.1	NP_001099492.1
OG0015374	XP_012633292.1	NP_001402043.1
OG0015375	XP_012605571.1	NP_001037714.1
OG0015376	XP_012605569.1	NP_001094219.1
OG0015377	XP_012644958.1	NP_001386659.1
OG0015378	XP_012597272.1	NP_001359065.1
OG0015379	XP_012597104.2	XP_006242034.1, NP_062046.1
OG0015380	XP_012590963.1	NP_001102596.1
OG0015381	XP_012617734.1	NP_062080.1
OG0015382	XP_020138004.1	NP_445850.1
OG0015383	XP_012625176.1	NP_001108503.1
OG0015384	XP_012625558.1	NP_112258.2
OG0015385	XP_012617705.1	NP_001099217.1
OG0015386	XP_020140171.1	XP_006246250.1
OG0015387	XP_012645377.1	NP_787037.2
OG0015388	XP_012645393.1	NP_446091.2
OG0015389	XP_012645391.1	NP_001388485.1
OG0015390	XP_012642837.1	XP_038941309.1
OG0015391	XP_012642830.1	NP_001401208.1
OG0015392	XP_012642824.1	NP_001009703.1
OG0015393	XP_012619166.1	NP_434696.1
OG0015394	XP_012644013.1	NP_001099605.2
OG0015395	XP_012596652.2	NP_001014264.2
OG0015396	XP_020145703.1	XP_225912.2
OG0015397	XP_012617599.1	XP_006246429.1
OG0015398	XP_012617613.1	NP_001380270.1
OG0015399	XP_012617621.1	NP_001100469.1
OG0015400	XP_020137713.1	NP_001414359.1
OG0015401	XP_012617650.1	NP_001385655.1
OG0015402	XP_012617657.1	NP_001401321.1
OG0015403	XP_012604301.1	NP_001387712.1
OG0015404	XP_020137759.1	NP_001099625.1
OG0015405	XP_012604490.1	XP_063133293.1
OG0015406	XP_012604441.1	XP_038953052.1, NP_001041512.1
OG0015407	XP_012604426.1	NP_036683.2
OG0015408	XP_012604263.1	NP_001102939.1
OG0015409	XP_012593817.1	NP_001402873.1
OG0015410	XP_020144935.1	NP_001013230.1
OG0015411	XP_012625130.1	NP_001100136.1
OG0015412	XP_012625165.1	NP_446425.1
OG0015413	XP_012625268.1, XP_012625269.1	NP_001101415.1
OG0015414	XP_012619831.1	NP_001402884.1
OG0015415	XP_012619841.2	NP_001099207.1
OG0015416	XP_012625623.1	XP_063144220.1, NP_001382679.1
OG0015417	XP_012625613.1	NP_113891.2
OG0015418	XP_020144981.1	NP_001402881.1
OG0015419	XP_012625533.1	NP_001406468.1
OG0015420	XP_012625526.1	XP_038966909.1
OG0015421	XP_012625501.1	NP_113766.1
OG0015422	XP_012625458.1	NP_001013109.2
OG0015423	XP_012625475.1	NP_001019515.1
OG0015424	XP_012625429.1	NP_001385982.1
OG0015426	XP_012625418.1	NP_001005904.1
OG0015427	XP_012624560.1	NP_001107226.1
OG0015428	XP_012624541.1	NP_001101406.2
OG0015429	XP_012624510.1	NP_001414327.1
OG0015430	XP_012624501.1	NP_001014785.1
OG0015431	XP_012624506.1	XP_006238097.1
OG0015432	XP_012624488.1	NP_001100125.2
OG0015433	XP_012624467.1	NP_001094005.1
OG0015434	XP_012624461.1	NP_001094180.1
OG0015435	XP_012592254.1	XP_008761944.1
OG0015436	XP_020145011.1	XP_038966499.1
OG0015437	XP_012592203.1	NP_001387868.1
OG0015438	XP_020145020.1	XP_056841526.1
OG0015439	XP_012592160.1	XP_038966970.1
OG0015440	XP_012624342.1	NP_001100129.1
OG0015441	XP_012624267.1	NP_001100130.1
OG0015442	XP_012627123.1	NP_001101410.1
OG0015444	XP_012628630.1	NP_001400550.1
OG0015445	XP_020142576.1	XP_017452249.2
OG0015446	XP_012591804.1	NP_997673.1
OG0015447	XP_012591801.1	NP_997699.2
OG0015448	XP_012591809.1	NP_997670.1
OG0015449	XP_012596601.1	NP_001386440.1
OG0015450	XP_012596436.1	NP_001159739.1
OG0015452	XP_012596468.1	XP_006256144.1
OG0015453	XP_012596621.1	NP_113710.2
OG0015454	XP_012596590.1	NP_001013215.2
OG0015455	XP_012596571.2	NP_001102495.1
OG0015456	XP_012596533.1	XP_038954854.1, NP_001002827.1
OG0015458	XP_012646759.1	NP_851606.3
OG0015459	XP_012602299.1	NP_001101998.1
OG0015460	XP_012602200.1	XP_002728967.3
OG0015461	XP_012602310.1	NP_001020230.1
OG0015462	XP_012602323.1	NP_001103018.1
OG0015463	XP_012602243.1	NP_001012175.1
OG0015464	XP_012616244.1	NP_001100353.1
OG0015465	XP_020142599.1	XP_038939744.1
OG0015466	XP_012628639.1	NP_001101670.1
OG0015467	XP_012628618.1	NP_058780.1
OG0015468	XP_012628561.1	NP_001008331.1
OG0015469	XP_012628545.1	NP_001102259.2
OG0015470	XP_012598835.2	NP_954542.1
OG0015471	XP_012616291.1	XP_038939117.1
OG0015472	XP_012636246.1	NP_001101638.1
OG0015473	XP_012629316.1	NP_579852.1
OG0015474	XP_012598611.1	NP_001386689.1
OG0015475	XP_012624582.1	NP_001178725.1
OG0015476	XP_020142934.1	XP_006243522.1
OG0015477	XP_012624608.1	NP_036732.3
OG0015478	XP_012610908.1	NP_001101643.1
OG0015479	XP_012603853.1	NP_001382580.1
OG0015480	XP_012606427.1	XP_575796.2
OG0015481	XP_012606388.2	NP_001100111.1
OG0015482	XP_012606415.1	XP_008761841.1, NP_001398784.1
OG0015483	XP_012624890.1	NP_942078.1
OG0015484	XP_012624881.1	NP_742082.2
OG0015485	XP_012608566.1	NP_001101104.1
OG0015486	XP_012637991.1	NP_001399488.1
OG0015487	XP_012638006.1	NP_113826.1
OG0015488	XP_020142936.1	NP_001100307.1
OG0015489	XP_012608609.1	XP_063135710.1
OG0015490	XP_012615711.1	NP_001385911.1
OG0015491	XP_012624223.1	NP_001008555.2
OG0015492	XP_012638135.1	NP_001124017.2
OG0015493	XP_012637978.1, XP_012638125.1	NP_001124024.1, XP_063119660.1
OG0015494	XP_012615536.1	NP_001004240.1
OG0015495	XP_012621547.2	NP_001414175.1
OG0015496	XP_020139823.1	NP_001178864.1, XP_038948214.1
OG0015497	XP_012641356.1	NP_037032.1
OG0015499	XP_012617481.1	XP_063120681.1
OG0015500	XP_012639759.2	NP_001167029.1
OG0015501	XP_012639693.1	NP_787038.1
OG0015502	XP_012606590.1	NP_001386616.1
OG0015503	XP_012606565.1	NP_001124012.1
OG0015504	XP_012609257.1	NP_110495.1
OG0015505	XP_012609268.1	NP_001006986.1
OG0015506	XP_012598764.1	NP_001014224.1
OG0015507	XP_012598776.1	NP_598205.2
OG0015508	XP_012640914.1	XP_006241775.1
OG0015509	XP_012612803.1	NP_001381953.1
OG0015510	XP_012608357.1	NP_001119740.1
OG0015511	XP_012615784.1	NP_001123981.2
OG0015512	XP_012615763.1	NP_775453.1, XP_063119153.1
OG0015513	XP_012615487.1	NP_001007752.1
OG0015515	XP_012594857.1	NP_434692.2
OG0015516	XP_012603130.1	NP_114011.1
OG0015517	XP_020140219.1	NP_001102557.1
OG0015518	XP_020140218.1	XP_063129411.1, NP_001414735.1
OG0015519	XP_020140208.1	NP_001002830.1
OG0015520	XP_012617225.1	XP_006250944.1
OG0015521	XP_012613716.1	XP_038947805.1
OG0015522	XP_012613696.1	NP_997624.2, XP_017454588.1
OG0015523	XP_020140878.1	XP_063128974.1, NP_001013066.1
OG0015524	XP_020139838.1	NP_001102330.1
OG0015525	XP_012641396.1, XP_020139868.1, XP_020139870.1, XP_020139869.1, XP_020139871.1, XP_020139872.1	XP_006250857.1
OG0015526	XP_012641387.1	NP_001012036.1
OG0015527	XP_020139901.1	NP_001388542.1
OG0015529	XP_012600657.1	NP_067721.1
OG0015530	XP_012615628.1	XP_063120318.1, NP_001123980.1
OG0015531	XP_012640864.1	XP_038936140.1
OG0015532	XP_012644610.1	NP_112277.2
OG0015533	XP_012636442.1	NP_001102450.1
OG0015534	XP_012628855.1	NP_001178901.1
OG0015535	XP_012634443.1	NP_001102707.1
OG0015536	XP_012618583.1	NP_001178570.1, XP_038941874.1
OG0015537	XP_012644683.1	NP_058694.2
OG0015538	XP_012644658.1	NP_001165598.1
OG0015539	XP_020145554.1	XP_038964979.1
OG0015540	XP_012644590.1	NP_001386094.1
OG0015541	XP_012644549.1	NP_476549.1
OG0015542	XP_012617538.1	NP_001094250.1
OG0015543	XP_012617522.1	NP_001094434.1
OG0015544	XP_012635032.1	XP_008760952.2
OG0015545	XP_012635056.1	NP_067089.2
OG0015546	XP_012635083.1	NP_037073.1
OG0015547	XP_012635072.1	XP_216085.3
OG0015548	XP_012612610.1	NP_001388975.1
OG0015549	XP_012612532.1	NP_001388426.1
OG0015550	XP_012612621.1	NP_446003.2
OG0015551	XP_012612638.1	NP_037075.1
OG0015552	XP_012612609.1	NP_001399494.1
OG0015553	XP_012612551.1	XP_006236166.1
OG0015554	XP_012597403.1	XP_008762871.2, NP_062177.2
OG0015555	XP_012636485.1	XP_038969102.1
OG0015556	XP_012636490.1	NP_714959.2
OG0015557	XP_012636480.1	NP_001013262.1
OG0015558	XP_012636473.1	NP_037281.3
OG0015559	XP_012636455.1	XP_017449799.1
OG0015560	XP_020145215.1	XP_006240775.1
OG0015561	XP_012628747.1	NP_001382072.1
OG0015562	XP_012628762.1	NP_001012187.1
OG0015563	XP_012628793.1	NP_001291976.1
OG0015564	XP_012628824.1	NP_077326.1
OG0015565	XP_012628826.1	NP_001178016.1
OG0015566	XP_012628836.1	NP_001388797.1
OG0015567	XP_012628838.1	NP_001123350.1
OG0015568	XP_012628839.2	NP_001258284.1
OG0015569	XP_012591345.1	NP_001029182.1
OG0015570	XP_012591337.1	NP_001385659.1
OG0015571	XP_012591306.1	XP_038964608.1
OG0015572	XP_012591611.1	NP_001102691.1
OG0015573	XP_012616562.1	NP_446147.1
OG0015574	XP_012616564.1	NP_570106.1
OG0015575	XP_012607283.1	NP_001178011.1
OG0015577	XP_012591218.1	NP_001385984.1
OG0015578	XP_012620700.1	NP_001178693.1
OG0015579	XP_012631800.1	NP_001386132.1
OG0015580	XP_012631418.1	XP_001066317.1
OG0015582	XP_012608031.1	NP_001000838.1
OG0015583	XP_012596276.1	NP_037053.1
OG0015584	XP_012639037.1	NP_071563.1
OG0015585	XP_012608209.1	XP_002728241.3
OG0015586	XP_020144129.1	XP_008762278.1, NP_001128099.2
OG0015587	XP_012603956.1	NP_001101439.1
OG0015588	XP_012603958.1	XP_056841533.1
OG0015589	XP_020135968.1	NP_001386143.1, XP_038967150.1
OG0015590	XP_020144140.1	XP_006238860.1, NP_001094008.1
OG0015591	XP_012635373.1	XP_063144088.1, NP_001102148.1
OG0015592	XP_012635386.2	NP_001026817.1
OG0015593	XP_012620698.1	NP_058980.1
OG0015594	XP_012620701.1	XP_017448892.1
OG0015595	XP_020138176.1	NP_001104280.1, XP_006255417.1
OG0015596	XP_012631711.1	NP_001100144.1
OG0015597	XP_012631707.1	NP_001100142.1
OG0015598	XP_012631690.1	NP_001094310.1
OG0015599	XP_012631547.1	XP_038965916.1, NP_001101429.1
OG0015600	XP_012631522.1	NP_001009480.1
OG0015601	XP_012631458.1	NP_001014090.1
OG0015602	XP_012631443.1	NP_001386141.1
OG0015603	XP_012631415.1	XP_006238694.1
OG0015604	XP_012631358.1	NP_001100151.1
OG0015605	XP_012631319.1	XP_006238806.1, NP_001414527.1
OG0015606	XP_012631332.2	XP_006238809.1, NP_001385769.1
OG0015607	XP_012608251.1	NP_001013149.1
OG0015608	XP_012608223.1	NP_001014255.1
OG0015609	XP_012608318.1	XP_008768779.1, NP_001012209.1
OG0015610	XP_012608100.1	NP_775446.2
OG0015611	XP_012605824.1	NP_058876.2
OG0015612	XP_012615213.1	NP_037304.1
OG0015613	XP_012615214.1	NP_001395850.1
OG0015614	XP_012609336.1	NP_446335.1
OG0015615	XP_012630774.1	NP_001025202.1
OG0015616	XP_012643078.1	NP_714947.1
OG0015617	XP_012639247.1	NP_001178629.1
OG0015618	XP_012639172.1	XP_006232845.1
OG0015619	XP_012639149.1	NP_001388824.1
OG0015620	XP_012639098.1	NP_068525.1
OG0015621	XP_012639096.1	NP_064456.2
OG0015622	XP_012639075.1	NP_071798.1
OG0015623	XP_012591059.1	XP_063137876.1
OG0015624	XP_020135860.1	NP_037260.2
OG0015625	XP_012626044.1	NP_001102580.1
OG0015626	XP_012628146.1	NP_001128359.1
OG0015627	XP_012639073.1	NP_001414104.1
OG0015628	XP_020138362.1	NP_001032615.1
OG0015630	XP_012641688.1	NP_001032883.1
OG0015631	XP_020138385.1	NP_476532.2
OG0015632	XP_012632871.1	NP_001102925.1
OG0015633	XP_012595244.1	NP_001028234.1
OG0015634	XP_012623515.1	NP_001102699.1
OG0015635	XP_012623503.1	NP_001019857.1
OG0015636	XP_012600145.1	NP_001120770.2
OG0015637	XP_012618824.1	NP_001401918.1
OG0015638	XP_012596976.1	NP_001257778.1
OG0015639	XP_012596963.1	NP_059024.1
OG0015640	XP_020145264.1	XP_038964586.1
OG0015641	XP_012641592.2	NP_001011968.1
OG0015643	XP_012641698.1	XP_017447990.1, NP_074041.2
OG0015644	XP_012641708.1	NP_001102684.1
OG0015645	XP_012632832.1	NP_001008341.1
OG0015646	XP_020138409.1	XP_038950499.1
OG0015647	XP_012632884.1	NP_001108515.1
OG0015648	XP_012611544.1	XP_006253383.1, NP_064699.1
OG0015649	XP_012618433.2	NP_001020301.1
OG0015650	XP_020138267.1	NP_001178484.1
OG0015651	XP_012618387.1	NP_001102895.1
OG0015652	XP_012631194.1	NP_001014024.1
OG0015653	XP_012595250.1	XP_063131937.1
OG0015654	XP_012640367.1	NP_446102.2
OG0015655	XP_012640371.1	XP_224863.6
OG0015656	XP_012626174.1	NP_001386342.1
OG0015657	XP_012626156.1	XP_008769471.1
OG0015658	XP_012644254.1	NP_001162612.1, XP_038950523.2
OG0015659	XP_020145279.1	NP_001000852.1
OG0015660	XP_020145551.1	XP_231616.5
OG0015661	XP_012634441.1	NP_001162575.1
OG0015662	XP_012642343.1	NP_612514.2
OG0015663	XP_012623086.1	XP_056841251.1
OG0015664	XP_012618613.1	NP_001182736.1, XP_038968640.1
OG0015665	XP_012614015.1	XP_006239950.1, NP_001011982.1
OG0015666	XP_012643187.1	NP_001385619.1
OG0015667	XP_012643575.1	NP_001127996.1
OG0015668	XP_012643603.1	XP_063118680.1
OG0015669	XP_012643610.2	NP_001178803.1
OG0015670	XP_012643682.1	NP_001164179.1
OG0015671	XP_012643707.1	NP_001013235.1
OG0015672	XP_012643709.1	XP_017449734.1, NP_001013260.1
OG0015673	XP_012643721.1	XP_038967625.1, NP_446402.1
OG0015674	XP_012643726.1	NP_671742.1
OG0015675	XP_012643729.1	NP_001012110.1
OG0015676	XP_012643775.1	NP_001032880.2
OG0015677	XP_012643838.1	NP_001164067.1
OG0015678	XP_012643867.1	NP_001014095.1
OG0015679	XP_012643873.1	NP_446052.2
OG0015680	XP_012643921.1	XP_233805.5
OG0015681	XP_012643959.1	NP_001094186.1
OG0015682	XP_012642347.1	NP_001032855.2
OG0015683	XP_012642353.1	NP_001008766.1
OG0015684	XP_012598238.1	NP_741985.1
OG0015685	XP_012598274.1	NP_113961.2
OG0015686	XP_012629765.1	NP_113960.2
OG0015687	XP_012629734.1	NP_113944.1
OG0015688	XP_012629725.1	XP_063141531.1, NP_620195.1
OG0015689	XP_012598167.1	NP_001100068.1
OG0015690	XP_012644065.1	NP_001102714.1
OG0015691	XP_012644081.1	NP_113937.2
OG0015692	XP_012644095.1	XP_063142593.1, NP_001041698.1
OG0015693	XP_012644066.1	NP_001102105.1
OG0015694	XP_012611776.1	NP_001101340.1
OG0015695	XP_012605661.1	NP_001414509.1
OG0015696	XP_012633866.1	NP_001099928.1
OG0015697	XP_012633859.1	NP_001012182.1
OG0015698	XP_020137729.1	NP_072111.1
OG0015699	XP_012617276.1	NP_036962.2
OG0015700	XP_012617345.1	NP_001020857.1
OG0015701	XP_012617348.1	NP_001101174.2
OG0015702	XP_012617383.1	NP_001102810.1
OG0015703	XP_012617385.2	XP_063138808.1
OG0015704	XP_012617400.1	NP_001020855.1, XP_038958305.1
OG0015705	XP_012617398.1	NP_001008767.1
OG0015706	XP_012609556.1	NP_001011951.1
OG0015707	XP_012623040.1	NP_113817.2
OG0015708	XP_020139488.1	NP_001102660.1, XP_008759544.1
OG0015709	XP_012633925.1	NP_001007640.1
OG0015710	XP_012633946.1	NP_001178777.1
OG0015711	XP_012643184.1	NP_001382499.1
OG0015712	XP_012646642.2	NP_001386619.1
OG0015713	XP_012612848.1	XP_063136213.1, NP_113691.1
OG0015714	XP_012613188.1	NP_001388609.1
OG0015715	XP_012631051.1	XP_038948789.1
OG0015716	XP_012596425.1	NP_001099586.1
OG0015717	XP_012607727.1	XP_038951649.1
OG0015718	XP_012602763.1	NP_445907.2
OG0015719	XP_020137038.1	XP_038945695.1, NP_001355598.1
OG0015720	XP_012625048.1	NP_001102395.1
OG0015721	XP_012625026.1	NP_001101032.1
OG0015722	XP_012625024.1	XP_008758204.1
OG0015723	XP_020142024.1	XP_006230583.1, NP_037076.2
OG0015724	XP_020142020.1	NP_001386596.1
OG0015725	XP_012624955.1	NP_113999.2
OG0015726	XP_012595323.2	XP_008760294.2
OG0015727	XP_012595316.1	NP_001071140.1
OG0015728	XP_012615297.1	NP_001102397.1
OG0015729	XP_012605368.1	NP_001101211.1
OG0015730	XP_020142065.1	XP_038962721.1
OG0015731	XP_012644117.2	NP_001099959.1
OG0015732	XP_020142069.1	XP_063141274.1
OG0015733	XP_012644954.1	XP_003749580.1
OG0015734	XP_012645304.1	XP_006234656.1
OG0015735	XP_012645528.1	NP_446229.1, XP_038960030.1
OG0015736	XP_012645545.1	NP_001102671.1
OG0015737	XP_012645787.1	NP_110466.3
OG0015738	XP_012645861.1	NP_001100023.1
OG0015739	XP_012625003.1	XP_038939412.1, NP_001103138.1
OG0015740	XP_012599466.1	NP_001257594.1
OG0015741	XP_012613144.2	XP_063138178.1, NP_037219.2
OG0015743	XP_012613007.1	NP_001019460.1
OG0015744	XP_012613162.1	NP_001102997.1
OG0015745	XP_020142041.1	NP_596915.1
OG0015746	XP_012612939.1	NP_620607.2
OG0015747	XP_012612940.1	NP_001099794.1
OG0015748	XP_012612936.1	NP_001101040.2
OG0015749	XP_012612925.1	NP_599233.1
OG0015750	XP_012633807.1	NP_598250.1
OG0015751	XP_012633611.1	NP_001387708.1
OG0015752	XP_012633556.1	NP_001103007.1
OG0015753	XP_012633557.1	NP_001015013.1, XP_038935546.1
OG0015754	XP_012633484.1	NP_001403242.1
OG0015755	XP_012633491.1	NP_001013089.1
OG0015756	XP_012633492.1	NP_001101044.1
OG0015758	XP_012633436.1	NP_036770.1
OG0015759	XP_012633400.1	XP_215206.6
OG0015760	XP_012633397.1	XP_063136003.1
OG0015761	XP_012633649.1	NP_001388232.1
OG0015762	XP_012633675.1	XP_063130833.1, NP_001103051.2
OG0015763	XP_012633677.1	NP_001101046.1
OG0015764	XP_020141943.1	NP_001385600.1
OG0015765	XP_012633680.1	XP_006231069.1, NP_001388696.1
OG0015766	XP_012633692.1	NP_001094210.1
OG0015767	XP_012633694.1	NP_001009690.1
OG0015768	XP_012633717.1	XP_038948408.1, NP_112634.1
OG0015769	XP_012633741.1	NP_001386686.1
OG0015770	XP_012633758.1	XP_006231107.1, NP_001257968.1
OG0015771	XP_012633800.1	NP_001006975.1
OG0015772	XP_012612472.1, XP_012612473.1	XP_006231166.1
OG0015773	XP_012594216.2	NP_001102425.1
OG0015775	XP_012633811.1	XP_063125982.1, NP_001178826.1
OG0015776	XP_012631223.1, XP_012621062.1	NP_001099419.1
OG0015777	XP_012636955.1	NP_001385634.1
OG0015778	XP_012621743.1	NP_001101144.1
OG0015779	XP_012621751.1	NP_001029081.1
OG0015780	XP_012646528.1	NP_001401980.1
OG0015781	XP_012646522.1	XP_038959558.1
OG0015782	XP_012607171.1	NP_001100369.1, XP_017451827.1
OG0015783	XP_012595381.1, XP_012595379.1, XP_012595382.1	NP_001102357.1
OG0015784	XP_012605225.1	NP_542949.1
OG0015785	XP_012595497.1	XP_038947097.1
OG0015786	XP_012595557.1	NP_599199.1
OG0015787	XP_012595548.1	NP_446251.1
OG0015788	XP_012635430.1	NP_445834.1
OG0015790	XP_012627115.1	XP_006243900.1, NP_001102831.1
OG0015791	XP_012645904.1	NP_068608.2
OG0015792	XP_012645801.1	NP_001102225.1
OG0015793	XP_012646135.1	NP_001162065.1
OG0015794	XP_012617204.1	NP_001100348.1
OG0015795	XP_012610957.1	XP_063131993.1
OG0015796	XP_012617189.1	NP_001020049.1
OG0015797	XP_012601218.2	NP_001386628.1
OG0015798	XP_012601248.1	NP_579842.2
OG0015800	XP_020139142.1	XP_002729444.2
OG0015802	XP_012598866.1	NP_001102718.1
OG0015804	XP_020139164.1	NP_001101344.1
OG0015805	XP_020139229.1	XP_063142162.1
OG0015806	XP_012640753.1	NP_852027.2, XP_006237066.1
OG0015807	XP_020139314.1	XP_003749858.1
OG0015808	XP_012616059.1	NP_001182405.1
OG0015809	XP_012616139.1	NP_001037737.1
OG0015810	XP_012616030.1	NP_001385791.1
OG0015811	XP_012616006.1	XP_006237117.1
OG0015812	XP_020139805.1	XP_063141647.1
