Orthogroup	Microcebus_murinus	Loxodonta_africana
OG0015284	XP_012596138.1	XP_003416883.2
OG0015285	XP_012596125.1	XP_010594938.1
OG0015286	XP_012596124.1	XP_023411891.1
OG0015287	XP_020136821.1	XP_023411960.1
OG0015288	XP_012596068.1	XP_003417028.1
OG0015289	XP_012596069.1	XP_003417033.1
OG0015290	XP_012596081.1	XP_003416828.1
OG0015291	XP_012596213.1	XP_023411896.1
OG0015292	XP_012596015.1	XP_003417015.1
OG0015293	XP_012596023.1	XP_003416853.1
OG0015294	XP_012596231.1	XP_010594786.1
OG0015296	XP_012596006.1	XP_003416860.1
OG0015297	XP_012596112.1	XP_010594790.1
OG0015298	XP_012596266.2	XP_023411904.1
OG0015299	XP_012634774.1	XP_003416888.1
OG0015300	XP_012634762.1	XP_010594812.1
OG0015301	XP_012639864.1	XP_010600286.2
OG0015303	XP_012639933.1	XP_023398182.1
OG0015304	XP_012639971.1	XP_003423093.1
OG0015306	XP_012640000.1	XP_003423088.1
OG0015307	XP_012637519.1	XP_023397739.1
OG0015308	XP_020145155.1	XP_010600352.2
OG0015309	XP_012637538.1	XP_023397742.1
OG0015310	XP_012637463.1	XP_010598327.2
OG0015311	XP_012637452.1	XP_023395176.1
OG0015312	XP_012637444.1	XP_010598289.1
OG0015313	XP_012637546.1	XP_003422778.1
OG0015314	XP_012599584.1	XP_010585849.1
OG0015315	XP_012599539.1	XP_023400581.1
OG0015316	XP_012627682.1	XP_003407654.1
OG0015317	XP_012627660.1	XP_023401069.1
OG0015318	XP_012627650.1	XP_003407676.1
OG0015319	XP_012627641.1	XP_010585878.1
OG0015320	XP_012627631.1	XP_003407704.1
OG0015321	XP_012627512.1	XP_010585896.1
OG0015323	XP_012627480.1	XP_003407760.1
OG0015324	XP_012627446.1	XP_023401074.1
OG0015325	XP_012627350.1	XP_003407788.1
OG0015326	XP_012627341.2	XP_023401076.1
OG0015327	XP_012627236.1	XP_003407818.1
OG0015329	XP_012609323.1	XP_023413371.1
OG0015330	XP_012632519.1	XP_003405198.2
OG0015331	XP_012632587.1	XP_010596680.1
OG0015332	XP_012597379.1	XP_010597636.1
OG0015333	XP_012593099.1	XP_023408390.1
OG0015334	XP_012605662.1	XP_023408293.1
OG0015335	XP_012608612.1	XP_010596179.1
OG0015336	XP_012609182.1	XP_003405179.1
OG0015337	XP_012609266.1	XP_003405604.1
OG0015338	XP_020143096.1	XP_003405201.1
OG0015339	XP_020143094.1	XP_023413886.1
OG0015340	XP_012632604.1	XP_003405618.1
OG0015341	XP_012637819.1	XP_010596753.1
OG0015342	XP_012637851.1	XP_003405629.3
OG0015343	XP_012637881.2	XP_023414391.1
OG0015344	XP_012644149.1	XP_003405638.1
OG0015345	XP_012644198.1	XP_003405252.1
OG0015346	XP_012594298.1	XP_003405256.1
OG0015347	XP_012594291.1	XP_010597192.1
OG0015348	XP_012606480.1	XP_010597212.1
OG0015349	XP_012644981.1	XP_023398074.1
OG0015350	XP_012645007.1	XP_023398400.1
OG0015351	XP_012645029.1	XP_003422896.1
OG0015353	XP_020143405.1	XP_003419766.1
OG0015354	XP_012597284.1	XP_023415645.1
OG0015355	XP_012597222.1	XP_010597615.1
OG0015356	XP_012597301.1	XP_003419818.1
OG0015357	XP_012642634.1	XP_003419823.1
OG0015358	XP_012642602.1	XP_003419894.2
OG0015359	XP_012642586.1	XP_023415713.1
OG0015360	XP_012642495.1	XP_003405371.1
OG0015361	XP_012642549.1	XP_010598302.2
OG0015362	XP_012628236.1	XP_003405362.1
OG0015363	XP_012628216.1	XP_010599848.2
OG0015364	XP_012595978.1	XP_010591860.1
OG0015366	XP_012642310.1	XP_023408317.1
OG0015367	XP_020144179.1	XP_023411010.1
OG0015368	XP_012611702.1	XP_023411096.1
OG0015369	XP_012611640.1	XP_003416153.1
OG0015370	XP_012611003.1	XP_023413027.1
OG0015371	XP_012633263.1	XP_003417623.1
OG0015372	XP_012633273.1	XP_010595564.1
OG0015373	XP_012633284.1	XP_003417618.1
OG0015374	XP_012633292.1	XP_023412936.1
OG0015375	XP_012605571.1	XP_003413707.2
OG0015376	XP_012605569.1	XP_023408294.1
OG0015377	XP_012644958.1	XP_023398082.1
OG0015378	XP_012597272.1	XP_010597633.1
OG0015379	XP_012597104.2	XP_003419888.1, XP_023415697.1
OG0015380	XP_012590963.1	XP_003404514.1
OG0015381	XP_012617734.1	XP_003404553.1
OG0015382	XP_020138004.1	XP_023405151.1
OG0015383	XP_012625176.1	XP_003407723.1
OG0015384	XP_012625558.1	XP_003407665.1
OG0015385	XP_012617705.1	XP_010592128.1
OG0015386	XP_020140171.1	XP_010591378.1
OG0015387	XP_012645377.1	XP_023408760.1
OG0015388	XP_012645393.1	XP_023408059.1
OG0015389	XP_012645391.1	XP_003404751.1
OG0015390	XP_012642837.1	XP_003404743.1
OG0015391	XP_012642830.1	XP_003404741.1
OG0015392	XP_012642824.1	XP_003404737.2
OG0015393	XP_012619166.1	XP_003404533.1
OG0015394	XP_012644013.1	XP_010588716.1
OG0015395	XP_012596652.2	XP_003404510.1
OG0015396	XP_020145703.1	XP_010588505.1
OG0015397	XP_012617599.1	XP_010588279.2
OG0015398	XP_012617613.1	XP_023403964.1
OG0015399	XP_012617621.1	XP_003404827.2
OG0015400	XP_020137713.1	XP_010588926.1
OG0015401	XP_012617650.1	XP_003404548.1
OG0015402	XP_012617657.1	XP_003404832.1
OG0015403	XP_012604301.1	XP_010589169.1
OG0015404	XP_020137759.1	XP_023405096.1
OG0015405	XP_012604490.1	XP_003404566.1
OG0015407	XP_012604426.1	XP_003404571.1
OG0015408	XP_012604263.1	XP_023405235.1
OG0015409	XP_012593817.1	XP_003407398.1
OG0015410	XP_020144935.1	XP_003407393.1
OG0015411	XP_012625130.1	XP_010586226.1
OG0015412	XP_012625165.1	XP_010586220.1
OG0015413	XP_012625268.1, XP_012625269.1	XP_003407697.1
OG0015414	XP_012619831.1	XP_003407375.1
OG0015415	XP_012619841.2	XP_023400978.1
OG0015416	XP_012625623.1	XP_023401128.1
OG0015417	XP_012625613.1	XP_023400964.1
OG0015418	XP_020144981.1	XP_003407349.1
OG0015419	XP_012625533.1	XP_023400940.1
OG0015420	XP_012625526.1	XP_003407347.1
OG0015421	XP_012625501.1	XP_003407346.1
OG0015422	XP_012625458.1	XP_010586149.1
OG0015423	XP_012625475.1	XP_023400926.1
OG0015424	XP_012625429.1	XP_003407641.2
OG0015426	XP_012625418.1	XP_003407914.1
OG0015427	XP_012624560.1	XP_023400893.1
OG0015428	XP_012624541.1	XP_003407898.1
OG0015429	XP_012624510.1	XP_023401120.1
OG0015430	XP_012624501.1	XP_003407893.1
OG0015431	XP_012624506.1	XP_003407892.1
OG0015432	XP_012624488.1	XP_003407624.1
OG0015433	XP_012624467.1	XP_010586106.1
OG0015434	XP_012624461.1	XP_003407614.1
OG0015435	XP_012592254.1	XP_023400847.1
OG0015436	XP_020145011.1	XP_023400833.1
OG0015437	XP_012592203.1	XP_003407582.1
OG0015438	XP_020145020.1	XP_010586047.1
OG0015439	XP_012592160.1	XP_003407854.1
OG0015440	XP_012624342.1	XP_023400808.1
OG0015441	XP_012624267.1	XP_003407834.1
OG0015442	XP_012627123.1	XP_023401110.1
OG0015444	XP_012628630.1	XP_003404230.1
OG0015445	XP_020142576.1	XP_003404493.1
OG0015446	XP_012591804.1	XP_003422500.1
OG0015447	XP_012591801.1	XP_023397449.1
OG0015448	XP_012591809.1	XP_003422498.1
OG0015449	XP_012596601.1	XP_023397412.1
OG0015450	XP_012596436.1	XP_003422496.1, XP_023407169.1
OG0015452	XP_012596468.1	XP_023397123.1
OG0015453	XP_012596621.1	XP_003422282.1
OG0015454	XP_012596590.1	XP_010599834.1
OG0015455	XP_012596571.2	XP_003422297.1
OG0015456	XP_012596533.1	XP_023397167.1
OG0015458	XP_012646759.1	XP_023395968.1
OG0015459	XP_012602299.1	XP_003421108.1
OG0015460	XP_012602200.1	XP_023395964.1
OG0015461	XP_012602310.1	XP_010586272.1
OG0015462	XP_012602323.1	XP_023400612.1
OG0015463	XP_012602243.1	XP_023401871.1
OG0015464	XP_012616244.1	XP_023401815.1
OG0015465	XP_020142599.1	XP_023401408.1
OG0015466	XP_012628639.1	XP_003403958.2
OG0015467	XP_012628618.1	XP_003403955.1
OG0015468	XP_012628561.1	XP_010585764.1
OG0015469	XP_012628545.1	XP_023401174.1
OG0015470	XP_012598835.2	XP_023398974.1
OG0015471	XP_012616291.1	XP_003404490.1
OG0015472	XP_012636246.1	XP_003404466.1
OG0015473	XP_012629316.1	XP_003404459.1
OG0015474	XP_012598611.1	XP_010584987.1
OG0015475	XP_012624582.1	XP_003404429.1
OG0015476	XP_020142934.1	XP_003404428.2
OG0015477	XP_012624608.1	XP_003404144.1
OG0015478	XP_012610908.1	XP_023409493.1
OG0015479	XP_012603853.1	XP_003404415.1
OG0015480	XP_012606427.1	XP_003404136.1
OG0015481	XP_012606388.2	XP_023399616.1
OG0015482	XP_012606415.1	XP_010587008.1
OG0015483	XP_012624890.1	XP_003404381.1
OG0015484	XP_012624881.1	XP_003404125.1
OG0015485	XP_012608566.1	XP_023398567.1
OG0015486	XP_012637991.1	XP_003422035.1
OG0015487	XP_012638006.1	XP_003422028.1
OG0015488	XP_020142936.1	XP_010587130.1
OG0015489	XP_012608609.1	XP_003404363.1
OG0015490	XP_012615711.1	XP_023400358.1
OG0015491	XP_012624223.1	XP_003415916.1
OG0015492	XP_012638135.1	XP_003422472.1
OG0015494	XP_012615536.1	XP_010599999.1
OG0015495	XP_012621547.2	XP_010589738.1
OG0015496	XP_020139823.1	XP_003411372.2
OG0015497	XP_012641356.1	XP_010592489.2
OG0015499	XP_012617481.1	XP_023401438.1
OG0015500	XP_012639759.2	XP_010586742.1
OG0015501	XP_012639693.1	XP_003408479.1
OG0015502	XP_012606590.1	XP_003408205.1
OG0015503	XP_012606565.1	XP_010586769.1
OG0015504	XP_012609257.1	XP_023401725.1
OG0015505	XP_012609268.1	XP_003408326.2
OG0015506	XP_012598764.1	XP_003408219.1
OG0015507	XP_012598776.1	XP_003408224.1
OG0015508	XP_012640914.1	XP_010586862.1
OG0015510	XP_012608357.1	XP_003422461.1
OG0015511	XP_012615784.1	XP_010600033.1
OG0015514	XP_012615760.1	XP_003422982.2
OG0015515	XP_012594857.1	XP_023408726.1
OG0015516	XP_012603130.1	XP_010600641.1
OG0015517	XP_020140219.1	XP_003411369.1
OG0015518	XP_020140218.1	XP_003415968.1
OG0015519	XP_020140208.1	XP_003415923.1
OG0015520	XP_012617225.1	XP_010593976.1
OG0015521	XP_012613716.1	XP_023410838.1
OG0015523	XP_020140878.1	XP_003415945.1
OG0015524	XP_020139838.1	XP_003415946.1
OG0015526	XP_012641387.1	XP_003414214.1
OG0015527	XP_020139901.1	XP_010592453.1
OG0015529	XP_012600657.1	XP_010592437.1
OG0015531	XP_012640864.1	XP_010586860.2
OG0015532	XP_012644610.1	NP_001267788.1
OG0015533	XP_012636442.1	XP_003407138.1
OG0015534	XP_012628855.1	XP_003407101.1
OG0015535	XP_012634443.1	XP_003407038.1
OG0015536	XP_012618583.1	XP_003405023.1
OG0015538	XP_012644658.1	XP_010585709.1
OG0015540	XP_012644590.1	XP_010585697.1
OG0015541	XP_012644549.1	XP_003407077.1
OG0015542	XP_012617538.1	XP_003407292.1
OG0015543	XP_012617522.1	XP_010585761.1
OG0015544	XP_012635032.1	XP_003407030.1
OG0015545	XP_012635056.1	XP_003407202.1
OG0015546	XP_012635083.1	XP_010585576.1
OG0015547	XP_012635072.1	XP_003407201.1
OG0015548	XP_012612610.1	XP_003407183.1
OG0015549	XP_012612532.1	XP_023400173.1
OG0015550	XP_012612621.1	XP_003407176.1
OG0015551	XP_012612638.1	XP_003407166.1
OG0015552	XP_012612609.1	XP_003407165.2
OG0015553	XP_012612551.1	XP_023400161.1
OG0015556	XP_012636490.1	XP_003407144.1
OG0015557	XP_012636480.1	XP_003407142.1
OG0015558	XP_012636473.1	XP_003407139.1
OG0015559	XP_012636455.1	XP_003407136.1
OG0015560	XP_020145215.1	XP_003407134.1
OG0015561	XP_012628747.1	XP_010585521.1
OG0015562	XP_012628762.1	XP_003407130.1
OG0015563	XP_012628793.1	XP_003406981.1
OG0015564	XP_012628824.1	XP_003407107.2
OG0015565	XP_012628826.1	XP_003407105.1
OG0015566	XP_012628836.1	XP_003407104.1
OG0015567	XP_012628838.1	XP_003407102.1
OG0015569	XP_012591345.1	XP_010585499.1
OG0015570	XP_012591337.1	XP_023400404.1
OG0015571	XP_012591306.1	XP_023400081.1
OG0015572	XP_012591611.1	XP_003407266.1
OG0015573	XP_012616562.1	XP_003407280.1
OG0015574	XP_012616564.1	XP_003407281.1
OG0015575	XP_012607283.1	XP_010585689.1
OG0015577	XP_012591218.1	XP_023410341.1
OG0015579	XP_012631800.1	XP_003411238.1
OG0015580	XP_012631418.1	XP_023410420.1
OG0015581	XP_012608311.2	XP_003423385.1
OG0015582	XP_012608031.1	XP_010599328.1, XP_023396419.1
OG0015583	XP_012596276.1	XP_003405287.1
OG0015584	XP_012639037.1	XP_023414270.1
OG0015585	XP_012608209.1	XP_023396429.1
OG0015586	XP_020144129.1	XP_003415381.1
OG0015587	XP_012603956.1	XP_003415380.1
OG0015588	XP_012603958.1	XP_003415583.1
OG0015590	XP_020144140.1	XP_003415567.1
OG0015591	XP_012635373.1	XP_010593525.1
OG0015592	XP_012635386.2	XP_010593523.2
OG0015593	XP_012620698.1	XP_003415539.1
OG0015594	XP_012620701.1	XP_010593499.1
OG0015595	XP_020138176.1	XP_023411434.1
OG0015596	XP_012631711.1	XP_003411125.1
OG0015597	XP_012631707.1	XP_003411127.1
OG0015598	XP_012631690.1	XP_003411133.1
OG0015599	XP_012631547.1	XP_003411243.1
OG0015600	XP_012631522.1	XP_003415627.1
OG0015601	XP_012631458.1	XP_023410440.1
OG0015602	XP_012631443.1	XP_003415608.2
OG0015603	XP_012631415.1	XP_010593675.1
OG0015604	XP_012631358.1	XP_003415599.1
OG0015605	XP_012631319.1	XP_023410083.1
OG0015606	XP_012631332.2	XP_010593588.1
OG0015607	XP_012608251.1	XP_003421627.2
OG0015608	XP_012608223.1	XP_003421622.1
OG0015609	XP_012608318.1	XP_010599298.2
OG0015610	XP_012608100.1	XP_003421652.1
OG0015611	XP_012605824.1	XP_003405262.1
OG0015612	XP_012615213.1	XP_003405271.1
OG0015613	XP_012615214.1	XP_023414974.1
OG0015614	XP_012609336.1	XP_003405293.1
OG0015615	XP_012630774.1	XP_003405319.1
OG0015616	XP_012643078.1	XP_003405672.1
OG0015617	XP_012639247.1	XP_010595522.1
OG0015618	XP_012639172.1	XP_023412868.1
OG0015619	XP_012639149.1	XP_023412889.1
OG0015620	XP_012639098.1	XP_010595486.1
OG0015621	XP_012639096.1	XP_010595485.2
OG0015622	XP_012639075.1	XP_023414263.1
OG0015623	XP_012591059.1	XP_023414228.1
OG0015624	XP_020135860.1	XP_003415843.1
OG0015625	XP_012626044.1	XP_003415848.1
OG0015626	XP_012628146.1	XP_003405347.1
OG0015627	XP_012639073.1	XP_003418556.1
OG0015628	XP_020138362.1	XP_023406716.1
OG0015630	XP_012641688.1	XP_003410074.1
OG0015631	XP_020138385.1	XP_023406836.1
OG0015632	XP_012632871.1	XP_003412560.1
OG0015633	XP_012595244.1	XP_003412607.1
OG0015634	XP_012623515.1	XP_003420298.1
OG0015635	XP_012623503.1	XP_023394910.1
OG0015636	XP_012600145.1	XP_003420920.1
OG0015637	XP_012618824.1	XP_003418623.1
OG0015638	XP_012596976.1	XP_023414384.1
OG0015640	XP_020145264.1	XP_010598408.1
OG0015643	XP_012641698.1	XP_023403850.1
OG0015644	XP_012641708.1	XP_003422904.1
OG0015645	XP_012632832.1	XP_003412546.1
OG0015646	XP_020138409.1	XP_023406846.1
OG0015647	XP_012632884.1	XP_010590737.1
OG0015648	XP_012611544.1	XP_023406862.1
OG0015649	XP_012618433.2	XP_003412580.2
OG0015650	XP_020138267.1	XP_023406882.1
OG0015651	XP_012618387.1	XP_003412588.1
OG0015652	XP_012631194.1	XP_003412592.1
OG0015653	XP_012595250.1	XP_023406914.1, XP_010590788.1
OG0015654	XP_012640367.1	XP_003412381.1
OG0015655	XP_012640371.1	XP_010590831.1
OG0015656	XP_012626174.1	XP_003415869.1
OG0015657	XP_012626156.1	XP_023410764.1
OG0015658	XP_012644254.1	XP_003412010.1
OG0015659	XP_020145279.1	XP_010598441.1
OG0015660	XP_020145551.1	XP_010598078.1
OG0015661	XP_012634441.1	XP_003411935.1
OG0015662	XP_012642343.1	XP_023396914.1
OG0015663	XP_012623086.1	XP_003409498.1
OG0015664	XP_012618613.1	XP_023406173.1
OG0015665	XP_012614015.1	XP_003411948.1
OG0015666	XP_012643187.1	XP_003411860.1
OG0015667	XP_012643575.1	XP_003411965.1
OG0015668	XP_012643603.1	XP_003411968.1
OG0015669	XP_012643610.2	XP_023406355.1
OG0015670	XP_012643682.1	XP_003411982.1
OG0015671	XP_012643707.1	XP_023406356.1
OG0015672	XP_012643709.1	XP_010590347.2
OG0015673	XP_012643721.1	XP_010590296.1
OG0015674	XP_012643726.1	XP_003411992.1
OG0015675	XP_012643729.1	XP_023406309.1
OG0015676	XP_012643775.1	XP_023406330.1
OG0015677	XP_012643838.1	XP_010594154.2
OG0015678	XP_012643867.1	XP_003416120.1
OG0015679	XP_012643873.1	XP_010594166.1
OG0015680	XP_012643921.1	XP_010594177.1
OG0015681	XP_012643959.1	XP_003416139.1
OG0015682	XP_012642347.1	XP_003422047.1
OG0015683	XP_012642353.1	XP_003422068.1
OG0015684	XP_012598238.1	XP_023396890.1
OG0015685	XP_012598274.1	XP_003417447.1
OG0015686	XP_012629765.1	XP_010598247.1
OG0015687	XP_012629734.1	XP_010598250.1
OG0015688	XP_012629725.1	XP_010598259.1
OG0015689	XP_012598167.1	XP_023408584.1
OG0015690	XP_012644065.1	XP_003413743.1
OG0015691	XP_012644081.1	XP_003413742.1
OG0015692	XP_012644095.1	XP_023408561.1
OG0015693	XP_012644066.1	XP_003413628.1
OG0015694	XP_012611776.1	XP_003413727.1
OG0015695	XP_012605661.1	XP_003413724.1
OG0015696	XP_012633866.1	XP_003409646.1
OG0015697	XP_012633859.1	XP_003409651.1
OG0015698	XP_020137729.1	XP_023403267.1
OG0015699	XP_012617276.1	XP_003409658.3
OG0015700	XP_012617345.1	XP_003409673.1
OG0015701	XP_012617348.1	XP_003422015.2
OG0015702	XP_012617383.1	XP_010599624.1
OG0015703	XP_012617385.2	XP_023396813.1
OG0015705	XP_012617398.1	XP_003422012.1
OG0015706	XP_012609556.1	XP_003409554.1
OG0015707	XP_012623040.1	XP_003409514.1
OG0015708	XP_020139488.1	XP_003409507.1
OG0015709	XP_012633925.1	XP_023403242.1
OG0015710	XP_012633946.1	XP_003409631.1
OG0015711	XP_012643184.1	XP_003411861.1
OG0015712	XP_012646642.2	XP_023409732.1
OG0015713	XP_012612848.1	XP_003422422.1
OG0015714	XP_012613188.1	XP_003419445.1
OG0015715	XP_012631051.1	XP_010585449.1
OG0015716	XP_012596425.1	XP_023400007.1
OG0015717	XP_012607727.1	XP_023400012.1
OG0015718	XP_012602763.1	XP_003407233.1
OG0015719	XP_020137038.1	XP_023411611.1
OG0015720	XP_012625048.1	XP_003423118.1
OG0015721	XP_012625026.1	XP_003423117.1
OG0015722	XP_012625024.1	XP_023397984.1
OG0015723	XP_020142024.1	XP_003423281.1
OG0015724	XP_020142020.1	XP_023398116.1
OG0015725	XP_012624955.1	XP_023398111.1
OG0015726	XP_012595323.2	XP_023406513.1
OG0015727	XP_012595316.1	XP_003412342.1
OG0015728	XP_012615297.1	XP_010597442.2
OG0015729	XP_012605368.1	XP_003421386.2
OG0015730	XP_020142065.1	XP_010590360.1
OG0015731	XP_012644117.2	XP_003412286.1
OG0015732	XP_020142069.1	XP_003412285.2
OG0015733	XP_012644954.1	XP_003412301.1
OG0015734	XP_012645304.1	XP_023406433.1
OG0015735	XP_012645528.1	XP_010590404.1
OG0015736	XP_012645545.1	XP_003412311.1
OG0015737	XP_012645787.1	XP_003412158.1
OG0015738	XP_012645861.1	XP_003412315.1
OG0015739	XP_012625003.1	XP_010599967.2
OG0015740	XP_012599466.1	XP_023397352.1
OG0015741	XP_012613144.2	XP_010599974.1
OG0015743	XP_012613007.1	XP_023415311.1
OG0015744	XP_012613162.1	XP_003419456.1
OG0015745	XP_020142041.1	XP_003419607.1
OG0015746	XP_012612939.1	XP_003419617.1
OG0015747	XP_012612940.1	XP_003419616.1
OG0015748	XP_012612936.1	XP_023415340.1
OG0015749	XP_012612925.1	XP_003419623.1
OG0015750	XP_012633807.1	XP_003419463.1
OG0015751	XP_012633611.1	XP_003419629.1
OG0015752	XP_012633556.1	XP_003419637.1
OG0015753	XP_012633557.1	XP_003419635.1
OG0015754	XP_012633484.1	XP_010597357.1
OG0015755	XP_012633491.1	XP_023415379.1
OG0015756	XP_012633492.1	XP_003419483.1
OG0015757	XP_020141961.1	XP_023415372.1
OG0015758	XP_012633436.1	XP_003419489.1
OG0015759	XP_012633400.1	XP_023415524.1
OG0015760	XP_012633397.1	XP_003419494.1
OG0015761	XP_012633649.1	XP_010597489.1
OG0015762	XP_012633675.1	XP_023415448.1
OG0015763	XP_012633677.1	XP_003419692.1
OG0015764	XP_020141943.1	XP_010597492.1
OG0015765	XP_012633680.1	XP_010597414.1
OG0015766	XP_012633692.1	XP_023415533.1
OG0015767	XP_012633694.1	XP_003419522.1
OG0015768	XP_012633717.1	XP_003419696.1
OG0015769	XP_012633741.1	XP_010597426.1
OG0015770	XP_012633758.1	XP_010597422.1
OG0015771	XP_012633800.1	XP_010597437.1
OG0015772	XP_012612472.1, XP_012612473.1	XP_023415470.1
OG0015773	XP_012594216.2	XP_003412170.1
OG0015775	XP_012633811.1	XP_023415557.1
OG0015776	XP_012631223.1, XP_012621062.1	XP_003416718.1
OG0015777	XP_012636955.1	XP_010594698.1
OG0015778	XP_012621743.1	XP_023404457.1
OG0015779	XP_012621751.1	XP_010588866.1
OG0015780	XP_012646528.1	XP_023404430.1
OG0015781	XP_012646522.1	XP_010588841.1
OG0015782	XP_012607171.1	XP_003416751.2
OG0015784	XP_012605225.1	XP_003416747.1
OG0015785	XP_012595497.1	XP_023398790.1
OG0015786	XP_012595557.1	XP_010584650.1
OG0015787	XP_012595548.1	XP_023398755.1
OG0015788	XP_012635430.1	XP_023398725.1
OG0015790	XP_012627115.1	XP_023403875.1
OG0015791	XP_012645904.1	XP_003413114.1
OG0015792	XP_012645801.1	XP_003413406.1
OG0015793	XP_012646135.1	XP_003413148.1
OG0015794	XP_012617204.1	XP_023396461.1
OG0015795	XP_012610957.1	XP_003413080.1
OG0015796	XP_012617189.1	XP_023396489.1
OG0015797	XP_012601218.2	XP_010600196.1
OG0015800	XP_020139142.1	XP_023403830.1
OG0015802	XP_012598866.1	XP_010588225.1
OG0015804	XP_020139164.1	XP_010588237.1
OG0015805	XP_020139229.1	XP_010588248.1
OG0015806	XP_012640753.1	XP_010588258.1
OG0015807	XP_020139314.1	XP_023403656.1
OG0015808	XP_012616059.1	XP_003409808.1
OG0015809	XP_012616139.1	XP_003409814.1
OG0015810	XP_012616030.1	XP_003410026.1
OG0015811	XP_012616006.1	XP_010588294.1
OG0015812	XP_020139805.1	XP_023403760.1
OG0015813	XP_020139859.1	XP_003409828.3
OG0015816	XP_012644743.1	XP_023403364.1
OG0015817	XP_012594519.1, XP_012627006.1	XP_010588413.1
OG0015818	XP_012626976.1	XP_010588057.1
OG0015819	XP_012626946.1	XP_003410115.1
OG0015820	XP_012626938.1, XP_012626937.1	XP_010588418.1
OG0015821	XP_012626858.1	XP_010588071.1
OG0015822	XP_012626844.1	XP_003409914.1
OG0015823	XP_012626814.2	XP_023403437.1
OG0015824	XP_012626765.1	XP_023403454.1
OG0015825	XP_012626669.1	XP_010588126.1
OG0015826	XP_012626642.1	XP_010588130.1
OG0015827	XP_012626507.1	XP_023403860.1
OG0015828	XP_012625789.1	XP_010588174.1
OG0015829	XP_012596878.1	XP_003413288.1
OG0015830	XP_020139431.1	XP_003413566.1
OG0015831	XP_020139430.1	XP_003413289.1
OG0015832	XP_020139441.1	XP_003413290.2
OG0015833	XP_012596915.2	XP_003413567.1
OG0015834	XP_012591116.1	XP_010591515.1
OG0015835	XP_012591126.1	XP_010591518.2
OG0015836	XP_020139368.1	XP_023407625.1
OG0015837	XP_020139369.1	XP_003413309.1
OG0015838	XP_012591151.1	XP_003413074.1
OG0015839	XP_020140073.1	XP_023408020.1
OG0015840	XP_012613842.1	XP_003413327.1
OG0015841	XP_012613841.1	XP_003413328.1
OG0015842	XP_012613827.1	XP_023408022.1
OG0015843	XP_020140070.1	XP_023407632.1
OG0015845	XP_020139587.1	XP_003413102.1
OG0015848	XP_012645835.1	XP_003413104.1
OG0015849	XP_012645842.1	XP_023407646.1
OG0015850	XP_012645934.1	XP_010591575.1
OG0015851	XP_012645922.1	XP_023407690.1
OG0015852	XP_012645896.1	XP_003413111.1
OG0015853	XP_012645933.1	XP_003413388.1
OG0015854	XP_012645892.1	XP_010591582.1
OG0015855	XP_012645891.1	XP_003413112.1
OG0015856	XP_012645853.1	XP_023408113.1
OG0015857	XP_012646021.1	XP_010591813.1
OG0015858	XP_012646053.1	XP_010591641.1
OG0015859	XP_012646062.1	XP_003413135.1
OG0015860	XP_012646090.1	XP_023408203.1
OG0015862	XP_012646114.1	XP_003413142.1
OG0015863	XP_012646119.1	XP_003413143.2
OG0015864	XP_012646133.1	XP_003413429.1
OG0015865	XP_012617185.1	XP_023407675.1
OG0015866	XP_012646223.1	XP_003421326.1
OG0015867	XP_012646235.1	XP_023396264.1
OG0015868	XP_012646233.1	XP_023396299.1
OG0015869	XP_012617121.1	XP_023396460.1
OG0015870	XP_012617111.1	XP_003421699.1
OG0015871	XP_012617096.1	XP_003421700.1
OG0015872	XP_012617089.1	XP_003421734.1
OG0015873	XP_020139403.1	XP_010599342.1
OG0015874	XP_012624679.2	XP_003421742.3
OG0015876	XP_012624705.2	XP_023396755.1
OG0015877	XP_012624707.1	XP_003421948.1
OG0015878	XP_012624714.1	XP_023396754.1
OG0015879	XP_012624719.1	XP_010599570.1
OG0015880	XP_020139541.1	XP_023396749.1
OG0015881	XP_012624760.1	XP_003421967.1
OG0015882	XP_012624797.1	XP_023396703.1
OG0015883	XP_012601147.1	XP_023397040.1
OG0015884	XP_012601211.1	XP_010600164.1
OG0015887	XP_012601353.1	XP_003422572.1
OG0015888	XP_012642078.1	XP_010599238.1, XP_003421546.1
OG0015889	XP_012636109.1	XP_003412034.1
OG0015890	XP_012612177.1	XP_003412018.1
OG0015891	XP_012599386.1	XP_003415706.1
OG0015892	XP_012599360.1	XP_023410471.1
OG0015893	XP_012595121.1	XP_010593775.1
OG0015894	XP_012595119.1	XP_003415635.1
OG0015895	XP_012600619.1	XP_003418598.1
OG0015896	XP_012594172.1	XP_003418595.1
OG0015897	XP_012594132.1	XP_010596495.1
OG0015898	XP_012591580.1	XP_023414284.1
OG0015899	XP_012600582.1	XP_010596471.2
OG0015900	XP_012600349.1	XP_023394678.1
OG0015901	XP_020142203.1	XP_003420079.1
OG0015902	XP_020142201.1	XP_003420083.1
OG0015903	XP_012600542.2	XP_023394715.1
OG0015904	XP_012600372.1	XP_010597949.2
OG0015905	XP_012600570.1	XP_023394815.1
OG0015906	XP_012600456.1	XP_023394791.1
OG0015907	XP_012600360.1	XP_003420120.1
OG0015908	XP_012641920.1	XP_010600749.1, XP_003423193.1
OG0015909	XP_012642026.1	XP_003412107.1
OG0015910	XP_012642012.1	XP_003412106.1
OG0015911	XP_012642011.1	XP_003412268.1
OG0015912	XP_012641975.1	XP_010590568.1
