Orthogroup	Microcebus_murinus	Myotis_lucifugus
OG0015599	XP_012631547.1	XP_006087338.3
OG0015600	XP_012631522.1	XP_006098208.1
OG0015601	XP_012631458.1	XP_006098240.1
OG0015602	XP_012631443.1	XP_023617680.1
OG0015603	XP_012631415.1	XP_023617673.1
OG0015604	XP_012631358.1	XP_023608576.1
OG0015605	XP_012631319.1	XP_023608579.1
OG0015606	XP_012631332.2	XP_014310132.1
OG0015607	XP_012608251.1	XP_006087522.1
OG0015608	XP_012608223.1	XP_006087515.1
OG0015609	XP_012608318.1	XP_023608602.1
OG0015610	XP_012608100.1	XP_006087454.1
OG0015611	XP_012605824.1	XP_023605497.1
OG0015612	XP_012615213.1	XP_006084028.1
OG0015613	XP_012615214.1	XP_006084030.1
OG0015614	XP_012609336.1	XP_006084067.1
OG0015615	XP_012630774.1	XP_006109766.1
OG0015616	XP_012643078.1	XP_006084157.1
OG0015617	XP_012639247.1	XP_023610502.1
OG0015618	XP_012639172.1	XP_014311315.1
OG0015619	XP_012639149.1	XP_023610913.1
OG0015620	XP_012639098.1	XP_006081871.1
OG0015621	XP_012639096.1	XP_006081872.1
OG0015622	XP_012639075.1	XP_006081932.1
OG0015623	XP_012591059.1	XP_023611094.1
OG0015624	XP_020135860.1	XP_006081882.1
OG0015625	XP_012626044.1	XP_006081937.1
OG0015626	XP_012628146.1	XP_006084130.2
OG0015627	XP_012639073.1	XP_006081931.1
OG0015628	XP_020138362.1	XP_023601984.1
OG0015630	XP_012641688.1	XP_006102624.1
OG0015631	XP_020138385.1	XP_006097092.1
OG0015632	XP_012632871.1	XP_023616593.1
OG0015633	XP_012595244.1	XP_023607584.1
OG0015634	XP_012623515.1	XP_006094825.1
OG0015635	XP_012623503.1	XP_023614662.1
OG0015636	XP_012600145.1	XP_006088384.1
OG0015637	XP_012618824.1	XP_006106762.1
OG0015638	XP_012596976.1	XP_023603333.1
OG0015639	XP_012596963.1	XP_006106860.1
OG0015640	XP_020145264.1	XP_023609554.1
OG0015641	XP_012641592.2	XP_006101100.1
OG0015644	XP_012641708.1	XP_023600037.1
OG0015645	XP_012632832.1	XP_006097091.1
OG0015646	XP_020138409.1	XP_023616592.1
OG0015647	XP_012632884.1	XP_006086317.1
OG0015648	XP_012611544.1	XP_023607594.1
OG0015649	XP_012618433.2	XP_006086297.1
OG0015650	XP_020138267.1	XP_023607645.1
OG0015651	XP_012618387.1	XP_006086329.1
OG0015652	XP_012631194.1	XP_023607635.1
OG0015653	XP_012595250.1	XP_023607600.1
OG0015654	XP_012640367.1	XP_014314584.1
OG0015655	XP_012640371.1	XP_006092729.2
OG0015656	XP_012626174.1	XP_006100365.2
OG0015657	XP_012626156.1	XP_023619699.1
OG0015659	XP_020145279.1	XP_014316293.1
OG0015660	XP_020145551.1	XP_023620584.1
OG0015661	XP_012634441.1	XP_006102415.1
OG0015662	XP_012642343.1	XP_014321738.1
OG0015663	XP_012623086.1	XP_023615082.1
OG0015666	XP_012643187.1	XP_006091787.1
OG0015667	XP_012643575.1	XP_006091754.1
OG0015668	XP_012643603.1	XP_023601580.1
OG0015669	XP_012643610.2	XP_023601579.1
OG0015670	XP_012643682.1	XP_006099872.1
OG0015671	XP_012643707.1	XP_023619244.1
OG0015672	XP_012643709.1	XP_023619263.1
OG0015673	XP_012643721.1	XP_006099891.1
OG0015674	XP_012643726.1	XP_006099892.1
OG0015675	XP_012643729.1	XP_006099886.1
OG0015676	XP_012643775.1	XP_006094397.1
OG0015677	XP_012643838.1	XP_006094419.1
OG0015678	XP_012643867.1	XP_006094428.1
OG0015679	XP_012643873.1	XP_023602001.1
OG0015680	XP_012643921.1	XP_006083504.2
OG0015681	XP_012643959.1	XP_023601950.1
OG0015682	XP_012642347.1	XP_006102874.1
OG0015683	XP_012642353.1	XP_006102875.1
OG0015684	XP_012598238.1	XP_023601760.1
OG0015685	XP_012598274.1	XP_006104848.1
OG0015686	XP_012629765.1	XP_006104065.1
OG0015687	XP_012629734.1	XP_023602834.1
OG0015688	XP_012629725.1	XP_023619291.1
OG0015689	XP_012598167.1	XP_023617979.1
OG0015690	XP_012644065.1	XP_006096861.1
OG0015691	XP_012644081.1	XP_006096857.1
OG0015692	XP_012644095.1	XP_014318161.1
OG0015693	XP_012644066.1	XP_006096859.1
OG0015694	XP_012611776.1	XP_014318133.1
OG0015695	XP_012605661.1	XP_023616397.1
OG0015696	XP_012633866.1	XP_006092551.1
OG0015697	XP_012633859.1	XP_006092534.1
OG0015698	XP_020137729.1	XP_006092532.1
OG0015699	XP_012617276.1	XP_006097564.1
OG0015700	XP_012617345.1	XP_006097529.1
OG0015701	XP_012617348.1	XP_006097830.1
OG0015702	XP_012617383.1	XP_006109551.1, XP_014318228.1
OG0015703	XP_012617385.2	XP_006096990.2
OG0015704	XP_012617400.1	XP_023616460.1
OG0015705	XP_012617398.1	XP_006096942.1
OG0015706	XP_012609556.1	XP_006095239.1
OG0015707	XP_012623040.1	XP_006095329.1
OG0015709	XP_012633925.1	XP_006092582.1
OG0015710	XP_012633946.1	XP_006092581.1
OG0015711	XP_012643184.1	XP_006091784.1
OG0015714	XP_012613188.1	XP_006102557.1
OG0015715	XP_012631051.1	XP_006101713.1
OG0015716	XP_012596425.1	XP_006085414.1
OG0015717	XP_012607727.1	XP_023606777.1
OG0015718	XP_012602763.1	XP_023606874.1
OG0015719	XP_020137038.1	XP_006088260.1
OG0015720	XP_012625048.1	XP_006108813.1
OG0015725	XP_012624955.1	XP_023604799.1
OG0015726	XP_012595323.2	XP_023617574.1
OG0015727	XP_012595316.1	XP_006098122.1
OG0015728	XP_012615297.1	XP_006091887.1
OG0015729	XP_012605368.1	XP_006091943.1
OG0015730	XP_020142065.1	XP_006092000.1
OG0015731	XP_012644117.2	XP_006092002.1
OG0015732	XP_020142069.1	XP_006092001.1
OG0015733	XP_012644954.1	XP_014314072.1
OG0015734	XP_012645304.1	XP_023612418.1
OG0015735	XP_012645528.1	XP_023612426.1
OG0015736	XP_012645545.1	XP_023612301.1
OG0015737	XP_012645787.1	XP_006106184.1
OG0015738	XP_012645861.1	XP_006097970.1
OG0015743	XP_012613007.1	XP_014323312.1
OG0015744	XP_012613162.1	XP_006101674.1
OG0015745	XP_020142041.1	XP_006101671.3
OG0015746	XP_012612939.1	XP_014322496.1
OG0015747	XP_012612940.1	XP_006101658.1
OG0015748	XP_012612936.1	XP_023620864.1
OG0015749	XP_012612925.1	XP_006101652.1
OG0015750	XP_012633807.1	XP_006101648.1
OG0015751	XP_012633611.1	XP_006110017.2
OG0015752	XP_012633556.1	XP_006101616.1
OG0015753	XP_012633557.1	XP_006101617.2
OG0015754	XP_012633484.1	XP_006104406.1
OG0015755	XP_012633491.1	XP_006104409.1
OG0015756	XP_012633492.1	XP_014302202.1
OG0015757	XP_020141961.1	XP_023601406.1
OG0015758	XP_012633436.1	XP_006104377.1
OG0015760	XP_012633397.1	XP_023603121.1
OG0015761	XP_012633649.1	XP_014303428.1
OG0015762	XP_012633675.1	XP_014303441.1
OG0015763	XP_012633677.1	XP_006105945.1
OG0015764	XP_020141943.1	XP_023602545.1
OG0015766	XP_012633692.1	XP_023602543.1
OG0015767	XP_012633694.1	XP_006105946.1
OG0015769	XP_012633741.1	XP_014304713.1
OG0015770	XP_012633758.1	XP_006107297.1
OG0015771	XP_012633800.1	XP_006108695.1
OG0015773	XP_012594216.2	XP_006103801.1
OG0015777	XP_012636955.1	XP_023617751.1
OG0015778	XP_012621743.1	XP_006081761.1
OG0015779	XP_012621751.1	XP_014310591.1
OG0015780	XP_012646528.1	XP_023610012.1
OG0015781	XP_012646522.1	XP_006082032.1
OG0015784	XP_012605225.1	XP_006098864.1
OG0015785	XP_012595497.1	XP_023613652.1
OG0015786	XP_012595557.1	XP_023600867.1
OG0015787	XP_012595548.1	XP_006100496.1
OG0015788	XP_012635430.1	XP_006098546.1
OG0015790	XP_012627115.1	XP_006104917.1
OG0015791	XP_012645904.1	XP_006105117.1
OG0015792	XP_012645801.1	XP_006104642.1
OG0015793	XP_012646135.1	XP_014301912.2
OG0015794	XP_012617204.1	XP_023620415.1
OG0015795	XP_012610957.1	XP_014320651.1
OG0015796	XP_012617189.1	XP_023620394.1
OG0015797	XP_012601218.2	XP_023599055.1
OG0015798	XP_012601248.1	XP_023599043.1
OG0015800	XP_020139142.1	XP_006102429.1
OG0015802	XP_012598866.1	XP_006091370.1
OG0015804	XP_020139164.1	XP_023605383.1
OG0015805	XP_020139229.1	XP_023605403.1
OG0015806	XP_012640753.1	XP_014306791.1
OG0015807	XP_020139314.1	XP_023605155.1
OG0015808	XP_012616059.1	XP_006083910.1
OG0015809	XP_012616139.1	XP_006083924.1
OG0015810	XP_012616030.1	XP_006083928.1
OG0015811	XP_012616006.1	XP_014306840.1
OG0015813	XP_020139859.1	XP_023619828.1
OG0015816	XP_012644743.1	XP_006090934.1
OG0015817	XP_012594519.1, XP_012627006.1	XP_006090898.1
OG0015818	XP_012626976.1	XP_006090879.2
OG0015819	XP_012626946.1	XP_023603041.1
OG0015821	XP_012626858.1	XP_006108292.1
OG0015822	XP_012626844.1	XP_006108811.1
OG0015823	XP_012626814.2	XP_006108251.1
OG0015824	XP_012626765.1	XP_023603012.1
OG0015825	XP_012626669.1	XP_006106178.1
OG0015826	XP_012626642.1	XP_014306339.2
OG0015827	XP_012626507.1	XP_023604159.1
OG0015828	XP_012625789.1	XP_023619929.1
OG0015829	XP_012596878.1	XP_006100474.1
OG0015830	XP_020139431.1	XP_006100466.1
OG0015831	XP_020139430.1	XP_023619766.1
OG0015832	XP_020139441.1	XP_023619771.1
OG0015833	XP_012596915.2	XP_006100457.1
OG0015834	XP_012591116.1	XP_014321312.2
OG0015835	XP_012591126.1	XP_006100438.1
OG0015836	XP_020139368.1	XP_006100424.1
OG0015837	XP_020139369.1	XP_006100416.1
OG0015838	XP_012591151.1	XP_006107649.3
OG0015839	XP_020140073.1	XP_014320646.1
OG0015840	XP_012613842.1	XP_023619078.1
OG0015841	XP_012613841.1	XP_023619061.1
OG0015842	XP_012613827.1	XP_006099722.1
OG0015843	XP_020140070.1	XP_023619074.1
OG0015844	XP_012613801.1	XP_014320615.1
OG0015845	XP_020139587.1	XP_006100390.1
OG0015846	XP_020139378.1	XP_023619726.1
OG0015848	XP_012645835.1	XP_006100382.1
OG0015850	XP_012645934.1	XP_006109908.1
OG0015851	XP_012645922.1	XP_006105101.1
OG0015852	XP_012645896.1	XP_006105098.1
OG0015853	XP_012645933.1	XP_006105100.1
OG0015854	XP_012645892.1	XP_006105097.1
OG0015855	XP_012645891.1	XP_006105096.1
OG0015856	XP_012645853.1	XP_006105086.1
OG0015857	XP_012646021.1	XP_006104618.1
OG0015858	XP_012646053.1	XP_014305872.1
OG0015859	XP_012646062.1	XP_006106006.1
OG0015860	XP_012646090.1	XP_006105801.1
OG0015861	XP_012646102.1	XP_023601124.1
OG0015862	XP_012646114.1	XP_006104114.1
OG0015863	XP_012646119.1	XP_006104113.1
OG0015864	XP_012646133.1	XP_023601134.1
OG0015865	XP_012617185.1	XP_006102504.1
OG0015866	XP_012646223.1	XP_023599125.1
OG0015867	XP_012646235.1	XP_006101950.1
OG0015868	XP_012646233.1	XP_006101941.1
OG0015869	XP_012617121.1	XP_023620390.1
OG0015870	XP_012617111.1	XP_006101161.1
OG0015871	XP_012617096.1	XP_006101160.1
OG0015872	XP_012617089.1	XP_006101155.1
OG0015873	XP_020139403.1	XP_023601755.1
OG0015874	XP_012624679.2	XP_014302576.1
OG0015875	XP_012624712.1	XP_023603443.1
OG0015876	XP_012624705.2	XP_023603444.1
OG0015878	XP_012624714.1	XP_006106971.1
OG0015879	XP_012624719.1	XP_023603613.1
OG0015881	XP_012624760.1	XP_006106000.1
OG0015882	XP_012624797.1	XP_023620445.1
OG0015883	XP_012601147.1	XP_023604113.1
OG0015884	XP_012601211.1	XP_023599064.1
OG0015885	XP_012601231.1	XP_014322654.1
OG0015886	XP_012601249.1	XP_023599058.1
OG0015887	XP_012601353.1	XP_014322717.2
OG0015889	XP_012636109.1	XP_014315546.1
OG0015890	XP_012612177.1	XP_023614670.1
OG0015891	XP_012599386.1	XP_006098148.1
OG0015892	XP_012599360.1	XP_006092847.1
OG0015893	XP_012595121.1	XP_006092832.1
OG0015894	XP_012595119.1	XP_006092829.1
OG0015895	XP_012600619.1	XP_006092942.1
OG0015896	XP_012594172.1	XP_014314793.1
OG0015897	XP_012594132.1	XP_006092961.1
OG0015898	XP_012591580.1	XP_006098522.1
OG0015899	XP_012600582.1	XP_006091119.1
OG0015900	XP_012600349.1	XP_014323709.1
OG0015901	XP_020142203.1	XP_023599980.1
OG0015902	XP_020142201.1	XP_014323721.1
OG0015903	XP_012600542.2	XP_006100510.1
OG0015904	XP_012600372.1	XP_023619815.1
OG0015906	XP_012600456.1	XP_023614567.1
OG0015907	XP_012600360.1	XP_006094579.1
OG0015908	XP_012641920.1	XP_006094625.1
OG0015909	XP_012642026.1	XP_006094638.1
OG0015910	XP_012642012.1	XP_014316249.1
OG0015911	XP_012642011.1	XP_006105616.1
OG0015912	XP_012641975.1	XP_023602331.1
OG0015913	XP_012641965.1	XP_006105630.2
OG0015914	XP_012599624.1	XP_023610352.1
OG0015915	XP_012599659.1	XP_023610358.1
OG0015916	XP_012639462.1	XP_006089700.1
OG0015917	XP_012611261.1	XP_006089677.1
OG0015918	XP_012641073.1	XP_006089672.1
OG0015919	XP_012599712.1	XP_014312081.1
OG0015920	XP_012636179.1	XP_023610279.1
OG0015921	XP_012636129.1	XP_023613892.1
OG0015923	XP_012636115.1	XP_023613929.1
OG0015924	XP_012636085.1	XP_006093863.1
OG0015925	XP_012612183.1	XP_023613917.1
OG0015926	XP_012600108.1	XP_006091652.1
OG0015927	XP_012595129.2	XP_023613059.1
OG0015928	XP_012616461.1	XP_006083572.1
OG0015929	XP_012638119.1	XP_006083629.1
OG0015931	XP_012592785.1	XP_006083615.1
OG0015932	XP_012592754.2	XP_023604879.1
OG0015933	XP_012638179.1	XP_023604192.1
OG0015934	XP_020145925.1	XP_006083550.1
OG0015935	XP_012629559.1	XP_006098651.1
OG0015936	XP_012629568.1	XP_006096429.1
OG0015937	XP_012592500.1	XP_014309004.1
OG0015938	XP_012625202.1	XP_006089899.1
OG0015939	XP_012612447.1	XP_006102008.1
OG0015940	XP_012607484.1	XP_023620688.1
OG0015941	XP_012607416.1	XP_006086981.1
OG0015942	XP_012607298.1	XP_023608212.1
OG0015943	XP_012607307.1	XP_006086976.1
OG0015944	XP_012607459.1	XP_023608236.1
OG0015945	XP_012607439.1	XP_006086953.1
OG0015946	XP_012621005.1	XP_006102099.1
OG0015947	XP_020146119.1	XP_006102104.1
OG0015948	XP_012620984.1	XP_006109824.1
OG0015949	XP_020145978.1	XP_023604886.1
OG0015950	XP_012643192.1	XP_006083802.1
OG0015951	XP_012635708.1	XP_006084818.1
OG0015952	XP_012595216.1	XP_006090400.2
OG0015953	XP_020137509.1	XP_006098007.1, XP_006109393.1
OG0015954	XP_012600982.1	XP_006098012.1
OG0015955	XP_012600845.1	XP_006097139.1
OG0015956	XP_020141072.1	XP_023619951.1
OG0015957	XP_012597619.1	XP_023619142.1
OG0015958	XP_012625691.1	XP_023599470.1
OG0015959	XP_012625729.1	XP_006102362.3
OG0015960	XP_012642301.1	XP_006087650.1
OG0015961	XP_012641989.1	XP_006087661.1
OG0015962	XP_012641900.1	XP_023608678.1
OG0015963	XP_012641707.1	XP_006087694.3
OG0015964	XP_012641624.1	XP_023608683.1
OG0015965	XP_012622424.1	XP_006083976.1
OG0015966	XP_012622384.1	XP_006083977.2
OG0015967	XP_012622346.1	XP_006083756.1
OG0015968	XP_012622317.1	XP_023605299.1
OG0015969	XP_012622325.1	XP_006083766.1
OG0015970	XP_012643233.1	XP_014306893.1
OG0015971	XP_012643209.1	XP_014306469.1
OG0015973	XP_020141597.1	XP_023605146.1
OG0015974	XP_012617838.1	XP_006085834.1
OG0015975	XP_012617839.1	XP_006085838.1
OG0015976	XP_012617843.1	XP_006085842.1
OG0015977	XP_012617873.1	XP_023609537.1
OG0015978	XP_012638299.1	XP_014311282.2
OG0015979	XP_012638310.1	XP_006096370.1
OG0015980	XP_012629841.1	XP_014320253.1
OG0015981	XP_012629835.1	XP_023610937.1
OG0015982	XP_012595229.1	XP_014312657.1
OG0015983	XP_012595217.1	XP_006090368.1
OG0015984	XP_012610703.1	XP_006085239.1
OG0015985	XP_012636044.1	XP_006091476.1
OG0015986	XP_012598347.1	XP_006091495.1
OG0015987	XP_012591425.2	XP_023603962.1
OG0015988	XP_012635441.1	XP_006104260.1
OG0015989	XP_012635497.2	XP_023601281.1
OG0015990	XP_012635512.1	XP_006104254.1
OG0015991	XP_012635565.1	XP_006088046.1
OG0015992	XP_020137472.1	XP_023608976.1
OG0015993	XP_012636285.1	XP_006088052.1
OG0015994	XP_012636273.1	XP_006088021.1
OG0015995	XP_012636276.2	XP_006088020.1
OG0015996	XP_012610576.1	XP_023617875.1
OG0015997	XP_012610670.1	XP_006096450.1
OG0015998	XP_012610733.1	XP_014317802.1
OG0015999	XP_012610593.1	XP_006089440.1
OG0016000	XP_012610609.1	XP_006089613.1
OG0016001	XP_012610518.1	XP_006089449.1
OG0016002	XP_012610504.2	XP_023610258.1
OG0016003	XP_012610637.1	XP_006089509.1
OG0016004	XP_012636374.1	XP_006091489.1
OG0016005	XP_012636328.1	XP_006091485.1
OG0016006	XP_012598381.1	XP_006091452.1
OG0016007	XP_012598364.1	XP_006091436.1
OG0016008	XP_012615801.1	XP_006098048.1
OG0016009	XP_012621617.1	XP_006098042.1
OG0016010	XP_012621599.1	XP_023617504.1
OG0016011	XP_012621593.1	XP_023617500.1
OG0016012	XP_020137652.1	XP_023615213.1
OG0016013	XP_012625886.1	XP_006103807.2
OG0016014	XP_012608452.1	XP_006103948.1
OG0016015	XP_012628421.1	XP_006104298.1
OG0016016	XP_012610087.1	XP_006096432.1
OG0016017	XP_012599487.1	XP_006098325.1
OG0016018	XP_020138364.1	XP_023608819.1
OG0016019	XP_012594807.1	XP_014316545.1
OG0016020	XP_012616403.1	XP_006082851.1
OG0016021	XP_012608750.1	XP_014319517.1
OG0016022	XP_012611159.1	XP_023603168.1
OG0016023	XP_020143631.1	XP_006083088.2
OG0016024	XP_012598135.1	XP_023604930.1
OG0016025	XP_012598138.1	XP_014308502.1
OG0016026	XP_012598137.1	XP_023607022.1
OG0016027	XP_012603561.2	XP_023607019.1
OG0016028	XP_012607618.1, XP_012607754.1	XP_006085540.1
OG0016029	XP_012597757.1	XP_023617777.1
OG0016030	XP_012599511.1	XP_023606943.1, XP_014319393.1
OG0016031	XP_012599486.1	XP_014319379.1
OG0016032	XP_012592298.1	XP_006092204.3
OG0016033	XP_012626135.2	XP_006081958.1
OG0016034	XP_012630924.1	XP_006081976.1
OG0016035	XP_012630816.1	XP_006082013.1
OG0016037	XP_012630797.1	XP_006095087.1
OG0016038	XP_012637563.2	XP_014316550.2
OG0016039	XP_012629764.1	XP_023614870.1
OG0016040	XP_012594808.1	XP_006095070.1
OG0016041	XP_012594716.1	XP_006100784.2
OG0016042	XP_012594694.1	XP_006100777.1
OG0016044	XP_012604880.1	XP_014318879.1
OG0016045	XP_012604910.1	XP_023615254.1
OG0016046	XP_012604878.1	XP_006082838.1
OG0016047	XP_012604952.1	XP_014319114.1
OG0016048	XP_020143637.1	XP_006110056.1
OG0016049	XP_012604840.1	XP_006082693.1
OG0016050	XP_020143726.1	XP_006082695.1
OG0016051	XP_012616409.1	XP_006110206.1
OG0016052	XP_020143692.1	XP_014319536.1
OG0016053	XP_012609956.1	XP_023615341.1
OG0016054	XP_012611151.1, XP_012611152.1	XP_006083056.3
OG0016055	XP_012611142.1	XP_006083062.2
OG0016056	XP_012632045.1	XP_006099607.1
OG0016057	XP_012632046.1	XP_006099605.1
OG0016058	XP_012618318.1	XP_006103422.1
OG0016060	XP_020138765.1	XP_023604719.1
OG0016061	XP_012635191.1	XP_014305938.1
OG0016064	XP_020138756.1	XP_023600807.1
OG0016065	XP_012637756.1	XP_023601859.1
OG0016066	XP_020138549.1	XP_014320066.1
OG0016067	XP_012637783.1	XP_006099088.1
OG0016068	XP_020138680.1	XP_023618454.1
OG0016069	XP_012633825.1	XP_023618441.1
OG0016070	XP_020138521.1	XP_023618442.1
OG0016072	XP_012633822.1	XP_006099102.1
OG0016073	XP_012611946.1	XP_023616197.1
OG0016074	XP_012611936.1	XP_006096616.1
OG0016075	XP_012611980.1	XP_006096601.1
OG0016076	XP_012612093.1	XP_006096594.1
OG0016077	XP_012612095.1	XP_023616173.1
OG0016078	XP_020138625.1	XP_023617831.1
OG0016079	XP_012611975.1	XP_006106932.1
OG0016080	XP_012619255.1	XP_014320297.1
OG0016081	XP_012619266.1	XP_006099360.1
OG0016082	XP_012619288.1	XP_006099350.1
OG0016083	XP_012619322.1	XP_006109108.3
OG0016084	XP_012619354.1	XP_006104952.1
OG0016085	XP_012619374.1	XP_023601789.1
OG0016086	XP_012632188.1	XP_023618955.1
OG0016087	XP_012631972.1	XP_014305307.1
OG0016088	XP_020140912.1	XP_023618991.1
OG0016089	XP_012632043.1	XP_006099606.1
OG0016090	XP_012632088.1	XP_014320522.1
OG0016091	XP_012632090.1	XP_014320515.1
OG0016092	XP_012632064.1	XP_023618923.1
OG0016093	XP_012632131.1	XP_006099581.1
OG0016096	XP_012618271.2	XP_023615423.1
OG0016097	XP_012619557.1	XP_006095888.1
OG0016098	XP_012602654.1	XP_006092182.2
OG0016099	XP_012603771.1	XP_006092192.1
OG0016100	XP_012603730.1	XP_023612493.1
OG0016101	XP_020143342.1	XP_023615705.1
OG0016102	XP_012638657.1	XP_006096159.1
OG0016104	XP_012638599.1	XP_006096128.1
OG0016105	XP_012616069.1	XP_014307094.1
OG0016106	XP_012615948.1	XP_023605593.1
OG0016107	XP_012615874.1	XP_014307107.1
OG0016108	XP_012595437.1	XP_014307154.1
OG0016109	XP_020140968.1	XP_014307248.1
OG0016110	XP_012610997.1	XP_023605792.1
OG0016111	XP_012629890.1	XP_006084311.1
OG0016112	XP_020143336.1	XP_006084320.1
OG0016113	XP_012629873.2	XP_006084323.1
OG0016114	XP_012609198.1	XP_006084343.1
OG0016115	XP_020143203.1	XP_006084353.1
OG0016116	XP_012631283.1	XP_006084354.1
OG0016117	XP_012640971.1	XP_006084368.1
OG0016118	XP_012631289.1	XP_006084366.1
OG0016119	XP_012640950.1	XP_006090728.1
OG0016120	XP_012640946.1	XP_023611291.1
OG0016121	XP_012640942.1	XP_006090719.1
OG0016122	XP_012594969.1	XP_006086832.1
OG0016123	XP_012594945.1	XP_006086827.1
OG0016124	XP_020143327.1	XP_023608057.1
OG0016125	XP_012637887.1	XP_023608031.1
OG0016126	XP_012608999.1	XP_014313623.1
OG0016127	XP_012612282.1	XP_006091551.1
OG0016128	XP_012614369.1	XP_006091567.1
OG0016129	XP_012616690.1	XP_006109624.2
OG0016130	XP_012616741.1	XP_014313691.1
OG0016131	XP_012620381.1	XP_006091574.1
OG0016132	XP_012616914.1	XP_006091582.1
OG0016133	XP_012617290.1	XP_006091599.1
OG0016134	XP_012617573.1	XP_014313730.1
OG0016135	XP_012618386.1	XP_014317242.1
OG0016136	XP_012618418.1	XP_006095747.1
OG0016138	XP_012618567.1	XP_006095759.1
OG0016139	XP_012618888.1	XP_023615409.1
OG0016140	XP_012619033.1	XP_006095793.1
OG0016141	XP_012619583.1	XP_006095844.1
OG0016142	XP_012619653.1	XP_006095889.1
OG0016143	XP_012619708.1	XP_006095845.1
OG0016144	XP_012612170.2	XP_006091632.1
OG0016145	XP_012628443.1	XP_023610606.1
OG0016146	XP_012625042.1	XP_006109875.1
OG0016147	XP_012626815.1	XP_023609110.1
OG0016148	XP_012627131.1	XP_023609096.1
OG0016150	XP_020136064.1	XP_023605221.1, XP_023601648.1
OG0016151	XP_012621178.1	XP_006090092.1
OG0016152	XP_012621577.1	XP_006090077.2
OG0016153	XP_012621965.1	XP_006090065.2
OG0016154	XP_012622373.1	XP_006090062.1
OG0016155	XP_012622629.1	XP_006090055.1
OG0016156	XP_012622958.1	XP_006090046.1
OG0016157	XP_012623187.1	XP_006090040.1
OG0016158	XP_012623060.1	XP_006090033.1
OG0016159	XP_012623104.1	XP_006090024.1
OG0016160	XP_012623148.1	XP_006090023.1
OG0016161	XP_012623351.1	XP_014312386.2
OG0016162	XP_012623604.1	XP_023610618.1
OG0016163	XP_012623660.1	XP_006090006.1
OG0016164	XP_012623750.1	XP_006090005.1
OG0016165	XP_012623901.1	XP_006101781.1
OG0016166	XP_012624122.1	XP_023599008.1
OG0016167	XP_012624194.1	XP_023599010.1
OG0016168	XP_012625489.1	XP_006095958.1
OG0016169	XP_012628481.1	XP_006095985.1
OG0016170	XP_012625977.1	XP_014317395.2
OG0016171	XP_012625938.1	XP_023615570.1
OG0016172	XP_012626062.1	XP_006095992.1
OG0016173	XP_012626192.1	XP_006096007.1
OG0016174	XP_012626232.1	XP_006095998.1
OG0016175	XP_012626629.1	XP_006088180.1
OG0016176	XP_012630453.1	XP_006088237.1
OG0016177	XP_012594596.1	XP_006101279.1
OG0016178	XP_012636740.1	XP_023604937.1
OG0016180	XP_012636833.2	XP_023603236.1
OG0016182	XP_012636895.1	XP_023618429.1
OG0016183	XP_012602439.1	XP_006099052.1
OG0016184	XP_012602427.1	XP_006099053.1
OG0016185	XP_012600032.1	XP_006109974.1
OG0016186	XP_012599995.1	XP_023617056.1
OG0016187	XP_012645469.1	XP_006109885.3
OG0016188	XP_012628268.1	XP_014323048.1
OG0016189	XP_012629534.1	XP_006085346.3
OG0016190	XP_012629551.1	XP_023606669.1
OG0016191	XP_012600123.1	XP_006090669.1
OG0016192	XP_012641819.2	XP_006086452.1
OG0016193	XP_012641822.2	XP_006086420.1
OG0016194	XP_012590805.1	XP_006086405.1
OG0016195	XP_012606945.1	XP_006086401.2
OG0016196	XP_012629698.1	XP_006100776.1
OG0016197	XP_012628329.1	XP_006105958.1
OG0016198	XP_012628335.1	XP_006105401.1
OG0016199	XP_012621881.1	XP_006093085.1
OG0016200	XP_012623820.1	XP_023620352.1
OG0016202	XP_012598336.1	XP_006087540.1
OG0016203	XP_012621795.1	XP_023608659.1
OG0016204	XP_012621803.1	XP_014310230.1
OG0016205	XP_020141531.1	XP_014310242.1
OG0016206	XP_012621843.1	XP_006093192.2
OG0016207	XP_012621880.1	XP_006093196.1
OG0016208	XP_012621904.1	XP_023613242.1
OG0016209	XP_012621932.1	XP_006093199.1
OG0016210	XP_012621941.1	XP_014314945.1
OG0016212	XP_012621956.1	XP_014314965.1
OG0016213	XP_012621960.1	XP_006093203.1
OG0016214	XP_020141571.1	XP_006093143.1
OG0016215	XP_012622123.1	XP_006093177.1
OG0016216	XP_012622112.1	XP_006093170.1
OG0016217	XP_012622134.1	XP_006093181.1
OG0016218	XP_012622172.1	XP_006086072.1
OG0016219	XP_012618991.2	XP_006086059.1
OG0016220	XP_012618986.1	XP_006086055.1
OG0016221	XP_012618962.2	XP_006086096.2
OG0016222	XP_012638518.1	XP_006085977.1
OG0016223	XP_012614163.1	XP_006093465.1
OG0016224	XP_012614199.1	XP_023613587.1
OG0016225	XP_012614129.1	XP_006093442.1
OG0016226	XP_012614190.1	XP_023613584.1
OG0016227	XP_020141654.1	XP_006087886.1
OG0016228	XP_012623696.1	XP_006087895.1
OG0016229	XP_012603725.1	XP_006087908.1
OG0016230	XP_012590929.1	XP_006087940.1
OG0016231	XP_012614151.1	XP_023613591.1
OG0016232	XP_012636325.1	XP_014306278.1
OG0016233	XP_012636392.1	XP_006108579.1
OG0016234	XP_020140270.1	XP_006107428.1
OG0016235	XP_012641477.1	XP_006093764.1
