Orthogroup	Mesocricetus_auratus	Rattus_norvegicus
OG0016299	XP_005086733.1, XP_040603864.1	NP_001102887.1
OG0016300	XP_005066323.1	NP_001387529.1
OG0016301	XP_005069027.1	NP_001037741.1
OG0016302	XP_012968028.1	NP_001177999.2
OG0016303	XP_005065233.1	XP_017447807.2
OG0016304	XP_005065218.2	NP_001178675.1
OG0016305	XP_040601294.1	NP_113798.1
OG0016306	XP_005069050.1	NP_001102052.1
OG0016307	XP_040601438.1	NP_001019431.1
OG0016308	XP_040601488.1	NP_446332.2
OG0016309	XP_040601510.1	NP_001385922.1
OG0016310	XP_005065200.1	NP_001099356.1
OG0016311	XP_005065199.1	NP_001178832.1
OG0016312	XP_005065174.1	NP_062091.1
OG0016313	XP_005084536.1	NP_114474.1
OG0016314	XP_040601563.1	NP_543169.1
OG0016315	XP_040608749.1	XP_038940238.1
OG0016316	XP_005070542.1	NP_001102779.1
OG0016317	XP_005084539.1	NP_001386109.1
OG0016318	XP_005080956.1	NP_001101689.1
OG0016319	XP_005070668.1	NP_001100383.2
OG0016320	XP_040609473.1	XP_038940773.1
OG0016321	XP_040609469.1	XP_063123675.1, NP_001404411.1
OG0016322	XP_005070656.1	NP_001258114.1
OG0016323	XP_040609333.1	XP_038940526.1
OG0016324	XP_005070603.1	XP_038940540.1
OG0016325	XP_040609315.1	NP_001388545.1
OG0016326	XP_005070570.1	NP_001414713.1
OG0016327	XP_005070566.1	NP_036949.1
OG0016328	XP_005070543.1	NP_001101697.1
OG0016329	XP_012969174.1	NP_775163.1, XP_063122813.1
OG0016330	XP_005080975.1	NP_001007713.1
OG0016331	XP_021087604.1	XP_063128200.1, NP_001099440.1
OG0016332	XP_005073427.1	NP_058955.1
OG0016333	XP_005073514.1	NP_001380778.1
OG0016334	XP_005082502.1	NP_001100669.1
OG0016335	XP_005082501.1	NP_001388297.1
OG0016336	XP_021089965.1	XP_229754.4
OG0016337	XP_005071468.1	NP_001009631.1
OG0016338	XP_005071469.1	NP_071609.2
OG0016339	XP_005071471.1	NP_001070902.1
OG0016340	XP_021083603.1	NP_058910.1
OG0016341	XP_005087841.1	NP_446248.1
OG0016342	XP_012974664.1	NP_077058.1
OG0016343	XP_005071463.1	XP_008767949.1, XP_008767943.1
OG0016344	XP_040599918.1	XP_063135783.1, NP_001414357.1
OG0016345	XP_005081222.2	NP_001178653.1
OG0016346	XP_005086008.1	NP_068639.1
OG0016347	XP_040599695.1	NP_001414531.1, XP_063135760.1
OG0016348	XP_005072562.1	NP_071626.1
OG0016349	XP_005083177.1	NP_001166844.1
OG0016350	XP_012973668.1, XP_005076902.1	NP_113800.1, XP_038955928.1
OG0016351	XP_012973681.1	XP_229133.8
OG0016352	XP_005085605.1	NP_036906.2
OG0016353	XP_012979439.1	NP_001101728.1
OG0016355	XP_005074211.2	NP_001414540.1
OG0016356	XP_005074275.1	NP_036838.1
OG0016357	XP_040600033.1	NP_001401655.1
OG0016358	XP_005074303.1	NP_001106837.1
OG0016359	XP_005080117.1	NP_445769.2
OG0016360	XP_040589661.1	NP_001178657.1
OG0016361	XP_005080619.1	NP_001007092.1
OG0016362	XP_005080598.1	NP_001020198.1
OG0016363	XP_005085764.1	NP_001101528.1
OG0016364	XP_012979927.1	NP_001100426.1
OG0016365	XP_005085148.1	NP_036796.1
OG0016366	XP_040599945.1	NP_001264354.2
OG0016367	XP_040599925.1	NP_036753.4
OG0016368	XP_005081276.2	NP_001020175.1
OG0016369	XP_040600171.1	NP_058785.2
OG0016370	XP_005081242.1	XP_008771525.1
OG0016371	XP_040600190.1	NP_001401664.1
OG0016372	XP_005081253.1	NP_001035245.2
OG0016373	XP_021089249.1	XP_063136513.1
OG0016374	XP_005086591.1	NP_997683.1
OG0016375	XP_040600290.1	NP_596893.1
OG0016376	XP_005072550.1	NP_001001799.1
OG0016377	XP_040600340.1	XP_063136461.1
OG0016378	XP_005076769.1	NP_001102488.1
OG0016379	XP_012973614.1	XP_063136372.1, NP_001120849.1
OG0016380	XP_005076754.1	XP_236536.8
OG0016381	XP_012973660.1	XP_038956523.1
OG0016382	XP_005082519.1	NP_446377.2
OG0016383	XP_012978240.1	XP_002730229.1, NP_001406699.1
OG0016384	XP_012973693.1	NP_861435.1
OG0016385	XP_005086543.2	XP_006257662.1
OG0016386	XP_012980998.1	NP_001389196.1, XP_038956152.1
OG0016387	XP_040600644.1	NP_001013065.2
OG0016388	XP_040600648.1	XP_063133525.1
OG0016389	XP_012981347.1	NP_001401653.1
OG0016390	XP_040600714.1	XP_006229660.1, NP_001121027.1
OG0016391	XP_040600720.1	XP_038955462.1, NP_073164.2
OG0016392	XP_005086966.1	NP_113973.2
OG0016394	XP_005081224.1	NP_001102840.1
OG0016395	XP_005086606.1	NP_001100412.1
OG0016396	XP_005065869.1	NP_001008512.1
OG0016397	XP_005066677.1	NP_071535.2, XP_038950731.1
OG0016398	XP_005073725.1	XP_343445.2, NP_001385671.1
OG0016399	XP_005071943.1	NP_001396100.1
OG0016401	XP_040603329.1	NP_775137.2
OG0016402	XP_040584860.1	XP_008758908.1
OG0016403	XP_005081680.2	NP_001162623.1
OG0016404	XP_012979478.1	NP_001102496.1
OG0016405	XP_040605793.1	NP_001414656.1, XP_063125522.1
OG0016406	XP_040594309.1	NP_001185654.1
OG0016407	XP_005073656.1	NP_001178946.1
OG0016408	XP_012967222.1	NP_001178848.1, XP_063125685.1
OG0016410	XP_021087643.1, XP_012970666.3	NP_853657.1
OG0016411	XP_005084194.1	XP_006228289.1
OG0016412	XP_040607855.1, XP_005077191.2	NP_037200.1
OG0016413	XP_005073033.2	NP_001015027.1
OG0016414	XP_005078250.2	NP_058866.2
OG0016415	XP_040588746.1, XP_021085420.1	XP_063139194.1, NP_001153125.1
OG0016416	XP_005080005.1	XP_063127327.1
OG0016417	XP_005071155.1	XP_575589.1
OG0016418	XP_040594603.1	XP_063117613.1
OG0016419	XP_040590075.1	NP_001162613.1, XP_063139007.1
OG0016420	XP_040599934.1	NP_001389404.1
OG0016422	XP_040609651.1	NP_072108.1
OG0016423	XP_040602568.1	NP_001100703.1
OG0016425	XP_040610075.1	NP_001121018.1
OG0016426	XP_021081345.1	XP_008766130.1, XP_063126197.1
OG0016427	XP_040609168.1	NP_001165621.1
OG0016429	XP_021081365.1	XP_038957288.1, NP_001413982.1
OG0016430	XP_005086009.1	XP_006257221.1, NP_001100407.1
OG0016431	XP_040611153.1	XP_215580.2
OG0016431	XP_040610280.1	XP_006232500.1, NP_001401950.1
OG0016432	XP_005064728.1	XP_006255878.1, NP_001103964.1
OG0016433	XP_005079678.1	NP_001258066.1
OG0016434	XP_040605547.1	NP_001099305.1
OG0016435	XP_040605717.1	NP_001005531.1
OG0016442	XP_012968011.3	NP_001099806.1, XP_063143035.1
OG0016443	XP_012979339.1	NP_001387689.1, XP_006254540.1
OG0016444	XP_040593933.1	NP_001396101.1
OG0016444	XP_040593944.1	XP_038935945.1
OG0016445	XP_040590002.1, XP_040590005.1, XP_040590007.1, XP_040590096.1, XP_040598264.1, XP_040598263.1, XP_012967551.3, XP_005068284.2, XP_040589763.1, XP_040597215.1, XP_040590076.1, XP_040590022.1, XP_040590074.1, XP_040589764.1	NP_001093125.1
OG0016447	XP_040610992.1, XP_040592793.1, XP_040596925.1, XP_040598912.1, XP_040603399.1, XP_040603398.1	XP_063144756.1, XP_063144757.1, XP_063144758.1, XP_063144754.1, XP_038947152.1, XP_063134680.1, XP_038956592.2, XP_038964708.1, XP_038953005.1
OG0016448	XP_040612061.1, XP_040611170.1, XP_040611168.1, XP_040611918.1, XP_040611921.1, XP_040611917.1, XP_040611920.1	XP_063133070.1, XP_063133068.1, XP_063133069.1, XP_063133065.1, XP_063133067.1, XP_063133066.1, XP_063133054.1
OG0016453	XP_005086167.2	NP_446132.1, XP_006252882.1
OG0016454	XP_005076993.1	NP_112378.2, XP_063126025.1
OG0016457	XP_012979104.2	NP_058840.1, XP_063138991.1
OG0016458	XP_021084789.2	XP_038946640.1, NP_001382488.1
OG0016459	XP_005067826.1	NP_958427.1
OG0016460	XP_005071794.1	NP_058972.2
OG0016461	XP_005073418.1	NP_036774.4
OG0016462	NP_001268258.1	NP_113731.2
OG0016463	XP_021081236.2	NP_001008899.2
OG0016464	XP_005067342.1	NP_001008802.2
OG0016465	XP_005070883.2	NP_542946.1
OG0016466	XP_040584408.1	NP_001009180.1
OG0016467	XP_005087453.1	NP_037311.1
OG0016468	XP_005083328.1	NP_579817.1
OG0016469	XP_005082035.2	NP_058749.1
OG0016470	XP_005081972.2	NP_579831.2
OG0016471	XP_040584533.1	NP_001032884.1
OG0016472	XP_005074517.1	NP_001020441.3
OG0016473	XP_040599674.1	XP_002729459.1
OG0016474	XP_012974467.1	NP_001014275.2
OG0016475	XP_005074771.1	NP_001008386.1
OG0016476	XP_040592120.1, XP_040592121.1	NP_001004101.1
OG0016478	XP_040596261.1, XP_040596260.1	NP_001101395.1
OG0016479	XP_005073170.1	NP_059049.1
OG0016480	XP_021084904.2	NP_037252.1
OG0016481	XP_005086696.1	NP_064484.1
OG0016482	XP_040609693.1	XP_038959060.2, NP_058825.1
OG0016483	XP_005139300.2	NP_076442.2
OG0016484	XP_005084177.1	XP_038956559.1
OG0016486	XP_005074138.3	NP_001388013.1
OG0016487	XP_005078235.1	NP_001000087.1
OG0016488	XP_005078239.1	NP_001000083.1
OG0016489	XP_005079744.3	NP_001000586.1
OG0016490	XP_005083921.1	NP_001000584.1
OG0016491	XP_005083119.1	NP_001000848.1
OG0016493	XP_012966168.1	NP_001001043.1
OG0016494	XP_005069441.2	NP_001000791.1
OG0016495	XP_005074156.1	NP_001000952.1
OG0016496	XP_005074154.1	NP_001000148.1
OG0016498	XP_005065118.1	NP_001000294.1
OG0016500	XP_005065025.1	NP_001000574.1
OG0016501	XP_005086478.1	NP_001100951.1, XP_038967125.1
OG0016502	XP_005088337.1	NP_001162603.1
OG0016503	XP_012979652.1	NP_446223.1
OG0016504	XP_040591973.1	XP_063117957.1
OG0016505	XP_012979744.1	NP_446311.1, XP_038966881.1
OG0016506	XP_005086276.1	NP_579824.2
OG0016507	XP_005065300.1	NP_001385583.1
OG0016508	XP_005074708.2	NP_001178764.1
OG0016509	XP_005073337.1	NP_001101099.2
OG0016510	XP_005073350.1	NP_001401899.1
OG0016512	XP_005063791.3	NP_001014051.1
OG0016513	XP_005063276.2	NP_001007739.1
OG0016514	XP_005063775.1	NP_001030026.1
OG0016515	XP_005087801.1	XP_038956593.1
OG0016516	XP_040590200.1	XP_038956720.1, NP_001389723.1
OG0016517	XP_005084168.1	NP_001128016.1
OG0016518	XP_021091062.1	XP_002728727.3
OG0016519	XP_005084901.2	XP_218634.5
OG0016520	XP_040592122.1	NP_001012477.1
OG0016521	XP_012979685.3	NP_446449.2
OG0016522	XP_005084777.2	NP_001102384.1
OG0016523	XP_040590420.1	NP_001102889.1
OG0016524	XP_012980922.1	NP_113940.1
OG0016525	XP_040590533.1	NP_036914.1
OG0016526	XP_005086275.1	NP_001099707.1
OG0016528	XP_005081848.1	XP_063128633.1, NP_071291.1
OG0016529	XP_005081827.1	NP_446178.2
OG0016530	XP_005081164.2	XP_578500.2
OG0016531	XP_005081096.1	NP_775459.1
OG0016533	XP_040611425.1	NP_001404501.1
OG0016534	XP_021089975.1	NP_001387769.1
OG0016535	XP_040597882.1	NP_001129054.1
OG0016536	XP_021082255.2	XP_063133126.1
OG0016537	XP_005065530.1	NP_703198.2
OG0016539	XP_005065605.1	NP_598220.1, XP_038957541.1
OG0016540	XP_005065606.1	NP_001106799.1
OG0016541	XP_040591267.1	XP_006255384.1
OG0016542	XP_005081072.2	NP_062135.2
OG0016543	XP_012976723.2	NP_001102160.1
OG0016544	XP_005081149.1	NP_001026818.1
OG0016545	XP_005065716.1	NP_001019468.1
OG0016546	XP_005077905.1	NP_001178555.1
OG0016547	XP_005068954.2	XP_234082.6
OG0016548	XP_005068881.1	NP_036900.2
OG0016550	XP_005065708.1	NP_001014278.2
OG0016551	XP_021090836.2	XP_038956931.1
OG0016552	XP_012976455.1	NP_001164002.1
OG0016553	XP_040602931.1	XP_017454982.1
OG0016554	XP_040602571.1	NP_001382556.1
OG0016555	XP_040589419.1	NP_001100716.1
OG0016556	XP_040611534.1	NP_001163796.1
OG0016557	XP_005064744.3	NP_848017.2
OG0016558	XP_005077747.1	NP_001099533.2
OG0016559	XP_005065585.1	NP_058815.1
OG0016560	XP_005065581.1	NP_113938.1
OG0016561	XP_005077694.2	NP_001178761.1
OG0016562	XP_005069445.1	NP_001000481.1
OG0016563	XP_005088816.1	NP_001102763.1
OG0016564	XP_012966894.1	NP_001096823.1
OG0016565	XP_005074385.2	NP_542952.1
OG0016566	XP_005085902.1	NP_001243458.1
OG0016567	XP_005069346.2	XP_063121060.1, NP_695223.2
OG0016568	XP_005069555.1	NP_058916.1
OG0016569	XP_005067520.1	NP_001385927.1
OG0016570	XP_012966892.1	NP_001101748.1, XP_038942244.1
OG0016571	XP_040613043.1	XP_006238505.1
OG0016572	XP_005079410.2	NP_001402910.1, XP_038965040.1
OG0016573	XP_005079278.3	NP_001100169.1
OG0016574	XP_005079287.1	NP_114008.1, XP_006239660.1
OG0016575	XP_040590980.1	NP_001102897.1
OG0016576	XP_021088182.1	XP_006239566.1, NP_076468.2
OG0016577	XP_005073203.1	NP_001076782.1
OG0016578	XP_040591668.1	NP_001387990.1, XP_006255790.1
OG0016579	XP_005073162.1	NP_001387935.1
OG0016580	XP_005073119.1	NP_001402035.1
OG0016581	XP_005073091.1	NP_001102602.1
OG0016582	XP_040592486.1	NP_001102368.1
OG0016583	XP_021084671.2	NP_001107251.1
OG0016584	XP_012976236.1	NP_058697.1
OG0016585	XP_005080387.1	XP_063127654.1, NP_001381299.1
OG0016586	XP_005080393.1	NP_976083.1
OG0016587	XP_005080402.1	NP_001094031.1
OG0016588	XP_005080408.1	NP_446240.2
OG0016589	XP_012976224.1	NP_001406464.1
OG0016590	XP_040587087.1	NP_001258165.1
OG0016591	XP_012982170.1	NP_663776.2
OG0016593	XP_005080007.1	XP_006248928.1
OG0016594	XP_012975921.1	XP_038945781.1
OG0016595	XP_005064406.1	NP_001014046.1
OG0016597	XP_005084629.1	NP_001002855.1
OG0016598	XP_005081741.2	NP_001094252.1
OG0016599	XP_005081661.1	NP_001100455.2
OG0016600	XP_040604237.1	XP_038943019.1
OG0016601	XP_005081646.1	NP_001099241.1
OG0016602	XP_040604255.1	NP_001386389.1
OG0016603	XP_012973536.2	NP_001389736.1, XP_063137278.1
OG0016604	XP_005073483.1	NP_001385517.1
OG0016605	XP_040594644.1	XP_038947308.1
OG0016606	XP_040595068.1, XP_040595069.1	XP_063128156.1, NP_001409482.1
OG0016607	XP_040593541.1	NP_001071294.1
OG0016608	XP_005082930.1	NP_001002851.1
OG0016609	XP_012969741.1	NP_001388369.1, XP_038946402.1
OG0016610	XP_005078297.2	NP_001385797.1
OG0016612	XP_005065417.1	NP_001093986.1
OG0016614	XP_040608821.1	XP_038940738.1
OG0016615	XP_040597610.1	NP_001178765.1
OG0016616	XP_040597603.1	NP_001103040.1
OG0016618	XP_005080571.1	NP_001100202.1
OG0016619	XP_040599334.1	XP_063118412.1, NP_001102750.1
OG0016621	XP_005080590.1	NP_001014099.1
OG0016622	XP_005085848.1	NP_612537.1
OG0016623	XP_005072766.1	NP_001128203.1
OG0016624	XP_005084061.1	NP_001012488.2
OG0016625	XP_005068324.1	XP_008762963.1, NP_659565.2
OG0016626	XP_005068418.2	NP_001178802.1
OG0016627	XP_040598425.1	XP_038968909.1
OG0016628	XP_005068369.1	NP_001119752.1
OG0016629	XP_012970887.1	NP_861436.1
OG0016631	XP_005082203.1	NP_001000397.1
OG0016632	XP_012968601.1	NP_742032.2
OG0016633	XP_005087420.1	NP_001008820.1
OG0016634	XP_005087417.1	NP_001408240.1
OG0016635	XP_021091857.1	NP_001020212.1
OG0016636	XP_005070230.1	NP_001100544.1, XP_038942154.1
OG0016637	NP_001268340.1, XP_012968586.1	NP_599214.1
OG0016638	XP_012968649.2	XP_038941227.1, NP_695205.1
OG0016639	XP_005070239.1	NP_001182411.1
OG0016640	XP_005069891.1	NP_714957.1
OG0016641	XP_012968890.1	XP_056840658.1, NP_001388992.1
OG0016642	XP_005069913.1	XP_038943437.1
OG0016643	XP_040606016.1	NP_001385535.1
OG0016644	XP_005070292.1	XP_017452962.1, NP_001245166.1
OG0016645	XP_040605639.1	NP_001102305.1
OG0016647	XP_040605635.1	XP_006247528.1
OG0016648	XP_005075933.1	NP_001093967.1
OG0016649	XP_005075935.1	NP_001178578.1
OG0016650	XP_012973842.1	NP_001032437.1
OG0016651	XP_005077045.1	NP_001005898.3
OG0016652	XP_005077099.1	NP_001100495.1
OG0016653	XP_040605102.1	NP_116007.1
OG0016654	XP_005083766.1	NP_001102664.1
OG0016655	XP_005083763.1	NP_001019480.2
OG0016656	XP_040601172.1	NP_665711.2
OG0016657	XP_040601168.1	NP_001121609.1
OG0016658	XP_012978690.1	XP_038961288.1, NP_001014200.2
OG0016659	XP_040601147.1	XP_038962049.1
OG0016660	XP_040601093.1	NP_001386930.1
OG0016661	XP_040597008.1	NP_001386512.1
OG0016662	XP_040605995.1	XP_063126243.1, XP_063126244.1
OG0016663	XP_005069932.2	XP_006247904.1, NP_001385904.1
OG0016664	XP_005079810.1	NP_072136.1
OG0016665	XP_021090761.1	NP_001386646.1
OG0016666	XP_040610771.1	XP_063120491.1
OG0016667	XP_005068014.1	XP_002729829.5
OG0016668	XP_040609923.1	XP_017450608.1, NP_001103002.2
OG0016669	XP_005067131.1	XP_063120283.1, NP_072124.1
OG0016670	XP_021081079.1	NP_001123969.1
OG0016671	XP_005067022.1	NP_001129291.1
OG0016672	XP_005083867.2	NP_001037769.2
OG0016673	XP_040587938.1	NP_001102834.1
OG0016674	XP_040585276.1	XP_006244931.1
OG0016675	XP_040585282.1	XP_063123656.1
OG0016676	XP_005077325.2	NP_076480.1, XP_063118601.1
OG0016677	XP_021080965.1	NP_110468.2
OG0016678	XP_005063758.2	XP_006231322.1, NP_001099819.1
OG0016679	XP_012970175.3	XP_038943109.2
OG0016680	XP_040604592.1	XP_006246432.1
OG0016681	XP_040612000.1	NP_001278337.1, XP_038951543.1
OG0016682	XP_005063759.1	NP_001101054.1
OG0016683	XP_005088749.1	NP_001389697.1
OG0016684	XP_040595466.1	XP_038966915.1
OG0016685	XP_040594847.1	XP_006238100.1, NP_001020447.1
OG0016686	XP_040594711.1	NP_620264.1
OG0016688	XP_005087681.1	NP_001159492.1
OG0016689	XP_040587956.1	NP_001128474.1
OG0016690	XP_021091485.1	NP_001401996.1
OG0016691	XP_021079494.1	NP_001003965.1
OG0016693	XP_040588537.1	NP_001001969.1
OG0016694	XP_040588193.1	NP_001004069.1, XP_063135430.1
OG0016695	XP_012979765.1	NP_001178647.1
OG0016696	XP_005072343.3	NP_001032623.2
OG0016698	XP_040584100.1	NP_001012075.1
OG0016699	XP_012980604.1	XP_006241968.1
OG0016700	XP_005086043.1	XP_008763853.1, NP_001291676.1
OG0016701	XP_040592298.1	XP_063120536.1
OG0016702	XP_005085508.1	NP_001007659.1
OG0016703	XP_040592343.1	NP_997492.2
OG0016704	XP_040592270.1	NP_001385893.1
OG0016705	XP_005086049.1	NP_001124042.1
OG0016706	XP_040585975.1	NP_058774.2
OG0016707	XP_040603125.1	NP_001178606.1
OG0016708	XP_021089064.2	NP_001386480.1
OG0016709	XP_005082954.1	NP_071791.1
OG0016710	XP_005084521.1	NP_001178703.1
OG0016711	XP_005082980.1	NP_001406553.1
OG0016712	XP_005078563.1	NP_001388019.1
OG0016713	XP_040603894.1	NP_001157736.1
OG0016714	XP_005084411.2	NP_620193.1
OG0016715	XP_021079434.1	NP_001000841.1
OG0016716	XP_012970348.2	NP_001037753.1
OG0016717	XP_040613367.1	XP_038966721.1, NP_001258328.1
OG0016718	XP_021079321.1	XP_017448474.1
OG0016719	XP_005083001.1	NP_037276.1
OG0016720	XP_005083158.1	NP_073199.1
OG0016721	XP_021089951.2	XP_342662.5
OG0016722	XP_005087315.2	NP_001258382.1
OG0016723	XP_040593092.1	NP_001102685.1
OG0016724	XP_040594728.1	NP_001258203.1
OG0016725	XP_012966153.2	XP_038950963.1, XP_008769528.2
OG0016726	XP_005066744.1	NP_446105.1
OG0016727	XP_012977427.1	NP_445801.1
OG0016729	XP_040586639.1	NP_001103067.1
OG0016730	XP_005079140.1	NP_001386219.1
OG0016731	XP_040586598.1	NP_001123352.1
OG0016732	XP_040600878.1, XP_040600922.1	XP_008760414.1, NP_001019483.1
OG0016733	XP_005078358.1	NP_001165596.1
OG0016735	XP_040608045.1, XP_040608044.1	XP_063138811.1
OG0016736	XP_005139396.1	NP_001103525.2
OG0016737	XP_021082660.1	NP_001102991.1, XP_063130631.1
OG0016739	XP_005064287.1	NP_001093990.1
OG0016740	XP_005064082.1	NP_001099795.1
OG0016741	XP_040588686.1	NP_001381833.1
OG0016742	XP_005063998.1	NP_001402759.1
OG0016743	XP_005063863.2	NP_001000248.1
OG0016744	XP_005064171.1	NP_570830.1
OG0016745	XP_005064169.1	NP_570109.1
OG0016746	XP_005069735.1	NP_001008375.1
OG0016747	XP_040594787.1	XP_008761223.1
OG0016748	XP_040594038.1	NP_001104233.2
OG0016749	XP_005064344.1	NP_001163947.1
OG0016750	XP_040596071.1	NP_476560.1
OG0016751	XP_021079250.1	NP_001007685.1
OG0016752	XP_005083375.1	NP_001162141.1
OG0016753	XP_012978432.1	NP_570107.1
OG0016754	XP_005086164.1	XP_038950413.1, NP_001258270.1
OG0016756	XP_005066183.1	NP_077348.1
OG0016757	XP_005071262.1	NP_075587.1
OG0016758	XP_040594825.1	NP_001128172.1, XP_017448386.2
OG0016759	XP_005074909.1	NP_001128710.1
OG0016760	XP_005074937.3	NP_001004284.1
OG0016761	XP_005074971.1	NP_835280.1
OG0016762	XP_005088758.1	NP_001156949.1
OG0016763	XP_040596235.1	NP_001008864.1
OG0016764	XP_040598081.1	NP_620813.2
OG0016765	XP_040585898.1	XP_038937778.1
OG0016766	XP_021091764.1	NP_001128074.2, XP_017453910.1
OG0016768	XP_005083313.1	NP_001103075.1
OG0016769	XP_005083309.1	NP_001385548.1
OG0016770	XP_040595049.1	NP_001102753.1
OG0016771	XP_005073995.1	NP_001102620.1
OG0016772	XP_040587740.1	XP_006229804.1
OG0016774	XP_005087331.1	NP_001013921.1
OG0016776	XP_005071017.1	NP_001178047.1
OG0016777	XP_005071005.1	NP_001103382.1
OG0016778	XP_005083698.1	XP_006252447.1, NP_001099523.1
OG0016779	XP_005070386.1	NP_001386444.1
OG0016780	XP_040589525.1	NP_001386208.1
OG0016781	XP_040589528.1	NP_476441.2
OG0016782	XP_040589459.1	XP_008769592.1
OG0016783	XP_012972695.1	XP_063130063.1
OG0016784	XP_005088169.1	NP_001414120.1
OG0016785	XP_005082405.1	NP_937763.2
OG0016786	XP_005072090.1	NP_001013270.1
OG0016787	XP_005072062.1	NP_001102907.1
OG0016788	XP_005072622.3	XP_038962557.1
OG0016789	XP_005072625.1	NP_001386675.1
OG0016790	XP_040602362.1	XP_006235187.1, NP_001099990.1
OG0016791	XP_005068688.1	NP_001013224.1
OG0016792	XP_040588690.1	NP_001102683.1, XP_038961649.1
OG0016793	XP_005072631.1	NP_062092.2
OG0016794	XP_005068766.1	XP_063141387.1
OG0016795	XP_021082014.1	NP_001386248.1
OG0016796	XP_005072581.1	NP_001178834.1
OG0016797	XP_040602435.1	NP_476557.2
OG0016798	XP_005086122.1	NP_001012091.1
OG0016799	XP_040588991.1, XP_040588969.1	XP_063141165.1, XP_063141166.1, NP_001406639.1
OG0016800	XP_040588599.1	NP_001100004.2
OG0016801	XP_005082727.1	NP_001389212.1
OG0016802	XP_005074516.1	NP_001102680.1
OG0016803	XP_012972060.3	XP_038962663.1
OG0016804	XP_005074578.1	NP_001102437.1
OG0016805	XP_005074611.1	NP_001178896.1
OG0016806	XP_005084702.1	NP_001386672.1
OG0016807	XP_040589057.1	XP_063141296.1
OG0016808	XP_040588679.1	NP_001100021.1, XP_038960632.1
OG0016809	XP_005071078.1	NP_001121125.1
OG0016810	XP_005082278.1	NP_446160.1
OG0016811	XP_040596501.1	NP_001381640.1
OG0016812	XP_012972737.1	NP_071556.2
OG0016813	XP_021083374.1	NP_001128043.2, XP_063130501.1
OG0016815	XP_005080652.1	NP_001258121.1
OG0016816	XP_005079059.1	NP_620605.1
OG0016817	XP_005085389.1	NP_113775.2
OG0016818	XP_005085365.1	NP_001116116.1
OG0016819	XP_005080684.2	NP_001099397.1
OG0016820	XP_040587627.1	NP_001100616.1
OG0016821	XP_012975199.2	NP_001385849.1
OG0016822	XP_021088010.1	NP_001028848.1
OG0016823	XP_040587175.1	NP_001099404.1
OG0016824	XP_040602566.1	XP_063129790.1
OG0016825	XP_021082172.1	NP_001006962.1, XP_006251262.1
OG0016826	XP_040602813.1	NP_037184.1
OG0016827	XP_005070813.1	NP_001094486.2
OG0016828	XP_012969448.1	NP_001401842.1
OG0016829	XP_005077565.2	NP_001402633.1
OG0016830	XP_005077622.1	NP_001102903.1
OG0016832	XP_005067256.1	NP_001099184.1
OG0016833	XP_040608719.1	NP_001008803.1
OG0016834	XP_005067331.1	NP_001008828.2
OG0016835	XP_012979079.1	XP_008761532.1, NP_665722.2
OG0016836	XP_040593877.1	XP_038964772.1
OG0016837	XP_005087190.1	NP_001102824.1
OG0016838	XP_040599675.1	XP_017448547.1
OG0016839	XP_005072959.1	NP_001386577.1
OG0016840	XP_005067188.1	NP_001101577.2
OG0016841	NP_001268613.1	NP_001128722.1
OG0016842	XP_005067391.1	XP_235695.3
OG0016843	XP_005073049.1	NP_001077402.2
OG0016844	XP_005063547.1	NP_001178885.1
OG0016845	XP_005063409.1	NP_001124504.2
OG0016846	XP_021091773.2	NP_001003820.1
OG0016847	NP_001268495.1	NP_113909.1
OG0016848	XP_005064335.1	NP_001099778.1
OG0016850	XP_012971920.1, XP_012971955.1	NP_001388710.1
OG0016851	XP_040599437.1	XP_063125970.1, NP_001388791.1
OG0016852	XP_040608672.1	NP_445787.1
OG0016853	XP_021083667.1	NP_113857.1
OG0016854	XP_005066276.2	NP_001102410.1
OG0016855	XP_040597320.1	NP_001102984.1
OG0016856	XP_005087642.1	NP_064487.3
OG0016857	XP_005066800.2	NP_001073167.1
OG0016858	XP_040597256.1	XP_063117342.1
OG0016859	XP_021082500.1	NP_001178038.1, XP_038938105.2
OG0016860	XP_012968314.1	NP_001012124.1
OG0016861	XP_040601972.1	XP_017447683.2
OG0016862	XP_005068580.1	NP_001292192.1
OG0016863	XP_005075574.1	NP_001008328.1
OG0016864	XP_040602001.1	NP_001101233.2
OG0016865	XP_012971625.1	NP_001385928.1
OG0016866	XP_040588363.1	NP_001003964.2, XP_063135225.1
OG0016867	XP_005088028.1	XP_003751059.1
OG0016868	XP_040606374.1	NP_001100580.1
OG0016869	XP_005076117.1	NP_001102708.1
OG0016870	XP_005068194.4	NP_001385799.1
OG0016871	XP_040607739.1	NP_001103121.1
OG0016872	XP_021090191.1	XP_063138819.1
OG0016873	XP_005076107.1	XP_006236649.1, NP_001037758.1
OG0016874	XP_040603395.1	XP_038948581.1
OG0016875	XP_005068200.3	NP_891997.1
OG0016876	XP_005071635.1	NP_001034091.1
OG0016877	XP_005071618.3	NP_001094121.1
OG0016878	XP_005076788.1	XP_008766854.1, NP_001099359.1
OG0016879	XP_005071712.1	XP_063126933.1
OG0016880	XP_040606797.1	NP_001014147.1
OG0016881	XP_005071616.1	NP_001385536.1
OG0016882	XP_040606863.1	XP_006248534.1
OG0016883	XP_005065507.1	NP_001100801.1
OG0016885	XP_005085761.2	NP_001386781.1
