Orthogroup	Mesocricetus_auratus	Myotis_lucifugus
OG0012474	XP_040607525.1	XP_006086165.1
OG0012475	XP_005083686.1	XP_023607579.1
OG0012476	XP_005083689.1	XP_006086160.1
OG0012477	XP_040607511.1	XP_006086159.1
OG0012478	XP_021090588.2	XP_023607578.1
OG0012479	XP_012978571.1	XP_006099300.1
OG0012480	XP_012978561.1	XP_023618650.1
OG0012481	XP_012975826.3	XP_023614789.1
OG0012482	XP_005071349.1	XP_006089056.1
OG0012483	XP_005073432.2	XP_006106401.1
OG0012485	XP_005080280.1	XP_023615075.1
OG0012486	XP_005071369.2	XP_006089069.1
OG0012487	XP_021090586.2	XP_006091735.2
OG0012488	XP_040594966.1	XP_023602935.1
OG0012489	XP_005073440.1	XP_006106390.1
OG0012490	XP_005073458.1	XP_014306156.2
OG0012491	XP_040594950.1	XP_014306770.1
OG0012492	XP_012971291.1	XP_014306559.2
OG0012494	XP_012971338.1	XP_023604439.1, XP_006109374.2
OG0012495	XP_040593644.1	XP_023601840.1
OG0012497	XP_005079916.1	XP_023614755.1
OG0012498	XP_040593090.1	XP_006094937.1
OG0012499	XP_012978077.1	XP_006089987.1
OG0012500	XP_021090225.1	XP_006089953.1
OG0012501	XP_040593525.1	XP_023610533.1
OG0012502	XP_005079055.1	XP_014321634.1, XP_006098311.1
OG0012503	XP_012969839.1	XP_023609783.1
OG0012504	XP_012969816.1	XP_006089055.1
OG0012505	XP_005071347.1	XP_014311577.1
OG0012506	XP_005071337.2	XP_023610495.1
OG0012507	XP_005071327.1	XP_006089921.1
OG0012508	XP_005071364.1	XP_023609797.1
OG0012509	XP_040593198.1	XP_006088999.2
OG0012510	XP_005071390.1	XP_006088996.1
OG0012511	XP_040593832.1	XP_006088989.1
OG0012512	XP_040595317.1	XP_006089064.1
OG0012513	XP_005071394.1	XP_014311506.1
OG0012514	XP_012969723.2	XP_014311508.1
OG0012515	XP_005071418.1	XP_006097817.1
OG0012516	XP_005071530.3	XP_023617416.1
OG0012517	XP_005071427.1	XP_006099674.1
OG0012518	XP_005071446.1	XP_006099654.1
OG0012519	XP_021087576.2	XP_023601662.1
OG0012520	XP_012974672.1	XP_014302499.1
OG0012521	XP_005078218.1	XP_023599920.1
OG0012522	XP_005078219.1	XP_006102889.1
OG0012523	XP_005078212.1	XP_006104729.1
OG0012524	XP_005078207.1	XP_023600792.1
OG0012525	XP_040593306.1	XP_023600796.1
OG0012526	XP_005078195.1	XP_006109158.3, XP_023603838.1
OG0012527	XP_005078193.1	XP_006103298.1, XP_023604006.1
OG0012528	XP_005078191.2	XP_006107634.1
OG0012529	XP_040594812.1	XP_014302783.2
OG0012530	XP_040594858.1	XP_006105167.1
OG0012531	XP_005078178.1	XP_006107404.1
OG0012532	XP_040594341.1	XP_023601974.1
OG0012533	XP_012976134.1	XP_006109623.1
OG0012534	XP_021088671.2	XP_023617297.1
OG0012535	XP_040608414.1	XP_006097856.1
OG0012536	XP_005088596.1	XP_006097858.1
OG0012537	XP_005080192.1	XP_014319031.1
OG0012538	XP_005080201.1	XP_014319057.1
OG0012539	XP_005080213.1	XP_023617330.1
OG0012540	XP_005080219.3	XP_006097910.2
OG0012541	XP_040608318.1	XP_014316627.1
OG0012542	XP_021088673.2	XP_006095372.1
OG0012543	XP_040608258.1	XP_023615074.1
OG0012544	XP_005080284.1	XP_006095207.1
OG0012545	XP_005076530.1	XP_023606566.1
OG0012546	XP_012978295.1	XP_014308053.1
OG0012548	XP_040613890.1	XP_023606568.1, XP_006108439.1
OG0012549	XP_012979842.1	XP_006085216.1
OG0012550	XP_005065392.1	XP_023620279.1
OG0012551	XP_040613830.1	XP_006091739.2
OG0012552	XP_021090554.1	XP_023612188.1
OG0012553	XP_040613817.1	XP_023612185.1
OG0012554	XP_012980217.1	XP_023612171.1
OG0012555	XP_040613802.1	XP_006108388.1
OG0012556	XP_040613783.1	XP_006104516.1
OG0012558	XP_005065434.1	XP_023601494.1
OG0012559	XP_005065433.2	XP_023601488.1
OG0012560	XP_040613766.1	XP_023601483.1
OG0012561	XP_040613764.1	XP_023601489.1, XP_023604620.1
OG0012562	XP_021090793.1	XP_006097452.1
OG0012563	XP_005083088.1	XP_006107723.3
OG0012564	XP_005083087.1	XP_006102208.1
OG0012565	XP_005082624.1	XP_006089317.1
OG0012566	XP_040608842.1	XP_023610009.1
OG0012567	XP_040608855.1	XP_006089342.1
OG0012568	XP_040608870.1	XP_006089352.1
OG0012569	XP_005074721.1	XP_006089354.1
OG0012570	XP_040597654.1	XP_006089355.1
OG0012571	XP_040597612.1	XP_006089359.1
OG0012572	XP_040598855.1	XP_006096084.1
OG0012573	XP_012980938.1	XP_006098508.1
OG0012574	XP_005068445.1	XP_006100598.1
OG0012575	XP_005085624.2	XP_014320977.1
OG0012576	XP_005085627.1	XP_006100142.1
OG0012577	XP_040596601.1	XP_006100120.1
OG0012579	XP_005085639.2	XP_023619447.1
OG0012580	XP_021091896.2	XP_006102319.1
OG0012581	XP_005085663.1	XP_006102305.1
OG0012582	XP_005085673.1	XP_006102289.1
OG0012583	XP_040596588.1	XP_006102281.1
OG0012584	XP_040599051.1	XP_023607304.1
OG0012585	XP_040599055.1	XP_023607315.1
OG0012586	XP_040599021.1	XP_023607241.1
OG0012587	XP_040599020.1	XP_006085903.1
OG0012588	XP_005080564.1	XP_006085941.2
OG0012589	XP_040598994.1	XP_006085883.1
OG0012590	XP_040598979.1	XP_014308730.2
OG0012591	XP_021088885.2	XP_023618675.1
OG0012592	XP_021084870.1	XP_023611359.1
OG0012593	XP_040598951.1	XP_014313088.1
OG0012594	XP_005072860.1	XP_006090813.1
OG0012595	XP_005072855.2	XP_006087870.1
OG0012596	XP_040598938.1	XP_023608932.1
OG0012597	XP_040598934.1	XP_014310465.1
OG0012598	XP_040598933.1	XP_023619632.1
OG0012599	XP_012970854.1	XP_014321133.1
OG0012600	XP_040598923.1	XP_014321115.1
OG0012601	XP_021084471.1	XP_006100289.1
OG0012602	XP_005072841.1	XP_006100288.1
OG0012603	XP_040591835.1	XP_014318302.1
OG0012604	XP_005085868.2	XP_006097042.1
OG0012605	XP_040591664.1	XP_023616499.1
OG0012606	XP_012980498.1	XP_006097021.1
OG0012607	XP_040591666.1	XP_023616535.1
OG0012608	XP_005085863.1	XP_006097012.1
OG0012609	XP_040598896.1	XP_014320562.1
OG0012610	XP_040598898.1	XP_006099637.1
OG0012611	XP_005072837.1	XP_014320555.2
OG0012612	XP_005072828.1	XP_006096105.1
OG0012613	XP_005072826.1	XP_006096102.1
OG0012614	XP_040598870.1	XP_006096095.1
OG0012615	XP_040598866.1	XP_006096090.1
OG0012616	XP_005072820.1	XP_006096087.1
OG0012617	XP_040598815.1	XP_023611582.1
OG0012618	XP_005072802.1	XP_006091054.1
OG0012619	XP_040598806.1	XP_014313255.1
OG0012620	XP_005072804.1	XP_006091053.1
OG0012621	XP_005072797.1	XP_006091061.1
OG0012622	XP_005072793.1	XP_023611619.1
OG0012623	XP_021084440.1	XP_023611625.1
OG0012624	XP_040598761.1	XP_014313310.1
OG0012625	XP_040598758.1	XP_006091078.1
OG0012626	XP_005072871.1	XP_006091092.2, XP_023611648.1
OG0012627	XP_040598748.1	XP_023611655.1
OG0012628	XP_040598733.1	XP_023617127.1
OG0012629	XP_040598725.1	XP_006097650.1
OG0012630	XP_021084426.1	XP_023617128.1
OG0012631	XP_012970845.1	XP_006097667.1
OG0012632	XP_040598709.1	XP_006097686.1
OG0012633	XP_040598697.1	XP_006097712.1
OG0012634	XP_005086443.1	XP_006097710.1
OG0012635	XP_005086431.1	XP_006098496.1, XP_006108714.1
OG0012636	XP_040598648.1	XP_023617946.1
OG0012637	XP_005086423.1	XP_006098481.1
OG0012638	XP_040598643.1	XP_023617945.1
OG0012639	XP_005084071.2	XP_006087059.1
OG0012640	XP_040598602.1	XP_006087034.1
OG0012641	XP_040598574.1	XP_006101735.1
OG0012642	XP_040598556.1	XP_006109762.1
OG0012643	XP_005068424.1	XP_023602621.1
OG0012644	XP_040598459.1	XP_006107201.3
OG0012645	XP_040598437.1	XP_023600201.1
OG0012646	XP_040598435.1	XP_014301032.1
OG0012647	XP_005068310.1	XP_006103168.1
OG0012648	XP_012967636.1	XP_006100582.1
OG0012649	XP_040598394.1	XP_023619862.1
OG0012650	XP_040598318.1	XP_023602911.1
OG0012652	XP_040600807.1	XP_023619189.1
OG0012653	XP_005084068.1	XP_023608304.1
OG0012655	XP_005070216.3	XP_006092421.1
OG0012656	XP_021086176.1	XP_014302940.1
OG0012657	XP_005077019.1	XP_023599964.1
OG0012658	XP_005083718.1	XP_023604119.1
OG0012659	XP_021091851.1	XP_023601722.1
OG0012660	XP_040592820.1	XP_006103241.1
OG0012661	XP_005069856.1	XP_006108135.1
OG0012662	XP_005070129.1	XP_006092357.1
OG0012663	XP_005087421.1	XP_023614809.1
OG0012664	XP_005075972.1	XP_006100825.1, XP_006108625.1
OG0012665	XP_005075944.1	XP_006098984.1
OG0012666	XP_040603954.1	XP_023615363.1
OG0012667	XP_005077149.3	XP_006095632.1
OG0012669	XP_040606167.1	XP_006106689.1
OG0012670	XP_040606156.1	XP_023603184.1
OG0012671	XP_040606144.1	XP_023604982.1, XP_014306286.1
OG0012673	XP_005069859.1	XP_006108012.1
OG0012675	XP_005070234.1	XP_006109297.1
OG0012676	XP_012968640.1	XP_006108176.1
OG0012677	XP_005069873.1	XP_023604521.1
OG0012680	XP_040606092.1	XP_023604611.1
OG0012682	XP_005069897.1	XP_006108759.1
OG0012683	XP_012968582.1, NP_001268610.1	XP_006108225.2
OG0012684	XP_040606049.1	XP_014305622.2
OG0012685	XP_040606046.1	XP_023603995.1
OG0012687	XP_040606042.1	XP_006107069.1
OG0012688	XP_040606018.1	XP_023603316.1
OG0012689	XP_040606017.1	XP_023603314.1
OG0012690	XP_005069943.1	XP_006107235.2
OG0012691	XP_005069947.1	XP_023603675.1
OG0012692	XP_040606009.1	XP_014304643.1
OG0012693	XP_005069964.1	XP_014301297.1
OG0012694	XP_005069969.1	XP_014301325.1
OG0012695	XP_012968733.1	XP_014301300.1
OG0012696	XP_005069980.1	XP_006109996.1
OG0012697	XP_005070002.1	XP_006107612.1
OG0012698	XP_005070048.1	XP_006092490.1
OG0012699	XP_005070050.2	XP_014314376.1
OG0012700	XP_040605900.1	XP_023612750.1
OG0012701	XP_040605897.1	XP_006092507.1
OG0012702	XP_040605884.1	XP_006092514.1
OG0012703	XP_005070067.1	XP_006092530.2
OG0012704	XP_021082811.1	XP_014314188.1
OG0012705	XP_040605833.1	XP_006092239.1
OG0012706	XP_012968687.1	XP_006092211.1
OG0012707	XP_005070113.1	XP_014314207.1
OG0012708	XP_005070105.1	XP_006092259.1
OG0012709	XP_012968877.1	XP_014302899.1
OG0012710	XP_040605740.1	XP_006106152.1
OG0012711	XP_040605761.1	XP_023612727.1
OG0012712	XP_005070145.1	XP_023612625.1
OG0012713	XP_005070141.1	XP_006092346.2
OG0012714	XP_021082827.1	XP_006092355.1
OG0012715	XP_021082823.1	XP_006092360.1
OG0012716	XP_040605790.1	XP_006092370.1, XP_006088588.1
OG0012717	XP_040605689.1	XP_006109804.3
OG0012719	XP_005070188.1	XP_023612648.1, XP_006092383.1
OG0012720	XP_005070195.1	XP_023612653.1
OG0012721	XP_005070202.2	XP_006092406.1
OG0012722	XP_040605663.1	XP_006092411.1
OG0012723	XP_040605646.1	XP_006092427.2
OG0012724	XP_040605632.1	XP_006092462.1
OG0012725	XP_005087443.1	XP_023612693.1
OG0012726	XP_005087442.1	XP_014314341.1
OG0012727	XP_005087440.1	XP_006092463.1
OG0012728	XP_005076023.1	XP_006100885.2
OG0012729	XP_005076010.1	XP_006100882.1
OG0012730	XP_012973117.1	XP_006100883.1
OG0012731	XP_005076004.1	XP_006100873.1
OG0012732	XP_005075984.1	XP_006100837.1
OG0012733	XP_040605562.1	XP_006100834.1
OG0012734	XP_005075974.1	XP_023620136.1
OG0012735	XP_040605552.1	XP_006100828.1
OG0012736	XP_040605549.1	XP_023620127.1
OG0012737	XP_005075969.1	XP_006099022.3
OG0012738	XP_040605506.1	XP_023618353.1
OG0012739	XP_040605501.1	XP_014319979.1
OG0012740	XP_040605474.1	XP_014319992.1
OG0012741	XP_012973043.1	XP_006099014.1
OG0012742	XP_005075912.1	XP_006105324.2
OG0012743	XP_005075903.1	XP_006105317.1
OG0012744	XP_040605461.1	XP_014323689.1
OG0012745	XP_005075894.1	XP_014323668.1
OG0012746	XP_040605439.1	XP_023599954.1
OG0012747	XP_005075877.1	XP_006095637.1
OG0012748	XP_021086165.1	XP_006095641.1
OG0012749	XP_040605396.1	XP_006095695.1
OG0012750	XP_040605383.1	XP_023615391.1
OG0012751	XP_040605376.1	XP_006095685.1
OG0012752	XP_005076946.2	XP_023615392.1
OG0012753	XP_005076949.1	XP_006095692.1
OG0012754	XP_012973843.1	XP_023612589.1
OG0012755	XP_040605308.1	XP_006092301.1
OG0012756	XP_021086750.1	XP_006092308.1
OG0012757	XP_040605306.1	XP_023612607.1
OG0012758	XP_040605287.1	XP_023600979.1
OG0012759	XP_005076984.1	XP_006104011.1
OG0012760	XP_005076994.1	XP_023599175.1
OG0012761	XP_005077136.3	XP_006101988.1
OG0012762	XP_040605203.1	XP_006099925.1
OG0012763	XP_005077038.1	XP_023604133.1, XP_023599278.1
OG0012764	XP_040605199.1	XP_023599270.1
OG0012765	XP_005077042.1	XP_006102122.1
OG0012766	XP_012973818.1	XP_006095565.1
OG0012767	XP_005077062.1	XP_006095577.1
OG0012768	XP_040605172.1	XP_006095581.1, XP_006108283.1
OG0012769	XP_005077072.1	XP_006095584.1
OG0012770	XP_005077089.1	XP_023615251.1
OG0012771	XP_005077088.1	XP_006095596.2
OG0012772	XP_040605158.1	XP_006095600.1
OG0012773	XP_040605117.1	XP_023615320.1
OG0012774	XP_040605110.1	XP_023615260.1
OG0012775	XP_005077103.1	XP_014317095.1
OG0012776	XP_040605106.1	XP_023615290.1
OG0012777	XP_040605103.1	XP_023615262.1
OG0012778	XP_005067431.1	XP_006095619.1
OG0012779	XP_005067436.1	XP_006099263.1
OG0012780	XP_005067439.1	XP_006099260.1
OG0012782	XP_005067447.1	XP_023618603.1
OG0012783	XP_005067449.1	XP_006099251.1
OG0012784	XP_040605071.1	XP_023618600.1
OG0012785	XP_040605073.1	XP_006099229.1
OG0012786	XP_005067458.1	XP_023618601.1
OG0012787	XP_005067463.2	XP_006099224.1
OG0012788	XP_021081325.2	XP_023603134.1
OG0012789	XP_012967031.1	XP_006105205.1
OG0012790	XP_005067867.1	XP_006105207.1
OG0012791	XP_021081333.1	XP_006107004.1
OG0012793	XP_040601200.1	XP_014306907.2
OG0012797	XP_005083733.1	XP_006109555.1
OG0012798	XP_005083703.1	XP_014305370.2
OG0012803	XP_005085454.1	XP_006109346.3
OG0012804	XP_040601073.1	XP_023601442.1
OG0012805	XP_012981885.1	XP_023602499.1
OG0012806	XP_005085575.1	XP_006105730.1
OG0012807	XP_040600942.1, XP_040600943.1	XP_006109769.1
OG0012808	XP_040600987.1	XP_006103230.1
OG0012809	XP_005085538.1	XP_023600208.1
OG0012810	XP_005085539.1	XP_006103214.1
OG0012811	XP_005085536.1	XP_023600245.1
OG0012812	XP_040601014.1	XP_023600264.1
OG0012813	XP_040601015.1	XP_006103204.1
OG0012814	XP_005085530.1	XP_006103203.1
OG0012815	XP_040592836.1	XP_006102136.1
OG0012816	XP_005087591.3	XP_014322926.2
OG0012817	XP_005082118.1	XP_014322940.1
OG0012818	XP_040591657.1	XP_006096293.1
OG0012819	XP_040591487.1	XP_014317666.1
OG0012820	XP_012977507.1	XP_006096310.1
OG0012821	XP_012977440.2, XP_040591205.1	XP_006096327.1
OG0012822	XP_005139352.2	XP_006096345.1
OG0012823	XP_005082169.2	XP_014313401.1
OG0012824	XP_012977472.1	XP_006091177.2
OG0012825	XP_005079793.3	XP_006093672.1
OG0012826	XP_040608733.1	XP_006104601.1
OG0012827	XP_005082955.1	XP_006085024.1
OG0012828	XP_040585590.1	XP_023617242.1
OG0012830	XP_005071178.1	XP_006093042.1
OG0012831	XP_021083388.1	XP_006093041.1
OG0012832	XP_005071163.1	XP_006093026.1
OG0012833	XP_012971276.1	XP_006089232.1
OG0012834	XP_005079805.1	XP_023613708.1
OG0012835	XP_040610593.1	XP_006093747.1
OG0012836	XP_005079769.2	XP_023613712.1
OG0012837	NP_001268551.1	XP_006093696.1
OG0012838	XP_005079787.1	XP_006093692.1
OG0012839	XP_040610654.1, XP_012966353.2	XP_006093683.1
OG0012840	XP_040610655.1	XP_006093673.1
OG0012842	XP_005079802.1	XP_006093660.1
OG0012843	XP_040610671.1	XP_006093648.1
OG0012844	XP_005079807.1	XP_006093657.1
OG0012845	XP_040610690.1	XP_006093635.1
OG0012846	XP_040610695.1	XP_006093618.1
OG0012847	XP_040610696.1	XP_014315385.2
OG0012848	XP_021088451.1	XP_014315376.1
OG0012849	XP_012975727.1	XP_023613790.1
OG0012850	XP_005079841.1	XP_006093593.1
OG0012851	XP_040610712.1	XP_023613716.1
OG0012852	XP_040610715.1	XP_023619997.1
OG0012853	XP_040610726.1	XP_023620002.1
OG0012854	XP_040610731.1	XP_006096909.1
OG0012855	XP_005079844.1	XP_014318218.1
OG0012856	XP_040610738.1	XP_006096924.1
OG0012857	XP_040610746.1	XP_023617429.1
OG0012858	XP_005081565.1	XP_023617424.1
OG0012859	XP_012977021.1	XP_014319083.1
OG0012860	XP_005081549.1	XP_006095542.1
OG0012861	XP_005067164.1	XP_006106430.2
OG0012862	XP_005067160.1	XP_006106432.1
OG0012863	XP_040609909.1	XP_006106440.1
OG0012864	XP_005067134.2	XP_006109637.1
OG0012865	XP_040609940.1	XP_014306100.2
OG0012866	XP_005067126.1	XP_014305618.1
OG0012867	XP_005067121.2	XP_023604343.1
OG0012869	XP_040609966.1	XP_023601555.1
OG0012870	XP_040609969.1	XP_006104597.1
OG0012871	XP_012966835.1	XP_014302338.1
OG0012872	XP_040609974.1	XP_023601556.1
OG0012873	XP_005067111.2	XP_023604777.1
OG0012874	XP_040609984.1	XP_023604798.1, XP_006108557.1
OG0012876	XP_040610008.1	XP_023604830.1
OG0012877	XP_040610017.1	XP_006107642.2
OG0012878	XP_040608645.1	XP_023618021.1
OG0012880	XP_040608660.1	XP_006098575.2
OG0012881	XP_005067065.2	XP_014319630.1
OG0012882	XP_040610030.1	XP_023618013.1
OG0012883	XP_005067056.1	XP_006105721.1
OG0012884	XP_005067054.1	XP_023602387.1
OG0012885	XP_012966664.1	XP_023604140.1
OG0012886	XP_040610088.1	XP_023599556.1
OG0012887	XP_005067036.1	XP_006102479.1
OG0012888	XP_005067031.1	XP_006102472.1
OG0012889	XP_040610104.1	XP_023599564.1
OG0012890	XP_040610133.1	XP_006108987.2
OG0012891	XP_005067010.1	XP_006108551.1
OG0012892	XP_040610150.1	XP_006108227.1
OG0012893	XP_005067008.1	XP_014303312.1
OG0012894	XP_040611112.1	XP_014312886.1
OG0012895	XP_005083848.1	XP_006092788.1
OG0012896	XP_005083845.1	XP_006092796.1, XP_023604817.1
OG0012897	XP_005063866.1	XP_023613020.1
OG0012898	XP_005083865.1	XP_006084115.1
OG0012899	XP_005070917.1	XP_006085798.1
OG0012900	XP_040588320.1	XP_023607145.1
OG0012901	XP_005075417.1	XP_023617848.1
OG0012902	XP_012972805.1	XP_014321610.1
OG0012903	XP_005075434.1	XP_006102719.1
OG0012904	XP_040585200.1	XP_006097798.1
OG0012905	XP_040585207.1	XP_023617240.1
OG0012906	XP_040585415.1	XP_023617237.1
OG0012907	XP_040585521.1	XP_006102857.1
OG0012908	XP_040594650.1	XP_006083538.1
OG0012909	XP_005077314.1	XP_006083475.1
OG0012910	XP_040592979.1	XP_006083536.1
OG0012911	XP_040594990.1	XP_006083442.1
OG0012912	XP_040594007.1	XP_023602743.1
OG0012913	XP_005077361.1	XP_006083438.2
OG0012914	XP_040594872.1	XP_006083437.1
OG0012915	XP_005088122.1	XP_006083414.2
OG0012916	XP_005070395.1	XP_023602557.1
OG0012917	XP_005070403.1	XP_014302730.1
OG0012918	XP_040589181.1	XP_014302680.1
OG0012919	XP_005070415.1	XP_023602425.1
OG0012920	XP_040589151.1	XP_006083527.1
OG0012921	XP_005070488.3	XP_006083357.1
OG0012922	XP_005070431.1	XP_006083356.1
OG0012923	XP_005070436.1	XP_023601756.1
OG0012924	XP_040589118.1	XP_014303741.2
OG0012925	XP_040589117.1	XP_014302205.2
OG0012926	XP_005070456.1	XP_006093057.1
OG0012927	XP_005070459.1	XP_006093050.1
OG0012928	XP_005070460.1	XP_006093051.1
OG0012929	XP_040594215.1	XP_023613214.1
OG0012930	XP_040593851.1	XP_014314849.1
OG0012931	XP_005071167.3	XP_014314871.1
OG0012932	XP_021083415.1	XP_006093019.1
OG0012933	XP_005071162.1	XP_006093016.1
OG0012934	XP_005071152.1	XP_006106829.1
OG0012935	XP_005067102.1	XP_006108068.1
OG0012936	XP_021085950.2	XP_014318956.1
OG0012937	XP_005078447.1	XP_006086622.1
OG0012938	XP_012974998.1	XP_006098797.1
OG0012939	XP_005069145.1	XP_006081650.1
OG0012940	XP_021087670.2	XP_023607938.1
OG0012941	XP_040604431.1	XP_006085719.1, XP_006109915.3
OG0012942	XP_012970261.2	XP_014306324.1
OG0012943	XP_040604450.1	XP_006102611.1
OG0012944	XP_005071922.1	XP_006102603.2
OG0012945	XP_005071919.1	XP_006107792.2
OG0012946	XP_040604457.1	XP_014323348.1
OG0012947	XP_040604469.1	XP_023599120.1
OG0012948	XP_040597784.1	XP_006081206.1
OG0012949	XP_005069206.1	XP_006081203.1
OG0012950	XP_040597767.1	XP_006081181.1
OG0012951	XP_005069173.1	XP_014309014.1
OG0012952	XP_040597732.1	XP_006081140.1
OG0012953	XP_012967033.2	XP_023619526.1
OG0012954	XP_005067824.1	XP_006100208.1
OG0012955	XP_005067825.1	XP_006100215.1
OG0012956	XP_040604567.1	XP_023619560.1
OG0012957	XP_012967185.1	XP_023607767.1
OG0012958	XP_040604530.1	XP_006086652.1
OG0012959	XP_040604513.1	XP_014309412.2
OG0012960	XP_040611980.1, XP_040611981.1	XP_006086639.1
OG0012961	XP_040611993.1	XP_014309379.1
OG0012962	XP_005078444.2	XP_006086626.1
OG0012963	XP_005078448.1	XP_006086621.1
OG0012964	XP_040612006.1	XP_014309364.1
OG0012965	XP_012979408.1	XP_006086612.1
OG0012966	XP_040614019.1	XP_006086597.1
OG0012967	XP_012979863.1	XP_006086593.1
OG0012968	XP_040613229.1	XP_006100313.1
OG0012969	XP_040612185.1	XP_006090749.1
OG0012970	XP_040613151.1	XP_023614675.1
OG0012971	XP_040613139.1	XP_023614674.1
OG0012972	XP_040613138.1	XP_023614686.1
OG0012973	XP_012971948.1	XP_006094862.1
OG0012974	XP_040613108.1	XP_006098182.1
OG0012975	XP_005074360.1	XP_006101297.2
OG0012976	XP_012974992.1	XP_006098845.1
OG0012977	XP_005078916.1	XP_006098844.2
OG0012978	XP_040596076.1	XP_014319857.1
OG0012979	XP_040596003.1	XP_006098825.1
OG0012980	XP_040595877.1	XP_006098809.1
OG0012981	XP_005078902.1	XP_006098815.2
OG0012982	XP_005078896.1	XP_023618188.1
OG0012983	XP_040595949.1, XP_012975006.1, XP_005078895.1	XP_023618235.1
OG0012984	XP_005078889.1	XP_006109299.3, XP_006098861.1
OG0012985	XP_005078870.1	XP_006098784.1
OG0012986	XP_012975007.1	XP_006098782.1
OG0012987	XP_005078843.1	XP_006102771.1
OG0012988	XP_005078949.1	XP_006102768.1
OG0012989	XP_040595122.1	XP_006102749.1
OG0012990	XP_040595116.1	XP_014323533.1
OG0012991	XP_021087954.1	XP_006103287.1
OG0012992	XP_040594813.1	XP_006096559.2
OG0012993	XP_040594702.1	XP_014317890.1
OG0012994	XP_040594600.1	XP_006096571.2
OG0012995	XP_021087869.1	XP_023616098.1
OG0012996	XP_005078779.1	XP_006096526.1
OG0012997	XP_005078773.1	XP_006096521.1
OG0012998	XP_005078769.1	XP_006088140.1
OG0012999	XP_005078768.1	XP_023609092.1
OG0013000	XP_005076552.1	XP_006088108.1
OG0013001	XP_005085100.1	XP_014310685.1
OG0013002	XP_012972592.1	XP_006104976.2
OG0013003	XP_012972581.1	XP_023618808.1
OG0013004	XP_040613275.1	XP_023618802.1
OG0013005	XP_005075165.1	XP_006099422.1
OG0013006	XP_021085781.2	XP_006099430.2
OG0013007	XP_040591524.1	XP_014313371.1
OG0013008	XP_021089747.1	XP_023611717.1
OG0013009	XP_040610172.1	XP_006088153.1
OG0013010	XP_040585491.1	XP_006093311.1
OG0013011	XP_040595566.1	XP_023611353.1
OG0013012	XP_021084202.2	XP_006093277.1
OG0013013	NP_001268574.1	XP_023606039.1
OG0013014	XP_012981793.1	XP_023601615.1
OG0013015	XP_040588317.1	XP_006104704.1
OG0013016	XP_012981303.1	XP_006104682.1
OG0013017	XP_005086888.1	XP_023601612.1
OG0013018	XP_040587963.1	XP_023604239.1
OG0013019	XP_005086909.1	XP_006104442.1
OG0013020	XP_005084910.1	XP_006105523.1
OG0013021	XP_005084918.1	XP_023602278.1
OG0013022	XP_040588325.1	XP_006104774.1
OG0013023	XP_012979759.1	XP_014322082.1
OG0013026	XP_005070725.1	XP_006108973.2
OG0013027	XP_040588362.1	XP_023601220.1
OG0013028	XP_005083625.1	XP_006108812.1
OG0013029	XP_040585435.1	XP_006107047.1
OG0013030	XP_005072467.2	XP_014301087.1
OG0013031	XP_012970536.1	XP_014301089.1
OG0013032	XP_005072452.1	XP_006107653.2
OG0013033	XP_005072441.1	XP_023602078.1
OG0013034	XP_012970569.1	XP_014302925.1
OG0013035	XP_040585526.1	XP_014321462.1
OG0013036	XP_005072515.2, XP_040585234.1	XP_006100665.1
OG0013037	XP_021084233.2	XP_006100667.1
OG0013038	XP_005072397.1	XP_006100644.1
OG0013039	XP_005072392.1	XP_006100648.1
OG0013040	XP_040585197.1	XP_023619109.1
OG0013041	XP_005072338.1	XP_014315115.1
OG0013042	XP_005072336.1	XP_006093294.1
OG0013043	XP_005072335.1	XP_014315101.1
OG0013044	XP_040596300.1	XP_023611352.1
OG0013045	XP_005073773.1	XP_006090768.1
OG0013046	XP_040585557.1	XP_006090779.1
OG0013047	XP_005075478.1	XP_006090781.1
OG0013048	XP_040585098.1	XP_023616419.1
OG0013049	XP_005086575.1	XP_006089386.1
OG0013050	XP_021084152.2	XP_023610084.1
OG0013051	XP_005072331.1	XP_023610078.1
OG0013052	XP_005073742.1	XP_023610967.1
OG0013053	XP_040595586.1	XP_006090415.1
OG0013054	XP_012971527.1	XP_023610955.1
OG0013055	XP_005073717.1	XP_006095434.1
OG0013056	XP_040596292.1	XP_006095422.1
OG0013057	XP_040596393.1	XP_006091854.1
OG0013058	XP_040596573.1	XP_006095891.1
OG0013059	XP_005066290.1	XP_006095899.1
OG0013060	XP_012969028.1	XP_006098068.1
OG0013061	XP_005073267.1	XP_014319153.1
OG0013062	XP_012971256.1	XP_006101752.1
OG0013063	XP_005073292.1	XP_006101744.1
OG0013064	XP_040614141.1	XP_006101763.1
OG0013066	XP_040584107.1	XP_023605875.1
OG0013067	XP_040584120.1	XP_006105960.2
OG0013068	XP_005079192.1	XP_006106793.1
OG0013069	XP_005073812.1	XP_023610080.1
OG0013070	XP_005066280.1	XP_006095913.1
OG0013072	XP_040592257.1	XP_023604067.1
OG0013073	XP_040603114.1	XP_023620566.1
OG0013074	XP_040603224.1	XP_023600621.1
OG0013076	XP_040603228.1	XP_023600625.1
OG0013077	XP_040603290.1	XP_023614422.1
OG0013078	XP_040586439.1	XP_014302012.1, XP_006109081.1
OG0013079	XP_040586492.1	XP_014320921.1
