Orthogroup	Mesocricetus_auratus	Mus_musculus
OG0014998	XP_040592684.1	NP_001164214.1
OG0014999	XP_005073097.1	NP_082550.1
OG0015000	XP_005073090.1	NP_001116066.2
OG0015001	XP_005073076.1	NP_034947.1
OG0015002	XP_040592573.1	NP_079734.1
OG0015003	XP_040592523.1	NP_631975.3
OG0015004	XP_040592525.1	NP_001355245.1
OG0015005	XP_040592553.1	NP_663379.1
OG0015006	XP_040592473.1	NP_038668.2
OG0015007	XP_005076367.1	NP_075671.1
OG0015008	XP_005076362.1	NP_067488.1
OG0015009	XP_005076357.1	NP_062669.2
OG0015010	XP_005076346.2	NP_038505.2
OG0015011	XP_021086425.1	XP_006530585.2
OG0015012	XP_005076334.1	NP_001365894.1
OG0015013	XP_005078719.1	NP_081029.1
OG0015014	XP_005078707.1	NP_705810.2
OG0015016	XP_040612978.1	NP_705793.1
OG0015017	XP_040590862.1	NP_957678.1
OG0015018	XP_005064548.1	NP_001019309.1
OG0015019	XP_040604159.1	NP_035077.1
OG0015020	XP_005074628.1	NP_080177.1
OG0015021	XP_005081966.1	NP_034646.1
OG0015022	XP_005076127.1	NP_031862.1
OG0015023	XP_040604288.1	NP_598480.1
OG0015024	XP_012973547.1	NP_001074609.1
OG0015025	XP_040607435.1	XP_017175072.1, NP_001037847.1
OG0015026	XP_005080418.1	NP_033875.2
OG0015027	XP_040587178.1	NP_079838.1
OG0015028	XP_040587127.1	NP_036092.1
OG0015029	XP_005080469.1	NP_035769.1
OG0015030	XP_040587248.1	NP_032814.2
OG0015031	XP_012976252.1	NP_001075431.2
OG0015032	XP_012976230.1	NP_001365367.1
OG0015033	XP_021088797.1	NP_694801.2
OG0015034	XP_005080491.1	NP_032594.1
OG0015035	XP_005080494.1	NP_036132.1
OG0015036	XP_040587232.1	NP_001406102.1
OG0015037	XP_005079974.1	NP_001028485.1
OG0015038	XP_005079982.1	NP_058069.1
OG0015039	XP_040607250.1	NP_080008.1
OG0015040	XP_005079999.1	NP_035312.3
OG0015041	XP_040607209.1	XP_006504745.1
OG0015042	XP_005080026.3	NP_034432.1
OG0015043	XP_005080092.1	NP_084298.1
OG0015044	XP_005080033.1	NP_598677.1
OG0015045	XP_040609572.1	NP_848715.1
OG0015046	XP_040609846.1	NP_780372.2
OG0015047	XP_040610175.1	NP_766334.1
OG0015048	XP_005064445.1	NP_001334586.1
OG0015049	XP_005064446.2	NP_766335.1
OG0015050	XP_005064469.3	NP_077190.2
OG0015051	XP_021084681.1	XP_006507783.1
OG0015052	XP_040610491.1	NP_001276467.1
OG0015053	XP_005064514.1	NP_035251.3
OG0015054	XP_005064515.1	NP_067621.3
OG0015055	XP_021084902.2	NP_001028345.1
OG0015056	XP_005064519.1	XP_006507527.1
OG0015057	XP_005064535.1	NP_080175.1
OG0015058	XP_040611688.1	NP_062526.1
OG0015059	XP_012973020.1	NP_001028552.1
OG0015060	XP_005075683.1	NP_062292.1
OG0015061	XP_040589491.1	NP_035076.1
OG0015062	XP_005084617.1	NP_001277930.1
OG0015063	XP_040604082.1	NP_076135.3
OG0015064	XP_040604085.1	NP_112459.1
OG0015066	XP_005081694.1	NP_081284.2
OG0015067	XP_005081668.1	NP_032769.2
OG0015068	XP_005081659.1	NP_663371.2
OG0015069	XP_005081656.1	NP_080960.1
OG0015070	XP_040604214.1	NP_001157417.1
OG0015071	XP_005081784.2	NP_075969.2
OG0015072	XP_005081637.1	NP_898973.2
OG0015073	XP_012977177.1	XP_036016652.1
OG0015074	XP_040604266.1	NP_082227.1
OG0015075	XP_040604290.1	NP_663385.2
OG0015076	XP_005081616.2	NP_001093924.1
OG0015077	XP_040604320.1	XP_030105753.1, NP_001074538.1
OG0015078	XP_005081608.1	NP_032139.1
OG0015079	XP_005076638.1	NP_081708.1
OG0015080	XP_040608010.1	NP_666248.1
OG0015081	NP_001268554.1	NP_031467.1
OG0015082	XP_005076695.2	NP_001276474.1
OG0015083	XP_005076693.2	NP_001074789.2
OG0015084	XP_005077161.1	XP_036018972.1
OG0015085	XP_005081977.1	NP_663521.1
OG0015086	XP_040607606.1	NP_848769.2
OG0015087	XP_005081964.1	NP_033870.1
OG0015088	XP_040607551.1	NP_001157672.1
OG0015089	XP_040607496.1	NP_766062.1
OG0015090	XP_040607462.1	NP_001357710.1
OG0015091	XP_005087025.1	NP_001165563.1
OG0015092	XP_005071361.1	NP_034630.1
OG0015093	XP_005071395.4	NP_033478.1
OG0015094	XP_005071526.1	NP_899247.3
OG0015095	XP_005065425.2	NP_694727.1, XP_006525880.1
OG0015096	XP_021090045.1	NP_001028512.2
OG0015097	XP_021087607.2	NP_038757.1
OG0015098	XP_005073451.1	NP_602320.2
OG0015099	XP_005073456.1	NP_444336.2
OG0015100	XP_005073485.1	NP_001074492.1
OG0015101	XP_012971333.3	NP_001034561.1
OG0015102	XP_040593999.1	XP_006497318.1
OG0015103	XP_005082914.1	NP_034730.1
OG0015104	XP_040593825.1	NP_033605.1
OG0015105	XP_012978091.1	NP_848747.4
OG0015106	XP_040595299.1	NP_659129.2
OG0015107	XP_005082935.1	NP_084336.1
OG0015108	XP_040595095.1	XP_006529637.1
OG0015109	XP_005071348.1	NP_034813.2
OG0015110	XP_012969785.2	XP_006529513.1
OG0015111	XP_005071340.1	NP_080645.2
OG0015112	XP_040594638.1	XP_006496813.1
OG0015113	XP_040594192.1	NP_001191833.1
OG0015114	XP_012969760.1	XP_006496829.1, NP_001074759.1
OG0015115	XP_040594826.1	NP_084347.1
OG0015116	XP_040594091.1	NP_032002.1
OG0015117	XP_005071436.1	NP_663487.1
OG0015118	XP_005071454.1	NP_780505.1
OG0015119	XP_005078217.1	NP_001012330.1
OG0015120	XP_005078196.1	NP_001074696.1
OG0015122	XP_040607415.1	NP_001357785.1
OG0015123	XP_005080158.1	NP_291051.1
OG0015124	XP_040608401.1	NP_001025061.2
OG0015125	XP_005080215.1	NP_038719.2
OG0015126	XP_012976001.3	NP_084250.1
OG0015127	XP_005076520.2	NP_001355584.1
OG0015128	XP_005076518.1	NP_079685.1
OG0015129	XP_040597498.1	NP_001401328.1
OG0015130	XP_005065374.1	NP_033334.2
OG0015131	XP_005065396.1	NP_001334438.1
OG0015132	XP_005065402.2	NP_001028617.2
OG0015133	XP_040613821.1	NP_001157081.1
OG0015134	XP_005065423.1	NP_663467.1
OG0015135	XP_005065437.1	NP_077144.2
OG0015136	XP_040608775.1	XP_006524231.1
OG0015137	XP_040608792.1, XP_040608790.1	NP_001138664.1, XP_006524478.1
OG0015138	XP_040608798.1	XP_006523675.1
OG0015139	XP_005077224.1	NP_598446.2, XP_036016134.1
OG0015140	XP_012972174.1	NP_444491.1
OG0015141	XP_005076500.1	NP_001365773.1
OG0015142	XP_021086548.2	XP_011245314.1, NP_083224.2
OG0015143	XP_005076506.1	NP_803421.1
OG0015144	XP_005139403.2	NP_780413.1
OG0015145	XP_005085654.1	NP_081084.1
OG0015146	XP_005080566.1	NP_064683.2
OG0015147	XP_012970792.1	NP_848830.1
OG0015148	XP_005086426.1	NP_034364.1
OG0015149	XP_040596582.1	NP_034720.2
OG0015150	XP_005139397.3	NP_035316.1
OG0015151	XP_040596617.1	NP_997014.1
OG0015152	XP_040596559.1	NP_083270.2
OG0015153	XP_005085661.1	NP_077229.4
OG0015154	XP_005085669.1	NP_075886.1
OG0015155	XP_005085679.2	NP_064339.2
OG0015156	XP_005085682.1	NP_001076444.1
OG0015157	XP_005085680.3	NP_062794.1
OG0015158	XP_005076328.1	NP_032884.2
OG0015159	XP_005080555.2	NP_082409.2
OG0015160	XP_040599011.1	NP_082590.2, XP_011242488.1
OG0015161	XP_040598998.1	XP_030102685.1
OG0015162	XP_040599237.1	NP_001156743.1
OG0015163	XP_005073559.1	NP_808474.2
OG0015164	XP_005072857.1	NP_666147.1
OG0015165	XP_005072839.1	NP_082403.2
OG0015166	XP_040591740.1	NP_766187.1
OG0015168	XP_040598869.1	NP_032882.2
OG0015169	XP_040598858.1	NP_001351210.1
OG0015170	XP_040598856.1	NP_075764.1
OG0015171	XP_005072817.1	NP_109675.1
OG0015173	XP_040598818.1	XP_006515932.1
OG0015174	XP_040598813.1	NP_666039.1
OG0015175	XP_021084434.2	NP_001008423.2
OG0015176	XP_005072767.1	NP_001334313.1
OG0015177	XP_040598712.1	NP_599008.3
OG0015179	XP_040598688.1	NP_082908.2
OG0015180	XP_040598676.1	NP_660120.2
OG0015181	XP_005086424.1	NP_058047.1
OG0015182	XP_040598645.1	NP_001186772.1
OG0015183	XP_040598622.1	NP_666148.1
OG0015184	XP_040598563.1	XP_006515388.1
OG0015185	XP_005068459.1	XP_017170662.1
OG0015186	XP_005068440.1	NP_796114.1
OG0015187	XP_005068438.1	NP_001136411.1, NP_001136410.1
OG0015188	XP_021081838.1	NP_001171312.1
OG0015189	XP_005068410.1	NP_082695.1
OG0015190	XP_040598386.1	NP_082641.1
OG0015191	XP_040598382.1	NP_932140.2
OG0015192	XP_040598353.1	NP_067248.1
OG0015193	XP_012967671.1	XP_006516241.1
OG0015194	XP_040598326.1	XP_036013090.1
OG0015195	XP_040598306.1	XP_006515408.1, NP_001074638.1
OG0015196	XP_040598298.1	NP_001365427.1
OG0015197	XP_040598280.1	XP_006515481.1
OG0015198	XP_012967510.1	NP_077185.1
OG0015199	XP_040598299.1	NP_001093930.1, XP_006516115.1
OG0015200	XP_021079415.1	NP_001365439.1
OG0015201	XP_012973055.1	NP_150086.2
OG0015202	XP_005088456.1	NP_079768.2, XP_036012791.1
OG0015203	XP_005067847.1	NP_796156.3
OG0015204	XP_005083732.1	NP_084135.1
OG0015205	XP_005069898.1	NP_038954.1
OG0015206	XP_005075960.1	NP_062380.2
OG0015207	XP_005075920.1	XP_006531996.1, NP_570928.1
OG0015208	XP_005075917.1	NP_034185.1
OG0015209	XP_005075867.1	NP_032737.1
OG0015210	XP_021086160.1	NP_083135.1
OG0015211	XP_005083748.1	NP_033979.2
OG0015212	XP_005069836.1	NP_001139545.1
OG0015213	XP_040606152.1	NP_079678.1
OG0015214	XP_012968821.1	XP_006532807.1
OG0015215	XP_005070231.1	NP_001412370.1
OG0015216	XP_005069864.1	NP_035162.1
OG0015217	XP_005069865.1	NP_081090.1
OG0015218	XP_005069872.1	NP_932112.2
OG0015219	XP_040606103.1	NP_001334550.1, XP_011247350.1
OG0015220	XP_005069899.1	NP_001034256.1
OG0015221	XP_040606002.1	NP_001351006.1
OG0015222	XP_005069963.2	NP_077139.2
OG0015223	XP_040605979.1	NP_899108.3, XP_011247546.1
OG0015224	XP_005069995.1	NP_081408.2
OG0015225	XP_005070275.2	NP_001333701.1
OG0015226	XP_005070017.3	NP_444503.2
OG0015227	XP_005070028.1	XP_036012601.1
OG0015228	XP_005070038.1	NP_034433.3
OG0015229	XP_005070039.1	NP_035398.2
OG0015230	XP_005070047.1	NP_062304.1
OG0015231	XP_040605916.1	NP_080170.1
OG0015232	XP_005070053.1	NP_598463.2
OG0015233	XP_040605908.1	XP_006532738.1
OG0015234	XP_005070059.1	NP_796062.2
OG0015235	XP_005070073.1	XP_006534615.2
OG0015236	XP_005070074.1	NP_032976.1
OG0015237	XP_040605861.1	NP_001239377.1
OG0015238	XP_040605821.1	XP_006533113.1
OG0015240	XP_012982293.1	NP_620092.1
OG0015241	XP_040605742.1	NP_080042.1
OG0015242	XP_005070148.1	NP_683755.1
OG0015243	XP_040605683.1	NP_032087.2
OG0015244	XP_040605686.1	NP_001344503.1
OG0015245	XP_005070199.1	NP_080838.1
OG0015246	XP_005070321.1	NP_062317.1
OG0015247	XP_005070207.1	NP_031747.2
OG0015248	XP_040605655.1	XP_006532112.1
OG0015249	XP_005070222.1	NP_033012.1
OG0015250	XP_005087452.1	XP_006533709.1, NP_001074663.1
OG0015251	XP_005087439.1	NP_766153.1
OG0015252	XP_005087437.1	NP_080003.1
OG0015253	XP_005076040.1	NP_998895.2
OG0015254	XP_005076038.1	NP_075745.1
OG0015255	XP_005076013.1	NP_001074394.1
OG0015256	XP_005075995.1	NP_079835.1, XP_030101315.1
OG0015257	XP_040605563.1	NP_001103096.1
OG0015258	XP_005075964.1	NP_032405.3
OG0015259	XP_040605513.1	NP_598782.1
OG0015260	XP_040605510.1	NP_063930.1
OG0015261	XP_005075940.1	NP_032294.2
OG0015262	XP_005075939.2	NP_034589.3
OG0015263	XP_005075932.2	NP_032293.1
OG0015264	XP_005075931.1	NP_758504.3
OG0015265	XP_040605497.1	NP_034081.1
OG0015266	XP_005075911.1	NP_758465.2
OG0015267	XP_012973141.1	NP_031715.1
OG0015268	XP_012973046.1	XP_006532001.1
OG0015269	XP_005075892.1	NP_082075.2
OG0015270	XP_005075880.2	NP_082823.1
OG0015271	XP_005075876.1	NP_950173.1
OG0015272	XP_012973070.3	NP_001314739.1
OG0015273	XP_005075853.1	NP_031972.2
OG0015274	XP_040605371.1	NP_001389523.1
OG0015275	XP_040605352.1	NP_080467.3
OG0015276	XP_005076965.1	NP_033350.2
OG0015277	XP_005076966.1	NP_058606.3
OG0015278	XP_005076968.1	NP_080101.1
OG0015279	XP_040603851.1	NP_001033021.2
OG0015280	XP_040605264.1	NP_001013781.1
OG0015281	XP_005077003.1	NP_084500.1
OG0015282	XP_005077026.1	XP_006532059.1
OG0015283	XP_005077048.1	NP_062627.3
OG0015284	XP_005077057.1	NP_598467.1
OG0015285	XP_005077063.1	NP_035837.1
OG0015286	XP_005077064.1	NP_001161993.1
OG0015287	XP_040605170.1	NP_001391729.1
OG0015288	XP_040605161.1	NP_071708.2
OG0015289	XP_005077092.1	NP_001271156.1
OG0015290	XP_005067425.1	NP_001012309.1
OG0015291	XP_005067427.1	NP_848760.1
OG0015292	XP_005067433.1	NP_032776.1
OG0015293	XP_005067441.1	NP_080940.2
OG0015294	XP_005067451.1	NP_032876.1
OG0015295	XP_040605091.1	NP_001025109.1
OG0015296	XP_040605086.1	NP_081525.1
OG0015297	XP_040605077.1	NP_652762.2
OG0015298	XP_021081324.1	XP_006533722.1, NP_001013806.1
OG0015299	XP_005067487.1	NP_083840.1
OG0015300	XP_021081332.1	NP_034483.1
OG0015301	XP_021090736.1	XP_006498485.1
OG0015302	XP_005083762.1	NP_075953.1
OG0015303	XP_005083751.1	NP_114031.2
OG0015304	XP_005083741.1	XP_036016565.1, NP_705785.1
OG0015305	XP_012978717.1	XP_011237513.1, NP_084234.1
OG0015306	XP_005083735.1	NP_001405736.1
OG0015307	XP_005083712.1	NP_081104.1
OG0015308	XP_040601159.1	NP_001394979.1
OG0015309	XP_040601160.1	XP_006497940.2
OG0015310	XP_005085446.1	NP_038706.1
OG0015311	XP_040601105.1	XP_006498172.1
OG0015312	XP_005085456.1	NP_079652.1
OG0015313	XP_005085471.1	NP_081316.1
OG0015314	XP_005085488.1	NP_001160177.1
OG0015315	XP_040592837.1	XP_006498011.1
OG0015316	XP_005085556.1	NP_659133.1
OG0015317	XP_012980252.1	XP_011237497.1, NP_932117.2
OG0015318	XP_005085554.1	NP_579924.1
OG0015319	XP_005085548.1	NP_065062.1
OG0015320	XP_005085543.1	NP_808316.1
OG0015321	XP_040592812.1	XP_006498334.1
OG0015322	XP_005087733.1	NP_932118.1
OG0015323	XP_005087595.4	NP_570930.1
OG0015324	XP_040591558.1	NP_666231.1
OG0015325	XP_040591652.1	NP_077171.1
OG0015326	XP_040591649.1	NP_848893.2
OG0015327	XP_005082172.1	NP_080979.1
OG0015328	XP_021082641.1, XP_021082640.1	XP_030101983.1
OG0015329	XP_005079785.1	NP_598758.2
OG0015330	XP_005079811.2	NP_032408.2
OG0015331	XP_005079891.2	NP_001028434.1
OG0015332	XP_012966476.1	NP_032223.2
OG0015333	XP_005075412.1	NP_077245.2
OG0015334	XP_021083387.2	NP_079742.1
OG0015335	NP_001268588.1	NP_904326.1
OG0015336	XP_021088437.1	XP_006513048.1
OG0015337	XP_005079784.1	NP_112542.1
OG0015338	XP_040610686.1	NP_001272714.1
OG0015339	XP_005079818.1	NP_001034089.1
OG0015340	XP_005079892.1	XP_017169241.1, NP_001191965.1
OG0015341	XP_040610721.1	XP_011241835.1
OG0015342	XP_005081578.2	NP_001074662.2
OG0015343	XP_005081554.1	NP_084151.2
OG0015344	XP_005139377.2	NP_666354.1
OG0015345	XP_005081537.1	NP_067427.1
OG0015346	XP_005081581.2	NP_077774.1
OG0015347	XP_005081527.1	NP_001414153.1
OG0015348	XP_040597107.1, XP_040610797.1	NP_001028646.2
OG0015349	XP_012966584.1	NP_891558.1
OG0015350	XP_012966615.1	NP_001403078.1
OG0015351	XP_040609934.1	NP_001351784.1
OG0015352	XP_040609956.1	XP_006520323.1
OG0015353	XP_040609988.1	NP_848729.1
OG0015354	XP_040608644.1	NP_080263.1
OG0015355	XP_040608694.1	NP_035529.1
OG0015356	XP_005067035.1	NP_081507.1
OG0015357	XP_040610108.1	NP_666041.1
OG0015358	XP_012966486.1	XP_006521509.1, NP_082471.2
OG0015359	XP_040610135.1	XP_006521523.3
OG0015360	XP_005077807.2	NP_821136.1
OG0015361	XP_012974333.1	NP_001281207.1
OG0015362	XP_005083855.1	NP_598754.2
OG0015363	XP_021090758.1	NP_780660.1
OG0015364	XP_040585348.1	NP_733485.1
OG0015367	XP_005077353.1	NP_080456.1
OG0015368	XP_005077316.1	NP_001152968.1
OG0015369	XP_040595065.1	NP_082852.1
OG0015370	XP_040594871.1	NP_034960.1
OG0015371	XP_040589155.1	NP_001093864.1
OG0015372	XP_005070397.1	NP_918943.1
OG0015373	XP_005070405.1	NP_080741.1
OG0015374	XP_012969068.1	NP_001390953.1
OG0015375	XP_005071174.2	NP_473382.1
OG0015376	XP_005071164.1	NP_034881.2
OG0015377	XP_005067157.2	NP_001153650.2
OG0015378	XP_040610074.1	NP_951062.1
OG0015379	XP_005067029.1	NP_056553.2
OG0015380	XP_005069156.1	NP_080375.2, XP_006526238.1
OG0015381	XP_012974747.1	NP_035026.1
OG0015382	XP_005065257.1	NP_034410.3
OG0015383	XP_005082242.1	NP_034017.1
OG0015384	XP_005078885.1	NP_035144.1
OG0015385	XP_005078520.1	NP_032399.1
OG0015386	XP_005071942.1	NP_001349654.1
OG0015387	XP_005071915.1	NP_035148.1
OG0015388	XP_012970259.1	XP_036012258.1
OG0015389	XP_005071911.1	NP_001388483.1
OG0015390	XP_012970220.1	XP_017169732.1
OG0015391	XP_040604509.1	NP_080907.1
OG0015392	XP_005078431.1	NP_080487.2
OG0015393	XP_005069198.1	NP_149026.1
OG0015394	XP_040597751.1	NP_001344392.1
OG0015395	XP_005069146.1	NP_079754.2
OG0015396	XP_005069142.1	NP_001074797.1
OG0015397	XP_012967244.1	NP_082193.2
OG0015398	XP_005067969.1	NP_694709.1
OG0015399	XP_040604543.1	NP_694757.1
OG0015400	XP_012967089.1	XP_030101626.1
OG0015401	XP_005078433.1	NP_031622.2
OG0015402	XP_005078517.1	NP_001239416.1
OG0015403	XP_021087671.2	NP_084148.1
OG0015404	XP_005065261.1	NP_033316.2
OG0015405	XP_040614011.1	NP_001348065.1
OG0015406	XP_012980488.1	NP_659114.2
OG0015407	XP_005065345.1	NP_031939.1
OG0015408	XP_005065339.1	NP_821072.1
OG0015409	XP_040601633.1	NP_613061.1
OG0015411	XP_040613141.1	NP_001356010.1
OG0015412	XP_005074331.1	NP_848463.1
OG0015413	XP_005074348.1	NP_783578.1
OG0015414	XP_040613095.1	NP_080644.2
OG0015415	XP_040613088.1	NP_038718.2
OG0015416	XP_040596110.1	NP_035593.2
OG0015417	XP_005078912.1	NP_057898.2
OG0015418	XP_040595615.1	NP_001342367.1
OG0015419	XP_005078871.1	NP_080364.1
OG0015420	XP_012975148.1	NP_001292315.1
OG0015421	XP_005078854.1	NP_035701.3
OG0015422	XP_005078845.1	NP_766280.2
OG0015423	XP_021087950.1	NP_062309.2
OG0015424	XP_012975041.1	NP_081787.1
OG0015425	XP_021087949.1	NP_001335037.1
OG0015426	XP_005078830.1	NP_001002787.1
OG0015427	XP_012975159.1	NP_525028.1
OG0015428	XP_005078804.1	NP_079789.1
OG0015429	XP_005078801.2	NP_001028478.1
OG0015430	XP_040594754.1	NP_001028373.2
OG0015431	XP_021087911.1	NP_035858.2
OG0015432	XP_040594651.1	NP_444409.1
OG0015433	XP_040594552.1	NP_034058.2
OG0015434	XP_005078785.3	NP_064382.3
OG0015435	XP_021086572.1	XP_006538043.1
OG0015436	XP_040594042.1	XP_011248370.1
OG0015437	XP_005085098.1	NP_848842.1
OG0015438	XP_040593815.1	NP_001342625.1
OG0015439	XP_021091597.2	NP_001357772.1
OG0015440	XP_005075174.1	NP_081573.1
OG0015441	XP_005075168.1	NP_077135.1
OG0015442	XP_005075160.1	NP_766282.1
OG0015443	XP_021089717.1, XP_005082132.1, XP_012977513.1	NP_084297.1
OG0015444	XP_021084243.1	NP_035325.2
OG0015445	XP_005072351.1	NP_001342199.1
OG0015446	XP_040588418.1	NP_598883.1
OG0015447	XP_005087653.1	NP_080154.1
OG0015448	XP_005087666.1	NP_598423.1
OG0015449	XP_021079496.1	NP_001342204.1, NP_001008424.2
OG0015450	XP_040588343.1	NP_780357.1
OG0015451	XP_005086926.1	NP_034864.2
OG0015452	XP_012981292.1	XP_006524181.1
OG0015453	XP_005086890.1	NP_035023.3
OG0015454	XP_040587971.1	NP_062315.1
OG0015455	XP_005086908.1	NP_062276.1
OG0015456	XP_040588399.1	XP_006523861.1, NP_035059.2
OG0015457	XP_040588402.1	NP_598877.1
OG0015458	XP_005084919.2	XP_006524298.1
OG0015459	XP_040587960.1	NP_080339.1
OG0015460	XP_012979804.1	NP_001074238.1
OG0015461	XP_005084974.1	NP_001401270.1
OG0015462	XP_012982107.1	NP_001157213.1
OG0015463	XP_040588370.1	NP_001343194.1
OG0015464	XP_040585080.1	NP_033824.1
OG0015465	XP_040585601.1	NP_001170845.1
OG0015466	XP_005072427.1	NP_848472.2
OG0015467	XP_005072422.1	NP_001400081.1
OG0015468	XP_005072395.1	NP_033111.2
OG0015469	XP_005072394.1	NP_082474.1
OG0015470	XP_005072376.1	NP_001291885.1
OG0015471	XP_012970468.1	NP_001366002.1
OG0015472	XP_005073778.1	NP_031581.2
OG0015473	XP_040585408.1	NP_573498.1
OG0015474	XP_040596294.1	NP_598479.1
OG0015475	XP_005073746.1	NP_683743.2
OG0015476	XP_040596010.1	XP_006511121.1
OG0015477	XP_040595563.1	NP_032641.2
OG0015478	XP_005073719.1	NP_076303.3
OG0015479	XP_040595372.1	NP_062640.2
OG0015480	XP_005080903.1	NP_001028427.1
OG0015481	XP_005080897.1	NP_001355984.1
OG0015482	XP_005080900.3	NP_001398782.1
OG0015483	XP_040596608.1	NP_081018.1
OG0015484	XP_005066291.1	NP_032925.1
OG0015485	XP_005073303.1	NP_001161776.1
OG0015486	XP_040584232.1	NP_001116839.1
OG0015487	XP_005083083.1	NP_001399788.1
OG0015488	XP_040596187.1	NP_080166.1
OG0015489	XP_005073266.1	NP_001355234.1
OG0015490	XP_040592179.1	NP_001334469.1
OG0015491	XP_040603113.1	NP_775579.2
OG0015492	XP_005085510.1	XP_006521375.1, NP_080947.1
OG0015493	XP_005085523.1	NP_034872.1
OG0015494	XP_005086045.1	NP_034461.1
OG0015495	XP_040603084.1	NP_032914.1
OG0015496	XP_005074410.1	NP_001018019.3
OG0015497	XP_005068231.1	NP_001290360.1
OG0015498	XP_021084400.1	NP_001355587.1
OG0015499	XP_040586524.1	NP_001333951.1
OG0015500	XP_040586316.1	NP_941008.2
OG0015501	XP_005072681.1	NP_780665.1
OG0015502	XP_005072667.1	NP_081488.1
OG0015503	XP_040586324.1	NP_034292.2
OG0015504	XP_040586373.1	NP_035060.1
OG0015505	XP_005082784.1	NP_081035.1
OG0015506	XP_005082789.1	NP_077169.1
OG0015507	XP_005082796.1	NP_080622.1
OG0015508	XP_040586327.1	XP_006521187.2
OG0015509	XP_040592428.1, XP_040592419.1, XP_040592420.1	NP_083903.1
OG0015510	XP_005086029.2	NP_848761.2
OG0015511	XP_021078663.1	NP_666171.2
OG0015512	XP_040592365.1	XP_006521162.1
OG0015513	XP_021078667.2	NP_663447.1
OG0015515	XP_005069364.1	NP_660111.3
OG0015516	XP_005068895.1	NP_035846.1
OG0015517	XP_005074413.1	NP_001028587.1
OG0015519	XP_005080841.1	NP_081154.1
OG0015520	XP_040603145.1	NP_001363893.1
OG0015521	XP_040603176.1	XP_036021371.1
OG0015522	XP_012976479.2	NP_001405020.1
OG0015523	XP_005080812.1	NP_001152990.2
OG0015524	XP_040603217.1	NP_722496.2
OG0015525	XP_040602531.1	NP_001157023.1
OG0015526	XP_005068227.2	NP_075541.1
OG0015527	XP_040603291.1	XP_006535172.1
OG0015528	XP_005068145.1	NP_033167.2
OG0015529	XP_021081710.1	NP_031976.1
OG0015530	XP_040592297.1	XP_006520723.1, NP_942588.1
OG0015531	XP_021087830.1	NP_001138568.1
OG0015532	XP_040584564.1	NP_031564.1
OG0015533	XP_005076321.1	NP_277057.1
OG0015534	XP_005085926.1	NP_031992.1
OG0015535	XP_005076850.1	NP_033847.1
OG0015536	XP_005067779.2	NP_001034136.1
OG0015537	XP_040584653.1	NP_079626.2
OG0015538	XP_040584596.1	NP_033485.1
OG0015540	XP_012974549.1	NP_001177390.1
OG0015541	XP_005078120.1	NP_034468.2
OG0015542	XP_005078118.3	NP_084124.1
OG0015543	XP_040584612.1	NP_444328.1
OG0015544	XP_005084027.2	NP_001156695.1
OG0015545	XP_005084037.2	NP_067432.2
OG0015546	XP_040584422.1	NP_064394.2
OG0015547	XP_005083650.1	NP_766467.2
OG0015548	XP_040584463.1	NP_663373.2
OG0015549	XP_012978123.1	NP_001388425.1
OG0015550	XP_005082972.1	NP_038771.1
OG0015551	XP_005082984.1	NP_034186.2
OG0015552	XP_005082996.1	NP_001071181.1
OG0015553	XP_040584413.1	XP_006505259.1
OG0015554	XP_040599153.1	XP_006515130.1
OG0015555	XP_012973270.1	NP_001348027.1
OG0015556	XP_005076274.2	NP_079588.1
OG0015557	XP_040599172.1	NP_079635.1
OG0015558	NP_001268587.1	NP_038492.1
OG0015559	XP_012979406.1	NP_001366075.1
OG0015560	XP_040599321.1	XP_006516433.1, NP_084237.1
OG0015561	XP_040598249.1	NP_001360918.1
OG0015562	XP_040592968.1	NP_080724.2
OG0015563	XP_040593749.1	NP_035033.1
OG0015564	XP_005088742.3	NP_032291.1
OG0015565	XP_021078531.1	NP_034584.1
OG0015567	XP_005085928.1	NP_034580.1
OG0015568	XP_005085927.3	NP_032290.1
OG0015569	XP_005076870.1	NP_080093.1
OG0015570	XP_040593746.1	XP_006506356.1, NP_001161332.1, NP_001161333.1
OG0015571	XP_040593542.1	NP_001136253.1
OG0015572	XP_040584497.1	NP_780521.2
OG0015573	XP_040584572.1	NP_076142.3
OG0015574	XP_040584538.1	NP_076218.3
OG0015575	XP_005078113.1	NP_082030.1
OG0015576	XP_021090810.2	NP_598653.3
OG0015577	XP_005083883.1	NP_001074781.1
OG0015578	XP_005079510.1	NP_945198.2
OG0015579	XP_005072152.1	NP_032619.1
OG0015582	XP_005087541.1	NP_666410.2, NP_001011837.2
OG0015583	XP_005068090.1	NP_001408403.1
OG0015584	XP_005076213.1	XP_006501884.1, NP_067345.1
OG0015585	XP_005087535.3	NP_001357693.1
OG0015586	XP_040612722.1	XP_036020404.1, NP_083474.1
OG0015587	XP_005083912.1	NP_001012400.1
OG0015588	XP_005083905.1	NP_808240.2
OG0015589	XP_005083899.1	XP_011238860.1, NP_918949.1
OG0015590	XP_040612647.1	NP_570951.2
OG0015591	XP_005084418.1	NP_001390983.1
OG0015592	XP_005084425.4	NP_780432.1
OG0015593	XP_005079508.1	NP_036100.3
OG0015594	XP_040612545.1	NP_001107871.1
OG0015595	XP_040591284.1	NP_780650.2
