Orthogroup	Mesocricetus_auratus	Echinops_telfairi
OG0011636	XP_005071662.1	XP_004713465.1
OG0011637	XP_005074045.1	XP_004708885.1
OG0011638	XP_005078784.1	XP_030743234.2
OG0011639	XP_040591441.1	XP_045148710.1
OG0011640	XP_040607681.1	XP_004703501.1
OG0011641	XP_005073526.1	XP_045153926.1
OG0011642	XP_040608444.1	XP_045147119.1
OG0011643	XP_012978431.1	XP_030744128.1
OG0011644	XP_012965751.2	XP_004717492.1
OG0011645	XP_005077021.2	XP_004707403.1
OG0011646	XP_040595687.1	XP_045145318.1
OG0011647	XP_012980158.2	XP_045145294.1
OG0011648	XP_021081610.1	XP_004700408.1
OG0011649	XP_005064167.1	XP_012862918.1
OG0011650	XP_005081925.1	XP_004715844.1
OG0011651	XP_005064373.2	XP_012860975.1
OG0011652	XP_005063480.3	XP_004700975.1
OG0011653	XP_012973158.1	XP_045155245.1
OG0011654	XP_005075686.1	XP_045141942.1
OG0011655	NP_001268302.1	XP_004712026.2
OG0011656	XP_005087062.1	XP_004697192.1
OG0011657	NP_001268541.1	XP_004701684.1
OG0011658	XP_012980731.1	XP_004703638.1
OG0011659	XP_005076770.1	XP_004717782.1
OG0011660	XP_005088107.3	XP_012859859.1
OG0011661	XP_005066799.1	XP_004697596.1
OG0011662	XP_005071900.1	XP_004697217.1
OG0011663	XP_040607315.1	XP_045149927.1
OG0011664	XP_005083487.2	XP_004717068.2
OG0011665	XP_012968719.1	XP_004709227.1
OG0011666	XP_005081124.2	XP_004705204.1
OG0011667	XP_005074985.1	XP_030743455.1
OG0011668	XP_040608186.1	XP_004716665.1
OG0011670	XP_005080831.1	XP_004706345.1
OG0011671	XP_040610016.1	XP_004700354.3
OG0011672	XP_005086917.1	XP_004711790.1
OG0011673	XP_012975254.2	XP_045152630.1
OG0011674	XP_005086920.1	XP_045148672.1
OG0011675	XP_040603393.1	XP_004703278.1
OG0011676	XP_005065706.2	XP_045141147.1
OG0011677	XP_005082745.1	XP_004716158.1
OG0011678	XP_005083126.1	XP_004714047.1
OG0011679	NP_001268305.1	XP_012861460.1
OG0011680	XP_012968633.1	XP_045155796.1
OG0011681	XP_005071342.1	XP_045153924.1
OG0011682	XP_005077580.1	XP_004701253.1
OG0011683	XP_040605799.1	XP_030743928.2
OG0011684	XP_021078684.1	XP_030742941.1
OG0011685	XP_012977037.1	XP_012861002.2
OG0011686	XP_021087261.1	XP_004713026.1, XP_030741167.1
OG0011687	XP_005072811.2	XP_004698713.2
OG0011688	XP_040611096.1	XP_004700398.1
OG0011689	NP_001268250.2	XP_030744152.2, XP_045154129.1
OG0011690	XP_040591566.1	XP_012862839.1
OG0011691	XP_040592876.1	XP_045144447.1
OG0011692	XP_005076137.2	XP_012861443.1
OG0011693	XP_005068825.1	XP_045140223.1
OG0011694	XP_005080223.3	XP_004714714.1
OG0011695	XP_040596345.1	XP_045150730.1
OG0011696	XP_005067956.2	XP_004718147.2
OG0011697	XP_005073566.3	XP_004718242.3
OG0011698	XP_040601638.1	XP_004709821.1
OG0011699	XP_040593126.1, XP_040610387.1	XP_045144791.1
OG0011700	XP_012974260.1	XP_045145847.1
OG0011701	XP_005069516.1	XP_045139559.1
OG0011702	XP_005068217.1	XP_004703429.1
OG0011703	XP_005085114.2	XP_012862260.1
OG0011704	NP_001278152.1	NP_001278122.1
OG0011705	XP_012969192.1	XP_045153492.1, XP_004701862.3
OG0011706	XP_021088234.1	XP_030743900.1
OG0011707	XP_040587275.1	XP_045152640.1
OG0011708	XP_021087552.1	XP_004711821.1
OG0011709	XP_005066812.1	XP_045142265.1
OG0011710	XP_005064416.1	XP_004706079.1
OG0011711	XP_005078390.2	XP_045140571.1
OG0011712	XP_021081238.1	XP_004711413.1
OG0011713	XP_021078423.1	XP_045144208.1
OG0011714	XP_040594354.1	XP_045154013.1
OG0011715	XP_040605221.1	XP_012861320.2
OG0011716	XP_005080458.1	XP_004705667.1
OG0011717	XP_005081525.1	XP_004700501.1
OG0011718	XP_040584045.1	XP_045150375.1
OG0011719	XP_005084853.1	XP_030742170.1
OG0011720	XP_040594839.1	XP_045153917.1
OG0011721	XP_005065867.2	XP_004710995.1
OG0011722	XP_040599560.1	XP_045144329.1
OG0011723	XP_040610728.1	XP_004700541.1
OG0011724	XP_012968166.1	XP_045140678.1
OG0011725	XP_012978575.1	XP_045147675.1
OG0011726	XP_012977499.1	XP_004712649.1
OG0011727	NP_001268620.1	XP_004709666.1
OG0011728	XP_005063953.1	XP_004713560.1
OG0011729	XP_005066590.1	XP_004707619.1
OG0011730	XP_012973053.2, XP_040600415.1	XP_004707157.1
OG0011731	XP_040608752.1	XP_004718098.2
OG0011732	XP_040593219.1	XP_045145973.1
OG0011733	XP_040599311.1	XP_004715663.1
OG0011734	XP_012974419.2	XP_045142236.1
OG0011735	XP_005087247.1	XP_004711832.1
OG0011736	XP_040588412.1	XP_004717290.1
OG0011737	XP_005069915.1	XP_045155451.1, XP_045154824.1
OG0011738	XP_005077061.1	XP_004706990.1
OG0011739	XP_012976106.1	XP_004714730.1
OG0011740	XP_040609236.1	XP_045147556.1
OG0011741	XP_040585444.1	XP_030744354.1
OG0011743	XP_040596689.1	XP_045149744.1
OG0011744	XP_005073626.2	XP_045142952.1
OG0011745	XP_005078355.1	XP_004696170.1
OG0011746	XP_040588333.1	XP_004711789.1
OG0011747	NP_001273043.1	XP_004703611.3
OG0011748	XP_005066738.1	XP_030744272.1
OG0011749	XP_040584245.1	XP_004701975.1
OG0011750	XP_012979102.1	XP_045148315.1
OG0011751	XP_040612344.1	XP_004705127.1
OG0011752	XP_005076138.1	XP_004708001.1
OG0011753	NP_001268555.1	XP_004711208.1
OG0011754	XP_012978510.2	XP_045155979.1
OG0011755	XP_012972838.1, XP_005075520.1	XP_004709506.1
OG0011756	XP_040585685.1	XP_004712821.1
OG0011757	XP_040590709.1	XP_012861701.1
OG0011758	XP_040588183.1	XP_045150721.1
OG0011759	XP_005063624.1	XP_004701061.1
OG0011760	XP_012973958.1	XP_045142936.1
OG0011761	XP_012972333.1	XP_004706438.2
OG0011762	XP_005076583.1	XP_012863237.1
OG0011763	XP_012972966.1	XP_004716497.1
OG0011764	XP_012966690.1	XP_004716959.1
OG0011765	XP_040606613.1	XP_045142082.1
OG0011766	XP_040591433.1	XP_004715926.1
OG0011767	XP_040590225.1	XP_004710414.1
OG0011768	XP_040608402.1	XP_004714746.1
OG0011769	XP_005068088.1	XP_004700476.1
OG0011770	XP_012978427.1	XP_004717055.3
OG0011771	XP_005081357.1	XP_012863965.2
OG0011772	XP_021081007.1	XP_004711410.2
OG0011773	XP_040609692.1	XP_004711412.1
OG0011774	XP_005076030.1	XP_004707510.2
OG0011775	XP_005063947.2	XP_045153140.1
OG0011776	XP_005063868.1	XP_004715074.1, XP_004715072.1
OG0011777	XP_005065028.1	XP_004708516.1, XP_004708433.1
OG0011778	XP_012981600.1	XP_004717154.1, XP_004717155.1
OG0011779	XP_012972953.1	XP_004716461.1
OG0011780	XP_005078248.1	XP_012863744.1, XP_004716552.1
OG0011782	XP_005078237.2	XP_004714850.2
OG0011785	XP_005080629.1	XP_030741270.1
OG0011786	NP_001268487.1	XP_004718020.1
OG0011787	XP_005074714.1	XP_045151991.1
OG0011788	XP_005078499.1	XP_004714664.1
OG0011790	XP_040590617.1	XP_045148517.1
OG0011791	XP_040594489.1	XP_030743631.2
OG0011792	XP_005065896.1	XP_004702036.1
OG0011793	XP_005065909.1	XP_004702031.3
OG0011794	XP_040584238.1	XP_004702080.1
OG0011795	XP_040592040.1	XP_045148360.1
OG0011796	XP_005086296.1	XP_004715902.1
OG0011797	XP_005081857.1	XP_004715847.1
OG0011798	XP_005065860.1	XP_045150244.1
OG0011799	XP_040613703.1	XP_045152052.1
OG0011800	XP_040613721.1	XP_004715982.2
OG0011801	XP_021090941.1	XP_004715981.1
OG0011802	XP_040613729.1	XP_030743152.1
OG0011803	XP_040613736.1	XP_004715991.1
OG0011804	XP_012978861.2	XP_045152223.1
OG0011805	XP_040613743.1	XP_045152082.1
OG0011806	XP_040593523.1	XP_004703083.1
OG0011807	XP_005081509.1	XP_012860218.1
OG0011808	XP_040597633.1	XP_045151990.1
OG0011809	XP_040597635.1	XP_045152068.1
OG0011810	XP_005074718.1	XP_004703065.2
OG0011811	XP_005065862.1	XP_045150245.1, XP_012862253.2
OG0011812	XP_005065883.1	XP_012859934.2
OG0011814	XP_005065786.2	XP_012859906.1
OG0011815	XP_005065898.1	XP_004702034.1
OG0011816	XP_040584372.1	XP_045150315.1
OG0011817	XP_005065911.1	XP_004702030.1
OG0011818	XP_005065913.1	XP_045150647.1
OG0011819	XP_040614156.1	XP_045150517.1
OG0011820	XP_012965705.1	XP_045150421.1
OG0011821	XP_040584052.1	XP_045150509.1
OG0011823	XP_012965670.1	XP_004702011.1
OG0011824	XP_012982218.1	XP_045150498.1
OG0011825	XP_005065963.1	XP_030742602.1
OG0011826	XP_005065966.1	XP_004702162.1
OG0011827	XP_040584347.1	XP_012859875.1
OG0011828	XP_040614086.1	XP_004701988.1
OG0011829	XP_005065983.1	XP_004701983.1
OG0011830	XP_040584106.1	XP_004702149.3
OG0011831	XP_021090340.2	XP_012859883.2
OG0011832	XP_005083068.1	XP_004701969.1
OG0011833	XP_040614205.1	XP_045150445.1
OG0011834	XP_040584155.1	XP_004702079.1
OG0011835	XP_040584279.1	XP_045150237.1
OG0011836	XP_005073372.1	XP_045150238.1
OG0011837	XP_040584156.1	XP_045150423.1
OG0011838	XP_005065830.1	XP_045150392.1, XP_030740659.1
OG0011839	XP_040612077.1	XP_004714668.1
OG0011840	XP_005078461.3	XP_004716018.1
OG0011841	XP_005078458.1	XP_004716013.1
OG0011842	XP_040612012.1	XP_004716034.2
OG0011843	XP_040602736.1	XP_004713964.1
OG0011844	XP_021081147.1	XP_004713879.1
OG0011846	XP_040602510.1	XP_012862969.1
OG0011847	XP_005063796.1	XP_004713882.1
OG0011848	XP_005063281.2	XP_045144555.1, XP_045144556.1
OG0011850	XP_040601836.1	XP_004714613.2
OG0011851	XP_005063769.2	XP_012863168.1
OG0011852	XP_040601703.1	XP_004706575.2
OG0011853	XP_005066354.1	XP_004713957.1
OG0011854	XP_040611905.1	XP_045145350.1
OG0011855	XP_005066297.1	XP_004697640.1
OG0011856	XP_012966097.1	XP_045143513.1
OG0011857	XP_040611878.1	XP_045152249.1
OG0011858	XP_005088010.3	XP_045148227.1
OG0011859	XP_005086784.1	XP_004715808.1
OG0011860	XP_040586530.1	XP_045148273.1
OG0011861	XP_012979095.1	XP_045148314.1
OG0011862	XP_005084214.2	XP_004715704.1
OG0011863	XP_040590077.1	XP_045148881.1
OG0011864	XP_021090973.1	XP_045148374.1
OG0011865	XP_005084222.1, XP_012979103.1	XP_012863455.3
OG0011866	XP_005084200.1	XP_004715738.1
OG0011867	XP_040590081.1	XP_004715702.1
OG0011868	XP_021079011.2	XP_030742166.1
OG0011869	XP_040591971.1	XP_012862155.1
OG0011870	XP_005084862.1	XP_004710515.1
OG0011871	XP_021091378.1	XP_004710513.1
OG0011872	XP_012979617.1	XP_012862141.2
OG0011873	XP_021091419.2	XP_045148555.1
OG0011874	XP_040591930.1	XP_045148561.1
OG0011875	XP_021091429.1	XP_045148950.1
OG0011876	XP_021091454.1	XP_004710732.1
OG0011877	XP_012979653.1	XP_045148434.1
OG0011878	XP_005084807.2	XP_030742111.1
OG0011879	XP_005084805.1	XP_004710729.1
OG0011880	XP_040592032.1	XP_045148564.1
OG0011881	XP_021091395.1	XP_004710487.1
OG0011882	XP_005084767.1	XP_045148905.1
OG0011883	XP_012979673.1	XP_004710473.1
OG0011884	XP_040591955.1	XP_045148579.1
OG0011885	XP_040590404.1	XP_004710683.1
OG0011886	XP_005086508.1	XP_004710463.1
OG0011887	XP_012980979.1	XP_004710663.1
OG0011888	XP_040590319.1	XP_045148773.1
OG0011889	XP_005086338.2	XP_012862079.1
OG0011890	XP_040590616.1	XP_045148605.1
OG0011892	XP_021078861.2	XP_045148603.1
OG0011893	XP_040590370.1	XP_045148606.1
OG0011894	XP_021078870.1	XP_004718062.2
OG0011895	XP_040590233.1	XP_045148609.1
OG0011896	XP_005086367.1	XP_004710624.2
OG0011897	XP_005086371.1	XP_004710622.1
OG0011898	XP_005086374.1	XP_030742200.1
OG0011899	XP_005086382.1	XP_004710614.2
OG0011900	XP_040590361.1	XP_045148616.1
OG0011901	XP_040590579.1	XP_004710430.1
OG0011902	XP_040590235.1	XP_012862054.1
OG0011903	XP_005087118.1	XP_045148188.1
OG0011904	XP_040590535.1	XP_004710406.1
OG0011905	XP_005086652.1	XP_045148665.1
OG0011906	XP_021078990.1	XP_004710562.1
OG0011907	XP_005086617.1	XP_004710389.1
OG0011908	XP_040590412.1	XP_045148780.1
OG0011909	XP_021078807.2	XP_030742219.1
OG0011910	XP_040590316.1	XP_045148908.1
OG0011911	XP_040590510.1	XP_004715824.1
OG0011912	XP_040590500.1	XP_045148680.1
OG0011913	XP_040590499.1	XP_045148642.1
OG0011914	XP_005086258.2	XP_004715831.1
OG0011916	XP_005081887.1	XP_004715872.1
OG0011917	XP_012977269.2	XP_012863511.1
OG0011918	XP_005081882.1	XP_030742248.2
OG0011920	XP_005081873.1	XP_012863508.2
OG0011921	XP_021089587.1	XP_045148650.1
OG0011922	XP_012977259.1	XP_045148967.1
OG0011923	XP_005081862.1	XP_004715854.1
OG0011924	XP_040591398.1	XP_004715913.2
OG0011925	XP_040591427.1	XP_012860682.1
OG0011926	XP_040591476.1	XP_004704773.1
OG0011927	XP_005066482.2	XP_004704761.1
OG0011928	XP_005065452.1	XP_030743141.1
OG0011930	NP_001268593.1	XP_004704936.3
OG0011931	XP_005079550.1	XP_004705069.2
OG0011933	XP_005082733.2	XP_030744215.1
OG0011934	XP_040611332.1	XP_004716170.1
OG0011935	XP_021090120.2	XP_012862241.1
OG0011936	XP_040611353.1	XP_045139455.1
OG0011937	XP_040611375.1	XP_045156162.1
OG0011938	XP_040611357.1	XP_004710868.1
OG0011939	XP_040611380.1	XP_045156147.1
OG0011940	XP_005085218.1	XP_004702335.1
OG0011941	XP_005085227.1	XP_004702509.1
OG0011942	XP_005081323.1	XP_004716066.1
OG0011943	XP_040611393.1	XP_045141549.1
OG0011944	XP_005081319.1	XP_004716064.1
OG0011945	XP_005081317.1	XP_004712671.3
OG0011946	XP_021089282.1	XP_004712672.1
OG0011947	XP_040611423.1	XP_045141568.1
OG0011948	XP_040611426.1	XP_004714160.1
OG0011949	XP_005081297.1	XP_004712716.2
OG0011950	XP_005081292.1	XP_030744910.2
OG0011951	XP_005071774.1	XP_030744912.2
OG0011952	XP_040611476.1	XP_045141541.1
OG0011953	XP_040611484.1	XP_004712674.1
OG0011954	XP_005071823.1	XP_004702403.1
OG0011955	XP_040611510.1	XP_045145716.1
OG0011956	XP_005065334.2	XP_004696711.1
OG0011957	XP_021089976.2	XP_004697082.1
OG0011958	XP_005069137.1	XP_004696729.1
OG0011959	XP_005069270.2	XP_045140528.1
OG0011960	XP_005069115.1, XP_040597825.1	XP_004697115.1
OG0011961	XP_005069114.1	XP_004696751.1
OG0011962	XP_005069233.1	XP_045140658.1
OG0011963	XP_021082295.1	XP_004697122.1
OG0011964	XP_005065589.1	XP_004703673.1
OG0011965	XP_005065592.1	XP_030744754.2
OG0011966	XP_040584946.1	XP_004703646.2
OG0011967	XP_040584950.1	XP_045141171.1
OG0011968	XP_040585022.1	XP_045141169.1
OG0011969	XP_005065633.1	XP_004703627.1
OG0011970	XP_040584913.1	XP_004703624.1
OG0011971	XP_040584924.1	XP_004703748.1
OG0011972	XP_040584893.1	XP_004703607.1
OG0011973	XP_005065668.1	XP_004703606.1
OG0011974	XP_040585029.1	XP_045141160.1
OG0011975	XP_005065683.1	XP_045141263.1
OG0011976	XP_040596697.1	XP_004704704.1
OG0011977	XP_005078677.2	XP_004704932.2
OG0011978	XP_005078667.1, XP_040596722.1	XP_004704708.1
OG0011979	XP_021087796.1	XP_045149512.1
OG0011981	XP_005079212.1	XP_045149544.1
OG0011982	XP_012975360.1	XP_004704727.1
OG0011983	XP_005079219.1	XP_004704730.1
OG0011984	XP_021088137.1	XP_004704742.1
OG0011985	XP_040591324.1	XP_004704752.1
OG0011986	XP_005079548.1	XP_004705063.1
OG0011987	XP_040612474.1	XP_004718150.1
OG0011988	XP_040593657.1, XP_005079691.1	XP_045154893.1
OG0011989	XP_005079572.1	XP_045154995.1
OG0011990	XP_040612428.1	XP_045154711.1
OG0011991	XP_005079584.1	XP_004705096.1
OG0011992	XP_040612395.1	XP_004705107.1
OG0011994	XP_005079618.1	XP_045154859.1
OG0011995	XP_005079617.1	XP_004705389.1
OG0011996	XP_005079621.1	XP_012860725.1
OG0011997	XP_040612336.1	XP_045154707.1
OG0011998	XP_005079635.1	XP_004705143.3, XP_045142758.1
OG0012000	XP_012975659.1	XP_004705147.1
OG0012002	XP_005079647.1	XP_045154866.1
OG0012003	XP_005079651.1	XP_045154867.1
OG0012004	XP_040612295.1	XP_004705157.2
OG0012005	XP_012976716.1	XP_012860740.3
OG0012006	XP_005081093.1	XP_045155046.1
OG0012007	XP_040612209.1	XP_004705438.1
OG0012009	XP_040613465.1	XP_004705456.2
OG0012010	XP_040613464.1	XP_004705210.1
OG0012011	XP_012976717.1	XP_045154881.1
OG0012012	XP_040613456.1	XP_045154883.1
OG0012013	XP_005081142.1	XP_004705221.2
OG0012014	XP_040613432.1	XP_004705220.1
OG0012015	XP_005081145.1	XP_004705467.1
OG0012016	XP_040613428.1, XP_005081183.1	XP_045155041.1
OG0012017	XP_040613408.1	XP_004705225.2
OG0012018	XP_040613401.1	XP_004705475.1
OG0012019	XP_005079460.1	XP_004705227.1
OG0012020	XP_005079388.1	XP_045155134.1
OG0012021	XP_005079387.1	XP_004705233.1
OG0012022	XP_005079368.1	XP_004705239.1
OG0012023	XP_005079367.1	XP_004718233.1
OG0012024	XP_005079364.1	XP_045155139.1, XP_004699933.1
OG0012025	XP_005065702.1	XP_004703582.1
OG0012026	XP_040602889.1	XP_004715121.1
OG0012027	XP_040602948.1	XP_004715135.1
OG0012028	XP_040613974.1	XP_004706643.1
OG0012029	XP_005065373.1	XP_004706695.1
OG0012030	XP_005077226.1	XP_004706644.1
OG0012031	XP_005077236.1	XP_045141034.1
OG0012032	XP_040584775.1	XP_045141131.1
OG0012033	XP_012980633.2	XP_004703538.1
OG0012034	XP_040584965.1	XP_045141003.1
OG0012035	XP_012981689.1	XP_004703549.1
OG0012036	XP_005065733.1	XP_004703562.1
OG0012037	XP_040584824.1	XP_045141143.1
OG0012038	XP_005065717.1	XP_004703568.1
OG0012039	XP_040584771.1	XP_012860355.1
OG0012040	XP_012980738.1	XP_004703571.1
OG0012041	XP_040584843.1	XP_004703572.1
OG0012042	XP_005065709.1	XP_045141243.1
OG0012043	XP_040584960.1	XP_045141148.1
OG0012044	XP_040584848.1	XP_045141151.1
OG0012045	XP_005065690.1	XP_045141152.1
OG0012046	XP_012981951.1	XP_012860337.1
OG0012047	XP_040585012.1	XP_045141156.1
OG0012048	XP_040589208.1	XP_004699790.2
OG0012049	XP_040589244.1	XP_004708164.1
OG0012050	XP_005084462.1	XP_004699797.1
OG0012052	XP_005084482.1	XP_004717516.1
OG0012053	XP_040586535.1	XP_045152403.1
OG0012054	XP_005084004.2	XP_012861926.1
OG0012055	XP_040586177.1	XP_045152451.1
OG0012056	XP_005139381.2	XP_004709926.1
OG0012057	XP_005077859.1	XP_004708156.1
OG0012058	XP_005077853.1	XP_004708162.1
OG0012059	XP_021087323.1	XP_004708151.1
OG0012060	XP_040585345.1	XP_045142333.1
OG0012061	XP_005077896.1	XP_004708142.1
OG0012062	XP_012974364.1	XP_045142306.1
OG0012063	XP_005080760.1	XP_045141747.1, XP_045141748.1
OG0012064	XP_005069609.1	XP_004699776.1
OG0012065	XP_040585695.1	XP_004699774.2
OG0012066	XP_040602916.1	XP_045145397.1
OG0012067	XP_040602855.1	XP_045145424.1
OG0012068	XP_005068787.1	XP_045145403.1
OG0012069	XP_040602989.1	XP_045140327.1
OG0012070	XP_040602976.1	XP_045140325.1
OG0012071	XP_040602961.1	XP_045140345.1
OG0012072	XP_012967985.1	XP_045145415.1
OG0012073	XP_040603051.1	XP_045139942.1
OG0012074	XP_005074435.3	XP_004703404.3
OG0012075	XP_040603044.1	XP_045140043.1
OG0012076	XP_021085362.1	XP_030744460.1
OG0012077	XP_005074441.1	XP_045139963.1
OG0012078	XP_005074446.1	XP_004706409.1
OG0012079	XP_005068818.1	XP_045140062.1
OG0012080	XP_005068833.1	XP_004706362.1
OG0012081	XP_005068834.1	XP_045140015.1
OG0012082	XP_040603005.1	XP_030744431.2
OG0012083	XP_040603000.1	XP_030744489.1
OG0012084	XP_005077467.1	XP_045145412.1
OG0012085	XP_040589371.1	XP_004715179.1
OG0012086	XP_005065693.2	XP_004703584.1
OG0012087	XP_021087346.1	XP_004708253.1
OG0012088	XP_005068820.1	XP_045140012.1
OG0012089	XP_040588249.1	XP_045147615.1, XP_004701445.1
OG0012090	XP_005070885.1	XP_004701196.1
OG0012091	XP_040603606.1	XP_045149236.1
OG0012092	XP_021089512.1, XP_040604344.1	XP_004696855.1
OG0012093	XP_005072050.2	XP_012860397.1
OG0012094	XP_005072011.1	XP_004696839.1
OG0012095	XP_040611521.1	XP_045150157.1
OG0012096	XP_021083849.1	XP_045148700.1
OG0012097	XP_005064754.1	XP_045154150.1
OG0012098	XP_012973453.1	XP_045154645.1
OG0012099	XP_005064556.2	XP_045154021.1
OG0012100	XP_005064746.1	XP_045153836.1
OG0012101	XP_040611243.1	XP_045154146.1
OG0012102	XP_040611251.1	XP_012862574.1
OG0012103	XP_005064725.1	XP_004712221.1
OG0012104	XP_021083206.1	XP_004701154.1
OG0012105	XP_005070840.1	XP_004701158.2
OG0012106	XP_040587986.1	XP_045147564.1
OG0012107	XP_005070848.1	XP_004701161.1
OG0012108	XP_012969297.1	XP_012859675.2
OG0012109	XP_005070862.4	XP_004701169.1
OG0012110	XP_005070871.1	XP_004701186.1
OG0012111	XP_040588508.1	XP_045147412.1
OG0012112	XP_040588124.1	XP_004701441.1
OG0012113	XP_005070884.1	XP_045147616.1
OG0012114	XP_040588149.1	XP_045147241.1
OG0012115	XP_005070894.1	XP_004701453.1
OG0012116	XP_005070899.1	XP_045145483.1
OG0012117	XP_005070906.1	XP_004701211.1
OG0012118	XP_040588099.1	XP_004701212.2
OG0012119	XP_005070910.1	XP_045147487.1
OG0012121	XP_040591869.1	XP_004701470.1
OG0012122	XP_005083618.2	XP_045147302.1
OG0012123	XP_040591815.1	XP_045147127.1
OG0012124	XP_040591906.1	XP_004701228.1
OG0012125	XP_021090600.1	XP_045147633.1
OG0012126	XP_040591828.1	XP_004701234.1
OG0012127	XP_005083617.1	XP_004701232.1
OG0012128	XP_005083616.1	XP_012863557.1
OG0012129	XP_021090604.1	XP_045147560.1
OG0012131	XP_040603792.1	XP_045139460.1
OG0012133	XP_040603622.1	XP_045149314.1
OG0012134	XP_005077687.3	XP_030742372.1
OG0012135	XP_040603638.1	XP_045149409.1
OG0012136	XP_012974762.1	XP_012861499.1
OG0012137	XP_040611967.1	XP_030744607.1
OG0012138	XP_005078395.1	XP_004696866.1
OG0012139	XP_005087057.1	XP_004696846.1
OG0012140	XP_005072016.2	XP_004696843.1
OG0012141	XP_040604368.1	XP_045140628.1
OG0012142	XP_040604374.1	XP_045140630.1
OG0012143	XP_040604389.1	XP_045140632.1
OG0012144	XP_040604391.1	XP_045140633.1
OG0012145	XP_021083958.1	XP_004697175.1
OG0012146	XP_012970242.2	XP_045140783.1
OG0012147	XP_005071965.1	XP_045140838.1
OG0012148	XP_005071964.1	XP_004697170.2
OG0012150	XP_005067801.3	XP_004697156.2
OG0012151	XP_005067811.1	XP_004696789.1
OG0012152	XP_040597696.1	XP_004696785.1
OG0012153	XP_040597688.1	XP_004696780.1
OG0012154	XP_005074740.1	XP_004697141.1
OG0012155	XP_040597670.1	XP_045140652.1
OG0012156	XP_040597671.1	XP_004696770.1
OG0012157	XP_005074731.1	XP_045140653.1
OG0012158	XP_005065582.1	XP_004703676.1
OG0012159	XP_005082826.1	XP_004703678.1
OG0012160	XP_040584747.1	XP_045141178.1
OG0012161	XP_021090171.1	XP_004703680.1
OG0012162	XP_005082833.1	XP_004703681.1
OG0012163	XP_005082835.1	XP_030744828.2
OG0012164	XP_012978040.1	XP_045141180.1
OG0012165	XP_005082838.1	XP_004703782.1
OG0012167	XP_040613490.1	XP_004716991.1
OG0012168	XP_005086565.1	XP_012863848.1
OG0012169	XP_040613499.1	XP_045141185.1
OG0012170	XP_005078041.1	XP_012864109.1
OG0012171	XP_040613540.1	XP_030744773.1
OG0012172	XP_040613550.1	XP_004698419.1, XP_045153552.1
OG0012173	XP_005078067.2	XP_004698424.1
OG0012174	XP_021087445.1	XP_045141202.1
OG0012175	XP_005078073.1	XP_045141053.1
OG0012176	XP_040604386.1	XP_004697180.1
OG0012178	XP_005069448.1	XP_004713974.1
OG0012179	XP_012968362.3	XP_012861715.2
OG0012180	XP_040604867.1	XP_045149246.1
OG0012181	XP_005067647.1	XP_004712997.1
OG0012182	XP_040585951.1	XP_012863076.1
OG0012183	XP_012974897.1	XP_045151297.1
OG0012184	XP_005078550.1	XP_045151384.1
OG0012185	XP_040585835.1	XP_045151408.1
OG0012186	XP_005084497.1	XP_045151122.1
OG0012187	XP_005084495.1	XP_004714234.1
OG0012188	XP_040586149.1	XP_045139579.1
OG0012189	XP_005085900.1	XP_004714219.2
OG0012190	XP_040585968.1	XP_004714240.1
OG0012191	XP_021082372.1	XP_004714210.2
OG0012193	XP_040585752.1	XP_045151053.1
OG0012194	XP_012968363.1	XP_004712876.3
OG0012195	XP_040585977.1	XP_004712885.1
OG0012196	XP_005069484.1	XP_004712830.1
OG0012197	XP_005069479.1	XP_004712887.1
OG0012198	XP_005069482.1	XP_004712889.2
OG0012199	XP_005069491.1	XP_004712894.1
OG0012200	XP_040585819.1	XP_012862740.1
OG0012201	XP_005069519.1	XP_004712906.1
OG0012202	XP_005069337.2	XP_004712914.1
OG0012203	XP_005069533.1	XP_004712857.2
OG0012204	XP_005069545.1	XP_045139547.1
OG0012205	XP_005069549.1	XP_004712920.1
OG0012206	XP_005069347.1	XP_004712924.1
OG0012207	XP_040586046.1	XP_045153711.1
OG0012208	XP_005069583.1	XP_030743550.1
OG0012209	XP_005069592.1	XP_004709105.1
OG0012210	XP_005069594.1	XP_030743548.1
OG0012211	XP_012968420.1	XP_045153679.1
OG0012212	XP_005069599.1	XP_004709043.1
OG0012213	XP_040591510.1	XP_045153726.1
OG0012214	XP_040590678.1	XP_004709056.1
OG0012215	XP_040590647.1	XP_030743545.1
OG0012216	XP_040590652.1	XP_004709058.1
OG0012217	XP_040590698.1	XP_012861692.1
OG0012218	XP_005077378.1	XP_004709065.1
OG0012219	XP_040590695.1	XP_004709069.1
OG0012220	XP_040590659.1	XP_004709121.2
OG0012221	XP_005077380.2	XP_045153695.1
OG0012222	XP_005067496.3	XP_045149265.1
OG0012223	XP_040605021.1	XP_004716248.1
OG0012224	XP_040605017.1	XP_045149262.1
OG0012225	XP_021081343.1	XP_045149459.1
OG0012226	XP_040605009.1	XP_045143681.1, XP_004716209.1
OG0012227	XP_005067516.2	XP_045149258.1
OG0012228	XP_040604981.1	XP_004716200.2
OG0012229	XP_040604970.1	XP_045149435.1
OG0012230	XP_040604977.1	XP_004716187.1
OG0012231	XP_040604926.1	XP_030742385.2
OG0012232	XP_005067575.1	XP_004712940.1
OG0012233	XP_040604928.1	XP_004712939.1
OG0012234	XP_005067581.1	XP_045149251.1
OG0012235	XP_012966891.1	XP_004712944.1
