Orthogroup	Mesocricetus_auratus	Canis_lupus_familiaris
OG0010746	XP_040594915.1, XP_005071302.1, XP_040594914.1	XP_038421372.1
OG0010747	XP_005071203.1	XP_038421384.1
OG0010748	XP_005071196.1	XP_038421410.1
OG0010749	XP_005071218.1	XP_038421445.1
OG0010750	XP_040594234.1	XP_038421477.1
OG0010751	XP_040593903.1	XP_038421490.1
OG0010752	XP_005066172.1	XP_038421539.1
OG0010753	XP_040593449.1	XP_038421638.1
OG0010754	XP_040594348.1	XP_038421670.1
OG0010756	XP_005066228.1	XP_038421712.1
OG0010757	XP_005071271.1	XP_038421765.1
OG0010758	XP_040593286.1	XP_038421799.1
OG0010759	XP_005071247.1	XP_038421803.1
OG0010760	XP_040593730.1	XP_038421806.1
OG0010761	XP_040603513.1	XP_038421880.1
OG0010762	XP_040603494.1	XP_038421909.1
OG0010763	XP_005077428.1	XP_038421975.1
OG0010764	XP_040603724.1	XP_038422055.1
OG0010765	XP_005077745.2	XP_038422069.1
OG0010766	XP_040603726.1	XP_038422072.1
OG0010767	XP_005085264.1	XP_038422097.1
OG0010768	XP_005085270.1	XP_038422099.1, XP_038422098.1
OG0010769	XP_012980044.2	XP_038422101.1
OG0010770	XP_040603769.1	XP_038422115.1
OG0010771	XP_005085282.1	XP_038422171.1
OG0010773	XP_005074922.1	XP_038422217.1
OG0010774	XP_040595467.1	XP_038422254.1
OG0010775	XP_040592697.1, XP_040592696.1, XP_040595471.1	XP_038422261.1
OG0010776	XP_005074929.1	XP_038422269.1
OG0010777	XP_040595584.1	XP_038422293.1
OG0010778	XP_005075124.1	XP_038422307.1
OG0010779	XP_021085625.1	XP_038422312.1
OG0010780	XP_005074976.1	XP_038422351.1
OG0010781	XP_012972528.1	XP_038422354.1
OG0010782	XP_005074995.1	XP_038422385.1
OG0010783	XP_005074998.1	XP_038422422.1
OG0010784	XP_005075009.1	XP_038422432.1
OG0010785	XP_012972435.1	XP_038422462.1
OG0010786	XP_005075027.2	XP_038422472.1
OG0010787	XP_040595945.1	XP_038422533.1
OG0010788	XP_005075036.1	XP_038422538.1
OG0010789	XP_040595527.1	XP_038422558.1
OG0010790	XP_005075048.1	XP_038422568.1
OG0010791	XP_040596004.1, XP_040596338.1	XP_038422604.1
OG0010792	XP_005082343.1	XP_038422605.1
OG0010793	XP_040595913.1	XP_038422618.1
OG0010794	XP_005082347.1	XP_038422620.1
OG0010795	XP_005082351.1	XP_038422626.1
OG0010796	XP_040597964.1	XP_038422640.1
OG0010797	XP_005086212.2	XP_038422658.1
OG0010798	XP_012980776.1	XP_038422681.1
OG0010799	XP_005086242.2	XP_038422682.1
OG0010800	XP_005086240.1	XP_038422709.1
OG0010801	XP_012980768.1	XP_038422718.1
OG0010802	XP_005086193.1	XP_038422720.1
OG0010803	XP_005086192.2	XP_038422721.1
OG0010804	XP_005086182.1	XP_038422734.1
OG0010805	XP_040598018.1	XP_038422757.1
OG0010806	XP_040598025.1	XP_038422761.1
OG0010807	XP_040598027.1	XP_038422765.1
OG0010808	XP_012980724.2	XP_038422787.1
OG0010809	XP_005086170.1	XP_038422800.1
OG0010810	XP_040598059.1	XP_038422836.1
OG0010811	XP_040598062.1	XP_038422838.1
OG0010812	XP_005087888.1	XP_038422840.1
OG0010813	XP_040598063.1	XP_038422850.1
OG0010814	XP_005087160.2	XP_038422881.1
OG0010815	XP_005087145.1	XP_038422883.1
OG0010816	XP_040598091.1	XP_038422896.1
OG0010817	XP_005087137.1	XP_038422912.1
OG0010818	XP_005087622.1	XP_038422997.1
OG0010819	XP_005087630.2	XP_038423000.1
OG0010820	XP_005087375.2	XP_038423062.1
OG0010821	XP_040592706.1	XP_038423087.1
OG0010822	XP_005078575.1	XP_038423121.1
OG0010823	XP_040585933.1	XP_038423132.1
OG0010824	XP_012974867.1	XP_038423149.1
OG0010825	XP_012974830.1	XP_038423187.1
OG0010826	XP_005078614.1	XP_038423249.1
OG0010827	XP_012974878.1	XP_038423250.1
OG0010828	XP_040587566.1	XP_038423350.1
OG0010829	XP_005081388.1, XP_005087884.1, XP_040590024.1	XP_038423452.1
OG0010830	XP_005081392.1	XP_038423457.1
OG0010831	XP_040593896.1	XP_038423459.1
OG0010832	XP_012976953.1	XP_038423467.1
OG0010833	XP_005081409.1	XP_038423517.1
OG0010834	XP_040595135.1	XP_038423518.1
OG0010835	XP_040595150.1	XP_038423604.1
OG0010836	XP_005083295.1	XP_038423683.1
OG0010837	XP_012978455.1	XP_038423712.1
OG0010838	XP_040595014.1	XP_038423718.1
OG0010839	XP_005083301.1	XP_038423781.1
OG0010840	XP_012978466.2	XP_038423782.1
OG0010841	XP_005083330.1	XP_038423810.1
OG0010843	XP_005083345.1	XP_038423829.1
OG0010844	XP_040594294.1, XP_040589027.1	XP_038423840.1
OG0010845	XP_040595197.1	XP_038423907.1
OG0010846	XP_012978433.1	XP_038423929.1
OG0010847	XP_012978337.1, NP_001268521.1	XP_038423951.1
OG0010848	XP_040595035.1	XP_038423962.1
OG0010849	XP_040594080.1	XP_038423974.1
OG0010850	XP_012978394.2	XP_038423986.1
OG0010851	XP_005083401.1	XP_038423987.1
OG0010852	XP_005083402.1	XP_038423990.1
OG0010853	XP_005083416.2	XP_038424016.1
OG0010854	XP_005087350.1	XP_038424045.1
OG0010855	XP_040587283.1	XP_038424051.1
OG0010856	XP_005075784.1	XP_038424110.1
OG0010857	XP_021090911.1	XP_038424217.1
OG0010858	XP_040591155.1	XP_038424218.1
OG0010859	XP_005084092.1	XP_038424230.1
OG0010860	XP_040591192.1	XP_038424252.1
OG0010861	XP_040584599.1	XP_038424309.1
OG0010862	XP_040587932.1	XP_038424381.1
OG0010863	XP_040584294.1	XP_038424413.1
OG0010864	XP_005074004.3	XP_038424434.1
OG0010865	XP_012971735.3	XP_038424550.1
OG0010866	XP_005074054.1	XP_038424590.1
OG0010867	XP_040613938.1	XP_038424600.1
OG0010868	XP_005074063.1	XP_038424629.1
OG0010869	XP_012971824.1	XP_038424669.1
OG0010870	XP_040613687.1	XP_038424677.1
OG0010871	XP_040613650.1	XP_038424685.1
OG0010872	XP_040613382.1	XP_038424705.1
OG0010873	XP_040613488.1	XP_038424716.1
OG0010874	XP_005074194.1	XP_038424765.1
OG0010875	XP_005087497.1	XP_038424815.1
OG0010876	XP_012981710.2, XP_040599874.1	XP_038424835.1
OG0010877	XP_005075781.1	XP_038424860.1
OG0010878	XP_040612607.1	XP_038424896.1
OG0010879	XP_040612580.1	XP_038424910.1
OG0010880	XP_040612532.1	XP_038424917.1
OG0010881	XP_012972936.1	XP_038424934.1
OG0010882	XP_040612024.1	XP_038425047.1
OG0010883	XP_040611814.1	XP_038425096.1
OG0010884	XP_005084739.1	XP_038425105.1
OG0010885	XP_040592002.1	XP_038425114.1
OG0010886	XP_005084730.1	XP_038425120.1
OG0010887	XP_005087775.1	XP_038425146.1
OG0010888	XP_040589265.1, XP_040589264.1	XP_038425169.1
OG0010889	XP_012978317.2	XP_038425173.1
OG0010890	XP_005064865.1	XP_038425215.1
OG0010891	NP_001268533.1	XP_038425230.1
OG0010892	XP_005063874.1	XP_038425241.1, XP_038445046.1
OG0010893	XP_005075594.1	XP_038436647.1, XP_038425267.1
OG0010894	XP_012971727.1	XP_038425281.1
OG0010895	XP_005075337.1	XP_038425333.1
OG0010896	XP_005071100.2	XP_038425424.1
OG0010897	XP_005071089.1	XP_038425563.1
OG0010898	XP_012969473.1	XP_038425577.1
OG0010899	XP_040611562.1	XP_038425603.1
OG0010900	XP_040584753.1, XP_005071082.3	XP_038425635.1
OG0010901	XP_005070389.1	XP_038425648.1
OG0010902	XP_040607963.1	XP_038425674.1
OG0010903	XP_040607073.1	XP_038425711.1
OG0010904	XP_040606493.1	XP_038425719.1
OG0010905	XP_040606099.1	XP_038425733.1
OG0010906	XP_005079468.1	XP_038425802.1
OG0010907	XP_005079487.1	XP_038425876.1
OG0010908	XP_040594608.1	XP_038425914.1
OG0010909	XP_005079494.1	XP_038425916.1
OG0010910	XP_012966636.1	XP_038425929.1
OG0010911	XP_040589338.1	XP_038425963.1
OG0010912	XP_005077411.1	XP_038425971.1
OG0010913	XP_005073374.1	XP_038425983.1
OG0010914	XP_040589496.1	XP_038426041.1
OG0010915	XP_005082677.1	XP_038426060.1
OG0010916	XP_040589533.1	XP_038426068.1
OG0010917	XP_005072607.1	XP_038426147.1
OG0010918	XP_021084331.1, XP_012970614.1	XP_038426162.1
OG0010919	XP_021089917.1	XP_038426182.1
OG0010920	XP_005075079.1	XP_038426243.1
OG0010921	XP_040595567.1	XP_038426260.1
OG0010922	XP_040595477.1	XP_038426297.1
OG0010923	XP_040595795.1	XP_038426369.1
OG0010924	XP_005082403.1	XP_038426391.1
OG0010925	XP_012977699.1	XP_038426506.1
OG0010926	XP_005075090.1	XP_038426538.1
OG0010927	XP_040595977.1	XP_038426540.1
OG0010928	XP_005075093.1	XP_038426544.1
OG0010929	XP_012972543.1	XP_038426554.1
OG0010930	XP_040585508.1	XP_038426659.1
OG0010931	XP_040585456.1	XP_038426666.1
OG0010932	XP_040603690.1	XP_038426694.1
OG0010933	XP_005085284.1	XP_038426720.1
OG0010934	XP_040595829.1	XP_038426755.1
OG0010935	XP_005074899.1	XP_038426773.1
OG0010936	XP_021084115.2	XP_038426828.1
OG0010937	XP_040595632.1	XP_038426855.1
OG0010938	XP_005080790.1	XP_038444794.1, XP_038435534.1, XP_038426963.1
OG0010939	XP_040596290.1	XP_038426978.1
OG0010940	XP_005080785.1	XP_038427012.1
OG0010941	XP_005080782.1	XP_038427021.1
OG0010942	XP_040595535.1	XP_038427023.1
OG0010943	XP_040595864.1	XP_038427034.1
OG0010944	XP_040595928.1	XP_038427045.1
OG0010945	XP_005080779.1	XP_038427054.1
OG0010946	XP_040610566.1	XP_038427086.1
OG0010947	XP_005077985.1	XP_038427195.1
OG0010948	XP_005077990.1	XP_038427200.1
OG0010949	XP_040610277.1	XP_038427209.1
OG0010950	XP_040610262.1	XP_038427243.1
OG0010951	XP_040606927.1	XP_038427251.1
OG0010952	XP_040595824.1	XP_038427267.1
OG0010953	XP_040602387.1	XP_038427284.1
OG0010954	XP_005068763.1	XP_038427288.1
OG0010955	XP_021078689.1	XP_038427294.1
OG0010956	XP_005072618.1	XP_038427348.1
OG0010957	NP_001297481.1	XP_038427350.1
OG0010958	XP_040602377.1	XP_038427353.1
OG0010959	XP_040602373.1	XP_038427360.1
OG0010960	XP_040602366.1	XP_038427388.1
OG0010961	XP_005068758.1	XP_038427508.1
OG0010962	XP_040602309.1	XP_038427544.1
OG0010963	XP_005068739.1	XP_038427558.1
OG0010964	XP_005068733.1	XP_038427575.1
OG0010965	XP_021082032.1	XP_038427589.1
OG0010966	XP_005068722.1	XP_038427608.1
OG0010967	XP_005068695.1	XP_038427646.1
OG0010968	XP_040602235.1	XP_038427665.1
OG0010969	XP_005068679.1	XP_038427712.1
OG0010970	XP_040600879.1	XP_038427713.1
OG0010971	XP_021081994.2	XP_038427715.1
OG0010972	XP_012967774.3	XP_038427722.1
OG0010973	XP_005086123.1	XP_038427871.1
OG0010974	XP_005086128.1	XP_038427888.1
OG0010975	XP_040602464.1	XP_038427912.1
OG0010976	XP_005084697.1	XP_038427964.1
OG0010977	XP_040589009.1	XP_038428019.1
OG0010978	XP_040589004.1	XP_038428020.1
OG0010979	XP_040589032.1	XP_038428026.1
OG0010980	XP_040588945.1, XP_005084683.1	XP_038428037.1
OG0010981	XP_040588708.1	XP_038428038.1
OG0010982	XP_040588600.1	XP_038428053.1
OG0010983	XP_005084681.1	XP_038428061.1
OG0010984	XP_040588758.1	XP_038428088.1
OG0010985	XP_005084675.2	XP_038428094.1
OG0010986	XP_005084654.1	XP_038428170.1
OG0010987	XP_040588962.1	XP_038428176.1
OG0010988	XP_040588773.1	XP_038428221.1
OG0010989	XP_040588750.1	XP_038428253.1
OG0010990	XP_005082699.2	XP_038428259.1
OG0010991	XP_040588834.1	XP_038428273.1
OG0010992	XP_040588724.1	XP_038428295.1
OG0010993	XP_040588957.1	XP_038428359.1
OG0010994	XP_040588810.1	XP_038428370.1
OG0010995	XP_040589051.1	XP_038428380.1
OG0010996	XP_005085053.1	XP_038428404.1
OG0010997	XP_005085052.1	XP_038428415.1, XP_038428416.1
OG0010998	XP_040589020.1	XP_038428417.1
OG0010999	XP_005085040.2	XP_038428424.1
OG0011000	XP_040588872.1	XP_038428507.1
OG0011001	XP_040584078.1, XP_005074489.1	XP_038428531.1
OG0011002	XP_040589029.1	XP_038428581.1
OG0011003	XP_040588918.1	XP_038428583.1
OG0011004	XP_005074533.1	XP_038428638.1
OG0011005	XP_040588596.1	XP_038428705.1
OG0011006	XP_021085427.2	XP_038428709.1
OG0011007	XP_040589068.1	XP_038428724.1
OG0011008	XP_040588888.1	XP_038428731.1
OG0011009	XP_005074576.1	XP_038428732.1
OG0011010	XP_005074580.1	XP_038428738.1
OG0011011	XP_005074591.1	XP_038428768.1
OG0011012	XP_040588547.1	XP_038428863.1
OG0011013	XP_005074612.1	XP_038428869.1
OG0011014	XP_005072587.3	XP_038428915.1
OG0011015	XP_040588749.1	XP_038428921.1
OG0011016	XP_021085385.2	XP_038428932.1
OG0011017	XP_040588668.1	XP_038428933.1
OG0011018	XP_040589013.1	XP_038428936.1
OG0011019	XP_040588593.1	XP_038428937.1
OG0011020	XP_021089818.2	XP_038428963.1
OG0011021	XP_040608929.1	XP_038428967.1
OG0011022	XP_005075332.1	XP_038428993.1
OG0011023	XP_005082307.1	XP_038429012.1
OG0011025	XP_040589474.1	XP_038429077.1
OG0011026	XP_040610371.1	XP_038429080.1
OG0011027	XP_040610355.1	XP_038429145.1
OG0011028	XP_040610337.1	XP_038429217.1
OG0011029	XP_005083247.1	XP_038429231.1
OG0011030	XP_040607360.1	XP_038429245.1
OG0011031	XP_005083238.1	XP_038429314.1
OG0011032	NP_001268630.1, XP_040606198.1	XP_038429321.1
OG0011033	XP_005083242.1	XP_038429329.1
OG0011034	XP_040596517.1	XP_038429396.1
OG0011035	XP_005075348.1	XP_038429401.1
OG0011036	XP_005075357.1	XP_038429413.1, XP_038429414.1
OG0011037	XP_040596495.1	XP_038429415.1
OG0011038	XP_040596574.1	XP_038429418.1
OG0011039	XP_040596413.1	XP_038429449.1
OG0011040	XP_040598177.1	XP_038429483.1
OG0011041	XP_005075225.1	XP_038429488.1
OG0011042	XP_005075214.2	XP_038429522.1
OG0011043	XP_005075323.1	XP_038429586.1
OG0011044	XP_005075319.1	XP_038429591.1
OG0011045	XP_040596669.1	XP_038429612.1
OG0011046	XP_012972702.1	XP_038429661.1
OG0011047	XP_005071075.1	XP_038429724.1
OG0011048	XP_005071052.1	XP_038429790.1
OG0011049	XP_005071046.1	XP_038429803.1
OG0011050	XP_005071047.1	XP_038429821.1
OG0011051	XP_040609165.1	XP_038429879.1
OG0011052	XP_040609117.1	XP_038429990.1
OG0011053	XP_040609069.1	XP_038430103.1
OG0011054	XP_040609052.1	XP_038430110.1
OG0011055	XP_005082295.2	XP_038430125.1
OG0011056	XP_040609017.1	XP_038430148.1
OG0011057	XP_040609009.1	XP_038430156.1
OG0011058	XP_040608962.1	XP_038430225.1
OG0011059	XP_021089817.1	XP_038430266.1
OG0011060	XP_040608955.1	XP_038430277.1
OG0011061	XP_005082260.1	XP_038430280.1
OG0011062	XP_012977596.1	XP_038430304.1
OG0011063	XP_040608934.1	XP_038430333.1
OG0011064	XP_005077272.1	XP_038430334.1
OG0011065	XP_005077261.1	XP_038430347.1
OG0011066	XP_005077244.1	XP_038430393.1
OG0011067	XP_005077243.1	XP_038430395.1
OG0011068	XP_012973889.1	XP_038430399.1
OG0011069	XP_040607347.1	XP_038430417.1
OG0011070	XP_040585336.1	XP_038430425.1
OG0011071	XP_005085366.1	XP_038430448.1
OG0011072	NP_001306566.1	XP_038430452.1
OG0011073	XP_005085351.1	XP_038430529.1
OG0011074	XP_005085355.1	XP_038430536.1
OG0011075	XP_005085358.1	XP_038430556.1
OG0011076	XP_012980057.1	XP_038430609.1
OG0011077	XP_005080386.1	XP_038430635.1
OG0011078	XP_021088980.1	XP_038430638.1
OG0011079	XP_012976425.1	XP_038430641.1
OG0011080	XP_040587398.1	XP_038430666.1
OG0011081	XP_012976335.1	XP_038430676.1
OG0011082	XP_040587309.1	XP_038430735.1
OG0011083	XP_005080674.1	XP_038430738.1
OG0011084	XP_005080676.1	XP_038430756.1
OG0011085	XP_012976433.1	XP_038430803.1
OG0011086	XP_040587078.1	XP_038430840.1
OG0011087	XP_040587291.1	XP_038430928.1
OG0011088	XP_040587116.1	XP_038430983.1
OG0011089	XP_005080702.1	XP_038431028.1
OG0011090	XP_005080703.1	XP_038431029.1
OG0011091	XP_012975258.1	XP_038431090.1
OG0011092	XP_005079066.1	XP_038431092.1
OG0011093	XP_005079061.1	XP_038431104.1
OG0011094	XP_012975235.1	XP_038431160.1
OG0011095	XP_040587187.1	XP_038431188.1
OG0011096	XP_040587464.1	XP_038431198.1
OG0011097	XP_040587458.1	XP_038431206.1
OG0011098	XP_040587611.1	XP_038431218.1
OG0011099	XP_040586991.1	XP_038431224.1
OG0011100	XP_005079032.1	XP_038431250.1
OG0011101	XP_005079033.1	XP_038431254.1
OG0011102	XP_005079005.1	XP_038431310.1
OG0011103	XP_005078985.1	XP_038431373.1
OG0011104	XP_012975222.1	XP_038431408.1
OG0011105	XP_040587437.1	XP_038431467.1
OG0011106	XP_040602690.1, XP_005067990.1	XP_038431470.1
OG0011107	XP_040602692.1	XP_038431471.1
OG0011108	XP_040602732.1	XP_038431529.1
OG0011109	XP_040602739.1	XP_038431535.1
OG0011110	XP_040602751.1, XP_040602752.1	XP_038431562.1
OG0011111	XP_005068976.2, XP_040602758.1, XP_040602757.1	XP_038431573.1
OG0011112	XP_012967984.1	XP_038431574.1
OG0011113	XP_005068956.1	XP_038431607.1
OG0011114	XP_005070821.3	XP_038431716.1
OG0011115	XP_005070804.1	XP_038431740.1
OG0011116	XP_040588359.1	XP_038431761.1
OG0011117	XP_040607108.1	XP_038431786.1
OG0011118	XP_005077561.1	XP_038431828.1
OG0011119	XP_005077559.1	XP_038431829.1
OG0011120	XP_005077558.1	XP_038431831.1
OG0011121	XP_005077589.1	XP_038431854.1
OG0011122	XP_005077591.1	XP_038431855.1
OG0011123	XP_040607099.1	XP_038431859.1
OG0011124	XP_005077621.1	XP_038431909.1
OG0011125	XP_005063739.1	XP_038431991.1
OG0011126	XP_012967532.1	XP_038432005.1
OG0011127	XP_012970944.1	XP_038432066.1
OG0011128	XP_005072952.1	XP_038432070.1
OG0011129	XP_005072975.1, XP_012970975.1	XP_038432083.1
OG0011130	XP_005067352.1	XP_038432104.1
OG0011131	XP_005066111.1	XP_038432308.1
OG0011132	XP_005066098.1	XP_038432325.1
OG0011133	XP_005066094.1	XP_038432336.1
OG0011135	XP_012979051.1	XP_038432410.1
OG0011136	XP_005084151.2	XP_038432474.1
OG0011137	XP_012979092.1	XP_038432497.1
OG0011138	XP_040594115.1	XP_038432565.1
OG0011139	XP_005066080.1	XP_038432588.1
OG0011140	XP_005066081.1	XP_038432594.1
OG0011141	XP_012970888.2	XP_038432782.1
OG0011142	XP_040599397.1	XP_038432875.1
OG0011143	XP_005072968.1	XP_038432899.1
OG0011144	XP_005072987.1	XP_038433006.1
OG0011145	XP_040599558.1	XP_038433054.1
OG0011146	XP_040599585.1	XP_038433069.1
OG0011147	XP_040599588.1	XP_038433083.1
OG0011148	XP_040607131.1	XP_038433151.1
OG0011149	XP_005077555.2	XP_038433172.1
OG0011150	XP_005067182.1	XP_038433205.1
OG0011151	XP_040609870.1	XP_038433256.1
OG0011152	XP_040609810.1	XP_038433437.1
OG0011153	XP_040609805.1	XP_038433444.1
OG0011154	XP_005067251.1	XP_038433452.1
OG0011155	XP_005067261.1	XP_038433454.1
OG0011156	XP_005067263.1	XP_038433465.1
OG0011157	XP_005067258.1	XP_038433468.1
OG0011158	XP_021081193.1	XP_038433490.1
OG0011159	XP_040609689.1	XP_038433681.1
OG0011160	XP_040603670.1	XP_038433865.1
OG0011161	XP_005063701.1	XP_038433874.1
OG0011162	XP_040599763.1	XP_038433883.1
OG0011163	XP_021084020.1	XP_038433898.1
OG0011164	XP_005066148.1, XP_012965971.1	XP_038434028.1
OG0011165	XP_005066022.1	XP_038434029.1
OG0011166	XP_012965942.1, XP_012965944.1, XP_040593597.1	XP_038434045.1
OG0011168	XP_005063724.1	XP_038434105.1
OG0011169	XP_040600831.1	XP_038434159.1
OG0011170	XP_040600408.1	XP_038434339.1, XP_038434338.1, XP_038434337.1
OG0011171	XP_005063654.1	XP_038434361.1
OG0011172	XP_005063648.1	XP_038434376.1
OG0011173	XP_005063637.1	XP_038434389.1
OG0011174	XP_005063622.1	XP_038434422.1
OG0011175	XP_005063611.2	XP_038434440.1
OG0011176	XP_005063608.1	XP_038434459.1
OG0011177	XP_005063587.3	XP_038434507.1
OG0011178	XP_040590396.1, XP_040599625.1	XP_038434529.1
OG0011179	XP_040599615.1	XP_038434535.1
OG0011180	XP_040599457.1	XP_038434537.1
OG0011181	XP_040599331.1	XP_038434587.1
OG0011182	XP_040599328.1, XP_040599327.1	XP_038434588.1
OG0011183	XP_040599293.1	XP_038434606.1
OG0011184	XP_005063520.1	XP_038434693.1
OG0011185	XP_040598322.1	XP_038434775.1
OG0011186	XP_040598234.1	XP_038434812.1
OG0011187	XP_040598164.1	XP_038434816.1
OG0011188	XP_005085398.2	XP_038434836.1
OG0011189	XP_012980129.1	XP_038434843.1
OG0011190	XP_040597939.1	XP_038434854.1
OG0011191	XP_040609267.1	XP_038434883.1
OG0011192	XP_040609196.1	XP_038434893.1
OG0011193	XP_005063432.1	XP_038434904.1
OG0011194	XP_005063423.1	XP_038434937.1
OG0011196	XP_005064339.1	XP_038434974.1
OG0011197	XP_005063420.3	XP_038434990.1
OG0011198	XP_012966731.2	XP_038435108.1
OG0011199	XP_021083732.1	XP_038435113.1
OG0011200	XP_005064308.1	XP_038435121.1
OG0011201	XP_005064300.1	XP_038435136.1
OG0011202	XP_005064299.1	XP_038435137.1
OG0011203	XP_005085982.1	XP_038435254.1
OG0011204	XP_012980576.1	XP_038435255.1
OG0011205	XP_005085981.2	XP_038435258.1
OG0011206	XP_005066807.1	XP_038435365.1
OG0011207	XP_005066810.1	XP_038435400.1
OG0011208	XP_005066815.1	XP_038435403.1
OG0011209	XP_040597360.1	XP_038435428.1
OG0011210	XP_040597345.1	XP_038435473.1
OG0011211	XP_040597333.1	XP_038435501.1
OG0011212	XP_005066852.1	XP_038435541.1
OG0011213	XP_040597298.1	XP_038435595.1
OG0011214	XP_005066868.1	XP_038435600.1
OG0011215	XP_005066869.1	XP_038435628.1
OG0011216	XP_005066870.1	XP_038435630.1
OG0011217	XP_005066871.1	XP_038435632.1
OG0011218	XP_040597201.1	XP_038435633.1
OG0011219	XP_012966428.1	XP_038435646.1
OG0011220	XP_005066251.1	XP_038435697.1
OG0011221	XP_005066254.2	XP_038435708.1
OG0011222	XP_012965931.1	XP_038435727.1
OG0011223	XP_005066268.1	XP_038435742.1
OG0011224	XP_005072714.1	XP_038435762.1
OG0011225	XP_005088005.1	XP_038435798.1
OG0011226	XP_040602022.1	XP_038435804.1
OG0011227	XP_021081949.2	XP_038435806.1, XP_038435805.1
OG0011228	XP_005075595.1	XP_038435811.1
OG0011229	XP_005064819.3	XP_038435902.1
OG0011230	XP_040601953.1	XP_038435938.1
OG0011231	XP_005064809.1	XP_038435941.1
OG0011232	XP_040601964.1	XP_038435949.1
OG0011233	XP_040601980.1	XP_038435983.1
OG0011234	XP_040601984.1	XP_038436003.1, XP_038436004.1
OG0011235	XP_005064786.1	XP_038436007.1
OG0011236	XP_012976995.1	XP_038436009.1
OG0011237	XP_005064778.1	XP_038436017.1
OG0011238	XP_005064776.1	XP_038436045.1, XP_038436044.1
OG0011239	XP_005064764.1	XP_038436064.1
OG0011240	XP_040602032.1	XP_038436095.1
OG0011241	XP_040602064.1	XP_038436118.1
OG0011242	XP_040602058.1	XP_038436121.1
OG0011243	XP_040602073.1	XP_038436134.1
OG0011244	XP_021081895.2	XP_038436136.1
OG0011245	XP_005068570.1	XP_038436139.1
OG0011246	XP_005068581.1	XP_038436196.1
OG0011247	XP_040602103.1	XP_038436205.1
OG0011248	XP_005068599.1	XP_038436240.1
OG0011249	XP_040602139.1	XP_038436299.1
OG0011250	XP_040602148.1	XP_038436304.1
OG0011251	XP_040602166.1	XP_038436336.1
OG0011252	XP_040602172.1	XP_038436342.1
OG0011253	XP_040585720.1	XP_038436347.1
OG0011255	XP_040595821.1	XP_038436361.1
OG0011256	XP_040595804.1	XP_038436371.1
OG0011257	XP_040600232.1	XP_038443676.1
OG0011258	XP_012971534.1	XP_038436394.1
OG0011259	XP_005075517.1	XP_038436461.1
OG0011260	XP_005075524.1	XP_038436468.1
OG0011261	XP_005075525.1	XP_038436469.1
OG0011262	XP_040596284.1	XP_038436491.1
OG0011263	XP_005075657.1	XP_038436524.1
OG0011264	XP_005075567.1	XP_038436559.1
OG0011265	XP_040595429.1, XP_005075569.1	XP_038436570.1
OG0011266	XP_005075578.1	XP_038436582.1
OG0011267	XP_040596207.1	XP_038436588.1
OG0011268	XP_040596203.1	XP_038436634.1
OG0011269	XP_005075598.1	XP_038436654.1
OG0011270	XP_005075601.1	XP_038436656.1
OG0011271	XP_005075605.1	XP_038436671.1
OG0011272	XP_040595648.1	XP_038436677.1
OG0011273	XP_040596103.1	XP_038436699.1
OG0011274	XP_040595486.1	XP_038436701.1
OG0011275	XP_012972877.1	XP_038436730.1
OG0011276	XP_040596274.1	XP_038436736.1
OG0011277	XP_005075633.2	XP_038436739.1
OG0011278	XP_005075634.1	XP_038436744.1
OG0011279	XP_040595768.1	XP_038436766.1
OG0011280	XP_005069689.1	XP_038436838.1
OG0011281	XP_012968436.1	XP_038436840.1
OG0011282	XP_005069687.2	XP_038436841.1
OG0011283	XP_005069382.1	XP_038436853.1
OG0011284	XP_012968432.1	XP_038436861.1
OG0011285	XP_005069671.1	XP_038436867.1
OG0011286	XP_040586061.1	XP_038436886.1
OG0011287	XP_005069646.1	XP_038436943.1
OG0011288	XP_040585621.1	XP_038436947.1
OG0011289	XP_005069637.2	XP_038436956.1
OG0011290	XP_021082506.1	XP_038436990.1
OG0011291	XP_005069623.1	XP_038437000.1
OG0011292	XP_040585730.1, XP_012971397.2	XP_038437018.1
OG0011293	XP_040596105.1	XP_038437041.1
OG0011294	XP_040588489.1	XP_038437082.1
OG0011295	XP_040606531.1	XP_038437111.1
OG0011296	XP_012981785.1	XP_038437112.1
OG0011297	XP_012971677.1	XP_038437197.1
OG0011298	XP_005073972.1	XP_038437211.1
OG0011299	XP_005073915.1	XP_038437212.1
OG0011300	XP_040606453.1	XP_038437277.1
OG0011301	XP_040606290.1	XP_038445403.1, XP_038437279.1
OG0011302	XP_040606451.1	XP_038437281.1
OG0011303	XP_040606446.1	XP_038437283.1
OG0011304	XP_005073878.1	XP_038437295.1
OG0011305	XP_021085107.1	XP_038437332.1
OG0011306	XP_005073941.2	XP_038437344.1, XP_038437345.1
OG0011307	XP_040606369.1	XP_038437376.1
OG0011308	XP_040606338.1	XP_038437426.1
OG0011309	XP_040606326.1	XP_038437454.1
OG0011310	XP_005073838.1	XP_038437471.1
OG0011311	XP_040606313.1	XP_038437473.1
OG0011312	XP_012969353.2	XP_038437485.1
OG0011313	XP_040588523.1	XP_038437575.1
OG0011314	XP_005070773.1	XP_038437584.1
OG0011315	XP_005070777.1	XP_038437592.1
OG0011316	NP_001268523.1	XP_038437620.1
OG0011317	XP_005070789.1	XP_038437625.1
OG0011318	XP_040602496.1, NP_001268552.1	XP_038437670.1
