Orthogroup	Myotis_lucifugus	Ictidomys_tridecemlineatus
OG0011729	XP_006097104.1	XP_005340361.1
OG0011730	XP_006100820.1	XP_005321813.1
OG0011731	XP_006102212.1	XP_040126405.1
OG0011732	XP_006091378.1	XP_013220724.1
OG0011733	XP_006087781.1	XP_040142717.1
OG0011734	XP_014304587.1	XP_005320201.1
OG0011736	XP_023602733.1	XP_021577686.2
OG0011738	XP_023615267.1	XP_005327866.1
OG0011739	XP_023617398.1	XP_040143609.1
OG0011740	XP_014320049.1	XP_013212052.3
OG0011741	XP_014321609.1	XP_021591054.1
OG0011742	XP_023607352.1, XP_006084671.1	XP_005337581.1
OG0011744	XP_006094430.1	XP_005322544.1
OG0011745	XP_006096863.1	XP_005329439.1
OG0011746	XP_006107094.1	XP_005318896.1
OG0011747	XP_006081428.1	NP_001273170.1
OG0011748	XP_006107487.2	XP_005329288.1
OG0011749	XP_006108308.1	XP_005321482.2
OG0011750	XP_006109072.1	XP_005341634.1
OG0011751	XP_006097354.1	XP_005317713.1
OG0011752	XP_006103078.1	XP_005338488.1
OG0011753	XP_006094409.1	XP_005322531.1
OG0011754	XP_006101220.1	XP_005332253.1
OG0011755	XP_006085965.1	XP_005316673.1
OG0011756	XP_006108918.1	XP_005328435.1
OG0011757	XP_006094743.1	XP_005329151.2
OG0011758	XP_014322068.1	XP_005318818.2
OG0011759	XP_006090007.1	XP_005335294.1
OG0011760	XP_023603203.1	XP_021581545.1
OG0011761	XP_006090119.1	XP_005338091.1
OG0011762	XP_023612779.1, XP_006106050.1	XP_005334972.1
OG0011763	XP_014312152.1	XP_013221761.1
OG0011764	XP_023615425.1	XP_005325147.1
OG0011765	XP_023617858.1	XP_013218230.1
OG0011766	XP_006098712.1	XP_005330632.1
OG0011767	XP_006105379.1	XP_005338231.1
OG0011768	XP_006097874.1	XP_005331429.1
OG0011769	XP_006084051.1	XP_005324471.2
OG0011770	XP_006101896.1	XP_005332005.2
OG0011771	XP_023608007.1	XP_013211573.1
OG0011772	XP_006095766.2	XP_005325059.1
OG0011773	XP_006095761.1	XP_005325057.1
OG0011774	XP_006100892.1	XP_040124731.1
OG0011775	XP_023602362.1	XP_021587488.1
OG0011778	XP_006094702.1	XP_005342355.1
OG0011779	XP_006108794.1, XP_006089737.1	XP_005341124.1
OG0011783	XP_006094700.2	XP_005342350.1
OG0011784	XP_006087591.1	XP_013221877.1
OG0011785	XP_014312900.1	XP_021581236.1
OG0011786	XP_006081870.1	XP_005330961.1
OG0011787	XP_023608363.1	XP_040128513.1
OG0011790	XP_014303899.1	XP_040135977.1
OG0011791	XP_023609789.1	XP_040133963.1
OG0011792	XP_006084486.1	XP_005329861.1
OG0011793	XP_014307348.1	XP_005329874.1
OG0011794	XP_023609941.1	XP_005336140.1
OG0011797	XP_006098736.1	XP_005330652.1
OG0011798	XP_023606031.1	XP_040137994.1
OG0011799	XP_006097461.1	XP_005334422.1
OG0011800	XP_023616944.1	XP_013217895.2
OG0011801	XP_006090864.1	XP_005334432.1
OG0011802	XP_014313116.1	XP_021588193.1
OG0011803	XP_023611400.1	XP_040127889.1
OG0011804	XP_014313095.1	XP_013217887.1
OG0011805	XP_006090847.1	XP_005334442.1
OG0011806	XP_006087231.1	XP_005323065.1
OG0011807	XP_023608418.1	XP_005323066.1
OG0011808	XP_023604852.1, XP_006087246.1	XP_005323084.1
OG0011809	XP_014309893.2	XP_040128528.1
OG0011810	XP_006087192.1	XP_021580652.1
OG0011811	XP_023606030.1	XP_005329817.1
OG0011812	XP_023606006.1	XP_040139295.1
OG0011813	XP_006084506.1	XP_005329850.1
OG0011814	XP_006084563.1	XP_005329881.1
OG0011815	XP_006084483.1	XP_005329863.1
OG0011816	XP_006084480.1	XP_021585133.1
OG0011817	XP_006084470.1	XP_005334915.1
OG0011818	XP_006084468.1	XP_005334913.1
OG0011819	XP_023605950.1	XP_040139349.1
OG0011820	XP_006084459.1	XP_005334902.1
OG0011821	XP_023605862.1	XP_040138000.1
OG0011823	XP_023609921.1	XP_013212385.1
OG0011824	XP_023599411.1	XP_040138005.1
OG0011825	XP_023613948.1	XP_013212377.1
OG0011826	XP_006093937.1	XP_005321447.1
OG0011827	XP_006093936.1	XP_005321446.1
OG0011828	XP_023613977.1	XP_005321463.1
OG0011829	XP_014301611.2	XP_005321472.1
OG0011830	XP_006106067.1	XP_040139454.1
OG0011831	XP_023620560.1	XP_040139474.1
OG0011832	XP_014322111.1	XP_040140527.1, XP_005321492.1
OG0011833	XP_023602570.1	XP_021579652.2
OG0011834	XP_006089257.1	XP_005336135.1
OG0011835	XP_006089285.1	XP_005340581.1
OG0011836	XP_006089289.1	XP_005340584.1
OG0011837	XP_006089297.1	XP_021588997.1
OG0011838	XP_006103555.1	XP_013218339.1
OG0011839	XP_014322431.2	XP_040126889.1
OG0011840	XP_006100072.1	XP_005340972.1
OG0011841	XP_006100081.1	XP_005340968.1
OG0011842	XP_006100083.1	XP_005340967.1
OG0011843	XP_006086890.1	XP_005335207.1
OG0011844	XP_023608169.1	XP_005324175.1
OG0011845	XP_006086885.1	XP_005324173.1
OG0011846	XP_006086876.1	XP_040141593.1
OG0011847	XP_023608104.1	XP_005324153.1
OG0011848	XP_006086911.1	XP_005324184.1
OG0011849	XP_023620349.1	XP_005324149.1
OG0011850	XP_023614200.1	XP_005324120.1
OG0011851	XP_006094200.1	XP_005324177.3
OG0011852	XP_023614209.1	XP_005328018.1
OG0011853	XP_023602774.1	XP_040127461.1
OG0011854	XP_014301133.2	XP_005340282.1
OG0011856	XP_023601935.1	XP_005342345.1
OG0011857	XP_023601518.1	XP_005320933.1
OG0011858	XP_023600474.1	XP_005342459.1
OG0011859	XP_006103428.1	XP_005342457.1
OG0011861	XP_006098944.3	XP_021576663.2
OG0011864	XP_006109431.1	XP_005341617.1
OG0011866	XP_006107337.1	XP_005342328.1
OG0011870	XP_023605016.1	XP_005342716.2
OG0011875	XP_006106874.2	XP_005341714.2
OG0011876	XP_023603785.1	XP_005336767.1
OG0011877	XP_006107348.2, XP_014309200.1	XP_013218964.1
OG0011879	XP_006107535.1	XP_013218953.1
OG0011880	XP_006108670.3	XP_040136102.1
OG0011881	XP_006109490.1	XP_005336720.2
OG0011882	XP_023604489.1	XP_040134797.1
OG0011885	XP_006096596.1	XP_021589811.1
OG0011886	XP_006109197.1	XP_005336642.1
OG0011887	XP_006109958.1	XP_040135292.1
OG0011889	XP_006108435.1	XP_005338301.1
OG0011890	XP_023603022.1	XP_005338291.1
OG0011892	XP_023603024.1	XP_005338331.1
OG0011893	XP_006107288.1	XP_005338282.1
OG0011894	XP_014304700.1	XP_005338279.1
OG0011895	XP_023604438.1	XP_040135088.1
OG0011896	XP_006106189.1	XP_040136057.1
OG0011897	XP_006106192.1	XP_005338326.1
OG0011898	XP_006106195.1	XP_005338263.1
OG0011899	XP_023604793.1	XP_005338323.2
OG0011900	XP_006108547.1	XP_005338256.3
OG0011902	XP_023599359.1	XP_040135287.1
OG0011903	XP_006103654.1	XP_005338205.1
OG0011904	XP_006102702.1	XP_040134859.1
OG0011905	XP_014323465.1	XP_005336517.1
OG0011906	XP_023599726.1	XP_005336503.2
OG0011907	XP_006096792.1	XP_005336491.1
OG0011908	XP_014318124.1	XP_040134804.1
OG0011909	XP_023616337.1	XP_040135621.1
OG0011910	XP_023616352.1	XP_005336531.1
OG0011911	XP_023616335.1	XP_040135803.1
OG0011912	XP_023616294.1	XP_040134845.1
OG0011913	XP_023616334.1	XP_040135802.1
OG0011916	XP_006098689.1	XP_005342006.1
OG0011917	XP_023618123.1	XP_013221467.1
OG0011918	XP_023618118.1	XP_005341997.1
OG0011919	XP_023618158.1	XP_040135462.1
OG0011920	XP_023618128.1	XP_005330708.2
OG0011921	XP_014319744.1	XP_040135355.1
OG0011922	XP_006098716.1	XP_005330640.1
OG0011923	XP_023618133.1	XP_021585762.2
OG0011924	XP_006098757.1	XP_013216376.2
OG0011925	XP_023615636.1	XP_005330732.1
OG0011926	XP_006096052.1	XP_005330733.1
OG0011927	XP_014306449.1	XP_005330707.1
OG0011928	XP_006090852.1	XP_021588201.2
OG0011929	XP_014318720.1	XP_005324343.2
OG0011930	XP_014304083.1	XP_005318539.1
OG0011931	XP_006094300.2	XP_005317804.1
OG0011932	XP_006107677.1	XP_005317526.1
OG0011933	XP_023619661.1	XP_021578666.1
OG0011934	XP_006100334.1	XP_021578655.1
OG0011935	XP_023614345.1	XP_040133805.1
OG0011936	XP_023614348.1	XP_005325824.1
OG0011937	XP_023614320.1	XP_005325830.1
OG0011938	XP_023614322.1	XP_013214301.1
OG0011939	XP_023614339.1	XP_040133939.1
OG0011940	XP_006086731.1	XP_040132651.1
OG0011941	XP_006086709.1	XP_005334347.1
OG0011942	XP_006093776.1	XP_040134277.1
OG0011943	XP_006093790.1	XP_040133797.1
OG0011944	XP_006093792.1	XP_005325857.1
OG0011945	XP_006093796.1	XP_040133081.1
OG0011946	XP_006098280.1	XP_005330923.1
OG0011947	XP_023618294.1	XP_005334331.1
OG0011948	XP_006098909.1	XP_005334330.1
OG0011949	XP_006098284.2	XP_005320326.2
OG0011950	XP_023614165.1	XP_005320335.1
OG0011951	XP_006088467.1	XP_005320350.1
OG0011952	XP_023609344.1	XP_040132765.1
OG0011953	XP_006088488.1	XP_005320371.1
OG0011954	XP_006088500.1	XP_040137204.1, XP_005320393.2
OG0011955	XP_006088501.1	XP_040134455.1
OG0011956	XP_006086578.3	XP_005327325.2
OG0011957	XP_023607934.1	XP_040128166.1
OG0011958	XP_006086546.1	XP_005327362.1
OG0011959	XP_006086499.2	XP_040129739.1
OG0011960	XP_023607762.1	XP_005324292.2
OG0011961	XP_023607784.1	XP_005324273.1
OG0011962	XP_006086459.1	XP_013213625.1
OG0011963	XP_023607769.1	XP_021581372.1
OG0011964	XP_006105684.1	XP_005319686.1
OG0011965	XP_006105682.2	XP_005319685.1
OG0011966	XP_006081490.1	XP_005319653.1
OG0011967	XP_023607589.1	XP_021578167.2
OG0011968	XP_023607076.1	XP_005319610.1
OG0011969	XP_006081467.1	XP_005319618.1
OG0011970	XP_014307848.1	XP_005319620.1
OG0011971	XP_006081439.1	XP_005319592.1
OG0011972	XP_023608182.1	XP_005329024.1
OG0011973	XP_006081412.1	XP_005329023.1
OG0011974	XP_006081393.1	XP_021584533.1
OG0011975	XP_023606507.1	XP_005329008.1
OG0011976	XP_006098765.1, XP_006105249.1	XP_005318283.1
OG0011977	XP_006105248.1	XP_040134857.1
OG0011978	XP_014304082.1	XP_005318273.1
OG0011979	XP_006106335.1	XP_005318262.1
OG0011981	XP_006103124.1	XP_005318239.1
OG0011982	XP_014300989.1	XP_005318234.1
OG0011983	XP_023602288.1	XP_005318231.1
OG0011984	XP_014304424.1	XP_005318216.1
OG0011986	XP_006094296.1	XP_005317809.1
OG0011987	XP_023614292.1	XP_040144221.1, XP_040144226.1
OG0011988	XP_014316000.1	XP_005317787.1
OG0011989	XP_014323752.2	XP_040144201.1
OG0011990	XP_014323726.1	XP_005317772.1
OG0011991	XP_006102963.1	XP_005317769.1
OG0011992	XP_023616736.1	XP_005317756.1
OG0011993	XP_023616756.1	XP_005317739.1
OG0011994	XP_006097362.1	XP_005317708.1
OG0011995	XP_006097360.1	XP_005317709.2
OG0011996	XP_006097363.1	XP_021590251.1
OG0011997	XP_023616733.1	XP_040145098.1
OG0011998	XP_006102023.1	XP_005317697.2
OG0011999	XP_014322827.1	XP_005317693.1
OG0012000	XP_006102028.1	XP_005317686.1
OG0012001	XP_006109656.2	XP_040145095.1
OG0012002	XP_023599204.1	XP_040145094.1
OG0012003	XP_006102044.1	XP_021576226.1
OG0012004	XP_006104171.1, XP_006107740.1	XP_040145093.1
OG0012005	XP_006107820.2	XP_040144025.1
OG0012006	XP_006094066.1	XP_005317604.1
OG0012007	XP_006094065.1	XP_005317602.1
OG0012008	XP_023614125.1	XP_040145088.1
OG0012009	XP_023600975.1	XP_005318106.1
OG0012010	XP_006104009.1	XP_040145086.1
OG0012011	XP_006107375.1	XP_021589392.2
OG0012012	XP_014303318.1, XP_006107380.2	XP_040143914.1
OG0012013	XP_014302505.1	XP_040145083.1
OG0012014	XP_023601687.1	XP_005317548.1
OG0012015	XP_023601672.1	XP_040145082.1
OG0012016	XP_023601708.1	XP_040143893.1
OG0012017	XP_023602140.1, XP_014302986.1	XP_040143874.1
OG0012019	XP_006104587.1	XP_005318083.1
OG0012020	XP_006103781.1	XP_040145074.1
OG0012021	XP_006103780.1	XP_005317509.1
OG0012022	XP_023601801.1	XP_040143847.1
OG0012023	XP_006104981.1	XP_005334830.1
OG0012024	XP_006104980.2	XP_005334827.1
OG0012025	XP_006109712.3	XP_040128735.1
OG0012027	XP_014304024.2	XP_005319135.1
OG0012028	XP_006081226.1	XP_005327375.2
OG0012029	XP_014319545.1	XP_005327280.1
OG0012030	XP_023604907.1	XP_005327279.1
OG0012031	XP_006081248.1	XP_005326186.1
OG0012032	XP_023605697.1	XP_040127827.1
OG0012033	XP_023605729.1	XP_040129413.1
OG0012034	XP_006081277.1	XP_005326220.1
OG0012035	XP_023605847.1	XP_040129455.1
OG0012036	XP_023606940.1	XP_040127960.1
OG0012037	XP_014306524.1	XP_040129298.1
OG0012039	XP_023606151.1	XP_005329068.1
OG0012040	XP_006081337.1	XP_021584558.1
OG0012041	XP_014306834.1	XP_005329063.1
OG0012042	XP_014306870.1	XP_005329053.1
OG0012044	XP_006081367.1	XP_005329031.1
OG0012045	XP_023608132.1	XP_005328996.1
OG0012046	XP_006081370.1	XP_005329070.1
OG0012047	XP_014309275.2	XP_040129359.1
OG0012048	XP_023604617.1	XP_040131706.1
OG0012049	XP_006107140.1	XP_021584654.1
OG0012050	XP_023604001.1	XP_005320117.1
OG0012051	XP_006108820.1, XP_023602632.1	XP_005320127.1
OG0012052	XP_023600992.1	XP_005320140.1
OG0012053	XP_006104037.2	XP_040131345.1
OG0012054	XP_006104040.2	XP_005320149.1
OG0012055	XP_006102882.1	XP_040130419.1
OG0012056	XP_006106780.1	XP_005320175.1
OG0012057	XP_023603234.1, XP_006108679.1	XP_005320209.1
OG0012060	XP_023602698.1	XP_040130628.1
OG0012061	XP_023603624.1	XP_005320251.1
OG0012064	XP_014307188.1	XP_005316917.1
OG0012065	XP_006108667.1	XP_005316916.1
OG0012067	XP_023601163.1	XP_013211347.2
OG0012069	XP_023614861.1	XP_005318997.1
OG0012070	XP_014322396.1	XP_021577776.1
OG0012071	XP_014317996.1	XP_005319018.2
OG0012072	XP_006107887.2	XP_021577884.1
OG0012073	XP_006088556.1	XP_005319985.1
OG0012074	XP_006088565.1	XP_005319976.1
OG0012075	XP_006088568.2	XP_013211692.1
OG0012076	XP_023609436.1	XP_005320097.2
OG0012077	XP_023609425.1	XP_005319962.1
OG0012078	XP_006088584.1	XP_005319959.1
OG0012079	XP_023613489.1	XP_040148066.1
OG0012080	XP_006093331.2	XP_040148512.1
OG0012081	XP_006093332.1	XP_005319127.1
OG0012082	XP_023613498.1	XP_040148513.1
OG0012083	XP_023613509.1	XP_005318980.1
OG0012084	XP_006108541.2	XP_005319113.1
OG0012086	XP_006081369.1	XP_005328994.1
OG0012088	XP_006093322.1	XP_005318962.1
OG0012089	XP_006107357.1	XP_005326017.1
OG0012090	XP_006100025.1	XP_005326014.1
OG0012091	XP_023619496.1	XP_005340140.1
OG0012092	XP_023617222.1	XP_005334164.1
OG0012094	XP_006101023.3	XP_005334182.2
OG0012095	XP_023600319.1	XP_040134456.1
OG0012096	XP_006107957.1	XP_013211827.1
OG0012097	XP_014302321.1	XP_040133091.1, XP_005320467.2
OG0012098	XP_006108565.3, XP_023601522.1	XP_013211831.1
OG0012099	XP_006106294.1	XP_021578783.2
OG0012100	XP_006106293.1	XP_021578757.1
OG0012101	XP_023602485.1	XP_005320432.1
OG0012102	XP_023604772.1	XP_005320435.1
OG0012103	XP_006104802.1	XP_005320446.1
OG0012104	XP_014319938.1	XP_005334389.1
OG0012105	XP_006103095.1	XP_040129559.1
OG0012106	XP_006103091.1	XP_005334378.1
OG0012107	XP_014312198.2	XP_005334375.1
OG0012108	XP_006089775.1	XP_005334366.1
OG0012109	XP_023610380.1	XP_005339879.1, XP_021577321.1
OG0012110	XP_006109802.1	XP_005326032.1
OG0012111	XP_014303001.1	XP_040128153.1, XP_040128158.1
OG0012112	XP_006105392.1	XP_021582447.2
OG0012113	XP_006100026.1	XP_005326015.1
OG0012115	XP_023619354.1	XP_005326002.1
OG0012116	XP_006100009.3	XP_021582441.1
OG0012117	XP_006090357.1	XP_005325987.1
OG0012118	XP_023610897.1	XP_005325984.1
OG0012119	XP_006090336.1	XP_005325982.1
OG0012120	XP_006090330.1	XP_005325979.1
OG0012121	XP_023610876.1	XP_040129222.1
OG0012122	XP_006090317.1	XP_005325972.1
OG0012123	XP_014312607.1	XP_021582400.1
OG0012124	XP_014312601.1	XP_005325964.1
OG0012125	XP_023610844.1	XP_021582394.1
OG0012126	XP_014312596.1	XP_040129438.1
OG0012127	XP_006090309.1	XP_005325960.1
OG0012128	XP_006090308.1	XP_005325959.1
OG0012129	XP_023610911.1	XP_040128208.1
OG0012130	XP_006100907.1	XP_005325887.4
OG0012131	XP_023620295.1	XP_005325884.1
OG0012132	XP_023620293.1	XP_040129392.1
OG0012133	XP_006100161.1	XP_013220764.1
OG0012134	XP_023619484.1	XP_005340605.1
OG0012135	XP_014320992.1	XP_005333808.2
OG0012136	XP_023609626.1	XP_021587274.1
OG0012137	XP_014312684.1	XP_040128670.1
OG0012138	XP_006081652.1	XP_005333201.1
OG0012139	XP_006107382.1	XP_005334213.1
OG0012140	XP_014321820.1	XP_005334181.1
OG0012141	XP_006101018.1	XP_040129083.1
OG0012142	XP_006101020.1	XP_005334190.1
OG0012143	XP_023599253.1	XP_040129258.1, XP_021588465.1
OG0012144	XP_023615838.1	XP_040128366.1
OG0012145	XP_014319695.1	XP_005325479.1
OG0012146	XP_006089133.1	XP_005325495.3
OG0012147	XP_014311693.1	XP_005325496.3
OG0012148	XP_006089137.3	XP_005325497.1
OG0012149	XP_023609867.1	XP_005325520.2
OG0012150	XP_006089172.1	XP_005325547.1
OG0012151	XP_006089186.1	XP_005335862.1
OG0012152	XP_023609893.1	XP_005324212.1
OG0012153	XP_006104540.1	XP_005324219.1
OG0012154	XP_006104546.1	XP_040128791.1
OG0012155	XP_023616992.1	XP_013213636.1
OG0012156	XP_006097493.1	XP_005324238.1
OG0012157	XP_006097495.1	XP_005324240.1
OG0012159	XP_023603195.1	XP_040128125.1
OG0012160	XP_006108774.3	XP_005319704.1
OG0012161	XP_006103102.1	XP_013211539.1
OG0012162	XP_023599943.1	XP_005319705.1
OG0012163	XP_023599944.1, XP_023604999.1	XP_005319707.1
OG0012164	XP_006095449.1	XP_005319710.1
OG0012165	XP_006095448.1	XP_005319711.1
OG0012166	XP_006095446.1	XP_005319712.1
OG0012167	XP_023602918.1	XP_005325667.1
OG0012168	XP_006090219.1	XP_005325673.1
OG0012169	XP_006090216.1	XP_040129316.1
OG0012170	XP_014312537.1	XP_040129314.1
OG0012171	XP_023610772.1	XP_005325690.1
OG0012172	XP_006090224.1	XP_005325702.1
OG0012173	XP_006109851.1	XP_005325708.1
OG0012174	XP_023599946.1	XP_040129638.1
OG0012175	XP_023599945.1	XP_040127716.1
OG0012176	XP_023599248.1	XP_005334762.2
OG0012177	XP_023608755.1	XP_005336805.3
OG0012178	XP_023617842.1	XP_005328458.1
OG0012179	XP_023618750.1	XP_040141110.1
OG0012180	XP_006102679.2	XP_040126540.1
OG0012181	XP_023602913.1	XP_005332919.1
OG0012182	XP_023617829.1	XP_040141510.1
OG0012183	XP_014319426.1	XP_005337568.3
OG0012184	XP_023617795.1	XP_005337573.2
OG0012185	XP_006098936.1	XP_005330790.1
OG0012186	XP_014319923.1	XP_005330792.1
OG0012187	XP_006098932.1	XP_005330794.1
OG0012188	XP_006098931.1	XP_013216413.2
OG0012189	XP_023599018.1	XP_005330821.1
OG0012190	XP_014322638.1	XP_040141432.1
OG0012191	XP_023599027.1	XP_040141394.1
OG0012192	XP_014304289.1	XP_005339579.2
OG0012193	XP_023604499.1	XP_040141344.1
OG0012194	XP_023602083.1	XP_005328440.1
OG0012195	XP_023603509.1	XP_013215436.1
OG0012196	XP_023602949.1	XP_005328409.1
OG0012197	XP_023602955.1	XP_005328415.1
OG0012198	XP_006106425.1	XP_013215441.1
OG0012199	XP_006106411.1	XP_040141268.1
OG0012200	XP_006108731.1	XP_021584207.1
OG0012202	XP_006103009.1	XP_005328347.1
OG0012203	XP_006103008.1	XP_005328345.1
OG0012204	XP_023613685.1	XP_005334256.1
OG0012205	XP_006093584.1	XP_040141176.1
OG0012206	XP_023613697.1	XP_040139701.1
OG0012208	XP_006099377.1	XP_005334309.1
OG0012209	XP_014322282.1	XP_040141105.1
OG0012210	XP_014322283.2	XP_005329125.1
OG0012211	XP_006103618.1	XP_005329127.1
OG0012212	XP_006103616.2	XP_005329130.1
OG0012213	XP_006098899.1	XP_021584630.1
OG0012214	XP_006093578.1	XP_005329144.1
OG0012215	XP_023613695.1	XP_005329147.1
OG0012216	XP_006094736.1	XP_021584641.2
OG0012217	XP_006094731.1	XP_005329177.2
OG0012218	XP_006094730.1	XP_005329154.1
OG0012219	XP_006094741.1	XP_005329161.1
OG0012220	XP_023614612.1	XP_005329180.1
OG0012221	XP_023614611.1	XP_013215690.1
OG0012222	XP_006100711.2	XP_040125460.1
OG0012223	XP_023619994.1	XP_040125459.1
OG0012224	XP_014321586.1	XP_040125457.1
OG0012225	XP_006100721.2	XP_005337448.1
OG0012226	XP_014321591.1	XP_005337387.1
OG0012227	XP_023599826.1	XP_013219261.1
OG0012228	XP_006102801.1	XP_005337399.1
OG0012229	XP_006102807.1	XP_021590274.1
OG0012230	XP_006102821.1	XP_005337416.1
OG0012231	XP_006105539.2	XP_005332828.1
OG0012232	XP_023602294.1	XP_005332827.1
OG0012233	XP_006105538.1	XP_005332825.1
OG0012234	XP_023602301.1	XP_005332957.2
OG0012235	XP_006105552.1	XP_005332843.1
OG0012237	XP_023602297.1	XP_005332850.1
OG0012238	XP_006105570.1	XP_005332866.1
OG0012239	XP_006105574.1	XP_005332869.2
OG0012240	XP_023599718.1	XP_040125305.1
OG0012241	XP_006102675.1	XP_013217212.1
OG0012242	XP_006102642.3	XP_005332881.1
OG0012243	XP_006102677.1	XP_040125336.1
OG0012244	XP_006102650.1	XP_005332887.1
OG0012245	XP_006102654.1	XP_005332895.1
OG0012246	XP_014323449.1	XP_005332908.1
OG0012247	XP_014301907.1	XP_005332923.1
OG0012248	XP_006099784.1	XP_005332928.1
OG0012249	XP_006099802.1	XP_021586991.2
OG0012250	XP_014303269.1, XP_014305998.2	XP_013220894.2
OG0012252	XP_023620629.1	XP_013220895.1
OG0012253	XP_014322218.1	XP_013220919.1
OG0012254	XP_023620626.1	XP_013220921.1
OG0012255	XP_014303330.1	XP_013221232.1
OG0012257	XP_023600836.1	XP_005339521.1
OG0012258	XP_023600841.1	XP_005339517.1
OG0012259	XP_006104931.1	XP_005339505.1
OG0012261	XP_006107278.3	XP_040126483.1
OG0012262	XP_014312257.2	XP_013217012.1
OG0012263	XP_006089852.1	XP_021586773.1
OG0012264	XP_006089840.1	XP_040145121.1
OG0012265	XP_023610467.1	XP_005337774.1
OG0012266	XP_006089824.1	XP_005337763.1
OG0012267	XP_023610425.1	XP_040145117.1
OG0012268	XP_023610416.1	XP_040144688.1
OG0012269	XP_006100090.1	XP_005326085.1
OG0012270	XP_023619414.1	XP_005326086.1
OG0012271	XP_006087415.1	XP_005326089.1
OG0012272	XP_006087412.1	XP_013214400.1
OG0012273	XP_006087398.1	XP_013214363.2
OG0012274	XP_006087392.1	XP_013214397.2
OG0012276	XP_023608444.1	XP_005326172.1
OG0012277	XP_006087391.1	XP_005326113.1
OG0012278	XP_023604152.1	XP_013220171.2
OG0012279	XP_006107719.1	XP_005339347.1
OG0012280	XP_006109172.3	XP_040143709.1
OG0012285	XP_023604629.1	XP_040143745.1
OG0012286	XP_006107270.1	XP_040143754.1
OG0012288	XP_006106522.1	XP_005334843.2
OG0012289	XP_023603052.1	XP_005334793.1
OG0012291	XP_006105348.1	XP_005334819.1
OG0012292	XP_023602770.1	XP_021589020.1
OG0012293	XP_023602744.1	XP_013218408.2
OG0012294	XP_006097428.1	XP_040135474.1
OG0012295	XP_006097409.1	XP_005335479.1
OG0012296	XP_023616826.1	XP_013218381.1
OG0012297	XP_023616845.1	XP_021589009.2
OG0012298	XP_006097395.1	XP_040136110.1, XP_040136111.1
OG0012299	XP_023616871.1	XP_005335495.1
OG0012300	XP_023616863.1	XP_005335541.2
OG0012301	XP_006087063.1	XP_005335499.1
OG0012302	XP_023608326.1	XP_040135167.1
OG0012303	XP_006087143.1	XP_005335544.2
OG0012304	XP_023608315.1	XP_021589051.2
OG0012306	XP_006087146.1	XP_040135689.1
OG0012307	XP_014309791.1	XP_040135535.1
OG0012308	XP_006087087.1	XP_040135253.1
OG0012309	XP_006087101.1	XP_013221002.3
OG0012310	XP_006087125.1	XP_005318498.1
OG0012311	XP_006087127.1	XP_005318500.1
OG0012312	XP_006091288.1	XP_005318484.1
OG0012313	XP_023611867.1	XP_021577409.1
OG0012314	XP_006091273.1	XP_005318461.1
OG0012315	XP_006091269.1	XP_040134719.1
OG0012316	XP_006091253.1	XP_005318450.1
OG0012318	XP_006091228.1	XP_005318435.1
OG0012319	XP_006091218.1	XP_021577374.1
OG0012320	XP_006099521.1	XP_005318402.1
OG0012321	XP_023618884.1	XP_005318391.1
OG0012322	XP_014320450.1	XP_021577349.1
OG0012323	XP_023618823.1	XP_040134820.1
OG0012324	XP_006099470.1	XP_005318375.1
OG0012325	XP_023618868.1	XP_005318369.2
OG0012326	XP_023618881.1	XP_005318368.1
OG0012327	XP_006099467.1	XP_005318370.1
OG0012328	XP_006099471.1	XP_021577326.1
OG0012329	XP_023618865.1	XP_005318361.1
OG0012330	XP_014320465.1	XP_005318346.1
OG0012331	XP_006103903.1	XP_040126481.1
OG0012332	XP_014312229.1	XP_005337776.1
OG0012333	XP_006097403.1	XP_005335533.2
OG0012334	XP_023620226.1	XP_021590578.1
OG0012336	XP_006104989.1	XP_005323688.1
OG0012337	XP_006093231.1	XP_005327798.1
OG0012338	XP_006086155.1	XP_005330739.1
OG0012339	XP_006100978.1	XP_005337849.1
OG0012340	XP_014321766.2	XP_013219454.2
OG0012341	XP_023620241.1	XP_040134050.1
OG0012342	XP_023601814.1	XP_040133722.1
OG0012343	XP_023607576.1	XP_021585771.1
OG0012346	XP_006088291.1	XP_005328596.1
OG0012347	XP_014310865.1	XP_013215487.2
OG0012348	XP_014310867.1	XP_040134613.1
OG0012349	XP_023609184.1	XP_040134611.1
OG0012350	XP_006088301.1	XP_005328586.1
OG0012351	XP_023609234.1	XP_005328581.1
OG0012352	XP_006088313.2	XP_013215478.1
OG0012353	XP_006088352.1, XP_023604741.1	XP_021584257.1
OG0012354	XP_023609190.1	XP_040134519.1
OG0012355	XP_006088323.1	XP_005328559.1
OG0012356	XP_006088325.1	XP_005328558.4
OG0012357	XP_006088322.1	XP_005328560.1
OG0012358	XP_014310887.1	XP_021584244.1
OG0012359	XP_014308922.1	XP_040134527.1
OG0012360	XP_006081078.1	XP_040133121.1
OG0012361	XP_023614015.1	XP_005328514.1
OG0012362	XP_023609825.1	XP_040134308.1
OG0012363	XP_006081086.1	XP_005328511.1
OG0012364	XP_006081090.1	XP_005328506.1
OG0012365	XP_014303147.1	XP_013215494.1
OG0012366	XP_023615519.1	XP_005328495.1
OG0012367	XP_014309825.1	XP_040132791.1
OG0012368	XP_023604752.1	XP_021576251.2
OG0012369	XP_014306029.1	XP_040134540.1
