Orthogroup	Myotis_lucifugus	Sus_scrofa
OG0012960	XP_006086639.1	XP_005655074.1
OG0012961	XP_014309379.1	XP_020933987.1
OG0012962	XP_006086626.1	NP_001231057.1
OG0012963	XP_006086621.1	XP_020940443.1
OG0012964	XP_014309364.1	XP_020940448.1
OG0012965	XP_006086612.1	XP_020940461.1
OG0012966	XP_006086597.1	NP_001254755.1
OG0012967	XP_006086593.1	XP_003480965.2
OG0012968	XP_006100313.1	XP_020919517.1
OG0012969	XP_006090749.1	XP_005660153.1
OG0012970	XP_023614675.1	XP_020919133.1
OG0012971	XP_023614674.1	XP_020918932.1
OG0012972	XP_023614686.1	XP_001925192.2
OG0012973	XP_006094862.1	XP_020918843.1
OG0012974	XP_006098182.1	XP_003121927.3
OG0012975	XP_006101297.2	XP_003121921.1
OG0012976	XP_006098845.1	NP_001230827.1
OG0012977	XP_006098844.2	XP_003130728.1
OG0012978	XP_014319857.1	XP_020920361.1
OG0012979	XP_006098825.1	XP_020920349.1
OG0012980	XP_006098809.1	XP_020920337.1
OG0012981	XP_006098815.2	XP_020920344.1
OG0012982	XP_023618188.1	XP_020920338.1
OG0012983	XP_023618235.1	NP_001158330.1
OG0012984	XP_006109299.3, XP_006098861.1	XP_003130719.1
OG0012985	XP_006098784.1	NP_999445.1
OG0012986	XP_006098782.1	XP_013849090.1
OG0012987	XP_006102771.1	XP_003122034.1
OG0012988	XP_006102768.1	XP_005660286.2
OG0012989	XP_006102749.1	XP_020939643.1
OG0012990	XP_014323533.1	XP_013849110.2
OG0012991	XP_006103287.1	XP_003122067.3
OG0012992	XP_006096559.2	XP_013849131.1
OG0012993	XP_014317890.1	NP_001230553.1
OG0012994	XP_006096571.2	XP_020922168.1
OG0012995	XP_023616098.1	XP_013849154.1
OG0012996	XP_006096526.1	NP_001131101.1
OG0012997	XP_006096521.1	XP_020922357.1
OG0012998	XP_006088140.1	XP_005652762.2
OG0012999	XP_023609092.1	XP_020922513.1
OG0013000	XP_006088108.1	XP_001924348.1
OG0013001	XP_014310685.1	XP_003122123.2
OG0013002	XP_006104976.2	XP_020923471.1
OG0013003	XP_023618808.1	XP_003480629.1
OG0013004	XP_023618802.1	XP_020923643.1
OG0013005	XP_006099422.1	NP_001020390.1
OG0013006	XP_006099430.2	XP_001926788.5
OG0013007	XP_014313371.1	XP_020923782.1
OG0013008	XP_023611717.1	XP_020923963.1
OG0013009	XP_006088153.1	XP_020923377.1
OG0013010	XP_006093311.1	NP_001121906.1, XP_020953945.1
OG0013011	XP_023611353.1	XP_020954171.1
OG0013012	XP_006093277.1	XP_020955661.1
OG0013013	XP_023606039.1	NP_999213.1, XP_005659247.1
OG0013014	XP_023601615.1	XP_020954098.1
OG0013015	XP_006104704.1	XP_013833084.1
OG0013016	XP_006104682.1	NP_001231615.1
OG0013017	XP_023601612.1	NP_001116608.1
OG0013018	XP_023604239.1	NP_001095287.1
OG0013019	XP_006104442.1	NP_001116629.1
OG0013020	XP_006105523.1	NP_001171822.1
OG0013021	XP_023602278.1	XP_005665946.2
OG0013022	XP_006104774.1	NP_001229955.1
OG0013023	XP_014322082.1	XP_020954292.1
OG0013026	XP_006108973.2	XP_001927992.1
OG0013027	XP_023601220.1	NP_001243523.1
OG0013028	XP_006108812.1	XP_020954319.1
OG0013029	XP_006107047.1	XP_003128426.4
OG0013030	XP_014301087.1	XP_020954320.1
OG0013031	XP_014301089.1	XP_001928743.3
OG0013032	XP_006107653.2	XP_013833357.2
OG0013033	XP_023602078.1	NP_001193281.1
OG0013034	XP_014302925.1	XP_013833390.1
OG0013035	XP_014321462.1	XP_020954391.1
OG0013036	XP_006100665.1	XP_020954403.1
OG0013037	XP_006100667.1	XP_001926827.1
OG0013038	XP_006100644.1	XP_003482241.1
OG0013039	XP_006100648.1	XP_003356678.2
OG0013040	XP_023619109.1	NP_001094497.1
OG0013041	XP_014315115.1	XP_001924848.1
OG0013042	XP_006093294.1	XP_001928795.3
OG0013043	XP_014315101.1	XP_020954484.1
OG0013044	XP_023611352.1	XP_020954176.1
OG0013045	XP_006090768.1	XP_020954173.1
OG0013046	XP_006090779.1	XP_001924635.1
OG0013047	XP_006090781.1	XP_003128384.1
OG0013048	XP_023616419.1	XP_020944947.1
OG0013049	XP_006089386.1	XP_013848079.2
OG0013050	XP_023610084.1	XP_020928538.1
OG0013051	XP_023610078.1	XP_020928788.1
OG0013052	XP_023610967.1	XP_001927745.1
OG0013053	XP_006090415.1	XP_005659470.1
OG0013054	XP_023610955.1	XP_020947571.1
OG0013055	XP_006095434.1	XP_001927130.1
OG0013056	XP_006095422.1	XP_003121338.5
OG0013057	XP_006091854.1	XP_003121344.1
OG0013058	XP_006095891.1	NP_001230369.1
OG0013059	XP_006095899.1	XP_020945933.1
OG0013060	XP_006098068.1	XP_005659397.1
OG0013061	XP_014319153.1	XP_003121373.1
OG0013062	XP_006101752.1	XP_020946514.1
OG0013063	XP_006101744.1	XP_020956775.1, NP_001230593.1
OG0013064	XP_006101763.1	XP_020946700.1
OG0013066	XP_023605875.1	XP_003121394.2
OG0013067	XP_006105960.2	XP_020941225.1
OG0013068	XP_006106793.1	NP_001231176.1
OG0013069	XP_023610080.1	XP_020947942.1
OG0013070	XP_006095913.1	XP_020930628.1
OG0013072	XP_023604067.1	XP_013851839.2
OG0013073	XP_023620566.1	NP_001123428.1, XP_020956171.1
OG0013074	XP_023600621.1	XP_013834207.2
OG0013075	XP_006086370.1, XP_023607703.1	XP_020944592.1
OG0013076	XP_023600625.1	XP_013834209.1
OG0013077	XP_023614422.1	XP_020956200.1
OG0013078	XP_014302012.1, XP_006109081.1	XP_020944722.1
OG0013079	XP_014320921.1	XP_020944720.1
OG0013080	XP_023619392.1	XP_020946261.1
OG0013081	XP_023619388.1	XP_020944710.1
OG0013082	XP_023613563.1	XP_020944689.1
OG0013083	XP_006093419.1	NP_999420.1
OG0013085	XP_006093412.1	XP_003125583.2
OG0013086	XP_006093410.1	XP_020944688.1
OG0013087	XP_023613548.1	XP_020946248.1
OG0013088	XP_023606672.1	XP_020944672.1
OG0013089	XP_006085372.1	XP_020946241.1
OG0013090	XP_006085289.1	XP_003125563.2
OG0013091	XP_006085298.2	XP_003481394.3
OG0013092	XP_006085313.1	NP_999218.1
OG0013093	XP_006086387.1	XP_001928540.1
OG0013094	XP_006086382.1	XP_003355030.1
OG0013095	XP_023607705.1	XP_020944602.1
OG0013096	XP_006086372.1	XP_013851951.1
OG0013097	XP_023613542.1	XP_020944557.1
OG0013100	XP_006106380.1	XP_020944519.1
OG0013101	XP_014304398.1	XP_020944479.1
OG0013108	XP_006107362.1	XP_003125505.4
OG0013109	XP_006088525.1	XP_020956819.1
OG0013110	XP_006088521.1	XP_003128999.1
OG0013111	XP_023609377.1	XP_003129000.4
OG0013112	XP_006101344.1	XP_003356958.4
OG0013113	XP_014322120.1	XP_020956230.1
OG0013114	XP_014322121.1	XP_003360957.1
OG0013115	XP_023601249.1	XP_005666699.1
OG0013116	XP_006094025.1	XP_020956922.1, XP_003129034.1
OG0013117	XP_006094019.1	XP_003129036.1
OG0013118	XP_014315675.2	XP_005666765.1
OG0013119	XP_014315660.1	XP_020957012.1
OG0013120	XP_006093997.1	XP_003129067.1
OG0013121	XP_014315652.1	XP_003129085.4
OG0013122	XP_006109843.3	XP_013834171.1, XP_005666773.1
OG0013123	XP_006095703.1	XP_003129101.4
OG0013124	XP_006103631.1	XP_020957058.1
OG0013125	XP_006103035.1	XP_005656566.2
OG0013126	XP_023600104.1	XP_020956115.1, NP_999157.1
OG0013127	XP_006103030.1	XP_020957075.1
OG0013128	XP_014316134.1	XP_003357009.1
OG0013129	XP_006094466.1	XP_020956254.1
OG0013130	XP_023614417.1	XP_005666789.1
OG0013131	XP_023614413.1	XP_020957090.1
OG0013132	XP_006094436.1	NP_999541.1
OG0013133	XP_006098766.1	XP_003134784.1
OG0013134	XP_006088858.2	NP_001243296.1
OG0013135	XP_006100258.1	NP_001231759.1
OG0013136	XP_023619589.1	XP_003123659.2
OG0013137	XP_023609312.1	XP_013841069.1
OG0013138	XP_006088398.1	XP_003134715.1
OG0013139	XP_006088409.1	XP_003134722.3
OG0013140	XP_006088419.2	XP_005673233.1, XP_003134736.2
OG0013141	XP_023609314.1	XP_013846262.1
OG0013142	XP_023609316.1	XP_013846251.1
OG0013143	XP_006088440.1	XP_003134746.1
OG0013144	XP_014310988.1	XP_020934356.1
OG0013145	XP_014304084.1	XP_020934367.1
OG0013146	XP_006090550.1	XP_020934292.1
OG0013147	XP_023611093.1	XP_020934293.1
OG0013148	XP_006090551.1	NP_001038012.1
OG0013149	XP_014312843.1	XP_020934396.1
OG0013150	XP_014304537.1	XP_003134771.1
OG0013151	XP_023611103.1	XP_020934710.1
OG0013152	XP_006099143.3	NP_001231071.1
OG0013153	XP_023606446.1	XP_005667638.2
OG0013154	XP_014307854.1, XP_006108462.1	XP_003482716.1
OG0013155	XP_023606553.1	XP_003130184.2
OG0013157	XP_006085009.1	XP_003357485.3
OG0013158	XP_023606436.1	XP_003130204.2
OG0013159	XP_023606508.1	XP_020919044.1
OG0013160	XP_023606524.1	XP_020958076.1
OG0013161	XP_014307935.1	XP_020958091.1
OG0013162	XP_023604973.1	XP_013835187.1
OG0013163	XP_006085084.1	NP_001231660.1
OG0013164	XP_006085102.2	NP_999286.1
OG0013165	XP_014307965.1	XP_020958118.1
OG0013166	XP_014307973.1	NP_001230885.1
OG0013167	XP_023606550.1	XP_003482730.3
OG0013168	XP_006088876.1	XP_003482729.1
OG0013169	XP_006088871.1, XP_006093887.1	XP_003357521.1
OG0013170	XP_023609621.1	XP_020919106.1
OG0013171	XP_006088827.1	NP_001182161.1
OG0013172	XP_006088826.1	XP_003134891.1
OG0013173	XP_006088831.1	XP_003134892.1
OG0013174	XP_006088820.1	XP_020934876.1
OG0013175	XP_023606809.1	XP_003360215.1
OG0013176	XP_006085400.1	XP_020934986.1
OG0013177	XP_006085384.1	XP_020934895.1
OG0013178	XP_023618166.1	NP_001231197.1
OG0013179	XP_006087301.1	XP_020948924.1, NP_001153747.1
OG0013180	XP_006110203.1	XP_020931356.1, XP_003128154.2
OG0013181	XP_006081817.1	XP_003482480.1
OG0013182	XP_014310138.2	XP_013844378.2
OG0013183	XP_023614240.1	XP_020951518.1
OG0013184	XP_014319302.1	XP_020952388.1
OG0013185	XP_006087299.1	XP_020952586.1
OG0013186	XP_006107843.1	XP_013854649.1
OG0013187	XP_014320138.1	XP_003127874.3
OG0013188	XP_006099189.1	NP_001231671.1
OG0013189	XP_023618545.1	XP_020951634.1
OG0013190	XP_006099198.1	XP_020951636.1
OG0013191	XP_006099209.1	XP_020951628.1
OG0013192	XP_023600287.1	XP_020951620.1
OG0013193	XP_014315906.1	XP_020951615.1
OG0013194	XP_006094205.1	XP_020951611.1
OG0013195	XP_014315907.1	XP_020951589.1
OG0013196	XP_023614244.1	XP_020951585.1
OG0013197	XP_006094224.1	XP_003127836.1
OG0013198	XP_006094229.1	XP_020951581.1
OG0013199	XP_006094234.1	XP_020951573.1
OG0013200	XP_014306544.2	XP_020949908.1
OG0013201	XP_006087382.1	XP_020952305.1
OG0013202	XP_006087366.1	XP_020952329.1
OG0013203	XP_023608589.1	XP_020953481.1
OG0013204	XP_006087350.1	XP_020953480.1
OG0013205	XP_014310024.1	XP_020952368.1
OG0013206	XP_006087432.2	XP_020953504.1
OG0013207	XP_014310011.1	XP_013854872.1, NP_999079.1
OG0013208	XP_023617702.1	NP_001116655.1
OG0013209	XP_023617651.1	XP_020952383.1
OG0013210	XP_006098241.1	NP_001231869.1
OG0013211	XP_023617681.1	XP_020952419.1
OG0013212	XP_023617638.1	XP_003482150.2
OG0013214	XP_023608447.1	XP_003356535.1
OG0013215	XP_023608581.1	XP_013854907.2
OG0013216	XP_006087517.1	XP_001929285.1
OG0013217	XP_014310185.1	NP_001231255.1
OG0013218	XP_014305245.1	XP_020954966.1
OG0013219	XP_023604209.1	XP_003362143.2
OG0013220	XP_006087459.1	XP_020954962.1
OG0013221	XP_006084008.3	XP_003481713.1
OG0013222	XP_006084100.1	XP_020948474.1
OG0013223	XP_023605521.1	XP_020948732.1
OG0013224	XP_023605523.1	XP_005652679.2
OG0013225	XP_023605527.1	XP_020948723.1
OG0013226	XP_006084029.1	NP_001265704.1
OG0013227	XP_006084031.1	XP_003481811.2
OG0013228	XP_006084042.2	XP_020948459.1
OG0013229	XP_006084044.1	XP_020948690.1
OG0013230	XP_006084050.1	XP_020948441.1
OG0013231	XP_006084186.1	XP_020948400.1
OG0013232	XP_006084184.1	XP_020948398.1
OG0013233	XP_006084183.1	XP_001925096.2
OG0013234	XP_023605588.1	XP_020948389.1
OG0013235	XP_006084173.1	XP_020937606.1
OG0013236	XP_023605675.1	NP_001231058.1, XP_005664276.1
OG0013237	XP_006084161.1	XP_003355720.1
OG0013238	XP_006084151.1	NP_001278343.1, XP_020946743.1
OG0013239	XP_006084150.1	XP_005664260.1
OG0013240	XP_023605637.1	XP_005664259.1
OG0013241	XP_023605586.1	NP_001177215.1
OG0013242	XP_006084142.1	XP_020948336.1
OG0013243	XP_006109980.1	XP_020948313.1
OG0013245	XP_023605611.1	XP_003126692.1
OG0013246	XP_006081794.1	XP_003129219.4
OG0013247	XP_006081809.2	XP_020957194.1
OG0013249	XP_006081822.1	XP_020957181.1
OG0013250	XP_023610854.1	XP_020957159.1
OG0013251	XP_014311594.1	XP_020957144.1
OG0013252	XP_006081879.1	XP_003357034.1
OG0013253	XP_006081911.1	XP_020956018.1, NP_001231315.1
OG0013254	XP_014311842.1	XP_020956958.1
OG0013255	XP_014311648.1	XP_020956942.1
OG0013256	XP_014316092.1	XP_020957091.1
OG0013257	XP_006108681.1	XP_003134613.1
OG0013258	XP_006094814.1	XP_003134614.1
OG0013259	XP_023614633.1	XP_003134651.4
OG0013260	XP_014322151.1	NP_001170960.1, XP_013846222.2
OG0013261	XP_023604187.1	XP_003134669.1
OG0013262	XP_006088367.1	XP_003134683.1
OG0013263	XP_023609262.1	XP_020934663.1
OG0013264	XP_006088373.1	XP_003484061.2
OG0013265	XP_006088375.1	XP_003134691.1
OG0013266	XP_023609280.1	XP_020934834.1
OG0013267	XP_023605082.1, XP_023609310.1	XP_005673200.1
OG0013268	XP_014308594.2	XP_003134920.3
OG0013270	XP_023603240.1	XP_020934321.1
OG0013271	XP_006106764.1	XP_005673406.2
OG0013272	XP_006109845.2	XP_013841278.1
OG0013273	XP_023603334.1	NP_001231843.1
OG0013274	XP_006106854.1	XP_003134910.2
OG0013275	XP_023609580.1	XP_020934197.1
OG0013276	XP_014311316.1	XP_020934415.1
OG0013277	XP_014311317.1	XP_005673421.1
OG0013278	XP_023609555.1	XP_020934346.1
OG0013279	XP_014321857.1	XP_020934842.1
OG0013280	XP_023620332.1	XP_020934451.1
OG0013281	XP_006101059.1	XP_020934923.1
OG0013282	XP_023599677.1	XP_020934780.1
OG0013283	XP_006103272.1	XP_020934339.1
OG0013284	XP_014318370.1	XP_020933197.1
OG0013285	XP_023616567.1	XP_020933505.1
OG0013287	XP_014309114.1	XP_020931566.1
OG0013288	XP_006086308.1	XP_005671824.2
OG0013289	XP_006086304.1	XP_005671828.3
OG0013290	XP_014309111.1	XP_005671835.1
OG0013292	XP_023607637.1	XP_013839549.1
OG0013293	XP_023607587.1	XP_003483683.2
OG0013294	XP_006086242.1	XP_020930522.1
OG0013295	XP_014309083.1	XP_020932001.1
OG0013296	XP_023604164.1	XP_013840405.1
OG0013297	XP_006110052.2	XP_005674648.2
OG0013298	XP_014318667.2	XP_020933654.1
OG0013299	XP_023603958.1	XP_020933655.1
OG0013300	XP_023612900.1	XP_020933561.1
OG0013301	XP_023612946.1	XP_020931223.1
OG0013302	XP_023612896.1	XP_020930388.1
OG0013303	XP_014314595.2	XP_003133386.3
OG0013304	XP_023615163.1	XP_020932012.1
OG0013305	XP_014321213.1	XP_001926185.2
OG0013306	XP_006108647.3, XP_023601983.1	XP_020930958.1
OG0013307	XP_006109946.1	XP_020942760.1
OG0013308	XP_014318134.1	NP_001272897.1
OG0013309	XP_023614936.1	XP_003125804.1
OG0013310	XP_023615068.1	XP_013852555.2, NP_999403.2
OG0013311	XP_014316850.1	XP_005663476.1, XP_013852553.1
OG0013312	XP_023602317.1	XP_020943568.1
OG0013314	XP_014306698.2	XP_020943566.1
OG0013315	XP_023602930.1	XP_020943536.1
OG0013316	XP_023599476.1	XP_020943511.1
OG0013317	XP_006096071.1	XP_020943481.1
OG0013318	XP_006096079.2	XP_003354964.4
OG0013319	XP_006091785.1	XP_020943469.1
OG0013321	XP_023612233.1	XP_005662776.1
OG0013322	XP_014313828.1	XP_013851760.1
OG0013323	XP_023612194.1	XP_020943442.1
OG0013324	XP_023619208.1	NP_999127.1
OG0013326	XP_023619250.1	XP_020943386.1
OG0013327	XP_006099857.1	XP_003481320.2
OG0013328	XP_006099865.1	XP_020943372.1
OG0013329	XP_006099860.1	XP_003125375.1
OG0013330	XP_006099871.1	XP_020943363.1
OG0013331	XP_023619214.1	XP_020943355.1
OG0013332	XP_006099883.1	XP_020943352.1
OG0013333	XP_006099894.2	NP_001231168.1
OG0013334	XP_006094405.1	XP_003481303.1
OG0013335	XP_006094412.1	XP_020941478.1, NP_998914.1
OG0013336	XP_006083512.2	XP_003481293.2
OG0013337	XP_023603407.1	XP_005662669.1
OG0013338	XP_023601961.1	NP_999571.1
OG0013339	XP_023603258.1	XP_020943994.1
OG0013340	XP_023601956.1	XP_020943250.1
OG0013341	XP_006083487.2	XP_013843372.2
OG0013342	XP_023601923.1	XP_020943242.1
OG0013343	XP_014303878.1	XP_003125243.2
OG0013344	XP_006102871.1	XP_020942752.1
OG0013345	XP_006100912.2	XP_003124892.3
OG0013346	XP_006103067.1	XP_020942679.1
OG0013347	XP_014303813.1	XP_005662456.1
OG0013348	XP_006107105.1	XP_003354782.3
OG0013349	XP_006104063.1	XP_020942941.1
OG0013350	XP_023601067.1	XP_013851445.2
OG0013351	XP_006106298.1	XP_013843329.1
OG0013353	XP_023619290.1	XP_020942964.1
OG0013354	XP_006099960.1	NP_999574.1, XP_020941544.1
OG0013355	XP_006096866.1	XP_020942986.1
OG0013356	XP_006096862.1	XP_005674603.2
OG0013357	XP_006096858.1	XP_005662496.1
OG0013358	XP_023616372.1	XP_020943008.1
OG0013359	XP_006096867.1	XP_013851496.2
OG0013360	XP_006096816.1	XP_020943041.1
OG0013361	XP_023612800.1	XP_020945668.1
OG0013362	XP_014314445.1	XP_020946377.1
OG0013363	XP_014314443.1	XP_020946379.1
OG0013364	XP_006092555.1	XP_005655478.1
OG0013365	XP_023612814.1	XP_003125887.2
OG0013366	XP_014318727.1	XP_001926938.5
OG0013367	XP_006096929.1	XP_003481521.3
OG0013368	XP_023619039.1	XP_020945609.1
OG0013369	XP_006095244.1	NP_001231923.1
OG0013370	XP_023604788.1	NP_001129437.1
OG0013371	XP_006095264.1	XP_003355246.1
OG0013372	XP_006095298.1	XP_001929699.1
OG0013373	XP_006095312.1	XP_001929689.1
OG0013374	XP_023615047.1	XP_001929692.1
OG0013375	XP_014316810.1	XP_013852610.1
OG0013376	XP_006095330.1	XP_005663507.1
OG0013377	XP_006095342.1	XP_020945518.1
OG0013378	XP_006095344.1	XP_003125809.1
OG0013379	XP_014316834.1	XP_005663498.1
OG0013380	XP_006108059.3, XP_023612781.1	XP_001925162.4
OG0013381	XP_006092597.1	XP_020945686.1
OG0013382	XP_014314472.1	XP_020945684.1
OG0013383	XP_006088781.1	XP_020919152.1
OG0013385	XP_006098143.1	XP_003122466.1
OG0013386	XP_014303217.2	XP_003122649.2
OG0013387	XP_006085427.1	XP_020919237.1
OG0013388	XP_014308318.1	XP_003130280.1
OG0013389	XP_023606832.1	XP_020934602.1
OG0013390	XP_006085422.1	XP_003360265.3
OG0013391	XP_023606778.1	XP_013841296.1
OG0013392	XP_006085423.1	XP_003134954.3
OG0013393	XP_006085428.1	NP_001121937.1
OG0013394	XP_006085433.1	XP_020919177.1
OG0013395	XP_006085509.2	XP_020958258.1
OG0013396	XP_014308301.1	XP_005667780.1
OG0013397	XP_023606859.1	XP_003130302.1
OG0013398	XP_006085473.1	XP_003130290.1
OG0013399	XP_023606875.1	XP_020958211.1
OG0013400	XP_023604320.1	XP_020958187.1
OG0013401	XP_023610488.1	XP_013847583.1
OG0013406	XP_014306171.1	XP_005652843.1
OG0013407	XP_006098130.1	XP_003122929.2
OG0013408	XP_023617582.1	XP_013849898.1
OG0013409	XP_023612165.1	XP_020938875.1
OG0013410	XP_006091688.1	XP_003353965.2
OG0013412	XP_006091671.1	XP_003122940.3
OG0013413	XP_023612317.1	XP_020938650.1
OG0013414	XP_006091909.1	XP_020938666.1
OG0013415	XP_006091912.1	XP_013849758.2
OG0013416	XP_023612330.1	XP_005660946.1
OG0013417	XP_023612339.1	XP_020938689.1
OG0013418	XP_023612288.1	XP_020937677.1
OG0013419	XP_006091998.1	XP_020940711.1
OG0013420	XP_023612298.1	XP_020938722.1
OG0013421	XP_023612369.1	XP_020938735.1
OG0013423	XP_023612379.1	XP_020940831.1
OG0013424	XP_014314071.2	XP_020940889.1
OG0013425	XP_023612407.1	XP_020940900.1
OG0013426	XP_023612425.1	XP_003122877.1
OG0013427	XP_023612444.1	XP_003122880.2
OG0013428	XP_023602719.1	XP_020938806.1
OG0013430	XP_023604030.1	XP_020938239.1
OG0013432	XP_023604511.1	XP_020938255.1
OG0013433	XP_023604452.1	XP_020938299.1
OG0013435	XP_023604865.1	NP_001026967.1
OG0013436	XP_006102532.1	XP_020938352.1
OG0013437	XP_023599598.1	XP_003122486.1
OG0013438	XP_023611308.1	XP_003122485.1
OG0013439	XP_006102559.1	XP_003122510.2
OG0013440	XP_023599621.1	XP_005660689.2
OG0013441	XP_006102564.1	XP_003122511.1
OG0013442	XP_014323308.1	XP_020938423.1
OG0013443	XP_023599610.1	XP_005660694.3
OG0013444	XP_006102568.1	XP_013849495.2
OG0013445	XP_023599622.1	XP_003353796.4
OG0013446	XP_023620842.1	XP_020938428.1
OG0013447	XP_006101685.1	XP_020935524.1, NP_001231150.1
OG0013448	XP_023620850.1	XP_013849518.1
OG0013449	XP_006101644.1	XP_003122565.3
OG0013450	XP_006101642.1	XP_013849532.1
OG0013451	XP_006101641.1	XP_003122567.1
OG0013452	XP_006101633.1	XP_005660736.1
OG0013453	XP_006101626.1	XP_005660749.1
OG0013454	XP_023620844.1	XP_020938494.1
OG0013455	XP_006101619.1	XP_020938510.1
OG0013456	XP_006101618.1	XP_003122582.1
OG0013457	XP_006101614.1	XP_003122606.2
OG0013458	XP_023601413.1	XP_020938518.1
OG0013459	XP_006104400.1, XP_006104402.1	XP_003122594.1
OG0013460	XP_006104397.1	XP_003122595.1
OG0013461	XP_023601397.1	XP_013849576.1
OG0013462	XP_006104393.1	XP_013849579.1
OG0013463	XP_014302196.1	NP_001177207.1, XP_020933199.1
OG0013464	XP_006106604.1	XP_003122640.3
OG0013465	XP_006105675.1	XP_020938563.1
OG0013466	XP_023604561.1	XP_020940076.1
OG0013467	XP_006105930.1	XP_020935694.1, NP_001230279.1
OG0013468	XP_006105939.1	XP_005660840.2
OG0013471	XP_006105950.1	XP_003353876.1
OG0013472	XP_023604646.1	XP_020938581.1
OG0013473	XP_006107302.1	XP_003122699.2
OG0013474	XP_006108917.1	NP_001121929.1
OG0013475	XP_006098127.1	XP_005661082.1
OG0013479	XP_023599623.1	XP_020938954.1
OG0013480	XP_023607841.1	XP_020940820.1
OG0013481	XP_006081765.1	XP_020956337.1
OG0013483	XP_023613650.1	NP_001121959.1, XP_020930214.1
OG0013484	XP_023610367.1	XP_020957214.1
OG0013485	XP_006081764.1	XP_020957219.1
OG0013486	XP_014310672.2	NP_001182292.1
OG0013487	XP_006081734.1	XP_020957264.1
OG0013488	XP_006081731.1	XP_020957266.1
OG0013489	XP_014312724.1	XP_020957268.1
OG0013490	XP_006081729.1	XP_005666933.3
OG0013491	XP_014310378.1	XP_020957270.1
OG0013492	XP_014312715.1	NP_001171384.1
OG0013493	XP_006081722.1	XP_003362020.1
OG0013495	XP_023602946.1	XP_005666953.1
OG0013496	XP_006106407.1	NP_001171397.1
OG0013497	XP_006105987.1	XP_020957299.1
OG0013498	XP_023599939.1	XP_003133447.4
OG0013501	XP_023613634.1	NP_001230621.1
OG0013502	XP_023600887.1	XP_003483643.2
OG0013503	XP_006103945.3, XP_023619784.1	XP_020930910.1
OG0013504	XP_023600880.1	XP_013839399.2
OG0013505	XP_006100498.2	XP_005654217.2
OG0013506	XP_014309659.1	XP_003133311.2
OG0013507	XP_023608189.1	XP_020931757.1
OG0013508	XP_006098550.1	NP_999461.1
OG0013509	XP_023611904.1	XP_005671905.2
OG0013510	XP_006081750.1	XP_020957247.1
OG0013511	XP_023613862.1	XP_020924869.1
OG0013512	XP_006089098.1	XP_020924841.1
OG0013513	XP_006104911.1	XP_020924526.1
OG0013514	XP_006106573.1	XP_003354183.1
OG0013516	XP_014301910.1	XP_020939444.1
OG0013518	XP_006101211.1	XP_005654758.1
OG0013519	XP_006101212.1	XP_003354038.1
OG0013521	XP_014313147.1	XP_005669695.1
OG0013522	XP_006107972.2	XP_003132267.1
OG0013523	XP_023619076.1	XP_013850098.2
OG0013524	XP_014321935.2	XP_003480863.1
OG0013526	XP_014323188.1	NP_001231151.1, XP_013852237.1
OG0013527	XP_023599509.1	XP_020953765.1, NP_001231148.1
OG0013528	XP_006102428.1	XP_020925470.1
OG0013529	XP_006091365.1	XP_020925101.1
OG0013530	XP_006085809.1	XP_020925064.1
OG0013531	XP_006083848.1	XP_020925039.1
OG0013532	XP_006083847.1	NP_001230428.1
OG0013533	XP_006083854.1	XP_013837457.2
OG0013534	XP_023617919.1, XP_006083862.1	XP_003358580.2
OG0013535	XP_006083996.1	XP_020925023.1
OG0013536	XP_014306787.1	XP_020925018.1
OG0013537	XP_023605194.1	XP_020924980.1
OG0013538	XP_006083906.1	XP_020924979.1
OG0013539	XP_006083925.1	XP_005669801.1, NP_001106159.2
OG0013540	XP_006083943.1	XP_020924950.1
OG0013541	XP_023605463.1	XP_013837400.2
OG0013542	XP_006108312.2	NP_001231939.1, XP_020924082.1
OG0013543	XP_014301681.1	XP_020924876.1
OG0013544	XP_006104344.1	XP_020924872.1
OG0013545	XP_006093824.1	NP_001041538.1
OG0013546	XP_023609824.1	XP_013837299.2
OG0013547	XP_006089110.3	XP_020924843.1
OG0013548	XP_023611519.1	XP_020925466.1
OG0013549	XP_014313191.2	XP_020924650.1
OG0013550	XP_014313174.1	XP_020924636.1
OG0013551	XP_023611420.1	XP_020924561.1
OG0013552	XP_023611515.1	XP_020924559.1
OG0013553	XP_006090877.1	NP_001123715.1
OG0013554	XP_006104908.2	NP_001231584.1
OG0013555	XP_014305734.1	XP_005669650.1
OG0013556	XP_006108255.3	XP_003132272.1
OG0013557	XP_023604597.1	XP_001927860.2
OG0013558	XP_014303891.1	XP_003132262.1
OG0013559	XP_006106173.1	XP_020926304.1
OG0013560	XP_006106169.1	XP_005669590.1
OG0013562	XP_006108664.2	XP_005669582.3
OG0013563	XP_023616329.1	XP_020926272.1
OG0013564	XP_006104202.1	XP_020924385.1
OG0013565	XP_023601239.1	XP_020924364.1
OG0013566	XP_014302005.1	XP_020924380.1
OG0013567	XP_023603302.1	XP_020924308.1
OG0013569	XP_006097182.1	XP_020924302.1
OG0013570	XP_006097188.1	XP_005669508.1
OG0013571	XP_006100683.3	XP_003132198.3
OG0013572	XP_023619923.1	XP_020927399.1
OG0013573	XP_006100480.1	XP_013842955.2
OG0013575	XP_006100493.2	XP_003123618.1
OG0013576	XP_006100473.1	NP_001274340.1
OG0013577	XP_006100468.1	XP_020939089.1
