Orthogroup	Myotis_lucifugus	Ursus_americanus
OG0012745	XP_014323668.1	XP_045629060.1
OG0012746	XP_023599954.1	XP_045629041.1
OG0012747	XP_006095637.1	XP_045629004.1
OG0012748	XP_006095641.1	XP_045628963.1
OG0012749	XP_006095695.1	XP_045629282.1
OG0012750	XP_023615391.1	XP_045629668.1
OG0012751	XP_006095685.1	XP_045629322.1
OG0012752	XP_023615392.1	XP_045629295.1
OG0012753	XP_006095692.1	XP_045629458.1
OG0012754	XP_023612589.1	XP_045629274.1
OG0012755	XP_006092301.1	XP_045629430.1
OG0012756	XP_006092308.1	XP_045629438.1
OG0012757	XP_023612607.1	XP_045629598.1
OG0012758	XP_023600979.1	XP_045629670.1
OG0012759	XP_006104011.1	XP_045629686.1
OG0012760	XP_023599175.1	XP_045629173.1
OG0012761	XP_006101988.1	XP_045629462.1
OG0012762	XP_006099925.1	XP_045629087.1
OG0012763	XP_023604133.1, XP_023599278.1	XP_045629413.1
OG0012764	XP_023599270.1	XP_045629128.1
OG0012765	XP_006102122.1	XP_045629320.1
OG0012766	XP_006095565.1	XP_045629534.1
OG0012767	XP_006095577.1	XP_045629451.1
OG0012768	XP_006095581.1, XP_006108283.1	XP_045629171.1
OG0012769	XP_006095584.1	XP_045629310.1
OG0012770	XP_023615251.1	XP_045629076.1
OG0012771	XP_006095596.2	XP_045629273.1
OG0012772	XP_006095600.1	XP_045629117.1
OG0012773	XP_023615320.1	XP_045629118.1
OG0012774	XP_023615260.1	XP_045629398.1
OG0012775	XP_014317095.1	XP_045629400.1
OG0012776	XP_023615290.1	XP_045629176.1
OG0012777	XP_023615262.1	XP_045629106.1
OG0012778	XP_006095619.1	XP_045629174.1
OG0012779	XP_006099263.1	XP_045629298.1
OG0012780	XP_006099260.1	XP_045629185.1
OG0012781	XP_023618610.1	XP_045629397.1
OG0012782	XP_023618603.1	XP_045629079.1
OG0012783	XP_006099251.1	XP_045629213.1
OG0012784	XP_023618600.1	XP_045629614.1
OG0012785	XP_006099229.1	XP_045629619.1
OG0012786	XP_023618601.1	XP_045629621.1
OG0012787	XP_006099224.1	XP_045629221.1
OG0012788	XP_023603134.1	XP_045629680.1
OG0012789	XP_006105205.1	XP_045629423.1
OG0012790	XP_006105207.1	XP_045629361.1
OG0012791	XP_006107004.1	XP_045629455.1
OG0012793	XP_014306907.2	XP_045659628.1
OG0012797	XP_006109555.1	XP_045659730.1
OG0012798	XP_014305370.2	XP_045659746.1
OG0012803	XP_006109346.3	XP_045627038.1
OG0012804	XP_023601442.1	XP_045627120.1
OG0012805	XP_023602499.1	XP_045627247.1
OG0012806	XP_006105730.1	XP_045627144.1
OG0012807	XP_006109769.1	XP_045626974.1
OG0012808	XP_006103230.1	XP_045626923.1
OG0012809	XP_023600208.1	XP_045627256.1
OG0012810	XP_006103214.1	XP_045627258.1
OG0012811	XP_023600245.1	XP_045627137.1
OG0012812	XP_023600264.1	XP_045627201.1
OG0012813	XP_006103204.1	XP_045627208.1
OG0012814	XP_006103203.1	XP_045627111.1
OG0012815	XP_006102136.1	XP_045627197.1
OG0012816	XP_014322926.2	XP_045627089.1
OG0012817	XP_014322940.1	XP_045646872.1
OG0012818	XP_006096293.1	XP_045646884.1
OG0012819	XP_014317666.1	XP_045646894.1
OG0012820	XP_006096310.1	XP_045646902.1
OG0012821	XP_006096327.1	XP_045646918.1
OG0012822	XP_006096345.1	XP_045646957.1
OG0012823	XP_014313401.1	XP_045646973.1
OG0012824	XP_006091177.2	XP_045646978.1
OG0012825	XP_006093672.1	XP_045645763.1
OG0012826	XP_006104601.1	XP_045635744.1
OG0012827	XP_006085024.1	XP_045649194.1
OG0012828	XP_023617242.1	XP_045627627.1
OG0012830	XP_006093042.1	XP_045644354.1
OG0012831	XP_006093041.1	XP_045644355.1
OG0012832	XP_006093026.1	XP_045644149.1
OG0012833	XP_006089232.1	XP_045654482.1
OG0012834	XP_023613708.1	XP_045645912.1
OG0012835	XP_006093747.1	XP_045645893.1
OG0012836	XP_023613712.1	XP_045645856.1
OG0012837	XP_006093696.1	XP_045645810.1
OG0012838	XP_006093692.1	XP_045645808.1
OG0012839	XP_006093683.1	XP_045645781.1
OG0012840	XP_006093673.1	XP_045645771.1
OG0012842	XP_006093660.1	XP_045645751.1
OG0012843	XP_006093648.1	XP_045645729.1
OG0012844	XP_006093657.1	XP_045645744.1
OG0012845	XP_006093635.1	XP_045645710.1
OG0012846	XP_006093618.1	XP_045645691.1
OG0012847	XP_014315385.2	XP_045645690.1
OG0012848	XP_014315376.1	XP_045645669.1
OG0012849	XP_023613790.1	XP_045645670.1
OG0012850	XP_006093593.1	XP_045645676.1
OG0012851	XP_023613716.1	XP_045645659.1
OG0012852	XP_023619997.1	XP_045645644.1
OG0012853	XP_023620002.1	XP_045645640.1
OG0012854	XP_006096909.1	XP_045645631.1
OG0012855	XP_014318218.1	XP_045645630.1, XP_045645629.1
OG0012856	XP_006096924.1	XP_045645619.1
OG0012857	XP_023617429.1	XP_045645594.1
OG0012858	XP_023617424.1	XP_045645592.1
OG0012859	XP_014319083.1	XP_045645589.1
OG0012860	XP_006095542.1	XP_045645568.1
OG0012861	XP_006106430.2	XP_045671472.1
OG0012862	XP_006106432.1	XP_045671433.1
OG0012863	XP_006106440.1	XP_045671450.1
OG0012864	XP_006109637.1	XP_045671473.1
OG0012865	XP_014306100.2	XP_045671454.1
OG0012866	XP_014305618.1	XP_045671400.1
OG0012867	XP_023604343.1	XP_045635420.1
OG0012869	XP_023601555.1	XP_045635711.1
OG0012870	XP_006104597.1	XP_045635584.1
OG0012871	XP_014302338.1	XP_045635587.1
OG0012872	XP_023601556.1	XP_045635430.1
OG0012873	XP_023604777.1	XP_045636054.1
OG0012874	XP_023604798.1, XP_006108557.1	XP_045635830.1, XP_045635829.1
OG0012876	XP_023604830.1	XP_045635735.1
OG0012877	XP_006107642.2	XP_045635427.1
OG0012878	XP_023618021.1	XP_045635491.1
OG0012879	XP_023618046.1	XP_045636002.1
OG0012880	XP_006098575.2	XP_045635406.1
OG0012881	XP_014319630.1	XP_045635694.1
OG0012882	XP_023618013.1	XP_045635405.1
OG0012883	XP_006105721.1	XP_045635999.1
OG0012884	XP_023602387.1	XP_045635603.1
OG0012885	XP_023604140.1	XP_045635734.1
OG0012886	XP_023599556.1	XP_045635893.1
OG0012887	XP_006102479.1	XP_045635896.1
OG0012888	XP_006102472.1	XP_045635798.1
OG0012889	XP_023599564.1	XP_045635795.1
OG0012890	XP_006108987.2	XP_045635954.1
OG0012891	XP_006108551.1	XP_045635873.1
OG0012892	XP_006108227.1	XP_045635844.1
OG0012893	XP_014303312.1	XP_045635516.1
OG0012894	XP_014312886.1	XP_045635726.1
OG0012895	XP_006092788.1	XP_045635626.1
OG0012896	XP_006092796.1, XP_023604817.1	XP_045635379.1
OG0012897	XP_023613020.1	XP_045635754.1
OG0012898	XP_006084115.1	XP_045636020.1
OG0012899	XP_006085798.1	XP_045627819.1
OG0012900	XP_023607145.1	XP_045627560.1
OG0012901	XP_023617848.1	XP_045627543.1
OG0012902	XP_014321610.1	XP_045627637.1
OG0012903	XP_006102719.1	XP_045627817.1
OG0012904	XP_006097798.1	XP_045627604.1
OG0012905	XP_023617240.1	XP_045627615.1
OG0012906	XP_023617237.1	XP_045627738.1
OG0012907	XP_006102857.1	XP_045627630.1
OG0012908	XP_006083538.1	XP_045627720.1
OG0012909	XP_006083475.1	XP_045627621.1
OG0012910	XP_006083536.1	XP_045644365.1
OG0012911	XP_006083442.1	XP_045643884.1
OG0012912	XP_023602743.1	XP_045643894.1
OG0012913	XP_006083438.2	XP_045643895.1
OG0012914	XP_006083437.1	XP_045643901.1
OG0012915	XP_006083414.2	XP_045643927.1
OG0012916	XP_023602557.1	XP_045643936.1
OG0012917	XP_014302730.1	XP_045643946.1
OG0012918	XP_014302680.1	XP_045643955.1
OG0012919	XP_023602425.1	XP_045643979.1
OG0012920	XP_006083527.1	XP_045643991.1
OG0012921	XP_006083357.1	XP_045644013.1
OG0012922	XP_006083356.1	XP_045644016.1
OG0012923	XP_023601756.1	XP_045644036.1
OG0012924	XP_014303741.2	XP_045644058.1
OG0012925	XP_014302205.2	XP_045644070.1
OG0012926	XP_006093057.1	XP_045644079.1
OG0012927	XP_006093050.1	XP_045644088.1
OG0012928	XP_006093051.1	XP_045644089.1
OG0012929	XP_023613214.1	XP_045644097.1
OG0012930	XP_014314849.1	XP_045644109.1
OG0012931	XP_014314871.1	XP_045644130.1
OG0012932	XP_006093019.1	XP_045644153.1
OG0012933	XP_006093016.1	XP_045644165.1
OG0012934	XP_006106829.1	XP_045644177.1
OG0012935	XP_006108068.1	XP_045635842.1
OG0012936	XP_014318956.1	XP_045627722.1
OG0012937	XP_006086622.1	XP_045650597.1
OG0012938	XP_006098797.1	XP_045636385.1
OG0012939	XP_006081650.1	XP_045650752.1
OG0012940	XP_023607938.1	XP_045650983.1
OG0012941	XP_006085719.1, XP_006109915.3	XP_045635039.1
OG0012942	XP_014306324.1	XP_045650968.1
OG0012943	XP_006102611.1	XP_045650964.1
OG0012944	XP_006102603.2	XP_045650954.1
OG0012945	XP_006107792.2	XP_045650950.1
OG0012946	XP_014323348.1	XP_045650949.1
OG0012947	XP_023599120.1	XP_045651046.1
OG0012948	XP_006081206.1	XP_045650865.1
OG0012949	XP_006081203.1	XP_045650860.1
OG0012950	XP_006081181.1	XP_045650830.1
OG0012951	XP_014309014.1	XP_045650803.1
OG0012952	XP_006081140.1	XP_045650775.1
OG0012953	XP_023619526.1	XP_045650728.1
OG0012954	XP_006100208.1	XP_045650712.1
OG0012955	XP_006100215.1	XP_045650689.1
OG0012956	XP_023619560.1	XP_045650684.1
OG0012957	XP_023607767.1	XP_045650643.1
OG0012958	XP_006086652.1	XP_045650642.1
OG0012959	XP_014309412.2	XP_045650623.1
OG0012960	XP_006086639.1	XP_045650618.1
OG0012961	XP_014309379.1	XP_045650608.1
OG0012962	XP_006086626.1	XP_045650607.1
OG0012963	XP_006086621.1	XP_045650596.1
OG0012964	XP_014309364.1	XP_045650583.1
OG0012965	XP_006086612.1	XP_045650565.1
OG0012966	XP_006086597.1	XP_045650562.1
OG0012967	XP_006086593.1	XP_045650546.1
OG0012968	XP_006100313.1	XP_045636218.1
OG0012969	XP_006090749.1	XP_045636726.1
OG0012970	XP_023614675.1	XP_045636179.1
OG0012971	XP_023614674.1	XP_045636170.1
OG0012972	XP_023614686.1	XP_045636656.1
OG0012973	XP_006094862.1	XP_045636698.1
OG0012974	XP_006098182.1	XP_045636346.1
OG0012975	XP_006101297.2	XP_045636775.1
OG0012976	XP_006098845.1	XP_045636241.1
OG0012977	XP_006098844.2	XP_045636715.1
OG0012978	XP_014319857.1	XP_045636780.1
OG0012979	XP_006098825.1	XP_045636160.1
OG0012980	XP_006098809.1	XP_045636556.1
OG0012981	XP_006098815.2	XP_045636460.1
OG0012982	XP_023618188.1	XP_045636250.1
OG0012983	XP_023618235.1	XP_045636455.1
OG0012984	XP_006109299.3, XP_006098861.1	XP_045636692.1
OG0012985	XP_006098784.1	XP_045636211.1
OG0012986	XP_006098782.1	XP_045636212.1
OG0012987	XP_006102771.1	XP_045636520.1
OG0012988	XP_006102768.1	XP_045636191.1
OG0012989	XP_006102749.1	XP_045636286.1
OG0012990	XP_014323533.1	XP_045636735.1
OG0012991	XP_006103287.1	XP_045636539.1
OG0012992	XP_006096559.2	XP_045636265.1
OG0012993	XP_014317890.1	XP_045636359.1
OG0012994	XP_006096571.2	XP_045636560.1
OG0012995	XP_023616098.1	XP_045636245.1
OG0012996	XP_006096526.1	XP_045636608.1
OG0012997	XP_006096521.1	XP_045636659.1
OG0012998	XP_006088140.1	XP_045636415.1
OG0012999	XP_023609092.1	XP_045636392.1
OG0013000	XP_006088108.1	XP_045636567.1
OG0013001	XP_014310685.1	XP_045670730.1
OG0013002	XP_006104976.2	XP_045647056.1
OG0013003	XP_023618808.1	XP_045647049.1
OG0013004	XP_023618802.1	XP_045647045.1
OG0013005	XP_006099422.1	XP_045647125.1
OG0013006	XP_006099430.2	XP_045647035.1
OG0013007	XP_014313371.1	XP_045647028.1
OG0013008	XP_023611717.1	XP_045647121.1
OG0013009	XP_006088153.1	XP_045647086.1
OG0013010	XP_006093311.1	XP_045661140.1
OG0013011	XP_023611353.1	XP_045658667.1
OG0013012	XP_006093277.1	XP_045657929.1
OG0013013	XP_023606039.1	XP_045661503.1
OG0013014	XP_023601615.1	XP_045656478.1
OG0013015	XP_006104704.1	XP_045651642.1
OG0013016	XP_006104682.1	XP_045651638.1
OG0013017	XP_023601612.1	XP_045651589.1
OG0013018	XP_023604239.1	XP_045651557.1
OG0013019	XP_006104442.1	XP_045651532.1
OG0013020	XP_006105523.1	XP_045651465.1
OG0013021	XP_023602278.1	XP_045651461.1
OG0013022	XP_006104774.1	XP_045628026.1
OG0013023	XP_014322082.1	XP_045628020.1
OG0013026	XP_006108973.2	XP_045642268.1
OG0013027	XP_023601220.1	XP_045642305.1
OG0013028	XP_006108812.1	XP_045642299.1
OG0013029	XP_006107047.1	XP_045642247.1
OG0013030	XP_014301087.1	XP_045642238.1
OG0013031	XP_014301089.1	XP_045642246.1
OG0013032	XP_006107653.2	XP_045632979.1
OG0013033	XP_023602078.1	XP_045632949.1
OG0013034	XP_014302925.1	XP_045632984.1
OG0013035	XP_014321462.1	XP_045656841.1
OG0013036	XP_006100665.1	XP_045656917.1
OG0013037	XP_006100667.1	XP_045657006.1
OG0013038	XP_006100644.1	XP_045661031.1
OG0013039	XP_006100648.1	XP_045657224.1
OG0013040	XP_023619109.1	XP_045657684.1
OG0013041	XP_014315115.1	XP_045658247.1
OG0013042	XP_006093294.1	XP_045658263.1
OG0013043	XP_014315101.1	XP_045658274.1
OG0013044	XP_023611352.1	XP_045658549.1
OG0013045	XP_006090768.1	XP_045658626.1
OG0013046	XP_006090779.1	XP_045658946.1
OG0013047	XP_006090781.1	XP_045658988.1
OG0013048	XP_023616419.1	XP_045659126.1
OG0013049	XP_006089386.1	XP_045659215.1
OG0013050	XP_023610084.1	XP_045659507.1
OG0013051	XP_023610078.1	XP_045659607.1
OG0013052	XP_023610967.1	XP_045660194.1
OG0013053	XP_006090415.1	XP_045660214.1
OG0013054	XP_023610955.1	XP_045660299.1
OG0013055	XP_006095434.1	XP_045654437.1
OG0013056	XP_006095422.1	XP_045627926.1
OG0013057	XP_006091854.1	XP_045663028.1
OG0013058	XP_006095891.1	XP_045662997.1
OG0013059	XP_006095899.1	XP_045662972.1
OG0013060	XP_006098068.1	XP_045662928.1
OG0013061	XP_014319153.1	XP_045662921.1
OG0013062	XP_006101752.1	XP_045654384.1
OG0013063	XP_006101744.1	XP_045654415.1
OG0013064	XP_006101763.1	XP_045654352.1
OG0013066	XP_023605875.1	XP_045654435.1
OG0013067	XP_006105960.2	XP_045626511.1
OG0013068	XP_006106793.1	XP_045662779.1
OG0013069	XP_023610080.1	XP_045659938.1
OG0013070	XP_006095913.1	XP_045663044.1
OG0013072	XP_023604067.1	XP_045633383.1
OG0013073	XP_023620566.1	XP_045671939.1
OG0013074	XP_023600621.1	XP_045627464.1
OG0013075	XP_006086370.1, XP_023607703.1	XP_045661609.1, XP_045661608.1
OG0013076	XP_023600625.1	XP_045627460.1
OG0013077	XP_023614422.1	XP_045649409.1
OG0013078	XP_014302012.1, XP_006109081.1	XP_045661842.1
OG0013079	XP_014320921.1	XP_045661835.1
OG0013080	XP_023619392.1	XP_045661830.1
OG0013081	XP_023619388.1	XP_045662058.1
OG0013082	XP_023613563.1	XP_045661792.1
OG0013083	XP_006093419.1	XP_045661591.1
OG0013085	XP_006093412.1	XP_045661590.1
OG0013086	XP_006093410.1	XP_045661778.1
OG0013087	XP_023613548.1	XP_045661758.1
OG0013088	XP_023606672.1	XP_045661735.1
OG0013089	XP_006085372.1	XP_045661584.1
OG0013090	XP_006085289.1	XP_045661718.1
OG0013091	XP_006085298.2	XP_045661707.1
OG0013092	XP_006085313.1	XP_045661677.1
OG0013093	XP_006086387.1	XP_045661641.1
OG0013094	XP_006086382.1	XP_045661638.1
OG0013095	XP_023607705.1	XP_045661610.1
OG0013096	XP_006086372.1	XP_045661627.1
OG0013097	XP_023613542.1	XP_045668169.1
OG0013100	XP_006106380.1	XP_045634019.1
OG0013101	XP_014304398.1	XP_045634070.1
OG0013108	XP_006107362.1	XP_045633270.1
OG0013109	XP_006088525.1	XP_045671927.1
OG0013110	XP_006088521.1	XP_045672019.1
OG0013111	XP_023609377.1	XP_045671897.1
OG0013112	XP_006101344.1	XP_045671877.1
OG0013113	XP_014322120.1	XP_045671868.1
OG0013114	XP_014322121.1	XP_045671899.1
OG0013115	XP_023601249.1	XP_045671785.1
OG0013116	XP_006094025.1	XP_045671994.1
OG0013117	XP_006094019.1	XP_045671898.1
OG0013118	XP_014315675.2	XP_045671873.1
OG0013119	XP_014315660.1	XP_045672037.1
OG0013120	XP_006093997.1	XP_045671893.1
OG0013121	XP_014315652.1	XP_045671930.1
OG0013122	XP_006109843.3	XP_045671932.1
OG0013123	XP_006095703.1	XP_045627454.1
OG0013124	XP_006103631.1	XP_045627440.1
OG0013125	XP_006103035.1	XP_045644982.1
OG0013126	XP_023600104.1	XP_045645093.1, XP_045645100.1
OG0013127	XP_006103030.1	XP_045645111.1
OG0013128	XP_014316134.1	XP_045645180.1, XP_045645178.1
OG0013129	XP_006094466.1	XP_045645221.1
OG0013130	XP_023614417.1	XP_045645329.1
OG0013131	XP_023614413.1	XP_045648963.1
OG0013132	XP_006094436.1	XP_045649008.1
OG0013133	XP_006098766.1	XP_045649593.1
OG0013134	XP_006088858.2	XP_045649607.1
OG0013135	XP_006100258.1	XP_045659969.1
OG0013136	XP_023619589.1	XP_045661122.1
OG0013137	XP_023609312.1	XP_045648580.1
OG0013138	XP_006088398.1	XP_045648586.1
OG0013139	XP_006088409.1	XP_045648594.1
OG0013140	XP_006088419.2	XP_045648601.1
OG0013141	XP_023609314.1	XP_045648636.1
OG0013142	XP_023609316.1	XP_045648634.1
OG0013143	XP_006088440.1	XP_045648644.1
OG0013144	XP_014310988.1	XP_045648645.1
OG0013145	XP_014304084.1	XP_045648669.1
OG0013146	XP_006090550.1	XP_045648671.1
OG0013147	XP_023611093.1	XP_045648672.1
OG0013148	XP_006090551.1	XP_045649589.1
OG0013149	XP_014312843.1	XP_045649651.1
OG0013150	XP_014304537.1	XP_045648687.1
OG0013151	XP_023611103.1	XP_045648689.1
OG0013152	XP_006099143.3	XP_045649283.1
OG0013153	XP_023606446.1	XP_045649264.1
OG0013154	XP_014307854.1, XP_006108462.1	XP_045649262.1
OG0013155	XP_023606553.1	XP_045649226.1
OG0013156	XP_023606554.1	XP_045648136.1
OG0013157	XP_006085009.1	XP_045649216.1
OG0013158	XP_023606436.1	XP_045649161.1
OG0013159	XP_023606508.1	XP_045649153.1
OG0013160	XP_023606524.1	XP_045649134.1
OG0013161	XP_014307935.1	XP_045649094.1
OG0013162	XP_023604973.1	XP_045649092.1
OG0013163	XP_006085084.1	XP_045649089.1
OG0013164	XP_006085102.2	XP_045649070.1
OG0013165	XP_014307965.1	XP_045649044.1
OG0013166	XP_014307973.1	XP_045649042.1
OG0013167	XP_023606550.1	XP_045649024.1
OG0013168	XP_006088876.1	XP_045649014.1
OG0013169	XP_006088871.1, XP_006093887.1	XP_045649005.1
OG0013170	XP_023609621.1	XP_045648997.1
OG0013171	XP_006088827.1	XP_045648933.1
OG0013172	XP_006088826.1	XP_045648941.1
OG0013173	XP_006088831.1	XP_045648942.1
OG0013174	XP_006088820.1	XP_045648921.1
OG0013175	XP_023606809.1	XP_045648849.1
OG0013176	XP_006085400.1	XP_045648838.1
OG0013177	XP_006085384.1	XP_045648797.1
OG0013178	XP_023618166.1	XP_045648720.1
OG0013179	XP_006087301.1	XP_045655407.1
OG0013180	XP_006110203.1	XP_045655433.1
OG0013181	XP_006081817.1	XP_045654588.1
OG0013182	XP_014310138.2	XP_045655408.1
OG0013183	XP_023614240.1	XP_045638342.1
OG0013184	XP_014319302.1	XP_045655623.1
OG0013185	XP_006087299.1	XP_045655791.1
OG0013186	XP_006107843.1	XP_045627870.1
OG0013187	XP_014320138.1	XP_045627853.1
OG0013188	XP_006099189.1	XP_045638393.1
OG0013189	XP_023618545.1	XP_045638041.1
OG0013190	XP_006099198.1	XP_045638043.1
OG0013191	XP_006099209.1	XP_045638389.1
OG0013192	XP_023600287.1	XP_045638578.1
OG0013193	XP_014315906.1	XP_045662658.1, XP_045638465.1
OG0013194	XP_006094205.1	XP_045638361.1
OG0013195	XP_014315907.1	XP_045638567.1
OG0013196	XP_023614244.1	XP_045638308.1
OG0013197	XP_006094224.1	XP_045638463.1
OG0013198	XP_006094229.1	XP_045638504.1
OG0013199	XP_006094234.1	XP_045638549.1
OG0013200	XP_014306544.2	XP_045628742.1
OG0013201	XP_006087382.1	XP_045655498.1
OG0013202	XP_006087366.1	XP_045655526.1
OG0013203	XP_023608589.1	XP_045655399.1
OG0013204	XP_006087350.1	XP_045655536.1
OG0013205	XP_014310024.1	XP_045655587.1
OG0013206	XP_006087432.2	XP_045655400.1
OG0013207	XP_014310011.1	XP_045655600.1
OG0013208	XP_023617702.1	XP_045655605.1
OG0013209	XP_023617651.1	XP_045655616.1
OG0013210	XP_006098241.1	XP_045655655.1
OG0013211	XP_023617681.1	XP_045655658.1
OG0013212	XP_023617638.1	XP_045655678.1
OG0013214	XP_023608447.1	XP_045655712.1
OG0013215	XP_023608581.1	XP_045655732.1
OG0013216	XP_006087517.1	XP_045640861.1
OG0013217	XP_014310185.1	XP_045640803.1, XP_045640802.1
OG0013218	XP_014305245.1	XP_045640821.1
OG0013219	XP_023604209.1	XP_045640831.1
OG0013220	XP_006087459.1	XP_045640894.1
OG0013221	XP_006084008.3	XP_045667098.1
OG0013222	XP_006084100.1	XP_045636098.1
OG0013223	XP_023605521.1	XP_045635455.1
OG0013224	XP_023605523.1	XP_045635509.1
OG0013225	XP_023605527.1	XP_045635788.1
OG0013226	XP_006084029.1	XP_045635985.1
OG0013227	XP_006084031.1	XP_045635839.1
OG0013228	XP_006084042.2	XP_045635993.1
OG0013229	XP_006084044.1	XP_045636032.1
OG0013230	XP_006084050.1	XP_045635840.1
OG0013231	XP_006084186.1	XP_045635417.1
OG0013232	XP_006084184.1	XP_045635624.1
OG0013233	XP_006084183.1	XP_045635625.1
OG0013234	XP_023605588.1	XP_045635794.1
OG0013235	XP_006084173.1	XP_045635476.1
OG0013236	XP_023605675.1	XP_045635413.1
OG0013237	XP_006084161.1	XP_045635720.1
OG0013238	XP_006084151.1	XP_045636006.1
OG0013239	XP_006084150.1	XP_045635939.1
OG0013240	XP_023605637.1	XP_045635613.1
OG0013241	XP_023605586.1	XP_045635847.1
OG0013242	XP_006084142.1	XP_045636148.1
OG0013243	XP_006109980.1	XP_045636053.1
OG0013245	XP_023605611.1	XP_045635493.1
OG0013246	XP_006081794.1	XP_045654859.1
OG0013247	XP_006081809.2	XP_045654841.1
OG0013249	XP_006081822.1	XP_045654825.1
OG0013250	XP_023610854.1	XP_045654781.1
OG0013251	XP_014311594.1	XP_045654568.1
OG0013252	XP_006081879.1	XP_045654584.1
OG0013253	XP_006081911.1	XP_045654690.1
OG0013254	XP_014311842.1	XP_045654684.1
OG0013255	XP_014311648.1	XP_045654649.1
OG0013256	XP_014316092.1	XP_045645555.1
OG0013257	XP_006108681.1	XP_045648377.1
OG0013258	XP_006094814.1	XP_045648385.1
OG0013259	XP_023614633.1	XP_045648447.1
OG0013260	XP_014322151.1	XP_045648505.1
OG0013261	XP_023604187.1	XP_045648517.1
OG0013262	XP_006088367.1	XP_045648526.1
OG0013263	XP_023609262.1	XP_045648527.1
OG0013264	XP_006088373.1	XP_045648534.1
OG0013265	XP_006088375.1	XP_045648535.1
OG0013266	XP_023609280.1	XP_045648555.1
OG0013267	XP_023605082.1, XP_023609310.1	XP_045648570.1
OG0013268	XP_014308594.2	XP_045649524.1
OG0013270	XP_023603240.1	XP_045649513.1
OG0013271	XP_006106764.1	XP_045649510.1
OG0013272	XP_006109845.2	XP_045649507.1
OG0013273	XP_023603334.1	XP_045649493.1
OG0013274	XP_006106854.1	XP_045649481.1
OG0013275	XP_023609580.1	XP_045648349.1
OG0013276	XP_014311316.1	XP_045648346.1
OG0013277	XP_014311317.1	XP_045648347.1
OG0013278	XP_023609555.1	XP_045648339.1
OG0013279	XP_014321857.1	XP_045649630.1
OG0013280	XP_023620332.1	XP_045648259.1
OG0013281	XP_006101059.1	XP_045648255.1
OG0013282	XP_023599677.1	XP_045648212.1
OG0013283	XP_006103272.1	XP_045648180.1
OG0013284	XP_014318370.1	XP_045635110.1
OG0013285	XP_023616567.1	XP_045635163.1
OG0013287	XP_014309114.1	XP_045635317.1
OG0013288	XP_006086308.1	XP_045635173.1
OG0013289	XP_006086304.1	XP_045635336.1
OG0013290	XP_014309111.1	XP_045635339.1
OG0013292	XP_023607637.1	XP_045635238.1
OG0013293	XP_023607587.1	XP_045635195.1
OG0013294	XP_006086242.1	XP_045635191.1
OG0013295	XP_014309083.1	XP_045635225.1
OG0013296	XP_023604164.1	XP_045666812.1
OG0013297	XP_006110052.2	XP_045666815.1
OG0013298	XP_014318667.2	XP_045635213.1
OG0013299	XP_023603958.1	XP_045635220.1
OG0013300	XP_023612900.1	XP_045635283.1
OG0013301	XP_023612946.1	XP_045641726.1
OG0013302	XP_023612896.1	XP_045641811.1
OG0013303	XP_014314595.2	XP_045641768.1
OG0013304	XP_023615163.1	XP_045641804.1
OG0013305	XP_014321213.1	XP_045669400.1
OG0013306	XP_006108647.3, XP_023601983.1	XP_045672076.1
OG0013307	XP_006109946.1	XP_045664753.1
OG0013308	XP_014318134.1	XP_045644358.1
OG0013309	XP_023614936.1	XP_045646625.1
OG0013310	XP_023615068.1	XP_045646623.1
OG0013311	XP_014316850.1	XP_045646622.1
OG0013312	XP_023602317.1	XP_045644847.1
OG0013314	XP_014306698.2	XP_045670598.1
OG0013315	XP_023602930.1	XP_045631956.1
OG0013316	XP_023599476.1	XP_045631968.1
OG0013317	XP_006096071.1	XP_045663060.1
OG0013318	XP_006096079.2	XP_045663066.1
OG0013319	XP_006091785.1	XP_045669410.1
OG0013321	XP_023612233.1	XP_045669424.1
OG0013322	XP_014313828.1	XP_045669430.1
OG0013323	XP_023612194.1	XP_045665276.1
OG0013324	XP_023619208.1	XP_045665206.1
OG0013326	XP_023619250.1	XP_045664854.1
OG0013327	XP_006099857.1	XP_045664752.1
OG0013328	XP_006099865.1	XP_045665184.1
OG0013329	XP_006099860.1	XP_045665194.1
OG0013330	XP_006099871.1	XP_045665174.1
OG0013331	XP_023619214.1	XP_045665164.1
OG0013332	XP_006099883.1	XP_045665163.1
OG0013333	XP_006099894.2	XP_045665145.1
OG0013334	XP_006094405.1	XP_045665093.1
OG0013335	XP_006094412.1	XP_045665077.1
OG0013336	XP_006083512.2	XP_045665015.1
OG0013337	XP_023603407.1	XP_045665004.1
OG0013338	XP_023601961.1	XP_045665001.1
OG0013339	XP_023603258.1	XP_045664976.1
OG0013340	XP_023601956.1	XP_045664832.1
OG0013341	XP_006083487.2	XP_045664972.1
OG0013342	XP_023601923.1	XP_045664962.1
OG0013343	XP_014303878.1	XP_045664957.1
OG0013344	XP_006102871.1	XP_045664948.1
OG0013345	XP_006100912.2	XP_045664940.1
OG0013346	XP_006103067.1	XP_045664876.1
OG0013347	XP_014303813.1	XP_045664827.1
OG0013349	XP_006104063.1	XP_045664815.1
OG0013350	XP_023601067.1	XP_045664812.1
OG0013351	XP_006106298.1	XP_045664797.1
OG0013353	XP_023619290.1	XP_045664765.1
OG0013354	XP_006099960.1	XP_045664762.1
OG0013355	XP_006096866.1	XP_045644323.1
