Orthogroup	Myotis_lucifugus	Saimiri_boliviensis_boliviensis
OG0015061	XP_023602052.1	XP_039334114.1
OG0015062	XP_006096393.1	XP_003938786.2
OG0015063	XP_006090475.1	XP_010337435.1
OG0015064	XP_006090482.1	XP_039334400.1
OG0015065	XP_023611084.1	XP_003928627.1
OG0015066	XP_006100998.1	XP_003928444.1
OG0015067	XP_023620259.1	XP_003928467.1
OG0015068	XP_006100959.1	XP_010337380.1
OG0015069	XP_006100955.1	XP_003928472.1
OG0015070	XP_006100954.1	XP_003928470.1
OG0015071	XP_006100951.1	XP_003928442.1
OG0015072	XP_006107148.1	XP_003928422.1
OG0015073	XP_006107146.1	XP_003928421.2
OG0015074	XP_006104986.1	XP_003920418.1
OG0015075	XP_006103754.2	XP_039333926.1
OG0015076	XP_006103718.1	XP_003928400.2
OG0015077	XP_006103743.3	XP_039333953.1
OG0015078	XP_006103760.2	XP_039333952.1
OG0015079	XP_006092603.1	XP_003933504.1
OG0015080	XP_023612847.1	XP_003933480.2
OG0015081	XP_006092632.1	XP_003933476.1
OG0015082	XP_006092647.1	XP_039316861.1
OG0015083	XP_014314520.1	XP_003933453.1
OG0015084	XP_023601942.1	XP_010342112.1
OG0015085	XP_006093963.1	XP_010329424.1
OG0015086	XP_014315629.1	XP_003943309.2
OG0015087	XP_023607574.1	XP_003921403.1
OG0015088	XP_006086187.1	XP_003921417.1
OG0015089	XP_006086153.1	XP_003921455.1
OG0015090	XP_023618644.1	XP_039330422.1
OG0015091	XP_023618647.1	XP_003921475.1
OG0015092	XP_006089044.1	XP_039315948.1
OG0015093	XP_006089063.2	XP_003925405.2
OG0015094	XP_014311587.1	XP_003925406.2
OG0015096	XP_006089333.1	XP_003924884.2
OG0015102	XP_006089981.1	XP_039319419.1
OG0015104	XP_006089973.1	XP_003930519.3
OG0015105	XP_006089964.1	XP_010339268.1
OG0015106	XP_006089961.1	XP_003930420.1
OG0015107	XP_023610583.1	XP_010339345.2
OG0015108	XP_023609702.1	XP_039315807.1
OG0015109	XP_006089077.1	XP_003925353.1
OG0015110	XP_023610491.1	XP_010334345.1
OG0015111	XP_006089913.1	XP_010334341.1
OG0015112	XP_023609733.1	XP_003925385.1
OG0015113	XP_014311497.1	XP_039315890.1
OG0015114	XP_014304308.1	XP_039315812.1
OG0015115	XP_006097925.1	XP_039316004.1
OG0015116	XP_006099675.1	XP_039316038.1
OG0015117	XP_023619012.1	XP_003928148.1
OG0015118	XP_006106635.1	XP_003928128.1
OG0015119	XP_006104576.1	XP_003935373.1
OG0015122	XP_023617412.1	XP_003937919.1
OG0015123	XP_006097839.1	XP_003937908.1
OG0015124	XP_023617299.1	XP_039315915.1
OG0015125	XP_023617364.1	XP_003937835.2
OG0015126	XP_014318977.1	XP_003937819.2
OG0015127	XP_023606629.1	XP_039319518.1
OG0015128	XP_006085180.1	XP_039319516.1
OG0015129	XP_023606576.1	XP_039319672.1
OG0015130	XP_006085207.1	XP_003924756.1
OG0015131	XP_006091720.1	XP_003924792.1
OG0015132	XP_023612176.1	XP_039319763.1
OG0015133	XP_006104532.1	XP_003924818.1
OG0015134	XP_006105471.2	XP_039319778.1
OG0015135	XP_006104523.1	XP_010333808.1
OG0015136	XP_023609998.1	XP_010333836.1
OG0015137	XP_023610039.1	XP_039319751.1
OG0015138	XP_023610002.1	XP_010333846.2
OG0015139	XP_006089351.1	XP_010333931.2
OG0015140	XP_006089362.1	XP_039319752.1
OG0015141	XP_014307990.1	XP_003926121.1
OG0015143	XP_006085155.1	XP_010335135.1
OG0015144	XP_006100130.1	XP_003924369.1
OG0015145	XP_006102321.1	XP_003924342.2
OG0015146	XP_006085940.1	XP_039325137.1
OG0015147	XP_006109838.1	XP_003945226.2
OG0015148	XP_006098485.1	XP_003924613.1
OG0015149	XP_006100133.1	XP_003924376.1
OG0015150	XP_006100131.1	XP_003924370.1
OG0015151	XP_023619456.1	XP_003924364.1
OG0015152	XP_006102331.1	XP_003924343.1
OG0015153	XP_006102306.1	XP_039324657.1
OG0015155	XP_006102283.1	XP_003924317.1
OG0015156	XP_006102279.1	XP_003924301.1
OG0015157	XP_006102280.1	XP_003924302.2
OG0015158	XP_023607319.1	XP_039325340.1
OG0015159	XP_006085904.1	XP_003924267.1
OG0015161	XP_014308791.1	XP_039324913.1
OG0015162	XP_014303231.1	XP_039325015.1
OG0015163	XP_023611365.1	XP_039324914.1
OG0015164	XP_006087871.1	XP_003930602.1
OG0015165	XP_014321103.1	XP_003930578.1
OG0015166	XP_014320750.1	XP_010339368.1
OG0015167	XP_006099643.1	XP_039324965.1
OG0015168	XP_006096094.1	XP_003924456.1
OG0015169	XP_014317491.1	XP_003924461.1
OG0015170	XP_006096085.1	XP_003924467.1
OG0015171	XP_014323381.2	XP_010333679.2
OG0015173	XP_014323384.1	XP_010333452.1
OG0015174	XP_006091034.1	XP_003924479.1
OG0015175	XP_023611658.1	XP_039325093.1
OG0015176	XP_006091097.1	XP_010333528.1
OG0015177	XP_006097685.1	XP_003924560.2
OG0015178	XP_023617146.1	XP_039324901.1
OG0015179	XP_006098501.1	XP_003924596.1
OG0015180	XP_006098487.1	XP_003924608.1
OG0015181	XP_006098483.1	XP_003924624.1
OG0015182	XP_006098478.2	XP_003924620.1
OG0015183	XP_006087016.1	XP_003924652.1
OG0015184	XP_023601631.1	XP_039325123.1
OG0015185	XP_014301026.1	XP_003939905.1
OG0015186	XP_006100568.1	XP_003939888.1
OG0015188	XP_006100578.1	XP_039325168.1
OG0015190	XP_023601748.1	XP_039318889.1
OG0015191	XP_023601742.1	XP_039318871.1
OG0015193	XP_006109402.1	XP_039318861.1
OG0015194	XP_014305711.1	XP_010342225.1
OG0015196	XP_023605067.1	XP_039318714.1
OG0015200	XP_006095035.1	XP_003942919.2
OG0015201	XP_014319947.1	XP_039332841.1
OG0015202	XP_014322807.2	XP_039331774.1
OG0015203	XP_014317011.1	XP_039332817.1
OG0015205	XP_023604366.1	XP_010340637.2
OG0015206	XP_006099025.1	XP_003931255.2
OG0015207	XP_006099007.1	XP_003931302.1
OG0015208	XP_006105328.1	XP_003931310.1
OG0015209	XP_006095651.1	XP_003931382.1
OG0015210	XP_006095665.1	XP_010340254.1
OG0015213	XP_006108954.1	XP_039331922.1
OG0015214	XP_023604833.1	XP_039332576.1
OG0015216	XP_006108016.1	XP_039331687.1
OG0015217	XP_006108017.1	XP_003931696.1
OG0015220	XP_006109112.2	XP_010340640.1
OG0015221	XP_023600535.1	XP_010340705.1
OG0015222	XP_023600539.1	XP_003931769.1
OG0015223	XP_006103472.1	XP_039332364.1
OG0015226	XP_023603064.1	XP_039332264.1
OG0015227	XP_023614839.1	XP_003931835.1
OG0015228	XP_023612723.1	XP_039332818.1
OG0015229	XP_006092483.1	XP_003931849.1
OG0015230	XP_023612748.1	XP_039332932.1
OG0015231	XP_006092495.2	XP_003931859.1
OG0015232	XP_006092500.1, XP_014305803.2	XP_003931861.1
OG0015233	XP_014314261.1	XP_039331747.1
OG0015234	XP_014314391.1	XP_003942512.2
OG0015235	XP_006110222.1	XP_039331877.1
OG0015236	XP_006092214.1	XP_010328604.1
OG0015237	XP_006092221.1	XP_003942485.1
OG0015238	XP_006092245.1	XP_039332120.1
OG0015239	XP_006105286.1	XP_010329755.1
OG0015240	XP_006105295.1	XP_003943649.1
OG0015241	XP_006106153.1	XP_039332927.1
OG0015242	XP_006092340.1	XP_039332876.1
OG0015243	XP_006092387.1	XP_003942781.1
OG0015245	XP_006092403.1	XP_003942788.1
OG0015246	XP_014314316.1	XP_010328894.1
OG0015247	XP_006092409.1	XP_003942797.1
OG0015248	XP_006092423.1	XP_039332704.1
OG0015249	XP_006092426.1	XP_010328907.1
OG0015250	XP_023612683.1	XP_039332414.1
OG0015251	XP_006092470.1	XP_003942913.3
OG0015252	XP_006092469.1	XP_003942826.1
OG0015253	XP_006095049.1	XP_003942845.2, XP_010328955.2
OG0015254	XP_006095050.1	XP_003942846.1
OG0015255	XP_006100876.1	XP_003942871.2
OG0015256	XP_006100846.1	XP_010328996.1
OG0015257	XP_023620161.1	XP_039332751.1
OG0015258	XP_014319960.1	XP_010340127.1
OG0015259	XP_014319970.1	XP_003931265.1
OG0015261	XP_023618376.1	XP_003931278.1
OG0015262	XP_023618375.1	XP_039331659.1
OG0015263	XP_006109670.1	XP_010340157.1
OG0015264	XP_006098994.1	XP_039331710.1
OG0015265	XP_023610245.1	XP_003931289.1
OG0015266	XP_023602087.1	XP_039332519.1
OG0015268	XP_023599979.1	XP_010340194.1
OG0015269	XP_006102925.1	XP_003931358.2
OG0015270	XP_023599873.1	XP_003931369.1
OG0015271	XP_006095639.1	XP_010340238.1
OG0015272	XP_023615372.1	XP_039332937.1
OG0015273	XP_006095697.1	XP_003929162.1
OG0015274	XP_006095681.1	XP_003929149.1
OG0015275	XP_006092278.1	XP_003929137.1
OG0015276	XP_006092324.2	XP_010338288.2
OG0015277	XP_006092296.1	XP_039332794.1
OG0015278	XP_006092297.1	XP_039332323.1
OG0015279	XP_023612511.1	XP_039332012.1
OG0015280	XP_014322799.2	XP_003929096.2
OG0015281	XP_006101990.1	XP_003933094.1
OG0015282	XP_006099939.3	XP_003933075.2
OG0015283	XP_006095559.1	XP_010340326.1
OG0015284	XP_006095568.1	XP_010340335.1
OG0015285	XP_006095579.1	XP_003931463.1
OG0015286	XP_006095578.1	XP_003931460.2
OG0015287	XP_006095588.1	XP_003931474.1
OG0015288	XP_014317074.1	XP_039331882.1
OG0015289	XP_006095599.1	XP_003931485.2
OG0015290	XP_023615275.1	XP_003931505.1
OG0015291	XP_023615266.1	XP_010340391.1
OG0015292	XP_023618604.1	XP_039332475.1
OG0015293	XP_006099256.1	XP_003929373.1
OG0015294	XP_014320172.2	XP_039331682.1
OG0015295	XP_014320205.1	XP_039331863.1
OG0015296	XP_023618605.1	XP_003929386.1
OG0015297	XP_014320188.1	XP_039332014.1
OG0015299	XP_006105197.1	XP_003933114.1
OG0015300	XP_006105200.1	XP_010341990.2
OG0015301	XP_006107863.1	XP_039317201.1
OG0015308	XP_023604125.1	XP_039317285.1
OG0015312	XP_014306264.1	XP_003941435.1
OG0015314	XP_023601440.1	XP_003935964.1
OG0015315	XP_023602497.1	XP_010339753.2
OG0015316	XP_006104843.1	XP_003940058.1
OG0015318	XP_023601711.1	XP_039330858.1
OG0015319	XP_006103234.1	XP_003940069.1
OG0015320	XP_006103232.1	XP_010349052.1
OG0015321	XP_014301038.2	XP_039330775.1
OG0015322	XP_006103182.1	XP_003940632.1
OG0015323	XP_023599283.1	XP_003940649.2
OG0015324	XP_023599289.1	XP_003940658.1
OG0015325	XP_006096311.1	XP_039330629.1
OG0015326	XP_006096321.1	XP_010349670.1
OG0015327	XP_006091186.1	XP_003925213.1
OG0015329	XP_023613754.1	XP_003939376.1
OG0015330	XP_023613727.1	XP_003926516.1
OG0015331	XP_023613705.1	XP_039328188.1
OG0015332	XP_006102467.1	XP_003932928.2
OG0015333	XP_006103058.1	XP_003922827.1
OG0015334	XP_014314851.1	XP_003922714.2
OG0015335	XP_006093728.1	XP_039327860.1
OG0015336	XP_006093698.1	XP_010348270.1
OG0015337	XP_023613780.1	XP_003939375.1
OG0015338	XP_023613763.1	XP_039327547.1
OG0015339	XP_006093626.1	XP_003926525.2
OG0015341	XP_006100741.1	XP_003926563.1
OG0015342	XP_023616429.1	XP_039327781.1
OG0015343	XP_006097956.1	XP_010335591.1
OG0015344	XP_006095538.1	XP_003927835.2
OG0015345	XP_006095531.1	XP_003927843.1
OG0015346	XP_014316965.1	XP_010336799.2
OG0015347	XP_014316964.2	XP_003927857.2
OG0015348	XP_006099219.1	XP_003927860.1
OG0015349	XP_006106436.1	XP_010341663.1
OG0015350	XP_023604467.1	XP_010341641.1
OG0015353	XP_023603834.1	XP_039319158.1
OG0015354	XP_006098564.1	XP_003932860.1
OG0015355	XP_006098603.1	XP_039319140.1
OG0015356	XP_023599558.1	XP_003932925.1
OG0015357	XP_023599553.1	XP_010341789.1
OG0015358	XP_014304342.1	XP_039319227.1
OG0015359	XP_006107324.2	XP_010341799.2
OG0015360	XP_006092772.1	XP_039319128.1
OG0015361	XP_006092776.1	XP_010341844.2
OG0015362	XP_006092783.1	XP_003932348.1
OG0015363	XP_006092814.1	XP_039327871.1
OG0015365	XP_023615753.1	XP_039331589.1
OG0015367	XP_023601661.1	XP_003926810.1
OG0015368	XP_023603034.1	XP_003926807.1
OG0015369	XP_006083460.1	XP_003926804.2
OG0015370	XP_023602723.1	XP_003922807.2
OG0015371	XP_006083529.1	XP_003922784.1
OG0015372	XP_014303798.1	XP_010331898.2
OG0015373	XP_023602525.1	XP_003922778.3
OG0015374	XP_006083377.1	XP_010331886.2
OG0015375	XP_006093039.1	XP_003922713.1
OG0015376	XP_006093028.1	XP_003922706.1
OG0015377	XP_006106438.2	XP_003932837.2
OG0015378	XP_006102491.1	XP_039319164.1
OG0015381	XP_006086627.1	XP_003920616.1
OG0015382	XP_006086596.1	XP_039328069.1
OG0015383	XP_006090762.1	XP_003928200.2
OG0015384	XP_006098799.1	XP_003943878.1
OG0015385	XP_006086689.1	XP_003920613.1
OG0015386	XP_014304214.1, XP_023603326.1	XP_010331044.1
OG0015387	XP_006102601.3	XP_003943999.1
OG0015388	XP_023599648.1	XP_039316584.1
OG0015389	XP_014323339.2	XP_039316583.1
OG0015390	XP_023609817.1	XP_003936134.1
OG0015391	XP_006081700.1	XP_003936137.1
OG0015392	XP_006081693.1	XP_003936140.1
OG0015393	XP_006081197.2	XP_003920731.1
OG0015394	XP_006081158.1	XP_003920705.1
OG0015395	XP_014310725.1	XP_010337420.2
OG0015396	XP_014309816.1	XP_003920679.2
OG0015397	XP_023619547.1	XP_039323602.1, XP_039323634.1
OG0015398	XP_006100228.1	XP_010337085.1
OG0015399	XP_006086662.1	XP_003920637.1
OG0015400	XP_014309396.1	XP_039323382.1
OG0015402	XP_023607940.1	XP_010336924.1
OG0015403	XP_006086615.1	XP_039325469.1
OG0015404	XP_006086607.1	XP_039326475.1
OG0015405	XP_023607893.1	XP_003933993.1
OG0015406	XP_023607936.1	XP_003933989.1
OG0015407	XP_006086592.1	XP_003933988.1
OG0015408	XP_006086586.1	XP_003933981.1
OG0015409	XP_006104082.1	XP_003928221.1
OG0015410	XP_023614685.1	XP_010343916.1, XP_003928195.1
OG0015411	XP_023614682.1	XP_010337036.1
OG0015412	XP_006094866.1	XP_003928185.1
OG0015413	XP_006099394.1	XP_039330998.1
OG0015414	XP_006093588.1	XP_039330846.1
OG0015415	XP_006101289.1	XP_003939767.1
OG0015416	XP_014319861.1	XP_003939789.1
OG0015417	XP_006098837.2	XP_003939792.1
OG0015418	XP_006098785.1	XP_010330009.1
OG0015419	XP_014319811.1	XP_003943867.1
OG0015420	XP_006098777.1	XP_010330003.2
OG0015421	XP_014323514.1	XP_003943854.2
OG0015422	XP_023599790.1	XP_003943842.1
OG0015423	XP_023599811.1	XP_010329987.1
OG0015424	XP_006102761.1	XP_003943833.1
OG0015425	XP_023599800.1, XP_023599801.1, XP_023599803.1, XP_023599802.1	XP_039330956.1
OG0015426	XP_006102756.1	XP_003943831.1
OG0015427	XP_006103283.1	XP_003940103.1
OG0015428	XP_023619861.1	XP_003940110.1
OG0015429	XP_006110090.1	XP_003940156.2
OG0015430	XP_006096556.1	XP_003940115.1
OG0015431	XP_014317908.1	XP_003940118.2
OG0015432	XP_006096547.1	XP_003940122.2
OG0015433	XP_023616110.1	XP_003940128.1
OG0015434	XP_006096537.1	XP_003940130.1
OG0015435	XP_006088124.1	XP_039330952.1
OG0015436	XP_023609064.1	XP_039331025.1
OG0015437	XP_014310686.2	XP_003925292.3
OG0015438	XP_006088092.1	XP_039330818.1
OG0015439	XP_023609036.1	XP_010334264.2
OG0015440	XP_006088063.1	XP_039330644.1
OG0015441	XP_006099419.1	XP_003925248.1
OG0015442	XP_006091151.1	XP_003925232.3
OG0015445	XP_023613481.1	XP_010332286.2
OG0015446	XP_006109710.1	XP_003944694.1
OG0015447	XP_023600952.1	XP_003944711.2
OG0015448	XP_023613140.1	XP_010330930.1
OG0015451	XP_023601586.1	XP_010330582.1
OG0015452	XP_006104683.1	XP_039322534.1
OG0015453	XP_006104656.1	XP_003944379.2
OG0015455	XP_006104440.1	XP_003944361.1
OG0015458	XP_006105502.1	XP_039321239.1
OG0015459	XP_006107743.1	XP_003923203.1
OG0015460	XP_006104778.1	XP_003923222.2
OG0015461	XP_006104454.1	XP_039323616.1
OG0015462	XP_023601436.1	XP_003923276.1
OG0015463	XP_006104085.2	XP_039322476.1
OG0015464	XP_006103676.1	XP_003923304.1
OG0015465	XP_006100609.1	XP_039323422.1
OG0015466	XP_006100610.1	XP_003923053.1
OG0015467	XP_006100615.3	XP_003923059.1
OG0015468	XP_006100646.1	XP_003923097.1
OG0015469	XP_014321473.1	XP_003923084.1
OG0015470	XP_006098638.1	XP_003923112.2
OG0015471	XP_006093282.1	XP_003923157.1
OG0015472	XP_006090771.1	XP_003926421.1
OG0015473	XP_006090786.1	XP_003926409.1
OG0015474	XP_006089399.2	XP_003926366.1
OG0015475	XP_014312705.2	XP_003923312.1
OG0015476	XP_006090420.1	XP_003923311.1
OG0015477	XP_006090410.2	XP_010332134.2
OG0015478	XP_006095399.1	XP_003923010.1
OG0015479	XP_023615125.1	XP_003923009.1
OG0015480	XP_023615116.1	XP_003923003.2
OG0015481	XP_006091857.1	XP_010332094.1
OG0015482	XP_006109926.3	XP_003945270.1
OG0015483	XP_006095895.1	XP_003922968.1
OG0015484	XP_014317305.2	XP_039323534.1
OG0015485	XP_014307255.1	XP_003936016.1
OG0015487	XP_006109190.1	XP_039323888.1, XP_039316433.1
OG0015488	XP_014311885.1, XP_023605253.1	XP_003945348.2
OG0015489	XP_014319149.1	XP_039322157.1
OG0015490	XP_023603819.1	XP_003942072.1
OG0015491	XP_006101338.1	XP_003933688.1
OG0015495	XP_006088590.2	XP_039324248.1
OG0015496	XP_006088526.1	XP_003941015.2
OG0015497	XP_023614427.1	XP_003931976.2
OG0015498	XP_023619390.1	XP_003943076.1
OG0015499	XP_023599104.1	XP_039320589.1
OG0015500	XP_006093411.1	XP_003945259.1
OG0015501	XP_006093389.1	XP_003938647.1
OG0015502	XP_006085293.1	XP_003933160.1
OG0015503	XP_006085295.1	XP_003933159.1
OG0015504	XP_006085300.1	XP_003933154.2
OG0015505	XP_014308169.1	XP_003933149.1
OG0015506	XP_006085315.1	XP_003933144.1
OG0015507	XP_006086385.1	XP_003933783.1
OG0015508	XP_006100335.1	XP_003933735.1
OG0015510	XP_006108094.1	XP_003942157.3
OG0015511	XP_023604461.1	XP_039320836.1
OG0015513	XP_014304182.1, XP_006107626.2	XP_039320680.1
OG0015514	XP_014304768.1	XP_010328107.1
OG0015517	XP_023609433.1	XP_003941018.1
OG0015518	XP_023620562.1	XP_039324020.1
OG0015519	XP_006094046.1	XP_003933678.1
OG0015520	XP_006094028.1	XP_010342461.1
OG0015521	XP_023614041.1	XP_010342439.1
OG0015522	XP_023614040.1	XP_003933648.3
OG0015523	XP_006094041.3	XP_039324191.1
OG0015524	XP_006095700.1	XP_039323942.1
OG0015526	XP_006094474.1	XP_003931980.2
OG0015527	XP_014316127.1	XP_039324005.1
OG0015528	XP_023614429.1	XP_003932152.1, XP_003932015.1
OG0015529	XP_023614412.1	XP_003932155.3
OG0015530	XP_014304631.1	XP_039320450.1
OG0015531	XP_023604104.1	XP_003933750.1
OG0015532	XP_006088441.1	XP_003921059.1
OG0015533	XP_014307982.1	XP_003938733.1
OG0015534	XP_006088821.1	XP_003935206.2
OG0015535	XP_006088788.1	XP_003935237.1
OG0015536	XP_023619583.1	XP_039320261.1
OG0015537	XP_006088413.1	XP_003921047.1
OG0015538	XP_006088423.1	XP_003921053.1
OG0015539	XP_023609265.1	XP_010341441.1
OG0015540	XP_023609308.1	XP_003921061.1
OG0015541	XP_014312844.2	XP_003921077.1
OG0015542	XP_006090562.1	XP_003921079.1
OG0015543	XP_006090564.2	XP_003921081.1
OG0015544	XP_006099147.1	XP_003921228.1
OG0015545	XP_006085128.1	XP_039328963.1
OG0015546	XP_006085006.1	XP_010343536.1
OG0015547	XP_006085129.1	XP_039328713.1
OG0015548	XP_014307888.1	XP_039328921.1
OG0015549	XP_023606498.1	XP_010343773.1
OG0015550	XP_006085053.1	XP_003921275.1
OG0015551	XP_006085066.1	XP_003921286.1
OG0015552	XP_006085067.1	XP_003921287.1
OG0015553	XP_006085080.1	XP_039328775.1
OG0015554	XP_023606443.1	XP_010347628.1
OG0015555	XP_023606531.1	XP_003938717.1
OG0015556	XP_006085103.1	XP_003938718.1
OG0015557	XP_006085108.1	XP_003938721.1
OG0015558	XP_006085112.1	XP_003938726.2
OG0015559	XP_006085121.1	XP_039328930.1
OG0015560	XP_006085125.1	XP_039328774.1
OG0015561	XP_023609625.1	XP_010343971.2
OG0015562	XP_006088868.1	XP_003935163.1
OG0015563	XP_023609630.1	XP_039328980.1
OG0015564	XP_006109659.3	XP_003935254.3
OG0015565	XP_006088828.1	XP_003935202.1
OG0015566	XP_006088824.1	XP_010344000.1
OG0015567	XP_006088823.1	XP_039328727.1
OG0015569	XP_014311357.2	XP_003935213.2
OG0015570	XP_023609593.1	XP_039328488.1
OG0015571	XP_023609589.1	XP_010344021.1
OG0015572	XP_006096282.1	XP_003921121.1
OG0015573	XP_006100253.1	XP_003921104.1
OG0015574	XP_006100254.1	XP_003921102.1
OG0015575	XP_006090568.1	XP_003921086.1
OG0015577	XP_006098201.1	XP_010345850.1
OG0015578	XP_023614239.1	XP_039329815.1
OG0015579	XP_014310141.2	XP_010347650.2
OG0015580	XP_006098243.1	XP_003936969.1
OG0015583	XP_006084049.1	XP_003927898.1
OG0015584	XP_023608743.1	XP_003927997.1
OG0015585	XP_023608652.1	XP_010344580.1
OG0015586	XP_006087286.1	XP_003937022.1
OG0015587	XP_006087292.1	XP_003937021.2
OG0015588	XP_006087298.1	XP_003937032.1
OG0015590	XP_006099176.1	XP_003937074.1
OG0015591	XP_014320162.1	XP_039329606.1
OG0015592	XP_006099208.2	XP_010345884.1
OG0015593	XP_006094232.1	XP_003937566.1
OG0015594	XP_023614230.1	XP_003937570.1
OG0015596	XP_023608548.1	XP_003921598.1
OG0015597	XP_006087387.1	XP_003921602.1
OG0015598	XP_006087378.1	XP_039329550.1
OG0015600	XP_006098208.1	XP_003936935.1
OG0015601	XP_006098240.1	XP_003936960.1
OG0015602	XP_023617680.1	XP_003936951.1
OG0015603	XP_023617673.1	XP_003936965.2
OG0015604	XP_023608576.1	XP_039330395.1
OG0015605	XP_023608579.1	XP_003936998.1
OG0015606	XP_014310132.1	XP_010345771.1
OG0015607	XP_006087522.1	XP_003935835.1
OG0015608	XP_006087515.1	XP_003935842.1
OG0015609	XP_023608602.1	XP_039318892.1
OG0015610	XP_006087454.1	XP_010333382.1
OG0015611	XP_023605497.1	XP_039328149.1
OG0015612	XP_006084028.1	XP_003927882.1
OG0015613	XP_006084030.1	XP_003927884.1
OG0015614	XP_006084067.1	XP_003927914.1
OG0015615	XP_006109766.1	XP_003929636.1
OG0015616	XP_006084157.1	XP_039328114.1
OG0015617	XP_023610502.1	XP_003928057.2
OG0015618	XP_014311315.1	XP_010336911.2
OG0015619	XP_023610913.1	XP_003928021.1
OG0015620	XP_006081871.1	XP_003928008.1
OG0015621	XP_006081872.1	XP_003928007.2
OG0015622	XP_006081932.1	XP_010336874.1
OG0015623	XP_023611094.1	XP_010336850.1
OG0015624	XP_006081882.1	XP_039335127.1
OG0015625	XP_006081937.1	XP_003938764.1
OG0015626	XP_006084130.2	XP_039328242.1
OG0015627	XP_006081931.1	XP_010336873.2
OG0015628	XP_023601984.1	XP_003944236.1
OG0015630	XP_006102624.1	XP_003929939.1
OG0015631	XP_006097092.1	XP_003942426.1
OG0015632	XP_023616593.1	XP_003942443.1
OG0015633	XP_023607584.1	XP_003935596.1
OG0015634	XP_006094825.1	XP_003929834.1
OG0015635	XP_023614662.1	XP_003929827.1
OG0015636	XP_006088384.1	XP_039328817.1
OG0015637	XP_006106762.1	XP_003930831.1
OG0015638	XP_023603333.1	XP_003930829.1
OG0015639	XP_006106860.1	XP_003930824.1
OG0015640	XP_023609554.1	XP_039328924.1
OG0015641	XP_006101100.1	XP_010338759.1, XP_003929898.1, XP_010338758.1
OG0015644	XP_023600037.1	XP_039328964.1
OG0015645	XP_006097091.1	XP_039319265.1
OG0015646	XP_023616592.1	XP_010328540.1
OG0015647	XP_006086317.1	XP_003942448.1
OG0015648	XP_023607594.1	XP_003942454.1
OG0015649	XP_006086297.1	XP_003938169.1
OG0015650	XP_023607645.1	XP_003938162.2
OG0015651	XP_006086329.1	XP_039319273.1
OG0015652	XP_023607635.1	XP_003938149.1
OG0015653	XP_023607600.1	XP_039317066.1
OG0015654	XP_014314584.1	XP_003933877.1
OG0015655	XP_006092729.2	XP_039324343.1
OG0015656	XP_006100365.2	XP_003933913.1
OG0015657	XP_023619699.1	XP_039324542.1
OG0015659	XP_014316293.1	XP_003929862.2
OG0015660	XP_023620584.1	XP_039328797.1
OG0015661	XP_006102415.1	XP_039336524.1
OG0015662	XP_014321738.1	XP_039335359.1
OG0015663	XP_023615082.1	XP_010327981.2
OG0015666	XP_006091787.1	XP_003935278.1
OG0015667	XP_006091754.1	XP_010344083.1
OG0015668	XP_023601580.1	XP_010344092.2
OG0015669	XP_023601579.1	XP_039336268.1
OG0015670	XP_006099872.1	XP_010350636.1
OG0015671	XP_023619244.1	XP_003941605.1
OG0015672	XP_023619263.1	XP_010350630.1
OG0015673	XP_006099891.1	XP_039330499.1
OG0015674	XP_006099892.1	XP_003941597.1
OG0015675	XP_006099886.1	XP_003941603.1
OG0015676	XP_006094397.1	XP_003941571.2
OG0015677	XP_006094419.1	XP_039331259.1
OG0015678	XP_006094428.1	XP_003926868.1
OG0015679	XP_023602001.1	XP_003926944.2
OG0015680	XP_006083504.2	XP_039333764.1
OG0015681	XP_023601950.1	XP_039331237.1
OG0015682	XP_006102874.1	XP_003941311.1
OG0015683	XP_006102875.1	XP_003941312.1
OG0015684	XP_023601760.1	XP_039317468.1
OG0015685	XP_006104848.1	XP_003942542.1
OG0015686	XP_006104065.1	XP_003942581.1
OG0015687	XP_023602834.1	XP_039316775.1
OG0015688	XP_023619291.1	XP_039333035.1
OG0015689	XP_023617979.1	XP_003922592.1
OG0015690	XP_006096861.1	XP_003922630.1
OG0015691	XP_006096857.1	XP_003922631.1
OG0015692	XP_014318161.1	XP_003922634.1
OG0015693	XP_006096859.1	XP_010331722.1
OG0015694	XP_014318133.1	XP_003922658.1
OG0015695	XP_023616397.1	XP_039316139.1
OG0015696	XP_006092551.1	XP_039318910.1
OG0015697	XP_006092534.1	XP_010342358.1
OG0015698	XP_006092532.1	XP_039316798.1
OG0015699	XP_006097564.1	XP_003933569.2
OG0015700	XP_006097529.1	XP_003944836.1
OG0015701	XP_006097830.1	XP_039315774.1
OG0015702	XP_006109551.1, XP_014318228.1	XP_003944444.1
OG0015703	XP_006096990.2	XP_039315857.1
OG0015704	XP_023616460.1	XP_003944430.1
OG0015705	XP_006096942.1	XP_003944426.1
OG0015706	XP_006095239.1	XP_003942029.2
OG0015707	XP_006095329.1	XP_003941984.2
OG0015709	XP_006092582.1	XP_010342334.1
OG0015710	XP_006092581.1	XP_003933516.1
OG0015711	XP_006091784.1	XP_003935325.2
OG0015714	XP_006102557.1	XP_003941250.1
OG0015715	XP_006101713.1	XP_039318094.1
OG0015716	XP_006085414.1	XP_003930814.1
OG0015717	XP_023606777.1	XP_039318011.1
OG0015718	XP_023606874.1	XP_003921181.2
OG0015719	XP_006088260.1	XP_039316359.1
OG0015720	XP_006108813.1	XP_003943377.1
