Orthogroup	Myotis_lucifugus	Loxodonta_africana
OG0013342	XP_023601923.1	XP_010594217.2
OG0013343	XP_014303878.1	XP_023411009.1
OG0013344	XP_006102871.1	XP_003422070.2
OG0013345	XP_006100912.2	XP_010599658.1
OG0013346	XP_006103067.1	XP_003417500.1
OG0013347	XP_014303813.1	XP_010598240.1
OG0013348	XP_006107105.1	XP_023395146.1
OG0013349	XP_006104063.1	XP_010598243.2
OG0013350	XP_023601067.1	XP_003420455.2
OG0013351	XP_006106298.1	XP_003420473.1
OG0013354	XP_006099960.1	XP_003420463.3
OG0013355	XP_006096866.1	XP_003413745.2
OG0013356	XP_006096862.1	XP_010591966.1
OG0013357	XP_006096858.1	XP_023408563.1
OG0013358	XP_023616372.1	XP_023408556.1
OG0013359	XP_006096867.1	XP_023408298.1
OG0013360	XP_006096816.1	XP_023408523.1
OG0013361	XP_023612800.1	XP_003409644.1
OG0013362	XP_014314445.1	XP_003409639.1
OG0013363	XP_014314443.1	XP_003409462.1
OG0013364	XP_006092555.1	XP_003409645.1
OG0013365	XP_023612814.1	XP_003409642.1
OG0013366	XP_014318727.1	XP_010587914.1
OG0013367	XP_006096929.1	XP_003422003.2
OG0013368	XP_023619039.1	XP_003422002.1
OG0013369	XP_006095244.1	XP_003409552.1
OG0013370	XP_023604788.1	XP_003409546.1
OG0013371	XP_006095264.1	XP_003409545.1
OG0013372	XP_006095298.1	XP_003409404.1
OG0013373	XP_006095312.1	XP_003409518.1
OG0013374	XP_023615047.1	XP_003409521.1
OG0013375	XP_014316810.1	XP_023403083.1
OG0013376	XP_006095330.1	XP_003409511.1
OG0013377	XP_006095342.1	XP_010587733.1
OG0013378	XP_006095344.1	XP_010587732.2
OG0013379	XP_014316834.1	XP_003409502.1
OG0013380	XP_006108059.3, XP_023612781.1	XP_023403251.1
OG0013381	XP_006092597.1	XP_003409626.2
OG0013383	XP_006088781.1	XP_003407039.1
OG0013385	XP_006098143.1	XP_003419579.1
OG0013386	XP_014303217.2	XP_003419676.1
OG0013387	XP_006085427.1	XP_003406949.1
OG0013388	XP_014308318.1	XP_023400251.1
OG0013389	XP_023606832.1	XP_023400008.1
OG0013390	XP_006085422.1	XP_003406944.1
OG0013391	XP_023606778.1	XP_003406953.2
OG0013392	XP_006085423.1	XP_010585467.1
OG0013393	XP_006085428.1	XP_023400402.1
OG0013394	XP_006085433.1	XP_023410893.1, XP_003407256.1
OG0013395	XP_006085509.2	XP_003407054.1
OG0013396	XP_014308301.1	XP_023400281.1
OG0013397	XP_023606859.1	XP_003407246.1
OG0013398	XP_006085473.1	XP_023400261.1
OG0013399	XP_023606875.1	XP_003407230.1
OG0013400	XP_023604320.1	XP_003407228.1
OG0013406	XP_014306171.1	XP_010600659.1
OG0013407	XP_006098130.1	XP_003412335.2
OG0013408	XP_023617582.1	XP_023406512.1
OG0013409	XP_023612165.1	XP_003412181.1
OG0013410	XP_006091688.1	XP_023406686.1
OG0013412	XP_006091671.1	XP_003412348.1
OG0013413	XP_023612317.1	XP_003419427.1
OG0013414	XP_006091909.1	XP_003421397.1
OG0013415	XP_006091912.1	XP_023396318.1
OG0013416	XP_023612330.1	XP_023396311.1
OG0013417	XP_023612339.1	XP_003421387.1
OG0013418	XP_023612288.1	XP_003421423.1
OG0013419	XP_006091998.1	XP_010590358.1
OG0013420	XP_023612298.1	XP_010590359.1
OG0013421	XP_023612369.1	XP_023406409.1
OG0013423	XP_023612379.1	XP_023406415.1
OG0013424	XP_014314071.2	XP_023406680.1
OG0013425	XP_023612407.1	XP_003412305.1
OG0013426	XP_023612425.1	XP_003412309.1
OG0013427	XP_023612444.1	XP_003412310.3
OG0013428	XP_023602719.1	XP_023406458.1
OG0013430	XP_023604030.1	XP_010600741.1
OG0013432	XP_023604511.1	XP_010599968.1
OG0013433	XP_023604452.1	XP_023397586.1
OG0013435	XP_023604865.1	XP_023397609.1
OG0013436	XP_006102532.1	XP_023415280.1
OG0013437	XP_023599598.1	XP_003419441.1
OG0013438	XP_023611308.1	XP_023415300.1
OG0013439	XP_006102559.1	XP_003419447.1
OG0013440	XP_023599621.1	XP_023415510.1
OG0013441	XP_006102564.1	XP_010597304.1
OG0013442	XP_014323308.1	XP_003419449.1
OG0013443	XP_023599610.1	XP_023415312.1
OG0013444	XP_006102568.1	XP_023415314.1
OG0013445	XP_023599622.1	XP_003419601.1
OG0013446	XP_023620842.1	XP_023415323.1
OG0013447	XP_006101685.1	XP_010597317.1
OG0013448	XP_023620850.1	XP_010597326.1
OG0013449	XP_006101644.1	XP_003419628.1
OG0013450	XP_006101642.1	XP_023415344.1
OG0013451	XP_006101641.1	XP_010597328.1
OG0013452	XP_006101633.1	XP_023415512.1
OG0013453	XP_006101626.1	XP_003419632.1
OG0013454	XP_023620844.1	XP_023415515.1
OG0013455	XP_006101619.1	XP_003419475.1
OG0013456	XP_006101618.1	XP_023415354.1
OG0013457	XP_006101614.1	XP_023415517.1
OG0013458	XP_023601413.1	XP_003419640.1
OG0013459	XP_006104400.1, XP_006104402.1	XP_003419649.2
OG0013460	XP_006104397.1	XP_003419650.1
OG0013461	XP_023601397.1	XP_003419652.1
OG0013462	XP_006104393.1	XP_023415520.1
OG0013463	XP_014302196.1	XP_010597365.1
OG0013464	XP_006106604.1	XP_023415411.1
OG0013465	XP_006105675.1	XP_003419504.2
OG0013466	XP_023604561.1	XP_023415529.1, XP_023415528.1
OG0013467	XP_006105930.1	XP_003419688.1
OG0013468	XP_006105939.1	XP_010597410.1
OG0013471	XP_006105950.1	XP_010597413.1
OG0013472	XP_023604646.1	XP_023415451.1
OG0013473	XP_006107302.1	XP_003419416.1
OG0013474	XP_006108917.1	XP_003419420.1
OG0013475	XP_006098127.1	XP_023406509.1
OG0013476	XP_006091989.1	XP_003423185.1, XP_003422700.1, XP_023397918.1
OG0013479	XP_023599623.1	XP_003419591.2
OG0013480	XP_023607841.1	XP_023405438.1
OG0013481	XP_006081765.1	XP_003410424.1
OG0013483	XP_023613650.1	XP_023398791.1
OG0013484	XP_023610367.1	XP_003410495.1
OG0013485	XP_006081764.1	XP_010588870.1
OG0013486	XP_014310672.2	XP_023409003.1, XP_003410420.1
OG0013487	XP_006081734.1	XP_010588843.1
OG0013488	XP_006081731.1	XP_010588842.1
OG0013489	XP_014312724.1	XP_003410483.1
OG0013490	XP_006081729.1	XP_003410482.1
OG0013491	XP_014310378.1	XP_010588840.1
OG0013492	XP_014312715.1	XP_023404287.1
OG0013493	XP_014311695.2	XP_003421274.1
OG0013493	XP_006081722.1	XP_023404285.1
OG0013494	XP_006106406.1	XP_003410474.1
OG0013495	XP_023602946.1	XP_003410552.1
OG0013496	XP_006106407.1	XP_010588901.1
OG0013497	XP_006105987.1	XP_023404393.1
OG0013498	XP_023599939.1	XP_003416729.1
OG0013501	XP_023613634.1	XP_003405918.1
OG0013502	XP_023600887.1	XP_010584647.1
OG0013503	XP_006103945.3, XP_023619784.1	XP_023398759.1
OG0013504	XP_023600880.1	XP_003405912.1
OG0013505	XP_006100498.2	XP_003405908.1
OG0013506	XP_014309659.1	XP_010584638.1
OG0013507	XP_023608189.1	XP_023398833.1
OG0013508	XP_006098550.1	XP_003405896.1
OG0013509	XP_023611904.1	XP_023398715.1
OG0013510	XP_006081750.1	XP_010588861.1
OG0013511	XP_023613862.1	XP_023403799.1
OG0013512	XP_006089098.1	XP_003410080.1
OG0013513	XP_006104911.1	XP_003409910.3
OG0013514	XP_006106573.1	XP_003413075.1
OG0013516	XP_014301910.1	XP_023408208.1
OG0013518	XP_006101211.1	XP_023397014.1
OG0013519	XP_006101212.1	XP_003423705.1
OG0013521	XP_014313147.1	XP_010588052.2
OG0013522	XP_006107972.2	XP_023403455.1
OG0013523	XP_023619076.1	XP_023408034.1
OG0013524	XP_014321935.2	XP_003421731.1
OG0013525	XP_023599071.1	XP_003422584.2
OG0013526	XP_014323188.1	XP_023403614.1
OG0013527	XP_023599509.1	XP_023403901.1
OG0013528	XP_006102428.1	XP_023403616.1
OG0013529	XP_006091365.1	XP_003409775.1
OG0013530	XP_006085809.1	XP_003410003.1
OG0013531	XP_006083848.1	XP_003409783.1
OG0013532	XP_006083847.1	XP_003410007.1
OG0013533	XP_006083854.1	XP_010588239.1
OG0013534	XP_023617919.1, XP_006083862.1	XP_003409790.1
OG0013535	XP_006083996.1	XP_023403836.1
OG0013536	XP_014306787.1	XP_010588257.1
OG0013537	XP_023605194.1	XP_023403837.1
OG0013538	XP_006083906.1	XP_010588271.1
OG0013539	XP_006083925.1	XP_003410025.2
OG0013540	XP_006083943.1	XP_010588299.1
OG0013541	XP_023605463.1	XP_023403732.1
OG0013542	XP_006108312.2	XP_010588332.1
OG0013543	XP_014301681.1	XP_023403842.1
OG0013544	XP_006104344.1	XP_023403784.1
OG0013545	XP_006093824.1	XP_003409842.1
OG0013547	XP_006089110.3	XP_010588003.1
OG0013548	XP_023611519.1	XP_010588403.1
OG0013549	XP_014313191.2	XP_023403368.1
OG0013550	XP_014313174.1	XP_010588042.2
OG0013551	XP_023611420.1	XP_023403401.1
OG0013552	XP_023611515.1	XP_010588056.1
OG0013553	XP_006090877.1	XP_023403852.1
OG0013554	XP_006104908.2	XP_003410127.3
OG0013555	XP_014305734.1	XP_023403434.1
OG0013556	XP_006108255.3	XP_003410139.1
OG0013557	XP_023604597.1	XP_023403878.1
OG0013558	XP_014303891.1	XP_003409697.1
OG0013559	XP_006106173.1	XP_023403509.1
OG0013560	XP_006106169.1	XP_023403505.1
OG0013562	XP_006108664.2	XP_003409935.1
OG0013563	XP_023616329.1	XP_010588146.1
OG0013564	XP_006104202.1	XP_003409736.1
OG0013565	XP_023601239.1	XP_023403542.1
OG0013566	XP_014302005.1	XP_010588158.1
OG0013567	XP_023603302.1	XP_023403888.1
OG0013568	XP_014305175.2	XP_003409740.1
OG0013569	XP_006097182.1	XP_003409747.1
OG0013570	XP_006097188.1	XP_003409751.1
OG0013571	XP_006100683.3	XP_003409754.1
OG0013573	XP_006100480.1	XP_010591499.1
OG0013575	XP_006100493.2	XP_023407622.1
OG0013576	XP_006100473.1	XP_003413562.1
OG0013577	XP_006100468.1	XP_023407956.1
OG0013578	XP_006100440.1	XP_023407974.1
OG0013580	XP_014321272.1	XP_023407987.1
OG0013581	XP_023604098.1	XP_023407627.1
OG0013582	XP_014320656.2	XP_003413077.1
OG0013583	XP_006099728.1	XP_010591539.2
OG0013584	XP_023619053.1	XP_010591541.1
OG0013585	XP_023619077.1	XP_010591547.1
OG0013586	XP_023619083.1	XP_023408054.1
OG0013587	XP_006099691.1	XP_010591781.1
OG0013588	XP_014320605.1	XP_003413096.1
OG0013589	XP_006100399.1	XP_003413101.1
OG0013590	XP_006100400.1	XP_003413103.1
OG0013591	XP_006100395.1	XP_023407640.1
OG0013592	XP_006100376.2	XP_003413383.1
OG0013593	XP_014302721.2	XP_023408102.1
OG0013594	XP_006105087.2	XP_023407649.1
OG0013595	XP_006105092.1	XP_010591586.1
OG0013596	XP_023601907.1	XP_003413119.1
OG0013597	XP_006105076.1	XP_003413396.1
OG0013599	XP_023601560.1	XP_003413129.1
OG0013600	XP_023601578.1	XP_023407655.1
OG0013601	XP_006106014.1	XP_023407660.1
OG0013602	XP_006105787.1	XP_023408195.1
OG0013603	XP_014303317.1	XP_010591657.1
OG0013604	XP_006105804.1	XP_003413421.1
OG0013605	XP_006104118.1	XP_023407666.1
OG0013606	XP_014323280.1	XP_023408236.1
OG0013607	XP_023601774.1	XP_010599170.2
OG0013608	XP_006104919.1	XP_023396248.1
OG0013609	XP_006104920.1	XP_003421346.1
OG0013610	XP_023604129.1	XP_010599171.1
OG0013612	XP_014302713.1	XP_003421363.1
OG0013613	XP_006105066.1	XP_010599150.1
OG0013614	XP_023609335.1, XP_014311023.1	XP_003421334.1
OG0013615	XP_023601871.1	XP_003421335.1
OG0013616	XP_023601884.1	XP_023396303.1
OG0013617	XP_006105053.1	XP_023396277.1
OG0013618	XP_023620400.1	XP_023396437.1
OG0013619	XP_006101153.1	XP_003421704.1
OG0013620	XP_023620413.1	XP_023396486.1
OG0013621	XP_006104890.1	XP_010599347.1
OG0013622	XP_023601753.1	XP_023396491.1
OG0013623	XP_023601751.1	XP_003421710.1
OG0013624	XP_006106980.2	XP_003421978.1
OG0013625	XP_023603611.1	XP_023396753.1
OG0013626	XP_023603610.1	XP_003421947.1
OG0013627	XP_006105974.1	XP_003421941.1
OG0013628	XP_006105973.1	XP_010599561.1
OG0013629	XP_023620443.1	XP_023396744.1
OG0013630	XP_014321985.1	XP_023397022.1
OG0013631	XP_023620466.1	XP_023398491.1
OG0013634	XP_023599042.1	XP_023397564.1
OG0013635	XP_023599056.1	XP_023397562.1
OG0013638	XP_023599039.1	XP_023397541.1
OG0013639	XP_023599054.1	XP_010600152.1
OG0013640	XP_023599060.1	XP_023397538.1
OG0013641	XP_023599061.1	XP_010600178.1
OG0013643	XP_006107341.2	XP_023397535.1
OG0013645	XP_006094657.1, XP_006094656.1	XP_003421577.1
OG0013646	XP_006094722.1	XP_003415643.1
OG0013647	XP_014314657.1	XP_023410499.1
OG0013648	XP_014314687.1	XP_010593780.1
OG0013649	XP_023613060.1	XP_023410495.1
OG0013650	XP_014314660.1	XP_003415632.1
OG0013651	XP_014314791.1	XP_023414307.1, XP_003418601.1
OG0013652	XP_023613154.1	XP_010596516.1
OG0013653	XP_023617955.1	XP_010596484.2
OG0013654	XP_014313339.1	XP_010597866.1
OG0013655	XP_006102941.1	XP_023394687.1
OG0013656	XP_014323707.2	XP_010597879.1
OG0013657	XP_023599986.1	XP_023394704.1
OG0013658	XP_006100509.1	XP_010597883.1
OG0013659	XP_006100523.1	XP_023394736.1
OG0013660	XP_006094554.1	XP_003420111.1
OG0013661	XP_006105617.2	XP_003412105.1
OG0013662	XP_006105618.2	XP_023406365.1
OG0013663	XP_006105620.1	XP_010590569.1
OG0013664	XP_023602332.1	XP_023406364.1
OG0013665	XP_023610359.1	XP_023406660.1
OG0013666	XP_014312133.1, XP_006089729.3	XP_023406659.1
OG0013667	XP_023610334.1	XP_023406382.1
OG0013668	XP_006089701.3	XP_010590546.1
OG0013669	XP_023610321.1	XP_023406632.1
OG0013670	XP_006089698.1	XP_023406629.1
OG0013671	XP_006089697.1	XP_003412055.1
OG0013672	XP_006089696.1	XP_003412054.1
OG0013673	XP_023610315.1	XP_023406360.1
OG0013674	XP_006089678.1	XP_003412052.1
OG0013675	XP_014312144.1	XP_003412043.1
OG0013676	XP_006093864.1	XP_010590493.1
OG0013677	XP_023614672.1	XP_003412016.1
OG0013678	XP_023614669.1	XP_003412014.1
OG0013679	XP_006091651.1, XP_006109418.2	XP_023406541.1
OG0013680	XP_023612286.1	XP_003419422.1
OG0013681	XP_006091706.1	XP_003419556.1
OG0013682	XP_006092835.1	XP_023410493.1
OG0013683	XP_006108878.1, XP_006094592.1	XP_003421580.2
OG0013684	XP_014309007.1	XP_003409370.1
OG0013685	XP_023620687.1	XP_003414011.1
OG0013686	XP_023616591.1	XP_023408847.1
OG0013687	XP_006083622.1	XP_003412620.1
OG0013688	XP_006083613.1	XP_003412673.1
OG0013689	XP_023604249.1	XP_003412667.1
OG0013690	XP_023619899.1, XP_023604649.1	XP_010590917.1
OG0013691	XP_023604866.1	XP_023406993.1
OG0013692	XP_006083592.2	XP_003412659.1
OG0013693	XP_006083587.1	XP_003412656.1
OG0013694	XP_006083581.1	XP_003412712.1
OG0013695	XP_006083573.1	XP_010590892.1
OG0013696	XP_023604011.1	XP_023407020.1
OG0013697	XP_006083567.1	XP_003412650.1
OG0013698	XP_023603929.1	XP_010590884.1
OG0013699	XP_014304087.1	XP_010590874.1
OG0013700	XP_014304075.1	XP_003412700.1
OG0013701	XP_023607498.1	XP_023403043.1
OG0013702	XP_023607465.1	XP_010587700.1
OG0013703	XP_006086105.1	XP_010587694.1
OG0013704	XP_006089902.1	XP_003409682.1
OG0013705	XP_006089893.1	XP_023403034.1
OG0013706	XP_023619955.1	XP_010587681.1
OG0013708	XP_006086991.1	XP_003414014.1
OG0013709	XP_023608244.1	XP_023408949.1
OG0013710	XP_014309682.1	XP_003414022.1
OG0013711	XP_014309688.1	XP_023408849.1
OG0013712	XP_014322898.2	XP_003414101.1
OG0013713	XP_006102109.1	XP_003413675.1
OG0013714	XP_006102111.1	XP_023408436.1
OG0013715	XP_006099812.1	XP_023410576.1
OG0013716	XP_006098004.1	XP_003411656.1
OG0013717	XP_006098003.1	XP_010590099.2
OG0013718	XP_014306457.1, XP_006087689.2	XP_010593832.1
OG0013719	XP_014310283.1	XP_010593889.1
OG0013720	XP_006087602.1	XP_023410621.1
OG0013721	XP_006097155.1	XP_023410570.1
OG0013722	XP_006097162.1	XP_003415755.1
OG0013723	XP_023616643.1	XP_010593812.1
OG0013724	XP_023619952.1	XP_023410567.1
OG0013725	XP_023619916.1	XP_023410566.1
OG0013726	XP_006100689.2	XP_010593806.2
OG0013727	XP_006099830.2	XP_023410590.1
OG0013728	XP_023619185.1	XP_023410563.1
OG0013729	XP_014320712.1	XP_023410582.1
OG0013730	XP_023599469.1	XP_003409763.2
OG0013731	XP_006087637.1	XP_010593837.2
OG0013732	XP_006087638.1	XP_003415821.1
OG0013733	XP_006087639.1	XP_010593892.2
OG0013734	XP_023608681.1	XP_010593838.1
OG0013735	XP_023608676.1	XP_010593841.1
OG0013736	XP_023608734.1	XP_003415779.1
OG0013737	XP_006087685.1	XP_010593859.1
OG0013738	XP_023605021.1	XP_010593897.1
OG0013739	XP_023605023.1	XP_010593898.1
OG0013740	XP_006083717.1	XP_023410690.1
OG0013741	XP_023605028.1	XP_023395823.1
OG0013742	XP_023605283.1	XP_023395802.1
OG0013743	XP_014306207.1	XP_023395803.1
OG0013744	XP_014306273.2	XP_010598793.1
OG0013745	XP_014306888.1	XP_010598795.1
OG0013746	XP_006083765.1	XP_003420968.2
OG0013747	XP_023605052.1	XP_003420040.1
OG0013748	XP_023605328.1	XP_003420032.1
OG0013749	XP_006083788.1	XP_003420031.1
OG0013750	XP_006083792.1	XP_003420030.2
OG0013751	XP_023605346.1	XP_010597823.1
OG0013752	XP_006083823.1	XP_003416227.1
OG0013753	XP_023605363.1	XP_003416222.2
OG0013754	XP_006083842.1	XP_023411237.1
OG0013755	XP_023607216.1	XP_023411235.1
OG0013756	XP_014308703.1	XP_023411221.1
OG0013757	XP_023607149.1	XP_023411117.1
OG0013758	XP_006088722.1	XP_010594261.1
OG0013759	XP_006088723.1, XP_006088736.1	XP_003416209.1
OG0013760	XP_006088727.1	XP_023411112.1
OG0013761	XP_006088729.1	XP_010594259.1
OG0013762	XP_006096387.1	XP_023411111.1
OG0013763	XP_023615947.1	XP_023411160.1
OG0013764	XP_006090402.2	XP_003416241.3
OG0013765	XP_006090379.1	XP_023411129.1
OG0013766	XP_006090369.1	XP_023411123.1
OG0013767	XP_023616638.1	XP_010593886.2
OG0013768	XP_006098446.1	XP_003411592.1
OG0013769	XP_023606581.1	XP_010589982.1
OG0013770	XP_006098015.1	XP_003411714.1
OG0013771	XP_006097595.1	XP_003411764.1
OG0013772	XP_023617048.1	XP_003411834.1
OG0013773	XP_006104259.1	XP_023405759.1
OG0013774	XP_023608982.1	XP_003411466.1
OG0013775	XP_006088033.1	XP_010590109.1
OG0013776	XP_006096503.1	XP_003411629.1
OG0013777	XP_006096502.1	XP_023405674.1
OG0013778	XP_006096479.1	XP_003411485.2
OG0013779	XP_006089429.1	XP_003411517.1
OG0013780	XP_006089430.1	XP_003411675.1
OG0013781	XP_006089433.2	XP_010590131.1
OG0013782	XP_014302455.1, XP_006089612.1	XP_003411676.1
OG0013783	XP_023610266.1	XP_023405888.1
OG0013784	XP_023610125.1	XP_023405690.1
OG0013785	XP_023610257.1	XP_023405892.1
OG0013786	XP_023610260.1	XP_023405912.1
OG0013787	XP_006089627.2	XP_023405916.1
OG0013788	XP_006089470.2	XP_010589918.1
OG0013789	XP_023610146.1	XP_003411707.1
OG0013790	XP_006089478.1	XP_003411709.1
OG0013791	XP_023610171.1	XP_003411561.2
OG0013792	XP_006089504.1	XP_023405934.1
OG0013793	XP_006089514.1	XP_003411567.1
OG0013794	XP_006089580.1	XP_023405987.1
OG0013795	XP_023610272.1	XP_023405989.1
OG0013796	XP_006102074.1	XP_003411757.1
OG0013797	XP_014322891.1	XP_003411590.1
OG0013798	XP_006085236.1	XP_003411763.1
OG0013799	XP_006085237.1	XP_010589984.1
OG0013800	XP_006085240.1	XP_023406015.1
OG0013803	XP_006091460.2	XP_023406057.1
OG0013804	XP_006091445.1	XP_003411630.1
OG0013805	XP_006091438.1	XP_003411793.1
OG0013806	XP_023611946.1	XP_023406090.1
OG0013807	XP_023611926.1	XP_003411805.1
OG0013808	XP_023617518.1	XP_003411809.1
OG0013809	XP_006098041.1	XP_003419974.1
OG0013810	XP_006098031.1	XP_003419941.2
OG0013811	XP_023618497.1	XP_010597745.1
OG0013812	XP_023615211.1	XP_023394525.1
OG0013813	XP_006095484.1	XP_003419993.2
OG0013814	XP_023601351.1	XP_023396613.1
OG0013815	XP_006104308.1	XP_023396591.1
OG0013816	XP_006104306.1	XP_003421821.1
OG0013817	XP_023604590.1	XP_003421816.1
OG0013818	XP_014304094.1	XP_010599452.1
OG0013819	XP_014305016.1	XP_003421814.1
OG0013820	XP_014302069.1	XP_023396609.1
OG0013821	XP_014302082.1	XP_023396575.1
OG0013822	XP_023601318.1	XP_003421830.3
OG0013823	XP_006104270.1	XP_023396607.1
OG0013824	XP_006104274.1	XP_003421827.1
OG0013825	XP_023601309.1	XP_023396616.1
OG0013826	XP_023601320.1	XP_023396602.1
OG0013827	XP_023616077.1	XP_023405673.1
OG0013828	XP_006096439.1	XP_010590122.1
OG0013829	XP_023610149.1	XP_010590143.1
OG0013830	XP_023608852.1	XP_023406984.1
OG0013831	XP_006083308.1	XP_003421232.1
OG0013832	XP_006083633.1	XP_003412680.1
OG0013833	XP_006085631.1	XP_010590964.1
OG0013834	XP_006085665.1	XP_023402991.1
OG0013835	XP_006083674.1	XP_003409501.1
OG0013836	XP_014305210.1	XP_010587667.1
OG0013837	XP_006085551.1	XP_023403011.1
OG0013838	XP_006085538.1	XP_023403016.1
OG0013839	XP_006085525.1	XP_010592296.2
OG0013840	XP_014308361.1	XP_003414068.1
OG0013841	XP_006098332.1	XP_010592328.2
OG0013842	XP_006092163.1	XP_003414104.1
OG0013843	XP_006092168.1	XP_003414102.1
OG0013844	XP_023604737.1	XP_010592253.1
OG0013845	XP_023606965.1	XP_023408888.1
OG0013846	XP_006085561.1	XP_010592238.1
OG0013847	XP_006085557.1	XP_010592237.1
OG0013848	XP_006085544.1	XP_003414013.1
OG0013849	XP_023608762.1	XP_023410723.1
OG0013850	XP_023611387.1	XP_023410752.1
OG0013851	XP_014312378.2	XP_023406985.1
OG0013852	XP_006081989.1	XP_010590639.1
OG0013853	XP_023611601.1	XP_003412503.1
OG0013854	XP_023611741.1	XP_010590645.2
OG0013855	XP_006082008.3	XP_003412408.2
OG0013856	XP_023614884.1	XP_003412419.3
OG0013857	XP_006100810.1	XP_003412520.1
OG0013858	XP_006100804.1	XP_003412521.1
OG0013859	XP_006100799.1	XP_003412522.1
OG0013860	XP_006100798.1	XP_010590682.2
OG0013861	XP_023620085.1	XP_010590696.1
OG0013862	XP_014321660.1	XP_003412530.1
OG0013863	XP_006103249.1	XP_023406810.1
OG0013864	XP_006082835.1	XP_010595955.2
OG0013865	XP_006082666.1	XP_003417970.1
OG0013867	XP_006082705.1	XP_010595956.1
OG0013868	XP_006082707.1	XP_003418009.2
OG0013869	XP_023618271.1	XP_023413474.1
OG0013870	XP_023618362.1	XP_010595912.1
OG0013871	XP_023618298.1	XP_010595908.1
OG0013872	XP_023614966.1	XP_023413472.1
OG0013873	XP_006082859.1	XP_010595904.1
OG0013874	XP_023618494.1	XP_003417949.1
OG0013875	XP_023615374.1	XP_023413489.1
OG0013876	XP_023599134.1	XP_023396088.1
OG0013877	XP_014322698.1	XP_003421211.1
OG0013878	XP_006085528.1	XP_010592297.1
OG0013880	XP_023602800.1	XP_010599117.1
OG0013882	XP_006109957.2	XP_023396200.1
OG0013885	XP_023609455.1	XP_010598103.1
OG0013887	XP_014303739.1	XP_010598109.1
OG0013888	XP_006106320.1	XP_003420372.1
OG0013889	XP_006106316.1	XP_010598117.1
OG0013890	XP_006106315.1	XP_003420331.1
OG0013892	XP_006103879.1	XP_010598136.2
OG0013893	XP_006110167.1	XP_023394959.1
OG0013894	XP_023600813.1	XP_003420384.1
OG0013895	XP_014301672.2	XP_010598155.2
OG0013896	XP_023600808.1	XP_023395023.1
OG0013897	XP_006103893.1	XP_003420343.1
OG0013898	XP_023600809.1	XP_010598195.1
OG0013899	XP_006105033.2	XP_010598162.2
OG0013900	XP_014302686.1	XP_010598170.1
OG0013901	XP_006099085.1	XP_010598174.1
OG0013902	XP_023618445.1	XP_023395073.1
OG0013903	XP_023618466.1	XP_023395094.1
OG0013904	XP_006099119.1	XP_023395098.1
OG0013905	XP_023602642.1	XP_023415256.1
OG0013907	XP_014319369.1	XP_010597251.1
OG0013908	XP_023617770.1	XP_010597245.2
OG0013909	XP_006096630.1	XP_023415231.1
OG0013910	XP_023616208.1	XP_023415229.1
OG0013911	XP_014317927.1	XP_003419377.1
OG0013912	XP_006096602.1	XP_003419306.1
OG0013913	XP_006096592.2	XP_003419368.3
OG0013914	XP_006096633.2	XP_003419397.1
OG0013915	XP_006096578.1	XP_003419398.1
OG0013916	XP_006098374.2	XP_010597208.1
OG0013917	XP_006098383.1	XP_010597216.1
OG0013918	XP_006098381.1	XP_010597214.1
OG0013919	XP_023617820.1	XP_023415203.1
OG0013920	XP_006102068.3	XP_003419212.1
OG0013921	XP_023618739.1	XP_023415043.1
OG0013922	XP_023618735.1	XP_023415022.1
OG0013923	XP_006104955.1	XP_010597047.2
OG0013924	XP_023601795.1	XP_023415005.1
OG0013925	XP_006109747.2	XP_023415001.1
OG0013926	XP_006104946.1	XP_003419109.1
OG0013927	XP_006105602.1	XP_003419102.1
OG0013928	XP_023602321.1	XP_023414975.1
OG0013931	XP_023618967.1	XP_010597091.1
OG0013932	XP_006108612.1	XP_003419219.1
OG0013933	XP_006099594.1	XP_003422332.1
OG0013934	XP_023618962.1	XP_023415155.1
OG0013935	XP_006099582.1	XP_003419327.1
OG0013936	XP_023618957.1	XP_003419333.1
OG0013937	XP_006099619.1	XP_003419345.1
OG0013938	XP_006099569.1	XP_003419352.1
OG0013939	XP_014301429.1, XP_006084102.1	XP_010587437.1
OG0013940	XP_023600759.1	XP_003409072.1
OG0013941	XP_006096693.1	XP_003409297.2
OG0013942	XP_006096689.1	XP_023402712.1
OG0013943	XP_023599216.1	XP_023415098.1
OG0013944	XP_023615722.1	XP_003410677.1
OG0013945	XP_006084394.1	XP_003410729.1
OG0013946	XP_006084355.1	XP_010598516.1
OG0013947	XP_014317253.1	XP_003405095.1
OG0013948	XP_006095842.1	XP_003405107.1
OG0013949	XP_023609303.1, XP_006085592.1	XP_003410656.1
OG0013950	XP_014308415.1	XP_023404514.1
OG0013951	XP_023612472.1	XP_023404750.1
OG0013952	XP_023612451.1	XP_023404751.1
OG0013953	XP_014317538.1	XP_010589103.1
OG0013954	XP_006096160.1	XP_023404480.1
OG0013955	XP_006096151.1	XP_023404481.1
OG0013956	XP_006096129.1	XP_003410674.2
OG0013957	XP_006096127.1	XP_003410676.1
OG0013958	XP_006096125.1	XP_003410678.1
OG0013959	XP_006096122.1	XP_003410681.1
OG0013960	XP_023605591.1	XP_023404484.1, XP_023404485.1
OG0013961	XP_006084205.1	XP_003410835.1
OG0013963	XP_006084216.1	XP_003410690.1
OG0013964	XP_014307106.1	XP_003410840.1
