Orthogroup	Myotis_lucifugus	Sarcophilus_harrisii
OG0012032	XP_023605697.1	XP_031805131.1
OG0012033	XP_023605729.1	XP_023351833.2
OG0012034	XP_006081277.1	XP_031823452.1
OG0012035	XP_023605847.1	XP_023351852.1
OG0012036	XP_023606940.1	XP_003759920.3
OG0012037	XP_014306524.1	XP_031822846.1
OG0012038	XP_006081333.1	XP_003759938.1
OG0012039	XP_023606151.1	XP_031821823.1
OG0012040	XP_006081337.1	XP_003759464.2
OG0012041	XP_014306834.1	XP_031821909.1
OG0012042	XP_014306870.1	XP_023351564.2, XP_031821963.1
OG0012043	XP_014306900.2	XP_003759469.1
OG0012044	XP_006081367.1	XP_003759487.1
OG0012045	XP_023608132.1	XP_012396544.1
OG0012046	XP_006081370.1	XP_012399469.1
OG0012047	XP_014309275.2	XP_031822257.1
OG0012048	XP_023604617.1	XP_003765673.1
OG0012049	XP_006107140.1	XP_031814962.1
OG0012050	XP_023604001.1	XP_031811320.1
OG0012051	XP_006108820.1, XP_023602632.1	XP_012398285.2
OG0012052	XP_023600992.1	XP_003755635.1
OG0012053	XP_006104037.2	XP_031811354.1
OG0012054	XP_006104040.2	XP_003755622.1
OG0012055	XP_006102882.1	XP_031811393.1
OG0012056	XP_006106780.1	XP_031811424.1
OG0012057	XP_023603234.1, XP_006108679.1	XP_003755567.1
OG0012058	XP_006108501.1	XP_031811463.1
OG0012060	XP_023602698.1	XP_031812164.1
OG0012061	XP_023603624.1	XP_003755503.2
OG0012064	XP_014307188.1	XP_031812626.1
OG0012065	XP_006108667.1	XP_031812631.1
OG0012067	XP_023601163.1	XP_031799616.1
OG0012069	XP_023614861.1	XP_031798819.1
OG0012070	XP_014322396.1	XP_031797245.1
OG0012071	XP_014317996.1	XP_031798691.1
OG0012072	XP_006107887.2	XP_012407792.2
OG0012073	XP_006088556.1	XP_031797752.1
OG0012074	XP_006088565.1	XP_003773364.4
OG0012075	XP_006088568.2	XP_031800123.1
OG0012076	XP_023609436.1	XP_023361818.1
OG0012077	XP_023609425.1	XP_031797128.1
OG0012078	XP_006088584.1	XP_003773372.1
OG0012079	XP_023613489.1	XP_031797805.1
OG0012080	XP_006093331.2	XP_031798914.1
OG0012081	XP_006093332.1	XP_031797213.1
OG0012082	XP_023613498.1	XP_031799008.1
OG0012083	XP_023613509.1	XP_031798928.1
OG0012084	XP_006108541.2	XP_031797491.1
OG0012086	XP_006081369.1	XP_003759489.1
OG0012088	XP_006093322.1	XP_031799792.1
OG0012089	XP_006107357.1	XP_031812714.1
OG0012090	XP_006100025.1	XP_003754915.1
OG0012091	XP_023619496.1	XP_003755194.1
OG0012092	XP_023617222.1	XP_031809538.1
OG0012094	XP_006101023.3	XP_031809514.1
OG0012095	XP_023600319.1	XP_031824372.1
OG0012096	XP_006107957.1	XP_003767853.3
OG0012097	XP_014302321.1	XP_003767863.3
OG0012098	XP_006108565.3, XP_023601522.1	XP_023357831.1
OG0012099	XP_006106294.1	XP_031822774.1
OG0012100	XP_006106293.1	XP_031822769.1
OG0012101	XP_023602485.1	XP_031822745.1
OG0012102	XP_023604772.1	XP_003767877.1
OG0012103	XP_006104802.1	XP_031822756.1
OG0012104	XP_014319938.1	XP_031812823.1
OG0012105	XP_006103095.1	XP_031812809.1
OG0012106	XP_006103091.1	XP_031812813.1
OG0012107	XP_014312198.2	XP_031805244.1
OG0012108	XP_006089775.1	XP_031812760.1
OG0012109	XP_023610380.1	XP_031812758.1
OG0012110	XP_006109802.1	XP_003755072.1
OG0012111	XP_014303001.1	XP_031812728.1
OG0012112	XP_006105392.1	XP_031812726.1
OG0012113	XP_006100026.1	XP_031812707.1
OG0012114	XP_023619355.1	XP_031812695.1
OG0012115	XP_023619354.1	XP_031812684.1
OG0012116	XP_006100009.3	XP_031812420.1
OG0012117	XP_006090357.1	XP_031812394.1
OG0012118	XP_023610897.1	XP_031812393.1
OG0012119	XP_006090336.1	XP_023363101.1
OG0012120	XP_006090330.1	XP_031812384.1
OG0012121	XP_023610876.1	XP_031812373.1
OG0012122	XP_006090317.1	XP_031812371.1
OG0012123	XP_014312607.1	XP_003755143.2
OG0012124	XP_014312601.1	XP_003755146.2
OG0012125	XP_023610844.1	XP_031812294.1
OG0012126	XP_014312596.1	XP_012409090.3
OG0012127	XP_006090309.1	XP_031812351.1
OG0012128	XP_006090308.1	XP_031812353.1
OG0012129	XP_023610911.1	XP_031805327.1
OG0012130	XP_006100907.1	XP_023350050.1
OG0012131	XP_023620295.1	XP_003759193.4
OG0012132	XP_023620293.1	XP_031805229.1
OG0012133	XP_006100161.1	XP_031812594.1
OG0012134	XP_023619484.1	XP_012396446.1
OG0012135	XP_014320992.1	XP_031812123.1
OG0012136	XP_023609626.1	XP_031809614.1
OG0012137	XP_014312684.1	XP_031809632.1
OG0012138	XP_006081652.1	XP_031809583.1
OG0012139	XP_006107382.1	XP_003756876.1
OG0012140	XP_014321820.1	XP_031809517.1
OG0012141	XP_006101018.1	XP_031809509.1
OG0012142	XP_006101020.1	XP_012407844.1
OG0012143	XP_023599253.1	XP_012407876.1
OG0012144	XP_023615838.1	XP_003756854.1
OG0012145	XP_014319695.1	XP_031809486.1
OG0012146	XP_006089133.1	XP_003756814.1
OG0012147	XP_014311693.1	XP_012407493.3
OG0012148	XP_006089137.3	XP_003756813.2
OG0012149	XP_023609867.1	XP_031809433.1
OG0012150	XP_006089172.1	XP_031809423.1
OG0012151	XP_006089186.1	XP_003759232.1
OG0012152	XP_023609893.1	XP_031809379.1
OG0012153	XP_006104540.1	XP_003756757.2
OG0012154	XP_006104546.1	XP_031809366.1
OG0012155	XP_023616992.1	XP_031809544.1
OG0012156	XP_006097493.1	XP_012408089.1
OG0012157	XP_006097495.1	XP_023362178.1
OG0012159	XP_023603195.1	XP_003759405.1
OG0012160	XP_006108774.3	XP_031820756.1
OG0012161	XP_006103102.1	XP_023351509.1
OG0012162	XP_023599943.1	XP_003759399.1
OG0012163	XP_023599944.1, XP_023604999.1	XP_031820736.1
OG0012164	XP_006095449.1	XP_012396859.1
OG0012165	XP_006095448.1	XP_003759949.2
OG0012166	XP_006095446.1	XP_031820664.1, XP_031820670.1
OG0012167	XP_023602918.1	XP_003759955.1
OG0012168	XP_006090219.1	XP_031820411.1
OG0012169	XP_006090216.1	XP_012396873.1
OG0012170	XP_014312537.1	XP_031820184.1
OG0012171	XP_023610772.1	XP_023351902.1
OG0012172	XP_006090224.1	XP_003759998.1
OG0012173	XP_006109851.1	XP_031819757.1
OG0012174	XP_023599946.1	XP_031801741.1
OG0012175	XP_023599945.1	XP_031801742.1
OG0012176	XP_023599248.1	XP_031805280.1
OG0012177	XP_023608755.1	XP_023351689.2
OG0012178	XP_023617842.1	XP_012400373.1
OG0012179	XP_023618750.1	XP_012400491.3
OG0012180	XP_006102679.2	XP_031821347.1
OG0012181	XP_023602913.1	XP_031821361.1
OG0012183	XP_014319426.1	XP_031816721.1
OG0012184	XP_023617795.1	XP_031816725.1
OG0012185	XP_006098936.1	XP_031816754.1
OG0012186	XP_014319923.1	XP_031816752.1
OG0012187	XP_006098932.1	XP_003764454.1
OG0012188	XP_006098931.1	XP_031816770.1
OG0012189	XP_023599018.1	XP_031816793.1
OG0012190	XP_014322638.1	XP_031816710.1, XP_031816709.1
OG0012191	XP_023599027.1	XP_023355304.1
OG0012192	XP_014304289.1	XP_031816815.1
OG0012193	XP_023604499.1	XP_031816046.1
OG0012194	XP_023602083.1	XP_031816016.1
OG0012195	XP_023603509.1	XP_031815984.1
OG0012196	XP_023602949.1	XP_031815976.1
OG0012197	XP_023602955.1	XP_031815980.1
OG0012198	XP_006106425.1	XP_012400423.1
OG0012199	XP_006106411.1	XP_031813080.1
OG0012200	XP_006108731.1	XP_031815923.1
OG0012202	XP_006103009.1	XP_012400440.1
OG0012203	XP_006103008.1	XP_031817163.1
OG0012204	XP_023613685.1	XP_003764250.1
OG0012205	XP_006093584.1	XP_031813099.1
OG0012206	XP_023613697.1	XP_003764266.1
OG0012208	XP_006099377.1	XP_031816998.1
OG0012209	XP_014322282.1	XP_031816962.1
OG0012211	XP_006103618.1	XP_003764307.1
OG0012212	XP_006103616.2	XP_003764303.2
OG0012213	XP_006098899.1	XP_031816952.1
OG0012214	XP_006093578.1	XP_003764340.1
OG0012215	XP_023613695.1	XP_031816938.1
OG0012216	XP_006094736.1	XP_003764329.1
OG0012217	XP_006094731.1	XP_003764336.3
OG0012218	XP_006094730.1	XP_003764335.1
OG0012219	XP_006094741.1	XP_003764323.1
OG0012220	XP_023614612.1	XP_003764331.1
OG0012221	XP_023614611.1	XP_031816910.1
OG0012223	XP_023619994.1	XP_031813175.1
OG0012224	XP_014321586.1	XP_031813157.1
OG0012225	XP_006100721.2	XP_031813211.1
OG0012226	XP_014321591.1	XP_003766710.2
OG0012227	XP_023599826.1	XP_031813190.1
OG0012228	XP_006102801.1	XP_031813191.1
OG0012229	XP_006102807.1	XP_031821231.1
OG0012230	XP_006102821.1	XP_023358550.2
OG0012231	XP_006105539.2	XP_012406124.1
OG0012232	XP_023602294.1	XP_023358525.2
OG0012233	XP_006105538.1	XP_012404210.1
OG0012234	XP_023602301.1	XP_012404203.3
OG0012235	XP_006105552.1	XP_031821281.1
OG0012237	XP_023602297.1	XP_003768838.1
OG0012238	XP_006105570.1	XP_003768813.1
OG0012239	XP_006105574.1	XP_003775357.4
OG0012240	XP_023599718.1	XP_031824494.1
OG0012241	XP_006102675.1	XP_003768807.1
OG0012242	XP_006102642.3	XP_003768808.1
OG0012243	XP_006102677.1	XP_003768780.1
OG0012244	XP_006102650.1	XP_003768779.2
OG0012245	XP_006102654.1	XP_003768775.1
OG0012246	XP_014323449.1	XP_003768771.1
OG0012247	XP_014301907.1	XP_031821368.1
OG0012248	XP_006099784.1	XP_031821407.1, XP_003770542.2
OG0012249	XP_006099802.1	XP_031821394.1
OG0012250	XP_014303269.1, XP_014305998.2	XP_031823735.1
OG0012252	XP_023620629.1	XP_031823705.1
OG0012253	XP_014322218.1	XP_031823727.1
OG0012254	XP_023620626.1	XP_003770186.2
OG0012255	XP_014303330.1	XP_012398118.1
OG0012257	XP_023600836.1	XP_031794412.1
OG0012258	XP_023600841.1	XP_003761330.1
OG0012259	XP_006104931.1	XP_003761568.1
OG0012261	XP_006107278.3	XP_031796296.1
OG0012262	XP_014312257.2	XP_031824779.1
OG0012263	XP_006089852.1	XP_031824812.1
OG0012264	XP_006089840.1	XP_031824831.1
OG0012265	XP_023610467.1	XP_031824840.1
OG0012266	XP_006089824.1	XP_003767322.1
OG0012267	XP_023610425.1	XP_031824861.1
OG0012268	XP_023610416.1	XP_031824867.1
OG0012269	XP_006100090.1	XP_031824918.1
OG0012270	XP_023619414.1	XP_031824924.1
OG0012271	XP_006087415.1	XP_031824928.1
OG0012272	XP_006087412.1	XP_031824931.1
OG0012273	XP_006087398.1	XP_031824941.1
OG0012274	XP_006087392.1	XP_031824947.1
OG0012275	XP_006087393.1	XP_031824951.1
OG0012276	XP_023608444.1	XP_031824962.1
OG0012278	XP_023604152.1	XP_031818947.1
OG0012279	XP_006107719.1	XP_031818897.1
OG0012280	XP_006109172.3	XP_031818872.1
OG0012282	XP_023604625.1	XP_031818859.1
OG0012285	XP_023604629.1	XP_031818818.1
OG0012286	XP_006107270.1	XP_031819591.1
OG0012288	XP_006106522.1	XP_031818802.1
OG0012289	XP_023603052.1	XP_031817421.1
OG0012291	XP_006105348.1	XP_003765089.1
OG0012292	XP_023602770.1	XP_031805963.1
OG0012293	XP_023602744.1	XP_031805967.1
OG0012294	XP_006097428.1	XP_031805985.1
OG0012295	XP_006097409.1	XP_031806002.1
OG0012296	XP_023616826.1	XP_031806005.1
OG0012297	XP_023616845.1	XP_003758532.2
OG0012298	XP_006097395.1	XP_031806022.1
OG0012299	XP_023616871.1	XP_003758516.1
OG0012300	XP_023616863.1	XP_031806031.1
OG0012301	XP_006087063.1	XP_012395812.1
OG0012302	XP_023608326.1	XP_012395805.3
OG0012303	XP_006087143.1	XP_012395795.1
OG0012304	XP_023608315.1	XP_031806046.1
OG0012305	XP_006087084.1	XP_031806059.1
OG0012306	XP_006087146.1	XP_031806062.1
OG0012307	XP_014309791.1	XP_031806068.1
OG0012308	XP_006087087.1	XP_031806071.1
OG0012309	XP_006087101.1	XP_003757906.1
OG0012310	XP_006087125.1	XP_031805871.1, XP_031805863.1
OG0012311	XP_006087127.1	XP_012396342.1
OG0012312	XP_006091288.1	XP_031805855.1
OG0012313	XP_023611867.1	XP_031805851.1
OG0012314	XP_006091273.1	XP_003759124.2
OG0012315	XP_006091269.1	XP_031805820.1
OG0012316	XP_006091253.1	XP_031805878.1
OG0012317	XP_023611794.1	XP_031805888.1
OG0012318	XP_006091228.1	XP_003758562.1
OG0012319	XP_006091218.1	XP_031805941.1
OG0012320	XP_006099521.1	XP_031806080.1
OG0012321	XP_023618884.1	XP_031806101.1
OG0012322	XP_014320450.1	XP_003758483.1
OG0012323	XP_023618823.1	XP_031806133.1
OG0012324	XP_006099470.1	XP_031806143.1
OG0012325	XP_023618868.1	XP_031806144.1
OG0012326	XP_023618881.1	XP_031806148.1
OG0012327	XP_006099467.1	XP_003758445.2
OG0012328	XP_006099471.1	XP_031805095.1
OG0012329	XP_023618865.1	XP_023350807.1
OG0012330	XP_014320465.1	XP_031806172.1
OG0012331	XP_006103903.1	XP_031794383.1
OG0012332	XP_014312229.1	XP_031824837.1
OG0012333	XP_006097403.1	XP_012395822.1
OG0012334	XP_023620226.1	XP_012398647.2
OG0012335	XP_006101003.1	XP_012398699.2
OG0012336	XP_006104989.1	XP_003762017.1
OG0012337	XP_006093231.1	XP_031825202.1
OG0012338	XP_006086155.1	XP_031824723.1
OG0012339	XP_006100978.1	XP_031801727.1
OG0012340	XP_014321766.2	XP_031801687.1
OG0012341	XP_023620241.1	XP_031801635.1
OG0012342	XP_023601814.1	XP_023353551.2
OG0012343	XP_023607576.1	XP_031824725.1
OG0012344	XP_023609176.1	XP_031823755.1
OG0012345	XP_023609214.1	XP_031823741.1
OG0012346	XP_006088291.1	XP_031823770.1
OG0012347	XP_014310865.1	XP_031823797.1
OG0012348	XP_014310867.1	XP_031823798.1
OG0012349	XP_023609184.1	XP_031824607.1
OG0012350	XP_006088301.1	XP_031823803.1
OG0012351	XP_023609234.1	XP_031823807.1
OG0012352	XP_006088313.2	XP_031823825.1
OG0012353	XP_006088352.1, XP_023604741.1	XP_031823828.1
OG0012354	XP_023609190.1	XP_031823843.1
OG0012355	XP_006088323.1	XP_031823845.1
OG0012356	XP_006088325.1	XP_031823854.1
OG0012357	XP_006088322.1	XP_031823863.1
OG0012358	XP_014310887.1	XP_031823846.1
OG0012360	XP_006081078.1	XP_003768868.1
OG0012361	XP_023614015.1	XP_031821172.1
OG0012362	XP_023609825.1	XP_003768894.1
OG0012363	XP_006081086.1	XP_031821165.1
OG0012364	XP_006081090.1	XP_023358590.1
OG0012365	XP_014303147.1	XP_012404249.1
OG0012366	XP_023615519.1	XP_003768877.1
OG0012367	XP_014309825.1	XP_031796489.1
OG0012368	XP_023604752.1	XP_003759883.2, XP_031796983.1
OG0012369	XP_014306029.1	XP_031797028.1
OG0012372	XP_023605081.1	XP_003761547.1
OG0012374	XP_023602654.1	XP_031795618.1
OG0012375	XP_014303552.1	XP_031795732.1
OG0012376	XP_023600552.1	XP_023353302.1
OG0012377	XP_014301407.2	XP_012398329.1
OG0012378	XP_006103534.1	XP_031795884.1
OG0012379	XP_006103527.1	XP_012398326.1
OG0012380	XP_014301371.2	XP_003761649.3
OG0012382	XP_014301188.1	XP_031819553.1
OG0012383	XP_014301198.1	XP_031819336.1
OG0012384	XP_006103395.1	XP_031819387.1
OG0012385	XP_023600414.1	XP_031819238.1
OG0012387	XP_006103372.2	XP_003762141.2
OG0012388	XP_006103371.1	XP_031819163.1
OG0012390	XP_023602204.1	XP_012398753.1
OG0012391	XP_023602998.1	XP_031818689.1
OG0012392	XP_006109423.3, XP_023602347.1	XP_031818578.1
OG0012393	XP_006085935.1	XP_031801448.1
OG0012394	XP_006085934.1	XP_003761926.1, XP_031801447.1
OG0012395	XP_023607333.1	XP_023353382.2
OG0012396	XP_023607327.1	XP_012398464.2
OG0012397	XP_014302994.1	XP_031797882.1
OG0012398	XP_023620602.1	XP_003761519.2
OG0012399	XP_023620600.1	XP_031797935.1
OG0012400	XP_006101419.1	XP_031798097.1
OG0012401	XP_023620604.1	XP_031798088.1
OG0012402	XP_023600151.1	XP_003761499.1
OG0012404	XP_014302479.1	XP_031798467.1
OG0012405	XP_006104781.1	XP_031798473.1
OG0012406	XP_023609174.1	XP_023353171.1
OG0012407	XP_023609173.1	XP_031798597.1
OG0012408	XP_014322535.1	XP_031800070.1
OG0012409	XP_014322537.1, XP_006105271.1	XP_031800142.1
OG0012410	XP_006105273.2	XP_003761729.3
OG0012411	XP_006105277.1	XP_031800143.1
OG0012412	XP_023602053.1	XP_031800354.1
OG0012413	XP_014301609.1	XP_031800299.1
OG0012414	XP_006096413.2	XP_031800401.1
OG0012415	XP_023615994.1	XP_031800453.1
OG0012416	XP_014317761.1	XP_023353351.2
OG0012417	XP_006096398.1	XP_003761753.1
OG0012418	XP_006109991.2	XP_012398440.1
OG0012419	XP_023610999.1	XP_003761786.1
OG0012420	XP_014312757.1	XP_012398449.1
OG0012421	XP_006090467.2	XP_031801110.1
OG0012422	XP_023611082.1	XP_003761931.1
OG0012423	XP_014312776.1	XP_031801466.1
OG0012424	XP_006090494.2	XP_031801475.1
OG0012425	XP_023603366.1	XP_031801523.1
OG0012426	XP_006100994.2	XP_031801524.1
OG0012427	XP_014321814.1	XP_031818310.1
OG0012428	XP_006101009.1	XP_031819641.1
OG0012429	XP_006100975.1	XP_012399637.1
OG0012430	XP_014321803.1	XP_012398704.1
OG0012431	XP_006100966.1	XP_031801697.1
OG0012432	XP_006100957.1	XP_003762060.1
OG0012433	XP_006100945.1	XP_003762053.1
OG0012434	XP_006100930.1	XP_012398706.1
OG0012435	XP_006103704.1	XP_031801585.1
OG0012436	XP_014301543.1	XP_012398681.1
OG0012437	XP_023600692.1	XP_012398689.1
OG0012438	XP_014301558.1	XP_031801580.1
OG0012439	XP_023600705.1	XP_031801579.1
OG0012440	XP_006107269.3	XP_031801533.1
OG0012441	XP_014304680.1	XP_031801532.1, XP_031801531.1
OG0012442	XP_006092617.1	XP_031823120.1
OG0012443	XP_006083644.1	XP_003764630.1
OG0012444	XP_023612846.1	XP_031823109.1
OG0012445	XP_006092637.1	XP_023359207.1
OG0012446	XP_006092649.1	XP_023359199.1
OG0012447	XP_023612864.1	XP_031823066.1
OG0012448	XP_006092675.1	XP_003769774.1
OG0012449	XP_014314536.1	XP_031823048.1
OG0012450	XP_006092697.1	XP_023359200.1
OG0012451	XP_006092680.1	XP_003769758.1
OG0012452	XP_006105132.1	XP_031823009.1
OG0012453	XP_006105135.1	XP_031823002.1
OG0012454	XP_006105138.1	XP_031822992.1
OG0012455	XP_023604916.1, XP_014304695.2	XP_003769727.1
OG0012456	XP_006106018.3	XP_031822979.1
OG0012457	XP_014303931.1	XP_031822972.1
OG0012458	XP_023617614.1	XP_031822964.1
OG0012459	XP_006093264.1	XP_031822957.1
OG0012460	XP_014315042.1	XP_031822963.1
OG0012461	XP_006093263.1	XP_003769706.1
OG0012462	XP_006093262.1	XP_031822956.1
OG0012463	XP_023613434.1	XP_031825162.1
OG0012464	XP_023613422.1	XP_031825166.1
OG0012465	XP_006093239.1	XP_023357389.2
OG0012466	XP_006093238.2	XP_003767278.3
OG0012467	XP_014315634.1	XP_012403042.1
OG0012468	XP_006093978.1	XP_003767373.1
OG0012469	XP_023607506.1	XP_031825258.1
OG0012470	XP_023607567.1	XP_012403057.2
OG0012471	XP_006086206.1	XP_031792606.1
OG0012472	XP_014309048.1	XP_023357504.1
OG0012473	XP_014309040.2	XP_031824689.1
OG0012474	XP_006086165.1	XP_031824710.1
OG0012475	XP_023607579.1	XP_031824716.1
OG0012476	XP_006086160.1	XP_031824719.1
OG0012477	XP_006086159.1	XP_031823257.1
OG0012478	XP_023607578.1	XP_031824721.1
OG0012479	XP_006099300.1	XP_003767302.1
OG0012480	XP_023618650.1	XP_031824739.1
OG0012481	XP_023614789.1	XP_003767697.1
OG0012482	XP_006089056.1	XP_031792870.1
OG0012483	XP_006106401.1	XP_003767647.2
OG0012485	XP_023615075.1	XP_031822464.1
OG0012486	XP_006089069.1	XP_031824431.1
OG0012487	XP_006091735.2	XP_003759868.1
OG0012488	XP_023602935.1	XP_031793019.1
OG0012489	XP_006106390.1	XP_031793015.1
OG0012490	XP_014306156.2	XP_031792990.1
OG0012491	XP_014306770.1	XP_023357628.1
OG0012492	XP_014306559.2	XP_012403254.1
OG0012494	XP_023604439.1, XP_006109374.2	XP_031792961.1
OG0012495	XP_023601840.1	XP_003767600.1
OG0012497	XP_023614755.1	XP_031793120.1
OG0012498	XP_006094937.1	XP_031793130.1
OG0012499	XP_006089987.1	XP_012403312.1
OG0012500	XP_006089953.1	XP_003767745.3
OG0012501	XP_023610533.1	XP_012403327.1
OG0012502	XP_014321634.1, XP_006098311.1	XP_031804522.1
OG0012503	XP_023609783.1	XP_012403176.1
OG0012504	XP_006089055.1	XP_003767541.1
OG0012505	XP_014311577.1	XP_003767542.1
OG0012506	XP_023610495.1	XP_023357591.1
OG0012507	XP_006089921.1	XP_023357596.2
OG0012508	XP_023609797.1	XP_031792824.1
OG0012509	XP_006088999.2	XP_031792789.1
OG0012510	XP_006088996.1	XP_003767493.1
OG0012511	XP_006088989.1	XP_031824226.1
OG0012512	XP_006089064.1	XP_031792768.1
OG0012513	XP_014311506.1	XP_031792772.1
OG0012514	XP_014311508.1	XP_031792777.1
OG0012515	XP_006097817.1	XP_003767479.1
OG0012516	XP_023617416.1	XP_023357544.1
OG0012517	XP_006099674.1	XP_031792712.1
OG0012518	XP_006099654.1	XP_031792692.1
OG0012519	XP_023601662.1	XP_031822810.1
OG0012520	XP_014302499.1	XP_031822814.1
OG0012521	XP_023599920.1	XP_012403379.2
OG0012523	XP_006104729.1	XP_031822848.1
OG0012524	XP_023600792.1	XP_003767812.1
OG0012525	XP_023600796.1	XP_031822864.1
OG0012526	XP_006109158.3, XP_023603838.1	XP_031822880.1
OG0012527	XP_006103298.1, XP_023604006.1	XP_031822885.1
OG0012528	XP_006107634.1	XP_023357790.1
OG0012529	XP_014302783.2	XP_031824558.1
OG0012530	XP_006105167.1	XP_031822913.1
OG0012531	XP_006107404.1	XP_031822921.1
OG0012532	XP_023601974.1	XP_031822924.1
OG0012533	XP_006109623.1	XP_031822646.1
OG0012534	XP_023617297.1	XP_031822639.1
OG0012535	XP_006097856.1	XP_003768139.2
OG0012536	XP_006097858.1	XP_031822625.1
OG0012537	XP_014319031.1	XP_031824539.1
OG0012538	XP_014319057.1	XP_031822568.1
OG0012539	XP_023617330.1	XP_031824536.1
OG0012540	XP_006097910.2	XP_031822564.1
OG0012541	XP_014316627.1	XP_031822532.1
OG0012542	XP_006095372.1	XP_003768096.1
OG0012543	XP_023615074.1	XP_031822469.1
OG0012544	XP_006095207.1	XP_003768063.1
OG0012545	XP_023606566.1	XP_031801861.1
OG0012546	XP_014308053.1	XP_031801901.1
OG0012547	XP_023606640.1	XP_031801892.1
OG0012548	XP_023606568.1, XP_006108439.1	XP_031801908.1
OG0012549	XP_006085216.1	XP_031801917.1
OG0012550	XP_023620279.1	XP_003759844.1
OG0012551	XP_006091739.2	XP_031802332.1
OG0012552	XP_023612188.1	XP_031802338.1
OG0012553	XP_023612185.1	XP_003759856.1
OG0012554	XP_023612171.1	XP_031802343.1
OG0012555	XP_006108388.1	XP_031802598.1
OG0012556	XP_006104516.1	XP_031802368.1
OG0012557	XP_023604690.1	XP_031802379.1
OG0012558	XP_023601494.1	XP_012396961.1
OG0012559	XP_023601488.1	XP_023351963.1
OG0012560	XP_023601483.1	XP_023351973.1
OG0012561	XP_023601489.1, XP_023604620.1	XP_023351974.2
OG0012562	XP_006097452.1	XP_031802404.1
OG0012563	XP_006107723.3	XP_023351977.1
OG0012564	XP_006102208.1	XP_023362752.1, XP_003761925.1
OG0012565	XP_006089317.1	XP_031802439.1
OG0012566	XP_023610009.1	XP_031802485.1
OG0012567	XP_006089342.1	XP_003760103.2
OG0012568	XP_006089352.1	XP_003760108.1
OG0012569	XP_006089354.1	XP_031802504.1
OG0012570	XP_006089355.1	XP_003760110.1
OG0012571	XP_006089359.1	XP_023352016.1
OG0012572	XP_006096084.1	XP_012404090.2
OG0012573	XP_006098508.1	XP_031808391.1
OG0012574	XP_006100598.1	XP_031808159.1, XP_031808160.1
OG0012575	XP_014320977.1	XP_003755912.1
OG0012576	XP_006100142.1	XP_031810888.1
OG0012577	XP_006100120.1	XP_031810894.1
OG0012579	XP_023619447.1	XP_031810926.1
OG0012580	XP_006102319.1	XP_003755899.1
OG0012581	XP_006102305.1	XP_023355330.2
OG0012582	XP_006102289.1	XP_012400656.1
OG0012583	XP_006102281.1	XP_031810964.1
OG0012584	XP_023607304.1	XP_031808121.1
OG0012585	XP_023607315.1	XP_031808127.1
OG0012586	XP_023607241.1	XP_031805132.1
OG0012587	XP_006085903.1	XP_012396105.1
OG0012588	XP_006085941.2	XP_003756483.2
OG0012589	XP_006085883.1	XP_003756481.1
OG0012590	XP_014308730.2	XP_031808803.1
OG0012591	XP_023618675.1	XP_031808824.1
OG0012592	XP_023611359.1	XP_031808477.1
OG0012593	XP_014313088.1	XP_031808472.1
OG0012594	XP_006090813.1	XP_031808774.1
OG0012595	XP_006087870.1	XP_031808675.1
OG0012596	XP_023608932.1	XP_031808683.1
OG0012597	XP_014310465.1	XP_031808676.1
OG0012598	XP_023619632.1	XP_031808829.1
OG0012600	XP_014321115.1	XP_031808784.1
OG0012601	XP_006100289.1	XP_031808851.1
OG0012602	XP_006100288.1	XP_031808786.1
OG0012603	XP_014318302.1	XP_003758860.1
OG0012605	XP_023616499.1	XP_031808700.1
OG0012606	XP_006097021.1	XP_003756434.3
OG0012607	XP_023616535.1	XP_031808841.1
OG0012608	XP_006097012.1	XP_031808836.1
OG0012609	XP_014320562.1	XP_031808507.1
OG0012610	XP_006099637.1	XP_031808517.1
OG0012611	XP_014320555.2	XP_031808520.1
OG0012612	XP_006096105.1	XP_003759367.1
OG0012613	XP_006096102.1	XP_003759378.2
OG0012614	XP_006096095.1	XP_012404012.1
OG0012615	XP_006096090.1	XP_003756378.1
OG0012616	XP_006096087.1	XP_031808550.1
OG0012617	XP_023611582.1	XP_003756395.1
OG0012618	XP_006091054.1	XP_031808626.1
OG0012619	XP_014313255.1	XP_031808622.1
OG0012620	XP_006091053.1	XP_031808633.1
OG0012621	XP_006091061.1	XP_031808645.1
OG0012622	XP_023611619.1	XP_003756419.2
OG0012623	XP_023611625.1	XP_031808647.1
OG0012624	XP_014313310.1	XP_031808656.1
OG0012625	XP_006091078.1	XP_012404487.1
OG0012626	XP_006091092.2, XP_023611648.1	XP_003756441.2
OG0012627	XP_023611655.1	XP_003756322.1
OG0012628	XP_023617127.1	XP_031808445.1
OG0012629	XP_006097650.1	XP_031808444.1
OG0012630	XP_023617128.1	XP_031808438.1
OG0012631	XP_006097667.1	XP_031808422.1
OG0012632	XP_006097686.1	XP_031808414.1, XP_031808415.1
OG0012633	XP_006097712.1	XP_023357905.1
OG0012634	XP_006097710.1	XP_031808393.1
OG0012635	XP_006098496.1, XP_006108714.1	XP_003756270.1
OG0012636	XP_023617946.1	XP_031808340.1
OG0012637	XP_006098481.1	XP_003756288.1
OG0012638	XP_023617945.1	XP_012403313.1
OG0012639	XP_006087059.1	XP_003756256.1
OG0012640	XP_006087034.1	XP_031808284.1
OG0012641	XP_006101735.1	XP_031808225.1
