Orthogroup	Myotis_lucifugus	Canis_lupus_familiaris
OG0013534	XP_023617919.1, XP_006083862.1	XP_038421505.1
OG0013535	XP_006083996.1	XP_038421519.1
OG0013536	XP_014306787.1	XP_038421524.1
OG0013537	XP_023605194.1	XP_038421581.1
OG0013538	XP_006083906.1	XP_038421582.1
OG0013539	XP_006083925.1	XP_038421635.1
OG0013540	XP_006083943.1	XP_038421665.1
OG0013541	XP_023605463.1	XP_038421680.1
OG0013542	XP_006108312.2	XP_038421714.1
OG0013543	XP_014301681.1	XP_038421778.1
OG0013544	XP_006104344.1	XP_038421780.1
OG0013545	XP_006093824.1	XP_038421809.1
OG0013546	XP_023609824.1	XP_038421870.1
OG0013547	XP_006089110.3	XP_038421872.1
OG0013548	XP_023611519.1	XP_038422031.1
OG0013549	XP_014313191.2	XP_038422044.1
OG0013550	XP_014313174.1	XP_038422065.1
OG0013551	XP_023611420.1	XP_038422129.1
OG0013552	XP_023611515.1	XP_038422162.1
OG0013553	XP_006090877.1	XP_038422170.1
OG0013554	XP_006104908.2	XP_038422262.1
OG0013555	XP_014305734.1	XP_038422300.1
OG0013556	XP_006108255.3	XP_038422308.1
OG0013557	XP_023604597.1	XP_038422314.1
OG0013558	XP_014303891.1	XP_038422338.1
OG0013559	XP_006106173.1	XP_038422420.1, XP_038422421.1
OG0013560	XP_006106169.1	XP_038422428.1
OG0013562	XP_006108664.2	XP_038422471.1
OG0013563	XP_023616329.1	XP_038422526.1
OG0013564	XP_006104202.1	XP_038422540.1
OG0013565	XP_023601239.1	XP_038422544.1
OG0013566	XP_014302005.1	XP_038422553.1
OG0013567	XP_023603302.1	XP_038422561.1
OG0013568	XP_014305175.2	XP_038422576.1
OG0013569	XP_006097182.1	XP_038422603.1
OG0013570	XP_006097188.1	XP_038422619.1
OG0013571	XP_006100683.3	XP_038422630.1
OG0013572	XP_023619923.1	XP_038422633.1, XP_038422631.1, XP_038422632.1
OG0013573	XP_006100480.1	XP_038422639.1
OG0013575	XP_006100493.2	XP_038422654.1
OG0013576	XP_006100473.1	XP_038422656.1
OG0013577	XP_006100468.1	XP_038422669.1
OG0013578	XP_006100440.1	XP_038422727.1
OG0013579	XP_006100439.1	XP_038422728.1
OG0013580	XP_014321272.1	XP_038422770.1
OG0013581	XP_023604098.1	XP_038422827.1
OG0013582	XP_014320656.2	XP_038422839.1
OG0013583	XP_006099728.1	XP_038422866.1
OG0013584	XP_023619053.1	XP_038422876.1
OG0013585	XP_023619077.1	XP_038422888.1
OG0013586	XP_023619083.1	XP_038422937.1
OG0013587	XP_006099691.1	XP_038422950.1
OG0013588	XP_014320605.1	XP_038422955.1
OG0013589	XP_006100399.1	XP_038422965.1
OG0013590	XP_006100400.1	XP_038422968.1
OG0013591	XP_006100395.1	XP_038422969.1
OG0013592	XP_006100376.2	XP_038423007.1
OG0013593	XP_014302721.2	XP_038423029.1
OG0013594	XP_006105087.2	XP_038423060.1
OG0013595	XP_006105092.1	XP_038423063.1
OG0013596	XP_023601907.1	XP_038423076.1
OG0013597	XP_006105076.1	XP_038423079.1
OG0013598	XP_014302357.2	XP_038423135.1
OG0013599	XP_023601560.1	XP_038423139.1
OG0013600	XP_023601578.1	XP_038423140.1
OG0013601	XP_006106014.1	XP_038423181.1
OG0013602	XP_006105787.1	XP_038423205.1
OG0013603	XP_014303317.1	XP_038423230.1
OG0013604	XP_006105804.1	XP_038423235.1
OG0013605	XP_006104118.1	XP_038423270.1
OG0013606	XP_014323280.1	XP_038423309.1
OG0013607	XP_023601774.1	XP_038423338.1
OG0013608	XP_006104919.1	XP_038423347.1
OG0013609	XP_006104920.1	XP_038423359.1
OG0013610	XP_023604129.1	XP_038423366.1
OG0013612	XP_014302713.1	XP_038423422.1
OG0013613	XP_006105066.1	XP_038423424.1
OG0013614	XP_023609335.1, XP_014311023.1	XP_038423427.1
OG0013615	XP_023601871.1	XP_038423428.1
OG0013616	XP_023601884.1	XP_038423429.1
OG0013617	XP_006105053.1	XP_038423451.1
OG0013618	XP_023620400.1	XP_038423470.1
OG0013619	XP_006101153.1	XP_038423560.1
OG0013620	XP_023620413.1	XP_038423564.1
OG0013621	XP_006104890.1	XP_038423632.1
OG0013622	XP_023601753.1	XP_038423634.1
OG0013623	XP_023601751.1	XP_038423646.1
OG0013624	XP_006106980.2	XP_038423666.1
OG0013625	XP_023603611.1	XP_038423667.1
OG0013626	XP_023603610.1	XP_038423673.1
OG0013627	XP_006105974.1	XP_038423702.1
OG0013628	XP_006105973.1	XP_038423705.1
OG0013629	XP_023620443.1	XP_038423757.1
OG0013630	XP_014321985.1	XP_038423817.1
OG0013631	XP_023620466.1	XP_038423825.1
OG0013632	XP_023620452.1	XP_038423849.1
OG0013633	XP_014309130.1, XP_006109911.2	XP_038423851.1
OG0013634	XP_023599042.1	XP_038423873.1
OG0013635	XP_023599056.1	XP_038423899.1
OG0013636	XP_023599032.1	XP_038423903.1
OG0013637	XP_006101856.1	XP_038423928.1
OG0013638	XP_023599039.1	XP_038423941.1
OG0013639	XP_023599054.1	XP_038423970.1
OG0013640	XP_023599060.1	XP_038423973.1
OG0013641	XP_023599061.1	XP_038423976.1
OG0013642	XP_023599063.1	XP_038424000.1
OG0013643	XP_006107341.2	XP_038424009.1
OG0013644	XP_006094840.1	XP_038424057.1
OG0013645	XP_006094657.1, XP_006094656.1	XP_038424075.1, XP_038424076.1
OG0013646	XP_006094722.1	XP_038424136.1
OG0013647	XP_014314657.1	XP_038424194.1
OG0013648	XP_014314687.1	XP_038424198.1
OG0013649	XP_023613060.1	XP_038424207.1
OG0013650	XP_014314660.1	XP_038424259.1
OG0013651	XP_014314791.1	XP_038424282.1
OG0013652	XP_023613154.1	XP_038424296.1
OG0013653	XP_023617955.1	XP_038424393.1
OG0013654	XP_014313339.1	XP_038424486.1
OG0013655	XP_006102941.1	XP_038424529.1
OG0013656	XP_014323707.2	XP_038424535.1
OG0013657	XP_023599986.1	XP_038424537.1
OG0013658	XP_006100509.1	XP_038424568.1
OG0013659	XP_006100523.1	XP_038424610.1
OG0013660	XP_006094554.1	XP_038424737.1
OG0013661	XP_006105617.2	XP_038424825.1
OG0013662	XP_006105618.2	XP_038424826.1
OG0013663	XP_006105620.1	XP_038424830.1
OG0013664	XP_023602332.1	XP_038424841.1
OG0013665	XP_023610359.1	XP_038424859.1
OG0013666	XP_014312133.1, XP_006089729.3	XP_038424875.1
OG0013667	XP_023610334.1	XP_038424929.1
OG0013668	XP_006089701.3	XP_038424932.1
OG0013669	XP_023610321.1	XP_038424938.1
OG0013670	XP_006089698.1	XP_038424944.1
OG0013671	XP_006089697.1	XP_038424948.1
OG0013672	XP_006089696.1	XP_038424951.1
OG0013673	XP_023610315.1	XP_038424953.1
OG0013674	XP_006089678.1	XP_038424964.1
OG0013675	XP_014312144.1	XP_038425048.1
OG0013676	XP_006093864.1	XP_038425149.1
OG0013677	XP_023614672.1	XP_038425184.1
OG0013678	XP_023614669.1	XP_038425188.1
OG0013679	XP_006091651.1, XP_006109418.2	XP_038425201.1
OG0013680	XP_023612286.1	XP_038425249.1
OG0013681	XP_006091706.1	XP_038425254.1
OG0013682	XP_006092835.1	XP_038425259.1
OG0013683	XP_006108878.1, XP_006094592.1	XP_038425280.1
OG0013684	XP_014309007.1	XP_038425303.1
OG0013685	XP_023620687.1	XP_038425315.1
OG0013686	XP_023616591.1	XP_038425327.1
OG0013687	XP_006083622.1	XP_038425344.1
OG0013688	XP_006083613.1	XP_038425354.1
OG0013689	XP_023604249.1	XP_038425444.1
OG0013690	XP_023619899.1, XP_023604649.1	XP_038425452.1
OG0013691	XP_023604866.1	XP_038425486.1
OG0013692	XP_006083592.2	XP_038425497.1
OG0013693	XP_006083587.1	XP_038425512.1, XP_038440774.1
OG0013694	XP_006083581.1	XP_038425513.1
OG0013695	XP_006083573.1	XP_038425555.1
OG0013696	XP_023604011.1	XP_038425569.1
OG0013697	XP_006083567.1	XP_038425576.1
OG0013698	XP_023603929.1	XP_038425578.1
OG0013699	XP_014304087.1	XP_038425601.1
OG0013700	XP_014304075.1	XP_038425606.1
OG0013701	XP_023607498.1	XP_038425761.1
OG0013702	XP_023607465.1	XP_038425765.1
OG0013703	XP_006086105.1	XP_038425787.1
OG0013704	XP_006089902.1	XP_038425799.1
OG0013705	XP_006089893.1	XP_038425806.1
OG0013706	XP_023619955.1	XP_038425832.1
OG0013708	XP_006086991.1	XP_038425915.1
OG0013709	XP_023608244.1	XP_038425924.1
OG0013710	XP_014309682.1	XP_038425948.1
OG0013711	XP_014309688.1	XP_038425973.1
OG0013712	XP_014322898.2	XP_038426044.1
OG0013713	XP_006102109.1	XP_038426059.1
OG0013714	XP_006102111.1	XP_038426061.1
OG0013715	XP_006099812.1	XP_038426107.1
OG0013716	XP_006098004.1	XP_038426145.1
OG0013717	XP_006098003.1	XP_038426146.1
OG0013718	XP_014306457.1, XP_006087689.2	XP_038426257.1
OG0013719	XP_014310283.1	XP_038426259.1
OG0013720	XP_006087602.1	XP_038426266.1
OG0013721	XP_006097155.1	XP_038426294.1
OG0013722	XP_006097162.1	XP_038426298.1
OG0013723	XP_023616643.1	XP_038426331.1
OG0013724	XP_023619952.1	XP_038426337.1
OG0013725	XP_023619916.1	XP_038426339.1
OG0013726	XP_006100689.2	XP_038426367.1
OG0013727	XP_006099830.2	XP_038426403.1
OG0013728	XP_023619185.1	XP_038426407.1
OG0013729	XP_014320712.1	XP_038426419.1
OG0013730	XP_023599469.1	XP_038426504.1
OG0013731	XP_006087637.1	XP_038426535.1
OG0013732	XP_006087638.1	XP_038426537.1
OG0013733	XP_006087639.1	XP_038426542.1
OG0013734	XP_023608681.1	XP_038426546.1
OG0013735	XP_023608676.1	XP_038426549.1
OG0013736	XP_023608734.1	XP_038426640.1
OG0013737	XP_006087685.1	XP_038426650.1
OG0013738	XP_023605021.1	XP_038426663.1
OG0013739	XP_023605023.1	XP_038426664.1
OG0013740	XP_006083717.1	XP_038426667.1
OG0013741	XP_023605028.1	XP_038426739.1
OG0013742	XP_023605283.1	XP_038426740.1
OG0013743	XP_014306207.1	XP_038426747.1
OG0013744	XP_014306273.2	XP_038426779.1
OG0013745	XP_014306888.1	XP_038426783.1
OG0013746	XP_006083765.1	XP_038426791.1
OG0013747	XP_023605052.1	XP_038426842.1
OG0013748	XP_023605328.1	XP_038426880.1
OG0013749	XP_006083788.1	XP_038426886.1
OG0013750	XP_006083792.1	XP_038426894.1
OG0013751	XP_023605346.1	XP_038426930.1
OG0013752	XP_006083823.1	XP_038426979.1
OG0013753	XP_023605363.1	XP_038427018.1, XP_038427020.1, XP_038427019.1
OG0013754	XP_006083842.1	XP_038427024.1
OG0013755	XP_023607216.1	XP_038427029.1
OG0013756	XP_014308703.1	XP_038427038.1
OG0013757	XP_023607149.1	XP_038427051.1
OG0013758	XP_006088722.1	XP_038427115.1
OG0013759	XP_006088723.1, XP_006088736.1	XP_038427116.1
OG0013760	XP_006088727.1	XP_038427132.1
OG0013761	XP_006088729.1	XP_038427136.1
OG0013762	XP_006096387.1	XP_038427138.1
OG0013763	XP_023615947.1	XP_038427143.1
OG0013764	XP_006090402.2	XP_038427214.1
OG0013765	XP_006090379.1	XP_038427225.1
OG0013766	XP_006090369.1	XP_038427244.1
OG0013767	XP_023616638.1	XP_038427269.1
OG0013768	XP_006098446.1	XP_038427290.1
OG0013769	XP_023606581.1	XP_038427302.1
OG0013770	XP_006098015.1	XP_038427346.1
OG0013771	XP_006097595.1	XP_038427352.1
OG0013772	XP_023617048.1	XP_038427362.1
OG0013773	XP_006104259.1	XP_038427393.1
OG0013774	XP_023608982.1	XP_038427482.1
OG0013775	XP_006088033.1	XP_038427483.1
OG0013776	XP_006096503.1	XP_038427584.1
OG0013777	XP_006096502.1	XP_038427595.1
OG0013778	XP_006096479.1	XP_038427642.1
OG0013779	XP_006089429.1	XP_038427778.1
OG0013780	XP_006089430.1	XP_038427790.1
OG0013781	XP_006089433.2	XP_038427814.1
OG0013782	XP_014302455.1	XP_038427815.1
OG0013783	XP_023610266.1	XP_038427832.1
OG0013784	XP_023610125.1	XP_038427858.1
OG0013785	XP_023610257.1	XP_038427867.1
OG0013786	XP_023610260.1	XP_038427910.1
OG0013787	XP_006089627.2	XP_038427925.1
OG0013788	XP_006089470.2	XP_038427944.1
OG0013789	XP_023610146.1	XP_038427954.1
OG0013790	XP_006089478.1	XP_038427963.1
OG0013791	XP_023610171.1	XP_038427980.1
OG0013792	XP_006089504.1	XP_038428003.1
OG0013793	XP_006089514.1	XP_038428029.1
OG0013794	XP_006089580.1	XP_038428141.1
OG0013795	XP_023610272.1	XP_038428159.1
OG0013796	XP_006102074.1	XP_038428214.1
OG0013797	XP_014322891.1	XP_038428227.1
OG0013798	XP_006085236.1	XP_038428240.1
OG0013799	XP_006085237.1	XP_038428241.1
OG0013800	XP_006085240.1	XP_038428244.1
OG0013803	XP_006091460.2	XP_038428377.1
OG0013804	XP_006091445.1	XP_038428410.1
OG0013805	XP_006091438.1	XP_038428420.1
OG0013806	XP_023611946.1	XP_038428436.1
OG0013807	XP_023611926.1	XP_038428471.1
OG0013808	XP_023617518.1	XP_038428499.1
OG0013809	XP_006098041.1	XP_038428504.1
OG0013810	XP_006098031.1	XP_038428511.1
OG0013811	XP_023618497.1	XP_038428555.1
OG0013812	XP_023615211.1	XP_038428607.1
OG0013813	XP_006095484.1	XP_038428624.1
OG0013814	XP_023601351.1	XP_038428706.1
OG0013815	XP_006104308.1	XP_038428726.1
OG0013816	XP_006104306.1	XP_038428727.1
OG0013817	XP_023604590.1	XP_038428744.1
OG0013818	XP_014304094.1	XP_038428751.1
OG0013819	XP_014305016.1	XP_038428756.1
OG0013820	XP_014302069.1	XP_038428808.1
OG0013821	XP_014302082.1	XP_038428818.1
OG0013822	XP_023601318.1	XP_038428825.1
OG0013823	XP_006104270.1	XP_038428829.1
OG0013824	XP_006104274.1	XP_038428836.1
OG0013825	XP_023601309.1	XP_038428856.1
OG0013826	XP_023601320.1	XP_038428887.1
OG0013827	XP_023616077.1	XP_038428906.1
OG0013828	XP_006096439.1	XP_038428910.1
OG0013829	XP_023610149.1	XP_038428916.1
OG0013830	XP_023608852.1	XP_038428994.1
OG0013831	XP_006083308.1	XP_038429029.1
OG0013832	XP_006083633.1	XP_038429046.1
OG0013833	XP_006085631.1	XP_038429150.1
OG0013834	XP_006085665.1	XP_038429197.1
OG0013835	XP_006083674.1	XP_038429235.1
OG0013836	XP_014305210.1	XP_038429237.1
OG0013837	XP_006085551.1	XP_038429262.1
OG0013838	XP_006085538.1	XP_038429265.1
OG0013839	XP_006085525.1	XP_038429276.1
OG0013840	XP_014308361.1	XP_038429278.1
OG0013841	XP_006098332.1	XP_038429320.1
OG0013842	XP_006092163.1	XP_038429348.1
OG0013843	XP_006092168.1	XP_038429372.1
OG0013844	XP_023604737.1	XP_038429409.1
OG0013845	XP_023606965.1	XP_038429416.1
OG0013846	XP_006085561.1	XP_038429435.1
OG0013847	XP_006085557.1	XP_038429442.1
OG0013848	XP_006085544.1	XP_038429471.1
OG0013849	XP_023608762.1	XP_038429496.1
OG0013850	XP_023611387.1	XP_038429523.1
OG0013851	XP_014312378.2	XP_038429594.1
OG0013852	XP_006081989.1	XP_038429613.1
OG0013853	XP_023611601.1	XP_038429616.1
OG0013854	XP_023611741.1	XP_038429659.1
OG0013855	XP_006082008.3	XP_038429674.1
OG0013856	XP_023614884.1	XP_038429713.1
OG0013857	XP_006100810.1	XP_038429716.1
OG0013858	XP_006100804.1	XP_038429733.1
OG0013859	XP_006100799.1	XP_038429752.1
OG0013860	XP_006100798.1	XP_038429754.1
OG0013861	XP_023620085.1	XP_038429776.1
OG0013862	XP_014321660.1	XP_038429798.1
OG0013863	XP_006103249.1	XP_038429851.1
OG0013864	XP_006082835.1	XP_038429887.1
OG0013865	XP_006082666.1	XP_038429947.1
OG0013866	XP_006082850.1	XP_038430104.1
OG0013867	XP_006082705.1	XP_038430122.1
OG0013868	XP_006082707.1	XP_038430123.1
OG0013869	XP_023618271.1	XP_038430145.1
OG0013870	XP_023618362.1	XP_038430150.1
OG0013871	XP_023618298.1	XP_038430161.1
OG0013872	XP_023614966.1	XP_038430174.1
OG0013873	XP_006082859.1	XP_038430213.1
OG0013874	XP_023618494.1	XP_038430218.1
OG0013875	XP_023615374.1	XP_038430275.1
OG0013876	XP_023599134.1	XP_038430325.1
OG0013877	XP_014322698.1	XP_038430385.1
OG0013878	XP_006085528.1	XP_038430419.1
OG0013880	XP_023602800.1	XP_038430534.1
OG0013882	XP_006109957.2	XP_038430627.1
OG0013885	XP_023609455.1	XP_038430678.1
OG0013887	XP_014303739.1	XP_038430727.1
OG0013888	XP_006106320.1	XP_038430733.1
OG0013889	XP_006106316.1	XP_038430747.1
OG0013890	XP_006106315.1	XP_038430750.1
OG0013892	XP_006103879.1	XP_038430811.1
OG0013893	XP_006110167.1	XP_038430814.1
OG0013894	XP_023600813.1	XP_038430873.1
OG0013895	XP_014301672.2	XP_038430878.1
OG0013896	XP_023600808.1	XP_038430888.1
OG0013897	XP_006103893.1	XP_038430889.1
OG0013898	XP_023600809.1	XP_038430890.1
OG0013899	XP_006105033.2	XP_038430942.1
OG0013900	XP_014302686.1	XP_038430951.1
OG0013901	XP_006099085.1	XP_038430979.1
OG0013902	XP_023618445.1	XP_038431020.1
OG0013903	XP_023618466.1	XP_038431064.1
OG0013904	XP_006099119.1	XP_038431076.1
OG0013905	XP_023602642.1	XP_038431084.1
OG0013907	XP_014319369.1	XP_038431131.1
OG0013908	XP_023617770.1	XP_038431151.1
OG0013909	XP_006096630.1	XP_038431155.1
OG0013910	XP_023616208.1	XP_038431156.1
OG0013911	XP_014317927.1	XP_038431182.1
OG0013912	XP_006096602.1	XP_038431246.1
OG0013913	XP_006096592.2	XP_038431262.1
OG0013914	XP_006096633.2	XP_038431293.1
OG0013915	XP_006096578.1	XP_038431295.1
OG0013916	XP_006098374.2	XP_038431328.1
OG0013917	XP_006098383.1	XP_038431340.1
OG0013918	XP_006098381.1	XP_038431343.1
OG0013919	XP_023617820.1	XP_038431363.1
OG0013920	XP_006102068.3	XP_038431438.1
OG0013921	XP_023618739.1	XP_038431447.1
OG0013922	XP_023618735.1	XP_038431520.1
OG0013923	XP_006104955.1	XP_038431556.1
OG0013924	XP_023601795.1	XP_038431559.1
OG0013925	XP_006109747.2	XP_038431572.1
OG0013926	XP_006104946.1	XP_038431590.1
OG0013927	XP_006105602.1	XP_038431615.1
OG0013928	XP_023602321.1	XP_038431655.1
OG0013930	XP_006106314.1	XP_038431744.1
OG0013931	XP_023618967.1	XP_038431814.1
OG0013932	XP_006108612.1	XP_038431830.1
OG0013933	XP_006099594.1	XP_038431838.1
OG0013934	XP_023618962.1	XP_038431883.1
OG0013935	XP_006099582.1	XP_038431885.1
OG0013936	XP_023618957.1	XP_038431887.1
OG0013937	XP_006099619.1	XP_038431902.1
OG0013938	XP_006099569.1	XP_038431910.1
OG0013939	XP_014301429.1, XP_006084102.1	XP_038431959.1
OG0013940	XP_023600759.1	XP_038431960.1
OG0013941	XP_006096693.1	XP_038431981.1
OG0013942	XP_006096689.1	XP_038431994.1
OG0013943	XP_023599216.1	XP_038432020.1
OG0013944	XP_023615722.1	XP_038432039.1
OG0013945	XP_006084394.1	XP_038432051.1
OG0013946	XP_006084355.1	XP_038432072.1
OG0013947	XP_014317253.1	XP_038432105.1
OG0013948	XP_006095842.1	XP_038432118.1
OG0013949	XP_023609303.1, XP_006085592.1	XP_038432180.1
OG0013950	XP_014308415.1	XP_038432181.1
OG0013951	XP_023612472.1	XP_038432198.1
OG0013952	XP_023612451.1	XP_038432240.1
OG0013953	XP_014317538.1	XP_038432368.1
OG0013954	XP_006096160.1	XP_038432375.1
OG0013955	XP_006096151.1	XP_038432377.1
OG0013956	XP_006096129.1	XP_038432437.1
OG0013957	XP_006096127.1	XP_038432442.1
OG0013958	XP_006096125.1	XP_038432443.1
OG0013959	XP_006096122.1	XP_038432473.1
OG0013960	XP_023605591.1	XP_038432479.1
OG0013961	XP_006084205.1	XP_038432492.1
OG0013963	XP_006084216.1	XP_038432540.1
OG0013964	XP_014307106.1	XP_038432553.1
OG0013965	XP_023605751.1	XP_038432564.1
OG0013966	XP_023605763.1	XP_038432583.1
OG0013967	XP_006084246.1	XP_038432584.1
OG0013968	XP_006084249.1	XP_038432587.1
OG0013969	XP_006084264.1	XP_038432609.1
OG0013970	XP_014307126.1	XP_038432610.1
OG0013971	XP_006084272.1	XP_038432630.1
OG0013972	XP_014307183.1	XP_038432728.1
OG0013973	XP_014307195.1	XP_038432772.1
OG0013974	XP_006084330.1	XP_038432799.1
OG0013975	XP_014307217.1	XP_038432859.1
OG0013976	XP_023611314.1	XP_038432901.1
OG0013977	XP_006090717.2	XP_038432982.1
OG0013978	XP_006103054.1	XP_038433049.1
OG0013979	XP_023600112.1	XP_038433050.1
OG0013980	XP_006086837.1	XP_038433053.1
OG0013981	XP_023608081.1	XP_038433098.1
OG0013982	XP_023608079.1	XP_038433103.1
OG0013983	XP_023608078.1	XP_038433120.1
OG0013984	XP_023608040.1	XP_038433150.1
OG0013985	XP_006086801.1	XP_038433175.1
OG0013986	XP_023608037.1	XP_038433181.1
OG0013987	XP_006086848.1	XP_038433206.1
OG0013988	XP_023608053.1	XP_038433253.1
OG0013989	XP_023608033.1	XP_038433329.1
OG0013990	XP_006086841.1	XP_038433341.1
OG0013991	XP_023612044.1	XP_038433345.1
OG0013992	XP_006091527.1	XP_038433391.1
OG0013993	XP_023612089.1	XP_038433440.1
OG0013994	XP_006091580.1	XP_038433475.1
OG0013995	XP_006091596.1	XP_038433497.1
OG0013996	XP_023612103.1	XP_038433515.1
OG0013997	XP_023612104.1	XP_038433521.1
OG0013998	XP_006091600.1	XP_038433537.1
OG0013999	XP_014313718.1	XP_038433554.1
OG0014000	XP_023612117.1	XP_038433556.1
OG0014001	XP_023612132.1	XP_038433566.1
OG0014002	XP_006091630.1	XP_038433590.1
OG0014003	XP_006091626.1	XP_038433595.1
OG0014004	XP_006095714.1	XP_038433608.1
OG0014005	XP_006095725.1	XP_038433629.1
OG0014006	XP_023615422.1	XP_038433640.1
OG0014007	XP_006095879.1	XP_038433651.1
OG0014008	XP_006095751.1	XP_038433665.1
OG0014010	XP_006095768.1	XP_038433672.1
OG0014011	XP_006095775.1	XP_038433673.1
OG0014012	XP_006095771.1	XP_038433676.1
OG0014013	XP_006095848.1	XP_038433762.1
OG0014014	XP_006095846.1	XP_038433764.1
OG0014015	XP_006095877.1	XP_038433797.1
OG0014016	XP_023620582.1	XP_038433808.1
OG0014017	XP_006090086.1	XP_038433873.1
OG0014018	XP_006090052.1	XP_038433875.1
OG0014020	XP_023601550.1	XP_038433921.1
OG0014021	XP_023601551.1	XP_038433940.1
OG0014022	XP_023601552.1	XP_038433949.1
OG0014023	XP_006097630.1	XP_038433965.1
OG0014024	XP_006097624.1	XP_038433972.1
OG0014025	XP_006097618.1	XP_038433984.1
OG0014026	XP_014318011.1	XP_038434096.1
OG0014027	XP_006090095.1	XP_038434103.1
OG0014028	XP_023610685.1	XP_038434125.1
OG0014029	XP_006090089.1	XP_038434126.1
OG0014030	XP_014312661.1, XP_006090113.2	XP_038434129.1
OG0014031	XP_006090080.1	XP_038434141.1
OG0014032	XP_014308810.1, XP_006090111.1	XP_038434158.1
OG0014033	XP_006090076.2	XP_038434160.1
OG0014034	XP_023610658.1	XP_038434215.1
OG0014035	XP_023610693.1	XP_038434222.1
OG0014036	XP_006090051.1	XP_038434313.1
OG0014037	XP_006090050.1	XP_038434317.1
OG0014038	XP_014312393.1	XP_038434318.1
OG0014039	XP_006090105.2	XP_038434333.1
OG0014040	XP_006090037.1	XP_038434345.1
OG0014041	XP_006090018.1	XP_038434383.1
OG0014042	XP_023610611.1	XP_038434429.1
OG0014043	XP_006101776.1	XP_038434436.1
OG0014044	XP_006101787.1	XP_038434460.1
OG0014045	XP_006101790.1	XP_038434469.1
OG0014046	XP_006101794.1	XP_038434478.1
OG0014047	XP_006101799.1	XP_038434490.1
OG0014048	XP_006095921.1	XP_038434509.1
OG0014049	XP_023615563.1	XP_038434518.1
OG0014050	XP_006096000.1	XP_038434575.1
OG0014051	XP_006095969.1	XP_038434585.1
OG0014052	XP_006095976.2	XP_038434595.1
OG0014053	XP_023615575.1	XP_038434608.1
OG0014054	XP_023615554.1	XP_038434609.1
OG0014055	XP_006088181.1	XP_038434698.1
OG0014056	XP_023609134.1	XP_038434737.1
OG0014057	XP_006088203.1	XP_038434758.1
OG0014058	XP_023609098.1	XP_038434767.1
OG0014059	XP_023609112.1	XP_038434785.1
OG0014060	XP_006088214.1	XP_038434815.1
OG0014061	XP_006088230.1	XP_038434828.1
OG0014062	XP_014322051.1	XP_038434863.1
OG0014063	XP_006101276.1	XP_038434865.1
OG0014064	XP_014320053.1	XP_038434891.1
OG0014065	XP_006105926.1	XP_038434895.1
OG0014067	XP_006107345.1	XP_038434906.1
OG0014068	XP_006109489.2, XP_023604217.1	XP_038434935.1
OG0014070	XP_014301834.1	XP_038434973.1
OG0014071	XP_006104043.1	XP_038434998.1
OG0014072	XP_023604106.1	XP_038435004.1
OG0014073	XP_023601026.1	XP_038435009.1
OG0014074	XP_014306415.2	XP_038435038.1
OG0014075	XP_006108100.1	XP_038435068.1
OG0014076	XP_023618428.1	XP_038435074.1
OG0014077	XP_006099067.1	XP_038435078.1
OG0014078	XP_023618432.1	XP_038435116.1
OG0014079	XP_006086453.1	XP_038435174.1
OG0014080	XP_006102206.3	XP_038435180.1
OG0014081	XP_006103601.1	XP_038435189.1
OG0014082	XP_023613544.1	XP_038435201.1
OG0014083	XP_023613536.1	XP_038435211.1
OG0014084	XP_006085328.1	XP_038435231.1
OG0014085	XP_006085358.1	XP_038435292.1
OG0014086	XP_006085376.3	XP_038435294.1
OG0014087	XP_023606671.1	XP_038435304.1
OG0014088	XP_006090692.1	XP_038435311.1
OG0014089	XP_006090691.1	XP_038435312.1
OG0014090	XP_023611248.1	XP_038435324.1
OG0014091	XP_023611232.1	XP_038435349.1
OG0014092	XP_006090673.1	XP_038435355.1
OG0014093	XP_023611228.1	XP_038435356.1
OG0014094	XP_023611266.1	XP_038435372.1
OG0014095	XP_006090663.1	XP_038435376.1
OG0014096	XP_006090660.1	XP_038435402.1
OG0014097	XP_006108786.1	XP_038435406.1
OG0014098	XP_006086427.1	XP_038435429.1
OG0014099	XP_006086425.1	XP_038435444.1
OG0014100	XP_023607681.1	XP_038435499.1
OG0014101	XP_006086347.2	XP_038435507.1
OG0014102	XP_014309148.1	XP_038435508.1
OG0014103	XP_023607685.1	XP_038435517.1
OG0014104	XP_006102201.1	XP_038444283.1, XP_038435535.1
OG0014105	XP_023601912.1	XP_038435588.1
OG0014106	XP_023601932.1	XP_038435593.1
OG0014107	XP_014321646.2	XP_038435604.1
OG0014108	XP_023600601.1	XP_038435645.1
OG0014110	XP_023600597.1	XP_038435651.1
OG0014111	XP_006109839.1	XP_038435652.1
OG0014112	XP_006093371.1	XP_038435655.1
OG0014113	XP_006093376.1	XP_038435661.1
OG0014114	XP_006105399.1	XP_038435701.1
OG0014115	XP_023602168.1	XP_038435710.1
OG0014116	XP_006103602.2, XP_023599379.1	XP_038435744.1
OG0014118	XP_006093096.2	XP_038435803.1
OG0014119	XP_023608938.1	XP_038435820.1
OG0014120	XP_014310573.1	XP_038435821.1
OG0014121	XP_006108406.1	XP_038435826.1
OG0014122	XP_023608617.1	XP_038435838.1
OG0014123	XP_006087569.1	XP_038435943.1
OG0014124	XP_014314903.1	XP_038435958.1
OG0014125	XP_006093076.3	XP_038435972.1
OG0014126	XP_023613239.1	XP_038436005.1
OG0014127	XP_006093108.1	XP_038436048.1
