Orthogroup	Rattus_norvegicus	Ursus_americanus
OG0012343	XP_017446848.1	XP_045657971.1
OG0012344	XP_063127566.1, NP_001128042.1	XP_045642065.1, XP_045642066.1
OG0012345	NP_001121666.1	XP_045642086.1
OG0012346	XP_006249232.1	XP_045642110.1
OG0012347	NP_446238.1	XP_045642121.1
OG0012348	NP_001006958.1	XP_045642132.1
OG0012349	XP_006249247.1, NP_113915.2	XP_045642133.1
OG0012350	NP_001012022.1	XP_045642142.1
OG0012351	NP_001129215.1	XP_045642149.1
OG0012352	XP_038945143.1, NP_001178522.1	XP_045642172.1
OG0012353	XP_017453741.1	XP_045642175.1
OG0012354	XP_002727999.1	XP_045629738.1
OG0012355	XP_038945348.1, NP_001014003.2	XP_045629741.1
OG0012356	NP_001099390.1	XP_045629731.1
OG0012357	NP_001099391.1	XP_045629742.1
OG0012358	NP_446121.1, XP_008767334.1	XP_045629793.1
OG0012359	XP_038945980.1, NP_001100604.2	XP_045629827.1
OG0012360	NP_001099387.2	XP_045629825.1
OG0012361	XP_038945505.1, NP_001121023.1	XP_045629905.1
OG0012362	XP_017453813.1, NP_001100600.2	XP_045629911.1
OG0012363	NP_001387898.1	XP_045629909.1
OG0012364	NP_001094148.1	XP_045629754.1
OG0012365	XP_038945670.1, NP_001102921.1	XP_045629755.1
OG0012366	XP_063127348.1	XP_045629724.1
OG0012367	XP_006248944.1	XP_045669341.1
OG0012368	XP_017453977.1	XP_045669200.1
OG0012369	XP_008767191.1	XP_045669252.1
OG0012370	NP_001406493.1	XP_045669327.1
OG0012371	NP_001414598.1	XP_045669312.1
OG0012372	NP_001156792.1, XP_006248989.1	XP_045669206.1
OG0012373	NP_001100596.1	XP_045669317.1
OG0012374	NP_001017378.1	XP_045642021.1
OG0012375	NP_112387.2, XP_006230407.1	XP_045642006.1
OG0012376	NP_001402857.1, XP_006230338.1	XP_045641994.1
OG0012377	XP_017444484.1, NP_001099768.1	XP_045641992.1
OG0012378	XP_017445722.1, NP_001413863.1	XP_045641973.1
OG0012379	NP_620247.1	XP_045641953.1
OG0012380	NP_001102391.1	XP_045641939.1
OG0012381	NP_001009646.1, XP_006230308.1	XP_045641937.1
OG0012382	NP_001009645.1, XP_063142300.1	XP_045641930.1
OG0012383	XP_006230391.1, NP_073193.1	XP_045641900.1
OG0012384	NP_001013922.1, XP_063142221.1	XP_045641904.1
OG0012385	NP_001099766.2, XP_006230299.1	XP_045642220.1
OG0012386	NP_001102625.1, XP_038943728.1	XP_045642209.1
OG0012387	NP_001009292.1, XP_063142158.1	XP_045641886.1
OG0012388	NP_001388018.1, XP_063128821.1	XP_045641887.1
OG0012389	NP_446063.1	XP_045641878.1
OG0012390	NP_001382055.1	XP_045641876.1
OG0012391	NP_001011935.2, XP_008758092.1	XP_045631202.1
OG0012392	NP_598225.2	XP_045631179.1
OG0012393	XP_017445712.1, NP_001414116.1	XP_045632373.1
OG0012394	NP_542422.1	XP_045632440.1
OG0012395	NP_001178532.1, XP_038963040.1	XP_045632393.1
OG0012396	NP_001093989.1	XP_045632361.1
OG0012397	NP_001020853.1	XP_045632397.1
OG0012398	XP_038957121.1	XP_045632434.1
OG0012399	NP_001388691.1	XP_045632446.1
OG0012400	XP_038946955.1, NP_001121122.1	XP_045632379.1
OG0012401	NP_446407.1	XP_045632382.1
OG0012402	NP_001178043.1, XP_038947521.1	XP_045655832.1
OG0012403	NP_001014184.3, XP_006230185.1	XP_045626850.1
OG0012404	XP_006230211.1, NP_001388643.1	XP_045626881.1
OG0012405	XP_017444880.1	XP_045626884.1
OG0012406	XP_038938737.1, NP_001101971.1	XP_045626851.1
OG0012407	NP_620204.1, XP_006230166.1	XP_045626846.1
OG0012408	NP_001164071.1, XP_006245904.1	XP_045631996.1
OG0012409	NP_001389007.1	XP_045632050.1
OG0012410	NP_001128433.1, XP_006245770.2	XP_045632053.1
OG0012411	XP_008765680.1, NP_001129318.1	XP_045632026.1
OG0012412	NP_001257344.1, XP_038942176.1	XP_045632039.1
OG0012413	NP_001414553.1, XP_038942935.1	XP_045632011.1
OG0012414	NP_001121004.1, XP_008765703.1	XP_045640307.1
OG0012415	NP_001385480.1, XP_008765728.1	XP_045640317.1
OG0012416	NP_445981.2	XP_045639855.1
OG0012417	NP_001009619.1	XP_045640793.1
OG0012418	NP_001007801.1, XP_038942188.1	XP_045639897.1
OG0012419	XP_006245850.1	XP_045640213.1
OG0012420	XP_006245854.1, NP_001013986.1	XP_045640219.1
OG0012421	NP_001007669.1	XP_045640436.1
OG0012422	NP_001178517.1, XP_006245846.1	XP_045640773.1
OG0012423	NP_001093606.2, XP_038942745.1	XP_045640568.1
OG0012424	NP_001034090.1	XP_045639984.1
OG0012425	NP_001100454.1	XP_045640717.1
OG0012426	XP_006246098.1, NP_112343.2	XP_045640675.1
OG0012427	XP_038941785.1, NP_001020161.2	XP_045640689.1
OG0012428	NP_001093944.1, XP_038941012.1	XP_045640652.1
OG0012429	XP_006246087.1, NP_001171975.1	XP_045640655.1
OG0012430	NP_001304277.1	XP_045639977.1
OG0012431	XP_006245971.2, NP_036812.2	XP_045640613.1
OG0012432	NP_001100457.1, XP_006246014.1	XP_045639994.1
OG0012433	NP_001011891.1, XP_008765780.1	XP_045640701.1
OG0012434	XP_038941286.1, NP_001009620.1	XP_045640738.1
OG0012435	XP_063126163.1	XP_045640009.1
OG0012436	XP_006246061.1, NP_001014138.1	XP_045639938.1
OG0012437	XP_006246128.1	XP_045639833.1
OG0012438	NP_861544.1, XP_017452558.1	XP_045639840.1
OG0012439	XP_063125912.1	XP_045640372.1
OG0012440	NP_001381164.1, XP_006246073.1	XP_045639759.1
OG0012441	NP_001385495.1	XP_045640206.1
OG0012442	NP_001120957.1, XP_038958350.1	XP_045657488.1
OG0012443	NP_001019427.1	XP_045652766.1
OG0012444	NP_001386490.1	XP_045657504.1
OG0012445	NP_742035.1	XP_045657308.1
OG0012446	NP_001102033.1	XP_045657538.1
OG0012447	NP_001128732.1	XP_045657558.1
OG0012448	NP_446089.1, XP_063137205.1	XP_045657574.1
OG0012449	NP_001019476.1, XP_006233234.1	XP_045657576.1
OG0012450	NP_001157040.1	XP_045657581.1
OG0012451	XP_017446264.1, NP_001178643.1	XP_045657587.1
OG0012452	NP_445764.1	XP_045657641.1
OG0012453	NP_001401987.1, XP_063138007.1	XP_045657639.1
OG0012454	NP_001020859.1	XP_045657663.1
OG0012455	NP_001001508.2	XP_045657665.1
OG0012456	NP_001005555.1, XP_006233298.1	XP_045657675.1
OG0012457	XP_038958014.1, NP_001013936.1	XP_045657691.1
OG0012458	NP_059001.1	XP_045657708.1
OG0012459	XP_038958370.1, NP_001101192.1	XP_045657711.1
OG0012460	NP_001034698.1, XP_063138016.1	XP_045657718.1
OG0012461	NP_001011914.1	XP_045657720.1
OG0012462	NP_001007620.1	XP_045657729.1
OG0012463	NP_001163927.1, XP_038948080.1	XP_045657733.1
OG0012464	XP_006250585.3, NP_001258339.1	XP_045657738.1
OG0012465	NP_001406455.1, XP_038948551.1	XP_045657750.1
OG0012466	XP_008768149.2, NP_001099464.1	XP_045657311.1
OG0012467	NP_001093988.1, XP_008759717.1	XP_045657811.1
OG0012468	NP_001100920.1, XP_038958061.1	XP_045657315.1
OG0012469	NP_001128208.1	XP_045657834.1
OG0012470	NP_001034094.1, XP_038957809.1	XP_045657841.1
OG0012471	NP_001094264.1	XP_045657867.1
OG0012472	NP_071630.1, XP_038958964.1	XP_045657892.1
OG0012473	NP_001032742.1, XP_038959028.1	XP_045657913.1
OG0012474	NP_001401992.1, XP_063138059.1	XP_045657930.1
OG0012475	NP_001102421.1, XP_063138379.1	XP_045657940.1
OG0012477	NP_061996.2, XP_038958059.1	XP_045657946.1
OG0012478	NP_001099947.2, XP_038958040.1	XP_045657957.1
OG0012479	NP_058770.2	XP_045657981.1
OG0012480	XP_006233602.1, NP_001386751.1	XP_045657983.1
OG0012481	NP_579845.1	XP_045643435.1
OG0012482	NP_001099431.1, XP_063128172.1	XP_045667252.1
OG0012483	NP_058811.2	XP_045643575.1
OG0012484	NP_001012206.1	XP_045643645.1
OG0012485	NP_001099909.1	XP_045639782.1
OG0012486	NP_001009683.1	XP_045667358.1
OG0012487	NP_955784.1	XP_045637817.1
OG0012488	NP_536334.1, XP_063128045.1	XP_045643576.1
OG0012489	NP_001007679.1, XP_038959635.1	XP_045643593.1
OG0012490	NP_001100650.1, XP_008767785.1	XP_045643641.1
OG0012491	XP_063128678.1, NP_001414446.1	XP_045643631.1
OG0012492	NP_001101412.2, XP_038967006.1	XP_045643648.1
OG0012493	NP_001127974.1, XP_006249982.1	XP_045643852.1
OG0012494	XP_038946537.1	XP_045643664.1
OG0012495	XP_063128753.1	XP_045643689.1
OG0012496	NP_001100652.1	XP_045643434.1
OG0012497	XP_063128136.1, NP_835203.1	XP_045643706.1
OG0012498	NP_058691.2	XP_045643730.1
OG0012499	NP_001009632.1	XP_045643777.1
OG0012500	NP_001099457.1, XP_038946526.2	XP_045643825.1
OG0012501	NP_001388317.1	XP_045643830.1
OG0012502	NP_001102536.1	XP_045632020.1
OG0012503	NP_062217.1	XP_045667244.1
OG0012504	XP_006250058.1, NP_001382485.1	XP_045667250.1
OG0012505	XP_063128171.1, NP_001041507.1	XP_045667310.1
OG0012506	XP_017454190.1, NP_001099427.2	XP_045667327.1
OG0012507	NP_001032269.1, XP_006250054.1	XP_045667456.1
OG0012508	XP_006250099.1, NP_001128212.1	XP_045667275.1
OG0012509	XP_063128550.1	XP_045667350.1
OG0012510	XP_006250160.1, NP_001099433.1	XP_045667345.1
OG0012511	XP_063128419.1	XP_045667331.1
OG0012512	NP_001389321.1, XP_038947316.1	XP_045667370.1
OG0012513	NP_446028.1	XP_045667324.1
OG0012514	NP_001385728.1, XP_006250180.1	XP_045667374.1
OG0012515	XP_038946415.1, NP_001363789.1	XP_045653917.1
OG0012516	NP_001017493.1, XP_008767895.3	XP_045653652.1
OG0012517	NP_001025195.1	XP_045653556.1
OG0012518	XP_008767847.2, NP_001099436.1	XP_045653290.1
OG0012519	NP_001414727.1	XP_045651754.1
OG0012520	NP_062216.1, XP_038946956.1	XP_045651776.1
OG0012521	XP_063128447.1, NP_808790.2	XP_045652031.1
OG0012522	NP_113763.2	XP_045652085.1
OG0012523	NP_476480.2	XP_045652196.1
OG0012524	NP_001014007.1	XP_045652392.1
OG0012525	NP_446109.2, XP_038946163.1	XP_045652474.1
OG0012526	NP_037195.1	XP_045652618.1
OG0012527	NP_878263.1	XP_045652684.1
OG0012528	NP_001020141.2, XP_038946483.1	XP_045652719.1
OG0012529	XP_038947405.1	XP_045652831.1
OG0012530	XP_063128618.1	XP_045652898.1
OG0012531	NP_001100673.1	XP_045652968.1
OG0012532	NP_001414346.1, XP_038947418.1	XP_045653016.1
OG0012533	NP_001295168.1	XP_045640044.1
OG0012534	XP_006232850.1	XP_045640029.1
OG0012535	NP_954522.1	XP_045640112.1
OG0012536	NP_001004226.1	XP_045640156.1
OG0012537	XP_006232704.1, NP_001101158.1	XP_045640101.1
OG0012538	NP_001014276.1, XP_008759408.1	XP_045640131.1
OG0012539	XP_008759357.1	XP_045640137.1
OG0012540	NP_001382034.1, XP_008759393.1	XP_045640202.1
OG0012541	NP_062170.1	XP_045640589.1
OG0012542	XP_038959707.1	XP_045639750.1
OG0012543	XP_008759470.1, NP_001414157.1	XP_045640248.1
OG0012544	NP_001164047.1	XP_045640359.1
OG0012545	NP_001178871.1	XP_045645944.1
OG0012546	XP_003751804.2, NP_001128079.1	XP_045633796.1
OG0012547	XP_038952814.1, NP_001388179.1	XP_045633855.1
OG0012548	NP_001402649.1	XP_045633814.1
OG0012549	NP_001029317.1	XP_045633837.1
OG0012550	NP_001094470.1, XP_038953023.1	XP_045633841.1
OG0012551	XP_017456564.1	XP_045628810.1
OG0012552	XP_038953128.1	XP_045637821.1
OG0012553	NP_001101894.1	XP_045637841.1
OG0012554	NP_001414207.1	XP_045637828.1
OG0012555	NP_001163941.1, XP_017456411.1	XP_045637818.1
OG0012556	XP_038952524.1, NP_742020.1	XP_045637742.1
OG0012557	NP_001402643.1	XP_045637748.1
OG0012558	NP_001009638.1	XP_045637763.1
OG0012559	NP_001177301.1, XP_038952947.1	XP_045637805.1
OG0012560	XP_001057715.3	XP_045637764.1
OG0012561	NP_001402620.1	XP_045637911.1
OG0012562	XP_038953193.1	XP_045637874.1
OG0012563	NP_001020892.1	XP_045637924.1
OG0012564	NP_445913.1	XP_045637755.1
OG0012565	XP_063124009.1	XP_045637902.1
OG0012566	XP_038940728.1, NP_001414273.1	XP_045637836.1
OG0012567	NP_112326.1	XP_045649826.1
OG0012568	XP_008765606.1, NP_113819.3	XP_045649838.1
OG0012569	XP_001071384.2	XP_045649840.1
OG0012570	NP_001385588.1	XP_045649841.1
OG0012571	XP_006254941.1, NP_001101905.1	XP_045671077.1
OG0012572	NP_001007014.1	XP_045666515.1
OG0012573	NP_001162599.1, XP_017449515.1	XP_045663521.1
OG0012574	NP_001401858.1	XP_045663546.1
OG0012575	NP_112318.1	XP_045658752.1
OG0012576	NP_073176.2	XP_045658749.1
OG0012577	XP_063130304.1, NP_001163939.1	XP_045658711.1
OG0012578	NP_001389306.1, XP_038949761.1	XP_045658719.1
OG0012579	NP_001414174.1, XP_063129959.1	XP_045658661.1
OG0012580	XP_063130259.1, NP_058960.2	XP_045658644.1
OG0012581	NP_001400875.1	XP_045658649.1
OG0012582	XP_063130201.1, NP_001099510.1	XP_045658610.1
OG0012583	XP_063130327.1, NP_001100734.1	XP_045658602.1
OG0012584	NP_001406767.1	XP_045658565.1
OG0012585	NP_001025068.1, XP_006240137.1	XP_045658572.1
OG0012586	XP_038934080.1, NP_001414225.1	XP_045658543.1
OG0012587	NP_001128459.1	XP_045658539.1
OG0012588	XP_063117633.1, NP_001099190.2	XP_045655916.1
OG0012589	NP_001386625.1	XP_045655806.1
OG0012590	XP_063118714.1	XP_045656342.1
OG0012591	NP_001386583.1, XP_038968165.1	XP_045655465.1
OG0012592	XP_234236.4, NP_001414223.1	XP_045655330.1
OG0012593	NP_001414592.1, XP_056841555.1	XP_045655282.1
OG0012594	XP_008762910.2, NP_954890.1	XP_045655240.1
OG0012595	NP_001014219.3	XP_045655106.1
OG0012596	NP_001401856.1	XP_045655083.1
OG0012597	NP_001164057.2	XP_045655042.1
OG0012598	XP_038968940.1, NP_001129033.1	XP_045654962.1
OG0012599	XP_038968181.1, NP_001020292.1	XP_045654778.1
OG0012600	XP_006240220.1, NP_001100207.1	XP_045654623.1
OG0012601	XP_008762913.1	XP_045654609.1
OG0012602	XP_006240240.1, NP_001019971.1	XP_045654590.1
OG0012603	NP_001012005.2	XP_045666264.1
OG0012604	XP_038949182.1, NP_001128013.2	XP_045666476.1
OG0012605	XP_063130154.1, NP_001011915.1	XP_045666525.1
OG0012606	NP_001387969.1	XP_045666448.1
OG0012607	XP_038949186.1, NP_001386703.1	XP_045666331.1
OG0012608	XP_006251857.1, NP_001100725.1	XP_045666546.1
OG0012609	XP_038969153.1, NP_001414090.1	XP_045666314.1
OG0012610	XP_001072851.3	XP_045666424.1
OG0012611	XP_576044.1, NP_001386100.1	XP_045666474.1
OG0012612	XP_063117996.1, NP_001101502.1	XP_045666556.1
OG0012613	NP_001401848.1	XP_045666439.1
OG0012614	NP_001383002.1	XP_045666441.1
OG0012615	NP_001101503.1, XP_038968196.1	XP_045666378.1
OG0012616	NP_598294.1, XP_038967672.1	XP_045666485.1
OG0012617	NP_942044.1, XP_063117797.1	XP_045666537.1
OG0012618	NP_001101504.1	XP_045666455.1
OG0012619	NP_001017469.1, XP_017449742.1	XP_045666475.1
OG0012620	NP_955418.1	XP_045666466.1
OG0012621	NP_001102184.1	XP_045666284.1
OG0012622	NP_001101507.1	XP_045663943.1
OG0012623	XP_038969205.1, NP_001386104.1	XP_045663923.1
OG0012624	NP_001094188.1, XP_008763004.1	XP_045663915.1
OG0012625	NP_001386594.1	XP_045663906.1
OG0012626	NP_058743.1	XP_045663888.1
OG0012627	XP_038968663.1, NP_001094342.1	XP_045663870.1
OG0012628	NP_647546.2	XP_045663859.1
OG0012629	XP_063118437.1	XP_045663846.1
OG0012630	XP_008762969.1	XP_045663843.1
OG0012631	XP_063117648.1	XP_045663820.1
OG0012632	NP_001292214.1	XP_045663813.1
OG0012633	NP_112319.2	XP_045663790.1
OG0012634	XP_006240418.1	XP_045663803.1
OG0012635	NP_114447.2	XP_045663757.1
OG0012636	NP_001414219.1, XP_038969238.1	XP_045663720.1
OG0012637	NP_954540.3	XP_045663734.1
OG0012638	NP_001008516.3, XP_038967984.1	XP_045663712.1
OG0012639	XP_017449844.1, NP_001382553.1	XP_045663680.1
OG0012640	XP_006240472.1	XP_045663666.1
OG0012641	NP_001019521.1, XP_038968669.1	XP_045663605.1
OG0012642	XP_343097.4	XP_045663567.1
OG0012643	NP_001401903.1	XP_045671748.1
OG0012644	XP_006240615.2	XP_045631402.1
OG0012645	XP_063118602.1	XP_045631394.1
OG0012646	XP_006240603.1, NP_001010958.1	XP_045631356.1
OG0012647	NP_001001509.1	XP_045631391.1
OG0012648	NP_001094364.1	XP_045631379.1
OG0012649	NP_001382039.1, XP_063118206.1	XP_045631388.1
OG0012650	NP_001386669.1, XP_017449724.1	XP_045632121.1
OG0012651	XP_038969328.1, NP_001414193.1	XP_045632150.1
OG0012652	XP_063140609.1, NP_001092831.1	XP_045666558.1
OG0012653	XP_008763117.1	XP_045663517.1
OG0012654	XP_006240697.1	XP_045632152.1
OG0012655	NP_036983.1	XP_045637623.1
OG0012656	NP_001030123.1	XP_045629068.1
OG0012657	NP_001401263.1	XP_045629545.1
OG0012658	NP_001102904.1, XP_017447529.1	XP_045659638.1
OG0012659	NP_001402085.1	XP_045627216.1
OG0012661	NP_001121657.1	XP_045631005.1
OG0012662	NP_085073.1	XP_045670280.1
OG0012663	NP_001008759.1	XP_045637573.1
OG0012664	XP_002727854.1	XP_045633713.1
OG0012665	NP_001094022.1	XP_045669768.1
OG0012666	NP_001364062.1	XP_045629496.1
OG0012667	XP_063125113.1, NP_001385697.1	XP_045629234.1
OG0012668	NP_001400588.1	XP_045669633.1
OG0012669	NP_001102521.2, XP_063125743.1	XP_045630961.1
OG0012670	NP_001388790.1	XP_045630819.1
OG0012671	XP_038943484.1	XP_045630994.1
OG0012672	XP_038943481.1, XP_003751035.1	XP_045630925.1
OG0012673	XP_006247997.1, NP_446020.1	XP_045630862.1
OG0012674	NP_596909.1, XP_017452466.1	XP_045630930.1
OG0012675	NP_001025071.1	XP_045630909.1
OG0012676	NP_001292914.1	XP_045630988.1
OG0012677	XP_038941014.1, NP_542144.1	XP_045630848.1
OG0012678	XP_063125958.1, NP_001381515.1	XP_045630849.1
OG0012679	NP_001099326.1	XP_045670131.1
OG0012680	NP_001127971.2, XP_038941617.1	XP_045669939.1
OG0012681	NP_001128160.1, XP_038941613.1	XP_045670425.1
OG0012682	NP_001414384.1	XP_045670234.1
OG0012683	NP_620796.2	XP_045670540.1
OG0012684	XP_063125935.1, NP_001104836.1	XP_045670157.1
OG0012685	XP_063125325.1, NP_001414428.1	XP_045670394.1
OG0012686	XP_008766595.1, NP_001100538.1	XP_045670328.1
OG0012687	NP_001012143.2, XP_006247868.1	XP_045669790.1
OG0012688	XP_017453235.1, NP_001414251.1	XP_045669899.1
OG0012689	NP_001403824.1	XP_045670347.1
OG0012690	NP_001406598.1, XP_038943400.1	XP_045669776.1
OG0012691	XP_063125893.1, NP_073182.1	XP_045670146.1
OG0012692	NP_001100536.1	XP_045670047.1
OG0012693	NP_001103055.1	XP_045670386.1
OG0012694	NP_001101775.1, XP_038942358.1	XP_045669997.1
OG0012695	NP_001414074.1	XP_045669853.1
OG0012696	NP_001093941.1	XP_045670522.1
OG0012697	NP_001178584.1, XP_006247777.1	XP_045669909.1
OG0012698	NP_062128.1	XP_045670418.1
OG0012699	NP_001099318.2, XP_008766536.1	XP_045670191.1
OG0012700	XP_063125283.1, NP_001100531.1	XP_045670560.1
OG0012701	XP_063125281.1, NP_001100530.1	XP_045670531.1
OG0012702	XP_038942575.1, NP_001178855.1	XP_045669897.1
OG0012703	XP_063126230.1	XP_045670388.1
OG0012704	XP_063125263.1, NP_001013995.1	XP_045670385.1
OG0012705	XP_063125254.1, NP_001178581.1	XP_045670536.1
OG0012706	NP_001129305.2	XP_045669787.1
OG0012707	NP_068516.2	XP_045670559.1
OG0012708	NP_001099317.1	XP_045670380.1
OG0012709	XP_006247560.1, NP_001099316.1	XP_045670209.1
OG0012710	NP_058705.2	XP_045670437.1
OG0012711	XP_017452812.1, NP_942053.2	XP_045670355.1
OG0012712	XP_063126067.1, NP_445902.1	XP_045670500.1
OG0012713	NP_001100523.1	XP_045670497.1
OG0012714	XP_006247466.1, NP_001128073.2	XP_045669917.1
OG0012715	NP_001101769.1, XP_006247431.1	XP_045670470.1
OG0012716	NP_001400156.1	XP_045670028.1
OG0012717	NP_001010953.1	XP_045637678.1
OG0012718	NP_001028855.1	XP_045637578.1
OG0012719	NP_001009625.1	XP_045637579.1
OG0012721	XP_038942749.1, NP_001166922.1	XP_045637536.1
OG0012722	NP_001129276.1	XP_045637703.1
OG0012723	NP_036879.1, XP_006247319.1	XP_045637552.1
OG0012724	XP_038942017.1, NP_001100519.1	XP_045637600.1
OG0012725	XP_006247373.1, NP_998790.2	XP_045637514.1
OG0012726	NP_036941.1	XP_045637517.1
OG0012727	NP_058683.2	XP_045637471.1
OG0012728	NP_001004274.1	XP_045637539.1
OG0012729	NP_001100518.1, XP_006247366.1	XP_045637596.1
OG0012730	NP_001106893.2	XP_045637520.1
OG0012731	XP_006247334.1, NP_001008282.1	XP_045637524.1
OG0012732	XP_006247461.1, NP_001402695.1	XP_045633706.1
OG0012733	NP_001388429.1	XP_045633698.1
OG0012734	XP_006247471.1, NP_059042.2	XP_045633717.1
OG0012735	XP_038943660.1	XP_045633735.1
OG0012736	XP_038942321.1, NP_001101765.1	XP_045644786.1
OG0012737	XP_008766419.1	XP_045669769.1
OG0012738	XP_017452542.1, NP_775433.2	XP_045669726.1
OG0012739	XP_063126212.1	XP_045669772.1
OG0012740	NP_851595.1	XP_045628988.1
OG0012741	NP_001102509.2	XP_045669694.1
OG0012742	NP_001020137.1, XP_038941515.1	XP_045628972.1
OG0012743	NP_001008281.1	XP_045628995.1
OG0012744	NP_001019962.1, XP_006247263.1	XP_045628983.1
OG0012745	NP_542148.2, XP_038941015.1	XP_045629060.1
OG0012746	XP_063125475.1, NP_001101760.2	XP_045629041.1
OG0012747	NP_001240788.1, XP_063124779.1	XP_045629004.1
OG0012748	NP_001094234.1, XP_006247198.1	XP_045628963.1
OG0012749	NP_001009536.1	XP_045629282.1
OG0012750	NP_001103022.1, XP_038942797.1	XP_045629668.1
OG0012751	XP_038943302.1	XP_045629322.1
OG0012752	NP_001123249.1, XP_038942551.1	XP_045629295.1
OG0012753	NP_001385518.1	XP_045629458.1
OG0012754	XP_008766294.1, NP_001094100.2	XP_045629274.1
OG0012755	NP_001157208.1, XP_063125719.1	XP_045629430.1
OG0012756	NP_001004273.1	XP_045629438.1
OG0012757	NP_446172.1	XP_045629598.1
OG0012758	XP_038942898.1, NP_445871.2	XP_045629670.1
OG0012759	NP_001295077.1	XP_045629686.1
OG0012760	XP_006247080.1	XP_045629173.1
OG0012761	XP_006247056.1, NP_001121006.1	XP_045629462.1
OG0012762	NP_001100496.1, XP_063125144.1	XP_045629087.1
OG0012763	XP_038941951.1, NP_001012010.1	XP_045629413.1
OG0012764	NP_001414588.1, XP_038943573.1	XP_045629128.1
OG0012765	NP_001385732.1	XP_045629320.1
OG0012766	XP_006246986.1, NP_001369417.1	XP_045629534.1
OG0012767	NP_001020163.1	XP_045629451.1
OG0012768	NP_001013991.1	XP_045629171.1
OG0012769	NP_001006602.1	XP_045629310.1
OG0012770	NP_001102508.1, XP_006247006.1	XP_045629076.1
OG0012771	NP_001100487.1	XP_045629273.1
OG0012772	NP_001013135.2	XP_045629117.1
OG0012773	NP_114002.1, XP_038942874.1	XP_045629118.1
OG0012774	XP_008766357.1	XP_045629398.1
OG0012775	NP_620815.2, XP_006246947.1	XP_045629400.1
OG0012776	XP_038941949.1, NP_001100494.1	XP_045629176.1
OG0012777	NP_036968.1	XP_045629106.1
OG0012778	NP_446036.1, XP_006246976.1	XP_045629174.1
OG0012779	NP_001014249.1	XP_045629298.1
OG0012780	NP_001102507.1	XP_045629185.1
OG0012781	NP_001007612.1	XP_045629397.1
OG0012782	NP_112404.1	XP_045629079.1
OG0012783	NP_062175.1	XP_045629213.1
OG0012784	XP_006246802.1, NP_001100490.1	XP_045629614.1
OG0012785	NP_001385933.1	XP_045629619.1
OG0012786	XP_063125139.1, NP_001100491.1	XP_045629621.1
OG0012787	XP_063125121.1, NP_001292142.1	XP_045629221.1
OG0012788	XP_017452778.1, NP_001388583.1	XP_045629680.1
OG0012789	XP_017452952.1, NP_001020928.2	XP_045629423.1
OG0012790	NP_542958.3, XP_006246628.1	XP_045629361.1
OG0012791	NP_037129.1	XP_045629455.1
OG0012792	XP_003750600.1, NP_001013444.1	XP_045659622.1
OG0012793	NP_001101287.3	XP_045659628.1
OG0012794	XP_017447118.1, NP_001004231.1	XP_045659700.1
OG0012795	NP_001013098.2, XP_006233652.1	XP_045659711.1
OG0012797	NP_001102043.1, XP_038961279.1	XP_045659730.1
OG0012798	XP_038960302.1, NP_001099191.1	XP_045659746.1
OG0012799	NP_653346.2, XP_006233732.1	XP_045659774.1
OG0012800	NP_071639.1, XP_063140587.1	XP_045659767.1
OG0012801	NP_001029056.1	XP_045627114.1, XP_045627113.1
OG0012802	XP_038960659.1, NP_001100033.2	XP_045627237.1
OG0012803	XP_063139542.1, NP_001100032.1	XP_045627038.1
OG0012804	NP_001403412.1	XP_045627120.1
OG0012805	NP_001162031.1, XP_038960678.1	XP_045627247.1
OG0012806	NP_001102422.1, XP_063140331.1	XP_045627144.1
OG0012807	NP_077342.1	XP_045626974.1
OG0012808	NP_001414584.1, XP_006233967.1	XP_045626923.1
OG0012809	NP_001385860.1, XP_063140416.1	XP_045627256.1
OG0012810	NP_001030110.1	XP_045627258.1
OG0012811	NP_001013257.1	XP_045627137.1
OG0012812	NP_741984.3, XP_063140573.1	XP_045627201.1
OG0012813	NP_001005542.2	XP_045627208.1
OG0012814	NP_001020902.1, XP_006233898.1	XP_045627111.1
OG0012815	NP_001386509.1	XP_045627197.1
OG0012816	XP_063140142.1, NP_001386184.1	XP_045627089.1
OG0012817	NP_001386526.1	XP_045646872.1
OG0012818	NP_001101304.1	XP_045646884.1
OG0012819	XP_006234089.1, NP_001414612.1	XP_045646894.1
OG0012820	NP_037215.1	XP_045646902.1
OG0012821	NP_997676.1	XP_045646918.1
OG0012822	NP_001383750.1	XP_045646957.1
OG0012823	XP_006234128.1, NP_001101307.2	XP_045646973.1
OG0012824	NP_619724.3, XP_038960144.1	XP_045646978.1
OG0012825	XP_006241577.1	XP_045645763.1
OG0012826	XP_038935224.1, NP_001123979.1	XP_045635744.1
OG0012827	NP_062124.1	XP_045649194.1
OG0012828	XP_063124188.1	XP_045627627.1
OG0012829	NP_001178837.1	XP_045644339.1
OG0012830	NP_001026994.1, XP_063142603.1	XP_045644354.1
OG0012831	XP_038963293.1, NP_001034775.1	XP_045644355.1
OG0012832	NP_001386587.1	XP_045644149.1
OG0012833	NP_001013051.1	XP_045654482.1
OG0012834	NP_067712.2	XP_045645912.1
OG0012835	XP_063119162.1	XP_045645893.1
OG0012836	XP_063119192.1, NP_058945.2	XP_045645856.1
OG0012837	XP_063119159.1, NP_001011905.1	XP_045645810.1
OG0012838	NP_001032854.1, XP_006240808.1	XP_045645808.1
