Orthogroup	Rattus_norvegicus	Homo_sapiens
OG0011128	XP_063141669.1, NP_036994.2	NP_001177768.1, NP_000891.2
OG0011129	NP_037221.2	XP_024304728.1, NP_068776.2
OG0011130	NP_037236.1	NP_002169.1, XP_047284742.1
OG0011131	XP_006237329.1, NP_001178905.1	NP_775864.3
OG0011132	XP_006237280.2, NP_598307.1	NP_057699.2
OG0011133	NP_997500.1, XP_063142471.1	NP_001164209.1
OG0011135	XP_038963613.1, NP_001019433.1	XP_011518981.1
OG0011137	NP_037222.2	NP_055046.1
OG0011138	NP_446360.2, XP_038962875.1	NP_536859.1
OG0011139	NP_001002804.2, XP_063142499.1	NP_057630.2
OG0011140	NP_599203.1	NP_055533.2
OG0011141	NP_001013184.2	NP_001354292.1
OG0011142	NP_647556.1, XP_017447938.1	NP_001243399.1
OG0011143	NP_059033.1, XP_063142693.1	NP_000912.3
OG0011144	XP_063141757.1	NP_001400015.1
OG0011145	XP_038964819.1	NP_001138482.1
OG0011146	XP_001077890.1	NP_001139693.1, XP_011518844.1
OG0011147	NP_001014083.1, XP_008761678.1	NP_001339007.1
OG0011148	NP_001401983.1	XP_047284247.1
OG0011149	NP_001009627.1, XP_038943984.1	NP_001035526.1
OG0011150	NP_598295.2	XP_011536149.1, NP_443117.3
OG0011151	XP_063120352.1, NP_001128343.1	XP_011536030.1
OG0011152	NP_001128000.1	NP_001338052.1
OG0011153	XP_063120022.1, NP_001014225.1	NP_149115.2
OG0011154	XP_006257406.1, NP_001013123.2	NP_057678.1
OG0011155	XP_063118908.1, NP_001414238.1	NP_003473.3
OG0011156	NP_445819.1	NP_066382.1
OG0011157	XP_006257393.1, NP_037142.1	NP_001193638.1
OG0011158	NP_058804.1, XP_017450172.1	XP_011536387.1
OG0011159	NP_001178719.1	NP_116229.1
OG0011160	XP_063131133.1, NP_665710.2	NP_001263380.1
OG0011161	NP_569092.2	NP_000774.2
OG0011162	NP_001040573.1	NP_006553.2
OG0011163	NP_001099773.1, XP_038963529.1	NP_005510.1
OG0011164	XP_006237258.1, NP_001019505.2	NP_008952.1
OG0011165	XP_038963792.1, NP_001102113.1	NP_001116848.1
OG0011166	XP_232315.7	NP_001269791.1
OG0011167	NP_001099843.1	NP_683879.1
OG0011167	XP_006231338.1	NP_683878.2
OG0011168	NP_037352.2	NP_055206.2
OG0011169	NP_001099841.1, XP_017444537.1	NP_001275996.1
OG0011170	NP_001388156.1	NP_055994.2
OG0011171	XP_008758642.1, NP_001013171.1	NP_079230.1
OG0011172	NP_446187.1, XP_038963964.1	NP_060895.1
OG0011173	NP_599228.2, XP_017444227.1	NP_060528.3
OG0011174	NP_001102985.1, XP_006231629.1	NP_112489.3, XP_011538541.1
OG0011175	XP_063120675.1, NP_001101058.1	XP_047280496.1
OG0011176	NP_001107221.1	NP_060372.2
OG0011177	NP_001101070.1, XP_038936327.1	NP_071322.2
OG0011178	NP_074060.2, XP_063128884.1	XP_005270330.1
OG0011179	NP_001101072.1	NP_689523.1, XP_011538547.1
OG0011180	NP_001178563.1, XP_006231558.1	XP_006718110.1
OG0011181	NP_001127981.1	NP_001129672.1, NP_653192.2
OG0011182	NP_543166.2, XP_038938593.2	NP_065733.2
OG0011183	XP_063121139.1, NP_001101074.2	NP_001397987.1
OG0011184	NP_001020571.1, NP_001030311.1, XP_038958730.1	NP_005862.1
OG0011185	NP_001100914.1	NP_940916.2, XP_011538071.1
OG0011186	XP_038957385.1, NP_001387827.1	NP_065991.3, NP_001128523.1
OG0011187	XP_008758809.2	NP_997186.1, XP_016871524.1
OG0011188	XP_063137117.1	XP_011537642.1
OG0011189	NP_001100916.1, XP_038966275.1	NP_776152.1, XP_005269575.1
OG0011190	NP_001100917.2, XP_038966287.1	NP_001317096.1
OG0011191	NP_001013211.1	NP_001029097.1
OG0011192	NP_001101024.2, XP_063119483.1	NP_055752.1
OG0011193	XP_006230486.1, NP_001414736.1	NP_060587.8
OG0011194	XP_063138171.1, NP_037216.1	NP_001600.1, NP_001317103.1
OG0011195	NP_001041371.2	NP_001007794.1
OG0011196	NP_001099777.2	XP_047280844.1, NP_115558.3
OG0011197	XP_038943771.1	NP_001305062.1, XP_005269874.1
OG0011197	NP_001019459.1	NP_001121674.1
OG0011198	NP_001101977.1, XP_006230528.1	NP_612508.3
OG0011199	XP_063137078.1	XP_047281342.1, NP_001186978.2
OG0011200	XP_038963607.1, NP_001099779.1	NP_665805.2, NP_001382989.1
OG0011201	XP_006230646.1, NP_001388645.1	NP_612393.2
OG0011202	NP_001027015.1, XP_063128004.1	NP_001012526.2, NP_001378903.1
OG0011203	NP_001011971.2	NP_443130.1
OG0011204	NP_001101374.1, XP_038965688.1	NP_079107.6
OG0011205	NP_001101373.1, XP_006237889.1	NP_001273586.1
OG0011206	XP_063144489.1, NP_001121041.1	NP_001351839.1
OG0011207	NP_001402791.1	NP_065094.3, XP_016869135.1
OG0011208	XP_008761717.1, NP_001101368.1	NP_112220.2
OG0011209	NP_001019418.1	NP_057111.1
OG0011210	NP_001388217.1, XP_063136632.1	NP_001001481.3
OG0011211	XP_006232206.1, NP_001101131.1	NP_001349898.1
OG0011212	NP_001017466.2, XP_063138106.1	NP_689497.1
OG0011213	NP_001019928.1, XP_006237992.1	NP_008944.1, XP_005250817.1
OG0011214	NP_001101387.2	NP_003900.1, XP_005251150.1
OG0011215	NP_542954.2	NP_005932.2
OG0011216	NP_001178794.1, XP_017448959.1	NP_003812.1
OG0011217	XP_006237981.1, NP_001386498.1	NP_001119583.1
OG0011218	XP_006237978.4, NP_620228.1	NP_002476.2
OG0011219	XP_038953275.1, NP_001386262.1, XP_017449188.1	NP_001008495.2
OG0011220	NP_001100107.1	NP_859053.1, NP_005252.1
OG0011221	XP_063143645.1, NP_001101385.1	NP_056311.2
OG0011222	NP_851598.2	NP_150601.1, XP_011515688.1, NP_001129205.1
OG0011223	XP_063143969.1, NP_001007747.1	NP_808880.1
OG0011224	NP_596889.1, XP_006241582.1	NP_001350066.1
OG0011225	NP_062154.1	NP_065711.1
OG0011226	XP_001080051.2	NP_828848.3, XP_047288355.1
OG0011227	XP_063141051.1	XP_011519638.2
OG0011229	XP_063140227.1, NP_001014203.1	XP_016878197.1
OG0011230	XP_038960467.1, NP_001040554.1	XP_005254259.1, NP_689807.1
OG0011231	NP_062084.2	NP_005730.2, NP_001122074.1, XP_047288029.1
OG0011232	XP_017446923.1, NP_001257915.1	NP_009154.1
OG0011233	NP_036724.1	NP_002216.3
OG0011234	XP_008760317.1, NP_001164065.1	NP_733468.3
OG0011235	NP_001030120.1, XP_038961609.1	NP_001070736.1
OG0011236	NP_001386775.1, NP_001386776.1	NP_001123920.1
OG0011237	NP_001101230.1, XP_006234827.1	NP_061947.1
OG0011238	NP_077053.1, XP_038966958.1	NP_009167.1
OG0011239	NP_001102059.1, XP_006234843.1	NP_001122080.1, NP_055809.2
OG0011240	XP_063140348.1, NP_001414659.1	NP_056312.2, XP_005254344.1
OG0011241	NP_001171543.1, XP_063140437.1	NP_777576.1
OG0011242	NP_001402630.1, XP_006234899.2	NP_775771.3, XP_005254228.1
OG0011243	NP_001013222.1, XP_038961387.2	XP_047288284.1, NP_036274.3
OG0011244	XP_008760463.4	NP_443187.1, XP_016877392.1
OG0011245	NP_112257.2, XP_006234888.1	NP_001398018.1
OG0011246	XP_038943237.1	NP_005917.2
OG0011247	XP_017447229.1, NP_001402853.1	NP_079413.3
OG0011248	NP_742063.2	NP_037441.2
OG0011249	NP_001414195.1, XP_038962474.1	NP_001181927.1
OG0011250	XP_038960483.1, NP_001161999.1	NP_001180418.1
OG0011251	XP_038961765.1, NP_446157.2	NP_001288141.1, NP_060142.3
OG0011252	NP_001178671.1, XP_063139821.1	NP_031373.2
OG0011253	XP_008764580.1, NP_001414313.1	NP_001365386.1
OG0011254	NP_001100309.2, XP_006243468.1	NP_699205.1
OG0011255	XP_038937074.1	NP_001310832.1
OG0011256	NP_071514.2, XP_038936775.1	NP_001369277.1
OG0011257	XP_228538.3	NP_659489.1
OG0011258	XP_006243394.1	NP_001191379.1
OG0011259	XP_038937681.1, NP_001014233.1	NP_001018110.1, NP_689664.3
OG0011260	NP_062127.1	NP_001101.1, NP_001307499.1
OG0011261	XP_343421.3	NP_001035540.1, XP_011519989.1, NP_001035543.1
OG0011262	XP_038936816.1, NP_775124.1	NP_004989.2
OG0011263	XP_056840501.1	NP_065872.1
OG0011264	XP_063121841.1, NP_001074225.1	NP_001209.1
OG0011265	NP_001020595.2, XP_038937678.1	NP_006528.2
OG0011266	NP_001100302.2, XP_006243366.1	XP_005254734.1, NP_079074.2
OG0011267	XP_017451375.1, NP_071624.1	NP_001316534.1
OG0011268	NP_001128453.1, XP_038937436.1	NP_057297.2
OG0011269	XP_006243312.1, NP_001007804.1	XP_011519466.1, NP_006651.2
OG0011270	XP_038937432.1, NP_001014115.1	NP_060321.3
OG0011271	NP_001007664.1, XP_008764461.1	NP_001381724.1
OG0011272	XP_008764616.1, NP_001414368.1	XP_047288042.1
OG0011273	NP_001103113.1	NP_001316544.1
OG0011274	NP_001414674.1, XP_038938371.1	NP_060445.3
OG0011275	XP_038937035.1, NP_001100299.3	XP_011520428.1
OG0011276	XP_006243305.1, NP_001121047.1	NP_219501.3
OG0011277	XP_006243300.1, NP_001178723.1	NP_001397997.1
OG0011278	NP_001400722.1	NP_001004439.1, XP_011519665.1
OG0011279	NP_001101625.1, XP_038937410.1	NP_001354734.1
OG0011280	NP_001013126.2	NP_005735.2
OG0011281	XP_063121193.1, NP_001100296.1	NP_149017.2
OG0011282	XP_006243232.1, NP_001094193.1	NP_001352154.1
OG0011283	XP_006243219.1, NP_001100295.1	NP_001035826.1
OG0011284	XP_063121559.1, NP_001414234.1	NP_150241.2
OG0011285	XP_006243246.1, NP_001292167.1	NP_004800.2
OG0011286	XP_063121558.1	XP_011520387.1
OG0011287	NP_001004081.1, XP_038937013.1	NP_002426.1
OG0011288	NP_076445.1, XP_017451383.1	NP_001307707.1
OG0011289	XP_063120990.1, NP_640349.2	NP_001243423.1
OG0011290	NP_001100294.2, XP_006243175.1	NP_001308066.1
OG0011291	NP_058828.2	NP_001258766.1, NP_002893.1
OG0011292	NP_001385807.1, XP_038938304.2	NP_775740.1
OG0011293	NP_001359088.1	XP_011520543.3, NP_004875.2
OG0011294	XP_038955155.1	NP_001186456.2, NP_775839.4
OG0011295	NP_001385742.1	NP_001397706.1
OG0011296	NP_001414722.1, XP_006248043.1	NP_057290.2
OG0011297	XP_038944536.1, NP_001029176.1	NP_001257337.1
OG0011298	NP_001014002.1, XP_038944371.1	XP_011527752.1, NP_001307697.2
OG0011299	NP_942056.2	NP_008969.2, XP_047296636.1
OG0011300	NP_001178591.1	NP_055401.1, XP_011527839.1
OG0011301	NP_001120995.2	XP_016883889.1, NP_061817.1
OG0011302	NP_001178590.1, XP_038944355.1	NP_055640.2
OG0011303	XP_340967.4	NP_478067.2, XP_006724101.1
OG0011304	XP_063126500.1, NP_001008289.1	NP_067077.1
OG0011305	NP_001013062.1, XP_063126488.1	NP_665857.2
OG0011306	NP_001017483.1	NP_001351640.1, NP_001269466.1
OG0011307	XP_063126654.1, NP_001382557.1	NP_056173.1
OG0011308	NP_596888.1, XP_038943856.1	NP_001129626.1
OG0011309	NP_001006991.1, XP_006248217.1	NP_001073913.1, XP_047296655.1
OG0011310	NP_001100573.1, XP_017453501.1	NP_065690.2
OG0011311	NP_001414228.1, XP_017453586.1	XP_011527985.2
OG0011312	NP_001101089.1, XP_038954650.1	NP_076927.1
OG0011313	NP_001013256.1, XP_006256315.1	NP_004330.1
OG0011314	NP_001008308.1	NP_478070.1
OG0011315	NP_001101091.2, XP_063135227.1	XP_047296677.1, NP_598368.2
OG0011316	NP_001414192.1	NP_001839.2
OG0011317	XP_038955050.1, NP_112311.2	NP_001001438.1
OG0011318	NP_036719.2, XP_017454565.1	NP_004958.2
OG0011319	NP_001014010.1	NP_003934.1
OG0011320	NP_001386172.1	NP_057683.1
OG0011321	XP_038959070.1, NP_001037755.2	NP_001357903.1
OG0011322	NP_001026825.1	NP_005899.3, XP_047271648.1
OG0011323	NP_001401991.1	NP_001093896.1
OG0011324	XP_008759742.2, NP_001094463.1	XP_011530188.1, NP_777612.1
OG0011325	NP_001402013.1, XP_038958655.1	NP_003719.3, XP_005263378.1
OG0011326	NP_001012492.1, XP_038964615.1	XP_005263140.1
OG0011327	NP_001100676.1, XP_038947749.1	NP_001160165.1
OG0011328	NP_001257485.1, NP_001305119.1	NP_001304998.1
OG0011329	XP_038947592.1, NP_001009633.1	NP_620775.2
OG0011330	XP_006250737.1, NP_001037720.1	NP_056512.5
OG0011331	NP_001402015.1, XP_038947597.1	NP_079350.5
OG0011332	XP_038947598.1, NP_001099467.1	NP_064621.3, XP_047272045.1
OG0011333	NP_001406128.1	NP_001358487.1, NP_006410.1
OG0011334	NP_446453.1	XP_047272385.1, NP_005497.1
OG0011335	XP_006250812.1, NP_062252.2	NP_001276978.1
OG0011336	NP_001380742.1, XP_063138025.1	NP_898898.1, XP_005262774.1
OG0011337	XP_038944111.1, NP_001099352.2	NP_001382436.1
OG0011338	NP_001100571.1, XP_038944319.1	NP_001167621.1
OG0011339	XP_213639.6	XP_005247174.1, NP_705833.3
OG0011340	XP_038944307.1, NP_001358825.1, NP_001358824.1	NP_001186127.1
OG0011341	NP_997684.1, XP_008766867.1	NP_055635.3
OG0011342	NP_001100568.1	XP_047305044.1, NP_116176.2
OG0011343	NP_620788.2	NP_057331.2
OG0011344	NP_001008338.1	NP_060289.2
OG0011345	NP_001413967.1, XP_063126838.1	NP_001165218.1
OG0011346	XP_008766944.1, NP_001008762.2	NP_898884.1
OG0011347	NP_001128062.2, XP_063126741.1	NP_001157968.1
OG0011348	XP_017453647.1, NP_001101787.2	XP_047305129.1, NP_001288790.1
OG0011349	XP_038944410.1, NP_001178755.1	NP_060047.3
OG0011350	NP_001414694.1, XP_008766985.1	NP_065868.1
OG0011351	NP_058891.1	NP_001123536.1
OG0011352	NP_001013887.1	XP_006713750.1, NP_060736.1
OG0011353	NP_001094122.1	NP_689518.1
OG0011354	NP_620237.1, XP_006248439.1	NP_001280154.1, NP_056984.1
OG0011355	NP_954544.1, XP_008766955.1	NP_001356848.1
OG0011356	XP_038943976.1, NP_695207.2	NP_694547.2
OG0011357	XP_006248435.1, NP_114469.1	NP_002084.2
OG0011358	NP_001012145.1	NP_000178.2
OG0011359	NP_001101789.1	NP_001350894.1
OG0011360	XP_006248441.1, NP_620240.2	NP_001243415.1
OG0011361	XP_063126448.1, NP_001099345.1	XP_047303380.1
OG0011362	NP_599246.2, XP_038943877.1	NP_078886.2
OG0011363	NP_001402064.1, XP_038944268.1	NP_001397730.1, NP_001243276.1
OG0011364	XP_006248485.1, NP_705889.2	NP_078904.4, NP_001182412.2
OG0011365	NP_001121022.1, XP_063126714.1	XP_016862903.1, NP_003785.1
OG0011366	NP_001100560.1, XP_063126585.1	NP_073613.2
OG0011367	NP_001402659.1, XP_038944472.1	NP_001129521.3, XP_047305111.1
OG0011368	NP_997495.1, XP_038944427.1	NP_937827.1, XP_016861792.1
OG0011369	XP_038959640.1, XP_038959639.1	NP_001353086.1
OG0011370	NP_001102412.1	NP_115876.3
OG0011371	XP_038958790.1	NP_001157908.1, XP_011511119.1
OG0011372	XP_006232150.1, NP_001289818.1	XP_011512453.1, NP_612357.4
OG0011373	XP_038958147.1, NP_001032737.1	XP_047273278.1, NP_061891.1
OG0011374	NP_001292203.1, XP_008759048.1	NP_005876.2
OG0011375	XP_038958769.1, NP_001102648.1	NP_954584.2
OG0011376	NP_001099567.2, XP_006227831.1	NP_115662.2
OG0011377	XP_063129356.1, NP_001410618.1	NP_004544.1
OG0011378	XP_006227853.1, NP_001101710.1	NP_110409.2, XP_011512446.1
OG0011379	NP_001100924.1, XP_063144432.1	XP_005248439.1
OG0011380	NP_001400969.1, NP_036786.2	NP_004165.2
OG0011381	XP_063127889.1, NP_001102803.1	NP_001073947.1
OG0011382	XP_063138552.1, NP_071993.1	NP_001362753.1
OG0011383	XP_008759146.1, NP_001101135.1	NP_003931.2, XP_011511571.1
OG0011384	XP_063138123.1	NP_001013457.1, NP_005078.2
OG0011385	XP_038944199.1, NP_001012015.1	XP_005247417.1, NP_055213.2
OG0011386	NP_001030326.1, XP_038944015.2	NP_061092.3, XP_005247639.1
OG0011387	NP_001135835.1, XP_063126400.1	NP_005778.1, NP_001006942.1
OG0011388	NP_001388324.1	NP_777568.1, XP_011510762.1, NP_848018.1
OG0011389	NP_001178776.1, XP_008759278.1	NP_073573.3
OG0011390	NP_001127881.1	NP_001012303.2, NP_006208.1, NP_001381256.1
OG0011391	NP_001128087.1	NP_066000.2
OG0011392	NP_446320.1	NP_001352852.1
OG0011393	XP_038959896.1	XP_011510914.1, NP_996898.2
OG0011394	NP_074042.1	NP_001355883.1, NP_733936.1
OG0011395	NP_001094458.1, XP_038944517.1	XP_016868757.1
OG0011396	NP_001034695.1, XP_063132253.1	NP_001491.1
OG0011397	NP_072146.1, XP_006253907.1	XP_011513103.1, NP_056297.1
OG0011398	NP_001387837.1	NP_001158312.1, XP_047295430.1
OG0011399	XP_006253870.1, NP_001012052.1	NP_001164163.1
OG0011400	NP_001100817.1, XP_006253869.1	NP_958437.1
OG0011401	NP_001099576.1	NP_004271.1
OG0011402	NP_001032433.1	NP_060376.2, XP_011513023.1
OG0011403	XP_038951324.1, NP_037268.2	NP_001229886.1
OG0011404	XP_063132758.1	XP_011513018.1, NP_060240.3
OG0011405	XP_017456088.2, NP_001101880.1	NP_001238830.1, NP_001035370.1, NP_004224.1
OG0011406	NP_001100814.2, XP_063132444.1	XP_016866278.1, NP_037394.2
OG0011407	NP_001093940.1, XP_017455946.1	NP_001265138.1
OG0011408	XP_038951938.1, NP_001102590.1	NP_001073949.1, XP_006715062.1
OG0011409	NP_001014031.2, XP_017456019.1	XP_011513314.1
OG0011410	XP_063132355.1, NP_445753.1	NP_000401.1
OG0011411	NP_001099583.1, XP_063132265.1	NP_005316.1
OG0011412	NP_001020845.1, XP_063132512.1	NP_037507.1
OG0011413	NP_001028882.1, XP_063132737.1	NP_005856.1, XP_016865650.1
OG0011414	NP_001009176.1, XP_063135062.1	XP_011512523.1
OG0011415	NP_001100022.1	NP_001003845.1, XP_005246599.1
OG0011416	NP_001011960.1, XP_063139488.1	XP_047299451.1, NP_872327.2
OG0011417	XP_017447163.1	NP_001363332.1
OG0011418	NP_001014201.1, XP_006234273.1	NP_001121684.1
OG0011419	NP_571987.1, XP_006234331.1	XP_011510411.1
OG0011420	NP_001363948.1, XP_063140188.1	NP_001338466.1
OG0011421	NP_001120958.1, XP_038960773.1	XP_047299282.1, NP_001078916.1
OG0011422	NP_001386198.1	NP_003696.2
OG0011423	NP_001009657.1, XP_017447113.1	XP_006712871.1, NP_003633.2
OG0011424	NP_001100564.1	NP_002139.2
OG0011425	NP_001008287.1, XP_006234432.1	NP_006545.1
OG0011426	NP_001013095.1	NP_061964.3, XP_047301533.1
OG0011427	NP_001099955.2	NP_001397901.1, NP_001128684.1, NP_851939.1
OG0011428	XP_003749542.2	XP_011509293.1
OG0011429	XP_017447194.1, NP_001101207.1	NP_000876.3
OG0011430	NP_001101208.1, XP_017447196.1	NP_001123917.1
OG0011431	NP_001386124.1	NP_000384.2, XP_011508875.1
OG0011432	NP_113984.1	XP_016858726.1
OG0011433	XP_008765382.1, NP_001388875.1	NP_001096129.1
OG0011434	XP_038940485.1	XP_011508975.1, NP_653309.3, NP_001364997.1
OG0011435	XP_038940113.1, NP_074047.2	NP_001308241.1
OG0011436	NP_001399692.1, XP_038939531.1	NP_001074008.1
OG0011437	NP_001178736.3, XP_017451840.1	NP_001354424.1
OG0011438	NP_445878.1	NP_036565.2
OG0011439	NP_001009671.1	NP_001307748.1, NP_079423.1
OG0011440	NP_445908.2	NP_006217.3
OG0011441	NP_001163944.1, XP_017451845.1	NP_001034782.1, XP_047299227.1
OG0011442	NP_001395988.1	XP_047299461.1
OG0011443	XP_038940777.1	XP_006712761.1
OG0011444	NP_001102268.2, XP_038939789.1	XP_047301494.1
OG0011445	NP_110496.1, XP_006245101.1	NP_957718.1, XP_047302126.1
OG0011446	NP_001025070.2	NP_001397914.1, XP_005246989.1
OG0011447	NP_776210.2	NP_003459.2
OG0011448	NP_112351.2	NP_005039.1
OG0011449	XP_008765509.1	NP_001137381.1, NP_001305855.1
OG0011450	NP_001400873.1, XP_038940034.1	NP_001073969.1
OG0011451	XP_063123455.1, NP_803154.2	NP_066964.1
OG0011452	NP_001012004.2, XP_006245234.1	NP_071898.2, XP_016860184.1
OG0011453	XP_038939900.1, NP_001102476.1	NP_001138362.1
OG0011454	NP_001014241.2, XP_063123481.1	NP_001035869.1
OG0011455	NP_071570.2, XP_063123739.1	NP_061144.4
OG0011456	XP_006245290.1, NP_001005906.1	NP_078812.3
OG0011457	NP_036722.1	NP_002182.1
OG0011458	NP_001101688.1, XP_017451936.1	XP_006712709.1
OG0011459	NP_067088.2, XP_063123729.1	NP_149055.2, XP_016860109.1
OG0011460	XP_063122738.1, NP_036951.1	XP_005246574.1, NP_001599.1
OG0011461	NP_849178.2, XP_063123046.1	NP_000775.1
OG0011462	NP_001388196.1, XP_006249811.1, NP_037070.2	XP_011507546.1, NP_001901.1
OG0011464	NP_001273951.1, XP_063128014.1	NP_001034241.1
OG0011465	NP_001000084.1	NP_001005184.2
OG0011466	XP_063128147.1, NP_001099422.1	XP_047290962.1, NP_005677.2
OG0011467	NP_001406523.1, XP_063128534.1	NP_001284689.1
OG0011468	XP_017454366.1, NP_001102540.1	XP_016855803.1, NP_940849.1
OG0011469	NP_001414768.1, XP_063128509.1	XP_011507599.1, NP_055750.2
OG0011470	XP_063128474.1, NP_001292057.1	NP_055673.2
OG0011471	XP_038946542.1, NP_001007618.1	XP_047287265.1, NP_112214.3
OG0011472	NP_001102324.1, XP_017454364.1	NP_054721.1
OG0011473	NP_942057.2, XP_017454291.1	XP_006711357.1
OG0011474	NP_001100653.1	XP_006711558.1
OG0011475	NP_445905.1	NP_002914.1
OG0011476	XP_006250487.1, NP_001019409.1	NP_004437.2
OG0011477	XP_006250491.1, NP_741987.1	XP_005273055.1
OG0011478	NP_001385537.1	NP_060530.3
OG0011479	NP_001128334.1, XP_038946720.1	XP_047277739.1
OG0011480	XP_063133078.1, XP_038952113.1, NP_058989.1	NP_787062.1
OG0011481	XP_063128437.1, NP_001100666.1	XP_011507610.1
OG0011482	NP_076449.1	NP_005090.3, XP_047290860.1, NP_001307265.1
OG0011483	NP_001099438.1, XP_006250302.1	XP_011507965.1
OG0011484	XP_038946846.1, NP_001101820.1	NP_001007256.1, NP_689579.3
OG0011485	NP_113965.1, XP_006250328.1	NP_001263302.1
OG0011486	XP_063128089.1, NP_620803.1	XP_047290967.1, NP_001242959.1
OG0011487	NP_001178861.1	NP_001171643.1, XP_047299822.1
OG0011488	NP_001128012.1, XP_063128440.1	NP_001091868.1
OG0011489	NP_001153066.1	NP_001222.3
OG0011490	NP_001399746.1	XP_024304528.1, NP_067012.1
OG0011491	NP_001011908.3	NP_003117.2, XP_011508218.1
OG0011492	NP_001399554.1, NP_859043.1	NP_002247.3
OG0011494	NP_001341484.1, NP_001341485.1	NP_001341402.1
OG0011495	NP_536729.1, XP_063128881.1, XP_038943268.1	NP_009031.1
OG0011496	NP_001029135.1, XP_017457623.1	NP_005035.1
OG0011497	XP_006256928.1, NP_001385656.1	NP_689794.1
OG0011498	XP_006256950.1, NP_036653.1	NP_004048.1, XP_016885330.1
OG0011499	XP_038956122.1	NP_006080.1, XP_016884708.1
OG0011500	NP_001098113.1	NP_000321.1
OG0011501	NP_001178933.1	NP_004577.1, XP_011543857.1
OG0011502	NP_037136.2, XP_038955431.1	NP_000435.3
OG0011503	NP_001178663.1	XP_011543751.1, NP_775766.2
OG0011504	XP_038956160.1	NP_789789.2, XP_005272727.1
OG0011505	XP_038955949.1	NP_001243125.1
OG0011506	NP_001165574.1	NP_006866.2, XP_047297748.1
OG0011507	NP_001388105.1	NP_149992.3
OG0011508	NP_001129309.1	NP_054727.1, XP_005272656.1
OG0011509	NP_113870.1	NP_004484.1
OG0011510	XP_006257139.1, NP_001020918.1	NP_776195.2
OG0011511	NP_001414538.1	NP_056501.2, XP_011529210.1
OG0011512	NP_001092144.1	NP_060139.2, NP_001009954.1
OG0011513	XP_017457598.1, NP_001119845.2	NP_001397654.1
OG0011514	XP_006257207.1, NP_001034190.1	NP_659406.1
OG0011515	NP_001382500.1	NP_001170950.1
OG0011516	XP_038955513.1, NP_001100404.1	NP_001294869.1
OG0011517	XP_038956180.1, NP_001414307.1	NP_006720.1
OG0011518	NP_001166820.1	NP_919445.1
OG0011519	XP_038955989.1, NP_001102890.1	NP_001311172.1
OG0011520	XP_006257376.1, NP_446075.1	XP_024308119.1
OG0011521	NP_955796.2, XP_006257435.1	NP_001137453.1, XP_005262279.1
OG0011522	XP_063135891.1, NP_665732.2	XP_047298052.1, NP_001551.1
OG0011523	XP_063136633.1	NP_065772.1
OG0011524	XP_003752180.2	NP_660348.2
OG0011525	NP_001129345.1, XP_006257517.1	XP_016885226.1
OG0011526	NP_445833.2, XP_006257555.1	NP_001135919.1
OG0011527	NP_001128464.1, XP_006257592.1	NP_061863.1, XP_006724826.1
OG0011528	NP_001107258.2	NP_057108.2
OG0011529	NP_001178665.1, XP_063136162.1	NP_057626.2
OG0011530	XP_038955534.1, NP_001100419.1	NP_001373820.1
OG0011531	XP_017457459.1, NP_001178655.1	NP_001070656.1
OG0011532	NP_001014130.1, XP_006257642.1	NP_001439.2
OG0011533	XP_038956486.1	XP_011529571.1, NP_722576.3
OG0011534	XP_017457913.1, NP_001414217.1	NP_002016.2
OG0011536	XP_038955956.1, NP_075579.1	XP_024308128.1, NP_004952.2
OG0011537	XP_038955450.1, NP_001264201.1	NP_001372410.1
OG0011538	NP_908934.1, XP_006229620.1	NP_055185.2
OG0011539	XP_017457629.1, NP_059041.2	NP_000416.1
OG0011540	NP_001101051.2, XP_006229639.1	NP_059984.3
OG0011541	NP_001102794.1, XP_063136329.1	NP_001164603.1
OG0011542	XP_017457480.1, NP_848016.1	NP_001156806.1
OG0011543	NP_113868.1, XP_038955933.1	NP_002556.1
OG0011544	NP_001159814.1, XP_063135954.1	NP_059112.1
OG0011546	NP_001381209.1	NP_056437.4, NP_932765.1, XP_047276421.1
OG0011547	XP_017444133.1, NP_569087.1	NP_150281.1
OG0011549	NP_001000833.1, NP_001000099.1	NP_001005465.1
OG0011550	NP_001007730.1	NP_002610.1, NP_002611.1, NP_001350281.1
OG0011551	NP_001100722.1, NP_001387905.1, NP_001387904.1	NP_001364280.1
OG0011552	NP_001388006.1, XP_008770792.1	NP_689862.1
OG0011553	NP_071584.1, XP_038946987.1	NP_009171.1
OG0011554	NP_787065.2	NP_891988.1
OG0011556	NP_443212.1, XP_038944598.1	NP_071285.1
OG0011558	NP_001406700.1, XP_001066168.4	NP_001264307.1, XP_011526486.1
OG0011559	NP_001386264.1, XP_063140334.1	NP_001263303.1
OG0011560	NP_001013947.1, XP_038963142.1	NP_001230280.2
OG0011561	XP_063138829.1	NP_001244328.1
OG0011562	NP_001009175.1, XP_063135396.1	NP_619645.1, XP_011512608.1, NP_001273562.1
OG0011563	NP_001128178.2, XP_038955316.1, NP_001263363.1, XP_063130914.1	XP_047298466.1, NP_110390.1
OG0011564	XP_017453324.1	XP_016864521.1, NP_001292323.2, NP_001096079.2, NP_001292322.2
OG0011565	XP_038954062.1	NP_079198.2, NP_001172105.1
OG0011566	NP_001101702.1	NP_001035535.1
OG0011567	NP_112301.1, XP_063120365.1	NP_001369593.1, NP_001369594.1, NP_005300.1
