Orthogroup	Rattus_norvegicus	Echinops_telfairi
OG0013369	NP_742069.1	XP_004716631.1
OG0013370	XP_063138242.1	XP_004716643.1
OG0013371	XP_063137165.1, NP_001414272.1	XP_045151556.1
OG0013372	NP_001007639.1	XP_004716705.2
OG0013373	NP_001101165.1	XP_004716676.1
OG0013374	NP_001101166.1, XP_006232944.1	XP_004716672.1
OG0013375	XP_038959158.1, NP_112345.1	XP_045151573.1
OG0013376	NP_001101163.1, XP_008759517.1	XP_045151551.1
OG0013377	NP_001347679.1, XP_006232952.1	XP_045151652.1
OG0013378	NP_001103621.1, NP_690060.2	XP_004716687.1
OG0013379	NP_001102659.1	XP_004716697.1
OG0013380	XP_038957649.1, NP_620784.3	XP_045147939.1
OG0013381	XP_006233150.1, NP_001101183.1	XP_012859354.3
OG0013382	XP_006233161.1, NP_001178640.1	XP_004699576.1
OG0013383	NP_775162.1	XP_045144798.1, XP_045144799.1
OG0013384	XP_063143100.1, NP_058881.1	XP_004717271.1
OG0013385	NP_001376141.1	XP_004713800.1
OG0013386	NP_001388733.1	XP_012862890.2
OG0013387	NP_001007626.1	XP_004708214.4
OG0013388	XP_038964002.1, NP_001382541.1	XP_004702845.1
OG0013389	NP_536330.2	XP_045142221.1
OG0013390	NP_001041419.1, NP_001100826.1	XP_004708085.1
OG0013391	NP_001094472.2, XP_063132809.1	XP_045142218.1
OG0013392	XP_038951648.1, NP_001386247.1	XP_045142297.1
OG0013393	XP_038952060.1	XP_045142216.1
OG0013394	XP_038968140.1	XP_045144863.1
OG0013395	XP_017449526.3	XP_012860084.1
OG0013396	NP_001414780.1, XP_038969089.1	XP_012860143.1
OG0013397	NP_001386192.1	XP_045144721.1
OG0013398	NP_446228.2, XP_008760850.1	XP_045144973.1
OG0013399	XP_063142027.1, NP_001129344.1	XP_004702847.1
OG0013400	XP_063141422.1	XP_012860088.2
OG0013401	XP_063128082.1, NP_062241.2	XP_045146373.1
OG0013402	XP_006230649.2	XP_045146379.1
OG0013403	XP_002728878.1	XP_004718227.1
OG0013404	XP_063137092.1	XP_004717245.2, XP_045146352.1
OG0013405	NP_001121012.1, XP_063119987.1	XP_004717248.1
OG0013406	NP_001388282.1, XP_006230572.1	XP_045146351.1
OG0013407	NP_599230.2	XP_004708339.1
OG0013408	NP_001406476.1, XP_008760297.2	XP_004718129.2
OG0013409	XP_063141012.1	XP_004708331.1
OG0013410	NP_001102056.1	XP_004708320.1
OG0013411	NP_001138334.1, XP_063140658.1	XP_045147002.1
OG0013412	XP_038961797.1, NP_001108519.1	XP_004708319.1
OG0013413	NP_001101990.1, XP_063124536.1	XP_004714981.2
OG0013414	XP_063137076.1, NP_001162591.1	XP_045152989.1
OG0013415	XP_038964643.1, NP_001009649.1	XP_004714975.2
OG0013416	NP_001101210.1, XP_006234514.1	XP_045153036.1
OG0013417	NP_001007644.1	XP_004714969.1
OG0013418	NP_001381943.1	XP_004714957.1
OG0013419	XP_038960817.1, NP_001101214.1	XP_045147051.1
OG0013420	XP_038960820.1, NP_001013177.3	XP_012861532.1
OG0013421	XP_038961339.1	XP_045146956.1
OG0013422	XP_006234594.1, NP_001005892.1	XP_045147056.1
OG0013423	NP_446037.1, XP_063140821.1	XP_045146828.1
OG0013424	NP_112612.2	XP_012861527.1
OG0013425	NP_001127813.3, XP_008760252.2	XP_045146771.1
OG0013426	XP_038961358.1, NP_001005562.1	XP_004708382.1
OG0013427	NP_001012088.2, XP_063139742.1	XP_004708378.1
OG0013428	NP_001258459.1, XP_017447537.1	XP_004708374.1
OG0013429	NP_001101979.2	XP_004717257.3
OG0013430	XP_008758232.1, NP_112270.2	XP_012863918.1
OG0013431	NP_071510.1, XP_063136843.1	XP_030741557.1
OG0013432	NP_001102629.1, XP_038943799.1	XP_045146378.1
OG0013433	XP_063121928.1, NP_852145.2	XP_045153217.1
OG0013434	XP_038957225.1, XP_038957224.1, XP_038957227.1, XP_038957230.1	XP_012862922.1
OG0013436	XP_008758350.1, NP_001382028.1	XP_004713651.1
OG0013437	XP_063142869.1, NP_001006973.1	XP_004713642.1
OG0013438	XP_063124199.1, NP_001387779.1	XP_004713781.1
OG0013439	NP_001010962.2, XP_063124245.1	XP_004713637.1
OG0013440	NP_001414721.1, XP_017445767.1	XP_004713772.1
OG0013441	NP_001414523.1, XP_063138223.1	XP_004713635.1
OG0013442	NP_001386680.1	XP_045153257.1
OG0013443	NP_001013213.1, XP_006230903.1	XP_045153248.1
OG0013444	XP_006230904.1, NP_001101984.1	XP_045153087.1
OG0013445	XP_038964214.1, NP_001099793.1	XP_004713631.1
OG0013446	XP_008758314.1, NP_062040.2	XP_004713763.1
OG0013447	NP_596879.1, XP_038940767.1	XP_004713620.1
OG0013448	XP_063133038.1, NP_742014.2	XP_004713606.1
OG0013449	NP_113784.1	XP_030744925.1
OG0013450	NP_001071136.1, XP_006230803.1	XP_004713748.2
OG0013451	NP_037085.1	XP_004713599.1
OG0013452	XP_006230804.1, NP_001264270.1	XP_004713595.3
OG0013453	NP_001388632.1, XP_063138517.1	XP_004713592.1
OG0013454	XP_038935474.1	XP_045153099.1
OG0013455	NP_001013168.1	XP_012862927.3
OG0013456	NP_001414418.1	XP_004713737.1
OG0013457	NP_001011938.1, XP_006230811.3	XP_045153100.1
OG0013458	NP_001101986.1, XP_006230912.1	XP_045153102.1
OG0013460	NP_001019923.1	XP_012862898.1
OG0013462	NP_001387746.1, XP_006231015.1	XP_045153108.1
OG0013463	NP_001103015.1	XP_045153111.1
OG0013464	NP_001103032.1, XP_063130742.1	XP_030743427.1
OG0013465	NP_001037706.1, XP_006230874.1	XP_045153066.1
OG0013466	NP_001034096.1, XP_006230830.1	XP_045153125.1
OG0013467	NP_067590.2	XP_004713545.2
OG0013468	XP_063120498.1, NP_001292149.1	XP_004713680.1
OG0013469	NP_001103049.1, XP_006231064.1	XP_004713679.1
OG0013470	NP_446110.1	XP_030742962.1
OG0013471	NP_001121656.1	XP_045153136.1
OG0013472	NP_599238.1, XP_038946135.1	XP_045153031.1
OG0013473	XP_063128842.1, NP_741992.2	XP_004715100.1
OG0013474	NP_647549.2, XP_006231076.1	XP_004714986.1
OG0013476	NP_001001052.1	XP_004708566.1
OG0013477	NP_001000922.1	XP_004708509.1
OG0013478	NP_001093991.1	XP_030743395.1
OG0013479	XP_574595.3	XP_004713777.1
OG0013480	XP_063133722.1, XP_063133723.1, XP_038947210.1	XP_045140520.1, XP_030744708.1
OG0013482	XP_006254672.2	XP_045154216.1
OG0013483	NP_001107864.1	XP_004711971.1
OG0013484	XP_038953606.1, NP_001402001.1	XP_004712198.2
OG0013485	NP_001103028.1	XP_045149489.1
OG0013486	NP_001103026.1	XP_012862563.2
OG0013487	XP_063138132.1, NP_001380725.1	XP_045143336.1
OG0013488	XP_017446346.1, NP_001382032.1	XP_004711918.1
OG0013489	NP_001099898.2, XP_038957933.1	XP_045143330.1
OG0013490	XP_038959555.1, NP_001408037.1	XP_030740646.1
OG0013491	NP_001401971.1	XP_012862492.1
OG0013492	XP_008759155.1, NP_001402011.1	XP_030740650.1
OG0013493	NP_001258080.1	XP_045143335.1
OG0013494	NP_001012180.1	XP_045146150.1
OG0013495	XP_063137635.1, NP_001020577.1	XP_004716544.1
OG0013496	NP_446154.3, XP_008759125.1	XP_004716545.1
OG0013497	XP_063142792.1, NP_001414444.1	XP_045146149.1
OG0013498	XP_038939488.1	XP_045154261.1
OG0013499	XP_006254662.1, NP_001178870.1	XP_045154259.1
OG0013500	NP_446411.1, XP_006254558.2	XP_004703904.1
OG0013501	NP_001099420.1, XP_006249733.1	XP_004711952.1
OG0013502	XP_038947212.1	XP_045143354.1
OG0013503	XP_006249763.1	XP_030743847.1
OG0013504	NP_001389243.1	XP_045143355.1
OG0013505	NP_001012025.1, XP_006249761.1	XP_004703939.1
OG0013506	XP_008759839.4	XP_045154349.1
OG0013507	XP_056841390.1	XP_045154462.1
OG0013508	NP_001007642.1	XP_004703886.1
OG0013509	XP_038962712.1	XP_030743612.1
OG0013510	NP_001093994.1, XP_006232384.1	XP_004712184.1
OG0013511	XP_017448577.2	XP_045146053.1
OG0013512	NP_942025.1	XP_004702469.1
OG0013513	NP_001102832.2	XP_004715251.1
OG0013514	XP_063131995.1	XP_004698186.1
OG0013515	XP_038954072.1	XP_045145634.1
OG0013516	XP_006242739.1	XP_012863820.2
OG0013517	NP_001388159.1	XP_045146232.1
OG0013518	XP_006240950.1, NP_001008322.1	XP_004714345.1
OG0013519	NP_665724.1, XP_063119094.1	XP_004714346.1
OG0013521	XP_063131204.1, NP_783170.1	XP_045153333.1
OG0013522	XP_038938756.1	XP_045153646.1
OG0013523	XP_063131803.1, NP_001178010.1	XP_004715518.1
OG0013524	NP_852049.1	XP_045155998.1
OG0013525	XP_038934167.1	XP_045155967.1
OG0013526	XP_002729441.4	XP_004702365.2
OG0013527	XP_001066120.2	XP_012859991.2
OG0013528	XP_038963297.1, NP_001100078.1	XP_004702524.2
OG0013529	NP_671706.1	XP_045146075.1
OG0013530	NP_861433.2	XP_004702569.1
OG0013531	NP_001007746.1	XP_004702425.1
OG0013532	XP_038940772.1, NP_001013449.1	XP_012860028.1
OG0013533	XP_038962917.1, NP_612544.2	XP_045146069.1
OG0013534	NP_001020579.1	XP_004702431.1
OG0013535	NP_001381981.2	XP_045146066.1
OG0013536	XP_063142748.1, NP_001414177.1	XP_045145980.1
OG0013537	XP_063141551.1, NP_036640.1	XP_045145903.1
OG0013538	NP_001006979.1	XP_045145930.1
OG0013539	NP_001019504.2	XP_045145992.1
OG0013540	XP_038963556.1, NP_001101350.1	XP_045145777.1
OG0013541	NP_001100084.1, XP_017448059.1	XP_045145882.1
OG0013542	NP_445780.2	XP_004714170.1
OG0013543	NP_001386529.1	XP_045146051.1
OG0013545	XP_038964255.1, NP_076462.1	XP_012860073.3
OG0013546	XP_008768866.1	XP_030741467.1
OG0013547	XP_006251786.3	XP_030741406.2
OG0013548	XP_063131137.1, NP_001406482.1	XP_045146064.1
OG0013549	NP_001099531.1, XP_006252636.1	XP_045145962.1
OG0013550	XP_038951150.1	XP_012859979.1
OG0013551	XP_063131368.1, NP_001414614.1	XP_045153320.1
OG0013552	NP_001009271.1, XP_008769208.3	XP_045153328.1
OG0013553	XP_038950193.1, NP_001029277.1	XP_004715259.1
OG0013554	NP_001387993.1	XP_030743468.1, XP_012859737.1
OG0013555	NP_001032644.1	XP_045153347.1
OG0013556	NP_001102767.1, XP_063136618.1	XP_004711255.1
OG0013557	XP_038938550.1	XP_045153311.1
OG0013558	XP_006243803.1, NP_001380849.1	XP_030743465.1
OG0013559	NP_001006989.2	XP_004704026.1
OG0013560	NP_954530.2, XP_006243813.1	XP_045153377.1
OG0013561	XP_063121324.1, NP_001380856.1	XP_004704035.1
OG0013562	XP_063121327.1, NP_001100329.1	XP_045153496.1
OG0013563	NP_001013267.1, XP_006243888.1	XP_004704042.1
OG0013564	NP_476552.2	XP_004704046.1
OG0013565	XP_006244056.1	XP_045153638.1
OG0013566	NP_001386254.1	XP_004704049.1
OG0013567	NP_001414249.1, XP_006244070.1	XP_045153637.1
OG0013569	XP_006244253.1, NP_001019437.1	XP_045153399.1
OG0013570	NP_001385567.1	XP_004708598.1
OG0013571	XP_063121929.1, NP_001178815.1	XP_030742833.2
OG0013573	NP_001099549.2	XP_004705288.2
OG0013574	NP_001101869.1, XP_063131579.1	XP_045154964.1
OG0013575	XP_006252964.1, NP_001100777.1	XP_004705567.1
OG0013576	NP_001099548.1, XP_017455525.1	XP_004705569.1
OG0013577	NP_001099547.2	XP_004705293.1
OG0013578	XP_038950261.1, NP_001099545.1	XP_030743905.1
OG0013579	XP_038950258.1, NP_001099544.1	XP_045155178.1
OG0013580	XP_038950759.1, NP_001128268.1	XP_045155185.1
OG0013581	NP_001099537.1	XP_045155188.1
OG0013582	NP_001011919.1	XP_045155018.1
OG0013583	XP_006252917.1, NP_001162571.1	XP_045155007.1
OG0013584	XP_038950913.1	XP_004715579.2
OG0013585	NP_001099534.1, XP_006252858.1	XP_045145613.1
OG0013586	NP_001414328.1, XP_008763383.1	XP_004715527.2
OG0013587	NP_001178805.1	XP_004715597.3
OG0013588	NP_114454.2	XP_004715532.1
OG0013589	NP_001382078.1	XP_045150159.1
OG0013590	NP_001101912.1	XP_004715537.1
OG0013591	XP_006255307.1, NP_058871.2	XP_045145621.1
OG0013592	XP_006255297.1, NP_001099415.1	XP_045145691.1
OG0013593	NP_110493.1	XP_004715557.1
OG0013594	NP_851603.1	XP_045145641.1
OG0013595	NP_612548.1	XP_004715648.1
OG0013596	XP_063134044.1, NP_001100636.1	XP_004715572.1
OG0013597	NP_001075103.1	XP_045145643.1
OG0013598	XP_063121128.1, NP_001100275.1	XP_004716879.1
OG0013599	NP_001296386.1, XP_063121408.1	XP_045146341.1
OG0013600	XP_006242690.1, NP_001005881.2	XP_045146282.1
OG0013601	XP_038938184.1, NP_001385801.1	XP_004716885.1
OG0013602	XP_006242670.1, NP_037331.1	XP_004716892.1
OG0013603	NP_001128187.1, XP_038937639.1	XP_045146302.1
OG0013605	NP_001165550.1	XP_045146227.1
OG0013607	NP_001101798.1	XP_004717403.2
OG0013608	NP_001099373.1, XP_006248816.1	XP_045146246.1
OG0013609	XP_038945069.1, NP_001099372.1	XP_045146324.1
OG0013610	NP_001138312.1, XP_006248838.1	XP_045146244.1
OG0013611	XP_008767175.1	XP_045146290.1
OG0013612	XP_006241190.1, NP_001014223.1	XP_012863964.1
OG0013613	XP_063140951.1, NP_001100242.2	XP_004717389.1
OG0013614	NP_116006.1	XP_004717390.1
OG0013615	NP_001029280.1	XP_045146276.1
OG0013616	XP_038934958.1, NP_001101546.1	XP_045146234.1
OG0013617	XP_006241179.1	XP_045146235.1
OG0013618	NP_001119761.2, XP_038939864.1	XP_004714295.1
OG0013619	XP_006244376.1, NP_001030095.1	XP_004714307.1
OG0013620	NP_596895.1	XP_004714403.1
OG0013621	NP_001020877.1	XP_004714313.1
OG0013622	NP_001292170.1, XP_217309.6	XP_004714414.1
OG0013623	NP_001386289.1	XP_030744166.1
OG0013624	NP_001414252.1	XP_004714421.2
OG0013625	NP_001078875.1, XP_063123797.1	XP_045155992.1
OG0013626	XP_038939871.1, NP_001020197.1	XP_045156078.1
OG0013627	NP_001094227.1	XP_045155989.1
OG0013628	NP_058941.1, XP_063119189.1	XP_004714432.3
OG0013629	XP_038934951.1, NP_001129075.1	XP_045156067.1
OG0013630	XP_006241097.1	XP_012863120.1
OG0013631	NP_001382445.1	XP_045155980.1
OG0013632	XP_063119244.1, NP_001011985.1	XP_045155971.1
OG0013633	NP_001413836.1, XP_038936372.1	XP_004717034.1
OG0013634	NP_598208.2, NP_001030314.1	XP_045155974.1
OG0013635	NP_001164028.1, XP_006240983.1	XP_045156124.1
OG0013636	NP_001100239.2, XP_038934575.1	XP_045156039.1
OG0013637	XP_063119080.1	XP_004717020.1
OG0013638	NP_112409.3, XP_038935873.1	XP_004717022.2
OG0013639	XP_038934905.2, NP_001034116.1	XP_045155963.1
OG0013640	NP_001167445.1	XP_030744127.2
OG0013641	XP_063119480.1, NP_853665.2	XP_045155964.1
OG0013642	NP_001101535.1	XP_045156051.1
OG0013643	NP_001013120.1, XP_006240919.1	XP_030744133.1
OG0013644	XP_038956915.1	XP_045147027.1
OG0013645	NP_001000749.1	XP_012864015.1
OG0013646	XP_576354.3	XP_030743542.1
OG0013647	XP_063121399.1, NP_001101595.1	XP_004709073.1
OG0013648	NP_001385798.1	XP_004709075.1
OG0013649	XP_038938158.1	XP_004709077.1
OG0013650	NP_001101597.1, XP_006242620.1	XP_012861668.1
OG0013651	NP_665717.1	XP_004708945.1
OG0013652	NP_001014043.1, XP_038969028.1	XP_004709008.1
OG0013653	XP_017444434.1, NP_001128485.1	XP_045149146.1
OG0013654	XP_006229864.1, NP_001387772.1	XP_004708896.1
OG0013655	NP_001102622.2, XP_006229876.1	XP_045149024.1
OG0013656	XP_218953.4	XP_004708888.1
OG0013657	NP_037042.1, XP_038957542.1	XP_045149104.1
OG0013658	NP_001019921.1, XP_038962012.2	XP_004708882.1
OG0013659	NP_001099752.1	XP_045149163.1
OG0013660	NP_001396031.1, NP_954533.1	XP_004708851.1
OG0013661	NP_001006998.1	XP_045146493.1
OG0013662	NP_445770.1	XP_004717183.1
OG0013663	NP_001004222.1, XP_006229995.1	XP_045146476.1
OG0013664	XP_038962733.1, NP_001128207.1	XP_004717124.1
OG0013665	NP_445776.1	XP_004716486.3
OG0013666	NP_001014266.1, XP_038941094.2	XP_045146869.1
OG0013667	XP_063137079.1, NP_001258163.1	XP_004716446.1
OG0013668	NP_001101968.1	XP_004716444.1
OG0013669	XP_017444693.1, NP_001101016.2	XP_030741707.1
OG0013670	NP_001012169.2, XP_038938655.1	XP_045146997.1
OG0013671	NP_001012760.1, XP_006230036.1	XP_004711597.1
OG0013672	XP_017444475.3, NP_001099758.1	XP_045146913.1
OG0013673	XP_008758019.1, NP_001128442.1	XP_045147080.1
OG0013674	NP_001099756.1, XP_063141378.1	XP_004711592.1
OG0013675	NP_001388556.1	XP_004711620.1
OG0013676	NP_001388642.1	XP_004711649.1
OG0013677	XP_038949056.1, NP_446009.1	XP_004711656.1
OG0013678	XP_017445260.1, NP_112331.2	XP_004711658.2
OG0013679	XP_038962388.1	XP_004708306.1
OG0013680	NP_001397220.1	XP_012863258.2
OG0013681	XP_038957273.1, NP_001395710.1	XP_030743374.1
OG0013682	XP_063122029.1, NP_001102759.1	XP_012861695.1
OG0013683	NP_001000132.1	XP_004717579.1
OG0013684	NP_001406467.1	XP_004704439.1
OG0013685	NP_001101862.2	XP_004704335.1
OG0013687	XP_001080220.3	XP_004704442.1
OG0013688	NP_001009635.1, XP_017455114.1	XP_004704327.1
OG0013689	NP_001006964.1	XP_030741166.1
OG0013690	NP_001101857.2	XP_045144991.1
OG0013691	XP_063130963.1	XP_012860588.1
OG0013692	XP_008769115.1, NP_001017506.1	XP_004704539.2
OG0013693	NP_112304.2	XP_004707980.1
OG0013694	NP_001007759.1, XP_038949484.1	XP_012861436.2
OG0013695	XP_063130222.1, NP_001099520.1	XP_045143028.1
OG0013696	XP_038949964.2, NP_001414532.1	XP_045143027.1
OG0013697	NP_001414212.1, XP_063130227.1	XP_045143026.1
OG0013698	XP_038949975.1, NP_001386463.1	XP_045143025.1
OG0013699	NP_001013069.1	XP_004708025.1
OG0013700	NP_001099522.1, XP_008769085.1	XP_012861428.1
OG0013701	NP_001380783.1	XP_045139724.1
OG0013702	XP_038949332.1, NP_001264089.1	XP_045139706.1
OG0013703	NP_001100753.1	XP_004709834.1
OG0013704	NP_001414362.1, XP_003751581.1	XP_004709830.1
OG0013705	NP_071568.2	XP_004714107.1
OG0013706	NP_001100757.1, XP_006252534.1	XP_004704331.1
OG0013707	XP_006252571.1, NP_001030109.2	XP_004704333.1
OG0013708	NP_001017505.1	XP_004704342.1
OG0013709	XP_006244914.2, NP_112399.1	XP_030744288.1
OG0013710	NP_001020143.1	XP_004704354.1
OG0013711	XP_006253522.3, NP_001171155.1	XP_004704468.2
OG0013712	NP_001163948.1	XP_045139748.1
OG0013713	NP_036642.2, XP_038950118.1	XP_004704371.1
OG0013714	NP_001099564.2, XP_017455534.1	XP_045139898.1
OG0013715	NP_001414254.1	XP_004708622.1
OG0013716	NP_001385894.1, NP_001029175.1	XP_004717841.1
OG0013717	XP_006235275.1, NP_001099993.1	XP_004717840.1
OG0013718	NP_001388132.1	XP_004704110.1
OG0013719	XP_038937222.1	XP_012860477.1
OG0013720	NP_001025081.2, XP_006244059.1	XP_004704118.1
OG0013721	XP_017451627.1, NP_001102254.1	XP_004704123.1
OG0013722	NP_112315.2	XP_045153545.1
OG0013723	NP_001178009.1, XP_063122082.1	XP_045153440.1
OG0013724	NP_001406931.1, XP_038938628.1	XP_030743517.2
OG0013725	NP_001382669.1	XP_045153608.1
OG0013726	NP_058731.2, XP_006244125.1	XP_004704130.1
OG0013727	NP_001129367.1, XP_017451259.1	XP_004708626.1
OG0013728	XP_003750652.1	XP_030742810.1
OG0013729	NP_001025203.2, XP_006244151.1	XP_004708731.1
OG0013730	XP_006244230.2	XP_004708722.1
OG0013731	XP_038936799.1, NP_665715.2	XP_004704107.4
OG0013732	NP_001007803.1	XP_004704267.1
OG0013733	NP_001178814.1	XP_045145544.1, XP_045153524.1
OG0013734	NP_001164010.1	XP_012860502.1
OG0013735	XP_008764882.3	XP_045153506.1
OG0013737	NP_001014014.1, XP_017455136.1	XP_045153393.1
OG0013738	XP_063122903.1, NP_001019423.2	XP_004704250.2
OG0013739	XP_017454756.1, NP_001128039.1	XP_012860469.1
OG0013740	XP_038939403.1, NP_001012129.1	XP_004704075.1
OG0013741	XP_038937497.1, NP_001399155.1	XP_045153630.1
OG0013742	XP_008764816.2	XP_045153631.1
OG0013743	XP_038938537.1	XP_004704238.1
OG0013744	NP_001102473.1, XP_017451278.1	XP_004704058.2
OG0013745	NP_001102246.2, XP_038937706.1	XP_030743565.1
OG0013746	XP_038937486.1, NP_001101651.1	XP_004716045.1
OG0013747	XP_063122517.1	XP_045153750.1
OG0013748	XP_006243695.1, NP_001012202.2	XP_004712159.1
OG0013749	XP_063121668.1, NP_001388814.1	XP_004712158.1
OG0013750	NP_058726.2	XP_045140159.1, XP_004712157.1
OG0013751	XP_063121658.1, NP_001166825.1	XP_004712147.1
OG0013752	NP_001013977.1	XP_004712139.1
OG0013754	NP_001100317.2	XP_045143387.1
OG0013755	XP_008764796.1	XP_012862553.1
OG0013756	XP_063122323.1	XP_004712123.1
OG0013757	XP_063121870.1, NP_001258367.1	XP_045143404.1
OG0013758	XP_063137656.1, NP_001099904.1	XP_012861581.1
OG0013759	XP_038957494.1, NP_446237.1	XP_012861582.2
OG0013760	XP_006232448.1, NP_001178889.1	XP_045150938.1
OG0013761	NP_001386747.1	XP_004708591.1
OG0013762	NP_001019471.1	XP_045150936.1
OG0013763	XP_038959614.1	XP_045150934.1
OG0013764	NP_001108501.2, XP_006232534.1	XP_030743509.1
OG0013765	NP_446114.1	XP_045152254.1
OG0013766	XP_063137204.1, NP_446077.2	XP_045153315.1
OG0013767	NP_001178729.1	XP_004704276.1
OG0013768	NP_001101250.1, XP_063139855.1	XP_004697895.1
OG0013769	NP_113970.1	XP_004698040.1
OG0013770	NP_445835.2	XP_004717005.2
OG0013771	NP_001102066.2, XP_038961403.1	XP_004697859.1
OG0013772	XP_008760507.2	XP_045151111.1
OG0013773	NP_001385910.1	XP_030742864.1
OG0013774	NP_036878.1	XP_004697873.1
OG0013775	NP_001101253.2, XP_038960967.1	XP_045151366.1
OG0013776	NP_001101249.1, XP_038960941.1	XP_004697902.1
OG0013777	XP_006235134.1, NP_036658.2	XP_004698222.1
OG0013778	XP_006235095.1, NP_001034113.2	XP_004698229.1
OG0013779	XP_001072159.4	XP_030742885.2
OG0013780	NP_001094475.1, XP_038961806.1	XP_004697949.1
OG0013781	NP_001041323.3	XP_004697952.1
OG0013782	NP_001162051.1	XP_004718188.1
OG0013783	XP_006235309.1, NP_001382549.1	XP_045151374.1
OG0013784	NP_001014073.1, XP_063139897.1	XP_004698273.1
OG0013786	NP_001025200.1, XP_008760532.2	XP_004698278.2
OG0013787	NP_001402614.1	XP_004698279.2
OG0013788	XP_006235388.1, NP_001094371.1	XP_004697985.2
OG0013789	XP_038961000.1, NP_001092194.1	XP_004698287.2
OG0013790	NP_001386586.1, NP_001263385.1	XP_030742937.2
OG0013791	NP_001263643.1, XP_006235358.1	XP_045151397.1
OG0013792	XP_038960082.1, NP_569107.2	XP_030742874.2
OG0013793	XP_003749647.1	XP_030742934.1
OG0013794	XP_017447755.2	XP_045151072.1
OG0013795	XP_038962640.1	XP_045151450.1
OG0013796	XP_342562.5	XP_004698314.2
OG0013797	NP_058904.2, XP_038960374.1	XP_004698320.1
OG0013798	NP_001101266.1, XP_038961021.1	XP_004698043.1
OG0013799	NP_001402786.1	XP_004698044.1
OG0013800	NP_072137.1	XP_045151436.1
OG0013801	NP_001413916.1	XP_004698350.1
OG0013802	NP_001386494.1	XP_004698066.1
OG0013803	NP_001100010.2, XP_006235594.2	XP_004698068.1
OG0013804	NP_001101271.1, XP_038961060.1	XP_004698358.1
OG0013805	NP_001020940.1	XP_004698078.1
OG0013806	NP_001102433.1	XP_045151420.1
OG0013809	NP_446257.1	XP_004698375.1
OG0013810	XP_006235712.1	XP_030742895.2
OG0013811	NP_001402604.1	XP_045151386.1
OG0013812	NP_001309415.1	XP_012863898.1
OG0013813	XP_063140647.1, NP_001103012.1	XP_012863897.2
OG0013814	NP_001178538.1	XP_004716137.1
OG0013815	XP_038960156.2, NP_620273.2	XP_004716106.1
OG0013816	NP_001008218.1	XP_004716140.2
OG0013817	NP_001167210.1, XP_063139961.1	XP_004716130.2
OG0013818	XP_038962689.1, NP_001414081.1	XP_004716102.2
OG0013819	NP_001019927.1	XP_045152908.1
OG0013820	XP_006235834.1, NP_001178786.1	XP_045152856.1
OG0013822	NP_001382074.1, XP_063139268.1	XP_004716091.1
OG0013823	NP_001102084.1	XP_004716118.2
OG0013824	NP_001014074.1	XP_004716116.1
OG0013825	XP_038961641.1, NP_001102682.1	XP_045152875.1
OG0013826	NP_001102085.1, XP_063140318.1	XP_045152862.1
OG0013827	XP_230550.4	XP_004698221.1
OG0013828	NP_001099980.1	XP_045151256.1
OG0013829	XP_008760627.2	XP_012863387.1
OG0013830	NP_001408014.1	XP_012861360.1
OG0013831	NP_001102479.1	XP_045150454.1
OG0013832	NP_001099562.2	XP_012862334.1
OG0013833	XP_038957937.1, NP_001386150.1	XP_004711301.2
OG0013834	NP_001030133.1	XP_045149937.1
OG0013835	XP_006248805.1, NP_001102530.1	XP_045149983.1
OG0013836	NP_001095853.1	XP_045149932.1
OG0013837	NP_001030299.1, XP_038945603.1	XP_045149998.1
OG0013839	NP_058956.1	XP_012863222.2
OG0013840	NP_001185484.1	XP_004714894.3
OG0013841	NP_001385810.1	XP_004715201.1
OG0013842	NP_001102531.1, XP_038945612.1	XP_004715459.1
OG0013843	NP_001178865.1	XP_004714875.1
OG0013844	NP_001414650.1, XP_006252229.1	XP_045150001.1
OG0013845	NP_001034425.2, XP_006252134.1	XP_045149891.1
OG0013846	XP_006252128.1, NP_001100736.1	XP_004714886.1
OG0013847	NP_786933.1	XP_030742473.2
OG0013848	XP_063130332.1, NP_001020843.1	XP_045149963.1
OG0013849	XP_038950287.1, NP_001099552.2	XP_045141995.1
OG0013850	XP_006253145.1, NP_075215.1	XP_030740482.1
OG0013851	XP_008769022.1	XP_045142767.1
OG0013852	NP_001389188.1, XP_063130207.1	XP_045142499.1
OG0013853	XP_038949936.1, NP_001414030.1	XP_045142874.1
OG0013854	XP_002728336.1, NP_001414677.1	XP_045142770.1
OG0013855	NP_001102340.1	XP_004707770.4
OG0013856	NP_001388589.1	XP_045142852.1
OG0013857	NP_001014018.1, XP_006252328.2	XP_004707662.1
OG0013858	NP_001102342.1	XP_004707660.1
OG0013859	NP_058782.1, XP_006252302.1	XP_004707657.1
OG0013860	NP_001013204.1, XP_038949442.1	XP_004707654.2
OG0013861	NP_599194.1, XP_008769035.1	XP_004707748.2
OG0013862	NP_001020450.1	XP_004707646.1
OG0013863	NP_476561.1	XP_045150018.1, XP_004707630.1
OG0013864	XP_008765533.2, NP_001406840.1	XP_045150675.1
OG0013865	NP_001103088.1	XP_004701714.1
OG0013866	NP_075588.2, XP_017452122.1	XP_045150241.1
OG0013867	NP_062171.1	XP_004701734.1
OG0013868	NP_062018.1	XP_004701736.1
OG0013869	XP_038938943.1, NP_001129713.1	XP_004701741.2
OG0013870	XP_006245481.1, NP_001102279.2	XP_004718198.1
OG0013871	NP_001128357.1, XP_038939653.1	XP_045151294.1
