Orthogroup	Rattus_norvegicus	Sus_scrofa
OG0011813	XP_008756813.1	XP_020943200.1
OG0011814	NP_001003404.1, XP_063126345.1	XP_003121227.1
OG0011815	NP_001099735.1	NP_001231754.1
OG0011816	XP_017445312.1, NP_001414775.1	XP_005659230.1
OG0011817	XP_038957459.1, NP_036931.1	NP_001121961.1
OG0011818	NP_001385614.1	XP_020942934.1
OG0011819	XP_017444587.1, NP_999623.2	XP_020942798.1
OG0011820	NP_001014179.1	XP_020942782.1
OG0011821	XP_038954403.1	XP_013847960.2
OG0011822	NP_001101928.1	XP_020942647.1
OG0011823	XP_341727.4, NP_001387767.1	XP_020942557.1
OG0011824	XP_214760.4	XP_005659192.2
OG0011825	NP_001012061.1	XP_020942262.1
OG0011826	NP_852139.2	XP_020939185.1, NP_001121947.1
OG0011827	NP_001102864.1	NP_001153249.1
OG0011828	XP_038944147.1, NP_001124411.1	XP_020930404.1
OG0011829	NP_058747.1	NP_999292.2
OG0011830	NP_062103.1	XP_003121154.1
OG0011832	NP_001008303.1	NP_001231463.1
OG0011833	XP_008757029.1	XP_020941327.1
OG0011834	NP_001258035.1	XP_020944846.1
OG0011835	NP_891996.1	XP_013848069.2
OG0011836	NP_001005539.1	XP_003480304.1
OG0011837	XP_006227801.1	XP_020944359.1
OG0011838	NP_001094295.1	XP_001928763.2
OG0011839	NP_446459.1	NP_001231719.1
OG0011840	NP_001166907.1, XP_038951776.1	XP_003357755.2
OG0011841	XP_006253613.1, NP_446199.2	XP_020920317.1
OG0011842	NP_001032439.1, XP_006253625.1	XP_003357763.1
OG0011843	XP_063143070.1, NP_942033.2	XP_020920809.1
OG0011844	XP_008758510.1, NP_001013169.1	XP_005654564.1, NP_001090987.1
OG0011845	XP_038935839.1, NP_001094445.2	XP_020920767.1
OG0011846	NP_001020145.1, XP_038964749.1	XP_003122012.5
OG0011847	XP_038957318.1	NP_001231912.1
OG0011848	NP_001102634.1	XP_020920363.1
OG0011849	NP_001178882.1, XP_063129603.1	XP_003121981.4
OG0011850	XP_017444522.1, NP_001011941.1	XP_003121966.1
OG0011851	NP_072105.1	XP_001926048.1
OG0011852	XP_006231303.1, NP_908939.2	XP_001924252.1
OG0011853	NP_001101876.1	XP_003483426.1
OG0011854	XP_008769728.1, NP_076492.1	XP_020929907.1
OG0011855	NP_001163900.1	XP_005670439.2, XP_005670440.2
OG0011856	NP_001099574.1, XP_063132222.1	XP_003124836.2
OG0011857	NP_001402072.1	XP_020943838.1
OG0011858	XP_063121963.1, NP_446368.1	XP_020953003.1
OG0011859	NP_077057.1	XP_020953029.1
OG0011860	XP_038936538.1, NP_071594.3, XP_038934245.1	XP_003128180.1
OG0011861	NP_001128017.1, XP_006228319.1	XP_020950677.1
OG0011862	XP_001078116.3	XP_020950684.1
OG0011863	XP_063122356.1, NP_001129321.1	XP_020950654.1
OG0011864	NP_001032879.2, XP_006228280.1	XP_020950624.1
OG0011866	NP_001099688.1	XP_003127463.2
OG0011867	NP_001034174.1	XP_020950666.1
OG0011869	XP_063137009.1	XP_003356078.3
OG0011870	NP_001004220.1	NP_001192208.1, XP_005653347.1
OG0011871	NP_001099722.1	XP_020950497.1
OG0011872	NP_001388301.1	XP_020950467.1
OG0011873	XP_038960733.1, NP_001381991.1	XP_003127419.3
OG0011874	XP_006229025.1	XP_020950439.1
OG0011875	NP_001414640.1, XP_006229249.1	XP_013854135.1
OG0011876	XP_038960753.1, NP_001099728.1	XP_020950420.1
OG0011877	XP_006229069.3	XP_003127384.4
OG0011878	XP_063118046.1	XP_020950417.1
OG0011879	NP_001386310.1	XP_003127385.1
OG0011880	XP_006229128.1, NP_001030097.2	XP_020950405.1
OG0011881	NP_058820.1, XP_017444339.1	XP_020950385.1
OG0011882	NP_001012168.1, XP_006229165.2	XP_020950365.1
OG0011883	NP_783639.1, XP_063118182.1	NP_001004038.1
OG0011884	XP_063140307.1, NP_001034754.1	NP_001230626.1
OG0011885	NP_001102377.1, XP_063125102.1	XP_013854008.1
OG0011886	NP_997474.1	XP_020950305.1
OG0011887	XP_006228475.1, NP_001100949.1	XP_020950282.1
OG0011888	NP_075241.2	NP_001231381.1
OG0011889	NP_445825.1	NP_001001260.1
OG0011890	NP_001359006.1	XP_020950240.1
OG0011891	NP_001402717.1	XP_020950252.1
OG0011892	XP_008757261.1, NP_001388176.1	XP_020950241.1
OG0011893	NP_963856.1, XP_038967227.1	NP_001123432.1
OG0011894	NP_001102886.1	XP_013847422.2
OG0011895	XP_063129714.1, NP_001178000.1	XP_020950199.1
OG0011896	XP_038956764.1	XP_020950193.1
OG0011897	XP_345066.3	XP_020950182.1, XP_020945641.1
OG0011898	NP_001099702.1	XP_003127271.4
OG0011899	NP_001030092.1	XP_005653342.2
OG0011900	NP_001102892.1	NP_001302645.1
OG0011901	XP_017445086.1, NP_001178939.1	XP_005656005.2
OG0011902	NP_001040572.1	XP_020950139.1
OG0011903	XP_006228426.1, NP_446080.1	XP_005655931.1
OG0011904	NP_001100963.2, XP_063117435.1	XP_020948961.1, NP_001231590.1
OG0011905	XP_038959997.1, NP_001099705.1	XP_020950076.1
OG0011906	NP_110479.1	XP_013844045.1
OG0011907	NP_001019947.1	XP_013844026.1
OG0011908	NP_001103134.1	XP_003355961.2
OG0011909	XP_006228673.1, NP_446118.2	XP_013844019.2
OG0011910	XP_008757441.2	XP_020950011.1
OG0011911	XP_038967508.1, NP_001104278.1	XP_020950004.1
OG0011912	XP_006228778.1, NP_001099713.1	XP_020950002.1
OG0011913	XP_038956780.1, NP_001406466.1	NP_001001534.1
OG0011914	XP_008757367.2, NP_001402792.1	XP_005664646.1
OG0011916	NP_058814.1	NP_999483.1
OG0011917	NP_001276749.1	XP_005664584.1
OG0011918	NP_001120922.1, XP_063139690.1	XP_003127128.3
OG0011919	NP_001005900.1, XP_006228847.1	XP_013853783.1, NP_999307.1
OG0011920	NP_072150.1	XP_020952889.1
OG0011921	NP_001121051.1, XP_006228834.1	XP_020952783.1
OG0011922	NP_001099715.1	XP_013853780.1, NP_001230306.1
OG0011923	NP_001102381.2	NP_001116683.1
OG0011924	NP_112401.1	XP_020952858.1
OG0011925	NP_001004258.1	XP_020949932.1
OG0011926	NP_001102612.1	XP_020949931.1
OG0011927	NP_001008888.1, XP_063132254.1	XP_003127050.1
OG0011928	XP_574179.1	XP_020954825.1
OG0011929	NP_001099619.1	XP_003354397.2
OG0011930	NP_476551.1	NP_001243705.1
OG0011931	NP_001385934.1, XP_038967178.1	XP_003127810.2
OG0011932	NP_113733.1, XP_006239438.1	NP_999011.1
OG0011933	XP_063132077.1, NP_001387776.1	XP_005668199.2
OG0011934	XP_063132775.1, NP_001406660.1	XP_020920564.1
OG0011935	XP_017455917.1, NP_001273949.1	XP_013835715.1
OG0011936	NP_446378.1	NP_001182710.1, XP_013835710.1
OG0011937	NP_001387766.1	XP_005668217.2
OG0011938	XP_038951870.2	XP_020920579.1
OG0011939	XP_063132596.1, NP_001376172.1	XP_003130835.1
OG0011940	NP_001100827.2, XP_006254074.1	XP_020920452.1
OG0011941	NP_001386242.1	NP_001304011.1
OG0011942	NP_001385702.1	XP_020920469.1, XP_020920474.1
OG0011943	XP_063132324.1, NP_001099593.2	NP_001242898.1
OG0011944	XP_017456140.2, NP_001102591.1	XP_020920472.1
OG0011945	NP_001102874.1, XP_038951990.1	XP_020920486.1
OG0011946	XP_017455984.1, NP_001099592.1	XP_003130783.1
OG0011947	NP_001004257.1	NP_001230322.1, XP_013835688.2
OG0011948	NP_001032632.1	XP_003130787.1
OG0011949	XP_574081.4	XP_005668252.1
OG0011950	NP_001094480.2	XP_005668259.3
OG0011951	NP_001102999.1	XP_020920659.1
OG0011952	XP_063132308.1, NP_001099589.1	XP_020920696.1
OG0011953	XP_006254268.1, NP_001034112.1	XP_003130873.4
OG0011954	NP_446141.4	XP_003357838.1
OG0011955	XP_038951683.1, NP_001100831.1	XP_013835825.1
OG0011956	NP_001019411.1	XP_003124029.1
OG0011957	NP_001129623.2, XP_063133571.1	XP_020940538.1
OG0011958	NP_001017932.1	XP_003480979.1
OG0011959	NP_001100863.3	XP_020933504.1, NP_001245364.1
OG0011960	NP_446396.1	XP_003124089.2
OG0011961	NP_001178007.1	XP_003124109.4
OG0011962	XP_008770401.1	XP_003124118.3
OG0011963	XP_006254735.1, NP_001100860.2	XP_003354387.3
OG0011964	XP_006232012.1, NP_001414443.1	XP_013840229.1
OG0011965	NP_071983.2, XP_006232011.1	XP_013840231.1
OG0011966	NP_001101121.1, XP_017446312.1	XP_003134035.5
OG0011967	NP_001128458.1, XP_038959062.2	XP_013840263.1
OG0011968	NP_001414744.1, XP_017446668.2	XP_020932447.1
OG0011969	NP_001094107.1, XP_008758905.1	XP_003134061.2
OG0011970	NP_001013930.2	XP_005672542.1, NP_001231675.1
OG0011971	NP_001385585.1	NP_001159786.1, XP_020932195.1
OG0011972	NP_001012177.1, XP_038958472.1	XP_005672588.2
OG0011973	XP_006231905.1, NP_058806.1	NP_001093395.1
OG0011974	NP_001401994.1, XP_038958459.1	XP_020940100.1
OG0011975	NP_001011946.1	NP_999086.2
OG0011976	NP_001012491.1	XP_003355849.1
OG0011977	NP_001030334.1, XP_038953844.1	XP_003355850.1
OG0011978	NP_001243395.1	XP_020949560.1
OG0011979	XP_063134335.1, NP_062218.3	XP_020949553.1
OG0011980	NP_001401838.1	XP_020952753.1
OG0011981	XP_038953492.1, NP_001034802.1	NP_001106162.1
OG0011982	NP_112356.2, XP_006255261.1	XP_020949826.1
OG0011983	NP_001386129.1, XP_006255251.1	XP_020949836.1
OG0011984	XP_063134398.1, NP_001380647.1	XP_020949882.1
OG0011985	NP_598241.2	XP_020949898.1
OG0011986	NP_001102736.1	XP_003127809.1
OG0011987	XP_063117426.1	XP_020953261.1
OG0011988	NP_001007652.1	XP_020951433.1
OG0011989	NP_001414065.1	XP_003127796.3
OG0011990	NP_001102154.1, XP_006239091.1	XP_020951393.1
OG0011991	NP_445990.2	XP_003356310.1
OG0011992	NP_001040564.2, XP_038965726.1	XP_005665209.1
OG0011993	NP_001013186.1	XP_003356287.1
OG0011994	NP_001386375.1	XP_003127767.4
OG0011995	NP_476474.1	XP_003127768.1
OG0011996	NP_001403706.1, NP_001013963.1	NP_001038029.1
OG0011997	NP_001388207.1	XP_020951289.1
OG0011998	NP_001100158.1	XP_020951286.1
OG0011999	XP_342942.5	NP_001231209.1, XP_020949033.1
OG0012000	NP_001101455.1	XP_003356260.2
OG0012001	NP_001414586.1	XP_020951259.1
OG0012002	XP_063144134.1, NP_001102157.1	XP_020951254.1
OG0012003	NP_596908.2	XP_020951252.1
OG0012004	NP_001402762.1	XP_020951199.1
OG0012005	NP_001386301.1	XP_020953259.1
OG0012006	NP_001100164.1	XP_020951137.1
OG0012007	NP_001102158.1, XP_038966350.1	NP_001231314.1
OG0012008	NP_062075.1, XP_006239204.1	XP_020951133.1
OG0012009	NP_058926.1	XP_003127694.1
OG0012010	NP_062205.1	XP_003127695.3
OG0012011	XP_006239308.1, NP_001166903.1	XP_005665106.2
OG0012012	NP_001386016.1	XP_020951078.1
OG0012013	NP_001382030.1, XP_038966732.1	XP_020951052.1
OG0012014	XP_038966007.1, NP_001012105.1	XP_020951053.1
OG0012015	NP_001178696.1, XP_038966009.1	XP_020951044.1
OG0012016	XP_008762527.1	XP_020951047.1
OG0012017	XP_017448912.1	XP_020953221.1
OG0012018	NP_001101461.1	XP_003127645.2
OG0012019	NP_001103099.1	XP_003482013.2
OG0012020	NP_001101462.2	XP_005665048.1
OG0012021	XP_038966026.1, NP_001101463.1	XP_003127612.1
OG0012022	NP_742060.1	XP_003127609.1
OG0012023	NP_001385906.1	XP_003127611.1
OG0012024	NP_001292364.1	XP_003127605.2
OG0012025	NP_001093993.1	XP_020940133.1
OG0012026	XP_006251213.1, NP_113954.1	XP_020956608.1
OG0012027	NP_112321.2	NP_001156359.1
OG0012028	XP_063133666.1, NP_001387744.1	XP_003354287.3
OG0012029	NP_001093985.1, XP_063133325.1	XP_013850479.1
OG0012030	NP_037111.2	XP_003123871.4
OG0012031	NP_001020183.1, XP_038939710.1	XP_005655049.1
OG0012032	XP_038958080.1, NP_001363863.1	XP_020940189.1
OG0012033	NP_001406379.1, XP_017446642.1	XP_020941036.1
OG0012034	NP_001099871.1	XP_013850437.2
OG0012035	XP_063138393.1	NP_001038005.1, XP_020937758.1
OG0012036	XP_038958438.1, NP_001178772.1	XP_020940171.1
OG0012037	XP_063138395.1, NP_001178886.1	XP_020940154.1
OG0012038	NP_001128220.1, XP_038958751.1	XP_003123798.1
OG0012039	XP_063137286.1, NP_596886.2	XP_013850400.1
OG0012040	XP_003749215.1	XP_013850394.1
OG0012041	NP_001008373.1, XP_038958452.1	XP_003123800.1
OG0012042	XP_038959379.1	XP_020940141.1
OG0012043	NP_001094106.1, XP_038957956.1	NP_999410.1
OG0012044	XP_063137785.1, NP_001414708.1	XP_003123763.1
OG0012045	NP_037082.2	NP_001231301.1
OG0012046	NP_445765.1	XP_003123759.1
OG0012047	XP_038959391.1	XP_020940111.1
OG0012048	NP_001100989.1, XP_038968514.1	XP_020931265.1
OG0012049	XP_006229372.1, NP_001178766.1	XP_020931455.1
OG0012050	XP_038935854.1, NP_001094316.1	XP_003121713.1
OG0012051	XP_063118538.1, NP_001388464.1	XP_020940636.1
OG0012052	XP_038958335.1, NP_695212.2	XP_020954233.1
OG0012053	XP_218753.6	XP_013848684.2
OG0012054	NP_001128330.1, XP_006229399.1	XP_020954007.1
OG0012055	XP_063118674.1, NP_001100993.1	XP_013833723.1
OG0012056	NP_001013086.1	XP_003121908.1
OG0012057	NP_071622.1	XP_020954639.1
OG0012058	NP_001014183.1	NP_001157479.1
OG0012059	XP_063123003.1, NP_001101958.1	XP_020954584.1
OG0012060	NP_001099746.1, XP_008757731.1	NP_001090979.1
OG0012061	NP_001382048.1, XP_063123021.1	XP_005666163.1
OG0012062	NP_001094051.1	XP_013844464.1, NP_001230548.1
OG0012063	NP_001100315.1	XP_005656311.1
OG0012064	XP_006243133.1	XP_020954496.1
OG0012065	XP_038936589.2, NP_446090.2	XP_001927373.4
OG0012066	XP_038947882.1, NP_001100695.2	XP_020956619.1
OG0012067	XP_223536.5, NP_001414387.1	XP_020956593.1
OG0012068	XP_008768599.1	XP_020956592.1
OG0012069	NP_001292100.1	XP_005674598.2
OG0012070	XP_038947872.1, NP_001388361.1	XP_013833986.1
OG0012071	XP_038948741.1	XP_005656553.1
OG0012072	NP_001163910.1, XP_038947651.1	XP_020956647.1
OG0012073	XP_038947644.1, NP_001099476.1	NP_001072139.1
OG0012074	XP_038948671.1	XP_003482415.3
OG0012075	NP_445999.1, XP_063129757.1	XP_005666645.1
OG0012076	NP_001406134.1	XP_003128970.2
OG0012077	XP_006251066.1, NP_001414246.1	XP_020956759.1
OG0012078	XP_038948680.1	XP_003128959.3
OG0012079	NP_001099220.2, XP_038947488.1	XP_003128945.5
OG0012080	NP_001121759.1, XP_038948337.1	XP_013834014.1
OG0012081	NP_001100689.2	XP_020956221.1
OG0012082	XP_038948685.1	XP_020956219.1
OG0012083	XP_038948686.1	XP_020956719.1
OG0012084	XP_063129735.1, NP_112292.1	XP_020956489.1
OG0012085	XP_038947472.1, NP_001185733.1	XP_020956497.1
OG0012086	NP_001178630.1	XP_003123762.2
OG0012087	NP_001163903.1, XP_008757832.1	XP_001928993.3
OG0012088	NP_001099478.1, XP_063128998.1	XP_013834020.2
OG0012089	XP_038955090.1	XP_001928917.1
OG0012090	NP_067732.1	XP_020928083.1
OG0012091	NP_446024.1	XP_003133142.1
OG0012092	NP_001029324.1	XP_020932427.1
OG0012093	NP_001101741.1	XP_020932481.1
OG0012094	NP_001414519.1	XP_003134109.3
OG0012095	XP_063132819.1	XP_020928342.1
OG0012096	XP_574055.4	XP_020927672.1, NP_001230592.1
OG0012097	NP_001387925.1	XP_020929946.1
OG0012098	XP_017456951.1	XP_001927902.4
OG0012099	XP_038953830.1, NP_001128045.1	XP_020928450.1
OG0012100	NP_001009704.2, XP_038953828.1	XP_001928528.4
OG0012101	NP_001129187.1, XP_063134143.1	XP_020927994.1
OG0012102	NP_001258069.1	XP_001927250.2
OG0012103	XP_008770893.1, NP_001387884.1	XP_001928199.1
OG0012104	NP_599244.1, XP_006256407.1	XP_020928880.1
OG0012105	XP_038955163.1, NP_001386432.1	XP_003133087.1
OG0012106	NP_001385913.1	NP_001231510.1, XP_020927717.1
OG0012107	NP_001414302.1	XP_001929317.3
OG0012108	NP_001101095.2, XP_006256429.1	XP_020928717.1
OG0012109	NP_001101096.1	XP_005671081.1
OG0012110	NP_001163953.1	XP_005671096.1
OG0012111	XP_038955252.1	NP_001302701.1
OG0012112	NP_001013216.2	XP_005657445.1
OG0012113	NP_001108504.1	XP_020927990.1
OG0012114	NP_001102642.1	XP_013845868.2
OG0012115	NP_001099864.1	XP_020929544.1
OG0012116	XP_006256476.1, NP_001007602.1	NP_001177148.1
OG0012117	NP_543182.1	NP_001230381.1
OG0012118	XP_038954544.1, NP_001013929.1	XP_005671148.1
OG0012119	NP_001001507.1	XP_020927714.1, NP_001231828.1
OG0012120	XP_006256486.1, NP_742059.2	XP_005671109.1, NP_001090904.1
OG0012121	NP_001101840.2, XP_006251727.1	XP_013838793.1
OG0012122	NP_569100.2, XP_006251686.3	XP_005671157.1
OG0012123	XP_017455259.1, NP_001008863.2	XP_020928197.1
OG0012124	NP_001292067.1	XP_001928618.3
OG0012125	NP_001258204.1, XP_063130443.1	XP_013838802.2
OG0012126	NP_001099210.1, XP_038948874.1	XP_005671171.1
OG0012127	NP_775430.2	XP_001928283.1
OG0012128	NP_001101839.1	NP_001177084.1
OG0012130	NP_758443.1	XP_001929518.1
OG0012131	XP_038950542.1, NP_001101865.2	NP_001177138.1
OG0012132	XP_038950199.1, NP_001163820.1	XP_005671206.1
OG0012133	XP_006252786.2, NP_001414208.1	XP_013845907.2
OG0012134	NP_001358943.1, XP_038950403.1	XP_005671239.2
OG0012135	NP_001386074.1	NP_001232904.1
OG0012136	NP_001163879.1, XP_006253708.1	NP_001230779.1
OG0012137	XP_063132089.1, NP_446216.1	XP_005661509.1
OG0012138	NP_001386325.1	XP_003123708.1
OG0012139	NP_446221.2	XP_020932215.1, NP_001243004.1
OG0012140	XP_038941661.1	XP_013846114.1
OG0012141	XP_006246167.1	XP_020932241.1, NP_001026947.1
OG0012142	NP_569105.1	XP_020932742.1
OG0012143	NP_001414291.1	XP_020932716.1
OG0012144	NP_064473.1, XP_038940991.1	XP_020932371.1
OG0012145	XP_017453108.1	XP_020932561.1
OG0012146	NP_001402086.1, XP_008765911.2	XP_020932552.1
OG0012147	NP_001166855.1, XP_006246213.1	XP_020932554.1
OG0012148	NP_001013988.1, XP_063125038.1	XP_003134152.3
OG0012149	XP_038941033.1, NP_570098.1	XP_020932601.1
OG0012150	XP_063125876.1, NP_071611.3	NP_001302544.1
OG0012151	NP_077070.2	XP_005672670.3
OG0012153	XP_038952520.1	XP_020940676.1
OG0012154	XP_056840953.1, NP_001414191.1	XP_020940668.1
OG0012155	NP_001099612.1, XP_006254856.3	NP_001231746.1
OG0012156	NP_001102983.1	NP_001231799.1, XP_020934177.1
OG0012157	NP_001178627.1, XP_063133416.1	XP_020940641.1
OG0012158	NP_001101122.1	XP_020932615.1
OG0012159	NP_001020317.1	XP_005672502.2
OG0012160	NP_112256.1, XP_038957691.1	XP_020932428.1
OG0012161	NP_001007635.1	XP_013840215.2
OG0012162	NP_059035.3	XP_003133982.1
OG0012163	NP_001413998.1	XP_003133980.2
OG0012164	NP_446171.1	XP_020932255.1
OG0012165	XP_006232019.1, NP_001099882.1	XP_020932606.1
OG0012166	NP_037083.1	XP_020932799.1
OG0012167	XP_063138418.1, NP_001178888.1	XP_020932432.1
OG0012168	NP_001101141.1	XP_003133962.2
OG0012169	XP_063138914.1	NP_999447.1
OG0012170	XP_038959455.1	XP_005672486.2
OG0012171	NP_001037717.1, XP_006232076.1	XP_003359802.2
OG0012172	NP_001025086.1	NP_001231753.1
OG0012173	XP_038957703.1, NP_036948.2	XP_003133921.2
OG0012174	NP_001257901.1, XP_017446477.1	XP_020932636.1
OG0012175	NP_001401964.1	XP_020932803.1
OG0012176	NP_112611.1	XP_020932612.1
OG0012177	XP_017446509.1, NP_001095298.1	XP_020932470.1
OG0012178	NP_001000482.1	XP_013834963.1
OG0012179	XP_008764577.2	XP_005656683.3
OG0012180	XP_006246760.1, NP_001007671.1	NP_001189390.1, XP_020921799.1
OG0012181	NP_001100479.1	NP_001231006.1
OG0012182	NP_001019529.2	XP_005667580.1
OG0012183	XP_006242797.1, NP_001029172.1	XP_020918829.1
OG0012184	NP_001004269.1	XP_003130135.2
OG0012185	NP_001414701.1, XP_017451484.1	XP_013835021.2
OG0012186	NP_001101603.1, XP_006242815.1	XP_020918803.1
OG0012187	NP_001414382.1	XP_003130117.3
OG0012188	XP_063121470.1, NP_001414027.1	XP_013835017.2
OG0012189	NP_113818.2	XP_020918756.1
OG0012190	NP_001178923.1	XP_005667528.1
OG0012191	NP_001100282.1	XP_020918718.1
OG0012192	XP_038937649.2, NP_001102229.1	XP_013834980.1
OG0012193	XP_063121154.1, NP_001178545.1	XP_020918686.1
OG0012194	XP_038937784.1, NP_001013264.2	XP_020918641.1
OG0012195	XP_038937865.1, NP_001178925.1	XP_005667485.1
OG0012196	NP_001101608.2, XP_063121502.1	XP_003129971.3
OG0012197	XP_006242979.1, NP_001011996.1	XP_013834918.1
OG0012198	NP_037300.2	XP_020957803.1, NP_001090881.1
OG0012199	NP_001102993.1	XP_020957868.1, NP_999177.1
OG0012200	XP_038937788.1, NP_001102468.1	XP_005653765.1
OG0012201	XP_038936644.1, NP_476541.2	XP_005656694.1
OG0012202	NP_036869.2	NP_999553.1
OG0012203	NP_001131118.1	XP_003129923.1
OG0012204	XP_006243063.1, NP_001008327.1	XP_003129926.1
OG0012205	NP_071525.1	XP_020918525.1
OG0012207	XP_063122230.1, NP_001103029.1	XP_003129889.2
OG0012208	NP_001103069.1	NP_001230989.1
OG0012209	NP_001100290.1	XP_020918412.1
OG0012210	NP_001020294.3, XP_063121533.1	XP_020918408.1
OG0012211	NP_001101617.1, XP_008764490.2	XP_020918400.1
OG0012212	NP_001101618.1	XP_020918397.1, XP_003129872.1
OG0012213	XP_063118302.1, NP_001178838.1	XP_003357321.2
OG0012214	XP_038938058.1, NP_076452.1	XP_020918377.1
OG0012215	XP_063122173.1, NP_075413.2	XP_020918376.1
OG0012216	NP_001009696.1	XP_020918372.1
OG0012217	NP_071557.2	XP_003129864.1
OG0012218	NP_001100269.1	XP_013834779.2
OG0012219	XP_006242559.1, NP_001034263.1	XP_020918361.1
OG0012220	XP_006242566.1, NP_001414737.1	XP_003129853.2
OG0012221	NP_446011.1	XP_003357304.3
OG0012222	NP_001102505.1, XP_006246848.1	XP_003131934.4
OG0012223	NP_001376184.1	XP_020923362.1
OG0012224	NP_001177927.1	XP_013836688.1
OG0012225	NP_001385804.1	XP_013836693.2
OG0012226	NP_001099275.1	XP_003131925.1
OG0012227	XP_063125751.1, NP_061997.2	XP_020923389.1
OG0012228	NP_446068.1	XP_020923402.1
OG0012229	NP_001099271.2, XP_038941411.1	XP_005669216.1
OG0012230	NP_071793.2	XP_020923425.1
OG0012231	NP_001001718.1, XP_017452581.1	XP_003131977.1
OG0012233	NP_742033.1	NP_001177217.1
OG0012234	NP_001292141.1	XP_020923470.1
OG0012235	NP_001102301.1	XP_003358298.1
OG0012236	NP_001017475.1, XP_038942511.1	XP_020921985.1
OG0012237	XP_017452464.1, NP_570829.1	XP_013836765.1
OG0012238	NP_001026808.1	NP_001278705.1, XP_013834029.1
OG0012239	NP_001381264.1	XP_003131994.1
OG0012240	NP_001094146.1, XP_008766122.1	XP_013836770.2
OG0012242	XP_063125695.1, NP_001121627.1	XP_003131998.2
OG0012243	NP_113840.1	XP_013845499.2
OG0012244	NP_001034467.1	XP_005657092.1
OG0012245	NP_001099263.1, XP_017452576.1	XP_020923516.1
OG0012246	NP_001099260.1, XP_038941365.1	NP_001230298.1
OG0012248	NP_001258527.1	XP_003132036.3
OG0012249	NP_001402694.1	XP_020921931.1
OG0012250	NP_001385921.1	XP_003358347.2
OG0012251	XP_038943201.1, NP_001385800.1	XP_020921945.1
OG0012252	XP_038942600.1, NP_001258032.1	XP_020921950.1
OG0012253	NP_001156964.1, XP_038941347.1	XP_020921948.1
OG0012254	XP_006246564.2, NP_001034106.1	XP_020921951.1
OG0012255	NP_619516.1, XP_063124516.1	XP_020923601.1
OG0012256	NP_001100477.1	NP_001012297.1
OG0012257	NP_001008280.1, XP_006246530.1	XP_020923641.1
OG0012258	NP_001100476.1	XP_020923678.1
OG0012259	NP_001257883.1, XP_008766093.1	XP_003132092.1
OG0012260	NP_001292920.1	XP_020923703.1
OG0012261	NP_001164012.1, XP_063125578.1	XP_020923711.1
OG0012262	NP_001019957.1, XP_063143760.1	XP_020952154.1
OG0012263	NP_001385864.1	NP_001123491.1
OG0012264	NP_001178796.1, XP_038966220.1	XP_020952198.1
OG0012265	NP_001102141.1	XP_020953418.1
OG0012266	NP_001386181.1	NP_001003926.1
OG0012267	NP_536323.1, XP_038965114.1	XP_020952216.1
OG0012268	NP_037120.1, XP_063143251.1	XP_020953438.1
OG0012269	XP_038966222.1, NP_001381972.1	XP_003128021.2
OG0012270	NP_001258312.1, XP_038965033.1	XP_020952244.1
OG0012271	NP_001004235.1, XP_038966611.1	XP_020952251.1
OG0012272	NP_001132937.1	NP_001038023.1, XP_005665460.1
OG0012273	NP_001020194.1, XP_017448980.2	XP_003356508.3
OG0012274	XP_038965227.1, NP_037062.1	NP_001233172.1
OG0012275	NP_001029304.1	XP_003128033.2
OG0012276	XP_233348.6	XP_020952274.1
OG0012277	XP_063143464.1, NP_001100145.1	XP_020952276.1
OG0012278	NP_001029069.2, NP_001386120.1	XP_020950832.1
OG0012279	NP_001406608.1, XP_063144463.1	XP_020953118.1, XP_020953119.1
OG0012280	NP_058985.1	XP_020950858.1
OG0012281	NP_001094185.1, XP_038967302.1	XP_020950860.1
OG0012282	NP_001005544.1, XP_063143555.1	XP_020950863.1, XP_005656039.1
OG0012283	XP_038967299.1	XP_020950867.1
OG0012284	XP_006239631.1, NP_001101467.2	XP_020950866.1
OG0012285	NP_001009711.1	NP_001231749.1
OG0012286	XP_001075996.1	XP_020950906.1
OG0012287	NP_062109.1, XP_063143331.1	XP_003127577.1
OG0012288	NP_001101465.1	XP_020950926.1
OG0012289	NP_001102164.1	XP_020950925.1
OG0012290	NP_653348.3, XP_038965198.1	XP_020950935.1
OG0012291	NP_001102163.1, XP_063144154.1	NP_001138694.1
OG0012292	XP_063134235.1, NP_001014178.2	XP_003481819.3
OG0012293	NP_001401867.1	XP_020952666.1
OG0012294	XP_038953807.1, NP_997496.1	XP_020949281.1
OG0012295	NP_001013079.1	XP_020949301.1
OG0012296	NP_001032171.1	XP_020949317.1
OG0012297	NP_112324.2	XP_020949325.1
OG0012299	NP_001100907.1	XP_013853585.2
OG0012300	NP_001401855.1	XP_020949342.1
OG0012301	NP_001387970.1, XP_038954267.1	XP_020949357.1
OG0012302	XP_017456938.2, NP_001413955.1	XP_020949368.1
OG0012303	XP_063134748.1	NP_001231263.1, XP_020948978.1
OG0012304	XP_008770831.1, NP_001029318.1	XP_020949383.1
OG0012305	NP_598265.1, XP_006255767.1	NP_001231916.1, XP_005655805.1
OG0012306	XP_038954126.1	XP_013843940.1
OG0012307	XP_038953800.1, NP_001014177.1	XP_020949388.1
OG0012308	XP_063134214.1, NP_001014176.1	XP_020949391.1
OG0012309	NP_077367.2	NP_001161121.1
OG0012310	XP_063134012.1	XP_003355791.1
