Orthogroup	Rattus_norvegicus	Canis_lupus_familiaris
OG0013473	XP_063128842.1, NP_741992.2	XP_038420337.1
OG0013474	NP_647549.2, XP_006231076.1	XP_038420361.1
OG0013475	NP_001032435.2	XP_038420392.1
OG0013476	NP_001001052.1	XP_038420407.1
OG0013477	NP_001000922.1	XP_038420412.1
OG0013478	NP_001093991.1	XP_038420417.1
OG0013479	XP_574595.3	XP_038420424.1
OG0013480	XP_063133722.1, XP_063133723.1, XP_038947210.1	XP_038420425.1
OG0013481	NP_001099900.1, XP_063137643.1	XP_038420436.1
OG0013482	XP_006254672.2	XP_038420443.1
OG0013483	NP_001107864.1	XP_038420460.1
OG0013484	XP_038953606.1, NP_001402001.1	XP_038420498.1
OG0013485	NP_001103028.1	XP_038420522.1
OG0013486	NP_001103026.1	XP_038420529.1
OG0013487	XP_063138132.1, NP_001380725.1	XP_038420608.1
OG0013488	XP_017446346.1, NP_001382032.1	XP_038420625.1
OG0013489	NP_001099898.2, XP_038957933.1	XP_038420628.1
OG0013490	XP_038959555.1, NP_001408037.1	XP_038420631.1
OG0013491	NP_001401971.1	XP_038420637.1
OG0013492	XP_008759155.1, NP_001402011.1	XP_038420644.1
OG0013493	NP_001258080.1	XP_038420659.1
OG0013494	NP_001012180.1	XP_038420684.1
OG0013495	XP_063137635.1, NP_001020577.1	XP_038420687.1
OG0013496	NP_446154.3, XP_008759125.1	XP_038420688.1
OG0013497	XP_063142792.1, NP_001414444.1	XP_038420695.1
OG0013498	NP_001101680.1, XP_038939488.1	XP_038420735.1
OG0013499	XP_006254662.1, NP_001178870.1	XP_038420764.1
OG0013500	NP_446411.1, XP_006254558.2	XP_038420796.1
OG0013501	NP_001099420.1, XP_006249733.1	XP_038420946.1
OG0013502	XP_038947212.1	XP_038420989.1
OG0013503	XP_006249763.1	XP_038420990.1
OG0013504	NP_001389243.1	XP_038420995.1
OG0013505	NP_001012025.1, XP_006249761.1	XP_038421021.1
OG0013506	XP_008759839.4	XP_038421033.1
OG0013507	XP_056841390.1	XP_038421068.1
OG0013508	NP_001007642.1	XP_038421117.1
OG0013509	XP_038962712.1	XP_038421138.1
OG0013510	NP_001093994.1, XP_006232384.1	XP_038421153.1
OG0013511	XP_017448577.2	XP_038421188.1
OG0013512	NP_942025.1	XP_038421189.1
OG0013513	NP_001102832.2	XP_038421206.1
OG0013514	XP_063131995.1	XP_038421227.1
OG0013515	XP_038954072.1	XP_038421241.1
OG0013516	XP_006242739.1	XP_038421252.1
OG0013517	NP_001388159.1	XP_038421260.1
OG0013518	XP_006240950.1, NP_001008322.1	XP_038421271.1
OG0013519	NP_665724.1, XP_063119094.1	XP_038421273.1
OG0013520	NP_001102755.1, XP_006241047.1	XP_038421279.1
OG0013521	XP_063131204.1, NP_783170.1	XP_038421282.1
OG0013522	XP_038938756.1	XP_038421285.1
OG0013523	XP_063131803.1, NP_001178010.1	XP_038421290.1
OG0013524	NP_852049.1	XP_038421316.1
OG0013525	NP_446136.1	XP_038421326.1
OG0013526	XP_002729441.4	XP_038421364.1
OG0013527	XP_001066120.2	XP_038421369.1
OG0013528	XP_038963297.1, NP_001100078.1	XP_038421374.1
OG0013529	NP_671706.1	XP_038421397.1
OG0013530	NP_861433.2	XP_038421441.1
OG0013531	NP_001007746.1	XP_038421461.1
OG0013532	XP_038940772.1, NP_001013449.1	XP_038421463.1
OG0013533	XP_038962917.1, NP_612544.2	XP_038421469.1
OG0013534	NP_001020579.1	XP_038421505.1
OG0013535	NP_001381981.2	XP_038421519.1
OG0013536	XP_063142748.1, NP_001414177.1	XP_038421524.1
OG0013537	XP_063141551.1, NP_036640.1	XP_038421581.1
OG0013538	NP_001006979.1	XP_038421582.1
OG0013539	NP_001019504.2	XP_038421635.1
OG0013540	XP_038963556.1, NP_001101350.1	XP_038421665.1
OG0013541	NP_001100084.1, XP_017448059.1	XP_038421680.1
OG0013542	NP_445780.2	XP_038421714.1
OG0013543	NP_001386529.1	XP_038421778.1
OG0013544	NP_001032630.1	XP_038421780.1
OG0013545	XP_038964255.1, NP_076462.1	XP_038421809.1
OG0013546	XP_008768866.1	XP_038421870.1
OG0013547	XP_006251786.3	XP_038421872.1
OG0013548	XP_063131137.1, NP_001406482.1	XP_038422031.1
OG0013549	NP_001099531.1, XP_006252636.1	XP_038422044.1
OG0013550	XP_038951150.1	XP_038422065.1
OG0013551	XP_063131368.1, NP_001414614.1	XP_038422129.1
OG0013552	NP_001009271.1	XP_038422162.1
OG0013553	XP_038950193.1, NP_001029277.1	XP_038422170.1
OG0013554	NP_001387993.1	XP_038422262.1
OG0013555	NP_001032644.1	XP_038422300.1
OG0013556	NP_001102767.1, XP_063136618.1	XP_038422308.1
OG0013557	XP_038938550.1	XP_038422314.1
OG0013558	XP_006243803.1, NP_001380849.1	XP_038422338.1
OG0013559	NP_001006989.2	XP_038422420.1, XP_038422421.1
OG0013560	NP_954530.2, XP_006243813.1	XP_038422428.1
OG0013561	XP_063121324.1, NP_001380856.1	XP_038422442.1
OG0013562	XP_063121327.1, NP_001100329.1	XP_038422471.1
OG0013563	NP_001013267.1, XP_006243888.1	XP_038422526.1
OG0013564	NP_476552.2	XP_038422540.1
OG0013565	XP_006244056.1	XP_038422544.1
OG0013566	NP_001386254.1	XP_038422553.1
OG0013567	NP_001414249.1, XP_006244070.1	XP_038422561.1
OG0013568	NP_001102769.1	XP_038422576.1
OG0013569	XP_006244253.1, NP_001019437.1	XP_038422603.1
OG0013570	NP_001385567.1	XP_038422619.1
OG0013571	NP_001178815.1	XP_038422630.1
OG0013573	NP_001099549.2	XP_038422639.1
OG0013574	NP_001101869.1, XP_063131579.1	XP_038422645.1
OG0013575	XP_006252964.1, NP_001100777.1	XP_038422654.1
OG0013576	NP_001099548.1, XP_017455525.1	XP_038422656.1
OG0013577	NP_001099547.2	XP_038422669.1
OG0013578	XP_038950261.1, NP_001099545.1	XP_038422727.1
OG0013579	XP_038950258.1, NP_001099544.1	XP_038422728.1
OG0013580	XP_038950759.1, NP_001128268.1	XP_038422770.1
OG0013581	NP_001099537.1	XP_038422827.1
OG0013582	NP_001011919.1	XP_038422839.1
OG0013583	XP_006252917.1, NP_001162571.1	XP_038422866.1
OG0013584	XP_038950913.1	XP_038422876.1
OG0013585	NP_001099534.1, XP_006252858.1	XP_038422888.1
OG0013586	NP_001414328.1, XP_008763383.1	XP_038422937.1
OG0013587	NP_001178805.1	XP_038422950.1
OG0013588	NP_114454.2	XP_038422955.1
OG0013589	NP_001382078.1	XP_038422965.1
OG0013590	NP_001101912.1	XP_038422968.1
OG0013591	XP_006255307.1, NP_058871.2	XP_038422969.1
OG0013592	XP_006255297.1, NP_001099415.1	XP_038423007.1
OG0013593	NP_110493.1	XP_038423029.1
OG0013594	NP_851603.1	XP_038423060.1
OG0013595	NP_612548.1	XP_038423063.1
OG0013596	XP_063134044.1, NP_001100636.1	XP_038423076.1
OG0013597	NP_001075103.1	XP_038423079.1
OG0013598	XP_063121128.1, NP_001100275.1	XP_038423135.1
OG0013599	NP_001296386.1, XP_063121408.1	XP_038423139.1
OG0013600	XP_006242690.1, NP_001005881.2	XP_038423140.1
OG0013601	XP_038938184.1, NP_001385801.1	XP_038423181.1
OG0013602	XP_006242670.1, NP_037331.1	XP_038423205.1
OG0013603	NP_001128187.1, XP_038937639.1	XP_038423230.1
OG0013604	NP_001385635.1, XP_038938720.1	XP_038423235.1
OG0013605	NP_001165550.1	XP_038423270.1
OG0013607	NP_001101798.1	XP_038423338.1
OG0013608	NP_001099373.1, XP_006248816.1	XP_038423347.1
OG0013609	XP_038945069.1, NP_001099372.1	XP_038423359.1
OG0013610	NP_001138312.1, XP_006248838.1	XP_038423366.1
OG0013611	XP_008767175.1, NP_001100586.1	XP_038423375.1
OG0013612	XP_006241190.1, NP_001014223.1	XP_038423422.1
OG0013613	XP_063140951.1, NP_001100242.2	XP_038423424.1
OG0013614	NP_116006.1	XP_038423427.1
OG0013615	NP_001029280.1	XP_038423428.1
OG0013616	XP_038934958.1, NP_001101546.1	XP_038423429.1
OG0013617	XP_006241179.1	XP_038423451.1
OG0013618	NP_001119761.2, XP_038939864.1	XP_038423470.1
OG0013619	XP_006244376.1, NP_001030095.1	XP_038423560.1
OG0013620	NP_596895.1	XP_038423564.1
OG0013621	NP_001020877.1	XP_038423632.1
OG0013622	NP_001292170.1, XP_217309.6	XP_038423634.1
OG0013623	NP_001386289.1	XP_038423646.1
OG0013624	NP_001414252.1	XP_038423666.1
OG0013625	NP_001078875.1, XP_063123797.1	XP_038423667.1
OG0013626	XP_038939871.1, NP_001020197.1	XP_038423673.1
OG0013627	NP_001094227.1	XP_038423702.1
OG0013628	NP_058941.1, XP_063119189.1	XP_038423705.1
OG0013629	XP_038934951.1, NP_001129075.1	XP_038423757.1
OG0013630	NP_001292164.1, XP_006241097.1	XP_038423817.1
OG0013631	NP_001382445.1	XP_038423825.1
OG0013632	XP_063119244.1, NP_001011985.1	XP_038423849.1
OG0013633	NP_001413836.1, XP_038936372.1	XP_038423851.1
OG0013634	NP_598208.2, NP_001030314.1	XP_038423873.1
OG0013635	NP_001164028.1, XP_006240983.1	XP_038423899.1
OG0013636	NP_001100239.2, XP_038934575.1	XP_038423903.1
OG0013637	XP_063119080.1	XP_038423928.1
OG0013638	NP_112409.3, XP_038935873.1	XP_038423941.1
OG0013639	XP_038934905.2, NP_001034116.1	XP_038423970.1
OG0013640	NP_001167445.1	XP_038423973.1
OG0013641	XP_063119480.1, NP_853665.2	XP_038423976.1
OG0013642	NP_001101535.1	XP_038424000.1
OG0013643	NP_001013120.1, XP_006240919.1	XP_038424009.1
OG0013644	XP_038956915.1	XP_038424057.1
OG0013645	NP_001000749.1	XP_038424075.1, XP_038424076.1
OG0013646	XP_576354.3	XP_038424136.1
OG0013647	XP_063121399.1, NP_001101595.1	XP_038424194.1
OG0013648	NP_001385798.1	XP_038424198.1
OG0013649	XP_038938158.1	XP_038424207.1
OG0013650	NP_001101597.1, XP_006242620.1	XP_038424259.1
OG0013651	NP_665717.1	XP_038424282.1
OG0013652	NP_001014043.1, XP_038969028.1	XP_038424296.1
OG0013653	XP_017444434.1, NP_001128485.1	XP_038424393.1
OG0013654	XP_006229864.1, NP_001387772.1	XP_038424486.1
OG0013655	NP_001102622.2, XP_006229876.1	XP_038424529.1
OG0013656	XP_218953.4	XP_038424535.1
OG0013657	NP_037042.1, XP_038957542.1	XP_038424537.1
OG0013658	NP_001019921.1, XP_038962012.2	XP_038424568.1
OG0013659	NP_001099752.1	XP_038424610.1
OG0013660	NP_001396031.1, NP_954533.1	XP_038424737.1
OG0013661	NP_001006998.1	XP_038424825.1
OG0013662	NP_445770.1	XP_038424826.1
OG0013663	NP_001004222.1, XP_006229995.1	XP_038424830.1
OG0013664	XP_038962733.1, NP_001128207.1	XP_038424841.1
OG0013665	NP_445776.1	XP_038424859.1
OG0013666	NP_001014266.1, XP_038941094.2	XP_038424875.1
OG0013667	XP_063137079.1, NP_001258163.1	XP_038424929.1
OG0013668	NP_001101968.1	XP_038424932.1
OG0013669	XP_017444693.1, NP_001101016.2	XP_038424938.1
OG0013670	NP_001012169.2, XP_038938655.1	XP_038424944.1
OG0013671	NP_001012760.1, XP_006230036.1	XP_038424948.1
OG0013672	XP_017444475.3, NP_001099758.1	XP_038424951.1
OG0013673	XP_008758019.1, NP_001128442.1	XP_038424953.1
OG0013674	NP_001099756.1, XP_063141378.1	XP_038424964.1
OG0013675	NP_001388556.1	XP_038425048.1
OG0013676	NP_001388642.1	XP_038425149.1
OG0013677	XP_038949056.1, NP_446009.1	XP_038425184.1
OG0013678	XP_017445260.1, NP_112331.2	XP_038425188.1
OG0013679	XP_038962388.1	XP_038425201.1
OG0013680	NP_001397220.1	XP_038425249.1
OG0013681	XP_038957273.1, NP_001395710.1	XP_038425254.1
OG0013682	XP_063122029.1, NP_001102759.1	XP_038425259.1
OG0013683	NP_001000132.1	XP_038425280.1
OG0013684	NP_001406467.1	XP_038425303.1
OG0013685	NP_001101862.2	XP_038425315.1
OG0013686	XP_017452285.1	XP_038425327.1
OG0013687	XP_001080220.3	XP_038425344.1
OG0013688	NP_001009635.1, XP_017455114.1	XP_038425354.1
OG0013689	NP_001006964.1	XP_038425444.1
OG0013690	NP_001101857.2	XP_038425452.1
OG0013691	XP_063130963.1	XP_038425486.1
OG0013692	XP_008769115.1, NP_001017506.1	XP_038425497.1
OG0013693	NP_112304.2	XP_038425512.1, XP_038440774.1
OG0013694	NP_001007759.1, XP_038949484.1	XP_038425513.1
OG0013695	XP_063130222.1, NP_001099520.1	XP_038425555.1
OG0013696	XP_038949964.2, NP_001414532.1	XP_038425569.1
OG0013697	NP_001414212.1, XP_063130227.1	XP_038425576.1
OG0013698	XP_038949975.1, NP_001386463.1	XP_038425578.1
OG0013699	NP_001013069.1	XP_038425601.1
OG0013700	NP_001099522.1, XP_008769085.1	XP_038425606.1
OG0013701	NP_001380783.1	XP_038425761.1
OG0013702	XP_038949332.1, NP_001264089.1	XP_038425765.1
OG0013703	NP_001100753.1	XP_038425787.1
OG0013704	NP_001414362.1, XP_003751581.1	XP_038425799.1
OG0013705	NP_071568.2	XP_038425806.1
OG0013706	NP_001100757.1, XP_006252534.1	XP_038425832.1
OG0013707	XP_006252571.1, NP_001030109.2	XP_038425874.1
OG0013708	NP_001017505.1	XP_038425915.1
OG0013709	XP_006244914.2, NP_112399.1	XP_038425924.1
OG0013710	NP_001020143.1	XP_038425948.1
OG0013711	XP_006253522.3, NP_001171155.1	XP_038425973.1
OG0013712	NP_001163948.1	XP_038426044.1
OG0013713	NP_036642.2, XP_038950118.1	XP_038426059.1
OG0013714	NP_001099564.2, XP_017455534.1	XP_038426061.1
OG0013715	NP_001414254.1	XP_038426107.1
OG0013716	NP_001385894.1, NP_001029175.1	XP_038426145.1
OG0013717	XP_006235275.1, NP_001099993.1	XP_038426146.1
OG0013718	NP_001388132.1	XP_038426257.1
OG0013719	NP_001178730.1, XP_038937222.1	XP_038426259.1
OG0013720	NP_001025081.2, XP_006244059.1	XP_038426266.1
OG0013721	XP_017451627.1, NP_001102254.1	XP_038426294.1
OG0013722	NP_112315.2	XP_038426298.1
OG0013723	NP_001178009.1, XP_063122082.1	XP_038426331.1
OG0013724	NP_001406931.1, XP_038938628.1	XP_038426337.1
OG0013725	NP_001382669.1	XP_038426339.1
OG0013726	NP_058731.2, XP_006244125.1	XP_038426367.1
OG0013727	NP_001129367.1, XP_017451259.1	XP_038426403.1
OG0013728	XP_003750652.1	XP_038426407.1
OG0013729	NP_001025203.2, XP_006244151.1	XP_038426419.1
OG0013730	XP_006244230.2	XP_038426504.1
OG0013731	XP_038936799.1, NP_665715.2	XP_038426535.1
OG0013732	NP_001007803.1	XP_038426537.1
OG0013733	NP_001178814.1	XP_038426542.1
OG0013734	NP_001164010.1	XP_038426546.1
OG0013735	XP_008764882.3	XP_038426549.1
OG0013736	NP_001386508.1	XP_038426640.1
OG0013737	NP_001014014.1, XP_017455136.1	XP_038426650.1
OG0013738	XP_063122903.1, NP_001019423.2	XP_038426663.1
OG0013739	XP_017454756.1, NP_001128039.1	XP_038426664.1
OG0013740	XP_038939403.1, NP_001012129.1	XP_038426667.1
OG0013741	XP_038937497.1, NP_001399155.1	XP_038426739.1
OG0013742	XP_008764816.2	XP_038426740.1
OG0013743	XP_038938537.1	XP_038426747.1
OG0013744	NP_001102473.1, XP_017451278.1	XP_038426779.1
OG0013745	NP_001102246.2, XP_038937706.1	XP_038426783.1
OG0013746	XP_038937486.1, NP_001101651.1	XP_038426791.1
OG0013747	XP_063122517.1	XP_038426842.1
OG0013748	XP_006243695.1, NP_001012202.2	XP_038426880.1
OG0013749	XP_063121668.1, NP_001388814.1	XP_038426886.1
OG0013750	NP_058726.2	XP_038426894.1
OG0013751	XP_063121658.1, NP_001166825.1	XP_038426930.1
OG0013752	NP_001013977.1	XP_038426979.1
OG0013754	NP_001100317.2, XP_006243618.1	XP_038427024.1
OG0013755	XP_008764796.1	XP_038427029.1
OG0013756	XP_063122323.1	XP_038427038.1
OG0013757	XP_063121870.1, NP_001258367.1	XP_038427051.1
OG0013758	XP_063137656.1, NP_001099904.1	XP_038427115.1
OG0013759	XP_038957494.1, NP_446237.1	XP_038427116.1
OG0013760	XP_006232448.1, NP_001178889.1	XP_038427132.1
OG0013761	NP_001386747.1	XP_038427136.1
OG0013762	NP_001019471.1	XP_038427138.1
OG0013763	XP_038959614.1	XP_038427143.1
OG0013764	NP_001108501.2, XP_006232534.1	XP_038427214.1
OG0013765	NP_446114.1, XP_063137206.1	XP_038427225.1
OG0013766	XP_063137204.1, NP_446077.2	XP_038427244.1
OG0013767	NP_001178729.1	XP_038427269.1
OG0013768	NP_001101250.1, XP_063139855.1	XP_038427290.1
OG0013769	NP_113970.1	XP_038427302.1
OG0013770	NP_445835.2	XP_038427346.1
OG0013771	NP_001102066.2, XP_038961403.1	XP_038427352.1
OG0013772	XP_008760507.2	XP_038427362.1
OG0013773	NP_001385910.1	XP_038427393.1
OG0013774	NP_036878.1	XP_038427482.1
OG0013775	NP_001101253.2, XP_038960967.1	XP_038427483.1
OG0013776	NP_001101249.1, XP_038960941.1	XP_038427584.1
OG0013777	XP_006235134.1, NP_036658.2	XP_038427595.1
OG0013778	XP_006235095.1, NP_001034113.2	XP_038427642.1
OG0013779	XP_001072159.4	XP_038427778.1
OG0013780	NP_001094475.1, XP_038961806.1	XP_038427790.1
OG0013781	NP_001041323.3	XP_038427814.1
OG0013782	NP_001162051.1	XP_038427815.1
OG0013783	XP_006235309.1, NP_001382549.1	XP_038427832.1
OG0013784	NP_001014073.1, XP_063139897.1	XP_038427858.1
OG0013785	NP_001102068.2	XP_038427867.1
OG0013786	NP_001025200.1, XP_008760532.2	XP_038427910.1
OG0013787	NP_001402614.1	XP_038427925.1
OG0013788	XP_006235388.1, NP_001094371.1	XP_038427944.1
OG0013789	XP_038961000.1, NP_001092194.1	XP_038427954.1
OG0013790	NP_001386586.1, NP_001263385.1	XP_038427963.1
OG0013791	NP_001263643.1, XP_006235358.1	XP_038427980.1
OG0013792	XP_038960082.1, NP_569107.2	XP_038428003.1
OG0013793	XP_003749647.1	XP_038428029.1
OG0013794	XP_017447755.2	XP_038428141.1
OG0013795	XP_038962640.1	XP_038428159.1
OG0013796	XP_342562.5	XP_038428214.1
OG0013797	NP_058904.2, XP_038960374.1	XP_038428227.1
OG0013798	NP_001101266.1, XP_038961021.1	XP_038428240.1
OG0013799	NP_001402786.1	XP_038428241.1
OG0013800	NP_072137.1	XP_038428244.1
OG0013801	NP_001413916.1	XP_038428372.1
OG0013802	NP_001386494.1	XP_038428374.1
OG0013803	NP_001100010.2, XP_006235594.2	XP_038428377.1
OG0013804	NP_001101271.1, XP_038961060.1	XP_038428410.1
OG0013805	NP_001020940.1	XP_038428420.1
OG0013806	NP_001102433.1	XP_038428436.1
OG0013807	XP_006235702.1, NP_851597.2	XP_038428471.1
OG0013809	NP_446257.1	XP_038428504.1
OG0013810	XP_006235712.1	XP_038428511.1
OG0013811	NP_001402604.1	XP_038428555.1
OG0013812	NP_001309415.1	XP_038428607.1
OG0013813	XP_063140647.1, NP_001103012.1	XP_038428624.1
OG0013814	NP_001178538.1	XP_038428706.1
OG0013815	XP_038960156.2, NP_620273.2	XP_038428726.1
OG0013816	NP_001008218.1	XP_038428727.1
OG0013817	NP_001167210.1, XP_063139961.1	XP_038428744.1
OG0013818	XP_038962689.1, NP_001414081.1	XP_038428751.1
OG0013819	NP_001019927.1	XP_038428756.1
OG0013820	XP_006235834.1, NP_001178786.1	XP_038428808.1
OG0013822	XP_063139268.1	XP_038428825.1
OG0013823	NP_001102084.1	XP_038428829.1
OG0013824	NP_001014074.1	XP_038428836.1
OG0013825	XP_038961641.1, NP_001102682.1	XP_038428856.1
OG0013826	NP_001102085.1, XP_063140318.1	XP_038428887.1
OG0013827	XP_230550.4	XP_038428906.1
OG0013828	NP_001099980.1	XP_038428910.1
OG0013829	XP_008760627.2	XP_038428916.1
OG0013830	NP_001408014.1	XP_038428994.1
OG0013831	NP_001102479.1	XP_038429029.1
OG0013832	NP_001099562.2	XP_038429046.1
OG0013833	XP_038957937.1, NP_001386150.1	XP_038429150.1
OG0013834	NP_001030133.1	XP_038429197.1
OG0013835	XP_006248805.1, NP_001102530.1	XP_038429235.1
OG0013836	NP_001095853.1	XP_038429237.1
OG0013837	NP_001030299.1, XP_038945603.1	XP_038429262.1
OG0013838	XP_038945259.1, NP_001163869.2	XP_038429265.1
OG0013839	NP_058956.1	XP_038429276.1
OG0013840	NP_001185484.1	XP_038429278.1
OG0013841	NP_001385810.1	XP_038429320.1
OG0013842	NP_001102531.1, XP_038945612.1	XP_038429348.1
OG0013843	NP_001178865.1	XP_038429372.1
OG0013844	NP_001414650.1, XP_006252229.1	XP_038429409.1
OG0013845	NP_001034425.2, XP_006252134.1	XP_038429416.1
OG0013846	XP_006252128.1, NP_001100736.1	XP_038429435.1
OG0013847	NP_786933.1	XP_038429442.1
OG0013848	XP_063130332.1, NP_001020843.1	XP_038429471.1
OG0013849	XP_038950287.1, NP_001099552.2	XP_038429496.1
OG0013850	XP_006253145.1, NP_075215.1	XP_038429523.1
OG0013851	XP_008769022.1	XP_038429594.1
OG0013852	NP_001389188.1, XP_063130207.1	XP_038429613.1
OG0013853	XP_038949936.1, NP_001414030.1	XP_038429616.1
OG0013854	XP_002728336.1, NP_001414677.1	XP_038429659.1
OG0013855	NP_001102340.1	XP_038429674.1
OG0013856	NP_001388589.1	XP_038429713.1
OG0013857	NP_001014018.1, XP_006252328.2	XP_038429716.1
OG0013858	NP_001102342.1	XP_038429733.1
OG0013859	NP_058782.1, XP_006252302.1	XP_038429752.1
OG0013860	NP_001013204.1, XP_038949442.1	XP_038429754.1
OG0013861	NP_599194.1, XP_008769035.1	XP_038429776.1
OG0013862	NP_001020450.1	XP_038429798.1
OG0013863	NP_476561.1	XP_038429851.1
OG0013864	XP_008765533.2, NP_001406840.1	XP_038429887.1
OG0013865	NP_001103088.1	XP_038429947.1
OG0013866	NP_075588.2, XP_017452122.1	XP_038430104.1
OG0013867	NP_062171.1	XP_038430122.1
OG0013868	NP_062018.1	XP_038430123.1
OG0013869	XP_038938943.1, NP_001129713.1	XP_038430145.1
OG0013870	XP_006245481.1, NP_001102279.2	XP_038430150.1
OG0013871	NP_001128357.1, XP_038939653.1	XP_038430161.1
OG0013872	XP_056840610.1	XP_038430174.1
OG0013873	NP_001101701.1, XP_038939683.1	XP_038430213.1
OG0013874	NP_001013245.1	XP_038430218.1
OG0013875	XP_063123110.1, NP_001178741.1	XP_038430275.1
OG0013876	XP_038940667.1, NP_001414342.1	XP_038430325.1
OG0013877	NP_001005564.1, XP_038939860.1	XP_038430385.1
OG0013878	NP_001385737.1	XP_038430419.1
OG0013879	XP_063127018.1	XP_038430464.1
OG0013880	XP_006249625.1, NP_001101317.1	XP_038430534.1
OG0013881	XP_017453720.1, NP_001257347.2	XP_038430591.1
OG0013882	XP_006249609.1, NP_001020734.1	XP_038430627.1
OG0013883	NP_001101811.1, XP_006249627.1	XP_038430630.1
OG0013884	NP_001017487.1	XP_038430675.1
OG0013885	NP_113729.1, XP_017453758.1	XP_038430678.1
OG0013886	XP_063127741.1, NP_001103017.1	XP_038430721.1
OG0013887	XP_008767494.2	XP_038430727.1
OG0013888	NP_446227.2	XP_038430733.1
OG0013889	NP_742026.1, XP_063127686.1	XP_038430747.1
OG0013890	XP_006249356.1, NP_001178594.1	XP_038430750.1
OG0013891	XP_038945373.1, NP_001100609.1	XP_038430788.1
OG0013892	XP_063127769.1	XP_038430811.1
OG0013893	NP_001099398.1	XP_038430814.1
OG0013894	NP_075250.2	XP_038430873.1
OG0013895	NP_001414180.1	XP_038430878.1
OG0013896	NP_001385885.1	XP_038430888.1
OG0013897	NP_569114.2	XP_038430889.1
OG0013898	XP_008767497.2	XP_038430890.1
OG0013899	NP_001014004.1	XP_038430942.1
OG0013900	NP_113782.2, XP_063127305.1	XP_038430951.1
OG0013901	NP_001008291.1	XP_038430979.1
OG0013902	NP_001406666.1, XP_063127251.1	XP_038431020.1
OG0013903	XP_038945800.1	XP_038431064.1
OG0013904	NP_001171064.1	XP_038431076.1
OG0013905	NP_001101805.1, XP_006249457.1	XP_038431084.1
OG0013906	NP_001017488.1, XP_063127662.1	XP_038431100.1
OG0013907	XP_006249478.1, NP_853669.1	XP_038431131.1
OG0013908	NP_001100615.2	XP_038431151.1
OG0013909	NP_001385541.1, XP_006249488.1	XP_038431155.1
OG0013910	NP_001101808.2, XP_038945529.1	XP_038431156.1
OG0013911	XP_063127281.1	XP_038431182.1
OG0013912	NP_001034111.1	XP_038431246.1
OG0013913	NP_071957.1	XP_038431262.1
OG0013914	NP_001012148.1	XP_038431293.1
OG0013915	XP_006249504.1, NP_001005553.1	XP_038431295.1
OG0013916	XP_006249525.1, NP_001009973.1	XP_038431328.1
OG0013917	NP_599231.3, XP_008767538.1	XP_038431340.1
OG0013918	NP_001100623.1, XP_063127467.1	XP_038431343.1
OG0013919	XP_006249563.1, NP_001100626.1	XP_038431363.1
OG0013920	NP_001292083.1	XP_038431438.1
OG0013921	XP_006249646.1	XP_038431447.1
OG0013922	XP_063128952.1, NP_037325.1	XP_038431520.1
OG0013923	XP_038948139.1, NP_001015022.1	XP_038431556.1
OG0013924	NP_001020299.1	XP_038431559.1
OG0013925	XP_006251362.1, NP_001100704.1	XP_038431572.1
OG0013926	NP_695228.2, XP_038947570.1	XP_038431590.1
OG0013927	NP_001382087.1	XP_038431615.1
OG0013928	XP_006251478.1	XP_038431655.1
OG0013929	NP_062108.2, XP_038954554.1	XP_038431729.1
OG0013930	NP_036928.1	XP_038431744.1
OG0013931	NP_072106.1	XP_038431814.1
OG0013932	XP_063126791.1, NP_001102528.1	XP_038431830.1
OG0013933	XP_038944454.1, NP_001012146.1	XP_038431838.1
OG0013934	XP_038943916.1, NP_036853.2	XP_038431883.1
OG0013935	NP_001101796.1, XP_006248769.1	XP_038431885.1
OG0013936	NP_001013999.2, XP_008767097.1	XP_038431887.1
OG0013937	NP_446262.3	XP_038431902.1
OG0013938	NP_001013885.2, XP_038943996.1	XP_038431910.1
OG0013939	NP_001101056.1	XP_038431959.1
OG0013940	NP_596891.1, XP_006231334.3	XP_038431960.1
OG0013941	NP_001386617.1, XP_006231356.1	XP_038431981.1
OG0013942	XP_038965220.1, NP_001178567.1	XP_038431994.1
OG0013943	NP_001402678.1	XP_038432020.1
OG0013944	NP_570110.1	XP_038432039.1
OG0013946	NP_001178944.1	XP_038432072.1
OG0013947	NP_714950.3	XP_038432105.1
OG0013948	XP_038934166.1	XP_038432118.1
OG0013949	NP_942040.2	XP_038432180.1
OG0013950	XP_008761473.1, NP_001178906.1	XP_038432181.1
OG0013951	NP_036649.2, XP_063141552.1	XP_038432198.1
OG0013952	XP_008761494.1	XP_038432240.1
OG0013953	XP_038964769.2, NP_001387850.1	XP_038432368.1
OG0013954	NP_001178792.1	XP_038432375.1
OG0013955	NP_001102118.2, XP_063142432.1	XP_038432377.1
OG0013956	NP_001414716.1, XP_038964754.1	XP_038432437.1
OG0013957	NP_001381980.1	XP_038432442.1
OG0013958	NP_571983.1	XP_038432443.1
OG0013959	XP_006237562.1, NP_001094222.1	XP_038432473.1
OG0013960	XP_017448527.2	XP_038432479.1
OG0013961	NP_001100092.1	XP_038432492.1
OG0013962	NP_001100091.1	XP_038432502.1
OG0013963	XP_006237411.1, NP_001073356.1	XP_038432540.1
OG0013964	XP_038963379.1, NP_997678.2	XP_038432553.1
OG0013965	NP_001100090.3, XP_038963377.1	XP_038432564.1
OG0013966	XP_063141471.1	XP_038432583.1
OG0013967	NP_001101358.2	XP_038432584.1
