Orthogroup	Rattus_norvegicus	Myotis_lucifugus
OG0015819	NP_001094017.1	XP_023603041.1
OG0015821	NP_113992.1	XP_006108292.1
OG0015822	NP_001102249.1	XP_006108811.1
OG0015823	NP_001041336.1	XP_006108251.1
OG0015824	NP_001101657.1	XP_023603012.1
OG0015825	NP_446417.2	XP_006106178.1
OG0015826	NP_001004250.1	XP_014306339.2
OG0015827	XP_017451624.2	XP_023604159.1
OG0015828	XP_038937239.1	XP_023619929.1
OG0015829	XP_038950816.1	XP_006100474.1
OG0015830	NP_001121126.1	XP_006100466.1
OG0015831	NP_001101868.1	XP_023619766.1
OG0015832	NP_113841.2	XP_023619771.1
OG0015833	NP_001040569.1	XP_006100457.1
OG0015834	NP_001037695.1	XP_014321312.2
OG0015835	NP_001386363.1	XP_006100438.1
OG0015836	XP_006252930.1, NP_001263694.1	XP_006100424.1
OG0015837	NP_001025197.1	XP_006100416.1
OG0015838	NP_001099536.1	XP_006107649.3
OG0015839	XP_063131141.1	XP_014320646.1
OG0015840	NP_446260.1	XP_023619078.1
OG0015841	NP_001401963.1	XP_023619061.1
OG0015842	NP_001093645.2	XP_006099722.1
OG0015843	NP_001401865.1	XP_023619074.1
OG0015844	NP_001013968.1, XP_006241116.1	XP_014320615.1
OG0015845	NP_001100630.1	XP_006100390.1
OG0015846	XP_002728628.3	XP_023619726.1
OG0015847	NP_001382053.1	XP_014321235.1
OG0015848	NP_001100632.1	XP_006100382.1
OG0015850	NP_001009541.1	XP_006109908.1
OG0015851	XP_001064979.1	XP_006105101.1
OG0015852	NP_001386030.1	XP_006105098.1
OG0015853	NP_001093974.1	XP_006105100.1
OG0015854	NP_071794.1	XP_006105097.1
OG0015855	NP_001019408.1	XP_006105096.1
OG0015856	XP_038953611.1	XP_006105086.1
OG0015857	NP_001400403.1	XP_006104618.1
OG0015858	NP_001258639.1	XP_014305872.1
OG0015859	NP_001101599.1	XP_006106006.1
OG0015860	XP_038937777.1, NP_001102466.1	XP_006105801.1
OG0015861	NP_037233.4	XP_023601124.1
OG0015862	XP_063121110.1, NP_001013961.1	XP_006104114.1
OG0015863	NP_001101472.1	XP_006104113.1
OG0015864	NP_001013113.1	XP_023601134.1
OG0015865	NP_001128106.2	XP_006102504.1
OG0015866	XP_038945835.1	XP_023599125.1
OG0015867	XP_006248831.1	XP_006101950.1
OG0015868	NP_058963.2	XP_006101941.1
OG0015869	NP_001382025.1	XP_023620390.1
OG0015870	XP_008764987.3, NP_001001720.1	XP_006101161.1
OG0015871	NP_997682.1	XP_006101160.1
OG0015872	NP_001386050.1	XP_006101155.1
OG0015873	NP_001037701.2	XP_023601755.1
OG0015874	XP_063123792.1, NP_001102878.1	XP_014302576.1
OG0015875	NP_001009717.1, XP_038939952.1	XP_023603443.1
OG0015876	XP_006244434.1	XP_023603444.1
OG0015878	NP_001386069.1	XP_006106971.1
OG0015879	NP_112518.1	XP_023603613.1
OG0015881	NP_001100240.1	XP_006106000.1
OG0015882	NP_001101545.1	XP_023620445.1
OG0015883	XP_063120559.1	XP_023604113.1
OG0015884	NP_001102205.1, XP_038935324.1	XP_023599064.1
OG0015885	XP_006240973.1, NP_001178506.1	XP_014322654.1
OG0015886	NP_001094356.1, XP_038934570.1	XP_023599058.1
OG0015887	NP_001103091.1	XP_014322717.2
OG0015889	NP_788268.2	XP_014315546.1
OG0015890	NP_001009644.1	XP_023614670.1
OG0015891	NP_001101592.1	XP_006098148.1
OG0015892	XP_006242588.1	XP_006092847.1
OG0015893	NP_001178922.2	XP_006092832.1
OG0015894	NP_001100271.1	XP_006092829.1
OG0015895	NP_072145.1	XP_006092942.1
OG0015896	NP_001385660.1	XP_014314793.1
OG0015897	NP_001128305.1	XP_006092961.1
OG0015898	NP_001020056.1	XP_006098522.1
OG0015899	NP_775128.1	XP_006091119.1
OG0015900	NP_001388471.1	XP_014323709.1
OG0015901	NP_001385529.1	XP_023599980.1
OG0015902	NP_001388273.1	XP_014323721.1
OG0015903	NP_001102387.1	XP_006100510.1
OG0015904	NP_001388752.1	XP_023619815.1
OG0015906	NP_446347.2	XP_023614567.1
OG0015907	NP_001013254.1	XP_006094579.1
OG0015908	NP_001000546.1	XP_006094625.1
OG0015909	XP_006230009.1	XP_006094638.1
OG0015910	NP_037297.2	XP_014316249.1
OG0015911	NP_604444.1	XP_006105616.1
OG0015912	XP_008758037.1	XP_023602331.1
OG0015913	NP_001300771.1	XP_006105630.2
OG0015914	NP_001094052.1	XP_023610352.1
OG0015915	XP_003749007.2	XP_023610358.1
OG0015916	NP_001101015.1	XP_006089700.1
OG0015917	NP_001094131.1	XP_006089677.1
OG0015918	NP_001073353.1	XP_006089672.1
OG0015919	NP_001387531.1	XP_014312081.1
OG0015920	NP_742064.2	XP_023610279.1
OG0015921	XP_038957065.1	XP_023613892.1
OG0015922	XP_017445618.1	XP_014315567.1, XP_023613889.1, XP_023613887.1
OG0015923	NP_037171.2	XP_023613929.1
OG0015924	NP_001128488.1	XP_006093863.1
OG0015925	NP_001382044.1	XP_023613917.1
OG0015926	NP_001020213.1	XP_006091652.1
OG0015927	NP_071555.3	XP_023613059.1
OG0015928	NP_476490.2	XP_006083572.1
OG0015929	NP_001101871.1, XP_006253416.1	XP_006083629.1
OG0015931	XP_063130349.1, NP_001178616.1	XP_006083615.1
OG0015932	NP_001386504.1	XP_023604879.1
OG0015933	NP_001012157.1	XP_023604192.1
OG0015934	NP_001398904.1	XP_006083550.1
OG0015935	NP_001381602.1	XP_006098651.1
OG0015936	NP_445846.3	XP_006096429.1
OG0015937	XP_063130513.1	XP_014309004.1
OG0015938	NP_001381658.1	XP_006089899.1
OG0015939	XP_063130689.1	XP_006102008.1
OG0015940	NP_001382593.1	XP_023620688.1
OG0015941	NP_001264157.1	XP_006086981.1
OG0015942	XP_001061373.3	XP_023608212.1
OG0015943	NP_001389417.1	XP_006086976.1
OG0015944	NP_001162104.1	XP_023608236.1
OG0015945	NP_001100793.2	XP_006086953.1
OG0015946	NP_001395937.1	XP_006102099.1
OG0015947	NP_113762.1	XP_006102104.1
OG0015948	XP_038950338.1, NP_001019915.1	XP_006109824.1
OG0015949	NP_001101851.1	XP_023604886.1
OG0015950	NP_001100320.1	XP_006083802.1
OG0015951	NP_077336.3	XP_006084818.1
OG0015952	NP_001014790.1	XP_006090400.2
OG0015953	NP_037320.1	XP_006098007.1, XP_006109393.1
OG0015954	NP_001102677.2	XP_006098012.1
OG0015955	XP_006244034.1	XP_006097139.1
OG0015956	NP_001178546.2, XP_063121373.1	XP_023619951.1
OG0015957	NP_062258.2	XP_023619142.1
OG0015958	XP_038937573.1, NP_001128037.1	XP_023599470.1
OG0015959	NP_001101665.2	XP_006102362.3
OG0015960	NP_001388818.1	XP_006087650.1
OG0015961	NP_001414322.1	XP_006087661.1
OG0015962	XP_063130834.1	XP_023608678.1
OG0015963	NP_001401916.1	XP_006087694.3
OG0015964	NP_001094328.2	XP_023608683.1
OG0015965	NP_001400853.1	XP_006083976.1
OG0015966	NP_001100763.1	XP_006083977.2
OG0015967	NP_001100322.1	XP_006083756.1
OG0015968	NP_001178811.1	XP_023605299.1
OG0015969	NP_001009669.1	XP_006083766.1
OG0015970	NP_001400725.1	XP_014306893.1
OG0015971	XP_017451335.1, NP_001166909.1	XP_014306469.1
OG0015973	XP_038938494.1	XP_023605146.1
OG0015974	NP_001121112.1	XP_006085834.1
OG0015975	XP_236501.3	XP_006085838.1
OG0015976	NP_001385823.1	XP_006085842.1
OG0015977	NP_001178928.1	XP_023609537.1
OG0015978	XP_017446748.1	XP_014311282.2
OG0015979	NP_604452.1	XP_006096370.1
OG0015980	XP_038957753.1	XP_014320253.1
OG0015981	NP_001101148.1	XP_023610937.1
OG0015982	NP_001103006.1	XP_014312657.1
OG0015983	NP_113843.1	XP_006090368.1
OG0015984	NP_062189.1	XP_006085239.1
OG0015985	NP_570826.1	XP_006091476.1
OG0015986	XP_230857.6	XP_006091495.1
OG0015987	XP_063129791.1	XP_023603962.1
OG0015988	NP_001101255.1	XP_006104260.1
OG0015989	NP_001414651.1	XP_023601281.1
OG0015990	NP_001101254.1	XP_006104254.1
OG0015991	NP_001178784.1	XP_006088046.1
OG0015992	XP_038962781.1	XP_023608976.1
OG0015993	NP_001128024.1	XP_006088052.1
OG0015994	NP_062020.2	XP_006088021.1
OG0015995	NP_001258249.1, XP_008760477.1	XP_006088020.1
OG0015996	NP_001093999.1	XP_023617875.1
OG0015997	NP_001005541.1	XP_006096450.1
OG0015998	NP_001099981.1	XP_014317802.1
OG0015999	NP_001004281.1	XP_006089440.1
OG0016000	NP_001386550.1	XP_006089613.1
OG0016001	XP_063139893.1	XP_006089449.1
OG0016002	XP_038962791.1	XP_023610258.1
OG0016003	NP_001004230.1	XP_006089509.1
OG0016004	NP_001101268.1	XP_006091489.1
OG0016005	NP_001102432.1	XP_006091485.1
OG0016006	NP_001100012.1	XP_006091452.1
OG0016007	NP_001101272.1	XP_006091436.1
OG0016008	NP_001129273.1	XP_006098048.1
OG0016009	NP_001001517.1	XP_006098042.1
OG0016010	NP_001102079.1	XP_023617504.1
OG0016011	NP_001101274.1	XP_023617500.1
OG0016012	XP_006235773.1	XP_023615213.1
OG0016013	NP_899159.1	XP_006103807.2
OG0016014	NP_001103034.1	XP_006103948.1
OG0016015	NP_001011961.1	XP_006104298.1
OG0016016	XP_063140866.1	XP_006096432.1
OG0016017	NP_001388042.1	XP_006098325.1
OG0016018	NP_001032620.1, NP_001399513.1	XP_023608819.1
OG0016019	NP_001029316.1	XP_014316545.1
OG0016020	NP_001019535.1	XP_006082851.1
OG0016021	NP_001292983.1	XP_014319517.1
OG0016022	NP_001386096.1, XP_063123388.1	XP_023603168.1
OG0016024	NP_001004262.1	XP_023604930.1
OG0016025	XP_063138961.1	XP_014308502.1
OG0016026	NP_001101146.1	XP_023607022.1
OG0016027	NP_001037728.1	XP_023607019.1
OG0016028	XP_063127988.1	XP_006085540.1
OG0016029	NP_062179.2	XP_023617777.1
OG0016030	NP_001032876.1	XP_023606943.1, XP_014319393.1
OG0016031	NP_001107042.1	XP_014319379.1
OG0016032	NP_001386449.1	XP_006092204.3
OG0016033	NP_073187.1	XP_006081958.1
OG0016034	NP_001099515.1	XP_006081976.1
OG0016035	NP_001020313.2	XP_006082013.1
OG0016036	NP_001099187.1	XP_006095091.1
OG0016037	NP_543164.2	XP_006095087.1
OG0016038	NP_058725.1	XP_014316550.2
OG0016039	NP_064697.2	XP_023614870.1
OG0016040	NP_112385.1	XP_006095070.1
OG0016041	NP_001100747.1	XP_006100784.2
OG0016042	NP_001381675.1	XP_006100777.1
OG0016043	NP_001014261.1, XP_038950666.1	XP_023601985.1
OG0016044	NP_001129068.1	XP_014318879.1
OG0016045	NP_001382071.1	XP_023615254.1
OG0016046	NP_001386260.1	XP_006082838.1
OG0016047	NP_001009674.1	XP_014319114.1
OG0016048	XP_002730099.1	XP_006110056.1
OG0016049	NP_114184.2	XP_006082693.1
OG0016050	XP_038939336.1	XP_006082695.1
OG0016051	NP_001012134.1	XP_006110206.1
OG0016052	XP_017451979.1	XP_014319536.1
OG0016053	XP_017452394.2	XP_023615341.1
OG0016054	NP_001386304.1	XP_006083056.3
OG0016055	NP_001032286.1	XP_006083062.2
OG0016056	NP_446382.1	XP_006099607.1
OG0016057	NP_113889.1	XP_006099605.1
OG0016058	NP_001099820.1	XP_006103422.1
OG0016059	NP_001100622.2	XP_006106257.1
OG0016060	XP_222254.5	XP_023604719.1
OG0016061	XP_008767418.1	XP_014305938.1
OG0016064	NP_001163867.1	XP_023600807.1
OG0016065	NP_112628.2	XP_023601859.1
OG0016066	NP_973720.2	XP_014320066.1
OG0016067	NP_001100611.1	XP_006099088.1
OG0016068	XP_038945174.1	XP_023618454.1
OG0016069	NP_115792.2	XP_023618441.1
OG0016070	NP_001157515.1	XP_023618442.1
OG0016071	XP_006249466.1, NP_001153097.1	XP_006099095.1
OG0016072	NP_446413.1	XP_006099102.1
OG0016073	XP_063127282.1	XP_023616197.1
OG0016074	NP_001162135.1	XP_006096616.1
OG0016075	NP_001402711.1	XP_006096601.1
OG0016076	NP_001014005.1	XP_006096594.1
OG0016077	NP_036801.1	XP_023616173.1
OG0016079	NP_001385866.1	XP_006106932.1
OG0016080	NP_001178857.1	XP_014320297.1
OG0016081	XP_006249584.1, NP_446194.1	XP_006099360.1
OG0016083	NP_001007731.1	XP_006109108.3
OG0016084	NP_001100705.1	XP_006104952.1
OG0016085	NP_001037693.1	XP_023601789.1
OG0016086	XP_038955193.1, NP_001389147.1	XP_023618955.1
OG0016087	NP_446065.2	XP_014305307.1
OG0016088	NP_001124485.1	XP_023618991.1
OG0016089	NP_446383.4	XP_006099606.1
OG0016090	NP_001012019.1	XP_014320522.1
OG0016091	NP_001406830.1	XP_014320515.1
OG0016092	NP_001161278.2	XP_023618923.1
OG0016093	NP_001008285.1	XP_006099581.1
OG0016096	XP_038936312.1	XP_023615423.1
OG0016097	NP_001100266.1	XP_006095888.1
OG0016098	NP_001258205.1	XP_006092182.2
OG0016099	XP_038962849.1	XP_006092192.1
OG0016100	NP_001264106.1	XP_023612493.1
OG0016101	NP_113821.2	XP_023615705.1
OG0016102	XP_006237493.1	XP_006096159.1
OG0016103	NP_001258314.1	XP_023615704.1
OG0016104	NP_071603.2	XP_006096128.1
OG0016105	NP_444177.1	XP_014307094.1
OG0016106	NP_001388753.1	XP_023605593.1
OG0016107	NP_001100089.1	XP_014307107.1
OG0016108	NP_599154.1	XP_014307154.1
OG0016109	NP_001128188.1	XP_014307248.1
OG0016110	NP_579840.2, XP_038962884.1	XP_023605792.1
OG0016111	NP_001102120.1, XP_038963833.1	XP_006084311.1
OG0016112	NP_001015005.2	XP_006084320.1
OG0016113	NP_001385805.1	XP_006084323.1
OG0016114	XP_038963627.1, NP_001166980.1	XP_006084343.1
OG0016115	NP_001011969.1	XP_006084353.1
OG0016116	NP_001385935.1	XP_006084354.1
OG0016117	NP_058860.2	XP_006084368.1
OG0016118	NP_001178908.1	XP_006084366.1
OG0016119	XP_063142444.1, NP_001107255.1	XP_006090728.1
OG0016120	NP_001009419.1	XP_023611291.1
OG0016121	NP_036945.2	XP_006090719.1
OG0016122	NP_001102726.1	XP_006086832.1
OG0016123	NP_001102727.1	XP_006086827.1
OG0016124	XP_063120020.1, NP_001102220.1	XP_023608057.1
OG0016125	NP_203503.2	XP_023608031.1
OG0016126	NP_001177998.1	XP_014313623.1
OG0016127	NP_001020080.1	XP_006091551.1
OG0016128	NP_001013240.1	XP_006091567.1
OG0016129	NP_112255.1	XP_006109624.2
OG0016130	XP_038934850.1	XP_014313691.1
OG0016131	NP_877977.1	XP_006091574.1
OG0016132	NP_001258171.1	XP_006091582.1
OG0016133	NP_001102221.1	XP_006091599.1
OG0016134	XP_017450819.1	XP_014313730.1
OG0016135	NP_001008815.1	XP_014317242.1
OG0016136	NP_001041335.2	XP_006095747.1
OG0016138	NP_001008809.2	XP_006095759.1
OG0016139	XP_006242517.1	XP_023615409.1
OG0016140	NP_001005545.1	XP_006095793.1
OG0016141	NP_001295565.1	XP_006095844.1
OG0016142	NP_001170797.2	XP_006095889.1
OG0016143	NP_001101586.1	XP_006095845.1
OG0016144	NP_001019527.1	XP_006091632.1
OG0016145	NP_001102635.1	XP_023610606.1
OG0016146	NP_852097.1	XP_006109875.1
OG0016147	NP_036871.3	XP_023609110.1
OG0016148	NP_001099670.1	XP_023609096.1
OG0016150	NP_001258042.1, XP_063137311.1	XP_023605221.1, XP_023601648.1
OG0016151	NP_001012072.1	XP_006090092.1
OG0016152	NP_665712.1	XP_006090077.2
OG0016153	NP_059061.1	XP_006090065.2
OG0016154	NP_001101994.1	XP_006090062.1
OG0016155	NP_001020938.1	XP_006090055.1
OG0016156	XP_038957347.1, NP_001388049.1	XP_006090046.1
OG0016157	NP_001388162.1	XP_006090040.1
OG0016158	NP_001388198.1	XP_006090033.1
OG0016159	NP_001099825.1	XP_006090024.1
OG0016160	NP_001037746.1	XP_006090023.1
OG0016161	NP_001101061.1	XP_014312386.2
OG0016162	NP_001388552.1	XP_023610618.1
OG0016163	NP_001101064.1	XP_006090006.1
OG0016164	NP_001028871.2	XP_006090005.1
OG0016165	NP_001102398.1	XP_006101781.1
OG0016166	XP_038936244.1, NP_001129185.1	XP_023599008.1
OG0016167	NP_001099829.2	XP_023599010.1
OG0016168	NP_001121555.1	XP_006095958.1
OG0016169	NP_001102638.1	XP_006095985.1
OG0016170	NP_001388553.1	XP_014317395.2
OG0016171	NP_001101076.2	XP_023615570.1
OG0016172	NP_062222.2, XP_006231620.1	XP_006095992.1
OG0016173	NP_001407019.1	XP_006096007.1
OG0016174	NP_001099837.2	XP_006095998.1
OG0016175	NP_598262.2	XP_006088180.1
OG0016176	NP_001102639.1	XP_006088237.1
OG0016177	NP_001402930.1	XP_006101279.1
OG0016178	XP_038939035.1	XP_023604937.1
OG0016180	XP_038962623.1	XP_023603236.1
OG0016182	NP_037065.1	XP_023618429.1
OG0016183	NP_511178.1	XP_006099052.1
OG0016184	NP_001385701.1	XP_006099053.1
OG0016185	NP_001386373.1	XP_006109974.1
OG0016186	NP_113851.1	XP_023617056.1
OG0016187	NP_001014784.1	XP_006109885.3
OG0016188	NP_001013056.1	XP_014323048.1
OG0016189	NP_110484.1	XP_006085346.3
OG0016190	NP_001008772.2	XP_023606669.1
OG0016191	NP_789827.3	XP_006090669.1
OG0016192	NP_001386411.1	XP_006086452.1
OG0016193	NP_852143.1	XP_006086420.1
OG0016194	NP_001101367.1	XP_006086405.1
OG0016195	NP_001402017.1	XP_006086401.2
OG0016196	NP_001011972.1	XP_006100776.1
OG0016197	XP_063117332.1	XP_006105958.1
OG0016198	NP_001387886.1	XP_006105401.1
OG0016199	NP_001129317.1	XP_006093085.1
OG0016200	NP_001363881.1	XP_023620352.1
OG0016202	NP_001386199.1	XP_006087540.1
OG0016203	NP_001161996.1, XP_063139386.1	XP_023608659.1
OG0016204	NP_001386420.1	XP_014310230.1
OG0016205	NP_001388874.1	XP_014310242.1
OG0016206	NP_001099214.2	XP_006093192.2
OG0016207	NP_001103109.1	XP_006093196.1
OG0016208	NP_598279.1	XP_023613242.1
OG0016209	NP_112307.2	XP_006093199.1
OG0016210	XP_006234859.1	XP_014314945.1
OG0016212	XP_017447688.1	XP_014314965.1
OG0016213	XP_063141038.1	XP_006093203.1
OG0016214	NP_001389208.1	XP_006093143.1
OG0016215	XP_038962754.1	XP_006093177.1
OG0016216	NP_059015.2	XP_006093170.1
OG0016217	NP_001258212.1	XP_006093181.1
OG0016218	NP_001020885.1	XP_006086072.1
OG0016219	NP_001257546.1	XP_006086059.1
OG0016220	NP_001102675.1	XP_006086055.1
OG0016221	NP_113924.2	XP_006086096.2
OG0016222	NP_001007753.1	XP_006085977.1
OG0016223	NP_071981.1	XP_006093465.1
OG0016224	NP_001382573.1	XP_023613587.1
OG0016225	NP_001100301.1	XP_006093442.1
OG0016226	NP_064475.1, XP_063122114.1	XP_023613584.1
OG0016227	NP_001101624.1	XP_006087886.1
OG0016228	NP_001400458.1	XP_006087895.1
OG0016229	NP_001014232.1	XP_006087908.1
OG0016230	NP_001102765.1	XP_006087940.1
OG0016231	XP_006243362.1	XP_023613591.1
OG0016232	NP_001100582.1	XP_014306278.1
OG0016233	NP_001138474.1	XP_006108579.1
OG0016234	NP_570834.2	XP_006107428.1
OG0016235	NP_062144.2	XP_006093764.1
OG0016236	NP_001019406.2	XP_006105878.1
OG0016238	NP_001032424.2	XP_023604132.1
OG0016239	NP_001413921.1	XP_006107315.1
OG0016240	NP_001101783.1	XP_023601363.1
OG0016241	XP_006248126.1	XP_006104326.1
OG0016242	NP_445954.2	XP_014302843.1
OG0016243	XP_006256302.1, NP_663712.1	XP_006099980.1
OG0016244	XP_006256345.1, NP_001011945.2	XP_023619328.1
OG0016245	NP_077376.2	XP_006096019.1
OG0016247	NP_001035970.1	XP_006098102.1
OG0016248	NP_071587.2	XP_006098103.1
OG0016249	XP_003749444.1	XP_006101436.1
OG0016250	NP_001414563.1	XP_006096662.3
OG0016251	XP_063138592.1, NP_001102855.1	XP_023614166.1
OG0016252	XP_038947751.1	XP_006084637.1
OG0016253	XP_006250770.1	XP_023606079.1
OG0016255	NP_001385789.1	XP_006090128.1
OG0016257	NP_001100563.1	XP_006090142.1
OG0016258	NP_001127953.1	XP_006094489.1
OG0016259	NP_077345.1	XP_023611571.1
OG0016260	XP_038944270.1	XP_006092913.2
OG0016261	NP_001020573.1	XP_006092905.1
OG0016262	NP_001008337.1, XP_038944232.1	XP_014314714.1
OG0016263	NP_001102524.1	XP_023613064.1
OG0016264	XP_063127008.1	XP_006092871.1
OG0016265	XP_038943945.1	XP_023606294.1
OG0016266	NP_001099340.1	XP_006084856.1
OG0016267	XP_006232550.1	XP_023601090.1
OG0016268	XP_006248593.1	XP_006084833.1
OG0016269	NP_001258431.2	XP_014308857.2
OG0016270	NP_001387765.1	XP_006081634.1
OG0016271	NP_001402773.1	XP_006081535.1
OG0016272	NP_001034811.2	XP_006081516.1
OG0016273	XP_006227849.1	XP_023607641.1
OG0016274	XP_063137479.1	XP_023606258.1
OG0016275	NP_620221.2	XP_014307779.1
OG0016276	XP_017453458.1, NP_001128007.1	XP_023606383.1
OG0016278	NP_001385793.1	XP_006084892.1
OG0016279	NP_037258.1, XP_006248600.1	XP_023606251.1
OG0016280	NP_037030.2	XP_023606250.1
OG0016281	XP_006248588.1	XP_006084853.1
OG0016282	NP_113887.3	XP_006084837.2
OG0016283	NP_570827.2	XP_023606244.1
OG0016284	NP_001386692.1	XP_023599775.1
OG0016285	NP_001386397.1	XP_014311486.1
OG0016286	NP_001386631.1	XP_006088925.1
OG0016287	XP_006232288.1	XP_006088913.1
OG0016288	NP_001387678.1	XP_023607138.1
OG0016289	XP_006253936.1	XP_023607136.1
OG0016290	NP_758835.1	XP_006085773.1
OG0016291	NP_001406527.1	XP_023602049.1
OG0016292	NP_037239.1, XP_038951315.1	XP_014301707.1
OG0016293	XP_038952366.2	XP_023613183.1
OG0016294	XP_038951803.1, NP_001008774.2	XP_006092983.1
OG0016295	NP_001414343.1	XP_006091828.1
OG0016296	XP_006253834.1	XP_006091811.1
OG0016297	NP_001178029.1	XP_023612256.1
OG0016298	XP_008769782.1, NP_001292104.1	XP_006091807.1
OG0016299	NP_001102887.1	XP_014303399.1
OG0016300	NP_001387529.1	XP_006099404.1
OG0016301	NP_001037741.1	XP_023611893.1
OG0016302	NP_001177999.2	XP_023599378.1
OG0016303	XP_017447807.2	XP_006083232.1
OG0016304	NP_001178675.1	XP_023599279.1
OG0016305	NP_113798.1	XP_014313482.1
OG0016306	NP_001102052.1	XP_023599561.1
OG0016307	NP_001019431.1	XP_023601027.1
OG0016308	NP_446332.2	XP_023600676.1
OG0016309	NP_001385922.1	XP_006083175.1
OG0016310	NP_001099356.1	XP_014302095.2
OG0016311	NP_001178832.1	XP_006083151.1
OG0016312	NP_062091.1	XP_006083103.1
OG0016313	NP_114474.1	XP_023617884.1
OG0016314	NP_543169.1	XP_006083130.1
OG0016315	XP_038940238.1	XP_006082501.1
OG0016316	NP_001102779.1	XP_006110109.1
OG0016317	NP_001386109.1	XP_023617882.1
OG0016318	NP_001101689.1	XP_006082443.1
OG0016319	NP_001100383.2	XP_006082451.1
OG0016320	XP_038940773.1	XP_006082475.1
OG0016321	XP_063123675.1, NP_001404411.1	XP_023618941.1
OG0016322	NP_001258114.1	XP_023618924.1
OG0016323	XP_038940526.1	XP_023619034.1
OG0016324	XP_038940540.1	XP_023616614.1
OG0016325	NP_001388545.1	XP_006082546.1
OG0016326	NP_001414713.1	XP_006082558.1
OG0016327	NP_036949.1	XP_014320035.1
OG0016328	NP_001101697.1	XP_006082593.1
OG0016330	NP_001007713.1	XP_006082423.1
OG0016332	NP_058955.1	XP_006096975.1
OG0016333	NP_001380778.1	XP_006103257.1
OG0016334	NP_001100669.1	XP_014303937.1
OG0016335	NP_001388297.1	XP_014306058.1
OG0016337	NP_001009631.1	XP_006104754.1
OG0016338	NP_071609.2	XP_023601627.1
OG0016339	NP_001070902.1	XP_006104752.1
OG0016340	NP_058910.1	XP_006103836.1
OG0016341	NP_446248.1	XP_006103318.1
OG0016342	NP_077058.1	XP_006096960.1
OG0016344	XP_063135783.1, NP_001414357.1	XP_023615800.1
OG0016345	NP_001178653.1	XP_006110007.2
OG0016346	NP_068639.1	XP_006082895.1
OG0016347	NP_001414531.1, XP_063135760.1	XP_023620619.1
OG0016348	NP_071626.1	XP_006084755.1
OG0016349	NP_001166844.1	XP_006110137.1
OG0016350	NP_113800.1, XP_038955928.1	XP_014314134.1
OG0016351	XP_229133.8	XP_023612269.1
OG0016352	NP_036906.2	XP_006082137.1
OG0016353	NP_001101728.1	XP_023612195.1
OG0016355	NP_001414540.1	XP_006104172.1
OG0016356	NP_036838.1	XP_006088632.1
OG0016357	NP_001401655.1	XP_006088621.1
OG0016358	NP_001106837.1	XP_006085673.1
OG0016359	NP_445769.2	XP_006085712.1
OG0016360	NP_001178657.1	XP_023620914.1
OG0016361	NP_001007092.1	XP_014312903.2
OG0016362	NP_001020198.1	XP_006090631.1
OG0016363	NP_001101528.1	XP_023616714.1
OG0016364	NP_001100426.1	XP_023616673.1
OG0016365	NP_036796.1	XP_023616707.1
OG0016366	NP_001264354.2	XP_023615767.1
OG0016367	NP_036753.4	XP_006096204.2
OG0016368	NP_001020175.1	XP_006082910.2
OG0016369	NP_058785.2	XP_006082984.1
OG0016370	XP_008771525.1	XP_006083039.1
OG0016371	NP_001401664.1	XP_023620160.1
OG0016372	NP_001035245.2	XP_006082940.1
OG0016373	XP_063136513.1	XP_023620787.1
OG0016374	NP_997683.1	XP_023620488.1
OG0016375	NP_596893.1, XP_038936256.1	XP_006084764.1
OG0016376	NP_001001799.1	XP_006084744.1
OG0016377	XP_063136461.1	XP_023606216.1
OG0016378	NP_001102488.1	XP_023612729.1
OG0016379	XP_063136372.1, NP_001120849.1	XP_006082405.2
OG0016380	XP_236536.8	XP_006082333.1
OG0016381	XP_038956523.1	XP_023612642.1
OG0016382	NP_446377.2	XP_006082315.1
OG0016383	XP_002730229.1, NP_001406699.1	XP_014315762.1
OG0016384	NP_861435.1	XP_006082164.1
OG0016385	XP_006257662.1	XP_006082372.1
OG0016386	NP_001389196.1, XP_038956152.1	XP_006101483.1
OG0016387	NP_001013065.2	XP_014310423.1
OG0016388	XP_063133525.1	XP_006087792.1
OG0016389	NP_001401653.1	XP_006087746.1
OG0016390	XP_006229660.1, NP_001121027.1	XP_006087732.1
OG0016391	XP_038955462.1, NP_073164.2	XP_023608777.1
OG0016392	NP_113973.2	XP_006087716.1
OG0016394	NP_001102840.1	XP_006082971.1
OG0016396	NP_001008512.1	XP_014307453.1
OG0016397	NP_071535.2, XP_038950731.1	XP_006086235.1
OG0016398	XP_343445.2, NP_001385671.1	XP_006109784.1
OG0016401	NP_775137.2	XP_006094477.2
OG0016402	XP_008758908.1	XP_023608143.1
OG0016403	NP_001162623.1	XP_006100973.1
OG0016404	NP_001102496.1	XP_023615986.1, XP_006096402.1
OG0016405	NP_001414656.1, XP_063125522.1	XP_023612552.1
OG0016406	NP_001185654.1	XP_023605757.1
OG0016407	NP_001178946.1	XP_023603506.1
OG0016408	NP_001178848.1, XP_063125685.1	XP_006103915.1
OG0016410	NP_853657.1	XP_023599324.1
OG0016412	NP_037200.1	XP_006108088.1
OG0016413	NP_001015027.1	XP_023605810.1
OG0016415	XP_063139194.1, NP_001153125.1	XP_006095515.1
OG0016416	XP_063127327.1	XP_006110190.1
OG0016417	XP_575589.1	XP_006110013.1
OG0016418	XP_063117613.1	XP_014321885.1
OG0016420	NP_001389404.1	XP_023615768.1
