Orthogroup	Rattus_norvegicus	Urocitellus_parryii
OG0013164	NP_058845.2	XP_026264099.1
OG0013165	XP_008762838.2, NP_001186974.1	XP_026263724.1
OG0013166	NP_001102177.1	XP_026264366.1
OG0013167	NP_036893.1, XP_038967722.1	XP_026264165.1
OG0013168	XP_017449828.1, NP_001030125.1	XP_026263940.1
OG0013169	NP_001178898.1	XP_026270594.1
OG0013170	XP_038963997.1, NP_001102687.1	XP_026270615.1
OG0013171	NP_077365.1	XP_026256031.1
OG0013172	NP_036713.2, XP_038962823.1	XP_026255997.1
OG0013173	NP_037207.2	XP_026255998.1
OG0013174	NP_071579.1	XP_026263261.1
OG0013175	NP_001385770.1	XP_026257343.1
OG0013176	XP_038938198.1, NP_001414655.1	XP_026243384.1
OG0013177	NP_001382507.1	XP_026243391.1
OG0013178	NP_001029279.1, XP_006236202.1	XP_026244502.1
OG0013179	NP_071620.1	XP_026266167.1
OG0013180	NP_446151.1	XP_026268674.1
OG0013181	NP_599182.1	XP_026248520.1
OG0013182	XP_063144325.1, NP_001019518.1	XP_026268705.1
OG0013183	XP_063144694.1	XP_026262620.1
OG0013184	XP_006238764.1, NP_001014089.2	XP_026253575.1
OG0013185	NP_001101441.1, XP_038965934.1	XP_026266171.1
OG0013186	NP_001382655.1	XP_026249191.1
OG0013187	NP_001101447.1	XP_026249220.1
OG0013188	NP_001101448.1	XP_026249209.1
OG0013189	XP_038967161.1	XP_026249285.1
OG0013190	XP_038966075.1, NP_783194.2	XP_026249287.1
OG0013191	NP_001014091.1	XP_026249217.1
OG0013192	NP_001106187.1	XP_026249200.1
OG0013193	NP_001007654.1	XP_026249279.1
OG0013194	XP_017448997.1, NP_001025094.1	XP_026249210.1
OG0013195	XP_008762271.1, NP_001156007.1	XP_026249218.1
OG0013196	NP_001102908.1, XP_006238963.1	XP_026249164.1
OG0013197	NP_001102150.1	XP_026249197.1
OG0013198	NP_001382011.1, XP_006238925.1	XP_026249254.1
OG0013199	NP_445995.2	XP_026249228.1
OG0013200	XP_038951199.1, NP_001386144.1	XP_026262683.1
OG0013201	NP_001101422.1, XP_038965891.1	XP_026237955.1
OG0013202	NP_001402755.1, XP_063143456.1	XP_026238400.1
OG0013203	NP_001337161.1	XP_026237904.1
OG0013204	NP_001102142.1	XP_026237917.1
OG0013205	XP_038965520.1, NP_001100147.1	XP_026253530.1
OG0013206	NP_001389160.1	XP_026253457.1
OG0013207	NP_001356055.1	XP_026253535.1
OG0013208	NP_001128432.1, XP_063143472.1	XP_026253509.1
OG0013209	XP_017448928.2, NP_001101475.2	XP_026253551.1
OG0013210	NP_062082.1, XP_038965299.1	XP_026253536.1
OG0013211	NP_001102445.2, XP_038966391.1	XP_026253532.1
OG0013212	NP_001414675.1	XP_026253539.1
OG0013213	XP_008762274.1, NP_001128098.1	XP_026253606.1
OG0013214	NP_446230.2, XP_063143135.1	XP_026253599.1
OG0013215	XP_017449293.1, NP_001406773.1	XP_026253504.1
OG0013216	XP_038949034.1, NP_001093980.1	XP_026267793.1
OG0013217	NP_001414183.1	XP_026270009.1
OG0013218	NP_001258242.1, XP_038949404.1	XP_026269983.1
OG0013219	XP_006251981.1	XP_026269993.1
OG0013220	NP_001100731.1	XP_026269995.1
OG0013221	NP_001102756.1, XP_006241385.1	XP_026252781.1
OG0013222	XP_063120114.1, NP_001034429.1	XP_026252773.1
OG0013223	NP_001178711.1, XP_038935037.1	XP_026252754.1
OG0013224	XP_017450168.1, NP_001028852.2	XP_026252776.1
OG0013225	NP_075214.2	XP_026247201.1
OG0013226	NP_001100253.1	XP_026247205.1
OG0013227	NP_001401870.1	XP_026247197.1
OG0013228	XP_038935029.2, NP_001101559.1	XP_026247209.1
OG0013229	NP_001164648.2, XP_038934631.1	XP_026247215.1
OG0013230	NP_075248.1	XP_026247208.1
OG0013231	NP_001100250.1	XP_026253887.1
OG0013232	NP_001178710.1	XP_026254043.1
OG0013233	NP_058855.1	XP_026253195.1
OG0013234	XP_038936010.1	XP_026254412.1
OG0013235	NP_001382643.1	XP_026253208.1
OG0013236	NP_001009430.2	XP_026253241.1
OG0013237	XP_006241305.2, NP_001101551.1	XP_026254072.1
OG0013238	NP_001178916.1	XP_026254150.1
OG0013239	XP_006241289.1, NP_001178708.1	XP_026252977.1
OG0013240	XP_008763468.1, NP_001094228.3	XP_026252562.1
OG0013241	NP_001166898.1	XP_026254393.1
OG0013242	NP_001100246.1, XP_006241261.1	XP_026253772.1
OG0013243	NP_071779.1	XP_026254810.1
OG0013244	NP_001164076.1, XP_038935357.1	XP_026253882.1
OG0013245	NP_001008358.1, XP_038934965.1	XP_026252654.1
OG0013246	NP_001178746.1	XP_026248506.1
OG0013247	NP_001387873.1	XP_026248490.1
OG0013248	XP_063134258.1, NP_001020935.1	XP_026248522.1, XP_026248523.1
OG0013249	XP_006255486.1, NP_001178528.1	XP_026248496.1
OG0013250	NP_001406457.1, XP_038959667.1	XP_026240468.1
OG0013251	XP_017446779.1	XP_026240528.1
OG0013252	XP_017446361.1, NP_001129189.1	XP_026240523.1
OG0013253	NP_001004279.1, XP_056840618.1	XP_026251718.1
OG0013254	NP_001258096.1, XP_008759321.1	XP_026251721.1
OG0013256	NP_071592.1	XP_026264255.1
OG0013257	NP_001386278.1, NP_001386277.1, XP_063142321.1	XP_026265158.1
OG0013258	XP_008761105.1, NP_001101328.1	XP_026265163.1
OG0013259	XP_006236423.2, NP_001038166.1	XP_026261207.1
OG0013260	NP_001385654.1	XP_026254367.1
OG0013261	NP_001386266.1	XP_026254328.1
OG0013262	NP_001012188.1, XP_038963708.1	XP_026254348.1
OG0013263	XP_038964295.1	XP_026254350.1
OG0013264	NP_001102091.1	XP_026254332.1
OG0013265	NP_001399807.1, XP_038964189.1	XP_026254342.1
OG0013266	XP_006236339.1	XP_026235696.1
OG0013267	XP_063141690.1	XP_026235687.1
OG0013268	XP_006251380.1, NP_001119747.1	XP_026255240.1
OG0013269	XP_006251280.1, NP_001128315.1	XP_026255249.1
OG0013270	XP_063129027.1, NP_001093977.1	XP_026255232.1
OG0013271	NP_001385993.1	XP_026255246.1
OG0013272	NP_001406267.1	XP_026255248.1
OG0013273	XP_063129646.1, NP_113880.2	XP_026255274.1
OG0013274	NP_001071127.1	XP_026266432.1
OG0013275	NP_001100062.1	XP_026266953.1
OG0013276	XP_063143067.1	XP_026266968.1
OG0013277	XP_006236508.1, NP_001094309.1	XP_026266958.1
OG0013278	NP_001094322.1, XP_008761109.1	XP_026266974.1
OG0013279	NP_001019488.2, XP_008760877.1	XP_026235608.1
OG0013280	NP_001102686.1, XP_006236021.1	XP_026235589.1
OG0013281	XP_006235950.1	XP_026235605.1
OG0013282	XP_038964891.1	XP_026269625.1
OG0013283	XP_038964476.1	XP_026236143.1
OG0013284	NP_036979.2	XP_026236066.1
OG0013285	NP_001129570.1	XP_026236059.1
OG0013286	NP_001102802.1	XP_026265097.1
OG0013287	XP_038950324.1, NP_001099560.1	XP_026260459.1
OG0013288	XP_063131817.1, NP_077060.2	XP_026260448.1
OG0013289	NP_001102881.2, XP_063131787.1	XP_026260467.1
OG0013290	NP_001102346.1	XP_026260477.1
OG0013291	XP_063132047.1	XP_026260499.1
OG0013292	NP_001386201.1	XP_026265233.1
OG0013293	NP_446358.2	XP_026269827.1
OG0013294	NP_001258173.1	XP_026269831.1
OG0013295	NP_001004213.1	XP_026237317.1
OG0013296	NP_001100784.1, XP_006253284.1	XP_026258698.1
OG0013297	NP_001102982.1	XP_026238502.1
OG0013298	NP_001381929.1	XP_026245284.1
OG0013299	NP_001011921.1	XP_026245270.1
OG0013300	XP_006253245.1, NP_112338.1	XP_026245206.1
OG0013301	NP_446222.3	XP_026245219.1
OG0013302	XP_008769494.1	XP_026237603.1
OG0013303	NP_001020844.1	XP_026256397.1
OG0013304	NP_001162604.1, XP_038950434.1	XP_026256371.1
OG0013305	NP_001163817.1	XP_026271009.1
OG0013306	XP_063131484.1	XP_026245510.1
OG0013307	NP_001012089.1	XP_026269878.1
OG0013308	NP_062010.1	XP_026267529.1
OG0013309	NP_001406451.1	XP_026235984.1
OG0013311	NP_001258200.1	XP_026268710.1
OG0013312	XP_038967595.1, NP_446340.2	XP_026268635.1
OG0013313	NP_954528.2	XP_026267013.1
OG0013314	NP_001101487.1, XP_063117965.1	XP_026270816.1
OG0013315	NP_446247.2, XP_006239987.1	XP_026268376.1
OG0013316	XP_038969079.1	XP_026252125.1
OG0013317	NP_445866.1	XP_026250460.1
OG0013318	NP_001385983.1	XP_026240549.1
OG0013319	NP_001092810.1, XP_006239947.1	XP_026264958.1
OG0013320	NP_955416.1	XP_026264214.1
OG0013321	XP_006239941.1, NP_001100185.1	XP_026240138.1
OG0013322	XP_006239938.1, XP_038969056.1	XP_026240029.1
OG0013323	XP_006239931.1	XP_026239523.1
OG0013324	NP_570839.2	XP_026263968.1
OG0013325	NP_203694.1	XP_026270000.1
OG0013326	XP_001068424.2	XP_026267244.1
OG0013327	XP_063118357.1, NP_001102745.1	XP_026246379.1
OG0013328	NP_001119844.1, XP_063118123.1	XP_026258518.1
OG0013329	NP_001017451.1, XP_063117702.1	XP_026263728.1
OG0013330	XP_038968104.1, NP_001008520.1	XP_026257490.1
OG0013331	NP_001099180.2, XP_063117612.1	XP_026235465.1
OG0013332	NP_062023.1	XP_026242407.1
OG0013333	NP_001030169.1, XP_017449829.1	XP_026252234.1
OG0013334	XP_038968091.1, NP_001012109.1	XP_026257029.1
OG0013335	XP_008762708.1	XP_026247808.1
OG0013336	NP_001386445.1	XP_026261655.1
OG0013337	XP_063117669.1, NP_001094141.1	XP_026261633.1
OG0013338	NP_001007705.1, XP_063117896.1	XP_026250186.1
OG0013339	NP_596898.1, XP_038967654.1	XP_026265914.1
OG0013340	XP_008762663.1	XP_026265908.1
OG0013341	NP_001397205.1	XP_026265925.1
OG0013342	NP_001101477.1	XP_026266786.1
OG0013343	NP_596917.2	XP_026266792.1
OG0013344	XP_063140610.1, NP_001388979.1	XP_026269865.1
OG0013345	NP_001386207.1	XP_026269843.1
OG0013346	XP_001057508.3	XP_026235753.1
OG0013347	XP_006236715.1, NP_445890.2	XP_026265258.1
OG0013348	XP_006236693.1, NP_758834.1	XP_026265259.1
OG0013349	XP_017448110.2, NP_001030100.2	XP_026265247.1
OG0013350	NP_001102711.1	XP_026265278.1
OG0013351	XP_063141848.1, NP_001100067.1	XP_026269917.1
OG0013352	XP_038964637.1	XP_026269901.1
OG0013353	XP_038964640.1, NP_001406721.1	XP_026269586.1
OG0013354	NP_446204.2	XP_026269585.1
OG0013355	NP_001073368.1, XP_063142745.1	XP_026253216.1
OG0013356	NP_001007001.2, XP_038963520.1	XP_026253229.1
OG0013357	NP_001100070.1, XP_006236774.1	XP_026253202.1
OG0013358	XP_063141733.1, NP_077044.2	XP_026253188.1
OG0013359	NP_001101339.1, XP_017448118.1	XP_026260940.1
OG0013360	XP_006236811.1, NP_001381975.1	XP_026260882.1
OG0013361	XP_063138349.1, NP_001094456.1	XP_026249886.1
OG0013362	NP_001099930.1, XP_063137707.1	XP_026249967.1
OG0013363	NP_001178639.1, XP_006233144.1	XP_026249936.1
OG0013364	NP_001101178.1	XP_026249938.1
OG0013365	NP_001099929.1, XP_063137705.1	XP_026249968.1
OG0013366	XP_008759507.1, NP_001382004.1	XP_026269485.1
OG0013367	NP_001132958.1	XP_026237437.1
OG0013368	NP_703195.2	XP_026237442.1
OG0013369	NP_742069.1	XP_026259803.1
OG0013370	XP_063138242.1	XP_026259832.1
OG0013371	XP_063137165.1, NP_001414272.1	XP_026259748.1
OG0013372	NP_001007639.1	XP_026259810.1
OG0013373	NP_001101165.1	XP_026259842.1
OG0013374	NP_001101166.1, XP_006232944.1	XP_026259850.1
OG0013375	XP_038959158.1, NP_112345.1	XP_026259870.1
OG0013376	NP_001101163.1, XP_008759517.1	XP_026259737.1
OG0013377	NP_001347679.1, XP_006232952.1	XP_026259791.1
OG0013378	NP_001103621.1, NP_690060.2	XP_026259777.1
OG0013379	NP_001102659.1	XP_026259863.1
OG0013380	XP_038957649.1, NP_620784.3	XP_026249974.1
OG0013381	XP_006233150.1, NP_001101183.1	XP_026249942.1
OG0013382	XP_006233161.1, NP_001178640.1	XP_026249953.1
OG0013383	NP_775162.1	XP_026240757.1
OG0013384	XP_063143100.1, NP_058881.1	XP_026269438.1
OG0013385	NP_001376141.1	XP_026269939.1
OG0013386	NP_001388733.1	XP_026270193.1
OG0013387	NP_001007626.1	XP_026243396.1
OG0013388	XP_038964002.1, NP_001382541.1	XP_026240754.1
OG0013389	NP_536330.2	XP_026266317.1
OG0013390	NP_001041419.1, NP_001100826.1	XP_026243402.1
OG0013391	NP_001094472.2, XP_063132809.1	XP_026243423.1
OG0013392	XP_038951648.1, NP_001386247.1	XP_026243404.1
OG0013393	XP_038952060.1	XP_026243395.1
OG0013394	XP_038968140.1	XP_026251574.1
OG0013395	NP_001025191.1	XP_026251540.1
OG0013396	NP_001414780.1, XP_038969089.1	XP_026251555.1
OG0013397	NP_001386192.1	XP_026251549.1
OG0013398	NP_446228.2, XP_008760850.1	XP_026240748.1
OG0013399	XP_063142027.1, NP_001129344.1	XP_026240761.1
OG0013400	XP_063141422.1	XP_026240737.1
OG0013401	XP_063128082.1, NP_062241.2	XP_026237692.1
OG0013402	XP_006230649.2	XP_026237695.1
OG0013403	XP_002728878.1	XP_026237699.1
OG0013404	XP_063137092.1	XP_026235187.1
OG0013405	NP_001121012.1, XP_063119987.1	XP_026235185.1
OG0013406	NP_001388282.1, XP_006230572.1	XP_026235119.1
OG0013407	NP_599230.2	XP_026260895.1
OG0013408	NP_001406476.1, XP_008760297.2	XP_026260410.1
OG0013409	XP_063141012.1	XP_026260040.1
OG0013410	NP_001102056.1	XP_026260269.1
OG0013411	NP_001138334.1, XP_063140658.1	XP_026260485.1, XP_026260492.1, XP_026260497.1
OG0013412	XP_038961797.1, NP_001108519.1	XP_026260184.1
OG0013413	NP_001101990.1, XP_063124536.1	XP_026267420.1
OG0013414	XP_063137076.1, NP_001162591.1	XP_026262285.1
OG0013415	XP_038964643.1, NP_001009649.1	XP_026262289.1
OG0013416	NP_001101210.1, XP_006234514.1	XP_026262276.1
OG0013417	NP_001007644.1	XP_026262294.1
OG0013418	NP_001381943.1	XP_026262364.1
OG0013419	XP_038960817.1, NP_001101214.1	XP_026254896.1
OG0013420	XP_038960820.1, NP_001013177.3	XP_026254900.1
OG0013421	XP_038961339.1	XP_026254966.1
OG0013422	XP_006234594.1, NP_001005892.1	XP_026254937.1
OG0013423	NP_446037.1, XP_063140821.1	XP_026254910.1
OG0013424	NP_112612.2	XP_026254861.1
OG0013425	NP_001127813.3, XP_008760252.2	XP_026254873.1
OG0013426	XP_038961358.1, NP_001005562.1	XP_026254957.1
OG0013427	NP_001012088.2, XP_063139742.1	XP_026254933.1
OG0013428	NP_001258459.1, XP_017447537.1	XP_026254934.1
OG0013429	NP_001101979.2	XP_026235131.1, XP_026235130.1
OG0013430	XP_008758232.1, NP_112270.2	XP_026235123.1
OG0013431	NP_071510.1, XP_063136843.1	XP_026235783.1
OG0013432	NP_001102629.1	XP_026235779.1
OG0013433	XP_063121928.1, NP_852145.2	XP_026267079.1
OG0013435	XP_038958354.1, NP_690920.1	XP_026269936.1
OG0013436	XP_008758350.1, NP_001382028.1	XP_026252308.1
OG0013437	XP_063142869.1, NP_001006973.1	XP_026252339.1
OG0013438	XP_063124199.1, NP_001387779.1	XP_026252300.1
OG0013439	NP_001010962.2, XP_063124245.1	XP_026252393.1
OG0013440	NP_001414721.1, XP_017445767.1	XP_026252394.1
OG0013441	NP_001414523.1, XP_063138223.1	XP_026252348.1
OG0013442	XP_038941403.2, NP_001386680.1	XP_026252389.1
OG0013443	NP_001013213.1, XP_006230903.1	XP_026252297.1
OG0013444	XP_006230904.1, NP_001101984.1	XP_026252361.1
OG0013445	XP_038964214.1, NP_001099793.1	XP_026252353.1
OG0013446	XP_008758314.1, NP_062040.2	XP_026252480.1
OG0013448	XP_063133038.1, NP_742014.2	XP_026252272.1
OG0013449	NP_113784.1	XP_026252325.1
OG0013450	NP_001071136.1, XP_006230803.1	XP_026252326.1
OG0013451	NP_037085.1	XP_026252400.1
OG0013452	XP_006230804.1, NP_001264270.1	XP_026252414.1
OG0013453	NP_001388632.1, XP_063138517.1	XP_026252388.1
OG0013454	XP_038935474.1	XP_026252415.1
OG0013455	NP_001013168.1	XP_026252422.1
OG0013456	NP_001414418.1	XP_026252431.1
OG0013457	NP_001011938.1, XP_006230811.3	XP_026252426.1
OG0013458	NP_001101986.1, XP_006230912.1	XP_026252306.1
OG0013459	NP_113947.1	XP_026252447.1
OG0013460	NP_001019923.1	XP_026252244.1
OG0013461	NP_113899.2, XP_006230961.1	XP_026252390.1
OG0013462	NP_001387746.1, XP_006231015.1	XP_026252344.1
OG0013463	NP_001103015.1	XP_026252270.1
OG0013464	NP_001103032.1, XP_063130742.1	XP_026270215.1
OG0013465	NP_001037706.1, XP_006230874.1	XP_026270250.1
OG0013466	NP_001034096.1, XP_006230830.1	XP_026238072.1
OG0013467	NP_067590.2	XP_026263417.1
OG0013468	XP_063120498.1, NP_001292149.1	XP_026263353.1
OG0013470	NP_446110.1	XP_026263352.1
OG0013471	NP_001121656.1, XP_063142988.1	XP_026263315.1
OG0013472	NP_599238.1, XP_038946135.1	XP_026263376.1
OG0013473	XP_063128842.1, NP_741992.2	XP_026263324.1
OG0013474	NP_647549.2, XP_006231076.1	XP_026263333.1
OG0013475	NP_001032435.2	XP_026260211.1
OG0013476	NP_001001052.1	XP_026237888.1
OG0013477	NP_001000922.1	XP_026235006.1
OG0013478	NP_001093991.1	XP_026267085.1
OG0013479	XP_574595.3	XP_026252354.1, XP_026252355.1
OG0013480	XP_063133722.1, XP_063133723.1, XP_038947210.1	XP_026240139.1
OG0013481	NP_001099900.1, XP_063137643.1	XP_026241954.1
OG0013482	XP_006254672.2	XP_026245430.1
OG0013483	NP_001107864.1	XP_026252881.1
OG0013484	XP_038953606.1, NP_001402001.1	XP_026241993.1
OG0013485	NP_001103028.1	XP_026241970.1
OG0013486	NP_001103026.1	XP_026241990.1
OG0013487	XP_063138132.1, NP_001380725.1	XP_026246688.1
OG0013488	XP_017446346.1, NP_001382032.1	XP_026246701.1
OG0013489	NP_001099898.2, XP_038957933.1	XP_026246710.1
OG0013490	XP_038959555.1, NP_001408037.1	XP_026246703.1
OG0013491	NP_001401971.1	XP_026246707.1
OG0013492	XP_008759155.1, NP_001402011.1	XP_026268011.1
OG0013493	NP_001258080.1	XP_026238386.1
OG0013494	NP_001012180.1	XP_026267545.1
OG0013495	XP_063137635.1, NP_001020577.1	XP_026267540.1
OG0013496	NP_446154.3, XP_008759125.1	XP_026267548.1
OG0013497	XP_063142792.1, NP_001414444.1	XP_026267539.1
OG0013498	NP_001101680.1, XP_038939488.1	XP_026244350.1
OG0013499	XP_006254662.1, NP_001178870.1	XP_026244703.1
OG0013500	NP_446411.1, XP_006254558.2	XP_026244007.1
OG0013501	NP_001099420.1, XP_006249733.1	XP_026252886.1
OG0013502	XP_038947212.1	XP_026244963.1
OG0013503	XP_006249763.1	XP_026244819.1
OG0013504	NP_001389243.1	XP_026244122.1
OG0013505	NP_001012025.1, XP_006249761.1	XP_026245291.1
OG0013506	XP_008759839.4	XP_026245087.1
OG0013507	XP_056841390.1	XP_026244115.1
OG0013508	NP_001007642.1	XP_026245079.1
OG0013509	XP_038962712.1	XP_026244930.1
OG0013510	NP_001093994.1, XP_006232384.1	XP_026241996.1
OG0013511	XP_017448577.2	XP_026248485.1
OG0013512	NP_942025.1	XP_026253638.1
OG0013513	NP_001102832.2	XP_026239517.1
OG0013514	XP_063131995.1	XP_026245794.1
OG0013515	XP_038954072.1	XP_026255527.1
OG0013516	XP_006242739.1	XP_026255626.1
OG0013518	XP_006240950.1, NP_001008322.1	XP_026270466.1
OG0013519	NP_665724.1, XP_063119094.1	XP_026270473.1
OG0013520	NP_001102755.1, XP_006241047.1	XP_026269802.1
OG0013521	XP_063131204.1, NP_783170.1	XP_026244424.1
OG0013522	XP_038938756.1	XP_026239518.1
OG0013523	XP_063131803.1, NP_001178010.1	XP_026245854.1
OG0013524	NP_852049.1	XP_026260044.1
OG0013525	NP_446136.1	XP_026269753.1
OG0013526	XP_002729441.4	XP_026270867.1
OG0013527	XP_001066120.2	XP_026270864.1
OG0013528	XP_038963297.1, NP_001100078.1	XP_026266720.1
OG0013529	NP_671706.1	XP_026266703.1
OG0013530	NP_861433.2	XP_026266688.1
OG0013531	NP_001007746.1	XP_026238804.1
OG0013532	XP_038940772.1, NP_001013449.1	XP_026238818.1
OG0013533	XP_038962917.1, NP_612544.2	XP_026238808.1
OG0013534	NP_001020579.1	XP_026238879.1
OG0013535	NP_001381981.2	XP_026238803.1
OG0013536	XP_063142748.1, NP_001414177.1	XP_026238833.1
OG0013537	XP_063141551.1, NP_036640.1	XP_026238798.1
OG0013538	NP_001006979.1	XP_026238903.1
OG0013539	NP_001019504.2	XP_026238850.1
OG0013540	XP_038963556.1, NP_001101350.1	XP_026238858.1
OG0013541	NP_001100084.1, XP_017448059.1	XP_026238737.1
OG0013542	NP_445780.2	XP_026238822.1
OG0013543	NP_001386529.1	XP_026248471.1
OG0013544	NP_001032630.1	XP_026248476.1
OG0013545	XP_038964255.1, NP_076462.1	XP_026248468.1
OG0013546	XP_008768866.1	XP_026253632.1
OG0013547	XP_006251786.3	XP_026253633.1
OG0013548	XP_063131137.1, NP_001406482.1	XP_026244348.1
OG0013549	NP_001099531.1, XP_006252636.1	XP_026244406.1
OG0013550	XP_038951150.1	XP_026244414.1
OG0013551	XP_063131368.1, NP_001414614.1	XP_026244347.1
OG0013552	NP_001009271.1	XP_026244354.1
OG0013553	XP_038950193.1, NP_001029277.1	XP_026244392.1
OG0013554	NP_001387993.1	XP_026239736.1
OG0013555	NP_001032644.1	XP_026239796.1
OG0013556	XP_063136618.1	XP_026239731.1
OG0013557	XP_038938550.1	XP_026239816.1
OG0013558	XP_006243803.1, NP_001380849.1	XP_026239805.1
OG0013559	NP_001006989.2	XP_026239849.1
OG0013560	NP_954530.2, XP_006243813.1	XP_026239663.1
OG0013561	XP_063121324.1, NP_001380856.1	XP_026239617.1
OG0013562	XP_063121327.1, NP_001100329.1	XP_026239672.1
OG0013563	XP_006243888.1	XP_026245596.1
OG0013564	NP_476552.2	XP_026245639.1
OG0013565	XP_006244056.1	XP_026245714.1
OG0013566	NP_001386254.1	XP_026245859.1
OG0013567	NP_001414249.1, XP_006244070.1	XP_026245729.1
OG0013568	NP_001102769.1	XP_026245907.1
OG0013569	XP_006244253.1, NP_001019437.1	XP_026245691.1
OG0013570	NP_001385567.1	XP_026245812.1
OG0013571	XP_063121929.1, NP_001178815.1	XP_026245646.1
OG0013573	NP_001099549.2	XP_026245757.1
OG0013574	NP_001101869.1, XP_063131579.1	XP_026245730.1
OG0013575	XP_006252964.1, NP_001100777.1	XP_026245754.1
OG0013576	NP_001099548.1, XP_017455525.1	XP_026245897.1
OG0013577	NP_001099547.2	XP_026245643.1
OG0013578	XP_038950261.1, NP_001099545.1	XP_026245862.1
OG0013579	XP_038950258.1, NP_001099544.1	XP_026245793.1
OG0013580	XP_038950759.1, NP_001128268.1	XP_026245588.1
OG0013581	NP_001099537.1	XP_026245720.1
OG0013582	NP_001011919.1	XP_026245685.1
OG0013583	XP_006252917.1, NP_001162571.1	XP_026245609.1
OG0013584	XP_038950913.1	XP_026245829.1
OG0013585	NP_001099534.1, XP_006252858.1	XP_026245624.1
OG0013586	NP_001414328.1, XP_008763383.1	XP_026245732.1
OG0013587	NP_001178805.1	XP_026245713.1
OG0013588	NP_114454.2	XP_026245804.1
OG0013589	NP_001382078.1	XP_026255398.1
OG0013590	NP_001101912.1	XP_026255522.1
OG0013591	XP_006255307.1, NP_058871.2	XP_026255413.1
OG0013592	XP_006255297.1, NP_001099415.1	XP_026255615.1
OG0013593	NP_110493.1	XP_026255513.1
OG0013594	NP_851603.1	XP_026255495.1
OG0013595	NP_612548.1	XP_026255568.1
OG0013596	XP_063134044.1, NP_001100636.1	XP_026255422.1
OG0013597	NP_001075103.1	XP_026255534.1
OG0013598	XP_063121128.1, NP_001100275.1	XP_026255590.1
OG0013599	NP_001296386.1, XP_063121408.1	XP_026255448.1
OG0013600	XP_006242690.1, NP_001005881.2	XP_026255565.1
OG0013601	XP_038938184.1, NP_001385801.1	XP_026255531.1
OG0013602	XP_006242670.1, NP_037331.1	XP_026255545.1
OG0013603	NP_001128187.1, XP_038937639.1	XP_026255407.1
OG0013604	NP_001385635.1, XP_038938720.1	XP_026255442.1
OG0013605	NP_001165550.1	XP_026255505.1
OG0013607	NP_001101798.1	XP_026270740.1
OG0013608	NP_001099373.1, XP_006248816.1	XP_026270753.1
OG0013609	XP_038945069.1, NP_001099372.1	XP_026270751.1
OG0013610	NP_001138312.1, XP_006248838.1	XP_026270730.1
OG0013611	XP_008767175.1, NP_001100586.1	XP_026270755.1
OG0013612	XP_006241190.1, NP_001014223.1	XP_026267607.1
OG0013613	XP_063140951.1, NP_001100242.2	XP_026267591.1
OG0013614	NP_116006.1	XP_026267575.1
OG0013615	NP_001029280.1	XP_026267584.1
OG0013616	XP_038934958.1, NP_001101546.1	XP_026267626.1
OG0013617	XP_006241179.1	XP_026267608.1
OG0013618	NP_001119761.2, XP_038939864.1	XP_026260159.1
OG0013619	XP_006244376.1, NP_001030095.1	XP_026260201.1
OG0013620	NP_596895.1	XP_026260142.1
OG0013621	NP_001020877.1	XP_026260019.1
OG0013622	NP_001292170.1, XP_217309.6	XP_026260008.1
OG0013623	NP_001386289.1	XP_026260027.1
OG0013624	NP_001414252.1	XP_026260234.1
OG0013625	NP_001078875.1, XP_063123797.1	XP_026260123.1
OG0013626	XP_038939871.1, NP_001020197.1	XP_026260178.1
OG0013627	NP_001094227.1	XP_026260215.1
OG0013628	NP_058941.1, XP_063119189.1	XP_026260112.1
OG0013629	XP_038934951.1, NP_001129075.1	XP_026260055.1
OG0013630	NP_001292164.1, XP_006241097.1	XP_026270472.1
OG0013631	NP_001382445.1	XP_026270512.1
OG0013632	XP_063119244.1, NP_001011985.1	XP_026270458.1
OG0013633	NP_001413836.1, XP_038936372.1	XP_026270468.1
OG0013634	NP_598208.2, NP_001030314.1	XP_026269761.1
OG0013635	NP_001164028.1, XP_006240983.1	XP_026269788.1
OG0013636	NP_001100239.2, XP_038934575.1	XP_026269780.1
OG0013637	XP_063119080.1	XP_026269701.1
OG0013638	NP_112409.3, XP_038935873.1	XP_026269730.1
OG0013639	XP_038934905.2, NP_001034116.1	XP_026269797.1
OG0013640	NP_001167445.1	XP_026269698.1
OG0013641	XP_063119480.1, NP_853665.2	XP_026269717.1
OG0013642	NP_001101535.1	XP_026269773.1
OG0013643	NP_001013120.1, XP_006240919.1	XP_026238277.1
OG0013644	XP_038956915.1	XP_026239926.1
OG0013645	NP_001000749.1	XP_026256799.1
OG0013646	XP_576354.3	XP_026248255.1, XP_026248254.1
OG0013647	XP_063121399.1, NP_001101595.1	XP_026251875.1
OG0013648	NP_001385798.1	XP_026251900.1
OG0013649	XP_038938158.1	XP_026251888.1
OG0013650	NP_001101597.1, XP_006242620.1	XP_026251896.1
OG0013651	NP_665717.1	XP_026257316.1
OG0013652	NP_001014043.1, XP_038969028.1	XP_026257309.1
OG0013653	XP_017444434.1, NP_001128485.1	XP_026240484.1
OG0013654	XP_006229864.1, NP_001387772.1	XP_026243083.1
OG0013655	NP_001102622.2, XP_006229876.1	XP_026243116.1
OG0013656	XP_218953.4	XP_026243142.1
OG0013657	NP_037042.1, XP_038957542.1	XP_026243079.1
OG0013658	NP_001019921.1, XP_038962012.2	XP_026235289.1
