Orthogroup	Ictidomys_tridecemlineatus	Rattus_norvegicus
OG0011409	XP_040138029.1	NP_001014031.2, XP_017456019.1
OG0011410	XP_040139579.1	XP_063132355.1, NP_445753.1
OG0011411	XP_005337096.1	NP_001099583.1, XP_063132265.1
OG0011412	XP_005337129.1	NP_001020845.1, XP_063132512.1
OG0011413	XP_021590107.1	NP_001028882.1, XP_063132737.1
OG0011414	XP_013219996.1	NP_001009176.1, XP_063135062.1
OG0011415	XP_040137939.1, XP_005324632.1	NP_001100022.1
OG0011416	XP_005324451.1	NP_001011960.1, XP_063139488.1
OG0011417	XP_021588955.1	XP_017447163.1
OG0011418	XP_005315828.1	NP_001014201.1, XP_006234273.1
OG0011419	XP_021584659.1	NP_571987.1, XP_006234331.1
OG0011420	XP_021588786.2	NP_001363948.1, XP_063140188.1
OG0011421	XP_005324625.1	NP_001120958.1, XP_038960773.1
OG0011422	XP_040150405.1	NP_001386198.1
OG0011423	XP_005324649.1	NP_001009657.1, XP_017447113.1
OG0011424	XP_005324686.3	NP_001100564.1
OG0011425	XP_005324692.1	NP_001008287.1, XP_006234432.1
OG0011426	XP_005324715.1	NP_001013095.1
OG0011427	XP_005324713.1	NP_001099955.2
OG0011428	XP_005324717.1	XP_003749542.2
OG0011429	XP_005324751.2	XP_017447194.1, NP_001101207.1
OG0011430	XP_005324727.2	NP_001101208.1, XP_017447196.1
OG0011431	XP_005324443.1	NP_001386124.1
OG0011432	XP_005315842.1	NP_113984.1
OG0011433	XP_013218237.1	XP_008765382.1, NP_001388875.1
OG0011434	XP_021581436.1	XP_038940485.1
OG0011435	XP_005324427.1	XP_038940113.1, NP_074047.2
OG0011436	XP_040150567.1	NP_001399692.1, XP_038939531.1
OG0011437	XP_021581420.1	NP_001178736.3, XP_017451840.1
OG0011438	XP_005324402.1	NP_445878.1
OG0011439	XP_005324401.1	NP_001009671.1
OG0011440	XP_005324391.1	NP_445908.2
OG0011441	XP_005340922.1	NP_001163944.1, XP_017451845.1
OG0011442	XP_040150640.1	NP_001395988.1
OG0011443	XP_021591369.2	XP_038940777.1
OG0011444	XP_021588775.1	NP_001102268.2, XP_038939789.1
OG0011445	XP_040150713.1	NP_110496.1, XP_006245101.1
OG0011446	XP_013218235.2	NP_001025070.2
OG0011447	XP_005335177.1	NP_776210.2
OG0011448	XP_040150746.1	NP_112351.2
OG0011449	XP_013221062.1	XP_008765509.1
OG0011450	XP_005331911.1	XP_038940034.1
OG0011451	XP_005331894.1	XP_063123455.1, NP_803154.2
OG0011452	XP_021585621.1	NP_001012004.2, XP_006245234.1
OG0011453	XP_021585683.1	XP_038939900.1, NP_001102476.1
OG0011454	XP_005330555.1	NP_001014241.2, XP_063123481.1
OG0011455	XP_013216309.3	NP_071570.2, XP_063123739.1
OG0011456	XP_005330573.1	XP_006245290.1, NP_001005906.1
OG0011457	XP_005330580.1	NP_036722.1
OG0011458	XP_013213656.1	NP_001101688.1, XP_017451936.1
OG0011459	XP_005338966.1	NP_067088.2, XP_063123729.1
OG0011460	XP_005341214.2	XP_063122738.1, NP_036951.1
OG0011461	XP_005330537.1	NP_849178.2, XP_063123046.1
OG0011462	XP_021584932.1	NP_001388196.1, XP_006249811.1, NP_037070.2
OG0011464	XP_005335404.1	NP_001273951.1, XP_063128014.1
OG0011465	XP_005339454.1	NP_001000084.1
OG0011466	XP_040133246.1	XP_063128147.1, NP_001099422.1
OG0011467	XP_005330365.1	NP_001406523.1, XP_063128534.1
OG0011468	XP_005330363.1	XP_017454366.1, NP_001102540.1
OG0011469	XP_040133598.1	NP_001414768.1, XP_063128509.1
OG0011470	XP_021584917.1	XP_063128474.1, NP_001292057.1
OG0011471	XP_005329563.1	XP_038946542.1, NP_001007618.1
OG0011472	XP_040134473.1	NP_001102324.1, XP_017454364.1
OG0011473	XP_040132811.1	NP_942057.2, XP_017454291.1
OG0011474	XP_021588978.1	NP_001100653.1
OG0011475	XP_005335406.1	NP_445905.1
OG0011476	XP_021589334.1	XP_006250487.1, NP_001019409.1
OG0011477	XP_013218614.1	XP_006250491.1, NP_741987.1
OG0011478	XP_005335919.1	NP_001385537.1
OG0011479	XP_005319917.1	NP_001128334.1, XP_038946720.1
OG0011480	XP_005341007.1	XP_063133078.1, XP_038952113.1, NP_058989.1
OG0011481	XP_040145008.1	XP_063128437.1, NP_001100666.1
OG0011482	XP_005341902.1	NP_076449.1
OG0011483	XP_021576822.2	NP_001099438.1, XP_006250302.1
OG0011484	XP_005341885.4	XP_038946846.1, NP_001101820.1
OG0011485	XP_005341877.1	NP_113965.1, XP_006250328.1
OG0011486	XP_013220244.2	XP_063128089.1, NP_620803.1
OG0011487	XP_040143208.1	NP_001178861.1
OG0011488	XP_021591681.1	NP_001128012.1, XP_063128440.1
OG0011489	XP_005339429.1	NP_001153066.1
OG0011490	XP_005339450.1	NP_001399746.1
OG0011491	XP_005339457.1	NP_001011908.3
OG0011492	XP_005330451.2	NP_001399554.1, NP_859043.1
OG0011494	XP_040140347.1	NP_001341484.1, NP_001341485.1
OG0011495	XP_013211340.1	NP_536729.1, XP_063128881.1, XP_038943268.1
OG0011496	XP_005335605.2	NP_001029135.1, XP_017457623.1
OG0011497	XP_005316041.1	XP_006256928.1, NP_001385656.1
OG0011498	XP_005316059.1	XP_006256950.1, NP_036653.1
OG0011499	XP_040148668.1	XP_038956122.1
OG0011500	XP_005341194.3	NP_001098113.1
OG0011501	XP_005334878.1	NP_001178933.1
OG0011502	XP_005334868.1	NP_037136.2, XP_038955431.1
OG0011503	XP_005334866.1	NP_001178663.1
OG0011504	XP_005324052.1	XP_038956160.1
OG0011505	XP_040134752.1	XP_038955949.1
OG0011506	XP_005338718.1	NP_001165574.1
OG0011507	XP_005338748.1	NP_001388105.1
OG0011508	XP_005338744.1	NP_001129309.1
OG0011509	XP_005339829.1	NP_113870.1
OG0011510	XP_005340213.1	XP_006257139.1, NP_001020918.1
OG0011511	XP_005340228.1	NP_001414538.1
OG0011512	XP_021576968.2	NP_001092144.1
OG0011513	XP_005340052.1	XP_017457598.1, NP_001119845.2
OG0011514	XP_040137682.1	XP_006257207.1, NP_001034190.1
OG0011515	XP_005328892.1	NP_001382500.1
OG0011516	XP_005328898.1	XP_038955513.1, NP_001100404.1
OG0011517	XP_040139609.1	XP_038956180.1, NP_001414307.1
OG0011518	XP_005323443.1	NP_001166820.1
OG0011519	XP_040139897.1	XP_038955989.1, NP_001102890.1
OG0011520	XP_013213208.1	XP_006257376.1
OG0011521	XP_005323411.1	NP_955796.2, XP_006257435.1
OG0011522	XP_005319445.1	XP_063135891.1, NP_665732.2
OG0011523	XP_040140685.1	XP_063136633.1
OG0011524	XP_005319439.1	XP_003752180.2
OG0011525	XP_005319423.1	NP_001129345.1, XP_006257517.1
OG0011526	XP_040140867.1	NP_445833.2, XP_006257555.1
OG0011527	XP_005319376.1	NP_001128464.1, XP_006257592.1
OG0011528	XP_013211479.1	NP_001107258.2
OG0011529	XP_005337754.2, XP_040141508.1	NP_001178665.1, XP_063136162.1
OG0011530	XP_040141542.1	XP_038955534.1, NP_001100419.1
OG0011531	XP_040141585.1	XP_017457459.1, NP_001178655.1
OG0011532	XP_005337746.1	NP_001014130.1, XP_006257642.1
OG0011533	XP_040140169.1	XP_038956486.1
OG0011534	XP_040142480.1	XP_017457913.1, NP_001414217.1
OG0011536	XP_005338564.1	XP_038955956.1, NP_075579.1
OG0011537	XP_005340647.1	XP_038955450.1, NP_001264201.1
OG0011538	XP_005340660.1	NP_908934.1, XP_006229620.1
OG0011539	XP_021576119.1	XP_017457629.1, NP_059041.2
OG0011540	XP_005340706.1	NP_001101051.2, XP_006229639.1
OG0011541	XP_005340712.1	NP_001102794.1, XP_063136329.1
OG0011542	XP_021581234.1	XP_017457480.1, NP_848016.1
OG0011543	XP_005343094.2	NP_113868.1, XP_038955933.1
OG0011544	XP_021580903.2	NP_001159814.1, XP_063135954.1
OG0011546	XP_005339776.1	NP_001381209.1
OG0011547	XP_005340568.2	XP_017444133.1, NP_569087.1
OG0011548	XP_005337343.1, XP_005342813.1	NP_001000770.1, NP_001000769.1, NP_001000022.1, NP_001000526.1, NP_001000021.1
OG0011549	XP_005341542.1	NP_001000833.1, NP_001000099.1
OG0011550	XP_021587294.1, XP_021587293.1	NP_001007730.1
OG0011551	XP_005317322.1	NP_001100722.1, NP_001387905.1, NP_001387904.1
OG0011552	XP_021577413.1, XP_040135619.1, XP_013220622.1	NP_001388006.1, XP_008770792.1
OG0011553	XP_005342607.1	NP_071584.1, XP_038946987.1
OG0011554	XP_005325783.1	NP_787065.2
OG0011555	XP_005323184.1	NP_001000127.1, NP_001000128.1
OG0011556	XP_040126237.1, XP_040126238.1	NP_443212.1, XP_038944598.1
OG0011558	XP_005336355.1	NP_001406700.1, XP_001066168.4
OG0011559	XP_040142255.1	NP_001386264.1, XP_063140334.1
OG0011560	XP_005326740.2	NP_001013947.1, XP_038963142.1
OG0011562	XP_040138186.1	NP_001009175.1, XP_063135396.1
OG0011563	XP_021584438.1	NP_001128178.2, XP_038955316.1, NP_001263363.1, XP_063130914.1
OG0011564	XP_040129024.1	XP_017453324.1
OG0011565	XP_005318344.3	XP_038954062.1
OG0011566	XP_021582704.1	NP_001101702.1
OG0011567	XP_013212871.1	NP_112301.1, XP_063120365.1
OG0011569	XP_013213491.1	XP_001055972.2
OG0011570	XP_005318892.1	XP_006255978.2, NP_001008848.1
OG0011571	XP_005334015.1	NP_076484.1
OG0011572	XP_021584429.1	NP_001100194.1
OG0011573	XP_005326762.1	NP_001013937.1, NP_001020232.1
OG0011575	XP_013221929.1	NP_775418.2, NP_001008915.1, NP_001160232.1, NP_001396228.1, NP_001161025.1, NP_775420.2, NP_001160233.1
OG0011576	XP_040129956.1, XP_040129953.1, XP_040129955.1, XP_040129954.1	XP_038968009.1, NP_001127998.1
OG0011581	XP_005341416.1	NP_001178774.2
OG0011582	XP_005331962.1	NP_113950.2, XP_006237601.1
OG0011583	XP_005324432.1	NP_062024.1
OG0011584	XP_005341065.1	XP_006240650.1, NP_001101531.1
OG0011585	XP_021584513.1	NP_579837.2, XP_063141492.1
OG0011586	XP_021577508.1	XP_008765149.1
OG0011587	XP_021583101.1	NP_001100328.2
OG0011588	XP_040126312.1	NP_001178008.2
OG0011589	XP_005327476.1	NP_036652.1
OG0011590	XP_005332465.1	NP_077350.1
OG0011591	XP_013214905.1	NP_937764.1
OG0011592	XP_005317937.1	NP_036681.2
OG0011593	XP_005338229.2	NP_113962.1
OG0011595	XP_005317648.1	NP_037190.1, XP_063143269.1
OG0011596	XP_040146872.1	NP_446064.1, XP_038944928.1
OG0011597	XP_021589808.1, XP_021589806.1, XP_005336646.1	NP_068627.2
OG0011598	XP_005324784.1	NP_001101394.2
OG0011599	XP_005329164.1	NP_074038.2
OG0011601	XP_040126450.1	NP_445756.1
OG0011602	XP_040150486.1	XP_063140682.1, NP_110498.1
OG0011603	XP_005334163.1	NP_037114.2
OG0011604	XP_005332629.1	NP_001008283.1
OG0011605	XP_005337245.1	NP_536336.1
OG0011606	XP_005316797.1	NP_001182493.1, XP_006243267.1
OG0011607	XP_005332691.1	NP_001413999.1, XP_038943466.1
OG0011608	XP_005331769.1	NP_112300.2
OG0011609	XP_040129000.1, XP_005325688.1	NP_062098.1
OG0011610	XP_005319012.1	NP_037259.1, XP_006251134.1
OG0011611	XP_040150433.1	NP_077811.1
OG0011612	XP_005326494.1	NP_001102276.2
OG0011613	XP_005339053.2	NP_942034.3, XP_008770938.1
OG0011614	XP_005338042.1	XP_038949615.1, NP_112350.1
OG0011615	XP_040145026.1	NP_001289680.1, NP_001289679.1
OG0011616	XP_005326866.1	XP_063137222.1, NP_036847.1
OG0011617	XP_040142478.1	XP_008759916.3
OG0011618	XP_005317442.1	XP_038936892.1, NP_058943.2
OG0011619	XP_040139733.1	XP_006231239.1
OG0011620	XP_005331865.1	NP_001013100.1
OG0011621	XP_005318823.1	XP_006256204.1, NP_112282.2
OG0011622	XP_013214042.1	NP_112317.2
OG0011623	XP_005324245.1	NP_036624.2
OG0011624	XP_021582319.1	XP_006234965.1
OG0011625	XP_005335842.1	NP_446304.1
OG0011626	XP_040145092.1	NP_036694.2
OG0011627	XP_005316233.1	NP_001128382.1
OG0011628	XP_005333227.1	NP_001108496.1
OG0011629	XP_005320085.1	XP_038956742.1, NP_001164072.1
OG0011630	XP_005328289.1	NP_001009626.1
OG0011631	XP_021580601.1	NP_001007702.1
OG0011632	XP_005332641.1	XP_063125618.1, NP_001102310.1
OG0011633	XP_040137953.1	NP_037153.1
OG0011634	XP_005328565.2	NP_114176.4
OG0011635	XP_005336588.1	NP_446288.1
OG0011636	XP_005331043.1	NP_036791.1
OG0011637	XP_005323255.1	NP_001178530.1
OG0011638	XP_005326372.1	NP_001100124.1
OG0011639	XP_005330714.1	NP_036641.1
OG0011640	XP_005325802.1	XP_063138698.1
OG0011641	XP_013220727.1, XP_005319740.3	NP_058928.3
OG0011642	XP_040128842.1	XP_038957518.1, NP_036993.1
OG0011643	XP_005332232.1	NP_001100237.1
OG0011644	XP_013221169.2	NP_001094249.1
OG0011645	XP_005327991.1	NP_001178021.1
OG0011646	XP_005326400.1	NP_001102131.1
OG0011647	XP_040142514.1, XP_040142515.1	XP_063139234.1, NP_037290.3
OG0011648	XP_005322412.1	NP_036757.2
OG0011649	XP_040142688.1	NP_741989.3, XP_008758390.1
OG0011650	XP_005330662.1	NP_445921.1
OG0011651	XP_021584294.1	NP_072112.2
OG0011652	XP_013211962.2	NP_036833.2
OG0011653	XP_005321728.1	NP_071632.2
OG0011654	XP_040133243.1	NP_071631.1
OG0011655	XP_021584075.1	NP_036673.3
OG0011656	XP_005334171.1	NP_446103.2, XP_038940950.1
OG0011657	XP_005330569.2	NP_071976.2
OG0011658	XP_021578169.1	NP_036717.2
OG0011659	XP_005323456.1	XP_017457402.1
OG0011660	XP_005330517.1	NP_001100390.1, XP_006245229.1
OG0011661	XP_005323006.1	NP_112281.1
OG0011662	XP_005339410.1	NP_705891.1
OG0011663	XP_005317116.2	NP_001402681.1
OG0011664	XP_005332229.1	NP_062190.1
OG0011665	XP_005336042.1	NP_062221.1
OG0011666	XP_005317575.1	NP_001258195.1
OG0011667	XP_021583139.1	NP_001030171.1, XP_038937993.1
OG0011668	XP_005331247.1	NP_001034133.1
OG0011669	XP_040135125.1	NP_001178040.1
OG0011670	XP_005320071.1	XP_063128948.1, NP_037194.2
OG0011671	XP_021591133.1	XP_006242127.1, NP_620232.1
OG0011672	XP_005318898.1	NP_036840.2, XP_038954351.1
OG0011673	XP_021589943.2	XP_038945590.1, NP_001009493.1
OG0011674	XP_005318883.1	NP_997714.2
OG0011675	XP_005339760.1	NP_071547.2
OG0011676	XP_005329048.1	NP_254278.1
OG0011677	XP_005320304.1	NP_036695.1
OG0011678	XP_005326674.1	NP_647551.1
OG0011679	XP_005319297.1	NP_001002025.1
OG0011680	XP_005332658.1	XP_038942127.1, NP_001026822.1
OG0011681	XP_005319764.1	NP_001382114.1
OG0011682	XP_040146994.1	NP_001034110.1, XP_006248672.1
OG0011683	XP_021584045.1	XP_008766504.1
OG0011684	XP_021578947.2	NP_001032605.1
OG0011685	XP_005337872.2	NP_001037750.2
OG0011686	XP_005317271.2	NP_997472.2
OG0011687	XP_005343086.2	NP_899653.2
OG0011688	XP_013212761.3	NP_001338913.1
OG0011689	NP_001276794.1	NP_620781.1
OG0011690	XP_040142291.1	NP_445946.2, XP_008760001.1
OG0011691	XP_013212090.2	NP_542420.1
OG0011692	XP_013221349.1, XP_005338524.2	NP_001102819.1
OG0011693	XP_005318969.1	NP_001128111.2, XP_063129573.1
OG0011694	XP_005331385.2	NP_001099914.1
OG0011695	XP_013211281.1	NP_001011998.1, XP_038937077.1
OG0011696	XP_005335861.2	NP_071970.2
OG0011697	XP_005322622.2	NP_001128226.2
OG0011698	XP_021585631.1	NP_001414168.1, XP_063130566.1
OG0011699	XP_005319216.1	NP_001102705.1
OG0011700	XP_005317277.1	XP_038951125.1
OG0011701	XP_005328376.1	XP_006242957.1, NP_037009.1
OG0011702	XP_005333303.1	NP_714943.1
OG0011703	XP_005329766.1	NP_113983.1
OG0011704	NP_001278160.1	NP_001388265.1, NP_001388277.2
OG0011705	XP_021585652.1	XP_038939815.1
OG0011706	XP_040145065.1	NP_001019520.2, XP_038966584.1
OG0011707	XP_040146882.1	XP_038944987.1, NP_434686.2
OG0011708	XP_005326632.1	XP_006250387.1, NP_067604.1
OG0011709	XP_040149955.1	NP_001102729.2
OG0011710	XP_005323918.1	NP_001128166.2, XP_038947624.1
OG0011711	XP_040128344.1	XP_063132149.1, NP_001399940.1
OG0011712	XP_005325053.1	XP_038935813.1, NP_001263369.1
OG0011713	XP_013213466.1	NP_001008861.2
OG0011714	XP_040134478.1	NP_001099425.2
OG0011715	XP_040126537.1, XP_005342812.2	NP_001099290.1
OG0011716	XP_021584242.1	NP_036752.2
OG0011717	XP_005330479.1	NP_776211.1, XP_063119759.1
OG0011718	XP_021579651.1	NP_001162609.1
OG0011719	XP_040134938.1	NP_001004100.1
OG0011720	XP_005319793.1	NP_001099462.1, XP_038946543.1
OG0011721	XP_005329824.1	NP_783173.1
OG0011722	XP_005342732.2	NP_001382567.1, XP_008761604.1
OG0011723	XP_005328742.1	NP_444178.2
OG0011724	XP_040129661.1	NP_001402652.1
OG0011725	XP_005330735.2	NP_955788.2
OG0011726	XP_005320975.1	NP_663707.1, XP_006234095.1
OG0011728	XP_040140110.1	XP_038935991.1
OG0011729	XP_005340361.1	NP_112645.2
OG0011730	XP_005321813.1	NP_058981.1
OG0011731	XP_040126405.1	XP_008765643.1, NP_062052.1
OG0011732	XP_013220724.1	XP_017448367.1, NP_072120.1
OG0011733	XP_040142717.1	NP_001389189.1
OG0011734	XP_005320201.1	NP_001101000.1
OG0011735	XP_005341116.1	NP_001002831.1
OG0011736	XP_021577686.2	NP_001019414.1
OG0011737	XP_040124511.1	NP_446005.2
OG0011738	XP_005327866.1	NP_001388912.1
OG0011739	XP_040143609.1	NP_036756.3, XP_006232655.1
OG0011740	XP_013212052.3	NP_001034697.2
OG0011741	XP_021591054.1	XP_038940474.1
OG0011742	XP_005337581.1	NP_001019541.1
OG0011743	XP_040135177.1	NP_604450.2, XP_008770551.1
OG0011744	XP_005322544.1	XP_006239833.1, NP_001386165.1
OG0011745	XP_005329439.1	XP_063141858.1, NP_001100069.1
OG0011746	XP_005318896.1	NP_114444.2
OG0011747	NP_001273170.1	NP_001012481.1
OG0011748	XP_005329288.1	NP_001030166.1, XP_063131724.1
OG0011749	XP_005321482.2	NP_113772.1
OG0011750	XP_005341634.1	NP_001099694.1
OG0011751	XP_005317713.1	NP_036784.1
OG0011752	XP_005338488.1	XP_063141586.1, NP_036688.1
OG0011753	XP_005322531.1	NP_073202.1
OG0011754	XP_005332253.1	NP_001388005.1
OG0011755	XP_005316673.1	NP_446348.2
OG0011756	XP_005328435.1	NP_001093946.1
OG0011757	XP_005329151.2	NP_446415.2
OG0011758	XP_005318818.2	NP_001178770.1
OG0011759	XP_005335294.1	NP_036703.2, XP_063136708.1
OG0011760	XP_021581545.1	NP_062141.3, XP_038967793.1
OG0011761	XP_005338091.1	XP_063126842.1, NP_113941.1
OG0011762	XP_005334972.1	NP_058827.3
OG0011763	XP_013221761.1	NP_001000202.1
OG0011764	XP_005325147.1	XP_006242499.1, NP_073167.1
OG0011765	XP_013218230.1	XP_006248306.1, NP_001099358.1
OG0011766	XP_005330632.1	XP_063122494.1, NP_001033677.1
OG0011767	XP_005338231.1	NP_001389476.1, XP_008757284.2
OG0011768	XP_005331429.1	NP_001101157.2
OG0011769	XP_005324471.2	NP_001095851.1
OG0011770	XP_005332005.2	NP_076482.2
OG0011771	XP_013211573.1	XP_063138516.1, NP_001030084.1
OG0011772	XP_005325059.1	XP_006242457.1, NP_001008806.2
OG0011773	XP_005325057.1	NP_001008808.2
OG0011774	XP_040124731.1	NP_001385785.1, XP_006247505.1
OG0011775	XP_021587488.1	XP_006230711.1
OG0011776	XP_005331602.1	NP_001000506.1
OG0011777	XP_005330128.1	NP_001000362.1
OG0011778	XP_005342355.1	NP_001006595.1
OG0011779	XP_005341124.1	NP_113898.2
OG0011780	XP_021591669.1	NP_001000499.1
OG0011781	XP_005339566.1	NP_001000456.1
OG0011782	XP_013221932.3	NP_001000501.1
OG0011783	XP_005342350.1	NP_001000547.1
OG0011785	XP_021581236.1	XP_063136591.1, NP_001360988.1
OG0011786	XP_005330961.1	NP_001094170.1
OG0011787	XP_040128513.1	NP_001406694.1
OG0011790	XP_040135977.1	XP_063133600.1
OG0011791	XP_040133963.1	XP_008767915.1
OG0011792	XP_005329861.1	NP_001099739.1
OG0011793	XP_005329874.1	NP_446150.1
OG0011794	XP_005336140.1	XP_006256510.1, NP_001101100.1
OG0011796	XP_021575988.1	NP_001389215.1
OG0011797	XP_005330652.1	NP_001033583.1
OG0011798	XP_040137994.1	NP_445987.2, XP_006227754.1
OG0011799	XP_005334422.1	NP_001129655.1
OG0011800	XP_013217895.2	NP_001099600.1, XP_017456363.1
OG0011801	XP_005334432.1	NP_037090.2
OG0011802	XP_021588193.1	XP_008770440.1, NP_001414135.1
OG0011803	XP_040127889.1	XP_063133363.1, NP_001387561.1
OG0011804	XP_013217887.1	XP_063133112.1, NP_001406658.1
OG0011805	XP_005334442.1	XP_038952920.1, NP_001382681.1
OG0011806	XP_005323065.1	NP_001020887.1
OG0011807	XP_005323066.1	NP_001101812.1, XP_038946804.1
OG0011808	XP_005323084.1	XP_038953341.2
OG0011809	XP_040128528.1	NP_001388249.1
OG0011810	XP_021580652.1	NP_037161.2
OG0011811	XP_005329817.1	NP_071602.1
OG0011812	XP_040139295.1	NP_001414338.1, XP_038954877.1
OG0011813	XP_005329850.1	XP_008756813.1
OG0011814	XP_005329881.1	NP_001003404.1, XP_063126345.1
OG0011815	XP_005329863.1	NP_001099735.1
OG0011816	XP_021585133.1	XP_017445312.1, NP_001414775.1
OG0011817	XP_005334915.1	XP_038957459.1, NP_036931.1
OG0011818	XP_005334913.1	NP_001385614.1
OG0011819	XP_040139349.1	XP_017444587.1, NP_999623.2
OG0011820	XP_005334902.1	NP_001014179.1
OG0011821	XP_040138000.1	XP_038954403.1
OG0011822	XP_005321411.1	NP_001101928.1
OG0011823	XP_013212385.1	XP_341727.4, NP_001387767.1
OG0011824	XP_040138005.1	XP_214760.4
OG0011825	XP_013212377.1	NP_001012061.1
OG0011826	XP_005321447.1	NP_852139.2
OG0011827	XP_005321446.1	NP_001102864.1
OG0011828	XP_005321463.1	XP_038944147.1
OG0011829	XP_005321472.1	NP_058747.1
OG0011830	XP_040139454.1	NP_062103.1
OG0011831	XP_040139474.1	XP_038946534.1, NP_001037742.2
OG0011832	XP_040140527.1, XP_005321492.1	NP_001008303.1
OG0011833	XP_021579652.2	XP_008757029.1
OG0011834	XP_005336135.1	NP_001258035.1
OG0011835	XP_005340581.1	NP_891996.1
OG0011836	XP_005340584.1	NP_001005539.1
OG0011837	XP_021588997.1	NP_001037760.1, XP_006227801.1
OG0011838	XP_013218339.1	NP_001094295.1
OG0011839	XP_040126889.1	NP_446459.1
OG0011840	XP_005340972.1	NP_001166907.1, XP_038951776.1
OG0011841	XP_005340968.1	XP_006253613.1, NP_446199.2
OG0011842	XP_005340967.1	NP_001032439.1, XP_006253625.1
OG0011843	XP_005335207.1	XP_063143070.1, NP_942033.2
OG0011844	XP_005324175.1	XP_008758510.1, NP_001013169.1
OG0011845	XP_005324173.1	XP_038935839.1, NP_001094445.2
OG0011846	XP_040141593.1	NP_001020145.1, XP_038964749.1
OG0011847	XP_005324153.1	XP_038957318.1
OG0011848	XP_005324184.1	NP_001102634.1
OG0011849	XP_005324149.1	NP_001178882.1
OG0011850	XP_005324120.1	XP_017444522.1, NP_001011941.1
OG0011851	XP_005324177.3	NP_072105.1
OG0011852	XP_005328018.1	XP_006231303.1, NP_908939.2
OG0011853	XP_040127461.1	NP_001101876.1
OG0011854	XP_005340282.1	XP_008769728.1, NP_076492.1
OG0011855	XP_021576455.1	NP_001163900.1
OG0011856	XP_005342345.1	NP_001099574.1, XP_063132222.1
OG0011857	XP_005320933.1	NP_001402072.1
OG0011858	XP_005342459.1	XP_063121963.1, NP_446368.1
OG0011859	XP_005342457.1	NP_077057.1
OG0011861	XP_021576663.2	NP_001128017.1, XP_006228319.1
OG0011862	XP_040135752.1	XP_001078116.3
OG0011863	XP_040135756.1	XP_063122356.1, NP_001129321.1
OG0011864	XP_005341617.1	NP_001032879.2, XP_006228280.1
OG0011865	XP_040135833.1	XP_038957394.1, NP_001258044.1
OG0011866	XP_005342328.1	NP_001099688.1
OG0011868	XP_021577067.1	XP_017445216.1, NP_001129192.1
OG0011869	XP_005342719.1	XP_063137009.1
OG0011870	XP_005342716.2	NP_001004220.1
OG0011871	XP_013221330.1	NP_001099722.1
OG0011872	XP_040135518.1	NP_001388301.1
OG0011873	XP_013221315.1	XP_038960733.1, NP_001381991.1
OG0011874	XP_005341715.1	XP_006229025.1
OG0011875	XP_005341714.2	NP_001414640.1, XP_006229249.1
OG0011876	XP_005336767.1	XP_038960753.1, NP_001099728.1
OG0011877	XP_013218964.1	XP_006229069.3
OG0011878	XP_005336756.1	XP_063118046.1
OG0011879	XP_013218953.1	NP_001386310.1
OG0011880	XP_040136102.1	XP_006229128.1, NP_001030097.2
OG0011881	XP_005336720.2	NP_058820.1, XP_017444339.1
OG0011882	XP_040134797.1	NP_001012168.1, XP_006229165.2
OG0011883	XP_005336695.1	NP_783639.1, XP_063118182.1
OG0011884	XP_005336688.1	XP_063140307.1, NP_001034754.1
OG0011885	XP_021589811.1	NP_001102377.1, XP_063125102.1
OG0011886	XP_005336642.1	NP_997474.1
OG0011887	XP_040135292.1	XP_006228475.1, NP_001100949.1
OG0011889	XP_005338301.1	NP_445825.1
OG0011890	XP_005338291.1	NP_001359006.1
OG0011891	XP_005338332.1	NP_001402717.1
OG0011892	XP_005338331.1	XP_008757261.1, NP_001388176.1
OG0011893	XP_005338282.1	NP_963856.1, XP_038967227.1
OG0011894	XP_005338279.1	NP_001102886.1
OG0011895	XP_040135088.1	XP_063129714.1, NP_001178000.1
OG0011896	XP_040136057.1	XP_038956764.1
OG0011897	XP_005338326.1	XP_345066.3
OG0011898	XP_005338263.1	NP_001099702.1
OG0011899	XP_005338323.2	NP_001030092.1
OG0011900	XP_005338256.3	NP_001102892.1
OG0011901	XP_040135076.1	XP_017445086.1, NP_001178939.1
OG0011902	XP_040135287.1	NP_001040572.1
OG0011903	XP_005338205.1	XP_006228426.1, NP_446080.1
OG0011904	XP_040134859.1	NP_001100963.2, XP_063117435.1
OG0011905	XP_005336517.1	XP_038959997.1, NP_001099705.1
OG0011906	XP_005336503.2	NP_110479.1
OG0011907	XP_005336491.1	NP_001019947.1
OG0011908	XP_040134804.1	NP_001103134.1
OG0011909	XP_040135621.1	XP_006228673.1, NP_446118.2
OG0011910	XP_005336531.1	XP_008757441.2
OG0011911	XP_040135803.1	XP_038967508.1, NP_001104278.1
OG0011912	XP_040134845.1	XP_006228778.1, NP_001099713.1
OG0011913	XP_040135802.1	XP_038956780.1, NP_001406466.1
OG0011914	XP_005340554.1	XP_008757367.2, NP_001402792.1
OG0011916	XP_005342006.1	NP_058814.1
OG0011917	XP_013221467.1	NP_001276749.1
OG0011918	XP_005341997.1	NP_001120922.1, XP_063139690.1
OG0011919	XP_040135462.1	NP_001005900.1, XP_006228847.1
OG0011920	XP_005330708.2	NP_072150.1
OG0011921	XP_040135355.1	NP_001121051.1, XP_006228834.1
OG0011922	XP_005330640.1	NP_001099715.1
OG0011923	XP_021585762.2	XP_063125186.1
OG0011924	XP_013216376.2	NP_112401.1
