Orthogroup	Ictidomys_tridecemlineatus	Saimiri_boliviensis_boliviensis
OG0016261	XP_005338934.1	XP_003941717.1
OG0016262	XP_013220640.1	XP_010339728.2
OG0016263	XP_005340339.1	XP_039317921.1
OG0016264	XP_005340342.1	XP_010339921.2
OG0016265	XP_021576306.1	XP_039333272.1
OG0016266	XP_005331048.1	XP_003927048.2
OG0016267	XP_005338355.1	XP_010334006.1
OG0016268	XP_040126146.1, XP_040126504.1	XP_010336029.1
OG0016269	XP_040129319.1	XP_039324101.1
OG0016270	XP_040127582.1	XP_039324893.1
OG0016271	XP_021588826.1	XP_003932554.2
OG0016272	XP_005340791.1	XP_003932564.1
OG0016273	XP_040127848.1	XP_039336288.1
OG0016274	XP_021585483.1	XP_039334843.1
OG0016275	XP_005331118.1	XP_003927010.1
OG0016276	XP_040126122.1	XP_039334631.1
OG0016277	XP_005331109.1	XP_039334644.1
OG0016278	XP_005331083.1	XP_039334931.1
OG0016279	XP_013216519.1	XP_010335990.1
OG0016280	XP_005331058.1	XP_003927039.1
OG0016281	XP_005331045.1	XP_010336007.1
OG0016282	XP_005331027.1	XP_003927062.1
OG0016283	XP_005338479.1	XP_003927069.1
OG0016284	XP_005338350.1	XP_003925029.1
OG0016285	XP_005332564.1	XP_010333995.1
OG0016286	XP_005332553.1	XP_003925007.1
OG0016287	XP_021586833.1	XP_010333976.1
OG0016288	XP_021588816.2	XP_010336402.2
OG0016289	XP_040138123.1	XP_010336397.2
OG0016290	XP_005335219.1	XP_003927491.2
OG0016291	XP_005327581.2	XP_039318523.1
OG0016292	XP_005327540.1	XP_003927411.1
OG0016293	XP_040139600.1	XP_039318527.1
OG0016294	XP_013215091.1	XP_003927394.1
OG0016295	XP_040138058.1	XP_039318511.1
OG0016296	XP_005329196.1	XP_003927375.2
OG0016297	XP_005329197.1	XP_003927374.1
OG0016298	XP_013215718.2	XP_003927370.1
OG0016299	XP_005337117.1	XP_003944779.1
OG0016300	XP_005327551.1	XP_003927429.2
OG0016301	XP_005315851.1	XP_003922021.1
OG0016302	XP_005315812.1	XP_003921985.1
OG0016303	XP_005315744.1	XP_003921954.1
OG0016304	XP_005324653.1	XP_003921920.1
OG0016305	XP_005315848.1	XP_003922019.1
OG0016306	XP_005315832.1	XP_003922001.1
OG0016307	XP_005315747.1	XP_039326048.1
OG0016308	XP_040150402.1	XP_010350449.1
OG0016309	XP_013213744.1	XP_003921908.1
OG0016310	XP_013213729.1	XP_010329249.2
OG0016311	XP_005324685.1	XP_003921891.1
OG0016312	XP_005324726.1	XP_003921857.1
OG0016313	XP_005324445.1	XP_003940885.1
OG0016314	XP_005324704.1	XP_039325806.1
OG0016315	XP_005335169.1	XP_003925661.2
OG0016316	XP_005330541.1	XP_039325866.1
OG0016317	XP_005324442.1	XP_039325878.1
OG0016318	XP_005340923.1	XP_003925734.1
OG0016319	XP_005338950.1	XP_003925718.1
OG0016320	XP_040150644.1	XP_039325837.1
OG0016321	XP_021591357.1	XP_039325450.1
OG0016322	XP_040150648.1	XP_003925693.1
OG0016323	XP_040150782.1	XP_003925640.1
OG0016324	XP_013221059.1	XP_010334673.2
OG0016325	XP_040150808.1	XP_039325974.1
OG0016326	XP_005331893.1	XP_003925611.1
OG0016327	XP_005331888.1	XP_003925608.1
OG0016329	XP_005330542.1	XP_003925567.2
OG0016330	XP_005324416.1	XP_003940857.1
OG0016331	XP_005339422.1	XP_003937989.2
OG0016332	XP_005330377.2	XP_003938354.1
OG0016333	XP_005335407.3	XP_039315860.1
OG0016334	XP_005335023.1	XP_039319384.1
OG0016335	XP_005335017.1	XP_003930395.1
OG0016336	XP_005335909.1	XP_039319393.1
OG0016337	XP_005319912.1	XP_010336984.1
OG0016338	XP_005319913.1	XP_010336982.2
OG0016339	XP_005319952.1	XP_003928118.2
OG0016340	XP_005342680.1	XP_003943441.1
OG0016341	XP_013221422.1	XP_010346865.1
OG0016342	XP_005339436.1	XP_003937972.1
OG0016344	XP_021575451.1	XP_010329856.1
OG0016345	XP_005340225.1	XP_003943115.1
OG0016346	XP_005337551.1	XP_003936902.1
OG0016347	XP_040144631.1	XP_003936871.1
OG0016348	XP_005331821.1	XP_003940170.1
OG0016349	XP_005319425.1	XP_003931126.2
OG0016350	XP_005319378.1	XP_003931162.1
OG0016351	XP_040141434.1	XP_010340040.1
OG0016352	XP_005337743.1	XP_003931192.1
OG0016353	XP_040142095.1	XP_003940781.1
OG0016355	XP_005316014.1	XP_039331436.1
OG0016356	XP_005316058.1	XP_003920399.1
OG0016357	XP_040148090.1	XP_003924185.1
OG0016358	XP_005334875.1	XP_039331526.1
OG0016359	XP_005329222.1	XP_003924120.1
OG0016360	XP_005324010.1	XP_039331332.1
OG0016361	XP_005324025.1	XP_003924088.1
OG0016362	XP_005324042.1	XP_003939532.1
OG0016363	XP_021591179.1	XP_003939577.1
OG0016364	XP_005338710.1	XP_003939591.1
OG0016365	XP_005338741.1	XP_003939619.1
OG0016366	XP_021575476.1	XP_039331548.1
OG0016367	XP_005339848.1	XP_003943751.2
OG0016368	XP_005335259.1	XP_010349976.2
OG0016369	XP_005340216.1	XP_003943111.1
OG0016370	XP_040137926.1	XP_010329216.1
OG0016371	XP_040137923.1	XP_010329220.2
OG0016372	XP_021575593.1	XP_010329223.1
OG0016373	XP_040137860.1	XP_010330704.2
OG0016374	XP_005337541.1	XP_003936909.1
OG0016375	XP_013218608.1	XP_010347655.1
OG0016376	XP_005340738.1	XP_003940181.1
OG0016377	XP_013220825.3	XP_039320113.1
OG0016378	XP_021580908.1	XP_003944311.1
OG0016379	XP_021580892.1	XP_003935937.1
OG0016380	XP_013213200.1	XP_039320077.1
OG0016381	XP_040139947.1	XP_010344702.2
OG0016382	XP_005323426.1	XP_003935917.1
OG0016384	XP_005319362.1	XP_003931174.1
OG0016385	XP_040144986.1	XP_003940804.1
OG0016386	XP_021581944.1	XP_003940766.1
OG0016387	XP_040142668.1	XP_003943471.1
OG0016388	XP_021591082.1	XP_010329583.2
OG0016389	XP_040142926.1	XP_003943938.1
OG0016390	XP_005340683.1	XP_039319871.1
OG0016391	XP_005340687.1	XP_039319867.1
OG0016392	XP_005340702.1	XP_003943959.1
OG0016393	XP_021576927.1	XP_003927927.2, XP_003943973.1
OG0016394	XP_021575606.1	XP_003943118.1
OG0016395	XP_005337532.1	XP_003936915.2
OG0016396	XP_005329826.1	XP_003932494.1
OG0016397	XP_005330833.1	XP_003944105.1
OG0016398	XP_005324836.1	XP_010332129.1
OG0016401	XP_005333293.1	XP_003932024.1
OG0016402	XP_040128336.1	XP_010339391.1
OG0016403	XP_005337933.2	XP_003928611.2
OG0016405	XP_013215382.1	XP_003942468.1
OG0016406	XP_005338368.1	XP_003944934.1
OG0016407	XP_005336604.1	XP_003926862.2
OG0016408	XP_005339525.1	XP_003929326.1
OG0016410	XP_005337495.1	XP_003941181.1
OG0016411	XP_005341645.1	XP_010330259.2
OG0016412	XP_005341395.1	XP_010338650.2
OG0016413	XP_005331965.1	XP_003934575.1
OG0016414	XP_005339444.3	XP_003938089.1, XP_003937958.1
OG0016415	XP_040130987.1	XP_039335353.1
OG0016416	XP_005340085.1	XP_003934294.1
OG0016417	XP_005322183.1	XP_003922693.1
OG0016418	XP_040137897.1	XP_010337566.1
OG0016419	XP_005342311.2	XP_039322468.1
OG0016420	XP_005339844.1	XP_003943756.1
OG0016422	XP_005325114.1	XP_003939291.1
OG0016423	XP_013221440.1	XP_039316615.1
OG0016425	XP_040137733.1	XP_003932916.1
OG0016426	XP_021590237.1	XP_010338047.1
OG0016427	XP_040123841.1	XP_003925525.1
OG0016428	XP_021582214.1, XP_040129748.1	XP_010333733.1
OG0016429	XP_005331706.2	XP_003920225.1
OG0016430	XP_021584464.1	XP_003936883.1
OG0016432	XP_021578763.1	XP_003940815.2
OG0016433	XP_013217701.2	XP_039335021.1, XP_039330253.1
OG0016434	XP_005321811.1	XP_003931247.1
OG0016435	XP_040124609.1	XP_010329827.1
OG0016442	XP_040140193.1	XP_010333550.2
OG0016443	XP_013214183.2	XP_010333736.1, XP_010333738.1, XP_010333735.1
OG0016454	XP_005321552.1	XP_003929098.1
OG0016455	XP_005335939.1	XP_003922959.1
OG0016457	XP_040135862.1	XP_003944720.1
OG0016458	XP_005330374.2	XP_003938357.1
OG0016460	XP_005320365.1	XP_003939096.1
OG0016461	XP_005330364.1	XP_003938364.2
OG0016462	XP_040129428.1	XP_039321228.1
OG0016463	XP_040136524.1	XP_003939247.1
OG0016464	XP_005325058.1	XP_003939248.1
OG0016465	XP_005326060.2	XP_039333874.1
OG0016466	XP_005332334.1	XP_039328608.1
OG0016467	XP_005321930.1	XP_003942814.1
OG0016470	XP_005339183.2	XP_003943316.2
OG0016472	XP_005341439.1	XP_003932652.1
OG0016473	XP_005331980.2	XP_003934565.1
OG0016474	XP_013220478.3	XP_039336129.1
OG0016475	XP_040126156.1	XP_003926076.1
OG0016476	XP_005341744.2	XP_003940460.1
OG0016477	XP_005342056.1	XP_039319872.1
OG0016478	XP_040139741.1	XP_003939795.2
OG0016479	XP_040134948.1	XP_010331999.2
OG0016480	XP_005322571.1	XP_039319807.1, XP_039336015.1
OG0016481	XP_005337781.1	XP_010346364.1
OG0016483	XP_005319181.1	XP_003935190.2
OG0016484	XP_005341656.2	XP_003944732.3
OG0016486	XP_005323166.1	XP_010332539.2
OG0016487	XP_005339459.1	XP_003937941.1
OG0016490	XP_013218262.1	XP_003937104.2
OG0016491	XP_005326679.2	XP_010338726.1
OG0016492	XP_005331716.1	XP_003920203.1
OG0016495	XP_005342161.1	XP_003923878.2
OG0016500	XP_005330011.1	XP_003920126.2
OG0016502	XP_005343135.2	XP_003933842.1
OG0016503	XP_005342721.1	XP_003944284.1
OG0016504	XP_040135157.1	XP_039321638.1
OG0016505	XP_005336728.1	XP_003940393.1
OG0016506	XP_005336471.1	XP_003943187.1
OG0016507	XP_005334419.1	XP_003926021.1
OG0016509	XP_005342476.2	XP_003938684.1
OG0016511	XP_040127026.1	XP_010350178.2
OG0016512	XP_040141618.1	XP_003935688.2
OG0016513	XP_005324150.1	XP_003935690.1
OG0016514	XP_005324123.1	XP_003935715.2
OG0016515	XP_013221363.1	XP_039322904.1
OG0016516	XP_005342708.1	XP_003944473.2
OG0016517	XP_040135743.1	XP_039322648.1
OG0016518	XP_040135770.1	XP_003944135.1
OG0016519	XP_005342718.2	XP_039321641.1
OG0016520	XP_005341726.1	XP_003940454.1
OG0016521	XP_005341734.3	XP_010349493.2
OG0016522	XP_005336713.1	XP_039322233.1
OG0016523	XP_040135788.1	XP_039321334.1
OG0016524	XP_040135234.1	XP_039321473.1
OG0016525	XP_005336522.1	XP_003943240.1
OG0016526	XP_005336466.1	XP_003943185.1
OG0016529	XP_005330690.1	XP_003937368.1
OG0016530	XP_040144008.1	XP_039330087.1
OG0016531	XP_005317599.1	XP_003934966.1
OG0016532	XP_040133545.1	XP_003930719.1
OG0016533	XP_013217858.1	XP_039334782.1
OG0016534	XP_005327336.1	XP_003933957.1
OG0016535	XP_005327371.1	XP_003933939.1
OG0016536	XP_005324324.2	XP_003920560.1
OG0016537	XP_005319732.1	XP_003925908.1
OG0016538	XP_005319671.1	XP_003925888.1
OG0016539	XP_021578182.2	XP_003925875.1
OG0016540	XP_040129609.1	XP_010334895.1
OG0016541	XP_040135297.1	XP_003937300.1
OG0016543	XP_005317577.1	XP_010343817.1
OG0016544	XP_005317542.1	XP_010343902.2
OG0016545	XP_005329077.1	XP_003920851.1
OG0016546	XP_005320260.3	XP_003921827.2
OG0016547	XP_013211296.2	XP_039324532.1
OG0016548	XP_005319134.1	XP_003934727.1
OG0016549	XP_040129294.1	XP_003920983.1
OG0016550	XP_005329050.1	XP_003920863.1
OG0016552	XP_005316927.1	XP_010348725.1
OG0016553	XP_040148601.1	XP_039324298.1
OG0016554	XP_040148068.1	XP_003927530.1
OG0016555	XP_005319120.1	XP_039324348.1
OG0016556	XP_005320407.1	XP_039320188.1
OG0016557	XP_005320473.1	XP_003940848.2
OG0016558	XP_005340139.1	XP_003942608.1
OG0016559	XP_005319733.2	XP_003925909.1
OG0016560	XP_005319695.1	XP_003925911.1
OG0016561	XP_005329300.1	XP_003930017.2
OG0016563	XP_021588033.1	XP_010332827.1
OG0016564	XP_013219230.1	XP_010340265.1, XP_010340264.1, XP_039332349.1
OG0016565	XP_005337768.1	XP_039330077.1
OG0016566	XP_005330824.1	XP_003923584.1
OG0016567	XP_021588046.1	XP_039327378.1
OG0016568	XP_040141142.1	XP_003923749.1
OG0016569	XP_005337454.2	XP_010340275.1
OG0016570	XP_005332873.1	XP_003929230.1
OG0016571	XP_005337775.2	XP_039330130.1
OG0016573	XP_005339322.1	XP_039329764.1
OG0016574	XP_005339314.1	XP_039330106.1
OG0016575	XP_040143684.1	XP_039329464.1
OG0016576	XP_021588509.1	XP_039330266.1
OG0016577	XP_040135799.1	XP_039316376.1
OG0016578	XP_040135593.1	XP_003945344.1
OG0016579	XP_021577317.1	XP_003922940.2
OG0016580	XP_005318511.1	XP_039331293.1
OG0016581	XP_021577396.1	XP_003939994.1
OG0016583	XP_005335527.2	XP_039330887.1
OG0016584	XP_040133421.1	XP_003934220.1
OG0016585	XP_021584316.1	XP_039316280.1
OG0016586	XP_040134547.1	XP_039316265.1
OG0016587	XP_005328665.3	XP_039316371.1
OG0016588	XP_005328582.2	XP_039316470.1
OG0016589	XP_005328535.1	XP_010342993.1
OG0016590	XP_005328636.2	XP_010343030.1
OG0016591	XP_021575402.1	XP_003934275.1
OG0016592	XP_040133671.1	XP_003934269.2
OG0016593	XP_040134538.1	XP_039316508.1
OG0016594	XP_021575635.1	XP_003934298.1
OG0016595	XP_005323927.1	XP_003930108.1
OG0016596	XP_005323799.1	XP_003930231.2
OG0016597	XP_005327241.1	XP_003928846.1
OG0016599	XP_040133251.1	XP_003928616.2
OG0016600	XP_005337938.4	XP_010337328.1
OG0016601	XP_005337879.1	XP_010337334.1
OG0016602	XP_021590655.1	XP_039333862.1
OG0016603	XP_005338194.1	XP_010342404.2
OG0016604	XP_005330460.1	XP_039321479.1
OG0016605	XP_040133954.1, XP_040134484.1	XP_010334472.2
OG0016606	XP_040133650.1	XP_003938339.2
OG0016607	XP_005330408.1	XP_003938329.1
OG0016608	XP_005329581.1	XP_039319402.1
OG0016609	XP_040132758.1	XP_010334473.2
OG0016610	XP_005326654.1	XP_003935438.3
OG0016611	XP_005326653.1	XP_003935383.1
OG0016612	XP_005329110.1	XP_039319681.1
OG0016613	XP_040126413.1	XP_003924846.2
OG0016614	XP_040126451.1	XP_039319799.1
OG0016615	XP_040131227.1	XP_003924907.1
OG0016616	XP_040126531.1, XP_013218117.1	XP_039319826.1
OG0016617	XP_005322720.1	XP_003924271.1
OG0016618	XP_005322754.1	XP_039325153.1
OG0016619	XP_040131552.1	XP_039318825.1, XP_039318826.1
OG0016620	XP_005335994.1	XP_003921133.1
OG0016621	XP_005322760.1	XP_003924236.1
OG0016622	XP_005338033.1	XP_003930634.2
OG0016623	XP_040130527.1	XP_039324961.1
OG0016624	XP_013212322.1	XP_003924732.2
OG0016626	XP_005341232.1	XP_003928878.1
OG0016627	XP_021587770.1	XP_039318682.1
OG0016628	XP_005334698.1	XP_039318888.1
OG0016629	XP_005322810.2	XP_039324743.1
OG0016632	XP_013215356.1	XP_003943714.2
OG0016634	XP_005321897.1	XP_010328943.1
OG0016635	XP_005321233.1	XP_039331205.1
OG0016636	XP_040124244.1	XP_010340561.1
OG0016637	XP_005332742.1	XP_039331695.1
OG0016638	XP_005332793.2	XP_039332977.1
OG0016639	XP_005332704.1	XP_003931704.1
OG0016640	XP_005332693.1	XP_039332541.1
OG0016641	XP_013217148.2	XP_039332989.1
OG0016642	XP_040124315.1	XP_039332205.1
OG0016643	XP_040124560.1	XP_039332825.1
OG0016645	XP_005321927.1	XP_039332185.1
OG0016647	XP_040124706.1	XP_010328917.1
OG0016648	XP_005321771.1	XP_003931281.1
OG0016649	XP_005321772.1	XP_003931279.1
OG0016650	XP_005327827.1	XP_003933088.1
OG0016651	XP_005327856.1	XP_003931515.1
OG0016653	XP_005327936.1	XP_003929380.1
OG0016654	XP_040142632.1	XP_039317245.1
OG0016655	XP_021589949.1	XP_039317291.1
OG0016656	XP_040142595.1	XP_039317153.1
OG0016657	XP_005337041.1	XP_003941462.1
OG0016658	XP_005337042.1	XP_039317388.1
OG0016659	XP_040142551.1	XP_039317450.1
OG0016660	XP_040142525.1	XP_039317147.1
OG0016661	XP_040139766.1	XP_003940639.2
OG0016662	XP_040124384.1	XP_039332961.1, XP_003931778.1
OG0016663	XP_040124559.1	XP_039331738.1
OG0016664	XP_005335726.1	XP_003926515.1
OG0016665	XP_021580049.1	XP_003932347.1
OG0016666	XP_005328818.1	XP_039328173.1
OG0016667	XP_005330489.2	XP_003927863.1
OG0016668	XP_021588684.2	XP_039319230.1
OG0016669	XP_005335091.1	XP_039319118.1
OG0016670	XP_005338658.2	XP_039319237.1
OG0016671	XP_005322327.1	XP_003932931.1
OG0016672	XP_005322509.2	XP_003929683.1
OG0016673	XP_005327727.1	XP_003922809.2
OG0016674	XP_005336440.1	XP_010350383.2
OG0016675	XP_040126694.1	XP_010350340.1
OG0016677	XP_021580199.2	XP_039318913.1
OG0016679	XP_040129132.1	XP_010330139.1
OG0016680	XP_021589291.1	XP_039325426.1
OG0016681	XP_040128776.1	XP_003920612.1
OG0016682	XP_005328021.1	XP_003928225.1
OG0016684	XP_040139745.1	XP_003943859.1
OG0016685	XP_040139746.1	XP_010349100.1
OG0016686	XP_005326416.1	XP_039330982.1
OG0016687	XP_005317965.1	XP_039330245.1
OG0016688	XP_005341117.1	XP_039323705.1
OG0016689	XP_021577639.1	XP_003923238.1
OG0016690	XP_013222060.1	XP_010332371.1
OG0016691	XP_040138234.1	XP_039323609.1
OG0016692	XP_013220100.1	XP_010330570.2
OG0016693	XP_021591372.2	XP_003944390.1
OG0016694	XP_005339041.2	XP_010330554.1
OG0016695	XP_005318955.1	XP_010332365.1
OG0016696	XP_005318911.1	XP_003923155.1
OG0016697	XP_040138828.1, XP_040137961.1, XP_040138827.1	XP_039323702.1
OG0016698	XP_005340904.1	XP_003938694.1
OG0016699	XP_021579283.2	XP_039320379.1
OG0016700	XP_005316112.1	XP_039320310.1
OG0016701	XP_021577951.2	XP_039320462.1
OG0016702	XP_005316173.1	XP_003942166.2
OG0016703	XP_005316152.1	XP_039320480.1
OG0016704	XP_040149345.1	XP_039320659.1
OG0016705	XP_005316096.1	XP_039320458.1
OG0016706	XP_005316905.1	XP_039325315.1
OG0016707	XP_005320048.1	XP_039324530.1
OG0016708	XP_005320107.2	XP_003933720.1
OG0016709	XP_005340585.1	XP_003921261.1
OG0016710	XP_005328852.1	XP_010343968.2
OG0016711	XP_021586383.1	XP_010343848.1
OG0016712	XP_005319248.1	XP_003930784.2
OG0016713	XP_005342618.1	XP_039320213.1
OG0016715	XP_005341479.2	XP_003935872.2
OG0016716	XP_005326131.1	XP_010347392.1
OG0016717	XP_040144588.1	XP_003921619.1
OG0016718	XP_021582931.1	XP_003929889.1
OG0016719	XP_005319315.1	XP_003930890.1
OG0016720	XP_005326757.1	XP_010338711.1
OG0016721	XP_005332470.1	XP_039329040.1
OG0016722	XP_005326782.1	XP_010338834.2
OG0016723	XP_005326747.1	XP_003929940.1
OG0016724	XP_005340495.1	XP_039328969.1
OG0016726	XP_005325592.1	XP_039324541.1
OG0016727	XP_040145015.1	XP_039317103.1
OG0016728	XP_040149188.1	XP_003924055.1
OG0016730	XP_005322659.1	XP_039319475.1
OG0016731	XP_005322539.1	XP_003941565.1
OG0016733	XP_005329434.1	XP_003922627.2
OG0016734	XP_040127462.1	XP_003941572.1
OG0016736	XP_005330096.1	XP_003920465.2
OG0016737	XP_005333608.1	XP_010350280.1
OG0016739	XP_005341663.1	XP_039326751.1
OG0016740	XP_005333613.1	XP_003937789.2
OG0016741	XP_005333504.1	XP_039326477.1
OG0016742	XP_005333531.2	XP_039327145.1
OG0016743	XP_005331610.1	XP_003920217.1
OG0016744	XP_005333590.1	XP_039327431.1
OG0016745	XP_040139916.1	XP_003941214.1
OG0016747	XP_040148845.1	XP_010345016.1
OG0016748	XP_021580076.2	XP_039335802.1
OG0016749	XP_005320810.1	XP_003922166.2
OG0016750	XP_005337998.1	XP_039333330.1
OG0016755	XP_040146016.1	XP_010335291.1
OG0016756	XP_005333921.3	XP_003927216.2
OG0016757	XP_040147251.1	XP_039333410.1
OG0016759	XP_013214904.1	XP_010345369.1
OG0016760	XP_005327116.2	XP_003936670.1
OG0016761	XP_005326987.1	XP_003936707.2
OG0016762	XP_005327111.1	XP_003926359.1
OG0016763	XP_040146096.1	XP_003926324.1
OG0016765	XP_040146930.1	XP_039321383.1
OG0016766	XP_040146479.1	XP_010347864.1
OG0016767	XP_040146608.1	XP_039322808.1
OG0016768	XP_005332264.2	XP_003938850.2
OG0016769	XP_021586561.1	XP_003938847.1
OG0016770	XP_005332239.1	XP_039321869.1
OG0016772	XP_040140915.1	XP_010329109.1
OG0016773	XP_021580795.1	XP_003943009.1
OG0016774	XP_005342537.1	XP_003923408.2
OG0016775	XP_005331599.1	XP_003920224.1
OG0016776	XP_005341302.1	XP_010343216.2
OG0016777	XP_005340413.1	XP_039329339.1
OG0016779	XP_005324856.1	XP_003931095.2
OG0016782	XP_040137498.1	XP_039329253.1
OG0016783	XP_040137489.1	XP_010336204.1
OG0016784	XP_005328123.1	XP_010328733.2
OG0016786	XP_005327085.1	XP_039336101.1
OG0016787	XP_005328065.1	XP_003931014.2
OG0016789	XP_040131351.1	XP_003933278.2
OG0016790	XP_040130008.1	XP_039335505.1
OG0016791	XP_005320591.1	XP_039335493.1
OG0016793	XP_005320493.1	XP_003933215.1
OG0016794	XP_005320502.1	XP_010342033.1
OG0016795	XP_013211882.1	XP_003941164.3
OG0016796	XP_005320693.2	XP_039335676.1
OG0016797	XP_005320637.2	XP_003932136.1
OG0016798	XP_005320638.1	XP_003932135.1
OG0016799	XP_040131106.1	XP_010341043.1
OG0016800	XP_005329942.1	XP_010340964.2
OG0016803	XP_005327250.2	XP_003932754.2
OG0016804	XP_005325369.1	XP_003932707.1
OG0016805	XP_040131008.1	XP_039335382.1
OG0016806	XP_021585256.2	XP_003932104.1
OG0016807	XP_021581999.1	XP_039335457.1
OG0016808	XP_005325465.1	XP_039335290.1
OG0016809	XP_005329384.1	XP_003937226.1
OG0016810	XP_005326453.1	XP_039326132.1
OG0016811	XP_040137254.1	XP_010332649.2
OG0016813	XP_005329370.1	XP_039317131.1
OG0016815	XP_005336391.1	XP_003937183.2
OG0016816	XP_005336900.1	XP_010341239.2
OG0016818	XP_005336403.1	XP_039328275.1
OG0016820	XP_005329693.1	XP_003932252.1
OG0016821	XP_021589939.2	XP_003932245.1
OG0016822	XP_040145324.1	XP_010341108.2
OG0016823	XP_013219026.1	XP_003932227.1
OG0016824	XP_021589453.1	XP_003938525.1
OG0016825	XP_021576832.2	XP_003938505.1
OG0016826	XP_040147994.1	XP_039318353.1
OG0016827	XP_005334512.1	XP_039318349.1
OG0016828	XP_005334516.1	XP_003938576.2
OG0016829	XP_013217939.1	XP_039318484.1
OG0016830	XP_005334538.1	XP_003942690.2
OG0016832	XP_005324956.1	XP_003939164.1
OG0016833	XP_005325044.1	XP_003939239.1
OG0016834	XP_005325047.1	XP_010348148.2
OG0016835	XP_040137793.1	XP_039327775.1
OG0016836	XP_040137791.1	XP_010331242.2
OG0016837	XP_005341864.1	XP_003934539.3
OG0016838	XP_005331971.1	XP_010343399.1
OG0016839	XP_040136878.1	XP_003934624.1
OG0016840	XP_005324891.1	XP_039327966.1
OG0016841	XP_013213975.1	XP_003939274.1
OG0016844	XP_005333657.1	XP_003922280.1
OG0016845	XP_040129137.1	XP_039321305.1
OG0016846	XP_005320872.3	XP_003922212.1
OG0016847	XP_040128398.1	XP_003922526.2
OG0016848	XP_005320819.1	XP_010331636.2
OG0016849	XP_005333803.1	XP_003922460.1
OG0016850	XP_005335371.1	XP_039321246.1
OG0016851	XP_040129522.1	XP_010331432.1
OG0016852	XP_005320816.1	XP_003922159.1
OG0016853	XP_040127940.1, XP_040127939.1, XP_005320900.1	XP_039329379.1, XP_003922126.1
OG0016854	XP_005323020.2	XP_039320545.1
OG0016855	XP_005336064.1	XP_003940228.1
OG0016856	XP_005322979.1	XP_003935551.1
OG0016857	XP_005323005.1	XP_010344369.2
OG0016858	XP_040149808.1	XP_003940552.1
OG0016859	XP_040131265.1	XP_003943038.1
OG0016861	XP_013215568.1	XP_039318891.1
OG0016862	XP_005316555.3	XP_010337828.1
OG0016863	XP_013213840.1	XP_003940956.1
OG0016864	XP_005316966.1	XP_003935739.1
OG0016865	XP_040143125.1	XP_003927724.1
OG0016866	XP_005323631.1	XP_039336546.1
OG0016867	XP_005323607.1	XP_003927731.1
OG0016868	XP_005323554.1	XP_039336347.1
OG0016869	XP_005337609.1	XP_003924071.1
OG0016870	XP_005337320.1	XP_003923977.1
OG0016871	XP_005330158.1	XP_039324149.1
OG0016872	XP_040149063.1	XP_039323955.1
OG0016873	XP_005337583.1	XP_010333205.2
OG0016874	XP_040148178.1	XP_003923993.1
OG0016875	XP_040148230.1	XP_003932046.1
OG0016876	XP_005338469.1	XP_003927089.1
OG0016877	XP_005340354.1	XP_003926466.1
OG0016878	XP_040126414.1	XP_003943584.1
OG0016879	XP_040126245.1	XP_003935474.2
OG0016880	XP_005338945.1	XP_003941711.1
OG0016881	XP_021575862.1	XP_039333336.1
OG0016882	XP_040126509.1	XP_003926252.1
OG0016883	XP_021588825.2	XP_039324713.1
OG0016885	XP_005338344.1	XP_039336221.1
OG0016886	XP_005331087.1	XP_039334658.1
OG0016888	XP_021583541.1	XP_039318659.1
OG0016889	XP_005337105.1	XP_003927319.1
OG0016890	XP_005340197.1	XP_003944773.1
OG0016891	XP_005338874.1	XP_003944888.2
OG0016892	XP_005338891.1	XP_003945020.2
OG0016893	XP_005343005.2	XP_039318675.1
OG0016894	XP_005315749.1	XP_039325860.1
OG0016896	XP_005330613.2	XP_010334797.2
OG0016897	XP_005330525.1	XP_003925583.1
OG0016898	XP_040123827.1, XP_013216311.1	XP_003925548.2
OG0016899	XP_005335182.1	XP_003925663.2
OG0016900	XP_005326642.1	XP_003930366.1
OG0016901	XP_040133285.1	XP_003938379.2
OG0016902	XP_005341875.1	XP_003938014.1
OG0016903	XP_040143193.1	XP_039316084.1
OG0016904	XP_005338715.1	XP_010348505.1
OG0016905	XP_005340863.1	XP_003943739.1
OG0016906	XP_005340045.1	XP_003943119.1
OG0016907	XP_005337531.1	XP_003945040.1
OG0016908	XP_005328889.1	XP_003936872.1
OG0016909	XP_005335907.1	XP_003938759.1
OG0016910	XP_021580921.1	XP_003935911.1
OG0016911	XP_005323420.1	XP_003935907.1
OG0016912	XP_040144999.1	XP_010345675.1
OG0016913	XP_040143627.1	XP_039331310.1
OG0016914	XP_005334874.1	XP_010333171.1
OG0016915	XP_040136449.1	XP_010348509.1
OG0016916	XP_005338731.1	XP_003939612.1
OG0016917	XP_013220893.1	XP_003944044.1
OG0016918	XP_021575584.2	XP_039331604.1
OG0016919	XP_005340026.1	XP_003943133.1
OG0016920	XP_013215608.1	XP_003936893.1
OG0016921	XP_005331825.1	XP_039319842.1
OG0016922	XP_005323458.1	XP_003944345.2
OG0016923	XP_005323482.1	XP_003935933.1
OG0016924	XP_040140072.1	XP_039320009.1
OG0016925	XP_005325219.1	XP_003940780.1
OG0016926	XP_005340657.1	XP_003943925.1
OG0016927	XP_005342075.1	XP_003943983.1
OG0016928	NP_001269195.1, XP_021575575.1	XP_003943121.1
OG0016929	XP_013221478.2	XP_039320103.1
