Orthogroup	Canis_lupus_familiaris	Microcebus_murinus
OG0013937	XP_038431902.1	XP_012632133.1
OG0013938	XP_038431910.1	XP_012632148.1
OG0013939	XP_038431959.1	XP_012618315.2, XP_012618378.1
OG0013940	XP_038431960.1	XP_012618319.1
OG0013942	XP_038431994.1	XP_012620480.1
OG0013943	XP_038432020.1	XP_012611912.2
OG0013944	XP_038432039.1	XP_012638594.1
OG0013945	XP_038432051.1	XP_012595439.1
OG0013946	XP_038432072.1	XP_012631291.1
OG0013947	XP_038432105.1	XP_012618785.1
OG0013948	XP_038432118.1	XP_020143022.1
OG0013949	XP_038432180.1	XP_012603202.1
OG0013950	XP_038432181.1	XP_012603190.1
OG0013951	XP_038432198.1	XP_020142997.1
OG0013952	XP_038432240.1	XP_012602687.1
OG0013953	XP_038432368.1	XP_012638641.1
OG0013954	XP_038432375.1	XP_012638652.1
OG0013955	XP_038432377.1	XP_012638653.1
OG0013956	XP_038432437.1	XP_012638619.1
OG0013957	XP_038432442.1	XP_012638595.1
OG0013958	XP_038432443.1	XP_012638593.1
OG0013959	XP_038432473.1	XP_012638589.1
OG0013960	XP_038432479.1	XP_020143286.1
OG0013961	XP_038432492.1	XP_012616101.1
OG0013962	XP_038432502.1	XP_012615925.1
OG0013963	XP_038432540.1	XP_012615958.1
OG0013964	XP_038432553.1	XP_012615929.1
OG0013965	XP_038432564.1	XP_012615878.2
OG0013966	XP_038432583.1	XP_012615864.1
OG0013967	XP_038432584.1	XP_020143253.1
OG0013968	XP_038432587.1	XP_012615926.1
OG0013969	XP_038432609.1	XP_012616129.1
OG0013970	XP_038432610.1	XP_012616155.1
OG0013971	XP_038432630.1	XP_012633080.1
OG0013972	XP_038432728.1	XP_012608997.1
OG0013973	XP_038432772.1	XP_020143213.1
OG0013974	XP_038432799.1	XP_012609184.1
OG0013975	XP_038432859.1	XP_012640972.1
OG0013976	XP_038432901.1	XP_012640959.1
OG0013977	XP_038432982.1	XP_012640925.1
OG0013978	XP_038433049.1	XP_012594992.2
OG0013979	XP_038433050.1	XP_012594988.2
OG0013980	XP_038433053.1	XP_012594970.1
OG0013981	XP_038433098.1	XP_012603457.2
OG0013982	XP_038433103.1	XP_020138574.1
OG0013983	XP_038433120.1	XP_012603660.2
OG0013984	XP_038433150.1	XP_012644705.1
OG0013985	XP_038433175.1	XP_012637898.1
OG0013986	XP_038433181.1	XP_020143135.1
OG0013987	XP_038433206.1	XP_012637883.1
OG0013988	XP_038433253.1	XP_012599201.2
OG0013989	XP_038433329.1	XP_012603068.1
OG0013990	XP_038433341.1	XP_012603751.1
OG0013991	XP_038433345.1	XP_012604549.1
OG0013992	XP_038433391.1	XP_012609308.1
OG0013993	XP_038433440.1	XP_012613813.1
OG0013994	XP_038433475.1	XP_012616845.1
OG0013995	XP_038433497.1	XP_012617173.1
OG0013996	XP_038433515.1	XP_012616946.1
OG0013997	XP_038433521.1	XP_020143049.1
OG0013998	XP_038433537.1	XP_012617299.1
OG0013999	XP_038433554.1	XP_012617509.1
OG0014000	XP_038433556.1	XP_012617437.1
OG0014001	XP_038433566.1	XP_020143044.1
OG0014002	XP_038433590.1	XP_012617793.1, XP_012617786.1, XP_012617775.1
OG0014003	XP_038433595.1	XP_012617802.2
OG0014004	XP_038433608.1	XP_012617933.1
OG0014005	XP_038433629.1	XP_012618097.1
OG0014006	XP_038433640.1	XP_012618152.1
OG0014007	XP_038433651.1	XP_012618322.1
OG0014008	XP_038433665.1	XP_012620408.1
OG0014009	XP_038433669.1	XP_012618594.1
OG0014010	XP_038433672.1	XP_012618661.1
OG0014011	XP_038433673.1	XP_012618724.1
OG0014012	XP_038433676.1	XP_012618704.1
OG0014013	XP_038433762.1	XP_012619640.1
OG0014014	XP_038433764.1	XP_012619663.1
OG0014015	XP_038433797.1	XP_012620005.1
OG0014016	XP_038433808.1	XP_012608252.1
OG0014017	XP_038433873.1	XP_012621498.1
OG0014018	XP_038433875.1	XP_020136193.1
OG0014019	XP_038433911.1	XP_020136021.1
OG0014020	XP_038433921.1	XP_020136110.1
OG0014021	XP_038433940.1	XP_020136122.1
OG0014022	XP_038433949.1	XP_012600033.1
OG0014023	XP_038433965.1	XP_020136065.1
OG0014024	XP_038433972.1	XP_012600022.1
OG0014025	XP_038433984.1	XP_020136262.1
OG0014026	XP_038434096.1	XP_012620797.1
OG0014027	XP_038434103.1	XP_012621040.1
OG0014028	XP_038434125.1	XP_012621354.1
OG0014029	XP_038434126.1	XP_012628271.1
OG0014030	XP_038434129.1	XP_012621426.1
OG0014031	XP_038434141.1	XP_012621564.1
OG0014032	XP_038434158.1	XP_012621670.1
OG0014033	XP_038434160.1	XP_012621787.1
OG0014034	XP_038434215.1	XP_012621979.1
OG0014035	XP_038434222.1	XP_012622407.1
OG0014036	XP_038434313.1	XP_012622731.1
OG0014037	XP_038434317.1	XP_012622756.1
OG0014038	XP_038434318.1	XP_012622795.1
OG0014039	XP_038434333.1	XP_012622916.1
OG0014040	XP_038434345.1	XP_012623033.1
OG0014041	XP_038434383.1	XP_012623280.1
OG0014042	XP_038434429.1	XP_012623766.1
OG0014043	XP_038434436.1	XP_012623840.1
OG0014044	XP_038434460.1	XP_012624219.1
OG0014045	XP_038434469.1	XP_012624392.1
OG0014046	XP_038434478.1	XP_012624530.1
OG0014047	XP_038434490.1	XP_012624619.1
OG0014048	XP_038434509.1	XP_012624821.1
OG0014049	XP_038434518.1	XP_012625055.1
OG0014050	XP_038434575.1	XP_012625463.1
OG0014051	XP_038434585.1	XP_012625638.1
OG0014052	XP_038434595.1	XP_012625757.1
OG0014053	XP_038434608.1	XP_012625902.1
OG0014054	XP_038434609.1	XP_012625859.1
OG0014055	XP_038434698.1	XP_012626650.1
OG0014056	XP_038434737.1	XP_012627268.1
OG0014057	XP_038434758.1	XP_020136273.1
OG0014058	XP_038434767.1	XP_012627701.1
OG0014059	XP_038434785.1	XP_020136277.1
OG0014060	XP_038434815.1	XP_012628194.1
OG0014061	XP_038434828.1	XP_012630212.1
OG0014062	XP_038434863.1	XP_012594599.1
OG0014063	XP_038434865.1	XP_012594600.1
OG0014064	XP_038434891.1	XP_012594620.1
OG0014065	XP_038434895.1	XP_012594629.2
OG0014066	XP_038434900.1	XP_012594630.1
OG0014067	XP_038434906.1	XP_012636700.2
OG0014068	XP_038434935.1	XP_012636763.1
OG0014069	XP_038434948.1	XP_012636774.1, XP_012636773.1
OG0014071	XP_038434998.1	XP_020136352.1
OG0014072	XP_038435004.1	XP_012636829.2
OG0014073	XP_038435009.1	XP_012636821.1
OG0014074	XP_038435038.1	XP_012636845.1
OG0014075	XP_038435068.1	XP_012636871.2
OG0014076	XP_038435074.1	XP_012636880.2
OG0014077	XP_038435078.1	XP_020136375.1
OG0014079	XP_038435174.1	XP_012641813.2
OG0014080	XP_038435180.1	XP_012595487.1
OG0014081	XP_038435189.1	XP_012617434.1
OG0014082	XP_038435201.1	XP_012645497.1
OG0014083	XP_038435211.1	XP_012645498.1
OG0014084	XP_038435231.1	XP_012607219.1
OG0014085	XP_038435292.1	XP_012645515.1
OG0014086	XP_038435294.1	XP_012602037.1
OG0014087	XP_038435304.1	XP_012594104.1
OG0014088	XP_038435311.1	XP_012597003.1
OG0014089	XP_038435312.1	XP_012618818.2
OG0014090	XP_038435324.1	XP_012618806.2
OG0014091	XP_038435349.1	XP_012592635.1
OG0014092	XP_038435355.1	XP_020144356.1, XP_012592634.1
OG0014093	XP_038435356.1	XP_012600139.1
OG0014094	XP_038435372.1	XP_020144417.1
OG0014095	XP_038435376.1	XP_012600115.1
OG0014096	XP_038435402.1	XP_012595359.2
OG0014097	XP_038435406.1	XP_012626265.1
OG0014098	XP_038435429.1	XP_012626193.1
OG0014099	XP_038435444.1	XP_012617222.1
OG0014100	XP_038435499.1	XP_012594632.1
OG0014101	XP_038435507.1	XP_012595468.1
OG0014102	XP_038435508.1	XP_020144286.1
OG0014103	XP_038435517.1	XP_012595449.1
OG0014104	XP_038444283.1, XP_038435535.1	XP_012595442.1
OG0014105	XP_038435588.1	XP_012629688.2
OG0014106	XP_038435593.1	XP_020144497.1
OG0014107	XP_038435604.1	XP_020144288.1
OG0014108	XP_038435645.1	XP_012618655.1
OG0014109	XP_038435648.1	XP_012616178.1
OG0014110	XP_038435651.1	XP_012616182.1
OG0014111	XP_038435652.1	XP_012616184.1
OG0014112	XP_038435655.1	XP_020144501.1
OG0014113	XP_038435661.1	XP_012605063.1
OG0014114	XP_038435701.1	XP_012628306.1
OG0014115	XP_038435710.1	XP_012628294.1
OG0014116	XP_038435744.1	XP_012632242.1
OG0014117	XP_038435802.1	XP_012622190.1
OG0014118	XP_038435803.1	XP_012621908.1
OG0014119	XP_038435820.1	XP_012603726.1
OG0014120	XP_038435821.1	XP_012603706.1
OG0014121	XP_038435826.1	XP_012598331.1
OG0014122	XP_038435838.1	XP_020141528.1
OG0014123	XP_038435943.1	XP_012621835.1
OG0014124	XP_038435958.1	XP_012621847.1
OG0014125	XP_038435972.1	XP_012621861.2
OG0014126	XP_038436005.1	XP_012621891.1
OG0014127	XP_038436048.1	XP_012621920.1
OG0014128	XP_038436073.1	XP_012621959.1
OG0014129	XP_038436102.1	XP_012621961.1
OG0014130	XP_038436115.1	XP_012622022.1
OG0014131	XP_038436133.1	XP_012622045.1
OG0014132	XP_038436146.1	XP_012622079.1
OG0014133	XP_038436197.1	XP_012622114.1
OG0014134	XP_038436200.1	XP_012622115.1
OG0014135	XP_038436215.1	XP_012622144.1
OG0014136	XP_038436221.1	XP_012622153.1
OG0014137	XP_038436229.1	XP_012622161.1
OG0014138	XP_038436235.1	XP_012622168.1
OG0014139	XP_038436322.1	XP_012618961.1
OG0014140	XP_038436332.1	XP_020141516.1
OG0014141	XP_038436346.1	XP_012618930.1
OG0014142	XP_038436348.1	XP_012618929.1
OG0014143	XP_038436383.1	XP_012618895.1
OG0014144	XP_038436385.1	XP_012603620.1
OG0014145	XP_038436412.1	XP_012638532.1
OG0014146	XP_038436413.1	XP_012638526.1
OG0014147	XP_038436430.1	XP_012638510.1
OG0014148	XP_038436486.1	XP_012638462.1
OG0014150	XP_038436638.1	XP_012614172.1
OG0014151	XP_038436691.1	XP_012614166.1
OG0014152	XP_038436718.1	XP_012596175.1
OG0014153	XP_038436719.1	XP_012623822.1
OG0014154	XP_038436729.1	XP_012623841.2
OG0014155	XP_038436740.1	XP_012623815.1
OG0014156	XP_038436747.1	XP_012623808.1
OG0014157	XP_038436752.1	XP_012623803.1
OG0014158	XP_038436782.1	XP_012623759.1
OG0014159	XP_038436806.1	XP_012623701.1
OG0014160	XP_038436857.1	XP_012603710.1
OG0014161	XP_038436920.1	XP_020141748.1
OG0014162	XP_038436960.1	XP_012590903.1
OG0014163	XP_038436964.1	XP_020141682.1
OG0014164	XP_038436974.1	XP_012590862.1
OG0014165	XP_038437028.1	XP_012598330.1, XP_012598329.1
OG0014166	XP_038437031.1	XP_012622103.1
OG0014167	XP_038437034.1	XP_012619004.1
OG0014168	XP_038437035.1	XP_012638547.1
OG0014169	XP_038437038.1	XP_020141743.1
OG0014170	XP_038437074.1	XP_012636338.1
OG0014172	XP_038437079.1	XP_012634500.1
OG0014173	XP_038437080.1	XP_012635519.2
OG0014174	XP_038437087.1	XP_012635527.1
OG0014175	XP_038437091.1	XP_012606436.1
OG0014176	XP_038437120.1	XP_012640975.1
OG0014177	XP_038437148.1	XP_012641484.1
OG0014178	XP_038437195.1	XP_012591296.1
OG0014179	XP_038437213.1	XP_012619916.1
OG0014180	XP_038437225.1	XP_012619930.1
OG0014181	XP_038437396.1	XP_012638350.1
OG0014182	XP_038437397.1	XP_012638357.1
OG0014183	XP_038437403.1	XP_012638342.1
OG0014184	XP_038437434.1	XP_012637229.1
OG0014185	XP_038437458.1	XP_020140330.1
OG0014186	XP_038437464.1	XP_020140346.1
OG0014187	XP_038437487.1	XP_012634597.1
OG0014188	XP_038437508.1	XP_012634571.1
OG0014189	XP_038437524.1	XP_012634537.1
OG0014190	XP_038437540.1	XP_012634523.1
OG0014191	XP_038437543.1	XP_012634527.1
OG0014192	XP_038437565.1	XP_012635479.1
OG0014193	XP_038437593.1	XP_012635491.1
OG0014194	XP_038437623.1	XP_012635520.1
OG0014195	XP_038437627.1	XP_012635528.1
OG0014196	XP_038437698.1	XP_020140086.1
OG0014197	XP_038437704.1	XP_020140061.1
OG0014198	XP_038437734.1	XP_012635210.1
OG0014199	XP_038437797.1	XP_012621627.2
OG0014200	XP_038437817.1	XP_012621636.1
OG0014201	XP_038437836.1, XP_038437837.1	XP_012621651.1
OG0014202	XP_038437874.1	XP_012621707.1
OG0014203	XP_038437894.1	XP_012634490.1
OG0014204	XP_038437931.1	XP_012626391.1
OG0014205	XP_038437951.1	XP_012626430.1
OG0014206	XP_038437958.1	XP_020140198.1
OG0014207	XP_038437968.1, XP_038437967.1	XP_012593857.1
OG0014208	XP_038438112.1	XP_012629526.1
OG0014209	XP_038438122.1	XP_020140183.1
OG0014210	XP_038438169.1	XP_020140868.1
OG0014211	XP_038438183.1	XP_020140870.1
OG0014212	XP_038438221.1	XP_020140166.1
OG0014213	XP_038438285.1	XP_012599329.1
OG0014214	XP_038438328.1	XP_012599601.1
OG0014215	XP_038438358.1	XP_012600041.1
OG0014216	XP_038438413.1	XP_012635975.1
OG0014217	XP_038438438.1	XP_012616439.1
OG0014218	XP_038438463.1	XP_012622439.1
OG0014219	XP_038438485.1	XP_012598568.1
OG0014220	XP_038438596.1	XP_012635170.1
OG0014221	XP_038438611.1	XP_012635126.1
OG0014222	XP_038438650.1	XP_012632635.1
OG0014223	XP_038438674.1	XP_020143249.1
OG0014224	XP_038438679.1	XP_012632662.1
OG0014225	XP_038438680.1	XP_012632665.2
OG0014226	XP_038438723.1	XP_012642909.1
OG0014227	XP_038438737.1	XP_012642926.1
OG0014228	XP_038438741.1	XP_012642929.1
OG0014229	XP_038438749.1	XP_012642949.1
OG0014230	XP_038438772.1	XP_012642992.1
OG0014231	XP_038438795.1	XP_012643017.1
OG0014232	XP_038438854.1	XP_012636040.1
OG0014233	XP_038438886.1	XP_012636006.1
OG0014234	XP_038438919.1	XP_012635982.1
OG0014235	XP_038438975.1	XP_012635913.1
OG0014236	XP_038438985.1	XP_012635905.1
OG0014237	XP_038438994.1	XP_012635890.2
OG0014238	XP_038439008.1	XP_012635847.1
OG0014239	XP_038439062.1	XP_012635816.1
OG0014240	XP_038439159.1	XP_012635731.1
OG0014241	XP_038439161.1	XP_012635728.1
OG0014242	XP_038439165.1	XP_012635715.1
OG0014243	XP_038439206.1	XP_012638687.1
OG0014244	XP_038439211.1	XP_012645049.1
OG0014245	XP_038439269.1	XP_012599684.1
OG0014246	XP_038439287.1	XP_012629581.1
OG0014247	XP_038439312.1	XP_020145814.1
OG0014248	XP_038439317.1	XP_020145624.1
OG0014249	XP_038439347.1	XP_012592457.1
OG0014250	XP_038439387.1	XP_012592440.1
OG0014251	XP_038439430.1	XP_012592404.1
OG0014252	XP_038439449.1	XP_012592380.1
OG0014253	XP_038439451.1	XP_012592373.1
OG0014254	XP_038439459.1	XP_012592349.1
OG0014255	XP_038439486.1	XP_012592329.1
OG0014257	XP_038439546.1	XP_012605254.1
OG0014258	XP_038439620.1	XP_012600648.1
OG0014259	XP_038439636.1	XP_012635693.1
OG0014260	XP_038439651.1	XP_012635698.1
OG0014261	XP_038439693.1	XP_012638222.1
OG0014262	XP_038439725.1	XP_012607657.1
OG0014263	XP_038439779.1	XP_020141842.1
OG0014264	XP_038439784.1	XP_012634709.1
OG0014265	XP_038439798.1	XP_012634728.1
OG0014266	XP_038439807.1	XP_012634735.1
OG0014267	XP_038439816.1	XP_012591839.1
OG0014268	XP_038439824.1	XP_012591846.1
OG0014269	XP_038439837.1	XP_020141912.1
OG0014270	XP_038439847.1	XP_012591862.1
OG0014271	XP_038439880.1	XP_012599681.1
OG0014272	XP_038439892.1	XP_012596849.1
OG0014273	XP_038440027.1	XP_012593180.1
OG0014274	XP_038440028.1	XP_012593183.1
OG0014275	XP_038440054.1	XP_012609151.1
OG0014276	XP_038440065.1	XP_012609133.1
OG0014277	XP_038440095.1	XP_012608935.1
OG0014278	XP_038440099.1	XP_012609154.2
OG0014279	XP_038440100.1	XP_012609016.1
OG0014280	XP_038440135.1	XP_012608968.1
OG0014281	XP_038440210.1	XP_012596804.1
OG0014282	XP_038440211.1	XP_012596807.1
OG0014283	XP_038440214.1	XP_012596860.1
OG0014284	XP_038440215.1	XP_012596809.1
OG0014285	XP_038440233.1	XP_012596748.1
OG0014286	XP_038440367.1, XP_038440366.1	XP_012597544.1
OG0014287	XP_038440382.1	XP_012597533.1
OG0014288	XP_038440441.1	XP_012608898.1
OG0014289	XP_038440442.1	XP_012608892.1, XP_012608891.1
OG0014290	XP_038440443.1	XP_012608885.1
OG0014291	XP_038440444.1	XP_012641314.1
OG0014292	XP_038440450.1	XP_012634938.1
OG0014293	XP_038440486.1	XP_012600719.1
OG0014294	XP_038440582.1	XP_012591163.1
OG0014295	XP_038440590.1	XP_012591171.2
OG0014296	XP_038440593.1	XP_012615844.1
OG0014297	XP_038440603.1	XP_012605483.1
OG0014298	XP_038440605.1	XP_012605476.1
OG0014299	XP_038440614.1	XP_012605486.1
OG0014300	XP_038440645.1	XP_012612502.2
OG0014301	XP_038440650.1	XP_012612500.1
OG0014302	XP_038440656.1	XP_020143992.1
OG0014303	XP_038440680.1	XP_012637337.1
OG0014304	XP_038440681.1	XP_012637339.1
OG0014305	XP_038440683.1	XP_012637338.1
OG0014306	XP_038440710.1	XP_020143982.1
OG0014307	XP_038440717.1	XP_012637368.1
OG0014308	XP_038440735.1	XP_012637373.1
OG0014309	XP_038440736.1	XP_012637374.1
OG0014310	XP_038440758.1	XP_012637380.2
OG0014311	XP_038440805.1	XP_012608854.1
OG0014312	XP_038440813.1	XP_012608847.1
OG0014313	XP_038440834.1	XP_020143957.1
OG0014314	XP_038440868.1	XP_012641330.1
OG0014315	XP_038440895.1	XP_012641315.1
OG0014316	XP_038440916.1	XP_012641276.1
OG0014317	XP_038440951.1	XP_012641265.1
OG0014318	XP_038440963.1	XP_012641253.1
OG0014319	XP_038440977.1	XP_020143894.1
OG0014320	XP_038440990.1	XP_012634932.1
OG0014321	XP_038441024.1, XP_038441023.1	XP_012632423.2
OG0014322	XP_038441040.1	XP_012640624.1
OG0014323	XP_038441067.1	XP_012632323.1, XP_020143985.1
OG0014324	XP_038441070.1	XP_012632331.1
OG0014325	XP_038441125.1	XP_012632384.1
OG0014326	XP_038441158.1	XP_012632422.1
OG0014327	XP_038441159.1	XP_012632424.1
OG0014328	XP_038441193.1	XP_020143880.1
OG0014329	XP_038441210.1	XP_012594552.1
OG0014330	XP_038441319.1	XP_012594416.1
OG0014331	XP_038441335.1	XP_012594392.1
OG0014332	XP_038441350.1	XP_012594412.1
OG0014333	XP_038441413.1	XP_012594390.1
OG0014334	XP_038441484.1	XP_012607534.1
OG0014335	XP_038441501.1	XP_012607575.1
OG0014336	XP_038441513.1	XP_012607551.1
OG0014337	XP_038441522.1	XP_012606921.1
OG0014338	XP_038441580.1	XP_012603991.1
OG0014339	XP_038441605.1	XP_012612232.2
OG0014340	XP_038441606.1	XP_012645358.1
OG0014341	XP_038441644.1	XP_012595678.1
OG0014342	XP_038441649.1	XP_012595700.1
OG0014343	XP_038441652.1	XP_012595697.1
OG0014344	XP_038441694.1	XP_012595762.1
OG0014345	XP_038441700.1	XP_012595751.1
OG0014346	XP_038441701.1	XP_012595768.1
OG0014347	XP_038441720.1	XP_012595646.1
OG0014348	XP_038441747.1	XP_012595626.1
OG0014349	XP_038441786.1	XP_012595581.1
OG0014350	XP_038441797.1	XP_012597394.1
OG0014351	XP_038441805.1	XP_012616527.1
OG0014352	XP_038441806.1	XP_012616518.1
OG0014353	XP_038441810.1	XP_012616519.1
OG0014354	XP_038441813.1	XP_012644292.1
OG0014355	XP_038441816.1	XP_012644276.1
OG0014356	XP_038441835.1	XP_012595758.1
OG0014357	XP_038441844.1	XP_012627848.1
OG0014358	XP_038441855.1	XP_020140189.1
OG0014359	XP_038441857.1	XP_012604643.1
OG0014360	XP_038441940.1	XP_020139955.1
OG0014361	XP_038441942.1	XP_012615145.1
OG0014362	XP_038442014.1	XP_012615877.1
OG0014363	XP_038442025.1	XP_012627869.1
OG0014364	XP_038442044.1	XP_012627845.1
OG0014365	XP_038442052.1	XP_012601025.1
OG0014366	XP_038442104.1	XP_012646983.2
OG0014367	XP_038442136.1	XP_012591003.1
OG0014368	XP_038442166.1	XP_012624113.1
OG0014369	XP_038442184.1	XP_012624093.1
OG0014370	XP_038442188.1	XP_012624087.1
OG0014371	XP_038442209.1	XP_012624030.1
OG0014372	XP_038442219.1	XP_012624027.1
OG0014373	XP_038442225.1	XP_012623986.1
OG0014374	XP_038442303.1	XP_012604662.1
OG0014375	XP_038442308.1	XP_012604641.1
OG0014376	XP_038442319.1	XP_012607826.1
OG0014377	XP_038442356.1	XP_012614645.1
OG0014378	XP_038442365.1	XP_012591021.1
OG0014379	XP_038442393.1	XP_020140589.1
OG0014380	XP_038442444.1	XP_012605471.1
OG0014381	XP_038442453.1	XP_012591702.1
OG0014382	XP_038442508.1	XP_020144577.1
OG0014383	XP_038442542.1	XP_012611805.1
OG0014384	XP_038443950.1	XP_012606156.1
OG0014385	XP_038442577.1	XP_012591364.1
OG0014386	XP_038442590.1	XP_012613621.1
OG0014387	XP_038442630.1	XP_012608905.1
OG0014388	XP_038442636.1	XP_012619116.1
OG0014389	XP_038442642.1	XP_020140806.1
OG0014390	XP_038442657.1	XP_012629335.2
OG0014391	XP_038442709.1	XP_012637915.1
OG0014392	XP_038442760.1	XP_012640267.1
OG0014393	XP_038442771.1	XP_012640246.1
OG0014394	XP_038442803.1	XP_012640214.1
OG0014395	XP_038442807.1	XP_012640213.1
OG0014396	XP_038442826.1	XP_012640182.2
OG0014397	XP_038442834.1	XP_012640170.1
OG0014398	XP_038442892.1	XP_012640143.1
OG0014399	XP_038442917.1	XP_012640124.1
OG0014400	XP_038442933.1	XP_012640109.1
OG0014401	XP_038442941.1	XP_012640095.1
OG0014402	XP_038442983.1	XP_012640074.1
OG0014403	XP_038443725.1, XP_038443012.1	XP_012640056.1
OG0014404	XP_038443013.1	XP_012640052.1
OG0014405	XP_038443032.1	XP_012640036.1
OG0014406	XP_038443086.1	XP_012592111.1
OG0014407	XP_038443094.1	XP_012592128.1
OG0014408	XP_038443137.1	XP_012637294.1
OG0014409	XP_038443161.1	XP_012605157.1
OG0014410	XP_038443217.1	XP_012605172.1
OG0014411	XP_038443243.1	XP_012603752.1
OG0014412	XP_038443246.1	XP_012603724.1
OG0014413	XP_038443277.1	XP_012593520.1
OG0014414	XP_038443286.1	XP_012593495.1
OG0014415	XP_038443306.1	XP_012593567.1
OG0014416	XP_038443356.1	XP_012593610.1
OG0014417	XP_038443364.1	XP_012593633.1
OG0014418	XP_038443414.1	XP_012602090.1
OG0014419	XP_038443422.1	XP_012602081.1
OG0014420	XP_038443505.1	XP_012594241.1
OG0014421	XP_038443509.1	XP_012594240.1
OG0014422	XP_038443525.1	XP_012591725.1
OG0014423	XP_038443592.1	XP_012591665.1
OG0014424	XP_038443648.1	XP_012639810.1
OG0014425	XP_038443666.1	XP_020140519.1
OG0014426	XP_038443682.1	XP_012610807.1
OG0014427	XP_038443684.1	XP_012610785.1
OG0014428	XP_038443694.1	XP_012610799.1
OG0014429	XP_038443716.1	XP_012594113.1
OG0014430	XP_038443752.1	XP_012640008.1
OG0014431	XP_038443777.1	XP_020140513.1
OG0014432	XP_038443903.1	XP_012642653.1
OG0014433	XP_038443905.1	XP_012642660.1
OG0014434	XP_038443999.1	XP_012605515.1
OG0014435	XP_038444034.1, XP_038444035.1	XP_012605042.1
OG0014436	XP_038444037.1	XP_012604968.1
OG0014437	XP_038444052.1	XP_012646469.1
OG0014438	XP_038444083.1	XP_012594882.1
OG0014439	XP_038444107.1	XP_012594765.1
OG0014440	XP_038444110.1	XP_012594665.1
OG0014441	XP_038444121.1	XP_012594658.1
OG0014442	XP_038444135.1	XP_012594558.1
OG0014443	XP_038444139.1	XP_012594451.1
OG0014444	XP_038444186.1	XP_012615019.1
OG0014445	XP_038444219.1	XP_012605860.1
OG0014447	XP_038444354.1	XP_012611806.1
OG0014448	XP_038444361.1	XP_012637947.1
OG0014449	XP_038444401.1	XP_012614965.1
OG0014450	XP_038444589.1	XP_012612666.1
OG0014451	XP_038444607.1	XP_012612695.1
OG0014452	XP_038444635.1	XP_012613615.1
OG0014453	XP_038444640.1	XP_020140765.1
OG0014454	XP_038444742.1	XP_020140546.1
OG0014455	XP_038444759.1	XP_012594636.1
OG0014456	XP_038444765.1	XP_012620121.1
OG0014457	XP_038444767.1	XP_012620199.1
OG0014508	NP_001002935.1	XP_012629790.1
OG0014509	NP_001002952.1	XP_012605209.1
OG0014510	NP_001002956.1	XP_012609166.1
OG0014511	NP_001002968.1	XP_012607501.1
OG0014512	NP_001002978.1	XP_012602938.1
OG0014513	NP_001002981.1	XP_012611814.1
OG0014514	NP_001002990.1	XP_012605284.1
OG0014515	NP_001003001.1	XP_012592119.1
OG0014516	NP_001003008.1	XP_012630612.2
OG0014517	NP_001003018.2	XP_012643397.1
OG0014518	NP_001003030.1	XP_012629704.1
OG0014519	NP_001003045.1	XP_012612375.1
OG0014520	NP_001003046.1	XP_012639284.1
OG0014521	NP_001003068.1	XP_012626799.1
OG0014522	NP_001003113.1	XP_012636108.1
OG0014523	NP_001003130.1	XP_012591314.2
OG0014524	NP_001003139.1	XP_012593128.1
OG0014525	NP_001003174.1	XP_012637806.1
OG0014526	NP_001003185.1	XP_012613628.1
OG0014527	NP_001003187.1	XP_012612577.1
OG0014528	NP_001003221.1	XP_012621118.1
OG0014529	NP_001003233.1	XP_020143178.1
OG0014530	NP_001003244.4	XP_012596512.1
OG0014531	NP_001003276.1	XP_012614093.1
OG0014532	NP_001003283.2	XP_012639352.1
OG0014533	NP_001003292.1	XP_012620422.1
OG0014534	NP_001003321.1	XP_012643118.1
OG0014535	NP_001003347.1	XP_012639639.1
OG0014536	NP_001003356.2	XP_012598416.1
OG0014537	NP_001003390.1	XP_012634293.1
OG0014538	NP_001005253.1	XP_020137215.1
OG0014539	NP_001005870.1	XP_012607615.1
OG0014540	NP_001006650.1	XP_012609116.1
OG0014541	NP_001006954.1	XP_012594661.1
OG0014542	NP_001008277.1	XP_012640760.1
OG0014543	NP_001010944.1	XP_012591215.1
OG0014544	NP_001010949.1	XP_012599751.1
OG0014545	NP_001011886.1	XP_012603035.1
OG0014546	NP_001011887.2	XP_012591635.1
OG0014547	NP_001012663.1	XP_012621295.1
OG0014548	NP_001012664.1	XP_012610064.1
OG0014549	NP_001013437.1	XP_012605752.1
OG0014550	NP_001013866.1	XP_012616880.1
OG0014551	NP_001013869.1	XP_012641967.1
OG0014552	NP_001014303.1	XP_012603455.1
OG0014553	NP_001014397.1	XP_012596509.1
OG0014554	NP_001017521.1	XP_012641959.1
OG0014555	NP_001018645.1	XP_020145553.1
OG0014556	NP_001026985.1	XP_012592804.1
OG0014557	NP_001026991.1	XP_012631854.1
OG0014558	NP_001038214.1	XP_020143870.1
OG0014559	NP_001041481.1	XP_020137915.1
OG0014560	NP_001041495.2	XP_012620592.2
OG0014561	NP_001041559.2	XP_012614062.1
OG0014562	NP_001041581.1	XP_012635245.1
OG0014563	NP_001041583.1	XP_012646420.1
OG0014564	NP_001041592.1	XP_012646845.1
OG0014565	NP_001041599.1	XP_012611797.2
OG0014566	NP_001071055.1	XP_012634354.1
OG0014567	NP_001074193.1	XP_012638956.1
OG0014569	NP_001074368.1	XP_012596235.1
OG0014570	NP_001075179.2	XP_012641488.1
