Orthogroup	Canis_lupus_familiaris	Ictidomys_tridecemlineatus
OG0012160	XP_038391059.1	XP_005319704.1
OG0012161	XP_038391060.1	XP_013211539.1
OG0012162	XP_038391061.1	XP_005319705.1
OG0012163	XP_038391067.1	XP_005319707.1
OG0012164	XP_038391072.1	XP_005319710.1
OG0012165	XP_038391075.1	XP_005319711.1
OG0012166	XP_038391076.1	XP_005319712.1
OG0012167	XP_038391132.1	XP_005325667.1
OG0012168	XP_038391147.1	XP_005325673.1
OG0012169	XP_038391160.1	XP_040129316.1
OG0012170	XP_038391185.1	XP_040129314.1
OG0012171	XP_038391237.1	XP_005325690.1
OG0012172	XP_038391294.1	XP_005325702.1
OG0012173	XP_038391315.1	XP_005325708.1
OG0012174	XP_038391328.1	XP_040129638.1
OG0012175	XP_038438410.1, XP_038391330.1	XP_040127716.1
OG0012176	XP_038391383.1	XP_005334762.2
OG0012177	XP_038391405.1	XP_005336805.3
OG0012178	XP_038391427.1	XP_005328458.1
OG0012179	XP_038391442.1	XP_040141110.1
OG0012180	XP_038391454.1	XP_040126540.1
OG0012181	XP_038391457.1	XP_005332919.1
OG0012182	XP_038391488.1	XP_040141510.1
OG0012183	XP_038391527.1	XP_005337568.3
OG0012184	XP_038391528.1	XP_005337573.2
OG0012185	XP_038391563.1	XP_005330790.1
OG0012186	XP_038391571.1	XP_005330792.1
OG0012187	XP_038391580.1	XP_005330794.1
OG0012188	XP_038391581.1	XP_013216413.2
OG0012189	XP_038391638.1	XP_005330821.1
OG0012190	XP_038391689.1	XP_040141432.1
OG0012191	XP_038391740.1	XP_040141394.1
OG0012192	XP_038391742.1	XP_005339579.2
OG0012193	XP_038391774.1	XP_040141344.1
OG0012194	XP_038391814.1	XP_005328440.1
OG0012195	XP_038391862.1	XP_013215436.1
OG0012196	XP_038391871.1	XP_005328409.1
OG0012197	XP_038391872.1	XP_005328415.1
OG0012198	XP_038391877.1	XP_013215441.1
OG0012199	XP_038391893.1	XP_040141268.1
OG0012200	XP_038391935.1	XP_021584207.1
OG0012201	XP_038391937.1	XP_005328373.1
OG0012202	XP_038391982.1	XP_005328347.1
OG0012203	XP_038391987.1	XP_005328345.1
OG0012204	XP_038392036.1	XP_005334256.1
OG0012205	XP_038392056.1	XP_040141176.1
OG0012206	XP_038392064.1	XP_040139701.1
OG0012207	XP_038392109.1	XP_040141138.1
OG0012208	XP_038392152.1	XP_005334309.1
OG0012209	XP_038392186.1	XP_040141105.1
OG0012210	XP_038392198.1	XP_005329125.1
OG0012211	XP_038392209.1	XP_005329127.1
OG0012212	XP_038392215.1	XP_005329130.1
OG0012213	XP_038392221.1	XP_021584630.1
OG0012214	XP_038392267.1	XP_005329144.1
OG0012215	XP_038392269.1	XP_005329147.1
OG0012217	XP_038392281.1	XP_005329177.2
OG0012218	XP_038392282.1	XP_005329154.1
OG0012219	XP_038392292.1	XP_005329161.1
OG0012220	XP_038392295.1	XP_005329180.1
OG0012221	XP_038392310.1	XP_013215690.1
OG0012222	XP_038392327.1	XP_040125460.1
OG0012223	XP_038392336.1	XP_040125459.1
OG0012224	XP_038392343.1	XP_040125457.1
OG0012225	XP_038392348.1	XP_005337448.1
OG0012226	XP_038392358.1	XP_005337387.1
OG0012227	XP_038392400.1	XP_013219261.1
OG0012228	XP_038392403.1	XP_005337399.1
OG0012229	XP_038392448.1	XP_021590274.1
OG0012230	XP_038392476.1	XP_005337416.1
OG0012231	XP_038392569.1	XP_005332828.1
OG0012232	XP_038392571.1	XP_005332827.1
OG0012233	XP_038392575.1	XP_005332825.1
OG0012234	XP_038392576.1	XP_005332957.2
OG0012235	XP_038392594.1	XP_005332843.1
OG0012236	XP_038392617.1	XP_005332849.1
OG0012237	XP_038392629.1	XP_005332850.1
OG0012238	XP_038392634.1	XP_005332866.1
OG0012239	XP_038392636.1	XP_005332869.2
OG0012240	XP_038392654.1	XP_040125305.1
OG0012241	XP_038392692.1	XP_013217212.1
OG0012242	XP_038392695.1	XP_005332881.1
OG0012243	XP_038392716.1	XP_040125336.1
OG0012244	XP_038392719.1	XP_005332887.1
OG0012245	XP_038392720.1	XP_005332895.1
OG0012246	XP_038392751.1	XP_005332908.1
OG0012247	XP_038400975.1, XP_038392789.1	XP_005332923.1
OG0012248	XP_038392800.1	XP_005332928.1
OG0012249	XP_038392819.1	XP_021586991.2
OG0012250	XP_038392924.1	XP_013220894.2
OG0012251	XP_038392927.1	XP_040125539.1
OG0012252	XP_038392928.1	XP_013220895.1
OG0012253	XP_038392948.1	XP_013220919.1
OG0012254	XP_038392950.1	XP_013220921.1
OG0012255	XP_038392981.1	XP_013221232.1
OG0012256	XP_038393000.1	XP_021576615.1
OG0012257	XP_038393010.1	XP_005339521.1
OG0012258	XP_038393026.1	XP_005339517.1
OG0012259	XP_038393049.1	XP_005339505.1
OG0012260	XP_038393067.1	XP_013220254.1
OG0012261	XP_038393079.1	XP_040126483.1
OG0012262	XP_038393103.1	XP_013217012.1
OG0012263	XP_038393150.1	XP_021586773.1
OG0012264	XP_038393166.1	XP_040145121.1
OG0012265	XP_038393206.1	XP_005337774.1
OG0012266	XP_038393249.1	XP_005337763.1
OG0012267	XP_038393267.1	XP_040145117.1
OG0012268	XP_038393274.1	XP_040144688.1
OG0012269	XP_038393366.1	XP_005326085.1
OG0012270	XP_038393374.1	XP_005326086.1
OG0012271	XP_038393378.1	XP_005326089.1
OG0012272	XP_038393391.1	XP_013214400.1
OG0012273	XP_038393414.1	XP_013214363.2
OG0012274	XP_038393427.1	XP_013214397.2
OG0012275	XP_038393429.1	XP_013214372.1
OG0012276	XP_038393435.1	XP_005326172.1
OG0012277	XP_038393443.1	XP_005326113.1
OG0012278	XP_038393458.1	XP_013220171.2
OG0012279	XP_038393566.1	XP_005339347.1
OG0012280	XP_038393597.1	XP_040143709.1
OG0012281	XP_038393612.1	XP_005339343.3
OG0012282	XP_038393619.1	XP_040143714.1
OG0012283	XP_038393634.1	XP_040145068.1
OG0012284	XP_038393635.1	XP_005339281.1
OG0012285	XP_038393685.1	XP_040143745.1
OG0012286	XP_038393710.1	XP_040143754.1
OG0012287	XP_038393723.1	XP_005334783.1
OG0012288	XP_038393744.1	XP_005334843.2
OG0012289	XP_038393745.1	XP_005334793.1
OG0012290	XP_038393786.1	XP_005334799.1
OG0012291	XP_038393868.1	XP_005334819.1
OG0012292	XP_038393906.1	XP_021589020.1
OG0012293	XP_038393921.1	XP_013218408.2
OG0012294	XP_038393963.1	XP_040135474.1
OG0012295	XP_038393985.1	XP_005335479.1
OG0012296	XP_038393992.1	XP_013218381.1
OG0012297	XP_038393994.1	XP_021589009.2
OG0012298	XP_038394016.1	XP_040136110.1, XP_040136111.1
OG0012299	XP_038394022.1	XP_005335495.1
OG0012300	XP_038394026.1	XP_005335541.2
OG0012301	XP_038394039.1	XP_005335499.1
OG0012302	XP_038394047.1	XP_040135167.1
OG0012303	XP_038394055.1	XP_005335544.2
OG0012304	XP_038394064.1	XP_021589051.2
OG0012306	XP_038394075.1	XP_040135689.1
OG0012307	XP_038394078.1	XP_040135535.1
OG0012308	XP_038394081.1	XP_040135253.1
OG0012309	XP_038394112.1	XP_013221002.3
OG0012310	XP_038394190.1	XP_005318498.1
OG0012311	XP_038394192.1	XP_005318500.1
OG0012312	XP_038394259.1	XP_005318484.1
OG0012313	XP_038394263.1	XP_021577409.1
OG0012314	XP_038394295.1	XP_005318461.1
OG0012315	XP_038394297.1	XP_040134719.1
OG0012316	XP_038394357.1	XP_005318450.1
OG0012318	XP_038394404.1	XP_005318435.1
OG0012319	XP_038394408.1	XP_021577374.1
OG0012320	XP_038394450.1	XP_005318402.1
OG0012321	XP_038394477.1	XP_005318391.1
OG0012322	XP_038394499.1	XP_021577349.1
OG0012323	XP_038394508.1	XP_040134820.1
OG0012324	XP_038394541.1	XP_005318375.1
OG0012325	XP_038394548.1	XP_005318369.2
OG0012326	XP_038394564.1	XP_005318368.1
OG0012327	XP_038394572.1	XP_005318370.1
OG0012328	XP_038394580.1	XP_021577326.1
OG0012329	XP_038394607.1	XP_005318361.1
OG0012330	XP_038394656.1	XP_005318346.1
OG0012331	XP_038394733.1	XP_040126481.1
OG0012332	XP_038394737.1	XP_005337776.1
OG0012333	XP_038394750.1	XP_005335533.2
OG0012334	XP_038394811.1	XP_021590578.1
OG0012335	XP_038394814.1	XP_005337874.1
OG0012336	XP_038394815.1	XP_005323688.1
OG0012337	XP_038394839.1	XP_005327798.1
OG0012338	XP_038394852.1	XP_005330739.1
OG0012339	XP_038394863.1	XP_005337849.1
OG0012340	XP_038394865.1	XP_013219454.2
OG0012341	XP_038394868.1	XP_040134050.1
OG0012342	XP_038394869.1	XP_040133722.1
OG0012343	XP_038394886.1	XP_021585771.1
OG0012346	XP_038394982.1	XP_005328596.1
OG0012347	XP_038395005.1	XP_013215487.2
OG0012348	XP_038395010.1	XP_040134613.1
OG0012349	XP_038395012.1	XP_040134611.1
OG0012350	XP_038395023.1	XP_005328586.1
OG0012351	XP_038395027.1	XP_005328581.1
OG0012352	XP_038395072.1	XP_013215478.1
OG0012353	XP_038395074.1	XP_021584257.1
OG0012354	XP_038395096.1	XP_040134519.1
OG0012355	XP_038395100.1	XP_005328559.1
OG0012356	XP_038395104.1	XP_005328558.4
OG0012357	XP_038395108.1	XP_005328560.1
OG0012358	XP_038395120.1	XP_021584244.1
OG0012359	XP_038395165.1	XP_040134527.1
OG0012360	XP_038395170.1	XP_040133121.1
OG0012361	XP_038395178.1	XP_005328514.1
OG0012362	XP_038395184.1	XP_040134308.1
OG0012363	XP_038395194.1	XP_005328511.1
OG0012364	XP_038395205.1	XP_005328506.1
OG0012365	XP_038395225.1	XP_013215494.1
OG0012366	XP_038395253.1	XP_005328495.1
OG0012367	XP_038395372.1	XP_040132791.1
OG0012368	XP_038395536.1	XP_021576251.2
OG0012369	XP_038395546.1	XP_040134540.1
OG0012370	XP_038395600.1	XP_013220424.1
OG0012371	XP_038395611.1	XP_040134223.1
OG0012372	XP_038395622.1	XP_040134384.1
OG0012373	XP_038395628.1, XP_038421281.1	XP_013220418.1
OG0012374	XP_038395672.1	XP_013213399.1
OG0012375	XP_038395687.1	XP_021581193.1
OG0012376	XP_038395695.1	XP_040134689.1
OG0012377	XP_038395719.1	XP_013213317.2
OG0012378	XP_038395720.1	XP_013213344.1
OG0012379	XP_038395748.1	XP_021576375.2, XP_005323911.1
OG0012380	XP_038395751.1	XP_005323907.1
OG0012381	XP_038395760.1	XP_005323905.1
OG0012382	XP_038395769.1	XP_040133044.1
OG0012383	XP_038395787.1	XP_005323891.1
OG0012384	XP_038395806.1	XP_013213430.1
OG0012385	XP_038395816.1	XP_040133845.1
OG0012386	XP_038395821.1	XP_005323885.1
OG0012387	XP_038395839.1	XP_005323872.1
OG0012388	XP_038395842.1	XP_040132866.1
OG0012389	XP_038395852.1, XP_038395853.1	XP_005323865.1
OG0012390	XP_038395854.1	XP_005323991.1
OG0012391	XP_038395901.1	XP_040134355.1
OG0012392	XP_038395913.1	XP_013213394.3
OG0012393	XP_038395951.1	XP_021581130.1
OG0012394	XP_038395954.1	XP_021581129.1
OG0012395	XP_038395959.1	XP_021581124.1
OG0012396	XP_038395962.1	XP_005323805.1
OG0012397	XP_038395981.1	XP_005323798.1
OG0012398	XP_038396012.1	XP_040134147.1
OG0012399	XP_038396017.1	XP_013211988.1, XP_040134628.1
OG0012400	XP_038396058.1	XP_005323788.1
OG0012401	XP_038396062.1	XP_005323789.1
OG0012402	XP_038396091.1	XP_005323779.1
OG0012403	XP_038396132.1	XP_005323775.1
OG0012404	XP_038396138.1	XP_040133324.1
OG0012405	XP_038396140.1	XP_040133315.1
OG0012406	XP_038396146.1	XP_005323768.1
OG0012407	XP_038396174.1	XP_040132898.1
OG0012408	XP_038396193.1	XP_005323752.1
OG0012409	XP_038396209.1	XP_005323748.1
OG0012410	XP_038396212.1	XP_021581089.1
OG0012411	XP_038396223.1	XP_005323746.1
OG0012412	XP_038396228.1	XP_013213353.1
OG0012413	XP_038396230.1	XP_005323740.1
OG0012414	XP_038396272.1	XP_005327243.1
OG0012415	XP_038396293.1	XP_021583334.1
OG0012416	XP_038396307.1	XP_040133680.1
OG0012417	XP_038396322.1	XP_005327234.1
OG0012418	XP_038396410.1	XP_021583300.1
OG0012419	XP_038396437.1	XP_013214994.1
OG0012420	XP_038396447.1	XP_005327196.1
OG0012421	XP_038396464.1	XP_005327194.1
OG0012422	XP_038396476.1	XP_040134496.1
OG0012423	XP_038396486.1	XP_040133802.1
OG0012424	XP_038396499.1	XP_005337798.1
OG0012425	XP_038396610.1	XP_005337927.1
OG0012426	XP_038396614.1	XP_040132851.1
OG0012428	XP_038396629.1	XP_005337847.1
OG0012429	XP_038396647.1	XP_040133656.1
OG0012430	XP_038396651.1	XP_021590606.1
OG0012431	XP_038396673.1	XP_005337860.1
OG0012432	XP_038396702.1	XP_040132998.1
OG0012433	XP_038396718.1	XP_005337883.1
OG0012434	XP_038396757.1	XP_005337900.1
OG0012435	XP_038396814.1	XP_040134009.1
OG0012436	XP_038396826.1	XP_021581055.1
OG0012437	XP_038396834.1	XP_021581057.1
OG0012438	XP_038396842.1	XP_013213401.1
OG0012439	XP_038396855.1	XP_040134441.1
OG0012440	XP_038396911.1	XP_040134398.1
OG0012441	XP_038396918.1	XP_005323734.1
OG0012442	XP_038396951.1	XP_005338183.2
OG0012443	XP_038396955.1, XP_038425445.1	XP_005330251.2
OG0012444	XP_038396960.1	XP_005338175.1
OG0012445	XP_038396988.1	XP_005338164.1
OG0012446	XP_038397007.1	XP_005338140.1
OG0012447	XP_038397029.1	XP_021590802.1
OG0012448	XP_038397061.1	XP_005338119.1
OG0012449	XP_038397064.1	XP_005338117.1
OG0012450	XP_038397077.1	XP_040145051.1
OG0012451	XP_038397092.1	XP_021591484.1
OG0012452	XP_038397140.1	XP_005339742.1
OG0012453	XP_038397148.1	XP_040144968.1
OG0012454	XP_038397159.1	XP_040144964.1
OG0012455	XP_038397162.1	XP_005327745.1
OG0012456	XP_038397174.1	XP_013215194.1
OG0012457	XP_038397206.1	XP_005327758.1
OG0012458	XP_038397229.1	XP_005327767.1, XP_040133711.1
OG0012459	XP_038397232.1	XP_005327770.1
OG0012460	XP_038397239.1	XP_040144940.1
OG0012461	XP_038397244.1, XP_038397245.1	XP_005327774.1
OG0012462	XP_038397270.1	XP_005325494.1, XP_013215181.1
OG0012463	XP_038397272.1	XP_040145133.1
OG0012464	XP_038397276.1	XP_040144925.1
OG0012465	XP_038397312.1	XP_005327790.2
OG0012466	XP_038397315.1	XP_005327792.1
OG0012467	XP_038397392.1	XP_013220132.1
OG0012468	XP_038397400.1	XP_005341358.1
OG0012469	XP_038397431.1	XP_040145127.1
OG0012470	XP_038397448.1	XP_040145126.1
OG0012471	XP_038397478.1	XP_005334132.1
OG0012472	XP_038397507.1	XP_005330768.1
OG0012473	XP_038397513.1	XP_040144822.1
OG0012474	XP_038397554.1	XP_005330750.1
OG0012475	XP_038397560.1	XP_005330747.1
OG0012476	XP_038397563.1	XP_005330745.1
OG0012477	XP_038397564.1	XP_040144813.1
OG0012478	XP_038397569.1	XP_021585774.2
OG0012479	XP_038397594.1	XP_005332400.1
OG0012480	XP_038397596.1	XP_013217000.1
OG0012481	XP_038397665.1	XP_005329590.1
OG0012482	XP_038397675.1	XP_005319926.2
OG0012483	XP_038397677.1	XP_005330381.1
OG0012484	XP_038397679.1	XP_005330413.1
OG0012485	XP_038397708.1	XP_005331326.1
OG0012486	XP_038397726.1	XP_040134483.1
OG0012487	XP_038397741.1	XP_040126318.1
OG0012488	XP_038397752.1	XP_013216268.1
OG0012489	XP_038397775.1	XP_005330388.2
OG0012490	XP_038397824.1	XP_013216261.1
OG0012491	XP_038397829.1	XP_021585541.1
OG0012492	XP_038397842.1	XP_021585548.1
OG0012493	XP_038397855.1, XP_038397856.1	XP_040133548.1
OG0012494	XP_038397857.1	XP_021585560.1
OG0012495	XP_038397903.1	XP_021585572.2
OG0012496	XP_038397910.1	XP_005330448.1
OG0012497	XP_038397919.1	XP_005329591.2
OG0012498	XP_038397937.1	XP_040133870.1
OG0012499	XP_038397967.1	XP_005329521.1
OG0012500	XP_038398021.1	XP_005329479.1
OG0012501	XP_038398029.1	XP_005329472.1
OG0012502	XP_038398102.1	XP_005329734.1
OG0012503	XP_038398167.1	XP_021578252.1
OG0012504	XP_038398175.1	XP_013211639.1
OG0012505	XP_038398194.1	XP_005319770.1
OG0012506	XP_038398204.1	XP_013211629.1
OG0012507	XP_038398233.1	XP_021578231.1
OG0012508	XP_038398277.1	XP_040134258.1
OG0012509	XP_038398351.1	XP_013211651.1
OG0012510	XP_038398369.1	XP_005319834.1
OG0012511	XP_038398370.1	XP_021578312.1
OG0012512	XP_038398411.1	XP_021578328.1
OG0012513	XP_038398431.1	XP_005319851.1
OG0012514	XP_038398432.1	XP_040133237.1
OG0012515	XP_038398501.1	XP_005319880.3
OG0012516	XP_038398502.1	XP_013211627.2
OG0012517	XP_038398530.1	XP_005319887.1
OG0012518	XP_038398569.1	XP_005319902.1
OG0012519	XP_038398592.1	XP_040134358.1
OG0012520	XP_038398599.1	XP_021582888.1
OG0012521	XP_038398644.1	XP_040133094.1
OG0012522	XP_038398657.1	XP_005326626.1
OG0012523	XP_038398686.1	XP_040134465.1
OG0012524	XP_038398714.1	XP_005326614.1
OG0012525	XP_038398716.1	XP_040133474.1
OG0012526	XP_038398741.1	XP_005326600.1
OG0012527	XP_038398746.1	XP_040134467.1
OG0012528	XP_038398750.1	XP_005326594.2
OG0012529	XP_038398782.1	XP_040133074.1
OG0012530	XP_038398802.1	XP_005326578.1
OG0012531	XP_038398815.1	XP_005326572.1
OG0012532	XP_038398818.1	XP_005326571.1
OG0012533	XP_038398927.1	XP_005331455.2
OG0012534	XP_038398932.1	XP_040145061.1
OG0012535	XP_038398947.1	XP_005331445.1
OG0012536	XP_038398969.1	XP_005331442.2
OG0012537	XP_038398987.1	XP_005331511.2
OG0012538	XP_038399047.1	XP_005331403.1
OG0012539	XP_038399059.1	XP_005331395.1
OG0012540	XP_038399061.1	XP_021586193.2
OG0012541	XP_038399149.1	XP_005331363.1
OG0012542	XP_038399162.1	XP_021586241.1
OG0012543	XP_038399215.1	XP_005331329.1
OG0012544	XP_038399234.1	XP_021586250.2
OG0012545	XP_038399303.1	XP_005325613.2
OG0012546	XP_038399328.1	XP_013214196.1
OG0012547	XP_038399344.1	XP_040129493.1
OG0012548	XP_038399401.1	XP_013214178.1
OG0012549	XP_038399415.1	XP_040126255.1
OG0012550	XP_038399440.1	XP_005325632.1
OG0012551	XP_038399498.1	XP_040126290.1
OG0012552	XP_038399514.1	XP_005337508.1
OG0012553	XP_038399519.1	XP_005337512.1
OG0012554	XP_038399534.1	XP_005337519.1
OG0012555	XP_038399541.1	XP_040130075.1
OG0012556	XP_038399563.1	XP_040130209.1
OG0012557	XP_038399570.1	XP_040126371.1
OG0012558	XP_038399573.1	XP_005329096.1
OG0012559	XP_038399574.1	XP_040130301.1
OG0012560	XP_038399585.1	XP_021584613.1
OG0012561	XP_038399592.1	XP_005329118.1
OG0012562	XP_038399603.1	XP_021584585.1
OG0012563	XP_038399624.1	XP_005329080.1
OG0012564	XP_038399628.1	XP_005329079.1
OG0012565	XP_038399640.1	XP_005337177.1
OG0012566	XP_038399765.1	XP_040126475.1
OG0012567	XP_038399780.1	XP_005337069.1
OG0012568	XP_038399799.1	XP_013218122.1
OG0012569	XP_038399806.1	XP_013218109.2
OG0012570	XP_038399811.1	XP_005334923.1
OG0012571	XP_038399824.1	XP_021588620.1
OG0012572	XP_038399968.1	XP_005322835.1
OG0012573	XP_038399973.1	XP_013212273.1
OG0012574	XP_038400051.1	XP_040130794.1
OG0012575	XP_038400078.1	XP_005338846.1
OG0012576	XP_038400084.1	XP_005338844.1
OG0012577	XP_038400122.1	XP_040131251.1
OG0012578	XP_038400132.1	XP_040131284.1
OG0012579	XP_038400162.1	XP_040131790.1
OG0012580	XP_038400198.1	XP_005338790.1
OG0012581	XP_038400220.1	XP_005338781.1
OG0012582	XP_038400243.1	XP_040129818.1
OG0012583	XP_038400266.1	XP_005338767.1
OG0012584	XP_038400323.1	XP_013212896.1
OG0012585	XP_038400328.1	XP_005322712.1
OG0012586	XP_038400394.1	XP_040131870.1
OG0012587	XP_038400398.1	XP_013214805.1, XP_013220423.1
OG0012588	XP_038400424.1	XP_005322740.1
OG0012589	XP_038400444.1	XP_005322749.1
OG0012590	XP_038400479.1	XP_040131297.1
OG0012591	XP_038400512.1	XP_005322770.1
OG0012592	XP_038400529.1	XP_013216792.1
OG0012593	XP_038400550.1	XP_005331806.1
OG0012594	XP_038400554.1	XP_005331801.1
OG0012595	XP_038400556.1	XP_005331793.2
OG0012596	XP_038400570.1	XP_040131299.1
OG0012597	XP_038400582.1	XP_005331791.1
OG0012599	XP_038400595.1	XP_005322931.1
OG0012600	XP_038400606.1	XP_040132383.1
OG0012601	XP_038400620.1	XP_021580524.1
OG0012602	XP_038400631.1	XP_005322912.1
OG0012603	XP_038400640.1	XP_005322907.1
OG0012604	XP_038400650.1	XP_005338034.1
OG0012605	XP_038400666.1	XP_040130079.1
OG0012606	XP_038400679.1	XP_005338020.1
OG0012607	XP_038400689.1	XP_005338013.1
OG0012608	XP_038400698.1	XP_005338010.1
OG0012609	XP_038400756.1	XP_040131306.1
OG0012610	XP_038400762.1	XP_040132286.1
OG0012611	XP_038400769.1	XP_005322804.1
OG0012612	XP_038400799.1	XP_005322820.1
OG0012613	XP_038400800.1	XP_005322822.1
OG0012614	XP_038400809.1	XP_005322827.1
OG0012615	XP_038400814.1	XP_040131304.1
OG0012616	XP_038400824.1	XP_040131303.1
OG0012617	XP_038400882.1	XP_005322852.1
OG0012618	XP_038400906.1	XP_005322865.1
OG0012619	XP_038400916.1	XP_040131243.1
OG0012620	XP_038400923.1	XP_021577891.1
OG0012621	XP_038400953.1	XP_040130759.1
OG0012622	XP_038400959.1	XP_021580505.1
OG0012623	XP_038400968.1	XP_040130605.1
OG0012624	XP_038400982.1	XP_021580508.1
OG0012625	XP_038400989.1	XP_005322889.1
OG0012626	XP_038401006.1	XP_005322900.1
OG0012627	XP_038401035.1	XP_021579402.1
OG0012628	XP_038401050.1	XP_021579406.1
OG0012629	XP_038401071.1	XP_040131438.1
OG0012630	XP_038401087.1	XP_005321254.1
OG0012631	XP_038401122.1	XP_040149830.1, XP_005321262.1
OG0012632	XP_038401154.1	XP_005321266.1
OG0012633	XP_038401177.1	XP_005321285.1
OG0012634	XP_038401188.1	XP_021579440.1
OG0012636	XP_038401236.1	XP_040132053.1
OG0012637	XP_038401259.1	XP_005321309.1
OG0012638	XP_038401279.1	XP_005321318.1
OG0012639	XP_038401336.1	XP_005321396.1
OG0012640	XP_038401411.1	XP_040130009.1
OG0012641	XP_038401455.1	XP_040130749.1
OG0012642	XP_038401497.1	XP_040130294.1
OG0012643	XP_038401550.1	XP_021591530.1
OG0012644	XP_038401626.1	XP_021587754.1
OG0012645	XP_038401635.1	XP_005333967.1
OG0012646	XP_038401640.1	XP_005333970.1
OG0012647	XP_038401657.1	XP_005333971.1
OG0012648	XP_038401688.1	XP_005341053.1
OG0012649	XP_038401707.1	XP_013221003.1
OG0012650	XP_038401797.1	XP_005334713.1
OG0012651	XP_038401834.1	XP_013218036.2
OG0012652	XP_038401896.1	XP_005322935.2
OG0012653	XP_038401905.1	XP_040130266.1
OG0012654	XP_038401915.1	XP_040130763.1
OG0012655	XP_038401949.1	XP_005322048.1
OG0012656	XP_038401961.1	XP_021579690.2
OG0012657	XP_038401971.1	XP_013215226.1
OG0012658	XP_038401982.1	XP_021589954.1
OG0012660	XP_038401990.1	XP_040142323.1
OG0012661	XP_038401998.1	XP_005332736.1
OG0012662	XP_038402025.1	XP_005328146.1
OG0012663	XP_038402029.1	XP_040124725.1
OG0012664	XP_038402067.1	XP_005321818.2
OG0012665	XP_038402069.1	XP_005321780.1
OG0012666	XP_038402075.1	XP_013212406.1
OG0012667	XP_038402081.1	XP_005327898.1
OG0012668	XP_038402093.1	XP_040139775.1
OG0012669	XP_038402131.1	XP_021576914.1
OG0012670	XP_038402133.1	XP_021576904.2
OG0012671	XP_038402182.1	XP_021586980.2
OG0012673	XP_038402224.1	XP_005332731.1
OG0012674	XP_038402247.1	XP_005332718.1
OG0012675	XP_038402248.1	XP_005332716.1
OG0012676	XP_038402254.1	XP_005332791.1
OG0012677	XP_038402255.1	XP_021586957.2
OG0012678	XP_038402279.1	XP_013217086.3
OG0012679	XP_038402280.1	XP_005332696.1
OG0012680	XP_038402281.1	XP_005332694.1
OG0012681	XP_038402305.1	XP_040124306.1, XP_040124305.1
OG0012682	XP_038402316.1	XP_005332685.1
OG0012683	XP_038402347.1	XP_005332681.1
OG0012684	XP_038402390.1	XP_040124316.1
OG0012685	XP_038402401.1	XP_040124331.1
OG0012686	XP_038402431.1	XP_040124524.1
OG0012687	XP_038402436.1	XP_040124343.1
OG0012688	XP_038402442.1	XP_005332765.4
OG0012689	XP_038402447.1	XP_040124355.1
OG0012690	XP_038402455.1	XP_013217117.2
OG0012691	XP_038402460.1	XP_005332646.1
OG0012692	XP_038402469.1	XP_021586910.1
OG0012694	XP_038402519.1	XP_040124377.1
OG0012695	XP_038402525.1	XP_021586888.1
OG0012696	XP_038402559.1	XP_005332609.1
OG0012697	XP_038402578.1	XP_005332585.1
OG0012698	XP_038402740.1	XP_005328287.1
OG0012699	XP_038402741.1	XP_040124500.1
OG0012700	XP_038402775.1	XP_013215343.3
OG0012701	XP_038402781.1	XP_005328273.1
OG0012702	XP_038402792.1	XP_040124525.1
OG0012703	XP_038402808.1	XP_005328268.1
OG0012704	XP_038402869.1	XP_040124561.1
OG0012705	XP_038402878.1	XP_005328232.3
OG0012706	XP_038402916.1	XP_005328205.1
OG0012707	XP_038402923.1	XP_021584037.1
OG0012708	XP_038402931.1	XP_005328214.1
OG0012709	XP_038402963.1	XP_040124847.1
OG0012711	XP_038403035.1	XP_005328170.1
OG0012712	XP_038403066.1	XP_021583998.1
OG0012713	XP_038403077.1	XP_005328155.1
OG0012714	XP_038403119.1	XP_005328148.1
OG0012715	XP_038403123.1	XP_021583988.1
OG0012716	XP_038403129.1	XP_005328138.1
OG0012717	XP_038403138.1	XP_005322051.1
OG0012718	XP_038403139.1	XP_005321969.2
OG0012719	XP_038403140.1	XP_013212537.1
OG0012720	XP_038403152.1	XP_005342917.2
OG0012721	XP_038403177.1	XP_021579931.1
OG0012722	XP_038403189.1	XP_005321942.1
OG0012723	XP_038403212.1	XP_040124921.1
OG0012724	XP_038403254.1	XP_005322043.1
OG0012725	XP_038403255.1	XP_013212515.1
OG0012726	XP_038403259.1	XP_005321919.1
OG0012727	XP_038403268.1	XP_013212487.1, XP_040124717.1
OG0012728	XP_038403308.1	XP_005321879.1
OG0012729	XP_038403326.1	XP_005321867.1
OG0012730	XP_038403332.1	XP_005321865.1
OG0012731	XP_038403333.1	XP_005321856.1
OG0012732	XP_038403364.1	XP_040126443.1
OG0012733	XP_038403365.1	XP_005321829.2
OG0012734	XP_038403377.1	XP_040124769.1
OG0012735	XP_038403387.1	XP_021579694.1
OG0012736	XP_038403393.1	XP_005321817.1
OG0012737	XP_038403438.1	XP_005322013.1
OG0012738	XP_038403483.1	XP_013212411.2
OG0012739	XP_038403522.1	XP_040124818.1
OG0012740	XP_038403554.1	XP_040124838.1
OG0012741	XP_038403558.1	XP_005321746.1
OG0012742	XP_038403562.1	XP_013212514.1
OG0012743	XP_038403574.1	XP_005321724.1
OG0012744	XP_038403580.1	XP_040124881.1
OG0012745	XP_038403615.1	XP_005321688.1
OG0012746	XP_038403643.1	XP_040124894.1
