Orthogroup	Canis_lupus_familiaris	Mus_musculus
OG0010349	XP_038411176.1	NP_001344606.2
OG0010350	XP_038411263.1	NP_032414.1
OG0010351	XP_038411296.1	XP_006521623.1
OG0010352	XP_038411305.1	NP_084408.1
OG0010353	XP_038411321.1	NP_849251.1
OG0010354	XP_038411340.1	NP_001342523.1
OG0010355	XP_038411342.1	NP_001355351.1, XP_006520448.1
OG0010356	XP_038411358.1	XP_006520761.1
OG0010357	XP_038411367.1	NP_083694.1
OG0010358	XP_038411380.1	XP_006521672.2, NP_001357841.1
OG0010359	XP_038411382.1	NP_780421.2
OG0010360	XP_038411427.1, XP_038411428.1	NP_705776.2
OG0010361	XP_038411460.1	NP_033753.2
OG0010362	XP_038411470.1	NP_001405815.1
OG0010364	XP_038411515.1	NP_034288.2
OG0010365	XP_038411531.1	NP_001029048.1, XP_006520831.1
OG0010366	XP_038411644.1	XP_054875619.1
OG0010367	XP_038411674.1	XP_006520832.1, NP_001269372.1
OG0010368	XP_038411716.1	NP_780608.1
OG0010369	XP_038411718.1	NP_001365179.1, XP_006521682.1
OG0010370	XP_038411725.1	NP_079616.2, XP_011243700.1
OG0010371	XP_038411726.1	NP_079843.1, XP_030104554.1
OG0010372	XP_038411743.1	NP_038509.1, XP_036014989.1
OG0010373	XP_038411745.1	NP_067530.2
OG0010374	XP_038411763.1	NP_001157645.1
OG0010375	XP_038411765.1	NP_766548.2
OG0010376	XP_038411802.1	NP_081398.2
OG0010377	XP_038411882.1	NP_848766.2
OG0010378	XP_038411930.1	NP_001345970.1
OG0010379	XP_038411966.1	XP_036020891.1
OG0010380	XP_038411978.1	XP_030110638.2
OG0010381	XP_038412000.1	NP_036020.1
OG0010382	XP_038412058.1	NP_001276755.1
OG0010383	XP_038412105.1	NP_082246.1
OG0010384	XP_038412127.1	NP_001332831.1
OG0010385	XP_038412129.1	NP_064376.1
OG0010386	XP_038412139.1	NP_848845.1, XP_036021019.1
OG0010387	XP_038412224.1	NP_032122.1
OG0010388	XP_038412225.1	NP_808540.2
OG0010389	XP_038412238.1	NP_660128.2
OG0010390	XP_038412270.1	XP_011243790.1, NP_035083.1
OG0010391	XP_038412285.1	XP_006505238.1, NP_082738.1
OG0010392	XP_038412315.1, XP_038430324.1	NP_001156897.1, XP_036016765.1
OG0010393	XP_038412320.1	XP_036021736.1, NP_001003685.2
OG0010394	XP_038412333.1	NP_619619.2, NP_001350343.1, XP_006532596.1
OG0010395	XP_038412338.1	XP_006533874.1, NP_112449.1
OG0010396	XP_038412366.1	NP_077172.1
OG0010397	XP_038412438.1	XP_006505251.1, NP_653120.1
OG0010398	XP_038412457.1	NP_084018.1
OG0010399	XP_038412472.1	NP_796178.2, NP_001032829.1
OG0010400	XP_038412484.1	NP_666285.1
OG0010401	XP_038412599.1	NP_035936.3
OG0010402	XP_038412726.1	NP_080309.2
OG0010403	XP_038412744.1	NP_766579.4
OG0010404	XP_038412769.1	XP_006505082.1
OG0010405	XP_038412790.1	NP_035264.2
OG0010406	XP_038412791.1	NP_766594.1, NP_001350741.1
OG0010407	XP_038412919.1	NP_666145.3, XP_036013200.1
OG0010408	XP_038412989.1	NP_001156608.1, XP_006515924.1
OG0010409	XP_038412993.1	NP_796264.2
OG0010410	XP_038413010.1	NP_079670.1
OG0010411	XP_038413029.1	NP_076159.3
OG0010412	XP_038413030.1	XP_006506784.1, NP_083629.1
OG0010413	XP_038413045.1	XP_006506001.1
OG0010414	XP_038413124.1	NP_775582.2
OG0010415	XP_038413158.1	NP_851009.2
OG0010416	XP_038413159.1	XP_006505429.1, NP_080913.1
OG0010417	XP_038413179.1	NP_035283.1
OG0010418	XP_038413199.1	XP_036008301.1, NP_084511.1
OG0010419	XP_038413214.1	NP_036186.2
OG0010420	XP_038413244.1	XP_017168906.1, NP_783609.1
OG0010421	XP_038413262.1	NP_001391862.1
OG0010422	XP_038413301.1	NP_766391.2, XP_006515148.1
OG0010423	XP_038413306.1	NP_766163.2
OG0010424	XP_038413326.1	NP_536712.2
OG0010425	XP_038413330.1	XP_036021645.1
OG0010426	XP_038413386.1	NP_001276553.1
OG0010427	XP_038413398.1	XP_006505167.1, NP_525024.1
OG0010428	XP_038420382.1, XP_038413400.1	NP_598700.1
OG0010429	XP_038413440.1	NP_937894.1
OG0010430	XP_038413550.1	NP_001035874.1, NP_062756.2
OG0010431	XP_038413587.1	NP_001033679.1
OG0010432	XP_038413603.1	XP_006503254.1, NP_001014900.2
OG0010433	XP_038413681.1	NP_598477.2
OG0010434	XP_038413734.1	NP_001078971.1
OG0010435	XP_038413744.1, XP_038413753.1	XP_036019483.1
OG0010436	XP_038413756.1	NP_075912.2
OG0010437	XP_038413759.1	NP_059503.2
OG0010438	XP_038413768.1	NP_032411.3, XP_006502867.1
OG0010439	XP_038413782.1	NP_663527.2, XP_036019938.1
OG0010441	XP_038413838.1	NP_038746.1
OG0010442	XP_038413904.1, XP_038413903.1	NP_001128205.1
OG0010443	XP_038413908.1	NP_075373.1
OG0010444	XP_038413923.1	NP_001028806.2
OG0010445	XP_038413927.1	NP_077160.1
OG0010446	XP_038413929.1	NP_001092773.1
OG0010447	XP_038414041.1	NP_033211.2
OG0010448	XP_038414062.1	NP_031849.1
OG0010449	XP_038414105.1	NP_080927.1
OG0010450	XP_038414109.1	NP_080823.1
OG0010451	XP_038414145.1	NP_058057.3
OG0010452	XP_038414149.1	XP_006503421.1
OG0010453	XP_038414159.1	NP_080238.2
OG0010454	XP_038414162.1	NP_080930.1
OG0010455	XP_038414176.1	XP_036020394.1, NP_001025083.1
OG0010456	XP_038414184.1	NP_038835.2
OG0010457	XP_038414185.1	XP_036020445.1, NP_001371125.1
OG0010458	XP_038414244.1	NP_001355946.1, NP_001342104.1
OG0010459	XP_038414283.1	XP_006502927.1, NP_035343.2
OG0010460	XP_038414311.1	NP_035717.2
OG0010461	XP_038414312.1	NP_081065.2, XP_006503434.1
OG0010462	XP_038414338.1, XP_038414337.1	NP_033762.1
OG0010463	XP_038414356.1	NP_001034765.2
OG0010464	XP_038414405.1	NP_062695.2
OG0010465	XP_038414458.1	NP_001171038.1, XP_006513992.1
OG0010466	XP_038414491.1	NP_079878.1
OG0010467	XP_038414502.1	XP_011241894.1
OG0010468	XP_038414561.1	NP_032550.2
OG0010469	XP_038414596.1	NP_444302.4, XP_036011484.1
OG0010470	XP_038414617.1	NP_062622.1, XP_006513959.1
OG0010471	XP_038414624.1	XP_006513691.1
OG0010472	XP_038414633.1	XP_006513689.1, NP_666351.2
OG0010473	XP_038414708.1	XP_011241696.1
OG0010474	XP_038414727.1	NP_001264117.1, XP_006513818.1
OG0010475	XP_038414742.1	NP_001004164.2
OG0010476	XP_038414756.1	NP_001140162.1
OG0010477	XP_038414785.1	XP_006514330.1, NP_083525.1
OG0010478	XP_038414790.1	NP_032803.2
OG0010479	XP_038414814.1	NP_444354.2
OG0010480	XP_038414885.1	NP_001351374.1
OG0010481	XP_038414888.1	NP_084389.2
OG0010482	XP_038414902.1	NP_001157707.1, NP_082220.1
OG0010483	XP_038414954.1	XP_006501392.1, NP_659145.1
OG0010484	XP_038414970.1	NP_001074562.1
OG0010485	XP_038415024.1	XP_006501077.1, NP_001344853.2
OG0010486	XP_038415035.1	NP_997617.1, XP_006501692.1
OG0010487	XP_038415047.1	NP_001357702.1, XP_011238281.1
OG0010488	XP_038415067.1	NP_001390802.1
OG0010489	XP_038415078.1	NP_848748.2, XP_017168500.1
OG0010490	XP_038415083.1	NP_001239549.1, XP_006509579.1
OG0010491	XP_038415096.1	NP_080000.1
OG0010492	XP_038415097.1	XP_036012021.1
OG0010494	XP_038415118.1	NP_083007.2, XP_017170618.1
OG0010495	XP_038415123.1	XP_006509183.1, NP_665840.2
OG0010497	XP_038415163.1	NP_085113.2
OG0010498	XP_038445174.1, XP_038445170.1, XP_038445384.1, XP_038415171.1, XP_038444840.1, XP_038415170.1, XP_038445634.1	NP_631969.1
OG0010499	XP_038415174.1, XP_038444849.1, XP_038415437.1	NP_033752.1
OG0010500	XP_038415182.1	NP_001355685.1
OG0010501	XP_038415201.1	NP_001004357.2
OG0010502	XP_038415272.1	NP_001368882.1, NP_001368881.1
OG0010503	XP_038415294.1	NP_001033693.1
OG0010504	XP_038415310.1	NP_001347907.1, XP_006506424.1
OG0010505	XP_038415337.1	NP_001028602.2, XP_036022151.1
OG0010506	XP_038415338.1	NP_766481.2
OG0010507	XP_038415343.1	NP_796159.3
OG0010508	XP_038415366.1	XP_011239688.1, NP_796174.2
OG0010509	XP_038415381.1	XP_006506653.1, NP_081789.1
OG0010510	XP_038415414.1	NP_001035776.1, NP_892041.2, XP_006531982.1
OG0010511	XP_038415446.1	NP_062384.1, XP_006514824.1
OG0010512	XP_038415509.1	NP_059097.2, XP_036012744.1
OG0010513	XP_038415655.1	NP_031694.1, XP_006535689.1
OG0010514	XP_038415686.1	NP_694716.2
OG0010515	XP_038415701.1	NP_080725.2
OG0010516	XP_038415737.1	XP_006535796.1, NP_082510.1
OG0010517	XP_038415742.1	XP_006535711.1, NP_033196.1
OG0010518	XP_038415763.1	NP_598668.1
OG0010519	XP_038415782.1	NP_033537.1, XP_017170532.1
OG0010520	XP_038415783.1	XP_036009810.1
OG0010521	XP_038415852.1	NP_775304.1, XP_030099091.1
OG0010522	XP_038415899.1	NP_038862.2, XP_011240430.1
OG0010523	XP_038415900.1	XP_006509202.1
OG0010524	XP_038415913.1	NP_034214.2
OG0010525	XP_038415932.1	NP_032350.1
OG0010526	XP_038415950.1, XP_038421597.1	NP_780310.1
OG0010527	XP_038415951.1	NP_001074656.1, XP_036010000.1
OG0010528	XP_038415955.1	NP_001414275.1
OG0010529	XP_038416020.1	NP_031944.3
OG0010530	XP_038416029.1	XP_006509285.3, NP_473385.2
OG0010531	XP_038416031.1	XP_006509243.1, NP_079962.1
OG0010532	XP_038416051.1	XP_006509112.1, NP_694775.1
OG0010533	XP_038416092.1	NP_113551.2, XP_006509038.1
OG0010534	XP_038416134.1	XP_006509157.1
OG0010535	XP_038416139.1	NP_780300.2
OG0010536	XP_038416160.1	NP_001344235.1, XP_017168513.1
OG0010537	XP_038416170.1	XP_006509585.1, NP_084386.1
OG0010538	XP_038416184.1	NP_001035789.1
OG0010539	XP_038416245.1	XP_017168289.1, NP_808410.1
OG0010540	XP_038416252.1	NP_598730.1
OG0010541	XP_038416361.1	XP_017168350.1, NP_796278.1
OG0010542	XP_038416362.1	XP_030099626.1
OG0010543	XP_038425081.1, XP_038416439.1	NP_062746.1
OG0010544	XP_038416463.1	NP_898856.1, XP_017168358.1, NP_631968.1
OG0010545	XP_038416474.1	XP_036010291.1, NP_444401.2
OG0010546	XP_038416488.1	XP_030111080.1, NP_570939.1
OG0010547	XP_038416515.1	NP_062417.1
OG0010548	XP_038416521.1	NP_766127.1, NP_001277932.1
OG0010549	XP_038416534.1	NP_001007473.1, XP_006506419.1
OG0010550	XP_038416548.1	NP_001074669.1
OG0010551	XP_038416552.1	NP_032438.2, XP_006501109.1
OG0010552	XP_038416576.1	NP_038737.1
OG0010553	XP_038416626.1	NP_067359.2
OG0010554	XP_038416697.1	NP_001008421.1
OG0010555	XP_038416705.1	NP_033098.2, XP_036013163.1
OG0010556	XP_038416719.1	NP_056579.2
OG0010557	XP_038416741.1	XP_006515278.2
OG0010558	XP_038416771.1	XP_006515006.1, NP_076186.1
OG0010559	XP_038416802.1	XP_036013444.1, NP_067404.2
OG0010560	XP_038416810.1	NP_033823.2, XP_006515141.1
OG0010561	XP_038416816.1	NP_001349278.1, XP_006515179.1
OG0010562	XP_038416838.1	NP_079599.1
OG0010563	XP_038416844.1	NP_001185897.1
OG0010564	XP_038416859.1	NP_001395531.1
OG0010565	XP_038416875.1	NP_694722.2
OG0010566	XP_038416876.1	XP_011242189.1, NP_001075952.1
OG0010567	XP_038416935.1	NP_114081.2
OG0010568	XP_038416959.1	NP_653108.2, XP_036021359.1
OG0010569	XP_038416963.1	NP_001412672.1
OG0010570	XP_038416969.1	XP_006503712.1, NP_598679.1
OG0010571	XP_038416995.1	NP_997635.1, NP_082131.2
OG0010572	XP_038417013.1	NP_080574.5
OG0010573	XP_038417029.1	NP_710147.1, NP_001405205.1
OG0010574	XP_038445275.1, XP_038417036.1	NP_001334257.1
OG0010575	XP_038417067.1	NP_694876.1
OG0010576	XP_038417091.1	NP_796061.2, XP_006524459.2
OG0010577	XP_038417130.1	NP_035853.2
OG0010578	XP_038417140.1	NP_001239407.1
OG0010579	XP_038417144.1	NP_080693.2
OG0010580	XP_038417165.1	NP_690030.3, XP_006525088.1
OG0010581	XP_038417182.1	NP_056615.1
OG0010582	XP_038417193.1	NP_001400685.1
OG0010583	XP_038417196.1	NP_001074648.1
OG0010584	XP_038417201.1	NP_001019977.1, XP_006523621.1
OG0010585	XP_038417205.1	XP_006525058.1, NP_082887.2
OG0010586	XP_038417327.1	NP_620089.2
OG0010587	XP_038417376.1	NP_001407342.1, NP_032613.1
OG0010588	XP_038417408.1	NP_056562.1
OG0010589	XP_038417430.1	XP_030111497.1
OG0010590	XP_038417435.1	NP_848500.3, NP_001029101.1
OG0010591	XP_038417442.1	NP_001153599.1
OG0010592	XP_038417450.1	NP_033988.1
OG0010593	XP_038417459.1	XP_030111355.1
OG0010594	XP_038417502.1	NP_659165.1
OG0010595	XP_038417505.1	NP_001074211.1, NP_058568.1
OG0010596	XP_038417506.1	NP_058074.2
OG0010597	XP_038417525.1	NP_062689.2
OG0010598	XP_038417563.1	NP_001357224.1
OG0010599	XP_038417612.1	NP_001074735.1
OG0010600	XP_038417647.1	NP_082224.1
OG0010601	XP_038417660.1	NP_001334242.1
OG0010602	XP_038417663.1	XP_036008294.1
OG0010603	XP_038417675.1	NP_660258.2, XP_006506113.1
OG0010604	XP_038417679.1	NP_082781.1, NP_001156899.1, XP_011239788.1
OG0010605	XP_038417695.1	NP_796051.2, XP_036008283.1
OG0010606	XP_038417705.1	XP_030111198.1, NP_780684.1, NP_001171184.1
OG0010607	XP_038417757.1	NP_001371042.1
OG0010608	XP_038417782.1	NP_035646.2, XP_006501292.1
OG0010609	XP_038417791.1	NP_001034460.2
OG0010610	XP_038417801.1	NP_001391336.1, XP_006502406.1
OG0010611	XP_038417806.1	XP_017174992.1, NP_035327.2
OG0010612	XP_038417807.1	NP_001161378.1
OG0010613	XP_038417818.1	NP_034893.1
OG0010614	XP_038417826.1	NP_083168.3, XP_036019255.1
OG0010615	XP_038417838.1	NP_081738.2
OG0010616	XP_038417862.1	NP_035058.2
OG0010617	XP_038417904.1	XP_006502351.1, NP_084209.3
OG0010618	XP_038417953.1	NP_001159421.1
OG0010619	XP_038417961.1	NP_001289400.1
OG0010620	XP_038418041.1	NP_666246.1
OG0010621	XP_038418043.1	NP_075699.3
OG0010622	XP_038418062.1	NP_001396846.1, XP_011238310.1
OG0010623	XP_038418065.1	NP_001021383.1, NP_062507.1
OG0010624	XP_038418071.1	NP_001391048.1
OG0010625	XP_038418204.1	NP_079692.1
OG0010626	XP_038418207.1	XP_030108728.1, NP_083707.1
OG0010628	XP_038418214.1	NP_082905.1
OG0010629	XP_038418269.1	NP_082258.2, XP_006502185.1
OG0010630	XP_038418297.1	NP_064315.1, XP_030108559.1
OG0010631	XP_038418333.1	NP_001073290.1
OG0010632	XP_038418389.1	NP_035914.1
OG0010634	XP_038418456.1	NP_839990.2, XP_006514769.2
OG0010635	XP_038418473.1	NP_001033017.1
OG0010636	XP_038418481.1	XP_036012653.1, NP_796007.1
OG0010637	XP_038418504.1	NP_056600.1
OG0010638	XP_038418554.1	NP_598498.1
OG0010639	XP_038418579.1	NP_032970.2
OG0010640	XP_038418585.1	NP_619595.3, XP_036013805.1
OG0010641	XP_038418587.1	NP_001170984.1, NP_079755.1
OG0010642	XP_038418600.1	NP_001413426.1
OG0010643	XP_038418619.1	NP_067328.1, XP_017170439.1
OG0010644	XP_038418634.1	NP_001156598.1, XP_006515146.1
OG0010645	XP_038418635.1	XP_006515290.1
OG0010646	XP_038418649.1	NP_001019649.1, XP_006515253.1
OG0010647	XP_038418668.1	NP_083428.1, XP_030102824.1
OG0010648	XP_038418696.1	NP_036089.1, XP_006535779.1
OG0010649	XP_038418699.1	NP_035391.2
OG0010650	XP_038418773.1	XP_006503645.2
OG0010651	XP_038418802.1	NP_081295.2
OG0010652	XP_038418879.1	NP_001107794.1, XP_006536323.1
OG0010653	XP_038418911.1	XP_006500373.1, NP_898929.2
OG0010654	XP_038418951.1	NP_083911.1
OG0010655	XP_038418954.1	NP_064663.2
OG0010656	XP_038418969.1	NP_062709.3
OG0010657	XP_038418985.1	NP_997598.1
OG0010658	XP_038418994.1	NP_080910.1
OG0010659	XP_038419007.1	NP_659053.1
OG0010660	XP_038419029.1	NP_663355.1
OG0010661	XP_038419038.1	NP_659032.3
OG0010662	XP_038419160.1	NP_064333.2
OG0010663	XP_038419165.1	NP_954693.1, XP_006499655.1
OG0010664	XP_038419173.1	NP_663501.2, XP_006499273.1
OG0010665	XP_038442448.1, XP_038419230.1	NP_032974.2
OG0010666	XP_038419336.1	XP_011237590.1, NP_034298.1
OG0010667	XP_038419441.1	NP_001342004.2
OG0010668	XP_038419454.1	NP_079869.1
OG0010669	XP_038419517.1	NP_064673.2, XP_006508708.1
OG0010670	XP_038419518.1	XP_006508551.2
OG0010671	XP_038419522.1, XP_038419521.1	NP_001399159.1
OG0010672	XP_038419585.1	NP_666318.2, XP_006508676.1
OG0010673	XP_038445040.1, XP_038419593.1	NP_758456.2
OG0010674	XP_038419625.1	NP_032539.2
OG0010675	XP_038419662.1	NP_068563.2
OG0010676	XP_038419694.1	NP_001361616.1
OG0010677	XP_038419718.1	XP_011246936.1, NP_001028619.3
OG0010678	XP_038419747.1	NP_063914.1, XP_030106864.1
OG0010679	XP_038419786.1	NP_084385.2
OG0010680	XP_038419793.1	NP_001019888.1
OG0010681	XP_038419809.1	XP_006531724.1, NP_034115.2
OG0010682	XP_038419810.1	NP_001240761.1
OG0010683	XP_038419811.1, XP_038442368.1	NP_082153.3
OG0010684	XP_038419832.1	NP_064319.1, XP_011246907.1
OG0010685	XP_038419834.1	NP_001349301.1
OG0010686	XP_038419849.1	XP_006531675.1, NP_659117.2
OG0010687	XP_038419879.1	XP_006531891.1, NP_080445.1
OG0010688	XP_038419899.1	XP_011246909.1
OG0010689	XP_038419937.1	NP_080522.1
OG0010690	XP_038419940.1	NP_001104787.1, XP_006531849.1
OG0010691	XP_038419993.1	NP_001104261.1
OG0010692	XP_038420014.1	NP_001356292.1
OG0010693	XP_038420072.1	NP_705825.2, XP_006526640.1
OG0010694	XP_038420080.1	XP_006527399.1, NP_081919.1
OG0010695	XP_038420100.1	XP_011245633.1
OG0010696	XP_038420164.1	NP_080067.1
OG0010697	XP_038420172.1	NP_080605.1
OG0010699	XP_038420195.1	NP_001348973.1, NP_666205.1
OG0010700	XP_038420196.1	NP_001153828.1
OG0010701	XP_038420201.1	NP_032086.1, NP_001280550.1
OG0010702	XP_038420214.1	NP_932110.1, XP_030106934.1
OG0010703	XP_038420225.1	XP_006526770.2
OG0010704	XP_038420252.1	XP_006526990.1
OG0010705	XP_038420271.1	NP_068690.3
OG0010706	XP_038420275.1	XP_006527501.1, NP_666206.1
OG0010707	XP_038420309.1	NP_079609.2
OG0010708	XP_038420338.1	NP_082189.1, XP_006527410.1
OG0010709	XP_038420344.1	NP_031676.3, XP_006526684.1
OG0010710	XP_038420357.1	NP_001365847.1
OG0010711	XP_038420421.1	NP_987075.1
OG0010712	XP_038420462.1	NP_001074547.1
OG0010713	XP_038420497.1	NP_796352.2, XP_017168354.1
OG0010714	XP_038420507.1	NP_001004176.2, XP_006501708.1
OG0010715	XP_038420508.1	XP_017168435.1, NP_080509.2
OG0010716	XP_038420552.1	NP_033964.1, XP_006501019.1
OG0010718	XP_038420563.1	NP_001074880.1, XP_006500849.1
OG0010719	XP_038420616.1	XP_017175080.1, NP_080898.2, NP_001364039.1
OG0010720	XP_038420660.1	NP_033376.2
OG0010721	XP_038420672.1	NP_766267.2, XP_006535509.1
OG0010722	XP_038420719.1	NP_031711.1
OG0010723	XP_038420754.1	XP_006526361.1
OG0010724	XP_038420763.1	NP_081278.1
OG0010725	XP_038420769.1	XP_006526354.1, NP_775617.1
OG0010726	XP_038420825.1	NP_080748.3
OG0010727	XP_038420826.1	XP_006529983.1
OG0010728	XP_038420855.1	NP_064317.2, XP_006529316.1
OG0010729	XP_038420888.1	NP_780315.1
OG0010730	XP_038420896.1	NP_062305.1
OG0010731	XP_038420913.1	NP_001020327.1, NP_084231.2
OG0010732	XP_038421022.1	NP_032593.1
OG0010733	XP_038421039.1	NP_443737.2, XP_006498522.1
OG0010734	XP_038421063.1	XP_006497686.1, NP_031422.3
OG0010735	XP_038421127.1	XP_006497839.1, NP_035019.1
OG0010736	XP_038421139.1	XP_006498256.2
OG0010737	XP_038421183.1	XP_036022111.1, NP_001366146.1
OG0010738	XP_038421228.1	NP_084141.2
OG0010739	XP_038421238.1	XP_030101137.1, NP_081906.1
OG0010740	XP_038421244.1	XP_006530883.1, NP_001123666.1
OG0010741	XP_038421262.1	NP_032980.2
OG0010742	XP_038421264.1	NP_783858.1
OG0010743	XP_038421291.1	NP_001357739.1, XP_030100952.1
OG0010744	XP_038421323.1	NP_001334010.1
OG0010745	XP_038421356.1	NP_081682.1, NP_001343341.1
OG0010746	XP_038421372.1	NP_808406.1, NP_001345227.1
OG0010747	XP_038421384.1	NP_084527.2
OG0010748	XP_038421410.1	NP_598694.3
OG0010749	XP_038421445.1	NP_659168.1, XP_036021947.1
OG0010750	XP_038421477.1	XP_006506395.1, NP_941070.1
OG0010751	XP_038421490.1	XP_006506063.1, NP_766319.3
OG0010752	XP_038421539.1	XP_011239733.1, NP_075779.2
OG0010753	XP_038421638.1	NP_598684.4
OG0010754	XP_038421670.1	NP_733773.2, XP_006505914.1
OG0010756	XP_038421712.1	XP_006505809.1, NP_619618.1
OG0010757	XP_038421765.1	NP_061372.2, XP_006506468.1
OG0010758	XP_038421799.1	NP_001333566.1
OG0010759	XP_038421803.1	NP_001074580.1, XP_030111209.1
OG0010760	XP_038421806.1	NP_035796.2
OG0010761	XP_038421880.1	XP_036014507.1
OG0010762	XP_038421909.1	NP_083210.3, XP_011243074.1
OG0010763	XP_038421975.1	XP_006517984.1, NP_031896.3
OG0010764	XP_038422055.1	XP_006518549.1, NP_033915.1
OG0010765	XP_038422069.1	NP_081769.2
OG0010766	XP_038422072.1	XP_030103744.1, NP_062529.2
OG0010767	XP_038422097.1	NP_033414.1
OG0010768	XP_038422099.1, XP_038422098.1	NP_001412772.1
OG0010769	XP_038422101.1	NP_061216.2
OG0010770	XP_038422115.1	NP_035979.1
OG0010771	XP_038422171.1	NP_001020550.1, XP_006518884.1
OG0010772	XP_038422190.1	XP_006511893.1
OG0010773	XP_038422217.1	NP_663595.1
OG0010774	XP_038422254.1	XP_006511816.1
OG0010775	XP_038422261.1	NP_780611.3
OG0010776	XP_038422269.1	NP_598745.2, XP_030100428.1
OG0010777	XP_038422293.1	NP_061367.1
OG0010778	XP_038422307.1	NP_032343.3
OG0010779	XP_038422312.1	NP_821139.2
OG0010780	XP_038422351.1	NP_666338.2
OG0010781	XP_038422354.1	NP_032269.3, XP_006511702.2
OG0010782	XP_038422385.1	NP_001004192.1
OG0010783	XP_038422422.1	NP_598555.2
OG0010784	XP_038422432.1	NP_083220.3
OG0010785	XP_038422462.1	XP_006511685.1, NP_001346501.1
OG0010786	XP_038422472.1	NP_001012236.1, NP_035767.4
OG0010787	XP_038422533.1	NP_001400498.1, NP_033237.2
OG0010788	XP_038422538.1	NP_001074850.1, XP_006512360.1
OG0010789	XP_038422558.1	NP_001074809.2, XP_036010808.1
OG0010790	XP_038422568.1	XP_030100495.1, NP_082588.2
OG0010791	XP_038422604.1	NP_631881.1, NP_035861.2
OG0010792	XP_038422605.1	NP_001344414.1, NP_109617.1
OG0010793	XP_038422618.1	NP_598735.2, XP_006511984.1
OG0010794	XP_038422620.1	NP_001405792.1
OG0010795	XP_038422626.1	NP_034750.1
OG0010796	XP_038422640.1	XP_030099716.1, NP_932769.1
OG0010797	XP_038422658.1	NP_001408485.1, NP_075801.1, NP_001369144.1
OG0010798	XP_038422681.1	NP_001139024.1
OG0010799	XP_038422682.1	NP_663572.1
OG0010800	XP_038422709.1	NP_001020093.2
OG0010801	XP_038422718.1	NP_032133.2, NP_001156754.1
OG0010802	XP_038422720.1	NP_057894.2, XP_036009635.1
OG0010803	XP_038422721.1	NP_001391344.1
OG0010804	XP_038422734.1	NP_031950.2
OG0010805	XP_038422757.1	XP_006509782.1, NP_075706.1
OG0010806	XP_038422761.1	NP_001273873.1, NP_034722.1
OG0010807	XP_038422765.1	NP_898993.1
OG0010808	XP_038422787.1	NP_081836.1, XP_017168452.1
OG0010809	XP_038422800.1	NP_444478.2, XP_006509600.1
OG0010810	XP_038422836.1	NP_082893.1, XP_011240632.2
OG0010811	XP_038422838.1	XP_011240644.1, NP_115774.2
OG0010812	XP_038422840.1	NP_071864.2, XP_030099565.1
OG0010813	XP_038422850.1	XP_017168360.1, NP_001158151.1
OG0010814	XP_038422881.1	NP_765984.1
OG0010815	XP_038422883.1	NP_081761.2
OG0010816	XP_038422896.1	XP_006509747.2, NP_808434.2
OG0010817	XP_038422912.1	NP_922935.1
OG0010818	XP_038422997.1	NP_666082.2
OG0010819	XP_038423000.1	NP_083321.2
OG0010820	XP_038423062.1	NP_034765.3
OG0010821	XP_038423087.1	NP_080675.2
OG0010822	XP_038423121.1	XP_011240690.2
OG0010823	XP_038423132.1	XP_006510084.1, NP_034617.1
OG0010824	XP_038423149.1	NP_001158086.1
OG0010825	XP_038423187.1	XP_011240739.1
OG0010826	XP_038423249.1	NP_001365725.1
OG0010827	XP_038423250.1	NP_001192241.1
OG0010828	XP_038423350.1	NP_083874.1, XP_006508984.1
OG0010829	XP_038423452.1	NP_899105.2
OG0010830	XP_038423457.1	NP_035821.3
OG0010831	XP_038423459.1	NP_001397222.1
OG0010832	XP_038423467.1	NP_084360.2, NP_001295003.1
OG0010833	XP_038423517.1	NP_059089.1
OG0010834	XP_038423518.1	NP_071723.1
OG0010835	XP_038423604.1	NP_035348.2
OG0010836	XP_038423683.1	NP_001365873.1
OG0010837	XP_038423712.1	NP_848777.1
OG0010838	XP_038423718.1	NP_001280575.1
OG0010839	XP_038423781.1	NP_034434.1, XP_006513296.1
OG0010840	XP_038423782.1	NP_001272459.1, XP_011241731.1
OG0010841	XP_038423810.1	NP_073144.3
OG0010843	XP_038423829.1	NP_955354.1, XP_006513492.1
OG0010844	XP_038423840.1	XP_006514389.1, NP_076389.2
OG0010845	XP_038423907.1	XP_006513421.1, NP_032819.1
OG0010846	XP_038423929.1	XP_030101204.1, NP_083548.1
OG0010847	XP_038423951.1	NP_035622.1
OG0010848	XP_038423962.1	NP_001334003.1
OG0010849	XP_038423974.1	NP_038487.1, NP_001316470.1
OG0010850	XP_038423986.1	XP_006514262.1, NP_001036175.1
OG0010851	XP_038423987.1	NP_113557.1
OG0010852	XP_038423990.1	XP_017169570.1, NP_653111.1
OG0010853	XP_038424016.1	XP_006514144.1
OG0010855	XP_038424051.1	NP_038535.2
OG0010856	XP_038424110.1	NP_065623.2
OG0010857	XP_038424217.1	NP_001355760.1
OG0010858	XP_038424218.1	NP_001398820.1
OG0010859	XP_038424230.1	XP_011240897.1, NP_081231.1
OG0010860	XP_038424252.1	NP_001360846.1
OG0010861	XP_038424309.1	XP_006507657.1
OG0010862	XP_038424381.1	XP_006507830.1
OG0010863	XP_038424413.1	XP_036008945.1
OG0010864	XP_038424434.1	NP_001074736.1
OG0010865	XP_038424550.1	XP_017177834.1, NP_001157730.1
