Orthogroup	Canis_lupus_familiaris	Urocitellus_parryii
OG0015384	XP_038407557.1	XP_026243675.1
OG0015385	XP_038407587.1	XP_026254039.1
OG0015386	XP_038407591.1	XP_026237414.1
OG0015387	XP_038407671.1	XP_026268088.1
OG0015388	XP_038407681.1	XP_026268099.1
OG0015389	XP_038407687.1	XP_026268095.1
OG0015390	XP_038407732.1	XP_026268877.1
OG0015391	XP_038407743.1	XP_026268891.1
OG0015392	XP_038407749.1	XP_026253958.1
OG0015393	XP_038407773.1	XP_026271265.1
OG0015394	XP_038407890.1	XP_026251988.1
OG0015395	XP_038407990.1	XP_026264289.1
OG0015396	XP_038407994.1	XP_026264290.1
OG0015397	XP_038408071.1	XP_026255962.1
OG0015398	XP_038408077.1	XP_026255985.1
OG0015399	XP_038408085.1	XP_026255934.1
OG0015400	XP_038408089.1	XP_026255976.1
OG0015401	XP_038408125.1	XP_026253970.1
OG0015402	XP_038408134.1	XP_026253961.1
OG0015403	XP_038408176.1	XP_026266476.1
OG0015404	XP_038408202.1	XP_026257061.1
OG0015405	XP_038408211.1	XP_026257001.1
OG0015406	XP_038408238.1	XP_026257077.1
OG0015407	XP_038408242.1	XP_026257012.1
OG0015408	XP_038408245.1	XP_026256994.1
OG0015409	XP_038408255.1	XP_026247274.1
OG0015410	XP_038408365.1	XP_026254388.1
OG0015411	XP_038408377.1	XP_026254371.1
OG0015412	XP_038408419.1	XP_026253356.1
OG0015413	XP_038408464.1	XP_026254283.1
OG0015414	XP_038408486.1	XP_026243693.1
OG0015415	XP_038408495.1	XP_026243669.1
OG0015416	XP_038408527.1	XP_026243744.1
OG0015417	XP_038408538.1	XP_026243724.1
OG0015418	XP_038408606.1	XP_026270574.1
OG0015419	XP_038408624.1	XP_026270546.1
OG0015420	XP_038408627.1	XP_026235613.1
OG0015421	XP_038408671.1	XP_026270827.1
OG0015422	XP_038408691.1	XP_026235349.1
OG0015423	XP_038408708.1	XP_026235718.1
OG0015424	XP_038408732.1	XP_026234979.1
OG0015425	XP_038408733.1	XP_026271180.1
OG0015426	XP_038408734.1	XP_026235714.1
OG0015427	XP_038408782.1	XP_026270894.1
OG0015428	XP_038408802.1	XP_026271215.1
OG0015429	XP_038408804.1	XP_026235751.1
OG0015430	XP_038408827.1	XP_026270637.1
OG0015431	XP_038408832.1	XP_026270667.1
OG0015432	XP_038408841.1	XP_026271142.1
OG0015433	XP_038408847.1	XP_026235097.1
OG0015434	XP_038408854.1	XP_026270966.1
OG0015435	XP_038408935.1	XP_026236149.1
OG0015436	XP_038408973.1	XP_026246925.1
OG0015437	XP_038409007.1	XP_026246935.1
OG0015438	XP_038409021.1	XP_026246900.1
OG0015439	XP_038409034.1	XP_026246963.1
OG0015440	XP_038409074.1	XP_026249108.1
OG0015441	XP_038409149.1	XP_026249097.1
OG0015442	XP_038409175.1	XP_026264435.1
OG0015443	XP_038409232.1	XP_026264431.1
OG0015444	XP_038409258.1	XP_026239326.1
OG0015445	XP_038409303.1	XP_026250272.1
OG0015446	XP_038409357.1	XP_026270112.1
OG0015447	XP_038409360.1	XP_026270096.1
OG0015448	XP_038409377.1	XP_026270105.1
OG0015449	XP_038409396.1	XP_026270119.1
OG0015450	XP_038409397.1	XP_026270122.1
OG0015451	XP_038409418.1	XP_026271244.1
OG0015452	XP_038409435.1	XP_026271206.1
OG0015453	XP_038409502.1	XP_026271145.1
OG0015454	XP_038440981.1, XP_038409541.1	XP_026271174.1
OG0015455	XP_038409563.1	XP_026271165.1
OG0015456	XP_038409566.1	XP_026271146.1
OG0015457	XP_038409580.1	XP_026271193.1
OG0015458	XP_038409652.1	XP_026239407.1
OG0015459	XP_038409691.1	XP_026239395.1
OG0015460	XP_038409726.1	XP_026239469.1
OG0015461	XP_038409837.1	XP_026239499.1
OG0015462	XP_038409847.1	XP_026239323.1
OG0015463	XP_038409867.1	XP_026239366.1
OG0015464	XP_038409927.1	XP_026239241.1
OG0015465	XP_038410014.1	XP_026239142.1
OG0015466	XP_038410023.1	XP_026239351.1
OG0015467	XP_038410028.1	XP_026239157.1
OG0015468	XP_038410098.1	XP_026239353.1
OG0015469	XP_038410099.1	XP_026239377.1
OG0015470	XP_038410125.1	XP_026250256.1
OG0015471	XP_038410227.1	XP_026256686.1
OG0015472	XP_038410290.1	XP_026254750.1
OG0015473	XP_038410350.1	XP_026252602.1
OG0015474	XP_038410472.1	XP_026265313.1
OG0015475	XP_038410525.1	XP_026266774.1
OG0015476	XP_038410527.1	XP_026267043.1
OG0015477	XP_038410559.1	XP_026266261.1
OG0015478	XP_038410576.1	XP_026266813.1
OG0015479	XP_038410587.1	XP_026266469.1
OG0015480	XP_038410597.1	XP_026266959.1
OG0015481	XP_038410653.1	XP_026267011.1
OG0015482	XP_038410662.1	XP_026267131.1
OG0015483	XP_038410690.1	XP_026248532.1
OG0015484	XP_038410706.1	XP_026258320.1
OG0015485	XP_038410872.1	XP_026245441.1
OG0015486	XP_038410948.1	XP_026236103.1
OG0015487	XP_038410964.1	XP_026236536.1
OG0015488	XP_038410970.1	XP_026247144.1
OG0015489	XP_038410984.1	XP_026245428.1
OG0015490	XP_038411002.1	XP_026265634.1
OG0015491	XP_038411003.1	XP_026243067.1
OG0015492	XP_038411027.1	XP_026258809.1
OG0015493	XP_038411028.1	XP_026258861.1
OG0015494	XP_038411035.1	XP_026265659.1
OG0015495	XP_038411041.1	XP_026243143.1
OG0015496	XP_038411042.1	XP_026243297.1
OG0015497	XP_038411055.1	XP_026258384.1
OG0015498	XP_038411121.1	XP_026240729.1
OG0015499	XP_038411132.1	XP_026240581.1
OG0015500	XP_038411192.1	XP_026238911.1
OG0015501	XP_038411259.1	XP_026240334.1
OG0015502	XP_038411312.1	XP_026249660.1
OG0015503	XP_038411313.1	XP_026249670.1
OG0015504	XP_038411322.1	XP_026249659.1
OG0015505	XP_038411349.1	XP_026249652.1
OG0015506	XP_038411357.1	XP_026262462.1
OG0015507	XP_038411371.1	XP_026263187.1
OG0015508	XP_038411508.1	XP_026263152.1
OG0015510	XP_038411675.1	XP_026265658.1
OG0015511	XP_038411691.1	XP_026265546.1
OG0015512	XP_038411696.1	XP_026265547.1
OG0015513	XP_038411803.1	XP_026265698.1
OG0015514	XP_038411822.1	XP_026265556.1
OG0015515	XP_038411854.1	XP_026256293.1
OG0015516	XP_038411861.1	XP_026251065.1
OG0015517	XP_038411886.1	XP_026242452.1
OG0015518	XP_038411945.1	XP_026242385.1
OG0015519	XP_038412011.1	XP_026242091.1
OG0015520	XP_038412025.1	XP_026241226.1
OG0015521	XP_038412076.1	XP_026242028.1
OG0015522	XP_038412103.1	XP_026243267.1
OG0015523	XP_038412117.1	XP_026241740.1
OG0015524	XP_038412119.1	XP_026250812.1
OG0015526	XP_038412199.1	XP_026258362.1
OG0015527	XP_038412200.1	XP_026258354.1
OG0015528	XP_038412246.1	XP_026264265.1
OG0015529	XP_038412257.1	XP_026264269.1
OG0015530	XP_038412261.1	XP_026265725.1
OG0015531	XP_038412271.1	XP_026263644.1
OG0015532	XP_038412302.1	XP_026267481.1
OG0015533	XP_038412312.1	XP_026264712.1
OG0015534	XP_038412319.1	XP_026256040.1
OG0015535	XP_038412321.1	XP_026257356.1
OG0015537	XP_038412437.1	XP_026248589.1
OG0015538	XP_038412460.1	XP_026248573.1
OG0015539	XP_038412473.1	XP_026248598.1
OG0015540	XP_038412529.1	XP_026267469.1
OG0015541	XP_038412564.1	XP_026244529.1
OG0015542	XP_038412568.1	XP_026244527.1
OG0015543	XP_038412591.1	XP_026244494.1
OG0015544	XP_038412659.1	XP_026255168.1
OG0015545	XP_038412693.1	XP_026270834.1
OG0015546	XP_038412704.1	XP_026268843.1
OG0015547	XP_038412716.1	XP_026268836.1
OG0015548	XP_038412765.1	XP_026247329.1
OG0015549	XP_038412777.1	XP_026247359.1
OG0015550	XP_038412803.1	XP_026247327.1
OG0015551	XP_038412809.1	XP_026247357.1
OG0015552	XP_038412810.1	XP_026247314.1
OG0015553	XP_038412875.1	XP_026253041.1
OG0015554	XP_038412905.1	XP_026264112.1
OG0015555	XP_038412921.1	XP_026264268.1
OG0015556	XP_038412926.1	XP_026264459.1
OG0015557	XP_038412940.1	XP_026264022.1
OG0015558	XP_038412945.1	XP_026264312.1
OG0015559	XP_038412985.1	XP_026264690.1
OG0015560	XP_038412999.1	XP_026264294.1
OG0015561	XP_038413008.1	XP_026264304.1
OG0015562	XP_038413014.1	XP_026270603.1
OG0015563	XP_038413073.1	XP_026256013.1
OG0015564	XP_038413108.1	XP_026256032.1
OG0015565	XP_038413109.1	XP_026256033.1
OG0015566	XP_038413111.1	XP_026256037.1
OG0015567	XP_038413115.1	XP_026256036.1
OG0015568	XP_038413116.1	XP_026256007.1
OG0015569	XP_038413132.1	XP_026263251.1
OG0015571	XP_038413166.1	XP_026257337.1
OG0015572	XP_038413320.1	XP_026236688.1
OG0015573	XP_038413396.1	XP_026266353.1
OG0015574	XP_038413397.1	XP_026266350.1
OG0015575	XP_038413441.1	XP_026244509.1
OG0015576	XP_038413476.1	XP_026253522.1
OG0015577	XP_038413481.1	XP_026249291.1
OG0015578	XP_038413490.1	XP_026249263.1
OG0015579	XP_038413506.1	XP_026266465.1
OG0015580	XP_038413508.1	XP_026253589.1
OG0015581	XP_038413523.1	XP_026267801.1
OG0015582	XP_038413525.1	XP_026267810.1
OG0015583	XP_038413532.1	XP_026247216.1
OG0015584	XP_038413542.1	XP_026240533.1
OG0015585	XP_038413572.1	XP_026267782.1
OG0015586	XP_038413580.1	XP_026266169.1
OG0015587	XP_038413585.1	XP_026266190.1
OG0015588	XP_038413616.1	XP_026266196.1
OG0015589	XP_038413629.1	XP_026266194.1
OG0015591	XP_038413776.1	XP_026249288.1
OG0015592	XP_038413783.1	XP_026249280.1
OG0015593	XP_038413859.1	XP_026249194.1
OG0015594	XP_038413867.1	XP_026249175.1
OG0015595	XP_038413907.1	XP_026262663.1
OG0015596	XP_038413926.1	XP_026238159.1
OG0015597	XP_038413953.1	XP_026238406.1
OG0015598	XP_038413964.1	XP_026237501.1
OG0015599	XP_038414068.1	XP_026253543.1
OG0015600	XP_038414103.1	XP_026253485.1
OG0015601	XP_038414175.1	XP_026253581.1
OG0015602	XP_038414177.1	XP_026253580.1
OG0015603	XP_038414202.1	XP_026253549.1
OG0015604	XP_038414260.1	XP_026253609.1
OG0015605	XP_038414294.1	XP_026253476.1
OG0015606	XP_038414297.1	XP_026253479.1
OG0015607	XP_038414329.1	XP_026267796.1
OG0015608	XP_038414340.1	XP_026267789.1
OG0015609	XP_038414348.1	XP_026267794.1
OG0015610	XP_038414404.1	XP_026269974.1
OG0015611	XP_038414414.1	XP_026265145.1, XP_026252780.1
OG0015612	XP_038414460.1	XP_026247198.1
OG0015613	XP_038414464.1	XP_026247202.1
OG0015614	XP_038414552.1	XP_026252954.1
OG0015615	XP_038414629.1	XP_026252704.1
OG0015616	XP_038414712.1	XP_026253794.1
OG0015617	XP_038414830.1	XP_026248513.1
OG0015618	XP_038414932.1	XP_026240495.1
OG0015620	XP_038414999.1	XP_026240481.1
OG0015621	XP_038415001.1	XP_026240518.1
OG0015622	XP_038415016.1	XP_026240520.1
OG0015623	XP_038415049.1	XP_026251744.1
OG0015624	XP_038415080.1	XP_026251624.1
OG0015625	XP_038415086.1	XP_026245520.1
OG0015626	XP_038415101.1	XP_026252483.1
OG0015627	XP_038415111.1	XP_026240522.1
OG0015628	XP_038415130.1	XP_026237544.1
OG0015630	XP_038415149.1	XP_026269622.1
OG0015632	XP_038415158.1	XP_026265132.1
OG0015633	XP_038415162.1	XP_026258696.1
OG0015634	XP_038415292.1	XP_026268487.1
OG0015635	XP_038415299.1	XP_026261204.1
OG0015636	XP_038415393.1	XP_026235704.1
OG0015637	XP_038415485.1	XP_026255262.1
OG0015638	XP_038415494.1	XP_026255263.1
OG0015639	XP_038415518.1	XP_026255277.1
OG0015640	XP_038415566.1	XP_026266970.1
OG0015642	XP_038415683.1, XP_038419613.1, XP_038444750.1	XP_026235566.1
OG0015643	XP_038415720.1	XP_026261967.1
OG0015644	XP_038415733.1	XP_026261972.1
OG0015645	XP_038415847.1	XP_026236065.1
OG0015646	XP_038415875.1	XP_026265105.1
OG0015647	XP_038415912.1	XP_026270035.1
OG0015649	XP_038416008.1	XP_026260476.1
OG0015650	XP_038416021.1	XP_026260512.1
OG0015651	XP_038416045.1	XP_026260475.1
OG0015652	XP_038416067.1	XP_026265235.1
OG0015653	XP_038416156.1	XP_026258693.1
OG0015654	XP_038416298.1	XP_026245240.1
OG0015655	XP_038416319.1	XP_026245248.1
OG0015656	XP_038416426.1	XP_026238123.1
OG0015657	XP_038416429.1	XP_026238121.1
OG0015658	XP_038416475.1	XP_026235942.1
OG0015659	XP_038416490.1	XP_026265151.1
OG0015660	XP_038416493.1	XP_026254363.1
OG0015661	XP_038416511.1	XP_026270920.1
OG0015662	XP_038416522.1	XP_026269880.1
OG0015663	XP_038416547.1	XP_026259771.1
OG0015664	XP_038416620.1	XP_026267006.1
OG0015665	XP_038416766.1	XP_026240345.1
OG0015666	XP_038416776.1	XP_026262142.1
OG0015667	XP_038416874.1	XP_026254460.1
OG0015668	XP_038416901.1	XP_026248181.1
OG0015669	XP_038416907.1	XP_026263263.1
OG0015670	XP_038416975.1	XP_026257310.1
OG0015671	XP_038416999.1	XP_026242291.1
OG0015672	XP_038417006.1	XP_026270692.1
OG0015673	XP_038417019.1	XP_026265492.1
OG0015674	XP_038417024.1	XP_026245506.1
OG0015675	XP_038417026.1	XP_026266126.1
OG0015676	XP_038417090.1	XP_026262949.1
OG0015677	XP_038417150.1	XP_026255211.1
OG0015678	XP_038417181.1	XP_026251856.1
OG0015679	XP_038417185.1	XP_026261667.1
OG0015680	XP_038417229.1	XP_026238261.1
OG0015681	XP_038417255.1	XP_026265904.1
OG0015682	XP_038417304.1	XP_026269838.1
OG0015683	XP_038417305.1	XP_026269868.1
OG0015684	XP_038417355.1	XP_026237538.1
OG0015685	XP_038417405.1	XP_026235744.1
OG0015686	XP_038417462.1	XP_026265283.1
OG0015687	XP_038417507.1	XP_026269906.1
OG0015688	XP_038417524.1	XP_026269895.1
OG0015689	XP_038417531.1	XP_026251862.1
OG0015690	XP_038417610.1	XP_026253259.1
OG0015691	XP_038417611.1	XP_026253200.1
OG0015692	XP_038417620.1	XP_026253201.1
OG0015693	XP_038417625.1	XP_026253213.1
OG0015694	XP_038417678.1	XP_026267517.1
OG0015695	XP_038417693.1	XP_026267531.1
OG0015696	XP_038417764.1	XP_026249969.1
OG0015697	XP_038417770.1	XP_026249949.1
OG0015698	XP_038417783.1	XP_026249921.1
OG0015699	XP_038417805.1	XP_026263081.1
OG0015700	XP_038417863.1	XP_026236209.1
OG0015701	XP_038417900.1	XP_026238068.1
OG0015703	XP_038417960.1	XP_026236764.1
OG0015704	XP_038417969.1	XP_026236755.1
OG0015705	XP_038417988.1	XP_026236759.1
OG0015706	XP_038418018.1	XP_026259796.1
OG0015707	XP_038418179.1	XP_026259797.1
OG0015708	XP_038418184.1	XP_026259677.1
OG0015709	XP_038418278.1	XP_026249897.1
OG0015710	XP_038418290.1	XP_026249908.1
OG0015711	XP_038418322.1	XP_026270404.1
OG0015712	XP_038418347.1	XP_026235989.1
OG0015713	XP_038418419.1	XP_026267095.1
OG0015714	XP_038418432.1	XP_026252369.1
OG0015715	XP_038418543.1	XP_026268005.1
OG0015716	XP_038418580.1	XP_026266444.1
OG0015717	XP_038418588.1	XP_026243385.1
OG0015718	XP_038418727.1	XP_026240728.1
OG0015719	XP_038418799.1	XP_026256184.1
OG0015720	XP_038418814.1	XP_026237686.1
OG0015721	XP_038418834.1	XP_026235180.1
OG0015722	XP_038418835.1	XP_026235159.1
OG0015723	XP_038418890.1	XP_026235183.1
OG0015724	XP_038418892.1	XP_026235149.1
OG0015725	XP_038418898.1	XP_026235153.1
OG0015726	XP_038418995.1	XP_026260671.1
OG0015727	XP_038419001.1	XP_026260724.1
OG0015728	XP_038419094.1	XP_026267419.1
OG0015729	XP_038419152.1	XP_026262301.1
OG0015730	XP_038419200.1	XP_026254958.1
OG0015731	XP_038419210.1	XP_026254859.1
OG0015732	XP_038419211.1	XP_026254848.1
OG0015733	XP_038419338.1	XP_026254978.1
OG0015734	XP_038419363.1	XP_026254939.1
OG0015735	XP_038419409.1	XP_026254899.1
OG0015736	XP_038419415.1	XP_026254846.1
OG0015737	XP_038419422.1	XP_026254977.1
OG0015738	XP_038419440.1	XP_026254965.1
OG0015739	XP_038419467.1	XP_026235776.1
OG0015740	XP_038419503.1	XP_026269425.1
OG0015741	XP_038419512.1	XP_026267091.1
OG0015742	XP_038419655.1	XP_026252366.1
OG0015743	XP_038419680.1	XP_026252399.1
OG0015744	XP_038419743.1	XP_026252281.1
OG0015745	XP_038419744.1	XP_026252380.1
OG0015746	XP_038419766.1	XP_026252357.1
OG0015747	XP_038419768.1	XP_026252243.1
OG0015748	XP_038419773.1	XP_026252493.1
OG0015749	XP_038419777.1	XP_026252293.1
OG0015750	XP_038419798.1	XP_026252372.1
OG0015751	XP_038419808.1	XP_026252294.1
OG0015752	XP_038419865.1	XP_026252432.1
OG0015753	XP_038419867.1	XP_026252434.1
OG0015754	XP_038419907.1	XP_026252290.1
OG0015755	XP_038419921.1	XP_026252291.1
OG0015756	XP_038419924.1	XP_026252328.1
OG0015757	XP_038419927.1	XP_026252377.1
OG0015758	XP_038420005.1	XP_026252454.1
OG0015759	XP_038420033.1	XP_026270252.1
OG0015760	XP_038420039.1	XP_026270253.1
OG0015761	XP_038420163.1	XP_026263419.1
OG0015762	XP_038420197.1	XP_026263438.1, XP_026263439.1
OG0015763	XP_038420200.1	XP_026263436.1
OG0015764	XP_038420207.1	XP_026263316.1
OG0015765	XP_038420212.1	XP_026263309.1
OG0015766	XP_038420216.1	XP_026263402.1
OG0015767	XP_038420219.1	XP_026263314.1
OG0015768	XP_038420270.1	XP_026263302.1
OG0015769	XP_038420302.1	XP_026263318.1
OG0015770	XP_038420312.1	XP_026263422.1
OG0015771	XP_038420369.1	XP_026263427.1
OG0015772	XP_038420377.1	XP_026267427.1
OG0015773	XP_038420390.1	XP_026260304.1
OG0015774	XP_038420430.1	XP_026263305.1
OG0015775	XP_038420431.1	XP_026263425.1
OG0015776	XP_038420454.1	XP_026266378.1
OG0015777	XP_038420456.1	XP_026266362.1
OG0015778	XP_038420525.1	XP_026241961.1
OG0015779	XP_038420531.1	XP_026241982.1
OG0015780	XP_038420594.1	XP_026246682.1
OG0015781	XP_038420630.1	XP_026246671.1
OG0015782	XP_038420731.1	XP_026244207.1
OG0015783	XP_038420762.1	XP_026244611.1
OG0015784	XP_038420851.1	XP_026264647.1
OG0015785	XP_038420951.1	XP_026265214.1
OG0015786	XP_038420984.1	XP_026245021.1
OG0015787	XP_038421023.1	XP_026244749.1
OG0015788	XP_038421126.1	XP_026244875.1
OG0015789	XP_038421195.1	XP_026238916.1
OG0015790	XP_038421205.1	XP_026239718.1
OG0015791	XP_038421243.1	XP_026255479.1
OG0015792	XP_038421249.1	XP_026255593.1
OG0015793	XP_038421254.1	XP_026255622.1
OG0015794	XP_038421261.1	XP_026260045.1
OG0015795	XP_038421289.1	XP_026245895.1
OG0015796	XP_038421317.1	XP_026260038.1
OG0015797	XP_038421320.1	XP_026269741.1
OG0015798	XP_038421324.1	XP_026269722.1
OG0015799	XP_038421345.1	XP_026270879.1
OG0015800	XP_038421377.1	XP_026266708.1
OG0015801	XP_038421398.1	XP_026266701.1
OG0015802	XP_038421408.1	XP_026266702.1
OG0015803	XP_038421424.1	XP_026266724.1
OG0015804	XP_038421460.1	XP_026238893.1
OG0015805	XP_038421520.1	XP_026238770.1
OG0015806	XP_038421527.1	XP_026238762.1
OG0015807	XP_038421529.1	XP_026238769.1
OG0015808	XP_038421601.1	XP_026238817.1
OG0015809	XP_038421631.1	XP_026238840.1
OG0015810	XP_038421652.1	XP_026238912.1
OG0015811	XP_038421655.1	XP_026238752.1
OG0015812	XP_038421715.1	XP_026238820.1
OG0015813	XP_038421732.1	XP_026238865.1
OG0015814	XP_038421774.1	XP_026248469.1
OG0015815	XP_038421878.1	XP_026253625.1
OG0015816	XP_038422032.1	XP_026244404.1
OG0015817	XP_038422128.1	XP_026244384.1
OG0015818	XP_038422164.1	XP_026244324.1
OG0015819	XP_038422200.1	XP_026239765.1
OG0015820	XP_038422211.1	XP_026239847.1
OG0015821	XP_038422268.1	XP_026239737.1
OG0015822	XP_038422295.1	XP_026239799.1
OG0015823	XP_038422310.1	XP_026239810.1
OG0015824	XP_038422341.1	XP_026239779.1
OG0015825	XP_038422438.1	XP_026239623.1
OG0015826	XP_038422464.1	XP_026239676.1
OG0015827	XP_038422574.1	XP_026245651.1
OG0015828	XP_038422621.1	XP_026245688.1
OG0015829	XP_038422657.1	XP_026245861.1
OG0015830	XP_038422672.1	XP_026245814.1
OG0015831	XP_038422673.1	XP_026245847.1
OG0015832	XP_038422674.1	XP_026245632.1
OG0015833	XP_038422680.1	XP_026245839.1
OG0015834	XP_038422719.1	XP_026245800.1
OG0015835	XP_038422731.1	XP_026245782.1
OG0015836	XP_038422763.1	XP_026245564.1
OG0015837	XP_038422769.1	XP_026245583.1
OG0015838	XP_038422830.1	XP_026245698.1
OG0015839	XP_038422856.1	XP_026245610.1
OG0015840	XP_038422875.1	XP_026245833.1
OG0015841	XP_038422877.1	XP_026245717.1
OG0015842	XP_038422879.1	XP_026245560.1
OG0015843	XP_038422933.1	XP_026245819.1
OG0015844	XP_038422944.1	XP_026245709.1
OG0015845	XP_038422988.1	XP_026255617.1
OG0015846	XP_038422991.1	XP_026255370.1
OG0015847	XP_038422993.1	XP_026255581.1
OG0015848	XP_038422994.1	XP_026255441.1
OG0015849	XP_038423008.1	XP_026255584.1
OG0015850	XP_038423023.1	XP_026255504.1
OG0015851	XP_038423047.1	XP_026255374.1
OG0015852	XP_038423048.1	XP_026255431.1
OG0015853	XP_038423050.1	XP_026255437.1
OG0015854	XP_038423051.1	XP_026255428.1
OG0015855	XP_038423052.1	XP_026255412.1
OG0015856	XP_038423069.1	XP_026255452.1
OG0015857	XP_038423123.1	XP_026255475.1
OG0015858	XP_038423178.1	XP_026255381.1
OG0015859	XP_038423201.1	XP_026255388.1
OG0015860	XP_038423233.1	XP_026255563.1
OG0015861	XP_038423244.1	XP_026255628.1
OG0015862	XP_038423261.1	XP_026255523.1
OG0015863	XP_038423269.1	XP_026255529.1
OG0015864	XP_038423282.1	XP_026255490.1
OG0015865	XP_038423315.1	XP_026237060.1
OG0015866	XP_038423402.1	XP_026267615.1
OG0015867	XP_038423407.1	XP_026267587.1
OG0015868	XP_038423413.1	XP_026267631.1
OG0015869	XP_038423479.1	XP_026260148.1
OG0015870	XP_038423550.1	XP_026260098.1
OG0015871	XP_038423552.1	XP_026260150.1
OG0015872	XP_038423562.1	XP_026260202.1
OG0015873	XP_038423622.1	XP_026260104.1
OG0015874	XP_038423629.1	XP_026260028.1
OG0015875	XP_038423648.1	XP_026260024.1
OG0015876	XP_038423656.1	XP_026260013.1
OG0015877	XP_038423657.1	XP_026260127.1
OG0015878	XP_038423659.1	XP_026260160.1
OG0015879	XP_038423671.1	XP_026260124.1
OG0015880	XP_038423707.1	XP_026260223.1
OG0015881	XP_038423736.1	XP_026260113.1
OG0015882	XP_038423780.1	XP_026260227.1
OG0015883	XP_038423845.1	XP_026270508.1
OG0015884	XP_038423891.1	XP_026269725.1
OG0015885	XP_038423934.1	XP_026269779.1
OG0015886	XP_038423968.1	XP_026269723.1
OG0015887	XP_038423999.1	XP_026269736.1
OG0015888	XP_038424093.1	XP_026256869.1
OG0015889	XP_038424118.1	XP_026254765.1
OG0015890	XP_038424120.1	XP_026261088.1
OG0015891	XP_038424146.1	XP_026258527.1
OG0015892	XP_038424169.1	XP_026258525.1
OG0015893	XP_038424229.1	XP_026251901.1
OG0015894	XP_038424237.1	XP_026251910.1
OG0015895	XP_038424287.1	XP_026257289.1
OG0015896	XP_038424300.1	XP_026257304.1
OG0015897	XP_038424347.1	XP_026240435.1
OG0015898	XP_038424399.1	XP_026240492.1
OG0015899	XP_038424444.1	XP_026243071.1
OG0015900	XP_038424508.1	XP_026243115.1
OG0015901	XP_038424512.1	XP_026243049.1
OG0015902	XP_038424549.1	XP_026243041.1
OG0015903	XP_038424572.1	XP_026235302.1
OG0015904	XP_038424638.1	XP_026264927.1
OG0015905	XP_038424691.1	XP_026256880.1
OG0015906	XP_038424738.1	XP_026256831.1
OG0015907	XP_038424762.1	XP_026256741.1
OG0015909	XP_038424803.1	XP_026270177.1
OG0015910	XP_038424810.1	XP_026270163.1
OG0015911	XP_038424813.1	XP_026270150.1
OG0015912	XP_038424829.1	XP_026270135.1
OG0015913	XP_038424842.1	XP_026270156.1
OG0015914	XP_038424862.1	XP_026270786.1
OG0015916	XP_038424943.1	XP_026265342.1
OG0015917	XP_038424970.1	XP_026251685.1
OG0015918	XP_038424974.1	XP_026251673.1
OG0015919	XP_038424994.1	XP_026251644.1
OG0015920	XP_038425038.1	XP_026251677.1
OG0015921	XP_038425082.1	XP_026254809.1
OG0015922	XP_038425103.1	XP_026254807.1
OG0015923	XP_038425106.1	XP_026254753.1
OG0015924	XP_038425155.1	XP_026270273.1
OG0015925	XP_038425167.1	XP_026261076.1
OG0015926	XP_038425210.1	XP_026239881.1
OG0015927	XP_038425258.1	XP_026251913.1
OG0015928	XP_038425295.1	XP_026235813.1
OG0015929	XP_038425331.1	XP_026237637.1
OG0015930	XP_038425343.1	XP_026249480.1
OG0015931	XP_038425352.1	XP_026249434.1
OG0015932	XP_038425398.1	XP_026249426.1
OG0015933	XP_038425503.1	XP_026267748.1
OG0015934	XP_038425604.1	XP_026255363.1
OG0015936	XP_038425659.1	XP_026253876.1
OG0015937	XP_038425690.1	XP_026263280.1
OG0015938	XP_038425801.1	XP_026255467.1
OG0015939	XP_038425814.1	XP_026256081.1
OG0015940	XP_038425886.1	XP_026256165.1
OG0015941	XP_038425942.1	XP_026255443.1
OG0015942	XP_038425943.1	XP_026255681.1
OG0015943	XP_038425955.1	XP_026255858.1
OG0015944	XP_038425966.1	XP_026255331.1
OG0015945	XP_038426005.1	XP_026270936.1
OG0015946	XP_038426045.1	XP_026238346.1
OG0015947	XP_038426067.1	XP_026237315.1
OG0015948	XP_038426074.1	XP_026237721.1
OG0015949	XP_038426089.1	XP_026249486.1
OG0015950	XP_038426113.1	XP_026240859.1
OG0015951	XP_038426130.1	XP_026256069.1
OG0015952	XP_038426136.1	XP_026248710.1
OG0015953	XP_038426155.1	XP_026248831.1
OG0015954	XP_038426167.1	XP_026248842.1
OG0015955	XP_038426269.1	XP_026261382.1
OG0015956	XP_038426342.1	XP_026262221.1
OG0015957	XP_038426404.1	XP_026257391.1
OG0015959	XP_038426508.1	XP_026263852.1
OG0015960	XP_038426556.1	XP_026261988.1
OG0015961	XP_038426580.1	XP_026262150.1
OG0015962	XP_038426592.1	XP_026261917.1
OG0015963	XP_038426603.1	XP_026261888.1
OG0015964	XP_038426611.1	XP_026262442.1
OG0015965	XP_038426683.1	XP_026244351.1
OG0015966	XP_038426728.1	XP_026257805.1
OG0015967	XP_038426775.1	XP_026239800.1
OG0015968	XP_038426790.1	XP_026239817.1
OG0015969	XP_038426792.1	XP_026239521.1
OG0015970	XP_038426869.1	XP_026239584.1
OG0015972	XP_038426912.1	XP_026240819.1
OG0015974	XP_038427044.1	XP_026240799.1
OG0015975	XP_038427046.1	XP_026240783.1
OG0015976	XP_038427050.1	XP_026240858.1
OG0015977	XP_038427076.1	XP_026240853.1
OG0015978	XP_038427130.1	XP_026235661.1
OG0015979	XP_038427140.1	XP_026263945.1
OG0015980	XP_038427166.1	XP_026263947.1
