Orthogroup	Canis_lupus_familiaris	Ursus_americanus
OG0013908	XP_038431151.1	XP_045631988.1
OG0013909	XP_038431155.1	XP_045631995.1
OG0013910	XP_038431156.1	XP_045631957.1
OG0013911	XP_038431182.1	XP_045647569.1
OG0013912	XP_038431246.1	XP_045647516.1
OG0013913	XP_038431262.1	XP_045647505.1
OG0013914	XP_038431293.1	XP_045647405.1
OG0013915	XP_038431295.1	XP_045647407.1
OG0013916	XP_038431328.1	XP_045647440.1
OG0013917	XP_038431340.1	XP_045647457.1
OG0013918	XP_038431343.1	XP_045647450.1
OG0013919	XP_038431363.1	XP_045647468.1
OG0013920	XP_038431438.1	XP_045647175.1
OG0013921	XP_038431447.1	XP_045647185.1
OG0013922	XP_038431520.1	XP_045647254.1
OG0013923	XP_038431556.1	XP_045647294.1
OG0013924	XP_038431559.1	XP_045647286.1
OG0013925	XP_038431572.1	XP_045647297.1
OG0013926	XP_038431590.1	XP_045647320.1
OG0013927	XP_038431615.1	XP_045647348.1
OG0013928	XP_038431655.1	XP_045647371.1
OG0013929	XP_038431729.1	XP_045658438.1
OG0013930	XP_038431744.1	XP_045658450.1
OG0013931	XP_038431814.1	XP_045671151.1
OG0013932	XP_038431830.1	XP_045671131.1
OG0013933	XP_038431838.1	XP_045671166.1
OG0013934	XP_038431883.1	XP_045655979.1
OG0013935	XP_038431885.1	XP_045658508.1
OG0013936	XP_038431887.1	XP_045658501.1
OG0013937	XP_038431902.1	XP_045658499.1
OG0013938	XP_038431910.1	XP_045658493.1
OG0013939	XP_038431959.1	XP_045658358.1
OG0013940	XP_038431960.1	XP_045658350.1
OG0013941	XP_038431981.1	XP_045658330.1
OG0013942	XP_038431994.1	XP_045658267.1
OG0013943	XP_038432020.1	XP_045647490.1
OG0013944	XP_038432039.1	XP_045637213.1
OG0013945	XP_038432051.1	XP_045637285.1
OG0013946	XP_038432072.1	XP_045637396.1
OG0013947	XP_038432105.1	XP_045656727.1
OG0013948	XP_038432118.1	XP_045656723.1
OG0013949	XP_038432180.1	XP_045631092.1
OG0013950	XP_038432181.1	XP_045631001.1
OG0013951	XP_038432198.1	XP_045630881.1
OG0013952	XP_038432240.1	XP_045630847.1
OG0013953	XP_038432368.1	XP_045637226.1
OG0013954	XP_038432375.1	XP_045637061.1
OG0013955	XP_038432377.1	XP_045637062.1
OG0013956	XP_038432437.1	XP_045637123.1
OG0013957	XP_038432442.1	XP_045637205.1
OG0013958	XP_038432443.1	XP_045637145.1
OG0013959	XP_038432473.1	XP_045637108.1
OG0013960	XP_038432479.1	XP_045637295.1
OG0013961	XP_038432492.1	XP_045637208.1
OG0013962	XP_038432502.1	XP_045637044.1
OG0013963	XP_038432540.1	XP_045637248.1
OG0013964	XP_038432553.1	XP_045637276.1
OG0013965	XP_038432564.1	XP_045637259.1
OG0013966	XP_038432583.1	XP_045637025.1
OG0013967	XP_038432584.1	XP_045637026.1
OG0013968	XP_038432587.1	XP_045637260.1
OG0013969	XP_038432609.1	XP_045637077.1
OG0013970	XP_038432610.1	XP_045637282.1
OG0013971	XP_038432630.1	XP_045637173.1
OG0013972	XP_038432728.1	XP_045637456.1
OG0013973	XP_038432772.1	XP_045637405.1
OG0013974	XP_038432799.1	XP_045637347.1
OG0013975	XP_038432859.1	XP_045637338.1, XP_045637337.1
OG0013976	XP_038432901.1	XP_045637367.1
OG0013977	XP_038432982.1	XP_045667714.1
OG0013978	XP_038433049.1	XP_045667730.1
OG0013979	XP_038433050.1	XP_045667830.1
OG0013980	XP_038433053.1	XP_045667844.1
OG0013981	XP_038433098.1	XP_045667732.1
OG0013982	XP_038433103.1	XP_045667756.1
OG0013983	XP_038433120.1	XP_045667846.1
OG0013984	XP_038433150.1	XP_045667883.1
OG0013985	XP_038433175.1	XP_045632481.1
OG0013986	XP_038433181.1	XP_045632469.1
OG0013987	XP_038433206.1	XP_045632475.1
OG0013988	XP_038433253.1	XP_045657219.1
OG0013989	XP_038433329.1	XP_045657194.1
OG0013990	XP_038433341.1	XP_045656784.1
OG0013991	XP_038433345.1	XP_045657175.1
OG0013992	XP_038433391.1	XP_045657152.1
OG0013993	XP_038433440.1	XP_045657106.1
OG0013994	XP_038433475.1	XP_045656764.1
OG0013995	XP_038433497.1	XP_045657077.1
OG0013996	XP_038433515.1	XP_045657063.1
OG0013997	XP_038433521.1	XP_045657068.1
OG0013998	XP_038433537.1	XP_045657054.1
OG0013999	XP_038433554.1	XP_045657036.1
OG0014000	XP_038433556.1	XP_045657042.1
OG0014001	XP_038433566.1	XP_045656694.1
OG0014002	XP_038433590.1	XP_045657010.1
OG0014003	XP_038433595.1	XP_045657005.1
OG0014004	XP_038433608.1	XP_045656994.1
OG0014005	XP_038433629.1	XP_045656983.1
OG0014006	XP_038433640.1	XP_045656968.1
OG0014007	XP_038433651.1	XP_045656957.1
OG0014008	XP_038433665.1	XP_045656944.1
OG0014009	XP_038433669.1	XP_045656686.1
OG0014010	XP_038433672.1	XP_045656728.1
OG0014011	XP_038433673.1	XP_045656923.1
OG0014012	XP_038433676.1	XP_045656929.1
OG0014013	XP_038433762.1	XP_045656838.1
OG0014014	XP_038433764.1	XP_045656839.1
OG0014015	XP_038433797.1	XP_045656797.1
OG0014016	XP_038433808.1	XP_045656787.1
OG0014017	XP_038433873.1	XP_045666031.1
OG0014018	XP_038433875.1	XP_045640938.1
OG0014020	XP_038433921.1	XP_045665939.1
OG0014021	XP_038433940.1	XP_045665934.1
OG0014022	XP_038433949.1	XP_045665853.1
OG0014023	XP_038433965.1	XP_045665860.1
OG0014024	XP_038433972.1	XP_045665918.1
OG0014025	XP_038433984.1	XP_045665889.1
OG0014026	XP_038434096.1	XP_045666020.1
OG0014027	XP_038434103.1	XP_045665944.1
OG0014028	XP_038434125.1	XP_045665875.1
OG0014029	XP_038434126.1	XP_045665954.1
OG0014030	XP_038434129.1	XP_045665964.1
OG0014031	XP_038434141.1	XP_045665887.1
OG0014032	XP_038434158.1	XP_045665958.1
OG0014033	XP_038434160.1	XP_045666008.1
OG0014034	XP_038434215.1	XP_045641011.1
OG0014035	XP_038434222.1	XP_045641036.1
OG0014036	XP_038434313.1	XP_045641033.1
OG0014037	XP_038434317.1	XP_045640936.1
OG0014038	XP_038434318.1	XP_045640930.1
OG0014039	XP_038434333.1	XP_045640929.1
OG0014040	XP_038434345.1	XP_045640913.1
OG0014041	XP_038434383.1	XP_045640779.1
OG0014042	XP_038434429.1	XP_045640387.1
OG0014043	XP_038434436.1	XP_045658810.1
OG0014044	XP_038434460.1	XP_045658837.1
OG0014045	XP_038434469.1	XP_045658846.1
OG0014046	XP_038434478.1	XP_045658850.1
OG0014047	XP_038434490.1	XP_045658783.1
OG0014048	XP_038434509.1	XP_045658889.1
OG0014049	XP_038434518.1	XP_045658912.1
OG0014050	XP_038434575.1	XP_045658941.1
OG0014051	XP_038434585.1	XP_045658963.1
OG0014052	XP_038434595.1	XP_045658975.1
OG0014053	XP_038434608.1	XP_045658984.1
OG0014054	XP_038434609.1	XP_045658985.1
OG0014055	XP_038434698.1	XP_045659039.1
OG0014056	XP_038434737.1	XP_045659091.1
OG0014057	XP_038434758.1	XP_045659125.1
OG0014058	XP_038434767.1	XP_045658791.1
OG0014059	XP_038434785.1	XP_045659157.1
OG0014060	XP_038434815.1	XP_045659171.1
OG0014061	XP_038434828.1	XP_045659180.1
OG0014062	XP_038434863.1	XP_045659201.1
OG0014063	XP_038434865.1	XP_045659202.1
OG0014064	XP_038434891.1	XP_045659223.1
OG0014065	XP_038434895.1	XP_045659237.1
OG0014067	XP_038434906.1	XP_045659264.1
OG0014068	XP_038434935.1	XP_045671699.1
OG0014069	XP_038434948.1	XP_045665297.1
OG0014070	XP_038434973.1	XP_045628585.1
OG0014071	XP_038434998.1	XP_045665492.1
OG0014072	XP_038435004.1	XP_045665474.1
OG0014073	XP_038435009.1	XP_045665486.1
OG0014074	XP_038435038.1	XP_045665464.1
OG0014075	XP_038435068.1	XP_045665436.1
OG0014076	XP_038435074.1	XP_045665503.1
OG0014077	XP_038435078.1	XP_045665432.1
OG0014078	XP_038435116.1	XP_045665327.1
OG0014079	XP_038435174.1	XP_045666152.1
OG0014080	XP_038435180.1	XP_045661598.1
OG0014081	XP_038435189.1	XP_045661861.1
OG0014082	XP_038435201.1	XP_045645119.1
OG0014083	XP_038435211.1	XP_045645052.1
OG0014084	XP_038435231.1	XP_045645046.1
OG0014085	XP_038435292.1	XP_045645010.1
OG0014086	XP_038435294.1	XP_045645006.1
OG0014087	XP_038435304.1	XP_045644990.1
OG0014088	XP_038435311.1	XP_045644981.1
OG0014089	XP_038435312.1	XP_045644983.1
OG0014090	XP_038435324.1	XP_045644974.1
OG0014091	XP_038435349.1	XP_045644958.1
OG0014092	XP_038435355.1	XP_045644957.1
OG0014093	XP_038435356.1	XP_045644955.1
OG0014094	XP_038435372.1	XP_045656649.1
OG0014095	XP_038435376.1	XP_045644935.1
OG0014096	XP_038435402.1	XP_045666096.1
OG0014097	XP_038435406.1	XP_045666093.1
OG0014098	XP_038435429.1	XP_045666146.1
OG0014099	XP_038435444.1	XP_045666121.1
OG0014100	XP_038435499.1	XP_045662047.1
OG0014101	XP_038435507.1	XP_045661600.1
OG0014102	XP_038435508.1	XP_045662030.1
OG0014103	XP_038435517.1	XP_045662031.1
OG0014104	XP_038444283.1, XP_038435535.1	XP_045662018.1
OG0014105	XP_038435588.1	XP_045661999.1
OG0014106	XP_038435593.1	XP_045661995.1
OG0014107	XP_038435604.1	XP_045661983.1
OG0014108	XP_038435645.1	XP_045661955.1
OG0014109	XP_038435648.1	XP_045661951.1
OG0014110	XP_038435651.1	XP_045661949.1
OG0014111	XP_038435652.1	XP_045661946.1
OG0014112	XP_038435655.1	XP_045661595.1
OG0014113	XP_038435661.1	XP_045661938.1
OG0014114	XP_038435701.1	XP_045661900.1
OG0014115	XP_038435710.1	XP_045661897.1
OG0014116	XP_038435744.1	XP_045661862.1
OG0014117	XP_038435802.1	XP_045628422.1
OG0014118	XP_038435803.1	XP_045626937.1
OG0014119	XP_038435820.1	XP_045651262.1
OG0014120	XP_038435821.1	XP_045651200.1
OG0014121	XP_038435826.1	XP_045671615.1
OG0014122	XP_038435838.1	XP_045671738.1
OG0014123	XP_038435943.1	XP_045672072.1
OG0014124	XP_038435958.1	XP_045672233.1
OG0014125	XP_038435972.1	XP_045626490.1
OG0014126	XP_038436005.1	XP_045626772.1
OG0014127	XP_038436048.1	XP_045627072.1
OG0014128	XP_038436073.1	XP_045627302.1
OG0014129	XP_038436102.1	XP_045627437.1
OG0014130	XP_038436115.1	XP_045627577.1
OG0014131	XP_038436133.1	XP_045627763.1
OG0014132	XP_038436146.1	XP_045628046.1
OG0014133	XP_038436197.1	XP_045628121.1
OG0014134	XP_038436200.1	XP_045628185.1
OG0014135	XP_038436215.1	XP_045628306.1
OG0014136	XP_038436221.1	XP_045668230.1
OG0014137	XP_038436229.1	XP_045668227.1
OG0014138	XP_038436235.1	XP_045668224.1
OG0014139	XP_038436322.1	XP_045668126.1
OG0014140	XP_038436332.1	XP_045667984.1
OG0014141	XP_038436346.1	XP_045668115.1
OG0014142	XP_038436348.1	XP_045668127.1
OG0014143	XP_038436383.1	XP_045668120.1
OG0014144	XP_038436385.1	XP_045668111.1
OG0014145	XP_038436412.1	XP_045668015.1
OG0014146	XP_038436413.1	XP_045646936.1
OG0014147	XP_038436430.1	XP_045645423.1
OG0014148	XP_038436486.1	XP_045641488.1
OG0014150	XP_038436638.1	XP_045666658.1
OG0014151	XP_038436691.1	XP_045666640.1
OG0014152	XP_038436718.1	XP_045666671.1
OG0014153	XP_038436719.1	XP_045666796.1
OG0014154	XP_038436729.1	XP_045666694.1
OG0014155	XP_038436740.1	XP_045666659.1
OG0014156	XP_038436747.1	XP_045666619.1
OG0014157	XP_038436752.1	XP_045666684.1
OG0014158	XP_038436782.1	XP_045666636.1
OG0014159	XP_038436806.1	XP_045651225.1
OG0014160	XP_038436857.1	XP_045651203.1
OG0014161	XP_038436920.1	XP_045651252.1
OG0014162	XP_038436960.1	XP_045651116.1
OG0014163	XP_038436964.1	XP_045651104.1
OG0014164	XP_038436974.1	XP_045651094.1
OG0014165	XP_038437028.1	XP_045628335.1
OG0014166	XP_038437031.1	XP_045628080.1
OG0014167	XP_038437034.1	XP_045668033.1
OG0014168	XP_038437035.1	XP_045668048.1
OG0014169	XP_038437038.1	XP_045666761.1
OG0014170	XP_038437074.1	XP_045641660.1
OG0014171	XP_038437076.1	XP_045641662.1
OG0014172	XP_038437079.1	XP_045632300.1
OG0014173	XP_038437080.1	XP_045632915.1
OG0014174	XP_038437087.1	XP_045632923.1
OG0014175	XP_038437091.1	XP_045641361.1
OG0014176	XP_038437120.1	XP_045641378.1
OG0014177	XP_038437148.1	XP_045641396.1
OG0014178	XP_038437195.1	XP_045641670.1
OG0014179	XP_038437213.1	XP_045641438.1
OG0014180	XP_038437225.1	XP_045641451.1
OG0014181	XP_038437396.1	XP_045669476.1
OG0014182	XP_038437397.1	XP_045669441.1
OG0014183	XP_038437403.1	XP_045669459.1
OG0014184	XP_038437434.1	XP_045669500.1
OG0014185	XP_038437458.1	XP_045669493.1
OG0014186	XP_038437464.1	XP_045669492.1
OG0014187	XP_038437487.1	XP_045630156.1
OG0014188	XP_038437508.1	XP_045630101.1
OG0014189	XP_038437524.1	XP_045630133.1
OG0014190	XP_038437540.1	XP_045630160.1
OG0014191	XP_038437543.1	XP_045630113.1
OG0014192	XP_038437565.1	XP_045632314.1
OG0014193	XP_038437593.1	XP_045632869.1
OG0014194	XP_038437623.1	XP_045632859.1
OG0014195	XP_038437627.1	XP_045632857.1
OG0014196	XP_038437698.1	XP_045655043.1
OG0014197	XP_038437704.1	XP_045655040.1
OG0014198	XP_038437734.1	XP_045655084.1
OG0014199	XP_038437797.1	XP_045655093.1
OG0014200	XP_038437817.1	XP_045655099.1
OG0014201	XP_038437836.1, XP_038437837.1	XP_045654618.1
OG0014202	XP_038437874.1	XP_045655155.1
OG0014203	XP_038437894.1	XP_045655168.1
OG0014204	XP_038437931.1	XP_045648661.1
OG0014205	XP_038437951.1	XP_045649655.1
OG0014206	XP_038437958.1	XP_045648398.1
OG0014207	XP_038437968.1, XP_038437967.1	XP_045648375.1
OG0014208	XP_038438112.1	XP_045649155.1
OG0014209	XP_038438122.1	XP_045647158.1
OG0014210	XP_038438169.1	XP_045646783.1
OG0014211	XP_038438183.1	XP_045646762.1
OG0014212	XP_038438221.1	XP_045646297.1
OG0014213	XP_038438285.1	XP_045646007.1
OG0014214	XP_038438328.1	XP_045645899.1
OG0014215	XP_038438358.1	XP_045645597.1
OG0014216	XP_038438413.1	XP_045668621.1
OG0014217	XP_038438438.1	XP_045641357.1
OG0014218	XP_038438463.1	XP_045641349.1
OG0014219	XP_038438485.1	XP_045641338.1
OG0014220	XP_038438596.1	XP_045641301.1
OG0014221	XP_038438611.1	XP_045641259.1
OG0014222	XP_038438650.1	XP_045641222.1
OG0014223	XP_038438674.1	XP_045641214.1
OG0014224	XP_038438679.1	XP_045641196.1
OG0014225	XP_038438680.1	XP_045641557.1
OG0014226	XP_038438723.1	XP_045641189.1
OG0014227	XP_038438737.1	XP_045641156.1
OG0014228	XP_038438741.1	XP_045641145.1
OG0014229	XP_038438749.1	XP_045641134.1
OG0014230	XP_038438772.1	XP_045641115.1
OG0014231	XP_038438795.1	XP_045641579.1
OG0014232	XP_038438854.1	XP_045641083.1
OG0014233	XP_038438886.1	XP_045641045.1
OG0014234	XP_038438919.1	XP_045668683.1
OG0014235	XP_038438975.1	XP_045668488.1
OG0014236	XP_038438985.1	XP_045668567.1
OG0014237	XP_038438994.1	XP_045668716.1
OG0014238	XP_038439008.1	XP_045668629.1
OG0014239	XP_038439062.1	XP_045668552.1
OG0014240	XP_038439159.1	XP_045668449.1
OG0014241	XP_038439161.1	XP_045668447.1
OG0014242	XP_038439165.1	XP_045668709.1
OG0014243	XP_038439206.1	XP_045667155.1
OG0014244	XP_038439211.1	XP_045667161.1
OG0014245	XP_038439269.1	XP_045651880.1
OG0014246	XP_038439287.1	XP_045663961.1
OG0014247	XP_038439312.1	XP_045664010.1
OG0014248	XP_038439317.1	XP_045663992.1
OG0014249	XP_038439347.1	XP_045644658.1
OG0014250	XP_038439387.1	XP_045644671.1
OG0014251	XP_038439430.1	XP_045632597.1
OG0014252	XP_038439449.1	XP_045632578.1
OG0014253	XP_038439451.1	XP_045632571.1
OG0014254	XP_038439459.1	XP_045632613.1
OG0014255	XP_038439486.1	XP_045632547.1
OG0014256	XP_038439504.1	XP_045632634.1
OG0014257	XP_038439546.1	XP_045632593.1
OG0014258	XP_038439620.1	XP_045667169.1
OG0014259	XP_038439636.1	XP_045667209.1
OG0014260	XP_038439651.1	XP_045668612.1
OG0014261	XP_038439694.1, XP_038439693.1	XP_045667457.1
OG0014262	XP_038439725.1	XP_045644684.1
OG0014263	XP_038439779.1	XP_045644574.1
OG0014264	XP_038439784.1	XP_045644576.1
OG0014265	XP_038439798.1	XP_045644584.1
OG0014266	XP_038439807.1	XP_045644588.1
OG0014267	XP_038439816.1	XP_045644595.1
OG0014268	XP_038439824.1	XP_045644602.1
OG0014269	XP_038439837.1	XP_045644612.1
OG0014270	XP_038439847.1	XP_045644700.1
OG0014271	XP_038439880.1	XP_045651886.1
OG0014272	XP_038439892.1	XP_045656435.1
OG0014273	XP_038440027.1	XP_045667632.1
OG0014274	XP_038440028.1	XP_045667475.1
OG0014275	XP_038440054.1	XP_045667550.1
OG0014276	XP_038440065.1	XP_045667516.1
OG0014277	XP_038440095.1	XP_045667561.1
OG0014278	XP_038440099.1	XP_045667597.1
OG0014279	XP_038440100.1	XP_045667635.1
OG0014280	XP_038440135.1	XP_045667642.1
OG0014281	XP_038440210.1	XP_045656465.1
OG0014282	XP_038440211.1	XP_045656464.1
OG0014283	XP_038440214.1	XP_045656459.1
OG0014284	XP_038440215.1	XP_045656462.1
OG0014285	XP_038440233.1	XP_045656436.1
OG0014287	XP_038440382.1	XP_045656612.1
OG0014288	XP_038440441.1	XP_045662102.1
OG0014289	XP_038440442.1	XP_045662110.1
OG0014290	XP_038440443.1	XP_045662118.1
OG0014291	XP_038440444.1	XP_045662157.1
OG0014292	XP_038440450.1	XP_045662655.1
OG0014293	XP_038440486.1	XP_045637406.1
OG0014294	XP_038440582.1	XP_045636779.1
OG0014295	XP_038440590.1	XP_045636761.1
OG0014296	XP_038440593.1	XP_045636725.1
OG0014297	XP_038440603.1	XP_045636687.1
OG0014298	XP_038440605.1	XP_045636570.1
OG0014299	XP_038440614.1	XP_045636665.1
OG0014300	XP_038440645.1	XP_045636433.1
OG0014301	XP_038440650.1	XP_045636419.1
OG0014302	XP_038440656.1	XP_045636348.1
OG0014303	XP_038440680.1	XP_045636216.1
OG0014304	XP_038440681.1	XP_045636200.1
OG0014305	XP_038440683.1	XP_045636186.1
OG0014306	XP_038440710.1	XP_045636047.1
OG0014307	XP_038440717.1	XP_045636013.1
OG0014308	XP_038440735.1	XP_045635962.1
OG0014309	XP_038440736.1	XP_045635951.1
OG0014310	XP_038440758.1	XP_045635891.1
OG0014311	XP_038440805.1	XP_045656290.1
OG0014312	XP_038440813.1	XP_045656283.1
OG0014313	XP_038440834.1	XP_045656267.1
OG0014314	XP_038440868.1	XP_045662127.1
OG0014315	XP_038440895.1	XP_045662160.1
OG0014316	XP_038440916.1	XP_045662191.1
OG0014317	XP_038440951.1	XP_045662203.1
OG0014318	XP_038440963.1	XP_045662211.1
OG0014319	XP_038440977.1	XP_045662225.1
OG0014320	XP_038440990.1	XP_045662233.1
OG0014321	XP_038441024.1, XP_038441023.1	XP_045662104.1
OG0014322	XP_038441040.1	XP_045662640.1
OG0014323	XP_038441067.1	XP_045662283.1
OG0014324	XP_038441070.1	XP_045662290.1
OG0014325	XP_038441125.1	XP_045662316.1
OG0014326	XP_038441158.1	XP_045662334.1
OG0014327	XP_038441159.1	XP_045662335.1
OG0014328	XP_038441193.1	XP_045662355.1
OG0014329	XP_038441210.1	XP_045662371.1
OG0014330	XP_038441319.1	XP_045662477.1
OG0014331	XP_038441335.1	XP_045662486.1
OG0014332	XP_038441350.1	XP_045662480.1
OG0014333	XP_038441413.1	XP_045662489.1
OG0014334	XP_038441484.1	XP_045662549.1
OG0014335	XP_038441501.1	XP_045662559.1
OG0014336	XP_038441513.1	XP_045662569.1
OG0014337	XP_038441522.1	XP_045662577.1
OG0014338	XP_038441580.1	XP_045662608.1
OG0014339	XP_038441605.1	XP_045662098.1
OG0014340	XP_038441606.1	XP_045662626.1
OG0014341	XP_038441644.1	XP_045633465.1
OG0014342	XP_038441649.1	XP_045633486.1
OG0014343	XP_038441652.1	XP_045633576.1
OG0014344	XP_038441694.1	XP_045633556.1
OG0014345	XP_038441700.1	XP_045633564.1
OG0014346	XP_038441701.1	XP_045633555.1
OG0014347	XP_038441720.1	XP_045633606.1
OG0014348	XP_038441747.1	XP_045633534.1
OG0014349	XP_038441786.1	XP_045633488.1
OG0014350	XP_038441797.1	XP_045631216.1
OG0014351	XP_038441805.1	XP_045631267.1
OG0014352	XP_038441806.1	XP_045631222.1
OG0014353	XP_038441810.1	XP_045631274.1
OG0014354	XP_038441813.1	XP_045667126.1
OG0014355	XP_038441816.1	XP_045667149.1
OG0014356	XP_038441835.1	XP_045633524.1
OG0014357	XP_038441844.1	XP_045665609.1
OG0014358	XP_038441855.1	XP_045640474.1
OG0014359	XP_038441857.1	XP_045640239.1
OG0014360	XP_038441940.1	XP_045643495.1
OG0014361	XP_038441942.1	XP_045643497.1
OG0014362	XP_038442014.1	XP_045643443.1
OG0014363	XP_038442025.1	XP_045665518.1
OG0014364	XP_038442044.1	XP_045665678.1, XP_045665677.1
OG0014365	XP_038442052.1	XP_045665545.1
OG0014366	XP_038442104.1	XP_045665594.1
OG0014367	XP_038442136.1	XP_045665618.1
OG0014368	XP_038442166.1	XP_045665643.1
OG0014369	XP_038442184.1	XP_045665661.1
OG0014370	XP_038442188.1	XP_045665532.1
OG0014371	XP_038442209.1	XP_045640339.1
OG0014372	XP_038442219.1	XP_045640230.1
OG0014373	XP_038442225.1	XP_045639943.1
OG0014374	XP_038442303.1	XP_045640261.1
OG0014375	XP_038442308.1	XP_045640240.1
OG0014376	XP_038442319.1	XP_045640286.1
OG0014377	XP_038442356.1	XP_045643519.1
OG0014378	XP_038442365.1	XP_045665660.1
OG0014379	XP_038442393.1	XP_045669614.1
OG0014380	XP_038442444.1	XP_045646821.1
OG0014381	XP_038442453.1	XP_045634944.1
OG0014382	XP_038442508.1	XP_045661745.1, XP_045661746.1
OG0014383	XP_038442542.1	XP_045646377.1
OG0014385	XP_038442577.1	XP_045646460.1
OG0014386	XP_038442590.1	XP_045646652.1
OG0014387	XP_038442630.1	XP_045669559.1
OG0014388	XP_038442636.1	XP_045669618.1
OG0014389	XP_038442642.1	XP_045669593.1
OG0014390	XP_038442657.1	XP_045669578.1
OG0014391	XP_038442709.1	XP_045669615.1
OG0014392	XP_038442760.1	XP_045656641.1
OG0014393	XP_038442771.1	XP_045656636.1
OG0014394	XP_038442803.1	XP_045661023.1
OG0014395	XP_038442807.1	XP_045661034.1
OG0014396	XP_038442826.1	XP_045633967.1
OG0014397	XP_038442834.1	XP_045633942.1
OG0014398	XP_038442892.1	XP_045633984.1
OG0014399	XP_038442917.1	XP_045660006.1
OG0014400	XP_038442933.1	XP_045657229.1
OG0014401	XP_038442941.1	XP_045657239.1
OG0014402	XP_038442983.1	XP_045660942.1
OG0014403	XP_038443725.1, XP_038443012.1	XP_045660972.1
OG0014405	XP_038443032.1	XP_045643071.1
OG0014406	XP_038443086.1	XP_045646419.1
OG0014407	XP_038443094.1	XP_045631673.1
OG0014408	XP_038443137.1	XP_045653462.1
OG0014409	XP_038443161.1	XP_045646397.1
OG0014410	XP_038443217.1	XP_045659576.1
OG0014411	XP_038443243.1	XP_045646826.1
OG0014412	XP_038443246.1	XP_045646830.1
OG0014413	XP_038443277.1	XP_045646347.1
OG0014414	XP_038443286.1	XP_045646350.1
OG0014415	XP_038443306.1	XP_045660894.1
OG0014416	XP_038443356.1	XP_045660904.1
OG0014417	XP_038443364.1	XP_045660908.1
OG0014418	XP_038443414.1	XP_045655321.1
OG0014419	XP_038443422.1	XP_045655312.1
OG0014420	XP_038443505.1	XP_045652644.1
OG0014421	XP_038443509.1	XP_045651908.1
OG0014422	XP_038443525.1	XP_045660378.1
OG0014424	XP_038443648.1	XP_045652649.1
OG0014425	XP_038443666.1	XP_045655393.1
OG0014426	XP_038443682.1	XP_045655284.1
OG0014427	XP_038443684.1	XP_045657261.1
OG0014428	XP_038443694.1	XP_045657256.1
OG0014429	XP_038443716.1	XP_045661119.1
OG0014430	XP_038443752.1	XP_045661054.1
OG0014431	XP_038443777.1	XP_045661106.1
OG0014432	XP_038443903.1	XP_045635347.1
OG0014433	XP_038443905.1	XP_045661021.1
OG0014434	XP_038443999.1	XP_045661000.1
OG0014435	XP_038444034.1, XP_038444035.1	XP_045632492.1
OG0014436	XP_038444037.1	XP_045659786.1
OG0014437	XP_038444052.1	XP_045635343.1
OG0014438	XP_038444083.1	XP_045655206.1
OG0014439	XP_038444107.1	XP_045646645.1
OG0014440	XP_038444110.1	XP_045643409.1
OG0014441	XP_038444121.1	XP_045643402.1, XP_045671365.1
OG0014442	XP_038444135.1	XP_045670804.1
OG0014443	XP_038444139.1	XP_045670771.1
OG0014444	XP_038444186.1	XP_045659995.1
OG0014445	XP_038444219.1	XP_045649776.1
OG0014447	XP_038444354.1	XP_045646368.1
OG0014448	XP_038444361.1	XP_045660961.1
OG0014449	XP_038444401.1	XP_045645151.1
OG0014450	XP_038444589.1	XP_045658371.1
OG0014451	XP_038444607.1	XP_045644431.1
OG0014452	XP_038444635.1	XP_045646653.1
OG0014453	XP_038444640.1	XP_045646661.1
OG0014454	XP_038444742.1	XP_045659565.1
OG0014456	XP_038444765.1	XP_045628663.1
OG0014457	XP_038444767.1	XP_045651924.1
OG0014508	NP_001002935.1	XP_045664835.1
OG0014509	NP_001002952.1	XP_045660067.1
OG0014510	NP_001002956.1	XP_045667648.1
OG0014511	NP_001002968.1	XP_045668745.1
OG0014512	NP_001002978.1	XP_045670354.1
OG0014513	NP_001002981.1	XP_045646363.1
OG0014514	NP_001002990.1	XP_045630159.1
OG0014515	NP_001003001.1	XP_045646426.1
OG0014516	NP_001003008.1	XP_045652124.1
OG0014517	NP_001003018.2	XP_045657318.1
OG0014518	NP_001003030.1	XP_045661597.1
OG0014519	NP_001003045.1	XP_045644930.1
OG0014520	NP_001003046.1	XP_045654591.1
OG0014521	NP_001003068.1	XP_045663505.1
OG0014522	NP_001003113.1	XP_045652565.1
OG0014523	NP_001003130.1	XP_045648876.1
OG0014524	NP_001003139.1	XP_045628564.1
OG0014525	NP_001003174.1	XP_045645905.1
OG0014526	NP_001003185.1	XP_045646666.1
OG0014527	NP_001003187.1	XP_045649191.1
OG0014528	NP_001003221.1	XP_045642339.1
OG0014529	NP_001003233.1	XP_045637411.1
OG0014530	NP_001003244.4	XP_045651699.1
OG0014531	NP_001003276.1	XP_045666588.1
OG0014532	NP_001003283.2	XP_045653490.1
OG0014533	NP_001003292.1	XP_045648102.1
OG0014534	NP_001003321.1	XP_045638011.1
OG0014535	NP_001003347.1	XP_045654594.1
OG0014536	NP_001003356.2	XP_045663937.1
OG0014537	NP_001003390.1	XP_045670569.1
OG0014538	NP_001005253.1	XP_045642227.1
OG0014539	NP_001005870.1	XP_045652711.1
OG0014540	NP_001006650.1	XP_045667545.1
OG0014541	NP_001006954.1	XP_045632756.1
OG0014542	NP_001008277.1	XP_045668409.1
OG0014543	NP_001010944.1	XP_045627848.1
OG0014544	NP_001010949.1	XP_045645873.1
