Orthogroup	Canis_lupus_familiaris	Loxodonta_africana
OG0014529	NP_001003233.1	XP_023409935.1
OG0014530	NP_001003244.4	XP_023397130.1
OG0014531	NP_001003276.1	XP_003418421.1
OG0014532	NP_001003283.2	XP_003414933.1
OG0014533	NP_001003292.1	XP_003404679.1
OG0014534	NP_001003321.1	XP_010591342.1
OG0014535	NP_001003347.1	XP_023404271.1
OG0014536	NP_001003356.2	XP_003408837.1
OG0014537	NP_001003390.1	XP_003417303.1
OG0014539	NP_001005870.1	XP_023403031.1
OG0014540	NP_001006650.1	XP_010594493.1
OG0014541	NP_001006954.1	XP_003411719.1
OG0014542	NP_001008277.1	NP_001267787.1
OG0014543	NP_001010944.1	XP_003415366.1
OG0014544	NP_001010949.1	XP_003414260.1
OG0014545	NP_001011886.1	XP_010589622.2
OG0014546	NP_001011887.2	XP_010591024.2
OG0014547	NP_001012663.1	XP_003414758.1
OG0014548	NP_001012664.1	XP_003411430.1
OG0014549	NP_001013437.1	XP_023400245.1
OG0014550	NP_001013866.1	XP_003406626.1
OG0014551	NP_001013869.1	XP_010590566.1
OG0014552	NP_001014303.1	XP_003416973.1
OG0014553	NP_001014397.1	XP_003422263.1
OG0014554	NP_001017521.1	XP_010600752.1, XP_023398038.1
OG0014555	NP_001018645.1	XP_010598753.1
OG0014557	NP_001026991.1	XP_023407612.1
OG0014558	NP_001038214.1	NP_001290189.1, XP_003405989.2
OG0014559	NP_001041481.1	XP_003405063.1
OG0014560	NP_001041495.2	XP_023409728.1
OG0014561	NP_001041559.2	XP_023414152.1
OG0014562	NP_001041581.1	XP_003410541.1
OG0014563	NP_001041583.1	XP_003404649.1
OG0014564	NP_001041592.1	XP_010598913.2
OG0014565	NP_001041599.1	XP_003419338.3
OG0014566	NP_001071055.1	XP_003417420.1
OG0014567	NP_001074193.1	XP_003406321.1
OG0014568	NP_001074367.1	XP_003419079.2
OG0014569	NP_001074368.1	XP_023411894.1
OG0014571	NP_001077101.1	XP_003421585.1
OG0014572	NP_001091016.2	XP_023407790.1
OG0014573	NP_001091025.1	XP_023412494.1
OG0014574	NP_001091450.1	XP_003421125.1
OG0014575	NP_001095303.1	XP_023402333.1
OG0014576	NP_001098429.1	XP_003416737.2
OG0014577	NP_001106928.1	XP_003404161.1
OG0014579	NP_001107768.1	XP_003414021.1
OG0014581	NP_001108229.1	XP_023408621.1
OG0014582	NP_001108484.1	XP_023414423.1
OG0014583	NP_001108486.1	XP_010597036.2
OG0014584	NP_001108591.1	XP_010588107.2
OG0014585	NP_001116074.1	XP_023415142.1
OG0014586	NP_001124522.1	XP_003407487.1
OG0014587	NP_001128423.1	XP_023403075.1
OG0014588	NP_001128597.1	XP_003414743.1
OG0014589	NP_001131075.1	XP_023398389.1
OG0014590	NP_001138592.1	XP_003408772.1
OG0014591	NP_001138642.1	XP_003408289.2
OG0014592	NP_001138703.1	XP_010598143.1
OG0014593	NP_001138972.1	XP_010598063.2
OG0014594	NP_001138977.1	XP_023401407.1
OG0014595	NP_001139463.1	XP_010586529.1
OG0014596	NP_001139649.1	XP_010586278.1
OG0014597	NP_001152798.1	XP_010593582.1
OG0014598	NP_001157660.1	XP_010587139.2
OG0014599	NP_001159350.1	XP_023402789.1
OG0014600	NP_001161886.1	XP_003412364.1
OG0014601	NP_001161932.1, XP_038438974.1	XP_003413007.1
OG0014602	NP_001162159.1	XP_003407274.2
OG0014603	NP_001165244.2	XP_010584854.2
OG0014604	NP_001181906.1	XP_023409701.1
OG0014605	NP_001182077.1	XP_023409578.1
OG0014606	NP_001182080.1	XP_003422854.1
OG0014607	NP_001182763.1, XP_038445008.1	XP_003418602.1
OG0014608	NP_001183981.1	XP_003419958.1
OG0014609	NP_001184240.1	XP_003405750.1
OG0014610	NP_001185717.1	XP_003415582.1
OG0014611	NP_001191164.1	XP_023414469.1
OG0014612	NP_001229655.1	XP_023410508.1
OG0014613	NP_001239084.1	XP_003410473.1
OG0014614	NP_001239153.1	XP_003404182.1
OG0014615	NP_001239210.1	XP_003407367.1
OG0014616	NP_001239275.1	XP_003410602.1
OG0014617	NP_001239298.1	XP_003414305.1
OG0014618	XP_038412102.1, NP_001240671.1	XP_003414512.2
OG0014619	NP_001243381.1	XP_023397054.1, XP_010599785.1, XP_003404760.1
OG0014620	NP_001271371.1	XP_003413508.1
OG0014621	NP_001271382.1	XP_003407795.1
OG0014622	NP_001271400.1	XP_010592327.1
OG0014623	NP_001271406.1	XP_023410762.1
OG0014624	NP_001271407.1	XP_023415554.1
OG0014625	NP_001271417.1	XP_010589892.2
OG0014626	NP_001273798.1	XP_010598176.1
OG0014627	NP_001273884.1	XP_023412565.1
OG0014628	NP_001273889.1	XP_023415144.1
OG0014629	XP_038429244.1	XP_003410611.1
OG0014630	NP_001273981.1	XP_010590249.1
OG0014632	NP_001274056.1	XP_023412382.1
OG0014633	NP_001274082.1	XP_003415273.1
OG0014634	NP_001274087.1	XP_003414934.1
OG0014635	NP_001274091.1	XP_010586933.2
OG0014636	NP_001274098.1	XP_003421034.1
OG0014637	NP_001276843.1	XP_023414146.1
OG0014638	NP_001277019.1	XP_023414257.1
OG0014639	NP_001288041.1	XP_023408281.1
OG0014640	NP_001300712.1	XP_003406860.1
OG0014641	NP_001300716.1	XP_003421114.1
OG0014642	NP_001300724.1	XP_010596339.1
OG0014643	NP_001300737.1	XP_003408232.1
OG0014644	NP_001300753.1	XP_003410682.1
OG0014645	NP_001300756.1	XP_023402709.1
OG0014646	NP_001300795.1	XP_003415028.1
OG0014647	NP_001301031.1	XP_023413630.1
OG0014648	NP_001301045.1	XP_003415040.1
OG0014650	NP_001301061.1	XP_010586976.2
OG0014651	NP_001332964.1	XP_010598997.1
OG0014652	NP_001332971.1	XP_003405088.1
OG0014653	NP_001332981.1	XP_003405078.1
OG0014654	NP_001332987.1	XP_003414768.1
OG0014655	NP_001333001.1	XP_003414488.1
OG0014656	NP_001362288.1	XP_023401475.1
OG0014658	NP_001375497.1	XP_023397744.1
OG0014659	NP_001375584.1	XP_010591782.1
OG0014660	NP_001375661.1	XP_003412108.1
OG0014661	NP_001375662.1	XP_010590631.1
OG0014662	NP_001375705.1	XP_003415018.1
OG0014663	NP_001375769.1	XP_023396341.1, XP_003421494.1
OG0014664	NP_001375776.1	XP_010599235.2
OG0014665	NP_001375810.1	XP_010599251.1
OG0014666	NP_001376107.1, XP_038396534.1	XP_023413221.1
OG0014668	XP_038381469.1	XP_010585250.1
OG0014669	XP_038381495.1	XP_010594430.1
OG0014670	XP_038381499.1	XP_003406326.1
OG0014671	XP_038381507.1	XP_010585425.2
OG0014672	XP_038381509.1	XP_003404081.1
OG0014673	XP_038381549.1	XP_003421616.1
OG0014674	XP_038381563.1	XP_003406896.1
OG0014675	XP_038381587.1	XP_023399790.1
OG0014676	XP_038381651.1	XP_023399485.1
OG0014677	XP_038381665.1	XP_023399947.1
OG0014678	XP_038381691.1	XP_003406738.3
OG0014679	XP_038381789.1	XP_023399906.1
OG0014680	XP_038381790.1	XP_023399907.1
OG0014681	XP_038381858.1	XP_023399533.1
OG0014682	XP_038381897.1	XP_010585404.1
OG0014683	XP_038381903.1	XP_010585032.1
OG0014684	XP_038381992.1	XP_003404104.1
OG0014686	XP_038382045.1	XP_023410905.1
OG0014687	XP_038382052.1	XP_003404043.1
OG0014688	XP_038382070.1	XP_003404040.1
OG0014689	XP_038382126.1	XP_023402412.1
OG0014690	XP_038382155.1	XP_003403999.1
OG0014691	XP_038382180.1	XP_003404026.1
OG0014692	XP_038382205.1	XP_023406390.1
OG0014693	XP_038382225.1	XP_010586574.1
OG0014694	XP_038382244.1	XP_010601057.1
OG0014695	XP_038382285.1	XP_003404167.2
OG0014696	XP_038382301.1	XP_023401714.1
OG0014697	XP_038382351.1	XP_003419246.1
OG0014698	XP_038382543.1	XP_003404317.1
OG0014699	XP_038382548.1	XP_010595636.2
OG0014700	XP_038382565.1	XP_003404313.1
OG0014701	XP_038382597.1	XP_003404299.1
OG0014702	XP_038382600.1	XP_023395145.1
OG0014703	XP_038382652.1	XP_003404285.1
OG0014704	XP_038382678.1	XP_003404073.2
OG0014705	XP_038382870.1, XP_038410386.1	XP_023400252.1
OG0014706	XP_038382916.1	XP_003407865.1
OG0014707	XP_038382949.1	XP_010585794.1
OG0014708	XP_038383004.1	XP_023400512.1
OG0014709	XP_038383032.1	XP_003407457.1
OG0014710	XP_038383086.1	XP_003420509.1
OG0014711	XP_038383183.1	XP_023395190.1
OG0014712	XP_038383315.1	XP_023395980.1
OG0014713	XP_038383320.1	XP_003421136.1
OG0014714	XP_038383379.1	XP_003406727.1
OG0014715	XP_038383484.1	XP_010585380.2
OG0014716	XP_038383487.1	XP_023399894.1
OG0014717	XP_038383636.1	XP_003406677.1
OG0014718	XP_038383656.1	XP_023399882.1
OG0014719	XP_038383680.1	XP_023399879.1
OG0014720	XP_038383724.1	XP_023399866.1
OG0014721	XP_038383730.1	XP_023399259.1
OG0014722	XP_038383732.1	XP_003406900.1
OG0014723	XP_038383747.1	XP_023399323.1
OG0014724	XP_038383809.1	XP_023399865.1
OG0014725	XP_038383889.1	XP_023399853.1
OG0014727	XP_038384019.1	XP_023399081.1
OG0014728	XP_038384097.1	XP_023398990.1
OG0014730	XP_038384152.1	XP_023399004.1
OG0014731	XP_038384222.1	XP_023399831.1
OG0014732	XP_038384230.1	XP_003406867.1
OG0014733	XP_038384256.1	XP_023399836.1
OG0014734	XP_038384288.1	XP_023399042.1
OG0014735	XP_038384349.1	XP_010584779.1
OG0014736	XP_038384358.1	XP_010584775.1
OG0014737	XP_038384362.1	XP_023399817.1
OG0014738	XP_038384415.1	XP_010585231.2
OG0014739	XP_038384417.1	XP_023398954.1
OG0014740	XP_038384426.1	XP_010585229.1
OG0014741	XP_038384427.1	XP_003406748.1
OG0014742	XP_038384441.1	XP_010585226.1
OG0014743	XP_038384454.1	XP_023399937.1
OG0014744	XP_038384455.1	XP_003406713.1
OG0014745	XP_038384472.1	XP_023398945.1
OG0014746	XP_038384489.1	XP_023399806.1
OG0014747	XP_038384509.1	XP_010584753.1
OG0014748	XP_038384537.1	XP_023399799.1
OG0014749	XP_038384681.1	XP_023398852.1
OG0014751	XP_038384728.1	XP_010598659.1
OG0014752	XP_038384780.1	XP_003420830.1
OG0014753	XP_038384812.1	XP_003420825.1
OG0014754	XP_038384825.1	XP_003420823.2
OG0014755	XP_038384836.1	XP_010598632.1
OG0014756	XP_038384881.1	XP_023395663.1
OG0014757	XP_038384885.1	XP_003420876.1
OG0014759	XP_038384980.1	XP_023397280.1
OG0014760	XP_038385153.1	XP_023397289.1
OG0014761	XP_038385156.1	XP_023397297.1
OG0014762	XP_038442544.1, XP_038385168.1	XP_010599925.1
OG0014763	XP_038385206.1	XP_003420799.1
OG0014764	XP_038385240.1	XP_003420805.1
OG0014765	XP_038385299.1	XP_023395595.1
OG0014766	XP_038385346.1	XP_010594396.1
OG0014767	XP_038385368.1	XP_010594401.1
OG0014768	XP_038385388.1	XP_010594403.1
OG0014769	XP_038385505.1	XP_003404876.2
OG0014770	XP_038385508.1	XP_003408085.1
OG0014771	XP_038385534.1	XP_003410598.1
OG0014772	XP_038385541.1	XP_003410649.1
OG0014773	XP_038385544.1	XP_010589837.1
OG0014774	XP_038385577.1	XP_023407753.1
OG0014775	XP_038385589.1	XP_023395552.1
OG0014776	XP_038385695.1	XP_010588973.1
OG0014777	XP_038385938.1	XP_003410614.1
OG0014778	XP_038385944.1	XP_010589007.1
OG0014780	XP_038386005.1	XP_023404675.1
OG0014782	XP_038386072.1	XP_023404691.1
OG0014783	XP_038386098.1	XP_003410785.1
OG0014784	XP_038386130.1	XP_023404512.1
OG0014785	XP_038386138.1	XP_010588909.1
OG0014786	XP_038386147.1	XP_003410735.1
OG0014787	XP_038386185.1	XP_010592176.1
OG0014788	XP_038386199.1	XP_023408382.1
OG0014789	XP_038386275.1	XP_003404593.1
OG0014790	XP_038386288.1	XP_003404595.1
OG0014791	XP_038386306.1	XP_003404856.1
OG0014792	XP_038386370.1	XP_003404616.1
OG0014793	XP_038386442.1	XP_003404873.1
OG0014794	XP_038386443.1	XP_003404628.1
OG0014795	XP_038386527.1	XP_023401418.1
OG0014796	XP_038386528.1	XP_003407966.1
OG0014797	XP_038386564.1	XP_010586451.1
OG0014798	XP_038386570.1	XP_003408098.1
OG0014799	XP_038386609.1	XP_023401254.1
OG0014800	XP_038386630.1	XP_003408103.1
OG0014801	XP_038386631.1	XP_023401263.1
OG0014802	XP_038386640.1	XP_003408108.1
OG0014803	XP_038386680.1	XP_023401277.1
OG0014804	XP_038386701.1	XP_003408124.1
OG0014805	XP_038386850.1	XP_003417142.2
OG0014806	XP_038386851.1	XP_003416326.1
OG0014807	XP_038386857.1	XP_023411309.1
OG0014808	XP_038386895.1	XP_003416337.1
OG0014809	XP_038386947.1	XP_023411356.1
OG0014810	XP_038386975.1	XP_023411370.1
OG0014811	XP_038386997.1	XP_023411316.1
OG0014812	XP_038387027.1	XP_003416395.1
OG0014813	XP_038387033.1	XP_010594439.1
OG0014814	XP_038387068.1	XP_010594433.1
OG0014815	XP_038387085.1	XP_010593487.1
OG0014816	XP_038387106.1	XP_003415523.1
OG0014817	XP_038387115.1	XP_003415521.2
OG0014818	XP_038387166.1	XP_010593465.1
OG0014819	XP_038387168.1	XP_023410248.1
OG0014820	XP_038387187.1	XP_003415328.2
OG0014821	XP_038387192.1	XP_003415327.2
OG0014822	XP_038387240.1	XP_003415497.1
OG0014823	XP_038387290.1	XP_003415488.1
OG0014824	XP_038387294.1	XP_023410193.1
OG0014825	XP_038387319.1	XP_023410058.1
OG0014826	XP_038387351.1	XP_003415468.1
OG0014827	XP_038387355.1	XP_010593419.1
OG0014828	XP_038387368.1	XP_003415465.1
OG0014829	XP_038387425.1	XP_003415300.1
OG0014830	XP_038387435.1	XP_023410089.1
OG0014831	XP_038387487.1	XP_023410144.1
OG0014832	XP_038387530.1	XP_023410049.1
OG0014833	XP_038387631.1	XP_023407710.1
OG0014834	XP_038387637.1	XP_023407719.1
OG0014835	XP_038387682.1	XP_010591680.1
OG0014836	XP_038387707.1	XP_023407680.1
OG0014837	XP_038387708.1	XP_003413480.1
OG0014838	XP_038387742.1	XP_003413487.1
OG0014839	XP_038387761.1	XP_023408245.1
OG0014840	XP_038387812.1	XP_010591386.1
OG0014841	XP_038387819.1	XP_003413498.1
OG0014842	XP_038387890.1	XP_003413505.1
OG0014843	XP_038387944.1	XP_023407825.1
OG0014844	XP_038387960.1	XP_003413517.2
OG0014845	XP_038387962.1	XP_003413518.1
OG0014846	XP_038387988.1	XP_023404652.1
OG0014847	XP_038388034.1	XP_003411329.1
OG0014848	XP_038388121.1	XP_023409576.1
OG0014849	XP_038388172.1	XP_003405044.1
OG0014850	XP_038388184.1	XP_010587897.1
OG0014851	XP_038388190.1	XP_003405041.1
OG0014852	XP_038388229.1	XP_023403551.1
OG0014853	XP_038388231.1	XP_003404769.1
OG0014854	XP_038388306.1	XP_003405026.1
OG0014855	XP_038388329.1	XP_010586560.1
OG0014856	XP_038388402.1	XP_003408021.1
OG0014857	XP_038388542.1	XP_003420660.1
OG0014858	XP_038388678.1	XP_010592150.1
OG0014859	XP_038388679.1	XP_023408613.1
OG0014860	XP_038388757.1	XP_010592134.1
OG0014861	XP_038388823.1	XP_023408608.1
OG0014862	XP_038388888.1	XP_003413916.1
OG0014863	XP_038388917.1, XP_038416494.1	XP_003413911.1
OG0014864	XP_038388921.1	XP_010592090.1
OG0014865	XP_038388982.1	XP_003413890.2
OG0014866	XP_038388984.1	XP_003413888.1
OG0014867	XP_038389094.1	XP_023405442.1
OG0014868	XP_038389113.1	XP_010589755.1
OG0014869	XP_038389128.1	XP_010589641.1
OG0014870	XP_038389159.1	XP_023405504.1
OG0014871	XP_038389179.1	XP_003411388.2
OG0014872	XP_038389190.1	XP_023405527.1
OG0014873	XP_038389239.1	XP_003411417.1
OG0014874	XP_038389301.1	XP_010589781.1
OG0014875	XP_038389339.1	XP_023397836.1
OG0014876	XP_038389400.1	XP_023405565.1
OG0014877	XP_038389437.1	XP_003411434.1
OG0014878	XP_038389468.1	XP_010589707.2
OG0014879	XP_038389483.1	XP_023405532.1
OG0014880	XP_038389504.1	XP_010589690.1
OG0014881	XP_038389611.1	XP_010598477.1
OG0014882	XP_038389624.1	XP_010600316.1
OG0014883	XP_038389628.1	XP_023405556.1
OG0014884	XP_038389658.1	XP_023402907.1
OG0014885	XP_038389675.1	XP_003404697.1
OG0014886	XP_038389681.1	XP_003404647.1
OG0014887	XP_038389779.1	XP_023405061.1
OG0014888	XP_038389824.1	XP_010589316.1
OG0014889	XP_038389839.1	XP_003410943.1
OG0014890	XP_038389850.1	XP_023404912.1
OG0014891	XP_038389862.1	XP_023405048.1
OG0014892	XP_038389889.1	XP_003415088.1
OG0014893	XP_038389994.1	XP_010587461.2
OG0014894	XP_038390002.1	XP_010587463.1
OG0014895	XP_038390130.1	XP_010587501.1
OG0014896	XP_038390350.1	XP_010587643.1
OG0014897	XP_038390373.1	XP_003408959.2
OG0014898	XP_038390375.1	XP_023402874.1
OG0014899	XP_038390385.1	XP_023402903.1
OG0014900	XP_038390432.1	XP_003418607.1
OG0014901	XP_038390530.1	XP_010588156.1
OG0014902	XP_038390570.1	XP_003404946.1
OG0014903	XP_038390632.1	XP_003404723.1
OG0014904	XP_038390662.1	XP_003404713.1
OG0014905	XP_038390726.1	XP_003404695.1
OG0014906	XP_038390755.1	XP_003404690.1
OG0014907	XP_038390845.1	XP_023408526.1
OG0014908	XP_038390852.1	XP_010591789.1
OG0014909	XP_038390973.1	XP_003404648.1
OG0014910	XP_038390981.1	XP_023406353.1
OG0014911	XP_038391074.1	XP_003407953.1
OG0014912	XP_038391135.1	XP_003408059.1
OG0014913	XP_038391189.1	XP_023401199.1
OG0014914	XP_038391206.1	XP_003408046.1
OG0014915	XP_038391262.1	XP_023401186.1
OG0014916	XP_038391322.1	XP_010586388.1
OG0014917	XP_038391332.1	XP_003407956.1
OG0014918	XP_038391373.1	XP_023414388.1
OG0014919	XP_038391374.1	XP_023414389.1
OG0014920	XP_038391376.1	XP_003408981.1
OG0014921	XP_038391377.1	XP_003408980.1
OG0014922	XP_038391428.1	XP_003418251.1
OG0014923	XP_038391448.1	XP_003415650.1
OG0014924	XP_038391452.1	XP_023412194.1
OG0014925	XP_038391470.1	XP_010589631.1
OG0014926	XP_038391476.1	XP_023413835.1
OG0014927	XP_038391479.1	XP_010596148.1
OG0014928	XP_038391481.1	XP_003417118.1
OG0014929	XP_038391521.1	XP_003417451.1
OG0014930	XP_038391526.1	XP_023412808.1
OG0014931	XP_038391552.1	XP_003417457.1
OG0014932	XP_038391553.1	XP_003417517.1
OG0014933	XP_038391590.1	XP_023412825.1
OG0014934	XP_038391624.1	XP_023412835.1
OG0014935	XP_038391709.1	XP_003417477.1
OG0014936	XP_038391728.1	XP_010595454.2
OG0014937	XP_038391756.1	XP_003418323.1
OG0014938	XP_038391832.1	XP_023413922.1
OG0014939	XP_038391847.1	XP_003418241.1
OG0014940	XP_038391889.1	XP_003418226.1
OG0014942	XP_038391910.1	XP_010596218.1
OG0014943	XP_038391934.1	XP_023413952.1
OG0014944	XP_038391967.1	XP_003418315.1
OG0014945	XP_038392095.1	XP_010593768.1
OG0014946	XP_038392309.1	XP_003415708.2
OG0014947	XP_038392335.1	XP_010594820.1
OG0014948	XP_038392366.1	XP_023411909.1
OG0014949	XP_038392399.1	XP_003416911.2
OG0014950	XP_038392410.1	XP_010594829.1
OG0014951	XP_038392480.1	XP_010594840.1
OG0014952	XP_038392505.1	XP_023412127.1
OG0014953	XP_038392506.1	XP_003416924.1
OG0014954	XP_038392523.1	XP_003416788.1
OG0014955	XP_038392530.1	XP_010594850.1
OG0014956	XP_038392578.1	XP_010594870.1
OG0014957	XP_038392718.1	XP_023411931.1
OG0014958	XP_038392724.1	XP_003416957.1
OG0014959	XP_038392732.1	XP_023412199.1
OG0014960	XP_038392777.1	XP_010594909.1
OG0014961	XP_038392778.1	XP_023412213.1
OG0014962	XP_038392829.1	XP_010594921.1
OG0014963	XP_038393023.1	XP_003420709.1
OG0014964	XP_038393051.1	XP_003420703.1
OG0014965	XP_038393058.1	XP_023395471.1
OG0014966	XP_038393077.1	XP_010598518.1
OG0014967	XP_038393224.1	XP_010589518.1
OG0014968	XP_038393233.1	XP_023405422.1
OG0014969	XP_038393322.1	XP_010589533.1
OG0014970	XP_038393350.1	XP_003411104.1
OG0014971	XP_038393353.1	XP_003411210.1
OG0014972	XP_038393362.1	XP_003411106.1
OG0014973	XP_038393469.1	XP_023407946.1
OG0014974	XP_038393475.1	XP_003413282.2
OG0014975	XP_038393498.1, XP_038393497.1	XP_023407619.1
OG0014976	XP_038393499.1	XP_023407618.1
OG0014977	XP_038393507.1	XP_023407616.1
OG0014978	XP_038393526.1	XP_023407934.1
OG0014979	XP_038393546.1	XP_010591484.1
OG0014980	XP_038393547.1	XP_003413266.1
OG0014981	XP_038393549.1	XP_010591732.1
OG0014982	XP_038393588.1	XP_023408277.1
OG0014983	XP_038393650.1	XP_023407906.1
OG0014984	XP_038393691.1	XP_010591452.2
OG0014985	XP_038393696.1	XP_023407897.1
OG0014986	XP_038393719.1	XP_003413541.1
OG0014987	XP_038393747.1	XP_003413535.1
OG0014988	XP_038393894.1	XP_023413777.1
OG0014989	XP_038394038.1, XP_038394037.1	XP_010596116.1
OG0014990	XP_038394040.1	XP_010596115.1
OG0014991	XP_038394068.1	XP_023413884.1
OG0014992	XP_038394176.1	XP_003418144.1
OG0014993	XP_038394178.1	XP_010596149.1
OG0014994	XP_038394221.1	XP_003417136.1
OG0014995	XP_038394231.1	XP_010595137.1
OG0014996	XP_038394240.1	XP_010595132.1
OG0014997	XP_038394246.1	XP_010595131.1
OG0014998	XP_038394255.1	XP_023412452.1
OG0014999	XP_038394268.1	XP_010595164.1
OG0015000	XP_038394351.1	XP_003417113.1
OG0015001	XP_038394396.1	XP_003417102.1
OG0015002	XP_038394409.1	XP_003417097.1
OG0015003	XP_038394411.1	XP_003417192.2
OG0015004	XP_038394416.1	XP_023412379.1
OG0015005	XP_038394434.1	XP_003417187.1
OG0015006	XP_038394475.1	XP_023412270.1
OG0015008	XP_038394498.1	XP_010595049.1
OG0015009	XP_038394526.1	XP_003417068.2
OG0015010	XP_038394542.1	XP_023412331.1
OG0015011	XP_038394543.1	XP_023412266.1
OG0015012	XP_038394613.1	XP_003417166.1
OG0015013	XP_038394665.1	XP_010595013.1
OG0015014	XP_038394698.1	XP_023412260.1
OG0015015	XP_038394736.1	XP_023405153.1, NP_001267802.1
OG0015016	XP_038394739.1	XP_010589541.1
OG0015017	XP_038394744.1	XP_003413548.2
OG0015018	XP_038394798.1	XP_003418850.1
OG0015019	XP_038394813.1	XP_003417716.1
OG0015020	XP_038394822.1	XP_003417857.1
OG0015021	XP_038394843.1	XP_003411255.1
OG0015022	XP_038394855.1	XP_010589625.1
OG0015023	XP_038394870.1	XP_023413082.1
OG0015024	XP_038394873.1	XP_003409614.1
OG0015025	XP_038394874.1	XP_003409613.1
OG0015026	XP_038395047.1	XP_010594691.1
OG0015027	XP_038395135.1	XP_003416562.1
OG0015028	XP_038395136.1	XP_003416546.1
OG0015029	XP_038395161.1	XP_003422531.1
OG0015030	XP_038395190.1	XP_003422559.1
OG0015031	XP_038395192.1	XP_023397510.1
OG0015032	XP_038395222.1	XP_010600144.2
OG0015033	XP_038395230.1	XP_003422547.2
OG0015034	XP_038395243.1	XP_003422550.1
OG0015035	XP_038395255.1	XP_010600115.1
OG0015036	XP_038395268.1	XP_003422548.2
OG0015037	XP_038395362.1	XP_023411737.1
OG0015038	XP_038395381.1	XP_003416574.1
OG0015039	XP_038395401.1	XP_010594579.1
OG0015040	XP_038395411.1	XP_010594577.1
OG0015041	XP_038395502.1	XP_003416649.1
OG0015042	XP_038395532.1	XP_003416548.1
OG0015043	XP_038395549.1	XP_003416639.2
OG0015044	XP_038395572.1	XP_003416544.1
OG0015045	XP_038395685.1	XP_010596839.1
OG0015046	XP_038395736.1	XP_003418902.1
OG0015047	XP_038395794.1	XP_010596807.1
OG0015048	XP_038395797.1	XP_010596811.2
OG0015049	XP_038395798.1	XP_003418896.1
OG0015050	XP_038395837.1	XP_023414676.1
OG0015051	XP_038395859.1	XP_023414662.1
OG0015052	XP_038395885.1	XP_010596788.1
OG0015053	XP_038395957.1	XP_003418952.1
OG0015054	XP_038395970.1	XP_003418867.2
OG0015055	XP_038395974.1	XP_010596746.2
OG0015056	XP_038395977.1	XP_003418863.1
OG0015057	XP_038396019.1	XP_003418858.1
OG0015058	XP_038396161.1	XP_003418925.1
OG0015059	XP_038396173.1	XP_023414566.1
OG0015060	XP_038396181.1	XP_003418844.1
OG0015061	XP_038396220.1	XP_003421925.1
OG0015062	XP_038396320.1	XP_003417675.1
OG0015063	XP_038396472.1	XP_023413180.1
OG0015064	XP_038396488.1	XP_003417790.1
OG0015066	XP_038396612.1	XP_003417808.1
OG0015067	XP_038396683.1	XP_023413295.1
OG0015068	XP_038396693.1	XP_003417726.1
OG0015069	XP_038396703.1	XP_003417728.1
OG0015071	XP_038396715.1	XP_003417825.1
OG0015072	XP_038396764.1	XP_010595738.2
OG0015073	XP_038396780.1	XP_023413323.1
OG0015074	XP_038396788.1	XP_003417744.1
OG0015075	XP_038396820.1	XP_023413336.1
OG0015076	XP_038396851.1	XP_003417751.1
OG0015079	XP_038396924.1	XP_003409455.1
OG0015080	XP_038396961.1	XP_010587863.1
OG0015081	XP_038396978.1	XP_003409610.1
OG0015082	XP_038397000.1	XP_010587840.1
OG0015083	XP_038397006.1	XP_003409438.2
OG0015084	XP_038397130.1	XP_023403184.1
OG0015085	XP_038397385.1	XP_003411247.1
OG0015086	XP_038397386.1	XP_010589435.1
OG0015087	XP_038397429.1	XP_010589451.1
OG0015088	XP_038397493.1	XP_003411263.1
OG0015089	XP_038397581.1	XP_003411277.1
OG0015090	XP_038397610.1	XP_023405415.1
OG0015091	XP_038397619.1	XP_003411185.1
OG0015092	XP_038397694.1	XP_003410906.1
OG0015093	XP_038397698.1	XP_003411036.1
OG0015095	XP_038397718.1	XP_003406399.1
OG0015096	XP_038397722.1	XP_003406430.1
OG0015097	XP_038397729.1	XP_003411076.1
OG0015098	XP_038397817.1	XP_003410272.1
OG0015099	XP_038397826.1	XP_010588511.1
OG0015100	XP_038397848.1	XP_023404020.1
OG0015101	XP_038397850.1	XP_023403965.1
OG0015102	XP_038397979.1	XP_023404174.1
OG0015103	XP_038397984.1	XP_003410335.1
OG0015104	XP_038397998.1	XP_010600060.1
OG0015105	XP_038398001.1	XP_023397400.1
OG0015106	XP_038398005.1	XP_010600050.1
OG0015107	XP_038398016.1	XP_023397409.1
OG0015108	XP_038398140.1	XP_023404981.1
OG0015109	XP_038398180.1	XP_003410899.1
OG0015110	XP_038398181.1	XP_003410897.3
OG0015111	XP_038398203.1	XP_003410896.1
OG0015112	XP_038398328.1	XP_023405007.1
OG0015113	XP_038398448.1	XP_010593354.1
OG0015114	XP_038398465.1	XP_010593253.1
OG0015115	XP_038398490.1	XP_010593357.1
OG0015116	XP_038398524.1	XP_023409731.1
OG0015117	XP_038398545.1	XP_003414936.1
OG0015118	XP_038398580.1	XP_003415265.1
OG0015119	XP_038398665.1	XP_010589357.2
OG0015120	XP_038398739.1	XP_003410976.1
OG0015121	XP_038398839.1	XP_003414997.3
OG0015122	XP_038398872.1	XP_003415214.2
OG0015123	XP_038398910.1	XP_003414993.1
OG0015124	XP_038398986.1	XP_023409842.1
OG0015125	XP_038399053.1	XP_023409808.1
OG0015126	XP_038399105.1	XP_010593101.2
OG0015127	XP_038399269.1	XP_023399572.1
