Orthogroup	Sus_scrofa	Microcebus_murinus
OG0011133	XP_005664146.2	XP_012603807.1
OG0011135	XP_020948109.1	XP_020143293.1
OG0011136	XP_013843898.1	XP_012638579.1
OG0011137	XP_005653217.1	XP_012616105.1
OG0011138	XP_005652650.1	XP_012615868.1
OG0011139	XP_020948069.1	XP_020143250.1
OG0011140	XP_020948065.1	XP_012616107.1
OG0011141	XP_013853277.2	XP_012629872.1
OG0011142	XP_020947918.1	XP_020143184.1
OG0011143	NP_998901.1	XP_012640962.2
OG0011144	XP_020947867.1	XP_012595019.1
OG0011145	XP_020946895.1	XP_020142952.1, XP_020142953.1, XP_020142951.1
OG0011146	XP_003126465.1	XP_012595039.1
OG0011147	XP_020946649.1, NP_001231455.1	XP_020138650.1
OG0011148	XP_020947725.1	XP_020143330.1
OG0011149	XP_020947724.1	XP_012644704.1
OG0011150	XP_020948193.1	XP_012644156.1
OG0011151	XP_020948199.1	XP_012601048.1
OG0011153	XP_020947250.1	XP_012614505.1
OG0011154	XP_003126145.1	XP_012614630.1
OG0011155	XP_020947252.1	XP_012616451.1
OG0011156	XP_013843705.1	XP_012616727.1
OG0011157	NP_001001642.1	XP_012616704.1
OG0011158	XP_003481623.2	XP_012616927.1
OG0011159	NP_001231932.1, XP_020946697.1	XP_012618770.1
OG0011160	XP_020929190.1	XP_012599999.1
OG0011161	NP_001302721.1, XP_020927434.1	XP_020136167.1
OG0011162	XP_013839126.1, NP_001193265.1	XP_012624627.1
OG0011163	XP_020929247.1	XP_012636769.1
OG0011164	XP_003359328.1	XP_012606548.1
OG0011165	XP_013838943.2	XP_012606554.1
OG0011166	XP_001926482.2	XP_012634387.1
OG0011168	XP_020927735.1, NP_999087.1	XP_012621027.1
OG0011169	XP_003359348.1	XP_020136183.1
OG0011170	XP_020928419.1	XP_012622983.1
OG0011171	XP_003359363.1	XP_012623124.1
OG0011172	XP_001929069.1	XP_012623046.1
OG0011173	XP_020930077.1	XP_012623364.1
OG0011174	XP_003133213.2	XP_012623667.1
OG0011175	NP_001107751.1	XP_020136216.1
OG0011176	XP_003125636.1	XP_012624208.1
OG0011177	XP_020928373.1	XP_012624744.1
OG0011178	XP_005671465.1	XP_012625140.1
OG0011179	NP_001161106.1, XP_005671455.1	XP_012625179.1
OG0011180	XP_003483597.2	XP_012625196.1
OG0011181	NP_001231544.1, XP_013845935.1	XP_012625682.1
OG0011182	XP_020929134.1	XP_020136255.1
OG0011183	XP_020929142.1, XP_020929141.1	XP_012625862.1
OG0011184	NP_001159781.1	XP_012626556.1
OG0011185	NP_001230490.1	XP_012627791.1
OG0011186	XP_001929397.1	XP_012628181.1
OG0011187	XP_020930074.1	XP_012628207.1
OG0011189	XP_001927576.1	XP_012630425.1
OG0011190	XP_001927936.3	XP_012621624.1
OG0011191	XP_003133244.1	XP_012594614.1
OG0011192	XP_005671564.1	XP_012594623.1
OG0011193	XP_001924391.2	XP_012629679.1
OG0011194	XP_001926332.2	XP_020136341.1
OG0011195	XP_005671576.1	XP_012636770.1
OG0011196	XP_001929050.3, XP_020929278.1	XP_012636798.1
OG0011197	XP_020929335.1	XP_012636818.1
OG0011198	XP_020929537.1	XP_012636905.1
OG0011199	XP_020929559.1	XP_012610918.1
OG0011200	XP_020929592.1	XP_012602420.1
OG0011201	XP_005671642.1	XP_012602432.1
OG0011202	XP_020929625.1	XP_012602438.1, XP_020136301.1
OG0011203	XP_020945025.1	XP_012598734.2
OG0011204	XP_001927911.2	XP_012629531.1
OG0011205	XP_001927938.2	XP_012629533.2
OG0011206	XP_005663100.1	XP_012600121.1
OG0011207	XP_020944929.1	XP_012595363.1
OG0011208	XP_005663088.3	XP_012626253.1
OG0011209	NP_001230339.1	XP_020144469.1, XP_012626240.1
OG0011210	NP_001230246.1	XP_020144446.1
OG0011211	XP_013852114.1	XP_012595477.1
OG0011212	XP_020944219.1, NP_001177119.1	XP_012595457.1
OG0011213	XP_005663042.1	XP_020144500.1
OG0011214	XP_020944809.1	XP_012629701.1
OG0011215	XP_001926652.1	XP_012629707.1
OG0011216	XP_020944798.1	XP_012601059.1
OG0011217	XP_001925962.1	XP_012618646.1
OG0011218	XP_020944795.1	XP_012618647.1
OG0011219	XP_020944794.1	XP_012616180.1
OG0011220	XP_005663022.1	XP_012628307.1
OG0011221	XP_020944755.1	XP_012628304.1
OG0011222	XP_001925259.1	XP_012628285.1
OG0011223	XP_001924316.1	XP_012628269.1
OG0011224	XP_005655404.1, NP_001231552.1	XP_020144293.1
OG0011225	XP_020953933.1	XP_012622188.1
OG0011226	XP_020952972.1	XP_020141738.1
OG0011228	XP_020955723.1	XP_012614193.1
OG0011229	XP_020953824.1	XP_012621800.1
OG0011230	XP_003121670.3	XP_012621828.1
OG0011231	XP_003121651.1	XP_012621830.1
OG0011232	XP_020953573.1	XP_012621840.1
OG0011233	NP_001161107.1	XP_012621873.1
OG0011234	XP_020953269.1	XP_012621884.2
OG0011235	XP_001929437.1, XP_005659802.1	XP_012621898.1
OG0011236	XP_005659801.2	XP_012621900.1
OG0011237	NP_001231347.1	XP_012621906.1
OG0011238	XP_013848623.1	XP_012621911.1
OG0011239	XP_020953024.1	XP_012621945.1
OG0011240	XP_005659767.1	XP_012621991.1
OG0011241	XP_020952748.1	XP_020141569.1
OG0011242	XP_003353431.1	XP_012622026.1
OG0011243	XP_020952741.1	XP_020141568.1
OG0011244	XP_013848561.1	XP_020141577.1
OG0011245	XP_005659735.3	XP_012622048.1
OG0011246	XP_001928153.1	XP_012622133.1
OG0011247	XP_020952050.1	XP_012622139.1
OG0011248	NP_001124444.1, XP_020945259.1	XP_020141740.1
OG0011249	XP_005659689.1	XP_012618987.2
OG0011250	NP_001193270.1, XP_020954869.1	XP_012618981.1
OG0011251	XP_013848457.1	XP_012619018.1
OG0011252	XP_001924906.4	XP_020141511.1
OG0011253	XP_020951079.1	XP_020141509.1
OG0011254	XP_005659663.1	XP_012618927.1
OG0011255	XP_003121552.1	XP_012618915.1
OG0011256	XP_001926803.5	XP_012618900.1
OG0011257	NP_001230218.1, XP_020935039.1	XP_020140568.1
OG0011258	NP_001230230.1, XP_020955332.1	XP_012638535.1
OG0011259	XP_020950284.1	XP_012638493.1
OG0011260	NP_001124003.1	XP_012638488.1
OG0011261	XP_020950201.1	XP_012638485.1
OG0011262	XP_003353391.2	XP_020141635.1
OG0011263	XP_020950021.1	XP_020141632.1
OG0011264	XP_020949822.1	XP_012614147.1
OG0011265	XP_020949746.1	XP_012614060.1
OG0011266	XP_020949548.1	XP_012614164.1
OG0011267	XP_020949514.1	XP_012614037.1
OG0011268	XP_020949472.1	XP_012614036.1
OG0011269	XP_020955740.1	XP_020141598.1
OG0011270	XP_005654541.2	XP_012614179.1
OG0011271	XP_005659910.1	XP_012614125.1
OG0011272	XP_020955846.1	XP_012614114.1
OG0011273	XP_005659918.1, NP_001230607.1	XP_012614063.1
OG0011274	XP_020955974.1	XP_012614064.1
OG0011275	XP_003121797.3	XP_012623819.1
OG0011276	NP_001231548.1	XP_012623818.1
OG0011277	XP_020951299.1, NP_001230543.1	XP_012623816.1
OG0011278	XP_020956178.1	XP_020141645.1
OG0011279	XP_013848794.2	XP_012623791.1
OG0011280	XP_020954760.1	XP_012623835.1
OG0011281	NP_001231716.1, XP_020953850.1	XP_012623682.1
OG0011282	XP_020954758.1	XP_012623686.1
OG0011283	XP_005656344.1	XP_012603674.1
OG0011284	XP_001925607.3	XP_012603683.1
OG0011285	XP_001928425.1	XP_012603697.1
OG0011286	XP_020955712.1, XP_020954717.1	XP_012603703.1, XP_012603658.1
OG0011287	NP_001240850.1	XP_012590923.1
OG0011288	XP_005666184.1	XP_012590927.1
OG0011289	XP_005666194.1	XP_012590871.1
OG0011290	XP_005656334.1, NP_001231115.1	XP_012639600.1
OG0011291	XP_005656339.1, NP_001231113.1	XP_012594815.1
OG0011292	XP_020954668.1	XP_012594838.1
OG0011293	XP_013848752.2	XP_012614195.1
OG0011294	XP_005670432.2	XP_020140283.1
OG0011295	NP_001231349.1, XP_013845629.1	XP_012598481.1
OG0011296	NP_001137401.1, XP_013845626.1	XP_020140324.1
OG0011297	XP_020926520.1	XP_012619892.1
OG0011298	XP_020927109.1	XP_020140305.1
OG0011299	XP_020926523.1	XP_012619914.1
OG0011300	XP_020926570.1	XP_020140278.1
OG0011301	XP_020926571.1	XP_012636371.1
OG0011302	XP_020925503.1	XP_020140301.1
OG0011303	XP_020926576.1	XP_012636364.1
OG0011304	XP_003132800.1	XP_012636362.1
OG0011305	NP_001092066.1, XP_020923834.1	XP_012602486.1
OG0011306	XP_020926610.1	XP_012602510.1
OG0011307	XP_003132812.1	XP_012638374.1
OG0011308	NP_001231385.1, XP_020924127.1	XP_012637225.2
OG0011309	XP_020926652.1	XP_012637243.1
OG0011310	XP_003132829.1	XP_020140347.1
OG0011311	XP_020926669.1	XP_020140331.1
OG0011312	XP_013838062.2	XP_012634510.1
OG0011313	XP_003359059.1	XP_012635467.2
OG0011314	XP_005657239.1	XP_012635487.1
OG0011315	XP_020927184.1	XP_012635490.1
OG0011316	XP_020926755.1, XP_020926753.1, XP_020926754.1	XP_020140357.1
OG0011317	XP_020938159.1	XP_012635521.1
OG0011318	XP_003129385.1	XP_012629525.1
OG0011319	XP_003129141.2	XP_012599713.1
OG0011320	XP_020956177.1, NP_001038058.1	XP_012641827.1
OG0011321	NP_001230744.2	XP_012635208.1
OG0011322	XP_003129342.3	XP_012626414.1
OG0011323	XP_020957399.1	XP_012619072.1
OG0011324	XP_020957404.1	XP_012619066.1
OG0011325	XP_020956393.1	XP_020140144.1
OG0011327	XP_020957439.1	XP_020140129.1, XP_020140941.1
OG0011329	XP_003129396.1	XP_012622195.1
OG0011330	XP_003129405.2	XP_020140867.1
OG0011331	XP_013834268.2	XP_020140140.1
OG0011332	XP_020956273.1	XP_012629613.1
OG0011333	XP_003129149.1	XP_012600714.1
OG0011334	NP_001231084.1, XP_005666833.1	XP_012599629.1
OG0011335	XP_005666819.2	XP_012599998.2
OG0011336	XP_003129312.1	XP_012621711.1
OG0011337	XP_013837916.1	XP_012642911.1
OG0011338	XP_013846911.1	XP_012616424.1
OG0011339	XP_020926350.1	XP_012622430.1
OG0011340	XP_020926966.1	XP_012598535.2
OG0011341	XP_020926968.1	XP_012598551.1
OG0011342	XP_020926224.1	XP_020143410.1
OG0011343	XP_020926164.1	XP_012635129.1, XP_012635130.1
OG0011344	XP_005657176.1	XP_012635128.1
OG0011345	XP_013837919.2	XP_012642912.1
OG0011346	XP_020926046.1	XP_012642917.1
OG0011347	XP_020926019.1	XP_012642960.1
OG0011348	XP_020926024.1	XP_012642956.1
OG0011349	XP_005670267.1	XP_012642999.1
OG0011350	XP_020925991.1	XP_012643008.1
OG0011351	NP_001231264.1	XP_012641037.1
OG0011352	XP_003132704.3	XP_012636039.1
OG0011353	XP_020925984.1	XP_012636037.1
OG0011354	XP_003483360.1	XP_012636032.1
OG0011355	NP_001137586.1, XP_020923904.1	XP_012636030.1
OG0011356	XP_003132698.1	XP_012636015.1
OG0011357	XP_020923841.1, NP_001121915.1	XP_012636027.1
OG0011358	XP_003361929.2	XP_012635997.1
OG0011359	XP_020925964.1	XP_012635995.1
OG0011360	XP_020925933.1	XP_012635976.1
OG0011361	XP_003358841.2	XP_012635952.1
OG0011362	XP_003132684.1	XP_012635933.1
OG0011363	XP_020925911.1	XP_020142733.1
OG0011364	XP_020925877.1, XP_020925876.1	XP_012635882.1
OG0011365	XP_020925862.1	XP_020142583.1
OG0011366	XP_020925860.1	XP_012635876.1
OG0011367	XP_003358824.3	XP_012635864.1
OG0011368	NP_001092067.1	XP_012600624.1
OG0011369	XP_020925417.1	XP_012607658.1
OG0011370	XP_003358716.1	XP_012634701.1, XP_012634700.1, XP_012634699.1
OG0011371	XP_003132580.1	XP_012591855.1
OG0011372	XP_003133889.1	XP_012645718.1
OG0011373	XP_003133888.1	XP_012645724.2
OG0011374	XP_020932182.1, NP_001124007.1	XP_020145608.1
OG0011375	XP_020932512.1	XP_020145609.1
OG0011376	XP_003134205.1	XP_012599690.2
OG0011377	XP_003134215.1	XP_012629572.1
OG0011378	XP_020932391.1	XP_012629576.1
OG0011379	XP_020932798.1	XP_012629614.1
OG0011380	XP_020932721.1	XP_012629606.1
OG0011381	XP_020932591.1	XP_012629617.1
OG0011382	XP_013837674.2	XP_012592477.1
OG0011383	XP_020926871.1	XP_012592456.1
OG0011384	XP_020926897.1	XP_012592433.1
OG0011385	XP_020925549.1	XP_012592413.1
OG0011386	XP_020925584.1	XP_012592392.1
OG0011387	XP_005670092.2	XP_012592371.1
OG0011388	XP_013837748.1	XP_012600644.1
OG0011389	XP_003358698.2	XP_012595232.1, XP_012617886.1
OG0011390	XP_003132567.1	XP_012607665.1
OG0011391	NP_001230390.1, XP_020923885.1	XP_012634736.1
OG0011392	XP_020926833.1	XP_012609209.1
OG0011393	XP_020926844.1	XP_012604129.1
OG0011394	NP_001231396.1	XP_012609099.2
OG0011395	XP_020946295.1	XP_012645471.1
OG0011396	XP_020955407.1	XP_012623926.1
OG0011397	XP_013832859.2	XP_012623858.1
OG0011398	XP_020955796.1	XP_012593174.1
OG0011399	XP_020955803.1	XP_012609050.1
OG0011400	NP_001092061.1	XP_012609024.1
OG0011401	XP_020953702.1	XP_012609018.1
OG0011402	XP_001926235.2	XP_012609034.1
OG0011403	XP_020955828.1	XP_012609101.1, XP_020135704.1
OG0011404	XP_020955838.1	XP_012609114.1
OG0011405	XP_020955859.1	XP_012609130.2
OG0011406	XP_020955872.1	XP_012609123.1
OG0011407	XP_001926686.1	XP_012609065.1
OG0011408	XP_001928378.1	XP_012609092.1
OG0011409	XP_013832939.1	XP_012596803.1
OG0011410	XP_020954083.1	XP_012596762.1
OG0011411	XP_020954088.1	XP_020135725.1, XP_012596768.1
OG0011412	XP_001926341.2	XP_012597526.1
OG0011413	XP_020955468.1	XP_012597441.1
OG0011414	NP_001116679.1, XP_013833001.1	XP_012591739.1
OG0011415	XP_020931097.1	XP_012637317.1
OG0011416	XP_020930955.1	XP_012634931.1
OG0011417	XP_020931946.1	XP_012635398.1
OG0011418	XP_020930441.1	XP_012600732.1
OG0011419	XP_020931424.1	XP_020144087.1
OG0011420	XP_020930957.1	XP_012605489.1
OG0011421	XP_003133517.2	XP_012637353.1
OG0011422	XP_020931181.1	XP_012637388.1
OG0011423	XP_003483722.2	XP_012637393.1
OG0011424	XP_020932004.1, XP_020932005.1	XP_012608888.1
OG0011425	XP_013839744.1	XP_012608865.1
OG0011426	NP_001230393.1	XP_012641309.1
OG0011427	XP_001927483.1	XP_012641313.1
OG0011428	XP_020930976.1	XP_012641296.1
OG0011429	XP_013837685.1	XP_012641268.1
OG0011430	XP_020931795.1	XP_012641255.1
OG0011431	NP_001098759.1, XP_020930353.1	XP_012632465.1
OG0011432	XP_020930709.1	XP_012598193.2
OG0011433	XP_020932173.1	XP_012594320.1, XP_012594321.1
OG0011434	XP_020931065.1	XP_012632312.1
OG0011435	XP_020931714.1	XP_012632355.1
OG0011436	XP_020930568.1	XP_012632417.1
OG0011437	XP_020931891.1	XP_012632425.1
OG0011438	XP_001928829.1	XP_012632432.1
OG0011439	XP_001928809.1	XP_012632437.1
OG0011441	XP_005672114.1	XP_012594548.1
OG0011442	XP_020931361.1	XP_012594445.1
OG0011443	XP_020930762.1	XP_020143642.1
OG0011444	XP_020930982.1	XP_012594368.1
OG0011445	XP_020931898.1	XP_012594352.1
OG0011446	XP_020931805.1	XP_012594328.1
OG0011447	XP_005672190.1	XP_012607574.1
OG0011448	XP_005672200.3	XP_012607561.1
OG0011449	XP_013839907.1	XP_012643514.2, XP_012606912.1
OG0011450	XP_020931755.1	XP_012612234.1
OG0011451	XP_005672234.2	XP_020143641.1
OG0011452	XP_020932144.1	XP_012595712.1
OG0011453	XP_020930405.1	XP_012595665.1
OG0011454	XP_001925674.3	XP_012595647.1
OG0011455	XP_020931967.1	XP_012595588.1
OG0011456	XP_003359697.2	XP_012595587.1
OG0011457	NP_999354.1, XP_020930352.1	XP_012595599.1
OG0011458	NP_001185853.1, XP_020930200.1	XP_012632411.1
OG0011459	XP_020930694.1	XP_020143865.1
OG0011460	NP_999062.1	XP_012606944.1
OG0011461	NP_001230233.1	XP_012595739.1
OG0011463	XP_003130495.2	XP_012615731.1
OG0011464	XP_020919755.1, XP_020919756.1	XP_012627873.1
OG0011465	XP_020945264.1	XP_012607806.1
OG0011466	XP_020918869.1	XP_020139950.1
OG0011467	XP_003357431.2	XP_012614363.1
OG0011468	XP_020918872.1	XP_012614406.1, XP_012614399.1
OG0011469	XP_020918873.1	XP_020140026.1
OG0011470	XP_020918935.1	XP_012615176.1
OG0011471	XP_003357439.2	XP_012615250.1
OG0011472	XP_020918966.1	XP_020139967.1
OG0011473	XP_020937513.1	XP_012598836.1
OG0011475	NP_001038065.1	XP_012627851.1
OG0011476	XP_020919973.1	XP_012646889.1
OG0011477	XP_020919975.1	XP_012646953.1
OG0011478	XP_005656840.2	XP_020140016.1
OG0011479	XP_003355126.1	XP_020141021.1
OG0011480	XP_020945162.1	XP_012624090.1
OG0011481	XP_020945169.1	XP_012624065.1
OG0011482	XP_003481462.2	XP_020140205.1
OG0011483	XP_003481464.2	XP_012623995.1
OG0011484	XP_001927912.1	XP_012624010.1
OG0011485	XP_005663237.1, NP_001177174.1	XP_012623977.1
OG0011486	NP_001230643.1	XP_012604673.1
OG0011487	XP_020945230.1	XP_012604675.1
OG0011488	XP_001928732.1	XP_012604608.1
OG0011489	NP_001230198.1, XP_020944232.1	XP_012604634.1
OG0011490	XP_001929212.4	XP_012607824.1
OG0011491	XP_005663276.2	XP_020140505.1, XP_020141109.1
OG0011492	NP_001128436.1, XP_005656701.1	XP_012616385.2
OG0011495	NP_999080.2	XP_020137468.1, XP_020144690.1
OG0011496	XP_020936620.1	XP_012629339.1
OG0011497	XP_005673470.1, NP_001182284.1	XP_012640237.1
OG0011498	NP_999305.1	XP_012640197.1
OG0011499	XP_003135006.3	XP_012640153.1
OG0011500	XP_013841409.1	XP_012640150.1
OG0011501	XP_020936002.1	XP_012640084.1
OG0011502	XP_013841456.1, NP_001231523.1	XP_012640070.1
OG0011503	XP_020936233.1	XP_012640064.1
OG0011504	XP_013841532.2	XP_012609540.1
OG0011505	NP_999494.1, XP_005657855.1	XP_012603793.1
OG0011506	XP_003360359.1	XP_012593532.1
OG0011507	XP_003135143.2	XP_012593624.1
OG0011508	XP_003135131.2	XP_012593618.1
OG0011509	XP_003135175.1	XP_012602086.1
OG0011510	XP_003484168.1	XP_012591723.1
OG0011511	XP_020935701.1	XP_012591711.1
OG0011512	XP_003360412.2	XP_012639799.1
OG0011513	XP_020936117.1	XP_012639806.1
OG0011514	XP_020935413.1	XP_012610804.1
OG0011515	XP_020935507.1	XP_012645550.1, XP_012645551.1, XP_012645549.1
OG0011516	XP_005673805.1	XP_012645543.1
OG0011517	XP_020936138.1	XP_020140681.1
OG0011518	XP_003135339.3	XP_012606594.1
OG0011519	XP_013839178.1	XP_012606430.1
OG0011521	XP_005673869.1	XP_012605477.1
OG0011522	NP_999506.1	XP_012594915.1
OG0011523	XP_020935852.1	XP_012594846.1, XP_012594853.1, XP_012594860.1
OG0011524	XP_001927624.1	XP_012594811.1
OG0011525	XP_003135389.1	XP_012594598.1
OG0011526	XP_005673910.1, NP_999297.1	XP_012594504.1
OG0011527	XP_003135424.2	XP_012605895.1
OG0011528	NP_001230600.1	XP_012620640.1
OG0011529	NP_001137199.1	XP_012620198.1
OG0011530	XP_013841883.1, NP_001230862.1	XP_012620205.1
OG0011531	XP_020935453.1	XP_012620221.1
OG0011532	XP_001925506.4	XP_012620227.1
OG0011533	XP_020935530.1, XP_020935531.1	XP_020140813.1
OG0011534	XP_013839468.1	XP_020140633.1
OG0011535	XP_005657991.1	XP_020140465.1
OG0011536	XP_003135510.1	XP_012591369.1
OG0011537	XP_005674048.1	XP_012612718.1
OG0011538	XP_005674038.1, NP_001137591.1	XP_012612652.1
OG0011539	XP_003135542.3	XP_012612690.1
OG0011540	XP_020936399.1	XP_012613630.1
OG0011541	XP_003360557.2	XP_012613645.1
OG0011542	XP_020935313.1	XP_012592120.1
OG0011543	NP_001231097.1	XP_012591628.1
OG0011544	XP_001925189.7	XP_012642656.1
OG0011546	XP_003124329.2	XP_012614285.1
OG0011547	NP_999502.1, XP_020949236.1	XP_012630213.1
OG0011549	XP_003128626.1	XP_012608109.1
OG0011550	XP_013834226.1	XP_012600760.1
OG0011551	XP_005669355.1, XP_020927081.1	XP_012600783.1
OG0011552	XP_003481839.3	XP_012627936.1, XP_012627935.1
OG0011553	XP_001924572.2	XP_020141016.1
OG0011554	XP_020925245.1	XP_012617854.1
OG0011556	XP_013837858.1, NP_001033094.1	XP_012636022.1
OG0011558	XP_005661294.1	XP_012613873.1
OG0011559	XP_020924282.1	XP_012627329.1
OG0011560	XP_013846191.1	XP_012641658.1
OG0011562	NP_001153559.1, XP_020953813.1	XP_012591734.1
OG0011563	XP_020936359.1	XP_020140658.1
OG0011564	XP_020932482.1	XP_020139306.1
OG0011565	NP_001230554.1	XP_012598094.1
OG0011566	XP_020931938.1	XP_012611121.1
OG0011567	XP_003125488.2	XP_012615469.1
OG0011569	XP_020931127.1	XP_012593961.1
OG0011571	XP_020934503.1	XP_012607279.1
OG0011572	XP_020919619.1	XP_012636474.1
OG0011576	XP_020937246.1, XP_020937245.1, XP_020937244.1	XP_012601766.1, XP_012601765.1
OG0011581	XP_005663068.1	XP_012595483.1
OG0011582	NP_999481.1	XP_012629893.1
OG0011583	NP_999600.2	XP_012632327.1
OG0011584	XP_020937290.1	XP_012601951.1
OG0011585	XP_003355589.2	XP_012594991.1
OG0011586	NP_001231449.1	XP_012616339.1
OG0011587	XP_005669576.1, XP_013837111.1	XP_012626638.1
OG0011588	XP_003356439.2	XP_012638009.1
OG0011589	XP_020937157.1, NP_999466.2	XP_012610868.1
OG0011590	NP_001243707.1	XP_012600194.1
OG0011591	NP_999123.1, XP_005669621.2	XP_012626960.1
OG0011592	XP_020952599.1	XP_012591293.1
OG0011593	NP_001026965.1, XP_013844088.1	XP_012613924.1
OG0011594	NP_001007196.1, XP_020939347.1	XP_012601065.1
OG0011595	NP_001230531.1	XP_012606238.1
OG0011596	XP_001929620.1	XP_012611956.1
OG0011597	XP_003127313.2	XP_012617033.1
OG0011598	XP_003353302.1	XP_012606350.1
OG0011599	NP_001159960.1	XP_012626008.1
OG0011600	NP_001139457.1	XP_012611735.1
OG0011601	XP_020922812.1	XP_012645195.1
OG0011602	XP_020931253.1	XP_012641246.1
OG0011603	XP_020932304.1	XP_012615144.1
OG0011604	XP_003131241.1	XP_012634294.1
OG0011605	NP_001302703.1	XP_012595137.1
OG0011606	XP_003353515.2	XP_012623768.1
OG0011607	XP_003482989.3	XP_020136568.1
OG0011608	XP_005666782.1, NP_999438.1	XP_012616420.1
OG0011609	NP_001231354.1	XP_012591895.1
OG0011610	NP_001230812.1	XP_012593006.1
OG0011611	XP_020931096.1	XP_012608887.2
OG0011612	XP_003483803.1	XP_012590787.1
OG0011613	XP_003128357.1	XP_012596466.1
OG0011614	XP_003353536.1	XP_012613463.1
OG0011615	NP_001289700.1, NP_001230364.2	XP_020141102.1
OG0011616	NP_999272.1	XP_012611290.1
OG0011617	XP_020926633.1	XP_012599571.1
OG0011618	XP_020927336.1	XP_012597609.1
OG0011619	NP_001193333.1, XP_005660200.1	XP_012592310.1
OG0011620	NP_001116695.1	XP_012612548.1
OG0011621	XP_001929525.3	XP_012602262.1
OG0011622	NP_001033093.1	XP_012598452.1
OG0011623	XP_020936817.1, NP_001121908.1	XP_020139295.1
OG0011624	XP_013848480.2, XP_020929430.1	XP_012618980.1
OG0011625	NP_999283.1	XP_020137912.1, XP_012617562.1
OG0011626	NP_001302557.1	XP_012606062.1
OG0011627	XP_020944615.1	XP_012598774.1
OG0011628	XP_005661508.1	XP_012642731.1
OG0011629	XP_020956195.1	XP_012613692.2
OG0011630	XP_003131314.1	XP_012602941.1
OG0011631	XP_001924653.3	XP_012626242.2
OG0011632	XP_005653924.2	XP_012634313.1
OG0011633	XP_013833401.2	XP_012628640.1
OG0011634	NP_001007519.1	XP_012614655.1
OG0011635	XP_020956095.1, NP_999026.1	XP_012639615.1
OG0011636	NP_001009583.1	XP_012645077.1
OG0011637	XP_003482611.2	XP_012600491.1
OG0011638	NP_001230754.1	XP_012624462.1
OG0011639	XP_020949226.1, NP_999456.1	XP_012630489.1
OG0011640	NP_001041697.1	XP_012626418.1
OG0011641	NP_999486.1	XP_012591973.1
OG0011642	XP_005671636.2	XP_012636853.1
OG0011643	XP_003123034.2	XP_012601158.2
OG0011644	XP_003126559.1	XP_012633074.1
OG0011645	NP_001159963.1	XP_012598258.1, XP_012598328.1
OG0011646	NP_001163987.1	XP_012625553.1
OG0011647	XP_001927246.3	XP_012637425.1
OG0011648	NP_001231369.1	XP_012628132.1
OG0011649	XP_020938345.1	XP_012613124.1
OG0011650	NP_999282.1	XP_012630509.1
OG0011651	XP_020942034.1	XP_012619574.1
OG0011652	NP_001116546.1	XP_012627852.1, XP_012627850.1, XP_012627858.1
OG0011653	XP_005668981.2	XP_012645204.1
OG0011654	XP_020942214.1	XP_020137105.1
OG0011656	XP_003134089.1	XP_012620962.1
OG0011657	NP_001001535.1, XP_020930326.1	XP_012595618.1
OG0011658	XP_005672533.1	XP_012639503.1, XP_012639504.1
OG0011659	NP_999139.1	XP_012643351.1
OG0011660	XP_020931859.1	XP_012595675.1
OG0011661	NP_001106533.1, XP_020944111.1	XP_012592643.1
OG0011662	NP_001001263.1, XP_013842981.1	XP_012594014.1
OG0011663	XP_020921180.1	XP_012597759.2
OG0011664	NP_001033087.1, XP_020937600.1	XP_012601304.2
OG0011665	NP_001011694.1, XP_005668700.1	XP_012611609.1
OG0011666	NP_001254823.1, XP_020949103.1	XP_012609522.1
OG0011667	XP_020924396.1	XP_012626725.1
OG0011668	NP_001177122.1	XP_012622992.1
OG0011669	XP_020950364.1	XP_012609709.1
OG0011670	XP_013853397.1	XP_020140873.1
OG0011671	XP_003126030.2	XP_020143399.1
OG0011672	NP_001033050.1	XP_012646840.1
OG0011674	NP_001177164.1	XP_012646822.1
OG0011675	XP_003129415.1	XP_012644834.1
OG0011676	XP_020940137.1	XP_012622278.1
OG0011677	NP_999060.2	XP_012632788.1
OG0011678	XP_003134636.1	XP_012623670.1
OG0011679	XP_005673397.2	XP_020145513.1
OG0011680	XP_013845318.1	XP_012634357.1
OG0011681	XP_005667867.2, NP_001116614.1	XP_020140011.1
OG0011682	XP_005671005.1	XP_012631974.1
OG0011683	XP_020922458.1	XP_012606502.1
OG0011684	XP_013838559.1	XP_020137478.1
OG0011685	NP_001090929.1	XP_012599023.1
OG0011686	NP_001038018.2	XP_020135972.1
OG0011687	NP_001108608.1	XP_012633186.1
OG0011688	NP_999319.2	XP_012628179.1
OG0011689	NP_001116466.1	XP_012601128.1
OG0011690	XP_003480656.1	XP_012627430.1
OG0011691	XP_020925171.1	XP_012627529.1
OG0011692	XP_020944078.1	XP_012629811.2
OG0011693	XP_013834018.1	XP_012593122.1
OG0011694	NP_001177115.1	XP_012623309.1
OG0011695	NP_001153769.1	XP_012616290.1
OG0011696	NP_001108627.1	XP_012596326.1
OG0011697	NP_001231591.1, XP_020941314.1	XP_012643626.2
OG0011698	XP_020921449.1	XP_012625189.1
OG0011699	XP_005673338.1	XP_012591328.1
OG0011700	XP_020924640.1	XP_012621072.1
OG0011701	XP_003129961.1	XP_012629089.1
OG0011702	NP_999027.1	XP_012600770.2, XP_012600751.1
OG0011703	XP_001925302.2	XP_012624390.1
OG0011704	NP_001120696.2	XP_012612625.1
