Orthogroup	Sus_scrofa	Ictidomys_tridecemlineatus
OG0012440	XP_003481127.1	XP_040134398.1
OG0012441	XP_005655165.2	XP_005323734.1
OG0012442	XP_005663626.2	XP_005338183.2
OG0012443	XP_013834181.1	XP_005330251.2
OG0012444	XP_005663634.1	XP_005338175.1
OG0012445	NP_001231868.1	XP_005338164.1
OG0012446	XP_020945742.1	XP_005338140.1
OG0012447	XP_001926173.1	XP_021590802.1
OG0012448	XP_020945765.1	XP_005338119.1
OG0012449	XP_001927841.1	XP_005338117.1
OG0012450	XP_020945768.1	XP_040145051.1
OG0012451	XP_020945769.1	XP_021591484.1
OG0012452	XP_013852803.2	XP_005339742.1
OG0012453	XP_020945807.1	XP_040144968.1
OG0012454	NP_001033734.1	XP_040144964.1
OG0012455	XP_005663702.1	XP_005327745.1
OG0012456	XP_020945813.1	XP_013215194.1
OG0012457	XP_020945842.1	XP_005327758.1
OG0012458	XP_001926413.2	XP_005327767.1, XP_040133711.1
OG0012459	XP_003125938.5	XP_005327770.1
OG0012460	XP_005663718.1	XP_040144940.1
OG0012461	XP_001928514.1	XP_005327774.1
OG0012462	NP_001230624.1	XP_005325494.1, XP_013215181.1
OG0012463	XP_020945882.1	XP_040145133.1
OG0012464	XP_020945870.1	XP_040144925.1
OG0012465	XP_020945897.1	XP_005327790.2
OG0012466	XP_020945905.1	XP_005327792.1
OG0012467	XP_001925527.3	XP_013220132.1
OG0012468	XP_003125978.2	XP_005341358.1
OG0012469	XP_013836626.1	XP_040145127.1
OG0012470	XP_003127954.1	XP_040145126.1
OG0012471	XP_020952015.1	XP_005334132.1
OG0012472	XP_005665417.2	XP_005330768.1
OG0012473	XP_013854785.1	XP_040144822.1
OG0012474	XP_020952110.1	XP_005330750.1
OG0012475	XP_003127969.4	XP_005330747.1
OG0012476	XP_020949240.1	XP_005330745.1
OG0012477	XP_020953410.1	XP_040144813.1
OG0012478	XP_020952122.1	XP_021585774.2
OG0012479	NP_001038050.1	XP_005332400.1
OG0012480	NP_001038052.1	XP_013217000.1
OG0012481	XP_020918978.1	XP_005329590.1
OG0012482	XP_020919443.1	XP_005319926.2
OG0012483	NP_001012406.1	XP_005330381.1
OG0012484	XP_013835572.1, XP_003357723.1	XP_005330413.1
OG0012485	XP_013852550.2	XP_005331326.1
OG0012486	XP_003130388.3	XP_040134483.1
OG0012487	XP_003356443.3	XP_040126318.1
OG0012488	XP_020919263.1	XP_013216268.1
OG0012489	XP_005668071.1	XP_005330388.2
OG0012490	XP_020920178.1	XP_013216261.1
OG0012491	XP_020920169.1	XP_021585541.1
OG0012492	XP_003357722.2	XP_021585548.1
OG0012493	XP_020920162.1	XP_040133548.1
OG0012494	XP_020920160.1	XP_021585560.1
OG0012495	XP_020920142.1	XP_021585572.2
OG0012496	XP_020920141.1	XP_005330448.1
OG0012497	XP_003130510.4	XP_005329591.2
OG0012498	XP_003130503.1, XP_013835097.1	XP_040133870.1
OG0012499	XP_003357652.2, NP_001273733.1	XP_005329521.1
OG0012500	XP_013835411.1	XP_005329479.1
OG0012501	XP_013835406.1	XP_005329472.1
OG0012502	XP_013845794.2	XP_005329734.1
OG0012504	XP_020919437.1	XP_013211639.1
OG0012505	XP_020919463.1	XP_005319770.1
OG0012506	XP_005667874.3	XP_013211629.1
OG0012507	XP_020958295.1	XP_021578231.1
OG0012508	XP_020919401.1	XP_040134258.1
OG0012509	XP_020919333.1	XP_013211651.1
OG0012510	XP_013845079.2	XP_005319834.1
OG0012511	XP_020958266.1	XP_021578312.1
OG0012512	XP_020919312.1	XP_021578328.1
OG0012513	NP_999573.1	XP_005319851.1
OG0012514	XP_003130357.1	XP_040133237.1
OG0012515	NP_001230578.1	XP_005319880.3
OG0012516	XP_001928039.4	XP_013211627.2
OG0012517	NP_001136139.1	XP_005319887.1
OG0012518	XP_001929017.1	XP_005319902.1
OG0012519	XP_020937495.1	XP_040134358.1
OG0012520	XP_020920030.1	XP_021582888.1
OG0012521	XP_020919831.1	XP_040133094.1
OG0012522	XP_005667999.1	XP_005326626.1
OG0012524	NP_001231318.1	XP_005326614.1
OG0012525	XP_020920079.1	XP_040133474.1
OG0012526	XP_003357689.2	XP_005326600.1
OG0012527	NP_001009581.1	XP_040134467.1
OG0012528	XP_003130591.2	XP_005326594.2
OG0012529	XP_020919920.1	XP_040133074.1
OG0012530	XP_005667991.2	XP_005326578.1
OG0012531	XP_003130632.2	XP_005326572.1
OG0012532	XP_013835552.1	XP_005326571.1
OG0012533	XP_005663322.1	XP_005331455.2
OG0012534	XP_013852413.1	XP_040145061.1
OG0012535	NP_001231109.1	XP_005331445.1
OG0012536	XP_001927786.1	XP_005331442.2
OG0012537	XP_003125749.1	XP_005331511.2
OG0012538	XP_005663378.1	XP_005331403.1
OG0012539	NP_001034839.1	XP_005331395.1
OG0012540	XP_003125766.1	XP_021586193.2
OG0012541	XP_003125770.1	XP_005331363.1
OG0012542	XP_013852490.1, NP_001121926.1	XP_021586241.1
OG0012543	XP_005663464.2	XP_005331329.1
OG0012544	NP_001230415.1	XP_021586250.2
OG0012545	XP_003121465.3	XP_005325613.2
OG0012546	XP_020951945.1	XP_013214196.1
OG0012547	XP_020951956.1	XP_040129493.1
OG0012548	XP_020951932.1	XP_013214178.1
OG0012549	XP_003356461.1	XP_040126255.1
OG0012550	XP_020951923.1	XP_005325632.1
OG0012551	XP_020953270.1	XP_040126290.1
OG0012552	XP_005665387.1	XP_005337508.1
OG0012553	XP_003127936.4	XP_005337512.1
OG0012554	XP_003356440.1	XP_005337519.1
OG0012555	XP_020951858.1	XP_040130075.1
OG0012556	XP_013854717.2	XP_040130209.1
OG0012557	XP_003356432.3	XP_040126371.1
OG0012558	XP_020951839.1	XP_005329096.1
OG0012559	XP_020951842.1	XP_040130301.1
OG0012560	XP_020953403.1	XP_021584613.1
OG0012561	XP_020953402.1	XP_005329118.1
OG0012562	XP_020951822.1	XP_021584585.1
OG0012563	XP_020951814.1	XP_005329080.1
OG0012564	XP_003360829.1	XP_005329079.1
OG0012565	XP_020951796.1	XP_005337177.1
OG0012566	XP_020951725.1	XP_040126475.1
OG0012567	NP_001090944.2	XP_005337069.1
OG0012568	XP_020951712.1	XP_013218122.1
OG0012569	XP_020951709.1	XP_013218109.2
OG0012570	XP_020951710.1	XP_005334923.1
OG0012571	XP_013844269.2	XP_021588620.1
OG0012572	XP_020931067.1	XP_005322835.1
OG0012573	XP_020955680.1	XP_013212273.1
OG0012574	XP_020955287.1	XP_040130794.1
OG0012575	NP_999404.2, XP_020953962.1	XP_005338846.1
OG0012576	XP_020954924.1	XP_005338844.1
OG0012577	XP_013833674.2	XP_040131251.1
OG0012579	XP_001928692.3	XP_040131790.1
OG0012580	NP_999469.1	XP_005338790.1
OG0012581	NP_001274346.1, XP_013833610.1	XP_005338781.1
OG0012582	XP_001927753.1	XP_040129818.1
OG0012583	XP_013833626.1	XP_005338767.1
OG0012584	XP_013833590.2	XP_013212896.1
OG0012585	XP_020955544.1	XP_005322712.1
OG0012586	XP_020955519.1	XP_040131870.1
OG0012587	XP_001928405.3	XP_013214805.1, XP_013220423.1
OG0012588	NP_001005150.1	XP_005322740.1
OG0012589	XP_003128562.3	XP_005322749.1
OG0012590	XP_020954788.1	XP_040131297.1
OG0012591	XP_001926627.2	XP_005322770.1
OG0012592	XP_005659977.1	XP_013216792.1
OG0012593	XP_003480507.1	XP_005331806.1
OG0012594	XP_020929733.1	XP_005331801.1
OG0012595	XP_003121851.1	XP_005331793.2
OG0012596	XP_020957037.1	XP_040131299.1
OG0012597	XP_001924665.2	XP_005331791.1
OG0012599	XP_020957116.1	XP_005322931.1
OG0012600	XP_020957251.1	XP_040132383.1
OG0012601	XP_013848850.1	XP_021580524.1
OG0012602	XP_001928284.1	XP_005322912.1
OG0012603	XP_020957573.1	XP_005322907.1
OG0012604	XP_005660014.2	XP_005338034.1
OG0012605	XP_020957719.1	XP_040130079.1
OG0012606	XP_020938929.1, NP_999485.1	XP_005338020.1
OG0012607	XP_020957891.1	XP_005338013.1
OG0012608	XP_020957924.1	XP_005338010.1
OG0012609	XP_020958306.1	XP_040131306.1
OG0012610	XP_020958311.1	XP_040132286.1
OG0012611	XP_020958338.1	XP_005322804.1
OG0012612	XP_005660081.1	XP_005322820.1
OG0012613	NP_001231543.1	XP_005322822.1
OG0012614	XP_003121894.4	XP_005322827.1
OG0012615	XP_005652755.1	XP_040131304.1
OG0012616	XP_020918279.1	XP_040131303.1
OG0012617	XP_020955042.1	XP_005322852.1
OG0012618	XP_003356786.2	XP_005322865.1
OG0012619	XP_020955047.1	XP_040131243.1
OG0012620	XP_001928349.1	XP_021577891.1
OG0012621	XP_005656402.1	XP_040130759.1
OG0012622	NP_001230331.1	XP_021580505.1
OG0012623	XP_020955590.1	XP_040130605.1
OG0012624	XP_020955057.1	XP_021580508.1
OG0012625	XP_001926218.3	XP_005322889.1
OG0012626	XP_001927730.1	XP_005322900.1
OG0012627	XP_020955076.1	XP_021579402.1
OG0012628	XP_005656429.1	XP_021579406.1
OG0012629	XP_020955602.1	XP_040131438.1
OG0012630	XP_020955126.1	XP_005321254.1
OG0012631	XP_003482332.2	XP_040149830.1, XP_005321262.1
OG0012632	XP_001929053.1	XP_005321266.1
OG0012633	XP_005656456.1	XP_005321285.1
OG0012634	NP_001172765.1, XP_005656434.1	XP_021579440.1
OG0012636	XP_020955198.1	XP_040132053.1
OG0012637	NP_001136312.1	XP_005321309.1
OG0012638	XP_020955201.1	XP_005321318.1
OG0012639	XP_013844650.2	XP_005321396.1
OG0012640	XP_020955242.1	XP_040130009.1
OG0012641	XP_020955253.1	XP_040130749.1
OG0012642	XP_020955742.1	XP_040130294.1
OG0012643	XP_020955314.1	XP_021591530.1
OG0012644	XP_020955346.1	XP_021587754.1
OG0012645	NP_001231706.1, XP_020953846.1	XP_005333967.1
OG0012646	XP_020955365.1	XP_005333970.1
OG0012647	XP_003128777.2	XP_005333971.1
OG0012648	XP_020937240.1	XP_005341053.1
OG0012649	XP_020937241.1	XP_013221003.1
OG0012650	XP_020937201.1	XP_005334713.1
OG0012651	XP_020937174.1	XP_013218036.2
OG0012652	XP_020957995.1	XP_005322935.2
OG0012653	XP_020955212.1	XP_040130266.1
OG0012654	XP_020937202.1	XP_040130763.1
OG0012655	NP_001121944.1	XP_005322048.1
OG0012656	XP_003131621.3	XP_021579690.2
OG0012657	XP_020923096.1	XP_013215226.1
OG0012658	XP_020936706.1	XP_021589954.1
OG0012661	XP_020922066.1	XP_005332736.1
OG0012662	XP_003131409.1	XP_005328146.1
OG0012663	XP_003131480.2	XP_040124725.1
OG0012664	XP_003362198.1	XP_005321818.2
OG0012665	XP_003131593.1	XP_005321780.1
OG0012666	XP_020921981.1	XP_013212406.1
OG0012667	XP_020923154.1	XP_005327898.1
OG0012668	XP_003122332.3	XP_040139775.1
OG0012669	XP_003131179.2	XP_021576914.1
OG0012670	XP_003357968.2	XP_021576904.2
OG0012671	XP_020922029.1	XP_021586980.2
OG0012673	XP_020922087.1	XP_005332731.1
OG0012674	XP_020922127.1	XP_005332718.1
OG0012675	XP_020922113.1	XP_005332716.1
OG0012676	XP_020922132.1	XP_005332791.1
OG0012677	XP_020922135.1	XP_021586957.2
OG0012678	XP_020922138.1	XP_013217086.3
OG0012679	XP_020922158.1	XP_005332696.1
OG0012680	XP_020922151.1	XP_005332694.1
OG0012681	XP_020922160.1	XP_040124306.1, XP_040124305.1
OG0012682	XP_003131193.1	XP_005332685.1
OG0012683	XP_020922175.1	XP_005332681.1
OG0012684	XP_020922188.1	XP_040124316.1
OG0012685	XP_020922190.1	XP_040124331.1
OG0012686	XP_020922215.1	XP_040124524.1
OG0012687	XP_020922220.1	XP_040124343.1
OG0012688	XP_020922245.1	XP_005332765.4
OG0012689	XP_020922255.1	XP_040124355.1
OG0012690	XP_020922256.1	XP_013217117.2
OG0012691	XP_020922260.1	XP_005332646.1
OG0012692	XP_003131232.4	XP_021586910.1
OG0012694	XP_003358016.1	XP_040124377.1
OG0012695	XP_020922287.1	XP_021586888.1
OG0012696	XP_003131254.1	XP_005332609.1
OG0012697	XP_003131274.1	XP_005332585.1
OG0012698	XP_020921920.1, NP_001038070.1	XP_005328287.1
OG0012699	XP_020922402.1	XP_040124500.1
OG0012700	XP_020922412.1	XP_013215343.3
OG0012701	XP_020922422.1	XP_005328273.1
OG0012702	XP_005668752.2	XP_040124525.1
OG0012703	XP_020923735.1	XP_005328268.1
OG0012704	XP_005653947.1	XP_040124561.1
OG0012705	XP_020923802.1	XP_005328232.3
OG0012706	XP_020921979.1	XP_005328205.1
OG0012707	XP_005668753.1, NP_001231489.1	XP_021584037.1
OG0012708	XP_003483014.2	XP_005328214.1
OG0012709	XP_013836325.1	XP_040124847.1
OG0012710	XP_005668766.1	XP_021584016.1
OG0012711	XP_020922527.1	XP_005328170.1
OG0012712	XP_020922549.1	XP_021583998.1
OG0012713	NP_001090989.1	XP_005328155.1
OG0012714	XP_003131422.1	XP_005328148.1
OG0012715	XP_003131425.3	XP_021583988.1
OG0012716	XP_003131427.3	XP_005328138.1
OG0012717	XP_003358080.1	XP_005322051.1
OG0012718	XP_005657006.1	XP_005321969.2
OG0012719	XP_003358072.1	XP_013212537.1
OG0012720	XP_003131441.2	XP_005342917.2
OG0012721	XP_020922637.1	XP_021579931.1
OG0012722	XP_003131432.1	XP_005321942.1
OG0012723	NP_001038045.1	XP_040124921.1
OG0012724	XP_020922644.1	XP_005322043.1
OG0012725	XP_003131457.2	XP_013212515.1
OG0012726	XP_003131468.2	XP_005321919.1
OG0012727	XP_020921684.1	XP_013212487.1, XP_040124717.1
OG0012728	NP_001116601.1	XP_005321879.1
OG0012729	XP_003358104.2	XP_005321867.1
OG0012730	XP_020922685.1	XP_005321865.1
OG0012731	XP_003131544.1	XP_005321856.1
OG0012732	XP_013835208.1	XP_040126443.1
OG0012733	XP_005653993.1	XP_005321829.2
OG0012734	XP_005653996.1	XP_040124769.1
OG0012735	XP_020922718.1	XP_021579694.1
OG0012736	NP_001231581.1	XP_005321817.1
OG0012737	XP_020922737.1	XP_005322013.1
OG0012738	XP_013835427.2	XP_013212411.2
OG0012739	XP_013835566.1	XP_040124818.1
OG0012740	NP_001182288.1, XP_005668922.1	XP_040124838.1
OG0012741	XP_003358143.2	XP_005321746.1
OG0012742	XP_020922805.1	XP_013212514.1
OG0012743	XP_020921764.1, NP_001231880.1	XP_005321724.1
OG0012744	XP_005668943.1	XP_040124881.1
OG0012745	XP_003131623.4	XP_005321688.1
OG0012746	XP_020922853.1	XP_040124894.1
OG0012747	XP_020922906.1	XP_005321662.1
OG0012748	XP_020922908.1	XP_005321660.2
OG0012749	XP_005657028.3	XP_005321654.1
OG0012750	NP_001033096.1	XP_013212531.1
OG0012751	XP_003131696.1	XP_005321635.1
OG0012752	XP_020922938.1	XP_005321628.2
OG0012753	XP_003358167.2, XP_020937868.1	XP_005321620.1
OG0012754	XP_020922961.1	XP_021579732.1
OG0012755	XP_013836592.2	XP_013212504.1
OG0012756	XP_005669080.2	XP_040125034.1
OG0012757	XP_003131755.1	XP_005321580.1
OG0012758	XP_020923002.1	XP_013212508.2
OG0012759	NP_999121.1, XP_020921863.1	XP_005321563.1
OG0012760	XP_020923057.1	XP_005321551.1
OG0012761	XP_003358201.1	XP_005327815.1
OG0012762	XP_003131790.5	XP_005327844.1
OG0012763	XP_003131783.1	XP_013215220.1
OG0012764	XP_003131793.1	XP_005327852.1
OG0012765	XP_003131794.2	XP_040125084.1
OG0012766	XP_005669140.1	XP_040125091.1
OG0012767	XP_003358214.1	XP_005327869.1
OG0012768	NP_001230312.1	XP_040126464.1
OG0012769	XP_013845424.1, NP_001231268.1	XP_005327878.1
OG0012770	XP_003483120.2	XP_005327894.1
OG0012771	XP_020923144.1	XP_005327893.1
OG0012772	XP_005657054.2	XP_005327901.1
OG0012773	XP_020923175.1	XP_021583808.2
OG0012774	XP_020923170.1	XP_040125178.1
OG0012775	XP_020923176.1	XP_021583809.1
OG0012776	XP_020923177.1	XP_040125175.1
OG0012777	XP_003131834.2	XP_005327926.1
OG0012778	XP_003131835.2	XP_005327927.1
OG0012779	XP_013835617.1, XP_003131863.2	XP_005327938.1
OG0012780	XP_003131859.3	XP_005327939.1
OG0012781	XP_003131866.1	XP_013216168.1, XP_013215211.1
OG0012782	XP_020923194.1	XP_040125203.1
OG0012783	NP_001131108.1	XP_005327948.1
OG0012784	XP_020923251.1	XP_021583845.1
OG0012785	XP_020923262.1	XP_005327971.1
OG0012786	XP_003131872.2	XP_040125222.1
OG0012787	XP_020923283.1	XP_005327982.1
OG0012788	XP_020923292.1	XP_040125233.1
OG0012789	XP_005669173.2	XP_005337350.1
OG0012790	XP_013836671.2	XP_013219239.1
OG0012791	XP_020923349.1	XP_040125479.1
OG0012792	XP_020936777.1	XP_005336920.1
OG0012793	NP_001297091.1	XP_005336935.1
OG0012794	XP_020936886.1	XP_005336964.1
OG0012795	XP_020936903.1	XP_005336971.1
OG0012796	NP_001090921.1, XP_013844498.1	XP_040142615.1
OG0012797	XP_020936882.1	XP_005336982.1
OG0012798	XP_020936696.1	XP_021589953.1
OG0012799	XP_020936812.1	XP_013219029.1
OG0012800	XP_020936806.1	XP_021590029.1
OG0012801	XP_003353746.1	XP_021590049.1
OG0012802	XP_005654670.1	XP_040139774.1
OG0012803	XP_003353749.1	XP_005337014.1
OG0012804	XP_020926593.1	XP_021579362.1
OG0012805	XP_005660586.1	XP_013212195.1
OG0012806	XP_003122286.1	XP_005321142.1
OG0012807	XP_020925857.1	XP_040142429.1
OG0012808	XP_020925492.1	XP_040142401.1
OG0012809	XP_005660554.1	XP_005321108.2
OG0012810	XP_003122256.1	XP_005321109.1
OG0012811	XP_020925376.1	XP_005321105.1
OG0012812	XP_013849361.2	XP_040142372.1
OG0012813	XP_005660544.1	XP_005321232.3
OG0012814	XP_003122270.2	XP_005321097.1
OG0012815	XP_003480664.2	XP_005321067.1
OG0012816	NP_001245360.1	XP_005321226.1
OG0012817	XP_020924817.1	XP_013212224.1
OG0012818	XP_020924585.1	XP_040142264.1
OG0012819	XP_020924287.1	XP_021579216.1
OG0012820	XP_020924489.1	NP_001269183.1
OG0012821	NP_999491.1	XP_005321013.1
OG0012822	XP_003353701.1	XP_021579190.1
OG0012823	XP_020924026.1	XP_040142187.1
OG0012824	XP_003353684.5	XP_005320976.1
OG0012825	XP_020947467.1, XP_003355526.4	XP_005335707.1
OG0012826	XP_020947053.1	XP_005335101.1
OG0012827	XP_003130201.2	XP_005331880.1
OG0012828	XP_020942853.1	XP_005336446.1
OG0012829	XP_005662638.1	XP_040127137.1
OG0012830	XP_003125118.1	XP_005322154.1
OG0012831	NP_001098781.1	XP_021580038.2
OG0012832	XP_003125105.1	XP_005322172.1
OG0012833	XP_003121422.2	XP_005340905.1
OG0012834	XP_003355530.2	XP_021589193.1
OG0012835	XP_003126301.3	XP_005335649.1
OG0012836	XP_003126310.2	XP_040136413.1
OG0012837	NP_999054.1	XP_013218490.1
OG0012838	XP_003481678.1	XP_005335694.1
OG0012839	XP_001929445.4	XP_005335702.1
OG0012840	NP_001230598.1, XP_020946620.1	XP_013218492.1
OG0012842	XP_001929520.1	XP_005335715.1
OG0012843	XP_020947491.1	XP_013218512.1
OG0012844	XP_020947486.1	XP_005335721.1
OG0012845	XP_020947525.1	XP_005335733.1
OG0012846	XP_003126361.1	XP_021589206.1
OG0012847	XP_020947547.1	XP_040136347.1
OG0012848	XP_020946783.1, NP_999160.1	XP_005335760.1
OG0012849	XP_020947557.1	XP_005335763.1
OG0012850	NP_001231476.1	XP_005335764.1
OG0012851	XP_001927863.3	XP_021589219.1
OG0012852	XP_003481694.1	XP_005328739.1
OG0012853	XP_020947595.1	XP_005328741.1
OG0012854	XP_020947597.1	XP_005328745.1
OG0012855	XP_003126396.1	XP_013215571.3
OG0012856	XP_020947606.1	XP_005328753.1
OG0012857	XP_020948557.1	XP_005328768.2
OG0012858	XP_020947620.1	XP_005328772.1
OG0012859	XP_013853162.2	XP_013215577.1
OG0012860	XP_020947632.1	XP_005328789.1
OG0012861	XP_020946935.1	XP_005335040.1
OG0012862	NP_001193289.1	XP_021588704.1
OG0012863	NP_001193308.1, XP_020946726.1	XP_005335085.1
OG0012864	XP_003126827.1	XP_005335062.1
OG0012865	XP_020947003.1	XP_040132435.1
OG0012866	XP_020947012.1	XP_005335069.1
OG0012867	XP_020947021.1	XP_005335073.1
OG0012868	XP_020947044.1	XP_005335079.1
OG0012869	XP_013852916.2	XP_040137717.1
OG0012870	XP_020947047.1	XP_021588681.1
OG0012871	XP_020947049.1	XP_013218191.1
OG0012872	XP_020947056.1	XP_040132807.1
OG0012873	XP_020947057.1	XP_040132826.1
OG0012874	XP_005663798.1	XP_021591147.1
OG0012875	XP_020947066.1, XP_020947065.1	XP_013219836.2
OG0012876	XP_020948755.1	XP_013219850.2
OG0012877	XP_020947085.1	XP_021591129.2
OG0012879	XP_020947095.1	XP_021580051.2
OG0012880	XP_020947103.1	XP_005322253.1
OG0012881	XP_020948494.1	XP_040133571.1
OG0012882	XP_020948506.1	XP_040133640.1
OG0012883	XP_003126056.1	XP_005322290.1
OG0012884	XP_013852962.1, XP_001929401.3	XP_013212756.1
OG0012885	XP_020947134.1	XP_005322300.1
OG0012886	XP_020947158.1	XP_021580201.1
OG0012887	XP_013852967.2, NP_001093403.1	XP_005322318.1
OG0012888	XP_003126080.3	XP_005322321.1
OG0012889	XP_003481600.1	XP_005322325.1
OG0012890	XP_005663864.2	XP_040137738.1
OG0012891	XP_013852996.1	XP_040137741.1
OG0012892	XP_020947195.1	XP_040134388.1
OG0012893	XP_020947196.1	XP_005322349.1
OG0012894	NP_001116458.1	XP_005322377.1
OG0012895	XP_005655583.1	XP_005322383.1
OG0012896	XP_020947233.1	XP_005322387.1
OG0012898	XP_020948286.1	XP_021580145.1
OG0012899	XP_013851334.1	XP_040126816.1
OG0012900	XP_005662386.1	XP_013220955.1
OG0012901	NP_001231482.1, XP_020941372.1	XP_005340084.1
OG0012902	XP_013851378.1	XP_021591035.1
OG0012903	XP_003124932.2	XP_005338551.2
OG0012904	XP_020942837.1	XP_021589648.1
OG0012905	XP_020942851.1	XP_013218867.1
OG0012906	XP_020942889.1	XP_040126706.1
OG0012907	NP_001302649.1	XP_005339650.1
OG0012908	XP_003125238.1	XP_005324581.1
OG0012909	XP_020943230.1	XP_005324577.1
OG0012910	XP_003125218.3	XP_040127254.1
OG0012911	XP_020943209.1	XP_040126874.1
OG0012912	NP_999584.1	XP_040127108.1
OG0012913	NP_001182286.1	XP_005324544.1
OG0012914	XP_003354886.3	XP_005324541.1
OG0012915	XP_003125197.1	XP_005322056.1
OG0012916	XP_020943877.1	XP_005322061.1
OG0012917	XP_003354868.1	XP_040126641.1
OG0012918	XP_020943178.1	XP_040127296.1
OG0012919	XP_020943867.1	XP_005322088.1
OG0012920	XP_005662584.1	XP_005322095.1
OG0012921	XP_003354850.1	XP_005322104.1
OG0012922	XP_003125148.1	XP_005322106.1
OG0012923	XP_020943128.1	XP_021579973.1
OG0012925	XP_020943109.1	XP_005322127.1
OG0012926	XP_020943096.1	XP_040126750.1
OG0012927	XP_005662559.1	XP_005322146.1
OG0012928	XP_003125122.1	XP_005322147.1
OG0012929	XP_005662556.1	XP_040127035.1
OG0012930	XP_020943067.1	XP_021579997.1
OG0012931	XP_003481240.1	XP_005322168.1
OG0012932	XP_020943058.1	XP_021580007.1
OG0012933	XP_003354827.1	XP_005322178.1
OG0012934	XP_003125087.4	XP_005322188.1
OG0012935	XP_003126026.1	XP_005338655.1
OG0012936	XP_020942873.1	XP_040126862.1
OG0012937	XP_020940442.1	XP_005333255.1
OG0012938	XP_003357765.1	XP_005326283.2
OG0012939	XP_020940396.1	XP_040129283.1
OG0012940	NP_001139225.1	XP_005333258.1
OG0012941	XP_020939058.1	XP_005340939.1
OG0012942	XP_020939971.1	XP_040128768.1
OG0012943	XP_003123686.3	XP_005339392.1
OG0012944	XP_020939980.1	XP_040127755.1
OG0012945	XP_003123696.1	XP_021591650.1
OG0012946	XP_003123688.1	XP_005339397.1
OG0012947	XP_020939994.1	XP_021591642.1
OG0012948	XP_020940286.1	XP_040127858.1
OG0012949	XP_020940300.1	XP_040128318.1
OG0012950	XP_020940323.1	XP_040129481.1
OG0012951	XP_003129089.2	XP_005330936.1
OG0012952	XP_003123930.2	XP_005324194.1
OG0012953	XP_020941062.1	XP_021589282.1
OG0012954	XP_020934839.1, NP_001272898.1	XP_040128711.1
OG0012955	XP_003354322.2	XP_040128717.1
OG0012956	XP_003354324.1	XP_005335830.2
OG0012957	XP_020940421.1	XP_040127740.1
OG0012958	NP_001231466.1	XP_021589242.1
OG0012959	XP_005655058.1, NP_001230853.1	XP_005335794.1
OG0012960	XP_005655074.1	XP_005333241.1
OG0012961	XP_020933987.1	XP_005333246.1
OG0012962	NP_001231057.1	XP_005333252.2
OG0012963	XP_020940443.1	XP_005333256.1
OG0012964	XP_020940448.1	XP_005333265.1
OG0012965	XP_020940461.1	XP_021583369.1
OG0012966	NP_001254755.1	XP_005327302.1
OG0012967	XP_003480965.2	XP_040129292.1
OG0012968	XP_020919517.1	XP_005328029.1
OG0012969	XP_005660153.1	XP_021583875.1
OG0012970	XP_020919133.1	XP_040139739.1
OG0012971	XP_020918932.1	XP_005340189.1
OG0012973	XP_020918843.1	XP_013218643.1
OG0012974	XP_003121927.3	XP_005335974.1
OG0012975	XP_003121921.1	XP_005334247.1
OG0012976	NP_001230827.1	XP_005326241.1
OG0012977	XP_003130728.1	XP_005326242.1
OG0012978	XP_020920361.1	XP_005326247.1
OG0012979	XP_020920349.1	XP_013214532.1
OG0012980	XP_020920337.1	XP_040141874.1
OG0012982	XP_020920338.1	XP_005326264.1
OG0012983	NP_001158330.1	XP_005326270.1
OG0012984	XP_003130719.1	XP_005326279.2
OG0012985	NP_999445.1	XP_005326290.1
OG0012986	XP_013849090.1	XP_005326405.1
OG0012987	XP_003122034.1	XP_005326315.1
OG0012988	XP_005660286.2	XP_021582653.1
OG0012989	XP_020939643.1	XP_013214512.1
OG0012990	XP_013849110.2	XP_040141981.1
OG0012991	XP_003122067.3	XP_005326344.1
OG0012992	XP_013849131.1	XP_005326360.1
OG0012993	NP_001230553.1	XP_040139747.1
OG0012994	XP_020922168.1	XP_021582589.1
OG0012995	XP_013849154.1	XP_040142024.1
OG0012996	NP_001131101.1	XP_005326375.1
OG0012997	XP_020922357.1	XP_005326380.1
OG0012998	XP_005652762.2	XP_021582681.1
OG0012999	XP_020922513.1	XP_021582684.1
OG0013000	XP_001924348.1	XP_005329788.1
OG0013001	XP_003122123.2	XP_040139751.1
OG0013002	XP_020923471.1	XP_040139757.1
OG0013003	XP_003480629.1	XP_013212067.1
OG0013004	XP_020923643.1	XP_013212105.1
OG0013005	NP_001020390.1	XP_005320942.1
OG0013006	XP_001926788.5	XP_040139759.1
OG0013007	XP_020923782.1	XP_005320955.1
OG0013008	XP_020923963.1	XP_040142765.1
OG0013009	XP_020923377.1	XP_005329742.1
OG0013010	NP_001121906.1, XP_020953945.1	XP_013211184.1
OG0013011	XP_020954171.1	XP_040138764.1
OG0013012	XP_020955661.1	XP_021577515.1
OG0013014	XP_020954098.1	XP_040138240.1
OG0013015	XP_013833084.1	XP_040139564.1
OG0013016	NP_001231615.1	XP_005339065.1
OG0013017	NP_001116608.1	XP_005339036.1
OG0013018	NP_001095287.1	XP_005339024.1
OG0013019	NP_001116629.1	XP_005338999.1
OG0013020	NP_001171822.1	XP_013211256.1
OG0013021	XP_005665946.2	XP_005318866.1
OG0013022	NP_001229955.1	XP_040138431.1
OG0013023	XP_020954292.1	XP_040138489.1
