Orthogroup	Sus_scrofa	Canis_lupus_familiaris
OG0011251	XP_013848457.1	XP_038436336.1
OG0011252	XP_001924906.4	XP_038436342.1
OG0011253	XP_020951079.1	XP_038436347.1
OG0011254	XP_005659663.1	XP_038436352.1
OG0011255	XP_003121552.1	XP_038436361.1
OG0011256	XP_001926803.5	XP_038436371.1
OG0011257	NP_001230218.1, XP_020935039.1	XP_038443676.1
OG0011258	NP_001230230.1, XP_020955332.1	XP_038436394.1
OG0011259	XP_020950284.1	XP_038436461.1
OG0011260	NP_001124003.1	XP_038436468.1
OG0011261	XP_020950201.1	XP_038436469.1
OG0011262	XP_003353391.2	XP_038436491.1
OG0011263	XP_020950021.1	XP_038436524.1
OG0011264	XP_020949822.1	XP_038436559.1
OG0011265	XP_020949746.1	XP_038436570.1
OG0011266	XP_020949548.1	XP_038436582.1
OG0011267	XP_020949514.1	XP_038436588.1
OG0011268	XP_020949472.1	XP_038436634.1
OG0011269	XP_020955740.1	XP_038436654.1
OG0011270	XP_005654541.2	XP_038436656.1
OG0011271	XP_005659910.1	XP_038436671.1
OG0011272	XP_020955846.1	XP_038436677.1
OG0011273	XP_005659918.1, NP_001230607.1	XP_038436699.1
OG0011274	XP_020955974.1	XP_038436701.1
OG0011275	XP_003121797.3	XP_038436730.1
OG0011276	NP_001231548.1	XP_038436736.1
OG0011277	XP_020951299.1, NP_001230543.1	XP_038436739.1
OG0011278	XP_020956178.1	XP_038436744.1
OG0011279	XP_013848794.2	XP_038436766.1
OG0011280	XP_020954760.1	XP_038436838.1
OG0011281	NP_001231716.1, XP_020953850.1	XP_038436840.1
OG0011282	XP_020954758.1	XP_038436841.1
OG0011283	XP_005656344.1	XP_038436853.1
OG0011284	XP_001925607.3	XP_038436861.1
OG0011285	XP_001928425.1	XP_038436867.1
OG0011286	XP_020954717.1	XP_038436886.1
OG0011287	NP_001240850.1	XP_038436943.1
OG0011288	XP_005666184.1	XP_038436947.1
OG0011289	XP_005666194.1	XP_038436956.1
OG0011290	XP_005656334.1, NP_001231115.1	XP_038436990.1
OG0011291	XP_005656339.1, NP_001231113.1	XP_038437000.1
OG0011292	XP_020954668.1	XP_038437018.1
OG0011293	XP_013848752.2	XP_038437041.1
OG0011294	XP_005670432.2	XP_038437082.1
OG0011295	NP_001231349.1, XP_013845629.1	XP_038437111.1
OG0011296	NP_001137401.1, XP_013845626.1	XP_038437112.1
OG0011297	XP_020926520.1	XP_038437197.1
OG0011298	XP_020927109.1	XP_038437211.1
OG0011299	XP_020926523.1	XP_038437212.1
OG0011300	XP_020926570.1	XP_038437277.1
OG0011301	XP_020926571.1	XP_038445403.1, XP_038437279.1
OG0011302	XP_020925503.1	XP_038437281.1
OG0011303	XP_020926576.1	XP_038437283.1
OG0011304	XP_003132800.1	XP_038437295.1
OG0011305	NP_001092066.1, XP_020923834.1	XP_038437332.1
OG0011306	XP_020926610.1	XP_038437344.1, XP_038437345.1
OG0011307	XP_003132812.1	XP_038437376.1
OG0011308	NP_001231385.1, XP_020924127.1	XP_038437426.1
OG0011309	XP_020926652.1	XP_038437454.1
OG0011310	XP_003132829.1	XP_038437471.1
OG0011311	XP_020926669.1	XP_038437473.1
OG0011312	XP_013838062.2	XP_038437485.1
OG0011313	XP_003359059.1	XP_038437575.1
OG0011314	XP_005657239.1	XP_038437584.1
OG0011315	XP_020927184.1	XP_038437592.1
OG0011316	XP_020926755.1, XP_020926753.1, XP_020926754.1	XP_038437620.1
OG0011317	XP_020938159.1	XP_038437625.1
OG0011318	XP_003129385.1	XP_038437670.1
OG0011319	XP_003129141.2	XP_038437678.1
OG0011320	XP_020956177.1, NP_001038058.1	XP_038437687.1
OG0011321	NP_001230744.2	XP_038437792.1
OG0011322	XP_003129342.3	XP_038437948.1
OG0011323	XP_020957399.1	XP_038438000.1
OG0011324	XP_020957404.1	XP_038438006.1
OG0011325	XP_020956393.1	XP_038438026.1
OG0011326	XP_020956418.1	XP_038438089.1
OG0011327	XP_020957439.1	XP_038438121.1
OG0011328	XP_013834516.2	XP_038438149.1
OG0011329	XP_003129396.1	XP_038438178.1
OG0011330	XP_003129405.2	XP_038438184.1
OG0011331	XP_013834268.2	XP_038438269.1
OG0011332	XP_020956273.1	XP_038438272.1
OG0011333	XP_003129149.1	XP_038438283.1
OG0011334	NP_001231084.1, XP_005666833.1	XP_038438330.1
OG0011335	XP_005666819.2	XP_038438352.1
OG0011336	XP_003129312.1	XP_038438382.1
OG0011337	XP_013837916.1	XP_038438409.1
OG0011338	XP_013846911.1	XP_038438432.1
OG0011339	XP_020926350.1	XP_038438441.1
OG0011340	XP_020926966.1	XP_038438525.1
OG0011341	XP_020926968.1	XP_038438530.1
OG0011342	XP_020926224.1	XP_038438590.1
OG0011343	XP_020926164.1	XP_038438599.1
OG0011344	XP_005657176.1	XP_038438600.1
OG0011345	XP_013837919.2	XP_038438727.1
OG0011346	XP_020926046.1	XP_038438730.1
OG0011347	XP_020926019.1	XP_038438753.1
OG0011348	XP_020926024.1	XP_038438754.1
OG0011349	XP_005670267.1	XP_038438779.1
OG0011350	XP_020925991.1	XP_038438787.1
OG0011351	NP_001231264.1	XP_038438829.1
OG0011352	XP_003132704.3	XP_038438855.1
OG0011353	XP_020925984.1	XP_038438858.1
OG0011354	XP_003483360.1	XP_038438860.1
OG0011355	NP_001137586.1, XP_020923904.1	XP_038438866.1
OG0011356	XP_003132698.1	XP_038438876.1
OG0011357	XP_020923841.1, NP_001121915.1	XP_038438882.1
OG0011358	XP_003361929.2	XP_038438889.1
OG0011359	XP_020925964.1	XP_038438900.1
OG0011360	XP_020925933.1	XP_038438920.1
OG0011361	XP_003358841.2	XP_038438934.1
OG0011362	XP_003132684.1	XP_038438962.1
OG0011363	XP_020925911.1	XP_038438967.1
OG0011364	XP_020925877.1, XP_020925876.1	XP_038438995.1
OG0011365	XP_020925862.1	XP_038439000.1
OG0011366	XP_020925860.1	XP_038439001.1
OG0011367	XP_003358824.3	XP_038439002.1
OG0011368	NP_001092067.1	XP_038439201.1
OG0011369	XP_020925417.1	XP_038439208.1
OG0011370	XP_003358716.1	XP_038439209.1
OG0011371	XP_003132580.1	XP_038439216.1
OG0011372	XP_003133889.1	XP_038439219.1
OG0011373	XP_003133888.1	XP_038439224.1
OG0011374	XP_020932182.1, NP_001124007.1	XP_038439246.1
OG0011375	XP_020932512.1	XP_038439259.1
OG0011376	XP_003134205.1	XP_038439272.1
OG0011377	XP_003134215.1	XP_038439280.1
OG0011378	XP_020932391.1	XP_038439286.1
OG0011379	XP_020932798.1	XP_038439293.1
OG0011380	XP_020932721.1	XP_038439309.1
OG0011381	XP_020932591.1	XP_038439322.1
OG0011382	XP_013837674.2	XP_038439327.1
OG0011383	XP_020926871.1	XP_038439361.1
OG0011384	XP_020926897.1	XP_038439390.1
OG0011385	XP_020925549.1	XP_038439418.1
OG0011386	XP_020925584.1	XP_038439442.1
OG0011387	XP_005670092.2	XP_038439468.1
OG0011388	XP_013837748.1	XP_038439625.1
OG0011389	XP_003358698.2	XP_038439656.1
OG0011390	XP_003132567.1	XP_038439733.1
OG0011391	NP_001230390.1, XP_020923885.1	XP_038439808.1
OG0011392	XP_020926833.1	XP_038439857.1
OG0011393	XP_020926844.1	XP_038439863.1
OG0011394	NP_001231396.1	XP_038439899.1
OG0011395	XP_020946295.1	XP_038439915.1
OG0011396	XP_020955407.1	XP_038439938.1
OG0011397	XP_013832859.2	XP_038439970.1
OG0011398	XP_020955796.1	XP_038440009.1
OG0011399	XP_020955803.1	XP_038440039.1
OG0011400	NP_001092061.1	XP_038440058.1
OG0011401	NP_001230474.1, XP_020953702.1	XP_038440062.1
OG0011402	XP_001926235.2	XP_038440083.1
OG0011403	XP_020955828.1	XP_038440086.1
OG0011404	XP_020955838.1	XP_038440096.1
OG0011405	XP_020955859.1	XP_038440133.1
OG0011406	XP_020955872.1	XP_038440141.1
OG0011407	XP_001926686.1	XP_038440171.1
OG0011408	XP_001928378.1	XP_038440190.1
OG0011409	XP_013832939.1	XP_038440220.1
OG0011410	XP_020954083.1	XP_038440259.1
OG0011411	XP_020954088.1	XP_038440268.1
OG0011412	XP_001926341.2	XP_038440328.1
OG0011413	XP_020955468.1	XP_038440357.1
OG0011414	NP_001116679.1, XP_013833001.1	XP_038440405.1
OG0011415	XP_020931097.1	XP_038440435.1
OG0011416	XP_020930955.1	XP_038440452.1
OG0011417	XP_020931946.1	XP_038440454.1
OG0011418	XP_020930441.1	XP_038440521.1
OG0011419	XP_020931424.1	XP_038440596.1
OG0011420	XP_020930957.1	XP_038440618.1
OG0011421	XP_003133517.2	XP_038440698.1
OG0011422	XP_020931181.1	XP_038440768.1
OG0011423	XP_003483722.2	XP_038440772.1
OG0011424	XP_020932004.1, XP_020932005.1	XP_038440858.1
OG0011425	XP_013839744.1	XP_038440863.1
OG0011426	NP_001230393.1	XP_038440903.1
OG0011427	XP_001927483.1	XP_038440906.1
OG0011428	XP_020930976.1	XP_038440908.1
OG0011429	XP_013837685.1	XP_038440948.1
OG0011430	XP_020931795.1	XP_038440957.1
OG0011431	NP_001098759.1, XP_020930353.1	XP_038441004.1
OG0011432	XP_020930709.1	XP_038441011.1
OG0011433	XP_020932173.1	XP_038441030.1
OG0011434	XP_020931065.1	XP_038441052.1
OG0011435	XP_020931714.1	XP_038441105.1
OG0011436	XP_020930568.1	XP_038441156.1
OG0011437	XP_020931891.1	XP_038441161.1
OG0011438	XP_001928829.1	XP_038441174.1
OG0011439	XP_001928809.1	XP_038441176.1
OG0011440	XP_003133613.2	XP_038441196.1
OG0011441	XP_005672114.1	XP_038441209.1
OG0011442	XP_020931361.1	XP_038441285.1
OG0011443	XP_020930762.1	XP_038441326.1
OG0011444	XP_020930982.1	XP_038441364.1
OG0011445	XP_020931898.1	XP_038441425.1
OG0011446	XP_020931805.1	XP_038441465.1
OG0011447	XP_005672190.1	XP_038441500.1
OG0011448	XP_005672200.3	XP_038441519.1
OG0011449	XP_013839907.1	XP_038441565.1
OG0011450	XP_020931755.1	XP_038441604.1
OG0011451	XP_005672234.2	XP_038441611.1
OG0011452	XP_020932144.1	XP_038441675.1
OG0011453	XP_020930405.1	XP_038441706.1
OG0011454	XP_001925674.3	XP_038441735.1
OG0011455	XP_020931967.1	XP_038441782.1
OG0011456	XP_003359697.2	XP_038441785.1
OG0011457	NP_999354.1, XP_020930352.1	XP_038441789.1
OG0011458	NP_001185853.1, XP_020930200.1	XP_038441827.1
OG0011459	XP_020930694.1	XP_038441828.1
OG0011460	NP_999062.1	XP_038441832.1
OG0011461	NP_001230233.1	XP_038441836.1
OG0011463	XP_003130495.2	XP_038441842.1
OG0011464	XP_020919755.1, XP_020919756.1	XP_038441848.1
OG0011465	XP_020945264.1	XP_038445605.1, XP_038441865.1
OG0011466	XP_020918869.1	XP_038441905.1
OG0011467	XP_003357431.2	XP_038441906.1
OG0011468	XP_020918872.1	XP_038441909.1
OG0011469	XP_020918873.1	XP_038441910.1
OG0011470	XP_020918935.1	XP_038441943.1
OG0011471	XP_003357439.2	XP_038441949.1
OG0011472	XP_020918966.1	XP_038442006.1
OG0011473	XP_020937513.1	XP_038442017.1
OG0011475	NP_001038065.1	XP_038442041.1
OG0011476	XP_020919973.1	XP_038442095.1
OG0011477	XP_020919975.1	XP_038442097.1
OG0011478	XP_005656840.2	XP_038442101.1
OG0011479	XP_003355126.1	XP_038442156.1
OG0011480	XP_020945162.1	XP_038442183.1
OG0011481	XP_020945169.1	XP_038442191.1
OG0011482	XP_003481462.2	XP_038442215.1
OG0011483	XP_003481464.2	XP_038442216.1
OG0011484	XP_001927912.1	XP_038442232.1
OG0011485	XP_005663237.1, NP_001177174.1	XP_038442240.1
OG0011486	NP_001230643.1	XP_038442258.1
OG0011487	XP_020945230.1	XP_038442260.1
OG0011488	XP_001928732.1	XP_038442275.1
OG0011489	NP_001230198.1, XP_020944232.1	XP_038442286.1
OG0011490	XP_001929212.4	XP_038442316.1
OG0011491	XP_005663276.2	XP_038442329.1
OG0011492	NP_001128436.1, XP_005656701.1	XP_038442355.1
OG0011495	NP_999080.2	XP_038442548.1, XP_038444721.1
OG0011496	XP_020935352.1, XP_020935351.1	XP_038442665.1
OG0011497	XP_005673470.1, NP_001182284.1	XP_038442789.1
OG0011498	NP_999305.1	XP_038442825.1
OG0011499	XP_003135006.3	XP_038442880.1
OG0011500	XP_013841409.1	XP_038442906.1
OG0011501	XP_020936002.1	XP_038442963.1
OG0011502	XP_013841456.1, NP_001231523.1	XP_038442993.1
OG0011503	XP_020936233.1	XP_038442997.1
OG0011504	XP_013841532.2	XP_038443159.1
OG0011505	NP_999494.1, XP_005657855.1	XP_038443242.1
OG0011506	XP_003360359.1	XP_038443316.1
OG0011507	XP_003135143.2	XP_038443368.1
OG0011508	XP_003135131.2	XP_038443370.1
OG0011509	XP_003135175.1	XP_038443429.1
OG0011510	XP_003484168.1	XP_038443531.1
OG0011511	XP_020935701.1	XP_038443548.1
OG0011512	XP_003360412.2	XP_038443635.1
OG0011513	XP_020936117.1	XP_038443642.1
OG0011514	XP_020935413.1	XP_038443679.1
OG0011515	XP_020935507.1	XP_038443720.1
OG0011516	XP_005673805.1	XP_038443743.1
OG0011517	XP_020936138.1	XP_038443761.1
OG0011518	XP_003135339.3	XP_038443919.1
OG0011519	XP_013839178.1	XP_038443928.1
OG0011521	XP_005673869.1	XP_038444001.1
OG0011522	NP_999506.1	XP_038444081.1
OG0011523	XP_020935852.1	XP_038444093.1
OG0011524	XP_001927624.1	XP_038444103.1
OG0011525	XP_003135389.1	XP_038444115.1
OG0011526	XP_005673910.1, NP_999297.1	XP_038444137.1
OG0011527	XP_003135424.2	XP_038444197.1
OG0011528	NP_001230600.1	XP_038444222.1
OG0011529	NP_001137199.1	XP_038444238.1
OG0011530	XP_013841883.1, NP_001230862.1	XP_038444242.1
OG0011531	XP_020935453.1	XP_038444258.1
OG0011532	XP_001925506.4	XP_038444274.1
OG0011533	XP_020935531.1	XP_038444353.1
OG0011534	XP_013839468.1	XP_038444416.1
OG0011535	XP_005657991.1	XP_038444460.1
OG0011536	XP_003135510.1	XP_038444511.1
OG0011537	XP_005674048.1	XP_038444569.1
OG0011538	XP_005674038.1, NP_001137591.1	XP_038444595.1
OG0011539	XP_003135542.3	XP_038444603.1
OG0011540	XP_020936399.1	XP_038444652.1
OG0011541	XP_003360557.2	XP_038444655.1
OG0011542	XP_020935313.1	XP_038444712.1
OG0011543	NP_001231097.1	XP_038444729.1
OG0011544	XP_001925189.7	XP_038444753.1
OG0011546	XP_003124329.2	XP_038444980.1
OG0011547	NP_999502.1, XP_020949236.1	XP_038445092.1
OG0011581	XP_005663068.1	NP_001002953.1
OG0011582	NP_999481.1	NP_001002957.2
OG0011583	NP_999600.2	NP_001002959.1
OG0011584	XP_020937290.1	NP_001002960.1
OG0011585	XP_003355589.2	NP_001002973.1
OG0011586	NP_001231449.1, XP_013833473.1	NP_001002977.1
OG0011587	XP_005669576.1, XP_013837111.1	NP_001002980.1
OG0011588	XP_003356439.2	NP_001002983.1
OG0011589	XP_020937157.1, NP_999466.2	NP_001002984.1
OG0011590	NP_001243707.1	NP_001002989.1
OG0011591	NP_999123.1, XP_005669621.2	NP_001002998.1
OG0011592	XP_020952599.1	NP_001003002.2
OG0011593	NP_001026965.1, XP_013844088.1	NP_001003014.1
OG0011594	NP_001007196.1, XP_020939347.1	NP_001003021.1
OG0011595	NP_001230531.1	NP_001003025.1
OG0011596	XP_001929620.1	NP_001003029.1
OG0011597	XP_003127313.2	NP_001003049.1
OG0011598	XP_003353302.1	NP_001003058.1
OG0011599	NP_001159960.1	NP_001003074.1
OG0011600	NP_001139457.1, XP_020921860.1	NP_001003082.1
OG0011601	XP_020922812.1	NP_001003090.1
OG0011602	XP_020931253.1	NP_001003091.1
OG0011603	XP_020932304.1	NP_001003098.1
OG0011604	XP_003131241.1	NP_001003104.1
OG0011605	NP_001302703.1	NP_001003108.1
OG0011606	XP_003353515.2	NP_001003112.1
OG0011607	XP_003482989.3	NP_001003114.1
OG0011608	XP_005666782.1, NP_999438.1	NP_001003121.1
OG0011609	NP_001231354.1	NP_001003136.1
OG0011610	NP_001230812.1	NP_001003143.1
OG0011611	XP_020931096.1	NP_001003144.1
OG0011612	XP_003483803.1	NP_001003156.1
OG0011613	XP_003128357.1	NP_001003166.1
OG0011614	XP_003353536.1	NP_001003170.1
OG0011615	NP_001230364.2	NP_001003178.1
OG0011616	NP_999272.1	NP_001003183.1
OG0011617	XP_020926633.1	NP_001003193.1
OG0011618	XP_020927336.1	NP_001003203.1
OG0011619	NP_001193333.1, XP_005660200.1	NP_001003204.1
OG0011620	NP_001116695.1	NP_001003205.2
OG0011621	XP_001929525.3	NP_001003206.1
OG0011622	NP_001033093.1	NP_001003219.1
OG0011623	XP_020936817.1, NP_001121908.1	NP_001003234.1
OG0011624	XP_013848480.2, XP_020929430.1	NP_001003237.1
OG0011625	NP_999283.1	NP_001003245.1
OG0011626	NP_001302557.1	NP_001003250.1
OG0011627	XP_020944615.1	NP_001003255.1
OG0011628	XP_005661508.1	NP_001003258.1
OG0011629	XP_020956195.1	NP_001003264.1
OG0011630	XP_003131314.1	NP_001003265.1
OG0011631	XP_001924653.3	NP_001003267.1
OG0011632	XP_005653924.2	NP_001003271.2
OG0011633	XP_013833401.2	NP_001003289.1
OG0011634	NP_001007519.1	NP_001003295.2
OG0011635	XP_020956095.1, NP_999026.1	NP_001003305.1
OG0011636	NP_001009583.1	NP_001003307.1
OG0011637	XP_003482611.2	NP_001003324.1
OG0011638	NP_001230754.1	NP_001003326.1
OG0011639	XP_020949226.1, NP_999456.1	NP_001003342.1
OG0011640	NP_001041697.1	NP_001003344.1
OG0011641	NP_999486.1	NP_001003354.1
OG0011642	XP_005671636.2	NP_001003376.1
OG0011643	XP_003123034.2	NP_001003378.1
OG0011644	XP_003126559.1	NP_001003380.1
OG0011645	NP_001159963.1	NP_001005252.1
OG0011646	NP_001163987.1	NP_001005256.1
OG0011647	XP_001927246.3	NP_001005263.1
OG0011648	NP_001231369.1	NP_001005755.1
OG0011649	XP_020938345.1	NP_001005757.1
OG0011650	NP_999282.1	NP_001007141.1
OG0011651	XP_020942034.1	NP_001007143.2
OG0011652	NP_001116546.1	NP_001008713.2
OG0011653	XP_005668981.2	NP_001008714.1
OG0011654	XP_020942214.1	NP_001008718.1
OG0011655	NP_001153086.1, XP_005666181.1	NP_001008720.1
OG0011656	XP_003134089.1	NP_001010959.1
OG0011657	NP_001001535.1, XP_020930326.1	NP_001012394.1
OG0011658	XP_005672533.1	NP_001012397.1
OG0011659	NP_999139.1	NP_001013856.1
OG0011660	XP_020931859.1	NP_001013872.1
OG0011661	NP_001106533.1, XP_020944111.1	NP_001014300.2
OG0011662	NP_001001263.1, XP_013842981.1	NP_001018643.1
OG0011663	XP_020921180.1	NP_001018647.1
OG0011664	NP_001033087.1, XP_020937600.1	NP_001019810.1
OG0011665	NP_001011694.1, XP_005668700.1	NP_001026987.1
OG0011666	NP_001254823.1, XP_020949103.1	NP_001026989.1
OG0011667	XP_020924396.1	NP_001029167.1
OG0011668	NP_001177122.1	NP_001034132.1
OG0011669	XP_020950364.1	NP_001041446.1
OG0011670	XP_013853397.1	NP_001041489.1
OG0011671	XP_003126030.2	NP_001041549.1
OG0011672	NP_001033050.1	NP_001041551.1
OG0011674	NP_001177164.1	NP_001041593.1
OG0011675	XP_003129415.1	NP_001041594.1
OG0011676	XP_020940137.1	NP_001041598.1
OG0011677	NP_999060.2	NP_001070907.1
OG0011678	XP_003134636.1	NP_001074192.1
OG0011679	XP_005673397.2	NP_001091019.1
OG0011680	XP_013845318.1	NP_001091028.1
OG0011681	XP_005667867.2, NP_001116614.1	NP_001095302.1
OG0011682	XP_005671005.1	NP_001104240.1
OG0011683	XP_020922458.1	NP_001104271.1
OG0011684	XP_013838559.1	NP_001107186.1
OG0011685	NP_001090929.1	NP_001108221.1
OG0011686	NP_001038018.2	NP_001108350.1
OG0011687	NP_001108608.1	NP_001108607.1
OG0011688	NP_999319.2	NP_001116145.1
OG0011689	NP_001116466.1	NP_001120706.1
OG0011690	XP_003480656.1	NP_001124520.1
OG0011691	XP_020925171.1	NP_001124521.1
OG0011692	XP_020944078.1	NP_001129118.1
OG0011693	XP_013834018.1	NP_001138901.1
OG0011694	NP_001177115.1	NP_001153594.1
OG0011695	NP_001153769.1	NP_001153771.1
OG0011696	NP_001108627.1	NP_001157926.1
OG0011697	NP_001231591.1, XP_020941314.1	NP_001157958.1
OG0011698	XP_020921449.1	NP_001159480.1
OG0011699	XP_005673338.1	NP_001161170.1
OG0011700	XP_020924640.1	NP_001161484.1
OG0011701	XP_003129961.1	NP_001161931.2
OG0011702	NP_999027.1	NP_001165243.2
OG0011703	XP_001925302.2	NP_001165706.1
OG0011704	NP_001120696.2	NP_001166014.2
OG0011705	XP_020930538.1	NP_001166949.2
OG0011706	XP_020953085.1	NP_001177673.1
OG0011707	XP_020928354.1	NP_001182074.1
OG0011708	NP_999241.1	NP_001182441.1
OG0011709	XP_020946465.1	NP_001182595.1
OG0011710	XP_013847853.2	NP_001182624.1
OG0011711	XP_005655037.1	NP_001182773.1
OG0011712	XP_013840685.1	NP_001183958.1
OG0011713	XP_003484153.1	NP_001183969.1
OG0011714	XP_020920137.1	NP_001184005.1
OG0011715	NP_001171399.1	NP_001184016.1
OG0011716	NP_999075.1	NP_001184024.1
OG0011717	XP_020947662.1	NP_001184049.1
OG0011718	XP_013847876.1	NP_001184085.1
OG0011719	XP_020950496.1	NP_001184087.1
OG0011720	XP_003130400.5	NP_001184089.1
OG0011721	XP_001924929.4	NP_001184121.1, XP_038444931.1
OG0011722	XP_020947789.1	NP_001184241.1
OG0011723	XP_003481696.2	NP_001185587.1
OG0011724	NP_001190196.1	NP_001191024.1
OG0011725	NP_001191781.1	NP_001191739.1
OG0011726	NP_998975.1	NP_001193866.1
OG0011727	NP_001177095.1	NP_001234905.1
OG0011728	NP_001155875.1	NP_001238876.1
OG0011729	XP_020932966.1, NP_999529.1	NP_001238894.1
OG0011730	NP_001138374.1	NP_001239086.1
OG0011731	NP_001230508.1	NP_001239103.1
OG0011732	XP_020925077.1	NP_001239193.1
OG0011733	XP_003135505.1	NP_001239241.1
OG0011734	NP_001231473.1	NP_001239309.1
OG0011735	NP_001231623.1, XP_005653513.1	NP_001239310.1
OG0011736	NP_001295339.1	NP_001239318.1
OG0011737	XP_020922213.1	NP_001239510.1
OG0011738	XP_003358222.2	NP_001240832.1
OG0011739	XP_020945380.1	NP_001243191.1
OG0011740	NP_001230520.1, XP_005671557.1	NP_001257780.1
OG0011741	XP_005662415.1	NP_001257816.1
OG0011742	NP_001258897.1	NP_001257900.1
OG0011743	XP_020949567.1	NP_001271385.1
OG0011744	XP_020943329.1	NP_001271388.1
OG0011745	XP_020942985.1	NP_001271389.1
OG0011746	XP_020954029.1, NP_001038046.1	NP_001271425.1
OG0011747	XP_013840293.1	NP_001273161.1
OG0011748	XP_020930777.1	NP_001273782.1
OG0011749	XP_020938093.1, NP_999067.1	NP_001273890.1
OG0011750	XP_020950696.1	NP_001273893.1
OG0011751	NP_001007104.1	NP_001273957.1
OG0011752	NP_001004046.1	NP_001273980.1
OG0011753	NP_999153.1, XP_020941499.1	NP_001273993.1
OG0011754	XP_003123072.2	NP_001274010.1
OG0011755	XP_020950257.1	NP_001274018.1
OG0011756	XP_020957874.1, NP_001001262.1	NP_001274057.1
OG0011757	NP_001093408.1	NP_001274067.1
OG0011758	XP_020955695.1	NP_001277038.1
OG0011759	NP_999092.1	NP_001277045.1
OG0011760	XP_020943964.1	NP_001291891.1
OG0011761	XP_003358875.3	NP_001300733.1
OG0011762	XP_020945654.1	NP_001300745.1
OG0011763	XP_013847431.2	NP_001300750.1
OG0011764	XP_020947410.1	NP_001300752.1
OG0011765	XP_005657174.1	NP_001300755.1
OG0011766	XP_020952768.1	NP_001300761.1
OG0011767	NP_001129434.1	NP_001300763.1
OG0011768	XP_001928392.1	NP_001300794.1
OG0011769	XP_003481806.1	NP_001300803.1
OG0011770	NP_001038089.1	NP_001301016.1
OG0011771	XP_003483852.1	NP_001301040.1
OG0011772	XP_001927253.3	NP_001332944.1
OG0011773	XP_020947351.1	NP_001332975.1
OG0011774	XP_020922677.1	NP_001333030.1
OG0011775	XP_020938562.1	NP_001362359.1
OG0011776	XP_020940259.1	NP_001375503.1
OG0011777	XP_003124230.1	XP_038418414.1, NP_001375565.1
OG0011778	XP_003129536.2	NP_001375641.1
OG0011779	XP_020917973.1	NP_001375667.1
OG0011780	XP_020945253.1	NP_001375709.1
OG0011781	XP_020958351.1, XP_003130046.1	NP_001375718.1
OG0011782	XP_013852357.1	NP_001375825.1
OG0011783	XP_020918016.1	NP_001375934.1
OG0011784	XP_001927118.2, XP_013844539.2, XP_013844542.2, XP_020938128.1	NP_001375940.1
OG0011785	XP_020936451.1	NP_001376145.1
OG0011786	NP_001231324.1	NP_001376156.1
OG0011787	XP_020955683.1	XP_038381401.1
OG0011788	XP_013835832.1	XP_038381430.1
OG0011789	NP_001116584.1, XP_003481953.1	XP_038381456.1
OG0011790	XP_020953211.1	XP_038381477.1
OG0011791	XP_020919383.1	XP_038381497.1, XP_038398317.1
OG0011792	XP_001928671.1	XP_038381510.1
OG0011793	XP_001925809.1	XP_038381511.1
OG0011794	XP_013840439.1	XP_038381533.1
OG0011795	XP_020950499.1	XP_038381567.1
OG0011796	XP_003127155.2	XP_038445097.1, XP_038445096.1, XP_038381605.1
OG0011797	XP_020952882.1	XP_038381607.1
OG0011798	XP_020943592.1	XP_038381614.1
OG0011799	NP_001129656.1	XP_038381643.1
OG0011800	XP_013841166.2	XP_038381657.1
OG0011801	XP_003480474.1	XP_038381666.1
OG0011802	XP_020954691.1	XP_038381671.1
OG0011803	XP_020954771.1	XP_038381690.1
OG0011804	XP_013848719.2	XP_038381700.1
OG0011805	XP_020954840.1	XP_038381714.1
OG0011806	XP_003121747.3	XP_038381782.1, XP_038381780.1
OG0011807	XP_001925948.1	XP_038381788.1
OG0011808	XP_001926005.5	XP_038381823.1
OG0011809	XP_020929502.1	XP_038381833.1
OG0011810	XP_020949282.1	XP_038381857.1
OG0011811	NP_998998.2	XP_038381958.1
OG0011812	XP_001928964.3	XP_038382015.1
OG0011813	XP_020943200.1	XP_038382035.1
OG0011814	XP_003121227.1	XP_038382058.1
OG0011815	NP_001231754.1	XP_038382064.1
OG0011816	XP_005659230.1	XP_038382072.1
OG0011817	NP_001121961.1	XP_038382120.1
OG0011818	XP_020942934.1	XP_038382125.1
OG0011819	XP_020942798.1	XP_038382152.1
OG0011820	XP_020942782.1	XP_038382157.1
OG0011821	XP_013847960.2	XP_038382206.1
OG0011822	XP_020942647.1	XP_038382231.1
OG0011823	XP_020942557.1	XP_038382239.1
OG0011824	XP_005659192.2	XP_038382264.1
OG0011825	XP_020942262.1	XP_038382300.1
OG0011826	XP_020939185.1, NP_001121947.1	XP_038382338.1
OG0011827	NP_001153249.1	XP_038382339.1
OG0011828	XP_020930404.1	XP_038382372.1
OG0011829	NP_999292.2	XP_038382399.1
OG0011830	XP_003121154.1	XP_038382424.1
OG0011832	NP_001231463.1	XP_038382449.1
OG0011833	XP_020941327.1	XP_038382515.1
OG0011834	XP_020944846.1	XP_038382566.1
OG0011835	XP_013848069.2	XP_038382611.1
OG0011836	XP_003480304.1	XP_038382612.1
OG0011837	XP_020944359.1	XP_038382631.1
OG0011838	XP_001928763.2	XP_038382655.1
OG0011839	NP_001231719.1	XP_038382771.1
OG0011840	XP_003357755.2	XP_038382896.1
OG0011841	XP_020920317.1	XP_038382904.1
OG0011842	XP_003357763.1	XP_038382906.1
OG0011843	XP_020920809.1	XP_038382957.1
