Orthogroup	Sus_scrofa	Urocitellus_parryii
OG0014257	XP_020925647.1	XP_026245165.1
OG0014258	XP_020925708.1	XP_026245129.1
OG0014259	XP_001925594.3	XP_026256082.1
OG0014260	XP_020925721.1	XP_026256074.1
OG0014261	XP_020925394.1	XP_026267868.1
OG0014262	XP_013837631.1	XP_026259432.1
OG0014263	XP_020925428.1	XP_026250792.1
OG0014264	NP_001098775.1	XP_026250781.1
OG0014265	XP_020925454.1	XP_026250770.1
OG0014266	NP_001155113.1	XP_026250778.1
OG0014267	XP_020926810.1	XP_026250759.1
OG0014268	NP_001090886.1	XP_026250777.1
OG0014269	NP_001230413.1	XP_026250771.1
OG0014270	NP_001171385.1	XP_026238729.1
OG0014271	XP_020932666.1	XP_026252851.1
OG0014272	NP_001070692.1, XP_005665696.1	XP_026263507.1
OG0014274	XP_005665609.2	XP_026238602.1
OG0014275	XP_020955818.1	XP_026240388.1
OG0014276	XP_001928842.3	XP_026240426.1
OG0014277	XP_020955832.1	XP_026240352.1
OG0014279	XP_003482179.2	XP_026240423.1
OG0014280	XP_020955862.1	XP_026240355.1
OG0014281	NP_001230615.1	XP_026263484.1
OG0014282	XP_005665685.1, NP_001231908.1	XP_026263486.1
OG0014283	XP_003128255.1	XP_026263444.1
OG0014284	XP_001928424.1	XP_026263485.1
OG0014285	XP_013832940.1	XP_026263478.1
OG0014287	XP_003128283.1	XP_026270337.1
OG0014288	XP_020930937.1	XP_026261443.1
OG0014289	XP_013839751.2	XP_026261429.1
OG0014290	XP_001925052.2	XP_026261440.1
OG0014291	XP_003133557.4	XP_026247819.1
OG0014292	XP_020931587.1	XP_026256518.1
OG0014293	XP_020932118.1	XP_026257255.1
OG0014294	XP_020931562.1	XP_026248889.1
OG0014295	NP_999422.1	XP_026248871.1
OG0014296	XP_005671941.2	XP_026248873.1
OG0014297	XP_003483710.2	XP_026248918.1
OG0014298	XP_020931068.1	XP_026248917.1
OG0014299	XP_020931085.1	XP_026248919.1
OG0014300	XP_020930947.1	XP_026266926.1
OG0014301	XP_005671959.1	XP_026245384.1
OG0014302	XP_003133502.3	XP_026245334.1
OG0014303	XP_020931970.1	XP_026245328.1
OG0014304	XP_001926383.3	XP_026236654.1, XP_026245341.1
OG0014305	XP_003359596.1	XP_026245297.1
OG0014306	XP_020932162.1	XP_026245347.1
OG0014307	XP_020932156.1	XP_026245329.1
OG0014308	XP_020930487.1	XP_026245349.1
OG0014309	XP_001927925.1	XP_026245325.1
OG0014310	NP_001121924.1, XP_005671984.1	XP_026245360.1
OG0014311	XP_020931500.1	XP_026245327.1
OG0014312	XP_020930635.1	XP_026238462.1
OG0014313	XP_020931584.1	XP_026261411.1
OG0014314	XP_020930787.1	XP_026247782.1
OG0014315	XP_001927740.1	XP_026247818.1
OG0014316	XP_013839763.1	XP_026247807.1
OG0014317	XP_020931101.1	XP_026247813.1
OG0014318	XP_020930761.1	XP_026247823.1
OG0014319	XP_020930410.1	XP_026247811.1
OG0014320	XP_003133578.1	XP_026244858.1
OG0014321	XP_013837720.1	XP_026264628.1
OG0014322	XP_020930612.1	XP_026258150.1
OG0014323	XP_020931061.1	XP_026244816.1
OG0014324	XP_020931922.1	XP_026244841.1
OG0014325	XP_020931615.1	XP_026244824.1
OG0014326	XP_013837729.1	XP_026264638.1
OG0014327	XP_020931514.1	XP_026264637.1
OG0014328	XP_020931390.1	XP_026255108.1
OG0014329	XP_003133619.1	XP_026255086.1
OG0014330	XP_020931579.1	XP_026261123.1
OG0014331	XP_020931203.1	XP_026261121.1
OG0014332	XP_003133638.2	XP_026261156.1
OG0014333	NP_001302738.1	XP_026250367.1
OG0014334	XP_020930963.1	XP_026250356.1
OG0014335	XP_005672187.1	XP_026250369.1
OG0014336	XP_013839888.1	XP_026237536.1
OG0014337	XP_003483773.2	XP_026259137.1
OG0014338	XP_020931628.1	XP_026268896.1
OG0014339	XP_020930634.1	XP_026258145.1
OG0014340	NP_001124208.1	XP_026258139.1
OG0014342	XP_020932129.1	XP_026246187.1
OG0014343	XP_001925255.3	XP_026246133.1
OG0014344	XP_020931175.1	XP_026246233.1
OG0014345	XP_020931100.1	XP_026246093.1
OG0014346	XP_020930340.1, NP_001231399.1	XP_026246223.1
OG0014347	XP_005672282.2	XP_026246140.1
OG0014349	XP_020931957.1	XP_026246199.1
OG0014350	XP_020951555.1, XP_020930478.1	XP_026246185.1
OG0014351	NP_001012299.1	XP_026246236.1
OG0014352	NP_001230576.1	XP_026246152.1
OG0014353	NP_001230334.1	XP_026246153.1
OG0014354	XP_020930698.1	XP_026236034.1
OG0014355	NP_001231515.1, XP_020930278.1	XP_026235946.1
OG0014356	NP_001177149.1	XP_026246092.1
OG0014357	XP_003357665.1	XP_026246495.1
OG0014358	XP_003125705.2	XP_026236391.1
OG0014359	XP_003125715.1	XP_026263767.1
OG0014360	XP_003482703.1	XP_026243233.1
OG0014361	XP_003357451.3	XP_026243237.1
OG0014362	XP_020918974.1	XP_026243278.1
OG0014363	XP_020919949.1, XP_005656832.1	XP_026246483.1
OG0014364	NP_001230822.1	XP_026246500.1
OG0014365	XP_020919765.1	XP_026243750.1
OG0014366	XP_020919987.1	XP_026243777.1
OG0014367	XP_003130561.3	XP_026262921.1
OG0014368	NP_999521.1	XP_026236781.1
OG0014369	XP_020945168.1	XP_026268473.1
OG0014370	XP_005663210.1	XP_026268468.1
OG0014371	NP_001033085.1, XP_013852276.1	XP_026236362.1
OG0014372	XP_005663223.1	XP_026236381.1
OG0014373	XP_020945198.1	XP_026236379.1
OG0014374	XP_001929096.1	XP_026263766.1
OG0014375	XP_020945245.1	XP_026263781.1
OG0014376	NP_001231024.1	XP_026263747.1
OG0014377	XP_005656728.1	XP_026252960.1
OG0014378	XP_020919995.1	XP_026243767.1
OG0014379	XP_020937045.1, XP_020937046.1, XP_020936586.1	XP_026238403.1
OG0014380	NP_001230211.1	XP_026237657.1
OG0014381	XP_003135205.2	XP_026255749.1
OG0014382	XP_020944674.1	XP_026240331.1
OG0014383	XP_003360504.1	XP_026248023.1
OG0014384	XP_020936483.1	XP_026258456.1
OG0014385	XP_003360529.3	XP_026259316.1
OG0014386	XP_020936416.1	XP_026236850.1
OG0014387	XP_020937023.1	XP_026238555.1
OG0014389	XP_020937049.1	XP_026238088.1
OG0014390	XP_020935419.1	XP_026237281.1
OG0014391	XP_001925105.3, XP_020936617.1	XP_026266928.1
OG0014392	XP_005673488.2	XP_026250955.1
OG0014393	XP_001927851.3	XP_026250929.1
OG0014394	XP_005673506.1	XP_026252523.1
OG0014395	XP_020935798.1	XP_026252508.1
OG0014396	NP_001231036.1	XP_026252518.1
OG0014397	XP_020936433.1	XP_026252533.1
OG0014398	XP_020936208.1	XP_026252522.1
OG0014399	XP_020936466.1	XP_026261232.1
OG0014400	XP_013841438.1	XP_026261239.1
OG0014401	XP_013841444.2	XP_026261237.1
OG0014402	XP_020935356.1	XP_026257170.1
OG0014403	NP_999523.1	XP_026257151.1
OG0014404	XP_020936243.1	XP_026257164.1
OG0014406	XP_020935753.1	XP_026237270.1
OG0014407	XP_001927140.1	XP_026243357.1
OG0014408	XP_003360318.2	XP_026243329.1
OG0014409	XP_020936017.1	XP_026269507.1
OG0014410	XP_003135097.2	XP_026269536.1, XP_026269537.1
OG0014411	XP_003135101.1	XP_026237154.1
OG0014412	XP_003135103.1	XP_026237152.1
OG0014413	XP_003360347.2	XP_026262485.1
OG0014414	XP_020935696.1	XP_026262468.1
OG0014415	XP_020936322.1	XP_026262519.1
OG0014416	XP_003135128.1	XP_026262525.1
OG0014417	XP_020935878.1	XP_026262466.1
OG0014418	XP_005673698.1	XP_026263201.1
OG0014419	XP_020936265.1	XP_026263218.1
OG0014420	XP_020935725.1	XP_026235279.1
OG0014421	XP_013841673.1, NP_001009578.1	XP_026235276.1
OG0014422	XP_013841681.1, NP_999479.2	XP_026255764.1
OG0014423	XP_005652709.2	XP_026268394.1
OG0014424	XP_020936350.1	XP_026269816.1
OG0014425	XP_020936113.1	XP_026235482.1
OG0014426	XP_005657895.2	XP_026261364.1
OG0014427	XP_020935739.1	XP_026261370.1
OG0014428	XP_003135248.1	XP_026261365.1
OG0014429	XP_005657901.1	XP_026266322.1
OG0014430	XP_020935621.1	XP_026269410.1
OG0014431	XP_003360436.1	XP_026266311.1
OG0014432	XP_003135323.1	XP_026258662.1
OG0014433	XP_020935566.1	XP_026258676.1
OG0014434	XP_003135359.5	XP_026252595.1
OG0014435	XP_005673893.1	XP_026252591.1
OG0014436	XP_020935552.1	XP_026266771.1
OG0014437	NP_001335331.1	XP_026236427.1
OG0014438	XP_013841835.1	XP_026264859.1
OG0014439	XP_001927218.4	XP_026264865.1
OG0014440	XP_005673924.1	XP_026264856.1
OG0014441	NP_001231898.1, XP_020935127.1	XP_026264861.1
OG0014442	XP_003360474.1	XP_026235350.1
OG0014443	NP_001231184.1	XP_026235337.1
OG0014444	NP_001072143.1	XP_026268484.1
OG0014445	XP_003135420.1	XP_026235970.1
OG0014447	XP_020936214.1	XP_026247988.1
OG0014448	XP_020936189.1	XP_026247982.1
OG0014449	XP_001925767.1	XP_026235675.1
OG0014450	NP_001170798.1	XP_026268614.1
OG0014451	XP_003135532.2	XP_026268585.1
OG0014452	XP_020936382.1	XP_026236846.1
OG0014453	XP_020936419.1	XP_026236841.1
OG0014454	XP_020935267.1	XP_026266294.1
OG0014455	XP_020935548.1	XP_026264844.1
OG0014456	XP_003481825.1	XP_026257644.1
OG0014457	XP_020936156.1	XP_026270947.1
OG0014458	XP_003130555.1	XP_026243760.1
OG0014460	NP_001171395.1	XP_026241697.1
OG0014461	XP_003123852.1	XP_026241691.1
OG0014463	XP_005660973.1	XP_026254847.1
OG0014464	XP_020946916.1, XP_020948789.1, XP_020946914.1, XP_020946913.1, XP_020946915.1	XP_026262889.1
OG0014465	XP_020937885.1	XP_026242222.1
OG0014466	XP_001926373.1, XP_020937901.1	XP_026242239.1
OG0014467	XP_003128649.1, XP_020955673.1, XP_001925044.2	XP_026237906.1
OG0014468	XP_003130067.1	XP_026260355.1
OG0014469	XP_020958382.1, XP_003129526.1	XP_026237567.1
OG0014470	XP_020938069.1, XP_001928465.2, XP_020937700.1, XP_020937934.1, XP_001928399.2, XP_020938177.1, XP_020937576.1	XP_026269173.1
OG0014471	NP_001026968.1, XP_013841711.1	XP_026266111.1, XP_026266110.1
OG0014472	XP_020918835.1	XP_026250462.1
OG0014473	NP_001116680.1, XP_013833003.2	XP_026271115.1
OG0014474	XP_020937873.1, XP_001929506.2	XP_026238266.1, XP_026269174.1
OG0014475	XP_005666167.1	XP_026243920.1
OG0014477	XP_003129135.1	XP_026269456.1
OG0014478	XP_020941664.1	XP_026261493.1, XP_026261492.1
OG0014479	XP_020939868.1, XP_020939869.1	XP_026251974.1
OG0014480	XP_003125518.4	XP_026265629.1, XP_026265628.1
OG0014481	XP_013850020.1	XP_026251649.1
OG0014482	XP_020950667.1	XP_026237016.1
OG0014486	XP_013836205.1	XP_026260611.1
OG0014487	XP_020937981.1	XP_026264036.1
OG0014492	NP_001136313.1	XP_026267377.1
OG0014494	XP_020921769.1, NP_001231938.1	XP_026236523.1
OG0014495	XP_013842032.1, NP_999617.2	XP_026236188.1
OG0014508	XP_005662451.1, NP_001001907.1	XP_026265272.1
OG0014509	XP_020930798.1	XP_026264648.1
OG0014510	NP_999047.1	XP_026240408.1
OG0014511	NP_001231392.1	XP_026256153.1
OG0014512	NP_999008.2	XP_026257138.1
OG0014513	NP_999291.1	XP_026248014.1
OG0014515	XP_003135056.1	XP_026243356.1
OG0014516	XP_020949945.1	XP_026247040.1
OG0014517	XP_020952120.1	XP_026265985.1
OG0014518	XP_003125633.3	XP_026240373.1
OG0014519	XP_001925171.1	XP_026268514.1
OG0014521	XP_020924461.1	XP_026239538.1
OG0014522	XP_020938930.1	XP_026254804.1
OG0014523	XP_020934183.1, NP_999619.1	XP_026257328.1
OG0014524	NP_001158121.1	XP_026270043.1
OG0014525	NP_999113.1	XP_026242372.1
OG0014526	XP_003360570.1	XP_026236838.1
OG0014527	NP_001230584.1	XP_026247293.1
OG0014528	XP_003482876.1	XP_026264873.1
OG0014529	XP_003126485.2	XP_026247747.1
OG0014530	NP_999187.1	XP_026271233.1
OG0014531	NP_001026958.1	XP_026240601.1
OG0014532	NP_001001542.1	XP_026261003.1
OG0014533	NP_999178.1	XP_026251139.1
OG0014534	NP_999353.1	XP_026268817.1
OG0014535	NP_999580.1	XP_026238007.1
OG0014536	NP_001001647.1	XP_026258017.1
OG0014537	XP_005653942.1	XP_026260657.1
OG0014538	NP_001072133.1	XP_026252749.1
OG0014539	XP_020921214.1	XP_026270320.1
OG0014540	NP_001245231.1	XP_026257980.1
OG0014541	NP_001124204.1	XP_026248833.1
OG0014542	NP_999386.1	XP_026238885.1
OG0014543	XP_003127871.2	XP_026249152.1
OG0014544	NP_001008691.1	XP_026269459.1
OG0014545	NP_999435.1	XP_026261955.1
OG0014546	XP_003135227.1	XP_026268414.1
OG0014547	XP_003131522.1	XP_026242806.1
OG0014548	XP_013834019.1	XP_026259649.1
OG0014549	XP_003121311.1	XP_026247106.1
OG0014550	XP_020950216.1	XP_026259613.1
OG0014551	XP_003357180.1	XP_026270181.1
OG0014552	XP_003132039.1	XP_026246459.1
OG0014553	XP_001928830.2	XP_026271229.1
OG0014554	XP_005667131.1	XP_026237867.1
OG0014555	XP_003134717.3	XP_026248600.1
OG0014556	XP_003482383.1	XP_026251077.1
OG0014557	NP_001106759.1	XP_026270684.1
OG0014558	XP_020931170.1	XP_026255114.1
OG0014559	XP_005661711.1	XP_026255895.1
OG0014560	NP_999151.1, XP_013833090.2	XP_026237325.1
OG0014561	NP_001137188.1	XP_026264596.1
OG0014562	XP_020956361.1	XP_026245478.1
OG0014564	XP_020953538.1, NP_001107536.2	XP_026238368.1
OG0014565	XP_020927841.1, NP_001026966.1	XP_026267837.1
OG0014566	XP_020922233.1	XP_026260652.1
OG0014567	NP_999338.1	XP_026248981.1
OG0014568	XP_020924949.1	XP_026265884.1
OG0014569	XP_020923169.1	XP_026244768.1
OG0014570	XP_020934406.1	XP_026267000.1
OG0014571	XP_020918052.1	XP_026256892.1
OG0014572	XP_013854479.1	XP_026256583.1
OG0014573	XP_020922229.1	XP_026260635.1
OG0014574	XP_005663147.1	XP_026250983.1
OG0014575	XP_020942249.1	XP_026249626.1
OG0014576	XP_003133337.3	XP_026244560.1
OG0014578	NP_999607.1	XP_026236329.1
OG0014579	NP_001107758.1	XP_026256030.1
OG0014580	XP_020935788.1	XP_026269542.1
OG0014581	NP_001157585.1	XP_026250520.1
OG0014582	XP_020950306.1	XP_026266218.1
OG0014583	NP_001155120.1	XP_026264682.1
OG0014584	NP_999366.1	XP_026239575.1
OG0014585	NP_001231402.1	XP_026248949.1
OG0014586	XP_001927971.1	XP_026242276.1
OG0014587	NP_001116468.2	XP_026259769.1
OG0014588	NP_001139226.1	XP_026242655.1
OG0014589	NP_001188360.1	XP_026269367.1
OG0014590	XP_001928714.1	XP_026240899.1
OG0014591	XP_001927840.1	XP_026238711.1
OG0014592	NP_001138853.1	XP_026258796.1
OG0014593	XP_003360151.2	XP_026261213.1
OG0014594	XP_020932511.1	XP_026252845.1
OG0014595	XP_003123761.1	XP_026259909.1
OG0014596	XP_005665984.1	XP_026239436.1
OG0014597	XP_020952567.1	XP_026266178.1
OG0014598	NP_001001625.2	XP_026237261.1
OG0014599	NP_001005729.1	XP_026256688.1
OG0014600	XP_003122959.1	XP_026239899.1
OG0014601	XP_020925901.1	XP_026249960.1
OG0014602	NP_001116672.1	XP_026266086.1
OG0014603	XP_020950494.1	XP_026262208.1
OG0014604	XP_020945387.1	XP_026260683.1
OG0014605	NP_999076.1	XP_026264850.1
OG0014606	XP_005657777.1	XP_026265183.1
OG0014608	XP_005673101.1	XP_026262570.1
OG0014609	NP_001230459.1	XP_026248123.1
OG0014610	NP_001153746.1	XP_026266195.1
OG0014611	NP_001191173.1	XP_026248340.1
OG0014612	NP_001335724.1	XP_026248286.1
OG0014613	NP_001231762.1	XP_026257799.1
OG0014614	XP_005666520.1, NP_001230308.1	XP_026267017.1
OG0014615	NP_001038019.1	XP_026243686.1
OG0014616	XP_005668216.1	XP_026258159.1
OG0014617	XP_003131429.1	XP_026242623.1
OG0014618	XP_003131485.1	XP_026242544.1
OG0014619	XP_020941138.1, XP_003354454.1, XP_003354453.1, XP_020941145.1	XP_026236580.1
OG0014620	XP_003127625.1	XP_026253728.1
OG0014621	NP_001090945.1	XP_026242158.1
OG0014622	NP_001135456.2	XP_026244193.1
OG0014623	NP_001177177.1	XP_026245524.1
OG0014625	NP_001123447.1	XP_026257872.1
OG0014626	XP_003483475.1	XP_026241825.1
OG0014627	XP_020922095.1	XP_026266587.1
OG0014628	NP_001038055.1	XP_026248931.1
OG0014630	NP_001116661.1, XP_020941207.1	XP_026250571.1
OG0014631	XP_003125332.1	XP_026267445.1
OG0014632	NP_001041536.1	XP_026260255.1
OG0014633	NP_998971.1	XP_026244303.1
OG0014634	XP_003125697.1	XP_026261004.1
OG0014635	NP_001116644.1	XP_026246818.1
OG0014636	XP_020954898.1	XP_026261835.1
OG0014637	NP_001116467.1	XP_026240583.1
OG0014638	XP_003129051.1	XP_026251747.1
OG0014639	XP_020942902.1	XP_026235088.1
OG0014640	NP_001230999.1	XP_026262122.1
OG0014641	NP_001172072.1	XP_026239462.1
OG0014642	XP_003126321.1	XP_026254244.1
OG0014643	XP_020944586.1	XP_026263144.1
OG0014645	XP_020928747.1	XP_026252793.1
OG0014646	XP_001926937.1	XP_026263797.1
OG0014647	NP_001184235.1	XP_026254151.1
OG0014648	XP_003355155.1	XP_026263752.1
OG0014649	XP_020937191.1, NP_999475.2	XP_026270517.1
OG0014650	NP_001186647.1	XP_026240994.1
OG0014651	XP_003126221.1	XP_026254464.1
OG0014652	XP_001927240.2	XP_026254407.1
OG0014653	XP_003126207.2	XP_026254548.1
OG0014654	XP_003131507.2	XP_026242597.1
OG0014655	XP_003131512.1	XP_026242756.1
OG0014656	XP_020944974.1	XP_026246576.1
OG0014659	XP_003123500.1	XP_026245832.1
OG0014660	XP_003129481.2	XP_026270162.1
OG0014661	XP_020918011.1	XP_026270134.1
OG0014662	XP_001927265.3	XP_026263725.1
OG0014663	XP_020918040.1	XP_026256697.1
OG0014664	XP_020918055.1	XP_026256787.1
OG0014665	XP_020918053.1	XP_026256844.1
OG0014666	XP_020943778.1	XP_026241041.1
OG0014668	XP_003127361.2	XP_026262007.1
OG0014669	XP_003127052.1	XP_026247009.1
OG0014670	XP_003121760.3	XP_026248950.1
OG0014671	XP_020953265.1	XP_026257781.1
OG0014672	XP_013847991.2	XP_026247696.1
OG0014673	NP_001172058.1	XP_026263175.1
OG0014674	XP_013850531.2	XP_026238026.1
OG0014675	XP_003481923.1	XP_026259659.1
OG0014676	NP_999326.1	XP_026268232.1
OG0014677	XP_020954677.1	XP_026268246.1
OG0014678	XP_020954789.1	XP_026244453.1
OG0014679	XP_020955283.1	XP_026260432.1
OG0014680	XP_020955289.1	XP_026260418.1
OG0014681	XP_020949254.1	XP_026248957.1
OG0014682	XP_013848311.2	XP_026265739.1
OG0014683	XP_020948956.1	XP_026249580.1
OG0014684	XP_020943280.1	XP_026247656.1
OG0014685	XP_020943254.1	XP_026247642.1
OG0014686	XP_020928180.1	XP_026247659.1
OG0014687	XP_020943180.1	XP_026247653.1
OG0014688	XP_005659235.2	XP_026247660.1
OG0014689	XP_020940047.1	XP_026253380.1
OG0014690	NP_001231114.1	XP_026253383.1
OG0014691	XP_020942789.1	XP_026253395.1
OG0014692	NP_001116648.1	XP_026257744.1
OG0014693	XP_020927761.1	XP_026257753.1
OG0014694	XP_005659204.1	XP_026255726.1
OG0014695	XP_020942338.1	XP_026255725.1
OG0014696	XP_020942279.1	XP_026249592.1
OG0014697	NP_001172094.1	XP_026249597.1
OG0014698	XP_013848236.1	XP_026270783.1
OG0014699	XP_020947243.1	XP_026270777.1
OG0014700	XP_005654448.2	XP_026249882.1
OG0014701	XP_003121286.1	XP_026249852.1
OG0014702	XP_001926929.2	XP_026249868.1
OG0014703	XP_020944298.1	XP_026236908.1
OG0014704	XP_020944123.1	XP_026236771.1
OG0014706	XP_020920319.1	XP_026268259.1
OG0014707	XP_005660232.1	XP_026249795.1
OG0014708	XP_020920591.1	XP_026245063.1
OG0014709	NP_001011504.1	XP_026244999.1
OG0014710	NP_999276.1	XP_026268855.1
OG0014711	XP_001926472.2	XP_026270048.1
OG0014712	NP_001231206.1	XP_026262731.1
OG0014713	XP_020943791.1	XP_026262717.1
OG0014714	XP_020953078.1	XP_026235557.1
OG0014715	XP_005665004.1	XP_026235555.1
OG0014716	XP_020953076.1	XP_026235561.1
OG0014717	XP_005674547.2	XP_026236979.1
OG0014718	XP_020953234.1	XP_026237021.1
OG0014719	XP_020953233.1	XP_026236977.1
OG0014720	XP_013854204.1	XP_026236961.1
OG0014721	XP_003127464.3	XP_026236965.1
OG0014722	XP_020950562.1	XP_026236959.1
OG0014723	XP_020950630.1	XP_026237876.1
OG0014724	XP_020950545.1	XP_026236951.1
OG0014725	NP_001129684.1	XP_026237821.1
OG0014727	XP_005664843.1	XP_026261986.1
OG0014728	XP_020950424.1	XP_026262045.1
OG0014729	XP_003356046.1	XP_026262032.1
OG0014730	XP_003127395.3	XP_026262051.1
OG0014731	XP_003127335.2	XP_026262175.1
OG0014732	NP_001182437.1	XP_026262025.1
OG0014733	XP_003127329.3	XP_026261991.1
OG0014734	XP_013854054.1	XP_026262018.1
OG0014735	XP_003356007.1, XP_013854004.1	XP_026266209.1
OG0014736	XP_003127312.2	XP_026266236.1
OG0014737	XP_020950296.1	XP_026266219.1
OG0014738	XP_003127289.1	XP_026266246.1
OG0014739	XP_020950267.1	XP_026266205.1
OG0014740	XP_003356003.2	XP_026266234.1
OG0014741	XP_003356000.1	XP_026266247.1
OG0014742	XP_003127282.4	XP_026266204.1
OG0014743	XP_013853979.2	XP_026259548.1
OG0014744	XP_003127280.1	XP_026259461.1
OG0014745	XP_020950242.1	XP_026259533.1
OG0014746	XP_020950230.1	XP_026259494.1
OG0014747	XP_020950204.1	XP_026259560.1
OG0014748	XP_020950181.1	XP_026259596.1
OG0014749	NP_001302637.1, XP_020948998.1	XP_026259460.1
OG0014750	XP_020950122.1	XP_026259593.1
OG0014751	XP_005655928.1	XP_026236820.1
OG0014752	XP_003355965.1	XP_026267342.1
OG0014753	XP_003127187.2	XP_026267379.1
OG0014754	XP_020950042.1	XP_026267361.1
OG0014755	XP_020953202.1	XP_026267328.1
OG0014756	XP_020948844.1, NP_001107743.1	XP_026267929.1
OG0014757	XP_003355945.2	XP_026267928.1
OG0014758	XP_003127168.2	XP_026267904.1
OG0014759	XP_013853876.2	XP_026237212.1
OG0014760	NP_001192332.1	XP_026235861.1
OG0014761	XP_020952855.1	XP_026235897.1
OG0014762	XP_013853820.1	XP_026235881.1
OG0014763	XP_003127107.1	XP_026235860.1
OG0014764	XP_003127114.1	XP_026235865.1
OG0014765	XP_005664530.2	XP_026247019.1
OG0014766	XP_005653334.2	XP_026247028.1
OG0014767	XP_005653330.2	XP_026247057.1
OG0014768	XP_020949933.1	XP_026247073.1
OG0014769	XP_013850754.2	XP_026240292.1
OG0014770	XP_020932711.1	XP_026241703.1
OG0014771	XP_003357806.1	XP_026256967.1
OG0014772	XP_003130874.3	XP_026247628.1
OG0014773	XP_003124119.1	XP_026240235.1
OG0014774	XP_020951132.1	XP_026256606.1
OG0014775	XP_020920647.1	XP_026264906.1
OG0014776	XP_020920571.1	XP_026256991.1
OG0014777	XP_003130781.1	XP_026263931.1
OG0014778	XP_020920493.1	XP_026263913.1
OG0014779	XP_003357793.2	XP_026263932.1
OG0014780	XP_020920505.1	XP_026266055.1
OG0014782	XP_020919894.1	XP_026247619.1
OG0014783	NP_999068.1	XP_026247595.1
OG0014784	XP_013835785.1	XP_026247598.1
OG0014785	NP_001127825.1	XP_026268500.1
OG0014786	XP_020920727.1	XP_026267879.1
OG0014787	XP_020940527.1	XP_026257066.1
OG0014788	XP_003124031.1	XP_026257013.1
OG0014789	XP_005661801.1	XP_026240165.1
OG0014790	XP_003124091.1	XP_026240255.1
OG0014791	XP_003124097.2	XP_026240206.1
OG0014792	NP_001230756.1	XP_026240208.1
OG0014793	XP_003124115.1	XP_026240256.1
OG0014794	XP_020940620.1	XP_026240171.1
OG0014795	XP_003134012.3	XP_026241749.1
OG0014796	XP_005672504.1	XP_026241702.1
OG0014797	XP_005672522.1	XP_026241738.1
OG0014798	XP_003134029.1	XP_026241711.1
OG0014799	XP_003134037.3	XP_026258333.1
OG0014800	NP_001231242.1	XP_026258327.1
OG0014801	XP_020932702.1	XP_026258336.1
OG0014802	XP_003359842.1	XP_026246598.1
OG0014804	XP_003483889.1	XP_026246663.1
OG0014805	NP_001231715.1	XP_026251475.1
OG0014806	XP_013853667.2	XP_026251510.1
OG0014807	NP_001231732.1	XP_026251514.1
OG0014808	XP_003127021.2	XP_026251496.1
OG0014809	XP_013850079.1	XP_026248063.1
OG0014810	XP_020949833.1	XP_026248066.1
OG0014811	XP_020949855.1	XP_026248073.1
OG0014812	NP_001106149.1	XP_026266014.1
OG0014813	XP_005664508.3	XP_026266015.1
OG0014814	XP_003127042.1	XP_026262660.1
OG0014815	XP_020951514.1	XP_026262651.1
OG0014816	XP_005665251.1	XP_026262631.1
OG0014817	XP_003356343.3	XP_026262586.1
OG0014818	XP_003127804.1	XP_026262636.1
OG0014819	XP_013854567.1	XP_026262642.1
OG0014820	XP_020951455.1	XP_026247468.1
OG0014821	NP_001230525.1	XP_026247503.1
OG0014822	XP_003356314.1	XP_026247463.1
OG0014823	XP_003356292.1	XP_026247496.1
OG0014824	XP_020951327.1	XP_026247448.1
OG0014825	NP_001230343.1	XP_026247434.1
OG0014826	XP_003127772.4	XP_026247544.1
OG0014827	NP_001230732.1	XP_026247465.1
OG0014828	XP_003127766.1	XP_026247479.1
OG0014829	XP_020951270.1	XP_026247499.1
OG0014830	NP_001132947.1	XP_026247504.1
OG0014831	XP_020951250.1	XP_026247512.1
OG0014832	XP_020951194.1	XP_026259421.1
OG0014833	XP_020953346.1	XP_026259383.1
OG0014834	XP_020953298.1	XP_026268795.1
OG0014835	XP_003356225.2	XP_026268822.1
OG0014836	XP_020951129.1	XP_026256551.1
OG0014837	XP_003356221.2	XP_026256644.1
OG0014838	XP_005665116.1	XP_026256639.1
OG0014839	XP_020951084.1	XP_026256608.1
OG0014840	XP_005665091.1	XP_026256629.1
OG0014841	NP_001230317.1	XP_026256580.1
OG0014842	XP_020951041.1	XP_026253642.1
OG0014844	NP_001136300.1	XP_026253748.1
OG0014845	XP_013854430.2	XP_026253691.1
OG0014846	XP_020920623.1	XP_026263537.1
OG0014847	XP_003482395.1	XP_026259110.1
OG0014848	XP_020940229.1	XP_026250816.1
OG0014849	NP_001032399.1	XP_026250822.1
OG0014850	NP_001098761.1	XP_026241700.1
OG0014851	XP_003123859.3	XP_026241696.1
OG0014852	XP_003354270.1	XP_026241668.1
OG0014853	XP_003123816.2	XP_026241694.1
OG0014854	XP_003123828.1	XP_026264564.1
OG0014855	XP_005661599.2	XP_026250338.1
OG0014856	NP_001186971.1	XP_026249037.1
OG0014857	XP_020954462.1	XP_026262753.1
OG0014858	XP_013833730.1	XP_026249839.1
OG0014859	XP_005666353.1	XP_026249837.1
OG0014860	XP_020954618.1	XP_026244019.1
OG0014861	XP_020954569.1	XP_026244025.1
OG0014862	XP_001929200.1	XP_026243918.1
OG0014863	XP_003128497.1	XP_026243962.1
OG0014864	NP_001245222.1	XP_026238654.1
OG0014865	NP_999504.1	XP_026256269.1
OG0014866	NP_001121964.1	XP_026256338.1
