Orthogroup	Sus_scrofa	Mesocricetus_auratus
OG0014402	XP_020935356.1	XP_005074308.1
OG0014403	NP_999523.1	NP_001268520.1
OG0014404	XP_020936243.1	XP_040599892.1, XP_040600142.1, XP_040597271.1
OG0014406	XP_020935753.1	XP_040600109.1
OG0014407	XP_001927140.1	XP_040589655.1
OG0014408	XP_003360318.2	XP_040589681.1
OG0014409	XP_020936017.1	XP_005085778.1
OG0014410	XP_003135097.2	XP_005085787.1
OG0014411	XP_003135101.1	XP_005085768.1
OG0014412	XP_003135103.1	XP_005085766.1
OG0014413	XP_003360347.2	XP_005085195.1
OG0014414	XP_020935696.1	XP_040589578.1
OG0014415	XP_020936322.1	XP_005085160.1
OG0014416	XP_003135128.1	XP_005085150.1
OG0014417	XP_020935878.1	XP_040589603.1
OG0014418	XP_005673698.1	XP_005085961.1
OG0014419	XP_020936265.1	XP_005085962.1
OG0014420	XP_020935725.1	XP_021089253.2
OG0014421	XP_013841673.1, NP_001009578.1	XP_005081205.1
OG0014422	XP_013841681.1, NP_999479.2	XP_005081209.1
OG0014423	XP_005652709.2	XP_012976804.1
OG0014424	XP_020936350.1	XP_040600207.1
OG0014425	XP_020936113.1	XP_005086600.1
OG0014426	XP_005657895.2	XP_005086586.2
OG0014427	XP_020935739.1	XP_040600237.1
OG0014428	XP_003135248.1	XP_040600251.1
OG0014429	XP_005657901.1	XP_040600267.1
OG0014430	XP_020935621.1	XP_005083038.1
OG0014431	XP_003360436.1	XP_005072556.1
OG0014432	XP_003135323.1	XP_005076767.1
OG0014433	XP_020935566.1	XP_040600384.1
OG0014434	XP_003135359.5	XP_021089979.2
OG0014435	XP_005673893.1	XP_021089981.1
OG0014436	XP_020935552.1	XP_040600462.1
OG0014437	NP_001335331.1	XP_040600467.1
OG0014438	XP_013841835.1	XP_012978256.1
OG0014439	XP_001927218.4	XP_005083185.2
OG0014440	XP_005673924.1	XP_021090373.1
OG0014441	NP_001231898.1, XP_020935127.1	XP_040600491.1
OG0014442	XP_003360474.1	XP_005083169.1
OG0014443	NP_001231184.1	XP_021090362.1
OG0014444	NP_001072143.1	XP_021086700.1
OG0014445	XP_003135420.1	XP_040600527.1
OG0014447	XP_020936214.1	XP_012979441.2
OG0014448	XP_020936189.1	XP_040600588.1
OG0014449	XP_001925767.1	XP_040600619.1
OG0014450	NP_001170798.1	XP_012981335.1
OG0014451	XP_003135532.2	XP_012981359.1
OG0014452	XP_020936382.1	XP_040600722.1
OG0014453	XP_020936419.1	XP_012981336.1
OG0014454	XP_020935267.1	XP_040600313.1
OG0014455	XP_020935548.1	XP_005083174.1
OG0014456	XP_003481825.1	XP_005073159.1
OG0014457	XP_020936156.1	XP_040600549.1
OG0014458	XP_003130555.1	XP_005082490.1
OG0014460	NP_001171395.1	XP_005065764.1
OG0014461	XP_003123852.1	XP_005077239.1
OG0014463	XP_005660973.1	XP_005064982.2
OG0014464	XP_020946916.1, XP_020948789.1, XP_020946914.1, XP_020946913.1, XP_020946915.1	XP_012966562.1
OG0014465	XP_020937885.1	XP_005082162.2
OG0014466	XP_001926373.1, XP_020937901.1	XP_005082204.1
OG0014467	XP_003128649.1, XP_020955673.1, XP_001925044.2	XP_005064840.1
OG0014468	XP_003130067.1	XP_005069399.1
OG0014470	XP_020938069.1, XP_001928465.2, XP_020937700.1, XP_020937934.1, XP_001928399.2, XP_020938177.1, XP_020937576.1	XP_005086718.1
OG0014471	NP_001026968.1, XP_013841711.1	XP_005085990.1
OG0014473	NP_001116680.1, XP_013833003.2	XP_012981544.1
OG0014474	XP_020937873.1, XP_001929506.2	XP_005087281.1
OG0014475	XP_005666167.1	XP_040585261.1
OG0014477	XP_003129135.1	XP_040603340.1
OG0014478	XP_020941664.1	XP_040607200.1
OG0014480	XP_003125518.4	XP_021078622.2
OG0014481	XP_013850020.1	XP_005075740.1
OG0014482	XP_020950667.1	XP_005084178.1
OG0014485	XP_020944387.1	XP_021088703.1
OG0014486	XP_013836205.1, NP_001230735.1	XP_005069987.1
OG0014487	XP_020937981.1	XP_005070302.1
OG0014493	NP_999003.1	XP_005087697.1
OG0014508	XP_005662451.1, NP_001001907.1	XP_005076140.1
OG0014509	XP_020930798.1	XP_005070352.1
OG0014510	NP_999047.1	XP_005066416.1
OG0014511	NP_001231392.1	XP_005077419.1
OG0014512	NP_999008.2	XP_005070025.1
OG0014513	NP_999291.1	XP_005084579.1
OG0014514	NP_001230412.1	XP_040588194.1, XP_040588332.1
OG0014515	XP_003135056.1	XP_005080633.3
OG0014516	XP_020949945.1	XP_040591366.1
OG0014517	XP_020952120.1	XP_040607509.1
OG0014518	XP_003125633.3	XP_005066779.1
OG0014519	XP_001925171.1	XP_012981067.1
OG0014521	XP_020924461.1	XP_012972430.1
OG0014522	XP_020938930.1	XP_012979674.1
OG0014523	XP_020934183.1, NP_999619.1	XP_005076851.1
OG0014524	NP_001158121.1	XP_040601840.1
OG0014525	NP_999113.1	NP_001268560.1
OG0014526	XP_003360570.1	XP_005086964.1
OG0014527	NP_001230584.1	XP_005082957.2
OG0014528	XP_003482876.1	XP_040611293.1
OG0014529	XP_003126485.2	NP_001268503.1
OG0014530	NP_999187.1	XP_005086856.1
OG0014531	NP_001026958.1	XP_005075608.1
OG0014532	NP_001001542.1	XP_005071430.1
OG0014533	NP_999178.1	NP_001268618.1
OG0014534	NP_999353.1	XP_005081092.1
OG0014535	NP_999580.1	XP_040610200.1
OG0014536	NP_001001647.1	XP_005084057.1
OG0014537	XP_005653942.1	XP_005069966.1
OG0014538	NP_001072133.1	XP_040587608.1
OG0014539	XP_020921214.1	XP_040607348.1
OG0014540	NP_001245231.1	XP_021080603.1
OG0014541	NP_001124204.1	XP_005072616.1
OG0014542	NP_999386.1	XP_005066157.1
OG0014543	XP_003127871.2	XP_005084390.1
OG0014544	NP_001008691.1	NP_001268273.1
OG0014545	NP_999435.1	XP_040607561.1
OG0014546	XP_003135227.1	XP_005081263.1
OG0014547	XP_003131522.1	NP_001268550.1
OG0014548	XP_013834019.1	XP_005068822.1
OG0014549	XP_003121311.1	XP_040585072.1
OG0014550	XP_020950216.1	XP_005086360.1
OG0014551	XP_003357180.1	XP_005087480.2
OG0014552	XP_003132039.1	XP_005067657.1
OG0014553	XP_001928830.2	XP_005086853.1
OG0014554	XP_005667131.1	XP_005087340.1
OG0014555	XP_003134717.3	XP_012980993.1
OG0014556	XP_003482383.1	XP_012967878.1
OG0014557	NP_001106759.1	XP_005079286.2
OG0014558	XP_020931170.1	XP_040609516.1
OG0014559	XP_005661711.1	XP_040604546.1
OG0014560	NP_999151.1, XP_013833090.2	XP_005071409.1
OG0014561	NP_001137188.1	XP_005075617.1
OG0014562	XP_020956361.1	XP_005077199.2
OG0014564	XP_020953538.1, NP_001107536.2	XP_012981254.1
OG0014565	XP_020927841.1, NP_001026966.1	XP_005079105.1
OG0014566	XP_020922233.1	XP_005069936.1
OG0014567	NP_999338.1	XP_005074704.1
OG0014568	XP_020924949.1	XP_005070743.1
OG0014569	XP_020923169.1	XP_005077097.2
OG0014570	XP_020934406.1	XP_040592767.1
OG0014571	XP_020918052.1	XP_005074142.1
OG0014572	XP_013854479.1	XP_040613467.1
OG0014573	XP_020922229.1	XP_040606030.1
OG0014574	XP_005663147.1	XP_005080064.1
OG0014575	XP_020942249.1	XP_005065967.1
OG0014576	XP_003133337.3	XP_040613972.1
OG0014577	NP_001185846.1	XP_040596072.1
OG0014578	NP_999607.1	XP_012977897.1
OG0014579	NP_001107758.1	XP_005077418.1
OG0014580	XP_020935788.1	XP_040600127.1
OG0014581	NP_001157585.1	XP_005084480.1
OG0014582	XP_020950306.1	XP_005139276.2
OG0014583	NP_001155120.1	XP_040602770.1
OG0014584	NP_999366.1	XP_005088329.2
OG0014585	NP_001231402.1	XP_040614101.1
OG0014586	XP_001927971.1	XP_005087735.2
OG0014587	NP_001116468.2	NP_001288355.1
OG0014588	NP_001139226.1	XP_005075991.1
OG0014589	NP_001188360.1	XP_005067139.3
OG0014590	XP_001928714.1	XP_005072795.1
OG0014591	XP_001927840.1	XP_005066865.1
OG0014592	NP_001138853.1	NP_001297492.1
OG0014593	XP_003360151.2	XP_005085832.1
OG0014594	XP_020932511.1	XP_012979386.1
OG0014595	XP_003123761.1	XP_005065692.1
OG0014596	XP_005665984.1	XP_005088418.2
OG0014597	XP_020952567.1	XP_005083916.1
OG0014598	NP_001001625.2	XP_005139351.3
OG0014599	NP_001005729.1	XP_005072340.1
OG0014600	XP_003122959.1	XP_005083276.1
OG0014601	XP_020925901.1	XP_005071583.1
OG0014602	NP_001116672.1	XP_005080994.1
OG0014603	XP_020950494.1	XP_005084852.1
OG0014604	XP_020945387.1	XP_040608341.1
OG0014605	NP_999076.1	XP_005083191.1
OG0014606	XP_005657777.1	XP_005083133.1
OG0014607	XP_003129789.1	XP_005085427.1
OG0014608	XP_005673101.1	XP_005074523.1
OG0014609	NP_001230459.1	XP_005072994.1
OG0014610	NP_001153746.1	XP_005083901.1
OG0014611	NP_001191173.1	XP_005064762.1
OG0014612	NP_001335724.1	XP_040590694.1
OG0014613	NP_001231762.1	XP_040607656.1
OG0014615	NP_001038019.1	XP_005078921.1
OG0014616	XP_005668216.1	XP_005082768.1
OG0014617	XP_003131429.1	XP_005070200.1
OG0014618	XP_003131485.1	XP_005087425.1
OG0014620	XP_003127625.1	XP_005079403.1
OG0014621	NP_001090945.1	XP_005082139.1
OG0014622	NP_001135456.2	NP_001297509.1
OG0014623	NP_001177177.1	XP_021085821.1
OG0014624	NP_001136316.1, XP_013842709.1	XP_040604152.1
OG0014625	NP_001123447.1	XP_040602428.1
OG0014626	XP_003483475.1	XP_040587002.1
OG0014627	XP_020922095.1	XP_005069870.1
OG0014628	NP_001038055.1	XP_040614106.1
OG0014629	XP_005668163.1	XP_005081318.1
OG0014630	NP_001116661.1, XP_020941207.1	XP_005079138.1
OG0014631	XP_003125332.1	XP_005073620.1
OG0014632	NP_001041536.1	XP_005076390.1
OG0014633	NP_998971.1	XP_005071396.1
OG0014634	XP_003125697.1	XP_005071433.1
OG0014635	NP_001116644.1	XP_040598918.1
OG0014636	XP_020954898.1	XP_040596510.1
OG0014637	NP_001116467.1	NP_001276984.1
OG0014638	XP_003129051.1	XP_005076199.1
OG0014639	XP_020942902.1	XP_040585549.1
OG0014640	NP_001230999.1	XP_005085642.1
OG0014641	NP_001172072.1	XP_012982327.1
OG0014642	XP_003126321.1	XP_005079786.1
OG0014643	XP_020944586.1	XP_005082808.1
OG0014644	XP_020948096.1	XP_005084117.1
OG0014645	XP_020928747.1	XP_005063263.1
OG0014646	XP_001926937.1	XP_005078240.1
OG0014647	NP_001184235.1	XP_040610664.1
OG0014648	XP_003355155.1	XP_005078251.1
OG0014649	XP_020937191.1, NP_999475.2	XP_005083342.1
OG0014650	NP_001186647.1	XP_005072827.1
OG0014651	XP_003126221.1	XP_005067333.1
OG0014652	XP_001927240.2	XP_005067345.1
OG0014653	XP_003126207.2	XP_040609707.1
OG0014654	XP_003131507.2	XP_005076039.1
OG0014655	XP_003131512.1	XP_005076035.3
OG0014656	XP_020944974.1	XP_012966395.1
OG0014659	XP_003123500.1	XP_005083425.1
OG0014660	XP_003129481.2	XP_005087515.3
OG0014661	XP_020918011.1	XP_040613085.1
OG0014662	XP_001927265.3	XP_005088187.1
OG0014664	XP_020918055.1	XP_005074139.1
OG0014665	XP_020918053.1	XP_005074141.1
OG0014666	XP_020943778.1	XP_005081714.1
OG0014667	XP_020940722.1	XP_005067782.2
OG0014668	XP_003127361.2	XP_040592119.1, XP_005084786.2
OG0014669	XP_003127052.1	XP_012977302.1
OG0014670	XP_003121760.3	XP_005074709.1
OG0014671	XP_020953265.1	NP_001274540.1
OG0014672	XP_013847991.2	XP_005065895.1
OG0014673	NP_001172058.1	XP_005066359.1
OG0014674	XP_013850531.2	XP_012979634.2
OG0014675	XP_003481923.1	XP_005086390.2
OG0014676	NP_999326.1	XP_040613717.1
OG0014677	XP_020954677.1	XP_005065467.1
OG0014678	XP_020954789.1	XP_005065456.1
OG0014679	XP_020955283.1	XP_040595302.1
OG0014680	XP_020955289.1	XP_040593466.1
OG0014681	XP_020949254.1	XP_005074719.1
OG0014682	XP_013848311.2	XP_021085473.2
OG0014683	XP_020948956.1	XP_005074665.2
OG0014684	XP_020943280.1	XP_005065879.1
OG0014685	XP_020943254.1	XP_012965632.1
OG0014686	XP_020928180.1	XP_040614238.1
OG0014687	XP_020943180.1	XP_040584069.1
OG0014688	XP_005659235.2	XP_005065900.1
OG0014689	XP_020940047.1	XP_005065912.1
OG0014690	NP_001231114.1	XP_005065917.1
OG0014691	XP_020942789.1	XP_040584353.1
OG0014692	NP_001116648.1	XP_005065928.1
OG0014693	XP_020927761.1	XP_040584116.1
OG0014694	XP_005659204.1	XP_005065939.1
OG0014695	XP_020942338.1	XP_005065952.2
OG0014696	XP_020942279.1	XP_040584333.1
OG0014697	NP_001172094.1	XP_005065970.1
OG0014698	XP_013848236.1	XP_005073333.1
OG0014699	XP_020947243.1	XP_005073332.1
OG0014700	XP_005654448.2	XP_005073341.1
OG0014701	XP_003121286.1	XP_005073354.1
OG0014702	XP_001926929.2	XP_005073362.1
OG0014703	XP_020944298.1	XP_005065828.1
OG0014704	XP_020944123.1	XP_040584218.1
OG0014706	XP_020920319.1	XP_040613236.1
OG0014707	XP_005660232.1	XP_012972154.1
OG0014708	XP_020920591.1	XP_005063832.1
OG0014709	NP_001011504.1	XP_005063282.3
OG0014710	NP_999276.1	XP_040588329.1
OG0014711	XP_001926472.2	XP_040601805.1
OG0014712	NP_001231206.1	XP_005066379.1
OG0014713	XP_020943791.1	XP_005066373.1
OG0014714	XP_020953078.1	XP_005088008.1
OG0014715	XP_005665004.1	XP_012981195.1
OG0014716	XP_020953076.1	XP_021079570.1
OG0014717	XP_005674547.2	XP_040589741.1
OG0014718	XP_020953234.1	XP_040589818.1
OG0014719	XP_020953233.1	XP_040590080.1
OG0014720	XP_013854204.1	XP_040589860.1
OG0014721	XP_003127464.3	XP_005084242.1
OG0014722	XP_020950562.1	XP_040589989.1
OG0014723	XP_020950630.1	XP_005084197.1
OG0014724	XP_020950545.1	XP_005084203.2
OG0014725	NP_001129684.1	XP_021079016.1
OG0014726	XP_020953227.1	XP_040602564.1, XP_040602565.1
OG0014727	XP_005664843.1	XP_021091420.1
OG0014728	XP_020950424.1	XP_005084811.1
OG0014729	XP_003356046.1	XP_005084795.1
OG0014730	XP_003127395.3	XP_040592147.1
OG0014731	XP_003127335.2	XP_005084782.1
OG0014732	NP_001182437.1	XP_005084772.1
OG0014733	XP_003127329.3	XP_040591942.1
OG0014734	XP_013854054.1	XP_005084761.1
OG0014735	XP_003356007.1, XP_013854004.1	XP_005086507.1
OG0014736	XP_003127312.2	XP_012980950.1
OG0014737	XP_020950296.1	XP_012980974.1
OG0014738	XP_003127289.1	XP_040590363.1
OG0014739	XP_020950267.1	XP_012980945.1
OG0014740	XP_003356003.2	XP_040590249.1
OG0014741	XP_003356000.1	XP_005086516.1
OG0014742	XP_003127282.4	XP_005086474.1
OG0014743	XP_013853979.2	XP_005086342.1
OG0014744	XP_003127280.1	XP_005086341.1
OG0014745	XP_020950242.1	XP_021078862.1
OG0014746	XP_020950230.1	XP_005086358.2
OG0014747	XP_020950204.1	XP_040590288.1
OG0014748	XP_020950181.1	XP_040590342.1
OG0014749	NP_001302637.1, XP_020948998.1	XP_040590582.1
OG0014750	XP_020950122.1	XP_040590224.1
OG0014751	XP_005655928.1	XP_021079000.1
OG0014752	XP_003355965.1	XP_005086621.1
OG0014753	XP_003127187.2	XP_005086611.1
OG0014754	XP_020950042.1	XP_005086609.1
OG0014755	XP_020953202.1	XP_005086280.1
OG0014756	XP_020948844.1, NP_001107743.1	XP_040590313.1
OG0014757	XP_003355945.2	XP_005086262.2
OG0014758	XP_003127168.2	XP_040590509.1
OG0014759	XP_013853876.2	XP_005081941.2
OG0014760	NP_001192332.1	XP_005081886.1
OG0014761	XP_020952855.1	XP_005081881.3
OG0014762	XP_013853820.1	XP_005088808.1
OG0014763	XP_003127107.1	XP_005081867.1
OG0014764	XP_003127114.1	XP_040591408.1
OG0014765	XP_005664530.2	XP_012977235.1
OG0014766	XP_005653334.2	XP_040591446.1
OG0014767	XP_005653330.2	XP_005081830.2
OG0014768	XP_020949933.1	XP_040591429.1
OG0014769	XP_013850754.2	XP_005069112.1
OG0014770	XP_020932711.1	XP_005065587.1
OG0014771	XP_003357806.1	XP_005082760.1
OG0014772	XP_003130874.3	XP_005071799.1
OG0014773	XP_003124119.1	XP_005069232.1
OG0014774	XP_020951132.1	XP_005081103.1
OG0014775	XP_020920647.1	XP_040611196.1
OG0014776	XP_020920571.1	XP_005082749.1
OG0014777	XP_003130781.1	XP_021089293.1
OG0014778	XP_020920493.1	XP_040611407.1
OG0014779	XP_003357793.2	XP_040611419.1
OG0014780	XP_020920505.1	XP_040611437.1
OG0014781	XP_020920522.1	XP_040611445.1
OG0014782	XP_020919894.1	XP_040612105.1
OG0014783	NP_999068.1	NP_001268591.1
OG0014784	XP_013835785.1	XP_040611483.1
OG0014785	NP_001127825.1	XP_005071815.1
OG0014786	XP_020920727.1	XP_040611505.1
OG0014787	XP_020940527.1	XP_005065333.1
OG0014788	XP_003124031.1	XP_012978563.2
OG0014789	XP_005661801.1	XP_005069283.1
OG0014790	XP_003124091.1	XP_005069282.1
OG0014791	XP_003124097.2	XP_005069278.2
OG0014792	NP_001230756.1	XP_005069269.1
OG0014793	XP_003124115.1	XP_005069235.1
OG0014794	XP_020940620.1	XP_040597808.1
OG0014795	XP_003134012.3	XP_005065590.1
OG0014796	XP_005672504.1	XP_005065588.1
OG0014797	XP_005672522.1	XP_040584802.1
OG0014798	XP_003134029.1	XP_005065603.1
OG0014799	XP_003134037.3	XP_005065618.1
OG0014800	NP_001231242.1	XP_005065625.1
OG0014801	XP_020932702.1	XP_040584813.1
OG0014802	XP_003359842.1	XP_005065628.2
OG0014804	XP_003483889.1	XP_040584999.1
OG0014805	NP_001231715.1	XP_005078695.1
OG0014806	XP_013853667.2	XP_005078694.1
OG0014807	NP_001231732.1	XP_012974906.1
OG0014808	XP_003127021.2	XP_005078672.1
OG0014809	XP_013850079.1	XP_005079204.1
OG0014810	XP_020949833.1	XP_012975365.1
OG0014811	XP_020949855.1	XP_040591227.1
OG0014812	NP_001106149.1	XP_005079240.1
OG0014813	XP_005664508.3	XP_040591268.1
OG0014814	XP_003127042.1	XP_005079250.1
OG0014815	XP_020951514.1	XP_005079531.2
OG0014816	XP_005665251.1	XP_021088392.1
OG0014817	XP_003356343.3	XP_040612501.1
OG0014818	XP_003127804.1	XP_012975710.1
OG0014819	XP_013854567.1	XP_021088406.1
OG0014820	XP_020951455.1	XP_040612476.1
OG0014821	NP_001230525.1	XP_040612475.1
OG0014822	XP_003356314.1	XP_005079571.1
OG0014823	XP_003356292.1	XP_040612386.1
OG0014824	XP_020951327.1	XP_040612378.1
OG0014825	NP_001230343.1	XP_005079602.1
OG0014826	XP_003127772.4	XP_005079611.1
OG0014827	NP_001230732.1	XP_005079616.1
OG0014828	XP_003127766.1	XP_005079620.1
OG0014829	XP_020951270.1	XP_005079637.1
OG0014830	NP_001132947.1	XP_040612320.1
OG0014831	XP_020951250.1	XP_021088364.2
OG0014832	XP_020951194.1	XP_005079664.1
OG0014833	XP_020953346.1	XP_040612245.1
OG0014834	XP_020953298.1	XP_040612236.1
OG0014835	XP_003356225.2	XP_012976742.1
OG0014836	XP_020951129.1	XP_005081105.1
OG0014837	XP_003356221.2	XP_005081107.1
OG0014838	XP_005665116.1	XP_005081129.1
OG0014839	XP_020951084.1	XP_005081131.1
OG0014840	XP_005665091.1	XP_005081139.1
OG0014841	NP_001230317.1	XP_005081140.1
OG0014842	XP_020951041.1	XP_005079407.1
OG0014844	NP_001136300.1	XP_005079385.1
OG0014845	XP_013854430.2	XP_005079383.1
OG0014846	XP_020920623.1	XP_040611382.1
OG0014847	XP_003482395.1	XP_040602987.1
OG0014848	XP_020940229.1	XP_040608898.1
OG0014849	NP_001032399.1	XP_040608905.1
OG0014850	NP_001098761.1	XP_040584035.1
OG0014851	XP_003123859.3	XP_040584176.1
OG0014852	XP_003354270.1	XP_005065765.1
OG0014853	XP_003123816.2	XP_005065761.1
OG0014854	XP_003123828.1	XP_005065752.1
OG0014855	XP_005661599.2	XP_005065737.1
OG0014856	NP_001186971.1	XP_040585006.1
OG0014857	XP_020954462.1	XP_005084464.2
OG0014858	XP_013833730.1	XP_012979455.1
OG0014859	XP_005666353.1	XP_005084596.1
OG0014860	XP_020954618.1	XP_040585795.1
OG0014861	XP_020954569.1	XP_005077870.1
OG0014862	XP_001929200.1	XP_005077891.1
OG0014863	XP_003128497.1	XP_005077907.1
OG0014864	NP_001245222.1	XP_005077910.1
OG0014865	NP_999504.1	XP_005069613.2
OG0014866	NP_001121964.1	NP_001268580.1
OG0014867	NP_001106907.1	XP_005068915.1
OG0014868	XP_013833962.2	XP_005068918.1
OG0014869	XP_005666568.2	XP_040602875.1
OG0014870	XP_003128873.2	XP_012967901.2
OG0014871	XP_020956581.1	XP_040602843.1
OG0014872	XP_020956577.1	XP_005068936.2
OG0014873	NP_999508.1	XP_040602986.1
OG0014874	XP_003356908.1	XP_005068872.1
OG0014875	XP_020956635.1	XP_040602935.1
OG0014876	XP_020956767.1	XP_005074436.1
OG0014877	XP_003128956.5	XP_040603029.1
OG0014878	XP_003356932.1	XP_005068823.1
OG0014879	XP_020956733.1	XP_012967969.1
OG0014880	XP_003482404.2	XP_005068840.2
OG0014881	XP_020940622.1	XP_040586819.1
OG0014882	XP_003356898.2	XP_005068903.2
OG0014883	XP_020956669.1	XP_005068882.1
OG0014885	XP_003134114.1	XP_005072002.1
OG0014886	XP_003354406.2	XP_005074745.1
OG0014887	XP_020930058.1	XP_005071851.1
OG0014888	XP_005671028.2	XP_021086290.2
OG0014889	XP_005674576.2	XP_005064742.1
OG0014890	XP_001924566.2	XP_005064738.1
OG0014891	XP_001927133.1	XP_005064730.1
OG0014892	XP_020928396.1	XP_040611259.1
OG0014893	XP_001925694.2	XP_040588131.1
OG0014894	XP_001924493.1	XP_005070866.1
OG0014895	NP_001193386.1	XP_005070966.4
OG0014896	XP_001928984.1	XP_012978623.1
OG0014897	XP_020928809.1	XP_005083578.1
OG0014898	XP_020928807.1	XP_005083577.1
OG0014899	XP_013838819.1	XP_040603796.1
OG0014900	XP_013838840.1	XP_005077672.2
OG0014901	XP_003123880.1	XP_005069212.1
OG0014902	XP_013847647.1	XP_040612155.1
OG0014903	XP_003354236.1	XP_005078394.1
OG0014904	NP_001103643.1	XP_005087063.1
OG0014905	NP_001231189.1	XP_040604388.1
OG0014906	NP_001136304.1	XP_005071998.1
OG0014907	XP_003134161.1	XP_040604424.1
OG0014908	XP_020932357.1	XP_005071953.1
OG0014909	XP_003124145.3	XP_005074746.1
OG0014910	XP_020940667.1	XP_005074736.1
OG0014911	XP_020932769.1	XP_005082837.1
OG0014912	XP_003133964.1	XP_005086563.3
OG0014913	XP_020932306.1	XP_021087420.1
OG0014914	XP_003133941.2	XP_040613533.1
OG0014915	NP_001038026.1	XP_040613594.1
OG0014916	XP_020932303.1	XP_040613552.1
OG0014917	XP_020932758.1	XP_005078074.1
OG0014918	XP_005671217.1	XP_021087184.2
OG0014919	XP_001925784.2	XP_005077751.1
OG0014920	XP_003133152.2	XP_005077695.1
OG0014921	XP_003133153.1	XP_005077696.1
OG0014922	XP_003482678.1	XP_005069454.1
OG0014923	NP_999070.1	XP_040590707.1
OG0014924	XP_020923515.1	XP_005067626.1
OG0014925	XP_003128015.1	XP_005076135.1
OG0014926	XP_020949300.1	XP_005073189.1
OG0014927	XP_003126891.1	XP_005073118.1
OG0014928	NP_001181909.2	XP_040592981.1
OG0014929	XP_020918833.1	XP_005078552.1
OG0014930	NP_001131106.1	XP_005078551.1
OG0014931	XP_003130129.1	XP_005084509.1
OG0014932	XP_003130128.1	XP_012979380.1
OG0014933	XP_020918780.1	XP_040585818.1
OG0014934	XP_020918768.1	XP_005085895.1
OG0014935	XP_013834989.1	XP_012968444.1
OG0014936	XP_003357398.1	XP_012968422.2
OG0014937	XP_020919611.1	XP_005069447.1
OG0014938	XP_003130002.3	XP_005069468.1
OG0014939	XP_013834929.1	XP_012968328.1
OG0014940	XP_013834915.2	XP_005069488.3
OG0014941	XP_003129963.1	XP_012968361.2, XP_021082399.1
OG0014942	XP_003357366.1	XP_040585625.1
OG0014943	XP_003129950.1	XP_005069517.1
OG0014944	XP_003129942.1	XP_040586033.1
OG0014945	XP_003129897.3	XP_005069564.1
OG0014946	XP_003129852.1	XP_005077379.1
OG0014947	XP_020923361.1	XP_012967146.2
OG0014948	XP_020923375.1	XP_040604998.1
OG0014949	XP_020923388.1	XP_005067509.1
OG0014950	XP_020923404.1	XP_005067511.2
OG0014951	XP_020923427.1	XP_040604950.1
OG0014952	XP_003131959.3	XP_012967052.2
OG0014953	XP_020923449.1	XP_005067554.2
OG0014954	XP_003131983.3	XP_012967249.1
OG0014955	XP_003358286.4	XP_005067556.1, XP_040611633.1
OG0014956	XP_020923472.1	XP_040604917.1
OG0014957	XP_005657093.2	XP_005067615.3
OG0014958	XP_020923517.1	XP_021081401.1
OG0014959	XP_003358329.1	XP_005067632.1
OG0014960	XP_005674701.3	XP_005067649.1
OG0014961	XP_020923523.1	XP_040604853.1
OG0014962	NP_998910.1	XP_040604800.1
OG0014963	XP_020923654.1	XP_005067729.1
OG0014964	XP_003132093.1	XP_005067746.1
OG0014965	XP_020923690.1	XP_040604682.1
OG0014966	XP_020923713.1	XP_005067718.1
OG0014968	XP_020952203.1	XP_040613051.1
OG0014969	NP_999045.1	XP_012971972.1
OG0014970	XP_003128019.3	XP_005072240.1
OG0014971	XP_013851847.2	XP_005072238.1
OG0014972	NP_001230283.1	XP_005072237.1
OG0014973	XP_020950821.1	XP_005079266.1
OG0014974	NP_001121941.2	XP_012975405.2
OG0014976	XP_020953083.1	XP_040590935.1
OG0014977	XP_013850936.1	XP_040590900.1
OG0014978	XP_005653396.1	XP_012975449.1
OG0014979	XP_003127549.1	XP_040590934.1
OG0014980	XP_003127553.1	XP_040590979.1, XP_040590978.1
OG0014981	XP_020953120.1	XP_040590949.1
OG0014982	XP_020950851.1	XP_040590863.1
OG0014983	XP_020950868.1	XP_040590811.1
OG0014984	XP_020950893.1	XP_040590853.1
OG0014985	XP_020950898.1	XP_040590854.1
OG0014986	NP_001231410.1	XP_005079327.1
OG0014987	XP_020950927.1	XP_005079342.1
OG0014988	XP_020952685.1	XP_005073220.2
OG0014989	XP_020949353.1	XP_005073163.1
OG0014990	XP_020949362.1	XP_005073164.1
OG0014991	XP_003361781.2	XP_005073148.1
OG0014992	XP_003126898.3	XP_005073117.1
OG0014993	XP_003481832.1	XP_040592436.1
OG0014994	XP_005664394.2	XP_005073112.1
OG0014995	XP_020949435.1	XP_012971140.1
OG0014996	XP_005664402.2	XP_012971030.2
OG0014997	XP_020949443.1	XP_005073106.1
OG0014998	XP_020949444.1	XP_040592684.1
OG0014999	XP_020949451.1	XP_005073097.1
OG0015000	XP_020949482.1	XP_005073090.1
OG0015001	XP_020949519.1	XP_005073076.1
OG0015002	XP_003126955.1	XP_040592573.1
OG0015003	XP_003126953.3	XP_040592523.1
OG0015004	XP_020949533.1	XP_040592525.1
OG0015005	XP_020949794.1	XP_040592553.1
OG0015006	NP_001038030.1	XP_040592473.1
OG0015007	XP_020949775.1	XP_005076367.1
OG0015008	NP_001233111.1	XP_005076362.1
OG0015009	XP_020949758.1	XP_005076357.1
OG0015010	XP_003126994.1	XP_005076346.2
OG0015011	XP_005664482.1	XP_021086425.1
