Orthogroup	Sus_scrofa	Sarcophilus_harrisii
OG0012574	XP_020955287.1	XP_031808159.1, XP_031808160.1
OG0012575	NP_999404.2, XP_020953962.1	XP_003755912.1
OG0012576	XP_020954924.1	XP_031810888.1
OG0012577	XP_013833674.2	XP_031810894.1
OG0012579	XP_001928692.3	XP_031810926.1
OG0012580	NP_999469.1	XP_003755899.1
OG0012581	NP_001274346.1, XP_013833610.1	XP_023355330.2
OG0012582	XP_001927753.1	XP_012400656.1
OG0012583	XP_013833626.1	XP_031810964.1
OG0012584	XP_013833590.2	XP_031808121.1
OG0012585	XP_020955544.1	XP_031808127.1
OG0012586	XP_020955519.1	XP_031805132.1
OG0012587	XP_001928405.3	XP_012396105.1
OG0012588	NP_001005150.1	XP_003756483.2
OG0012589	XP_003128562.3	XP_003756481.1
OG0012590	XP_020954788.1	XP_031808803.1
OG0012591	XP_001926627.2	XP_031808824.1
OG0012592	XP_005659977.1	XP_031808477.1
OG0012593	XP_003480507.1	XP_031808472.1
OG0012594	XP_020929733.1	XP_031808774.1
OG0012595	XP_003121851.1	XP_031808675.1
OG0012596	XP_020957037.1	XP_031808683.1
OG0012597	XP_001924665.2	XP_031808676.1
OG0012598	XP_020957098.1	XP_031808829.1
OG0012600	XP_020957251.1	XP_031808784.1
OG0012601	XP_013848850.1	XP_031808851.1
OG0012602	XP_001928284.1	XP_031808786.1
OG0012603	XP_020957573.1	XP_003758860.1
OG0012605	XP_020957719.1	XP_031808700.1
OG0012606	XP_020938929.1, NP_999485.1	XP_003756434.3
OG0012607	XP_020957891.1	XP_031808841.1
OG0012608	XP_020957924.1	XP_031808836.1
OG0012609	XP_020958306.1	XP_031808507.1
OG0012610	XP_020958311.1	XP_031808517.1
OG0012611	XP_020958338.1	XP_031808520.1
OG0012612	XP_005660081.1	XP_003759367.1
OG0012613	NP_001231543.1	XP_003759378.2
OG0012614	XP_003121894.4	XP_012404012.1
OG0012615	XP_005652755.1	XP_003756378.1
OG0012616	XP_020918279.1	XP_031808550.1
OG0012617	XP_020955042.1	XP_003756395.1
OG0012618	XP_003356786.2	XP_031808626.1
OG0012619	XP_020955047.1	XP_031808622.1
OG0012620	XP_001928349.1	XP_031808633.1
OG0012621	XP_005656402.1	XP_031808645.1
OG0012622	NP_001230331.1	XP_003756419.2
OG0012623	XP_020955590.1	XP_031808647.1
OG0012624	XP_020955057.1	XP_031808656.1
OG0012625	XP_001926218.3	XP_012404487.1
OG0012626	XP_001927730.1	XP_003756441.2
OG0012627	XP_020955076.1	XP_003756322.1
OG0012628	XP_005656429.1	XP_031808445.1
OG0012629	XP_020955602.1	XP_031808444.1
OG0012630	XP_020955126.1	XP_031808438.1
OG0012631	XP_003482332.2	XP_031808422.1
OG0012632	XP_001929053.1	XP_031808414.1, XP_031808415.1
OG0012633	XP_005656456.1	XP_023357905.1
OG0012634	NP_001172765.1, XP_005656434.1	XP_031808393.1
OG0012635	XP_003128716.2	XP_003756270.1
OG0012636	XP_020955198.1	XP_031808340.1
OG0012637	NP_001136312.1	XP_003756288.1
OG0012638	XP_020955201.1	XP_012403313.1
OG0012639	XP_013844650.2	XP_003756256.1
OG0012640	XP_020955242.1	XP_031808284.1
OG0012641	XP_020955253.1	XP_031808225.1
OG0012642	XP_020955742.1	XP_031808207.1
OG0012643	XP_020955314.1	XP_031808198.1
OG0012644	XP_020955346.1	XP_031809146.1
OG0012645	NP_001231706.1, XP_020953846.1	XP_031809117.1
OG0012646	XP_020955365.1	XP_031809113.1
OG0012647	XP_003128777.2	XP_003756599.1
OG0012648	XP_020937240.1	XP_031809078.1
OG0012649	XP_020937241.1	XP_031809080.1
OG0012650	XP_020937201.1	XP_031809037.1
OG0012651	XP_020937174.1	XP_031809000.1
OG0012652	XP_020957995.1	XP_031805371.1
OG0012653	XP_020955212.1	XP_012403354.1
OG0012654	XP_020937202.1	XP_031809007.1
OG0012655	NP_001121944.1	XP_012403693.1
OG0012656	XP_003131621.3	XP_031822229.1
OG0012657	XP_020923096.1	XP_031823459.1
OG0012658	XP_020936706.1	XP_031805193.1
OG0012659	XP_020925756.1	XP_031810662.1
OG0012661	XP_020922066.1	XP_003768648.1
OG0012662	XP_003131409.1	XP_003768197.1
OG0012663	XP_003131480.2	XP_003768276.1
OG0012664	XP_003362198.1	XP_003768324.1
OG0012665	XP_003131593.1	XP_003768402.1
OG0012666	XP_020921981.1	XP_003768013.1
OG0012667	XP_020923154.1	XP_031823572.1
OG0012668	XP_003122332.3	XP_031810832.1
OG0012670	XP_003357968.2	XP_023358615.2
OG0012671	XP_020922029.1	XP_031805153.1
OG0012672	NP_998992.1	XP_003768643.1
OG0012673	XP_020922087.1	XP_031821512.1
OG0012674	XP_020922127.1	XP_031821494.1, XP_003768656.1
OG0012675	XP_020922113.1	XP_003768657.1
OG0012676	XP_020922132.1	XP_012404047.2
OG0012677	XP_020922135.1	XP_031821490.1
OG0012678	XP_020922138.1	XP_031821461.1
OG0012679	XP_020922158.1	XP_031821460.1
OG0012680	XP_020922151.1	XP_031821453.1
OG0012681	XP_020922160.1	XP_031821446.1
OG0012682	XP_003131193.1	XP_031821443.1
OG0012684	XP_020922188.1	XP_012404080.1
OG0012685	XP_020922190.1	XP_031821420.1
OG0012686	XP_020922215.1	XP_003768728.1
OG0012687	XP_020922220.1	XP_012404110.1
OG0012688	XP_020922245.1	XP_031821726.1
OG0012689	XP_020922255.1	XP_031824502.1
OG0012690	XP_020922256.1	XP_031821719.1
OG0012691	XP_020922260.1	XP_031821711.1
OG0012692	XP_003131232.4	XP_003768560.1
OG0012693	XP_003131238.1	XP_031821695.1
OG0012694	XP_003358016.1	XP_031821672.1
OG0012695	XP_020922287.1	XP_023358324.1
OG0012696	XP_003131254.1	XP_003768521.2
OG0012697	XP_003131274.1	XP_031821614.1
OG0012698	XP_020921920.1, NP_001038070.1	XP_003768621.1
OG0012699	XP_020922402.1	XP_031824498.1
OG0012702	XP_005668752.2	XP_031821739.1
OG0012703	XP_020923735.1	XP_031821740.1
OG0012704	XP_005653947.1	XP_031821772.1
OG0012705	XP_020923802.1	XP_023358255.1
OG0012707	XP_005668753.1, NP_001231489.1	XP_031824510.1
OG0012708	XP_003483014.2	XP_031821825.1
OG0012709	XP_013836325.1	XP_031821841.1
OG0012710	NP_001231326.1, XP_005668766.1	XP_031821855.1
OG0012711	XP_020922527.1	XP_003768430.1
OG0012712	XP_020922549.1	XP_031821895.1
OG0012713	NP_001090989.1	XP_003768441.1
OG0012714	XP_003131422.1	XP_003768195.1
OG0012715	XP_003131425.3	XP_031822218.1
OG0012716	XP_003131427.3	XP_003768199.1
OG0012717	XP_003358080.1	XP_031822204.1
OG0012718	XP_005657006.1	XP_031824525.1
OG0012719	XP_003358072.1	XP_031822202.1
OG0012720	XP_003131441.2	XP_003768203.1
OG0012721	XP_020922637.1	XP_031822194.1
OG0012722	XP_003131432.1	XP_023358073.1
OG0012723	NP_001038045.1	XP_023358082.1
OG0012724	XP_020922644.1	XP_031822137.1
OG0012725	XP_003131457.2	XP_031822147.1
OG0012726	XP_003131468.2	XP_031822149.1
OG0012727	XP_020921684.1	XP_031822132.1
OG0012728	NP_001116601.1	XP_003768302.1
OG0012729	XP_003358104.2	XP_012403827.2
OG0012730	XP_020922685.1	XP_031822074.1
OG0012731	XP_003131544.1	XP_031822069.1
OG0012732	XP_013835208.1	XP_003768319.1
OG0012733	XP_005653993.1	XP_031822034.1
OG0012734	XP_005653996.1	XP_031822032.1
OG0012735	XP_020922718.1	XP_031822028.1
OG0012736	NP_001231581.1	XP_003768325.1
OG0012737	XP_020922737.1	XP_031824517.1
OG0012738	XP_013835427.2	XP_031824514.1
OG0012739	XP_013835566.1	XP_031821957.1
OG0012740	NP_001182288.1, XP_005668922.1	XP_003768415.1
OG0012741	XP_003358143.2	XP_031821931.1
OG0012742	XP_020922805.1	XP_012403869.1
OG0012743	XP_020921764.1, NP_001231880.1	XP_031822228.1
OG0012744	XP_005668943.1	XP_012405497.1
OG0012745	XP_003131623.4	XP_031822255.1
OG0012746	XP_020922853.1	XP_031822262.1
OG0012747	XP_020922906.1	XP_003768024.1
OG0012748	XP_020922908.1	XP_023357928.1
OG0012749	XP_005657028.3	XP_012405709.1
OG0012750	NP_001033096.1	XP_003768005.1
OG0012751	XP_003131696.1	XP_031822344.1
OG0012752	XP_020922938.1	XP_023357909.1
OG0012753	XP_003358167.2, XP_020937868.1	XP_031822360.1
OG0012754	XP_020922961.1	XP_031822386.1
OG0012755	XP_013836592.2	XP_012403557.2
OG0012756	XP_005669080.2	XP_031822400.1
OG0012757	XP_003131755.1	XP_031822405.1
OG0012758	XP_020923002.1	XP_031822423.1
OG0012759	NP_999121.1, XP_020921863.1	XP_031823425.1
OG0012760	XP_020923057.1	XP_031823437.1
OG0012761	XP_003358201.1	XP_003770043.1
OG0012762	XP_003131790.5	XP_031823484.1
OG0012764	XP_003131793.1	XP_023359383.2
OG0012765	XP_003131794.2	XP_031823494.1
OG0012766	XP_005669140.1	XP_031823519.1
OG0012767	XP_003358214.1	XP_031823531.1
OG0012768	NP_001230312.1	XP_031823537.1
OG0012769	XP_013845424.1, NP_001231268.1	XP_003770093.2
OG0012770	XP_003483120.2	XP_003770078.1
OG0012771	XP_020923144.1	XP_031823562.1
OG0012772	XP_005657054.2	XP_031823573.1
OG0012773	XP_020923175.1	XP_031824597.1
OG0012774	XP_020923170.1	XP_031823584.1
OG0012775	XP_020923176.1	XP_031823585.1
OG0012776	XP_020923177.1	XP_031823591.1
OG0012777	XP_003131834.2	XP_031823607.1
OG0012778	XP_003131835.2	XP_031823608.1
OG0012779	XP_013835617.1, XP_003131863.2	XP_003770141.1
OG0012780	XP_003131859.3	XP_031823621.1
OG0012781	XP_003131866.1	XP_031823629.1
OG0012782	XP_020923194.1	XP_031823630.1
OG0012783	NP_001131108.1, XP_020921698.1	XP_031823634.1
OG0012784	XP_020923251.1	XP_031823663.1
OG0012785	XP_020923262.1	XP_023359477.1
OG0012786	XP_003131872.2	XP_031824602.1
OG0012787	XP_020923283.1	XP_031823672.1
OG0012788	XP_020923292.1	XP_031823679.1
OG0012789	XP_005669173.2	XP_031813173.1
OG0012790	XP_013836671.2	XP_031813218.1
OG0012792	XP_020936777.1	XP_003757595.1
OG0012793	NP_001297091.1	XP_031807784.1
OG0012794	XP_020936886.1	XP_012409514.1
OG0012795	XP_020936903.1	XP_003757571.1
OG0012796	NP_001090921.1, XP_013844498.1	XP_031807833.1
OG0012797	XP_020936882.1	XP_031807844.1
OG0012798	XP_020936696.1	XP_031810801.1
OG0012799	XP_020936812.1	XP_023350123.1
OG0012800	XP_020936806.1	XP_003757538.1
OG0012801	XP_003353746.1	XP_031810773.1
OG0012802	XP_005654670.1	XP_031805293.1
OG0012803	XP_003353749.1	XP_003757501.1
OG0012804	XP_020926593.1	XP_012409434.2
OG0012805	XP_005660586.1	XP_031810712.1
OG0012806	XP_003122286.1	XP_003757452.1
OG0012807	XP_020925857.1	XP_003757450.1
OG0012808	XP_020925492.1	XP_031810628.1
OG0012809	XP_005660554.1	XP_031810618.1
OG0012810	XP_003122256.1	XP_031810621.1
OG0012811	XP_020925376.1	XP_003757371.1
OG0012812	XP_013849361.2	XP_031810609.1
OG0012813	XP_005660544.1	XP_023350051.1
OG0012814	XP_003122270.2	XP_003757365.1
OG0012815	XP_003480664.2	XP_031810572.1
OG0012816	NP_001245360.1	XP_003757414.2
OG0012817	XP_020924817.1	XP_023349894.1
OG0012818	XP_020924585.1	XP_003757191.1
OG0012819	XP_020924287.1	XP_023349891.1
OG0012820	XP_020924489.1	XP_012409173.1
OG0012821	NP_999491.1	XP_012409171.1
OG0012822	XP_003353701.1	XP_012409138.1
OG0012823	XP_020924026.1	XP_031810105.1
OG0012824	XP_003353684.5	XP_031810085.1
OG0012825	XP_020947467.1, XP_003355526.4	XP_003772406.1
OG0012826	XP_020947053.1	XP_003770827.1
OG0012827	XP_003130201.2	XP_031807107.1
OG0012828	XP_020942853.1	XP_012401603.1
OG0012829	XP_005662638.1	XP_031806284.1
OG0012830	XP_003125118.1	XP_003757987.1
OG0012831	NP_001098781.1	XP_003757986.1
OG0012834	XP_003355530.2	XP_031796034.1
OG0012835	XP_003126301.3	XP_012406926.1
OG0012836	XP_003126310.2	XP_031797059.1
OG0012837	NP_999054.1	XP_031797031.1
OG0012838	XP_003481678.1	XP_003770940.1
OG0012839	XP_001929445.4	XP_003772651.1
OG0012840	NP_001230598.1, XP_020946620.1	XP_012406977.1
OG0012841	XP_003355507.1, XP_005663952.1	XP_023361184.1
OG0012842	XP_001929520.1	XP_003772405.1
OG0012843	XP_020947491.1	XP_031796963.1
OG0012844	XP_020947486.1	XP_031796976.1
OG0012845	XP_020947525.1	XP_012406994.1
OG0012846	XP_003126361.1	XP_023361142.1
OG0012847	XP_020947547.1	XP_023361136.2
OG0012848	XP_020946783.1, NP_999160.1	XP_003772348.1
OG0012849	XP_020947557.1	XP_031796914.1
OG0012850	NP_001231476.1	XP_031796915.1
OG0012851	XP_001927863.3	XP_031796861.1
OG0012852	XP_003481694.1	XP_003770874.1
OG0012853	XP_020947595.1	XP_031796789.1
OG0012854	XP_020947597.1	XP_031796784.1
OG0012855	XP_003126396.1	XP_031796782.1
OG0012856	XP_020947606.1	XP_031817116.1, XP_031796755.1
OG0012857	XP_020948557.1	XP_031794231.1
OG0012858	XP_020947620.1	XP_003770966.1
OG0012859	XP_013853162.2	XP_031796659.1
OG0012860	XP_020947632.1	XP_031796559.1
OG0012861	XP_020946935.1	XP_031793905.1
OG0012862	NP_001193289.1	XP_003770861.2
OG0012863	NP_001193308.1, XP_020946726.1	XP_031796219.1
OG0012864	XP_003126827.1	XP_031794057.1
OG0012865	XP_020947003.1	XP_031795138.1
OG0012866	XP_020947012.1	XP_003770819.2
OG0012867	XP_020947021.1	XP_031794396.1
OG0012868	XP_020947044.1	XP_031793699.1
OG0012869	XP_013852916.2	XP_031796606.1
OG0012870	XP_020947047.1	XP_031794434.1
OG0012871	XP_020947049.1	XP_031796821.1
OG0012872	XP_020947056.1	XP_031796264.1
OG0012873	XP_020947057.1	XP_003770830.1
OG0012875	XP_020947066.1, XP_020947065.1	XP_031793695.1
OG0012876	XP_020948755.1	XP_031794774.1
OG0012877	XP_020947085.1	XP_012407184.1
OG0012880	XP_020947103.1	XP_031796668.1
OG0012881	XP_020948494.1	XP_031796652.1
OG0012882	XP_020948506.1	XP_031794989.1
OG0012883	XP_003126056.1	XP_003771045.1
OG0012884	XP_013852962.1, XP_001929401.3	XP_031796961.1
OG0012885	XP_020947134.1	XP_031795714.1
OG0012886	XP_020947158.1	XP_031795990.1
OG0012887	XP_013852967.2, NP_001093403.1	XP_031797111.1
OG0012888	XP_003126080.3	XP_031793596.1
OG0012889	XP_003481600.1	XP_031793986.1
OG0012890	XP_005663864.2	XP_023360237.1
OG0012891	XP_013852996.1	XP_031793819.1
OG0012892	XP_020947195.1	XP_012406102.1
OG0012893	XP_020947196.1	XP_003771169.1
OG0012894	NP_001116458.1	XP_031797104.1
OG0012895	XP_005655583.1	XP_003771145.2
OG0012896	XP_020947233.1	XP_012406076.2
OG0012897	XP_020947244.1	XP_031795993.1
OG0012898	XP_020948286.1	XP_031793956.1
OG0012899	XP_013851334.1	XP_012401642.1
OG0012900	XP_005662386.1	XP_031814633.1
OG0012901	NP_001231482.1, XP_020941372.1	XP_003765735.1
OG0012902	XP_013851378.1	XP_023356203.1, XP_031800909.1
OG0012903	XP_003124932.2	XP_012401619.2
OG0012904	XP_020942837.1	XP_031814996.1
OG0012905	XP_020942851.1	XP_012401605.1
OG0012906	XP_020942889.1	XP_031814966.1
OG0012907	NP_001302649.1	XP_031807348.1
OG0012908	XP_003125238.1	XP_023350761.2
OG0012909	XP_020943230.1	XP_003758368.1
OG0012910	XP_003125218.3	XP_031806286.1
OG0012911	XP_020943209.1	XP_031806294.1
OG0012912	NP_999584.1	XP_003758850.1
OG0012913	NP_001182286.1	XP_031806304.1
OG0012914	XP_003354886.3	XP_031806308.1
OG0012915	XP_003125197.1	XP_003758328.1
OG0012916	XP_020943877.1	XP_023350730.1
OG0012917	XP_003354868.1	XP_031806343.1
OG0012918	XP_020943178.1	XP_031806347.1
OG0012919	XP_020943867.1	XP_023350707.1
OG0012920	XP_005662584.1	XP_031806378.1
OG0012921	XP_003354850.1	XP_031806393.1
OG0012922	XP_003125148.1	XP_003758297.1
OG0012923	XP_020943128.1	XP_031806397.1
OG0012924	XP_013851559.1	XP_031806427.1
OG0012925	XP_020943109.1	XP_031806438.1
OG0012926	XP_020943096.1	XP_023350668.1
OG0012927	XP_005662559.1	XP_003758266.1
OG0012928	XP_003125122.1	XP_003758265.2
OG0012929	XP_005662556.1	XP_031806454.1
OG0012930	XP_020943067.1	XP_031806465.1
OG0012931	XP_003481240.1	XP_003758007.1
OG0012932	XP_020943058.1	XP_031806497.1
OG0012933	XP_003354827.1	XP_031806495.1
OG0012935	XP_003126026.1	XP_003772429.2
OG0012936	XP_020942873.1	XP_031814979.1
OG0012937	XP_020940442.1	XP_031808877.1, XP_031808878.1
OG0012938	XP_003357765.1	XP_031801281.1
OG0012940	NP_001139225.1	XP_031808872.1
OG0012941	XP_020939058.1	XP_003768881.1
OG0012942	XP_020939971.1	XP_031809676.1
OG0012943	XP_003123686.3	XP_003756958.1
OG0012944	XP_020939980.1	XP_023362595.1
OG0012945	XP_003123696.1	XP_031809680.1
OG0012947	XP_020939994.1	XP_031800955.1
OG0012948	XP_020940286.1	XP_003759555.3
OG0012949	XP_020940300.1	XP_031824323.1
OG0012950	XP_020940323.1	XP_012398069.1
OG0012951	XP_003129089.2	XP_003761303.1
OG0012952	XP_003123930.2	XP_003759549.1, XP_031824405.1
OG0012953	XP_020941062.1	XP_031808924.1
OG0012954	XP_020934839.1, NP_001272898.1	XP_031808957.1
OG0012955	XP_003354322.2	XP_012405364.1, XP_003756530.1
OG0012956	XP_003354324.1	XP_031808963.1
OG0012957	XP_020940421.1	XP_031808904.1
OG0012958	NP_001231466.1	XP_031808903.1
OG0012959	XP_005655058.1, NP_001230853.1	XP_003756514.1
OG0012960	XP_005655074.1	XP_012405148.1
OG0012961	XP_020933987.1	XP_012405105.1
OG0012962	NP_001231057.1	XP_003756499.1
OG0012963	XP_020940443.1	XP_003756485.1
OG0012964	XP_020940448.1	XP_031808868.1
OG0012965	XP_020940461.1	XP_031809173.1
OG0012966	NP_001254755.1	XP_003756631.1
OG0012967	XP_003480965.2	XP_031809202.1
OG0012968	XP_020919517.1	XP_023353685.1
OG0012969	XP_005660153.1	XP_023353715.1
OG0012970	XP_020919133.1	XP_031817403.1
OG0012971	XP_020918932.1	XP_031817342.1
OG0012972	XP_001925192.2	XP_031817339.1
OG0012973	XP_020918843.1	XP_023353029.1
OG0012974	XP_003121927.3	XP_003762947.1
OG0012975	XP_003121921.1	XP_031799190.1
OG0012976	NP_001230827.1	XP_003761431.1
OG0012977	XP_003130728.1	XP_031794056.1
OG0012978	XP_020920361.1	XP_012398083.1
OG0012979	XP_020920349.1	XP_031793790.1
OG0012980	XP_020920337.1	XP_003761817.1
OG0012981	XP_020920344.1	XP_003761820.1
OG0012982	XP_020920338.1	XP_031801294.1
OG0012984	XP_003130719.1	XP_003761850.1
OG0012985	NP_999445.1, XP_020938896.1	XP_031801266.1
OG0012986	XP_013849090.1	XP_031801267.1
OG0012987	XP_003122034.1	XP_003761805.2
OG0012988	XP_005660286.2	XP_003761824.1
OG0012989	XP_020939643.1	XP_012398141.1
OG0012990	XP_013849110.2	XP_031793049.1
OG0012991	XP_003122067.3	XP_031793030.1
OG0012992	XP_013849131.1	XP_031792601.1
OG0012993	NP_001230553.1	XP_031825205.1
OG0012994	XP_020922168.1	XP_012398333.2
OG0012995	XP_013849154.1	XP_023353464.2
OG0012996	NP_001131101.1	XP_031801403.1
OG0012997	XP_020922357.1	XP_012398157.1
OG0012999	XP_020922513.1	XP_031817137.1
OG0013000	XP_001924348.1	XP_003761881.1
OG0013001	XP_003122123.2	XP_031799960.1
OG0013002	XP_020923471.1	XP_031810485.1
OG0013003	XP_003480629.1	XP_031805183.1
OG0013004	XP_020923643.1	XP_031810032.1
OG0013005	NP_001020390.1	XP_003757120.1
OG0013006	XP_001926788.5	XP_003757121.1
OG0013007	XP_020923782.1	XP_003757126.2
OG0013008	XP_020923963.1	XP_031810080.1, XP_031810081.1
OG0013009	XP_020923377.1	XP_031810521.1
OG0013010	NP_001121906.1, XP_020953945.1	XP_031824475.1
OG0013011	XP_020954171.1	XP_031824474.1
OG0013012	XP_020955661.1	XP_003769184.2
OG0013013	NP_999213.1, XP_005659247.1	XP_023358982.1
OG0013014	XP_020954098.1	XP_031821048.1
OG0013016	NP_001231615.1	XP_003768974.1
OG0013017	NP_001116608.1	XP_012404362.1
OG0013018	NP_001095287.1	XP_003768961.1
OG0013019	NP_001116629.1	XP_003768968.1
OG0013020	NP_001171822.1	XP_031820946.1
OG0013021	XP_005665946.2	XP_003769013.1
OG0013022	NP_001229955.1	XP_031820892.1
OG0013023	XP_020954292.1	XP_003769043.2
OG0013024	XP_020954293.1	XP_003769048.1
OG0013025	XP_013833313.1	XP_031820825.1
OG0013026	XP_001927992.1	XP_003770589.1
OG0013027	NP_001243523.1	XP_031820768.1
OG0013028	XP_020954319.1	XP_031824484.1
OG0013029	XP_003128426.4	XP_031820764.1
OG0013030	XP_020954320.1	XP_031820761.1
OG0013031	XP_001928743.3	XP_012404490.1
OG0013032	XP_013833357.2	XP_031820748.1
OG0013033	NP_001193281.1	XP_031820723.1
OG0013034	XP_013833390.1	XP_031820701.1
OG0013035	XP_020922109.1, XP_020954391.1	XP_031824480.1
OG0013036	XP_020954403.1	XP_031820674.1
OG0013037	XP_001926827.1	XP_031820667.1
OG0013038	XP_003482241.1	XP_031820659.1
OG0013039	XP_003356678.2	XP_003769157.1
OG0013040	NP_001094497.1	XP_003769176.1
OG0013041	XP_001924848.1	XP_003769195.1
OG0013042	XP_001928795.3	XP_003769197.2
OG0013043	XP_020954484.1	XP_031820586.1
OG0013044	XP_020954176.1	XP_031820571.1
OG0013045	XP_020954173.1	XP_031820570.1
OG0013046	XP_001924635.1	XP_031820555.1
OG0013047	XP_003128384.1	XP_031820553.1
OG0013048	XP_020944947.1	XP_031820538.1
OG0013049	XP_013848079.2	XP_031820532.1
OG0013050	XP_020928538.1	XP_031820519.1
OG0013051	XP_020928788.1	XP_031820485.1
OG0013052	XP_001927745.1	XP_003769291.1
OG0013053	XP_005659470.1	XP_031820452.1
OG0013054	XP_020947571.1	XP_031820450.1
OG0013055	XP_001927130.1	XP_003769308.2
OG0013056	XP_003121338.5	XP_012404658.1
OG0013057	XP_003121344.1	XP_031820390.1
OG0013058	NP_001230369.1	XP_031820364.1
OG0013059	XP_020945933.1	XP_003769357.1
OG0013060	XP_005659397.1	XP_003769374.1
OG0013061	XP_003121373.1	XP_031820325.1
OG0013062	XP_020946514.1	XP_031820304.1
OG0013063	XP_020956775.1, NP_001230593.1	XP_031820291.1
OG0013064	XP_020946700.1	XP_031820284.1
OG0013065	XP_020946666.1	XP_031820286.1
OG0013066	XP_003121394.2	XP_003770692.2
OG0013067	XP_020941225.1	XP_023359134.1
OG0013068	NP_001231176.1	XP_003757316.1
OG0013069	XP_020947942.1	XP_031824466.1
OG0013070	XP_020930628.1	XP_031824651.1
OG0013072	XP_013851839.2	XP_031803215.1
OG0013073	NP_001123428.1, XP_020956171.1	XP_031798023.1
OG0013074	XP_013834207.2	XP_031799360.1
OG0013075	XP_020944592.1	XP_003760427.2
OG0013076	XP_013834209.1	XP_031797865.1
OG0013077	XP_020956200.1	XP_023361461.1
OG0013078	XP_020944722.1	XP_003762730.2
OG0013079	XP_020944720.1	XP_031802891.1
OG0013080	XP_020946261.1	XP_031809991.1
OG0013081	XP_020944710.1	XP_031802900.1
OG0013082	XP_020944689.1	XP_003760343.1
OG0013083	NP_999420.1	XP_012397194.2
OG0013084	NP_001123441.1	XP_031802932.1
OG0013085	XP_003125583.2	XP_003760360.1
OG0013086	XP_020944688.1	XP_031802935.1
OG0013087	XP_020946248.1	XP_031802971.1
OG0013088	XP_020944672.1	XP_031802981.1
OG0013089	XP_020946241.1	XP_031810753.1
OG0013090	XP_003125563.2	XP_003760383.1
OG0013091	XP_003481394.3	XP_012397245.1
OG0013092	NP_999218.1	XP_003760405.1
OG0013093	XP_001928540.1	XP_031803020.1
OG0013094	XP_003355030.1	XP_031803022.1
OG0013095	XP_020944602.1	XP_031803035.1
OG0013096	XP_013851951.1	XP_031803034.1
OG0013097	XP_020944557.1	XP_031803066.1
OG0013098	XP_020944522.1	XP_031803296.1
OG0013099	NP_001181904.1	XP_023352286.1
OG0013100	XP_020944519.1	XP_031803102.1
OG0013101	XP_020944479.1	XP_031803125.1
OG0013102	XP_020946208.1	XP_031803141.1, XP_031800413.1
OG0013103	XP_013849019.1	XP_023352442.2
OG0013104	XP_020946205.1	XP_031803271.1
OG0013105	XP_020946131.1	XP_031803290.1
OG0013106	XP_020946207.1	XP_031803259.1
OG0013107	XP_013851864.1	XP_003760587.1, XP_012397440.1
OG0013108	XP_003125505.4	XP_031803210.1
OG0013109	XP_020956819.1	XP_031799020.1
OG0013110	XP_003128999.1	XP_003773336.1
OG0013111	XP_003129000.4	XP_031797430.1
OG0013112	XP_003356958.4	XP_003773326.1
OG0013113	XP_020956230.1	XP_031797821.1
OG0013114	XP_003360957.1	XP_031799356.1
OG0013115	XP_005666699.1	XP_031798807.1
OG0013116	XP_020956922.1, XP_003129034.1	XP_031798477.1
OG0013117	XP_003129036.1	XP_012407697.2
OG0013118	XP_005666765.1	XP_003773295.1
OG0013119	XP_020957012.1	XP_031797643.1
OG0013120	XP_003129067.1	XP_003774577.1
OG0013121	XP_003129085.4	XP_003773281.1
OG0013122	XP_013834171.1, XP_005666773.1	XP_031797969.1
OG0013123	XP_003129101.4	XP_031798607.1
OG0013124	XP_020957058.1	XP_031799041.1
OG0013127	XP_020957075.1	XP_031799391.1
OG0013128	XP_003357009.1	XP_003772863.1
OG0013129	XP_020956254.1	XP_031800119.1
OG0013130	XP_005666789.1	XP_031799972.1
OG0013131	XP_020957090.1	XP_003772887.1
OG0013132	NP_999541.1	XP_012408434.2
OG0013133	XP_003134784.1	XP_003771605.1
OG0013134	NP_001243296.1	XP_031796452.1, XP_012406873.1
OG0013135	NP_001231759.1	XP_003762273.1
OG0013136	XP_003123659.2	XP_012398898.1
OG0013137	XP_013841069.1	XP_031794945.1
OG0013138	XP_003134715.1	XP_031796929.1
OG0013139	XP_003134722.3	XP_003771655.1
OG0013140	XP_005673233.1, XP_003134736.2	XP_031794915.1
OG0013141	XP_013846262.1	XP_031794893.1
OG0013142	XP_013846251.1	XP_031794892.1
OG0013143	XP_003134746.1	XP_031794891.1
OG0013144	XP_020934356.1	XP_031794886.1
OG0013145	XP_020934367.1	XP_031794867.1
OG0013146	XP_020934292.1	XP_031794865.1
OG0013147	XP_020934293.1	XP_003771631.1
OG0013148	NP_001038012.1	XP_012406472.1
OG0013149	XP_020934396.1	XP_003771634.2
OG0013150	XP_003134771.1	XP_031794828.1
OG0013151	XP_020934710.1	XP_031794809.1
OG0013152	NP_001231071.1	XP_003771963.1
OG0013153	XP_005667638.2	XP_031795838.1
OG0013154	XP_003482716.1	XP_031795842.1
OG0013155	XP_003130184.2	XP_012406747.1
OG0013157	XP_003357485.3	XP_031795871.1
OG0013158	XP_003130204.2	XP_031796624.1
OG0013159	XP_020919044.1	XP_031796621.1
OG0013160	XP_020958076.1	XP_031796608.1
OG0013161	XP_020958091.1	XP_031796592.1
OG0013162	XP_013835187.1	XP_031796144.1
OG0013163	NP_001231660.1	XP_031796143.1
