Orthogroup	Sus_scrofa	Loxodonta_africana
OG0012927	XP_005662559.1	XP_023408478.1
OG0012928	XP_003125122.1	XP_023408477.1
OG0012929	XP_005662556.1	XP_003413594.1
OG0012930	XP_020943067.1	XP_023408490.1
OG0012931	XP_003481240.1	XP_010591936.2
OG0012932	XP_020943058.1	XP_003413712.1
OG0012933	XP_003354827.1	XP_003413714.1
OG0012934	XP_003125087.4	XP_003413719.1
OG0012935	XP_003126026.1	XP_003419851.1
OG0012936	XP_020942873.1	XP_023408284.1
OG0012937	XP_020940442.1	XP_003404554.2
OG0012938	XP_003357765.1	XP_023400945.1
OG0012939	XP_020940396.1	XP_010591989.2
OG0012940	NP_001139225.1	XP_010589138.1
OG0012941	XP_020939058.1	XP_003404744.1
OG0012942	XP_020939971.1	XP_023408772.1
OG0012943	XP_003123686.3	XP_010591592.1
OG0012944	XP_020939980.1	XP_010591571.1
OG0012945	XP_003123696.1	XP_010591546.1
OG0012946	XP_003123688.1	XP_010591532.1
OG0012947	XP_020939994.1	XP_023407959.1
OG0012948	XP_020940286.1	XP_003405061.1
OG0012949	XP_020940300.1	XP_023404802.1
OG0012950	XP_020940323.1	XP_010588773.1
OG0012951	XP_003129089.2	XP_003404522.1
OG0012952	XP_003123930.2	XP_023404416.1
OG0012953	XP_020941062.1	XP_023404222.1
OG0012954	XP_020934839.1, NP_001272898.1	XP_003404500.1
OG0012955	XP_003354322.2	XP_003405070.1
OG0012956	XP_003354324.1	XP_010588336.2
OG0012957	XP_020940421.1	XP_023404896.1
OG0012958	NP_001231466.1	XP_010588996.1
OG0012959	XP_005655058.1, NP_001230853.1	XP_010589023.1
OG0012960	XP_005655074.1	XP_010589054.1
OG0012961	XP_020933987.1	XP_003404551.1
OG0012962	NP_001231057.1	XP_010589110.2
OG0012963	XP_020940443.1	XP_003404555.1
OG0012964	XP_020940448.1	XP_010589155.1
OG0012965	XP_020940461.1	XP_010589176.1
OG0012966	NP_001254755.1	XP_003404567.1
OG0012967	XP_003480965.2	XP_003404570.1
OG0012968	XP_020919517.1	XP_010586250.1
OG0012969	XP_005660153.1	XP_010586243.1
OG0012970	XP_020919133.1	XP_010586236.1
OG0012971	XP_020918932.1	XP_010586224.1
OG0012972	XP_001925192.2	XP_023401007.1
OG0012973	XP_020918843.1	XP_010586212.1
OG0012974	XP_003121927.3	XP_023400991.1
OG0012975	XP_003121921.1	XP_003407374.1
OG0012976	NP_001230827.1	XP_003407364.1
OG0012977	XP_003130728.1	XP_003407363.1
OG0012978	XP_020920361.1	XP_010586177.1
OG0012979	XP_020920349.1	XP_023400958.1
OG0012980	XP_020920337.1	XP_023400950.1
OG0012981	XP_020920344.1	XP_010586166.1
OG0012982	XP_020920338.1	XP_003407353.1
OG0012983	NP_001158330.1	XP_010586163.1
OG0012984	XP_003130719.1	XP_003407667.1
OG0012985	NP_999445.1	XP_003407348.1
OG0012986	XP_013849090.1	XP_010586157.1
OG0012987	XP_003122034.1	XP_003407338.1
OG0012988	XP_005660286.2	XP_003407644.1
OG0012989	XP_020939643.1	XP_010586138.1
OG0012990	XP_013849110.2	XP_023400902.1
OG0012991	XP_003122067.3	XP_023400896.1
OG0012992	XP_013849131.1	XP_003407895.1
OG0012993	NP_001230553.1	XP_003407891.1
OG0012995	XP_013849154.1	XP_010586108.1
OG0012996	NP_001131101.1	XP_010586101.1
OG0012997	XP_020922357.1	XP_010586326.1
OG0012998	XP_005652762.2	XP_023400860.1
OG0012999	XP_020922513.1	XP_023400859.1
OG0013000	XP_001924348.1	XP_003407863.1
OG0013001	XP_003122123.2	XP_003407858.1
OG0013002	XP_020923471.1	XP_003407556.1
OG0013003	XP_003480629.1	XP_003407838.1
OG0013004	XP_020923643.1	XP_023400776.1
OG0013005	NP_001020390.1	XP_003407831.1
OG0013006	XP_001926788.5	XP_010586001.1
OG0013007	XP_020923782.1	XP_003407824.1
OG0013008	XP_020923963.1	XP_023400741.1
OG0013009	XP_020923377.1	XP_003407561.1
OG0013010	NP_001121906.1, XP_020953945.1	XP_010587239.1
OG0013011	XP_020954171.1	XP_003404178.1
OG0013012	XP_020955661.1	XP_023398756.1
OG0013013	NP_999213.1, XP_005659247.1	XP_023402930.1
OG0013014	XP_020954098.1	XP_023397435.1
OG0013015	XP_013833084.1	XP_023397109.1
OG0013016	NP_001231615.1	XP_003422325.1
OG0013017	NP_001116608.1	XP_003422283.1
OG0013018	NP_001095287.1	XP_023397134.1
OG0013019	NP_001116629.1	XP_003422274.2
OG0013020	NP_001171822.1	XP_010598902.1
OG0013021	XP_005665946.2	XP_023395943.1
OG0013022	NP_001229955.1	XP_023395965.1
OG0013023	XP_020954292.1	XP_010586362.1
OG0013024	XP_020954293.1	XP_003404273.1
OG0013025	XP_013833313.1	XP_023401994.1
OG0013026	XP_001927992.1	XP_003404256.1
OG0013027	NP_001243523.1	XP_023400534.1
OG0013028	XP_020954319.1	XP_003403981.1
OG0013029	XP_003128426.4	XP_010587438.1
OG0013030	XP_020954320.1	XP_023401824.1
OG0013031	XP_001928743.3	XP_023401827.1
OG0013032	XP_013833357.2	XP_010586074.1
OG0013033	NP_001193281.1	XP_003403965.1
OG0013034	XP_013833390.1	XP_023401429.1
OG0013035	XP_020922109.1, XP_020954391.1	XP_010585846.1
OG0013036	XP_020954403.1	XP_003404225.1
OG0013037	XP_001926827.1	XP_003404222.1
OG0013038	XP_003482241.1	XP_003403946.1
OG0013039	XP_003356678.2	XP_003403945.1
OG0013040	NP_001094497.1	XP_010585591.1
OG0013041	XP_001924848.1	XP_003404486.1
OG0013042	XP_001928795.3	XP_003404484.1
OG0013043	XP_020954484.1	XP_003404483.1
OG0013044	XP_020954176.1	XP_023400516.1
OG0013045	XP_020954173.1	XP_003404179.1
OG0013046	XP_001924635.1	XP_010585195.1
OG0013047	XP_003128384.1	XP_003404174.1
OG0013048	XP_020944947.1	XP_003404454.2
OG0013049	XP_013848079.2	XP_010585113.1
OG0013050	XP_020928538.1	XP_003404446.1
OG0013051	XP_020928788.1	XP_003404443.1
OG0013052	XP_001927745.1	XP_023399954.1
OG0013053	XP_005659470.1	XP_010584835.1
OG0013054	XP_020947571.1	XP_023399936.1
OG0013055	XP_001927130.1	XP_010584704.1
OG0013056	XP_003121338.5	XP_023399704.1
OG0013057	XP_003121344.1	XP_003404399.1
OG0013058	NP_001230369.1	XP_023403589.1
OG0013059	XP_020945933.1	XP_003404377.1
OG0013060	XP_005659397.1	XP_003404365.1
OG0013061	XP_003121373.1	XP_003404362.2
OG0013062	XP_020946514.1	XP_003404351.1
OG0013063	XP_020956775.1, NP_001230593.1	XP_003404103.1
OG0013064	XP_020946700.1	XP_023398663.1
OG0013065	XP_020946666.1	XP_003404348.1
OG0013066	XP_003121394.2	XP_003404097.1
OG0013067	XP_020941225.1	XP_023396819.1
OG0013068	NP_001231176.1	XP_003416355.1
OG0013069	XP_020947942.1	XP_023413679.1
OG0013070	XP_020930628.1	XP_003404121.1
OG0013072	XP_013851839.2	XP_023397876.1
OG0013073	NP_001123428.1, XP_020956171.1	XP_003415917.1
OG0013074	XP_013834207.2	XP_023410863.1
OG0013075	XP_020944592.1	XP_023401759.1
OG0013076	XP_013834209.1	XP_023410866.1
OG0013077	XP_020956200.1	XP_023408993.1
OG0013078	XP_020944722.1	XP_003408304.1
OG0013079	XP_020944720.1	XP_023401825.1
OG0013080	XP_020946261.1	XP_023401434.1
OG0013081	XP_020944710.1	XP_023401436.1
OG0013082	XP_020944689.1	XP_023401694.1
OG0013083	NP_999420.1	XP_003408470.1
OG0013084	NP_001123441.1	XP_003408474.1
OG0013085	XP_003125583.2	XP_003408476.1
OG0013086	XP_020944688.1	XP_003408313.1
OG0013087	XP_020946248.1	XP_003408477.1
OG0013088	XP_020944672.1	XP_023401715.1
OG0013089	XP_020946241.1	XP_003408489.1
OG0013090	XP_003125563.2	XP_003408492.1
OG0013091	XP_003481394.3	XP_010586771.1
OG0013092	NP_999218.1	XP_003408217.1
OG0013093	XP_001928540.1	XP_003408331.1
OG0013094	XP_003355030.1	XP_003408333.1
OG0013095	XP_020944602.1	XP_023401746.1
OG0013096	XP_013851951.1	XP_003408337.1
OG0013097	XP_020944557.1	XP_010586799.1
OG0013098	XP_020944522.1	XP_003408353.1
OG0013100	XP_020944519.1	XP_003408241.1, XP_010585437.2
OG0013101	XP_020944479.1	XP_023401805.1
OG0013102	XP_020946208.1	XP_023401453.1
OG0013103	XP_013849019.1	XP_023397383.1
OG0013104	XP_020946205.1	XP_023397380.1
OG0013105	XP_020946131.1	XP_023397358.1
OG0013106	XP_020946207.1	XP_023397363.1
OG0013107	XP_013851864.1	XP_010600478.1
OG0013108	XP_003125505.4	XP_003422978.1
OG0013109	XP_020956819.1	XP_023405616.1
OG0013110	XP_003128999.1	XP_003411449.1
OG0013111	XP_003129000.4	XP_003411374.1
OG0013112	XP_003356958.4	XP_003415911.1
OG0013113	XP_020956230.1	XP_023410797.1
OG0013114	XP_003360957.1	XP_003415971.1
OG0013115	XP_005666699.1	XP_023410819.1
OG0013116	XP_020956922.1, XP_003129034.1	XP_023410789.1
OG0013117	XP_003129036.1	XP_003415977.1
OG0013118	XP_005666765.1	XP_010593990.2
OG0013119	XP_020957012.1	XP_010593993.1
OG0013120	XP_003129067.1	XP_023410791.1
OG0013121	XP_003129085.4	XP_023410792.1
OG0013122	XP_013834171.1, XP_005666773.1	XP_003415944.1
OG0013123	XP_003129101.4	XP_010594008.1
OG0013124	XP_020957058.1	XP_010594011.1
OG0013125	XP_005656566.2	XP_010592460.2
OG0013126	XP_020956115.1, NP_999157.1	XP_010592458.1
OG0013127	XP_020957075.1	XP_003414216.1
OG0013128	XP_003357009.1	XP_003414110.1
OG0013129	XP_020956254.1	XP_003414209.1
OG0013130	XP_005666789.1	XP_003414205.2
OG0013131	XP_020957090.1	XP_010592439.1
OG0013132	NP_999541.1	XP_003414265.1
OG0013133	XP_003134784.1	XP_003407286.1
OG0013134	NP_001243296.1	XP_003407124.1
OG0013135	NP_001231759.1	XP_003421265.1
OG0013136	XP_003123659.2	XP_003421261.1
OG0013137	XP_013841069.1	XP_023395767.1, XP_023395739.1
OG0013138	XP_003134715.1	XP_023395759.1
OG0013139	XP_003134722.3	XP_010585715.1
OG0013140	XP_005673233.1, XP_003134736.2	XP_010585711.1
OG0013141	XP_013846262.1	XP_003407316.1
OG0013142	XP_013846251.1	XP_023400432.1
OG0013143	XP_003134746.1	XP_003407312.1
OG0013144	XP_020934356.1	XP_010585700.1
OG0013145	XP_020934367.1	XP_003407300.1
OG0013146	XP_020934292.1	XP_003407297.1
OG0013147	XP_020934293.1	XP_003407298.1
OG0013148	NP_001038012.1	XP_023400365.1
OG0013149	XP_020934396.1	XP_010585765.2
OG0013150	XP_003134771.1	XP_010585692.1
OG0013151	XP_020934710.1	XP_003407291.1
OG0013152	NP_001231071.1	XP_003407209.1
OG0013153	XP_005667638.2	XP_003407029.1
OG0013154	XP_003482716.1	XP_003407204.2
OG0013155	XP_003130184.2	XP_003407198.1
OG0013157	XP_003357485.3	XP_003407197.1
OG0013158	XP_003130204.2	XP_003407177.1
OG0013159	XP_020919044.1	XP_023400418.1
OG0013160	XP_020958076.1	XP_023400416.1
OG0013161	XP_020958091.1	XP_023400160.1
OG0013162	XP_013835187.1	XP_010585743.1
OG0013163	NP_001231660.1	XP_003407155.1
OG0013164	NP_999286.1	XP_003407145.1
OG0013165	XP_020958118.1	XP_023400142.1
OG0013166	NP_001230885.1	XP_003407137.1
OG0013167	XP_003482730.3	XP_023400129.1
OG0013168	XP_003482729.1	XP_010585523.1
OG0013169	XP_003357521.1	XP_023400405.1
OG0013170	XP_020919106.1	XP_003407129.1
OG0013171	NP_001182161.1	XP_010585506.1
OG0013172	XP_003134891.1	XP_003407110.1
OG0013173	XP_003134892.1	XP_003407111.1
OG0013174	XP_020934876.1	XP_010585505.1
OG0013175	XP_003360215.1	XP_010585481.1
OG0013176	XP_020934986.1	XP_003407011.1
OG0013177	XP_020934895.1	XP_003406984.1
OG0013178	NP_001231197.1	XP_003407285.1
OG0013179	XP_020948924.1, NP_001153747.1	XP_003415581.1
OG0013180	XP_020931356.1, XP_003128154.2	XP_023410354.1
OG0013181	XP_003482480.1	XP_003417593.1
OG0013182	XP_013844378.2	XP_003415375.2
OG0013183	XP_020951518.1	XP_023410067.1
OG0013184	XP_020952388.1	XP_023410098.1
OG0013185	XP_020952586.1	XP_023410363.1
OG0013186	XP_013854649.1	XP_003415565.1
OG0013187	XP_003127874.3	XP_010593545.2
OG0013188	NP_001231671.1	XP_003415557.1
OG0013189	XP_020951634.1	XP_023410322.1
OG0013190	XP_020951636.1	XP_003415357.1
OG0013191	XP_020951628.1	XP_010593522.1
OG0013192	XP_020951620.1	XP_023410072.1
OG0013193	XP_020951615.1	XP_003415549.1
OG0013194	XP_020951611.1	XP_003415548.1
OG0013195	XP_020951589.1	XP_023410308.1
OG0013196	XP_020951585.1	XP_010593512.1
OG0013197	XP_003127836.1	XP_003415347.1
OG0013198	XP_020951581.1	XP_010593502.1
OG0013199	XP_020951573.1	XP_003415538.1
OG0013200	XP_020949908.1	XP_003416387.1
OG0013201	XP_020952305.1	XP_003411130.2
OG0013202	XP_020952329.1	XP_023405427.1
OG0013203	XP_020953481.1	XP_010589603.1
OG0013204	XP_020953480.1	XP_003411141.1
OG0013205	XP_020952368.1	XP_003411144.1
OG0013206	XP_020953504.1	XP_023405411.1
OG0013207	XP_013854872.1, NP_999079.1	XP_023410100.1
OG0013208	NP_001116655.1	XP_010593629.1
OG0013209	XP_020952383.1	XP_023410461.1
OG0013210	NP_001231869.1	XP_003415609.2
OG0013211	XP_020952419.1	XP_003415607.1
OG0013212	XP_003482150.2	XP_023410414.1
OG0013213	XP_020952485.1	XP_023410398.1
OG0013214	XP_003356535.1	XP_023410395.1
OG0013215	XP_013854907.2	XP_003415593.1
OG0013216	XP_001929285.1	XP_010599301.1
OG0013217	NP_001231255.1	XP_010599297.1
OG0013218	XP_020954966.1	XP_023396410.1
OG0013219	XP_003362143.2	XP_023396409.1
OG0013220	XP_020954962.1	XP_003421662.1
OG0013221	XP_003481713.1	XP_003405647.1
OG0013222	XP_020948474.1	XP_003405264.1
OG0013223	XP_020948732.1	XP_023414904.1
OG0013224	XP_005652679.2	XP_003405268.1
OG0013225	XP_020948723.1	XP_003405270.1
OG0013226	NP_001265704.1	XP_003405272.1
OG0013227	XP_003481811.2	XP_003405649.1
OG0013228	XP_020948459.1	XP_023415031.1
OG0013229	XP_020948690.1	XP_003405285.1
OG0013230	XP_020948441.1	XP_010597440.1
OG0013231	XP_020948400.1	XP_003405316.1
OG0013232	XP_020948398.1	XP_003405667.1
OG0013233	XP_001925096.2	XP_003405318.1
OG0013234	XP_020948389.1	XP_023395467.1
OG0013235	XP_020937606.1	XP_003405322.1
OG0013236	NP_001231058.1, XP_005664276.1	XP_003405325.1
OG0013237	XP_003355720.1	XP_003405334.1
OG0013238	NP_001278343.1, XP_020946743.1	XP_003405339.1
OG0013239	XP_005664260.1	XP_010599811.1
OG0013240	XP_005664259.1	XP_023395488.1
OG0013241	NP_001177215.1	XP_003405342.1
OG0013242	XP_020948336.1	XP_003405343.1
OG0013243	XP_020948313.1	XP_023395501.1
OG0013244	XP_020948307.1	XP_023394763.1
OG0013245	XP_003126692.1	XP_003405351.1
OG0013246	XP_003129219.4	XP_023412871.1
OG0013247	XP_020957194.1	XP_010595515.1
OG0013248	XP_020957203.1	XP_023412869.1
OG0013249	XP_020957181.1	XP_003417591.1
OG0013250	XP_020957159.1	XP_023412892.1
OG0013251	XP_020957144.1	XP_010595529.1
OG0013252	XP_003357034.1	XP_003417592.1
OG0013253	XP_020956018.1, NP_001231315.1	XP_003418541.1
OG0013254	XP_020956958.1	XP_023414246.1
OG0013255	XP_020956942.1	XP_023410734.1
OG0013256	XP_020957091.1	XP_003414264.1
OG0013257	XP_003134613.1	XP_003420593.2
OG0013258	XP_003134614.1	XP_003422853.1
OG0013259	XP_003134651.4	XP_003420303.1
OG0013260	NP_001170960.1, XP_013846222.2	XP_010598097.1
OG0013261	XP_003134669.1	XP_003420317.1
OG0013262	XP_003134683.1	XP_003420270.1
OG0013263	XP_020934663.1	XP_023394954.1
OG0013264	XP_003484061.2	XP_003420320.1
OG0013265	XP_003134691.1	XP_023394957.1
OG0013266	XP_020934834.1	XP_023395731.1
OG0013267	XP_005673200.1	XP_023395733.1
OG0013268	XP_003134920.3	XP_023414370.1
OG0013269	XP_020934837.1	XP_023414385.1
OG0013270	XP_020934321.1	XP_010596577.1
OG0013271	XP_005673406.2	XP_003418657.1
OG0013272	XP_013841278.1	XP_003418656.1
OG0013273	NP_001231843.1	XP_003418655.1
OG0013274	XP_003134910.2	XP_010596569.1
OG0013275	XP_020934197.1	XP_023395326.1
OG0013276	XP_020934415.1	XP_023395289.1
OG0013277	XP_005673421.1	XP_010598415.2
OG0013278	XP_020934346.1	XP_023395316.1
OG0013279	XP_020934842.1	XP_023403846.1
OG0013280	XP_020934451.1	XP_003410063.1
OG0013281	XP_020934923.1	XP_003409856.1
OG0013282	XP_020934780.1	XP_010588392.1
OG0013283	XP_020934339.1	XP_023395581.1
OG0013284	XP_020933197.1	XP_023406699.1
OG0013285	XP_020933505.1	XP_010590719.1
OG0013286	XP_020933652.1	XP_003412552.1
OG0013287	XP_020931566.1	XP_023406875.1
OG0013288	XP_005671824.2	XP_023406871.1
OG0013289	XP_005671828.3	XP_003412455.1
OG0013290	XP_005671835.1	XP_003412581.2
OG0013291	XP_020931066.1	XP_023406705.1
OG0013292	XP_013839549.1	XP_003412591.1
OG0013293	XP_003483683.2	XP_010590775.2
OG0013294	XP_020930522.1	XP_010590777.1
OG0013295	XP_020932001.1	XP_010590781.1
OG0013296	XP_013840405.1	XP_023406915.1
OG0013297	XP_005674648.2	XP_010590865.1
OG0013298	XP_020933654.1	XP_023406939.1
OG0013299	XP_020933655.1	XP_023406709.1
OG0013300	XP_020933561.1	XP_023406941.1
OG0013301	XP_020931223.1	XP_010590822.1
OG0013302	XP_020930388.1	XP_010590835.1
OG0013303	XP_003133386.3	XP_010593946.1
OG0013304	XP_020932012.1	XP_023410726.1
OG0013305	XP_001926185.2	XP_023410725.1
OG0013306	XP_020930958.1	XP_023410763.1
OG0013307	XP_020942760.1	XP_010599657.1
OG0013308	NP_001272897.1	XP_003413729.1
OG0013309	XP_003125804.1	XP_010587945.1, XP_023403315.1
OG0013310	XP_013852555.2, NP_999403.2	XP_023409742.1
OG0013311	XP_005663476.1, XP_013852553.1	XP_003415122.1
OG0013312	XP_020943568.1	XP_023406157.1
OG0013313	NP_001230627.1	NP_001272956.1
OG0013314	XP_020943566.1	XP_003411846.2
OG0013315	XP_020943536.1	XP_023406345.1
OG0013316	XP_020943511.1	XP_023406190.1
OG0013317	XP_020943481.1	XP_023406200.1, XP_010590231.1
OG0013318	XP_003354964.4	XP_010590235.2
OG0013319	XP_020943469.1	XP_003411952.1
OG0013320	XP_005662781.1	XP_003411954.1
OG0013321	XP_005662776.1	XP_010590243.1
OG0013322	XP_013851760.1	XP_023406141.1
OG0013323	XP_020943442.1	XP_023406228.1
OG0013324	NP_999127.1	XP_003411970.1
OG0013325	NP_001302609.1	XP_010590346.1
OG0013326	XP_020943386.1	XP_003411882.2
OG0013327	XP_003481320.2	XP_003411971.1
OG0013328	XP_020943372.1	XP_023406294.1
OG0013329	XP_003125375.1	XP_003411884.1
OG0013330	XP_020943363.1	XP_003411887.1
OG0013331	XP_020943355.1	XP_003411986.2
OG0013332	XP_020943352.1	XP_003411987.1
OG0013333	NP_001231168.1	XP_003411993.1
OG0013334	XP_003481303.1	XP_023411011.1
OG0013335	XP_020941478.1, NP_998914.1	XP_010594145.1
OG0013336	XP_003481293.2	XP_003416128.1
OG0013337	XP_005662669.1	XP_023411062.1
OG0013338	NP_999571.1	XP_003416133.1
OG0013339	XP_020943994.1	XP_003416141.1
OG0013340	XP_020943250.1	XP_003416138.1
OG0013341	XP_013843372.2	XP_003416167.1
OG0013342	XP_020943242.1	XP_010594217.2
OG0013343	XP_003125243.2	XP_023411009.1
OG0013344	XP_020942752.1	XP_003422070.2
OG0013345	XP_003124892.3	XP_010599658.1
OG0013346	XP_020942679.1	XP_003417500.1
OG0013347	XP_005662456.1	XP_010598240.1
OG0013348	XP_003354782.3	XP_023395146.1
OG0013349	XP_020942941.1	XP_010598243.2
OG0013350	XP_013851445.2	XP_003420455.2
OG0013351	XP_013843329.1	XP_003420473.1
OG0013352	XP_020942955.1	XP_023395141.1
OG0013354	NP_999574.1, XP_020941544.1	XP_003420463.3
OG0013355	XP_020942986.1	XP_003413745.2
OG0013356	XP_005674603.2	XP_010591966.1
OG0013357	XP_005662496.1	XP_023408563.1
OG0013358	XP_020943008.1	XP_023408556.1
OG0013359	XP_013851496.2	XP_023408298.1
OG0013360	XP_020943041.1	XP_023408523.1
OG0013361	XP_020945668.1	XP_003409644.1
OG0013362	XP_020946377.1	XP_003409639.1
OG0013363	XP_020946379.1	XP_003409462.1
OG0013364	XP_005655478.1	XP_003409645.1
OG0013365	XP_003125887.2	XP_003409642.1
OG0013366	XP_001926938.5	XP_010587914.1
OG0013367	XP_003481521.3	XP_003422003.2
OG0013368	XP_020945609.1	XP_003422002.1
OG0013369	NP_001231923.1	XP_003409552.1
OG0013370	NP_001129437.1	XP_003409546.1
OG0013371	XP_003355246.1	XP_003409545.1
OG0013372	XP_001929699.1	XP_003409404.1
OG0013373	XP_001929689.1	XP_003409518.1
OG0013374	XP_001929692.1	XP_003409521.1
OG0013375	XP_013852610.1	XP_023403083.1
OG0013376	XP_005663507.1	XP_003409511.1
OG0013377	XP_020945518.1	XP_010587733.1
OG0013378	XP_003125809.1	XP_010587732.2
OG0013379	XP_005663498.1	XP_003409502.1
OG0013380	XP_001925162.4	XP_023403251.1
OG0013381	XP_020945686.1	XP_003409626.2
OG0013383	XP_020919152.1	XP_003407039.1
OG0013385	XP_003122466.1	XP_003419579.1
OG0013386	XP_003122649.2	XP_003419676.1
OG0013387	XP_020919237.1	XP_003406949.1
OG0013388	XP_003130280.1	XP_023400251.1
OG0013389	XP_020934602.1	XP_023400008.1
OG0013390	XP_003360265.3	XP_003406944.1
OG0013391	XP_013841296.1	XP_003406953.2
OG0013392	XP_003134954.3	XP_010585467.1
OG0013393	NP_001121937.1	XP_023400402.1
OG0013394	XP_020919177.1	XP_023410893.1, XP_003407256.1
OG0013395	XP_020958258.1	XP_003407054.1
OG0013396	XP_005667780.1	XP_023400281.1
OG0013397	XP_003130302.1	XP_003407246.1
OG0013398	XP_003130290.1	XP_023400261.1
OG0013399	XP_020958211.1	XP_003407230.1
OG0013400	XP_020958187.1	XP_003407228.1
OG0013402	XP_020938189.1	XP_023397983.1
OG0013403	XP_003124277.3	XP_003423106.1
OG0013404	XP_020938197.1	XP_023397985.1
OG0013405	XP_020938204.1	XP_023398113.1
OG0013406	XP_005652843.1	XP_010600659.1
OG0013407	XP_003122929.2	XP_003412335.2
OG0013408	XP_013849898.1	XP_023406512.1
OG0013409	XP_020938875.1	XP_003412181.1
OG0013410	XP_003353965.2	XP_023406686.1
OG0013411	XP_020938876.1	XP_010590599.1
OG0013412	XP_003122940.3	XP_003412348.1
OG0013413	XP_020938650.1	XP_003419427.1
OG0013414	XP_020938666.1	XP_003421397.1
OG0013415	XP_013849758.2	XP_023396318.1
OG0013416	XP_005660946.1	XP_023396311.1
OG0013417	XP_020938689.1	XP_003421387.1
OG0013418	XP_020937677.1	XP_003421423.1
OG0013419	XP_020940711.1	XP_010590358.1
OG0013420	XP_020938722.1	XP_010590359.1
OG0013421	XP_020938735.1	XP_023406409.1
OG0013422	NP_001001865.1, XP_005660978.1	XP_010590377.1
OG0013423	XP_020940831.1	XP_023406415.1
OG0013424	XP_020940889.1	XP_023406680.1
OG0013425	XP_020940900.1	XP_003412305.1
OG0013426	XP_003122877.1	XP_003412309.1
OG0013427	XP_003122880.2	XP_003412310.3
OG0013428	XP_020938806.1	XP_023406458.1
OG0013429	XP_020932192.1, NP_001092075.1	XP_023398118.1
OG0013430	XP_020938239.1	XP_010600741.1
OG0013431	XP_020938243.1	XP_010600743.2
OG0013432	XP_020938255.1	XP_010599968.1
OG0013433	XP_020938299.1	XP_023397586.1
OG0013434	XP_020941112.1	XP_023397582.1
OG0013435	NP_001026967.1	XP_023397609.1
OG0013436	XP_020938352.1	XP_023415280.1
OG0013437	XP_003122486.1	XP_003419441.1
OG0013438	XP_003122485.1	XP_023415300.1
OG0013439	XP_003122510.2	XP_003419447.1
OG0013440	XP_005660689.2	XP_023415510.1
OG0013441	XP_003122511.1	XP_010597304.1
OG0013442	XP_020938423.1	XP_003419449.1
OG0013443	XP_005660694.3	XP_023415312.1
OG0013444	XP_013849495.2	XP_023415314.1
OG0013445	XP_003353796.4	XP_003419601.1
OG0013446	XP_020938428.1	XP_023415323.1
OG0013447	NP_001231150.1	XP_010597317.1
OG0013448	XP_013849518.1	XP_010597326.1
OG0013449	XP_003122565.3	XP_003419628.1
OG0013450	XP_013849532.1	XP_023415344.1
OG0013451	XP_003122567.1	XP_010597328.1
OG0013452	XP_005660736.1	XP_023415512.1
OG0013453	XP_005660749.1	XP_003419632.1
OG0013454	XP_020938494.1	XP_023415515.1
OG0013455	XP_020938510.1	XP_003419475.1
OG0013456	XP_003122582.1	XP_023415354.1
OG0013457	XP_003122606.2	XP_023415517.1
OG0013458	XP_020938518.1	XP_003419640.1
OG0013459	XP_003122594.1	XP_003419649.2
OG0013460	XP_003122595.1	XP_003419650.1
OG0013461	XP_013849576.1	XP_003419652.1
OG0013462	XP_013849579.1	XP_023415520.1
OG0013463	NP_001177207.1, XP_020933199.1	XP_010597365.1
OG0013464	XP_003122640.3	XP_023415411.1
OG0013465	XP_020938563.1	XP_003419504.2
OG0013466	XP_020940076.1	XP_023415529.1, XP_023415528.1
OG0013467	XP_020935694.1, NP_001230279.1	XP_003419688.1
OG0013468	XP_005660840.2	XP_010597410.1
OG0013469	XP_003353868.2	XP_010597411.2, XP_023415446.1
OG0013471	XP_003353876.1	XP_010597413.1
OG0013472	XP_020938581.1	XP_023415451.1
OG0013473	XP_003122699.2	XP_003419416.1
OG0013474	NP_001121929.1	XP_003419420.1
OG0013475	XP_005661082.1	XP_023406509.1
OG0013477	XP_020938719.1	XP_003412135.1, XP_023406377.1
OG0013478	NP_001167528.1	XP_023397590.1
OG0013479	XP_020938954.1	XP_003419591.2
OG0013480	XP_020940820.1	XP_023405438.1
OG0013481	XP_020956337.1	XP_003410424.1
OG0013482	XP_020931457.1	XP_023411821.1
OG0013483	NP_001121959.1, XP_020930214.1	XP_023398791.1
OG0013484	XP_020957214.1	XP_003410495.1
OG0013485	XP_020957219.1	XP_010588870.1
OG0013486	NP_001182292.1	XP_023409003.1, XP_003410420.1
OG0013487	XP_020957264.1	XP_010588843.1
OG0013488	XP_020957266.1	XP_010588842.1
OG0013489	XP_020957268.1	XP_003410483.1
OG0013490	XP_005666933.3	XP_003410482.1
OG0013491	XP_020957270.1	XP_010588840.1
OG0013492	NP_001171384.1	XP_023404287.1
OG0013493	XP_003362020.1	XP_023404285.1
OG0013495	XP_005666953.1	XP_003410552.1
OG0013496	NP_001171397.1	XP_010588901.1
OG0013497	XP_020957299.1	XP_023404393.1
OG0013498	XP_003133447.4	XP_003416729.1
OG0013499	XP_020931812.1, XP_020931813.1	XP_023411827.1
OG0013500	XP_020930114.1, NP_001090909.1	XP_023411828.1
OG0013501	NP_001230621.1	XP_003405918.1
OG0013502	XP_003483643.2	XP_010584647.1
OG0013503	XP_020930910.1	XP_023398759.1
OG0013504	XP_013839399.2	XP_003405912.1
OG0013505	XP_005654217.2	XP_003405908.1
