Orthogroup	Sus_scrofa	Ursus_americanus
OG0011470	XP_020918935.1	XP_045643489.1
OG0011471	XP_003357439.2	XP_045643488.1
OG0011472	XP_020918966.1	XP_045643445.1
OG0011473	XP_020937513.1	XP_045668761.1
OG0011475	NP_001038065.1	XP_045665608.1
OG0011476	XP_020919973.1	XP_045665585.1
OG0011477	XP_020919975.1	XP_045665586.1
OG0011478	XP_005656840.2	XP_045665593.1
OG0011479	XP_003355126.1	XP_045665639.1
OG0011480	XP_020945162.1	XP_045665659.1
OG0011481	XP_020945169.1	XP_045640247.1
OG0011482	XP_003481462.2	XP_045640229.1
OG0011483	XP_003481464.2	XP_045640322.1
OG0011484	XP_001927912.1	XP_045639771.1
OG0011485	XP_005663237.1, NP_001177174.1	XP_045639945.1
OG0011486	NP_001230643.1	XP_045640438.1
OG0011487	XP_020945230.1	XP_045640584.1
OG0011488	XP_001928732.1	XP_045639911.1
OG0011489	NP_001230198.1, XP_020944232.1	XP_045640419.1
OG0011490	XP_001929212.4	XP_045640280.1
OG0011491	XP_005663276.2	XP_045640354.1
OG0011492	NP_001128436.1, XP_005656701.1	XP_045643846.1
OG0011496	XP_020935352.1, XP_020935351.1	XP_045669624.1
OG0011497	XP_005673470.1, NP_001182284.1	XP_045661005.1
OG0011498	NP_999305.1	XP_045633965.1
OG0011499	XP_003135006.3	XP_045633970.1
OG0011500	XP_013841409.1	XP_045633982.1
OG0011501	XP_020936002.1	XP_045657246.1
OG0011502	XP_013841456.1, NP_001231523.1	XP_045659997.1
OG0011503	XP_020936233.1	XP_045660963.1
OG0011504	XP_013841532.2	XP_045668829.1
OG0011505	NP_999494.1, XP_005657855.1	XP_045644743.1, XP_045644744.1
OG0011506	XP_003360359.1	XP_045660886.1
OG0011507	XP_003135143.2	XP_045660912.1
OG0011508	XP_003135131.2	XP_045635330.1, XP_045660913.1
OG0011509	XP_003135175.1	XP_045655317.1
OG0011510	XP_003484168.1	XP_045651403.1
OG0011511	XP_020935701.1	XP_045650045.1
OG0011512	XP_003360412.2	XP_045644793.1
OG0011513	XP_020936117.1	XP_045652656.1
OG0011514	XP_020935413.1	XP_045644405.1
OG0011515	XP_020935507.1	XP_045655987.1
OG0011516	XP_005673805.1	XP_045649916.1
OG0011517	XP_020936138.1	XP_045646414.1
OG0011518	XP_003135339.3	XP_045643421.1
OG0011521	XP_005673869.1	XP_045657252.1
OG0011522	NP_999506.1	XP_045646433.1
OG0011525	XP_003135389.1	XP_045643405.1
OG0011526	XP_005673910.1, NP_999297.1	XP_045670784.1
OG0011527	XP_003135424.2	XP_045649791.1
OG0011528	NP_001230600.1	XP_045649771.1
OG0011529	NP_001137199.1	XP_045651922.1
OG0011530	XP_013841883.1, NP_001230862.1	XP_045651913.1
OG0011531	XP_020935453.1	XP_045645505.1
OG0011532	XP_001925506.4	XP_045645506.1
OG0011533	XP_020935531.1	XP_045660765.1
OG0011534	XP_013839468.1	XP_045644726.1
OG0011536	XP_003135510.1	XP_045646458.1
OG0011537	XP_005674048.1	XP_045644753.1
OG0011538	XP_005674038.1, NP_001137591.1	XP_045658382.1
OG0011539	XP_003135542.3	XP_045661082.1
OG0011540	XP_020936399.1	XP_045649662.1
OG0011541	XP_003360557.2	XP_045649668.1
OG0011542	XP_020935313.1	XP_045631723.1
OG0011543	NP_001231097.1	XP_045631561.1
OG0011544	XP_001925189.7	XP_045660773.1
OG0011546	XP_003124329.2	XP_045669271.1
OG0011547	NP_999502.1, XP_020949236.1	XP_045641996.1
OG0011548	XP_003123612.1	XP_045634909.1
OG0011549	XP_003128626.1	XP_045640896.1
OG0011550	XP_013834226.1	XP_045648911.1
OG0011551	XP_005669355.1, XP_020927081.1	XP_045647610.1
OG0011553	XP_001924572.2	XP_045640523.1
OG0011554	XP_020925245.1	XP_045669296.1
OG0011556	XP_013837858.1, NP_001033094.1	XP_045641047.1
OG0011558	XP_005661294.1	XP_045667963.1
OG0011559	XP_020924282.1	XP_045647099.1
OG0011560	XP_013846191.1	XP_045648248.1
OG0011562	NP_001153559.1, XP_020953813.1	XP_045659857.1
OG0011563	XP_020936359.1	XP_045651709.1
OG0011564	XP_020932482.1	XP_045648047.1
OG0011565	NP_001230554.1	XP_045670875.1
OG0011566	XP_020931938.1	XP_045649930.1
OG0011567	XP_003125488.2	XP_045633280.1
OG0011569	XP_020931127.1	XP_045628449.1
OG0011571	XP_020934503.1	XP_045648120.1
OG0011578	XP_003353554.3, NP_001158325.1, NP_001159379.1, NP_001158318.1, NP_001002832.1, XP_020918687.1, NP_001158320.1, NP_001158323.1, NP_001159784.1, NP_001158326.1, NP_001158319.1, NP_001158331.1	XP_045636563.1
OG0011581	XP_005663068.1	XP_045662033.1
OG0011582	NP_999481.1	XP_045637399.1
OG0011583	NP_999600.2	XP_045662075.1
OG0011584	XP_020937290.1	XP_045633164.1
OG0011585	XP_003355589.2	XP_045667829.1
OG0011586	NP_001231449.1	XP_045658115.1
OG0011587	XP_005669576.1, XP_013837111.1	XP_045634663.1
OG0011588	XP_003356439.2	XP_045637816.1
OG0011589	XP_020937157.1, NP_999466.2	XP_045664468.1
OG0011590	XP_020934146.1, NP_001243707.1	XP_045648533.1
OG0011591	NP_999123.1, XP_005669621.2	XP_045663231.1
OG0011592	XP_020952599.1	XP_045655430.1
OG0011593	NP_001026965.1, XP_013844088.1	XP_045632912.1
OG0011594	NP_001007196.1, XP_020939347.1	XP_045661426.1
OG0011595	NP_001230531.1	XP_045638522.1
OG0011596	XP_001929620.1	XP_045647553.1
OG0011597	XP_003127313.2	XP_045628245.1
OG0011598	XP_003353302.1	XP_045627937.1
OG0011599	NP_001159960.1	XP_045646810.1
OG0011600	NP_001139457.1	XP_045669921.1
OG0011601	XP_020922812.1	XP_045629007.1
OG0011602	XP_020931253.1	XP_045662212.1
OG0011603	XP_020932304.1	XP_045648113.1
OG0011604	XP_003131241.1	XP_045670103.1
OG0011605	NP_001302703.1	XP_045646804.1
OG0011606	XP_003353515.2	XP_045666762.1
OG0011607	XP_003482989.3	XP_045670017.1
OG0011608	XP_005666782.1, NP_999438.1	XP_045627449.1
OG0011609	NP_001231354.1	XP_045643230.1
OG0011610	NP_001230812.1	XP_045627348.1
OG0011611	XP_020931096.1	XP_045656275.1
OG0011612	XP_003483803.1	XP_045650083.1
OG0011613	XP_003128357.1	XP_045651611.1
OG0011614	XP_003353536.1	XP_045666430.1
OG0011616	NP_999272.1	XP_045644807.1
OG0011617	XP_020926633.1	XP_045627152.1
OG0011618	XP_020927336.1	XP_045654089.1
OG0011619	NP_001193333.1, XP_005660200.1	XP_045628561.1
OG0011620	NP_001116695.1	XP_045649164.1
OG0011621	XP_001929525.3	XP_045628013.1
OG0011622	NP_001033093.1	XP_045660735.1
OG0011623	XP_020936817.1, NP_001121908.1	XP_045671230.1
OG0011624	XP_013848480.2, XP_020929430.1	XP_045668027.1
OG0011625	NP_999283.1	XP_045650992.1
OG0011626	NP_001302557.1	XP_045638355.1
OG0011628	XP_005661508.1	XP_045653210.1
OG0011629	XP_020956195.1	XP_045671875.1
OG0011630	XP_003131314.1	XP_045670181.1
OG0011631	XP_001924653.3	XP_045666157.1
OG0011632	XP_005653924.2	XP_045670042.1
OG0011633	XP_013833401.2	XP_045656635.1
OG0011634	NP_001007519.1	XP_045642197.1
OG0011635	XP_020956095.1, NP_999026.1	XP_045654595.1
OG0011636	NP_001009583.1	XP_045667219.1
OG0011637	XP_003482611.2	XP_045672199.1
OG0011638	NP_001230754.1	XP_045636459.1
OG0011639	XP_020949226.1, NP_999456.1	XP_045655874.1
OG0011640	NP_001041697.1	XP_045648536.1
OG0011641	NP_999486.1	XP_045667377.1
OG0011642	XP_005671636.2	XP_045665457.1
OG0011643	XP_003123034.2	XP_045656214.1
OG0011644	XP_003126559.1	XP_045637174.1
OG0011645	NP_001159963.1	XP_045629582.1
OG0011646	NP_001163987.1	XP_045636502.1
OG0011647	XP_001927246.3	XP_045627075.1
OG0011648	NP_001231369.1	XP_045635524.1
OG0011649	XP_020938345.1	XP_045631757.1
OG0011650	NP_999282.1	XP_045652608.1
OG0011651	XP_020942034.1	XP_045642043.1
OG0011652	NP_001116546.1	XP_045659142.1
OG0011653	XP_005668981.2	XP_045629010.1
OG0011654	XP_020942214.1	XP_045632002.1
OG0011655	NP_001153086.1, XP_005666181.1	XP_045651150.1
OG0011656	XP_003134089.1	XP_045648109.1
OG0011657	NP_001001535.1, XP_020930326.1	XP_045633544.1
OG0011658	XP_005672533.1	XP_045651011.1
OG0011659	NP_999139.1	XP_045635369.1
OG0011660	XP_020931859.1	XP_045633551.1
OG0011661	NP_001106533.1, XP_020944111.1	XP_045644966.1
OG0011662	NP_001001263.1, XP_013842981.1	XP_045650908.1
OG0011663	XP_020921180.1	XP_045653002.1
OG0011664	NP_001033087.1, XP_020937600.1	XP_045656237.1
OG0011665	NP_001011694.1, XP_005668700.1	XP_045670438.1
OG0011666	NP_001254823.1, XP_020949103.1	XP_045638193.1
OG0011667	XP_020924396.1	XP_045634827.1
OG0011668	NP_001177122.1	XP_045646540.1
OG0011669	XP_020950364.1	XP_045628061.1, XP_045628060.1
OG0011670	XP_013853397.1	XP_045671817.1
OG0011671	XP_003126030.2	XP_045635429.1
OG0011672	NP_001033050.1	XP_045651507.1
OG0011674	NP_001177164.1	XP_045651478.1
OG0011675	XP_003129415.1	XP_045649056.1
OG0011676	XP_020940137.1	XP_045652367.1
OG0011677	NP_999060.2	XP_045631331.1
OG0011678	XP_003134636.1	XP_045649581.1
OG0011679	XP_005673397.2	XP_045649508.1
OG0011680	XP_013845318.1	XP_045669975.1
OG0011681	XP_005667867.2, NP_001116614.1	XP_045667401.1
OG0011682	XP_005671005.1	XP_045671115.1
OG0011683	XP_020922458.1	XP_045670489.1
OG0011684	XP_013838559.1	XP_045666082.1
OG0011685	NP_001090929.1	XP_045640753.1
OG0011686	NP_001038018.2	XP_045663324.1
OG0011687	NP_001108608.1	XP_045666539.1
OG0011688	NP_999319.2	XP_045636012.1
OG0011689	NP_001116466.1	XP_045656069.1
OG0011690	XP_003480656.1	XP_045646851.1
OG0011692	XP_020944078.1	XP_045664750.1
OG0011693	XP_013834018.1	XP_045627361.1
OG0011694	NP_001177115.1	XP_045640184.1
OG0011695	NP_001153769.1	XP_045658411.1
OG0011696	NP_001108627.1	XP_045671332.1
OG0011697	NP_001231591.1, XP_020941314.1	XP_045665202.1
OG0011698	XP_020921449.1	XP_045666868.1
OG0011699	XP_005673338.1	XP_045648900.1
OG0011700	XP_020924640.1	XP_045663337.1
OG0011701	XP_003129961.1	XP_045653836.1
OG0011702	NP_999027.1	XP_045645488.1
OG0011703	XP_001925302.2	XP_045670789.1
OG0011704	NP_001120696.2	XP_045649186.1
OG0011705	XP_020930538.1	XP_045633469.1
OG0011706	XP_020953085.1	XP_045659318.1
OG0011707	XP_020928354.1	XP_045631946.1
OG0011708	NP_999241.1	XP_045651828.1
OG0011709	XP_020946465.1	XP_045666123.1
OG0011710	XP_013847853.2	XP_045641982.1
OG0011711	XP_005655037.1	XP_045659452.1
OG0011712	XP_013840685.1	XP_045656735.1
OG0011713	XP_003484153.1	XP_045646385.1
OG0011714	XP_020920137.1	XP_045643697.1
OG0011715	NP_001171399.1	XP_045629083.1
OG0011716	NP_999075.1	XP_045629818.1
OG0011717	XP_020947662.1	XP_045645523.1
OG0011718	XP_013847876.1	XP_045626543.1
OG0011719	XP_020950496.1	XP_045631029.1
OG0011720	XP_003130400.5	XP_045667293.1
OG0011721	XP_001924929.4	XP_045661457.1
OG0011722	XP_020947789.1	XP_045667696.1
OG0011723	XP_003481696.2	XP_045645637.1
OG0011724	NP_001190196.1	XP_045650446.1
OG0011725	NP_001191781.1	XP_045657973.1
OG0011726	NP_998975.1	XP_045646991.1, XP_045646990.1
OG0011727	NP_001177095.1	XP_045634365.1
OG0011728	NP_001155875.1	XP_045631820.1
OG0011729	XP_020932966.1, NP_999529.1	XP_045635111.1
OG0011730	NP_001138374.1	XP_045644785.1
OG0011731	NP_001230508.1	XP_045637778.1
OG0011732	XP_020925077.1	XP_045668323.1
OG0011733	XP_003135505.1	XP_045646449.1
OG0011734	NP_001231473.1	XP_045668935.1
OG0011735	NP_001231623.1, XP_005653513.1	XP_045656542.1
OG0011736	NP_001295339.1	XP_045651435.1
OG0011737	XP_020922213.1	XP_045670350.1
OG0011738	XP_003358222.2	XP_045629205.1
OG0011739	XP_020945380.1	XP_045640102.1
OG0011740	NP_001230520.1, XP_005671557.1	XP_045659235.1
OG0011741	XP_005662415.1	XP_045627787.1
OG0011742	NP_001258897.1	XP_045647684.1, XP_045654558.1
OG0011743	XP_020949567.1	XP_045662813.1
OG0011744	XP_020943329.1	XP_045665107.1
OG0011745	XP_020942985.1	XP_045644322.1
OG0011746	XP_020954029.1, NP_001038046.1	XP_045651505.1
OG0011747	XP_013840293.1	XP_045665762.1
OG0011748	XP_020930777.1	XP_045641792.1
OG0011749	XP_020938093.1, NP_999067.1	XP_045661439.1
OG0011750	XP_020950696.1	XP_045645244.1
OG0011751	NP_001007104.1	XP_045638216.1
OG0011752	NP_001004046.1	XP_045664841.1
OG0011753	NP_999153.1, XP_020941499.1	XP_045665084.1
OG0011754	XP_003123072.2	XP_045656067.1
OG0011755	XP_020950257.1	XP_045643499.1
OG0011756	XP_020957874.1, NP_001001262.1	XP_045653938.1
OG0011757	NP_001093408.1	XP_045653601.1
OG0011758	XP_020955695.1	XP_045633776.1
OG0011759	NP_999092.1	XP_045640429.1
OG0011760	XP_020943964.1	XP_045664971.1
OG0011761	XP_003358875.3	XP_045641242.1
OG0011762	XP_020945654.1	XP_045657390.1
OG0011763	XP_013847431.2	XP_045639064.1
OG0011764	XP_020947410.1	XP_045656804.1
OG0011765	XP_005657174.1	XP_045641269.1
OG0011766	XP_020952768.1	XP_045655904.1
OG0011767	NP_001129434.1	XP_045642430.1
OG0011768	XP_001928392.1	XP_045640177.1
OG0011769	XP_003481806.1	XP_045635948.1
OG0011770	NP_001038089.1	XP_045656206.1
OG0011771	XP_003483852.1	XP_045643121.1
OG0011772	XP_001927253.3	XP_045656731.1
OG0011773	XP_020947351.1	XP_045656938.1
OG0011774	XP_020922677.1	XP_045637664.1
OG0011776	XP_020940259.1	XP_045643034.1
OG0011777	XP_003124230.1	XP_045642827.1
OG0011778	XP_003129536.2	XP_045638892.1
OG0011779	XP_020917973.1	XP_045639061.1
OG0011780	XP_020945253.1	XP_045640576.1
OG0011781	XP_020958351.1, XP_003130046.1	XP_045653515.1
OG0011782	XP_013852357.1	XP_045640607.1
OG0011783	XP_020918016.1	XP_045638868.1
OG0011784	XP_001927118.2, XP_013844539.2, XP_013844542.2, XP_020938128.1	XP_045636900.1
OG0011785	XP_020936451.1	XP_045631659.1
OG0011786	NP_001231324.1	XP_045654739.1
OG0011787	XP_020955683.1	XP_045646143.1
OG0011788	XP_013835832.1	XP_045636824.1
OG0011790	XP_020953211.1	XP_045632273.1
OG0011791	XP_020919383.1	XP_045667306.1
OG0011792	XP_001928671.1	XP_045670662.1
OG0011793	XP_001925809.1	XP_045670702.1
OG0011794	XP_013840439.1	XP_045654495.1
OG0011795	XP_020950499.1	XP_045631148.1
OG0011796	XP_003127155.2	XP_045641962.1
OG0011797	XP_020952882.1	XP_045655872.1
OG0011798	XP_020943592.1	XP_045661499.1
OG0011799	NP_001129656.1	XP_045646331.1
OG0011800	XP_013841166.2	XP_045646257.1
OG0011801	XP_003480474.1	XP_045646330.1
OG0011802	XP_020954691.1	XP_045646244.1
OG0011803	XP_020954771.1	XP_045646236.1
OG0011804	XP_013848719.2	XP_045646341.1
OG0011805	XP_020954840.1	XP_045646221.1
OG0011806	XP_003121747.3	XP_045646191.1
OG0011807	XP_001925948.1	XP_045646190.1
OG0011808	XP_001926005.5	XP_045646140.1
OG0011809	XP_020929502.1	XP_045646132.1
OG0011810	XP_020949282.1	XP_045646338.1
OG0011811	NP_998998.2	XP_045661498.1
OG0011812	XP_001928964.3	XP_045670687.1
OG0011813	XP_020943200.1	XP_045670674.1
OG0011814	XP_003121227.1	XP_045670726.1
OG0011815	NP_001231754.1	XP_045670718.1
OG0011816	XP_005659230.1	XP_045670721.1
OG0011817	NP_001121961.1	XP_045666080.1
OG0011818	XP_020942934.1	XP_045666049.1
OG0011819	XP_020942798.1	XP_045666046.1
OG0011820	XP_020942782.1	XP_045666071.1
OG0011821	XP_013847960.2	XP_045661250.1
OG0011822	XP_020942647.1	XP_045661267.1
OG0011823	XP_020942557.1	XP_045661281.1
OG0011824	XP_005659192.2	XP_045661316.1
OG0011825	XP_020942262.1	XP_045661342.1
OG0011826	XP_020939185.1, NP_001121947.1	XP_045661359.1
OG0011827	NP_001153249.1	XP_045661360.1, XP_045661361.1
OG0011828	XP_020930404.1	XP_045661382.1
OG0011829	NP_999292.2	XP_045661395.1
OG0011830	XP_003121154.1	XP_045661438.1
OG0011832	NP_001231463.1	XP_045661420.1
OG0011833	XP_020941327.1	XP_045626527.1
OG0011834	XP_020944846.1	XP_045654493.1
OG0011835	XP_013848069.2	XP_045654536.1
OG0011836	XP_003480304.1	XP_045654549.1
OG0011837	XP_020944359.1	XP_045654554.1
OG0011838	XP_001928763.2	XP_045661558.1
OG0011839	NP_001231719.1	XP_045636798.1
OG0011840	XP_003357755.2	XP_045636846.1
OG0011841	XP_020920317.1	XP_045636901.1
OG0011842	XP_003357763.1	XP_045636905.1
OG0011843	XP_020920809.1	XP_045636955.1
OG0011844	XP_005654564.1, NP_001090987.1	XP_045637017.1
OG0011845	XP_020920767.1	XP_045637014.1
OG0011846	XP_003122012.5	XP_045637018.1
OG0011847	NP_001231912.1	XP_045628421.1
OG0011848	XP_020920363.1	XP_045628427.1
OG0011849	XP_003121981.4	XP_045628565.1
OG0011850	XP_003121966.1	XP_045628388.1
OG0011851	XP_001926048.1	XP_045628503.1
OG0011852	XP_001924252.1	XP_045628316.1
OG0011853	XP_003483426.1	XP_045628363.1
OG0011854	XP_020929907.1	XP_045628327.1
OG0011855	XP_005670439.2, XP_005670440.2	XP_045628348.1
OG0011856	XP_003124836.2	XP_045628444.1
OG0011857	XP_020943838.1	XP_045628325.1
OG0011858	XP_020953003.1	XP_045628573.1
OG0011859	XP_020953029.1	XP_045628685.1
OG0011860	XP_003128180.1	XP_045628968.1
OG0011861	XP_020950677.1	XP_045645235.1
OG0011862	XP_020950684.1	XP_045645229.1
OG0011863	XP_020950654.1	XP_045645260.1
OG0011864	XP_020950624.1	XP_045645280.1
OG0011866	XP_003127463.2	XP_045645326.1
OG0011867	XP_020950666.1	XP_045645418.1
OG0011869	XP_003356078.3	XP_045631044.1, XP_045631043.1
OG0011870	NP_001192208.1, XP_005653347.1	XP_045631046.1
OG0011871	XP_020950497.1	XP_045631102.1
OG0011872	XP_020950467.1	XP_045631160.1
OG0011873	XP_003127419.3	XP_045631073.1
OG0011874	XP_020950439.1	XP_045631023.1
OG0011875	XP_013854135.1	XP_045628096.1
OG0011876	XP_020950420.1	XP_045628047.1
OG0011877	XP_003127384.4	XP_045628040.1
OG0011878	XP_020950417.1	XP_045628144.1
OG0011879	XP_003127385.1	XP_045628143.1
OG0011880	XP_020950405.1	XP_045628237.1
OG0011881	XP_020950385.1	XP_045628190.1
OG0011882	XP_020950365.1	XP_045628123.1
OG0011883	NP_001004038.1	XP_045628110.1
OG0011884	NP_001230626.1	XP_045628257.1
OG0011885	XP_013854008.1	XP_045628158.1
OG0011886	XP_020950305.1	XP_045628200.1
OG0011887	XP_020950282.1	XP_045628214.1
OG0011888	NP_001231381.1	XP_045628199.1
OG0011889	NP_001001260.1	XP_045632263.1
OG0011890	XP_020950240.1	XP_045632246.1
OG0011891	XP_020950252.1	XP_045632245.1
OG0011892	XP_020950241.1	XP_045632248.1
OG0011893	NP_001123432.1	XP_045665012.1
OG0011894	XP_013847422.2	XP_045665534.1
OG0011895	XP_020950199.1	XP_045666620.1
OG0011896	XP_020950193.1	XP_045667237.1
OG0011897	XP_020950182.1, XP_020945641.1	XP_045667339.1
OG0011898	XP_003127271.4	XP_045668559.1
OG0011899	XP_005653342.2	XP_045669208.1
OG0011900	NP_001302645.1	XP_045669409.1
OG0011901	XP_005656005.2	XP_045642385.1
OG0011902	XP_020950139.1	XP_045628976.1
OG0011903	XP_005655931.1	XP_045635194.1
OG0011904	XP_020948961.1, NP_001231590.1	XP_045637206.1
OG0011905	XP_020950076.1	XP_045638668.1
OG0011906	XP_013844045.1	XP_045640580.1
OG0011907	XP_013844026.1	XP_045641112.1
OG0011908	XP_003355961.2	XP_045641176.1
OG0011909	XP_013844019.2	XP_045642477.1
OG0011910	XP_020950011.1	XP_045641671.1
OG0011911	XP_020950004.1	XP_045663901.1
OG0011912	XP_020950002.1	XP_045641808.1
OG0011913	NP_001001534.1	XP_045641818.1
OG0011914	XP_005664646.1	XP_045641877.1
OG0011915	XP_013853917.1	XP_045661230.1
OG0011916	NP_999483.1	XP_045661134.1
OG0011917	XP_005664584.1	XP_045655950.1
OG0011918	XP_003127128.3	XP_045655930.1
OG0011919	XP_013853783.1, NP_999307.1	XP_045655860.1
OG0011920	XP_020952889.1	XP_045655914.1
OG0011921	XP_020952783.1	XP_045655892.1
OG0011922	XP_013853780.1, NP_001230306.1	XP_045655898.1
OG0011923	NP_001116683.1	XP_045655858.1
OG0011924	XP_020952858.1	XP_045652636.1
OG0011925	XP_020949932.1	XP_045652113.1
OG0011926	XP_020949931.1	XP_045652112.1
OG0011927	XP_003127050.1	XP_045628728.1
OG0011928	XP_020954825.1	XP_045646342.1
OG0011929	XP_003354397.2	XP_045651020.1
OG0011930	NP_001243705.1	XP_045662672.1
OG0011931	XP_003127810.2	XP_045638264.1
OG0011932	NP_999011.1	XP_045632779.1
OG0011933	XP_005668199.2	XP_045631319.1
OG0011934	XP_020920564.1	XP_045631330.1
OG0011935	XP_013835715.1	XP_045643067.1
OG0011936	NP_001182710.1, XP_013835710.1	XP_045643120.1
OG0011937	XP_005668217.2	XP_045643214.1
OG0011938	XP_020920579.1	XP_045643237.1
OG0011939	XP_003130835.1	XP_045643379.1
OG0011940	XP_020920452.1	XP_045642375.1
OG0011941	NP_001304011.1	XP_045668778.1
OG0011942	XP_020920469.1, XP_020920474.1	XP_045643448.1
OG0011943	NP_001242898.1	XP_045643500.1
OG0011944	XP_020920472.1	XP_045643547.1
OG0011945	XP_020920486.1	XP_045643753.1
OG0011946	XP_003130783.1	XP_045643802.1
OG0011947	NP_001230322.1, XP_013835688.2	XP_045644060.1
OG0011948	XP_003130787.1	XP_045644081.1
OG0011949	XP_005668252.1	XP_045649894.1
OG0011950	XP_005668259.3	XP_045649876.1
OG0011951	XP_020920659.1	XP_045668861.1
OG0011952	XP_020920696.1	XP_045668922.1
OG0011953	XP_003130873.4	XP_045668841.1
OG0011954	XP_003357838.1	XP_045668877.1
OG0011955	XP_013835825.1	XP_045668920.1
OG0011956	XP_003124029.1	XP_045650511.1
OG0011957	XP_020940538.1	XP_045650489.1
OG0011958	XP_003480979.1	XP_045650465.1
OG0011959	XP_020933504.1, NP_001245364.1	XP_045650380.1
OG0011960	XP_003124089.2	XP_045650363.1
OG0011961	XP_003124109.4	XP_045651028.1
OG0011962	XP_003124118.3	XP_045650318.1
OG0011963	XP_003354387.3	XP_045650314.1
OG0011964	XP_013840229.1	XP_045650287.1
OG0011965	XP_013840231.1	XP_045650290.1
OG0011966	XP_003134035.5	XP_045650264.1
OG0011967	XP_013840263.1	XP_045650972.1
OG0011968	XP_020932447.1	XP_045650196.1
OG0011969	XP_003134061.2	XP_045650217.1
OG0011970	XP_005672542.1, NP_001231675.1	XP_045650207.1
OG0011971	NP_001159786.1, XP_020932195.1	XP_045665766.1
OG0011972	XP_005672588.2	XP_045665741.1
OG0011973	NP_001093395.1	XP_045665740.1
OG0011974	XP_020940100.1	XP_045665709.1
OG0011975	NP_999086.2	XP_045665707.1
OG0011976	XP_003355849.1	XP_045662817.1
OG0011977	XP_003355850.1	XP_045662814.1
OG0011978	XP_020949560.1	XP_045662798.1
OG0011979	XP_020949553.1	XP_045662789.1
OG0011980	XP_020952753.1	XP_045662777.1
OG0011981	NP_001106162.1	XP_045662761.1
OG0011982	XP_020949826.1	XP_045662750.1
OG0011983	XP_020949836.1	XP_045662731.1
OG0011984	XP_020949882.1	XP_045662690.1
OG0011985	XP_020949898.1	XP_045670648.1
OG0011986	XP_003127809.1	XP_045638166.1
OG0011987	XP_020953261.1	XP_045638343.1
OG0011988	XP_020951433.1	XP_045638214.1
OG0011989	XP_003127796.3	XP_045638466.1
OG0011990	XP_020951393.1	XP_045638414.1
OG0011991	XP_003356310.1	XP_045638467.1
OG0011992	XP_005665209.1	XP_045638228.1
OG0011993	XP_003356287.1	XP_045638288.1
OG0011994	XP_003127767.4	XP_045638362.1
OG0011995	XP_003127768.1	XP_045638536.1
OG0011996	NP_001038029.1	XP_045638346.1
OG0011997	XP_020951289.1	XP_045638644.1
OG0011998	XP_020951286.1	XP_045638360.1
OG0011999	NP_001231209.1, XP_020949033.1	XP_045638591.1
OG0012000	XP_003356260.2	XP_045638656.1
OG0012001	XP_020951259.1	XP_045638332.1
OG0012002	XP_020951254.1	XP_045638441.1
OG0012003	XP_020951252.1	XP_045638488.1
OG0012004	XP_020951199.1	XP_045638464.1
OG0012005	XP_020953259.1	XP_045638594.1
OG0012006	XP_020951137.1	XP_045638010.1
OG0012007	NP_001231314.1	XP_045638244.1
OG0012008	XP_020951133.1	XP_045638345.1
OG0012009	XP_003127694.1	XP_045660219.1
OG0012010	XP_003127695.3	XP_045660207.1
OG0012011	XP_005665106.2	XP_045660223.1
OG0012012	XP_020951078.1	XP_045660238.1
OG0012013	XP_020951052.1	XP_045630657.1
OG0012014	XP_020951053.1	XP_045630660.1
OG0012015	XP_020951044.1	XP_045630634.1
OG0012016	XP_020951047.1	XP_045630664.1
OG0012017	XP_020953221.1	XP_045630681.1
OG0012018	XP_003127645.2	XP_045633885.1
OG0012019	XP_003482013.2	XP_045633910.1
OG0012020	XP_005665048.1	XP_045632825.1
OG0012021	XP_003127612.1	XP_045632827.1
OG0012022	XP_003127609.1	XP_045632841.1
OG0012023	XP_003127611.1	XP_045632828.1
OG0012024	XP_003127605.2	XP_045632798.1
OG0012025	XP_020940133.1	XP_045652403.1
OG0012026	XP_020956608.1	XP_045626825.1
OG0012027	NP_001156359.1	XP_045627346.1
OG0012028	XP_003354287.3	XP_045633239.1
OG0012029	XP_013850479.1	XP_045633227.1
OG0012030	XP_003123871.4	XP_045664211.1
OG0012031	XP_005655049.1	XP_045664290.1
OG0012032	XP_020940189.1	XP_045652214.1
OG0012033	XP_020941036.1	XP_045652225.1
OG0012034	XP_013850437.2	XP_045652236.1
OG0012035	NP_001038005.1, XP_020937758.1	XP_045652266.1
OG0012036	XP_020940171.1	XP_045652296.1
OG0012037	XP_020940154.1	XP_045652328.1
OG0012038	XP_003123798.1	XP_045652336.1
OG0012039	XP_013850400.1	XP_045652343.1
OG0012040	XP_013850394.1	XP_045652347.1
OG0012041	XP_003123800.1	XP_045652353.1
OG0012042	XP_020940141.1	XP_045652359.1
OG0012043	NP_999410.1	XP_045652370.1
OG0012044	XP_003123763.1	XP_045652385.1
OG0012045	NP_001231301.1	XP_045652389.1
OG0012046	XP_003123759.1	XP_045652394.1
OG0012047	XP_020940111.1	XP_045665778.1
OG0012048	XP_020931265.1	XP_045651269.1
OG0012049	XP_020931455.1	XP_045651285.1
OG0012050	XP_003121713.1	XP_045651308.1
OG0012051	XP_020940636.1	XP_045651327.1
OG0012052	XP_020954233.1	XP_045651341.1
OG0012053	XP_013848684.2	XP_045651347.1
OG0012054	XP_020954007.1	XP_045651364.1
OG0012055	XP_013833723.1	XP_045669032.1
