Orthogroup	Ursus_americanus	Mesocricetus_auratus
OG0015313	XP_045669652.1	XP_005085471.1
OG0015314	XP_045626919.1	XP_005085488.1
OG0015315	XP_045627224.1	XP_040592837.1
OG0015316	XP_045627076.1	XP_005085556.1
OG0015318	XP_045627042.1	XP_005085554.1
OG0015319	XP_045627160.1	XP_005085548.1
OG0015320	XP_045626925.1	XP_005085543.1
OG0015321	XP_045627023.1	XP_040592812.1
OG0015322	XP_045627031.1	XP_005087733.1
OG0015323	XP_045627179.1	XP_005087595.4
OG0015324	XP_045626992.1	XP_040591558.1
OG0015325	XP_045646910.1	XP_040591652.1
OG0015326	XP_045646911.1	XP_040591649.1
OG0015327	XP_045646975.1	XP_005082172.1
OG0015328	XP_045669841.1	XP_021082641.1, XP_021082640.1
OG0015329	XP_045645915.1	XP_005079785.1
OG0015330	XP_045645911.1	XP_005079811.2
OG0015331	XP_045645678.1	XP_005079891.2
OG0015332	XP_045635859.1	XP_012966476.1
OG0015333	XP_045627693.1	XP_005075412.1
OG0015334	XP_045644371.1	XP_021083387.2
OG0015335	XP_045645877.1	NP_001268588.1
OG0015336	XP_045645815.1	XP_021088437.1
OG0015337	XP_045645814.1	XP_005079784.1
OG0015338	XP_045645714.1	XP_040610686.1
OG0015339	XP_045645705.1	XP_005079818.1
OG0015340	XP_045645677.1	XP_005079892.1
OG0015341	XP_045645641.1	XP_040610721.1
OG0015342	XP_045645607.1	XP_005081578.2
OG0015343	XP_045645584.1	XP_005081554.1
OG0015344	XP_045645902.1	XP_005139377.2
OG0015345	XP_045645542.1	XP_005081537.1
OG0015346	XP_045645529.1	XP_005081581.2
OG0015347	XP_045645526.1	XP_005081527.1
OG0015348	XP_045667100.1	XP_040597107.1, XP_040610797.1
OG0015349	XP_045671443.1	XP_012966584.1
OG0015350	XP_045671417.1	XP_012966615.1
OG0015351	XP_045671455.1	XP_040609934.1
OG0015352	XP_045671471.1	XP_040609956.1
OG0015353	XP_045635438.1	XP_040609988.1
OG0015354	XP_045635453.1	XP_040608644.1
OG0015355	XP_045635599.1	XP_040608694.1
OG0015356	XP_045635903.1	XP_005067035.1
OG0015357	XP_045635745.1	XP_040610108.1
OG0015358	XP_045635914.1	XP_012966486.1
OG0015359	XP_045635886.1	XP_040610135.1
OG0015360	XP_045635663.1	XP_005077807.2
OG0015361	XP_045636074.1	XP_012974333.1
OG0015362	XP_045635713.1	XP_005083855.1
OG0015363	XP_045635885.1	XP_021090758.1
OG0015364	XP_045627777.1	XP_040585348.1
OG0015365	XP_045661109.1	XP_021079190.1, XP_021079192.1, XP_021079191.1
OG0015366	XP_045627831.1	XP_040585517.1
OG0015367	XP_045627773.1	XP_005077353.1
OG0015368	XP_045627789.1	XP_005077316.1
OG0015369	XP_045627545.1	XP_040595065.1
OG0015370	XP_045643900.1	XP_040594871.1
OG0015371	XP_045643935.1	XP_040589155.1
OG0015372	XP_045643940.1	XP_005070397.1
OG0015373	XP_045643954.1	XP_005070405.1
OG0015374	XP_045643974.1	XP_012969068.1
OG0015375	XP_045644102.1	XP_005071174.2
OG0015376	XP_045644131.1	XP_005071164.1
OG0015377	XP_045671474.1	XP_005067157.2
OG0015378	XP_045635433.1	XP_040610074.1
OG0015379	XP_045635507.1	XP_005067029.1
OG0015380	XP_045650783.1	XP_005069156.1
OG0015381	XP_045651035.1	XP_012974747.1
OG0015382	XP_045650552.1	XP_005065257.1
OG0015383	XP_045636571.1	XP_005082242.1
OG0015384	XP_045636635.1	XP_005078885.1
OG0015385	XP_045650984.1	XP_005078520.1
OG0015386	XP_045634996.1	XP_005071942.1
OG0015387	XP_045650948.1	XP_005071915.1
OG0015388	XP_045650944.1	XP_012970259.1
OG0015389	XP_045650941.1	XP_005071911.1
OG0015390	XP_045650895.1	XP_012970220.1
OG0015391	XP_045650881.1	XP_040604509.1
OG0015392	XP_045650869.1	XP_005078431.1
OG0015393	XP_045650849.1	XP_005069198.1
OG0015394	XP_045650805.1	XP_040597751.1
OG0015395	XP_045650757.1	XP_005069146.1
OG0015396	XP_045650750.1	XP_005069142.1
OG0015397	XP_045650676.1	XP_012967244.1
OG0015398	XP_045650669.1	XP_005067969.1
OG0015399	XP_045650662.1	XP_040604543.1
OG0015400	XP_045650651.1	XP_012967089.1
OG0015401	XP_045650622.1	XP_005078433.1
OG0015402	XP_045650612.1	XP_005078517.1
OG0015403	XP_045650582.1	XP_021087671.2
OG0015404	XP_045651031.1	XP_005065261.1
OG0015405	XP_045650554.1	XP_040614011.1
OG0015406	XP_045650544.1	XP_012980488.1
OG0015407	XP_045650543.1	XP_005065345.1
OG0015408	XP_045650535.1	XP_005065339.1
OG0015409	XP_045636658.1	XP_040601633.1
OG0015410	XP_045636619.1	XP_005082220.1
OG0015411	XP_045636572.1	XP_040613141.1
OG0015412	XP_045636323.1	XP_005074331.1
OG0015413	XP_045636421.1	XP_005074348.1
OG0015414	XP_045636777.1	XP_040613095.1
OG0015415	XP_045636711.1	XP_040613088.1
OG0015417	XP_045636624.1	XP_005078912.1
OG0015418	XP_045636598.1	XP_040595615.1
OG0015419	XP_045636548.1	XP_005078871.1
OG0015420	XP_045636205.1	XP_012975148.1
OG0015421	XP_045636582.1	XP_005078854.1
OG0015422	XP_045636508.1	XP_005078845.1
OG0015423	XP_045636547.1	XP_021087950.1
OG0015424	XP_045636627.1	XP_012975041.1
OG0015425	XP_045636628.1	XP_021087949.1
OG0015426	XP_045636169.1	XP_005078830.1
OG0015427	XP_045636249.1	XP_012975159.1
OG0015428	XP_045636448.1	XP_005078804.1
OG0015429	XP_045636595.1	XP_005078801.2
OG0015430	XP_045636469.1	XP_040594754.1
OG0015431	XP_045636479.1	XP_021087911.1
OG0015432	XP_045636244.1	XP_040594651.1
OG0015433	XP_045636156.1	XP_040594552.1
OG0015434	XP_045636457.1	XP_005078785.3
OG0015435	XP_045636355.1	XP_021086572.1
OG0015436	XP_045636176.1	XP_040594042.1
OG0015437	XP_045670755.1	XP_005085098.1
OG0015438	XP_045670800.1	XP_040593815.1
OG0015439	XP_045670780.1	XP_021091597.2
OG0015440	XP_045647089.1	XP_005075174.1
OG0015441	XP_045647044.1	XP_005075168.1
OG0015442	XP_045647029.1	XP_005075160.1
OG0015443	XP_045647017.1	XP_021089717.1, XP_005082132.1, XP_012977513.1
OG0015444	XP_045661016.1	XP_021084243.1
OG0015445	XP_045661105.1	XP_005072351.1
OG0015446	XP_045656509.1	XP_040588418.1
OG0015447	XP_045656527.1	XP_005087653.1
OG0015448	XP_045656492.1	XP_005087666.1
OG0015449	XP_045656308.1	XP_021079496.1
OG0015450	XP_045656310.1	XP_040588343.1
OG0015451	XP_045651646.1	XP_005086926.1
OG0015452	XP_045651618.1	XP_012981292.1
OG0015453	XP_045651584.1	XP_005086890.1
OG0015454	XP_045651570.1	XP_040587971.1
OG0015455	XP_045651533.1	XP_005086908.1
OG0015456	XP_045651526.1	XP_040588399.1
OG0015457	XP_045651528.1	XP_040588402.1
OG0015458	XP_045651455.1	XP_005084919.2
OG0015459	XP_045651450.1	XP_040587960.1
OG0015460	XP_045627986.1	XP_012979804.1
OG0015461	XP_045642284.1	XP_005084974.1
OG0015462	XP_045642279.1	XP_012982107.1
OG0015463	XP_045642275.1	XP_040588370.1
OG0015464	XP_045632972.1	XP_040585080.1
OG0015465	XP_045656607.1	XP_040585601.1
OG0015466	XP_045656667.1	XP_005072427.1
OG0015467	XP_045656707.1	XP_005072422.1
OG0015468	XP_045657281.1	XP_005072395.1
OG0015469	XP_045657210.1	XP_005072394.1
OG0015470	XP_045657437.1	XP_005072376.1
OG0015471	XP_045661182.1	XP_012970468.1
OG0015472	XP_045658703.1	XP_005073778.1
OG0015473	XP_045659042.1	XP_040585408.1
OG0015474	XP_045659794.1	XP_040596294.1
OG0015475	XP_045661363.1	XP_005073746.1
OG0015476	XP_045660121.1	XP_040596010.1
OG0015477	XP_045660422.1	XP_040595563.1
OG0015478	XP_045660494.1	XP_005073719.1
OG0015479	XP_045654359.1	XP_040595372.1
OG0015480	XP_045627921.1	XP_005080903.1
OG0015481	XP_045663025.1	XP_005080897.1
OG0015482	XP_045663015.1	XP_005080900.3
OG0015483	XP_045662992.1	XP_040596608.1
OG0015484	XP_045663047.1	XP_005066291.1
OG0015485	XP_045654432.1	XP_005073303.1
OG0015486	XP_045626581.1	XP_040584232.1
OG0015487	XP_045626539.1	XP_005083083.1
OG0015488	XP_045642303.1, XP_045649854.1, XP_045660873.1	XP_040596187.1
OG0015489	XP_045662918.1	XP_005073266.1
OG0015490	XP_045633389.1	XP_040592179.1
OG0015491	XP_045671903.1	XP_040603113.1
OG0015492	XP_045659902.1	XP_005085510.1
OG0015493	XP_045659901.1	XP_005085523.1
OG0015494	XP_045633335.1, XP_045633336.1	XP_005086045.1
OG0015495	XP_045671834.1	XP_040603084.1
OG0015496	XP_045671951.1	XP_005074410.1
OG0015497	XP_045648870.1	XP_005068231.1
OG0015498	XP_045662057.1	XP_021084400.1
OG0015499	XP_045661814.1	XP_040586524.1
OG0015500	XP_045661777.1	XP_040586316.1
OG0015501	XP_045661756.1	XP_005072681.1
OG0015502	XP_045661712.1	XP_005072667.1
OG0015503	XP_045661711.1	XP_040586324.1
OG0015504	XP_045661704.1	XP_040586373.1
OG0015505	XP_045661684.1	XP_005082784.1
OG0015506	XP_045661674.1	XP_005082789.1
OG0015507	XP_045661640.1	XP_005082796.1
OG0015508	XP_045668145.1	XP_040586327.1
OG0015510	XP_045633190.1	XP_005086029.2
OG0015511	XP_045633220.1	XP_021078663.1
OG0015512	XP_045633331.1	XP_040592365.1
OG0015513	XP_045633360.1	XP_021078667.2
OG0015514	XP_045633362.1, XP_045633361.1, XP_045633363.1, XP_045633364.1	XP_021078651.1
OG0015515	XP_045660383.1	XP_005069364.1
OG0015516	XP_045627340.1	XP_005068895.1
OG0015517	XP_045671937.1	XP_005074413.1
OG0015518	XP_045671862.1	XP_040603101.1
OG0015519	XP_045671938.1	XP_005080841.1
OG0015520	XP_045671965.1	XP_040603145.1
OG0015521	XP_045671809.1	XP_040603176.1
OG0015522	XP_045671934.1	XP_012976479.2
OG0015523	XP_045671933.1	XP_005080812.1
OG0015524	XP_045627451.1	XP_040603217.1
OG0015525	XP_045649384.1	XP_040602531.1
OG0015526	XP_045645171.1	XP_005068227.2
OG0015527	XP_045645120.1	XP_040603291.1
OG0015528	XP_045645499.1	XP_005068145.1
OG0015529	XP_045649444.1	XP_021081710.1
OG0015530	XP_045633409.1	XP_040592297.1
OG0015531	XP_045668195.1	XP_021087830.1
OG0015532	XP_045648652.1	XP_040584564.1
OG0015533	XP_045649043.1	XP_005076321.1
OG0015534	XP_045649603.1	XP_005085926.1
OG0015535	XP_045649602.1	XP_005076850.1
OG0015536	XP_045633459.1	XP_005067779.2
OG0015537	XP_045648597.1	XP_040584653.1
OG0015538	XP_045648606.1	XP_040584596.1
OG0015539	XP_045648616.1	XP_040584404.1
OG0015540	XP_045648654.1	XP_012974549.1
OG0015541	XP_045648686.1	XP_005078120.1
OG0015542	XP_045649653.1	XP_005078118.3
OG0015543	XP_045648690.1	XP_040584612.1
OG0015544	XP_045648137.1	XP_005084027.2
OG0015545	XP_045649251.1	XP_005084037.2
OG0015546	XP_045649237.1	XP_040584422.1
OG0015547	XP_045649230.1	XP_005083650.1
OG0015548	XP_045649192.1	XP_040584463.1
OG0015549	XP_045649171.1	XP_012978123.1
OG0015550	XP_045649160.1	XP_005082972.1
OG0015551	XP_045649619.1	XP_005082984.1
OG0015552	XP_045649152.1	XP_005082996.1
OG0015553	XP_045649106.1	XP_040584413.1
OG0015554	XP_045649071.1	XP_040599153.1
OG0015555	XP_045648128.1	XP_012973270.1
OG0015556	XP_045649613.1	XP_005076274.2
OG0015557	XP_045649054.1	XP_040599172.1
OG0015558	XP_045649053.1	NP_001268587.1
OG0015559	XP_045649040.1	XP_012979406.1
OG0015560	XP_045649609.1	XP_040599321.1
OG0015561	XP_045649010.1	XP_040598249.1
OG0015562	XP_045649001.1	XP_040592968.1
OG0015563	XP_045648952.1	XP_040593749.1
OG0015564	XP_045648934.1	XP_005088742.3
OG0015565	XP_045648939.1	XP_021078531.1
OG0015567	XP_045648925.1	XP_005085928.1
OG0015568	XP_045649604.1	XP_005085927.3
OG0015569	XP_045648913.1	XP_005076870.1
OG0015570	XP_045648907.1	XP_040593746.1
OG0015571	XP_045648875.1	XP_040593542.1
OG0015572	XP_045648769.1	XP_040584497.1
OG0015573	XP_045648737.1	XP_040584572.1
OG0015574	XP_045649594.1	XP_040584538.1
OG0015575	XP_045648712.1	XP_005078113.1
OG0015576	XP_045655406.1	XP_021090810.2
OG0015577	XP_045627893.1	XP_005083883.1
OG0015578	XP_045638468.1	XP_005079510.1
OG0015579	XP_045655413.1	XP_005072152.1
OG0015580	XP_045655419.1	XP_005072101.1
OG0015582	XP_045645089.1	XP_005087541.1
OG0015583	XP_045635995.1	XP_005068090.1
OG0015584	XP_045654566.1	XP_005076213.1
OG0015585	XP_045640863.1	XP_005087535.3
OG0015586	XP_045655766.1	XP_040612722.1
OG0015587	XP_045655768.1	XP_005083912.1
OG0015588	XP_045655777.1	XP_005083905.1
OG0015589	XP_045655431.1	XP_005083899.1
OG0015590	XP_045627871.1	XP_040612647.1
OG0015591	XP_045638044.1	XP_005084418.1
OG0015592	XP_045638299.1	XP_005084425.4
OG0015593	XP_045638271.1	XP_005079508.1
OG0015594	XP_045638526.1	XP_040612545.1
OG0015595	XP_045628658.1	XP_040591284.1
OG0015596	XP_045655476.1	XP_005072195.1
OG0015597	XP_045655496.1	XP_040612931.1, XP_012971416.3
OG0015598	XP_045655511.1	XP_005072186.1
OG0015599	XP_045655595.1	XP_040612868.1
OG0015600	XP_045655606.1	XP_012970283.1
OG0015601	XP_045655418.1	XP_040612825.1
OG0015602	XP_045655653.1	XP_005072107.1
OG0015603	XP_045655675.1	XP_021084009.1
OG0015604	XP_045655708.1	XP_040612773.1
OG0015605	XP_045655726.1	XP_005083934.1
OG0015606	XP_045655730.1	XP_005083936.1
OG0015607	XP_045640847.1	XP_005087539.1
OG0015608	XP_045640854.1	XP_005087530.1
OG0015609	XP_045640878.1	XP_040591712.1
OG0015610	XP_045640799.1	XP_021079215.1
OG0015611	XP_045667099.1	XP_005068122.1
OG0015612	XP_045635792.1	XP_005068105.1
OG0015613	XP_045635774.1	XP_005068103.1
OG0015614	XP_045635508.1	XP_005088137.1
OG0015615	XP_045635527.1	XP_005068057.1
OG0015616	XP_045635997.1	XP_040611034.1
OG0015617	XP_045654852.1	XP_005077786.2
OG0015618	XP_045654795.1	XP_040608504.1
OG0015619	XP_045654776.1	XP_012976015.1
OG0015620	XP_045654736.1	XP_012973224.1
OG0015621	XP_045654735.1	XP_005076224.1
OG0015622	XP_045654565.1	XP_005076212.1
OG0015623	XP_045654664.1	XP_012973238.1
OG0015624	XP_045654650.1	XP_005075240.1
OG0015625	XP_045654559.1	XP_040598172.1
OG0015626	XP_045635520.1	XP_040611073.1
OG0015627	XP_045654717.1	XP_040608540.1
OG0015628	XP_045672077.1	XP_005075335.1
OG0015629	XP_045634988.1	XP_021081521.1, XP_040603922.1
OG0015630	XP_045649629.1	XP_005084267.2
OG0015631	XP_045635124.1	XP_005066646.2
OG0015632	XP_045635056.1	XP_005066609.1
OG0015633	XP_045666817.1	XP_012966194.1
OG0015634	XP_045649645.1	XP_040584573.1
OG0015635	XP_045648434.1	XP_005085814.1
OG0015636	XP_045648553.1	XP_005082448.1
OG0015637	XP_045649509.1	XP_040602651.1
OG0015638	XP_045649491.1	XP_040602667.1
OG0015639	XP_045649484.1	XP_040602687.1
OG0015640	XP_045648338.1	XP_021079308.1
OG0015641	XP_045648294.1, XP_045648308.1	XP_012981520.2
OG0015643	XP_045648200.1	XP_005084263.1
OG0015644	XP_045649556.1	XP_005084258.1
OG0015645	XP_045635122.1	XP_005066636.1
OG0015646	XP_045635077.1	XP_012966244.1
OG0015647	XP_045635135.1	XP_012966160.1
OG0015648	XP_045635242.1	XP_040587888.1
OG0015649	XP_045635334.1	XP_012966310.2
OG0015650	XP_045635202.1	XP_040587692.1
OG0015651	XP_045635311.1	XP_005066637.1
OG0015652	XP_045635233.1	XP_005066656.1
OG0015653	XP_045666830.1	XP_040587750.1
OG0015654	XP_045641730.1	XP_005066716.1
OG0015655	XP_045641745.1	XP_005066724.2
OG0015656	XP_045669404.1	XP_005066746.1
OG0015657	XP_045669398.1	XP_040587724.1
OG0015658	XP_045667147.1	XP_021090071.2
OG0015659	XP_045649637.1	XP_005083124.1
OG0015660	XP_045649646.1	XP_040584471.1
OG0015661	XP_045631953.1	XP_012979828.1
OG0015662	XP_045664939.1	XP_005068640.1
OG0015663	XP_045646632.1	XP_005080384.1
OG0015664	XP_045644869.1	XP_040586913.1
OG0015665	XP_045663076.1	XP_021088080.1
OG0015666	XP_045669421.1	XP_005079121.1
OG0015667	XP_045665253.1	XP_005079157.3
OG0015668	XP_045665217.1	XP_005079169.1
OG0015669	XP_045665211.1	XP_040586838.1
OG0015670	XP_045665173.1	XP_005073589.1
OG0015671	XP_045665156.1	XP_005073693.2
OG0015672	XP_045665162.1	XP_040586811.1
OG0015673	XP_045665152.1	XP_012971444.2
OG0015674	XP_045665149.1	XP_005073611.2
OG0015675	XP_045665150.1	XP_005073605.1
OG0015676	XP_045665109.1	XP_040586724.1
OG0015677	XP_045665063.1	XP_040586883.1
OG0015678	XP_045665050.1	XP_005073650.1
OG0015679	XP_045665047.1	XP_040586698.1
OG0015680	XP_045664998.1	XP_040586686.1
OG0015681	XP_045664984.1	XP_005073682.1
OG0015682	XP_045664947.1	XP_005068636.1
OG0015683	XP_045664941.1	XP_005068637.1
OG0015684	XP_045664902.1	XP_040602200.1
OG0015685	XP_045664883.1	XP_040602208.1
OG0015686	XP_045664814.1	XP_040593830.1
OG0015687	XP_045664783.1	XP_040594203.1
OG0015688	XP_045664770.1	XP_012974700.1
OG0015689	XP_045664782.1	XP_005078334.1
OG0015690	XP_045644314.1	XP_005078360.1
OG0015691	XP_045644276.1	XP_005078363.1
OG0015692	XP_045644291.1	XP_012974716.1
OG0015693	XP_045644313.1	XP_005078362.1
OG0015694	XP_045644223.1	XP_005071127.1
OG0015695	XP_045644222.1	XP_005071130.1
OG0015696	XP_045657405.1	XP_005076598.1
OG0015697	XP_045657395.1	XP_005076589.1
OG0015698	XP_045657393.1	XP_040608072.1
OG0015699	XP_045657375.1	XP_040608080.1
OG0015700	XP_045657335.1	XP_005084280.1
OG0015701	XP_045669536.1	XP_040608105.1
OG0015702	XP_045632190.1	XP_040607402.1
OG0015703	XP_045632185.1	XP_040608126.1
OG0015704	XP_045632199.1	XP_012979216.1
OG0015705	XP_045632215.1	XP_005084296.1
OG0015706	XP_045633112.1	XP_005084305.1
OG0015707	XP_045646503.1	XP_005084357.1
OG0015708	XP_045646482.1	XP_012981901.1
OG0015709	XP_045657452.1	XP_005076623.1
OG0015710	XP_045657456.1	XP_005076629.1
OG0015711	XP_045669418.1	XP_040586846.1
OG0015712	XP_045646604.1	XP_005080314.1
OG0015713	XP_045626701.1	XP_012967469.1, XP_012967478.1
OG0015714	XP_045631870.1	XP_012968339.1
OG0015715	XP_045644491.1	XP_012979751.1
OG0015716	XP_045649471.1	XP_005071853.2
OG0015717	XP_045649457.1	XP_040611563.1
OG0015718	XP_045649369.1	NP_001274544.1
OG0015719	XP_045642050.1	XP_040587538.1
OG0015720	XP_045626797.1	XP_040607892.1
OG0015721	XP_045626764.1	XP_040607677.1
OG0015722	XP_045626644.1	XP_012971171.2
OG0015723	XP_045626808.1	XP_005064269.1
OG0015724	XP_045626585.1	XP_040607427.1
OG0015725	XP_045626649.1	XP_040607426.1
OG0015726	XP_045664486.1	XP_012976869.1
OG0015727	XP_045664492.1	XP_012977816.1
OG0015728	XP_045642708.1	XP_040603002.1
OG0015729	XP_045642675.1	XP_005065152.1
OG0015730	XP_045642622.1	XP_040601670.1
OG0015731	XP_045642616.1	XP_005065013.1
OG0015732	XP_045642617.1	XP_021086109.2
OG0015733	XP_045642491.1	XP_012982149.1, XP_005088078.1
OG0015734	XP_045664664.1	XP_021087402.1
OG0015735	XP_045664703.1	XP_040601817.1
OG0015736	XP_045664705.1	XP_005064956.1
OG0015737	XP_045664642.1	XP_005064951.1
OG0015738	XP_045664645.1	XP_005064945.1
OG0015739	XP_045626663.1	XP_005064249.1
OG0015740	XP_045626681.1	XP_005064216.1
OG0015741	XP_045626662.1	XP_005064201.1
OG0015743	XP_045631688.1	XP_005063377.2
OG0015744	XP_045631758.1	XP_005064095.1
OG0015745	XP_045631807.1	XP_040605929.1
OG0015746	XP_045631878.1	XP_012970517.1
OG0015747	XP_045631860.1	XP_005064085.1
OG0015748	XP_045631793.1	XP_005064081.1
OG0015749	XP_045631854.1	XP_012970732.1
OG0015750	XP_045631766.1	XP_005064074.1
OG0015751	XP_045631853.1	XP_005064063.1
OG0015752	XP_045631552.1	XP_005064037.1
OG0015753	XP_045631554.1	XP_005064038.1
OG0015754	XP_045631441.1	XP_005064020.1
OG0015755	XP_045631511.1	XP_005064018.1
OG0015756	XP_045631517.1	XP_005064021.3
OG0015758	XP_045631436.1	XP_040604726.1
OG0015759	XP_045631430.1	XP_040604662.1
OG0015760	XP_045631623.1	XP_005063972.1
OG0015761	XP_045649696.1	XP_005063346.1
OG0015763	XP_045649725.1	XP_005063920.1
OG0015764	XP_045649734.1	XP_040603855.1
OG0015765	XP_045649728.1	XP_040603917.1
OG0015766	XP_045649730.1	XP_040603931.1
OG0015767	XP_045649731.1	XP_040603935.1
OG0015768	XP_045642787.1	XP_005063910.1
OG0015769	XP_045642763.1	XP_005063898.1
OG0015770	XP_045642770.1	XP_040603666.1
OG0015771	XP_045642739.1	XP_040603416.1
OG0015772	XP_045642486.1	XP_005063327.1
OG0015773	XP_045664457.1	XP_005064928.1
OG0015774	XP_045642741.1, XP_045642740.1	NP_001268481.1
OG0015775	XP_045643061.1	XP_012967548.2
OG0015776	XP_045660018.1	XP_005070360.1
OG0015777	XP_045660017.1	XP_005070363.1
OG0015778	XP_045654901.1	XP_040610375.1
OG0015779	XP_045654906.1	XP_005077545.1
OG0015780	XP_045654952.1	XP_012968563.3
OG0015781	XP_045654979.1	XP_005069743.1
OG0015782	XP_045653126.1	XP_040585071.1
OG0015783	XP_045633669.1	XP_040613948.1
OG0015784	XP_045660078.1	XP_005070349.1
OG0015785	XP_045639162.1	XP_040594894.1
OG0015786	XP_045639045.1	XP_005079958.1
OG0015787	XP_045638759.1	XP_040593686.1
OG0015788	XP_045637955.1	XP_040601269.1
OG0015789	XP_045664088.1	XP_021080512.1
OG0015790	XP_045663096.1	XP_040595927.1
OG0015791	XP_045630567.1	XP_005087381.1
OG0015792	XP_045630496.1	XP_005078642.2
OG0015793	XP_045630224.1	XP_005078654.1
OG0015794	XP_045632651.1	XP_005081470.1
OG0015795	XP_045634752.1	XP_040598066.1
OG0015796	XP_045660258.1	XP_005081484.1
OG0015797	XP_045656012.1	XP_040594568.1
OG0015798	XP_045656014.1	XP_021090557.1
OG0015799	XP_045668283.1	XP_005071214.1
OG0015800	XP_045668289.1	XP_040595251.1
OG0015801	XP_045668328.1	XP_040593707.1
OG0015802	XP_045668238.1	XP_005071199.1
OG0015803	XP_045668311.1	XP_021083434.1
OG0015804	XP_045668425.1	XP_040594392.1
OG0015805	XP_045668444.1	XP_040595201.1
OG0015806	XP_045668332.1	XP_005066164.1
OG0015807	XP_045668398.1	XP_012965720.1
OG0015808	XP_045664186.1	XP_005066194.1
OG0015809	XP_045664162.1	XP_005066200.1
OG0015810	XP_045664157.1	XP_005066203.1
OG0015811	XP_045664123.1	XP_021080500.1
OG0015812	XP_045664080.1	XP_012965829.1
OG0015813	XP_045664066.1	XP_021080517.1
OG0015814	XP_045664055.1	XP_040594796.1
OG0015815	XP_045663474.1	XP_040603544.1
OG0015816	XP_045663363.1	XP_040603702.1
OG0015817	XP_045663285.1	XP_005085274.2
OG0015818	XP_045663248.1	XP_005085279.1
OG0015819	XP_045663224.1	XP_005074911.1
OG0015820	XP_045663218.1	XP_012972465.1
OG0015821	XP_045663185.1	XP_012972370.1
OG0015822	XP_045663168.1	XP_005074935.1
OG0015823	XP_045663137.1	XP_005074947.1
OG0015824	XP_045663115.1	XP_040596202.1
OG0015825	XP_045634843.1	XP_005075010.1
OG0015826	XP_045634636.1	XP_040595693.1
OG0015827	XP_045634689.1	XP_012972412.2
OG0015828	XP_045634624.1	XP_005082348.1
OG0015829	XP_045634611.1	XP_005086246.1
OG0015830	XP_045634648.1	XP_005086206.1
OG0015831	XP_045634651.1	XP_005086205.1
OG0015832	XP_045634320.1	XP_021078728.1
OG0015833	XP_045634512.1	XP_005086244.1
OG0015834	XP_045634369.1	XP_005086194.1
OG0015835	XP_045634702.1	XP_005086187.2
OG0015837	XP_045634674.1	XP_005086174.2
OG0015838	XP_045634572.1	XP_040598057.1
OG0015839	XP_045634354.1	XP_040598087.1
OG0015840	XP_045634791.1	XP_005087152.1
OG0015841	XP_045634379.1	XP_005087150.1
OG0015842	XP_045634575.1	XP_005087149.1
OG0015843	XP_045634309.1	XP_005083443.1
OG0015844	XP_045634813.1	XP_005083433.1
OG0015845	XP_045667968.1	XP_005087617.1
OG0015846	XP_045667907.1	XP_005087619.1
OG0015847	XP_045667910.1	XP_021079469.1
OG0015848	XP_045667906.1	XP_040592666.1
OG0015849	XP_045667964.1	XP_040592685.1
OG0015850	XP_045667971.1	XP_012981610.1
OG0015851	XP_045630517.1	XP_005087369.1
OG0015852	XP_045630508.1	XP_040589258.1
OG0015853	XP_045630510.1	XP_005087370.1
OG0015854	XP_045630507.1	XP_040592717.1
OG0015855	XP_045630543.1	XP_005087371.1
OG0015856	XP_045630532.1	XP_040592710.1
OG0015857	XP_045630494.1	XP_040585648.1
OG0015858	XP_045630488.1	XP_005078588.1
OG0015859	XP_045630477.1	XP_005078644.2
OG0015860	XP_045630568.1	XP_005078605.1
OG0015861	XP_045630263.1	XP_005078611.1
OG0015862	XP_045630256.1	XP_005078617.3
OG0015863	XP_045630260.1	XP_005078618.3
OG0015864	XP_045630298.1	XP_005078624.1
OG0015865	XP_045630311.1	XP_040590671.1
OG0015866	XP_045630288.1	XP_040586990.1
OG0015867	XP_045630227.1	XP_005085342.1
OG0015868	XP_045630325.1	XP_005085346.1
OG0015869	XP_045632661.1	XP_040595228.1
OG0015870	XP_045632721.1	XP_005081419.1
OG0015871	XP_045632692.1	XP_005081418.1
OG0015872	XP_045632688.1	XP_040594157.1
OG0015873	XP_045660261.1	XP_040595151.1
OG0015874	XP_045660373.1	XP_005081427.1
OG0015875	XP_045660294.1	XP_012976920.1
OG0015876	XP_045660296.1	XP_040595140.1
OG0015877	XP_045660300.1	XP_005081435.1
OG0015878	XP_045660303.1	XP_005081440.1
OG0015879	XP_045660310.1	XP_005081441.1
OG0015880	XP_045660375.1	XP_040593418.1
OG0015881	XP_045660335.1	XP_005083319.1
OG0015882	XP_045660370.1	XP_005083303.1
OG0015883	XP_045656077.1	XP_012978363.1
OG0015884	XP_045656106.1	XP_040594768.1
OG0015885	XP_045656175.1	XP_012978417.1
OG0015886	XP_045656171.1	XP_040595037.1
OG0015887	XP_045656238.1	XP_005083409.1
OG0015888	XP_045671339.1	XP_005087321.1
OG0015889	XP_045652444.1	XP_005084733.1
OG0015890	XP_045664610.1	XP_005083271.1
OG0015891	XP_045646778.1	XP_005077385.1
OG0015892	XP_045646764.1	XP_021087009.1
OG0015893	XP_045646800.1	XP_005084091.1
OG0015894	XP_045646730.1	XP_040591189.1
OG0015895	XP_045671540.1	XP_005085425.1
OG0015896	XP_045671539.1	XP_040584697.1
OG0015897	XP_045671593.1	XP_005073985.1
