Orthogroup	Ursus_americanus	Saimiri_boliviensis_boliviensis
OG0013598	XP_045630500.1	XP_039322786.1
OG0013599	XP_045630504.1	XP_010327811.1
OG0013600	XP_045630558.1	XP_039321802.1
OG0013601	XP_045630499.1	XP_003941838.1
OG0013602	XP_045630582.1	XP_039321896.1
OG0013603	XP_045630603.1	XP_010327848.1
OG0013604	XP_045630512.1	XP_039321990.1
OG0013605	XP_045630340.1	XP_010347978.2
OG0013606	XP_045630315.1, XP_045630222.1	XP_010347908.1
OG0013607	XP_045630366.1	XP_039321622.1
OG0013608	XP_045630242.1	XP_003938929.1
OG0013609	XP_045630214.1	XP_003938926.1
OG0013610	XP_045630247.1	XP_039321935.1
OG0013611	XP_045630251.1	XP_010347860.1, XP_003938935.1
OG0013612	XP_045630391.1	XP_010347885.1
OG0013613	XP_045630271.1	XP_003938950.2
OG0013614	XP_045630289.1	XP_003938953.1
OG0013615	XP_045630328.1	XP_003938954.1, XP_039321433.1
OG0013616	XP_045630307.1	XP_039322921.1
OG0013617	XP_045630418.1, XP_045630419.1	XP_010347901.2
OG0013618	XP_045632678.1	XP_039322924.1
OG0013619	XP_045632687.1	XP_003938888.2
OG0013620	XP_045632658.1	XP_003938878.1
OG0013621	XP_045660284.1	XP_003938873.2
OG0013622	XP_045660286.1	XP_039323081.1
OG0013623	XP_045660289.1	XP_003938871.1
OG0013624	XP_045660304.1	XP_003938867.1
OG0013625	XP_045660306.1	XP_039322491.1
OG0013626	XP_045660311.1	XP_039322977.1
OG0013627	XP_045660326.1	XP_039322457.1
OG0013628	XP_045660327.1	XP_003938855.1
OG0013629	XP_045660367.1	XP_039322848.1
OG0013630	XP_045656060.1	XP_039322537.1
OG0013631	XP_045656059.1	XP_039322983.1
OG0013632	XP_045656080.1	XP_039322137.1
OG0013633	XP_045656081.1	XP_039322480.1
OG0013634	XP_045656095.1	XP_039322379.1
OG0013635	XP_045656013.1	XP_039323038.1
OG0013636	XP_045656138.1	XP_039321886.1
OG0013637	XP_045656146.1	XP_039321483.1
OG0013638	XP_045656195.1	XP_039321867.1
OG0013639	XP_045656198.1	XP_003944519.1
OG0013640	XP_045656213.1	XP_039321581.1
OG0013641	XP_045656216.1	XP_039321960.1
OG0013642	XP_045656239.1	XP_039322216.1
OG0013643	XP_045660877.1	XP_039321358.1
OG0013644	XP_045664633.1	XP_010328682.1
OG0013645	XP_045638758.1	XP_003923888.2
OG0013646	XP_045646784.1	XP_039327184.1
OG0013647	XP_045646761.1	XP_010331059.2
OG0013648	XP_045646758.1	XP_003944811.2
OG0013649	XP_045646741.1	XP_039327210.1
OG0013650	XP_045646714.1	XP_039318226.1
OG0013651	XP_045671547.1	XP_003935127.1
OG0013652	XP_045671590.1	XP_010343945.1
OG0013653	XP_045671589.1	XP_003935144.2
OG0013654	XP_045672106.1	XP_003923541.1
OG0013655	XP_045672164.1	XP_003923525.1
OG0013656	XP_045672284.1	XP_039326654.1
OG0013657	XP_045672147.1	XP_039326687.1
OG0013658	XP_045672168.1	XP_003923512.1
OG0013659	XP_045672275.1	XP_039327167.1
OG0013660	XP_045638738.1	XP_003923463.1
OG0013661	XP_045639028.1	XP_003919812.1
OG0013662	XP_045639036.1	XP_003919824.3
OG0013663	XP_045639024.1	XP_010335315.1
OG0013664	XP_045638977.1	XP_003919828.1
OG0013665	XP_045639077.1	XP_003919846.1
OG0013666	XP_045639016.1	XP_003919851.1
OG0013667	XP_045659796.1	XP_003919868.1
OG0013668	XP_045659820.1	XP_039326745.1
OG0013669	XP_045659826.1	XP_039326429.1
OG0013670	XP_045644797.1	XP_039327051.1
OG0013671	XP_045644800.1	XP_003920435.3
OG0013672	XP_045644802.1	XP_003919872.1
OG0013673	XP_045644803.1	XP_039326776.1
OG0013674	XP_045644827.1	XP_003919881.1
OG0013675	XP_045652504.1	XP_003919915.3
OG0013676	XP_045664589.1	XP_003919946.1
OG0013677	XP_045664568.1	XP_003919963.1
OG0013678	XP_045664566.1	XP_003919967.1
OG0013679	XP_045664556.1	XP_039327232.1
OG0013680	XP_045643057.1	XP_010333463.1
OG0013681	XP_045642484.1	XP_003920230.1
OG0013682	XP_045646790.1	XP_039318230.1
OG0013683	XP_045638845.1	XP_010332540.2
OG0013684	XP_045667059.1	XP_039329164.1
OG0013685	XP_045667027.1	XP_039329396.1
OG0013686	XP_045668749.1	XP_003928335.2
OG0013687	XP_045652828.1	XP_039329380.1
OG0013688	XP_045652816.1	XP_003942287.1
OG0013689	XP_045652767.1	XP_010328366.1
OG0013690	XP_045652763.1	XP_003942262.1
OG0013691	XP_045652701.1	XP_003934492.1
OG0013692	XP_045652678.1	XP_010343217.1
OG0013693	XP_045652734.1	XP_003934413.1
OG0013694	XP_045652731.1	XP_003934415.2
OG0013695	XP_045666876.1	XP_039329192.1
OG0013696	XP_045667081.1	XP_039329276.1
OG0013697	XP_045666906.1	XP_003934436.2
OG0013698	XP_045667061.1	XP_039329319.1
OG0013699	XP_045666924.1, XP_045641618.1	XP_003927235.1
OG0013700	XP_045667025.1	XP_003927240.1
OG0013701	XP_045666903.1	XP_010339948.2
OG0013702	XP_045666911.1	XP_039329165.1
OG0013703	XP_045667043.1	XP_010339943.1
OG0013704	XP_045666948.1	XP_003928246.1
OG0013705	XP_045667047.1	XP_003928253.1
OG0013706	XP_045666942.1	XP_003928260.1
OG0013707	XP_045666969.1	XP_010337115.1
OG0013708	XP_045668723.1	XP_039329112.1, XP_039329111.1
OG0013709	XP_045668718.1	XP_010337122.1
OG0013710	XP_045628938.1	XP_003928289.1
OG0013711	XP_045628956.1	XP_039329331.1
OG0013712	XP_045628896.1	XP_039329378.1, XP_039329262.1
OG0013715	XP_045654088.1	XP_003930933.1
OG0013716	XP_045626889.1	XP_039335340.1
OG0013717	XP_045626890.1	XP_003942967.1
OG0013718	XP_045654260.1	XP_039317754.1
OG0013719	XP_045654092.1	XP_003931053.3
OG0013720	XP_045654250.1	XP_039317746.1
OG0013721	XP_045654233.1	XP_003930960.1
OG0013722	XP_045654206.1	XP_003930956.1
OG0013723	XP_045654205.1	XP_039317883.1
OG0013724	XP_045654204.1	XP_039317942.1
OG0013725	XP_045654199.1	XP_039317817.1
OG0013726	XP_045654195.1	XP_003930953.1
OG0013727	XP_045654158.1	XP_039317891.1
OG0013728	XP_045654156.1	XP_010339787.1
OG0013729	XP_045654146.1	XP_003930931.1
OG0013730	XP_045654097.1	XP_039317850.1
OG0013731	XP_045632063.1	XP_039317927.1
OG0013732	XP_045632079.1, XP_045632078.1	XP_003930974.1
OG0013734	XP_045632341.1	XP_039336107.1
OG0013735	XP_045630428.1	XP_010344862.1
OG0013736	XP_045647609.1	XP_039336278.1
OG0013738	XP_045647620.1	XP_039336215.1
OG0013739	XP_045647887.1	XP_003924969.1
OG0013740	XP_045647631.1	XP_003924976.2
OG0013741	XP_045647685.1	XP_010334170.2
OG0013742	XP_045647688.1	XP_010334125.1
OG0013743	XP_045647890.1	XP_003925141.1
OG0013744	XP_045647892.1	XP_010334111.2
OG0013745	XP_045647717.1	XP_010334109.1
OG0013746	XP_045647726.1	XP_010334107.1
OG0013747	XP_045647741.1	XP_039336245.1
OG0013748	XP_045647774.1	XP_039317824.1
OG0013749	XP_045647781.1	XP_003930994.1
OG0013750	XP_045647786.1	XP_003930995.2
OG0013751	XP_045647800.1	XP_039317733.1
OG0013752	XP_045647912.1	XP_003942642.1
OG0013753	XP_045647857.1	XP_003942630.1
OG0013754	XP_045647862.1	XP_003942624.2
OG0013755	XP_045647859.1	XP_010328708.1
OG0013756	XP_045647883.1	XP_003942616.1
OG0013757	XP_045669344.1	XP_003930977.2
OG0013758	XP_045668865.1	XP_003925100.1
OG0013759	XP_045668851.1	XP_003925099.1
OG0013760	XP_045668724.1	XP_010334079.2
OG0013761	XP_045668698.1	XP_039336232.1
OG0013762	XP_045667041.1	XP_003925089.1
OG0013763	XP_045668507.1	XP_039336133.1
OG0013764	XP_045667936.1	XP_010334046.1
OG0013765	XP_045667911.1	XP_039336130.1
OG0013766	XP_045667723.1	XP_003925038.1
OG0013767	XP_045654232.1, XP_045654231.1	XP_039317918.1
OG0013768	XP_045666280.1	XP_003933263.1
OG0013769	XP_045660457.1	XP_003936427.1
OG0013770	XP_045632742.1	XP_039335616.1
OG0013771	XP_045632731.1	XP_003933201.1
OG0013772	XP_045661681.1	XP_010342024.2
OG0013773	XP_045665714.1, XP_045665725.1	XP_039335602.1
OG0013774	XP_045661676.1	XP_003933229.1
OG0013775	XP_045665287.1	XP_039335660.1
OG0013776	XP_045664733.1	XP_003933267.2
OG0013777	XP_045664721.1	XP_003933268.1
OG0013778	XP_045664328.1	XP_003941136.1
OG0013779	XP_045666155.1	XP_039335740.1
OG0013780	XP_045663595.1	XP_010350058.1
OG0013781	XP_045663500.1	XP_010350134.2
OG0013782	XP_045663487.1	XP_010350133.2
OG0013783	XP_045663344.1	XP_010350041.2
OG0013784	XP_045666066.1	XP_039335373.1
OG0013785	XP_045663092.1	XP_039335372.1
OG0013786	XP_045662884.1	XP_039335647.1
OG0013787	XP_045666039.1	XP_003932115.1
OG0013788	XP_045662720.1	XP_039335393.1
OG0013789	XP_045662667.1	XP_039335163.1
OG0013790	XP_045662639.1	XP_003932100.1
OG0013791	XP_045662265.1	XP_039335252.1
OG0013792	XP_045662252.1	XP_003932087.1
OG0013793	XP_045662056.1	XP_010340970.1
OG0013794	XP_045660514.1	XP_039335584.1
OG0013795	XP_045660517.1	XP_003932051.1
OG0013796	XP_045660456.1	XP_003936417.1
OG0013797	XP_045660559.1	XP_003936424.2
OG0013798	XP_045660573.1	XP_003936431.3
OG0013799	XP_045660574.1	XP_003936432.1
OG0013800	XP_045660580.1	XP_003936435.1
OG0013801	XP_045660464.1	XP_010345209.1
OG0013802	XP_045660675.1	XP_003936484.1
OG0013803	XP_045660678.1	XP_003936468.1
OG0013804	XP_045660743.1	XP_003936506.2
OG0013805	XP_045660747.1	XP_003936515.1
OG0013806	XP_045660713.1	XP_039335605.1
OG0013807	XP_045627517.1	XP_003932599.1
OG0013808	XP_045627483.1	XP_003932745.2
OG0013809	XP_045627496.1	XP_039326020.1, XP_003932616.1
OG0013810	XP_045627495.1	XP_010341418.1
OG0013811	XP_045664400.1	XP_003932642.2
OG0013812	XP_045664377.1	XP_039335512.1
OG0013813	XP_045664421.1	XP_003932674.1
OG0013814	XP_045651133.1	XP_039335159.1
OG0013815	XP_045651221.1	XP_010341475.2
OG0013816	XP_045651264.1	XP_039335555.1
OG0013817	XP_045651000.1	XP_039335655.1
OG0013818	XP_045650973.1	XP_039335404.1
OG0013819	XP_045650843.1	XP_039335423.1
OG0013820	XP_045650529.1	XP_010341511.1
OG0013822	XP_045651443.1	XP_039335451.1
OG0013823	XP_045650515.1	XP_003932727.1
OG0013824	XP_045650367.1	XP_039335462.1
OG0013825	XP_045650253.1	XP_039335469.1
OG0013826	XP_045651404.1	XP_010341544.1
OG0013827	XP_045664790.1	XP_003933266.2
OG0013828	XP_045666740.1	XP_003941098.1
OG0013829	XP_045662649.1	XP_039335166.1
OG0013830	XP_045655343.1	XP_039317111.1
OG0013831	XP_045651877.1	XP_003936813.2
OG0013832	XP_045652851.1	XP_010336221.2
OG0013833	XP_045652903.1	XP_003934463.1
OG0013834	XP_045652915.1	XP_010343293.2
OG0013835	XP_045652934.1	XP_010343300.2
OG0013836	XP_045652941.1	XP_039329257.1
OG0013837	XP_045652946.1	XP_039329368.1
OG0013838	XP_045652952.1	XP_003919751.1
OG0013839	XP_045652970.1	XP_003919757.2
OG0013840	XP_045652972.1	XP_003919758.2
OG0013841	XP_045652686.1	XP_003919769.2
OG0013842	XP_045653027.1	XP_003919781.1
OG0013843	XP_045653035.1	XP_003919786.1
OG0013844	XP_045653053.1	XP_010333975.1
OG0013845	XP_045653062.1	XP_039329313.1
OG0013846	XP_045653085.1	XP_039329302.1
OG0013847	XP_045653089.1	XP_039329237.1
OG0013848	XP_045653104.1	XP_039329327.1
OG0013849	XP_045654626.1	XP_039335079.1
OG0013850	XP_045655386.1	XP_039334974.1
OG0013851	XP_045655342.1	XP_003944219.1
OG0013852	XP_045629925.1	XP_003937269.1
OG0013853	XP_045630041.1	XP_039317071.1
OG0013854	XP_045630072.1	XP_003937260.1
OG0013855	XP_045630053.1	XP_039316933.1
OG0013856	XP_045630054.1	XP_003937229.1
OG0013857	XP_045629927.1	XP_003937224.1
OG0013858	XP_045630032.1	XP_003937220.1
OG0013859	XP_045629952.1	XP_010346027.1
OG0013860	XP_045629953.1	XP_003937214.1
OG0013861	XP_045630093.1	XP_003937211.1
OG0013862	XP_045630076.1	XP_003937202.1
OG0013863	XP_045649812.1	XP_003935637.1
OG0013864	XP_045631292.1	XP_010334537.1
OG0013865	XP_045631275.1	XP_003925507.1
OG0013866	XP_045650086.1	XP_003930740.2
OG0013867	XP_045650172.1	XP_010345500.2
OG0013868	XP_045650171.1	XP_003936771.2
OG0013869	XP_045650060.1	XP_003936777.1
OG0013870	XP_045650052.1	XP_010345511.1
OG0013871	XP_045650035.1	XP_039325829.1
OG0013872	XP_045650022.1	XP_039325944.1
OG0013873	XP_045650004.1	XP_039326139.1
OG0013874	XP_045650000.1	XP_003936796.1
OG0013875	XP_045649955.1	XP_039325692.1
OG0013876	XP_045651866.1	XP_039325477.1
OG0013877	XP_045651802.1	XP_039325979.1
OG0013878	XP_045652969.1	XP_010334199.2
OG0013879	XP_045658398.1	XP_039318445.1
OG0013880	XP_045671607.1	XP_003937133.1
OG0013882	XP_045670620.1	XP_039327818.1
OG0013883	XP_045670611.1	XP_010345920.2
OG0013884	XP_045635022.1	XP_039327840.1
OG0013885	XP_045634947.1	XP_003937150.1
OG0013886	XP_045634807.1	XP_003937157.2
OG0013887	XP_045634728.1	XP_039327853.1
OG0013888	XP_045634713.1	XP_039327854.1
OG0013889	XP_045634672.1	XP_003937164.1
OG0013890	XP_045634497.1	XP_010345964.1
OG0013891	XP_045634026.1	XP_010341051.1
OG0013892	XP_045633978.1	XP_039327666.1
OG0013893	XP_045633985.1	XP_039327670.1
OG0013894	XP_045633715.1	XP_039328309.1, XP_039325906.1
OG0013895	XP_045633618.1	XP_010341081.1
OG0013896	XP_045633586.1	XP_039328253.1
OG0013897	XP_045633553.1, XP_045633561.1	XP_010341085.1
OG0013898	XP_045633571.1	XP_039327804.1
OG0013899	XP_045633354.1	XP_039328357.1
OG0013900	XP_045633182.1	XP_039328294.1
OG0013901	XP_045633022.1	XP_003932303.1
OG0013902	XP_045632791.1	XP_039327582.1
OG0013903	XP_045632463.1	XP_039327665.1
OG0013904	XP_045632427.1	XP_039328071.1
OG0013905	XP_045632350.1	XP_010341152.2
OG0013906	XP_045632278.1	XP_039327918.1
OG0013907	XP_045632113.1	XP_003932263.1
OG0013908	XP_045631988.1	XP_039328206.1
OG0013909	XP_045631995.1	XP_039327704.1
OG0013910	XP_045631957.1	XP_039327702.1
OG0013911	XP_045647569.1	XP_039327658.1
OG0013912	XP_045647516.1	XP_039327538.1
OG0013913	XP_045647505.1	XP_003932225.1
OG0013914	XP_045647405.1	XP_039327916.1
OG0013915	XP_045647407.1	XP_039327729.1
OG0013916	XP_045647440.1	XP_010341196.1
OG0013917	XP_045647457.1	XP_003932327.1
OG0013918	XP_045647450.1	XP_003932408.3
OG0013919	XP_045647468.1	XP_039327484.1
OG0013920	XP_045647175.1	XP_003938611.2
OG0013921	XP_045647185.1	XP_003938528.1
OG0013922	XP_045647254.1	XP_039318388.1
OG0013923	XP_045647294.1	XP_010347459.1
OG0013924	XP_045647286.1	XP_039330602.1, XP_010347455.2
OG0013925	XP_045647297.1	XP_039318470.1
OG0013926	XP_045647320.1	XP_010347439.2
OG0013927	XP_045647348.1	XP_003938469.1
OG0013928	XP_045647371.1	XP_010347398.2
OG0013929	XP_045658438.1	XP_010347531.1
OG0013931	XP_045671151.1	XP_039318376.1
OG0013932	XP_045671131.1	XP_010328804.1
OG0013933	XP_045671166.1	XP_039318322.1
OG0013934	XP_045655979.1	XP_039318397.1
OG0013935	XP_045658508.1	XP_010328772.1
OG0013936	XP_045658501.1	XP_010328773.1
OG0013937	XP_045658499.1	XP_039323142.1, XP_003942750.3
OG0013938	XP_045658493.1	XP_003942688.1
OG0013939	XP_045658358.1	XP_003922497.1
OG0013940	XP_045658350.1	XP_003922495.2
OG0013941	XP_045658330.1	XP_010331601.1
OG0013942	XP_045658267.1	XP_003922479.1
OG0013943	XP_045647490.1	XP_039318462.1
OG0013944	XP_045637213.1	XP_003942235.1
OG0013945	XP_045637285.1	XP_003926719.1
OG0013946	XP_045637396.1	XP_003934623.1
OG0013947	XP_045656727.1	XP_010348163.2
OG0013948	XP_045656723.1	XP_003939296.1
OG0013949	XP_045631092.1	XP_039318320.1
OG0013950	XP_045631001.1	XP_039318472.1
OG0013951	XP_045630881.1	XP_010343370.1
OG0013952	XP_045630847.1	XP_003934534.1
OG0013953	XP_045637226.1	XP_039317513.1
OG0013954	XP_045637061.1	XP_039317499.1
OG0013955	XP_045637062.1	XP_003942243.1
OG0013956	XP_045637123.1	XP_003942238.1
OG0013957	XP_045637205.1	XP_039317591.1
OG0013958	XP_045637145.1	XP_003942234.1
OG0013959	XP_045637108.1	XP_003932646.1
OG0013960	XP_045637295.1	XP_039317496.1
OG0013961	XP_045637208.1	XP_010328316.1
OG0013962	XP_045637044.1	XP_003942213.1
OG0013963	XP_045637248.1	XP_003942202.1
OG0013964	XP_045637276.1	XP_003944901.1
OG0013965	XP_045637259.1	XP_010331171.2
OG0013966	XP_045637025.1	XP_003944929.1
OG0013967	XP_045637026.1	XP_003944932.1
OG0013968	XP_045637260.1	XP_003944921.3
OG0013969	XP_045637077.1	XP_003926739.1
OG0013970	XP_045637282.1	XP_039328198.1
OG0013971	XP_045637173.1	XP_039328148.1
OG0013972	XP_045637456.1	XP_039317608.1
OG0013973	XP_045637405.1	XP_003934580.1
OG0013974	XP_045637347.1	XP_039317586.1
OG0013975	XP_045637338.1, XP_045637337.1	XP_039317655.1
OG0013976	XP_045637367.1	XP_010343438.1
OG0013977	XP_045667714.1	XP_010333887.2, XP_039327945.1
OG0013978	XP_045667730.1	XP_010335628.2
OG0013979	XP_045667830.1	XP_003926640.2
OG0013980	XP_045667844.1	XP_039327955.1
OG0013981	XP_045667732.1	XP_010335733.2
OG0013982	XP_045667756.1	XP_039327874.1
OG0013983	XP_045667846.1	XP_039328317.1
OG0013984	XP_045667883.1	XP_003926685.1
OG0013985	XP_045632481.1	XP_003926695.1
OG0013986	XP_045632469.1	XP_039328032.1
OG0013987	XP_045632475.1	XP_003926699.1
OG0013988	XP_045657219.1	XP_003926707.1
OG0013989	XP_045657194.1	XP_003941527.2
OG0013990	XP_045656784.1	XP_003941525.1
OG0013991	XP_045657175.1	XP_039317640.1
OG0013992	XP_045657152.1	XP_039317662.1
OG0013993	XP_045657106.1	XP_010348063.1
OG0013994	XP_045656764.1	XP_003939170.1
OG0013995	XP_045657077.1	XP_010348078.1
OG0013996	XP_045657063.1	XP_010348083.1
OG0013997	XP_045657068.1	XP_010348091.2
OG0013998	XP_045657054.1	XP_010348101.1
OG0013999	XP_045657036.1	XP_003939208.1
OG0014000	XP_045657042.1	XP_003939204.1
OG0014001	XP_045656694.1	XP_039328273.1
OG0014002	XP_045657010.1	XP_039328334.1
OG0014003	XP_045657005.1	XP_039328217.1
OG0014004	XP_045656994.1	XP_039328061.1
OG0014005	XP_045656983.1	XP_039327872.1
OG0014006	XP_045656968.1	XP_039328255.1
OG0014007	XP_045656957.1	XP_039328349.1
OG0014008	XP_045656944.1	XP_003939238.2
OG0014009	XP_045656686.1	XP_039327750.1
OG0014010	XP_045656728.1	XP_010348153.1
OG0014011	XP_045656923.1	XP_003939252.2
OG0014012	XP_045656929.1	XP_010348155.1
OG0014013	XP_045656838.1	XP_003939297.1
OG0014014	XP_045656839.1	XP_010348215.1
OG0014015	XP_045656797.1	XP_003939326.2
OG0014016	XP_045656787.1	XP_003939332.1
OG0014017	XP_045666031.1	XP_003922436.1
OG0014018	XP_045640938.1	XP_003922400.1
OG0014020	XP_045665939.1	XP_003930019.1
OG0014021	XP_045665934.1	XP_003930020.2
OG0014022	XP_045665853.1	XP_010338892.1
OG0014023	XP_045665860.1	XP_039334036.1
OG0014024	XP_045665918.1	XP_003930029.1
OG0014025	XP_045665889.1	XP_003930039.1
OG0014026	XP_045666020.1	XP_003922457.2
OG0014027	XP_045665944.1	XP_039321127.1
OG0014028	XP_045665875.1	XP_010331580.1
OG0014029	XP_045665954.1	XP_039321065.1
OG0014030	XP_045665964.1	XP_003922439.1
OG0014031	XP_045665887.1	XP_003922430.1
OG0014032	XP_045665958.1	XP_039321137.1
OG0014033	XP_045666008.1	XP_003922426.1
OG0014034	XP_045641011.1	XP_039320964.1
OG0014035	XP_045641036.1	XP_010331540.1
OG0014036	XP_045641033.1	XP_003922395.1
OG0014037	XP_045640936.1	XP_003922396.2
OG0014038	XP_045640930.1	XP_039321203.1
OG0014039	XP_045640929.1	XP_003922391.1
OG0014040	XP_045640913.1	XP_010331525.1
OG0014041	XP_045640779.1	XP_003922372.1
OG0014042	XP_045640387.1	XP_003922359.1
OG0014043	XP_045658810.1	XP_039321170.1
OG0014044	XP_045658837.1	XP_010331477.2
OG0014045	XP_045658846.1	XP_039321196.1
OG0014046	XP_045658850.1	XP_003922337.1
OG0014047	XP_045658783.1	XP_039321195.1
OG0014048	XP_045658889.1	XP_010333213.2, XP_003922323.2
OG0014049	XP_045658912.1	XP_039321185.1
OG0014050	XP_045658941.1	XP_039321172.1
OG0014051	XP_045658963.1	XP_003922290.1
OG0014052	XP_045658975.1	XP_039320949.1
OG0014053	XP_045658984.1	XP_003922284.2
OG0014054	XP_045658985.1	XP_010331663.2
OG0014055	XP_045659039.1	XP_039321261.1
OG0014056	XP_045659091.1	XP_039320998.1
OG0014057	XP_045659125.1	XP_010331196.2
OG0014058	XP_045658791.1	XP_003922239.1
OG0014059	XP_045659157.1	XP_010331082.1
OG0014060	XP_045659171.1	XP_003922227.2
OG0014061	XP_045659180.1	XP_039321287.1
OG0014062	XP_045659201.1	XP_039321267.1
OG0014063	XP_045659202.1	XP_039321270.1
OG0014064	XP_045659223.1	XP_039321097.1
OG0014065	XP_045659237.1	XP_039321138.1
OG0014067	XP_045659264.1	XP_003922185.1, XP_039328901.1
OG0014068	XP_045671699.1	XP_010330367.1
OG0014069	XP_045665297.1	XP_003922170.1
OG0014070	XP_045628585.1	XP_003922163.2
OG0014071	XP_045665492.1	XP_003922156.1
OG0014072	XP_045665474.1	XP_039320898.1
OG0014073	XP_045665486.1	XP_039320908.1
OG0014074	XP_045665464.1	XP_003922143.1
OG0014075	XP_045665436.1	XP_039321091.1
OG0014076	XP_045665503.1	XP_039321153.1
OG0014077	XP_045665432.1	XP_039321089.1
OG0014078	XP_045665327.1	XP_039321160.1
OG0014079	XP_045666152.1	XP_003942666.1
OG0014080	XP_045661598.1	XP_003940247.1
OG0014081	XP_045661861.1	XP_003938795.1
OG0014082	XP_045645119.1	XP_039320748.1
OG0014083	XP_045645052.1	XP_010349904.1
OG0014084	XP_045645046.1	XP_003940899.1
OG0014085	XP_045645010.1	XP_010344342.1
OG0014086	XP_045645006.1	XP_039320553.1
OG0014087	XP_045644990.1	XP_003935570.1
OG0014088	XP_045644981.1	XP_039320725.1
OG0014089	XP_045644983.1	XP_003935594.2
OG0014090	XP_045644974.1	XP_003935580.1
OG0014091	XP_045644958.1	XP_003942935.1
OG0014092	XP_045644957.1	XP_010329025.1
OG0014093	XP_045644955.1	XP_003942939.1
OG0014094	XP_045656649.1	XP_003942945.1
OG0014095	XP_045644935.1	XP_039320863.1
OG0014096	XP_045666096.1	XP_003942949.1
OG0014097	XP_045666093.1	XP_039320601.1, XP_039320600.1
OG0014098	XP_045666146.1	XP_003942662.1
OG0014099	XP_045666121.1	XP_003942667.3
OG0014100	XP_045662047.1	XP_003940747.2
OG0014101	XP_045661600.1	XP_003940238.1
OG0014102	XP_045662030.1	XP_003940233.1
OG0014103	XP_045662031.1	XP_003940236.1
OG0014104	XP_045662018.1	XP_010349193.1
OG0014105	XP_045661999.1	XP_003940572.3
OG0014106	XP_045661995.1	XP_039320569.1
OG0014107	XP_045661983.1	XP_003940548.1
OG0014108	XP_045661955.1	XP_003940563.1
OG0014109	XP_045661951.1	XP_003940564.1
OG0014110	XP_045661949.1	XP_003940566.1
OG0014111	XP_045661946.1	XP_003940567.1
OG0014112	XP_045661595.1	XP_003940568.1
OG0014113	XP_045661938.1	XP_010347717.1
OG0014114	XP_045661900.1	XP_003938808.1
OG0014115	XP_045661897.1	XP_010347697.1
OG0014116	XP_045661862.1	XP_039320557.1
OG0014117	XP_045628422.1	XP_003935749.1
OG0014118	XP_045626937.1	XP_003935746.1
OG0014119	XP_045651262.1	XP_003944214.2
OG0014120	XP_045651200.1	XP_010330322.2
OG0014121	XP_045671615.1	XP_010344605.2
OG0014122	XP_045671738.1	XP_010344564.1
OG0014123	XP_045672072.1	XP_003935780.1
OG0014124	XP_045672233.1	XP_003935770.2
OG0014125	XP_045626490.1	XP_003935767.1
OG0014126	XP_045626772.1	XP_010344519.2
OG0014127	XP_045627072.1	XP_003935742.2
OG0014128	XP_045627302.1	XP_003935732.1
OG0014129	XP_045627437.1	XP_003929009.1
OG0014130	XP_045627577.1	XP_010337881.1
OG0014131	XP_045627763.1	XP_039324695.1
OG0014132	XP_045628046.1	XP_039324987.1
OG0014133	XP_045628121.1	XP_003928977.3
OG0014134	XP_045628185.1	XP_003928982.1
OG0014135	XP_045628306.1	XP_003929075.3
OG0014136	XP_045668230.1	XP_003928965.1
OG0014137	XP_045668227.1	XP_003928961.1
OG0014138	XP_045668224.1	XP_010337811.1
OG0014139	XP_045668126.1	XP_003928913.1
OG0014140	XP_045667984.1	XP_010337944.1
OG0014141	XP_045668115.1	XP_003928901.1
OG0014142	XP_045668127.1	XP_003928898.2
OG0014143	XP_045668120.1	XP_010350696.2
OG0014144	XP_045668111.1	XP_010350697.2
OG0014145	XP_045668015.1	XP_039318903.1
OG0014146	XP_045646936.1	XP_010344424.2
OG0014147	XP_045645423.1	XP_039325088.1
OG0014148	XP_045641488.1	XP_010337915.1
OG0014149	XP_045666590.1	XP_039325189.1
OG0014150	XP_045666658.1	XP_039325164.1
OG0014151	XP_045666640.1	XP_039325279.1
OG0014152	XP_045666671.1	XP_003929746.2
OG0014153	XP_045666796.1	XP_003929743.1
OG0014154	XP_045666694.1	XP_003929779.2
OG0014155	XP_045666659.1	XP_003929739.1
OG0014156	XP_045666619.1	XP_039325179.1
OG0014157	XP_045666684.1	XP_010338600.1
OG0014158	XP_045666636.1	XP_010338590.1
OG0014159	XP_045651225.1	XP_010338566.1
OG0014160	XP_045651203.1	XP_010330321.2
OG0014161	XP_045651252.1	XP_003944825.1
OG0014162	XP_045651116.1	XP_039334926.1, XP_003943054.1
OG0014163	XP_045651104.1	XP_039324860.1
OG0014164	XP_045651094.1	XP_003943040.2
OG0014165	XP_045628335.1	XP_003935817.1
OG0014166	XP_045628080.1	XP_010337837.1
OG0014167	XP_045668033.1	XP_003928938.1
OG0014168	XP_045668048.1	XP_003935648.1
OG0014169	XP_045666761.1	XP_039324653.1
OG0014170	XP_045641660.1	XP_039336450.1
OG0014171	XP_045641662.1	XP_003927690.1
OG0014172	XP_045632300.1	XP_039336352.1
OG0014173	XP_045632915.1	XP_039336369.1
OG0014174	XP_045632923.1	XP_039336308.1
OG0014175	XP_045641361.1	XP_010337209.2
OG0014176	XP_045641378.1	XP_010337203.1
OG0014177	XP_045641396.1	XP_003934367.1
OG0014178	XP_045641670.1	XP_010343189.1
OG0014179	XP_045641438.1	XP_003927747.1
