Orthogroup	Ursus_americanus	Sarcophilus_harrisii
OG0015987	XP_045648149.1	XP_031821419.1
OG0015988	XP_045666432.1	XP_003758195.2
OG0015989	XP_045665619.1	XP_031806928.1
OG0015990	XP_045665663.1	XP_031806929.1
OG0015991	XP_045665467.1	XP_003758197.1
OG0015992	XP_045661661.1	XP_031805036.1
OG0015993	XP_045665132.1	XP_003758231.1
OG0015994	XP_045665005.1	XP_031806950.1
OG0015996	XP_045664826.1	XP_031806981.1
OG0015997	XP_045663940.1	XP_031799959.1
OG0015998	XP_045663932.1	XP_031797406.1
OG0015999	XP_045663441.1	XP_003757098.1
OG0016001	XP_045663211.1	XP_031809997.1
OG0016002	XP_045663055.1	XP_003757079.2
OG0016003	XP_045662079.1	XP_003756980.1
OG0016004	XP_045660624.1	XP_012395222.1
OG0016005	XP_045660641.1	XP_003757769.1
OG0016006	XP_045660682.1	XP_031810432.1
OG0016007	XP_045660742.1	XP_031810437.1
OG0016008	XP_045627492.1	XP_031807465.1
OG0016009	XP_045627497.1	XP_003759217.3
OG0016010	XP_045627502.1	XP_003757735.2
OG0016011	XP_045627498.1	XP_031807492.1
OG0016012	XP_045664364.1	XP_023350265.1
OG0016013	XP_045670589.1	XP_003757690.1
OG0016014	XP_045651310.1	XP_012395128.1, XP_023350259.1
OG0016015	XP_045650747.1	XP_003757648.2
OG0016016	XP_045666713.1	XP_012409334.2
OG0016017	XP_045653015.1	XP_003764516.1
OG0016019	XP_045630056.1	XP_012396014.1
OG0016020	XP_045650153.1	XP_012405454.1
OG0016021	XP_045650017.1	XP_031824118.1
OG0016022	XP_045650162.1	XP_023359520.2
OG0016024	XP_045652861.1	XP_031817834.1
OG0016025	XP_045652868.1	XP_003764586.1
OG0016026	XP_045652869.1	XP_003764585.1
OG0016027	XP_045652710.1	XP_031817324.1
OG0016028	XP_045652962.1	XP_031816587.1
OG0016029	XP_045652995.1	XP_023355359.1
OG0016030	XP_045653011.1	XP_003764519.1
OG0016031	XP_045652716.1	XP_003764517.1
OG0016032	XP_045652694.1	XP_012400640.2
OG0016033	XP_045655337.1	XP_003773112.1
OG0016034	XP_045655354.1	XP_003758123.1
OG0016035	XP_045629984.1	XP_031807316.1
OG0016036	XP_045629932.1	XP_031805499.1
OG0016037	XP_045630003.1	XP_031805500.1
OG0016038	XP_045630082.1	XP_031805511.1
OG0016039	XP_045630035.1	XP_031805054.1
OG0016040	XP_045630040.1	XP_031805515.1
OG0016041	XP_045630026.1	XP_003758092.1
OG0016042	XP_045629962.1	XP_031806698.1
OG0016043	XP_045667130.1	XP_031807018.1
OG0016044	XP_045631208.1	XP_031813760.1
OG0016045	XP_045631272.1	XP_031813747.1
OG0016046	XP_045650155.1	XP_031813746.1
OG0016047	XP_045650098.1	XP_031824629.1
OG0016048	XP_045650180.1	XP_031824013.1
OG0016049	XP_045650094.1	XP_031824012.1
OG0016050	XP_045650091.1	XP_031824628.1
OG0016051	XP_045650090.1	XP_031824627.1
OG0016052	XP_045650005.1	XP_031824652.1
OG0016053	XP_045650003.1	XP_031824110.1
OG0016054	XP_045651867.1	XP_031823872.1
OG0016055	XP_045651838.1	XP_031813354.1
OG0016056	XP_045671135.1	XP_031804849.1
OG0016057	XP_045671144.1	XP_031804843.1
OG0016058	XP_045658261.1	XP_031812827.1
OG0016059	XP_045671626.1	XP_003760963.1
OG0016060	XP_045671663.1	XP_031804217.1
OG0016061	XP_045670610.1	XP_031804246.1
OG0016062	XP_045635035.1	XP_012397796.2
OG0016063	XP_045634819.1	XP_031804316.1
OG0016064	XP_045633660.1	XP_012397890.1
OG0016065	XP_045633196.1	XP_031804410.1
OG0016066	XP_045633011.1	XP_003761069.1
OG0016067	XP_045632983.1	XP_031804429.1
OG0016068	XP_045631880.1	XP_031804417.1
OG0016069	XP_045632629.1	XP_031804463.1
OG0016070	XP_045632638.1	XP_031804464.1
OG0016071	XP_045632672.1	XP_031804467.1
OG0016072	XP_045632538.1	XP_031804468.1
OG0016073	XP_045647540.1	XP_031804570.1
OG0016074	XP_045647537.1	XP_031804572.1
OG0016075	XP_045647515.1	XP_031804588.1
OG0016076	XP_045647508.1	XP_031804591.1
OG0016077	XP_045647482.1	XP_031804595.1
OG0016078	XP_045647442.1	XP_031804638.1
OG0016079	XP_045647437.1	XP_031804644.1
OG0016080	XP_045647181.1	XP_031804682.1
OG0016081	XP_045647183.1	XP_031804683.1
OG0016082	XP_045647231.1	XP_031804721.1
OG0016083	XP_045647500.1	XP_031804751.1
OG0016084	XP_045647295.1	XP_031804760.1
OG0016085	XP_045647317.1	XP_031804775.1
OG0016087	XP_045671147.1	XP_031804886.1
OG0016088	XP_045671148.1	XP_031804860.1
OG0016089	XP_045671132.1	XP_031804847.1
OG0016090	XP_045671159.1	XP_003763377.1
OG0016092	XP_045671099.1	XP_031805008.1
OG0016093	XP_045658500.1	XP_031804894.1
OG0016096	XP_045656758.1	XP_031796047.1
OG0016097	XP_045656724.1	XP_031793603.1
OG0016098	XP_045630768.1	XP_003771390.2
OG0016099	XP_045630626.1	XP_031795391.1
OG0016100	XP_045630461.1	XP_031795349.1
OG0016101	XP_045637216.1	XP_031795171.1
OG0016102	XP_045637163.1	XP_023360385.1
OG0016103	XP_045637165.1	XP_003771354.1
OG0016104	XP_045637114.1	XP_031794874.1
OG0016105	XP_045637147.1	XP_031794160.1
OG0016106	XP_045637197.1	XP_031794131.1
OG0016107	XP_045637151.1	XP_023360338.1
OG0016108	XP_045637291.1	XP_003771337.2
OG0016111	XP_045637394.1	XP_031794068.1
OG0016112	XP_045637369.1	XP_003771316.2
OG0016113	XP_045637362.1	XP_003771314.1
OG0016115	XP_045637366.1	XP_003771228.3
OG0016116	XP_045637462.1	XP_012406145.1
OG0016117	XP_045637336.1	XP_031794240.1
OG0016119	XP_045667827.1	XP_031794289.1
OG0016120	XP_045667806.1	XP_003771199.1
OG0016121	XP_045667802.1	XP_023360266.1
OG0016122	XP_045667712.1	XP_003775384.1
OG0016123	XP_045667784.1	XP_003770894.1
OG0016125	XP_045632470.1	XP_031796325.1
OG0016126	XP_045657158.1	XP_031793914.1
OG0016127	XP_045656783.1	XP_031793886.1
OG0016128	XP_045657103.1	XP_023356711.1
OG0016129	XP_045657093.1	XP_003772402.2
OG0016130	XP_045657092.1	XP_003772399.1
OG0016132	XP_045656762.1	XP_003770914.4
OG0016133	XP_045657055.1	XP_012405889.2
OG0016134	XP_045657021.1	XP_031793760.1
OG0016135	XP_045656756.1	XP_012406950.1
OG0016136	XP_045656947.1	XP_003772250.1
OG0016138	XP_045656939.1	XP_003772275.1
OG0016139	XP_045656918.1	XP_031793678.1
OG0016140	XP_045656901.1	XP_031793673.1
OG0016141	XP_045656836.1	XP_003772376.2
OG0016142	XP_045656837.1	XP_003772364.2
OG0016143	XP_045656835.1	XP_003772366.2
OG0016144	XP_045656703.1	XP_003772756.2
OG0016145	XP_045665886.1	XP_031811898.1
OG0016146	XP_045658911.1	XP_012397290.2
OG0016147	XP_045659061.1	XP_003755431.2
OG0016148	XP_045658790.1	XP_003755415.2
OG0016149	XP_045671707.1	XP_031811863.1
OG0016150	XP_045665308.1	XP_031812884.1
OG0016151	XP_045665963.1	XP_003755294.1
OG0016152	XP_045665950.1	XP_003755292.1
OG0016153	XP_045641025.1	XP_003755290.1
OG0016154	XP_045640965.1	XP_031812011.1
OG0016155	XP_045640941.1	XP_012395972.1
OG0016156	XP_045640927.1	XP_031812049.1
OG0016157	XP_045640921.1	XP_031812066.1
OG0016158	XP_045640918.1	XP_031812057.1
OG0016159	XP_045640806.1	XP_031812068.1
OG0016160	XP_045640834.1	XP_023350540.2
OG0016161	XP_045640760.1	XP_031812074.1
OG0016162	XP_045640441.1	XP_031812088.1
OG0016163	XP_045641032.1	XP_031812094.1
OG0016164	XP_045640349.1	XP_031812098.1
OG0016165	XP_045658812.1	XP_003758861.1
OG0016166	XP_045658817.1	XP_031811562.1
OG0016167	XP_045658834.1	XP_031805240.1
OG0016168	XP_045658951.1	XP_031811622.1
OG0016169	XP_045658789.1	XP_003755455.1
OG0016170	XP_045658993.1	XP_031811644.1
OG0016171	XP_045658994.1	XP_023351883.1
OG0016173	XP_045659310.1	XP_031811664.1
OG0016174	XP_045659017.1	XP_031811668.1
OG0016175	XP_045659038.1	XP_023351749.2
OG0016176	XP_045659192.1	XP_031811794.1
OG0016177	XP_045659200.1	XP_031811799.1
OG0016178	XP_045659296.1	XP_031811849.1
OG0016179	XP_045659315.1	XP_003755350.1
OG0016180	XP_045665299.1	XP_031812877.1
OG0016181	XP_045665465.1	XP_031812880.1
OG0016183	XP_045665325.1	XP_003754985.1
OG0016184	XP_045665324.1	XP_003754986.1
OG0016185	XP_045665945.1	XP_003755204.2
OG0016186	XP_045665946.1	XP_003759321.2
OG0016187	XP_045645117.1	XP_003759833.2
OG0016188	XP_045661593.1	XP_003760318.2
OG0016189	XP_045645026.1	XP_031802249.1
OG0016190	XP_045645015.1	XP_031802241.1
OG0016191	XP_045644954.1	XP_031802186.1
OG0016192	XP_045666136.1	XP_003759752.3
OG0016193	XP_045666094.1	XP_003759750.1
OG0016194	XP_045666137.1	XP_003759746.1
OG0016195	XP_045666084.1	XP_003759744.2
OG0016196	XP_045661987.1	XP_031802809.1
OG0016197	XP_045661921.1	XP_012397171.2
OG0016198	XP_045661907.1	XP_003760298.1
OG0016199	XP_045626720.1	XP_031807955.1
OG0016200	XP_045666722.1	XP_031811187.1
OG0016201	XP_045651257.1	XP_031812658.1
OG0016202	XP_045671713.1	XP_003756012.3
OG0016203	XP_045671782.1	XP_031807894.1
OG0016204	XP_045671935.1	XP_023356040.1
OG0016205	XP_045672035.1	XP_031807927.1
OG0016206	XP_045672172.1	XP_031807935.1
OG0016207	XP_045626666.1	XP_003756041.2
OG0016208	XP_045626896.1	XP_031807964.1
OG0016209	XP_045628434.1	XP_031807982.1
OG0016210	XP_045627121.1	XP_031807985.1
OG0016211	XP_045671529.1	XP_031805143.1
OG0016212	XP_045627316.1	XP_031808007.1
OG0016213	XP_045671541.1	XP_003756096.1
OG0016214	XP_045671555.1	XP_023356476.2
OG0016215	XP_045628229.1	XP_003756111.2
OG0016216	XP_045628108.1	XP_003756107.1
OG0016217	XP_045628250.1	XP_031808079.1
OG0016218	XP_045668222.1	XP_031808107.1
OG0016219	XP_045668100.1	XP_031811008.1
OG0016221	XP_045668105.1	XP_031811039.1
OG0016222	XP_045646084.1	XP_003755766.1
OG0016223	XP_045666737.1	XP_031811267.1
OG0016224	XP_045666616.1	XP_031811227.1
OG0016225	XP_045666570.1	XP_031811219.1
OG0016227	XP_045666685.1	XP_031811157.1
OG0016228	XP_045651224.1	XP_031812209.1
OG0016229	XP_045651260.1	XP_003755018.1
OG0016230	XP_045651259.1	XP_003759239.1
OG0016231	XP_045666613.1	XP_031811236.1
OG0016232	XP_045641641.1	XP_003763426.1
OG0016233	XP_045641455.1	XP_003766645.1
OG0016234	XP_045641400.1	XP_031815025.1
OG0016235	XP_045641398.1	XP_003766774.1
OG0016236	XP_045641436.1	XP_031815109.1
OG0016238	XP_045641459.1	XP_031815150.1
OG0016239	XP_045641479.1	XP_023354668.1
OG0016240	XP_045641498.1	XP_031815206.1
OG0016241	XP_045641506.1	XP_031815184.1
OG0016242	XP_045630110.1	XP_003763427.1
OG0016244	XP_045632934.1	XP_031824164.1
OG0016245	XP_045641433.1	XP_012399798.1
OG0016246	XP_045654603.1	XP_003773042.1
OG0016247	XP_045655103.1	XP_003773038.1
OG0016248	XP_045655108.1	XP_031797678.1
OG0016249	XP_045655147.1	XP_003774361.1
OG0016250	XP_045655187.1	XP_031797522.1
OG0016252	XP_045647005.1	XP_031797617.1
OG0016253	XP_045646116.1	XP_031798316.1
OG0016254	XP_045655026.1	XP_003772825.2
OG0016255	XP_045641593.1	XP_003763575.1
OG0016256	XP_045641560.1	XP_031815496.1
OG0016257	XP_045641216.1	XP_003763614.1
OG0016258	XP_045641190.1	XP_023354752.1
OG0016259	XP_045641044.1	XP_023354813.1
OG0016261	XP_045668569.1	XP_031799548.1
OG0016263	XP_045668513.1	XP_031824551.1
OG0016265	XP_045668471.1	XP_031819422.1
OG0016266	XP_045667218.1	XP_031819541.1
OG0016267	XP_045669478.1	XP_003766246.1
OG0016268	XP_045667221.1	XP_023356666.1
OG0016269	XP_045643086.1	XP_031808173.1
OG0016270	XP_045651905.1	XP_031801974.1
OG0016271	XP_045651884.1	XP_003759662.2
OG0016272	XP_045663962.1	XP_023351669.2
OG0016273	XP_045663971.1	XP_031801942.1
OG0016274	XP_045644667.1	XP_023356481.1
OG0016275	XP_045632596.1	XP_031823978.1
OG0016276	XP_045632620.1	XP_031823961.1
OG0016277	XP_045632633.1	XP_031823974.1
OG0016278	XP_045632574.1	XP_031823939.1
OG0016280	XP_045667214.1	XP_023356640.1
OG0016281	XP_045667190.1	XP_031813302.1
OG0016282	XP_045667189.1	XP_031813288.1
OG0016283	XP_045667198.1	XP_031813274.1
OG0016284	XP_045667440.1	XP_003766238.1
OG0016285	XP_045644553.1	XP_023356588.1
OG0016286	XP_045644568.1	XP_031813491.1
OG0016287	XP_045644577.1	XP_031813500.1
OG0016288	XP_045667598.1	XP_003760278.3
OG0016289	XP_045667649.1	XP_031802808.1
OG0016290	XP_045667552.1	XP_031802806.1
OG0016291	XP_045667490.1	XP_031802740.1
OG0016292	XP_045667654.1	XP_031802738.1
OG0016293	XP_045667563.1	XP_031802714.1
OG0016294	XP_045667492.1	XP_031802708.1
OG0016295	XP_045667666.1	XP_023352098.2
OG0016296	XP_045667583.1	XP_031802671.1
OG0016297	XP_045667624.1	XP_003760195.1
OG0016298	XP_045667673.1	XP_031802668.1
OG0016300	XP_045667653.1	XP_031802771.1
OG0016301	XP_045639525.1	XP_003763920.1
OG0016302	XP_045639454.1	XP_003763943.1
OG0016303	XP_045639365.1	XP_003763991.1
OG0016304	XP_045639322.1	XP_031816322.1
OG0016305	XP_045637691.1	XP_003763921.4
OG0016306	XP_045639486.1	XP_003763928.1
OG0016307	XP_045636303.1	XP_031816374.1
OG0016308	XP_045635846.1	XP_031816325.1
OG0016309	XP_045635636.1	XP_012400277.1
OG0016310	XP_045662070.1	XP_003764041.3
OG0016311	XP_045662101.1	XP_003764031.1
OG0016312	XP_045662071.1	XP_003764068.1
OG0016313	XP_045662262.1	XP_003764087.1
OG0016314	XP_045662135.1	XP_031816272.1
OG0016315	XP_045662082.1	XP_003766038.2
OG0016316	XP_045633523.1	XP_031813896.1
OG0016317	XP_045662266.1	XP_003764088.2
OG0016318	XP_045662367.1	XP_031816090.1
OG0016319	XP_045662398.1	XP_003765922.1
OG0016320	XP_045662473.1	XP_031814180.1
OG0016321	XP_045662475.1	XP_031814174.1
OG0016322	XP_045662474.1	XP_003766056.1
OG0016323	XP_045662093.1	XP_031813984.1
OG0016324	XP_045662585.1	XP_031813973.1
OG0016325	XP_045662619.1	XP_031813962.1
OG0016326	XP_045662099.1	XP_003765995.1
OG0016327	XP_045662650.1	XP_031813939.1
OG0016328	XP_045633554.1	XP_031813897.1
OG0016329	XP_045633587.1	XP_031819550.1
OG0016330	XP_045662323.1	XP_003764102.1
OG0016331	XP_045639868.1	XP_012403465.1
OG0016332	XP_045643566.1	XP_003767625.2
OG0016333	XP_045665525.1	XP_031792916.1
OG0016334	XP_045665541.1	XP_003767740.2
OG0016335	XP_045665570.1	XP_031793237.1
OG0016336	XP_045665682.1	XP_003767772.1
OG0016337	XP_045665621.1	XP_012403082.1
OG0016338	XP_045665629.1	XP_012403083.3
OG0016339	XP_045665632.1	XP_003767436.1
OG0016340	XP_045665679.1	XP_003767411.1
OG0016341	XP_045640241.1	XP_012404945.1
OG0016342	XP_045640524.1	XP_003767924.2
OG0016343	XP_045665539.1	XP_031824274.1, XP_012403078.1
OG0016345	XP_045634945.1	XP_003775008.1
OG0016346	XP_045657255.1	XP_031800291.1
OG0016348	XP_045661088.1	XP_023362820.1
OG0016349	XP_045643408.1	XP_031800379.1
OG0016352	XP_045660193.1	XP_003774852.1
OG0016353	XP_045646376.1	XP_031800513.1
OG0016355	XP_045669630.1, XP_045634874.1	XP_031814868.1
OG0016356	XP_045660010.1	XP_003765593.1
OG0016357	XP_045633980.1	XP_031814793.1
OG0016358	XP_045660947.1	XP_031815353.1
OG0016359	XP_045634862.1	XP_031815318.1
OG0016360	XP_045646424.1	XP_031815298.1
OG0016361	XP_045656669.1	XP_003763506.1
OG0016362	XP_045656673.1	XP_031815237.1
OG0016364	XP_045651423.1	XP_031800666.1
OG0016365	XP_045660911.1	XP_031800174.1
OG0016366	XP_045655320.1	XP_031800158.1
OG0016367	XP_045649848.1	XP_031800938.1
OG0016368	XP_045649860.1	XP_031801028.1
OG0016369	XP_045651409.1	XP_031800269.1
OG0016372	XP_045644729.1	XP_031800420.1
OG0016374	XP_045659577.1	XP_031800669.1
OG0016376	XP_045659568.1	XP_003775076.1
OG0016377	XP_045645429.1	XP_023351028.1
OG0016378	XP_045635377.1	XP_031800183.1
OG0016381	XP_045656663.1	XP_031801130.1
OG0016382	XP_045642236.1	XP_003774718.1
OG0016383	XP_045642745.1	XP_031801032.1
OG0016384	XP_045649798.1	XP_003774835.1
OG0016387	XP_045661056.1	XP_003774868.1
OG0016388	XP_045661062.1	XP_031800392.1
OG0016389	XP_045658386.1	XP_031800221.1
OG0016392	XP_045646665.1	XP_003774701.2
OG0016394	XP_045631574.1	XP_003775015.1
OG0016395	XP_045644451.1	XP_003774801.1
OG0016396	XP_045661447.1	XP_012404799.2
OG0016397	XP_045635282.1	XP_031799021.1
OG0016398	XP_045661504.1	XP_031820424.1
OG0016401	XP_045645586.1	XP_031798990.1
OG0016402	XP_045665820.1	XP_012396573.1
OG0016403	XP_045640708.1	XP_003770806.2, XP_031801725.1
OG0016404	XP_045640255.1	XP_003761752.2
OG0016405	XP_045670064.1	XP_003768465.1
OG0016406	XP_045637076.1	XP_031794111.1
OG0016407	XP_045664848.1	XP_023351254.1
OG0016408	XP_045634236.1	XP_003761323.1
OG0016410	XP_045636897.1	XP_003761346.1
OG0016411	XP_045645297.1	XP_012401272.3
OG0016412	XP_045655025.1	XP_003772829.1
OG0016413	XP_045637352.1	XP_031794073.1
OG0016414	XP_045640574.1	XP_003767917.1
OG0016416	XP_045669259.1	XP_031797772.1
OG0016417	XP_045644372.1	XP_012395405.2
OG0016418	XP_045635397.1	XP_031823606.1, XP_031823605.1
OG0016419	XP_045645368.1	XP_012401266.2
OG0016420	XP_045652205.1	XP_031800967.1
OG0016422	XP_045656857.1	XP_003772695.2
OG0016423	XP_045647322.1	XP_031804711.1
OG0016425	XP_045635435.1	XP_031795755.1
OG0016427	XP_045631252.1	XP_012402042.1
OG0016428	XP_045633807.1	XP_012405581.1
OG0016429	XP_045642723.1	XP_012408482.1
OG0016430	XP_045631759.1	XP_031800419.1
OG0016432	XP_045639234.1	XP_003767876.1
OG0016433	XP_045638542.1	XP_031817965.1
OG0016434	XP_045644784.1	XP_031822020.1
OG0016442	XP_045643062.1	XP_031799520.1
OG0016453	XP_045634691.1	XP_003762808.1
OG0016455	XP_045662891.1	XP_003769361.1
OG0016458	XP_045643848.1	XP_003767652.1
OG0016459	XP_045650688.1	XP_003756539.3
OG0016460	XP_045668910.1	XP_012406292.1
OG0016461	XP_045643550.1	XP_031793045.1
OG0016464	XP_045656734.1	XP_031793682.1
OG0016466	XP_045648747.1	XP_003771591.1
OG0016468	XP_045660322.1	XP_031803704.1
OG0016469	XP_045654608.1	XP_003774541.2
OG0016470	XP_045657813.1	XP_003767370.2
OG0016471	XP_045648499.1	XP_031795023.1
OG0016472	XP_045664427.1	XP_012395140.1
OG0016474	XP_045668686.1	XP_031813635.1
OG0016477	XP_045644916.1	XP_031801062.1
OG0016479	XP_045628731.1	XP_031806024.1
OG0016480	XP_045665138.1	XP_003767172.1
OG0016481	XP_045658082.1	XP_003767325.1
OG0016482	XP_045641993.1	XP_003761639.1
OG0016487	XP_045640610.1	XP_031824681.1
OG0016488	XP_045640558.1	XP_003767937.1
OG0016491	XP_045649572.1	XP_003771766.1
OG0016492	XP_045642472.1	XP_003774021.1
OG0016494	XP_045653512.1	XP_012402304.2, XP_003764402.3
OG0016495	XP_045638796.1	XP_003764867.1
OG0016496	XP_045638799.1	XP_003764829.1
OG0016498	XP_045642978.1	XP_003773912.1, XP_003773914.1
OG0016502	XP_045632176.1	XP_023359104.1
OG0016503	XP_045631140.1	XP_012402365.1
OG0016506	XP_045641575.1	XP_031818981.1
OG0016508	XP_045646312.1	XP_031801762.1
OG0016509	XP_045654372.1	XP_003769438.1
OG0016510	XP_045654378.1	XP_003769432.1
OG0016512	XP_045628455.1	XP_031800179.1
OG0016514	XP_045628409.1	XP_012398803.2
OG0016519	XP_045631045.1	XP_031819157.1
OG0016520	XP_045631147.1	XP_031817696.1
OG0016521	XP_045631027.1, XP_045631028.1	XP_031819953.1
OG0016522	XP_045628171.1	XP_031819294.1
OG0016524	XP_045669087.1	XP_031817521.1
OG0016526	XP_045641577.1	XP_023355746.1
OG0016529	XP_045652131.1	XP_003757234.1
OG0016531	XP_045638491.1	XP_031818576.1
OG0016532	XP_045642836.1	XP_031795715.1
OG0016535	XP_045650445.1	XP_003756665.1
OG0016536	XP_045650431.1	XP_031809271.1
OG0016537	XP_045650296.1	XP_003759411.1
OG0016538	XP_045650278.1	XP_031821106.1
OG0016540	XP_045650995.1	XP_031804328.1
OG0016541	XP_045662678.1	XP_003757266.1
OG0016543	XP_045637942.1	XP_031818600.1
OG0016544	XP_045630656.1	XP_023355703.1
OG0016546	XP_045669111.1	XP_031811514.1
OG0016547	XP_045630714.1	XP_031799403.1
OG0016548	XP_045627321.1	XP_012407786.2
OG0016549	XP_045633246.1	XP_023354390.2
OG0016550	XP_045652363.1	XP_003759467.1
OG0016551	XP_045651368.1	XP_031811380.1
OG0016552	XP_045660423.1	XP_012397804.1
OG0016553	XP_045627366.1	XP_031798564.1
OG0016554	XP_045627279.1	XP_031798456.1
OG0016555	XP_045630753.1	XP_023361987.1
OG0016556	XP_045658287.1	XP_003767844.1
OG0016557	XP_045639441.1	XP_003767883.4
OG0016558	XP_045639185.1	XP_023350391.1
OG0016560	XP_045671261.1	XP_031820853.1
OG0016561	XP_045665936.1	XP_012395055.2
OG0016562	XP_045653499.1	XP_003764149.1
OG0016565	XP_045657329.1	XP_031824242.1
OG0016567	XP_045653561.1	XP_031817088.1
OG0016568	XP_045653747.1	XP_003764279.2
OG0016570	XP_045653301.1	XP_012404159.1
OG0016571	XP_045658108.1	XP_031824838.1
OG0016572	XP_045654148.1	XP_031817441.1
OG0016573	XP_045659341.1	XP_031818933.1
OG0016575	XP_045659380.1	XP_023354580.1
OG0016577	XP_045628669.1	XP_031805974.1
OG0016578	XP_045628611.1	XP_031805091.1
OG0016579	XP_045628749.1	XP_003758519.2
OG0016581	XP_045666257.1	XP_031805875.1
OG0016582	XP_045670890.1	XP_023350826.2
OG0016583	XP_045628601.1	XP_012395832.1
OG0016584	XP_045629826.1	XP_003768892.1
OG0016585	XP_045642053.1	XP_031823757.1
OG0016586	XP_045642069.1	XP_031823754.1
OG0016587	XP_045642101.1	XP_031823767.1
OG0016588	XP_045642147.1	XP_031823806.1
OG0016590	XP_045629766.1	XP_012404266.1
OG0016592	XP_045629881.1	XP_031801491.1
OG0016593	XP_045669266.1	XP_031801429.1
OG0016595	XP_045641999.1	XP_003761640.1
OG0016596	XP_045632369.1	XP_012398230.1
OG0016598	XP_045640226.1, XP_045640225.1	XP_031801064.1
OG0016599	XP_045640737.1	XP_031801694.1
OG0016601	XP_045640740.1	XP_031801678.1
OG0016602	XP_045640734.1	XP_031801632.1
OG0016603	XP_045658243.1	XP_003769794.1
OG0016604	XP_045643657.1	XP_003767610.1
OG0016607	XP_045643630.1	XP_003767616.1
OG0016608	XP_045643818.1	XP_031793198.1
OG0016609	XP_045667274.1	XP_031792795.1
OG0016611	XP_045651594.1, XP_045651918.1	XP_012403392.1
OG0016612	XP_045637890.1	XP_003760036.2
OG0016613	XP_045637775.1	XP_031802420.1
OG0016614	XP_045637757.1	XP_031802481.1
OG0016615	XP_045671084.1	XP_003760114.1
OG0016616	XP_045671109.1	XP_023352017.1
OG0016617	XP_045658552.1	XP_003756167.1
OG0016620	XP_045648809.1	XP_003771561.1
OG0016623	XP_045663873.1	XP_031808464.1
OG0016624	XP_045663707.1	XP_031808320.1
OG0016626	XP_045671739.1	XP_003756623.1
OG0016627	XP_045631355.1	XP_031809106.1
OG0016628	XP_045632154.1	XP_003756553.1
OG0016629	XP_045666293.1	XP_012396455.2
OG0016630	XP_045669638.1, XP_045669642.1, XP_045669637.1	XP_003758837.1
OG0016631	XP_045647131.1	XP_031805382.1
OG0016632	XP_045670039.1	XP_003768452.4
OG0016633	XP_045637581.1	XP_003768277.1
OG0016634	XP_045637598.1	XP_031822111.1
OG0016635	XP_045627215.1	XP_031810652.1
OG0016637	XP_045630926.1	XP_023358408.2
OG0016638	XP_045630877.1	XP_031821509.1
OG0016639	XP_045630977.1	XP_031821480.1
OG0016640	XP_045670272.1	XP_003768689.1
OG0016641	XP_045670004.1	XP_031821451.1
OG0016643	XP_045670277.1	XP_031821725.1
OG0016644	XP_045670069.1	XP_031821759.1
OG0016646	XP_045637614.1, XP_045637613.1	XP_031822145.1, XP_031822146.1
OG0016647	XP_045637616.1	XP_012403731.2
OG0016648	XP_045669766.1	XP_003768385.1
OG0016649	XP_045669750.1	XP_003768383.1
OG0016650	XP_045629452.1	XP_012405214.2
OG0016652	XP_045629125.1	XP_031823578.1
OG0016653	XP_045629258.1	XP_031823620.1
OG0016654	XP_045659675.1	XP_012395072.1, XP_031807772.1
OG0016655	XP_045659676.1	XP_012409527.2
OG0016656	XP_045659727.1	XP_031805137.1
OG0016658	XP_045659738.1	XP_031810791.1
OG0016659	XP_045659637.1	XP_031810810.1
OG0016660	XP_045626952.1, XP_045626953.1	XP_031805314.1
OG0016661	XP_045626976.1	XP_003757363.1
OG0016663	XP_045670171.1	XP_031821408.1
OG0016664	XP_045645718.1	XP_003772324.1
OG0016665	XP_045636019.1	XP_031794364.1
OG0016667	XP_045667097.1	XP_012407297.2
OG0016668	XP_045671451.1	XP_031796828.1
OG0016669	XP_045671452.1	XP_031796880.1
OG0016670	XP_045635458.1	XP_031793759.1
OG0016671	XP_045635876.1	XP_031796741.1
OG0016673	XP_045627734.1	XP_012401666.2
OG0016674	XP_045627704.1	XP_031815000.1
OG0016675	XP_045627625.1	XP_031807349.1
OG0016676	XP_045644338.1	XP_031806283.1
OG0016677	XP_045635496.1	XP_031795988.1
OG0016680	XP_045650727.1	XP_031808950.1
OG0016684	XP_045636763.1	XP_031801239.1
OG0016685	XP_045636705.1	XP_031792669.1
OG0016686	XP_045636304.1	XP_031825225.1
OG0016687	XP_045655739.1	XP_031825138.1
OG0016688	XP_045656487.1	XP_012404326.3
OG0016690	XP_045628001.1	XP_012404445.2
OG0016694	XP_045651596.1	XP_003768977.1
OG0016695	XP_045627995.1	XP_003769039.4
OG0016697	XP_045660802.1	XP_031820541.1
OG0016699	XP_045633269.1	XP_031803293.1
OG0016700	XP_045633307.1	XP_012397421.1
OG0016701	XP_045633385.1	XP_003760586.1
OG0016702	XP_045659909.1	XP_031803155.1
OG0016703	XP_045633188.1	XP_031803184.1
OG0016704	XP_045633332.1	XP_031803505.1
OG0016705	XP_045633378.1	XP_031803238.1
OG0016706	XP_045660384.1	XP_031812646.1
OG0016708	XP_045671887.1	XP_023361760.1
OG0016710	XP_045649608.1	XP_031794462.1
OG0016712	XP_045649598.1	XP_031808890.1
OG0016714	XP_045638354.1	XP_031818047.1
OG0016715	XP_045644501.1	XP_012399711.2
OG0016716	XP_045655510.1	XP_023359879.1
