Orthogroup	Ursus_americanus	Ictidomys_tridecemlineatus
OG0013461	XP_045631555.1	XP_005333524.1
OG0013462	XP_045631546.1	XP_005333624.1
OG0013463	XP_045631425.1	XP_040140080.1
OG0013464	XP_045631754.1	XP_013217508.1
OG0013465	XP_045631624.1	XP_013217487.2
OG0013466	XP_045656651.1	XP_040140124.1
OG0013467	XP_045649692.1	XP_005331531.1
OG0013468	XP_045649701.1	XP_005331536.1
OG0013469	XP_045649708.1	XP_005331547.1
OG0013470	XP_045649717.1, XP_045649716.1	XP_005331537.1
OG0013471	XP_045649727.1	XP_005331555.1
OG0013472	XP_045642791.1	XP_040140160.1
OG0013473	XP_045642753.1	XP_005331584.1
OG0013474	XP_045642742.1	XP_005331591.1
OG0013475	XP_045664476.1	XP_005327482.1
OG0013476	XP_045642443.1	XP_005342622.1
OG0013477	XP_045642806.1	XP_005330130.1
OG0013479	XP_045631814.1	XP_005333393.1
OG0013480	XP_045650468.1	XP_013215024.1
OG0013481	XP_045654896.1	XP_021583588.1
OG0013482	XP_045633688.1	XP_040149327.1
OG0013483	XP_045660021.1	XP_021579995.1
OG0013484	XP_045654888.1	XP_005327642.1
OG0013485	XP_045654897.1	XP_005327625.1
OG0013486	XP_045654904.1	XP_005327629.1
OG0013487	XP_045654960.1	XP_005335557.1
OG0013488	XP_045654975.1	XP_040149248.1
OG0013489	XP_045654978.1	XP_021589071.2
OG0013490	XP_045654976.1	XP_005335560.1
OG0013491	XP_045654980.1	XP_005336578.1
OG0013492	XP_045654988.1	XP_040148843.1
OG0013493	XP_045654997.1	XP_013218891.2
OG0013494	XP_045655006.1	XP_013218898.2
OG0013495	XP_045655007.1	XP_005336566.1
OG0013496	XP_045655008.1	XP_013218889.1
OG0013497	XP_045655017.1	XP_021589708.1
OG0013498	XP_045633619.1	XP_005315920.1
OG0013499	XP_045633676.1	XP_040150133.1
OG0013500	XP_045633633.1	XP_021577463.1
OG0013501	XP_045660022.1	XP_005315990.1
OG0013502	XP_045639587.1	XP_005315906.2
OG0013503	XP_045638925.1	XP_021576991.1
OG0013504	XP_045638971.1	XP_021577052.1
OG0013505	XP_045638817.1	XP_005315897.1
OG0013506	XP_045639262.1	XP_021576200.1
OG0013507	XP_045638191.1	XP_021591656.1
OG0013508	XP_045638071.1	XP_005315869.1
OG0013509	XP_045637820.1	XP_040150249.1
OG0013510	XP_045654927.1	XP_005340186.1
OG0013511	XP_045664201.1	XP_040145764.1
OG0013512	XP_045661237.1, XP_045663485.1	XP_005335380.1
OG0013513	XP_045663204.1	XP_005327033.1
OG0013514	XP_045634638.1	XP_040146910.1
OG0013515	XP_045667972.1	XP_021589494.2
OG0013516	XP_045630365.1	XP_021589523.1, XP_021589524.1
OG0013517	XP_045630348.1	XP_040147125.1
OG0013518	XP_045656058.1	XP_005332060.1
OG0013519	XP_045656061.1	XP_005332058.1
OG0013520	XP_045660778.1	XP_013216904.1
OG0013521	XP_045663279.1	XP_021586663.1
OG0013522	XP_045663091.1	XP_040125660.1
OG0013523	XP_045634671.1	XP_005333166.1
OG0013524	XP_045632703.1	XP_005332295.1
OG0013526	XP_045668258.1	XP_021576794.2
OG0013527	XP_045668302.1	XP_021576795.2
OG0013528	XP_045668233.1	XP_040147552.1
OG0013529	XP_045668316.1	XP_040147511.1
OG0013530	XP_045668252.1	XP_021575973.1
OG0013531	XP_045668427.1	XP_040147233.1
OG0013532	XP_045668429.1	XP_040147075.1
OG0013533	XP_045668352.1	XP_040147408.1
OG0013534	XP_045668422.1	XP_005333837.1
OG0013535	XP_045668280.1	XP_040147384.1
OG0013536	XP_045668446.1	XP_040146985.1
OG0013537	XP_045664195.1	XP_040146828.1
OG0013538	XP_045664190.1	XP_005333860.1
OG0013539	XP_045664160.1	XP_013217645.1
OG0013540	XP_045664132.1	XP_005333889.1
OG0013541	XP_045664100.1	XP_040146255.1
OG0013542	XP_045664081.1	XP_005331021.1
OG0013543	XP_045664052.1	XP_040147256.1
OG0013544	XP_045664050.1	XP_005333949.2
OG0013545	XP_045664020.1	XP_005333945.2
OG0013546	XP_045663100.1	XP_040145533.1
OG0013547	XP_045663475.1, XP_045669521.1	XP_040145530.1
OG0013548	XP_045663362.1	XP_040145721.1
OG0013549	XP_045663345.1	XP_005317281.1
OG0013550	XP_045663089.1	XP_021586837.1
OG0013551	XP_045663256.1	XP_021586615.1
OG0013552	XP_045663254.1	XP_005317236.1
OG0013553	XP_045663506.1	XP_005317234.1
OG0013554	XP_045663093.1	XP_005327025.1
OG0013555	XP_045663163.1	XP_040125684.1
OG0013557	XP_045663147.1	XP_021583177.1
OG0013558	XP_045663114.1	XP_013214813.1
OG0013559	XP_045634720.1	XP_005326950.1
OG0013560	XP_045634733.1	XP_021583118.1
OG0013561	XP_045634655.1	XP_005326941.1
OG0013562	XP_045634470.1	XP_013214918.1
OG0013563	XP_045634456.1	XP_005332996.1
OG0013564	XP_045634833.1	XP_040146114.1
OG0013565	XP_045634301.1	XP_040146104.1, XP_040127509.1
OG0013566	XP_045634303.1	XP_005332987.1
OG0013567	XP_045634814.1	XP_005332984.1
OG0013569	XP_045634654.1	XP_040145996.1
OG0013570	XP_045634629.1	XP_005337956.2
OG0013571	XP_045634630.1	XP_021590723.1
OG0013572	XP_045634586.1	XP_040146025.1
OG0013573	XP_045634322.1	XP_013217309.1
OG0013574	XP_045634559.1	XP_005333144.1
OG0013575	XP_045634769.1	XP_040146160.1
OG0013576	XP_045634321.1	XP_005333008.1
OG0013577	XP_045634398.1	XP_005333011.1
OG0013578	XP_045634620.1	XP_040146195.1
OG0013579	XP_045634698.1	XP_021587089.2
OG0013580	XP_045634382.1	XP_040146206.1
OG0013581	XP_045634567.1	XP_040146907.1
OG0013582	XP_045634738.1	XP_040146231.1
OG0013583	XP_045634709.1	XP_005333083.2
OG0013584	XP_045634775.1	XP_040146914.1
OG0013585	XP_045634419.1	XP_040146239.1
OG0013586	XP_045634804.1	XP_021587210.1
OG0013587	XP_045634532.1	XP_005333119.1
OG0013588	XP_045634557.1	XP_005333121.1
OG0013589	XP_045667938.1	XP_005336314.1
OG0013590	XP_045667944.1	XP_005336317.1
OG0013591	XP_045667914.1	XP_021589590.1
OG0013592	XP_045667965.1	XP_040146308.1
OG0013593	XP_045630459.1	XP_021589573.2
OG0013594	XP_045630577.1	XP_005336266.1
OG0013595	XP_045630540.1	XP_005336267.1
OG0013596	XP_045630451.1	XP_005336253.3
OG0013597	XP_045630452.1	XP_005336251.1
OG0013598	XP_045630500.1	XP_013218751.1
OG0013599	XP_045630504.1	XP_005336225.1
OG0013600	XP_045630558.1	XP_013218698.1
OG0013601	XP_045630499.1	XP_005336212.1
OG0013602	XP_045630582.1	XP_021589538.1
OG0013603	XP_045630603.1	XP_013218785.1
OG0013604	XP_045630512.1	XP_005336188.1
OG0013605	XP_045630340.1	XP_005336177.1
OG0013606	XP_045630315.1, XP_045630222.1	XP_021589512.1
OG0013607	XP_045630366.1	XP_040146496.1
OG0013608	XP_045630242.1	XP_013216929.1
OG0013609	XP_045630214.1	XP_005332158.1
OG0013610	XP_045630247.1	XP_040146482.1
OG0013611	XP_045630251.1	XP_005332169.1
OG0013612	XP_045630391.1	XP_005332200.1
OG0013613	XP_045630271.1	XP_005332201.1
OG0013614	XP_045630289.1	XP_005332207.1, XP_005332208.1
OG0013616	XP_045630307.1	XP_040146951.1
OG0013617	XP_045630418.1, XP_045630419.1	XP_021586653.1
OG0013618	XP_045632678.1	XP_040146502.1
OG0013619	XP_045632687.1	XP_040146564.1
OG0013620	XP_045632658.1	XP_005332124.1
OG0013621	XP_045660284.1	XP_005332112.1
OG0013622	XP_045660286.1	XP_040146588.1
OG0013623	XP_045660289.1	XP_005332110.1
OG0013624	XP_045660304.1	XP_005332103.3
OG0013625	XP_045660306.1	XP_005332275.2
OG0013626	XP_045660311.1	XP_040146610.1
OG0013627	XP_045660326.1	XP_005332094.3
OG0013628	XP_045660327.1	XP_005332093.1
OG0013629	XP_045660367.1	XP_013216850.1
OG0013630	XP_045656060.1	XP_021586532.1
OG0013631	XP_045656059.1	XP_005332254.1
OG0013632	XP_045656080.1	XP_005332044.1
OG0013633	XP_045656081.1	XP_005332043.2
OG0013634	XP_045656095.1	XP_005332033.1
OG0013635	XP_045656013.1	XP_040146670.1
OG0013636	XP_045656138.1	XP_021586672.1
OG0013637	XP_045656146.1	XP_005332026.1
OG0013639	XP_045656198.1	XP_005332006.1
OG0013640	XP_045656213.1	XP_040146735.1
OG0013641	XP_045656216.1	XP_005331997.1
OG0013642	XP_045656239.1	XP_021586468.1
OG0013643	XP_045660877.1	XP_005332226.1
OG0013644	XP_045664633.1	XP_021583981.1
OG0013646	XP_045646784.1	XP_005329181.1
OG0013647	XP_045646761.1	XP_005338085.1
OG0013648	XP_045646758.1	XP_005338086.1
OG0013649	XP_045646741.1	XP_021590139.1
OG0013650	XP_045646714.1	XP_005337251.1
OG0013651	XP_045671547.1	XP_005339266.1
OG0013652	XP_045671590.1	XP_021580837.1
OG0013653	XP_045671589.1	XP_005323315.2
OG0013654	XP_045672106.1	XP_005323276.1
OG0013655	XP_045672164.1	XP_021580773.1
OG0013656	XP_045672284.1	XP_005323263.1
OG0013657	XP_045672147.1	XP_021580771.1
OG0013658	XP_045672168.1	XP_040140869.1
OG0013659	XP_045672275.1	XP_040140865.1
OG0013660	XP_045638738.1	XP_005323204.1
OG0013661	XP_045639028.1	XP_005341153.1
OG0013662	XP_045639036.1	XP_013221035.1
OG0013663	XP_045639024.1	XP_005341165.1
OG0013664	XP_045638977.1	XP_005341170.1
OG0013665	XP_045639077.1	XP_021576391.1
OG0013666	XP_045639016.1	XP_040140765.1
OG0013667	XP_045659796.1	XP_040140719.1
OG0013668	XP_045659820.1	XP_005326875.1
OG0013669	XP_045659826.1	XP_040140706.1
OG0013670	XP_045644797.1	XP_040140695.1
OG0013671	XP_045644800.1	XP_005326869.1
OG0013672	XP_045644802.1	XP_005326867.1
OG0013673	XP_045644803.1	XP_040139677.1
OG0013674	XP_045644827.1	XP_005326862.1
OG0013676	XP_045664589.1	XP_005326794.1
OG0013677	XP_045664568.1	XP_005336012.1
OG0013678	XP_045664566.1	XP_005336016.1
OG0013679	XP_045664556.1	XP_040139668.1
OG0013681	XP_045642484.1	XP_005331701.1
OG0013682	XP_045646790.1	XP_013219157.2
OG0013683	XP_045638845.1	XP_005323168.1
OG0013684	XP_045667059.1	XP_013213812.1
OG0013685	XP_045667027.1	XP_040137617.1
OG0013686	XP_045668749.1	XP_040137641.1
OG0013687	XP_045652828.1	XP_021585446.2
OG0013688	XP_045652816.1	XP_013216190.1
OG0013689	XP_045652767.1	XP_013216182.1
OG0013690	XP_045652763.1	XP_005330249.1
OG0013691	XP_045652701.1	XP_040137839.1
OG0013692	XP_045652678.1	XP_040137434.1
OG0013693	XP_045652734.1	XP_005340421.1
OG0013694	XP_045652731.1	XP_005340417.1
OG0013695	XP_045666876.1	XP_005339726.1
OG0013696	XP_045667081.1	XP_013220359.2
OG0013697	XP_045666906.1	XP_040137835.1
OG0013698	XP_045667061.1	XP_005336837.1
OG0013699	XP_045666924.1, XP_045641618.1	XP_040137382.1
OG0013700	XP_045667025.1	XP_040137381.1
OG0013701	XP_045666903.1	XP_021581753.2
OG0013702	XP_045666911.1	XP_013213821.1
OG0013703	XP_045667043.1	XP_040137296.1
OG0013704	XP_045666948.1	XP_005317102.1
OG0013705	XP_045667047.1	XP_005317090.1
OG0013706	XP_045666942.1	XP_021585534.1
OG0013707	XP_045666969.1	XP_005317077.1
OG0013708	XP_045668723.1	XP_005317067.1
OG0013709	XP_045668718.1	XP_005317063.1
OG0013710	XP_045628938.1	XP_005317051.1
OG0013711	XP_045628956.1	XP_040137649.1
OG0013712	XP_045628896.1	XP_005317030.1
OG0013713	XP_045628944.1	XP_005317025.1
OG0013714	XP_045628942.1	XP_013215969.1
OG0013715	XP_045654088.1	XP_005317456.1
OG0013716	XP_045626889.1	XP_005334647.1
OG0013717	XP_045626890.1	XP_021588404.2
OG0013718	XP_045654260.1	XP_005317383.1
OG0013719	XP_045654092.1	XP_005317379.1
OG0013720	XP_045654250.1	XP_005317395.1
OG0013721	XP_045654233.1	XP_005317403.1
OG0013722	XP_045654206.1	XP_005317408.1
OG0013723	XP_045654205.1	XP_021587858.1
OG0013724	XP_045654204.1	XP_005317487.1
OG0013725	XP_045654199.1	XP_040145942.1
OG0013726	XP_045654195.1	XP_040145945.1
OG0013727	XP_045654158.1	XP_040145965.1
OG0013728	XP_045654156.1	XP_005317492.1
OG0013729	XP_045654146.1	XP_005317457.1
OG0013730	XP_045654097.1	XP_005337983.1
OG0013731	XP_045632063.1	XP_021587487.1
OG0013732	XP_045632079.1, XP_045632078.1	XP_005317372.1
OG0013734	XP_045632341.1	XP_005317370.1
OG0013735	XP_045630428.1	XP_040145841.1
OG0013736	XP_045662200.1	XP_040126928.1
OG0013738	XP_045647620.1	XP_040145779.1
OG0013739	XP_045647887.1	XP_005317479.2
OG0013740	XP_045647631.1	XP_005317310.1
OG0013741	XP_045647685.1	XP_005327054.1
OG0013742	XP_045647688.1	XP_005327055.1
OG0013743	XP_045647890.1	XP_005327056.2
OG0013744	XP_045647892.1	XP_040126488.1
OG0013745	XP_045647717.1	XP_040126489.1
OG0013746	XP_045647726.1	XP_005327070.1
OG0013747	XP_045647741.1	XP_005327080.1
OG0013748	XP_045647774.1	XP_040125761.1
OG0013749	XP_045647781.1	XP_005327102.1
OG0013750	XP_045647786.1	XP_005327103.1
OG0013751	XP_045647800.1	XP_040125785.1
OG0013752	XP_045647912.1	XP_005328081.1
OG0013753	XP_045647857.1	NP_001269199.1
OG0013754	XP_045647862.1	XP_021583959.1
OG0013755	XP_045647859.1	XP_005328130.3
OG0013756	XP_045647883.1	XP_021583975.1
OG0013757	XP_045669344.1	XP_013215309.1
OG0013758	XP_045668865.1	XP_005325770.1
OG0013759	XP_045668851.1	XP_005325769.1
OG0013760	XP_045668724.1	XP_005339962.1
OG0013761	XP_045668698.1	XP_005339964.1
OG0013762	XP_045667041.1	XP_040125936.1
OG0013763	XP_045668507.1	XP_040125919.1
OG0013764	XP_045667936.1	XP_013214252.2
OG0013765	XP_045667911.1	XP_005325756.1
OG0013766	XP_045667723.1	XP_005325764.1
OG0013767	XP_045654232.1, XP_045654231.1	XP_021588364.2
OG0013768	XP_045666280.1	XP_005320545.1
OG0013769	XP_045660457.1	XP_005329898.1
OG0013770	XP_045632742.1	XP_005334662.1
OG0013771	XP_045632731.1	XP_005334667.1
OG0013772	XP_045661681.1	XP_005320482.1
OG0013773	XP_045665714.1, XP_045665725.1	XP_005320490.2
OG0013774	XP_045661676.1	XP_013211880.2
OG0013775	XP_045665287.1	XP_040132510.1
OG0013776	XP_045664733.1	XP_005343166.1
OG0013777	XP_045664721.1	XP_005320550.1
OG0013778	XP_045664328.1	XP_005320570.1
OG0013779	XP_045666155.1	XP_005320616.1
OG0013780	XP_045663595.1	XP_005320618.1
OG0013781	XP_045663500.1	XP_005320620.1
OG0013783	XP_045663344.1	XP_005320695.3
OG0013784	XP_045666066.1	XP_005320641.1
OG0013785	XP_045663092.1	XP_040132374.1
OG0013786	XP_045662884.1	XP_040131360.1
OG0013787	XP_045666039.1	XP_040131851.1
OG0013788	XP_045662720.1	XP_040131367.1
OG0013789	XP_045662667.1	XP_040130594.1
OG0013790	XP_045662639.1	XP_005329976.1
OG0013791	XP_045662265.1	XP_005329963.1
OG0013792	XP_045662252.1	XP_005329961.1
OG0013793	XP_045662056.1	XP_005329950.2
OG0013794	XP_045660514.1	XP_005329918.1
OG0013795	XP_045660517.1	XP_005329917.2
OG0013796	XP_045660456.1	XP_005329907.1
OG0013797	XP_045660559.1	XP_005329902.1
OG0013798	XP_045660573.1	XP_005329895.1
OG0013799	XP_045660574.1	XP_005329892.1
OG0013800	XP_045660580.1	XP_005329890.1
OG0013801	XP_045660464.1	XP_040130963.1
OG0013802	XP_045660675.1	XP_005325333.1
OG0013803	XP_045660678.1	XP_005325324.1
OG0013804	XP_045660743.1	XP_005325313.1
OG0013805	XP_045660747.1	XP_005325302.1
OG0013806	XP_045660713.1	XP_005325291.1
OG0013807	XP_045627517.1	XP_005325288.1
OG0013808	XP_045627483.1	XP_013214118.2
OG0013809	XP_045627496.1	XP_005325275.1
OG0013810	XP_045627495.1	XP_040131969.1
OG0013811	XP_045664400.1	XP_040130186.1
OG0013812	XP_045664377.1	XP_040131743.1
OG0013813	XP_045664421.1	XP_005327137.1
OG0013814	XP_045651133.1	XP_005325362.1
OG0013815	XP_045651221.1	XP_005325449.3
OG0013816	XP_045651264.1	XP_040131902.1
OG0013817	XP_045651000.1	XP_005325452.2
OG0013818	XP_045650973.1	XP_040129823.1
OG0013819	XP_045650843.1	XP_005325374.2
OG0013820	XP_045650529.1	XP_013214103.1
OG0013822	XP_045651443.1	XP_040131526.1
OG0013823	XP_045650515.1	XP_021582099.1
OG0013824	XP_045650367.1	XP_005325463.1
OG0013825	XP_045650253.1	XP_013214079.1
OG0013826	XP_045651404.1	XP_040131422.1
OG0013827	XP_045664790.1	XP_021578848.1
OG0013828	XP_045666740.1	XP_005320680.1
OG0013829	XP_045662649.1	XP_021585255.2
OG0013830	XP_045655343.1	XP_021590201.1, XP_005337309.1
OG0013831	XP_045651877.1	XP_005339715.1
OG0013832	XP_045652851.1	XP_040150563.1, XP_013216206.1
OG0013833	XP_045652903.1	XP_021586168.1
OG0013834	XP_045652915.1	XP_040137846.1
OG0013835	XP_045652934.1	XP_005317143.1
OG0013836	XP_045652941.1	XP_013216343.1
OG0013837	XP_045652946.1	XP_005317136.1
OG0013838	XP_045652952.1	XP_021585945.1
OG0013839	XP_045652970.1	XP_040137560.1
OG0013840	XP_045652972.1	XP_005317126.1
OG0013841	XP_045652686.1	XP_005317115.1
OG0013842	XP_045653027.1	XP_005342097.1
OG0013843	XP_045653035.1	XP_005337627.1
OG0013844	XP_045653053.1	XP_021590413.1
OG0013845	XP_045653062.1	XP_040137260.1
OG0013846	XP_045653085.1	XP_005338674.1
OG0013847	XP_045653089.1	XP_005338675.1
OG0013848	XP_045653104.1	XP_005338684.1
OG0013849	XP_045654626.1	XP_040149623.1
OG0013850	XP_045655386.1	XP_040149763.1
OG0013851	XP_045655342.1	XP_040148060.1
OG0013852	XP_045629925.1	XP_005337280.1
OG0013853	XP_045630041.1	XP_021590195.1
OG0013854	XP_045630072.1	XP_040148281.1
OG0013855	XP_045630053.1	XP_040125409.1
OG0013856	XP_045630054.1	XP_040125439.1
OG0013857	XP_045629927.1	XP_005329383.1
OG0013858	XP_045630032.1	XP_040125453.1
OG0013859	XP_045629952.1	XP_005329375.1
OG0013861	XP_045630093.1	XP_005329367.1
OG0013862	XP_045630076.1	XP_005329361.1
OG0013863	XP_045649812.1	XP_005329346.1
OG0013864	XP_045631292.1	XP_040123843.1
OG0013865	XP_045631275.1	XP_005326520.1
OG0013866	XP_045650086.1	XP_040124066.1
OG0013867	XP_045650172.1	XP_040123950.1
OG0013868	XP_045650171.1	XP_005326487.1
OG0013870	XP_045650052.1	XP_005326471.1
OG0013871	XP_045650035.1	XP_013214622.1
OG0013872	XP_045650022.1	XP_040123978.1
OG0013873	XP_045650004.1	XP_040124068.1
OG0013874	XP_045650000.1	XP_021582724.1
OG0013875	XP_045649955.1	XP_005326533.1
OG0013876	XP_045651866.1	XP_040124082.1
OG0013877	XP_045651802.1	XP_040124156.1
OG0013878	XP_045652969.1	XP_005317128.1
OG0013879	XP_045658398.1	XP_021588333.1
OG0013880	XP_045671607.1	XP_021589620.1
OG0013881	XP_045671627.1	XP_040146857.1
OG0013882	XP_045670620.1	XP_013218822.1
OG0013883	XP_045670611.1	XP_040146858.1
OG0013884	XP_045635022.1	XP_040146892.1
OG0013885	XP_045634947.1	XP_021585014.2
OG0013887	XP_045634728.1	XP_040146890.1
OG0013888	XP_045634713.1	XP_005329604.1
OG0013889	XP_045634672.1	XP_005329609.1
OG0013890	XP_045634497.1	XP_005329612.1
OG0013891	XP_045634026.1	XP_040145483.1
OG0013892	XP_045633978.1	XP_040145482.1
OG0013893	XP_045633985.1	XP_005329627.1
OG0013894	XP_045633715.1	XP_005329637.1
OG0013895	XP_045633618.1	XP_005329713.3
OG0013896	XP_045633586.1	XP_021585019.2
OG0013897	XP_045633553.1, XP_045633561.1	XP_005329640.1
OG0013898	XP_045633571.1	XP_040146887.1
OG0013899	XP_045633354.1	XP_040145447.1
OG0013900	XP_045633182.1	XP_013215939.1
OG0013901	XP_045633022.1	XP_021584997.1
OG0013902	XP_045632791.1	XP_040145398.1
OG0013903	XP_045632463.1	XP_021589928.2
OG0013904	XP_045632427.1	XP_040146873.1
OG0013905	XP_045632350.1	XP_021589934.1
OG0013906	XP_045632278.1	XP_040146876.1
OG0013907	XP_045632113.1	XP_005329696.1
OG0013908	XP_045631988.1	XP_013215929.3
OG0013909	XP_045631995.1	XP_040146881.1
OG0013910	XP_045631957.1	XP_013215923.2
OG0013911	XP_045647569.1	XP_005329692.2
OG0013912	XP_045647516.1	XP_005336863.1
OG0013913	XP_045647505.1	XP_005336854.1
OG0013914	XP_045647405.1	XP_013220565.1
OG0013915	XP_045647407.1	XP_040145286.1
OG0013916	XP_045647440.1	XP_005340166.1
OG0013917	XP_045647457.1	XP_040146868.1
OG0013918	XP_045647450.1	XP_021575689.1
OG0013919	XP_045647468.1	XP_021575673.1
OG0013920	XP_045647175.1	XP_005336084.1
OG0013921	XP_045647185.1	XP_021589430.1
OG0013922	XP_045647254.1	XP_021589447.1
OG0013923	XP_045647294.1	XP_005341946.2
OG0013924	XP_045647286.1	XP_013221433.2
OG0013925	XP_045647297.1	XP_005341942.1
OG0013926	XP_045647320.1	XP_005341923.1
OG0013927	XP_045647348.1	XP_005339933.3
OG0013928	XP_045647371.1	XP_021575506.1
OG0013929	XP_045658438.1	XP_013217983.1
OG0013930	XP_045658450.1	XP_005334524.1, XP_005334523.1
OG0013931	XP_045671151.1	XP_005334604.1
OG0013932	XP_045671131.1	XP_005334585.1
OG0013933	XP_045671166.1	XP_021588360.1
OG0013934	XP_045655979.1	XP_005334555.1
OG0013935	XP_045658508.1	XP_021588335.1
OG0013936	XP_045658501.1	XP_040145186.1
OG0013937	XP_045658499.1	XP_005334546.1
OG0013938	XP_045658493.1	XP_021588332.1
OG0013939	XP_045658358.1	XP_005340388.1
OG0013940	XP_045658350.1	XP_021591545.1
OG0013941	XP_045658330.1	XP_013220154.1
OG0013942	XP_045658267.1	XP_005339242.1
OG0013943	XP_045647490.1	XP_021589451.2
OG0013944	XP_045637213.1	XP_005334067.1
OG0013945	XP_045637285.1	XP_021577053.2
OG0013946	XP_045637396.1	XP_005331973.1
OG0013947	XP_045656727.1	XP_005325071.1
OG0013948	XP_045656723.1	XP_005325120.1
OG0013949	XP_045631092.1	XP_005340630.1
OG0013950	XP_045631001.1	XP_021576079.2
OG0013951	XP_045630881.1	XP_040137050.1
OG0013952	XP_045630847.1	XP_005334045.1
OG0013953	XP_045637226.1	XP_005334057.1
OG0013954	XP_045637061.1	XP_005334048.1
OG0013955	XP_045637062.1	XP_021587866.1
OG0013956	XP_045637123.1	XP_005334063.1
OG0013957	XP_045637205.1	XP_005341792.1
OG0013958	XP_045637145.1	XP_005334068.1
OG0013959	XP_045637108.1	XP_013217714.1
OG0013960	XP_045637295.1	XP_040137011.1
OG0013961	XP_045637208.1	XP_013219686.1
OG0013962	XP_045637044.1	XP_005338409.1
OG0013963	XP_045637248.1	XP_005338390.1
OG0013964	XP_045637276.1	XP_005338430.1
OG0013965	XP_045637259.1	XP_005338379.2
OG0013966	XP_045637025.1	XP_005338365.1
OG0013967	XP_045637026.1	XP_021590924.1
OG0013968	XP_045637260.1	XP_005338361.1
OG0013969	XP_045637077.1	XP_005341772.1
OG0013970	XP_045637282.1	XP_013221116.2
OG0013971	XP_045637173.1	XP_040137798.1
OG0013972	XP_045637456.1	XP_013216836.1
OG0013973	XP_045637405.1	XP_013216838.2
OG0013974	XP_045637347.1	XP_005331948.1
OG0013975	XP_045637338.1, XP_045637337.1	XP_005328992.1
OG0013976	XP_045637367.1	XP_005328968.1
OG0013977	XP_045667714.1	XP_005328956.1
OG0013978	XP_045667730.1	XP_005328939.1
OG0013979	XP_045667830.1	XP_005328937.1
OG0013980	XP_045667844.1	XP_040137784.1
OG0013981	XP_045667818.1	XP_040136777.1
OG0013982	XP_045667756.1	XP_040136767.1
OG0013983	XP_045667846.1	XP_040137781.1
OG0013984	XP_045667883.1	XP_040136756.1
OG0013985	XP_045632481.1	XP_005334089.1
OG0013986	XP_045632469.1	XP_005334083.1
OG0013987	XP_045632475.1	XP_040136740.1
OG0013988	XP_045657219.1	XP_021581911.2
OG0013989	XP_045657194.1	XP_040136715.1
OG0013990	XP_045656784.1	XP_005324911.1
OG0013991	XP_045657175.1	XP_021581784.1
OG0013992	XP_045657152.1	XP_040136698.1
OG0013993	XP_045657106.1	XP_005324944.1
OG0013994	XP_045656764.1	XP_005324968.1
OG0013995	XP_045657077.1	XP_005324976.1
OG0013996	XP_045657063.1	XP_040136605.1
OG0013997	XP_045657068.1	XP_040136610.1
OG0013998	XP_045657054.1	XP_005324986.1
OG0013999	XP_045657036.1	XP_005324996.1
OG0014000	XP_045657042.1	XP_005324992.1
OG0014001	XP_045656694.1	XP_040137773.1
OG0014002	XP_045657010.1	XP_021581833.1
OG0014003	XP_045657005.1	XP_005325007.2
OG0014004	XP_045656994.1	XP_005325012.1
OG0014005	XP_045656983.1	XP_040136561.1
OG0014006	XP_045656968.1	XP_040136554.1
OG0014007	XP_045656957.1	XP_005325035.1
OG0014008	XP_045656944.1	XP_005325043.1
OG0014009	XP_045656686.1	XP_040136523.1
OG0014010	XP_045656728.1	XP_005325061.1
OG0014011	XP_045656923.1	XP_021581860.1
OG0014012	XP_045656929.1	XP_040137771.1, XP_040130795.1
OG0014013	XP_045656838.1	XP_021581936.1
OG0014014	XP_045656839.1	XP_005325127.1
OG0014015	XP_045656797.1	XP_005325145.1
OG0014016	XP_045656787.1	XP_021576741.1
OG0014017	XP_045666031.1	XP_005333784.1
OG0014018	XP_045640938.1	XP_040128536.1
OG0014020	XP_045665939.1	XP_040129242.1
OG0014021	XP_045665874.1, XP_045665934.1	XP_021591457.1
OG0014022	XP_045665853.1	XP_040128537.1
OG0014023	XP_045665860.1	XP_005339127.1
OG0014024	XP_045665918.1	XP_040128990.1
OG0014025	XP_045665889.1	XP_021591466.1
OG0014026	XP_045666020.1	XP_013217593.1
OG0014027	XP_045665944.1	XP_005333797.1
OG0014028	XP_045665875.1	XP_005333789.1
OG0014029	XP_045665954.1	XP_005333787.1
OG0014030	XP_045665964.1	XP_005333785.1
OG0014031	XP_045665887.1	XP_005333780.1
OG0014032	XP_045665958.1	XP_013217572.1
OG0014033	XP_045666008.1	XP_005333775.1
OG0014034	XP_045641011.1	XP_040127896.1
OG0014035	XP_045641036.1	XP_040129014.1
OG0014036	XP_045641033.1	XP_005335338.1
OG0014037	XP_045640936.1	XP_005335337.1
OG0014038	XP_045640930.1	XP_021588886.1
OG0014039	XP_045640929.1	XP_005335333.2
OG0014040	XP_045640913.1	XP_005335322.1
OG0014041	XP_045640779.1	XP_021588877.1
OG0014042	XP_045640387.1	XP_005335289.1
OG0014043	XP_045658810.1	XP_005335285.1
OG0014044	XP_045658837.1	XP_021587578.1
OG0014045	XP_045658846.1	XP_005333730.1
OG0014046	XP_045658850.1	XP_013217564.1
OG0014047	XP_045658783.1	XP_005333755.1
OG0014048	XP_045658889.1	XP_005333714.1
OG0014049	XP_045658912.1	XP_005333695.1
OG0014050	XP_045658941.1	XP_040129771.1
OG0014051	XP_045658963.1	XP_005333670.1
