Orthogroup	Ursus_americanus	Loxodonta_africana
OG0014093	XP_045644955.1	XP_003408382.2
OG0014094	XP_045656649.1	XP_023401517.1
OG0014095	XP_045644935.1	XP_010586629.1
OG0014096	XP_045666096.1	XP_003408387.3
OG0014097	XP_045666093.1	XP_003408264.2
OG0014098	XP_045666146.1	XP_023401551.1
OG0014099	XP_045666121.1	XP_003408392.1
OG0014100	XP_045662047.1	XP_010586663.1
OG0014101	XP_045661600.1	XP_010586667.1
OG0014102	XP_045662030.1	XP_010586672.1
OG0014103	XP_045662031.1	XP_010586669.1
OG0014104	XP_045662018.1	XP_003408283.1
OG0014105	XP_045661999.1	XP_023401610.1
OG0014106	XP_045661995.1	XP_023401612.1
OG0014107	XP_045661983.1	XP_003408425.1
OG0014108	XP_045661955.1	XP_003408430.1
OG0014109	XP_045661951.1	XP_023401625.1
OG0014110	XP_045661949.1	XP_003408432.1
OG0014111	XP_045661946.1	XP_003408433.2
OG0014112	XP_045661595.1	XP_003408434.1
OG0014113	XP_045661938.1	XP_023401629.1
OG0014114	XP_045661900.1	XP_023401637.1
OG0014115	XP_045661897.1	XP_010586709.1
OG0014116	XP_045661862.1	XP_003408452.1
OG0014117	XP_045628422.1	XP_003418710.1
OG0014118	XP_045626937.1	XP_003418796.2
OG0014119	XP_045651262.1	XP_023408595.1
OG0014120	XP_045651200.1	XP_010592040.1
OG0014121	XP_045671615.1	XP_003418675.1
OG0014122	XP_045671738.1	XP_023414540.1
OG0014123	XP_045672072.1	XP_010596632.1
OG0014124	XP_045672233.1	XP_003418785.1
OG0014125	XP_045626490.1	XP_023414420.1
OG0014126	XP_045626772.1	XP_003418704.1
OG0014127	XP_045627072.1	XP_003418716.1
OG0014128	XP_045627302.1	XP_010596668.1
OG0014129	XP_045627437.1	XP_023414486.1
OG0014130	XP_045627577.1	XP_010596719.1
OG0014131	XP_045627763.1	XP_023414508.1
OG0014132	XP_045628046.1	XP_023414526.1
OG0014133	XP_045628121.1	XP_003420163.1
OG0014134	XP_045628185.1	XP_023394871.1
OG0014135	XP_045628306.1	XP_023394870.1
OG0014136	XP_045668230.1	XP_003420181.2
OG0014137	XP_045668227.1	XP_023394849.1
OG0014138	XP_045668224.1	XP_010597981.1
OG0014139	XP_045668126.1	XP_003420186.1
OG0014140	XP_045667984.1	XP_023395253.1
OG0014141	XP_045668115.1	XP_003420570.1
OG0014142	XP_045668127.1	XP_003420572.1
OG0014143	XP_045668120.1	XP_010598399.2
OG0014144	XP_045668111.1	XP_010598401.1
OG0014145	XP_045668015.1	XP_023414027.1, XP_023414026.1
OG0014146	XP_045646936.1	XP_010596292.1
OG0014147	XP_045645423.1	XP_003418437.1
OG0014148	XP_045641488.1	XP_023414054.1
OG0014149	XP_045666590.1	XP_023414094.1
OG0014150	XP_045666658.1	XP_023414148.1
OG0014151	XP_045666640.1	XP_010596354.2
OG0014152	XP_045666671.1	XP_023414135.1
OG0014153	XP_045666796.1	XP_003418474.1
OG0014154	XP_045666694.1	XP_003418427.1
OG0014155	XP_045666659.1	XP_023414155.1
OG0014156	XP_045666619.1	XP_023408626.1
OG0014157	XP_045666684.1	XP_003413962.1
OG0014158	XP_045666636.1	XP_023408637.1
OG0014159	XP_045651225.1	XP_010592033.1
OG0014160	XP_045651203.1	XP_023408664.1, XP_003413864.1
OG0014161	XP_045651252.1	XP_023408680.1
OG0014162	XP_045651116.1	XP_023408692.1
OG0014163	XP_045651104.1	XP_023408693.1
OG0014164	XP_045651094.1	XP_010592068.1
OG0014165	XP_045628335.1	XP_023414539.1
OG0014166	XP_045628080.1	XP_010596701.1
OG0014167	XP_045668033.1	XP_023394867.1
OG0014168	XP_045668048.1	XP_010596291.2
OG0014169	XP_045666761.1	XP_003418456.1
OG0014170	XP_045641660.1	XP_010588617.2
OG0014171	XP_045641662.1	XP_010588727.1
OG0014172	XP_045632300.1	XP_023414938.1
OG0014173	XP_045632915.1	XP_023396776.1
OG0014174	XP_045632923.1	XP_003421987.1
OG0014175	XP_045641361.1	XP_010588686.1
OG0014176	XP_045641378.1	XP_023403938.1
OG0014177	XP_045641396.1	XP_023403923.1
OG0014178	XP_045641670.1	XP_010588652.1
OG0014179	XP_045641438.1	XP_003410368.1
OG0014180	XP_045641451.1	XP_003410365.1
OG0014181	XP_045669476.1	XP_023414859.1
OG0014182	XP_045669441.1	XP_003419064.1
OG0014183	XP_045669459.1	XP_010596947.1
OG0014184	XP_045669500.1	XP_010596959.1
OG0014185	XP_045669493.1	XP_023414876.1
OG0014186	XP_045669492.1	XP_023414934.1
OG0014187	XP_045630156.1	XP_003419031.1
OG0014188	XP_045630101.1	XP_003419076.1
OG0014189	XP_045630133.1	XP_003419081.1
OG0014190	XP_045630160.1	XP_023414911.1
OG0014191	XP_045630113.1	XP_003419085.1
OG0014192	XP_045632314.1	XP_010596983.2
OG0014193	XP_045632869.1	XP_023396792.1
OG0014194	XP_045632859.1	XP_023396780.1
OG0014195	XP_045632857.1	XP_023396770.1
OG0014196	XP_045655043.1	XP_003410463.1
OG0014197	XP_045655040.1	XP_010588820.1
OG0014198	XP_045655084.1	XP_023404371.1
OG0014199	XP_045655093.1	XP_003410537.1
OG0014200	XP_045655099.1	XP_003410536.1
OG0014201	XP_045654618.1	XP_003410445.2
OG0014202	XP_045655155.1	XP_003410437.1
OG0014203	XP_045655168.1	XP_003410435.1
OG0014204	XP_045648661.1	XP_023404275.1
OG0014205	XP_045649655.1	XP_010588775.2
OG0014206	XP_045648398.1	XP_023404297.1
OG0014207	XP_045648375.1	XP_003410516.1
OG0014208	XP_045649155.1	XP_003414236.1
OG0014209	XP_045647158.1	XP_010592368.1
OG0014210	XP_045646783.1	XP_010592395.1
OG0014211	XP_045646762.1	XP_003414156.1
OG0014212	XP_045646297.1	XP_023409095.1
OG0014213	XP_045646007.1	XP_023409107.1
OG0014214	XP_045645899.1	XP_023409111.1
OG0014215	XP_045645597.1	XP_003414198.1
OG0014216	XP_045668621.1	XP_003412879.2
OG0014217	XP_045641357.1	XP_003410242.2
OG0014218	XP_045641349.1	XP_003410389.1
OG0014219	XP_045641338.1	XP_003418986.1
OG0014220	XP_045641301.1	XP_003419011.1
OG0014221	XP_045641259.1	XP_003419015.1
OG0014222	XP_045641222.1	XP_023414836.1
OG0014223	XP_045641214.1	XP_010596923.2
OG0014224	XP_045641196.1	XP_023396173.1
OG0014225	XP_045641557.1	XP_003421292.1
OG0014226	XP_045641189.1	XP_010591268.1
OG0014227	XP_045641156.1	XP_023407589.1
OG0014228	XP_045641145.1	XP_010591257.1
OG0014229	XP_045641134.1	XP_003412908.1
OG0014230	XP_045641115.1	XP_023407259.1
OG0014231	XP_045641579.1	XP_023407537.1
OG0014232	XP_045641083.1	XP_003413029.1
OG0014233	XP_045641045.1	XP_003412885.1
OG0014234	XP_045668683.1	XP_010591226.1
OG0014235	XP_045668488.1	XP_023407467.1
OG0014236	XP_045668567.1	XP_010591202.1
OG0014237	XP_045668716.1	XP_023407465.1
OG0014238	XP_045668629.1	XP_010591198.1
OG0014239	XP_045668552.1	XP_023407445.1
OG0014240	XP_045668449.1	XP_023407242.1
OG0014241	XP_045668447.1	XP_023407412.1
OG0014242	XP_045668709.1	XP_023407401.1
OG0014243	XP_045667155.1	XP_023411307.1
OG0014244	XP_045667161.1	XP_003412959.2
OG0014245	XP_045651880.1	XP_023401149.1
OG0014246	XP_045663961.1	XP_003408192.1
OG0014247	XP_045664010.1	XP_023397714.1
OG0014248	XP_045663992.1	XP_010600335.1
OG0014249	XP_045644658.1	XP_003412917.1
OG0014250	XP_045644671.1	XP_003412923.1
OG0014251	XP_045632597.1	XP_003412927.1
OG0014252	XP_045632578.1	XP_003412931.2
OG0014253	XP_045632571.1	XP_010591116.1
OG0014254	XP_045632613.1	XP_003412941.1
OG0014255	XP_045632547.1	XP_023407236.1
OG0014256	XP_045632634.1	XP_010591285.1
OG0014257	XP_045632593.1	XP_023407238.1
OG0014258	XP_045667169.1	XP_003412967.1
OG0014259	XP_045667209.1	XP_003412971.1
OG0014261	XP_045667457.1	XP_010594226.1
OG0014262	XP_045644684.1	XP_003416304.1
OG0014263	XP_045644574.1	XP_003416318.1
OG0014264	XP_045644576.1	XP_010594343.1
OG0014265	XP_045644584.1	XP_003416291.2
OG0014266	XP_045644588.1	XP_003416289.1
OG0014267	XP_045644595.1	XP_010594334.1
OG0014268	XP_045644602.1	XP_003416315.1
OG0014269	XP_045644612.1	XP_010594331.1
OG0014270	XP_045644700.1	XP_003416281.1
OG0014271	XP_045651886.1	XP_010586365.1
OG0014272	XP_045656435.1	XP_003416484.1
OG0014273	XP_045667632.1	XP_023413374.1
OG0014274	XP_045667475.1	XP_010595864.1
OG0014275	XP_045667550.1	XP_003417916.1
OG0014276	XP_045667516.1	XP_010595872.1
OG0014277	XP_045667561.1	XP_003417905.1
OG0014278	XP_045667597.1	XP_003416540.1
OG0014279	XP_045667635.1	XP_023411584.1
OG0014280	XP_045667642.1	XP_010594511.1
OG0014281	XP_045656465.1	XP_003416524.1
OG0014282	XP_045656464.1	XP_003416523.1
OG0014283	XP_045656459.1	XP_010594485.1
OG0014284	XP_045656462.1	XP_003416487.1
OG0014285	XP_045656436.1	XP_010594481.1
OG0014287	XP_045656612.1	XP_010599802.1
OG0014288	XP_045662102.1	XP_003406257.2
OG0014289	XP_045662110.1	XP_010601105.2
OG0014290	XP_045662118.1	XP_003406252.1
OG0014291	XP_045662157.1	XP_003406242.2
OG0014292	XP_045662655.1	XP_003406227.1
OG0014293	XP_045637406.1	XP_023398703.1
OG0014294	XP_045636779.1	XP_023398660.1
OG0014295	XP_045636761.1	XP_023398653.1
OG0014296	XP_045636725.1	XP_003406046.1
OG0014297	XP_045636687.1	XP_003406045.3
OG0014298	XP_045636570.1	XP_010601170.1
OG0014299	XP_045636665.1	XP_003405872.1
OG0014300	XP_045636433.1	XP_003405861.2
OG0014301	XP_045636419.1	XP_023398637.1
OG0014302	XP_045636348.1	XP_003405859.1
OG0014303	XP_045636216.1	XP_023398827.1
OG0014304	XP_045636200.1	XP_003405852.2
OG0014305	XP_045636186.1	XP_003405851.1
OG0014306	XP_045636047.1	XP_023398826.1
OG0014307	XP_045636013.1	XP_010601142.2
OG0014308	XP_045635962.1	XP_023398823.1
OG0014309	XP_045635951.1	XP_003405840.1
OG0014310	XP_045635891.1	XP_003405838.1
OG0014311	XP_045656290.1	XP_010601119.2
OG0014312	XP_045656283.1	XP_003406025.1
OG0014313	XP_045656267.1	XP_003406259.1
OG0014314	XP_045662127.1	XP_003406249.2
OG0014315	XP_045662160.1	XP_023398575.1
OG0014316	XP_045662191.1	XP_023398566.1
OG0014317	XP_045662203.1	XP_003406014.1
OG0014318	XP_045662211.1	XP_010601087.1
OG0014319	XP_045662225.1	XP_010601082.1
OG0014320	XP_045662233.1	XP_003406226.1
OG0014322	XP_045662640.1	XP_003406123.1
OG0014323	XP_045662283.1	XP_010601053.1
OG0014324	XP_045662290.1	XP_010601021.1
OG0014325	XP_045662316.1	XP_003406210.1
OG0014326	XP_045662334.1	XP_003406205.1
OG0014327	XP_045662335.1	XP_003406204.1
OG0014328	XP_045662355.1	XP_003405995.2
OG0014329	XP_045662371.1	XP_003406195.2
OG0014330	XP_045662477.1	XP_003406179.1
OG0014331	XP_045662486.1	XP_023398020.1
OG0014332	XP_045662480.1	XP_023398051.1
OG0014333	XP_045662489.1	XP_003406173.2
OG0014334	XP_045662549.1	XP_003406152.1
OG0014336	XP_045662569.1	XP_010600539.1
OG0014337	XP_045662577.1	XP_003406137.1
OG0014338	XP_045662608.1	XP_003406130.2
OG0014339	XP_045662098.1	XP_003406127.1
OG0014340	XP_045662626.1	XP_010600435.1
OG0014341	XP_045633465.1	XP_023398804.1
OG0014342	XP_045633486.1	XP_023397314.1
OG0014343	XP_045633576.1	XP_010600302.1
OG0014344	XP_045633556.1	XP_010600270.1
OG0014345	XP_045633564.1	XP_003405942.1
OG0014346	XP_045633555.1	XP_010584670.1
OG0014347	XP_045633606.1	XP_010600249.1
OG0014348	XP_045633534.1	XP_023397020.1
OG0014349	XP_045633488.1	XP_023398802.1
OG0014350	XP_045631216.1	XP_010599962.1
OG0014351	XP_045631267.1	XP_003406087.1
OG0014352	XP_045631222.1	XP_003406085.1
OG0014353	XP_045631274.1	XP_003406084.1
OG0014354	XP_045667126.1	XP_003411908.1
OG0014355	XP_045667149.1	XP_023406150.1
OG0014356	XP_045633524.1	XP_003405952.1
OG0014357	XP_045665609.1	XP_003410880.1
OG0014358	XP_045640474.1	XP_023409723.1
OG0014359	XP_045640239.1	XP_023409924.1
OG0014360	XP_045643495.1	XP_023404075.1
OG0014361	XP_045643497.1	XP_023404078.1
OG0014362	XP_045643443.1	XP_003410320.1
OG0014363	XP_045665518.1	XP_023404933.1
OG0014364	XP_045665678.1, XP_045665677.1	XP_023404946.1
OG0014365	XP_045665545.1	XP_010597710.1
OG0014366	XP_045665594.1	XP_010597723.2
OG0014367	XP_045665618.1	XP_003410996.1
OG0014368	XP_045665643.1	XP_003415257.1
OG0014369	XP_045665661.1	XP_003415070.1
OG0014370	XP_045665532.1	XP_003415068.1
OG0014371	XP_045640339.1	XP_003415251.1
OG0014372	XP_045640230.1	XP_003415246.1
OG0014373	XP_045639943.1	XP_023409722.1
OG0014375	XP_045640240.1	XP_023409719.1
OG0014376	XP_045640286.1	XP_010593165.1
OG0014377	XP_045643519.1	XP_023404070.1
OG0014378	XP_045665660.1	XP_010597725.1
OG0014379	XP_045669614.1	XP_010600341.1
OG0014380	XP_045646821.1	XP_010591041.1
OG0014381	XP_045634944.1	XP_003412733.1
OG0014382	XP_045661745.1, XP_045661746.1	XP_003408483.2
OG0014383	XP_045646377.1	XP_003420557.1
OG0014385	XP_045646460.1	XP_003421280.2
OG0014386	XP_045646652.1	XP_003421744.1
OG0014387	XP_045669559.1	XP_023397666.1
OG0014388	XP_045669618.1	XP_023397718.1
OG0014389	XP_045669593.1	XP_023397733.1
OG0014390	XP_045669578.1	XP_023397716.1
OG0014391	XP_045669615.1	XP_010598502.1
OG0014392	XP_045656641.1	XP_023410910.1
OG0014393	XP_045656636.1	XP_023410968.1
OG0014394	XP_045661023.1	XP_010594072.1
OG0014395	XP_045661034.1	XP_003416022.1
OG0014396	XP_045633967.1	XP_003416017.1
OG0014397	XP_045633942.1	XP_023410952.1
OG0014398	XP_045633984.1	XP_003416076.1
OG0014399	XP_045660006.1	XP_023410941.1
OG0014400	XP_045657229.1	XP_010594050.1
OG0014401	XP_045657239.1	XP_023410933.1
OG0014402	XP_045660942.1	XP_003415999.1
OG0014403	XP_045660972.1	XP_003415997.1
OG0014405	XP_045643071.1	XP_003416103.1
OG0014406	XP_045646419.1	XP_023394890.1
OG0014407	XP_045631673.1	XP_010596055.1
OG0014408	XP_045653462.1	XP_023413714.1
OG0014409	XP_045646397.1	XP_010596029.1
OG0014410	XP_045659576.1	XP_003418020.1
OG0014411	XP_045646826.1	XP_023413677.1
OG0014412	XP_045646830.1	XP_023413684.1
OG0014413	XP_045646347.1	XP_023413612.1
OG0014414	XP_045646350.1	XP_003418088.1
OG0014415	XP_045660894.1	XP_023413608.1
OG0014416	XP_045660904.1	XP_023413629.1
OG0014417	XP_045660908.1	XP_023413606.1
OG0014418	XP_045655321.1	XP_010598210.1
OG0014419	XP_045655312.1	XP_023395118.1
OG0014420	XP_045652644.1	XP_003412739.1
OG0014421	XP_045651908.1	XP_010591044.1
OG0014422	XP_045660378.1	XP_003412790.1
OG0014424	XP_045652649.1	XP_010591014.1
OG0014425	XP_045655393.1	XP_010591013.1
OG0014426	XP_045655284.1	XP_003412818.3
OG0014427	XP_045657261.1	XP_023407199.1
OG0014428	XP_045657256.1	XP_023407197.1
OG0014429	XP_045661119.1	XP_003412752.1
OG0014430	XP_045661054.1	XP_003412749.1
OG0014431	XP_045661106.1	XP_003420068.1
OG0014432	XP_045635347.1	XP_003414869.1
OG0014433	XP_045661021.1	XP_023409584.1
OG0014434	XP_045661000.1	XP_010592987.1
OG0014435	XP_045632492.1	XP_023409669.1
OG0014436	XP_045659786.1	XP_003414901.1
OG0014437	XP_045635343.1	XP_003414838.1
OG0014438	XP_045655206.1	XP_023409634.1
OG0014439	XP_045646645.1	XP_010592968.1
OG0014440	XP_045643409.1	XP_023409629.1
OG0014441	XP_045643402.1, XP_045671365.1	XP_023409626.1
OG0014442	XP_045670804.1	XP_003414818.1
OG0014443	XP_045670771.1	XP_003414816.1
OG0014444	XP_045659995.1	XP_003414889.1
OG0014445	XP_045649776.1	XP_010592948.1
OG0014447	XP_045646368.1	XP_023395232.1
OG0014448	XP_045660961.1	XP_003420538.1
OG0014449	XP_045645151.1	XP_010598017.1
OG0014450	XP_045658371.1	XP_023396569.1
OG0014451	XP_045644431.1	XP_023396555.1
OG0014452	XP_045646653.1	XP_023396539.1
OG0014453	XP_045646661.1	XP_023396520.1
OG0014454	XP_045659565.1	XP_023396950.1
OG0014456	XP_045628663.1	XP_003418125.1
OG0014457	XP_045651924.1	XP_023395727.1
OG0014458	XP_045665596.1	XP_003419930.1
OG0014459	XP_045662117.1	XP_010601106.1
OG0014460	XP_045652207.1	XP_003405037.1
OG0014461	XP_045664297.1	XP_003405043.1
OG0014462	XP_045629699.1	XP_023409294.1
OG0014463	XP_045642510.1	XP_010590384.1
OG0014464	XP_045656696.1	XP_003405471.3
OG0014465	XP_045647138.1, XP_045647140.1	XP_010586303.1, XP_010586305.1, XP_010586309.2
OG0014466	XP_045647107.1	XP_003407510.1
OG0014468	XP_045653543.1	XP_003417537.1
OG0014469	XP_045638940.1	XP_003422946.1, XP_023398030.1
OG0014470	XP_045659889.1, XP_045659888.1	XP_003422240.2
OG0014471	XP_045630198.1	XP_003412754.1
OG0014472	XP_045646799.1	XP_010595464.1
OG0014473	XP_045659884.1	XP_003421908.1
OG0014474	XP_045672085.1	XP_010599485.1, XP_003421851.1
OG0014475	XP_045668962.1	XP_023408606.1
OG0014478	XP_045669297.1	XP_023411690.1
OG0014479	XP_045656082.1	XP_023397037.1
OG0014480	XP_045633384.1	XP_023397376.1
OG0014481	XP_045644818.1	XP_023406616.1
OG0014484	XP_045633017.1	XP_023401758.1, XP_023401762.1
OG0014486	XP_045669913.1	XP_003417440.2
OG0014487	XP_045670221.1	XP_010592834.1
OG0014508	XP_045664835.1	XP_023395143.1
OG0014509	XP_045660067.1	XP_023411847.1
OG0014510	XP_045667648.1	XP_023411580.1
OG0014511	XP_045668745.1	XP_003414020.2
OG0014512	XP_045670354.1	XP_010595293.1
OG0014513	XP_045646363.1	XP_003420541.1
OG0014514	XP_045630159.1	XP_023414949.1
OG0014515	XP_045646426.1	XP_010599791.1
OG0014516	XP_045652124.1	XP_010594417.1
OG0014517	XP_045657318.1	XP_003411274.1
OG0014518	XP_045661597.1	XP_010586688.1
OG0014519	XP_045644930.1	XP_003420222.1
OG0014520	XP_045654591.1	XP_023404267.1
OG0014521	XP_045663505.1	XP_023403443.1
OG0014522	XP_045652565.1	XP_010590503.1
OG0014523	XP_045648876.1	XP_003407049.1
OG0014524	XP_045628564.1	XP_023395195.1
OG0014525	XP_045645905.1	XP_003405234.1
OG0014527	XP_045649191.1	XP_010585560.1
OG0014528	XP_045642339.1	XP_010598563.1
OG0014529	XP_045637411.1	XP_023409935.1
OG0014530	XP_045651699.1	XP_023397130.1
OG0014531	XP_045666588.1	XP_003418421.1
OG0014532	XP_045653490.1	XP_003414933.1
OG0014533	XP_045648102.1	XP_003404679.1
OG0014534	XP_045638011.1	XP_010591342.1
OG0014535	XP_045654594.1	XP_023404271.1
OG0014536	XP_045663937.1	XP_003408837.1
OG0014537	XP_045670569.1	XP_003417303.1
OG0014539	XP_045652711.1	XP_023403031.1
OG0014540	XP_045667545.1	XP_010594493.1
OG0014541	XP_045632756.1	XP_003411719.1
OG0014542	XP_045668409.1	NP_001267787.1
OG0014543	XP_045627848.1	XP_003415366.1
OG0014544	XP_045645873.1	XP_003414260.1
OG0014545	XP_045657316.1	XP_010589622.2
OG0014546	XP_045644741.1	XP_010591024.2
OG0014547	XP_045637686.1	XP_003414758.1
OG0014548	XP_045655216.1	XP_003411430.1
OG0014549	XP_045659321.1	XP_023400245.1
OG0014550	XP_045665411.1	XP_003406626.1
OG0014551	XP_045638973.1	XP_010590566.1
OG0014552	XP_045653144.1	XP_003416973.1
OG0014553	XP_045651652.1	XP_003422263.1
OG0014554	XP_045638869.1	XP_010600752.1, XP_023398038.1
OG0014555	XP_045649647.1	XP_010598753.1
OG0014557	XP_045659367.1	XP_023407612.1
OG0014558	XP_045662391.1	NP_001290189.1, XP_003405989.2
OG0014559	XP_045650664.1	XP_003405063.1
OG0014560	XP_045669855.1	XP_023409728.1
OG0014561	XP_045666743.1	XP_023414152.1
OG0014562	XP_045655046.1	XP_003410541.1
OG0014563	XP_045671267.1	XP_003404649.1
OG0014564	XP_045651512.1	XP_010598913.2
OG0014566	XP_045670390.1	XP_003417420.1
OG0014567	XP_045646162.1	XP_003406321.1
OG0014568	XP_045630143.1	XP_003419079.2
OG0014569	XP_045629396.1	XP_023411894.1
OG0014571	XP_045638844.1	XP_003421585.1
OG0014572	XP_045660215.1	XP_023407790.1
OG0014573	XP_045670479.1	XP_023412494.1
OG0014574	XP_045645060.1	XP_003421125.1
OG0014575	XP_045661236.1	XP_023402333.1
OG0014576	XP_045644849.1	XP_003416737.2
OG0014577	XP_045661290.1	XP_003404161.1
OG0014579	XP_045628851.1	XP_003414021.1
OG0014581	XP_045651334.1	XP_023408621.1
OG0014582	XP_045628233.1	XP_023414423.1
OG0014583	XP_045647336.1	XP_010597036.2
OG0014584	XP_045634751.1	XP_010588107.2
OG0014585	XP_045661442.1	XP_023415142.1
OG0014586	XP_045627147.1	XP_003407487.1
OG0014587	XP_045646612.1	XP_023403075.1
OG0014588	XP_045633712.1	XP_003414743.1
OG0014589	XP_045671405.1	XP_023398389.1
OG0014590	XP_045666299.1	XP_003408772.1
OG0014591	XP_045661992.1	XP_003408289.2
OG0014592	XP_045633913.1	XP_010598143.1
OG0014593	XP_045648427.1	XP_010598063.2
OG0014594	XP_045651906.1	XP_023401407.1
OG0014595	XP_045652390.1	XP_010586529.1
OG0014596	XP_045642286.1	XP_010586278.1
OG0014597	XP_045655752.1	XP_010593582.1
OG0014598	XP_045631359.1	XP_010587139.2
OG0014599	XP_045660715.1	XP_023402789.1
OG0014600	XP_045664635.1	XP_003412364.1
OG0014601	XP_045668643.1	XP_003413007.1
OG0014602	XP_045648754.1	XP_003407274.2
OG0014603	XP_045631024.1	XP_010584854.2
OG0014604	XP_045640088.1	XP_023409701.1
OG0014605	XP_045642733.1	XP_023409578.1
OG0014606	XP_045648393.1	XP_003422854.1
OG0014607	XP_045653458.1	XP_003418602.1
OG0014608	XP_045664380.1	XP_003419958.1
OG0014609	XP_045667841.1	XP_003405750.1
OG0014610	XP_045655429.1	XP_003415582.1
OG0014611	XP_045627274.1	XP_023414469.1
OG0014612	XP_045653467.1	XP_023410508.1
OG0014613	XP_045648256.1	XP_003410473.1
OG0014614	XP_045658360.1	XP_003404182.1
OG0014615	XP_045636238.1	XP_003407367.1
OG0014616	XP_045643200.1	XP_003410602.1
OG0014617	XP_045637537.1	XP_003414305.1
OG0014618	XP_045637667.1	XP_003414512.2
OG0014619	XP_045628276.1	XP_023397054.1, XP_010599785.1, XP_003404760.1
OG0014620	XP_045633886.1	XP_003413508.1
OG0014621	XP_045646925.1	XP_003407795.1
OG0014622	XP_045652691.1	XP_010592327.1
OG0014623	XP_045655368.1	XP_023410762.1
OG0014624	XP_045656652.1	XP_023415554.1
OG0014625	XP_045666621.1	XP_010589892.2
OG0014626	XP_045633047.1	XP_010598176.1
OG0014627	XP_045630907.1	XP_023412565.1
OG0014628	XP_045661437.1	XP_023415144.1
OG0014630	XP_045669423.1	XP_010590249.1
OG0014632	XP_045671022.1	XP_023412382.1
OG0014633	XP_045670182.1	XP_003415273.1
OG0014634	XP_045653454.1	XP_003414934.1
OG0014635	XP_045654616.1	XP_010586933.2
OG0014636	XP_045658709.1	XP_003421034.1
OG0014637	XP_045666656.1	XP_023414146.1
OG0014638	XP_045654689.1	XP_023414257.1
OG0014639	XP_045627775.1	XP_023408281.1
OG0014640	XP_045628211.1	XP_003406860.1
OG0014641	XP_045651491.1	XP_003421114.1
OG0014642	XP_045645914.1	XP_010596339.1
OG0014643	XP_045661601.1	XP_003408232.1
OG0014644	XP_045637284.1	XP_003410682.1
OG0014645	XP_045658255.1	XP_023402709.1
OG0014646	XP_045640445.1	XP_003415028.1
OG0014647	XP_045645748.1	XP_023413630.1
OG0014648	XP_045640334.1	XP_003415040.1
OG0014650	XP_045666481.1	XP_010586976.2
OG0014651	XP_045656736.1	XP_010598997.1
OG0014652	XP_045656730.1	XP_003405088.1
OG0014653	XP_045656747.1	XP_003405078.1
OG0014654	XP_045637695.1	XP_003414768.1
OG0014655	XP_045637609.1	XP_003414488.1
OG0014656	XP_045644984.1	XP_023401475.1
OG0014658	XP_045649580.1	XP_023397744.1
OG0014659	XP_045634362.1	XP_010591782.1
OG0014660	XP_045639057.1	XP_003412108.1
OG0014661	XP_045638963.1	XP_010590631.1
OG0014662	XP_045640232.1	XP_003415018.1
OG0014663	XP_045638798.1	XP_023396341.1, XP_003421494.1
OG0014664	XP_045638800.1	XP_010599235.2
OG0014665	XP_045638818.1	XP_010599251.1
OG0014666	XP_045640520.1	XP_023413221.1
OG0014668	XP_045628223.1	XP_010585250.1
OG0014669	XP_045628678.1	XP_010594430.1
OG0014670	XP_045646311.1	XP_003406326.1
OG0014671	XP_045671128.1	XP_010585425.2
OG0014672	XP_045670682.1	XP_003404081.1
OG0014673	XP_045628405.1	XP_003421616.1
OG0014674	XP_045631139.1	XP_003406896.1
OG0014675	XP_045661974.1	XP_023399790.1
OG0014676	XP_045646260.1	XP_023399485.1
OG0014677	XP_045646254.1	XP_023399947.1
OG0014678	XP_045646235.1	XP_003406738.3
OG0014679	XP_045646186.1	XP_023399906.1
OG0014680	XP_045646184.1	XP_023399907.1
OG0014681	XP_045646122.1	XP_023399533.1
OG0014682	XP_045646085.1	XP_010585404.1
OG0014683	XP_045646082.1	XP_010585032.1
OG0014684	XP_045670675.1	XP_003404104.1
OG0014686	XP_045670691.1	XP_023410905.1
OG0014687	XP_045670661.1	XP_003404043.1
OG0014688	XP_045670701.1	XP_003404040.1
OG0014689	XP_045666051.1	XP_023402412.1
OG0014690	XP_045666044.1	XP_003403999.1
OG0014691	XP_045666077.1	XP_003404026.1
OG0014692	XP_045661249.1	XP_023406390.1
OG0014693	XP_045661265.1	XP_010586574.1
OG0014694	XP_045661301.1	XP_010601057.1
OG0014695	XP_045661338.1	XP_003404167.2
OG0014696	XP_045661344.1	XP_023401714.1
OG0014697	XP_045661366.1	XP_003419246.1
OG0014698	XP_045654370.1	XP_003404317.1
OG0014699	XP_045654485.1	XP_010595636.2
OG0014700	XP_045654374.1	XP_003404313.1
OG0014701	XP_045654513.1	XP_003404299.1
OG0014702	XP_045654527.1	XP_023395145.1
OG0014703	XP_045661559.1	XP_003404285.1
OG0014704	XP_045661578.1	XP_003404073.2
OG0014705	XP_045659307.1	XP_023400252.1
OG0014706	XP_045636805.1	XP_003407865.1
OG0014707	XP_045636994.1	XP_010585794.1
OG0014708	XP_045637013.1	XP_023400512.1
OG0014709	XP_045628309.1	XP_003407457.1
OG0014710	XP_045628563.1	XP_003420509.1
OG0014711	XP_045628333.1	XP_023395190.1
OG0014712	XP_045628543.1	XP_023395980.1
OG0014713	XP_045628514.1	XP_003421136.1
OG0014714	XP_045629240.1	XP_003406727.1
OG0014715	XP_045629168.1	XP_010585380.2
OG0014716	XP_045629863.1	XP_023399894.1
