Orthogroup	Ursus_americanus	Homo_sapiens
OG0011669	XP_045628061.1, XP_045628060.1	XP_005259026.1
OG0011670	XP_045671817.1	NP_002244.1
OG0011671	XP_045635429.1	NP_001165131.1
OG0011672	XP_045651507.1	NP_002791.1
OG0011673	XP_045631841.1	NP_006178.2
OG0011674	XP_045651478.1	NP_002922.2
OG0011675	XP_045649056.1	NP_004455.2
OG0011676	XP_045652367.1	NP_000037.2, XP_011541692.1
OG0011677	XP_045631331.1	NP_001127838.1, NP_000809.1
OG0011678	XP_045649581.1	NP_795364.2
OG0011679	XP_045649508.1	XP_011513628.1, NP_037521.2
OG0011680	XP_045669975.1	NP_006447.2
OG0011681	XP_045667401.1	NP_000424.2
OG0011682	XP_045671115.1	NP_001171953.1
OG0011683	XP_045670489.1	XP_005257419.1
OG0011684	XP_045666082.1	NP_001032589.1
OG0011685	XP_045640753.1	NP_057416.1
OG0011686	XP_045663324.1	NP_067060.2
OG0011687	XP_045666539.1	NP_002074.2
OG0011688	XP_045636012.1	NP_001087240.1
OG0011689	XP_045656069.1	NP_004143.1
OG0011690	XP_045646851.1	XP_047279239.1
OG0011691	XP_045627097.1	NP_001361198.1
OG0011692	XP_045664750.1	NP_001129121.1
OG0011693	XP_045627361.1	NP_001138904.1
OG0011694	XP_045640184.1	NP_776251.2
OG0011695	XP_045658411.1	NP_036479.1
OG0011696	XP_045671332.1	NP_001316719.1
OG0011697	XP_045665202.1	NP_277040.1
OG0011698	XP_045666868.1	XP_006719979.1
OG0011699	XP_045648900.1	NP_001183955.1
OG0011700	XP_045663337.1	NP_001340076.1
OG0011701	XP_045653836.1	NP_004579.1
OG0011702	XP_045645488.1	NP_002695.1
OG0011703	XP_045670789.1	NP_003349.1
OG0011704	XP_045649186.1	NP_001165908.1
OG0011705	XP_045633469.1	XP_011508781.1
OG0011706	XP_045659318.1	XP_016858211.1, NP_683699.1
OG0011707	XP_045631946.1	NP_001191147.1
OG0011708	XP_045651828.1	NP_003670.2
OG0011709	XP_045666122.1, XP_045666123.1	NP_443190.2
OG0011710	XP_045641982.1	XP_016879341.1
OG0011711	XP_045659452.1	NP_001354640.1
OG0011712	XP_045656735.1	NP_258259.1
OG0011713	XP_045646385.1	NP_001358001.1
OG0011714	XP_045643697.1	NP_060606.3
OG0011715	XP_045629083.1	NP_776246.1
OG0011716	XP_045629818.1	NP_001373391.1, NP_001373389.1
OG0011717	XP_045645523.1	NP_775489.2
OG0011718	XP_045626543.1	NP_003238.2, NP_001368871.1
OG0011719	XP_045631029.1	NP_001070968.1, NP_002767.2, XP_005259118.1, NP_665895.1
OG0011720	XP_045667293.1	NP_004727.2
OG0011722	XP_045667696.1	XP_016875545.1
OG0011723	XP_045645637.1	NP_000697.1
OG0011724	XP_045650446.1	NP_065741.3, NP_060217.1
OG0011725	XP_045657973.1	NP_003829.4
OG0011727	XP_045634365.1	NP_004633.1
OG0011728	XP_045631820.1	NP_060140.2
OG0011729	XP_045635111.1	NP_001129166.1
OG0011730	XP_045644785.1	NP_002786.2
OG0011731	XP_045637778.1	NP_001062.1
OG0011732	XP_045668323.1	NP_001120664.1
OG0011733	XP_045646449.1	NP_001350739.1
OG0011734	XP_045668935.1	NP_872422.1, NP_001185987.1
OG0011735	XP_045656542.1	NP_001186049.1
OG0011736	XP_045651435.1	NP_006694.1
OG0011737	XP_045670350.1	NP_001350707.1
OG0011738	XP_045629205.1	NP_056399.1
OG0011739	XP_045640102.1	NP_000289.1
OG0011740	XP_045659235.1	NP_079110.1
OG0011741	XP_045627787.1	XP_016860340.1
OG0011742	XP_045647684.1, XP_045654558.1	NP_116295.1
OG0011743	XP_045662813.1	NP_002987.1, NP_001291321.1
OG0011744	XP_045665107.1	NP_001025054.1
OG0011745	XP_045644322.1	NP_037379.1
OG0011746	XP_045651505.1	NP_000584.3
OG0011747	XP_045665762.1	NP_001015891.1, NP_057367.1
OG0011748	XP_045641792.1	NP_689895.2
OG0011749	XP_045661439.1	NP_003049.2
OG0011750	XP_045645244.1	XP_011525054.1
OG0011751	XP_045638216.1	NP_003038.2
OG0011752	XP_045664841.1	NP_001434.1
OG0011753	XP_045665084.1	NP_000339.2
OG0011754	XP_045656067.1	NP_057283.1
OG0011755	XP_045643499.1	NP_003879.2
OG0011756	XP_045653938.1	NP_002846.3
OG0011757	XP_045653601.1	NP_002417.2
OG0011758	XP_045633776.1	NP_001361552.1
OG0011759	XP_045640429.1	NP_002070.1
OG0011760	XP_045664971.1	NP_001359192.1
OG0011761	XP_045641242.1	NP_001618.2
OG0011762	XP_045657390.1	NP_001223.2
OG0011764	XP_045656804.1	NP_006732.3
OG0011765	XP_045641269.1	XP_011511340.1
OG0011766	XP_045655904.1	NP_067055.2
OG0011767	XP_045642430.1	NP_001774.1
OG0011768	XP_045640177.1	NP_065120.2
OG0011769	XP_045635948.1	NP_006174.1
OG0011770	XP_045656206.1	NP_115940.2, XP_047295501.1
OG0011771	XP_045643121.1	XP_011512355.1
OG0011772	XP_045656731.1	NP_002263.3
OG0011773	XP_045656938.1	NP_778238.1, XP_047284717.1
OG0011774	XP_045637664.1	NP_689562.1
OG0011776	XP_045643034.1	NP_001005324.1
OG0011779	XP_045639061.1	NP_003687.2
OG0011782	XP_045640607.1	NP_001005279.1
OG0011784	XP_045636900.1	NP_001335200.1
OG0011785	XP_045631659.1	NP_001030025.1
OG0011786	XP_045654739.1	NP_003004.1
OG0011787	XP_045646143.1	NP_776216.1, NP_006776.1
OG0011788	XP_045636824.1	XP_005251840.1, NP_714542.1
OG0011790	XP_045632273.1	XP_011525873.1, NP_001297053.1
OG0011791	XP_045667306.1	NP_115502.2
OG0011792	XP_045670662.1	NP_786923.1
OG0011793	XP_045670702.1	NP_001161861.2
OG0011794	XP_045654495.1	XP_005266940.1
OG0011795	XP_045631148.1	XP_047294534.1, NP_056411.1
OG0011796	XP_045641962.1	NP_001304730.1, NP_277055.1
OG0011797	XP_045655872.1	NP_116024.1
OG0011798	XP_045661499.1	NP_006199.2
OG0011799	XP_045646331.1	NP_001129652.1
OG0011800	XP_045646257.1	XP_011524265.1
OG0011801	XP_045646330.1	NP_001471.2, XP_016881180.1
OG0011802	XP_045646244.1	NP_001293018.1
OG0011803	XP_045646236.1	NP_001295139.1
OG0011804	XP_045646341.1	NP_001167594.1
OG0011805	XP_045646221.1	NP_001136430.1
OG0011806	XP_045646191.1	NP_004860.2
OG0011807	XP_045646190.1	NP_002026.1
OG0011808	XP_045646140.1	NP_443179.3
OG0011809	XP_045646132.1	XP_005266715.3
OG0011810	XP_045646338.1	NP_056963.2
OG0011811	XP_045661498.1	NP_001892.2
OG0011812	XP_045670687.1	NP_001123645.1
OG0011813	XP_045670674.1	NP_061818.1
OG0011814	XP_045670726.1	NP_443194.1
OG0011815	XP_045670718.1	NP_071404.2
OG0011816	XP_045670721.1	XP_011534278.2
OG0011817	XP_045666080.1	NP_002502.2
OG0011818	XP_045666049.1	NP_057569.2
OG0011819	XP_045666046.1	NP_001093634.1
OG0011820	XP_045666071.1	NP_116249.2
OG0011821	XP_045661250.1	NP_078970.3
OG0011822	XP_045661267.1	NP_005706.1
OG0011823	XP_045661281.1	NP_620140.1
OG0011824	XP_045661316.1	NP_079335.2, XP_011534449.1
OG0011825	XP_045661342.1	NP_001355045.1
OG0011826	XP_045661359.1	NP_057104.2
OG0011827	XP_045661360.1, XP_045661361.1	NP_001001346.1
OG0011828	XP_045661382.1	NP_001363746.1
OG0011829	XP_045661395.1	NP_001019637.1, NP_000627.2
OG0011830	XP_045661438.1	NP_068812.1
OG0011831	XP_045661444.1	NP_659417.2, XP_011533811.1
OG0011832	XP_045661420.1	NP_660152.1
OG0011833	XP_045626527.1	NP_872358.4
OG0011834	XP_045654493.1	XP_016865964.1, NP_683766.2
OG0011835	XP_045654536.1	NP_065806.1
OG0011836	XP_045654549.1	NP_006705.1
OG0011837	XP_045654554.1	NP_001305832.1
OG0011838	XP_045661558.1	NP_612638.3
OG0011839	XP_045636798.1	NP_000188.1
OG0011840	XP_045636846.1	NP_115683.3
OG0011841	XP_045636901.1	NP_038466.2
OG0011842	XP_045636905.1	XP_006717173.2
OG0011843	XP_045636955.1	NP_478059.1
OG0011844	XP_045637017.1	NP_004288.1
OG0011845	XP_045637014.1	NP_150648.2
OG0011846	XP_045637018.1	NP_689633.1
OG0011847	XP_045628421.1	NP_694999.3
OG0011848	XP_045628427.1	XP_011516531.1
OG0011849	XP_045628565.1	NP_068800.2
OG0011850	XP_045628388.1	NP_060383.2
OG0011851	XP_045628503.1	XP_011516004.1, NP_009110.2
OG0011852	XP_045628316.1	NP_079172.2
OG0011853	XP_045628363.1	NP_001268232.1
OG0011854	XP_045628327.1	NP_076982.3
OG0011855	XP_045628348.1	XP_054189057.1
OG0011856	XP_045628444.1	NP_001240758.1
OG0011857	XP_045628325.1	NP_005383.3, XP_005252108.1
OG0011858	XP_045628573.1	NP_005753.1
OG0011859	XP_045628685.1	NP_036386.1, XP_011524666.1
OG0011860	XP_045628968.1	NP_570602.2
OG0011861	XP_045645235.1	NP_001138422.1
OG0011862	XP_045645229.1	XP_011524600.1, NP_001186753.1
OG0011863	XP_045645260.1	XP_047294376.1, NP_055746.3
OG0011864	XP_045645280.1	NP_001362567.1
OG0011865	XP_045645267.1	NP_001243643.1
OG0011866	XP_045645326.1	NP_077292.2
OG0011867	XP_045645418.1	NP_001356729.1, NP_653214.2, NP_001356727.1, NP_001356728.1
OG0011868	XP_045631088.1	XP_016881788.1, NP_001303901.1
OG0011869	XP_045631044.1, XP_045631043.1	NP_001157394.1
OG0011870	XP_045631046.1	NP_001014763.1
OG0011871	XP_045631102.1	NP_001161077.1, XP_011524671.1
OG0011872	XP_045631160.1	XP_047294715.1, NP_001182005.1
OG0011873	XP_045631073.1	NP_004524.3
OG0011874	XP_045631023.1	NP_001308378.1, XP_011524738.1
OG0011875	XP_045628096.1	NP_001006657.1
OG0011876	XP_045628047.1	NP_078958.2
OG0011877	XP_045628040.1	NP_001365284.1
OG0011878	XP_045628144.1	XP_011524858.1
OG0011879	XP_045628143.1	NP_001339191.1
OG0011880	XP_045628237.1	NP_001365411.1
OG0011881	XP_045628190.1	XP_005259492.1
OG0011882	XP_045628123.1	NP_003314.2
OG0011883	XP_045628110.1	NP_001208.2
OG0011884	XP_045628257.1	NP_814444.1, NP_004596.2
OG0011885	XP_045628158.1	NP_062829.1
OG0011886	XP_045628200.1	NP_056525.2
OG0011887	XP_045628214.1	XP_047294837.1
OG0011888	XP_045628199.1	XP_011524725.1, NP_067586.1
OG0011889	XP_045632263.1	NP_005082.1
OG0011890	XP_045632246.1	NP_787071.3
OG0011891	XP_045632245.1	NP_110412.1, XP_011525653.1
OG0011892	XP_045632248.1	NP_004934.1
OG0011893	XP_045665012.1	NP_005610.1
OG0011894	XP_045665534.1	NP_001284519.1
OG0011895	XP_045666620.1	NP_001186796.1
OG0011896	XP_045667237.1	XP_011525101.1, NP_940880.3
OG0011897	XP_045667339.1	NP_660331.1
OG0011898	XP_045668559.1	NP_001285.1
OG0011899	XP_045669208.1	XP_011524990.1
OG0011900	XP_045669409.1	XP_011525500.3, NP_005169.2
OG0011901	XP_045642385.1	NP_001026919.2, NP_001275692.1
OG0011902	XP_045628976.1	NP_660339.1
OG0011903	XP_045635194.1	NP_001258867.1
OG0011904	XP_045637206.1	NP_064543.3
OG0011905	XP_045638668.1	NP_443080.1
OG0011906	XP_045640580.1	NP_006524.1, NP_001189482.1
OG0011907	XP_045641112.1	NP_653286.2
OG0011908	XP_045641176.1	NP_001243369.1, XP_005258577.1
OG0011909	XP_045642477.1	NP_058637.1
OG0011910	XP_045641671.1	XP_011525519.1, NP_001230141.1
OG0011911	XP_045663901.1	NP_653292.2, XP_047294193.1
OG0011912	XP_045641808.1	XP_011524706.1
OG0011913	XP_045641818.1	NP_000531.2
OG0011914	XP_045641877.1	NP_001035987.1
OG0011915	XP_045661230.1	NP_001229404.1, XP_011525006.1, NP_003410.1, NP_001229401.1, NP_001229403.1, NP_001229405.1
OG0011916	XP_045661134.1	XP_005259352.1
OG0011917	XP_045655950.1	XP_016882680.1, NP_001289686.1
OG0011918	XP_045655930.1	NP_001284630.1
OG0011919	XP_045655860.1	NP_055081.1
OG0011920	XP_045655914.1	NP_004637.1
OG0011921	XP_045655892.1	XP_011524830.1
OG0011922	XP_045655898.1	NP_061977.1
OG0011923	XP_045655858.1	NP_001268372.1
OG0011924	XP_045652636.1	XP_005259254.1
OG0011925	XP_045652113.1	NP_001099040.1
OG0011926	XP_045652112.1	NP_997274.2
OG0011927	XP_045628728.1	NP_005994.2
OG0011928	XP_045646342.1	NP_001037834.2, XP_047293255.1
OG0011929	XP_045651020.1	XP_005268503.3, NP_996849.2
OG0011930	XP_045662672.1	XP_047290405.1, NP_002981.2
OG0011931	XP_045638264.1	NP_116037.2
OG0011932	XP_045632779.1	NP_002512.1
OG0011933	XP_045631319.1	NP_055132.2
OG0011934	XP_045631330.1	NP_059129.3
OG0011935	XP_045643067.1	NP_775104.2
OG0011936	XP_045643120.1	NP_005019.2
OG0011937	XP_045643214.1	NP_071760.2
OG0011938	XP_045643237.1	NP_001182555.1, NP_004632.1
OG0011939	XP_045643379.1	NP_006384.1
OG0011940	XP_045642375.1	NP_060757.4
OG0011941	XP_045668778.1	NP_060579.3
OG0011942	XP_045643448.1	NP_963890.2
OG0011943	XP_045643500.1	NP_002429.1
OG0011944	XP_045643547.1	NP_003464.1
OG0011945	XP_045643753.1	NP_036557.1
OG0011946	XP_045643802.1	NP_079224.1
OG0011947	XP_045644060.1	NP_057383.2
OG0011948	XP_045644081.1	NP_001025125.2, XP_011517790.1
OG0011949	XP_045649894.1	NP_001269587.1, NP_113643.1
OG0011950	XP_045649876.1	XP_047281706.1, NP_078969.3
OG0011951	XP_045668861.1	NP_036443.1, XP_006717497.1
OG0011952	XP_045668922.1	XP_047281848.1
OG0011953	XP_045668841.1	NP_001040625.1
OG0011954	XP_045668877.1	NP_036473.2
OG0011955	XP_045668920.1	XP_016871476.1
OG0011956	XP_045650511.1	NP_057543.2, XP_047273220.1
OG0011957	XP_045650489.1	NP_053585.1
OG0011958	XP_045650465.1	XP_005268526.1, NP_060176.3
OG0011959	XP_045650380.1	NP_005210.3
OG0011960	XP_045650363.1	NP_057664.1
OG0011961	XP_045651028.1	NP_001073985.1, XP_016865197.1
OG0011962	XP_045650318.1	NP_001401428.1, NP_061862.1
OG0011963	XP_045650314.1	NP_001369477.1
OG0011964	XP_045650287.1	NP_061903.2
OG0011965	XP_045650290.1	NP_795714.1
OG0011966	XP_045650264.1	NP_060839.2
OG0011967	XP_045650972.1	XP_016864872.1
OG0011968	XP_045650196.1	XP_005248611.1
OG0011969	XP_045650217.1	NP_001647.1
OG0011970	XP_045650207.1	NP_001087224.1
OG0011971	XP_045665766.1	NP_001790.1
OG0011972	XP_045665741.1	NP_071415.1
OG0011973	XP_045665740.1	NP_004282.1
OG0011974	XP_045665709.1	NP_001073948.2
OG0011975	XP_045665707.1	NP_000512.2, NP_001278933.1
OG0011976	XP_045662817.1	NP_116558.1
OG0011977	XP_045662814.1	NP_064708.1
OG0011978	XP_045662798.1	NP_689940.3
OG0011979	XP_045662789.1	NP_000330.3
OG0011980	XP_045662777.1	NP_620073.2
OG0011981	XP_045662761.1	NP_001350823.1
OG0011982	XP_045662750.1	NP_001310537.1
OG0011983	XP_045662731.1	NP_001073899.2
OG0011984	XP_045662690.1	XP_047289759.1
OG0011985	XP_045670648.1	NP_110417.2
OG0011986	XP_045638166.1	NP_001161148.1
OG0011987	XP_045638343.1	NP_653170.3
OG0011988	XP_045638214.1	NP_036524.1
OG0011989	XP_045638466.1	NP_078798.2
OG0011990	XP_045638414.1	NP_001018494.1
OG0011991	XP_045638467.1	NP_006753.1, XP_011540400.1
OG0011992	XP_045638228.1	NP_001166599.1
OG0011993	XP_045638288.1	NP_055095.2
OG0011994	XP_045638362.1	NP_071361.2, XP_047283474.1
OG0011995	XP_045638536.1	XP_011540599.1, NP_068804.1
OG0011996	XP_045638346.1	NP_006133.1
OG0011997	XP_045638644.1	NP_006006.3, NP_624361.1
OG0011998	XP_045638360.1	NP_112576.1
OG0011999	XP_045638591.1	XP_011539734.1, NP_937770.1
OG0012000	XP_045638656.1	NP_004446.2, XP_005245836.1
OG0012001	XP_045638332.1	NP_065184.2
OG0012002	XP_045638441.1	NP_001372111.1
OG0012003	XP_045638488.1	NP_056299.1
OG0012005	XP_045638594.1	NP_001229450.1
OG0012006	XP_045638010.1	NP_115785.1
OG0012007	XP_045638244.1	NP_001776.1
OG0012008	XP_045638345.1	NP_001303651.1, XP_047276172.1
OG0012009	XP_045660219.1	XP_011539873.1, NP_057317.2
OG0012010	XP_045660207.1	XP_016856590.1, NP_037490.2
OG0012011	XP_045660223.1	XP_005245867.1
OG0012012	XP_045660238.1	NP_001138749.1
OG0012013	XP_045630657.1	NP_055816.2
OG0012014	XP_045630660.1	NP_001274532.1
OG0012015	XP_045630634.1	XP_016856246.1
OG0012016	XP_045630664.1	NP_001013663.1
OG0012017	XP_045630681.1	XP_011539376.1
OG0012018	XP_045633885.1	NP_001010847.1, XP_047300646.1
OG0012019	XP_045633910.1	NP_689503.3
OG0012020	XP_045632825.1	NP_065831.1, XP_011540130.1
OG0012021	XP_045632827.1	NP_037451.1
OG0012022	XP_045632841.1	NP_004556.1, XP_047278500.1
OG0012023	XP_045632828.1	NP_004392.1
OG0012024	XP_045632798.1	NP_002622.2
OG0012025	XP_045652403.1	NP_115485.1
OG0012026	XP_045626825.1	NP_001014447.2, NP_001014448.2
OG0012027	XP_045627346.1	NP_002439.2
OG0012028	XP_045633239.1	NP_644810.2
OG0012029	XP_045633227.1	NP_620128.1
OG0012030	XP_045664211.1	NP_002363.2, XP_016864961.1
OG0012031	XP_045664290.1	NP_060146.2
OG0012032	XP_045652214.1	NP_078993.4
OG0012033	XP_045652225.1	XP_011541626.1
OG0012034	XP_045652236.1	XP_006714780.1, NP_114431.2
OG0012035	XP_045652266.1	XP_047273173.1
OG0012037	XP_045652328.1	NP_002430.3
OG0012038	XP_045652336.1	NP_991111.2, XP_011541536.1
OG0012039	XP_045652343.1	XP_011541606.1
OG0012040	XP_045652347.1	NP_001350747.1
OG0012041	XP_045652353.1	NP_001336478.1
OG0012042	XP_045652359.1	NP_689618.4
OG0012043	XP_045652370.1	NP_004857.4
OG0012044	XP_045652385.1	NP_060516.2
OG0012045	XP_045652389.1	NP_001983.2
OG0012046	XP_045652394.1	NP_001243495.1, NP_004092.1
OG0012047	XP_045665778.1	XP_011541600.1
OG0012048	XP_045651269.1	NP_653200.2
OG0012049	XP_045651285.1	NP_000453.2
OG0012050	XP_045651308.1	NP_060232.2
OG0012051	XP_045651327.1	XP_047288096.1, NP_689547.2
OG0012052	XP_045651341.1	NP_000684.2
OG0012053	XP_045651347.1	XP_016877462.1, NP_620688.2
OG0012054	XP_045651364.1	NP_663780.2
OG0012055	XP_045669032.1	NP_001262.3
OG0012056	XP_045645109.1, XP_045669021.1	NP_071446.2
OG0012057	XP_045669043.1	NP_061138.3
OG0012058	XP_045669095.1	NP_002159.2
OG0012059	XP_045669065.1	NP_001996.1
OG0012060	XP_045669049.1	NP_001373990.1
OG0012061	XP_045669140.1	XP_011519981.1
OG0012062	XP_045668988.1	NP_775799.2
OG0012063	XP_045660381.1	NP_001139813.1
OG0012064	XP_045660401.1	XP_005254183.1
OG0012065	XP_045660400.1	NP_005521.1
OG0012066	XP_045633070.1	NP_065828.2, XP_005248044.2
OG0012067	XP_045630785.1	XP_011511892.2
OG0012068	XP_045630796.1	XP_047271641.1, NP_001180211.2
OG0012069	XP_045627271.1	XP_047306022.1, NP_056503.1
OG0012070	XP_045627378.1	NP_036293.1
OG0012071	XP_045627277.1	XP_011512129.1, NP_683692.2
OG0012072	XP_045627285.1	NP_714928.1
OG0012073	XP_045671783.1	NP_005330.1
OG0012074	XP_045672308.1	NP_783864.1
OG0012075	XP_045626493.1	NP_001191676.1
OG0012076	XP_045626504.1	NP_079219.1
OG0012077	XP_045672314.1	XP_011511961.1
OG0012078	XP_045626510.1	NP_001138462.1
OG0012079	XP_045655231.1	NP_001162589.1
OG0012080	XP_045627334.1	NP_001397643.1
OG0012081	XP_045627370.1	NP_060646.2
OG0012082	XP_045627294.1	XP_011512208.1, NP_775734.2
OG0012083	XP_045627435.1	NP_660333.2, XP_047305659.1
OG0012084	XP_045630688.1	XP_011511727.1
OG0012085	XP_045630694.1	NP_001338.2, XP_047305643.1
OG0012087	XP_045669008.1	NP_001074001.1
OG0012088	XP_045655226.1	XP_047271859.1
OG0012089	XP_045639552.1	NP_079406.4
OG0012090	XP_045639545.1	XP_016871769.1, NP_066279.2
OG0012091	XP_045639615.1	NP_149091.1, XP_011538639.1
OG0012092	XP_045648111.1	NP_057064.1
OG0012093	XP_045648094.1	NP_001276899.1, XP_011532924.1
OG0012094	XP_045648107.1	NP_066305.2
OG0012095	XP_045658294.1	NP_001026.2, XP_006711865.1
OG0012096	XP_045658276.1	NP_665860.2
OG0012097	XP_045639411.1	NP_892017.2
OG0012098	XP_045639351.1	NP_775779.1
OG0012099	XP_045639408.1	NP_115700.1
OG0012100	XP_045639646.1	NP_065859.3
OG0012101	XP_045639548.1	NP_001004342.3
OG0012102	XP_045639571.1	XP_011542319.1
OG0012103	XP_045639321.1	NP_060700.2
OG0012104	XP_045639107.1	NP_689416.1
OG0012105	XP_045639622.1	NP_937858.2
OG0012106	XP_045639630.1	NP_115815.2
OG0012107	XP_045639553.1	NP_005427.2
OG0012108	XP_045639391.1	XP_011537758.1
OG0012109	XP_045639495.1	NP_116193.2
OG0012110	XP_045639289.1	NP_660161.1
OG0012111	XP_045639323.1	NP_001393294.1
OG0012112	XP_045639382.1	XP_011538446.1, NP_076950.1
OG0012113	XP_045639397.1	NP_036471.1
OG0012114	XP_045639210.1	NP_001355811.1
OG0012115	XP_045639602.1	NP_060525.3, NP_001316835.1
OG0012116	XP_045639533.1	NP_000272.1
OG0012117	XP_045639566.1, XP_045639565.1	NP_061931.1
OG0012118	XP_045639356.1	NP_001352009.1
OG0012119	XP_045639506.1	NP_689848.1
OG0012120	XP_045639160.1	NP_000908.2
OG0012121	XP_045639542.1	XP_016871109.1
OG0012122	XP_045639151.1	NP_004025.1
OG0012123	XP_045639123.1	NP_001378870.1
OG0012124	XP_045639507.1	NP_001107605.1, NP_079151.2
OG0012125	XP_045639270.1	XP_005269705.1
OG0012126	XP_045639275.1	NP_003626.1
OG0012127	XP_045639308.1	XP_006717719.1, NP_775811.2
OG0012128	XP_045639569.1	NP_976043.1
OG0012129	XP_045639607.1	NP_001292510.1
OG0012130	XP_045639543.1	NP_005720.1, XP_005269436.1
OG0012131	XP_045639541.1	NP_001012991.1
OG0012132	XP_045639520.1	NP_001375201.1
OG0012133	XP_045639651.1	NP_055860.1
OG0012134	XP_045639496.1	NP_079032.2
OG0012135	XP_045639396.1	NP_001372216.1
OG0012136	XP_045649554.1	NP_001397755.1
OG0012137	XP_045653038.1	XP_047272594.1
OG0012138	XP_045657232.1	NP_055428.1
OG0012139	XP_045648071.1	NP_004408.1
OG0012140	XP_045648108.1	NP_003853.1
OG0012141	XP_045648050.1	NP_001265268.1
OG0012142	XP_045648046.1	NP_005556.1, XP_047273127.1
OG0012143	XP_045648018.1	XP_011532787.1
OG0012144	XP_045648093.1	NP_001382389.1
OG0012145	XP_045647997.1	NP_001353581.1
OG0012146	XP_045647959.1	NP_001182484.1
OG0012147	XP_045647957.1	NP_775762.1
OG0012148	XP_045647953.1	NP_060342.2
OG0012149	XP_045647920.1	NP_938080.1
OG0012150	XP_045648089.1	NP_064552.3
OG0012151	XP_045671224.1	NP_001146.2
OG0012152	XP_045671236.1	XP_006714818.1
OG0012153	XP_045671245.1	NP_001350918.1
OG0012154	XP_045671195.1	NP_055798.3
OG0012155	XP_045671226.1	NP_689619.1
OG0012156	XP_045671262.1	NP_689620.2
OG0012157	XP_045671192.1	NP_001287944.1
OG0012158	XP_045671229.1	XP_047272635.1, NP_001096045.1
OG0012159	XP_045671322.1, XP_045671321.1	NP_002486.1
OG0012160	XP_045671268.1	NP_852478.1
OG0012161	XP_045671269.1	NP_057030.3
OG0012162	XP_045643377.1	NP_002193.2
OG0012163	XP_045643356.1	XP_005248653.1
OG0012164	XP_045643355.1	XP_011541448.1, NP_940851.1
OG0012165	XP_045643354.1	NP_057724.2
OG0012166	XP_045643353.1	NP_004456.1, XP_005248321.1
OG0012167	XP_045643319.1	NP_001128320.1, XP_047272540.1
OG0012168	XP_045643303.1	NP_001005473.1, XP_016864927.1
OG0012169	XP_045643298.1	NP_000578.2
OG0012170	XP_045643264.1	NP_001272368.1
OG0012171	XP_045643226.1	XP_005248298.1
OG0012172	XP_045643180.1	NP_060791.3
OG0012173	XP_045643160.1	NP_001161067.1
OG0012174	XP_045643151.1	NP_057191.2
OG0012175	XP_045643148.1	NP_001035536.1
OG0012176	XP_045648030.1	XP_016865268.1, NP_001258875.2
OG0012177	XP_045643359.1	NP_001096032.1, XP_047273186.1
OG0012178	XP_045653550.1	NP_001005188.1
OG0012179	XP_045653476.1	NP_940900.2, XP_011541106.2
OG0012180	XP_045653138.1	NP_694552.2
OG0012181	XP_045653232.1	NP_653282.2
OG0012182	XP_045646787.1	XP_011540868.1, NP_001073876.2
OG0012183	XP_045646695.1	NP_056076.1
OG0012184	XP_045646694.1	NP_116190.3
OG0012185	XP_045639717.1	NP_064613.2
OG0012186	XP_045639702.1	NP_006156.2
OG0012187	XP_045639726.1	NP_003649.2, XP_011541345.1
OG0012188	XP_045639700.1	NP_001364953.1
OG0012189	XP_045654040.1	NP_037396.3
OG0012190	XP_045654017.1	NP_938018.1
OG0012191	XP_045653992.1	NP_055127.2, XP_047282640.1
OG0012192	XP_045653989.1	NP_001186851.1, NP_733746.1
OG0012193	XP_045653966.1	NP_001373953.1
OG0012194	XP_045653943.1	NP_056128.1
OG0012195	XP_045653923.1	XP_011541303.1
OG0012196	XP_045653908.1	NP_001365147.1
OG0012197	XP_045653914.1	NP_055622.3
OG0012198	XP_045653909.1	NP_000181.2
OG0012199	XP_045653487.1	NP_006751.1
OG0012200	XP_045653567.1	XP_005271670.1
OG0012201	XP_045653831.1	NP_001549.2, XP_047282838.1
OG0012202	XP_045653563.1	NP_000473.2
OG0012203	XP_045653787.1, XP_045653786.1	NP_003895.1
OG0012204	XP_045653778.1	NP_056338.2
OG0012205	XP_045653562.1	NP_006019.1, NP_001350492.1
OG0012206	XP_045653478.1	NP_848605.1, XP_011541038.1
OG0012207	XP_045653717.1	NP_542390.2
OG0012208	XP_045653698.1	XP_005271650.1, NP_006226.2
OG0012209	XP_045653683.1	NP_004389.2
OG0012210	XP_045653672.1	XP_011540923.1, NP_714916.3
OG0012211	XP_045653666.1	XP_011541156.1
OG0012212	XP_045653660.1	NP_059986.1
OG0012213	XP_045653643.1	NP_001287939.2
OG0012214	XP_045653615.1	NP_079484.1
OG0012215	XP_045653609.1	NP_001073932.1
OG0012216	XP_045653605.1	NP_115675.1
OG0012217	XP_045653600.1	XP_011541136.1, NP_002415.1
OG0012218	XP_045653598.1	XP_016873609.1, NP_071405.2
OG0012219	XP_045653590.1	XP_005271770.1
OG0012220	XP_045653588.1	NP_065853.3
OG0012221	XP_045653585.1	NP_004612.2, XP_011541270.1
OG0012222	XP_045660803.1	NP_872344.3
OG0012223	XP_045660811.1	NP_001118230.1
OG0012224	XP_045660813.1	NP_001108446.1
OG0012225	XP_045660780.1, XP_045660781.1	XP_047292272.1
OG0012226	XP_045660819.1	NP_116120.1
OG0012227	XP_045660847.1	XP_011522362.1
OG0012228	XP_045660851.1	NP_001307582.1
