Orthogroup	Ursus_americanus	Microcebus_murinus
OG0011897	XP_045667339.1	XP_012616831.1
OG0011898	XP_045668559.1	XP_012616822.1
OG0011899	XP_045669208.1	XP_012616811.1, XP_012616810.1
OG0011900	XP_045669409.1	XP_012616808.1
OG0011901	XP_045642385.1	XP_012616784.1
OG0011902	XP_045628976.1	XP_020139075.1
OG0011903	XP_045635194.1	XP_020138883.1
OG0011904	XP_045637206.1	XP_012616199.1
OG0011905	XP_045638668.1	XP_012616196.1
OG0011906	XP_045640580.1	XP_020138840.1
OG0011907	XP_045641112.1	XP_020138944.1
OG0011908	XP_045641176.1	XP_020138946.1
OG0011909	XP_045642477.1	XP_012630076.1
OG0011910	XP_045641671.1	XP_012630132.1
OG0011911	XP_045663901.1	XP_012630171.1
OG0011912	XP_045641808.1	XP_012630177.1
OG0011913	XP_045641818.1	XP_020138782.1
OG0011914	XP_045641877.1	XP_012630189.1
OG0011916	XP_045661134.1	XP_012630398.1
OG0011917	XP_045655950.1	XP_012630419.1
OG0011918	XP_045655930.1	XP_012630421.1
OG0011919	XP_045655860.1	XP_020138873.1
OG0011920	XP_045655914.1	XP_012630438.1
OG0011921	XP_045655892.1	XP_012630457.1
OG0011922	XP_045655898.1	XP_012630465.1
OG0011923	XP_045655858.1	XP_012630482.2
OG0011924	XP_045652636.1	XP_012630672.2
OG0011925	XP_045652113.1	XP_012630632.2
OG0011926	XP_045652112.1	XP_012630633.1
OG0011927	XP_045628728.1	XP_012630662.1
OG0011928	XP_045646342.1	XP_020137780.1
OG0011929	XP_045651020.1	XP_012629648.1
OG0011930	XP_045662672.1	XP_012606867.1
OG0011931	XP_045638264.1	XP_012620870.1
OG0011932	XP_045632779.1	XP_012640769.2
OG0011933	XP_045631319.1	XP_012632760.1
OG0011934	XP_045631330.1	XP_012632789.1
OG0011935	XP_045643067.1	XP_012622757.1
OG0011936	XP_045643120.1	XP_012622763.1
OG0011937	XP_045643214.1	XP_020139648.1
OG0011938	XP_045643237.1	XP_012622777.1
OG0011939	XP_045643379.1	XP_012622798.1
OG0011940	XP_045642375.1	XP_012639023.1
OG0011941	XP_045668778.1	XP_012644518.2
OG0011942	XP_045643448.1	XP_012604105.1
OG0011943	XP_045643500.1	XP_020139676.1
OG0011944	XP_045643547.1	XP_012604122.1
OG0011945	XP_045643753.1	XP_012609227.1
OG0011946	XP_045643802.1	XP_012593412.1
OG0011947	XP_045644060.1	XP_012593454.1
OG0011948	XP_045644081.1	XP_012593456.1
OG0011949	XP_045649894.1	XP_012621156.1
OG0011950	XP_045649876.1	XP_020139744.1
OG0011951	XP_045668861.1	XP_020139724.1
OG0011952	XP_045668922.1	XP_012596698.1
OG0011953	XP_045668841.1	XP_012596707.1
OG0011954	XP_045668877.1	XP_012632219.1
OG0011955	XP_045668920.1	XP_020139653.1
OG0011956	XP_045650511.1	XP_012604488.1
OG0011957	XP_045650489.1	XP_012604378.1
OG0011958	XP_045650465.1	XP_012604404.1
OG0011959	XP_045650380.1	XP_012604463.1
OG0011960	XP_045650363.1	XP_012604554.1
OG0011961	XP_045651028.1	XP_012604551.1
OG0011962	XP_045650318.1	XP_012629622.1
OG0011963	XP_045650314.1	XP_012629624.1
OG0011964	XP_045650287.1	XP_012631145.1
OG0011965	XP_045650290.1	XP_012631149.1
OG0011966	XP_045650264.1	XP_012631094.1
OG0011967	XP_045650972.1	XP_012639505.1
OG0011968	XP_045650196.1	XP_020145585.1
OG0011969	XP_045650217.1	XP_012639539.1
OG0011970	XP_045650207.1	XP_012639541.1
OG0011971	XP_045665766.1	XP_012638403.1
OG0011972	XP_045665741.1	XP_012638686.1
OG0011973	XP_045665740.1	XP_020145809.1
OG0011974	XP_045665709.1	XP_012638976.1
OG0011975	XP_045665707.1	XP_012639105.1
OG0011976	XP_045662817.1	XP_012606872.1
OG0011977	XP_045662814.1	XP_012606876.1
OG0011978	XP_045662798.1	XP_012611242.1
OG0011979	XP_045662789.1	XP_012611247.1
OG0011981	XP_045662761.1	XP_012628070.1
OG0011982	XP_045662750.1	XP_012628071.1
OG0011983	XP_045662731.1	XP_012628086.1
OG0011984	XP_045662690.1	XP_012644421.1
OG0011985	XP_045670648.1	XP_012629301.1
OG0011986	XP_045638166.1	XP_012620858.1
OG0011987	XP_045638343.1	XP_012620905.1
OG0011988	XP_045638214.1	XP_012620918.1
OG0011989	XP_045638466.1	XP_012620932.1
OG0011990	XP_045638414.1	XP_012612769.1
OG0011991	XP_045638467.1	XP_012612783.1
OG0011992	XP_045638228.1	XP_012606003.1
OG0011993	XP_045638288.1	XP_012606195.1
OG0011994	XP_045638362.1	XP_012606114.1
OG0011995	XP_045638536.1	XP_012606113.1
OG0011996	XP_045638346.1	XP_012606116.1
OG0011997	XP_045638644.1	XP_012606034.1
OG0011998	XP_045638360.1	XP_012605991.1
OG0011999	XP_045638591.1	XP_020136340.1
OG0012000	XP_045638656.1	XP_012606304.1
OG0012001	XP_045638332.1	XP_020136394.1, XP_012605903.2
OG0012002	XP_045638441.1	XP_012605905.1
OG0012003	XP_045638488.1	XP_012605907.1
OG0012004	XP_045638464.1	XP_012606314.1
OG0012005	XP_045638594.1	XP_012606070.1
OG0012006	XP_045638010.1	XP_020136784.1
OG0012007	XP_045638244.1	XP_012643120.2
OG0012008	XP_045638345.1	XP_012643127.1
OG0012009	XP_045660219.1	XP_012618557.1
OG0012010	XP_045660207.1	XP_020137114.1
OG0012011	XP_045660223.1	XP_020137118.1
OG0012012	XP_045660238.1	XP_012618537.1
OG0012013	XP_045630657.1	XP_012618508.1
OG0012014	XP_045630660.1	XP_012618513.1
OG0012015	XP_045630634.1	XP_020137179.1
OG0012016	XP_045630664.1	XP_012618504.1
OG0012017	XP_045630681.1	XP_012618579.2
OG0012018	XP_045633885.1	XP_020141091.1
OG0012019	XP_045633910.1	XP_012640771.1
OG0012020	XP_045632825.1	XP_012640812.1
OG0012021	XP_045632827.1	XP_012646853.1
OG0012022	XP_045632841.1	XP_012646870.1
OG0012023	XP_045632828.1	XP_012646871.2
OG0012024	XP_045632798.1	XP_020137345.1
OG0012025	XP_045652403.1	XP_012593808.1
OG0012026	XP_045626825.1	XP_020137505.1
OG0012027	XP_045627346.1	XP_012595182.1
OG0012028	XP_045633239.1	XP_012610034.1
OG0012029	XP_045633227.1	XP_012610032.1
OG0012030	XP_045664211.1	XP_012645708.1
OG0012031	XP_045664290.1	XP_012628894.1
OG0012032	XP_045652214.1	XP_020145766.1
OG0012033	XP_045652225.1	XP_012607273.2
OG0012034	XP_045652236.1	XP_012607260.1
OG0012035	XP_045652266.1	XP_020145775.1
OG0012036	XP_045652296.1	XP_012639829.1
OG0012037	XP_045652328.1	XP_020145717.1
OG0012038	XP_045652336.1	XP_012622254.1
OG0012039	XP_045652343.1	XP_012622247.1
OG0012040	XP_045652347.1	XP_012622244.1
OG0012041	XP_045652353.1	XP_012622232.1
OG0012042	XP_045652359.1	XP_012622229.1
OG0012043	XP_045652370.1	XP_012622218.1
OG0012044	XP_045652385.1	XP_012593793.1
OG0012045	XP_045652389.1	XP_012593798.1
OG0012046	XP_045652394.1	XP_012593805.1
OG0012047	XP_045665778.1	XP_012639197.2
OG0012048	XP_045651269.1	XP_012615458.1
OG0012049	XP_045651285.1	XP_012615349.1
OG0012050	XP_045651308.1	XP_012620074.1
OG0012051	XP_045651327.1	XP_012620051.1
OG0012052	XP_045651341.1	XP_012620033.1
OG0012053	XP_045651347.1	XP_012620014.1
OG0012054	XP_045651364.1	XP_012619980.1
OG0012055	XP_045669032.1	XP_012604019.1
OG0012056	XP_045645109.1, XP_045669021.1	XP_012644321.1
OG0012057	XP_045669043.1	XP_012618752.1
OG0012058	XP_045669095.1	XP_012618774.2
OG0012059	XP_045669065.1	XP_012618734.1
OG0012060	XP_045669049.1	XP_012618683.1
OG0012061	XP_045669140.1	XP_012618665.1
OG0012062	XP_045668988.1	XP_012607737.1
OG0012064	XP_045660401.1	XP_012593838.1
OG0012065	XP_045660400.1	XP_012594876.1
OG0012066	XP_045633070.1	XP_020137606.1
OG0012067	XP_045630785.1	XP_012592834.1
OG0012068	XP_045630796.1	XP_012592868.1
OG0012069	XP_045627271.1	XP_012592979.1
OG0012070	XP_045627378.1	XP_012593014.1
OG0012071	XP_045627277.1	XP_012593036.1
OG0012072	XP_045627285.1	XP_020139227.1
OG0012073	XP_045671783.1	XP_012609421.1
OG0012074	XP_045672308.1	XP_020137798.1
OG0012075	XP_045626493.1	XP_012609363.2
OG0012076	XP_045626504.1	XP_020137831.1
OG0012077	XP_045672314.1	XP_012626464.1
OG0012078	XP_045626510.1	XP_012626450.1
OG0012079	XP_045655231.1	XP_012628340.1
OG0012080	XP_045627334.1	XP_012592921.1
OG0012081	XP_045627370.1	XP_012592923.1
OG0012082	XP_045627294.1	XP_012592925.1
OG0012083	XP_045627435.1	XP_012592941.1
OG0012084	XP_045630688.1	XP_012638797.1
OG0012085	XP_045630694.1	XP_012638856.1
OG0012087	XP_045669008.1	XP_012607317.1
OG0012088	XP_045655226.1	XP_020141896.1
OG0012089	XP_045639552.1	XP_012618110.1
OG0012090	XP_045639545.1	XP_012618102.1
OG0012091	XP_045639615.1	XP_012620157.1
OG0012092	XP_045648111.1	XP_012620971.1
OG0012093	XP_045648094.1	XP_012607763.1, XP_012611605.1
OG0012094	XP_045648107.1	XP_012612437.1
OG0012095	XP_045658294.1	XP_020137255.1
OG0012096	XP_045658276.1	XP_012593748.1
OG0012097	XP_045639411.1	XP_012593706.1
OG0012098	XP_045639351.1	XP_012593698.1
OG0012099	XP_045639408.1	XP_012593691.1
OG0012100	XP_045639646.1	XP_012593676.1
OG0012101	XP_045639548.1	XP_012593657.1
OG0012102	XP_045639571.1	XP_012593645.1
OG0012103	XP_045639321.1	XP_020137034.1
OG0012104	XP_045639107.1	XP_012618288.1
OG0012105	XP_045639622.1	XP_020136093.1
OG0012106	XP_045639630.1	XP_012618278.1
OG0012107	XP_045639553.1	XP_012618265.1
OG0012108	XP_045639391.1	XP_012618200.1
OG0012109	XP_045639495.1	XP_012618196.1
OG0012110	XP_045639289.1	XP_012618369.1
OG0012111	XP_045639323.1	XP_012618124.1
OG0012112	XP_045639382.1	XP_012618120.2
OG0012113	XP_045639397.1	XP_012618103.1
OG0012114	XP_045639210.1	XP_012618088.1
OG0012115	XP_045639602.1	XP_012618066.1
OG0012116	XP_045639533.1	XP_012618055.1
OG0012117	XP_045639566.1, XP_045639565.1	XP_012618007.1
OG0012118	XP_045639356.1	XP_012618003.1
OG0012119	XP_045639506.1	XP_012617988.1
OG0012120	XP_045639160.1	XP_012617989.1
OG0012121	XP_045639542.1	XP_012617967.1
OG0012122	XP_045639151.1	XP_012615379.2
OG0012123	XP_045639123.1	XP_020136320.1
OG0012124	XP_045639507.1	XP_012615637.1
OG0012125	XP_045639270.1	XP_012615555.1
OG0012126	XP_045639275.1	XP_012615556.1
OG0012127	XP_045639308.1	XP_012615639.1
OG0012128	XP_045639569.1	XP_012615642.1
OG0012129	XP_045639607.1	XP_012611010.1
OG0012130	XP_045639543.1	XP_012617926.1
OG0012131	XP_045639541.1	XP_012617931.1
OG0012132	XP_045639520.1	XP_020136157.1
OG0012133	XP_045639651.1	XP_012643462.1
OG0012134	XP_045639496.1	XP_012643484.1
OG0012135	XP_045639396.1	XP_012643501.1
OG0012136	XP_045649554.1	XP_012642808.1
OG0012137	XP_045653038.1	XP_020140434.1
OG0012138	XP_045657232.1	XP_012636977.1
OG0012139	XP_045648071.1	XP_012620953.1
OG0012140	XP_045648108.1	XP_012612419.1
OG0012141	XP_045648050.1	XP_012612425.1
OG0012142	XP_045648046.1	XP_020139226.1
OG0012143	XP_045648018.1	XP_020139352.1
OG0012144	XP_045648093.1	XP_020139256.1
OG0012145	XP_045647997.1	XP_012641786.1
OG0012146	XP_045647959.1	XP_012637013.1
OG0012147	XP_045647957.1	XP_012637015.1
OG0012148	XP_045647953.1	XP_012637020.1
OG0012149	XP_045647920.1	XP_020139323.1
OG0012150	XP_045648089.1	XP_020139303.1
OG0012151	XP_045671224.1	XP_012596327.1
OG0012152	XP_045671236.1	XP_012646567.1
OG0012153	XP_045671245.1	XP_012646402.1
OG0012154	XP_045671195.1	XP_012597009.1
OG0012155	XP_045671226.1	XP_020139239.1
OG0012156	XP_045671262.1	XP_012597047.1
OG0012157	XP_045671192.1	XP_012597031.1
OG0012158	XP_045671229.1	XP_012612204.1
OG0012159	XP_045671322.1, XP_045671321.1	XP_012612202.1
OG0012160	XP_045671268.1	XP_012595862.1
OG0012161	XP_045671269.1	XP_012595864.1
OG0012162	XP_045643377.1	XP_012595874.1
OG0012163	XP_045643356.1	XP_012595857.1
OG0012164	XP_045643355.1	XP_012595872.1
OG0012165	XP_045643354.1	XP_012595873.1
OG0012166	XP_045643353.1	XP_012595875.1
OG0012167	XP_045643319.1	XP_012633222.1
OG0012168	XP_045643303.1	XP_012633231.1
OG0012169	XP_045643298.1	XP_012633236.2
OG0012170	XP_045643264.1	XP_012591933.1
OG0012171	XP_045643226.1	XP_012591888.1
OG0012172	XP_045643180.1	XP_012613584.1
OG0012173	XP_045643160.1	XP_012613589.1
OG0012174	XP_045643151.1	XP_012593901.2
OG0012175	XP_045643148.1	XP_012593899.1
OG0012176	XP_045648030.1	XP_012636415.1
OG0012177	XP_045643359.1	XP_020145606.1
OG0012178	XP_045653550.1	XP_012645293.1
OG0012179	XP_045653476.1	XP_012629232.1
OG0012180	XP_045653138.1	XP_012630830.1
OG0012181	XP_045653232.1	XP_012630675.1
OG0012182	XP_045646787.1	XP_012595067.1
OG0012183	XP_045646695.1	XP_020142447.1
OG0012184	XP_045646694.1	XP_012595063.1
OG0012185	XP_045639717.1	XP_012638771.1
OG0012186	XP_045639702.1	XP_012638767.1
OG0012187	XP_045639726.1	XP_012606988.1
OG0012188	XP_045639700.1	XP_020142376.1
OG0012189	XP_045654040.1	XP_012627808.1
OG0012190	XP_045654017.1	XP_012607958.1
OG0012191	XP_045653992.1	XP_012607970.1
OG0012192	XP_045653989.1	XP_012607932.1
OG0012193	XP_045653966.1	XP_012645309.1
OG0012194	XP_045653943.1	XP_012628961.1
OG0012195	XP_045653923.1	XP_020142328.1
OG0012196	XP_045653908.1	XP_012629016.1
OG0012197	XP_045653914.1	XP_012628998.1
OG0012198	XP_045653909.1	XP_012629013.1
OG0012199	XP_045653487.1	XP_012629032.1
OG0012200	XP_045653567.1	XP_020142289.1
OG0012201	XP_045653831.1	XP_012629095.1
OG0012202	XP_045653563.1	XP_012629142.1, XP_012629143.1
OG0012203	XP_045653787.1, XP_045653786.1	XP_012629146.1
OG0012204	XP_045653778.1	XP_012603486.1
OG0012205	XP_045653562.1	XP_012611819.1
OG0012206	XP_045653478.1	XP_012608759.2
OG0012207	XP_045653717.1	XP_012605049.1
OG0012208	XP_045653698.1	XP_012629225.2
OG0012209	XP_045653683.1	XP_012629200.1
OG0012210	XP_045653672.1	XP_012629199.1
OG0012211	XP_045653666.1	XP_012629181.1
OG0012212	XP_045653660.1	XP_012629176.1
OG0012213	XP_045653643.1	XP_012629167.1
OG0012214	XP_045653615.1	XP_012625963.1
OG0012215	XP_045653609.1	XP_020142436.1
OG0012216	XP_045653605.1	XP_012625966.1
OG0012217	XP_045653600.1	XP_012626025.1
OG0012218	XP_045653598.1	XP_012626019.1
OG0012219	XP_045653590.1	XP_012626002.1
OG0012220	XP_045653588.1	XP_012625994.1
OG0012221	XP_045653585.1	XP_020142255.1
OG0012222	XP_045660803.1	XP_012634641.1
OG0012223	XP_045660811.1	XP_012634639.1
OG0012224	XP_045660813.1	XP_012634636.1
OG0012225	XP_045660780.1, XP_045660781.1	XP_012634632.1
OG0012226	XP_045660819.1	XP_012634625.1
OG0012227	XP_045660847.1	XP_012634804.1
OG0012228	XP_045660851.1	XP_012634805.1
OG0012229	XP_045660865.1	XP_012634831.1
OG0012230	XP_045646685.1	XP_012634877.1
OG0012231	XP_045653352.1	XP_012632301.1
OG0012232	XP_045653353.1	XP_012632309.1
OG0012233	XP_045653355.1	XP_012632345.1
OG0012234	XP_045653351.1	XP_012632273.1
OG0012235	XP_045653346.1	XP_012632203.1
OG0012236	XP_045653154.1	XP_012631958.1
OG0012237	XP_045653326.1	XP_012631888.1
OG0012238	XP_045653306.1	XP_012631652.1
OG0012239	XP_045653314.1	XP_012631728.1
OG0012240	XP_045653291.1	XP_012631280.1
OG0012241	XP_045653284.1	XP_012631397.1
OG0012242	XP_045653289.1	XP_012631409.1
OG0012243	XP_045653280.1, XP_045653281.1	XP_012631228.1
OG0012244	XP_045653282.1	XP_012631220.1
OG0012245	XP_045653149.1	XP_012631130.1
OG0012246	XP_045653251.1	XP_012630922.1
OG0012247	XP_045653212.1	XP_012616671.1
OG0012248	XP_045653203.1	XP_012616674.1
OG0012249	XP_045653174.1	XP_020136815.1
OG0012250	XP_045634120.1	XP_020136855.1
OG0012251	XP_045634211.1	XP_020136847.1
OG0012252	XP_045634246.1	XP_012593326.1
OG0012254	XP_045634195.1	XP_012593337.2
OG0012255	XP_045634137.1	XP_012603453.1
OG0012256	XP_045634157.1	XP_012603435.1
OG0012257	XP_045634193.1	XP_020136818.1
OG0012258	XP_045634173.1	XP_012603351.1
OG0012259	XP_045634179.1	XP_012603382.1
OG0012260	XP_045634222.1	XP_012593381.1
OG0012261	XP_045634166.1	XP_020136522.1
OG0012262	XP_045658025.1	XP_012622663.1
OG0012263	XP_045658066.1	XP_012622608.1
OG0012264	XP_045658105.1	XP_012622586.1
OG0012265	XP_045658121.1	XP_012622579.1
OG0012266	XP_045658151.1	XP_012622558.1
OG0012267	XP_045658159.1	XP_012622537.1
OG0012268	XP_045658165.1	XP_020144633.1
OG0012269	XP_045658208.1	XP_012605129.1
OG0012270	XP_045658225.1	XP_012605101.1
OG0012271	XP_045655436.1	XP_012605134.1
OG0012272	XP_045655440.1	XP_012631781.1
OG0012273	XP_045655457.1	XP_012631761.1
OG0012274	XP_045655468.1	XP_012631738.1
OG0012275	XP_045655466.1	XP_012631740.1
OG0012276	XP_045655471.1	XP_012631718.1
OG0012277	XP_045655472.1	XP_012631723.2
OG0012278	XP_045654172.1	XP_012631814.1
OG0012279	XP_045659319.1	XP_020141073.1
OG0012280	XP_045659411.1	XP_020136870.1
OG0012281	XP_045659420.1	XP_020136861.1
OG0012282	XP_045659423.1	XP_012631923.2
OG0012283	XP_045659442.1	XP_012631250.1, XP_020140986.1
OG0012284	XP_045659322.1	XP_012631252.1, XP_012631251.1
OG0012285	XP_045659468.1	XP_012631229.1
OG0012286	XP_045659480.1	XP_020137622.1
OG0012287	XP_045659335.1	XP_012646852.1
OG0012288	XP_045659513.1	XP_012646975.1
OG0012289	XP_045659514.1	XP_012646971.1
OG0012290	XP_045659536.1	XP_012646951.1, XP_012646952.1
OG0012291	XP_045632790.1	XP_020141138.1
OG0012292	XP_045628642.1	XP_012592681.1
OG0012293	XP_045628778.1	XP_012592686.1
OG0012294	XP_045628733.1	XP_012592723.1
OG0012295	XP_045628637.1	XP_012592576.1
OG0012296	XP_045628789.1	XP_020138377.1, XP_012592601.1
OG0012297	XP_045628605.1	XP_012592585.1
OG0012298	XP_045628748.1	XP_020138378.1
OG0012299	XP_045628732.1	XP_012591184.1
OG0012300	XP_045628609.1	XP_012591174.1
OG0012301	XP_045628623.1	XP_020138459.1
OG0012302	XP_045628795.1	XP_012620106.1
OG0012304	XP_045628802.1	XP_012620090.1
OG0012305	XP_045652068.1	XP_020138384.1
OG0012306	XP_045652165.1	XP_012593923.1
OG0012307	XP_045652057.1	XP_012593921.1
OG0012308	XP_045652066.1	XP_020138155.1
OG0012309	XP_045652043.1	XP_012598744.1
OG0012310	XP_045651999.1	XP_012627980.1
OG0012311	XP_045652001.1	XP_012627983.1
OG0012312	XP_045651943.1	XP_012627937.1
OG0012313	XP_045651937.1	XP_012628001.1
OG0012314	XP_045666246.1	XP_012627904.2, XP_020138233.1
OG0012315	XP_045666248.1	XP_020138225.1
OG0012316	XP_045666170.1	XP_012597983.2
OG0012317	XP_045666179.1	XP_012597772.2
OG0012318	XP_045651716.1	XP_012598121.1
OG0012319	XP_045671017.1	XP_012597895.1
OG0012320	XP_045670958.1	XP_012597783.1
OG0012321	XP_045670933.1	XP_012597913.1
OG0012322	XP_045671011.1	XP_012597917.1
OG0012323	XP_045670905.1	XP_020138122.1
OG0012324	XP_045670830.1	XP_012597993.1
OG0012325	XP_045670904.1	XP_020138436.1
OG0012326	XP_045670946.1	XP_012597947.1
OG0012327	XP_045670829.1	XP_012597954.1
OG0012328	XP_045670820.1	XP_020138220.1
OG0012329	XP_045670975.1	XP_020138144.1
OG0012330	XP_045670818.1	XP_012598075.1
OG0012331	XP_045634188.1	XP_012603353.1
OG0012333	XP_045628723.1	XP_012592586.1
OG0012334	XP_045639974.1	XP_012598871.1
OG0012335	XP_045640704.1	XP_012598972.1
OG0012336	XP_045640572.1	XP_012599328.1
OG0012337	XP_045657313.1	XP_012646322.1
OG0012338	XP_045657319.1	XP_012643261.1
OG0012339	XP_045640724.1	XP_012599080.1, XP_012599079.1
OG0012340	XP_045639979.1	XP_012598938.1
OG0012341	XP_045639997.1	XP_020137013.1
OG0012343	XP_045657971.1	XP_012615822.1
OG0012344	XP_045642065.1, XP_045642066.1	XP_012619553.1
OG0012345	XP_045642086.1	XP_012619537.1
OG0012346	XP_045642110.1	XP_012597637.1
OG0012347	XP_045642121.1	XP_012597675.1
OG0012348	XP_045642132.1	XP_012597667.1
OG0012349	XP_045642133.1	XP_012597663.1
OG0012350	XP_045642142.1	XP_012597717.1
OG0012351	XP_045642149.1	XP_012597720.1
OG0012352	XP_045642172.1	XP_012597659.1
OG0012353	XP_045642175.1	XP_012597652.1
OG0012354	XP_045629738.1	XP_012614529.1
OG0012355	XP_045629741.1	XP_020137180.1
OG0012356	XP_045629731.1	XP_012614535.1
OG0012357	XP_045629742.1	XP_012614545.1
OG0012358	XP_045629793.1	XP_012614352.1
OG0012359	XP_045629827.1	XP_020137268.1
OG0012360	XP_045629825.1	XP_012614930.1
OG0012361	XP_045629905.1	XP_012614632.1
OG0012362	XP_045629911.1	XP_020137282.1
OG0012363	XP_045629909.1	XP_012614644.1
OG0012364	XP_045629754.1	XP_012614828.1
OG0012365	XP_045629755.1	XP_012614826.1
OG0012366	XP_045629724.1	XP_012614445.1
OG0012367	XP_045669341.1	XP_012614429.1
OG0012368	XP_045669200.1	XP_012614687.1
OG0012369	XP_045669252.1	XP_012614790.1
OG0012370	XP_045669327.1	XP_012614759.1
OG0012371	XP_045669312.1	XP_012614947.1
OG0012372	XP_045669206.1	XP_012614570.1
OG0012373	XP_045669317.1	XP_012614552.1
OG0012374	XP_045642021.1	XP_012619611.1
OG0012375	XP_045642006.1	XP_012619619.1
OG0012376	XP_045641994.1	XP_012619633.1
OG0012377	XP_045641992.1	XP_012619641.1
OG0012378	XP_045641973.1	XP_020137188.1
OG0012379	XP_045641953.1	XP_012619691.1
OG0012380	XP_045641939.1	XP_012619692.1
OG0012381	XP_045641937.1	XP_012619697.1
OG0012382	XP_045641930.1	XP_012619705.1
OG0012383	XP_045641900.1	XP_012619723.1
OG0012384	XP_045641904.1	XP_012619753.1
OG0012385	XP_045642220.1	XP_012619742.1
OG0012386	XP_045642209.1	XP_020137317.1
OG0012387	XP_045641886.1	XP_020137286.1
OG0012388	XP_045641887.1	XP_012619778.1
OG0012389	XP_045641878.1	XP_012619788.1
OG0012390	XP_045641876.1	XP_020137043.1
OG0012391	XP_045631202.1	XP_012614463.1
OG0012392	XP_045631179.1	XP_012635555.1
OG0012393	XP_045632373.1	XP_012635614.1
OG0012394	XP_045632440.1	XP_012635621.1
OG0012395	XP_045632393.1	XP_012635634.1
OG0012396	XP_045632361.1	XP_012635654.1
OG0012397	XP_045632397.1	XP_012635684.1
OG0012398	XP_045632434.1	XP_012645558.1
OG0012399	XP_045632446.1	XP_012645572.1
OG0012400	XP_045632379.1	XP_012645601.1
OG0012401	XP_045632382.1	XP_012645600.1
OG0012402	XP_045655832.1	XP_012645635.1
OG0012403	XP_045626850.1	XP_012591537.2
OG0012404	XP_045626881.1	XP_012591529.1
OG0012405	XP_045626884.1	XP_012591517.1
OG0012406	XP_045626851.1	XP_012591514.1
OG0012407	XP_045626846.1	XP_012591502.1
OG0012408	XP_045631996.1	XP_012645678.1
OG0012409	XP_045632050.1	XP_012645555.1
OG0012410	XP_045632053.1	XP_012645660.1
OG0012411	XP_045632026.1	XP_012645658.1
OG0012412	XP_045632039.1	XP_012591548.1
OG0012413	XP_045632011.1	XP_012591551.1
OG0012414	XP_045640307.1	XP_012640002.1
OG0012415	XP_045640317.1	XP_012640268.1
OG0012416	XP_045639855.1	XP_012640366.1
OG0012417	XP_045640793.1	XP_012640414.1
OG0012418	XP_045639897.1	XP_012599149.1
OG0012419	XP_045640213.1	XP_012599097.1
OG0012420	XP_045640219.1	XP_012599105.1
OG0012421	XP_045640436.1	XP_012599096.1
OG0012422	XP_045640773.1	XP_012599226.1
OG0012423	XP_045640568.1	XP_012599207.1
OG0012424	XP_045639984.1	XP_012599221.1
OG0012425	XP_045640717.1	XP_012599335.1
OG0012426	XP_045640675.1	XP_012599133.1
OG0012427	XP_045640689.1	XP_012599131.1
OG0012428	XP_045640652.1	XP_012599315.1
OG0012429	XP_045640655.1	XP_012599050.1
OG0012430	XP_045639977.1	XP_012599047.1
OG0012431	XP_045640613.1	XP_012598897.1
OG0012432	XP_045639994.1	XP_012599006.1
OG0012433	XP_045640701.1	XP_012599003.1
OG0012434	XP_045640738.1	XP_012599007.1
OG0012435	XP_045640009.1	XP_012593300.1
OG0012436	XP_045639938.1	XP_020136981.1
OG0012437	XP_045639833.1	XP_020136985.1
OG0012438	XP_045639840.1	XP_012593285.1
OG0012439	XP_045640372.1	XP_012593284.1
OG0012440	XP_045639759.1	XP_012593205.1
OG0012441	XP_045640206.1	XP_012593218.1
OG0012442	XP_045657488.1	XP_012607109.1
OG0012443	XP_045652766.1	XP_012614955.1
OG0012444	XP_045657504.1	XP_012607057.1
OG0012445	XP_045657308.1	XP_012607056.1
OG0012446	XP_045657538.1	XP_012607159.1
OG0012447	XP_045657558.1	XP_012607123.1
OG0012448	XP_045657574.1	XP_012607103.1
OG0012449	XP_045657576.1	XP_012607130.1
OG0012450	XP_045657581.1	XP_012607000.1
OG0012451	XP_045657587.1	XP_020139032.1
OG0012452	XP_045657641.1	XP_012604058.1
OG0012453	XP_045657639.1	XP_012604047.1
OG0012454	XP_045657663.1	XP_012604100.1
OG0012455	XP_045657665.1	XP_012604101.1
OG0012456	XP_045657675.1	XP_012646461.1
OG0012457	XP_045657691.1	XP_012646435.1
OG0012458	XP_045657708.1	XP_012646418.1
OG0012459	XP_045657711.1	XP_012646403.1
OG0012460	XP_045657718.1	XP_012646411.1
OG0012461	XP_045657720.1	XP_012646417.1
OG0012462	XP_045657729.1	XP_012646401.1
OG0012463	XP_045657733.1	XP_012646378.1
OG0012464	XP_045657738.1	XP_012646368.1
OG0012465	XP_045657750.1	XP_012646352.1
OG0012466	XP_045657311.1	XP_012646351.1
OG0012467	XP_045657811.1	XP_020138412.1
OG0012468	XP_045657315.1	XP_012602988.1
OG0012469	XP_045657834.1	XP_012603064.1
OG0012470	XP_045657841.1	XP_012603050.1
OG0012471	XP_045657867.1	XP_020138299.1, XP_012613262.1
OG0012472	XP_045657892.1	XP_012642713.1
OG0012473	XP_045657913.1	XP_020138063.1
OG0012474	XP_045657930.1	XP_012643061.1
OG0012475	XP_045657940.1	XP_012643073.1
OG0012477	XP_045657946.1	XP_012643374.1
OG0012478	XP_045657957.1	XP_012643408.1
OG0012479	XP_045657981.1	XP_012643412.1, XP_020144509.1
OG0012480	XP_045657983.1	XP_012643418.1
