Orthogroup	Ursus_americanus	Echinops_telfairi
OG0011663	XP_045653002.1	XP_045149927.1
OG0011664	XP_045656237.1	XP_004717068.2
OG0011665	XP_045670438.1	XP_004709227.1
OG0011666	XP_045638193.1	XP_004705204.1
OG0011667	XP_045634827.1	XP_030743455.1
OG0011668	XP_045646540.1	XP_004716665.1
OG0011669	XP_045628061.1, XP_045628060.1	XP_045148747.1
OG0011670	XP_045671817.1	XP_004706345.1
OG0011671	XP_045635429.1	XP_004700354.3
OG0011672	XP_045651507.1	XP_004711790.1
OG0011673	XP_045631841.1	XP_045152630.1
OG0011674	XP_045651478.1	XP_045148672.1
OG0011675	XP_045649056.1	XP_004703278.1
OG0011676	XP_045652367.1	XP_045141147.1
OG0011677	XP_045631331.1	XP_004716158.1
OG0011678	XP_045649581.1	XP_004714047.1
OG0011679	XP_045649508.1	XP_012861460.1
OG0011680	XP_045669975.1	XP_045155796.1
OG0011681	XP_045667401.1	XP_045153924.1
OG0011682	XP_045671115.1	XP_004701253.1
OG0011683	XP_045670489.1	XP_030743928.2
OG0011684	XP_045666082.1	XP_030742941.1
OG0011685	XP_045640753.1	XP_012861002.2
OG0011686	XP_045663324.1	XP_004713026.1, XP_030741167.1
OG0011687	XP_045666539.1	XP_004698713.2
OG0011688	XP_045636012.1	XP_004700398.1
OG0011689	XP_045656069.1	XP_030744152.2, XP_045154129.1
OG0011690	XP_045646851.1	XP_012862839.1
OG0011692	XP_045664750.1	XP_012861443.1
OG0011693	XP_045627361.1	XP_045140223.1
OG0011694	XP_045640184.1	XP_004714714.1
OG0011695	XP_045658411.1	XP_045150730.1
OG0011696	XP_045671332.1	XP_004718147.2
OG0011697	XP_045665202.1	XP_004718242.3
OG0011698	XP_045666868.1	XP_004709821.1
OG0011699	XP_045648900.1	XP_045144791.1
OG0011700	XP_045663337.1	XP_045145847.1
OG0011701	XP_045653836.1	XP_045139559.1
OG0011702	XP_045645488.1	XP_004703429.1
OG0011703	XP_045670789.1	XP_012862260.1
OG0011704	XP_045649186.1	NP_001278122.1
OG0011705	XP_045633469.1	XP_045153492.1, XP_004701862.3
OG0011706	XP_045659318.1	XP_030743900.1
OG0011707	XP_045631946.1	XP_045152640.1
OG0011708	XP_045651828.1	XP_004711821.1
OG0011709	XP_045666122.1, XP_045666123.1	XP_045142265.1
OG0011710	XP_045641982.1	XP_004706079.1
OG0011711	XP_045659452.1	XP_045140571.1
OG0011712	XP_045656735.1	XP_004711413.1
OG0011713	XP_045646385.1	XP_045144208.1
OG0011714	XP_045643697.1	XP_045154013.1
OG0011715	XP_045629083.1	XP_012861320.2
OG0011716	XP_045629818.1	XP_004705667.1
OG0011717	XP_045645523.1	XP_004700501.1
OG0011718	XP_045626543.1	XP_045150375.1
OG0011719	XP_045631029.1	XP_030742170.1
OG0011720	XP_045667293.1	XP_045153917.1
OG0011721	XP_045661457.1	XP_004710995.1
OG0011722	XP_045667696.1	XP_045144329.1
OG0011723	XP_045645637.1	XP_004700541.1
OG0011724	XP_045650446.1	XP_045140678.1
OG0011725	XP_045657973.1	XP_045147675.1
OG0011726	XP_045646991.1, XP_045646990.1	XP_004712649.1
OG0011728	XP_045631820.1	XP_004713560.1
OG0011729	XP_045635111.1	XP_004707619.1
OG0011730	XP_045644785.1	XP_004707157.1
OG0011731	XP_045637778.1	XP_004718098.2
OG0011732	XP_045668323.1	XP_045145973.1
OG0011733	XP_045646449.1	XP_004715663.1
OG0011734	XP_045668935.1	XP_045142236.1
OG0011735	XP_045656542.1	XP_004711832.1
OG0011736	XP_045651435.1	XP_004717290.1
OG0011737	XP_045670350.1	XP_045155451.1, XP_045154824.1
OG0011738	XP_045629205.1	XP_004706990.1
OG0011739	XP_045640102.1	XP_004714730.1
OG0011740	XP_045659235.1	XP_045147556.1
OG0011741	XP_045627787.1	XP_030744354.1
OG0011743	XP_045662813.1	XP_045149744.1
OG0011744	XP_045665107.1	XP_045142952.1
OG0011745	XP_045644322.1	XP_004696170.1
OG0011746	XP_045651505.1	XP_004711789.1
OG0011747	XP_045665762.1	XP_004703611.3
OG0011748	XP_045641792.1	XP_030744272.1
OG0011749	XP_045661439.1	XP_004701975.1
OG0011750	XP_045645244.1	XP_045148315.1
OG0011751	XP_045638216.1	XP_004705127.1
OG0011752	XP_045664841.1	XP_004708001.1
OG0011753	XP_045665084.1	XP_004711208.1
OG0011754	XP_045656067.1	XP_045155979.1
OG0011755	XP_045643499.1	XP_004709506.1
OG0011756	XP_045653938.1	XP_004712821.1
OG0011757	XP_045653601.1	XP_012861701.1
OG0011758	XP_045633776.1	XP_045150721.1
OG0011759	XP_045640429.1	XP_004701061.1
OG0011760	XP_045664971.1	XP_045142936.1
OG0011761	XP_045641242.1	XP_004706438.2
OG0011762	XP_045657390.1	XP_012863237.1
OG0011763	XP_045639064.1	XP_004716497.1
OG0011764	XP_045656804.1	XP_004716959.1
OG0011765	XP_045641269.1	XP_045142082.1
OG0011766	XP_045655904.1	XP_004715926.1
OG0011767	XP_045642430.1	XP_004710414.1
OG0011768	XP_045640177.1	XP_004714746.1
OG0011769	XP_045635948.1	XP_004700476.1
OG0011770	XP_045656206.1	XP_004717055.3
OG0011771	XP_045643121.1	XP_012863965.2
OG0011772	XP_045656731.1	XP_004711410.2
OG0011773	XP_045656938.1	XP_004711412.1
OG0011774	XP_045637664.1	XP_004707510.2
OG0011776	XP_045643034.1	XP_004715074.1, XP_004715072.1
OG0011777	XP_045642827.1	XP_004708516.1, XP_004708433.1
OG0011778	XP_045638892.1	XP_004717154.1, XP_004717155.1
OG0011779	XP_045639061.1	XP_004716461.1
OG0011780	XP_045640576.1	XP_004716552.1
OG0011782	XP_045640607.1	XP_004714850.2
OG0011784	XP_045636900.1	XP_004698481.1
OG0011785	XP_045631659.1	XP_030741270.1
OG0011786	XP_045654739.1	XP_012861621.1
OG0011787	XP_045646143.1	XP_045151991.1
OG0011788	XP_045636824.1	XP_004714664.1
OG0011790	XP_045632273.1	XP_045148517.1
OG0011791	XP_045667306.1	XP_030743631.2
OG0011792	XP_045670662.1	XP_004702036.1
OG0011793	XP_045670702.1	XP_004702031.3
OG0011794	XP_045654495.1	XP_004702080.1
OG0011795	XP_045631148.1	XP_045148360.1
OG0011796	XP_045641962.1	XP_004715902.1
OG0011797	XP_045655872.1	XP_004715847.1
OG0011798	XP_045661499.1	XP_045150244.1
OG0011799	XP_045646331.1	XP_045152052.1
OG0011800	XP_045646257.1	XP_004715982.2
OG0011801	XP_045646330.1	XP_004715981.1
OG0011802	XP_045646244.1	XP_030743152.1
OG0011803	XP_045646236.1	XP_004715991.1
OG0011804	XP_045646341.1	XP_045152223.1
OG0011805	XP_045646221.1	XP_045152082.1
OG0011806	XP_045646191.1	XP_004703083.1
OG0011807	XP_045646190.1	XP_012860218.1
OG0011808	XP_045646140.1	XP_045151990.1
OG0011809	XP_045646132.1	XP_045152068.1
OG0011810	XP_045646338.1	XP_004703065.2
OG0011811	XP_045661498.1	XP_045150245.1, XP_012862253.2
OG0011812	XP_045670687.1	XP_012859934.2
OG0011813	XP_045670674.1	XP_004702211.1
OG0011814	XP_045670726.1	XP_012859906.1
OG0011815	XP_045670718.1	XP_004702034.1
OG0011816	XP_045670721.1	XP_045150315.1
OG0011817	XP_045666080.1	XP_004702030.1
OG0011818	XP_045666049.1	XP_045150647.1
OG0011819	XP_045666046.1	XP_045150517.1
OG0011820	XP_045666071.1	XP_045150421.1
OG0011821	XP_045661250.1	XP_045150509.1
OG0011823	XP_045661281.1	XP_004702011.1
OG0011824	XP_045661316.1	XP_045150498.1
OG0011825	XP_045661342.1	XP_030742602.1
OG0011826	XP_045661359.1	XP_004702162.1
OG0011827	XP_045661360.1, XP_045661361.1	XP_012859875.1
OG0011828	XP_045661382.1	XP_004701988.1
OG0011829	XP_045661395.1	XP_004701983.1
OG0011830	XP_045661438.1	XP_004702149.3
OG0011831	XP_045661444.1	XP_012859883.2
OG0011832	XP_045661420.1	XP_004701969.1
OG0011833	XP_045626527.1	XP_045150445.1
OG0011834	XP_045654493.1	XP_004702079.1
OG0011835	XP_045654536.1	XP_045150237.1
OG0011836	XP_045654549.1	XP_045150238.1
OG0011837	XP_045654554.1	XP_045150423.1
OG0011838	XP_045661558.1	XP_045150392.1, XP_030740659.1
OG0011839	XP_045636798.1	XP_004714668.1
OG0011840	XP_045636846.1	XP_004716018.1
OG0011841	XP_045636901.1	XP_004716013.1
OG0011842	XP_045636905.1	XP_004716034.2
OG0011843	XP_045636955.1	XP_004713964.1
OG0011844	XP_045637017.1	XP_004713879.1
OG0011846	XP_045637018.1	XP_012862969.1
OG0011847	XP_045628421.1	XP_004713882.1
OG0011848	XP_045628427.1	XP_045144555.1, XP_045144556.1
OG0011849	XP_045628565.1	XP_045145299.1
OG0011850	XP_045628388.1	XP_004714613.2
OG0011851	XP_045628503.1	XP_012863168.1
OG0011852	XP_045628316.1	XP_004706575.2
OG0011854	XP_045628327.1	XP_045145350.1
OG0011855	XP_045628348.1	XP_004697640.1
OG0011856	XP_045628444.1	XP_045143513.1
OG0011857	XP_045628325.1	XP_045152249.1
OG0011858	XP_045628573.1	XP_045148227.1
OG0011859	XP_045628685.1	XP_004715808.1
OG0011860	XP_045628968.1	XP_045148273.1
OG0011861	XP_045645235.1	XP_045148314.1
OG0011862	XP_045645229.1	XP_004715704.1
OG0011863	XP_045645260.1	XP_045148881.1
OG0011864	XP_045645280.1	XP_045148374.1
OG0011865	XP_045645267.1	XP_012863455.3
OG0011866	XP_045645326.1	XP_004715738.1
OG0011867	XP_045645418.1	XP_004715702.1
OG0011868	XP_045631088.1	XP_030742166.1
OG0011869	XP_045631044.1, XP_045631043.1	XP_012862155.1
OG0011870	XP_045631046.1	XP_004710515.1
OG0011871	XP_045631102.1	XP_004710513.1
OG0011872	XP_045631160.1	XP_012862141.2
OG0011873	XP_045631073.1	XP_045148555.1
OG0011874	XP_045631023.1	XP_045148561.1
OG0011875	XP_045628096.1	XP_045148950.1
OG0011876	XP_045628047.1	XP_004710732.1
OG0011877	XP_045628040.1	XP_045148434.1
OG0011878	XP_045628144.1	XP_030742111.1
OG0011879	XP_045628143.1	XP_004710729.1
OG0011881	XP_045628190.1	XP_004710487.1
OG0011882	XP_045628123.1	XP_045148905.1
OG0011883	XP_045628110.1	XP_004710473.1
OG0011884	XP_045628257.1	XP_045148579.1
OG0011885	XP_045628158.1	XP_004710683.1
OG0011886	XP_045628200.1	XP_004710463.1
OG0011887	XP_045628214.1	XP_004710663.1
OG0011888	XP_045628199.1	XP_045148773.1
OG0011889	XP_045632263.1	XP_012862079.1
OG0011890	XP_045632246.1	XP_045148605.1
OG0011892	XP_045632248.1	XP_045148603.1
OG0011893	XP_045665012.1	XP_045148606.1
OG0011894	XP_045665534.1	XP_004718062.2
OG0011895	XP_045666620.1	XP_045148609.1
OG0011896	XP_045667237.1	XP_004710624.2
OG0011897	XP_045667339.1	XP_004710622.1
OG0011898	XP_045668559.1	XP_030742200.1
OG0011899	XP_045669208.1	XP_004710614.2
OG0011900	XP_045669409.1	XP_045148616.1
OG0011901	XP_045642385.1	XP_004710430.1
OG0011903	XP_045635194.1	XP_045148188.1
OG0011904	XP_045637206.1	XP_004710406.1
OG0011905	XP_045638668.1	XP_045148665.1
OG0011906	XP_045640580.1	XP_004710562.1
OG0011907	XP_045641112.1	XP_004710389.1
OG0011908	XP_045641176.1	XP_045148780.1
OG0011909	XP_045642477.1	XP_030742219.1
OG0011910	XP_045641671.1	XP_045148908.1
OG0011911	XP_045663901.1	XP_004715824.1
OG0011912	XP_045641808.1	XP_045148680.1
OG0011913	XP_045641818.1	XP_045148642.1
OG0011914	XP_045641877.1	XP_004715831.1
OG0011916	XP_045661134.1	XP_004715872.1
OG0011917	XP_045655950.1	XP_012863511.1
OG0011918	XP_045655930.1	XP_030742248.2
OG0011919	XP_045655860.1	XP_045148973.1
OG0011920	XP_045655914.1	XP_012863508.2
OG0011921	XP_045655892.1	XP_045148650.1
OG0011922	XP_045655898.1	XP_045148967.1
OG0011923	XP_045655858.1	XP_004715854.1
OG0011924	XP_045652636.1	XP_004715913.2
OG0011925	XP_045652113.1	XP_012860682.1
OG0011926	XP_045652112.1	XP_004704773.1
OG0011927	XP_045628728.1	XP_004704761.1
OG0011928	XP_045646342.1	XP_030743141.1
OG0011930	XP_045662672.1	XP_004704936.3
OG0011931	XP_045638264.1	XP_004705069.2
OG0011933	XP_045631319.1	XP_030744215.1
OG0011934	XP_045631330.1	XP_004716170.1
OG0011935	XP_045643067.1	XP_012862241.1
OG0011936	XP_045643120.1	XP_045139455.1
OG0011937	XP_045643214.1	XP_045156162.1
OG0011938	XP_045643237.1	XP_004710868.1
OG0011939	XP_045643379.1	XP_045156147.1
OG0011940	XP_045642375.1	XP_004702335.1
OG0011941	XP_045668778.1	XP_004702509.1
OG0011942	XP_045643448.1	XP_004716066.1
OG0011943	XP_045643500.1	XP_045141549.1
OG0011944	XP_045643547.1	XP_004716064.1
OG0011945	XP_045643753.1	XP_004712671.3
OG0011946	XP_045643802.1	XP_004712672.1
OG0011947	XP_045644060.1	XP_045141568.1
OG0011948	XP_045644081.1	XP_004714160.1
OG0011949	XP_045649894.1	XP_004712716.2
OG0011950	XP_045649876.1	XP_030744910.2
OG0011951	XP_045668861.1	XP_030744912.2
OG0011952	XP_045668922.1	XP_045141541.1
OG0011953	XP_045668841.1	XP_004712674.1
OG0011954	XP_045668877.1	XP_004702403.1
OG0011955	XP_045668920.1	XP_045145716.1
OG0011956	XP_045650511.1	XP_004696711.1
OG0011957	XP_045650489.1	XP_004697082.1
OG0011958	XP_045650465.1	XP_004696729.1
OG0011959	XP_045650380.1	XP_045140528.1
OG0011960	XP_045650363.1	XP_004697115.1
OG0011961	XP_045651028.1	XP_004696751.1
OG0011962	XP_045650318.1	XP_045140658.1
OG0011963	XP_045650314.1	XP_004697122.1
OG0011964	XP_045650287.1	XP_004703673.1
OG0011965	XP_045650290.1	XP_030744754.2
OG0011966	XP_045650264.1	XP_004703646.2
OG0011967	XP_045650972.1	XP_045141171.1
OG0011968	XP_045650196.1	XP_045141169.1
OG0011969	XP_045650217.1	XP_004703627.1
OG0011970	XP_045650207.1	XP_004703624.1
OG0011971	XP_045665766.1	XP_004703748.1
OG0011972	XP_045665741.1	XP_004703607.1
OG0011973	XP_045665740.1	XP_004703606.1
OG0011974	XP_045665709.1	XP_045141160.1
OG0011975	XP_045665707.1	XP_045141263.1
OG0011976	XP_045662817.1	XP_004704704.1
OG0011977	XP_045662814.1	XP_004704932.2
OG0011978	XP_045662798.1	XP_004704708.1
OG0011979	XP_045662789.1	XP_045149512.1
OG0011981	XP_045662761.1	XP_045149544.1
OG0011982	XP_045662750.1	XP_004704727.1
OG0011983	XP_045662731.1	XP_004704730.1
OG0011984	XP_045662690.1	XP_004704742.1
OG0011985	XP_045670648.1	XP_004704752.1
OG0011986	XP_045638166.1	XP_004705063.1
OG0011987	XP_045638343.1	XP_004718150.1
OG0011988	XP_045638214.1	XP_045154893.1
OG0011989	XP_045638466.1	XP_045154995.1
OG0011990	XP_045638414.1	XP_045154711.1
OG0011991	XP_045638467.1	XP_004705096.1
OG0011992	XP_045638228.1	XP_004705107.1
OG0011994	XP_045638362.1	XP_045154859.1
OG0011995	XP_045638536.1	XP_004705389.1
OG0011996	XP_045638346.1	XP_012860725.1
OG0011997	XP_045638644.1	XP_045154707.1
OG0011998	XP_045638360.1	XP_004705143.3, XP_045142758.1
OG0012000	XP_045638656.1	XP_004705147.1
OG0012001	XP_045638332.1	XP_030743851.2
OG0012002	XP_045638441.1	XP_045154866.1
OG0012003	XP_045638488.1	XP_045154867.1
OG0012004	XP_045638464.1	XP_004705157.2
OG0012005	XP_045638594.1	XP_012860740.3
OG0012006	XP_045638010.1	XP_045155046.1
OG0012007	XP_045638244.1	XP_004705438.1
OG0012009	XP_045660219.1	XP_004705456.2
OG0012010	XP_045660207.1	XP_004705210.1
OG0012011	XP_045660223.1	XP_045154881.1
OG0012012	XP_045660238.1	XP_045154883.1
OG0012013	XP_045630657.1	XP_004705221.2
OG0012014	XP_045630660.1	XP_004705220.1
OG0012015	XP_045630634.1	XP_004705467.1
OG0012016	XP_045630664.1	XP_045155041.1
OG0012017	XP_045630681.1	XP_004705225.2
OG0012018	XP_045633885.1	XP_004705475.1
OG0012019	XP_045633910.1	XP_004705227.1
OG0012020	XP_045632825.1	XP_045155134.1
OG0012021	XP_045632827.1	XP_004705233.1
OG0012022	XP_045632841.1	XP_004705239.1
OG0012023	XP_045632828.1	XP_004718233.1
OG0012024	XP_045632798.1	XP_045155139.1, XP_004699933.1
OG0012025	XP_045652403.1	XP_004703582.1
OG0012026	XP_045626825.1	XP_004715121.1
OG0012027	XP_045627346.1	XP_004715135.1
OG0012028	XP_045633239.1	XP_004706643.1
OG0012029	XP_045633227.1	XP_004706695.1
OG0012030	XP_045664211.1	XP_004706644.1
OG0012031	XP_045664290.1	XP_045141034.1
OG0012032	XP_045652214.1	XP_045141131.1
OG0012033	XP_045652225.1	XP_004703538.1
OG0012034	XP_045652236.1	XP_045141003.1
OG0012035	XP_045652266.1	XP_004703549.1
OG0012036	XP_045652296.1	XP_004703562.1
OG0012037	XP_045652328.1	XP_045141143.1
OG0012038	XP_045652336.1	XP_004703568.1
OG0012039	XP_045652343.1	XP_012860355.1
OG0012040	XP_045652347.1	XP_004703571.1
OG0012041	XP_045652353.1	XP_004703572.1
OG0012042	XP_045652359.1	XP_045141243.1
OG0012043	XP_045652370.1	XP_045141148.1
OG0012044	XP_045652385.1	XP_045141151.1
OG0012045	XP_045652389.1	XP_045141152.1
OG0012046	XP_045652394.1	XP_012860337.1
OG0012047	XP_045665778.1	XP_045141156.1
OG0012048	XP_045651269.1	XP_004699790.2
OG0012049	XP_045651285.1	XP_004708164.1
OG0012050	XP_045651308.1	XP_004699797.1
OG0012052	XP_045651341.1	XP_004717516.1
OG0012053	XP_045651347.1	XP_045152403.1
OG0012054	XP_045651364.1	XP_012861926.1
OG0012055	XP_045669032.1	XP_045152451.1
OG0012056	XP_045645109.1, XP_045669021.1	XP_004709926.1
OG0012057	XP_045669043.1	XP_004708156.1
OG0012059	XP_045669065.1	XP_004708151.1
OG0012060	XP_045669049.1	XP_045142333.1
OG0012061	XP_045669140.1	XP_004708142.1
OG0012062	XP_045668988.1	XP_045142306.1
OG0012063	XP_045660381.1	XP_045141747.1, XP_045141748.1
OG0012064	XP_045660401.1	XP_004699776.1
OG0012065	XP_045660400.1	XP_004699774.2
OG0012066	XP_045633070.1	XP_045145397.1
OG0012067	XP_045630785.1	XP_045145424.1
OG0012068	XP_045630796.1	XP_045145403.1
OG0012069	XP_045627271.1	XP_045140327.1
OG0012070	XP_045627378.1	XP_045140325.1
OG0012071	XP_045627277.1	XP_045140345.1
OG0012072	XP_045627285.1	XP_045145415.1
OG0012073	XP_045671783.1	XP_045139942.1
OG0012074	XP_045672308.1	XP_004703404.3
OG0012075	XP_045626493.1	XP_045140043.1
OG0012076	XP_045626504.1	XP_030744460.1
OG0012077	XP_045672314.1	XP_045139963.1
OG0012078	XP_045626510.1	XP_004706409.1
OG0012079	XP_045655231.1	XP_045140062.1
OG0012080	XP_045627334.1	XP_004706362.1
OG0012081	XP_045627370.1	XP_045140015.1
OG0012082	XP_045627294.1	XP_030744431.2
OG0012083	XP_045627435.1	XP_030744489.1
OG0012084	XP_045630688.1	XP_045145412.1
OG0012085	XP_045630694.1	XP_004715179.1
OG0012087	XP_045669008.1	XP_004708253.1
OG0012088	XP_045655226.1	XP_045140012.1
OG0012089	XP_045639552.1	XP_045147615.1, XP_004701445.1
OG0012090	XP_045639545.1	XP_004701196.1
OG0012091	XP_045639615.1	XP_045149236.1
OG0012092	XP_045648111.1	XP_004696855.1
OG0012093	XP_045648094.1	XP_012860397.1
OG0012094	XP_045648107.1	XP_004696839.1
OG0012095	XP_045658294.1	XP_045150157.1
OG0012096	XP_045658276.1	XP_045148700.1
OG0012097	XP_045639411.1	XP_045154150.1
OG0012098	XP_045639351.1	XP_045154645.1
OG0012099	XP_045639408.1	XP_045154021.1
OG0012100	XP_045639646.1	XP_045153836.1
OG0012101	XP_045639548.1	XP_045154146.1
OG0012102	XP_045639571.1	XP_012862574.1
OG0012103	XP_045639321.1	XP_004712221.1
OG0012104	XP_045639107.1	XP_004701154.1
OG0012105	XP_045639622.1	XP_004701158.2
OG0012106	XP_045639630.1	XP_045147564.1
OG0012107	XP_045639553.1	XP_004701161.1
OG0012108	XP_045639391.1	XP_012859675.2
OG0012109	XP_045639495.1	XP_004701169.1
OG0012110	XP_045639289.1	XP_004701186.1
OG0012111	XP_045639323.1	XP_045147412.1
OG0012112	XP_045639382.1	XP_004701441.1
OG0012113	XP_045639397.1	XP_045147616.1
OG0012114	XP_045639210.1	XP_045147241.1
OG0012115	XP_045639602.1	XP_004701453.1
OG0012116	XP_045639533.1	XP_045145483.1
OG0012117	XP_045639566.1, XP_045639565.1	XP_004701211.1
OG0012118	XP_045639356.1	XP_004701212.2
OG0012119	XP_045639506.1	XP_045147487.1
OG0012120	XP_045639160.1	XP_045147629.1
OG0012121	XP_045639542.1	XP_004701470.1
OG0012122	XP_045639151.1	XP_045147302.1
OG0012123	XP_045639123.1	XP_045147127.1
OG0012124	XP_045639507.1	XP_004701228.1
OG0012125	XP_045639270.1	XP_045147633.1
OG0012126	XP_045639275.1	XP_004701234.1
OG0012127	XP_045639308.1	XP_004701232.1
OG0012128	XP_045639569.1	XP_012863557.1
OG0012129	XP_045639607.1	XP_045147560.1
OG0012131	XP_045639541.1	XP_045139460.1
OG0012133	XP_045639651.1	XP_045149314.1
OG0012134	XP_045639496.1	XP_030742372.1
OG0012135	XP_045639396.1	XP_045149409.1
OG0012136	XP_045649554.1	XP_012861499.1
OG0012137	XP_045653038.1	XP_030744607.1
OG0012138	XP_045657232.1	XP_004696866.1
OG0012139	XP_045648071.1	XP_004696846.1
OG0012140	XP_045648108.1	XP_004696843.1
OG0012141	XP_045648050.1	XP_045140628.1
OG0012142	XP_045648046.1	XP_045140630.1
OG0012143	XP_045648018.1	XP_045140632.1
OG0012144	XP_045648093.1	XP_045140633.1
OG0012145	XP_045647997.1	XP_004697175.1
OG0012146	XP_045647959.1	XP_045140783.1
OG0012147	XP_045647957.1	XP_045140838.1
OG0012148	XP_045647953.1	XP_004697170.2
OG0012150	XP_045648089.1	XP_004697156.2
OG0012151	XP_045671224.1	XP_004696789.1
OG0012152	XP_045671236.1	XP_004696785.1
OG0012153	XP_045671245.1	XP_004696780.1
OG0012154	XP_045671195.1	XP_004697141.1
OG0012155	XP_045671226.1	XP_045140652.1
OG0012156	XP_045671262.1	XP_004696770.1
OG0012157	XP_045671192.1	XP_045140653.1
OG0012158	XP_045671229.1	XP_004703676.1
OG0012159	XP_045671322.1, XP_045671321.1	XP_004703678.1
OG0012160	XP_045671268.1	XP_045141178.1
OG0012161	XP_045671269.1	XP_004703680.1
OG0012162	XP_045643377.1	XP_004703681.1
OG0012163	XP_045643356.1	XP_030744828.2
OG0012164	XP_045643355.1	XP_045141180.1
OG0012165	XP_045643354.1	XP_004703782.1
OG0012167	XP_045643319.1	XP_004716991.1
OG0012168	XP_045643303.1	XP_012863848.1
OG0012169	XP_045643298.1	XP_045141185.1
OG0012170	XP_045643264.1	XP_012864109.1
OG0012171	XP_045643226.1	XP_030744773.1
OG0012172	XP_045643180.1	XP_004698419.1, XP_045153552.1
OG0012173	XP_045643160.1	XP_004698424.1
OG0012174	XP_045643151.1	XP_045141202.1
OG0012175	XP_045643148.1	XP_045141053.1
OG0012176	XP_045648030.1	XP_004697180.1
OG0012178	XP_045653550.1	XP_004713974.1
OG0012179	XP_045653476.1	XP_012861715.2
OG0012180	XP_045653138.1	XP_045149246.1
OG0012181	XP_045653232.1	XP_004712997.1
OG0012182	XP_045646787.1	XP_012863076.1
OG0012183	XP_045646695.1	XP_045151297.1
OG0012184	XP_045646694.1	XP_045151384.1
OG0012185	XP_045639717.1	XP_045151408.1
OG0012186	XP_045639702.1	XP_045151122.1
OG0012187	XP_045639726.1	XP_004714234.1
OG0012188	XP_045639700.1	XP_045139579.1
OG0012189	XP_045654040.1	XP_004714219.2
OG0012190	XP_045654017.1	XP_004714240.1
OG0012191	XP_045653992.1	XP_004714210.2
OG0012193	XP_045653966.1	XP_045151053.1
OG0012194	XP_045653943.1	XP_004712876.3
OG0012195	XP_045653923.1	XP_004712885.1
OG0012196	XP_045653908.1	XP_004712830.1
OG0012197	XP_045653914.1	XP_004712887.1
OG0012198	XP_045653909.1	XP_004712889.2
OG0012199	XP_045653487.1	XP_004712894.1
OG0012200	XP_045653567.1	XP_012862740.1
OG0012201	XP_045653831.1	XP_004712906.1
OG0012202	XP_045653563.1	XP_004712914.1
OG0012203	XP_045653787.1, XP_045653786.1	XP_004712857.2
OG0012204	XP_045653778.1	XP_045139547.1
OG0012205	XP_045653562.1	XP_004712920.1
OG0012206	XP_045653478.1	XP_004712924.1
OG0012207	XP_045653717.1	XP_045153711.1
OG0012208	XP_045653698.1	XP_030743550.1
OG0012209	XP_045653683.1	XP_004709105.1
OG0012210	XP_045653672.1	XP_030743548.1
OG0012211	XP_045653666.1	XP_045153679.1
OG0012212	XP_045653660.1	XP_004709043.1
OG0012213	XP_045653643.1	XP_045153726.1
OG0012214	XP_045653615.1	XP_004709056.1
OG0012215	XP_045653609.1	XP_030743545.1
OG0012216	XP_045653605.1	XP_004709058.1
OG0012217	XP_045653600.1	XP_012861692.1
OG0012218	XP_045653598.1	XP_004709065.1
OG0012219	XP_045653590.1	XP_004709069.1
OG0012220	XP_045653588.1	XP_004709121.2
OG0012221	XP_045653585.1	XP_045153695.1
OG0012222	XP_045660803.1	XP_045149265.1
OG0012223	XP_045660811.1	XP_004716248.1
OG0012224	XP_045660813.1	XP_045149262.1
OG0012225	XP_045660780.1, XP_045660781.1	XP_045149459.1
OG0012226	XP_045660819.1	XP_045143681.1, XP_004716209.1
OG0012227	XP_045660847.1	XP_045149258.1
OG0012228	XP_045660851.1	XP_004716200.2
OG0012229	XP_045660865.1	XP_045149435.1
OG0012230	XP_045646685.1	XP_004716187.1
OG0012231	XP_045653352.1	XP_030742385.2
OG0012232	XP_045653353.1	XP_004712940.1
OG0012233	XP_045653355.1	XP_004712939.1
OG0012234	XP_045653351.1	XP_045149251.1
OG0012235	XP_045653346.1	XP_004712944.1
OG0012236	XP_045653154.1	XP_045149248.1
OG0012237	XP_045653326.1	XP_004712951.1
OG0012238	XP_045653306.1	XP_004712964.1
OG0012239	XP_045653314.1	XP_004712966.2
OG0012240	XP_045653291.1	XP_030742381.1
OG0012241	XP_045653284.1	XP_004712975.1
OG0012242	XP_045653289.1	XP_004712973.1
OG0012243	XP_045653280.1, XP_045653281.1	XP_004712978.1
OG0012244	XP_045653282.1	XP_004712979.1
OG0012245	XP_045653149.1	XP_004712982.1
OG0012246	XP_045653251.1	XP_004712991.2
OG0012247	XP_045653212.1	XP_045149340.1
OG0012248	XP_045653203.1	XP_045141590.1
OG0012249	XP_045653174.1	XP_004709399.1
OG0012250	XP_045634120.1	XP_004709413.2
OG0012251	XP_045634211.1	XP_012861755.1
OG0012252	XP_045634246.1	XP_045149302.1
OG0012253	XP_045634245.1	XP_012861757.2
OG0012254	XP_045634195.1	XP_045149319.1
OG0012256	XP_045634157.1	XP_004713027.1
OG0012257	XP_045634193.1	XP_045149289.1
OG0012258	XP_045634173.1	XP_004713013.1
OG0012259	XP_045634179.1	XP_004713008.1
OG0012260	XP_045634222.1	XP_004713081.2
OG0012261	XP_045634166.1	XP_045149243.1
OG0012262	XP_045658025.1	XP_004699674.1
OG0012263	XP_045658066.1	XP_004699418.1
OG0012264	XP_045658105.1	XP_045147680.1
