Orthogroup	Urocitellus_parryii	Mus_musculus
OG0012118	XP_026261591.1	NP_001361685.1
OG0012119	XP_026246032.1	NP_035089.1
OG0012120	XP_026246019.1	NP_001303300.1
OG0012121	XP_026246030.1	NP_083974.1
OG0012122	XP_026246006.1	NP_001361686.1
OG0012123	XP_026245959.1	XP_036014801.1
OG0012124	XP_026245955.1	NP_001297360.1
OG0012125	XP_026246046.1	XP_006519097.1
OG0012126	XP_026246052.1	NP_034941.2
OG0012127	XP_026246070.1	NP_082704.1
OG0012128	XP_026246031.1	NP_079642.1
OG0012129	XP_026246002.1	XP_006519739.1, NP_082551.1
OG0012130	XP_026245994.1	NP_598845.1, XP_030103456.1
OG0012131	XP_026246022.1	NP_997112.1
OG0012132	XP_026262455.1	XP_006519199.1, NP_808484.2
OG0012133	XP_026252803.1	NP_001004436.2
OG0012134	XP_026252826.1	NP_694767.3
OG0012135	XP_026252797.1	NP_899032.2, XP_006519275.1
OG0012136	XP_026254001.1	NP_001395574.1
OG0012137	XP_026253998.1	NP_001347643.1
OG0012138	XP_026253989.1	XP_006517515.1, NP_848484.2
OG0012139	XP_026257109.1	NP_038670.1
OG0012140	XP_026257117.1	NP_032031.1
OG0012141	XP_026257095.1	XP_017170240.1
OG0012142	XP_026257113.1	NP_034826.2
OG0012144	XP_026263223.1	XP_006533350.1
OG0012145	XP_026251163.1	NP_795973.2, XP_017170095.1
OG0012146	XP_026244075.1	NP_001333689.1
OG0012147	XP_026244097.1	NP_082461.1
OG0012148	XP_026244073.1	NP_001074438.1
OG0012149	XP_026244109.1	XP_006532454.1, NP_598950.2
OG0012150	XP_026244123.1	NP_694719.2
OG0012151	XP_026255926.1	NP_001103681.1, NP_038500.2
OG0012152	XP_026270434.1	XP_006525531.1
OG0012153	XP_026270423.1	NP_001390238.1
OG0012154	XP_026240249.1	NP_840061.1
OG0012155	XP_026240158.1	NP_849259.2
OG0012156	XP_026240237.1	NP_067271.1
OG0012157	XP_026240117.1	NP_001157963.1
OG0012158	XP_026241734.1	NP_570614.2
OG0012159	XP_026241719.1	NP_035017.2
OG0012160	XP_026241757.1	NP_001028400.2
OG0012161	XP_026241760.1, XP_026241759.1	NP_598819.2
OG0012162	XP_026241746.1	NP_067434.3
OG0012163	XP_026241712.1	XP_006517781.1
OG0012164	XP_026241754.1	NP_034460.3
OG0012165	XP_026249391.1	NP_067531.1
OG0012166	XP_026249411.1	NP_032028.1
OG0012168	XP_026266033.1	NP_796329.2
OG0012169	XP_026266025.1	NP_001230766.1, XP_030104134.1
OG0012170	XP_026257566.1	XP_006520066.1, NP_084444.3
OG0012171	XP_026257575.1	NP_001078879.1
OG0012172	XP_026245926.1	NP_080672.3
OG0012173	XP_026245917.1	NP_032563.2
OG0012174	XP_026245913.1	XP_006520120.1
OG0012175	XP_026245953.1	NP_766546.1
OG0012176	XP_026237102.1	NP_035542.2
OG0012177	XP_026248178.1	NP_808265.2
OG0012178	XP_026258509.1	NP_666826.1
OG0012179	XP_026248349.1	NP_001359483.1
OG0012180	XP_026246466.1	NP_665689.1
OG0012181	XP_026246450.1	NP_808447.2, XP_006533546.1
OG0012182	XP_026250464.1	XP_006510654.1, NP_001106794.1
OG0012183	XP_026250467.1	NP_835214.2
OG0012184	XP_026250466.1	XP_030100601.1, NP_075766.1
OG0012185	XP_026248197.1	NP_001355774.1
OG0012186	XP_026248226.1	NP_001392026.1
OG0012187	XP_026248195.1	NP_038828.2
OG0012188	XP_026248225.1	XP_006510505.1
OG0012189	XP_026260349.1	NP_038960.2
OG0012190	XP_026260375.1	NP_001139432.1
OG0012191	XP_026260364.1	NP_065264.2
OG0012192	XP_026260404.1	NP_035864.2
OG0012193	XP_026258490.1	XP_017168808.1
OG0012194	XP_026259290.1	NP_081420.2
OG0012195	XP_026259280.1	NP_573489.2
OG0012196	XP_026259251.1	NP_082165.1
OG0012197	XP_026259260.1	NP_001346188.1
OG0012198	XP_026259244.1	NP_038579.2
OG0012199	XP_026252172.1	NP_033502.2
OG0012200	XP_026252147.1	NP_663378.1
OG0012201	XP_026252145.1	NP_032374.1
OG0012202	XP_026252122.1	NP_031494.2
OG0012203	XP_026252152.1	NP_035882.1
OG0012204	XP_026248323.1	NP_077195.2
OG0012205	XP_026248386.1	NP_064670.1
OG0012206	XP_026248404.1	NP_001363880.1
OG0012207	XP_026248391.1	NP_080141.2
OG0012208	XP_026248381.1	NP_035266.1
OG0012209	XP_026254813.1	NP_084212.2, XP_006510747.1
OG0012210	XP_026254819.1	NP_997610.1
OG0012211	XP_026254833.1	NP_001074621.1
OG0012212	XP_026254844.1	NP_780771.1
OG0012213	XP_026254821.1	NP_001391965.1
OG0012214	XP_026248281.1	NP_082200.1
OG0012215	XP_026248245.1	XP_030099868.1
OG0012216	XP_026248267.1	XP_030100571.1
OG0012217	XP_026248273.1	NP_032637.3
OG0012218	XP_026248274.1	NP_001297646.1
OG0012219	XP_026248283.1	NP_950182.1
OG0012220	XP_026248278.1	XP_006509925.1
OG0012221	XP_026248261.1	XP_006509912.1
OG0012222	XP_026249762.1	XP_006534549.1, NP_084208.1
OG0012223	XP_026249690.1	XP_006532997.1
OG0012224	XP_026249707.1	XP_036012633.1, NP_808444.1
OG0012225	XP_026249753.1	XP_006533630.1
OG0012226	XP_026249760.1	NP_080835.1
OG0012227	XP_026249680.1	NP_062273.2
OG0012228	XP_026249682.1	NP_001076800.1
OG0012229	XP_026236506.1	XP_006532981.1
OG0012230	XP_026236497.1	NP_077173.1
OG0012231	XP_026246471.1	NP_061210.2
OG0012232	XP_026246474.1	NP_080293.1
OG0012233	XP_026246476.1	NP_062723.1
OG0012234	XP_026246244.1	XP_036012737.1
OG0012235	XP_026246332.1	NP_694783.1
OG0012236	XP_026246246.1	NP_780577.1, XP_006532033.1
OG0012237	XP_026246266.1	XP_011247023.1
OG0012238	XP_026246352.1	NP_001277987.1
OG0012239	XP_026246405.1	NP_033261.1
OG0012240	XP_026246353.1	NP_001406856.1
OG0012241	XP_026246314.1	NP_001038990.1, XP_011247375.1
OG0012242	XP_026246354.1	NP_080191.3
OG0012243	XP_026246343.1	NP_034729.3
OG0012244	XP_026246347.1	NP_001019377.1
OG0012245	XP_026246323.1	NP_035916.2
OG0012246	XP_026246429.1	NP_001272370.1
OG0012247	XP_026246313.1	NP_061238.1
OG0012248	XP_026246372.1	NP_001013031.2
OG0012249	XP_026246452.1	XP_006533682.1, NP_001402693.1
OG0012250	XP_026267144.1	NP_942561.1
OG0012251	XP_026267146.1	NP_082724.1
OG0012252	XP_026267148.1	XP_017169845.1
OG0012253	XP_026267174.1	NP_081474.1
OG0012254	XP_026267138.1	XP_030101968.1
OG0012255	XP_026236124.1	NP_001346059.1
OG0012256	XP_026237504.1	NP_001369197.1, NP_001028399.1, XP_006532041.1
OG0012257	XP_026264460.1	NP_071292.1
OG0012258	XP_026264495.1	NP_001395816.1
OG0012259	XP_026264494.1	NP_033052.1
OG0012260	XP_026264496.1	NP_067324.1, XP_006533914.1
OG0012261	XP_026264480.1	NP_079570.1
OG0012262	XP_026265139.1	XP_036020022.1
OG0012263	XP_026264854.1	NP_001391715.1, XP_006502919.1
OG0012264	XP_026266796.1	NP_898845.1
OG0012265	XP_026264521.1	NP_038873.2
OG0012266	XP_026264516.1	NP_038941.1
OG0012267	XP_026263012.1	NP_766284.2
OG0012268	XP_026263019.1	NP_001116424.1
OG0012269	XP_026238484.1	XP_006503471.1
OG0012270	XP_026237378.1	NP_001334088.1
OG0012271	XP_026238151.1	NP_079776.1
OG0012272	XP_026237834.1	NP_083841.4
OG0012273	XP_026238059.1	NP_082631.1
OG0012274	XP_026238213.1	NP_034079.2
OG0012275	XP_026238145.1	NP_083030.1
OG0012276	XP_026237421.1	XP_006503039.1, NP_001161408.2
OG0012277	XP_026237429.1	NP_001241683.1, NP_081004.2
OG0012278	XP_026270680.1	XP_030109548.1
OG0012279	XP_026270664.1	XP_030109373.1, NP_848814.3
OG0012280	XP_026270678.1	XP_036019573.1, NP_001408102.1
OG0012281	XP_026236291.1	NP_035515.2
OG0012282	XP_026236287.1	XP_030109754.1
OG0012283	XP_026236300.1	NP_766466.4, XP_017175716.1
OG0012284	XP_026236293.1	NP_038811.2
OG0012285	XP_026268665.1	NP_780496.2
OG0012286	XP_026241901.1	XP_011248597.1, NP_001028661.2
OG0012287	XP_026241762.1	XP_017175471.1, NP_032262.2, NP_001288734.1
OG0012288	XP_026241868.1	NP_766293.2
OG0012289	XP_026241878.1	NP_766292.2
OG0012290	XP_026253757.1	NP_776135.2
OG0012291	XP_026253736.1	NP_071303.1, XP_006539148.1
OG0012292	XP_026237801.1	XP_011246811.1
OG0012293	XP_026257680.1	NP_001297590.1
OG0012294	XP_026257652.1	NP_031688.2
OG0012295	XP_026257713.1	NP_033828.2
OG0012296	XP_026257625.1	NP_722470.2
OG0012297	XP_026257636.1	NP_619597.2
OG0012298	XP_026257669.1	NP_031634.2
OG0012299	XP_026257701.1	NP_065630.1
OG0012300	XP_026257614.1	NP_001401852.1
OG0012301	XP_026257705.1	XP_006530998.1
OG0012303	XP_026267179.1	XP_011246731.1, NP_001029152.2
OG0012304	XP_026267188.1	XP_006530908.1
OG0012305	XP_026267202.1	NP_075884.1
OG0012306	XP_026267218.1	XP_006531527.1, NP_083704.1
OG0012307	XP_026267208.1	NP_067416.2
OG0012308	XP_026267181.1	NP_080924.1
OG0012309	XP_026248789.1	NP_032316.2
OG0012310	XP_026264915.1	NP_001124340.1
OG0012311	XP_026264917.1	NP_065609.2
OG0012312	XP_026255048.1	NP_835187.2
OG0012313	XP_026255080.1	NP_001355244.1
OG0012314	XP_026255003.1	NP_598734.1
OG0012315	XP_026255075.1	XP_006530981.1, NP_666328.2
OG0012316	XP_026254983.1	NP_033807.2
OG0012318	XP_026260275.1	NP_080553.1
OG0012319	XP_026260308.1	NP_001357994.1
OG0012320	XP_026260268.1	NP_035031.2
OG0012321	XP_026269032.1	NP_001390999.1
OG0012322	XP_026269107.1	NP_778189.1
OG0012323	XP_026269025.1	NP_001344262.1, XP_017168231.1
OG0012324	XP_026269092.1	NP_032315.2
OG0012325	XP_026269078.1	XP_011246701.1
OG0012326	XP_026269079.1	NP_001074801.1
OG0012327	XP_026269064.1	NP_001164259.1
OG0012328	XP_026269047.1	NP_001365935.1
OG0012329	XP_026269037.1	NP_808456.1
OG0012330	XP_026269066.1	NP_071704.3
OG0012331	XP_026264497.1	NP_080033.3
OG0012332	XP_026266800.1	NP_932154.1
OG0012333	XP_026257648.1	XP_036009870.1, NP_665833.4
OG0012334	XP_026241089.1	NP_780649.1
OG0012335	XP_026241326.1	NP_001012402.1
OG0012336	XP_026241382.1	NP_035577.1, XP_036016319.1
OG0012337	XP_026265765.1	NP_001005477.1
OG0012338	XP_026265755.1	NP_034843.2
OG0012339	XP_026241060.1	NP_034153.2
OG0012340	XP_026241331.1	NP_898972.1
OG0012341	XP_026241084.1	XP_006524012.1, NP_001073398.2
OG0012342	XP_026241391.1	XP_006524491.1, NP_808490.1
OG0012343	XP_026265331.1	NP_780385.1
OG0012344	XP_026256210.1	NP_081192.2, NP_001346237.1
OG0012345	XP_026256137.1	XP_036020874.1, NP_766097.1
OG0012346	XP_026258104.1, XP_026252615.1	XP_006504447.1
OG0012347	XP_026252736.1	NP_064406.1
OG0012348	XP_026252684.1	NP_291039.1
OG0012349	XP_026252640.1	XP_036020724.1
OG0012350	XP_026252748.1	NP_034033.1
OG0012351	XP_026252663.1	XP_030110611.1
OG0012352	XP_026252651.1	XP_036020581.1
OG0012353	XP_026252636.1	XP_036020878.1
OG0012354	XP_026252671.1	NP_598675.2
OG0012355	XP_026252719.1	NP_082167.2
OG0012356	XP_026252728.1	NP_001346343.1
OG0012357	XP_026252721.1	NP_035423.2
OG0012358	XP_026252738.1	NP_001289867.1
OG0012359	XP_026268986.1	NP_035871.2, XP_036020893.1
OG0012360	XP_026268976.1	NP_001412719.1
OG0012361	XP_026268969.1	NP_666276.1
OG0012362	XP_026268987.1	NP_081984.1
OG0012363	XP_026268995.1	NP_001290195.1
OG0012364	XP_026268968.1	XP_017176362.1
OG0012365	XP_026268957.1	XP_030110658.1
OG0012366	XP_026268935.1	NP_067367.3, XP_006504614.1
OG0012367	XP_026259974.1	XP_006504947.1
OG0012368	XP_026261465.1	XP_006504802.1
OG0012369	XP_026261499.1	XP_030110765.1
OG0012370	XP_026261498.1	XP_011239276.1, NP_777275.2
OG0012371	XP_026261502.1	XP_006504782.1, NP_001153737.1
OG0012372	XP_026261490.1	NP_080545.2
OG0012373	XP_026261474.1, XP_026261475.1	NP_932097.1
OG0012374	XP_026256097.1	NP_080646.1
OG0012375	XP_026256234.1	XP_006507602.1
OG0012376	XP_026256147.1	NP_001408690.1
OG0012377	XP_026256213.1	NP_001334581.1
OG0012378	XP_026256138.1	NP_001291195.1
OG0012379	XP_026256208.1	NP_075692.1
OG0012380	XP_026256256.1	NP_653105.3
OG0012381	XP_026256215.1	NP_598447.1
OG0012382	XP_026256118.1	XP_006507264.1
OG0012383	XP_026236703.1	NP_001157247.1
OG0012384	XP_026236734.1	NP_001357694.1
OG0012385	XP_026236722.1	NP_081160.1
OG0012386	XP_026236702.1	NP_898954.2, XP_006508410.1
OG0012387	XP_026236728.1	NP_083696.2
OG0012388	XP_026236729.1	NP_780312.1
OG0012389	XP_026247936.1	NP_062712.1
OG0012390	XP_026247870.1	NP_612183.1, XP_036008620.1
OG0012391	XP_026247854.1	XP_017167830.1
OG0012392	XP_026247850.1	NP_997122.1
OG0012393	XP_026247973.1	NP_001390011.1
OG0012394	XP_026247951.1	NP_062303.2
OG0012395	XP_026247911.1	NP_001074707.1
OG0012396	XP_026247873.1	NP_083034.1
OG0012397	XP_026247918.1	NP_031698.2
OG0012398	XP_026247946.1	NP_001357810.1, XP_036009123.1
OG0012399	XP_026247914.1	NP_001158052.1
OG0012400	XP_026258297.1	NP_082361.2
OG0012401	XP_026258278.1	NP_057878.1
OG0012402	XP_026258233.1	NP_081974.3
OG0012403	XP_026258245.1, XP_026258243.1	NP_848873.1, XP_006507967.1
OG0012404	XP_026258250.1	NP_001361534.1
OG0012405	XP_026258246.1	NP_082091.4, XP_006508275.1
OG0012406	XP_026258289.1	NP_892040.1
OG0012407	XP_026258279.1	NP_001390574.1
OG0012408	XP_026265051.1	NP_001389724.1
OG0012409	XP_026265059.1	NP_291042.2
OG0012410	XP_026265030.1	XP_011244355.1
OG0012411	XP_026265049.1	NP_001034610.1
OG0012412	XP_026265027.1	NP_083037.1
OG0012413	XP_026265022.1	XP_006522171.1
OG0012414	XP_026236628.1	NP_083858.1
OG0012415	XP_026235799.1	XP_006522723.1
OG0012416	XP_026235806.1	NP_001289547.1
OG0012417	XP_026235804.1	NP_036085.1
OG0012418	XP_026241126.1	NP_001073282.1
OG0012419	XP_026241309.1	NP_082577.2, XP_006522671.1
OG0012420	XP_026241286.1	NP_001365941.1
OG0012421	XP_026241289.1	NP_663334.1, XP_030104875.1
OG0012422	XP_026241269.1	NP_080669.1
OG0012423	XP_026241066.1, XP_026241065.1	NP_079847.1
OG0012424	XP_026240998.1	NP_080784.1
OG0012425	XP_026241090.1	XP_006524968.4, NP_598492.2
OG0012426	XP_026241006.1	NP_035192.2
OG0012427	XP_026241383.1	XP_036016505.1, NP_766523.2
OG0012428	XP_026241347.1	NP_001396761.1
OG0012429	XP_026241055.1	NP_001288713.1
OG0012430	XP_026241455.1	NP_783613.1
OG0012431	XP_026241410.1	NP_001273649.1
OG0012432	XP_026241358.1	NP_080481.1
OG0012433	XP_026241367.1	NP_036086.1
OG0012434	XP_026241396.1	NP_001001183.1
OG0012435	XP_026241078.1	NP_001159401.1, XP_017173031.1
OG0012436	XP_026241072.1	NP_082377.3
OG0012437	XP_026241346.1	NP_001157238.1
OG0012438	XP_026241278.1	NP_666111.1
OG0012439	XP_026241241.1	XP_036016651.1
OG0012441	XP_026241308.1	NP_084369.2
OG0012442	XP_026258621.1	NP_001034577.1
OG0012443	XP_026249477.1	NP_080395.1
OG0012444	XP_026258589.1	NP_001039272.1
OG0012445	XP_026258566.1	NP_034490.1
OG0012446	XP_026258639.1	NP_032622.1
OG0012447	XP_026258562.1	NP_080474.2
OG0012448	XP_026258564.1	NP_035634.1
OG0012449	XP_026258577.1	NP_080121.1
OG0012450	XP_026258593.1	NP_001157039.1, XP_036019034.1
OG0012451	XP_026235408.1	NP_001365916.1
OG0012452	XP_026235205.1	NP_034152.2
OG0012453	XP_026235192.1	XP_006502203.1
OG0012454	XP_026257188.1	NP_075734.3, XP_036018753.1
OG0012455	XP_026257180.1	NP_808332.3
OG0012456	XP_026257184.1	XP_006501794.1
OG0012457	XP_026265411.1	NP_663369.2
OG0012458	XP_026258900.1	NP_032155.1
OG0012459	XP_026258894.1	NP_038895.1
OG0012460	XP_026258877.1	NP_001108137.1
OG0012461	XP_026258880.1	NP_080382.2
OG0012462	XP_026258903.1	NP_083152.1
OG0012463	XP_026258863.1	NP_080338.1
OG0012464	XP_026258897.1	XP_006534839.1
OG0012465	XP_026258892.1	NP_001365195.1
OG0012466	XP_026258893.1	NP_001001804.2
OG0012467	XP_026259106.1	NP_001342163.1
OG0012468	XP_026261959.1	NP_848812.1
OG0012469	XP_026261922.1	XP_017175068.1, NP_766452.2
OG0012470	XP_026261940.1	NP_080932.2
OG0012471	XP_026261934.1	XP_036019195.1
OG0012472	XP_026265794.1	NP_573485.2
OG0012473	XP_026265065.1	XP_006501723.1
OG0012474	XP_026264947.1	NP_573510.2
OG0012475	XP_026265773.1	XP_011238417.1
OG0012476	XP_026265942.1	NP_036158.3
OG0012477	XP_026265597.1	XP_006501282.1
OG0012478	XP_026265807.1	NP_114076.2
OG0012479	XP_026265583.1	NP_666065.1
OG0012480	XP_026265816.1	NP_001366460.2
OG0012481	XP_026243320.1	NP_444325.3
OG0012482	XP_026248651.1	NP_001028334.1
OG0012483	XP_026252973.1	NP_112466.1
OG0012484	XP_026252958.1	NP_038778.1
OG0012485	XP_026268731.1	XP_011238431.1, NP_036118.2
OG0012486	XP_026244258.1	NP_075630.2
OG0012487	XP_026256545.1	NP_853543.1
OG0012488	XP_026253031.1	NP_001138327.1
OG0012489	XP_026252959.1	NP_663485.1
OG0012490	XP_026252944.1	NP_722469.1
OG0012491	XP_026252947.1	XP_006529432.1
OG0012492	XP_026252998.1	NP_598425.2
OG0012493	XP_026252996.1	NP_083148.4
OG0012494	XP_026252955.1	XP_006529895.1
OG0012495	XP_026257270.1	XP_006529779.1
OG0012496	XP_026257275.1	XP_006529280.1, NP_573502.2
OG0012497	XP_026243194.1	NP_032577.1
OG0012499	XP_026243285.1	NP_032085.1
OG0012500	XP_026243228.1	NP_081171.1
OG0012501	XP_026243307.1	NP_067396.3
OG0012502	XP_026241807.1	NP_001074705.1
OG0012503	XP_026248668.1	NP_001344454.1
OG0012504	XP_026248662.1	NP_001392438.1
OG0012505	XP_026248679.1	NP_780669.1
OG0012506	XP_026248630.1	NP_001333046.1
OG0012507	XP_026248638.1	NP_081152.2
OG0012508	XP_026244290.1	NP_001128213.1
OG0012509	XP_026244261.1	NP_036061.1
OG0012510	XP_026244267.1	NP_079750.1
OG0012511	XP_026244222.1	NP_038890.3
OG0012513	XP_026244239.1	NP_796230.1, NP_031479.1
OG0012514	XP_026244221.1	NP_001182118.1
OG0012515	XP_026261005.1	NP_001137428.1
OG0012516	XP_026261009.1	XP_006496972.2
OG0012517	XP_026261044.1	NP_473428.1, NP_001263384.1
OG0012518	XP_026235958.1	NP_035934.1
OG0012519	XP_026246558.1	NP_062318.2, XP_036008326.1
OG0012520	XP_026246526.1	XP_006496891.1
OG0012521	XP_026246506.1	NP_001344319.1
OG0012522	XP_026246503.1	NP_035915.3, XP_006496881.1
OG0012523	XP_026246507.1	NP_058085.2, XP_036008205.1
OG0012524	XP_026246519.1	NP_848768.1, NP_001404405.1
OG0012525	XP_026261554.1	XP_017175608.1
OG0012526	XP_026261549.1	NP_031441.2
OG0012527	XP_026261552.1	NP_573488.2
OG0012528	XP_026261547.1	NP_666055.1
OG0012529	XP_026262918.1, XP_026261564.1	NP_001363968.1
OG0012530	XP_026262946.1	NP_663489.4
OG0012531	XP_026262928.1	NP_780336.1
OG0012532	XP_026262937.1	NP_775554.2
OG0012533	XP_026260783.1	XP_036018813.1, NP_057910.3
OG0012534	XP_026260688.1	NP_766114.1
OG0012535	XP_026260704.1	NP_033966.1
OG0012536	XP_026260800.1	NP_064387.1
OG0012537	XP_026260685.1	NP_277068.1
OG0012538	XP_026260710.1	NP_031738.2
OG0012539	XP_026260828.1	NP_001344296.2
OG0012540	XP_026260802.1	XP_006501676.1
OG0012541	XP_026260845.1	XP_030108249.1, NP_033732.2
OG0012543	XP_026268707.1	XP_017175032.1
OG0012544	XP_026268736.1	NP_598615.1
OG0012545	XP_026254398.1	XP_030106421.1, NP_001094508.1
OG0012546	XP_026255832.1	XP_036016986.1
OG0012547	XP_026255847.1	NP_001349204.1
OG0012548	XP_026255794.1	NP_001390829.1
OG0012549	XP_026255791.1	NP_067423.2
OG0012550	XP_026255789.1	NP_694698.3
OG0012551	XP_026256543.1	NP_081892.2
OG0012552	XP_026256547.1	NP_997506.1
OG0012553	XP_026256544.1	NP_001351902.1
OG0012554	XP_026256524.1	NP_031909.2
OG0012555	XP_026243856.1	NP_951010.1
OG0012556	XP_026243807.1	NP_997413.2
OG0012557	XP_026243847.1	NP_082617.2, XP_030106474.1
OG0012558	XP_026243870.1	XP_006526404.1, NP_083899.1
OG0012559	XP_026243854.1	XP_017173356.1
OG0012560	XP_026243855.1	XP_006526114.1
OG0012561	XP_026243848.1	NP_001139759.1
OG0012562	XP_026243824.1	XP_006526131.1, NP_001077097.1
OG0012563	XP_026236475.1	NP_569716.2
OG0012564	XP_026236477.1	NP_031619.3
OG0012565	XP_026250319.1	NP_083163.3
OG0012566	XP_026267993.1	XP_006524912.1
OG0012567	XP_026267990.1	NP_082664.1
OG0012568	XP_026268226.1	XP_017172989.1
OG0012569	XP_026268229.1	XP_036017093.1, NP_573500.2
OG0012570	XP_026268230.1	NP_001406305.1
OG0012571	XP_026271284.1	XP_011245209.1
OG0012572	XP_026240993.1	NP_783575.2, XP_017170513.1
OG0012573	XP_026258161.1	NP_001288356.1
OG0012574	XP_026250061.1	NP_808288.2
OG0012575	XP_026261904.1	NP_032634.3
OG0012576	XP_026261908.1	NP_542764.2
OG0012577	XP_026261829.1	NP_075679.2
OG0012578	XP_026261828.1	XP_030103435.1, NP_001357821.1
OG0012579	XP_026261812.1	NP_031481.2
OG0012580	XP_026261813.1	NP_035319.1
OG0012581	XP_026261869.1	NP_001240817.1
OG0012582	XP_026261916.1	NP_080679.3
OG0012583	XP_026261898.1	NP_076188.3
OG0012584	XP_026269664.1	NP_659037.2
OG0012585	XP_026269719.1	XP_036013597.1
OG0012586	XP_026270074.1	XP_036013330.1
OG0012587	XP_026269796.1	NP_079732.1
OG0012588	XP_026269603.1	NP_035037.2
OG0012589	XP_026269945.1	NP_663417.1, XP_006515736.1
OG0012590	XP_026264767.1	XP_017170673.1, NP_001299573.1
OG0012591	XP_026267116.1	NP_001028328.2
OG0012592	XP_026268444.1	XP_006516083.1
OG0012593	XP_026268441.1	NP_849243.2
OG0012594	XP_026246846.1	NP_001180195.2
OG0012595	XP_026246873.1	XP_017170423.1, NP_081545.3
OG0012596	XP_026246822.1	NP_839984.1
OG0012597	XP_026246886.1	XP_011242459.1, NP_079717.2
OG0012598	XP_026246853.1	NP_001129031.1, XP_006515698.1
OG0012599	XP_026246829.1	NP_899117.1, XP_017170692.1
OG0012600	XP_026246854.1	NP_001390761.1
OG0012601	XP_026246848.1	NP_001392290.1
OG0012602	XP_026246820.1	NP_082615.1
OG0012603	XP_026246837.1	NP_032721.2
OG0012604	XP_026266817.1	NP_081794.2, XP_006519607.1
OG0012605	XP_026266808.1	XP_036014450.1
OG0012606	XP_026239866.1	NP_001346970.1
OG0012607	XP_026239864.1	XP_006519690.1
OG0012608	XP_026239913.1	NP_001347461.1
OG0012609	XP_026265827.1	NP_001156850.1
OG0012610	XP_026239884.1	NP_083503.1
OG0012611	XP_026265840.1	NP_001177395.1
OG0012612	XP_026240988.1	NP_035514.1
OG0012613	XP_026240952.1	NP_035512.1
OG0012614	XP_026240955.1, XP_026240956.1	NP_083856.1
OG0012615	XP_026240964.1	NP_848479.1
OG0012616	XP_026240970.1	NP_766393.2
OG0012617	XP_026240910.1	NP_598811.3
OG0012618	XP_026240938.1	XP_006516160.1, NP_062525.1
OG0012619	XP_026240898.1	NP_083345.1
OG0012620	XP_026240987.1	NP_076210.1, XP_030102816.1
OG0012621	XP_026240921.1	XP_030102381.1, NP_084264.1
OG0012622	XP_026240980.1	NP_084293.1
OG0012623	XP_026240979.1	XP_030102481.1
OG0012624	XP_026240885.1	NP_796241.3
OG0012625	XP_026240945.1	XP_006516097.1, NP_080520.2
OG0012626	XP_026240961.1	NP_001171032.1
OG0012627	XP_026257817.1	XP_017170611.1
OG0012628	XP_026257120.1	XP_006515747.1
OG0012629	XP_026258442.1	XP_011242435.1
OG0012630	XP_026257426.1	NP_001254554.1
OG0012631	XP_026256717.1	NP_001129547.1
OG0012632	XP_026257446.1	NP_766168.1
OG0012633	XP_026257240.1	NP_598803.1, XP_036013042.1
OG0012634	XP_026258106.1	NP_001392261.1
OG0012635	XP_026257869.1	NP_663420.1
OG0012636	XP_026257335.1	XP_006516052.1
OG0012637	XP_026257721.1	XP_006515772.1, NP_663422.1
OG0012638	XP_026257843.1	NP_036064.3
OG0012639	XP_026258048.1	NP_001277217.1
OG0012640	XP_026257456.1	NP_113568.2
OG0012641	XP_026250025.1	NP_084448.1
OG0012642	XP_026250066.1	NP_080957.2
OG0012643	XP_026250050.1	NP_083256.2, XP_006516371.1
OG0012644	XP_026255227.1	XP_006516221.1, NP_001153382.1
OG0012645	XP_026270905.1	XP_006515533.1
OG0012646	XP_026270916.1	NP_851845.1
OG0012647	XP_026270913.1	NP_001012310.2, XP_011242283.1
OG0012648	XP_026269561.1	NP_081890.1
OG0012649	XP_026269568.1	NP_036103.1
OG0012650	XP_026261328.1	NP_001361650.1
OG0012651	XP_026261296.1	XP_030102765.1
OG0012652	XP_026239922.1	NP_951014.1
OG0012653	XP_026258073.1	NP_001277231.1, XP_036013232.1
OG0012654	XP_026261337.1	NP_001091090.1, XP_006516225.1
OG0012655	XP_026242866.1	NP_034605.1, XP_006532360.1
OG0012656	XP_026242579.1	NP_722502.1
OG0012657	XP_026267666.1	XP_006533512.1, NP_001291368.1
OG0012658	XP_026251297.1	NP_001289885.1
OG0012659	XP_026242305.1	XP_006497869.1, NP_033142.2
OG0012660	XP_026242245.1	NP_780399.1, NP_001277481.1
OG0012661	XP_026266499.1, XP_026266500.1	NP_081027.1
OG0012662	XP_026268214.1	NP_077769.4, XP_006534439.1
OG0012663	XP_026242677.1	XP_017169791.1, NP_001167570.1
OG0012664	XP_026242518.1	NP_082432.2
OG0012665	XP_026242849.1	NP_032292.3, XP_006532343.1
OG0012666	XP_026263583.1	XP_036012480.1, NP_001028438.1
OG0012667	XP_026244595.1	NP_899109.2
OG0012668	XP_026251404.1	NP_001001714.1
OG0012669	XP_026237132.1	NP_071297.1, NP_001033788.1
OG0012670	XP_026237118.1	XP_011247520.1
OG0012671	XP_026266573.1	NP_082021.1
OG0012672	XP_026266563.1	XP_006532159.1, NP_031647.1
OG0012673	XP_026266592.1	NP_077191.2
OG0012674	XP_026266536.1	NP_038798.2
OG0012675	XP_026266591.1	NP_081480.2
OG0012676	XP_026266562.1	NP_079836.1
OG0012677	XP_026266502.1	NP_001181952.1
OG0012678	XP_026266601.1	XP_006532054.1
