Orthogroup	Urocitellus_parryii	Myotis_lucifugus
OG0012887	XP_026267255.1	XP_006102479.1
OG0012888	XP_026267290.1	XP_006102472.1
OG0012889	XP_026265945.1	XP_023599564.1
OG0012890	XP_026265955.1	XP_006108987.2
OG0012891	XP_026265970.1	XP_006108551.1
OG0012892	XP_026265972.1	XP_006108227.1
OG0012893	XP_026265996.1	XP_014303312.1
OG0012894	XP_026252990.1	XP_014312886.1
OG0012895	XP_026252891.1	XP_006092788.1
OG0012896	XP_026253355.1	XP_006092796.1, XP_023604817.1
OG0012897	XP_026254758.1	XP_023613020.1
OG0012898	XP_026254266.1	XP_006084115.1
OG0012899	XP_026236028.1	XP_006085798.1
OG0012900	XP_026236010.1	XP_023607145.1
OG0012901	XP_026267128.1	XP_023617848.1
OG0012902	XP_026264381.1	XP_014321610.1
OG0012903	XP_026264402.1	XP_006102719.1
OG0012904	XP_026268360.1	XP_006097798.1
OG0012905	XP_026268367.1	XP_023617240.1
OG0012906	XP_026235084.1	XP_023617237.1
OG0012907	XP_026269850.1	XP_006102857.1
OG0012908	XP_026266783.1	XP_006083538.1
OG0012909	XP_026241543.1	XP_006083475.1
OG0012910	XP_026241536.1	XP_006083536.1
OG0012911	XP_026241509.1	XP_006083442.1
OG0012912	XP_026241546.1	XP_023602743.1
OG0012913	XP_026241538.1	XP_006083438.2
OG0012914	XP_026241556.1	XP_006083437.1
OG0012915	XP_026255671.1	XP_006083414.2
OG0012916	XP_026255675.1	XP_023602557.1
OG0012917	XP_026255686.1	XP_014302730.1
OG0012918	XP_026255677.1	XP_014302680.1
OG0012919	XP_026264577.1	XP_023602425.1
OG0012920	XP_026243031.1	XP_006083527.1
OG0012921	XP_026243020.1	XP_006083357.1
OG0012922	XP_026243009.1	XP_006083356.1
OG0012923	XP_026242971.1	XP_023601756.1
OG0012924	XP_026242986.1	XP_014303741.2
OG0012925	XP_026242990.1	XP_014302205.2
OG0012926	XP_026242977.1	XP_006093057.1
OG0012927	XP_026242988.1	XP_006093050.1
OG0012928	XP_026242985.1	XP_006093051.1
OG0012929	XP_026243014.1	XP_023613214.1
OG0012930	XP_026242960.1	XP_014314849.1
OG0012931	XP_026260916.1	XP_014314871.1
OG0012932	XP_026260899.1	XP_006093019.1
OG0012933	XP_026260896.1	XP_006093016.1
OG0012934	XP_026260912.1	XP_006106829.1
OG0012935	XP_026250147.1	XP_006108068.1
OG0012936	XP_026268340.1	XP_014318956.1
OG0012937	XP_026254015.1	XP_006086622.1
OG0012938	XP_026243676.1	XP_006098797.1
OG0012939	XP_026264291.1	XP_006081650.1
OG0012940	XP_026253964.1	XP_023607938.1
OG0012941	XP_026236454.1	XP_006085719.1, XP_006109915.3
OG0012942	XP_026268098.1	XP_014306324.1
OG0012943	XP_026268081.1	XP_006102611.1
OG0012944	XP_026268084.1	XP_006102603.2
OG0012945	XP_026268077.1	XP_006107792.2
OG0012946	XP_026268091.1	XP_014323348.1
OG0012947	XP_026270072.1	XP_023599120.1
OG0012949	XP_026236790.1	XP_006081203.1
OG0012951	XP_026251982.1, XP_026251981.1	XP_014309014.1
OG0012952	XP_026269612.1	XP_006081140.1
OG0012953	XP_026255919.1	XP_023619526.1
OG0012954	XP_026255951.1	XP_006100208.1
OG0012955	XP_026255953.1	XP_006100215.1
OG0012956	XP_026255917.1	XP_023619560.1
OG0012957	XP_026238552.1	XP_023607767.1
OG0012958	XP_026268892.1	XP_006086652.1
OG0012959	XP_026268859.1	XP_014309412.2
OG0012960	XP_026253972.1	XP_006086639.1
OG0012961	XP_026253931.1	XP_014309379.1
OG0012962	XP_026253957.1	XP_006086626.1
OG0012963	XP_026253932.1	XP_006086621.1
OG0012964	XP_026266471.1	XP_014309364.1
OG0012965	XP_026257024.1	XP_006086612.1
OG0012966	XP_026257018.1	XP_006086597.1
OG0012967	XP_026257073.1	XP_006086593.1
OG0012968	XP_026247276.1	XP_006100313.1
OG0012969	XP_026254374.1	XP_006090749.1
OG0012970	XP_026254379.1	XP_023614675.1
OG0012971	XP_026253358.1	XP_023614674.1
OG0012972	XP_026253357.1	XP_023614686.1
OG0012973	XP_026253352.1	XP_006094862.1
OG0012974	XP_026254289.1	XP_006098182.1
OG0012975	XP_026243638.1	XP_006101297.2
OG0012976	XP_026243699.1	XP_006098845.1
OG0012977	XP_026243666.1	XP_006098844.2
OG0012978	XP_026243697.1	XP_014319857.1
OG0012979	XP_026243714.1	XP_006098825.1
OG0012980	XP_026243657.1	XP_006098809.1
OG0012981	XP_026243658.1	XP_006098815.2
OG0012982	XP_026243659.1	XP_023618188.1
OG0012983	XP_026243736.1	XP_023618235.1
OG0012984	XP_026243746.1	XP_006109299.3, XP_006098861.1
OG0012985	XP_026270559.1	XP_006098784.1
OG0012986	XP_026270534.1	XP_006098782.1
OG0012987	XP_026235405.1	XP_006102771.1
OG0012988	XP_026270622.1	XP_006102768.1
OG0012989	XP_026235672.1	XP_006102749.1
OG0012990	XP_026271080.1	XP_014323533.1
OG0012991	XP_026270980.1	XP_006103287.1
OG0012992	XP_026235484.1	XP_006096559.2
OG0012993	XP_026271228.1	XP_014317890.1
OG0012994	XP_026271025.1	XP_006096571.2
OG0012995	XP_026235955.1	XP_023616098.1
OG0012996	XP_026235058.1	XP_006096526.1
OG0012997	XP_026270906.1	XP_006096521.1
OG0012998	XP_026270679.1	XP_006088140.1
OG0012999	XP_026270748.1	XP_023609092.1
OG0013000	XP_026246962.1	XP_006088108.1
OG0013001	XP_026246889.1	XP_014310685.1
OG0013002	XP_026249142.1	XP_006104976.2
OG0013003	XP_026249098.1	XP_023618808.1
OG0013004	XP_026249130.1	XP_023618802.1
OG0013005	XP_026249140.1	XP_006099422.1
OG0013006	XP_026249120.1	XP_006099430.2
OG0013007	XP_026264413.1	XP_014313371.1
OG0013008	XP_026266122.1	XP_023611717.1
OG0013009	XP_026249138.1	XP_006088153.1
OG0013010	XP_026256687.1	XP_006093311.1
OG0013011	XP_026254752.1	XP_023611353.1
OG0013012	XP_026250277.1	XP_006093277.1
OG0013013	XP_026237034.1	XP_023606039.1
OG0013014	XP_026270092.1	XP_023601615.1
OG0013015	XP_026271185.1	XP_006104704.1
OG0013016	XP_026271204.1	XP_006104682.1
OG0013017	XP_026271186.1	XP_023601612.1
OG0013018	XP_026271118.1	XP_023604239.1
OG0013019	XP_026271192.1	XP_006104442.1
OG0013020	XP_026239213.1	XP_006105523.1
OG0013021	XP_026239371.1	XP_023602278.1
OG0013022	XP_026239145.1	XP_006104774.1
OG0013023	XP_026239302.1	XP_014322082.1
OG0013026	XP_026239406.1	XP_006108973.2
OG0013027	XP_026239464.1	XP_023601220.1
OG0013028	XP_026239506.1	XP_006108812.1
OG0013029	XP_026239313.1	XP_006107047.1
OG0013030	XP_026239424.1	XP_014301087.1
OG0013031	XP_026239426.1	XP_014301089.1
OG0013032	XP_026239364.1	XP_006107653.2
OG0013033	XP_026239334.1	XP_023602078.1
OG0013034	XP_026239381.1	XP_014302925.1
OG0013035	XP_026239251.1	XP_014321462.1
OG0013036	XP_026239492.1	XP_006100665.1
OG0013037	XP_026239290.1	XP_006100667.1
OG0013038	XP_026239507.1	XP_006100644.1
OG0013039	XP_026239368.1	XP_006100648.1
OG0013040	XP_026250258.1	XP_023619109.1
OG0013041	XP_026256667.1	XP_014315115.1
OG0013042	XP_026256682.1	XP_006093294.1
OG0013043	XP_026256683.1	XP_014315101.1
OG0013044	XP_026267023.1	XP_023611352.1
OG0013046	XP_026254743.1	XP_006090779.1
OG0013047	XP_026254726.1	XP_006090781.1
OG0013048	XP_026252597.1	XP_023616419.1
OG0013049	XP_026247131.1, XP_026247130.1	XP_006089386.1
OG0013050	XP_026247150.1	XP_023610084.1
OG0013051	XP_026247121.1	XP_023610078.1
OG0013052	XP_026266908.1	XP_023610967.1
OG0013053	XP_026267261.1	XP_006090415.1
OG0013054	XP_026266781.1	XP_023610955.1
OG0013055	XP_026267063.1	XP_006095434.1
OG0013056	XP_026267178.1	XP_006095422.1
OG0013057	XP_026266932.1	XP_006091854.1
OG0013058	XP_026248547.1	XP_006095891.1
OG0013059	XP_026258313.1	XP_006095899.1
OG0013060	XP_026245445.1	XP_006098068.1
OG0013061	XP_026245392.1	XP_014319153.1
OG0013062	XP_026245398.1	XP_006101752.1
OG0013063	XP_026245433.1	XP_006101744.1
OG0013064	XP_026245432.1	XP_006101763.1
OG0013066	XP_026245414.1	XP_023605875.1
OG0013067	XP_026236094.1	XP_006105960.2
OG0013068	XP_026251474.1	XP_006106793.1
OG0013069	XP_026265312.1	XP_023610080.1
OG0013070	XP_026258298.1	XP_006095913.1
OG0013072	XP_026265671.1	XP_023604067.1
OG0013073	XP_026240975.1	XP_023620566.1
OG0013074	XP_026263557.1	XP_023600621.1
OG0013075	XP_026263492.1	XP_006086370.1, XP_023607703.1
OG0013076	XP_026263552.1	XP_023600625.1
OG0013077	XP_026258346.1	XP_023614422.1
OG0013078	XP_026240276.1	XP_014302012.1, XP_006109081.1
OG0013079	XP_026240568.1	XP_014320921.1
OG0013080	XP_026238997.1	XP_023619392.1
OG0013081	XP_026240266.1	XP_023619388.1
OG0013082	XP_026240229.1	XP_023613563.1
OG0013083	XP_026240604.1	XP_006093419.1
OG0013085	XP_026239969.1	XP_006093412.1
OG0013086	XP_026238920.1	XP_006093410.1
OG0013087	XP_026240306.1	XP_023613548.1
OG0013088	XP_026240318.1	XP_023606672.1
OG0013089	XP_026240315.1	XP_006085372.1
OG0013090	XP_026249661.1	XP_006085289.1
OG0013091	XP_026249665.1	XP_006085298.2
OG0013092	XP_026262463.1	XP_006085313.1
OG0013093	XP_026263287.1	XP_006086387.1
OG0013094	XP_026263452.1	XP_006086382.1
OG0013095	XP_026262662.1	XP_023607705.1
OG0013096	XP_026262789.1	XP_006086372.1
OG0013097	XP_026262956.1	XP_023613542.1
OG0013100	XP_026258812.1	XP_006106380.1
OG0013101	XP_026258841.1	XP_014304398.1
OG0013108	XP_026265686.1	XP_006107362.1
OG0013109	XP_026242519.1	XP_006088525.1
OG0013110	XP_026241699.1	XP_006088521.1
OG0013111	XP_026242341.1	XP_023609377.1
OG0013112	XP_026242300.1	XP_006101344.1
OG0013113	XP_026242104.1	XP_014322120.1
OG0013114	XP_026242873.1	XP_014322121.1
OG0013115	XP_026242398.1	XP_023601249.1
OG0013116	XP_026241320.1	XP_006094025.1
OG0013117	XP_026242484.1	XP_006094019.1
OG0013118	XP_026243145.1	XP_014315675.2
OG0013119	XP_026243410.1	XP_014315660.1
OG0013120	XP_026243387.1	XP_006093997.1
OG0013121	XP_026241667.1	XP_014315652.1
OG0013122	XP_026242530.1	XP_006109843.3
OG0013123	XP_026263566.1	XP_006095703.1
OG0013124	XP_026263560.1	XP_006103631.1
OG0013125	XP_026236433.1	XP_006103035.1
OG0013127	XP_026258352.1	XP_006103030.1
OG0013128	XP_026258363.1	XP_014316134.1
OG0013129	XP_026258380.1	XP_006094466.1
OG0013130	XP_026258366.1	XP_023614417.1
OG0013131	XP_026264259.1	XP_023614413.1
OG0013132	XP_026264267.1	XP_006094436.1
OG0013133	XP_026244520.1	XP_006098766.1
OG0013134	XP_026256038.1	XP_006088858.2
OG0013135	XP_026235723.1	XP_006100258.1
OG0013136	XP_026235738.1	XP_023619589.1
OG0013137	XP_026248601.1	XP_023609312.1
OG0013138	XP_026248555.1	XP_006088398.1
OG0013139	XP_026248577.1	XP_006088409.1
OG0013140	XP_026248581.1	XP_006088419.2
OG0013141	XP_026248559.1	XP_023609314.1
OG0013142	XP_026267449.1	XP_023609316.1
OG0013143	XP_026267464.1	XP_006088440.1
OG0013144	XP_026267455.1	XP_014310988.1
OG0013145	XP_026267453.1	XP_014304084.1
OG0013146	XP_026267451.1	XP_006090550.1
OG0013147	XP_026267452.1	XP_023611093.1
OG0013148	XP_026267471.1	XP_006090551.1
OG0013149	XP_026267474.1	XP_014312843.1
OG0013150	XP_026244514.1	XP_014304537.1
OG0013151	XP_026244495.1	XP_023611103.1
OG0013152	XP_026255135.1	XP_006099143.3
OG0013153	XP_026255141.1	XP_023606446.1
OG0013154	XP_026255136.1	XP_014307854.1, XP_006108462.1
OG0013155	XP_026268838.1	XP_023606553.1
OG0013156	XP_026268856.1	XP_023606554.1
OG0013157	XP_026268846.1	XP_006085009.1
OG0013158	XP_026247317.1	XP_023606436.1
OG0013159	XP_026247364.1	XP_023606508.1
OG0013160	XP_026247336.1	XP_023606524.1
OG0013161	XP_026253045.1	XP_014307935.1
OG0013162	XP_026253038.1	XP_023604973.1
OG0013163	XP_026264088.1	XP_006085084.1
OG0013164	XP_026264099.1	XP_006085102.2
OG0013165	XP_026263724.1	XP_014307965.1
OG0013166	XP_026264366.1	XP_014307973.1
OG0013167	XP_026264165.1	XP_023606550.1
OG0013168	XP_026263940.1	XP_006088876.1
OG0013169	XP_026270594.1	XP_006088871.1, XP_006093887.1
OG0013170	XP_026270615.1	XP_023609621.1
OG0013171	XP_026256031.1	XP_006088827.1
OG0013172	XP_026255997.1	XP_006088826.1
OG0013173	XP_026255998.1	XP_006088831.1
OG0013174	XP_026263261.1	XP_006088820.1
OG0013175	XP_026257343.1	XP_023606809.1
OG0013176	XP_026243384.1	XP_006085400.1
OG0013177	XP_026243391.1	XP_006085384.1
OG0013178	XP_026244502.1	XP_023618166.1
OG0013179	XP_026266167.1	XP_006087301.1
OG0013180	XP_026268674.1	XP_006110203.1
OG0013181	XP_026248520.1	XP_006081817.1
OG0013182	XP_026268705.1	XP_014310138.2
OG0013183	XP_026262620.1	XP_023614240.1
OG0013184	XP_026253575.1	XP_014319302.1
OG0013185	XP_026266171.1	XP_006087299.1
OG0013186	XP_026249191.1	XP_006107843.1
OG0013187	XP_026249220.1	XP_014320138.1
OG0013188	XP_026249209.1	XP_006099189.1
OG0013189	XP_026249285.1	XP_023618545.1
OG0013190	XP_026249287.1	XP_006099198.1
OG0013191	XP_026249217.1	XP_006099209.1
OG0013192	XP_026249200.1	XP_023600287.1
OG0013193	XP_026249279.1	XP_014315906.1
OG0013194	XP_026249210.1	XP_006094205.1
OG0013195	XP_026249218.1	XP_014315907.1
OG0013196	XP_026249164.1	XP_023614244.1
OG0013197	XP_026249197.1	XP_006094224.1
OG0013198	XP_026249254.1	XP_006094229.1
OG0013199	XP_026249228.1	XP_006094234.1
OG0013200	XP_026262683.1	XP_014306544.2
OG0013201	XP_026237955.1	XP_006087382.1
OG0013202	XP_026238400.1	XP_006087366.1
OG0013203	XP_026237904.1	XP_023608589.1
OG0013204	XP_026237917.1	XP_006087350.1
OG0013205	XP_026253530.1	XP_014310024.1
OG0013206	XP_026253457.1	XP_006087432.2
OG0013207	XP_026253535.1	XP_014310011.1
OG0013208	XP_026253509.1	XP_023617702.1
OG0013209	XP_026253551.1	XP_023617651.1
OG0013210	XP_026253536.1	XP_006098241.1
OG0013211	XP_026253532.1	XP_023617681.1
OG0013212	XP_026253539.1	XP_023617638.1
OG0013214	XP_026253599.1	XP_023608447.1
OG0013215	XP_026253504.1	XP_023608581.1
OG0013216	XP_026267793.1	XP_006087517.1
OG0013217	XP_026270009.1	XP_014310185.1
OG0013218	XP_026269983.1	XP_014305245.1
OG0013219	XP_026269993.1	XP_023604209.1
OG0013220	XP_026269995.1	XP_006087459.1
OG0013221	XP_026252781.1	XP_006084008.3
OG0013222	XP_026252773.1	XP_006084100.1
OG0013223	XP_026252754.1	XP_023605521.1
OG0013224	XP_026252776.1	XP_023605523.1
OG0013225	XP_026247201.1	XP_023605527.1
OG0013226	XP_026247205.1	XP_006084029.1
OG0013227	XP_026247197.1	XP_006084031.1
OG0013228	XP_026247209.1	XP_006084042.2
OG0013229	XP_026247215.1	XP_006084044.1
OG0013230	XP_026247208.1	XP_006084050.1
OG0013231	XP_026253887.1	XP_006084186.1
OG0013232	XP_026254043.1	XP_006084184.1
OG0013233	XP_026253195.1	XP_006084183.1
OG0013234	XP_026254412.1	XP_023605588.1
OG0013235	XP_026253208.1	XP_006084173.1
OG0013236	XP_026253241.1	XP_023605675.1
OG0013237	XP_026254072.1	XP_006084161.1
OG0013238	XP_026254150.1	XP_006084151.1
OG0013239	XP_026252977.1	XP_006084150.1
OG0013240	XP_026252562.1	XP_023605637.1
OG0013241	XP_026254393.1	XP_023605586.1
OG0013242	XP_026253772.1	XP_006084142.1
OG0013243	XP_026254810.1	XP_006109980.1
OG0013245	XP_026252654.1	XP_023605611.1
OG0013246	XP_026248506.1	XP_006081794.1
OG0013247	XP_026248490.1	XP_006081809.2
OG0013249	XP_026248496.1	XP_006081822.1
OG0013250	XP_026240468.1	XP_023610854.1
OG0013251	XP_026240528.1	XP_014311594.1
OG0013252	XP_026240523.1	XP_006081879.1
OG0013253	XP_026251718.1	XP_006081911.1
OG0013254	XP_026251721.1	XP_014311842.1
OG0013256	XP_026264255.1	XP_014316092.1
OG0013257	XP_026265158.1	XP_006108681.1
OG0013258	XP_026265163.1	XP_006094814.1
OG0013259	XP_026261207.1	XP_023614633.1
OG0013260	XP_026254367.1	XP_014322151.1
OG0013261	XP_026254328.1	XP_023604187.1
OG0013262	XP_026254348.1	XP_006088367.1
OG0013263	XP_026254350.1	XP_023609262.1
OG0013264	XP_026254332.1	XP_006088373.1
OG0013265	XP_026254342.1	XP_006088375.1
OG0013266	XP_026235696.1	XP_023609280.1
OG0013267	XP_026235687.1	XP_023605082.1, XP_023609310.1
OG0013268	XP_026255240.1	XP_014308594.2
OG0013270	XP_026255232.1	XP_023603240.1
OG0013271	XP_026255246.1	XP_006106764.1
OG0013272	XP_026255248.1	XP_006109845.2
OG0013273	XP_026255274.1	XP_023603334.1
OG0013274	XP_026266432.1	XP_006106854.1
OG0013275	XP_026266953.1	XP_023609580.1
OG0013276	XP_026266968.1	XP_014311316.1
OG0013277	XP_026266958.1	XP_014311317.1
OG0013278	XP_026266974.1	XP_023609555.1
OG0013279	XP_026235608.1	XP_014321857.1
OG0013280	XP_026235589.1	XP_023620332.1
OG0013281	XP_026235605.1	XP_006101059.1
OG0013282	XP_026269625.1	XP_023599677.1
OG0013283	XP_026236143.1	XP_006103272.1
OG0013284	XP_026236066.1	XP_014318370.1
OG0013285	XP_026236059.1	XP_023616567.1
OG0013287	XP_026260459.1	XP_014309114.1
OG0013288	XP_026260448.1	XP_006086308.1
OG0013289	XP_026260467.1	XP_006086304.1
OG0013290	XP_026260477.1	XP_014309111.1
OG0013292	XP_026265233.1	XP_023607637.1
OG0013293	XP_026269827.1	XP_023607587.1
OG0013294	XP_026269831.1	XP_006086242.1
OG0013295	XP_026237317.1	XP_014309083.1
OG0013296	XP_026258698.1	XP_023604164.1
OG0013297	XP_026238502.1	XP_006110052.2
OG0013298	XP_026245284.1	XP_014318667.2
OG0013299	XP_026245270.1	XP_023603958.1
OG0013300	XP_026245206.1	XP_023612900.1
OG0013301	XP_026245219.1	XP_023612946.1
OG0013302	XP_026237603.1	XP_023612896.1
OG0013303	XP_026256397.1	XP_014314595.2
OG0013304	XP_026256371.1	XP_023615163.1
OG0013305	XP_026271009.1	XP_014321213.1
OG0013306	XP_026245510.1	XP_006108647.3, XP_023601983.1
OG0013307	XP_026269878.1	XP_006109946.1
OG0013308	XP_026267529.1	XP_014318134.1
OG0013309	XP_026235984.1	XP_023614936.1
OG0013310	XP_026235991.1	XP_023615068.1
OG0013311	XP_026268710.1	XP_014316850.1
OG0013312	XP_026268635.1	XP_023602317.1
OG0013314	XP_026270816.1	XP_014306698.2
OG0013315	XP_026268376.1	XP_023602930.1
OG0013316	XP_026252125.1	XP_023599476.1
OG0013317	XP_026250460.1	XP_006096071.1
OG0013318	XP_026240549.1	XP_006096079.2
OG0013319	XP_026264958.1	XP_006091785.1
OG0013321	XP_026240138.1	XP_023612233.1
OG0013322	XP_026240029.1	XP_014313828.1
OG0013323	XP_026239523.1	XP_023612194.1
OG0013324	XP_026263968.1	XP_014302364.1, XP_023619208.1
OG0013325	XP_026270000.1	XP_023619242.1
OG0013326	XP_026267244.1	XP_023619250.1
OG0013327	XP_026246379.1	XP_006099857.1
OG0013328	XP_026258518.1	XP_006099865.1
OG0013329	XP_026263728.1	XP_006099860.1
OG0013330	XP_026257490.1	XP_006099871.1
OG0013331	XP_026235465.1	XP_023619214.1
OG0013332	XP_026242407.1	XP_006099883.1
OG0013333	XP_026252234.1	XP_006099894.2
OG0013334	XP_026257029.1	XP_006094405.1
OG0013335	XP_026247808.1	XP_006094412.1
OG0013336	XP_026261655.1	XP_006083512.2
OG0013337	XP_026261633.1	XP_023603407.1
OG0013338	XP_026250186.1	XP_023601961.1
OG0013339	XP_026265914.1	XP_023603258.1
OG0013340	XP_026265908.1	XP_023601956.1
OG0013341	XP_026265925.1	XP_006083487.2
OG0013342	XP_026266786.1	XP_023601923.1
OG0013343	XP_026266792.1	XP_014303878.1
OG0013344	XP_026269865.1	XP_006102871.1
OG0013345	XP_026269843.1	XP_006100912.2
OG0013346	XP_026235753.1	XP_006103067.1
OG0013347	XP_026265258.1	XP_014303813.1
OG0013348	XP_026265259.1	XP_006107105.1
OG0013349	XP_026265247.1	XP_006104063.1
OG0013350	XP_026265278.1	XP_023601067.1
OG0013351	XP_026269917.1	XP_006106298.1
OG0013353	XP_026269586.1	XP_023619290.1
OG0013354	XP_026269585.1	XP_006099960.1
OG0013355	XP_026253216.1	XP_006096866.1
OG0013356	XP_026253229.1	XP_006096862.1
OG0013357	XP_026253202.1	XP_006096858.1
OG0013358	XP_026253188.1	XP_023616372.1
OG0013359	XP_026260940.1	XP_006096867.1
OG0013360	XP_026260882.1	XP_006096816.1
OG0013361	XP_026249886.1	XP_023612800.1
OG0013362	XP_026249967.1	XP_014314445.1
OG0013363	XP_026249936.1	XP_014314443.1
OG0013364	XP_026249938.1	XP_006092555.1
OG0013365	XP_026249968.1	XP_023612814.1
OG0013366	XP_026269485.1	XP_014318727.1
OG0013367	XP_026237437.1	XP_006096929.1
OG0013368	XP_026237442.1	XP_023619039.1
OG0013369	XP_026259803.1	XP_006095244.1
OG0013370	XP_026259832.1	XP_023604788.1
OG0013371	XP_026259748.1	XP_006095264.1
OG0013372	XP_026259810.1	XP_006095298.1
OG0013373	XP_026259842.1	XP_006095312.1
OG0013374	XP_026259850.1	XP_023615047.1
OG0013375	XP_026259870.1	XP_014316810.1
OG0013376	XP_026259737.1	XP_006095330.1
OG0013377	XP_026259791.1	XP_006095342.1
OG0013378	XP_026259777.1	XP_006095344.1
OG0013379	XP_026259863.1	XP_014316834.1
OG0013380	XP_026249974.1	XP_006108059.3, XP_023612781.1
OG0013381	XP_026249942.1	XP_006092597.1
OG0013382	XP_026249953.1	XP_014314472.1
OG0013383	XP_026240757.1	XP_006088781.1
OG0013385	XP_026269939.1	XP_006098143.1
OG0013386	XP_026270193.1	XP_014303217.2
OG0013387	XP_026243396.1	XP_006085427.1
OG0013388	XP_026240754.1	XP_014308318.1
OG0013389	XP_026266317.1	XP_023606832.1
OG0013390	XP_026243402.1	XP_006085422.1
OG0013391	XP_026243423.1	XP_023606778.1
OG0013392	XP_026243404.1	XP_006085423.1
OG0013393	XP_026243395.1	XP_006085428.1
OG0013394	XP_026251574.1	XP_006085433.1
OG0013395	XP_026251540.1	XP_006085509.2
OG0013396	XP_026251555.1	XP_014308301.1
OG0013397	XP_026251549.1	XP_023606859.1
OG0013398	XP_026240748.1	XP_006085473.1
OG0013399	XP_026240761.1	XP_023606875.1
OG0013400	XP_026240737.1	XP_023604320.1
OG0013401	XP_026237692.1	XP_023610488.1
OG0013406	XP_026235119.1	XP_014306171.1
OG0013407	XP_026260895.1	XP_006098130.1
OG0013408	XP_026260410.1	XP_023617582.1
OG0013409	XP_026260040.1	XP_023612165.1
OG0013410	XP_026260269.1	XP_006091688.1
OG0013412	XP_026260184.1	XP_006091671.1
OG0013413	XP_026267420.1	XP_023612317.1
OG0013414	XP_026262285.1	XP_006091909.1
OG0013415	XP_026262289.1	XP_006091912.1
OG0013416	XP_026262276.1	XP_023612330.1
OG0013417	XP_026262294.1	XP_023612339.1
OG0013418	XP_026262364.1	XP_023612288.1
OG0013419	XP_026254896.1	XP_006091998.1
OG0013420	XP_026254900.1	XP_023612298.1
OG0013421	XP_026254966.1	XP_023612369.1
OG0013423	XP_026254910.1	XP_023612379.1
OG0013424	XP_026254861.1	XP_014314071.2
OG0013425	XP_026254873.1	XP_023612407.1
OG0013426	XP_026254957.1	XP_023612425.1
OG0013427	XP_026254933.1	XP_023612444.1
OG0013428	XP_026254934.1	XP_023602719.1
OG0013430	XP_026235123.1	XP_023604030.1
OG0013432	XP_026235779.1	XP_023604511.1
OG0013433	XP_026267079.1	XP_023604452.1
OG0013435	XP_026269936.1	XP_023604865.1
OG0013436	XP_026252308.1	XP_006102532.1
OG0013437	XP_026252339.1	XP_023599598.1
OG0013438	XP_026252300.1	XP_023611308.1
OG0013439	XP_026252393.1	XP_006102559.1
OG0013440	XP_026252394.1	XP_023599621.1
OG0013441	XP_026252348.1	XP_006102564.1
OG0013442	XP_026252389.1	XP_014323308.1
OG0013443	XP_026252297.1	XP_023599610.1
OG0013444	XP_026252361.1	XP_006102568.1
OG0013445	XP_026252353.1	XP_023599622.1
OG0013446	XP_026252480.1	XP_023620842.1
OG0013448	XP_026252272.1	XP_023620850.1
OG0013449	XP_026252325.1	XP_006101644.1
OG0013450	XP_026252326.1	XP_006101642.1
OG0013451	XP_026252400.1	XP_006101641.1
OG0013452	XP_026252414.1	XP_006101633.1
OG0013453	XP_026252388.1	XP_006101626.1
OG0013454	XP_026252415.1	XP_023620844.1
OG0013455	XP_026252422.1	XP_006101619.1
OG0013456	XP_026252431.1	XP_006101618.1
OG0013457	XP_026252426.1	XP_006101614.1
OG0013458	XP_026252306.1	XP_023601413.1
OG0013459	XP_026252447.1	XP_006104400.1, XP_006104402.1
OG0013460	XP_026252244.1	XP_006104397.1
OG0013461	XP_026252390.1	XP_023601397.1
OG0013462	XP_026252344.1	XP_006104393.1
OG0013463	XP_026252270.1	XP_014302196.1
OG0013464	XP_026270215.1	XP_006106604.1
OG0013465	XP_026270250.1	XP_006105675.1
OG0013466	XP_026238072.1	XP_023604561.1
OG0013467	XP_026263417.1	XP_006105930.1
OG0013468	XP_026263353.1	XP_006105939.1
OG0013471	XP_026263315.1	XP_006105950.1
OG0013472	XP_026263376.1	XP_023604646.1
OG0013473	XP_026263324.1	XP_006107302.1
OG0013474	XP_026263333.1	XP_006108917.1
OG0013475	XP_026260211.1	XP_006098127.1
OG0013476	XP_026237888.1	XP_006091989.1
OG0013479	XP_026252354.1, XP_026252355.1	XP_023599623.1
OG0013480	XP_026240139.1	XP_023607841.1
OG0013481	XP_026241954.1	XP_006081765.1
OG0013483	XP_026252881.1	XP_023613650.1
OG0013484	XP_026241993.1	XP_023610367.1
OG0013485	XP_026241970.1	XP_006081764.1
OG0013486	XP_026241990.1	XP_014310672.2
OG0013487	XP_026246688.1	XP_006081734.1
OG0013488	XP_026246701.1	XP_006081731.1
OG0013489	XP_026246710.1	XP_014312724.1
OG0013490	XP_026246703.1	XP_006081729.1
OG0013491	XP_026246707.1	XP_014310378.1
OG0013492	XP_026268011.1	XP_014312715.1
OG0013493	XP_026238386.1	XP_006081722.1
OG0013494	XP_026267545.1	XP_006106406.1
OG0013495	XP_026267540.1	XP_023602946.1
OG0013496	XP_026267548.1	XP_006106407.1
OG0013497	XP_026267539.1	XP_006105987.1
OG0013498	XP_026244350.1	XP_023599939.1
OG0013501	XP_026252886.1	XP_023613634.1
OG0013502	XP_026244963.1	XP_023600887.1
OG0013503	XP_026244819.1	XP_006103945.3, XP_023619784.1
OG0013504	XP_026244122.1	XP_023600880.1
OG0013505	XP_026245291.1	XP_006100498.2
OG0013506	XP_026245087.1	XP_014309659.1
OG0013507	XP_026244115.1	XP_023608189.1
