Orthogroup	Urocitellus_parryii	Saimiri_boliviensis_boliviensis
OG0014933	XP_026248187.1	XP_003923565.1
OG0014934	XP_026260322.1	XP_010332681.1
OG0014935	XP_026260387.1	XP_010332973.2
OG0014936	XP_026260392.1	XP_039326364.1
OG0014937	XP_026258523.1	XP_003923620.1
OG0014938	XP_026259264.1	XP_039327236.1
OG0014939	XP_026259276.1	XP_003923647.2
OG0014940	XP_026252170.1	XP_039326352.1
OG0014941	XP_026252128.1	XP_003923671.1
OG0014942	XP_026252133.1	XP_039327324.1
OG0014943	XP_026252092.1	XP_003923692.1
OG0014944	XP_026252138.1	XP_039326522.1
OG0014945	XP_026248337.1	XP_003923762.1
OG0014946	XP_026248277.1	XP_003923830.1
OG0014947	XP_026249688.1	XP_039332084.1
OG0014948	XP_026249743.1	XP_039331799.1
OG0014949	XP_026249764.1	XP_003931404.2
OG0014950	XP_026249732.1	XP_039332272.1
OG0014951	XP_026236485.1	XP_010340303.1
OG0014952	XP_026237679.1	XP_003931438.1
OG0014953	XP_026237682.1	XP_010340325.1
OG0014954	XP_026238052.1	XP_039331895.1, XP_039332824.1
OG0014955	XP_026238058.1	XP_039331903.1
OG0014956	XP_026246420.1	XP_010338077.1
OG0014957	XP_026246455.1	XP_039331999.1, XP_039331998.1
OG0014958	XP_026246433.1	XP_010338116.1
OG0014959	XP_026246408.1	XP_003929259.1
OG0014960	XP_026246469.1	XP_003929280.2
OG0014961	XP_026246389.1	XP_039332267.1
OG0014962	XP_026246460.1	XP_003929306.2
OG0014963	XP_026264455.1	XP_039332143.1
OG0014964	XP_026264485.1	XP_003929343.1
OG0014965	XP_026264506.1	XP_039332635.1
OG0014966	XP_026264503.1	XP_003929368.2
OG0014967	XP_026264522.1	XP_010346489.1
OG0014968	XP_026264514.1	XP_039329477.1
OG0014969	XP_026238207.1	XP_003921548.1
OG0014970	XP_026238170.1	XP_003921561.1
OG0014971	XP_026237412.1	XP_003921564.2
OG0014972	XP_026238233.1	XP_003921567.2
OG0014973	XP_026270696.1	XP_039329707.1
OG0014974	XP_026270673.1	XP_010348677.1
OG0014975	XP_026270672.1	XP_010348716.2
OG0014976	XP_026270695.1	XP_039330137.1
OG0014977	XP_026270699.1	XP_010348714.1
OG0014978	XP_026270705.1	XP_039330108.1
OG0014979	XP_026270660.1	XP_039330233.1
OG0014980	XP_026270690.1	XP_039330144.1
OG0014981	XP_026270631.1	XP_039330480.1
OG0014982	XP_026270687.1	XP_010348640.2
OG0014983	XP_026268660.1	XP_039329712.1
OG0014984	XP_026241842.1	XP_039330381.1
OG0014985	XP_026241889.1	XP_010348595.1
OG0014986	XP_026238604.1	XP_003939673.3
OG0014987	XP_026241843.1	XP_039330416.1
OG0014988	XP_026237802.1	XP_039315972.1
OG0014989	XP_026257715.1	XP_039336298.1
OG0014990	XP_026257717.1	XP_010331992.1
OG0014991	XP_026267196.1	XP_039316578.1
OG0014992	XP_026248804.1	XP_003938122.1
OG0014993	XP_026248777.1	XP_003938123.2
OG0014994	XP_026255047.1	XP_003939949.1
OG0014995	XP_026255022.1	XP_010348913.1
OG0014996	XP_026254991.1	XP_010348921.2
OG0014997	XP_026254989.1	XP_010348922.1
OG0014998	XP_026255060.1	XP_010348926.1
OG0014999	XP_026254987.1	XP_039336351.1
OG0015000	XP_026255057.1	XP_039335033.1
OG0015001	XP_026260307.1	XP_003940016.1
OG0015002	XP_026260254.1	XP_003940024.1
OG0015003	XP_026260252.1	XP_003940023.2
OG0015004	XP_026260300.1	XP_039333625.1
OG0015005	XP_026260274.1	XP_003936376.3
OG0015006	XP_026269098.1	XP_003936371.1
OG0015007	XP_026269093.1	XP_010345103.1
OG0015008	XP_026269031.1	XP_010345146.2
OG0015009	XP_026269022.1	XP_010345089.1
OG0015010	XP_026269094.1	XP_003936348.1
OG0015011	XP_026269074.1	XP_010345080.2
OG0015012	XP_026269065.1	XP_003936340.1
OG0015013	XP_026248421.1	XP_003936325.1
OG0015014	XP_026248431.1	XP_003936315.1
OG0015015	XP_026264814.1	XP_003921496.1
OG0015016	XP_026238164.1	NP_001266928.1, XP_010345134.1
OG0015017	XP_026268658.1	XP_010348695.2
OG0015018	XP_026258290.1	XP_003930194.1
OG0015019	XP_026241423.1	XP_003928608.2
OG0015020	XP_026241321.1	XP_039334128.1
OG0015021	XP_026261926.1	XP_003921401.1
OG0015022	XP_026265473.1	XP_003921486.1
OG0015023	XP_026241220.1	XP_039334113.1
OG0015024	XP_026258632.1	XP_003933486.2
OG0015025	XP_026258641.1	XP_003933484.1
OG0015026	XP_026252682.1	XP_039316338.1
OG0015027	XP_026252699.1	XP_003934199.1
OG0015028	XP_026252687.1	XP_010342981.2
OG0015029	XP_026269012.1	XP_003934217.1
OG0015030	XP_026268915.1	XP_003934230.2
OG0015031	XP_026268973.1	XP_039316337.1
OG0015032	XP_026269000.1	XP_003934243.3
OG0015033	XP_026268956.1	XP_003934249.1
OG0015034	XP_026268928.1	XP_003934244.1
OG0015035	XP_026268937.1	XP_003934253.1
OG0015036	XP_026268926.1	XP_003934255.1
OG0015037	XP_026259930.1	XP_003934280.3
OG0015038	XP_026259985.1	XP_010343163.2
OG0015039	XP_026259961.1	XP_010343096.1
OG0015041	XP_026262999.1	XP_039316296.1
OG0015042	XP_026271020.1	XP_039316422.1
OG0015043	XP_026261508.1	XP_010329906.2
OG0015044	XP_026261453.1	XP_039326212.1, XP_039326241.1
OG0015045	XP_026256196.1	XP_003930102.1
OG0015046	XP_026256094.1	XP_003930118.1
OG0015047	XP_026236732.1	XP_003930161.2
OG0015048	XP_026236743.1	XP_003930156.1
OG0015049	XP_026236738.1	XP_039334279.1
OG0015050	XP_026236712.1	XP_010339015.1
OG0015051	XP_026247849.1	XP_039334381.1
OG0015052	XP_026247899.1	XP_003930282.2
OG0015053	XP_026247917.1	XP_003930249.1
OG0015054	XP_026247945.1	XP_003930247.1
OG0015055	XP_026247913.1	XP_010339163.2
OG0015056	XP_026247955.1	XP_003930235.1
OG0015057	XP_026247863.1	XP_039334023.1
OG0015058	XP_026258266.1	XP_003930188.1
OG0015059	XP_026258296.1	XP_003930184.1
OG0015060	XP_026258255.1	XP_010337662.1
OG0015061	XP_026265036.1	XP_039334114.1
OG0015062	XP_026235795.1	XP_003938786.2
OG0015063	XP_026241121.1	XP_010337435.1
OG0015064	XP_026241229.1	XP_039334400.1
OG0015065	XP_026241024.1, XP_026241030.1, XP_026241029.1	XP_003928627.1
OG0015066	XP_026241184.1	XP_003928444.1
OG0015067	XP_026241268.1	XP_003928467.1
OG0015068	XP_026241349.1	XP_010337380.1
OG0015069	XP_026241303.1	XP_003928472.1
OG0015070	XP_026241052.1	XP_003928470.1
OG0015071	XP_026241345.1	XP_003928442.1
OG0015072	XP_026241300.1	XP_003928422.1
OG0015073	XP_026241273.1	XP_003928421.2
OG0015074	XP_026241440.1	XP_003920418.1
OG0015075	XP_026241222.1	XP_039333926.1
OG0015076	XP_026241296.1	XP_003928400.2
OG0015077	XP_026241077.1	XP_039333953.1
OG0015078	XP_026241355.1	XP_039333952.1
OG0015079	XP_026249888.1	XP_003933504.1
OG0015080	XP_026258638.1	XP_003933480.2
OG0015081	XP_026258634.1	XP_003933476.1
OG0015082	XP_026258642.1	XP_039316861.1
OG0015083	XP_026258649.1	XP_003933453.1
OG0015084	XP_026235189.1	XP_010342112.1
OG0015085	XP_026259114.1	XP_010329424.1
OG0015086	XP_026259107.1	XP_003943309.2
OG0015087	XP_026261929.1	XP_003921403.1
OG0015088	XP_026261927.1	XP_003921417.1
OG0015089	XP_026265637.1	XP_003921455.1
OG0015090	XP_026265442.1	XP_039330422.1
OG0015091	XP_026265660.1	XP_003921475.1
OG0015092	XP_026248642.1	XP_039315948.1
OG0015093	XP_026244308.1	XP_003925405.2
OG0015094	XP_026244220.1	XP_003925406.2
OG0015095	XP_026243877.1	XP_003924823.1
OG0015096	XP_026264665.1	XP_003924884.2
OG0015097	XP_026261565.1	XP_010339333.2
OG0015098	XP_026252951.1	XP_003938332.1
OG0015099	XP_026253029.1	XP_010347166.1
OG0015100	XP_026252901.1	XP_003938303.1
OG0015101	XP_026252927.1	XP_039322440.1
OG0015102	XP_026243242.1	XP_039319419.1
OG0015104	XP_026243275.1	XP_003930519.3
OG0015105	XP_026243295.1	XP_010339268.1
OG0015106	XP_026243202.1	XP_003930420.1
OG0015107	XP_026243314.1	XP_010339345.2
OG0015108	XP_026248653.1	XP_039315807.1
OG0015109	XP_026248677.1	XP_003925353.1
OG0015110	XP_026248609.1	XP_010334345.1
OG0015111	XP_026248637.1	XP_010334341.1
OG0015112	XP_026244228.1	XP_003925385.1
OG0015113	XP_026244251.1	XP_039315890.1
OG0015114	XP_026237326.1	XP_039315812.1
OG0015115	XP_026261050.1	XP_039316004.1
OG0015116	XP_026261028.1	XP_039316038.1
OG0015117	XP_026261042.1	XP_003928148.1
OG0015118	XP_026237602.1	XP_003928128.1
OG0015119	XP_026246514.1	XP_003935373.1
OG0015122	XP_026260874.1	XP_003937919.1
OG0015123	XP_026260721.1	XP_003937908.1
OG0015124	XP_026260677.1	XP_039315915.1
OG0015125	XP_026260716.1	XP_003937835.2
OG0015126	XP_026260682.1	XP_003937819.2
OG0015127	XP_026237085.1	XP_039319518.1
OG0015128	XP_026237083.1	XP_039319516.1
OG0015129	XP_026270296.1	XP_039319672.1
OG0015130	XP_026254397.1	XP_003924756.1
OG0015131	XP_026255816.1	XP_003924792.1
OG0015132	XP_026256540.1	XP_039319763.1
OG0015133	XP_026243871.1	XP_003924818.1
OG0015134	XP_026243835.1	XP_039319778.1
OG0015135	XP_026243833.1	XP_010333808.1
OG0015136	XP_026250293.1	XP_010333836.1
OG0015138	XP_026250314.1	XP_010333846.2
OG0015139	XP_026268231.1	XP_010333931.2
OG0015140	XP_026234981.1	XP_039319752.1
OG0015141	XP_026249565.1	XP_003926121.1
OG0015142	XP_026249563.1	XP_003926122.2
OG0015143	XP_026249552.1	XP_010335135.1
OG0015144	XP_026261909.1	XP_003924369.1
OG0015145	XP_026261873.1	XP_003924342.2
OG0015146	XP_026269436.1	XP_039325137.1
OG0015147	XP_026240989.1	XP_003945226.2
OG0015148	XP_026257230.1	XP_003924613.1
OG0015149	XP_026261859.1	XP_003924376.1
OG0015150	XP_026261910.1	XP_003924370.1
OG0015151	XP_026261838.1	XP_003924364.1
OG0015152	XP_026261849.1	XP_003924343.1
OG0015153	XP_026261863.1	XP_039324657.1
OG0015154	XP_026261894.1	XP_010333308.1
OG0015155	XP_026261905.1	XP_003924317.1
OG0015156	XP_026261847.1	XP_003924301.1
OG0015157	XP_026261915.1	XP_003924302.2
OG0015158	XP_026270126.1	XP_039325340.1
OG0015159	XP_026269963.1	XP_003924267.1
OG0015161	XP_026269994.1	XP_039324913.1
OG0015162	XP_026252180.1	XP_039325015.1
OG0015163	XP_026268436.1	XP_039324914.1
OG0015164	XP_026247718.1	XP_003930602.1
OG0015165	XP_026246868.1	XP_003930578.1
OG0015166	XP_026239880.1	XP_010339368.1
OG0015167	XP_026239921.1	XP_039324965.1
OG0015168	XP_026240973.1	XP_003924456.1
OG0015169	XP_026240985.1	XP_003924461.1
OG0015170	XP_026240982.1	XP_003924467.1
OG0015171	XP_026240926.1	XP_010333679.2
OG0015173	XP_026240868.1	XP_010333452.1
OG0015174	XP_026240909.1	XP_003924479.1
OG0015175	XP_026240884.1	XP_039325093.1
OG0015176	XP_026257571.1	XP_010333528.1
OG0015177	XP_026257748.1	XP_003924560.2
OG0015178	XP_026258179.1	XP_039324901.1
OG0015179	XP_026257547.1	XP_003924596.1
OG0015180	XP_026258510.1	XP_003924608.1
OG0015181	XP_026258092.1	XP_003924624.1
OG0015182	XP_026257879.1	XP_003924620.1
OG0015183	XP_026257070.1	XP_003924652.1
OG0015184	XP_026249993.1	XP_039325123.1
OG0015185	XP_026249990.1	XP_003939905.1
OG0015186	XP_026250044.1	XP_003939888.1
OG0015187	XP_026250007.1	XP_010348852.2
OG0015188	XP_026250051.1	XP_039325168.1
OG0015189	XP_026267554.1	XP_039335422.1, XP_003929057.2
OG0015190	XP_026269582.1	XP_039318889.1
OG0015191	XP_026261299.1	XP_039318871.1
OG0015192	XP_026261290.1	XP_039319078.1, XP_039318777.1
OG0015193	XP_026261285.1	XP_039318861.1
OG0015194	XP_026261255.1	XP_010342225.1
OG0015195	XP_026261338.1	XP_039318894.1
OG0015196	XP_026261306.1	XP_039318714.1
OG0015197	XP_026261293.1	XP_039318879.1
OG0015198	XP_026261326.1	XP_003933388.1
OG0015199	XP_026261351.1	XP_039318834.1
OG0015200	XP_026242610.1	XP_003942919.2
OG0015201	XP_026242861.1	XP_039332841.1
OG0015202	XP_026236039.1	XP_039331774.1
OG0015203	XP_026244545.1	XP_039332817.1
OG0015204	XP_026251325.1	XP_039317326.1
OG0015205	XP_026264189.1	XP_010340637.2
OG0015206	XP_026242852.1	XP_003931255.2
OG0015207	XP_026242791.1	XP_003931302.1
OG0015208	XP_026242931.1	XP_003931310.1
OG0015209	XP_026263588.1	XP_003931382.1
OG0015210	XP_026263093.1	XP_010340254.1
OG0015211	XP_026251263.1	XP_039317327.1
OG0015212	XP_026237122.1	XP_039331919.1
OG0015213	XP_026237123.1	XP_039331922.1
OG0015214	XP_026266555.1	XP_039332576.1
OG0015215	XP_026266568.1	XP_010340585.2
OG0015216	XP_026266505.1	XP_039331687.1
OG0015217	XP_026266507.1	XP_003931696.1
OG0015218	XP_026266589.1	XP_039331833.1
OG0015219	XP_026266537.1	XP_039332410.1
OG0015220	XP_026264203.1	XP_010340640.1
OG0015221	XP_026260564.1	XP_010340705.1
OG0015222	XP_026260584.1	XP_003931769.1
OG0015223	XP_026260649.1	XP_039332364.1
OG0015224	XP_026260668.1	XP_003931801.2
OG0015225	XP_026267492.1	XP_039332741.1
OG0015226	XP_026267498.1	XP_039332264.1
OG0015227	XP_026257134.1	XP_003931835.1
OG0015228	XP_026262421.1	XP_039332818.1
OG0015229	XP_026262431.1	XP_003931849.1
OG0015230	XP_026262438.1	XP_039332932.1
OG0015231	XP_026258071.1	XP_003931859.1
OG0015232	XP_026258046.1	XP_003931861.1
OG0015233	XP_026258015.1	XP_039331747.1
OG0015234	XP_026258044.1	XP_003942512.2
OG0015235	XP_026258018.1	XP_039331877.1
OG0015236	XP_026258020.1	XP_010328604.1
OG0015237	XP_026258053.1	XP_003942485.1
OG0015238	XP_026263994.1	XP_039332120.1
OG0015239	XP_026264006.1	XP_010329755.1
OG0015240	XP_026263990.1	XP_003943649.1
OG0015241	XP_026263989.1	XP_039332927.1
OG0015242	XP_026268168.1	XP_039332876.1
OG0015243	XP_026242823.1	XP_003942781.1
OG0015244	XP_026242619.1	XP_039331926.1
OG0015245	XP_026242909.1	XP_003942788.1
OG0015246	XP_026242829.1	XP_010328894.1
OG0015247	XP_026242870.1	XP_003942797.1
OG0015248	XP_026242481.1	XP_039332704.1
OG0015249	XP_026242557.1	XP_010328907.1
OG0015250	XP_026242868.1	XP_039332414.1
OG0015251	XP_026242910.1	XP_003942913.3
OG0015252	XP_026242877.1	XP_003942826.1
OG0015253	XP_026242598.1	XP_003942845.2, XP_010328955.2
OG0015254	XP_026242876.1	XP_003942846.1
OG0015255	XP_026242893.1	XP_003942871.2
OG0015256	XP_026242487.1	XP_010328996.1
OG0015257	XP_026242652.1	XP_039332751.1
OG0015258	XP_026242537.1	XP_010340127.1
OG0015259	XP_026242525.1	XP_003931265.1
OG0015260	XP_026242798.1	XP_010340416.2
OG0015261	XP_026242751.1	XP_003931278.1
OG0015262	XP_026242752.1	XP_039331659.1
OG0015263	XP_026242879.1	XP_010340157.1
OG0015264	XP_026242503.1	XP_039331710.1
OG0015265	XP_026242818.1	XP_003931289.1
OG0015266	XP_026242563.1	XP_039332519.1
OG0015267	XP_026242853.1	XP_003931325.1
OG0015268	XP_026242886.1	XP_010340194.1
OG0015269	XP_026242642.1	XP_003931358.2
OG0015270	XP_026263087.1	XP_003931369.1
OG0015271	XP_026263580.1	XP_010340238.1
OG0015272	XP_026263581.1	XP_039332937.1
OG0015273	XP_026263136.1	XP_003929162.1
OG0015274	XP_026263146.1	XP_003929149.1
OG0015275	XP_026253841.1	XP_003929137.1
OG0015276	XP_026253848.1	XP_010338288.2
OG0015277	XP_026253846.1	XP_039332794.1
OG0015278	XP_026253844.1	XP_039332323.1
OG0015279	XP_026253855.1	XP_039332012.1
OG0015280	XP_026236037.1	XP_003929096.2
OG0015281	XP_026267660.1	XP_003933094.1
OG0015282	XP_026244688.1	XP_003933075.2
OG0015283	XP_026244675.1	XP_010340326.1
OG0015284	XP_026244787.1	XP_010340335.1
OG0015285	XP_026244662.1	XP_003931463.1
OG0015286	XP_026244678.1	XP_003931460.2
OG0015287	XP_026244640.1	XP_003931474.1
OG0015288	XP_026244627.1	XP_039331882.1
OG0015289	XP_026244592.1	XP_003931485.2
OG0015290	XP_026244775.1	XP_003931505.1
OG0015291	XP_026244613.1	XP_010340391.1
OG0015292	XP_026244575.1	XP_039332475.1
OG0015293	XP_026244577.1	XP_003929373.1
OG0015294	XP_026244632.1	XP_039331682.1
OG0015295	XP_026244615.1	XP_039331863.1
OG0015296	XP_026244734.1	XP_003929386.1
OG0015297	XP_026244711.1	XP_039332014.1
OG0015298	XP_026244659.1	XP_039332387.1
OG0015299	XP_026249741.1	XP_003933114.1
OG0015300	XP_026249710.1	XP_010341990.2
OG0015301	XP_026270991.1	XP_039317201.1
OG0015302	XP_026251192.1	XP_039317295.1
OG0015303	XP_026251214.1	XP_039317314.1
OG0015304	XP_026251239.1	XP_003941397.1
OG0015305	XP_026251397.1	XP_039317323.1
OG0015306	XP_026251273.1	XP_010350442.1
OG0015307	XP_026251286.1	XP_039317352.1
OG0015308	XP_026251375.1	XP_039317285.1
OG0015309	XP_026251264.1	XP_039335854.1
OG0015310	XP_026251204.1	XP_039317164.1
OG0015311	XP_026251287.1	XP_003941441.2
OG0015312	XP_026251373.1	XP_003941435.1
OG0015313	XP_026251281.1	XP_010350499.1
OG0015314	XP_026251378.1	XP_003935964.1
OG0015315	XP_026242249.1	XP_010339753.2
OG0015316	XP_026242333.1	XP_003940058.1
OG0015318	XP_026242129.1	XP_039330858.1
OG0015319	XP_026242029.1	XP_003940069.1
OG0015320	XP_026242036.1	XP_010349052.1
OG0015321	XP_026242272.1	XP_039330775.1
OG0015322	XP_026242275.1	XP_003940632.1
OG0015323	XP_026242182.1	XP_003940649.2
OG0015324	XP_026242323.1	XP_003940658.1
OG0015325	XP_026242015.1	XP_039330629.1
OG0015326	XP_026242304.1	XP_010349670.1
OG0015327	XP_026266148.1	XP_003925213.1
OG0015329	XP_026254274.1	XP_003939376.1
OG0015330	XP_026254275.1	XP_003926516.1
OG0015331	XP_026254158.1	XP_039328188.1
OG0015332	XP_026267243.1	XP_003932928.2
OG0015334	XP_026243038.1	XP_003922714.2
OG0015335	XP_026254129.1	XP_039327860.1
OG0015336	XP_026254087.1	XP_010348270.1
OG0015337	XP_026254260.1	XP_003939375.1
OG0015338	XP_026254182.1	XP_039327547.1
OG0015339	XP_026254167.1	XP_003926525.2
OG0015341	XP_026248761.1	XP_003926563.1
OG0015342	XP_026242461.1	XP_039327781.1
OG0015343	XP_026242470.1	XP_010335591.1
OG0015344	XP_026242432.1	XP_003927835.2
OG0015345	XP_026242460.1	XP_003927843.1
OG0015346	XP_026242387.1	XP_010336799.2
OG0015347	XP_026242459.1	XP_003927857.2
OG0015348	XP_026265144.1	XP_003927860.1
OG0015349	XP_026269388.1	XP_010341663.1
OG0015350	XP_026269365.1	XP_010341641.1
OG0015351	XP_026269384.1	XP_010341629.1
OG0015352	XP_026268486.1	XP_039319234.1
OG0015353	XP_026250070.1	XP_039319158.1
OG0015354	XP_026238115.1	XP_003932860.1
OG0015355	XP_026261718.1	XP_039319140.1
OG0015356	XP_026267256.1	XP_003932925.1
OG0015357	XP_026265957.1	XP_010341789.1
OG0015358	XP_026266002.1	XP_039319227.1
OG0015359	XP_026265940.1	XP_010341799.2
OG0015360	XP_026265771.1	XP_039319128.1
OG0015361	XP_026265767.1	XP_010341844.2
OG0015362	XP_026254383.1	XP_003932348.1
OG0015363	XP_026254282.1	XP_039327871.1
OG0015364	XP_026264380.1	XP_003938127.2
OG0015365	XP_026269397.1	XP_039331589.1
OG0015367	XP_026241534.1	XP_003926810.1
OG0015368	XP_026241483.1	XP_003926807.1
OG0015369	XP_026241533.1	XP_003926804.2
OG0015370	XP_026241554.1	XP_003922807.2
OG0015371	XP_026255717.1	XP_003922784.1
OG0015372	XP_026255674.1	XP_010331898.2
OG0015373	XP_026255696.1	XP_003922778.3
OG0015374	XP_026255697.1	XP_010331886.2
OG0015375	XP_026243025.1	XP_003922713.1
OG0015376	XP_026260915.1	XP_003922706.1
OG0015377	XP_026269382.1	XP_003932837.2
OG0015378	XP_026267246.1	XP_039319164.1
OG0015379	XP_026267283.1	XP_039319146.1, XP_039319144.1, XP_039319145.1
OG0015380	XP_026269620.1	XP_003920693.1
OG0015381	XP_026254028.1	XP_003920616.1
OG0015382	XP_026257072.1	XP_039328069.1
OG0015383	XP_026254389.1	XP_003928200.2
OG0015384	XP_026243675.1	XP_003943878.1
OG0015385	XP_026254039.1	XP_003920613.1
OG0015386	XP_026237414.1	XP_010331044.1
OG0015387	XP_026268088.1	XP_003943999.1
OG0015388	XP_026268099.1	XP_039316584.1
OG0015389	XP_026268095.1	XP_039316583.1
OG0015390	XP_026268877.1	XP_003936134.1
OG0015391	XP_026268891.1	XP_003936137.1
OG0015392	XP_026253958.1	XP_003936140.1
OG0015393	XP_026271265.1	XP_003920731.1
OG0015394	XP_026251988.1	XP_003920705.1
OG0015395	XP_026264289.1	XP_010337420.2
OG0015396	XP_026264290.1	XP_003920679.2
OG0015397	XP_026255962.1	XP_039323602.1, XP_039323634.1
OG0015398	XP_026255985.1	XP_010337085.1
OG0015399	XP_026255934.1	XP_003920637.1
OG0015400	XP_026255976.1	XP_039323382.1
OG0015401	XP_026253970.1	XP_003920622.1
OG0015402	XP_026253961.1	XP_010336924.1
OG0015403	XP_026266476.1	XP_039325469.1
OG0015404	XP_026257061.1	XP_039326475.1
OG0015405	XP_026257001.1	XP_003933993.1
OG0015406	XP_026257077.1	XP_003933989.1
OG0015407	XP_026257012.1	XP_003933988.1
OG0015408	XP_026256994.1	XP_003933981.1
OG0015409	XP_026247274.1	XP_003928221.1
OG0015410	XP_026254388.1	XP_010343916.1, XP_003928195.1
OG0015411	XP_026254371.1	XP_010337036.1
OG0015412	XP_026253356.1	XP_003928185.1
OG0015413	XP_026254283.1	XP_039330998.1
OG0015414	XP_026243693.1	XP_039330846.1
OG0015415	XP_026243669.1	XP_003939767.1
OG0015416	XP_026243744.1	XP_003939789.1
OG0015417	XP_026243724.1	XP_003939792.1
OG0015418	XP_026270574.1	XP_010330009.1
OG0015419	XP_026270546.1	XP_003943867.1
OG0015420	XP_026235613.1	XP_010330003.2
OG0015421	XP_026270827.1	XP_003943854.2
OG0015422	XP_026235349.1	XP_003943842.1
OG0015423	XP_026235718.1	XP_010329987.1
OG0015424	XP_026234979.1	XP_003943833.1
OG0015425	XP_026271180.1	XP_039330956.1
OG0015426	XP_026235714.1	XP_003943831.1
OG0015427	XP_026270894.1	XP_003940103.1
OG0015428	XP_026271215.1	XP_003940110.1
OG0015429	XP_026235751.1	XP_003940156.2
OG0015430	XP_026270637.1	XP_003940115.1
OG0015431	XP_026270667.1	XP_003940118.2
OG0015432	XP_026271142.1	XP_003940122.2
OG0015433	XP_026235097.1	XP_003940128.1
OG0015434	XP_026270966.1	XP_003940130.1
OG0015435	XP_026236149.1	XP_039330952.1
OG0015436	XP_026246925.1	XP_039331025.1
OG0015437	XP_026246935.1	XP_003925292.3
OG0015438	XP_026246900.1	XP_039330818.1
OG0015439	XP_026246963.1	XP_010334264.2
OG0015440	XP_026249108.1	XP_039330644.1
OG0015441	XP_026249097.1	XP_003925248.1
OG0015442	XP_026264435.1	XP_003925232.3
OG0015444	XP_026239326.1	XP_003923056.3
OG0015445	XP_026250272.1	XP_010332286.2
OG0015446	XP_026270112.1	XP_003944694.1
OG0015447	XP_026270096.1	XP_003944711.2
OG0015448	XP_026270105.1	XP_010330930.1
OG0015449	XP_026270119.1	XP_003944680.2
OG0015450	XP_026270122.1	XP_003944682.2
OG0015451	XP_026271244.1	XP_010330582.1
OG0015452	XP_026271206.1	XP_039322534.1
OG0015453	XP_026271145.1	XP_003944379.2
OG0015454	XP_026271174.1	XP_039322349.1
OG0015455	XP_026271165.1	XP_003944361.1
OG0015456	XP_026271146.1	XP_039323699.1
OG0015457	XP_026271193.1	XP_010330531.1
OG0015458	XP_026239407.1	XP_039321239.1
OG0015459	XP_026239395.1	XP_003923203.1
OG0015460	XP_026239469.1	XP_003923222.2
OG0015461	XP_026239499.1	XP_039323616.1
OG0015462	XP_026239323.1	XP_003923276.1
OG0015463	XP_026239366.1	XP_039322476.1
OG0015464	XP_026239241.1	XP_003923304.1
OG0015465	XP_026239142.1	XP_039323422.1
OG0015466	XP_026239351.1	XP_003923053.1
OG0015467	XP_026239157.1	XP_003923059.1
OG0015468	XP_026239353.1	XP_003923097.1
OG0015469	XP_026239377.1	XP_003923084.1
OG0015470	XP_026250256.1	XP_003923112.2
OG0015471	XP_026256686.1	XP_003923157.1
OG0015472	XP_026254750.1	XP_003926421.1
OG0015473	XP_026252602.1	XP_003926409.1
OG0015474	XP_026265313.1	XP_003926366.1
OG0015475	XP_026266774.1	XP_003923312.1
OG0015476	XP_026267043.1	XP_003923311.1
OG0015477	XP_026266261.1	XP_010332134.2
OG0015478	XP_026266813.1	XP_003923010.1
OG0015479	XP_026266469.1	XP_003923009.1
OG0015480	XP_026266959.1	XP_003923003.2
OG0015481	XP_026267011.1	XP_010332094.1
OG0015482	XP_026267131.1	XP_003945270.1
OG0015483	XP_026248532.1	XP_003922968.1
OG0015484	XP_026258320.1	XP_039323534.1
OG0015485	XP_026245441.1	XP_003936016.1
OG0015486	XP_026236103.1	XP_003943486.1
OG0015487	XP_026236536.1	XP_039323888.1, XP_039316433.1
OG0015488	XP_026247144.1	XP_003945348.2
OG0015489	XP_026245428.1	XP_039322157.1
OG0015490	XP_026265634.1	XP_003942072.1
OG0015491	XP_026243067.1	XP_003933688.1
OG0015492	XP_026258809.1	XP_003942165.2
OG0015493	XP_026258861.1	XP_003942163.3
OG0015494	XP_026265659.1	XP_039320537.1
OG0015495	XP_026243143.1	XP_039324248.1
OG0015496	XP_026243297.1	XP_003941015.2
OG0015497	XP_026258384.1	XP_003931976.2
OG0015498	XP_026240729.1	XP_003943076.1
OG0015499	XP_026240581.1	XP_039320589.1
OG0015500	XP_026238911.1	XP_003945259.1
OG0015501	XP_026240334.1	XP_003938647.1
OG0015502	XP_026249660.1	XP_003933160.1
OG0015503	XP_026249670.1	XP_003933159.1
OG0015504	XP_026249659.1	XP_003933154.2
OG0015505	XP_026249652.1	XP_003933149.1
OG0015506	XP_026262462.1	XP_003933144.1
OG0015507	XP_026263187.1	XP_003933783.1
OG0015508	XP_026263152.1	XP_003933735.1
OG0015510	XP_026265658.1	XP_003942157.3
OG0015511	XP_026265546.1	XP_039320836.1
OG0015512	XP_026265547.1	XP_003942110.2
OG0015513	XP_026265698.1	XP_039320680.1
OG0015514	XP_026265556.1	XP_010328107.1
OG0015515	XP_026256293.1	XP_010329119.2
OG0015516	XP_026251065.1	XP_039324015.1
OG0015517	XP_026242452.1	XP_003941018.1
OG0015518	XP_026242385.1	XP_039324020.1
OG0015519	XP_026242091.1	XP_003933678.1
OG0015520	XP_026241226.1	XP_010342461.1
OG0015521	XP_026242028.1	XP_010342439.1
OG0015522	XP_026243267.1	XP_003933648.3
