Orthogroup	Urocitellus_parryii	Ursus_americanus
OG0016242	XP_026235213.1	XP_045630110.1
OG0016243	XP_026265864.1	XP_045632313.1
OG0016244	XP_026237067.1	XP_045632934.1
OG0016245	XP_026251960.1	XP_045641433.1
OG0016246	XP_026245501.1	XP_045654603.1
OG0016247	XP_026266412.1	XP_045655103.1
OG0016248	XP_026266410.1	XP_045655108.1
OG0016250	XP_026260443.1	XP_045655187.1
OG0016251	XP_026253920.1	XP_045648700.1
OG0016252	XP_026269553.1	XP_045647005.1
OG0016253	XP_026258920.1	XP_045646116.1
OG0016254	XP_026239735.1	XP_045655026.1
OG0016255	XP_026249541.1	XP_045641593.1
OG0016256	XP_026250755.1	XP_045641560.1
OG0016257	XP_026251983.1	XP_045641216.1
OG0016258	XP_026252251.1	XP_045641190.1
OG0016259	XP_026250391.1	XP_045641044.1
OG0016260	XP_026249759.1	XP_045668696.1
OG0016261	XP_026251790.1	XP_045668569.1
OG0016262	XP_026249605.1	XP_045668526.1
OG0016263	XP_026251704.1	XP_045668513.1
OG0016264	XP_026251642.1	XP_045668468.1
OG0016265	XP_026234982.1	XP_045668471.1
OG0016266	XP_026245200.1	XP_045667218.1
OG0016267	XP_026236157.1	XP_045669478.1
OG0016269	XP_026248173.1	XP_045643086.1
OG0016270	XP_026252848.1	XP_045651905.1
OG0016271	XP_026252869.1	XP_045651884.1
OG0016272	XP_026235820.1	XP_045663962.1
OG0016273	XP_026237301.1	XP_045663971.1
OG0016274	XP_026238673.1	XP_045644667.1
OG0016275	XP_026245167.1	XP_045632596.1
OG0016276	XP_026245094.1	XP_045632620.1
OG0016277	XP_026245109.1	XP_045632633.1
OG0016278	XP_026245182.1	XP_045632574.1
OG0016279	XP_026245132.1	XP_045644894.1
OG0016280	XP_026245145.1	XP_045667214.1
OG0016281	XP_026245175.1	XP_045667190.1
OG0016282	XP_026245144.1	XP_045667189.1
OG0016283	XP_026256071.1	XP_045667198.1
OG0016284	XP_026267866.1	XP_045667440.1
OG0016285	XP_026259439.1	XP_045644553.1
OG0016286	XP_026250766.1	XP_045644568.1
OG0016287	XP_026250786.1	XP_045644577.1
OG0016288	XP_026254716.1	XP_045667598.1
OG0016289	XP_026254717.1	XP_045667649.1
OG0016290	XP_026254702.1	XP_045667552.1
OG0016291	XP_026240410.1	XP_045667490.1
OG0016292	XP_026240427.1	XP_045667654.1
OG0016293	XP_026240398.1	XP_045667563.1
OG0016294	XP_026240381.1	XP_045667492.1
OG0016295	XP_026240415.1	XP_045667666.1
OG0016296	XP_026240406.1	XP_045667583.1
OG0016297	XP_026257991.1	XP_045667624.1
OG0016298	XP_026257965.1	XP_045667673.1
OG0016299	XP_026270373.1	XP_045656356.1
OG0016300	XP_026262903.1	XP_045667653.1
OG0016301	XP_026258914.1	XP_045639525.1
OG0016302	XP_026248906.1	XP_045639454.1
OG0016303	XP_026245372.1	XP_045639365.1
OG0016304	XP_026245374.1	XP_045639322.1
OG0016305	XP_026258912.1	XP_045637691.1
OG0016306	XP_026257266.1	XP_045639486.1
OG0016307	XP_026245338.1	XP_045636303.1
OG0016308	XP_026245299.1	XP_045635846.1
OG0016309	XP_026245317.1	XP_045635636.1
OG0016310	XP_026261442.1	XP_045662070.1
OG0016311	XP_026261441.1	XP_045662101.1
OG0016312	XP_026247827.1	XP_045662071.1
OG0016313	XP_026244820.1	XP_045662262.1
OG0016314	XP_026247800.1	XP_045662135.1
OG0016315	XP_026250388.1	XP_045662082.1
OG0016316	XP_026246237.1	XP_045633523.1
OG0016317	XP_026244857.1	XP_045662266.1
OG0016318	XP_026255115.1	XP_045662367.1
OG0016319	XP_026261110.1	XP_045662398.1
OG0016320	XP_026261134.1	XP_045662473.1
OG0016321	XP_026261142.1	XP_045662475.1
OG0016322	XP_026261120.1	XP_045662474.1
OG0016323	XP_026259134.1	XP_045662093.1
OG0016324	XP_026259139.1	XP_045662585.1
OG0016325	XP_026258138.1	XP_045662619.1
OG0016326	XP_026258149.1	XP_045662099.1
OG0016327	XP_026235784.1	XP_045662650.1
OG0016328	XP_026246221.1	XP_045633554.1
OG0016329	XP_026246231.1	XP_045633587.1
OG0016330	XP_026244842.1	XP_045662323.1
OG0016331	XP_026263800.1	XP_045639868.1
OG0016332	XP_026252937.1	XP_045643566.1
OG0016333	XP_026246484.1	XP_045665525.1
OG0016334	XP_026243768.1	XP_045665541.1
OG0016335	XP_026243791.1	XP_045665570.1
OG0016336	XP_026243786.1	XP_045665682.1
OG0016337	XP_026265304.1	XP_045665621.1
OG0016338	XP_026265293.1	XP_045665629.1
OG0016339	XP_026265297.1	XP_045665632.1
OG0016340	XP_026236783.1	XP_045665679.1
OG0016341	XP_026236374.1	XP_045640241.1
OG0016342	XP_026263744.1	XP_045640524.1
OG0016343	XP_026238246.1	XP_045665539.1
OG0016344	XP_026263179.1	XP_045649872.1, XP_045649803.1
OG0016345	XP_026255779.1	XP_045634945.1
OG0016346	XP_026261366.1	XP_045657255.1
OG0016347	XP_026266328.1	XP_045631600.1
OG0016348	XP_026266295.1	XP_045661088.1
OG0016349	XP_026264867.1	XP_045643408.1
OG0016350	XP_026269598.1	XP_045649793.1
OG0016351	XP_026269680.1	XP_045653463.1
OG0016352	XP_026261387.1	XP_045660193.1
OG0016353	XP_026248028.1	XP_045646376.1
OG0016355	XP_026250954.1	XP_045669630.1, XP_045634874.1
OG0016356	XP_026252544.1	XP_045660010.1
OG0016357	XP_026252519.1	XP_045633980.1
OG0016358	XP_026257166.1	XP_045660947.1
OG0016359	XP_026258418.1	XP_045634862.1
OG0016360	XP_026243365.1	XP_045646424.1
OG0016361	XP_026243369.1	XP_045656669.1
OG0016362	XP_026235488.1	XP_045656673.1
OG0016364	XP_026262532.1	XP_045651423.1
OG0016365	XP_026262484.1	XP_045660911.1
OG0016366	XP_026263212.1	XP_045655320.1
OG0016367	XP_026263181.1	XP_045649848.1
OG0016368	XP_026267710.1	XP_045649860.1
OG0016369	XP_026255774.1	XP_045651409.1
OG0016372	XP_026268402.1	XP_045644729.1
OG0016374	XP_026261361.1	XP_045659577.1
OG0016375	XP_026268137.1	XP_045628961.1
OG0016376	XP_026266315.1	XP_045659568.1
OG0016377	XP_026235762.1	XP_045645429.1
OG0016378	XP_026258670.1	XP_045635377.1
OG0016379	XP_026258448.1	XP_045644580.1
OG0016380	XP_026258441.1	XP_045643415.1
OG0016381	XP_026258424.1	XP_045656663.1
OG0016382	XP_026258439.1	XP_045642236.1
OG0016383	XP_026264842.1	XP_045642745.1
OG0016384	XP_026235979.1	XP_045649798.1
OG0016385	XP_026247981.1	XP_045661074.1
OG0016386	XP_026248005.1	XP_045660191.1
OG0016387	XP_026259308.1	XP_045661056.1
OG0016388	XP_026259303.1	XP_045661062.1
OG0016389	XP_026268587.1	XP_045658386.1
OG0016392	XP_026236837.1	XP_045646665.1
OG0016393	XP_026237743.1	XP_045644933.1
OG0016394	XP_026255782.1	XP_045631574.1
OG0016395	XP_026235464.1	XP_045644451.1
OG0016396	XP_026237262.1	XP_045661447.1
OG0016397	XP_026258699.1	XP_045635282.1
OG0016398	XP_026266446.1	XP_045661504.1
OG0016399	XP_026238447.1, XP_026238449.1	XP_045635053.1, XP_045635030.1, XP_045635032.1, XP_045635029.1, XP_045635031.1
OG0016401	XP_026264247.1	XP_045645586.1
OG0016402	XP_026259906.1	XP_045665820.1
OG0016403	XP_026241454.1	XP_045640708.1
OG0016404	XP_026235796.1, XP_026235798.1, XP_026235797.1	XP_045640255.1
OG0016405	XP_026264013.1	XP_045670064.1
OG0016406	XP_026259004.1	XP_045637076.1
OG0016407	XP_026261627.1	XP_045664848.1
OG0016408	XP_026264510.1	XP_045634236.1
OG0016410	XP_026237918.1	XP_045636897.1
OG0016411	XP_026237875.1	XP_045645297.1
OG0016412	XP_026236327.1	XP_045655025.1
OG0016413	XP_026265087.1	XP_045637352.1
OG0016414	XP_026263755.1	XP_045640574.1
OG0016415	XP_026268054.1	XP_045670596.1
OG0016416	XP_026262977.1	XP_045669259.1
OG0016417	XP_026260947.1	XP_045644372.1
OG0016419	XP_026236974.1	XP_045645368.1
OG0016420	XP_026263222.1	XP_045652205.1
OG0016422	XP_026254529.1	XP_045656857.1
OG0016423	XP_026264730.1	XP_045647322.1
OG0016425	XP_026267247.1	XP_045635435.1
OG0016427	XP_026246232.1	XP_045631252.1
OG0016429	XP_026267446.1	XP_045642723.1
OG0016430	XP_026235670.1	XP_045631759.1
OG0016432	XP_026268807.1	XP_045639234.1
OG0016433	XP_026249249.1	XP_045638542.1
OG0016434	XP_026242804.1	XP_045644784.1
OG0016435	XP_026264053.1	XP_045670377.1
OG0016442	XP_026263364.1	XP_045643062.1
OG0016443	XP_026255783.1	XP_045633853.1
OG0016453	XP_026245898.1	XP_045634691.1
OG0016454	XP_026236051.1	XP_045629264.1
OG0016455	XP_026258322.1	XP_045662891.1
OG0016456	XP_026250174.1	XP_045645112.1
OG0016458	XP_026252994.1	XP_045643848.1
OG0016459	XP_026255965.1	XP_045650688.1
OG0016460	XP_026247584.1	XP_045668910.1
OG0016461	XP_026253023.1	XP_045643550.1
OG0016462	XP_026237974.1	XP_045665505.1
OG0016463	XP_026254537.1	XP_045656936.1
OG0016464	XP_026254554.1	XP_045656734.1
OG0016465	XP_026250447.1	XP_045639614.1
OG0016466	XP_026266084.1	XP_045648747.1
OG0016467	XP_026242479.1	XP_045637473.1
OG0016468	XP_026260152.1	XP_045660322.1
OG0016469	XP_026260442.1	XP_045654608.1
OG0016470	XP_026259118.1	XP_045657813.1
OG0016471	XP_026261191.1	XP_045648499.1
OG0016472	XP_026262574.1	XP_045664427.1
OG0016474	XP_026263933.1	XP_045668686.1
OG0016475	XP_026248954.1	XP_045646313.1
OG0016476	XP_026262004.1	XP_045631056.1
OG0016477	XP_026237740.1	XP_045644916.1
OG0016478	XP_026243703.1	XP_045636451.1
OG0016479	XP_026257668.1	XP_045628731.1
OG0016480	XP_026259540.1	XP_045665138.1
OG0016481	XP_026266799.1	XP_045658082.1
OG0016482	XP_026256231.1	XP_045641993.1
OG0016483	XP_026256015.1	XP_045648960.1
OG0016484	XP_026236976.1	XP_045645247.1
OG0016485	XP_026236469.1	XP_045634987.1
OG0016486	XP_026256724.1	XP_045638837.1
OG0016487	XP_026263784.1	XP_045640610.1
OG0016488	XP_026263792.1	XP_045640558.1
OG0016490	XP_026253519.1	XP_045655426.1
OG0016491	XP_026265187.1	XP_045649572.1
OG0016492	XP_026262302.1	XP_045642472.1
OG0016493	XP_026262363.1	XP_045643021.1
OG0016494	XP_026236669.1	XP_045653512.1
OG0016495	XP_026256710.1	XP_045638796.1
OG0016496	XP_026256698.1	XP_045638799.1
OG0016498	XP_026262259.1	XP_045642978.1
OG0016500	XP_026235011.1	XP_045642811.1
OG0016502	XP_026235330.1	XP_045632176.1
OG0016503	XP_026238027.1	XP_045631140.1
OG0016504	XP_026262215.1	XP_045631080.1
OG0016505	XP_026262143.1	XP_045628170.1
OG0016506	XP_026267364.1	XP_045641575.1
OG0016507	XP_026236900.1	XP_045646289.1
OG0016508	XP_026248994.1	XP_045646312.1
OG0016510	XP_026249869.1	XP_045654378.1
OG0016511	XP_026236278.1	XP_045636804.1
OG0016512	XP_026245051.1	XP_045628455.1
OG0016513	XP_026245072.1	XP_045628566.1
OG0016514	XP_026270046.1	XP_045628409.1
OG0016517	XP_026237003.1	XP_045645223.1
OG0016519	XP_026238031.1	XP_045631045.1
OG0016520	XP_026262176.1	XP_045631147.1
OG0016521	XP_026262170.1	XP_045631027.1, XP_045631028.1
OG0016522	XP_026262015.1	XP_045628171.1
OG0016523	XP_026259655.1	XP_045642319.1
OG0016524	XP_026259632.1	XP_045669087.1
OG0016525	XP_026236813.1	XP_045636561.1
OG0016526	XP_026267365.1	XP_045641577.1
OG0016527	XP_026237211.1	XP_045661188.1
OG0016528	XP_026247058.1	XP_045652628.1
OG0016529	XP_026247004.1	XP_045652131.1
OG0016531	XP_026268812.1	XP_045638491.1
OG0016532	XP_026256983.1	XP_045642836.1
OG0016534	XP_026257045.1	XP_045650488.1
OG0016536	XP_026240210.1	XP_045650431.1
OG0016537	XP_026241744.1	XP_045650296.1
OG0016538	XP_026241709.1	XP_045650278.1
OG0016541	XP_026266005.1	XP_045662678.1
OG0016542	XP_026259372.1	XP_045638231.1
OG0016543	XP_026256587.1	XP_045637942.1
OG0016544	XP_026266098.1	XP_045630656.1
OG0016545	XP_026271037.1	XP_045652401.1
OG0016546	XP_026244010.1	XP_045669111.1
OG0016547	XP_026235271.1	XP_045630714.1
OG0016548	XP_026258998.1	XP_045627321.1
OG0016549	XP_026247090.1	XP_045633246.1
OG0016550	XP_026249044.1	XP_045652363.1
OG0016551	XP_026250518.1	XP_045651368.1
OG0016552	XP_026256322.1	XP_045660423.1
OG0016553	XP_026251039.1	XP_045627366.1
OG0016554	XP_026259480.1	XP_045627279.1
OG0016555	XP_026235233.1	XP_045630753.1
OG0016556	XP_026269310.1	XP_045658287.1
OG0016557	XP_026268254.1	XP_045639441.1
OG0016558	XP_026252799.1	XP_045639185.1
OG0016559	XP_026241735.1	XP_045671286.1
OG0016560	XP_026241724.1	XP_045671261.1
OG0016561	XP_026267773.1	XP_045665936.1
OG0016562	XP_026258504.1	XP_045653499.1
OG0016563	XP_026248373.1	XP_045653777.1
OG0016565	XP_026264523.1	XP_045657329.1
OG0016566	XP_026260373.1	XP_045653583.1
OG0016567	XP_026248353.1	XP_045653561.1
OG0016568	XP_026248362.1	XP_045653747.1
OG0016569	XP_026249723.1	XP_045660857.1
OG0016570	XP_026246341.1	XP_045653301.1
OG0016571	XP_026264512.1	XP_045658108.1
OG0016573	XP_026270698.1	XP_045659341.1
OG0016574	XP_026270618.1	XP_045659359.1
OG0016575	XP_026270686.1	XP_045659380.1
OG0016577	XP_026257619.1	XP_045628669.1
OG0016579	XP_026257710.1	XP_045628749.1
OG0016581	XP_026255081.1	XP_045666257.1
OG0016582	XP_026269069.1	XP_045670890.1
OG0016583	XP_026257712.1	XP_045628601.1
OG0016584	XP_026269001.1	XP_045629826.1
OG0016586	XP_026256191.1	XP_045642069.1
OG0016587	XP_026252709.1	XP_045642101.1
OG0016588	XP_026252705.1	XP_045642147.1
OG0016589	XP_026268985.1	XP_045629902.1
OG0016590	XP_026268975.1	XP_045629766.1
OG0016591	XP_026259953.1	XP_045629829.1
OG0016592	XP_026259955.1	XP_045629881.1
OG0016593	XP_026262991.1	XP_045669266.1
OG0016595	XP_026256193.1	XP_045641999.1
OG0016596	XP_026247942.1	XP_045632369.1
OG0016597	XP_026238353.1	XP_045640762.1
OG0016599	XP_026241424.1	XP_045640737.1
OG0016602	XP_026241018.1	XP_045640734.1
OG0016603	XP_026258572.1	XP_045658243.1
OG0016604	XP_026252888.1	XP_045643657.1
OG0016606	XP_026252910.1	XP_045643432.1
OG0016607	XP_026252976.1	XP_045643630.1
OG0016608	XP_026243248.1	XP_045643818.1
OG0016609	XP_026244287.1	XP_045667274.1
OG0016610	XP_026246566.1	XP_045651607.1
OG0016611	XP_026246502.1	XP_045651594.1, XP_045651918.1
OG0016612	XP_026243839.1	XP_045637890.1
OG0016614	XP_026250292.1	XP_045637757.1
OG0016615	XP_026271278.1	XP_045671084.1
OG0016616	XP_026271282.1	XP_045671109.1
OG0016617	XP_026270276.1	XP_045658552.1
OG0016618	XP_026269421.1	XP_045656460.1
OG0016620	XP_026264392.1	XP_045648809.1
OG0016621	XP_026264772.1	XP_045655669.1
OG0016622	XP_026266816.1	XP_045666353.1
OG0016623	XP_026257139.1	XP_045663873.1
OG0016624	XP_026256797.1	XP_045663707.1
OG0016626	XP_026267572.1	XP_045671739.1
OG0016627	XP_026270896.1	XP_045631355.1
OG0016628	XP_026261357.1	XP_045632154.1
OG0016629	XP_026265844.1	XP_045666293.1
OG0016631	XP_026242346.1	XP_045647131.1
OG0016632	XP_026268201.1	XP_045670039.1
OG0016633	XP_026242667.1	XP_045637581.1
OG0016634	XP_026242520.1	XP_045637598.1
OG0016635	XP_026242289.1	XP_045627215.1
OG0016636	XP_026266547.1	XP_045630928.1
OG0016637	XP_026266541.1	XP_045630926.1
OG0016638	XP_026266546.1	XP_045630877.1
OG0016639	XP_026266544.1	XP_045630977.1
OG0016640	XP_026264227.1	XP_045670272.1
OG0016641	XP_026264233.1	XP_045670004.1
OG0016642	XP_026264173.1	XP_045670112.1
OG0016643	XP_026260665.1	XP_045670277.1
OG0016644	XP_026258042.1	XP_045670069.1
OG0016645	XP_026242863.1	XP_045637644.1
OG0016646	XP_026242919.1	XP_045637614.1, XP_045637613.1
OG0016647	XP_026242920.1	XP_045637616.1
OG0016648	XP_026242831.1	XP_045669766.1
OG0016649	XP_026242753.1	XP_045669750.1
OG0016650	XP_026267673.1	XP_045629452.1
OG0016651	XP_026244556.1	XP_045629142.1
OG0016652	XP_026244797.1	XP_045629125.1
OG0016653	XP_026244644.1	XP_045629258.1
OG0016654	XP_026251181.1	XP_045659675.1
OG0016655	XP_026251221.1	XP_045659676.1
OG0016656	XP_026251398.1	XP_045659727.1
OG0016657	XP_026251401.1	XP_045659625.1
OG0016658	XP_026251244.1	XP_045659738.1
OG0016660	XP_026251236.1	XP_045626952.1, XP_045626953.1
OG0016661	XP_026242254.1	XP_045626976.1
OG0016662	XP_026260540.1	XP_045670453.1
OG0016663	XP_026260563.1	XP_045670171.1
OG0016664	XP_026254262.1	XP_045645718.1
OG0016665	XP_026253974.1	XP_045636019.1
OG0016666	XP_026242433.1	XP_045645509.1
OG0016667	XP_026265134.1	XP_045667097.1
OG0016668	XP_026269325.1	XP_045671451.1
OG0016669	XP_026269324.1	XP_045671452.1
OG0016670	XP_026250142.1	XP_045635458.1
OG0016671	XP_026265965.1	XP_045635876.1
OG0016672	XP_026253985.1	XP_045636014.1
OG0016674	XP_026235318.1	XP_045627704.1
OG0016675	XP_026269871.1	XP_045627625.1
OG0016676	XP_026241547.1	XP_045644338.1
OG0016677	XP_026267280.1	XP_045635496.1
OG0016678	XP_026247256.1	XP_045636766.1
OG0016679	XP_026238570.1	XP_045651010.1
OG0016680	XP_026255969.1	XP_045650727.1
OG0016681	XP_026254035.1	XP_045650598.1
OG0016682	XP_026247269.1	XP_045636586.1
OG0016683	XP_026254286.1	XP_045636232.1
OG0016684	XP_026236098.1	XP_045636763.1
OG0016685	XP_026235602.1	XP_045636705.1
OG0016686	XP_026236164.1	XP_045636304.1
OG0016687	XP_026253563.1	XP_045655739.1
OG0016688	XP_026270133.1	XP_045656487.1
OG0016689	XP_026239421.1	XP_045628021.1
OG0016690	XP_026239210.1	XP_045628001.1
OG0016692	XP_026271135.1	XP_045651616.1
OG0016693	XP_026271217.1	XP_045651696.1
OG0016694	XP_026271161.1	XP_045651596.1
OG0016695	XP_026239417.1	XP_045627995.1
OG0016696	XP_026256657.1	XP_045661153.1
OG0016697	XP_026252600.1	XP_045660802.1
OG0016698	XP_026270779.1	XP_045654481.1
OG0016699	XP_026265548.1	XP_045633269.1
OG0016700	XP_026265711.1	XP_045633307.1
OG0016701	XP_026265552.1	XP_045633385.1
OG0016702	XP_026258834.1	XP_045659909.1
OG0016703	XP_026265602.1	XP_045633188.1
OG0016704	XP_026265549.1	XP_045633332.1
OG0016705	XP_026265727.1	XP_045633378.1
OG0016707	XP_026242329.1	XP_045671941.1
OG0016708	XP_026240959.1	XP_045671887.1
OG0016709	XP_026247358.1	XP_045649199.1
OG0016710	XP_026264626.1	XP_045649608.1
OG0016711	XP_026247322.1	XP_045649156.1
OG0016712	XP_026243421.1	XP_045649598.1
OG0016713	XP_026237967.1	XP_045659929.1
OG0016714	XP_026249262.1	XP_045638354.1
OG0016715	XP_026267822.1	XP_045644501.1
OG0016716	XP_026237491.1	XP_045655510.1
OG0016718	XP_026266979.1	XP_045649633.1
OG0016719	XP_026255294.1	XP_045649628.1
OG0016720	XP_026268496.1	XP_045649583.1
OG0016721	XP_026254368.1	XP_045648506.1
OG0016722	XP_026235607.1	XP_045648266.1
OG0016724	XP_026236146.1	XP_045649555.1
OG0016726	XP_026271008.1	XP_045669393.1
OG0016727	XP_026242178.1	XP_045670603.1
OG0016728	XP_026260985.1	XP_045647651.1
OG0016729	XP_026252601.1	XP_045631925.1
OG0016730	XP_026268079.1	XP_045669415.1
OG0016731	XP_026263846.1	XP_045665099.1
OG0016733	XP_026253254.1	XP_045644325.1
OG0016734	XP_026267547.1	XP_045665110.1
OG0016735	XP_026249966.1	XP_045657296.1
OG0016736	XP_026260548.1	XP_045664731.1
OG0016737	XP_026252370.1	XP_045631882.1
OG0016738	XP_026243424.1, XP_026243425.1	XP_045648147.1
OG0016739	XP_026237688.1	XP_045626785.1
OG0016740	XP_026252250.1	XP_045631864.1
OG0016741	XP_026252186.1	XP_045631487.1
OG0016742	XP_026252196.1	XP_045631437.1
OG0016743	XP_026267434.1	XP_045642478.1
OG0016744	XP_026269931.1	XP_045631611.1
OG0016745	XP_026269932.1	XP_045631613.1
OG0016746	XP_026246711.1	XP_045654951.1
OG0016747	XP_026267533.1	XP_045654614.1
OG0016748	XP_026235481.1	XP_045639155.1
OG0016749	XP_026239935.1	XP_045628592.1
OG0016750	XP_026245858.1	XP_045634610.1
OG0016751	XP_026245728.1	XP_045634715.1
OG0016752	XP_026269787.1	XP_045656187.1
OG0016753	XP_026269799.1	XP_045656230.1
OG0016754	XP_026245687.1	XP_045634314.1
OG0016755	XP_026263893.1	XP_045668338.1
OG0016756	XP_026238819.1	XP_045664196.1
OG0016757	XP_026248473.1	XP_045664049.1
OG0016759	XP_026239670.1	XP_045663230.1
OG0016760	XP_026239730.1	XP_045663166.1
OG0016761	XP_026239541.1	XP_045663111.1
OG0016762	XP_026239733.1	XP_045634332.1
OG0016763	XP_026245653.1	XP_045634326.1
OG0016764	XP_026245825.1	XP_045634561.1
OG0016765	XP_026255378.1	XP_045630478.1
OG0016767	XP_026260176.1	XP_045660315.1
OG0016768	XP_026260036.1	XP_045660357.1
OG0016769	XP_026260035.1	XP_045660359.1
OG0016770	XP_026269732.1	XP_045656184.1
OG0016771	XP_026243106.1	XP_045671544.1
OG0016772	XP_026243057.1	XP_045672097.1
OG0016773	XP_026243134.1	XP_045672146.1
OG0016774	XP_026256699.1	XP_045638930.1
OG0016775	XP_026267437.1	XP_045642721.1, XP_045642720.1
OG0016776	XP_026267736.1	XP_045652680.1
OG0016779	XP_026263291.1	XP_045667087.1
OG0016781	XP_026237946.1	XP_045628939.1
OG0016782	XP_026237636.1	XP_045652840.1
OG0016783	XP_026249493.1	XP_045652704.1
OG0016784	XP_026240861.1	XP_045647906.1
OG0016785	XP_026261717.1	XP_045654191.1
OG0016787	XP_026240808.1	XP_045647799.1
OG0016788	XP_026248848.1	XP_045632732.1
OG0016789	XP_026256511.1	XP_045666446.1
OG0016790	XP_026256498.1	XP_045666422.1
OG0016791	XP_026265517.1	XP_045664014.1
OG0016792	XP_026269237.1	XP_045651361.1
OG0016793	XP_026256495.1	XP_045665687.1
OG0016795	XP_026241585.1	XP_045664324.1
OG0016796	XP_026257951.1	XP_045663507.1
OG0016797	XP_026257934.1	XP_045663138.1
OG0016798	XP_026257915.1	XP_045663086.1
OG0016800	XP_026239123.1	XP_045666486.1
OG0016801	XP_026239134.1	XP_045660566.1, XP_045660567.1
OG0016802	XP_026262581.1	XP_045664431.1
OG0016804	XP_026263636.1	XP_045651009.1
OG0016805	XP_026269283.1	XP_045650209.1
OG0016806	XP_026239113.1	XP_045662666.1
OG0016807	XP_026269278.1	XP_045650476.1
OG0016808	XP_026269238.1	XP_045651425.1
OG0016809	XP_026253260.1	XP_045630000.1
OG0016810	XP_026251846.1	XP_045650167.1
OG0016811	XP_026236893.1	XP_045653041.1
OG0016812	XP_026254654.1	XP_045630038.1
OG0016813	XP_026253314.1	XP_045629942.1
OG0016814	XP_026252065.1	XP_045650154.1
OG0016815	XP_026263832.1	XP_045635428.1
OG0016816	XP_026267864.1	XP_045635371.1
OG0016817	XP_026265474.1	XP_045671623.1
OG0016818	XP_026265467.1	XP_045670619.1
OG0016819	XP_026258790.1	XP_045634138.1
OG0016820	XP_026241812.1	XP_045647571.1
OG0016821	XP_026259172.1	XP_045647552.1
OG0016822	XP_026259207.1	XP_045647510.1
OG0016823	XP_026259219.1	XP_045647507.1
OG0016824	XP_026269113.1	XP_045647491.1
OG0016825	XP_026264732.1	XP_045647292.1
OG0016826	XP_026237076.1	XP_045647399.1
OG0016827	XP_026268333.1	XP_045658393.1
OG0016828	XP_026268323.1	XP_045658440.1
OG0016829	XP_026257471.1	XP_045671158.1
OG0016830	XP_026257527.1	XP_045658390.1
OG0016831	XP_026257462.1	XP_045658389.1
OG0016832	XP_026262883.1	XP_045656767.1
OG0016833	XP_026254474.1	XP_045656946.1
OG0016834	XP_026254502.1	XP_045656941.1
OG0016835	XP_026236338.1	XP_045637267.1
OG0016836	XP_026236340.1	XP_045637175.1
OG0016837	XP_026266663.1	XP_045637214.1
OG0016838	XP_026267894.1	XP_045637346.1
OG0016839	XP_026247738.1	XP_045637443.1
OG0016840	XP_026264301.1	XP_045657221.1
OG0016841	XP_026254590.1	XP_045656906.1
OG0016842	XP_026254619.1	XP_045656725.1
OG0016843	XP_026247737.1	XP_045667811.1
OG0016844	XP_026256896.1	XP_045658807.1
OG0016845	XP_026237185.1	XP_045665355.1
OG0016846	XP_026238553.1	XP_045658806.1
OG0016847	XP_026240022.1	XP_045659306.1
OG0016848	XP_026240095.1	XP_045665502.1
OG0016849	XP_026271014.1	XP_045658266.1, XP_045665913.1
OG0016850	XP_026250564.1	XP_045640797.1
OG0016851	XP_026256954.1	XP_045659308.1
OG0016854	XP_026246597.1	XP_045645107.1
OG0016855	XP_026239345.1	XP_045662019.1
OG0016857	XP_026265799.1	XP_045644960.1
OG0016858	XP_026240361.1	XP_045662062.1
OG0016860	XP_026243512.1	XP_045651131.1
OG0016861	XP_026247761.1	XP_045626561.1
OG0016862	XP_026245779.1	XP_045628172.1
OG0016863	XP_026240622.1	XP_045666738.1
OG0016864	XP_026248271.1	XP_045671491.1
OG0016865	XP_026249361.1	XP_045641454.1
OG0016867	XP_026251920.1	XP_045641674.1
OG0016868	XP_026236152.1	XP_045669516.1
OG0016869	XP_026263249.1	XP_045649225.1
OG0016870	XP_026258915.1	XP_045645997.1
OG0016871	XP_026245500.1	XP_045655102.1
OG0016873	XP_026260979.1	XP_045647778.1
OG0016875	XP_026269451.1	XP_045645886.1
OG0016876	XP_026256080.1	XP_045668622.1
OG0016877	XP_026251209.1	XP_045668553.1
OG0016878	XP_026258225.1	XP_045641315.1
OG0016879	XP_026250939.1	XP_045641578.1
OG0016880	XP_026250351.1	XP_045668470.1
OG0016881	XP_026250602.1	XP_045668560.1
OG0016882	XP_026250164.1	XP_045668561.1
OG0016883	XP_026257724.1	XP_045663950.1
OG0016884	XP_026245088.1	XP_045667175.1
OG0016885	XP_026267867.1	XP_045667590.1
OG0016886	XP_026245130.1	XP_045632630.1
OG0016887	XP_026254709.1	XP_045667631.1
OG0016889	XP_026263453.1	XP_045656397.1
OG0016890	XP_026270338.1	XP_045656599.1
OG0016891	XP_026271114.1	XP_045659874.1
OG0016893	XP_026254724.1	XP_045667605.1
OG0016894	XP_026245353.1	XP_045636405.1
OG0016895	XP_026261432.1	XP_045662112.1
OG0016896	XP_026246238.1	XP_045633589.1
OG0016897	XP_026246184.1	XP_045633575.1
OG0016898	XP_026246096.1	XP_045633563.1
OG0016899	XP_026250395.1	XP_045662100.1
OG0016900	XP_026262934.1	XP_045651661.1
OG0016901	XP_026243160.1	XP_045643485.1
OG0016902	XP_026236396.1	XP_045639950.1
OG0016903	XP_026263780.1	XP_045640238.1
OG0016904	XP_026262555.1	XP_045651427.1
