Orthogroup	Urocitellus_parryii	Echinops_telfairi
OG0015210	XP_026263093.1	XP_004707446.1
OG0015211	XP_026251263.1	XP_004714538.1
OG0015212	XP_026237122.1	XP_045155359.1
OG0015213	XP_026237123.1	XP_045155466.1
OG0015214	XP_026266555.1	XP_004709273.1
OG0015215	XP_026266568.1	XP_004709278.1
OG0015216	XP_026266505.1	XP_045155461.1
OG0015217	XP_026266507.1	XP_004709155.1
OG0015218	XP_026266589.1	XP_045155459.1
OG0015219	XP_026266537.1	XP_045155711.1
OG0015220	XP_026264203.1	XP_004709170.1
OG0015221	XP_026260564.1	XP_045155435.1
OG0015222	XP_026260584.1	XP_004709191.1
OG0015223	XP_026260649.1	XP_004709358.1
OG0015224	XP_026260668.1	XP_004709360.1
OG0015225	XP_026267492.1	XP_030744012.1
OG0015226	XP_026267498.1	XP_004709377.1
OG0015227	XP_026257134.1	XP_045155652.1
OG0015228	XP_026262421.1	XP_004709235.1
OG0015229	XP_026262431.1	XP_045155810.1
OG0015230	XP_026262438.1	XP_045155417.1
OG0015231	XP_026258071.1	XP_004707340.1
OG0015232	XP_026258046.1	XP_004707338.1
OG0015233	XP_026258015.1	XP_012861274.1
OG0015234	XP_026258044.1	XP_004707600.1
OG0015235	XP_026258018.1	XP_004707331.1
OG0015236	XP_026258020.1	XP_004707330.2
OG0015237	XP_026258053.1	XP_004707326.1
OG0015238	XP_026263994.1	XP_004707312.1
OG0015239	XP_026264006.1	XP_045155826.1
OG0015240	XP_026263990.1	XP_004707293.1
OG0015241	XP_026263989.1	XP_004707569.1
OG0015242	XP_026268168.1	XP_004707563.1
OG0015243	XP_026242823.1	XP_004707252.3
OG0015244	XP_026242619.1	XP_045155279.1
OG0015245	XP_026242909.1	XP_004707245.1
OG0015246	XP_026242829.1	XP_004707546.3
OG0015247	XP_026242870.1	XP_004707239.1
OG0015248	XP_026242481.1	XP_045155383.1
OG0015249	XP_026242557.1	XP_004707236.1
OG0015250	XP_026242868.1	XP_004707231.1
OG0015251	XP_026242910.1	XP_045155380.1
OG0015252	XP_026242877.1	XP_004707217.1
OG0015253	XP_026242598.1	XP_004707200.1
OG0015254	XP_026242876.1	XP_004707513.1
OG0015255	XP_026242893.1	XP_045155270.1
OG0015257	XP_026242652.1	XP_045155650.1
OG0015258	XP_026242537.1	XP_012861230.2
OG0015259	XP_026242525.1	XP_004707476.3
OG0015260	XP_026242798.1	XP_045155253.1
OG0015261	XP_026242751.1	XP_004707145.1
OG0015262	XP_026242752.1	XP_030743945.1
OG0015263	XP_026242879.1	XP_004707141.1
OG0015264	XP_026242503.1	XP_004707136.1
OG0015265	XP_026242818.1	XP_004707469.1
OG0015267	XP_026242853.1	XP_004707111.1
OG0015268	XP_026242886.1	XP_045155716.1
OG0015269	XP_026242642.1	XP_004707456.2
OG0015270	XP_026263087.1	XP_004707093.1
OG0015271	XP_026263580.1	XP_004707453.1
OG0015272	XP_026263581.1	XP_030744063.1
OG0015273	XP_026263136.1	XP_012861215.1
OG0015274	XP_026263146.1	XP_012861288.1
OG0015275	XP_026253841.1	XP_004707068.1
OG0015276	XP_026253848.1	XP_004707052.2
OG0015277	XP_026253846.1	XP_004707048.1
OG0015278	XP_026253844.1	XP_004707046.1
OG0015279	XP_026253855.1	XP_004707039.1
OG0015280	XP_026236037.1	XP_030744096.1
OG0015281	XP_026267660.1	XP_004707022.1
OG0015282	XP_026244688.1	XP_045155930.1
OG0015283	XP_026244675.1	XP_045155544.1
OG0015284	XP_026244787.1	XP_004706991.2
OG0015285	XP_026244662.1	XP_004706989.2
OG0015286	XP_026244678.1	XP_030743950.1
OG0015287	XP_026244640.1	XP_045155818.1
OG0015288	XP_026244627.1	XP_004706972.1
OG0015289	XP_026244592.1	XP_045155490.1
OG0015290	XP_026244775.1	XP_045155538.1
OG0015291	XP_026244613.1	XP_045155898.1
OG0015292	XP_026244575.1	XP_012861198.2
OG0015293	XP_026244577.1	XP_012861279.3
OG0015294	XP_026244632.1	XP_004706940.1
OG0015295	XP_026244615.1	XP_004707360.1
OG0015296	XP_026244734.1	XP_004707359.1
OG0015297	XP_026244711.1	XP_045155890.1
OG0015298	XP_026244659.1	XP_030744101.2
OG0015299	XP_026249741.1	XP_004716217.1
OG0015300	XP_026249710.1	XP_004716215.1
OG0015301	XP_026270991.1	XP_004714476.2
OG0015302	XP_026251192.1	XP_004714532.1
OG0015303	XP_026251214.1	XP_004714535.2
OG0015304	XP_026251239.1	XP_012863177.1
OG0015305	XP_026251397.1	XP_045145220.1, XP_045145219.1
OG0015306	XP_026251273.1	XP_004714492.1
OG0015307	XP_026251286.1	XP_045145288.1
OG0015308	XP_026251375.1	XP_045145284.1
OG0015309	XP_026251264.1	XP_030741176.1
OG0015310	XP_026251204.1	XP_004714592.2
OG0015311	XP_026251287.1	XP_045145297.1
OG0015312	XP_026251373.1	XP_004714504.1
OG0015313	XP_026251281.1	XP_004714578.2
OG0015314	XP_026251378.1	XP_004713378.1
OG0015315	XP_026242249.1	XP_045144520.1
OG0015316	XP_026242333.1	XP_004713391.1
OG0015318	XP_026242129.1	XP_004713314.1
OG0015319	XP_026242029.1	XP_004713318.1
OG0015320	XP_026242036.1	XP_004713321.1
OG0015321	XP_026242272.1	XP_012862852.2
OG0015322	XP_026242275.1	XP_004713337.1
OG0015323	XP_026242182.1	XP_004713350.1
OG0015324	XP_026242323.1	XP_030741000.2
OG0015325	XP_026242015.1	XP_004716508.1
OG0015326	XP_026242304.1	XP_045146136.1
OG0015327	XP_026266148.1	XP_045152483.1
OG0015328	XP_026267484.1	XP_004709224.2
OG0015329	XP_026254274.1	XP_004700882.2
OG0015330	XP_026254275.1	XP_004700583.1
OG0015331	XP_026254158.1	XP_004700557.2
OG0015332	XP_026267243.1	XP_004718060.1
OG0015334	XP_026243038.1	XP_045150023.1
OG0015335	XP_026254129.1	XP_012859565.1
OG0015336	XP_026254087.1	XP_045146117.1
OG0015337	XP_026254260.1	XP_004700608.1
OG0015338	XP_026254182.1	XP_030741341.1
OG0015339	XP_026254167.1	XP_045146390.1
OG0015340	XP_026254225.1	XP_004700555.1
OG0015341	XP_026248761.1	XP_004700542.1
OG0015342	XP_026242461.1	XP_004700859.1
OG0015343	XP_026242470.1	XP_004700521.1
OG0015344	XP_026242432.1	XP_004700849.1
OG0015345	XP_026242460.1	XP_004700507.1
OG0015346	XP_026242387.1	XP_004700503.1
OG0015347	XP_026242459.1	XP_045146603.1
OG0015348	XP_026265144.1	XP_045148217.1
OG0015350	XP_026269365.1	XP_045146594.1
OG0015351	XP_026269384.1	XP_004700677.1
OG0015352	XP_026268486.1	XP_045146613.1
OG0015353	XP_026250070.1	XP_045146717.1
OG0015354	XP_026238115.1	XP_004700349.1
OG0015355	XP_026261718.1	XP_004700326.1
OG0015356	XP_026267256.1	XP_004700303.1
OG0015357	XP_026265957.1	XP_004700296.1
OG0015358	XP_026266002.1	XP_004700764.1
OG0015359	XP_026265940.1	XP_012859580.1
OG0015360	XP_026265771.1	XP_004700376.1
OG0015362	XP_026254383.1	XP_004700382.1
OG0015363	XP_026254282.1	XP_004700788.1
OG0015364	XP_026264380.1	XP_012860554.2
OG0015365	XP_026269397.1	XP_030741621.1
OG0015367	XP_026241534.1	XP_045141744.1
OG0015368	XP_026241483.1	XP_004699822.1
OG0015369	XP_026241533.1	XP_030740217.1
OG0015370	XP_026241554.1	XP_004699805.1
OG0015371	XP_026255717.1	XP_012862007.2
OG0015372	XP_026255674.1	XP_045150032.1
OG0015373	XP_026255696.1	XP_004717896.1, XP_004710271.1
OG0015374	XP_026255697.1	XP_045150119.1
OG0015375	XP_026243025.1	XP_045150022.1
OG0015376	XP_026260915.1	XP_004710213.1
OG0015377	XP_026269382.1	XP_030741496.1
OG0015378	XP_026267246.1	XP_004700310.1
OG0015380	XP_026269620.1	XP_004696641.1
OG0015381	XP_026254028.1	XP_004696682.1
OG0015382	XP_026257072.1	XP_045140963.1
OG0015383	XP_026254389.1	XP_004706667.1
OG0015384	XP_026243675.1	XP_004712442.1
OG0015385	XP_026254039.1	XP_004697061.1
OG0015386	XP_026237414.1	XP_045140523.1
OG0015387	XP_026268088.1	XP_045140433.1
OG0015388	XP_026268099.1	XP_004697238.1
OG0015389	XP_026268095.1	XP_004696909.1
OG0015390	XP_026268877.1	XP_045140420.1
OG0015391	XP_026268891.1	XP_004696885.1
OG0015392	XP_026253958.1	XP_045140619.1
OG0015393	XP_026271265.1	XP_004706630.1
OG0015394	XP_026251988.1	XP_045141097.1
OG0015395	XP_026264289.1	XP_012859966.2
OG0015396	XP_026264290.1	XP_012861420.2
OG0015397	XP_026255962.1	XP_045140978.1
OG0015398	XP_026255985.1	XP_004696667.1
OG0015399	XP_026255934.1	XP_004696669.1
OG0015400	XP_026255976.1	XP_004696671.1
OG0015401	XP_026253970.1	XP_030744742.1
OG0015402	XP_026253961.1	XP_030744738.1
OG0015403	XP_026266476.1	XP_045140969.1
OG0015404	XP_026257061.1	XP_004697070.1
OG0015405	XP_026257001.1	XP_004696689.1
OG0015406	XP_026257077.1	XP_004696700.1
OG0015407	XP_026257012.1	XP_004696702.1
OG0015408	XP_026256994.1	XP_004696704.1
OG0015409	XP_026247274.1	XP_030741194.2
OG0015410	XP_026254388.1	XP_004706596.1
OG0015411	XP_026254371.1	XP_030741204.1
OG0015412	XP_026253356.1	XP_004706607.1
OG0015413	XP_026254283.1	XP_012861110.2
OG0015414	XP_026243693.1	XP_004712410.1
OG0015415	XP_026243669.1	XP_045145212.1
OG0015416	XP_026243744.1	XP_004712424.1
OG0015417	XP_026243724.1	XP_004712427.1
OG0015418	XP_026270574.1	XP_004712447.1
OG0015419	XP_026270546.1	XP_045145314.1
OG0015420	XP_026235613.1	XP_045145198.1
OG0015421	XP_026270827.1	XP_004712457.1
OG0015422	XP_026235349.1	XP_030741216.1
OG0015423	XP_026235718.1	XP_004712497.1
OG0015424	XP_026234979.1	XP_012862630.1
OG0015425	XP_026271180.1	XP_030741175.1
OG0015426	XP_026235714.1	XP_004711085.1
OG0015427	XP_026270894.1	XP_004711063.1
OG0015428	XP_026271215.1	XP_004711056.1
OG0015429	XP_026235751.1	XP_004711053.1
OG0015430	XP_026270637.1	XP_004711048.1
OG0015431	XP_026270667.1	XP_004711047.1
OG0015432	XP_026271142.1	XP_004711046.1
OG0015433	XP_026235097.1	XP_045152537.1
OG0015434	XP_026270966.1	XP_004711130.1
OG0015435	XP_026236149.1	XP_045152544.1
OG0015436	XP_026246925.1	XP_045152470.1
OG0015437	XP_026246935.1	XP_004711098.1
OG0015438	XP_026246900.1	XP_004711095.2
OG0015439	XP_026246963.1	XP_004711092.1
OG0015440	XP_026249108.1	XP_004712589.1
OG0015441	XP_026249097.1	XP_004712603.1
OG0015442	XP_026264435.1	XP_004712612.1
OG0015443	XP_026264431.1	XP_030743245.2
OG0015444	XP_026239326.1	XP_004710915.1
OG0015445	XP_026250272.1	XP_045150691.1
OG0015446	XP_026270112.1	XP_004711730.1
OG0015447	XP_026270096.1	XP_004711833.1
OG0015448	XP_026270105.1	XP_004711736.1
OG0015449	XP_026270119.1	XP_045148849.1
OG0015450	XP_026270122.1	XP_045148195.1
OG0015451	XP_026271244.1	XP_004711849.1
OG0015452	XP_026271206.1	XP_045148527.1
OG0015453	XP_026271145.1	XP_004711859.1
OG0015454	XP_026271174.1	XP_004711776.1
OG0015455	XP_026271165.1	XP_004711785.1
OG0015456	XP_026271146.1	XP_004711869.1
OG0015457	XP_026271193.1	XP_045148863.1
OG0015458	XP_026239407.1	XP_045148543.1
OG0015459	XP_026239395.1	XP_012861425.1
OG0015460	XP_026239469.1	XP_004717300.2
OG0015461	XP_026239499.1	XP_004710799.1
OG0015463	XP_026239366.1	XP_045150853.1
OG0015464	XP_026239241.1	XP_004710811.1
OG0015465	XP_026239142.1	XP_045150705.1
OG0015466	XP_026239351.1	XP_004710823.1
OG0015467	XP_026239157.1	XP_045150805.1
OG0015468	XP_026239353.1	XP_004710845.1
OG0015469	XP_026239377.1	XP_045150698.1
OG0015470	XP_026250256.1	XP_004710931.1
OG0015471	XP_026256686.1	XP_004696419.1
OG0015472	XP_026254750.1	XP_004696399.1
OG0015473	XP_026252602.1	XP_004696388.1
OG0015474	XP_026265313.1	XP_004696359.1
OG0015475	XP_026266774.1	XP_004696351.1
OG0015476	XP_026267043.1	XP_045150451.1
OG0015477	XP_026266261.1	XP_004696342.2
OG0015478	XP_026266813.1	XP_012859084.1
OG0015479	XP_026266469.1	XP_004696325.1
OG0015480	XP_026266959.1	XP_004696577.3
OG0015483	XP_026248532.1	XP_004710991.1
OG0015484	XP_026258320.1	XP_012862246.1
OG0015485	XP_026245441.1	XP_004702240.2
OG0015486	XP_026236103.1	XP_004701960.1
OG0015487	XP_026236536.1	XP_045150635.1
OG0015489	XP_026245428.1	XP_030742599.1
OG0015490	XP_026265634.1	XP_045142590.1
OG0015491	XP_026243067.1	XP_004706334.1
OG0015492	XP_026258809.1	XP_004697685.1
OG0015493	XP_026258861.1	XP_004697683.2
OG0015494	XP_026265659.1	XP_004697413.2
OG0015495	XP_026243143.1	XP_030744410.1
OG0015496	XP_026243297.1	XP_004703202.1
OG0015497	XP_026258384.1	XP_045140299.1
OG0015498	XP_026240729.1	XP_012863048.2
OG0015499	XP_026240581.1	XP_004697748.1
OG0015500	XP_026238911.1	XP_004697503.1
OG0015501	XP_026240334.1	XP_004697492.1
OG0015502	XP_026249660.1	XP_004697477.1
OG0015503	XP_026249670.1	XP_004697476.1
OG0015504	XP_026249659.1	XP_004697725.1
OG0015505	XP_026249652.1	XP_004697469.1
OG0015506	XP_026262462.1	XP_004697463.1
OG0015507	XP_026263187.1	XP_004697459.1
OG0015508	XP_026263152.1	XP_045142899.1
OG0015510	XP_026265658.1	XP_004697672.1
OG0015511	XP_026265546.1	XP_004697670.1
OG0015512	XP_026265547.1	XP_045142191.1
OG0015513	XP_026265698.1	XP_004697647.1
OG0015514	XP_026265556.1	XP_030740400.2
OG0015515	XP_026256293.1	XP_045141770.1
OG0015516	XP_026251065.1	XP_004715140.1
OG0015517	XP_026242452.1	XP_004703203.1
OG0015518	XP_026242385.1	XP_030744413.1
OG0015519	XP_026242091.1	XP_004706340.1
OG0015520	XP_026241226.1	XP_004706383.1
OG0015521	XP_026242028.1	XP_004706390.1
OG0015522	XP_026243267.1	XP_004706354.2
OG0015524	XP_026250812.1	XP_045140001.1
OG0015526	XP_026258362.1	XP_004703238.1
OG0015527	XP_026258354.1	XP_012860301.1
OG0015528	XP_026264265.1	XP_004703255.1
OG0015529	XP_026264269.1	XP_030744407.1
OG0015530	XP_026265725.1	XP_012862269.1
OG0015531	XP_026263644.1	XP_004697702.1
OG0015532	XP_026267481.1	XP_004707860.1
OG0015533	XP_026264712.1	XP_004702893.1
OG0015534	XP_026256040.1	XP_004702799.1
OG0015535	XP_026257356.1	XP_004702818.1
OG0015537	XP_026248589.1	XP_004707874.1
OG0015538	XP_026248573.1	XP_004707869.1
OG0015539	XP_026248598.1	XP_045144937.1
OG0015540	XP_026267469.1	XP_045144818.1
OG0015541	XP_026244529.1	XP_004707840.1
OG0015542	XP_026244527.1	XP_004707925.2
OG0015543	XP_026244494.1	XP_045144948.1
OG0015544	XP_026255168.1	XP_004702857.1
OG0015545	XP_026270834.1	XP_004702708.1
OG0015546	XP_026268843.1	XP_030741062.2
OG0015547	XP_026268836.1	XP_004702710.1
OG0015548	XP_026247329.1	XP_030741031.1
OG0015549	XP_026247359.1	XP_045144635.1
OG0015550	XP_026247327.1	XP_004702730.1
OG0015551	XP_026247357.1	XP_004702735.1
OG0015552	XP_026247314.1	XP_030741159.2
OG0015553	XP_026253041.1	XP_045144906.1
OG0015554	XP_026264112.1	XP_045144793.1
OG0015555	XP_026264268.1	XP_004702886.1
OG0015556	XP_026264459.1	XP_004702760.1
OG0015557	XP_026264022.1	XP_004702888.2
OG0015558	XP_026264312.1	XP_045144589.1
OG0015559	XP_026264690.1	XP_045144938.1
OG0015560	XP_026264294.1	XP_004702768.1
OG0015561	XP_026264304.1	XP_030741068.1
OG0015562	XP_026270603.1	XP_004702772.1
OG0015563	XP_026256013.1	XP_004718236.3
OG0015564	XP_026256032.1	XP_004702906.1
OG0015565	XP_026256033.1	XP_004702794.1
OG0015566	XP_026256037.1	XP_004702796.1
OG0015567	XP_026256036.1	XP_004702797.1
OG0015568	XP_026256007.1	XP_004702798.1
OG0015569	XP_026263251.1	XP_004702803.1
OG0015571	XP_026257337.1	XP_012860120.2
OG0015572	XP_026236688.1	XP_045144875.1
OG0015573	XP_026266353.1	XP_004707826.1
OG0015574	XP_026266350.1	XP_030741067.2
OG0015575	XP_026244509.1	XP_004707833.1
OG0015576	XP_026253522.1	XP_004705314.2
OG0015577	XP_026249291.1	XP_004704993.1
OG0015578	XP_026249263.1	XP_004705358.1
OG0015579	XP_026266465.1	XP_012859306.1
OG0015580	XP_026253589.1	XP_004699750.1
OG0015581	XP_026267801.1	XP_045143603.1, XP_012864207.2, XP_030740791.1
OG0015582	XP_026267810.1	XP_004698925.1
OG0015583	XP_026247216.1	XP_004700477.2
OG0015585	XP_026267782.1	XP_004698930.1
OG0015586	XP_026266169.1	XP_004705318.2
OG0015587	XP_026266190.1	XP_004705319.1
OG0015588	XP_026266196.1	XP_004704979.1
OG0015589	XP_026266194.1	XP_004705326.1
OG0015591	XP_026249288.1	XP_004705341.1
OG0015592	XP_026249280.1	XP_004705013.1
OG0015593	XP_026249194.1	XP_004705031.1
OG0015594	XP_026249175.1	XP_004705036.1
OG0015595	XP_026262663.1	XP_004704959.1
OG0015596	XP_026238159.1	XP_004699477.1
OG0015597	XP_026238406.1	XP_004699480.1
OG0015598	XP_026237501.1	XP_004699484.1
OG0015599	XP_026253543.1	XP_004699510.2
OG0015600	XP_026253485.1	XP_012859350.1
OG0015601	XP_026253581.1	XP_004699746.1
OG0015602	XP_026253580.1	XP_004699531.1
OG0015603	XP_026253549.1	XP_004699537.1
OG0015604	XP_026253609.1	XP_045147708.1
OG0015605	XP_026253476.1	XP_045148035.1
OG0015606	XP_026253479.1	XP_004699557.1
OG0015607	XP_026267796.1	XP_030740761.1
OG0015608	XP_026267789.1	XP_004698492.1
OG0015609	XP_026267794.1	XP_012859215.1
OG0015610	XP_026269974.1	XP_004698509.1
OG0015612	XP_026247198.1	XP_004700484.1
OG0015613	XP_026247202.1	XP_012859536.1
OG0015614	XP_026252954.1	XP_004700469.1
OG0015615	XP_026252704.1	XP_045147297.1
OG0015616	XP_026253794.1	XP_045147930.1
OG0015617	XP_026248513.1	XP_004708806.1
OG0015618	XP_026240495.1	XP_045151740.1
OG0015620	XP_026240481.1	XP_045151771.1
OG0015621	XP_026240518.1	XP_004708776.1
OG0015622	XP_026240520.1	XP_004708784.1
OG0015623	XP_026251744.1	XP_045151695.1
OG0015624	XP_026251624.1	XP_004717442.1
OG0015626	XP_026252483.1	XP_004700403.2
OG0015627	XP_026240522.1	XP_004708833.1
OG0015628	XP_026237544.1	XP_030740553.1
OG0015630	XP_026269622.1	XP_004702545.1
OG0015632	XP_026265132.1	XP_045142792.1
OG0015633	XP_026258696.1	XP_004696243.1
OG0015634	XP_026268487.1	XP_004714073.1
OG0015635	XP_026261204.1	XP_004714079.1
OG0015636	XP_026235704.1	XP_004707881.1
OG0015637	XP_026255262.1	XP_004708239.1
OG0015638	XP_026255263.1	XP_045142229.1
OG0015639	XP_026255277.1	XP_012861511.1
OG0015640	XP_026266970.1	XP_045144572.1
OG0015642	XP_026235566.1	XP_045140604.1, XP_030743048.1
OG0015643	XP_026261967.1	XP_030741482.1
OG0015644	XP_026261972.1	XP_004702551.1
OG0015645	XP_026236065.1	XP_012861339.1
OG0015646	XP_026265105.1	XP_045142570.1
OG0015647	XP_026270035.1	XP_045142717.1
OG0015649	XP_026260476.1	XP_004696264.1
OG0015650	XP_026260512.1	XP_030740486.1
OG0015651	XP_026260475.1	XP_030740529.1
OG0015652	XP_026265235.1	XP_004696259.1
OG0015653	XP_026258693.1	XP_045142501.1
OG0015654	XP_026245240.1	XP_004696204.1
OG0015655	XP_026245248.1	XP_045142535.1
OG0015656	XP_026238123.1	XP_004696511.1
OG0015657	XP_026238121.1	XP_045142509.1
OG0015658	XP_026235942.1	XP_004707802.1
OG0015659	XP_026265151.1	XP_012863007.1
OG0015660	XP_026254363.1	XP_030741130.2
OG0015661	XP_026270920.1	XP_004696439.1
OG0015662	XP_026269880.1	XP_004704529.1
OG0015663	XP_026259771.1	XP_030743015.1
OG0015664	XP_026267006.1	XP_004709895.1
OG0015665	XP_026240345.1	XP_030740440.1
OG0015666	XP_026262142.1	XP_004696109.1
OG0015667	XP_026254460.1	XP_004696124.1
OG0015668	XP_026248181.1	XP_030740493.1
OG0015669	XP_026263263.1	XP_004696471.3
OG0015670	XP_026257310.1	XP_045150103.1
OG0015671	XP_026242291.1	XP_004710281.2
OG0015672	XP_026270692.1	XP_045150144.1
OG0015673	XP_026265492.1	XP_004710187.1
OG0015674	XP_026245506.1	XP_004710181.1
OG0015675	XP_026266126.1	XP_004710186.1
OG0015676	XP_026262949.1	XP_045142950.1
OG0015677	XP_026255211.1	XP_045142958.1
OG0015678	XP_026251856.1	XP_004711163.1
OG0015679	XP_026261667.1	XP_045142977.1
OG0015680	XP_026238261.1	XP_004711174.1
OG0015681	XP_026265904.1	XP_004711179.1
OG0015682	XP_026269838.1	XP_004704418.1
OG0015683	XP_026269868.1	XP_004704419.1
OG0015684	XP_026237538.1	XP_045143093.1
OG0015685	XP_026235744.1	XP_004707992.1
OG0015686	XP_026265283.1	XP_045139829.1
OG0015687	XP_026269906.1	XP_004713932.1
OG0015688	XP_026269895.1	XP_045139801.1
OG0015689	XP_026251862.1	XP_045139789.1
OG0015690	XP_026253259.1	XP_012860524.1
OG0015691	XP_026253200.1	XP_004696166.1
OG0015693	XP_026253213.1	XP_045142514.1
OG0015694	XP_026267517.1	XP_045142617.1
OG0015695	XP_026267531.1	XP_004696141.1
OG0015696	XP_026249969.1	XP_004699215.1
OG0015697	XP_026249949.1	XP_004699202.1
OG0015698	XP_026249921.1	XP_004714913.1
OG0015699	XP_026263081.1	XP_004714939.1
OG0015700	XP_026236209.1	XP_004717316.1
OG0015701	XP_026238068.1	XP_045139645.1
OG0015703	XP_026236764.1	XP_012863931.1
OG0015704	XP_026236755.1	XP_004717331.1
OG0015705	XP_026236759.1	XP_004717337.1
OG0015706	XP_026259796.1	XP_004716628.1
OG0015707	XP_026259797.1	XP_004716708.2
OG0015708	XP_026259677.1	XP_004716688.1
OG0015709	XP_026249897.1	XP_004699231.2
OG0015710	XP_026249908.1	XP_004699234.1
OG0015711	XP_026270404.1	XP_004696449.1
OG0015714	XP_026252369.1	XP_045153084.1
OG0015715	XP_026268005.1	XP_012861514.1
OG0015716	XP_026266444.1	XP_004708091.1
OG0015717	XP_026243385.1	XP_045142219.1
OG0015718	XP_026240728.1	XP_004702672.1
OG0015719	XP_026256184.1	XP_045141261.1
OG0015720	XP_026237686.1	XP_004717216.1
OG0015721	XP_026235180.1	XP_012863905.2
OG0015722	XP_026235159.1	XP_004717242.1
OG0015723	XP_026235183.1	XP_045146355.1
OG0015724	XP_026235149.1	XP_045146409.1
OG0015725	XP_026235153.1	XP_004717223.1
OG0015726	XP_026260671.1	XP_045146819.1
OG0015727	XP_026260724.1	XP_004708333.1
OG0015728	XP_026267419.1	XP_045152996.1
OG0015729	XP_026262301.1	XP_004714968.3
OG0015730	XP_026254958.1	XP_045147052.1
OG0015731	XP_026254859.1	XP_004708425.1
OG0015732	XP_026254848.1	XP_045147053.1
OG0015733	XP_026254978.1	XP_045146878.1
OG0015734	XP_026254939.1	XP_045147030.1
OG0015735	XP_026254899.1	XP_004708485.1
OG0015736	XP_026254846.1	XP_004708377.1
OG0015737	XP_026254977.1	XP_004708482.1
OG0015738	XP_026254965.1	XP_004708371.1
OG0015739	XP_026235776.1	XP_004717263.1
OG0015740	XP_026269425.1	XP_045146363.1
OG0015741	XP_026267091.1	XP_012862943.1
OG0015742	XP_026252366.1	XP_004713782.1, XP_045143171.1
OG0015743	XP_026252399.1	XP_045153275.1
OG0015744	XP_026252281.1	XP_030743403.1
OG0015745	XP_026252380.1	XP_004713617.1
OG0015746	XP_026252357.1	XP_004713756.1
OG0015747	XP_026252243.1	XP_004713607.1
OG0015748	XP_026252493.1	XP_004713754.1
OG0015749	XP_026252293.1	XP_004713752.2
OG0015750	XP_026252372.1	XP_004713750.1
OG0015751	XP_026252294.1	XP_004713598.1
OG0015752	XP_026252432.1	XP_045153226.1
OG0015753	XP_026252434.1	XP_004713735.2
OG0015754	XP_026252290.1	XP_030743432.2
OG0015755	XP_026252291.1	XP_045153173.1
OG0015756	XP_026252328.1	XP_004713580.1
OG0015757	XP_026252377.1	XP_012862900.1
OG0015758	XP_026252454.1	XP_004713570.1
OG0015759	XP_026270252.1	XP_045153119.1
OG0015760	XP_026270253.1	XP_045153170.1
OG0015763	XP_026263436.1	XP_045153135.1
OG0015764	XP_026263316.1	XP_045153138.1
OG0015765	XP_026263309.1	XP_045153270.1
OG0015766	XP_026263402.1	XP_012862930.2
OG0015767	XP_026263314.1	XP_004713674.1
OG0015768	XP_026263302.1	XP_004714994.1
OG0015769	XP_026263318.1	XP_004714990.1
OG0015770	XP_026263422.1	XP_045152976.1
OG0015771	XP_026263427.1	XP_012863261.1
OG0015772	XP_026267427.1	XP_012863260.1
OG0015773	XP_026260304.1	XP_004708472.1
OG0015774	XP_026263305.1	XP_004715093.1
OG0015775	XP_026263425.1	XP_004714985.1
OG0015776	XP_026266378.1	XP_004711943.1
OG0015777	XP_026266362.1	XP_004711965.1
OG0015778	XP_026241961.1	XP_012862564.1
OG0015779	XP_026241982.1	XP_004712187.1
OG0015780	XP_026246682.1	XP_045143319.1
OG0015781	XP_026246671.1	XP_004711916.1
OG0015783	XP_026244611.1	XP_004703920.1
OG0015784	XP_026264647.1	XP_004711958.1
OG0015785	XP_026265214.1	XP_045143352.1
OG0015786	XP_026245021.1	XP_004711953.1
OG0015787	XP_026244749.1	XP_012860441.1
OG0015788	XP_026244875.1	XP_004703990.1
OG0015789	XP_026238916.1	XP_004714180.1
OG0015791	XP_026255479.1	XP_004715569.1
OG0015792	XP_026255593.1	XP_004716880.1
OG0015793	XP_026255622.1	XP_004716907.1
OG0015794	XP_026260045.1	XP_004714389.1
OG0015795	XP_026245895.1	XP_004698181.1
OG0015796	XP_026260038.1	XP_012863102.2
OG0015798	XP_026269722.1	XP_045155962.1
OG0015799	XP_026270879.1	XP_045145824.1
OG0015800	XP_026266708.1	XP_004702364.1
OG0015801	XP_026266701.1	XP_030741418.2
OG0015802	XP_026266702.1	XP_004702409.1
OG0015803	XP_026266724.1	XP_045146073.1
OG0015804	XP_026238893.1	XP_004702426.1
OG0015805	XP_026238770.1	XP_045145791.1
OG0015806	XP_026238762.1	XP_045146028.1
OG0015807	XP_026238769.1	XP_045146065.1
OG0015808	XP_026238817.1	XP_004702302.1
OG0015809	XP_026238840.1	XP_004702307.1
OG0015810	XP_026238912.1	XP_004702499.1
OG0015811	XP_026238752.1	XP_045145893.1
OG0015812	XP_026238820.1	XP_045141563.1
OG0015813	XP_026238865.1	XP_004715969.2
OG0015814	XP_026248469.1	XP_030741463.1
OG0015815	XP_026253625.1	XP_004702602.1
OG0015816	XP_026244404.1	XP_004702455.1
OG0015818	XP_026244324.1	XP_045153351.1
OG0015819	XP_026239765.1	XP_004715317.1
OG0015821	XP_026239737.1	XP_004715301.2
OG0015822	XP_026239799.1	XP_004715244.1
OG0015823	XP_026239810.1	XP_045153310.1
OG0015824	XP_026239779.1	XP_004715227.1
OG0015825	XP_026239623.1	XP_004704031.1
