Orthogroup	Saimiri_boliviensis_boliviensis	Canis_lupus_familiaris
OG0015548	XP_039328921.1	XP_038412765.1
OG0015549	XP_010343773.1	XP_038412777.1
OG0015550	XP_003921275.1	XP_038412803.1
OG0015551	XP_003921286.1	XP_038412809.1
OG0015552	XP_003921287.1	XP_038412810.1
OG0015553	XP_039328775.1	XP_038412875.1
OG0015554	XP_010347628.1	XP_038412905.1
OG0015555	XP_003938717.1	XP_038412921.1
OG0015556	XP_003938718.1	XP_038412926.1
OG0015557	XP_003938721.1	XP_038412940.1
OG0015558	XP_003938726.2	XP_038412945.1
OG0015559	XP_039328930.1	XP_038412985.1
OG0015560	XP_039328774.1	XP_038412999.1
OG0015561	XP_010343971.2	XP_038413008.1
OG0015562	XP_003935163.1	XP_038413014.1
OG0015563	XP_039328980.1	XP_038413073.1
OG0015564	XP_003935254.3	XP_038413108.1
OG0015565	XP_003935202.1	XP_038413109.1
OG0015566	XP_010344000.1	XP_038413111.1
OG0015567	XP_039328727.1	XP_038413115.1
OG0015568	XP_003935205.2	XP_038413116.1
OG0015569	XP_003935213.2	XP_038413132.1
OG0015570	XP_039328488.1	XP_038413145.1
OG0015571	XP_010344021.1	XP_038413166.1
OG0015572	XP_003921121.1	XP_038413320.1
OG0015573	XP_003921104.1	XP_038413396.1
OG0015574	XP_003921102.1	XP_038413397.1
OG0015575	XP_003921086.1	XP_038413441.1
OG0015577	XP_010345850.1	XP_038413481.1
OG0015578	XP_039329815.1	XP_038413490.1
OG0015579	XP_010347650.2	XP_038413506.1
OG0015580	XP_003936969.1	XP_038413508.1
OG0015582	XP_010344617.2	XP_038413525.1
OG0015583	XP_003927898.1	XP_038413532.1
OG0015584	XP_003927997.1	XP_038413542.1
OG0015585	XP_010344580.1	XP_038413572.1
OG0015586	XP_003937022.1	XP_038413580.1
OG0015587	XP_003937021.2	XP_038413585.1
OG0015588	XP_003937032.1	XP_038413616.1
OG0015589	XP_039330018.1	XP_038413629.1
OG0015590	XP_003937074.1	XP_038413736.1
OG0015591	XP_039329606.1	XP_038413776.1
OG0015592	XP_010345884.1	XP_038413783.1
OG0015593	XP_003937566.1	XP_038413859.1
OG0015594	XP_003937570.1	XP_038413867.1
OG0015595	XP_003937293.1	XP_038413907.1
OG0015596	XP_003921598.1	XP_038413926.1
OG0015597	XP_003921602.1	XP_038413953.1
OG0015598	XP_039329550.1	XP_038413964.1
OG0015600	XP_003936935.1	XP_038414103.1
OG0015601	XP_003936960.1	XP_038414175.1
OG0015602	XP_003936951.1	XP_038414177.1
OG0015603	XP_003936965.2	XP_038414202.1
OG0015604	XP_039330395.1	XP_038414260.1
OG0015605	XP_003936998.1	XP_038414294.1
OG0015606	XP_010345771.1	XP_038414297.1
OG0015607	XP_003935835.1	XP_038414329.1
OG0015608	XP_003935842.1	XP_038414340.1
OG0015609	XP_039318892.1	XP_038414348.1
OG0015610	XP_010333382.1	XP_038414404.1
OG0015611	XP_039328149.1	XP_038414414.1
OG0015612	XP_003927882.1	XP_038414460.1
OG0015613	XP_003927884.1	XP_038414464.1
OG0015614	XP_003927914.1	XP_038414552.1
OG0015615	XP_003929636.1	XP_038414629.1
OG0015616	XP_039328114.1	XP_038414712.1
OG0015617	XP_003928057.2	XP_038414830.1
OG0015618	XP_010336911.2	XP_038414932.1
OG0015619	XP_003928021.1	XP_038414961.1
OG0015620	XP_003928008.1	XP_038414999.1
OG0015621	XP_003928007.2	XP_038415001.1
OG0015622	XP_010336874.1	XP_038415016.1
OG0015623	XP_010336850.1	XP_038415049.1
OG0015624	XP_039335127.1	XP_038415080.1
OG0015625	XP_003938764.1	XP_038415086.1
OG0015626	XP_039328242.1	XP_038415101.1
OG0015627	XP_010336873.2	XP_038415111.1
OG0015628	XP_003944236.1	XP_038415130.1
OG0015630	XP_003929939.1	XP_038415149.1
OG0015631	XP_003942426.1	XP_038415154.1
OG0015632	XP_003942443.1	XP_038415158.1
OG0015633	XP_003935596.1	XP_038415162.1
OG0015634	XP_003929834.1	XP_038415292.1
OG0015635	XP_003929827.1	XP_038415299.1
OG0015636	XP_039328817.1	XP_038415393.1
OG0015637	XP_003930831.1	XP_038415485.1
OG0015638	XP_003930829.1	XP_038415494.1
OG0015639	XP_003930824.1	XP_038415518.1
OG0015640	XP_039328924.1	XP_038415566.1
OG0015641	XP_010338759.1, XP_003929898.1, XP_010338758.1	XP_038415629.1
OG0015642	XP_010338793.2	XP_038415683.1, XP_038419613.1, XP_038444750.1
OG0015643	XP_039328633.1	XP_038415720.1
OG0015644	XP_039328964.1	XP_038415733.1
OG0015645	XP_039319265.1	XP_038415847.1
OG0015646	XP_010328540.1	XP_038415875.1
OG0015647	XP_003942448.1	XP_038415912.1
OG0015648	XP_003942454.1	XP_038415943.1
OG0015649	XP_003938169.1	XP_038416008.1
OG0015650	XP_003938162.2	XP_038416021.1
OG0015651	XP_039319273.1	XP_038416045.1
OG0015652	XP_003938149.1	XP_038416067.1
OG0015653	XP_039317066.1	XP_038416156.1
OG0015654	XP_003933877.1	XP_038416298.1
OG0015655	XP_039324343.1	XP_038416319.1
OG0015656	XP_003933913.1	XP_038416426.1
OG0015657	XP_039324542.1	XP_038416429.1
OG0015658	XP_003940756.2	XP_038416475.1
OG0015659	XP_003929862.2	XP_038416490.1
OG0015660	XP_039328797.1	XP_038416493.1
OG0015661	XP_039336524.1	XP_038416511.1
OG0015662	XP_039335359.1	XP_038416522.1
OG0015663	XP_010327981.2	XP_038416547.1
OG0015664	XP_039336060.1	XP_038416620.1
OG0015665	XP_003935275.1	XP_038416766.1
OG0015666	XP_003935278.1	XP_038416776.1
OG0015667	XP_010344083.1	XP_038416874.1
OG0015668	XP_010344092.2	XP_038416901.1
OG0015669	XP_039336268.1	XP_038416907.1
OG0015670	XP_010350636.1	XP_038416975.1
OG0015671	XP_003941605.1	XP_038416999.1
OG0015672	XP_010350630.1	XP_038417006.1
OG0015673	XP_039330499.1	XP_038417019.1
OG0015674	XP_003941597.1	XP_038417024.1
OG0015675	XP_003941603.1	XP_038417026.1
OG0015676	XP_003941571.2	XP_038417090.1
OG0015677	XP_039331259.1	XP_038417150.1
OG0015678	XP_003926868.1	XP_038417181.1
OG0015679	XP_003926944.2	XP_038417185.1
OG0015680	XP_039333764.1	XP_038417229.1
OG0015681	XP_039331237.1	XP_038417255.1
OG0015682	XP_003941311.1	XP_038417304.1
OG0015683	XP_003941312.1	XP_038417305.1
OG0015684	XP_039317468.1	XP_038417355.1
OG0015685	XP_003942542.1	XP_038417405.1
OG0015686	XP_003942581.1	XP_038417462.1
OG0015687	XP_039316775.1	XP_038417507.1
OG0015688	XP_039333035.1	XP_038417524.1
OG0015689	XP_003922592.1	XP_038417531.1
OG0015690	XP_003922630.1	XP_038417610.1
OG0015691	XP_003922631.1	XP_038417611.1
OG0015692	XP_003922634.1	XP_038417620.1
OG0015693	XP_010331722.1	XP_038417625.1
OG0015694	XP_003922658.1	XP_038417678.1
OG0015695	XP_039316139.1	XP_038417693.1
OG0015696	XP_039318910.1	XP_038417764.1
OG0015697	XP_010342358.1	XP_038417770.1
OG0015698	XP_039316798.1	XP_038417783.1
OG0015699	XP_003933569.2	XP_038417805.1
OG0015700	XP_003944836.1	XP_038417863.1
OG0015701	XP_039315774.1	XP_038417900.1
OG0015702	XP_003944444.1	XP_038417957.1
OG0015703	XP_039315857.1	XP_038417960.1
OG0015704	XP_003944430.1	XP_038417969.1
OG0015705	XP_003944426.1	XP_038417988.1
OG0015706	XP_003942029.2	XP_038418018.1
OG0015707	XP_003941984.2	XP_038418179.1
OG0015708	XP_003941972.1	XP_038418184.1
OG0015709	XP_010342334.1	XP_038418278.1
OG0015710	XP_003933516.1	XP_038418290.1
OG0015711	XP_003935325.2	XP_038418322.1
OG0015712	XP_010327975.1, XP_003941956.1	XP_038418347.1
OG0015713	XP_039326216.1	XP_038418419.1
OG0015714	XP_003941250.1	XP_038418432.1
OG0015715	XP_039318094.1	XP_038418543.1
OG0015716	XP_003930814.1	XP_038418580.1
OG0015717	XP_039318011.1	XP_038418588.1
OG0015718	XP_003921181.2	XP_038418727.1
OG0015719	XP_039316359.1	XP_038418799.1
OG0015720	XP_003943377.1	XP_038418814.1
OG0015721	XP_039327382.1	XP_038418834.1
OG0015722	XP_039327260.1	XP_038418835.1
OG0015723	XP_039326630.1	XP_038418890.1
OG0015724	XP_039326395.1	XP_038418892.1
OG0015725	XP_039327108.1	XP_038418898.1
OG0015726	XP_010331528.1	XP_038418995.1
OG0015727	XP_003920015.1	XP_038419001.1
OG0015728	XP_039326980.1	XP_038419094.1
OG0015729	XP_003920188.1	XP_038419152.1
OG0015730	XP_003920474.2	XP_038419200.1
OG0015731	XP_039327143.1	XP_038419210.1
OG0015732	XP_010332662.1	XP_038419211.1
OG0015733	XP_003920092.1	XP_038419338.1
OG0015734	XP_010332173.1	XP_038419363.1
OG0015735	XP_039326838.1	XP_038419409.1
OG0015736	XP_039326840.1	XP_038419415.1
OG0015737	XP_003920070.1	XP_038419422.1
OG0015738	XP_003920066.3	XP_038419440.1
OG0015739	XP_039326549.1	XP_038419467.1
OG0015740	XP_010329439.2	XP_038419503.1
OG0015741	XP_039326700.1	XP_038419512.1
OG0015742	XP_010350245.2	XP_038419655.1
OG0015743	XP_039326498.1	XP_038419680.1
OG0015744	XP_003945251.2	XP_038419743.1
OG0015745	XP_010346667.1	XP_038419744.1
OG0015746	XP_003937790.1	XP_038419766.1
OG0015747	XP_003937792.1	XP_038419768.1
OG0015748	XP_039326286.1	XP_038419773.1
OG0015749	XP_039327450.1	XP_038419777.1
OG0015750	XP_003937773.2	XP_038419798.1
OG0015751	XP_010346647.2	XP_038419808.1
OG0015752	XP_003937753.3	XP_038419865.1
OG0015753	XP_003938063.2	XP_038419867.1
OG0015754	XP_003937732.1	XP_038419907.1
OG0015755	XP_003937734.2	XP_038419921.1
OG0015756	XP_003937736.1	XP_038419924.1
OG0015757	XP_003937743.2	XP_038419927.1
OG0015758	XP_003937715.1	XP_038420005.1
OG0015759	XP_010346551.2	XP_038420033.1
OG0015760	XP_039326917.1	XP_038420039.1
OG0015761	XP_003920305.1	XP_038420163.1
OG0015762	XP_010333998.1	XP_038420197.1
OG0015763	XP_003920286.1	XP_038420200.1
OG0015764	XP_039326482.1	XP_038420207.1
OG0015765	XP_039326488.1	XP_038420212.1
OG0015766	XP_003920277.1	XP_038420216.1
OG0015767	XP_003920280.1	XP_038420219.1
OG0015768	XP_003920256.1	XP_038420270.1
OG0015769	XP_039326371.1	XP_038420302.1
OG0015771	XP_003920236.1	XP_038420369.1
OG0015772	XP_003920232.2	XP_038420377.1
OG0015773	XP_010335629.2	XP_038420390.1
OG0015774	XP_010336093.2	XP_038420430.1
OG0015775	XP_039327083.1	XP_038420431.1
OG0015776	XP_003931593.1	XP_038420454.1
OG0015777	XP_010340534.2	XP_038420456.1
OG0015778	XP_003928083.1	XP_038420525.1
OG0015779	XP_039334984.1	XP_038420531.1
OG0015780	XP_039335056.1	XP_038420594.1
OG0015781	XP_003927767.1	XP_038420630.1
OG0015782	XP_003922066.1	XP_038420731.1
OG0015783	XP_039335882.1	XP_038420762.1
OG0015784	XP_010340535.2	XP_038420851.1
OG0015785	XP_039335967.1	XP_038420951.1
OG0015786	XP_003931578.1	XP_038420984.1
OG0015787	XP_003922053.1	XP_038421023.1
OG0015788	XP_039325517.1	XP_038421126.1
OG0015789	XP_003927164.1	XP_038421195.1
OG0015790	XP_003936656.1	XP_038421205.1
OG0015791	XP_003941785.1	XP_038421243.1
OG0015792	XP_010327821.1	XP_038421249.1
OG0015793	XP_039322797.1	XP_038421254.1
OG0015794	XP_003938909.1	XP_038421261.1
OG0015795	XP_039321671.1	XP_038421289.1
OG0015796	XP_010347805.2	XP_038421317.1
OG0015797	XP_010330776.2	XP_038421320.1
OG0015798	XP_039321963.1	XP_038421324.1
OG0015799	XP_039333058.1	XP_038421345.1
OG0015800	XP_003944172.3	XP_038421377.1
OG0015801	XP_003926453.2	XP_038421398.1
OG0015802	XP_003926185.1	XP_038421408.1
OG0015803	XP_010335192.2	XP_038421424.1
OG0015804	XP_003926222.2	XP_038421460.1
OG0015805	XP_003926204.2	XP_038421520.1
OG0015806	XP_039333212.1	XP_038421527.1
OG0015807	XP_003926203.1	XP_038421529.1
OG0015808	XP_010336090.1	XP_038421601.1
OG0015809	XP_003927135.1	XP_038421631.1
OG0015810	XP_003927138.2	XP_038421652.1
OG0015811	XP_010336125.1	XP_038421655.1
OG0015812	XP_010336159.1	XP_038421715.1
OG0015813	XP_003927182.1	XP_038421732.1
OG0015814	XP_003939503.2	XP_038421774.1
OG0015815	XP_039333114.1	XP_038421878.1
OG0015816	XP_003936579.2	XP_038422032.1
OG0015817	XP_003936625.1	XP_038422128.1
OG0015818	XP_039333086.1	XP_038422164.1
OG0015819	XP_010345484.2	XP_038422200.1
OG0015820	XP_039333172.1	XP_038422211.1
OG0015821	XP_003936667.1	XP_038422268.1
OG0015822	XP_003936675.1	XP_038422295.1
OG0015823	XP_003936685.1	XP_038422310.1
OG0015824	XP_003936702.1	XP_038422341.1
OG0015825	XP_039333519.1	XP_038422438.1
OG0015826	XP_010335373.1	XP_038422464.1
OG0015827	XP_039333511.1	XP_038422574.1
OG0015828	XP_039333644.1	XP_038422621.1
OG0015829	XP_003942360.2	XP_038422657.1
OG0015830	XP_039321390.1	XP_038422672.1
OG0015831	XP_039321389.1	XP_038422673.1
OG0015832	XP_039321925.1	XP_038422674.1
OG0015833	XP_003942356.1	XP_038422680.1
OG0015834	XP_039322191.1	XP_038422719.1
OG0015835	XP_003942338.2	XP_038422731.1
OG0015836	XP_039322824.1	XP_038422763.1
OG0015837	XP_039322984.1	XP_038422769.1
OG0015838	XP_003942319.3	XP_038422830.1
OG0015839	XP_039323003.1	XP_038422856.1
OG0015840	XP_003942306.1	XP_038422875.1
OG0015841	XP_003942383.2	XP_038422877.1
OG0015842	XP_010328495.2	XP_038422879.1
OG0015843	XP_003944876.2	XP_038422933.1
OG0015844	XP_003944873.1	XP_038422944.1
OG0015845	XP_003941749.1	XP_038422988.1
OG0015846	XP_039322782.1	XP_038422991.1
OG0015847	XP_039322780.1	XP_038422993.1
OG0015848	XP_039322002.1	XP_038422994.1
OG0015849	XP_010327753.1	XP_038423008.1
OG0015850	XP_003941762.1	XP_038423023.1
OG0015851	XP_003941779.2	XP_038423047.1
OG0015852	XP_003941772.1	XP_038423048.1
OG0015853	XP_003941777.1	XP_038423050.1
OG0015854	XP_010327764.1	XP_038423051.1
OG0015855	XP_003941768.1	XP_038423052.1
OG0015856	XP_039322593.1	XP_038423069.1
OG0015857	XP_039322433.1	XP_038423123.1
OG0015858	XP_010327829.1	XP_038423178.1
OG0015859	XP_003941840.1	XP_038423201.1
OG0015860	XP_039322971.1	XP_038423233.1
OG0015861	XP_039322169.1	XP_038423244.1
OG0015862	XP_003938998.1	XP_038423261.1
OG0015863	XP_003939000.1	XP_038423269.1
OG0015864	XP_003938989.1	XP_038423282.1
OG0015865	XP_003938965.2	XP_038423315.1
OG0015866	XP_039322618.1	XP_038423402.1
OG0015867	XP_039321870.1	XP_038423407.1
OG0015868	XP_039322021.1	XP_038423413.1
OG0015869	XP_039322318.1	XP_038423479.1
OG0015870	XP_010347816.2	XP_038423550.1
OG0015871	XP_003938892.1	XP_038423552.1
OG0015872	XP_003938887.2	XP_038423562.1
OG0015873	XP_039321862.1	XP_038423622.1
OG0015874	XP_039322796.1	XP_038423629.1
OG0015875	XP_003938868.2	XP_038423648.1
OG0015876	XP_039321544.1	XP_038423656.1
OG0015877	XP_039321554.1	XP_038423657.1
OG0015878	XP_039321858.1	XP_038423659.1
OG0015879	XP_003938865.1	XP_038423671.1
OG0015880	XP_039321430.1	XP_038423707.1
OG0015881	XP_003938852.1	XP_038423736.1
OG0015882	XP_003938844.2	XP_038423780.1
OG0015883	XP_010337549.1	XP_038423845.1
OG0015884	XP_039322288.1	XP_038423891.1
OG0015885	XP_039321434.1	XP_038423934.1
OG0015886	XP_039321966.1	XP_038423968.1
OG0015887	XP_039323037.1	XP_038423999.1
OG0015888	XP_003923413.2	XP_038424093.1
OG0015889	XP_003919930.1	XP_038424118.1
OG0015890	XP_003919962.1	XP_038424120.1
OG0015891	XP_010332931.1	XP_038424146.1
OG0015892	XP_010332938.1	XP_038424169.1
OG0015893	XP_003941550.2	XP_038424229.1
OG0015894	XP_039318194.1	XP_038424237.1
OG0015895	XP_010343963.2	XP_038424287.1
OG0015896	XP_039318207.1	XP_038424300.1
OG0015897	XP_010343929.2	XP_038424347.1
OG0015898	XP_003935102.1	XP_038424399.1
OG0015899	XP_003935086.1	XP_038424444.1
OG0015900	XP_010332633.1	XP_038424508.1
OG0015901	XP_039326551.1	XP_038424512.1
OG0015902	XP_039327029.1	XP_038424549.1
OG0015903	XP_003923511.2	XP_038424572.1
OG0015904	XP_039326826.1	XP_038424638.1
OG0015905	XP_039327030.1	XP_038424691.1
OG0015906	XP_010332552.1	XP_038424738.1
OG0015907	XP_003923446.1	XP_038424762.1
OG0015908	XP_039327444.1	XP_038424784.1
OG0015909	XP_003923391.1	XP_038424803.1
OG0015910	XP_010332514.2	XP_038424810.1
OG0015911	XP_003923386.2	XP_038424813.1
OG0015912	XP_010335965.2	XP_038424829.1
OG0015913	XP_010336364.1	XP_038424842.1
OG0015914	XP_010337780.2	XP_038424862.1
OG0015915	XP_003919852.3	XP_038424877.1
OG0015916	XP_039326837.1	XP_038424943.1
OG0015917	XP_003919885.1	XP_038424970.1
OG0015918	XP_039327289.1	XP_038424974.1
OG0015919	XP_003919895.1	XP_038424994.1
OG0015920	XP_003919903.2	XP_038425038.1
OG0015921	XP_039327157.1	XP_038425082.1
OG0015922	XP_010346443.1	XP_038425103.1
OG0015923	XP_039326302.1	XP_038425106.1
OG0015924	XP_039326842.1	XP_038425155.1
OG0015925	XP_003919956.1	XP_038425167.1
OG0015926	XP_003919980.1	XP_038425210.1
OG0015927	XP_010350599.2	XP_038425258.1
OG0015928	XP_003934430.3	XP_038425295.1
OG0015929	XP_003927229.1	XP_038425331.1
OG0015930	XP_010336205.2	XP_038425343.1
OG0015931	XP_010328397.2	XP_038425352.1
OG0015932	XP_003942277.1	XP_038425398.1
OG0015933	XP_003934409.1	XP_038425503.1
OG0015934	XP_003927238.2	XP_038425604.1
OG0015935	XP_039329194.1	XP_038425646.1
OG0015936	XP_039329285.1	XP_038425659.1
OG0015937	XP_010339958.2	XP_038425690.1
OG0015938	XP_003928247.1	XP_038425801.1
OG0015939	XP_010337102.1	XP_038425814.1
OG0015940	XP_039329218.1	XP_038425886.1
OG0015941	XP_003928283.1	XP_038425942.1
OG0015942	XP_010337130.1, XP_010337129.1	XP_038425943.1
OG0015943	XP_003928290.2	XP_038425955.1
OG0015944	XP_003945227.3	XP_038425966.1
OG0015945	XP_039329206.1	XP_038426005.1
OG0015949	XP_003942285.1	XP_038426089.1
OG0015950	XP_003931008.2	XP_038426113.1
OG0015951	XP_003927082.1	XP_038426130.1
OG0015952	XP_039336125.1	XP_038426136.1
OG0015953	XP_010329066.1	XP_038426155.1
OG0015954	XP_010329063.1	XP_038426167.1
OG0015955	XP_039317866.1	XP_038426269.1
OG0015956	XP_010339807.1	XP_038426342.1
OG0015957	XP_010339788.1	XP_038426404.1
OG0015958	XP_003930923.1	XP_038426465.1
OG0015959	XP_039317851.1	XP_038426508.1
OG0015960	XP_003936109.1	XP_038426556.1
OG0015961	XP_010344856.1	XP_038426580.1
OG0015962	XP_039336142.1	XP_038426592.1
OG0015963	XP_010344851.2	XP_038426603.1
OG0015964	XP_039336063.1	XP_038426611.1
OG0015965	XP_003924979.1	XP_038426683.1
OG0015966	XP_010333971.2	XP_038426728.1
OG0015967	XP_003925129.1	XP_038426775.1
OG0015968	XP_010334108.2	XP_038426790.1
OG0015969	XP_003925121.1	XP_038426792.1
OG0015970	XP_003930986.1	XP_038426869.1
OG0015971	XP_003931005.2	XP_038426904.1
OG0015972	XP_039317728.1	XP_038426912.1
OG0015973	XP_010328716.2	XP_038427017.1
OG0015974	XP_039317947.1	XP_038427044.1
OG0015975	XP_010339855.1	XP_038427046.1
OG0015976	XP_039317950.1	XP_038427050.1
OG0015978	XP_003925092.1	XP_038427130.1
OG0015979	XP_003925194.2	XP_038427140.1
OG0015980	XP_010334057.1	XP_038427166.1
OG0015981	XP_003925063.2	XP_038427190.1
OG0015982	XP_003925044.2	XP_038427229.1
OG0015983	XP_003925039.1	XP_038427245.1
OG0015984	XP_003936434.1	XP_038427303.1
OG0015985	XP_039335259.1	XP_038427304.1
OG0015986	XP_003936531.2	XP_038427311.1
OG0015987	XP_010339686.2	XP_038427323.1
OG0015988	XP_003933210.1	XP_038427392.1
OG0015989	XP_003933218.2	XP_038427404.1
OG0015990	XP_003933219.1	XP_038427445.1
OG0015991	XP_039335594.1	XP_038427448.1
OG0015992	XP_039335282.1	XP_038427504.1
OG0015993	XP_039335752.1	XP_038427518.1
OG0015994	XP_003933248.1	XP_038427533.1
OG0015995	XP_010342099.2	XP_038427543.1
OG0015996	XP_003933262.1	XP_038427574.1
OG0015997	XP_003941102.2	XP_038427702.1
OG0015998	XP_010350079.2	XP_038427706.1
OG0015999	XP_039335351.1	XP_038427819.1
OG0016000	XP_039335549.1	XP_038427831.1
OG0016001	XP_003941045.1	XP_038427840.1
OG0016002	XP_039335376.1	XP_038427872.1
OG0016003	XP_003932081.1	XP_038428027.1
OG0016004	XP_003936448.1	XP_038428308.1
OG0016006	XP_003936501.1	XP_038428400.1
OG0016007	XP_003936514.1	XP_038428419.1
OG0016008	XP_039335169.1	XP_038428495.1
OG0016009	XP_003932746.2	XP_038428503.1
OG0016010	XP_039335755.1	XP_038428523.1
OG0016011	XP_003932626.2	XP_038428530.1
OG0016012	XP_010341451.2	XP_038428641.1
OG0016013	XP_039335212.1	XP_038428665.1
OG0016014	XP_003932762.2	XP_038428701.1
OG0016015	XP_010341505.1	XP_038428798.1
OG0016016	XP_003941091.1	XP_038428912.1
OG0016017	XP_003919776.1	XP_038428980.1
OG0016018	XP_039317109.1	XP_038428992.1
OG0016019	XP_003937225.2	XP_038429002.1
OG0016020	XP_003930655.1	XP_038429010.1
OG0016021	XP_003936788.1	XP_038429021.1
OG0016022	XP_039325835.1	XP_038429023.1
OG0016023	XP_039325465.1	XP_038429032.1
OG0016024	XP_003934444.1	XP_038429081.1
OG0016025	XP_010343248.1	XP_038429089.1
OG0016026	XP_003934447.2	XP_038429093.1
OG0016027	XP_039329197.1	XP_038429152.1
OG0016028	XP_039329326.1	XP_038429257.1
OG0016029	XP_039329056.1	XP_038429309.1
OG0016030	XP_003919773.1	XP_038429327.1
OG0016031	XP_039329106.1	XP_038429331.1
OG0016032	XP_039329360.1	XP_038429394.1
OG0016033	XP_003938785.3	XP_038429533.1
OG0016034	XP_003944221.1	XP_038429590.1
OG0016035	XP_003937251.1	XP_038429683.1
OG0016036	XP_010346064.2	XP_038429689.1
OG0016037	XP_039316962.1	XP_038429698.1
OG0016038	XP_010346047.1	XP_038429710.1
OG0016039	XP_039316941.1	XP_038429712.1
OG0016040	XP_003937227.1	XP_038429715.1
OG0016041	XP_039317061.1	XP_038429797.1
OG0016042	XP_039317079.1	XP_038429804.1
OG0016043	XP_039316988.1	XP_038429872.1
OG0016044	XP_039325786.1	XP_038429948.1
OG0016045	XP_003925503.1	XP_038429986.1
OG0016046	XP_039326030.1	XP_038429992.1
OG0016047	XP_003930646.1	XP_038430076.1
OG0016048	XP_039326128.1	XP_038445539.1, XP_038430089.1
OG0016049	XP_039325567.1	XP_038430090.1
OG0016050	XP_039325714.1	XP_038430091.1
OG0016051	XP_039325873.1	XP_038430100.1
OG0016052	XP_039325681.1	XP_038430195.1
OG0016053	XP_003936790.1	XP_038430214.1
OG0016054	XP_010345631.2	XP_038430336.1
OG0016055	XP_039325675.1	XP_038430354.1
OG0016056	XP_010328861.2	XP_038430441.1
OG0016057	XP_003942723.2	XP_038430461.1
OG0016058	XP_003922498.1	XP_038430465.1
OG0016059	XP_039327534.1	XP_038430539.1
OG0016060	XP_039327715.1	XP_038430565.1
OG0016061	XP_003937139.1	XP_038430636.1
OG0016062	XP_039327838.1	XP_038430674.1
OG0016063	XP_039328435.1	XP_038430690.1
OG0016064	XP_039328008.1	XP_038430870.1
OG0016065	XP_039328280.1	XP_038430946.1
OG0016066	XP_003932302.1	XP_038430976.1
OG0016067	XP_039328211.1	XP_038430982.1
OG0016068	XP_039328404.1	XP_038431002.1
OG0016069	XP_003932291.1	XP_038431040.1
OG0016070	XP_010341171.1	XP_038431041.1
OG0016071	XP_039328267.1	XP_038431059.1
OG0016072	XP_003932288.1	XP_038431060.1
OG0016074	XP_003932237.1	XP_038431223.1
OG0016075	XP_039327536.1	XP_038431233.1
OG0016076	XP_003932226.1	XP_038431258.1
OG0016077	XP_010341106.1	XP_038431268.1
OG0016078	XP_003932322.1	XP_038431322.1
OG0016079	XP_003932319.1	XP_038431329.1
OG0016080	XP_039318476.1	XP_038431446.1
OG0016081	XP_003938530.1	XP_038431449.1
OG0016082	XP_003938523.1	XP_038431501.1
OG0016083	XP_039318468.1	XP_038431521.1
OG0016084	XP_039318301.1	XP_038431561.1
OG0016085	XP_003938493.1	XP_038431576.1
OG0016086	XP_039318485.1	XP_038431756.1
OG0016087	XP_039318460.1	XP_038431784.1
OG0016088	XP_003942730.2	XP_038431809.1
OG0016089	XP_010328811.1	XP_038431822.1
OG0016090	XP_003942706.1	XP_038431856.1
OG0016091	XP_039335891.1	XP_038431870.1
OG0016092	XP_039335887.1	XP_038431872.1
OG0016093	XP_003942698.1	XP_038431899.1
OG0016096	XP_039328143.1	XP_038432095.1
OG0016097	XP_003939295.1	XP_038432117.1
OG0016098	XP_039317612.1	XP_038432258.1
OG0016099	XP_003934520.2	XP_038432279.1
OG0016100	XP_010343326.2	XP_038432323.1
OG0016101	XP_039317504.1	XP_038432360.1
OG0016102	XP_039317502.1	XP_038432391.1
OG0016103	XP_003942240.1	XP_038432423.1
OG0016104	XP_003942237.1	XP_038432441.1
OG0016105	XP_003942224.1	XP_038432483.1
OG0016106	XP_003942204.1	XP_038432530.1
OG0016107	XP_010331174.1	XP_038432559.1
OG0016108	XP_003926720.1	XP_038432683.1
OG0016109	XP_039317627.1, XP_039317628.1	XP_038432692.1
OG0016110	XP_003934543.1	XP_038432703.1
OG0016111	XP_003934574.2	XP_038432745.1
OG0016112	XP_010343406.1	XP_038432778.1
OG0016113	XP_003934584.1	XP_038432780.1
OG0016114	XP_003934606.2	XP_038432802.1
OG0016115	XP_003934620.1	XP_038432841.1
OG0016116	XP_003934622.1	XP_038432843.1
OG0016117	XP_003934634.1	XP_038432873.1
OG0016118	XP_003934630.2	XP_038432874.1
OG0016119	XP_003926611.1	XP_038432942.1
OG0016120	XP_003926616.2	XP_038432954.1
OG0016121	XP_003926617.1	XP_038432955.1
OG0016122	XP_003926654.1	XP_038433068.1
OG0016123	XP_003926659.1	XP_038433073.1
OG0016124	XP_003926697.1	XP_038433176.1
OG0016125	XP_003926698.1	XP_038433204.1
OG0016126	XP_003941506.1	XP_038433382.1
OG0016127	XP_003941487.1	XP_038433414.1
OG0016128	XP_003939156.1	XP_038433443.1
OG0016129	XP_003939166.1	XP_038433455.1
OG0016130	XP_003939172.1	XP_038433462.1
OG0016131	XP_003939167.1	XP_038433472.1
OG0016132	XP_003939180.1	XP_038433484.1
OG0016133	XP_003939386.1	XP_038433536.1
OG0016134	XP_039328116.1	XP_038433580.1
OG0016135	XP_003939235.1	XP_038433655.1
OG0016136	XP_039327757.1	XP_038433657.1
OG0016137	XP_010348146.2, XP_010348144.2, XP_010348145.2	XP_038433660.1, XP_038433661.1, XP_038433662.1
