Orthogroup	Saimiri_boliviensis_boliviensis	Homo_sapiens
OG0016315	XP_003925661.2	NP_775100.1, XP_047299379.1
OG0016316	XP_039325866.1	NP_003927.1
OG0016317	XP_039325878.1	NP_115544.1
OG0016318	XP_003925734.1	NP_710156.3
OG0016319	XP_003925718.1	NP_001155879.1
OG0016320	XP_039325837.1	NP_001353315.1
OG0016321	XP_039325450.1	NP_001264301.2
OG0016322	XP_003925693.1	NP_003498.1
OG0016323	XP_003925640.1	NP_001358915.1
OG0016324	XP_010334673.2	XP_005246385.1
OG0016325	XP_039325974.1	NP_078808.3
OG0016326	XP_003925611.1	NP_065865.1
OG0016327	XP_003925608.1	NP_000590.1
OG0016329	XP_003925567.2	NP_476435.1, NP_476434.1
OG0016330	XP_003940857.1	NP_004648.1
OG0016331	XP_003937989.2	NP_005589.1
OG0016332	XP_003938354.1	NP_006754.1
OG0016333	XP_039315860.1	XP_006711433.3
OG0016334	XP_039319384.1	NP_057205.2
OG0016335	XP_003930395.1	XP_011507991.1
OG0016336	XP_039319393.1	XP_024305582.1, NP_079022.2
OG0016337	XP_010336984.1	NP_061899.3
OG0016338	XP_010336982.2	NP_000687.3
OG0016339	XP_003928118.2	NP_001005214.2
OG0016340	XP_003943441.1	NP_001095915.1
OG0016341	XP_010346865.1	NP_001369656.1
OG0016342	XP_003937972.1	NP_660150.1
OG0016344	XP_010329856.1	NP_001034794.1
OG0016345	XP_003943115.1	XP_011529178.1, NP_001002254.1
OG0016346	XP_003936902.1	NP_003859.1
OG0016347	XP_003936871.1	NP_066941.1
OG0016348	XP_003940170.1	NP_071427.2
OG0016349	XP_003931126.2	NP_001099046.1
OG0016350	XP_003931162.1	NP_059109.3
OG0016351	XP_010340040.1	NP_659404.2, NP_001269536.1
OG0016352	XP_003931192.1	NP_001158089.1
OG0016353	XP_003940781.1	NP_473362.1
OG0016355	XP_039331436.1	NP_056506.3
OG0016356	XP_003920399.1	NP_005305.1
OG0016357	XP_003924185.1	NP_001278796.1
OG0016358	XP_039331526.1	NP_055742.2
OG0016359	XP_003924120.1	NP_000466.2
OG0016360	XP_039331332.1	NP_001163802.1
OG0016361	XP_003924088.1	NP_005756.2
OG0016362	XP_003939532.1	NP_776155.1
OG0016363	XP_003939577.1	NP_001073369.1, NP_001381227.1, NP_995328.2
OG0016364	XP_003939591.1	NP_001269095.1
OG0016365	XP_003939619.1	NP_003170.1
OG0016366	XP_039331548.1	XP_006724642.1
OG0016367	XP_003943751.2	XP_016885065.1
OG0016368	XP_010349976.2	NP_009199.1
OG0016369	XP_003943111.1	NP_004420.1
OG0016370	XP_010329216.1	XP_005262301.1, NP_001020436.1
OG0016371	XP_010329220.2	NP_005111.2, XP_047298655.1
OG0016372	XP_010329223.1	NP_005087.1
OG0016373	XP_010330704.2	XP_047298020.1, NP_001013649.2
OG0016374	XP_003936909.1	NP_004290.2
OG0016375	XP_010347655.1	NP_004529.2
OG0016376	XP_003940181.1	NP_067650.1
OG0016377	XP_039320113.1	XP_005262269.2
OG0016378	XP_003944311.1	NP_057454.1
OG0016379	XP_003935937.1	NP_060485.4
OG0016380	XP_039320077.1	NP_001078823.1, NP_078933.3
OG0016381	XP_010344702.2	NP_115804.1
OG0016382	XP_003935917.1	NP_002805.1
OG0016384	XP_003931174.1	NP_848566.1
OG0016385	XP_003940804.1	NP_001013421.1
OG0016386	XP_003940766.1	NP_036449.1
OG0016387	XP_003943471.1	XP_047298088.1
OG0016388	XP_010329583.2	XP_005274822.1
OG0016389	XP_003943938.1	NP_001290441.1
OG0016390	XP_039319871.1	NP_001560.2
OG0016391	XP_039319867.1	NP_001104262.1
OG0016392	XP_003943959.1	NP_001174.2
OG0016393	XP_003927927.2, XP_003943973.1	NP_001156408.1
OG0016394	XP_003943118.1	NP_940914.1
OG0016395	XP_003936915.2	NP_005184.1
OG0016396	XP_003932494.1	NP_001028252.1
OG0016397	XP_003944105.1	NP_001385.1
OG0016398	XP_010332129.1	NP_001387828.1
OG0016401	XP_003932024.1	NP_056208.2, XP_011530135.1
OG0016402	XP_010339391.1	NP_001263642.1, XP_016865303.1
OG0016403	XP_003928611.2	NP_001035830.1
OG0016404	XP_003928777.1	NP_054734.2
OG0016405	XP_003942468.1	NP_001180395.1
OG0016406	XP_003944934.1	NP_001288763.1
OG0016407	XP_003926862.2	NP_001354480.1
OG0016408	XP_003929326.1	NP_658988.2
OG0016410	XP_003941181.1	NP_112202.2
OG0016411	XP_010330259.2	XP_045037336.1, NP_001288711.1
OG0016412	XP_010338650.2	NP_000125.2
OG0016413	XP_003934575.1	NP_001301.1
OG0016414	XP_003937958.1	NP_001630.1
OG0016415	XP_039335353.1	NP_057676.1
OG0016416	XP_003934294.1	NP_006845.1
OG0016417	XP_003922693.1	NP_001004311.2
OG0016419	XP_039322468.1	NP_001264055.1
OG0016420	XP_003943756.1	NP_940912.1
OG0016422	XP_003939291.1	NP_003708.1, NP_001307225.1
OG0016423	XP_039316615.1	XP_011532718.1, NP_001138604.1
OG0016425	XP_003932916.1	NP_006846.1, NP_057839.1
OG0016426	XP_010338047.1	NP_001098990.1
OG0016427	XP_003925525.1	NP_001034658.1
OG0016428	XP_010333733.1	NP_001309215.1
OG0016429	XP_003920225.1	NP_001026836.1, NP_001026979.1, NP_006129.4, XP_054188405.1
OG0016430	XP_003936883.1	NP_001103348.1
OG0016432	XP_003940815.2	NP_031383.1
OG0016433	XP_039335021.1, XP_039330253.1	NP_001182085.1
OG0016434	XP_003931247.1	NP_001129970.1
OG0016435	XP_010329827.1	NP_689556.2, XP_047291277.1
OG0016436	XP_039316484.1	NP_001139682.2, XP_047276362.1, XP_011514004.1, XP_047276749.1, XP_011514539.1, NP_001026789.2, NP_001383171.1, NP_001159811.1, XP_047276364.1, NP_001293070.1, NP_001369644.1, NP_001365352.1, NP_001381882.1, NP_001381872.1
OG0016437	XP_010340011.1, XP_039330881.1	NP_001027454.1
OG0016438	XP_039322221.1, XP_039322222.1	NP_116068.2, NP_001357376.1, NP_001357378.1, NP_001357377.1, XP_047295506.1, NP_001357386.1, NP_001357385.1, NP_001357384.1, NP_001357381.1, NP_001129062.1, NP_001357379.1
OG0016442	XP_010333550.2	NP_996776.2, XP_011543291.1
OG0016443	XP_010333736.1, XP_010333738.1, XP_010333735.1	XP_047293222.1
OG0016453	XP_039322490.1	NP_001252516.1
OG0016455	XP_003922959.1	NP_115892.2, NP_001035269.1, XP_024302339.1
OG0016456	XP_010344323.2, NP_001266942.1	NP_006260.1
OG0016457	XP_003944720.1	NP_000354.4
OG0016458	XP_003938357.1	NP_055174.1
OG0016459	XP_003920654.1	NP_000580.1
OG0016460	XP_003939096.1	NP_001485.2
OG0016461	XP_003938364.2	NP_000528.1
OG0016462	XP_039321228.1	NP_000764.1
OG0016463	XP_003939247.1	NP_000414.2
OG0016464	XP_003939248.1	NP_006112.3
OG0016465	XP_039333874.1	NP_001048.2
OG0016466	XP_039328608.1	NP_006127.1
OG0016467	XP_003942814.1	NP_001515.1
OG0016468	XP_039321972.1	NP_109587.1
OG0016469	XP_003929544.1	NP_001050.1
OG0016470	XP_003943316.2	NP_004252.2
OG0016471	XP_003929804.1	NP_932068.2
OG0016472	XP_003932652.1	NP_063941.3
OG0016473	XP_003934565.1	NP_852094.2
OG0016474	XP_039336129.1	NP_057359.2
OG0016475	XP_003926076.1	NP_001369545.1
OG0016476	XP_003940460.1	XP_011525847.1, NP_004908.4
OG0016477	XP_039319872.1	NP_002427.1
OG0016478	XP_003939795.2	NP_064509.2
OG0016479	XP_010331999.2	NP_003477.4
OG0016480	XP_039319807.1	NP_001477.2
OG0016481	XP_010346364.1	NP_001185610.1
OG0016482	XP_039334101.1	XP_011544061.1
OG0016483	XP_003935190.2	NP_071433.3
OG0016484	XP_003944732.3	XP_016881820.1, NP_631911.1
OG0016486	XP_010332539.2	NP_001004759.2
OG0016487	XP_003937941.1	NP_001153797.1
OG0016491	XP_010338726.1	NP_001005281.1
OG0016492	XP_003920203.1	NP_001005218.1
OG0016500	XP_003920126.2	NP_001004702.2
OG0016501	XP_010349293.1	NP_065760.1
OG0016502	XP_003933842.1	NP_005290.2
OG0016503	XP_003944284.1	NP_085915.2
OG0016504	XP_039321638.1	NP_149059.1
OG0016505	XP_003940393.1	NP_064705.1
OG0016506	XP_003943187.1	NP_003398.3
OG0016507	XP_003926021.1	NP_079081.2
OG0016508	XP_003926079.1	NP_857637.1
OG0016509	XP_003938684.1	NP_001010892.1
OG0016511	XP_010350178.2	NP_001001662.1, XP_011516617.1, NP_001333922.1, NP_001333924.1, NP_001333920.1
OG0016512	XP_003935688.2	NP_612206.5
OG0016513	XP_003935690.1	NP_694969.1
OG0016514	XP_003935715.2	NP_982278.3
OG0016515	XP_039322904.1	NP_001334951.1
OG0016516	XP_003944473.2	NP_066575.2
OG0016517	XP_039322648.1	NP_976308.1
OG0016518	XP_003944135.1	XP_011525147.1, NP_940883.2
OG0016519	XP_039321641.1	NP_001094842.1
OG0016520	XP_003940454.1	NP_002966.1
OG0016521	XP_010349493.2	NP_004968.2
OG0016522	XP_039322233.1	NP_114092.2
OG0016523	XP_039321334.1	NP_001637.1
OG0016524	XP_039321473.1	NP_005572.2
OG0016525	XP_003943240.1	NP_000700.1
OG0016526	XP_003943185.1	NP_060062.2
OG0016527	XP_039323051.1	XP_006723365.1, NP_001139121.1, NP_001308280.1, NP_001339201.1, NP_001339202.1, NP_001139122.1, NP_066002.3
OG0016528	XP_010346204.1	NP_071289.1
OG0016529	XP_003937368.1	NP_062823.1
OG0016530	XP_039330087.1	NP_001013715.2
OG0016531	XP_003934966.1	NP_061054.2
OG0016532	XP_003930719.1	NP_064585.1
OG0016533	XP_039334782.1	NP_001365714.1
OG0016534	XP_003933957.1	NP_001007190.1
OG0016535	XP_003933939.1	NP_653324.1
OG0016536	XP_003920560.1	NP_061721.2
OG0016537	XP_003925908.1	NP_006135.2
OG0016538	XP_003925888.1	NP_714917.2
OG0016539	XP_003925875.1	NP_612462.1
OG0016540	XP_010334895.1	NP_001098101.1
OG0016541	XP_003937300.1	NP_653203.1
OG0016542	XP_003934945.1	NP_000482.3
OG0016543	XP_010343817.1	NP_001362749.1
OG0016544	XP_010343902.2	NP_077305.2
OG0016545	XP_003920851.1	NP_115956.3
OG0016546	XP_003921827.2	NP_115622.2
OG0016547	XP_039324532.1	NP_001277008.1
OG0016548	XP_003934727.1	NP_000789.1
OG0016549	XP_003920983.1	NP_149024.1, XP_047273802.1
OG0016550	XP_003920863.1	NP_060084.2
OG0016551	XP_010349571.2	NP_001096082.2
OG0016552	XP_010348725.1	NP_002882.3
OG0016553	XP_039324298.1	NP_001351618.1
OG0016554	XP_003927530.1	NP_001264154.1, NP_066024.1
OG0016555	XP_039324348.1	XP_047272240.1
OG0016556	XP_039320188.1	NP_001094.1
OG0016557	XP_003940848.2	NP_071334.1
OG0016558	XP_003942608.1	XP_005269868.1, NP_997256.1
OG0016559	XP_003925909.1	NP_002095.1
OG0016560	XP_003925911.1	NP_006299.1
OG0016561	XP_003930017.2	NP_002891.1
OG0016563	XP_010332827.1	NP_061894.2
OG0016564	XP_010340265.1, XP_010340264.1, XP_039332349.1	NP_001155843.1
OG0016565	XP_039330077.1	NP_036315.1
OG0016566	XP_003923584.1	NP_001123355.3
OG0016567	XP_039327378.1	NP_110397.2
OG0016568	XP_003923749.1	NP_000308.1
OG0016569	XP_010340275.1	NP_996986.1
OG0016570	XP_003929230.1	NP_001307774.1
OG0016571	XP_039330130.1	NP_001353161.1
OG0016572	XP_039329538.1	NP_001372569.1
OG0016573	XP_039329764.1	NP_542172.2
OG0016574	XP_039330106.1	NP_001317240.1
OG0016575	XP_039329464.1	NP_001138682.1
OG0016576	XP_039330266.1	NP_001276791.1
OG0016578	XP_003945344.1	NP_001182053.1
OG0016579	XP_003922940.2	NP_001442.2
OG0016580	XP_039331293.1	NP_057457.1
OG0016581	XP_003939994.1	NP_001017967.2
OG0016583	XP_039330887.1	NP_001372638.1
OG0016584	XP_003934220.1	NP_000790.2
OG0016585	XP_039316280.1	NP_001474.1
OG0016587	XP_039316371.1	NP_001138536.1
OG0016588	XP_039316470.1	NP_004594.1
OG0016589	XP_010342993.1	NP_001015072.2
OG0016590	XP_010343030.1	NP_001004323.1
OG0016591	XP_003934275.1	NP_115540.2
OG0016592	XP_003934269.2	NP_001182470.1, NP_001182472.1, XP_024302389.1, NP_001182471.1
OG0016593	XP_039316508.1	NP_001138590.1
OG0016594	XP_003934298.1	XP_011513740.1
OG0016595	XP_003930108.1	NP_689501.1
OG0016596	XP_003930231.2	NP_005840.2
OG0016597	XP_003928846.1	NP_067070.2
OG0016598	XP_039333945.1	XP_005255690.1
OG0016599	XP_003928616.2	NP_004200.2
OG0016600	XP_010337328.1	NP_001244299.1
OG0016601	XP_010337334.1	NP_001287829.1
OG0016602	XP_039333862.1	NP_001352239.1
OG0016603	XP_010342404.2	NP_981957.1
OG0016604	XP_039321479.1	NP_001257530.1
OG0016605	XP_010334472.2	XP_047276473.1, NP_001382260.1
OG0016607	XP_003938329.1	NP_937792.2
OG0016608	XP_039319402.1	NP_037481.1
OG0016610	XP_003935438.3	NP_001277622.1
OG0016611	XP_003935383.1	XP_005273196.1, NP_001004343.1
OG0016612	XP_039319681.1	NP_001136202.1
OG0016613	XP_003924846.2	NP_059982.2, NP_001340994.1
OG0016614	XP_039319799.1	XP_011524059.1
OG0016615	XP_003924907.1	NP_892023.1
OG0016616	XP_039319826.1	XP_047293227.1
OG0016617	XP_003924271.1	NP_001184113.2
OG0016618	XP_039325153.1	NP_055175.2
OG0016619	XP_039318825.1, XP_039318826.1	NP_001317165.1
OG0016620	XP_003921133.1	NP_001123947.1
OG0016621	XP_003924236.1	NP_778230.1
OG0016622	XP_003930634.2	NP_001369393.1
OG0016623	XP_039324961.1	NP_056166.1
OG0016624	XP_003924732.2	NP_078772.1
OG0016625	XP_003928877.1, XP_039324595.1	NP_001275961.1, NP_001275962.1
OG0016626	XP_003928878.1	NP_776248.1
OG0016627	XP_039318682.1	NP_001372014.1
OG0016628	XP_039318888.1	NP_001273318.1
OG0016629	XP_039324743.1	XP_016877085.1, NP_072093.2
OG0016630	XP_003941475.2, XP_039317479.1, XP_039317471.1	XP_011517047.1, NP_001018059.1
OG0016632	XP_003943714.2	NP_001457.1
OG0016633	XP_010328940.1	NP_002271.3
OG0016634	XP_010328943.1	NP_114170.1
OG0016635	XP_039331205.1	NP_982258.2
OG0016636	XP_010340561.1	NP_006128.1
OG0016637	XP_039331695.1	NP_057370.1
OG0016638	XP_039332977.1	NP_683694.1
OG0016639	XP_003931704.1	NP_001340331.1
OG0016640	XP_039332541.1	NP_002513.2
OG0016641	XP_039332989.1	XP_011522957.1
OG0016642	XP_039332205.1	NP_001375410.1, XP_011522922.1
OG0016643	XP_039332825.1	NP_872371.1
OG0016645	XP_039332185.1	NP_149971.1
OG0016646	XP_039332251.1, XP_010328916.1	NP_001345590.1, XP_047291174.1
OG0016647	XP_010328917.1	NP_001380491.1
OG0016648	XP_003931281.1	NP_076922.1
OG0016649	XP_003931279.1	NP_076921.1
OG0016650	XP_003933088.1	NP_443089.3
OG0016651	XP_003931515.1	NP_002535.3
OG0016653	XP_003929380.1	NP_037469.2
OG0016654	XP_039317245.1	NP_945352.4
OG0016655	XP_039317291.1	NP_001121700.2
OG0016656	XP_039317153.1	NP_996803.2
OG0016657	XP_003941462.1	NP_001001712.2
OG0016658	XP_039317388.1	NP_689634.2
OG0016659	XP_039317450.1	XP_047279333.1
OG0016660	XP_039317147.1	NP_001342185.1
OG0016661	XP_003940639.2	NP_001030331.1
OG0016662	XP_039332961.1, XP_003931778.1	NP_001156469.1
OG0016663	XP_039331738.1	NP_001008528.1
OG0016664	XP_003926515.1	NP_005529.1
OG0016665	XP_003932347.1	NP_982260.3
OG0016666	XP_039328173.1	NP_872336.2
OG0016668	XP_039319230.1	NP_002742.3, XP_047297403.1
OG0016669	XP_039319118.1	NP_001001852.2
OG0016670	XP_039319237.1	NP_620169.1
OG0016671	XP_003932931.1	NP_064711.1
OG0016672	XP_003929683.1	NP_001008395.1
OG0016673	XP_003922809.2	NP_075392.2
OG0016674	XP_010350383.2	NP_940863.3
OG0016675	XP_010350340.1	NP_001116118.2, NP_001166138.1
OG0016676	XP_039336502.1	NP_005404.1
OG0016677	XP_039318913.1	NP_055108.2
OG0016679	XP_010330139.1	XP_047273480.1, NP_001157916.1
OG0016680	XP_039325426.1	NP_001290551.1
OG0016682	XP_003928225.1	NP_036548.1
OG0016686	XP_039330982.1	NP_004464.2
OG0016687	XP_039330245.1	NP_443109.2
OG0016688	XP_039323705.1	NP_995326.1
OG0016689	XP_003923238.1	NP_997292.2, NP_001273479.1
OG0016690	XP_010332371.1	NP_003313.3
OG0016691	XP_039323609.1	XP_054185714.1, NP_543146.2
OG0016692	XP_010330570.2	NP_067044.2
OG0016693	XP_003944390.1	XP_054187159.1, NP_079537.1
OG0016694	XP_010330554.1	NP_001034740.1
OG0016695	XP_010332365.1	NP_068741.1
OG0016696	XP_003923155.1	NP_001032586.1
OG0016697	XP_039323702.1	NP_001278938.1
OG0016698	XP_003938694.1	NP_067680.3
OG0016699	XP_039320379.1	NP_001368803.1
OG0016701	XP_039320462.1	NP_001239331.1
OG0016702	XP_003942166.2	NP_057731.1
OG0016703	XP_039320480.1	NP_660202.3
OG0016704	XP_039320659.1	XP_047278247.1, NP_112598.3
OG0016705	XP_039320458.1	XP_024303059.1, NP_112599.2
OG0016706	XP_039325315.1	NP_000736.2
OG0016707	XP_039324530.1	XP_011512057.1
OG0016708	XP_003933720.1	NP_001338503.1
OG0016709	XP_003921261.1	NP_004117.1
OG0016710	XP_010343968.2	NP_874359.2
OG0016711	XP_010343848.1	XP_016867152.2
OG0016712	XP_003930784.2	NP_001071121.1
OG0016713	XP_039320213.1	NP_001010858.2
OG0016714	XP_039330042.1	NP_002690.3
OG0016716	XP_010347392.1	NP_612426.1
OG0016717	XP_003921619.1	NP_001129980.1
OG0016718	XP_003929889.1	NP_001092690.1, XP_006716148.1
OG0016719	XP_003930890.1	NP_000587.1
OG0016720	XP_010338711.1	NP_002643.1
OG0016721	XP_039329040.1	NP_542391.2, XP_011514990.1
OG0016722	XP_010338834.2	NP_001092304.1
OG0016723	XP_003929940.1	NP_005422.1
OG0016724	XP_039328969.1	NP_005506.3
OG0016726	XP_039324541.1	NP_005420.1
OG0016727	XP_039317103.1	NP_003099.1
OG0016728	XP_003924055.1	XP_011530324.3, NP_057407.2
OG0016729	XP_039334187.1	NP_001032237.1
OG0016730	XP_039319475.1	NP_878248.2, XP_047299478.1
OG0016731	XP_003941565.1	NP_112177.2
OG0016733	XP_003922627.2	NP_057254.1
OG0016734	XP_003941572.1	NP_060380.3, XP_005264450.1
OG0016736	XP_003920465.2	NP_001138505.1
OG0016737	XP_010350280.1	NP_001340483.1
OG0016738	XP_039317956.1	NP_001003806.1
OG0016739	XP_039326751.1	XP_047283349.1
OG0016740	XP_003937789.2	NP_065137.1
OG0016742	XP_039327145.1	NP_004570.2
OG0016743	XP_003920217.1	NP_001004728.1
OG0016744	XP_039327431.1	NP_005238.1
OG0016745	XP_003941214.1	NP_005108.1
OG0016746	XP_039335037.1	NP_006311.3
OG0016747	XP_010345016.1	XP_011530558.1
OG0016748	XP_039335802.1	NP_112185.1
OG0016749	XP_003922166.2	NP_001139812.1
OG0016750	XP_039333330.1	NP_056259.2
OG0016751	XP_039321595.1	NP_057354.1
OG0016752	XP_039322295.1	NP_001396.2
OG0016753	XP_039322232.1	NP_065688.1
OG0016754	XP_039321809.1	NP_612463.1
OG0016755	XP_010335291.1	NP_001310222.1
OG0016756	XP_003927216.2	NP_055044.1
OG0016757	XP_039333410.1	NP_061844.1
OG0016758	XP_010348428.1	XP_011531673.1
OG0016759	XP_010345369.1	NP_009215.1
OG0016760	XP_003936670.1	NP_056980.2
OG0016761	XP_003936707.2	NP_942015.1
OG0016762	XP_003926359.1	NP_001008270.1
OG0016764	XP_039323004.1	NP_005225.2
OG0016765	XP_039321383.1	XP_005260057.1
OG0016766	XP_010347864.1	NP_777578.3
OG0016767	XP_039322808.1	NP_077309.1
OG0016768	XP_003938850.2	NP_001129052.1, XP_047293948.1
OG0016769	XP_003938847.1	NP_001129975.1
OG0016770	XP_039321869.1	NP_060384.3
OG0016771	XP_039318176.1	NP_787081.2
OG0016772	XP_010329109.1	XP_011543348.2
OG0016773	XP_003943009.1	NP_006180.1
OG0016774	XP_003923408.2	NP_659490.4
OG0016775	XP_003920224.1	NP_001053.2
OG0016776	XP_010343216.2	NP_942146.2
OG0016777	XP_039329339.1	NP_904358.2
OG0016779	XP_003931095.2	NP_612453.1
OG0016782	XP_039329253.1	XP_047286243.1
OG0016784	XP_010328733.2	NP_075555.1
OG0016786	XP_039336101.1	NP_001366242.1, NP_067026.3
OG0016787	XP_003931014.2	NP_057300.2
OG0016788	XP_039335706.1	NP_149416.1
OG0016789	XP_003933278.2	NP_002187.1
OG0016790	XP_039335505.1	NP_001335886.1
OG0016791	XP_039335493.1	NP_110438.1, XP_047296346.1
OG0016793	XP_003933215.1	NP_006597.2
OG0016794	XP_010342033.1	NP_001158283.1
OG0016795	XP_003941164.3	NP_001801.1
OG0016796	XP_039335676.1	NP_149120.1
OG0016797	XP_003932136.1	NP_149109.1
OG0016798	XP_003932135.1	NP_004109.1
OG0016802	XP_003932651.1	NP_542184.1
OG0016803	XP_003932754.2	XP_047295858.1, NP_001291298.1
OG0016804	XP_003932707.1	NP_002522.2
OG0016805	XP_039335382.1	NP_542188.1
OG0016806	XP_003932104.1	NP_001019846.1
OG0016807	XP_039335457.1	NP_064446.2
OG0016808	XP_039335290.1	NP_001007126.1
OG0016809	XP_003937226.1	NP_001129743.2
OG0016810	XP_039326132.1	NP_001476.2
OG0016811	XP_010332649.2	NP_001372159.1
OG0016813	XP_039317131.1	NP_001013864.1
OG0016814	XP_010339454.1	XP_047299353.1, NP_620712.2
OG0016815	XP_003937183.2	NP_009128.1
OG0016816	XP_010341239.2	NP_071758.1
OG0016817	XP_039327525.1	NP_061133.1
OG0016818	XP_039328275.1	NP_001116108.1
OG0016819	XP_010341059.1	NP_001291762.1
OG0016820	XP_003932252.1	NP_031396.1
OG0016821	XP_003932245.1	XP_005253937.1, NP_001130006.1
OG0016822	XP_010341108.2	XP_016875724.1
OG0016823	XP_003932227.1	NP_001074002.1
OG0016824	XP_003938525.1	NP_056185.1
OG0016825	XP_003938505.1	NP_065391.1, NP_001306037.1
OG0016826	XP_039318353.1	NP_003396.1
OG0016827	XP_039318349.1	XP_047297316.1, NP_997527.2
OG0016828	XP_003938576.2	NP_062547.1
OG0016829	XP_039318484.1	XP_016884416.2
OG0016830	XP_003942690.2	NP_071327.2
OG0016832	XP_003939164.1	NP_005421.1
OG0016833	XP_003939239.1	NP_149022.3
OG0016834	XP_010348148.2	NP_004684.2
OG0016835	XP_039327775.1	XP_047285925.1
OG0016837	XP_003934539.3	NP_997228.1
OG0016838	XP_010343399.1	NP_001258521.1
OG0016840	XP_039327966.1	NP_001158067.1
OG0016841	XP_003939274.1	NP_000957.1
OG0016842	XP_039328076.1	NP_059106.2
OG0016843	XP_003926612.1	NP_085049.1
OG0016844	XP_003922280.1	NP_001123214.1
OG0016845	XP_039321305.1	NP_003568.2
OG0016846	XP_003922212.1	NP_862823.1
OG0016847	XP_003922526.2	NP_002766.1
OG0016848	XP_010331636.2	NP_671724.1
OG0016849	XP_003922460.1	NP_036552.1
OG0016850	XP_039321246.1	NP_113672.1
OG0016851	XP_010331432.1	NP_001350509.1
OG0016852	XP_003922159.1	NP_073713.2
OG0016853	XP_039329379.1, XP_003922126.1	NP_660203.3
OG0016854	XP_039320545.1	NP_689627.1
OG0016855	XP_003940228.1	NP_002668.1
OG0016856	XP_003935551.1	NP_005363.1
OG0016857	XP_010344369.2	NP_055984.1
OG0016858	XP_003940552.1	NP_775809.1, XP_016868638.1
OG0016859	XP_003943038.1	NP_612640.1, XP_047288134.1
OG0016860	XP_010331069.1	NP_060263.2
OG0016861	XP_039318891.1	NP_001288197.1, XP_011519451.1
OG0016862	XP_010337828.1	NP_057484.4
OG0016863	XP_003940956.1	NP_115607.1
OG0016864	XP_003935739.1	XP_011519859.1, NP_002335.2
OG0016865	XP_003927724.1	NP_787053.1
OG0016866	XP_039336546.1	NP_037501.2
OG0016867	XP_003927731.1	NP_001078924.1
OG0016868	XP_039336347.1	NP_001227.1
OG0016869	XP_003924071.1	NP_005163.1
OG0016870	XP_003923977.1	NP_001025041.1
OG0016871	XP_039324149.1	NP_689613.2
OG0016872	XP_039323955.1	XP_011530635.1
OG0016873	XP_010333205.2	NP_715638.1
OG0016874	XP_003923993.1	XP_047305931.1
OG0016875	XP_003932046.1	NP_001289052.1
OG0016876	XP_003927089.1	NP_710157.2
OG0016877	XP_003926466.1	NP_001159776.1
OG0016879	XP_003935474.2	NP_689752.2
OG0016880	XP_003941711.1	NP_006801.1
OG0016881	XP_039333336.1	NP_001099043.1
OG0016882	XP_003926252.1	NP_001071125.1
OG0016883	XP_039324713.1	NP_077313.3
OG0016884	XP_010336025.1, XP_003927064.1	NP_997199.1
OG0016885	XP_039336221.1	NP_001161686.1
OG0016886	XP_039334658.1	NP_004434.2
OG0016887	XP_039318669.1	NP_001444.2
OG0016888	XP_039318659.1	NP_001265639.1
OG0016889	XP_003927319.1	NP_005314.2
OG0016890	XP_003944773.1	NP_001007532.1
OG0016891	XP_003944888.2	NP_079512.3
OG0016892	XP_003945020.2	NP_006389.2
OG0016893	XP_039318675.1	NP_150285.3
OG0016894	XP_039325860.1	NP_001243055.1
OG0016895	XP_039325645.1	NP_067015.2
OG0016896	XP_010334797.2	NP_059991.1
OG0016897	XP_003925583.1	NP_009058.2
OG0016898	XP_003925548.2	NP_001273740.1
OG0016899	XP_003925663.2	NP_001087199.1
OG0016900	XP_003930366.1	NP_689823.2
OG0016901	XP_003938379.2	XP_011508462.1
OG0016902	XP_003938014.1	NP_001106678.1
OG0016903	XP_039316084.1	NP_001004310.2, XP_005245185.1
OG0016904	XP_010348505.1	NP_037403.1
OG0016905	XP_003943739.1	NP_054780.2
OG0016906	XP_003943119.1	NP_001013597.1
OG0016907	XP_003945040.1	NP_068798.1
OG0016908	XP_003936872.1	NP_000298.3
OG0016909	XP_003938759.1	NP_631960.1, NP_620410.3
OG0016910	XP_003935911.1	NP_001513.2
OG0016911	XP_003935907.1	NP_036414.1
OG0016912	XP_010345675.1	NP_001137536.1, NP_001231821.1
OG0016913	XP_039331310.1	XP_011543749.1
OG0016914	XP_010333171.1	NP_695002.1
OG0016915	XP_010348509.1	NP_001161419.1
OG0016916	XP_003939612.1	NP_009144.1
OG0016917	XP_003944044.1	NP_038472.2
OG0016918	XP_039331604.1	NP_001003811.1
OG0016919	XP_003943133.1	NP_005929.2
OG0016920	XP_003936893.1	NP_057059.2
OG0016921	XP_039319842.1	NP_008983.2
OG0016923	XP_003935933.1	NP_612391.1
OG0016924	XP_039320009.1	XP_011529363.1
OG0016925	XP_003940780.1	NP_003404.1
OG0016926	XP_003943925.1	NP_000024.2
OG0016927	XP_003943983.1	NP_741995.1
OG0016928	XP_003943121.1	NP_004303.2, XP_047298061.1
OG0016929	XP_039320103.1	XP_011529405.1
OG0016930	XP_039318173.1	NP_064564.1
OG0016933	XP_039335208.1	NP_001243727.1
OG0016936	XP_003925607.1	NP_003275.1
OG0016938	XP_003934998.2	NP_002575.1
OG0016939	XP_003920137.1	NP_001003750.1
OG0016940	XP_010337870.1	NP_055608.2
OG0016941	XP_010329267.2	NP_001263183.2
OG0016942	XP_003932490.1	NP_778227.3
OG0016943	XP_003927085.2	NP_004479.1
