Orthogroup	Saimiri_boliviensis_boliviensis	Rattus_norvegicus
OG0015144	XP_003924369.1	NP_001381580.1
OG0015145	XP_003924342.2	NP_001099507.1
OG0015146	XP_039325137.1	NP_001385718.1
OG0015147	XP_003945226.2	NP_001073849.1
OG0015148	XP_003924613.1	NP_071533.1
OG0015149	XP_003924376.1	NP_445955.1
OG0015150	XP_003924370.1	NP_001099197.2
OG0015151	XP_003924364.1	NP_058791.1
OG0015152	XP_003924343.1	NP_001101847.2
OG0015153	XP_039324657.1	NP_001099508.1
OG0015154	XP_010333308.1	NP_001388557.1
OG0015155	XP_003924317.1	NP_647558.2, XP_063130035.1
OG0015156	XP_003924301.1	NP_001101848.1
OG0015157	XP_003924302.2	NP_001102800.1
OG0015158	XP_039325340.1	XP_038968942.1
OG0015159	XP_003924267.1	NP_062244.2
OG0015161	XP_039324913.1	NP_064468.4
OG0015162	XP_039325015.1	NP_001258036.1
OG0015163	XP_039324914.1	NP_001101496.2
OG0015164	XP_003930602.1	NP_446056.1
OG0015165	XP_003930578.1	NP_001386220.1
OG0015166	XP_010339368.1	NP_001100728.1
OG0015167	XP_039324965.1	NP_001009602.1
OG0015168	XP_003924456.1	NP_112347.1
OG0015169	XP_003924461.1	XP_063118741.1
OG0015170	XP_003924467.1	NP_001008321.1
OG0015171	XP_010333679.2	NP_110501.2
OG0015173	XP_010333452.1	XP_017449954.1
OG0015174	XP_003924479.1	NP_742031.1
OG0015175	XP_039325093.1	NP_001386119.1
OG0015176	XP_010333528.1	NP_001100212.1
OG0015177	XP_003924560.2	NP_001102910.1
OG0015178	XP_039324901.1	NP_001102947.2, XP_006240414.1
OG0015179	XP_003924596.1	NP_001037700.1
OG0015180	XP_003924608.1	NP_001100217.2
OG0015181	XP_003924624.1	NP_001100218.1
OG0015182	XP_003924620.1	XP_017449588.1
OG0015183	XP_003924652.1	NP_001108506.1
OG0015184	XP_039325123.1	XP_038968448.1
OG0015185	XP_003939905.1	NP_001258103.1
OG0015186	XP_003939888.1	NP_001385481.1
OG0015187	XP_010348852.2	NP_001136413.1
OG0015188	XP_039325168.1	NP_001388283.1
OG0015189	XP_039335422.1, XP_003929057.2	NP_001102192.1, XP_063118197.1
OG0015190	XP_039318889.1	XP_006240678.4
OG0015191	XP_039318871.1	NP_001402060.1
OG0015192	XP_039319078.1, XP_039318777.1	NP_036661.3
OG0015193	XP_039318861.1	NP_001032858.1, XP_063117857.1
OG0015194	XP_010342225.1	XP_063117578.1
OG0015195	XP_039318894.1	NP_653351.1
OG0015196	XP_039318714.1	XP_038969339.1
OG0015197	XP_039318879.1	NP_072110.1, XP_038968807.1
OG0015198	XP_003933388.1	NP_071946.1, XP_038956186.1
OG0015199	XP_039318834.1	NP_001119774.1
OG0015200	XP_003942919.2	XP_038943775.1
OG0015201	XP_039332841.1	NP_036742.2
OG0015202	XP_039331774.1	XP_001069291.2
OG0015203	XP_039332817.1	NP_001385740.1
OG0015204	XP_039317326.1	NP_001020211.2, XP_006233697.1
OG0015205	XP_010340637.2	NP_001029250.1
OG0015206	XP_003931255.2	NP_001100513.1
OG0015207	XP_003931302.1	NP_067711.2
OG0015208	XP_003931310.1	NP_001099302.1
OG0015209	XP_003931382.1	NP_037122.1
OG0015210	XP_010340254.1	NP_001264414.1
OG0015211	XP_039317327.1	NP_742027.1, XP_017447512.1
OG0015212	XP_039331919.1	XP_063124301.1, NP_001136034.2
OG0015213	XP_039331922.1	NP_001013998.1
OG0015214	XP_039332576.1	XP_063124378.1
OG0015215	XP_010340585.2	NP_001385882.1
OG0015216	XP_039331687.1	NP_037130.2
OG0015217	XP_003931696.1	NP_001099328.1
OG0015218	XP_039331833.1	NP_001385878.1, XP_063125944.1
OG0015219	XP_039332410.1	XP_063126267.1
OG0015220	XP_010340640.1	XP_063124853.1
OG0015221	XP_010340705.1	XP_006247822.1
OG0015222	XP_003931769.1	NP_001009369.2
OG0015223	XP_039332364.1	NP_001414582.1
OG0015224	XP_003931801.2	NP_001099322.1, XP_038941598.1
OG0015225	XP_039332741.1	NP_001385802.1
OG0015226	XP_039332264.1	NP_001385533.1
OG0015227	XP_003931835.1	XP_038940961.1, NP_446155.1
OG0015228	XP_039332818.1	NP_001013137.1
OG0015229	XP_003931849.1	NP_062097.1
OG0015230	XP_039332932.1	NP_542423.1
OG0015231	XP_003931859.1	NP_001005875.1
OG0015232	XP_003931861.1	NP_001389003.1
OG0015233	XP_039331747.1	NP_001121007.2, XP_038943342.1
OG0015234	XP_003942512.2	NP_001013884.1, XP_017452633.1
OG0015235	XP_039331877.1	NP_114189.1
OG0015236	XP_010328604.1	NP_112411.1
OG0015237	XP_003942485.1	XP_008766581.1
OG0015238	XP_039332120.1	XP_006247595.2
OG0015239	XP_010329755.1	XP_008766509.1, NP_001012013.1
OG0015240	XP_003943649.1	NP_001020307.1
OG0015241	XP_039332927.1	NP_001013883.1
OG0015242	XP_039332876.1	NP_001102518.1
OG0015243	XP_003942781.1	NP_037230.2
OG0015244	XP_039331926.1	NP_001386391.1, XP_008766442.1
OG0015245	XP_003942788.1	NP_001184146.1
OG0015246	XP_010328894.1	NP_113834.1
OG0015247	XP_003942797.1	NP_001102306.1
OG0015248	XP_039332704.1	XP_017452683.1, NP_113792.2
OG0015249	XP_010328907.1	NP_001099311.1
OG0015250	XP_039332414.1	NP_446082.2
OG0015251	XP_003942913.3	NP_001099308.1
OG0015252	XP_003942826.1	NP_001001510.1
OG0015253	XP_003942845.2, XP_010328955.2	NP_001004130.1
OG0015254	XP_003942846.1	NP_775151.2
OG0015255	XP_003942871.2	NP_001414762.1
OG0015256	XP_010328996.1	NP_001101766.1
OG0015257	XP_039332751.1	NP_001029039.1
OG0015258	XP_010340127.1	NP_058759.2
OG0015259	XP_003931265.1	NP_072123.1
OG0015260	XP_010340416.2	NP_001101764.1
OG0015261	XP_003931278.1	NP_001178854.1
OG0015262	XP_039331659.1	NP_001094257.1
OG0015263	XP_010340157.1	NP_001100511.1
OG0015264	XP_039331710.1	NP_001032732.2
OG0015265	XP_003931289.1	NP_783184.1
OG0015266	XP_039332519.1	NP_445926.1, XP_038942918.1
OG0015267	XP_003931325.1	NP_062037.1
OG0015268	XP_010340194.1	XP_038942462.1
OG0015269	XP_003931358.2	NP_001128171.1
OG0015270	XP_003931369.1	NP_001005874.2
OG0015271	XP_010340238.1	NP_001103045.1
OG0015272	XP_039332937.1	XP_038943306.1
OG0015273	XP_003929162.1	NP_001100507.1
OG0015274	XP_003929149.1	NP_001099297.4
OG0015275	XP_003929137.1	NP_001005873.1
OG0015276	XP_010338288.2	NP_001388735.1
OG0015277	XP_039332794.1	NP_001099295.2
OG0015278	XP_039332323.1	NP_001094439.1
OG0015279	XP_039332012.1	XP_038943578.2
OG0015280	XP_003929096.2	XP_038941475.1, NP_001099293.2
OG0015281	XP_003933094.1	NP_001100500.1
OG0015282	XP_003933075.2	NP_037024.2
OG0015283	XP_010340326.1	NP_001036026.1
OG0015284	XP_010340335.1	NP_001008335.1
OG0015285	XP_003931463.1	NP_062029.2
OG0015286	XP_003931460.2	NP_001099287.1
OG0015287	XP_003931474.1	XP_006247013.2
OG0015288	XP_039331882.1	NP_001386405.1
OG0015289	XP_003931485.2	NP_001257729.1
OG0015290	XP_003931505.1	NP_001032266.1
OG0015291	XP_010340391.1	NP_001029335.1
OG0015292	XP_039332475.1	NP_001386500.1
OG0015293	XP_003929373.1	NP_001099283.1
OG0015294	XP_039331682.1	NP_058927.1
OG0015295	XP_039331863.1	XP_063124748.1, NP_001099281.1
OG0015296	XP_003929386.1	NP_001385776.1, XP_038943269.1
OG0015297	XP_039332014.1	NP_001099279.1
OG0015298	XP_039332387.1	NP_001385729.1
OG0015299	XP_003933114.1	NP_001386499.1
OG0015300	XP_010341990.2	NP_001385865.1
OG0015301	XP_039317201.1	XP_006233681.2
OG0015302	XP_039317295.1	XP_038961129.1, NP_001290546.1
OG0015303	XP_039317314.1	NP_114179.1
OG0015304	XP_003941397.1	NP_001386236.1
OG0015305	XP_039317323.1	NP_001382003.1, NP_001121610.1
OG0015306	XP_010350442.1	NP_001100028.2, XP_063139534.1
OG0015307	XP_039317352.1	XP_063139540.1, NP_001124462.1
OG0015308	XP_039317285.1	NP_001162021.1
OG0015309	XP_039335854.1	XP_006233759.1
OG0015310	XP_039317164.1	NP_001029038.1, XP_006233785.1
OG0015311	XP_003941441.2	NP_001382673.1, XP_038961136.1
OG0015312	XP_003941435.1	NP_001386244.1
OG0015313	XP_010350499.1	XP_063139550.1, NP_001100034.1
OG0015314	XP_003935964.1	NP_001121035.1
OG0015315	XP_010339753.2	XP_006234067.1
OG0015316	XP_003940058.1	NP_695215.2
OG0015317	XP_039330860.1	NP_001094449.1, XP_063140024.1
OG0015318	XP_039330858.1	NP_001386276.1
OG0015319	XP_003940069.1	NP_001386275.1
OG0015320	XP_010349052.1	NP_001101296.1
OG0015321	XP_039330775.1	XP_006234002.1
OG0015322	XP_003940632.1	NP_001386410.1
OG0015323	XP_003940649.2	NP_001007744.1
OG0015324	XP_003940658.1	NP_001103355.1
OG0015325	XP_039330629.1	NP_598273.2
OG0015326	XP_010349670.1	NP_001386562.1
OG0015327	XP_003925213.1	NP_001382077.1
OG0015329	XP_003939376.1	NP_001396467.1
OG0015330	XP_003926516.1	NP_114003.2
OG0015331	XP_039328188.1	NP_001094071.1
OG0015332	XP_003932928.2	NP_036710.1
OG0015333	XP_003922827.1	NP_001257980.1
OG0015334	XP_003922714.2	NP_945323.1
OG0015335	XP_039327860.1	XP_006240840.1
OG0015336	XP_010348270.1	NP_001382635.1
OG0015337	XP_003939375.1	NP_569094.1
OG0015338	XP_039327547.1	XP_006241526.1
OG0015339	XP_003926525.2	NP_997688.1
OG0015341	XP_003926563.1	NP_001401874.1
OG0015342	XP_039327781.1	NP_001177929.1
OG0015343	XP_010335591.1	NP_001128159.1
OG0015344	XP_003927835.2	NP_001101566.1
OG0015345	XP_003927843.1	NP_076450.1
OG0015346	XP_010336799.2	NP_001004238.1
OG0015347	XP_003927857.2	NP_001414160.1
OG0015348	XP_003927860.1	NP_001129733.1
OG0015349	XP_010341663.1	NP_958829.1
OG0015350	XP_010341641.1	NP_001401901.1
OG0015351	XP_010341629.1	XP_063119703.1, NP_001101575.1
OG0015352	XP_039319234.1	XP_038935696.1, NP_001178920.1
OG0015353	XP_039319158.1	NP_001004241.1
OG0015354	XP_003932860.1	NP_001123977.1
OG0015355	XP_039319140.1	NP_001119741.1
OG0015356	XP_003932925.1	NP_112625.1
OG0015357	XP_010341789.1	NP_001386663.1
OG0015358	XP_039319227.1	XP_063120207.1
OG0015359	XP_010341799.2	XP_006242038.2
OG0015360	XP_039319128.1	XP_063134071.1
OG0015361	XP_010341844.2	NP_001387929.1
OG0015362	XP_003932348.1	NP_001178806.1
OG0015363	XP_039327871.1	NP_001102210.1
OG0015364	XP_003938127.2	XP_038940473.1
OG0015365	XP_039331589.1	XP_063136619.1
OG0015367	XP_003926810.1	NP_569098.2
OG0015368	XP_003926807.1	NP_001257548.1
OG0015369	XP_003926804.2	NP_001127935.1
OG0015370	XP_003922807.2	NP_001385477.1
OG0015371	XP_003922784.1	NP_001102565.1
OG0015372	XP_010331898.2	NP_114019.2
OG0015373	XP_003922778.3	NP_001099492.1
OG0015374	XP_010331886.2	NP_001402043.1
OG0015375	XP_003922713.1	NP_001037714.1
OG0015376	XP_003922706.1	NP_001094219.1
OG0015377	XP_003932837.2	NP_001386659.1
OG0015378	XP_039319164.1	NP_001359065.1
OG0015379	XP_039319146.1, XP_039319144.1, XP_039319145.1	XP_006242034.1, NP_062046.1
OG0015380	XP_003920693.1	NP_001102596.1
OG0015381	XP_003920616.1	NP_062080.1
OG0015382	XP_039328069.1	NP_445850.1
OG0015383	XP_003928200.2	NP_001108503.1
OG0015384	XP_003943878.1	NP_112258.2
OG0015385	XP_003920613.1	NP_001099217.1
OG0015386	XP_010331044.1	XP_006246250.1
OG0015387	XP_003943999.1	NP_787037.2
OG0015388	XP_039316584.1	NP_446091.2
OG0015389	XP_039316583.1	NP_001388485.1
OG0015390	XP_003936134.1	XP_038941309.1
OG0015391	XP_003936137.1	NP_001401208.1
OG0015392	XP_003936140.1	NP_001009703.1
OG0015393	XP_003920731.1	NP_434696.1
OG0015394	XP_003920705.1	NP_001099605.2
OG0015395	XP_010337420.2	NP_001014264.2
OG0015396	XP_003920679.2	XP_225912.2
OG0015397	XP_039323602.1, XP_039323634.1	XP_006246429.1
OG0015398	XP_010337085.1	NP_001380270.1
OG0015399	XP_003920637.1	NP_001100469.1
OG0015400	XP_039323382.1	NP_001414359.1
OG0015401	XP_003920622.1	NP_001385655.1
OG0015402	XP_010336924.1	NP_001401321.1
OG0015403	XP_039325469.1	NP_001387712.1
OG0015404	XP_039326475.1	NP_001099625.1
OG0015405	XP_003933993.1	XP_063133293.1
OG0015406	XP_003933989.1	XP_038953052.1, NP_001041512.1
OG0015407	XP_003933988.1	NP_036683.2
OG0015408	XP_003933981.1	NP_001102939.1
OG0015409	XP_003928221.1	NP_001402873.1
OG0015410	XP_010343916.1, XP_003928195.1	NP_001013230.1
OG0015411	XP_010337036.1	NP_001100136.1
OG0015412	XP_003928185.1	NP_446425.1
OG0015413	XP_039330998.1	NP_001101415.1
OG0015414	XP_039330846.1	NP_001402884.1
OG0015415	XP_003939767.1	NP_001099207.1
OG0015416	XP_003939789.1	XP_063144220.1, NP_001382679.1
OG0015417	XP_003939792.1	NP_113891.2
OG0015418	XP_010330009.1	NP_001402881.1
OG0015419	XP_003943867.1	NP_001406468.1
OG0015420	XP_010330003.2	XP_038966909.1
OG0015421	XP_003943854.2	NP_113766.1
OG0015422	XP_003943842.1	NP_001013109.2
OG0015423	XP_010329987.1	NP_001019515.1
OG0015424	XP_003943833.1	NP_001385982.1
OG0015425	XP_039330956.1	NP_001386561.1
OG0015426	XP_003943831.1	NP_001005904.1
OG0015427	XP_003940103.1	NP_001107226.1
OG0015428	XP_003940110.1	NP_001101406.2
OG0015429	XP_003940156.2	NP_001414327.1
OG0015430	XP_003940115.1	NP_001014785.1
OG0015431	XP_003940118.2	XP_006238097.1
OG0015432	XP_003940122.2	NP_001100125.2
OG0015433	XP_003940128.1	NP_001094005.1
OG0015434	XP_003940130.1	NP_001094180.1
OG0015435	XP_039330952.1	XP_008761944.1
OG0015436	XP_039331025.1	XP_038966499.1
OG0015437	XP_003925292.3	NP_001387868.1
OG0015438	XP_039330818.1	XP_056841526.1
OG0015439	XP_010334264.2	XP_038966970.1
OG0015440	XP_039330644.1	NP_001100129.1
OG0015441	XP_003925248.1	NP_001100130.1
OG0015442	XP_003925232.3	NP_001101410.1
OG0015444	XP_003923056.3	NP_001400550.1
OG0015445	XP_010332286.2	XP_017452249.2
OG0015446	XP_003944694.1	NP_997673.1
OG0015447	XP_003944711.2	NP_997699.2
OG0015448	XP_010330930.1	NP_997670.1
OG0015449	XP_003944680.2	NP_001386440.1
OG0015450	XP_003944682.2	NP_001159739.1
OG0015451	XP_010330582.1	XP_006256140.1, NP_072156.2
OG0015452	XP_039322534.1	XP_006256144.1
OG0015453	XP_003944379.2	NP_113710.2
OG0015454	XP_039322349.1	NP_001013215.2
OG0015455	XP_003944361.1	NP_001102495.1
OG0015456	XP_039323699.1	XP_038954854.1, NP_001002827.1
OG0015457	XP_010330531.1	NP_001003974.1
OG0015458	XP_039321239.1	NP_851606.3
OG0015459	XP_003923203.1	NP_001101998.1
OG0015460	XP_003923222.2	XP_002728967.3
OG0015461	XP_039323616.1	NP_001020230.1
OG0015462	XP_003923276.1	NP_001103018.1
OG0015463	XP_039322476.1	NP_001012175.1
OG0015464	XP_003923304.1	NP_001100353.1
OG0015465	XP_039323422.1	XP_038939744.1
OG0015466	XP_003923053.1	NP_001101670.1
OG0015467	XP_003923059.1	NP_058780.1
OG0015468	XP_003923097.1	NP_001008331.1
OG0015469	XP_003923084.1	NP_001102259.2
OG0015470	XP_003923112.2	NP_954542.1
OG0015471	XP_003923157.1	XP_038939117.1
OG0015472	XP_003926421.1	NP_001101638.1
OG0015473	XP_003926409.1	NP_579852.1
OG0015474	XP_003926366.1	NP_001386689.1
OG0015475	XP_003923312.1	NP_001178725.1
OG0015476	XP_003923311.1	XP_006243522.1
OG0015477	XP_010332134.2	NP_036732.3
OG0015478	XP_003923010.1	NP_001101643.1
OG0015479	XP_003923009.1	NP_001382580.1
OG0015480	XP_003923003.2	XP_575796.2
OG0015481	XP_010332094.1	NP_001100111.1
OG0015482	XP_003945270.1	XP_008761841.1, NP_001398784.1
OG0015483	XP_003922968.1	NP_942078.1
OG0015484	XP_039323534.1	NP_742082.2
OG0015485	XP_003936016.1	NP_001101104.1
OG0015486	XP_003943486.1	NP_001399488.1
OG0015487	XP_039323888.1, XP_039316433.1	NP_113826.1
OG0015488	XP_003945348.2	NP_001100307.1
OG0015489	XP_039322157.1	XP_063135710.1
OG0015490	XP_003942072.1	NP_001385911.1
OG0015491	XP_003933688.1	NP_001008555.2
OG0015492	XP_003942165.2	NP_001124017.2
OG0015493	XP_003942163.3	NP_001124024.1, XP_063119660.1
OG0015494	XP_039320537.1	NP_001004240.1
OG0015495	XP_039324248.1	NP_001414175.1
OG0015496	XP_003941015.2	NP_001178864.1, XP_038948214.1
OG0015497	XP_003931976.2	NP_037032.1
OG0015498	XP_003943076.1	NP_001012117.2
OG0015499	XP_039320589.1	XP_063120681.1
OG0015500	XP_003945259.1	NP_001167029.1
OG0015501	XP_003938647.1	NP_787038.1
OG0015502	XP_003933160.1	NP_001386616.1
OG0015503	XP_003933159.1	NP_001124012.1
OG0015504	XP_003933154.2	NP_110495.1
OG0015505	XP_003933149.1	NP_001006986.1
OG0015506	XP_003933144.1	NP_001014224.1
OG0015507	XP_003933783.1	NP_598205.2
OG0015508	XP_003933735.1	XP_006241775.1
OG0015509	XP_039320591.1	NP_001381953.1
OG0015510	XP_003942157.3	NP_001119740.1
OG0015511	XP_039320836.1	NP_001123981.2
OG0015512	XP_003942110.2	NP_775453.1, XP_063119153.1
OG0015513	XP_039320680.1	NP_001007752.1
OG0015515	XP_010329119.2	NP_434692.2
OG0015516	XP_039324015.1	NP_114011.1
OG0015517	XP_003941018.1	NP_001102557.1
OG0015518	XP_039324020.1	XP_063129411.1, NP_001414735.1
OG0015519	XP_003933678.1	NP_001002830.1
OG0015520	XP_010342461.1	XP_006250944.1
OG0015521	XP_010342439.1	XP_038947805.1
OG0015522	XP_003933648.3	NP_997624.2, XP_017454588.1
OG0015523	XP_039324191.1	XP_063128974.1, NP_001013066.1
OG0015524	XP_039323942.1	NP_001102330.1
OG0015526	XP_003931980.2	NP_001012036.1
OG0015527	XP_039324005.1	NP_001388542.1
OG0015528	XP_003932152.1, XP_003932015.1	NP_071550.2
OG0015529	XP_003932155.3	NP_067721.1
OG0015530	XP_039320450.1	XP_063120318.1, NP_001123980.1
OG0015531	XP_003933750.1	XP_038936140.1
OG0015532	XP_003921059.1	NP_112277.2
OG0015533	XP_003938733.1	NP_001102450.1
OG0015534	XP_003935206.2	NP_001178901.1
OG0015535	XP_003935237.1	NP_001102707.1
OG0015536	XP_039320261.1	NP_001178570.1, XP_038941874.1
OG0015537	XP_003921047.1	NP_058694.2
OG0015538	XP_003921053.1	NP_001165598.1
OG0015539	XP_010341441.1	XP_038964979.1
OG0015540	XP_003921061.1	NP_001386094.1
OG0015541	XP_003921077.1	NP_476549.1
OG0015542	XP_003921079.1	NP_001094250.1
OG0015543	XP_003921081.1	NP_001094434.1
OG0015544	XP_003921228.1	XP_008760952.2
OG0015545	XP_039328963.1	NP_067089.2
OG0015546	XP_010343536.1	NP_037073.1
OG0015547	XP_039328713.1	XP_216085.3
OG0015548	XP_039328921.1	NP_001388975.1
OG0015549	XP_010343773.1	NP_001388426.1
OG0015550	XP_003921275.1	NP_446003.2
OG0015551	XP_003921286.1	NP_037075.1
OG0015552	XP_003921287.1	NP_001399494.1
OG0015553	XP_039328775.1	XP_006236166.1
OG0015554	XP_010347628.1	XP_008762871.2, NP_062177.2
OG0015555	XP_003938717.1	XP_038969102.1
OG0015556	XP_003938718.1	NP_714959.2
OG0015557	XP_003938721.1	NP_001013262.1
OG0015558	XP_003938726.2	NP_037281.3
OG0015559	XP_039328930.1	XP_017449799.1
OG0015560	XP_039328774.1	XP_006240775.1
OG0015561	XP_010343971.2	NP_001382072.1
OG0015562	XP_003935163.1	NP_001012187.1
OG0015563	XP_039328980.1	NP_001291976.1
OG0015564	XP_003935254.3	NP_077326.1
OG0015565	XP_003935202.1	NP_001178016.1
OG0015566	XP_010344000.1	NP_001388797.1
OG0015567	XP_039328727.1	NP_001123350.1
OG0015568	XP_003935205.2	NP_001258284.1
OG0015569	XP_003935213.2	NP_001029182.1
OG0015570	XP_039328488.1	NP_001385659.1
OG0015571	XP_010344021.1	XP_038964608.1
OG0015572	XP_003921121.1	NP_001102691.1
OG0015573	XP_003921104.1	NP_446147.1
OG0015574	XP_003921102.1	NP_570106.1
OG0015575	XP_003921086.1	NP_001178011.1
OG0015577	XP_010345850.1	NP_001385984.1
OG0015578	XP_039329815.1	NP_001178693.1
OG0015579	XP_010347650.2	NP_001386132.1
OG0015580	XP_003936969.1	XP_001066317.1
OG0015582	XP_010344617.2	NP_001000838.1
OG0015583	XP_003927898.1	NP_037053.1
OG0015584	XP_003927997.1	NP_071563.1
OG0015585	XP_010344580.1	XP_002728241.3
OG0015586	XP_003937022.1	XP_008762278.1, NP_001128099.2
OG0015587	XP_003937021.2	NP_001101439.1
OG0015588	XP_003937032.1	XP_056841533.1
OG0015589	XP_039330018.1	NP_001386143.1, XP_038967150.1
OG0015590	XP_003937074.1	XP_006238860.1, NP_001094008.1
OG0015591	XP_039329606.1	NP_001102148.1
OG0015592	XP_010345884.1	NP_001026817.1
OG0015593	XP_003937566.1	NP_058980.1
OG0015594	XP_003937570.1	XP_017448892.1
OG0015595	XP_003937293.1	NP_001104280.1, XP_006255417.1
OG0015596	XP_003921598.1	NP_001100144.1
OG0015597	XP_003921602.1	NP_001100142.1
OG0015598	XP_039329550.1	NP_001094310.1
OG0015600	XP_003936935.1	NP_001009480.1
OG0015601	XP_003936960.1	NP_001014090.1
OG0015602	XP_003936951.1	NP_001386141.1
OG0015603	XP_003936965.2	XP_006238694.1
OG0015604	XP_039330395.1	NP_001100151.1
OG0015605	XP_003936998.1	XP_006238806.1, NP_001414527.1
OG0015606	XP_010345771.1	XP_006238809.1, NP_001385769.1
OG0015607	XP_003935835.1	NP_001013149.1
OG0015608	XP_003935842.1	NP_001014255.1
OG0015609	XP_039318892.1	XP_008768779.1, NP_001012209.1
OG0015610	XP_010333382.1	NP_775446.2
OG0015611	XP_039328149.1	NP_058876.2
OG0015612	XP_003927882.1	NP_037304.1
OG0015613	XP_003927884.1	NP_001395850.1
OG0015614	XP_003927914.1	NP_446335.1
OG0015615	XP_003929636.1	NP_001025202.1
OG0015616	XP_039328114.1	NP_714947.1
OG0015617	XP_003928057.2	NP_001178629.1
OG0015618	XP_010336911.2	XP_006232845.1
OG0015619	XP_003928021.1	NP_001388824.1
OG0015620	XP_003928008.1	NP_068525.1
OG0015621	XP_003928007.2	NP_064456.2
OG0015622	XP_010336874.1	NP_071798.1
OG0015623	XP_010336850.1	XP_063137876.1
OG0015624	XP_039335127.1	NP_037260.2
OG0015625	XP_003938764.1	NP_001102580.1
OG0015626	XP_039328242.1	NP_001128359.1
OG0015627	XP_010336873.2	NP_001414104.1
OG0015628	XP_003944236.1	NP_001032615.1
OG0015630	XP_003929939.1	NP_001032883.1
OG0015631	XP_003942426.1	NP_476532.2
OG0015632	XP_003942443.1	NP_001102925.1
OG0015633	XP_003935596.1	NP_001028234.1
OG0015634	XP_003929834.1	NP_001102699.1
OG0015635	XP_003929827.1	NP_001019857.1
OG0015636	XP_039328817.1	NP_001120770.2
OG0015637	XP_003930831.1	NP_001401918.1
OG0015638	XP_003930829.1	NP_001257778.1
OG0015639	XP_003930824.1	NP_059024.1
OG0015640	XP_039328924.1	XP_038964586.1
OG0015641	XP_010338759.1, XP_003929898.1, XP_010338758.1	NP_001011968.1
OG0015643	XP_039328633.1	XP_017447990.1, NP_074041.2
OG0015644	XP_039328964.1	NP_001102684.1
OG0015645	XP_039319265.1	NP_001008341.1
OG0015646	XP_010328540.1	XP_038950499.1
OG0015647	XP_003942448.1	NP_001108515.1
OG0015648	XP_003942454.1	XP_006253383.1, NP_064699.1
OG0015649	XP_003938169.1	NP_001020301.1
OG0015650	XP_003938162.2	NP_001178484.1
OG0015651	XP_039319273.1	NP_001102895.1
OG0015652	XP_003938149.1	NP_001014024.1
OG0015653	XP_039317066.1	XP_063131937.1
OG0015654	XP_003933877.1	NP_446102.2
OG0015655	XP_039324343.1	XP_224863.6
OG0015656	XP_003933913.1	NP_001386342.1
OG0015657	XP_039324542.1	XP_008769471.1
OG0015658	XP_003940756.2	NP_001162612.1, XP_038950523.2
OG0015659	XP_003929862.2	NP_001000852.1
OG0015660	XP_039328797.1	XP_231616.5
OG0015661	XP_039336524.1	NP_001162575.1
OG0015662	XP_039335359.1	NP_612514.2
OG0015663	XP_010327981.2	XP_056841251.1
OG0015664	XP_039336060.1	NP_001182736.1, XP_038968640.1
OG0015665	XP_003935275.1	XP_006239950.1, NP_001011982.1
OG0015666	XP_003935278.1	NP_001385619.1
OG0015667	XP_010344083.1	NP_001127996.1
OG0015668	XP_010344092.2	XP_063118680.1
OG0015669	XP_039336268.1	NP_001178803.1
OG0015670	XP_010350636.1	NP_001164179.1
OG0015671	XP_003941605.1	NP_001013235.1
OG0015672	XP_010350630.1	XP_017449734.1, NP_001013260.1
OG0015673	XP_039330499.1	XP_038967625.1, NP_446402.1
OG0015674	XP_003941597.1	NP_671742.1
OG0015675	XP_003941603.1	NP_001012110.1
OG0015676	XP_003941571.2	NP_001032880.2
OG0015677	XP_039331259.1	NP_001164067.1
OG0015678	XP_003926868.1	NP_001014095.1
OG0015679	XP_003926944.2	NP_446052.2
OG0015680	XP_039333764.1	XP_233805.5
OG0015681	XP_039331237.1	NP_001094186.1
OG0015682	XP_003941311.1	NP_001032855.2
OG0015683	XP_003941312.1	NP_001008766.1
OG0015684	XP_039317468.1	NP_741985.1
OG0015685	XP_003942542.1	NP_113961.2
OG0015686	XP_003942581.1	NP_113960.2
OG0015687	XP_039316775.1	NP_113944.1
OG0015688	XP_039333035.1	XP_063141531.1, NP_620195.1
OG0015689	XP_003922592.1	NP_001100068.1
OG0015690	XP_003922630.1	NP_001102714.1
OG0015691	XP_003922631.1	NP_113937.2
OG0015692	XP_003922634.1	XP_063142593.1, NP_001041698.1
OG0015693	XP_010331722.1	NP_001102105.1
OG0015694	XP_003922658.1	NP_001101340.1
OG0015695	XP_039316139.1	NP_001414509.1
OG0015696	XP_039318910.1	NP_001099928.1
OG0015697	XP_010342358.1	NP_001012182.1
OG0015698	XP_039316798.1	NP_072111.1
OG0015699	XP_003933569.2	NP_036962.2
OG0015700	XP_003944836.1	NP_001020857.1
OG0015701	XP_039315774.1	NP_001101174.2
OG0015702	XP_003944444.1	NP_001102810.1
OG0015703	XP_039315857.1	XP_063138808.1
OG0015704	XP_003944430.1	NP_001020855.1, XP_038958305.1
OG0015705	XP_003944426.1	NP_001008767.1
OG0015706	XP_003942029.2	NP_001011951.1
OG0015707	XP_003941984.2	NP_113817.2
OG0015708	XP_003941972.1	NP_001102660.1, XP_008759544.1
OG0015709	XP_010342334.1	NP_001007640.1
OG0015710	XP_003933516.1	NP_001178777.1
OG0015711	XP_003935325.2	NP_001382499.1
OG0015712	XP_010327975.1, XP_003941956.1	NP_001386619.1
OG0015713	XP_039326216.1	XP_063136213.1, NP_113691.1
OG0015714	XP_003941250.1	NP_001388609.1
