Orthogroup	Saimiri_boliviensis_boliviensis	Echinops_telfairi
OG0014483	XP_039319881.1	XP_045149577.1
OG0014485	XP_003941907.1	XP_045154274.1
OG0014486	XP_003931795.2	XP_045155612.1
OG0014487	XP_039331962.1, XP_003929887.1	XP_045155884.1
OG0014508	XP_003942572.1	XP_030744339.1
OG0014509	XP_039335886.1	XP_004711937.1
OG0014510	XP_010336348.1	XP_004712250.1
OG0014511	XP_003928286.1	XP_004704460.2
OG0014512	XP_039332684.1	XP_004709384.1
OG0014513	XP_003940784.1	XP_004713426.1
OG0014514	XP_003927634.2	XP_045140404.1
OG0014515	XP_003924103.1	XP_004714619.1
OG0014516	XP_003937365.1	XP_004704775.1
OG0014517	XP_003921448.1	XP_004699379.1
OG0014518	XP_003940551.1	XP_004697783.1
OG0014519	XP_003924112.1	XP_004717790.1
OG0014520	XP_003928073.1	NP_001268234.1
OG0014521	XP_003936693.1	XP_004715232.1
OG0014522	XP_003919931.1	XP_030741687.1
OG0014523	XP_010344022.1	XP_045144750.1
OG0014524	XP_003935713.2	XP_045145304.1
OG0014525	XP_003926592.1	XP_004700854.1
OG0014526	XP_003943958.1	XP_004717611.1
OG0014527	XP_003921263.1	XP_004702721.1
OG0014528	XP_039334488.1	XP_045145753.1
OG0014529	XP_003926606.1	XP_030740975.1
OG0014530	XP_010330583.1	XP_004711752.1
OG0014531	XP_003940926.1	XP_004711990.1
OG0014532	XP_003928154.1	XP_045153891.1
OG0014533	XP_003934806.1	XP_004696818.1
OG0014534	XP_003934961.1	XP_004705436.2
OG0014535	XP_003936286.1	XP_004711900.1
OG0014536	XP_039325075.1	XP_004698789.1
OG0014537	XP_003931773.1	XP_004709194.1
OG0014540	XP_003927367.1	XP_004712525.1
OG0014541	XP_003942984.2	XP_004717004.1
OG0014542	XP_003926208.1	XP_004702435.1
OG0014543	XP_010345851.2	XP_004704995.1
OG0014544	XP_003932045.1	XP_004703264.1
OG0014545	XP_039329417.1	XP_004699657.1
OG0014546	XP_010329230.1	XP_030743359.2
OG0014547	XP_010328985.1	XP_004707191.1
OG0014548	XP_003927546.1	XP_004706360.1
OG0014549	XP_003926385.1	XP_004696373.1
OG0014550	XP_003940298.1	XP_004710439.1
OG0014551	XP_003919822.1	XP_004717129.1
OG0014552	XP_003929287.1	XP_004709242.1
OG0014553	XP_003944406.1	XP_004711748.1
OG0014554	XP_003923403.1	XP_004717102.1
OG0014555	XP_039329013.1	XP_045144861.1
OG0014556	XP_039324182.1	XP_045145429.1
OG0014557	XP_003939708.1	XP_004705553.1
OG0014560	XP_010334436.2	XP_012861150.1
OG0014561	XP_003929750.1	XP_045141667.1
OG0014562	XP_010338353.2	XP_004703389.1
OG0014563	XP_003934063.2	XP_004696782.1
OG0014564	XP_039323886.1	XP_045148903.1
OG0014565	XP_010341154.1	XP_045152631.1
OG0014566	XP_003931750.1	XP_045155442.1
OG0014567	XP_003926075.1	XP_004703079.1
OG0014568	XP_003927618.1	XP_004696961.1
OG0014569	XP_003931496.1	XP_004706967.1
OG0014570	XP_039328564.1	XP_045144836.1
OG0014571	XP_003923425.1	XP_004717530.1
OG0014573	XP_003931748.2	XP_004709328.1
OG0014574	XP_003940909.1	XP_004697605.1
OG0014575	XP_003933805.2	XP_004701992.1
OG0014576	XP_039335995.1	XP_045155221.1
OG0014578	XP_039316927.1	XP_004707796.1
OG0014579	XP_003928287.1	XP_004704353.1
OG0014580	XP_010333226.2	XP_045146607.1
OG0014581	XP_003940591.3, XP_039335994.1	XP_012863996.3
OG0014582	XP_003945186.2	XP_045143008.1
OG0014583	XP_039318491.1	XP_012863787.1
OG0014584	XP_010345467.2	XP_004718123.2
OG0014585	XP_039323215.1	XP_045150474.1
OG0014586	XP_003940633.2	XP_004713338.1
OG0014587	XP_039316131.1	NP_001277387.1
OG0014588	XP_003942897.1	XP_004707176.1
OG0014589	XP_003932823.2	XP_012859583.3
OG0014590	XP_003924503.1	XP_012859180.2
OG0014591	XP_039320482.1	XP_004697542.1
OG0014592	XP_003932199.1	XP_004709781.1
OG0014593	XP_003929833.1	XP_004714075.1
OG0014594	XP_003932549.1	XP_004698473.1
OG0014595	XP_003920879.1	XP_004703726.2
OG0014596	XP_003923273.1	XP_004710798.1
OG0014597	XP_039330034.1	XP_004704973.2
OG0014598	XP_003941651.3	XP_030740867.1
OG0014599	XP_003923160.1	XP_030742741.1
OG0014600	XP_003919972.1	XP_004711663.1
OG0014601	XP_003941713.3	XP_004712291.2
OG0014602	XP_003921113.1	XP_004702626.1
OG0014603	XP_003940465.1	XP_012862149.1
OG0014605	XP_003931117.1	XP_004710135.1
OG0014606	XP_003929851.1	XP_004714052.1
OG0014607	XP_003935129.1	XP_045149119.1
OG0014608	XP_003932663.1	XP_004717200.1
OG0014609	XP_003926646.1	XP_004700047.1
OG0014610	XP_003937036.1	XP_004704981.1
OG0014611	XP_010344497.1	XP_004712785.1
OG0014613	XP_003929577.2	XP_012860311.2
OG0014614	XP_003926437.1	XP_004696615.2
OG0014615	XP_010348727.1	XP_004712416.1
OG0014616	XP_010339512.1	XP_012862230.1
OG0014617	XP_003942789.1	XP_004707244.1
OG0014619	XP_003935342.2	XP_004696919.1
OG0014620	XP_039329429.1	XP_004705482.1
OG0014621	XP_003940692.2	XP_004716520.1
OG0014622	XP_039329252.1	XP_004715203.1
OG0014623	XP_003933919.1	XP_004696183.1
OG0014624	XP_039327471.1	XP_004713692.1
OG0014625	XP_003941054.1	XP_004698261.1
OG0014626	XP_003932305.1	XP_030743325.2
OG0014627	XP_039331834.1	XP_045155797.1
OG0014628	XP_003933830.1	XP_012859936.1
OG0014629	XP_003930689.3	XP_004716062.1
OG0014631	XP_003941585.1	XP_045143002.1
OG0014632	XP_003940025.1	XP_004704640.1
OG0014634	XP_003928151.1	XP_004706804.1
OG0014635	XP_003930581.1	XP_004698639.1
OG0014636	XP_003924363.1	XP_004698958.1
OG0014637	XP_039325046.1	NP_001276970.1
OG0014638	XP_003927982.1	XP_004708794.1
OG0014639	XP_003941337.1	XP_030744340.1
OG0014640	XP_003940405.1	XP_004710431.1
OG0014641	XP_003923174.1	XP_030742064.2
OG0014642	XP_003939378.1	XP_004700606.1
OG0014643	XP_010342547.2	XP_004697452.1
OG0014644	XP_003942228.1	XP_004717444.1
OG0014645	XP_003922469.1	XP_045147555.1
OG0014646	XP_003937945.1	XP_004714786.1
OG0014647	XP_003926507.1	XP_045148127.1
OG0014648	XP_003937959.1	XP_045154304.1
OG0014649	XP_039321514.1	XP_004714462.1
OG0014650	XP_003924450.1	XP_004698687.1
OG0014651	XP_010348149.2	XP_004711414.1
OG0014652	XP_010348152.2	XP_004711508.3
OG0014653	XP_003939233.2	XP_004711417.1
OG0014654	XP_010328957.1	XP_012861312.1
OG0014655	XP_003942857.1	XP_004707199.1
OG0014656	XP_010344357.1	XP_045142342.1
OG0014657	XP_039329940.1	XP_045149165.1, XP_004704645.1
OG0014659	XP_010350760.2	XP_004715598.1
OG0014660	XP_003923392.1	XP_004717180.1
OG0014661	XP_010332518.1	XP_004717181.1
OG0014662	XP_003937943.1	XP_004714785.1
OG0014663	XP_003923880.1	XP_004717567.1
OG0014664	XP_039327279.1	XP_045146480.1
OG0014665	XP_003923426.1	XP_004717573.1
OG0014669	XP_039321678.1	XP_004704762.1
OG0014670	XP_039319744.1, XP_039319743.1	XP_045151992.1
OG0014671	XP_003924932.1	XP_004704002.1
OG0014672	XP_003932534.2	XP_004702037.2
OG0014673	XP_003938239.1	XP_004714647.1
OG0014674	XP_010330428.1	XP_012862156.1, XP_030743536.1
OG0014675	XP_003944559.1	XP_004710424.1
OG0014676	XP_039319554.1	XP_045152210.1
OG0014677	XP_039319701.1	XP_045152077.1
OG0014678	XP_003926147.3	XP_004715990.1
OG0014679	XP_010335172.2	XP_012860217.1
OG0014680	XP_010335048.2	XP_045152004.1
OG0014681	XP_003926095.1	XP_004703063.1
OG0014682	XP_003926168.3	XP_004703164.3
OG0014683	XP_003926111.2	XP_004703052.2
OG0014684	XP_003932508.1	XP_004702038.1
OG0014685	XP_003932510.2	XP_004702214.2
OG0014686	XP_039323361.1	XP_045150657.1
OG0014687	XP_039323882.1	XP_045150528.1
OG0014688	XP_039323757.1	XP_030742709.2
OG0014689	XP_039323367.1	XP_004702029.1
OG0014690	XP_003926909.1	XP_004702025.1
OG0014691	XP_003926907.1	XP_045150516.1
OG0014692	XP_003926953.2	XP_045150431.1
OG0014694	XP_039323858.1	XP_004702176.1
OG0014695	XP_003933794.1	XP_004702002.1
OG0014697	XP_003933809.1	XP_004701991.1
OG0014698	XP_003938687.2	XP_004702258.1
OG0014699	XP_003938686.1	XP_004702071.2
OG0014700	XP_039324758.1, XP_039323545.1	XP_045150234.1
OG0014701	XP_003938667.1	XP_012859941.2
OG0014702	XP_010341254.2	XP_045150559.1
OG0014703	XP_003932437.1	XP_045150282.1
OG0014704	XP_003932453.1	XP_030742590.1
OG0014705	XP_003926386.1	XP_004714645.1
OG0014706	XP_010349011.2	XP_030743767.1
OG0014707	XP_039330936.1	XP_045144395.1
OG0014708	XP_039317440.1	XP_045144462.1
OG0014709	XP_003935678.1	XP_004713868.1
OG0014710	XP_039317373.1	XP_004714604.1
OG0014711	XP_003935718.1	XP_004714515.1
OG0014712	XP_039330876.1	XP_004713977.2
OG0014713	XP_039331009.1	XP_004717791.1
OG0014714	XP_039322317.1	XP_030742251.1
OG0014715	XP_039322876.1	XP_030742074.1
OG0014717	XP_010330989.2	XP_004715773.2
OG0014718	XP_039321706.1	XP_004715769.1
OG0014719	XP_010330985.2	XP_012863458.1
OG0014720	XP_010330267.1	XP_045148380.1
OG0014721	XP_039322947.1	XP_004715739.1
OG0014722	XP_010330272.1	XP_004715691.2
OG0014723	XP_039321567.1	XP_045148330.1
OG0014724	XP_003944128.1	XP_012863442.1
OG0014725	XP_039322323.1	XP_004710518.2
OG0014726	XP_039316900.1	XP_004715476.2
OG0014727	XP_010349419.1	XP_045148554.1
OG0014730	XP_039322791.1	XP_045148567.1
OG0014731	XP_039322234.1	XP_045148756.1
OG0014732	XP_003940381.1	XP_045148575.1
OG0014733	XP_039322846.1	XP_045148578.1
OG0014734	XP_003940369.1	XP_004710472.1
OG0014735	XP_003940342.1	XP_045148590.1
OG0014736	XP_003940499.1	XP_045148718.1
OG0014737	XP_039322818.1	XP_030742029.1
OG0014738	XP_003940331.1	XP_004710456.1
OG0014739	XP_039322447.1	XP_004710451.1
OG0014740	XP_039322446.1	XP_012862084.1
OG0014741	XP_003940319.2	XP_004710449.1
OG0014742	XP_003940315.1	XP_045148597.1
OG0014743	XP_039322677.1	XP_004717978.1
OG0014744	XP_003940311.1	XP_004710447.1
OG0014745	XP_010349281.1	XP_045148604.1
OG0014746	XP_010349265.1	XP_012862072.2
OG0014747	XP_039322459.1	XP_045148608.1
OG0014748	XP_039322979.1	XP_045148614.1
OG0014749	XP_039322071.1	XP_045148628.1
OG0014750	XP_039322072.1	XP_030742265.1
OG0014751	XP_003943242.1	XP_004710409.1
OG0014752	XP_003943218.1	XP_004710393.1
OG0014753	XP_039322271.1	XP_004710553.1
OG0014754	XP_003943201.1	XP_004710381.1
OG0014755	XP_003943191.3	XP_004710377.1
OG0014756	XP_003943171.2	XP_045148520.1
OG0014757	XP_039322729.1	XP_004715819.1
OG0014758	XP_003937500.3	XP_004715825.1
OG0014759	XP_010346288.1	XP_045148810.1
OG0014760	XP_003937443.1	XP_004715871.1
OG0014761	XP_003937436.2	XP_045148969.1
OG0014762	XP_003937435.1	XP_045148847.1
OG0014763	XP_010346246.1	XP_045148741.1
OG0014764	XP_039322635.1	XP_004715850.1
OG0014765	XP_010346192.2	XP_045148413.1
OG0014766	XP_003937381.1	XP_004715882.1
OG0014767	XP_003937369.1	XP_004704971.1
OG0014768	XP_003937362.2	XP_012860656.1
OG0014769	XP_010342814.1	XP_004697123.1
OG0014770	XP_003925903.2	XP_004703771.1
OG0014771	XP_039334925.1	XP_004710945.1
OG0014772	XP_003939106.1	XP_004712673.1
OG0014773	XP_003934017.1	XP_004696755.1
OG0014774	XP_010343807.1	XP_004705193.1
OG0014776	XP_003930720.1	XP_004716157.1
OG0014777	XP_003930684.1	XP_004712694.1
OG0014778	XP_003930682.1	XP_004712697.2
OG0014779	XP_039334515.1	XP_045141577.1
OG0014780	XP_039334904.1	XP_045141573.1
OG0014782	XP_039334454.1	XP_045141550.1
OG0014783	XP_003939080.2	XP_045141519.1
OG0014784	XP_003939098.1	XP_045141525.1
OG0014785	XP_039334556.1	XP_004702358.1
OG0014786	XP_039334567.1	XP_045145941.1
OG0014787	XP_003933968.1	XP_004697077.1
OG0014788	XP_010342772.1	XP_045140729.1
OG0014789	XP_010342747.1	XP_004696728.1
OG0014790	XP_010342744.1	XP_004696730.1
OG0014791	XP_003920561.2	XP_004697091.1
OG0014792	XP_010336542.1	XP_004696738.1
OG0014794	XP_039331854.1	XP_004696754.2
OG0014795	XP_003925897.1	XP_004703672.1
OG0014796	XP_003925902.1	XP_004703674.1
OG0014797	XP_003925882.1	XP_004703658.1
OG0014798	XP_039330545.1	XP_004703654.1
OG0014799	XP_039323597.1	XP_004703643.1
OG0014800	XP_003925860.1	XP_004703641.1
OG0014801	XP_003925854.1	XP_045141046.1
OG0014802	XP_003925850.2	XP_004703635.1
OG0014803	XP_010334875.1	XP_045141061.1
OG0014804	XP_003925827.1	XP_045141076.1
OG0014805	XP_003943551.1	XP_004704694.1
OG0014806	XP_003943550.1	XP_004704695.1
OG0014807	XP_003943548.1	XP_004704696.1
OG0014808	XP_003943531.1	XP_045149831.1
OG0014809	XP_003937328.2	XP_004704720.1
OG0014810	XP_010346143.1	XP_045149541.1
OG0014811	XP_003937310.1	XP_045149742.1
OG0014812	XP_003937338.3	XP_004704743.1
OG0014813	XP_039331803.1	XP_004704747.1
OG0014814	XP_003937295.1	XP_004704755.1
OG0014815	XP_003937594.1	XP_045154672.1
OG0014816	XP_003937599.1	XP_045154992.1
OG0014817	XP_003937602.1	XP_004705058.1
OG0014818	XP_010346439.1	XP_045155206.1
OG0014820	XP_003937624.1	XP_030743855.2
OG0014821	XP_003937625.2	XP_004705075.1
OG0014822	XP_003937641.1	XP_004705086.1
OG0014823	XP_003944628.1	XP_004705379.4
OG0014824	XP_039329833.1	XP_045155000.1
OG0014825	XP_003921332.1	XP_004705117.1
OG0014826	XP_003921314.1	XP_004705128.1
OG0014827	XP_003921312.1	XP_045155073.1
OG0014828	XP_010344117.1	XP_045155076.1
OG0014829	XP_003934871.1	XP_004705145.1
OG0014830	XP_003934876.1	XP_012860836.2
OG0014831	XP_010343736.1	XP_004705155.2
OG0014832	XP_003934906.2	XP_004705412.1
OG0014833	XP_039329680.1	XP_045154709.1
OG0014834	XP_039329735.1	XP_045154698.1
OG0014835	XP_039330033.1	XP_004705191.1
OG0014836	XP_003934976.1	XP_045155105.1
OG0014837	XP_003934978.1	XP_045155129.1
OG0014838	XP_003934999.1	XP_004705207.1
OG0014839	XP_003935008.2	XP_004705457.1
OG0014840	XP_003935017.1	XP_012860849.2
OG0014841	XP_010343857.2	XP_004705219.1
OG0014842	XP_010344804.1	XP_004705228.1
OG0014844	XP_003936080.1	XP_004705234.1
OG0014845	XP_039330356.1	XP_004705491.1
OG0014846	XP_039334781.1	XP_012863573.1
OG0014847	XP_003927510.1	XP_012861383.1
OG0014848	XP_003920766.1	XP_012861115.1
OG0014849	XP_003920772.1	XP_004706653.1
OG0014850	XP_003920778.2	XP_004703531.1
OG0014851	XP_003920777.1	XP_004703530.1
OG0014852	XP_003920789.1	XP_045141129.1
OG0014854	XP_003920815.2	XP_004703546.1
OG0014855	XP_003920830.1	XP_045141269.1
OG0014856	XP_003920862.1	XP_004703578.1
OG0014857	XP_003922684.1	XP_012859363.3
OG0014858	XP_039336016.1	XP_004709946.2
OG0014859	XP_039335858.1	XP_004709923.2
OG0014860	XP_039335899.1	XP_045152415.1
OG0014861	XP_010347796.1	XP_004708148.1
OG0014862	XP_039335988.1	XP_030740329.1
OG0014863	XP_003921727.1	XP_004708252.1
OG0014864	XP_003921729.1	XP_004708135.1
OG0014865	XP_039324687.1	XP_004699773.2
OG0014866	XP_039324973.1	XP_004699771.1
OG0014867	XP_003934687.1	XP_045145400.1
OG0014868	XP_003934685.1	XP_004715122.3
OG0014869	XP_003934684.1	XP_004715155.1
OG0014870	XP_039324522.1	XP_004715158.1
OG0014871	XP_039324435.1	XP_004715163.3
OG0014872	XP_039324507.1	XP_004715164.1, XP_045143350.1
OG0014873	XP_039324088.1	XP_012861382.2
OG0014875	XP_039324531.1	XP_004715139.1
OG0014876	XP_039324280.1	XP_004703224.1
OG0014877	XP_003927551.2	XP_004706410.2
OG0014878	XP_010336476.1	XP_030744433.1
OG0014879	XP_039324296.1	XP_045140016.1
OG0014881	XP_003940603.2	XP_030740168.2
OG0014882	XP_003934694.2	XP_004715143.2
OG0014883	XP_003934726.2	XP_004715194.1
OG0014884	XP_039331395.1	XP_045149985.1
OG0014885	XP_003936217.1	XP_004696835.2
OG0014886	XP_010342904.2	XP_004696779.1
OG0014887	XP_039320230.1	XP_045153795.1
OG0014888	XP_003940834.2	XP_004712232.1
OG0014889	XP_003940827.1	XP_004712228.1
OG0014890	XP_010349829.2	XP_004712256.1
OG0014891	XP_010349820.2	XP_004712226.1
OG0014892	XP_039320229.1	XP_004712217.1
OG0014893	XP_039333713.1	XP_004701179.1
OG0014894	XP_003928735.1	XP_045147610.1
OG0014895	XP_039334038.1	XP_004701450.1
OG0014896	XP_003939830.2	XP_004701242.1
OG0014897	XP_010348766.1	XP_004701250.1
OG0014898	XP_010348839.2	XP_030741889.1
OG0014899	XP_003939815.1	XP_012859703.2
OG0014900	XP_010328702.2	XP_004713097.1
OG0014901	XP_003920742.2	XP_004706636.1
OG0014902	XP_003936147.1	XP_045140723.1
OG0014903	XP_039316311.1	XP_045140567.1
OG0014904	XP_003936187.2	XP_004696851.1
OG0014905	XP_003936222.1	XP_004696831.1
OG0014906	XP_003934782.1	XP_004696830.1
OG0014907	XP_003934821.1	XP_045140638.1
OG0014908	XP_003934823.2	XP_012859867.1
OG0014909	XP_003934060.2	XP_004697144.2
OG0014910	XP_003934054.1	XP_045140648.1
OG0014911	XP_039323370.1	XP_004703684.2
OG0014912	XP_003925941.1	XP_045141183.1
OG0014914	XP_039325826.1	XP_004698131.1
OG0014915	XP_003925978.2	XP_045141275.1
OG0014916	XP_003936261.1	XP_004698143.2
OG0014917	XP_003936256.2	XP_004698145.2
OG0014919	XP_039334178.1	XP_045149421.1
OG0014920	XP_003930018.1	XP_004716824.1
OG0014922	XP_003923628.1	XP_030742843.1
OG0014923	XP_003923822.1	XP_004709066.1
OG0014924	XP_010338114.1	XP_004712981.1
OG0014925	XP_003921551.1	XP_004699446.1
OG0014926	XP_039336302.1	XP_045149540.1
OG0014927	XP_003938121.1	XP_004704841.1
OG0014928	XP_003939982.1	XP_004704617.1
OG0014930	XP_003943002.1	XP_004714266.1
OG0014931	XP_003923551.1	XP_004714260.2
OG0014932	XP_039327365.1	XP_012863081.1
OG0014933	XP_003923565.1	XP_004714230.1
OG0014934	XP_010332681.1	XP_004714222.1
OG0014935	XP_010332973.2	XP_045139621.1
OG0014937	XP_003923620.1	XP_004713972.1
OG0014938	XP_039327236.1	XP_030744242.1
OG0014939	XP_003923647.2	XP_045139534.1
OG0014940	XP_039326352.1	XP_004712833.1
OG0014941	XP_003923671.1	XP_012862735.1
OG0014942	XP_039327324.1	XP_004712838.2
OG0014943	XP_003923692.1	XP_004712847.1
OG0014944	XP_039326522.1	XP_045139496.1
OG0014945	XP_003923762.1	XP_045153678.1
OG0014946	XP_003923830.1	XP_030743543.1
OG0014947	XP_039332084.1	XP_045149263.1
OG0014948	XP_039331799.1	XP_004716208.2
OG0014949	XP_003931404.2	XP_004716203.1
OG0014950	XP_039332272.1	XP_004716202.1
OG0014951	XP_010340303.1	XP_045149433.1
OG0014952	XP_003931438.1	XP_004716228.1
OG0014953	XP_010340325.1	XP_004716176.1
OG0014954	XP_039331895.1, XP_039332824.1	XP_004713045.1
OG0014955	XP_039331903.1	XP_004712930.1
OG0014956	XP_010338077.1	XP_004713054.1
OG0014958	XP_010338116.1	XP_004712984.1
OG0014959	XP_003929259.1	XP_045149449.1
OG0014960	XP_003929280.2	XP_004713071.1
OG0014961	XP_039332267.1	XP_012862789.3
OG0014962	XP_003929306.2	XP_004709395.2
OG0014963	XP_039332143.1	XP_030742351.2
OG0014964	XP_003929343.1	XP_004713007.1
OG0014965	XP_039332635.1	XP_045149241.1
OG0014966	XP_003929368.2	XP_004709244.1
OG0014967	XP_010346489.1	XP_045148101.1
OG0014968	XP_039329477.1	XP_030741920.2
OG0014969	XP_003921548.1	XP_004699445.1
OG0014970	XP_003921561.1	XP_045147884.1
OG0014971	XP_003921564.2	XP_004699698.1
OG0014972	XP_003921567.2	XP_004699451.1
OG0014973	XP_039329707.1	XP_004705285.2
OG0014974	XP_010348677.1	XP_004705563.4, XP_012861567.3
OG0014975	XP_010348716.2	XP_045155174.1
OG0014976	XP_039330137.1	XP_045155172.1
OG0014977	XP_010348714.1	XP_004705555.3
OG0014978	XP_039330108.1	XP_045154890.1
OG0014979	XP_039330233.1	XP_045155168.1
OG0014980	XP_039330144.1	XP_004705549.1
OG0014981	XP_039330480.1	XP_004705276.2
OG0014982	XP_010348640.2	XP_045155164.1
OG0014983	XP_039329712.1	XP_045155156.1
OG0014984	XP_039330381.1	XP_030743896.1
OG0014985	XP_010348595.1	XP_004705523.1
OG0014986	XP_003939673.3	XP_004705259.1
OG0014987	XP_039330416.1	XP_012860781.1
OG0014990	XP_010331992.1	XP_004704809.2
OG0014991	XP_039316578.1	XP_045149876.1
OG0014992	XP_003938122.1	XP_004704591.1
OG0014993	XP_003938123.2	XP_004704592.1
OG0014994	XP_003939949.1	XP_012860610.1
OG0014995	XP_010348913.1	XP_045149707.1
OG0014996	XP_010348921.2	XP_045149513.1
OG0014997	XP_010348922.1	XP_004704600.1
OG0014998	XP_010348926.1	XP_004704849.2
OG0015000	XP_039335033.1	XP_004704621.1
OG0015001	XP_003940016.1	XP_004704633.1
OG0015002	XP_003940024.1	XP_004704639.1
OG0015003	XP_003940023.2	XP_004704873.1
OG0015004	XP_039333625.1	XP_045149854.1
OG0015005	XP_003936376.3	XP_045149851.1
OG0015006	XP_003936371.1	XP_004704655.1
OG0015007	XP_010345103.1	XP_004704656.1
OG0015008	XP_010345146.2	XP_004704659.1
OG0015009	XP_010345089.1	XP_004704662.1
OG0015010	XP_003936348.1	XP_004704670.1
OG0015011	XP_010345080.2	XP_004704897.1
OG0015012	XP_003936340.1	XP_004704674.1
OG0015013	XP_003936325.1	XP_004704905.1
OG0015014	XP_003936315.1	XP_030742453.2
OG0015015	XP_003921496.1	XP_004699675.1
OG0015016	NP_001266928.1, XP_010345134.1	XP_012859292.1
OG0015017	XP_010348695.2	XP_045155154.1
OG0015018	XP_003930194.1	XP_004705799.1
OG0015019	XP_003928608.2	XP_030740241.1
OG0015020	XP_039334128.1	XP_004705815.1
OG0015021	XP_003921401.1	XP_045147978.1
OG0015022	XP_003921486.1	XP_004699403.1
OG0015023	XP_039334113.1	XP_004706175.1
OG0015024	XP_003933486.2	XP_004699255.1
OG0015026	XP_039316338.1	XP_045140651.1
OG0015027	XP_003934199.1	XP_004705671.1
OG0015028	XP_010342981.2	XP_012860891.1
OG0015029	XP_003934217.1	XP_004705661.1
OG0015030	XP_003934230.2	XP_045139463.1
OG0015031	XP_039316337.1	XP_045140527.1
OG0015033	XP_003934249.1	XP_004705644.1
OG0015034	XP_003934244.1	XP_004705640.1
OG0015035	XP_003934253.1	XP_004705639.1
OG0015036	XP_003934255.1	XP_004705643.1
OG0015037	XP_003934280.3	XP_004705618.1
OG0015038	XP_010343163.2	XP_012860869.1
OG0015039	XP_010343096.1	XP_030744450.1
OG0015040	XP_039316518.1	XP_030744518.1
OG0015041	XP_039316296.1	XP_045140930.1
OG0015042	XP_039316422.1	XP_045141849.1
OG0015043	XP_010329906.2	XP_030744484.1
OG0015044	XP_039326212.1, XP_039326241.1	XP_030740270.1
OG0015045	XP_003930102.1	XP_045140982.1
OG0015046	XP_003930118.1	XP_004706080.2
OG0015047	XP_003930161.2	XP_045140819.1
OG0015048	XP_003930156.1	XP_004705730.1
OG0015049	XP_039334279.1	XP_045140815.1
OG0015050	XP_010339015.1	XP_004706094.1
OG0015051	XP_039334381.1	XP_045140855.1
OG0015052	XP_003930282.2	XP_004705753.1
OG0015053	XP_003930249.1	XP_004705776.1
OG0015054	XP_003930247.1	XP_004705778.1
OG0015055	XP_010339163.2	XP_004705783.2
OG0015056	XP_003930235.1	XP_012860919.1
OG0015057	XP_039334023.1	XP_012860922.1
OG0015058	XP_003930188.1	XP_004705803.1
OG0015059	XP_003930184.1	XP_004706147.1
OG0015060	XP_010337662.1	XP_004705809.1
OG0015061	XP_039334114.1	XP_045141993.1
OG0015062	XP_003938786.2	XP_004705911.1
OG0015063	XP_010337435.1	XP_045141885.1
OG0015064	XP_039334400.1	XP_045141978.1
OG0015065	XP_003928627.1	XP_045141910.1
OG0015067	XP_003928467.1	XP_045141851.1
OG0015068	XP_010337380.1	XP_004705857.1
OG0015069	XP_003928472.1	XP_004718274.2
OG0015070	XP_003928470.1	XP_004705855.1
OG0015071	XP_003928442.1	XP_004706202.1
OG0015072	XP_003928422.1	XP_004706193.1
OG0015073	XP_003928421.2	XP_045141894.1
OG0015074	XP_003920418.1	XP_004705845.1
OG0015075	XP_039333926.1	XP_045141589.1
OG0015076	XP_003928400.2	XP_004706171.1
OG0015077	XP_039333953.1	XP_004705826.2
OG0015078	XP_039333952.1	XP_004706164.2
OG0015079	XP_003933504.1	XP_004699241.1
OG0015081	XP_003933476.1	XP_012859231.1
OG0015082	XP_039316861.1	XP_030741957.2
OG0015083	XP_003933453.1	XP_004699271.1
OG0015084	XP_010342112.1	XP_004699287.1
OG0015085	XP_010329424.1	XP_004699332.2
OG0015086	XP_003943309.2	XP_045147835.1
OG0015087	XP_003921403.1	XP_004699342.1
OG0015088	XP_003921417.1	XP_045147759.1
OG0015089	XP_003921455.1	XP_004699384.2
OG0015090	XP_039330422.1	XP_045148048.1
OG0015091	XP_003921475.1	XP_004699396.1
OG0015092	XP_039315948.1	XP_030743691.1
OG0015093	XP_003925405.2	XP_004706881.1
OG0015094	XP_003925406.2	XP_030743625.2
OG0015095	XP_003924823.1	XP_004703129.1
OG0015096	XP_003924884.2	XP_004703109.1
OG0015097	XP_010339333.2	XP_004700224.1
OG0015098	XP_003938332.1	XP_004699861.1, XP_045153947.1
OG0015099	XP_010347166.1	XP_004699857.1
OG0015100	XP_003938303.1	XP_004700135.1
OG0015101	XP_039322440.1	XP_004700134.1
OG0015102	XP_039319419.1	XP_004699917.1
OG0015104	XP_003930519.3	XP_004700197.1
OG0015105	XP_010339268.1	XP_004699926.1
OG0015106	XP_003930420.1	XP_004699930.1
OG0015107	XP_010339345.2	XP_045154027.1
OG0015108	XP_039315807.1	XP_030743636.1
OG0015109	XP_003925353.1	XP_012861133.1
OG0015110	XP_010334345.1	XP_045153788.1
OG0015111	XP_010334341.1	XP_004706738.1
OG0015112	XP_003925385.1	XP_045153852.1
OG0015113	XP_039315890.1	XP_004706883.1
OG0015114	XP_039315812.1	XP_045154189.1
OG0015115	XP_039316004.1	XP_045153898.1
OG0015116	XP_039316038.1	XP_004706894.1
OG0015117	XP_003928148.1	XP_004706899.1
OG0015118	XP_003928128.1	XP_045154090.1
OG0015119	XP_003935373.1	XP_045154024.1
OG0015120	XP_010339332.2	XP_045154142.1
OG0015121	XP_010346805.1	XP_045154295.1
OG0015122	XP_003937919.1	XP_004714777.1
