Orthogroup	Saimiri_boliviensis_boliviensis	Sus_scrofa
OG0011543	XP_003943120.1	NP_001231097.1
OG0011544	XP_003935943.1	XP_001925189.7
OG0011546	XP_039316515.1	XP_003124329.2
OG0011547	XP_003937485.1	NP_999502.1, XP_020949236.1
OG0011549	XP_003924395.1	XP_003128626.1
OG0011550	XP_003932016.1, XP_039324409.1	XP_013834226.1
OG0011551	XP_039336274.1	XP_005669355.1, XP_020927081.1
OG0011552	XP_010348928.1	XP_003481839.3
OG0011553	XP_003943427.2	XP_001924572.2
OG0011554	XP_003930979.1	XP_020925245.1
OG0011556	XP_010344245.2	XP_013837858.1, NP_001033094.1
OG0011558	XP_003941857.1	XP_005661294.1
OG0011559	XP_003940681.1	XP_020924282.1
OG0011560	XP_039328647.1	XP_013846191.1
OG0011562	XP_010331160.1	NP_001153559.1, XP_020953813.1
OG0011563	XP_039331362.1, XP_039324322.1	XP_020936359.1
OG0011564	XP_039316579.1	XP_020932482.1
OG0011565	XP_003936327.1	NP_001230554.1
OG0011566	XP_039325935.1	XP_020931938.1
OG0011567	XP_003942086.3	XP_003125488.2
OG0011569	XP_003935691.2	XP_020931127.1
OG0011571	XP_010341881.1	XP_020934503.1
OG0011581	XP_010349198.1	XP_005663068.1
OG0011582	XP_003934578.1	NP_999481.1
OG0011583	XP_003940871.1	NP_999600.2
OG0011584	XP_039318727.1	XP_020937290.1
OG0011585	XP_039327951.1	XP_003355589.2
OG0011586	XP_010332299.1	NP_001231449.1, XP_013833473.1
OG0011587	XP_003926351.1	XP_005669576.1, XP_013837111.1
OG0011588	XP_003924806.1	XP_003356439.2
OG0011589	XP_003920025.1	XP_020937157.1, NP_999466.2
OG0011590	XP_003921017.1	XP_020934146.1, NP_001243707.1
OG0011591	XP_003936638.1	NP_999123.1, XP_005669621.2
OG0011592	XP_003937040.1	XP_020952599.1
OG0011593	XP_003943267.1	NP_001026965.1, XP_013844088.1
OG0011594	XP_039321482.1	NP_001007196.1
OG0011595	XP_003934923.1	NP_001230531.1
OG0011596	XP_003932246.1	XP_001929620.1
OG0011597	XP_003940344.1	XP_003127313.2
OG0011598	XP_003922996.1	XP_003353302.1
OG0011599	XP_039326870.1	NP_001159960.1
OG0011600	XP_039332942.1	NP_001139457.1
OG0011601	XP_003931313.1	XP_020922812.1
OG0011602	XP_003921847.1	XP_020931253.1
OG0011603	XP_003936239.2	XP_020932304.1
OG0011604	XP_003931775.2	XP_003131241.1
OG0011605	XP_003941553.2	NP_001302703.1
OG0011606	XP_039325065.1	XP_003353515.2
OG0011607	XP_003931713.1	XP_003482989.3
OG0011608	XP_003931942.1	XP_005666782.1, NP_999438.1
OG0011609	XP_003925967.1	NP_001231354.1
OG0011610	XP_003927502.1	NP_001230812.1
OG0011611	XP_003921897.1	XP_020931096.1
OG0011612	XP_003930656.1	XP_003483803.1
OG0011613	XP_010330567.2	XP_003128357.1
OG0011614	XP_039325070.1	XP_003353536.1
OG0011616	XP_003919874.1	NP_999272.1
OG0011617	XP_010344705.2	XP_020926633.1
OG0011618	XP_010339790.1	XP_020927336.1
OG0011619	XP_039317212.1	NP_001193333.1, XP_005660200.1
OG0011620	XP_003921271.1	NP_001116695.1
OG0011621	XP_010332380.1	XP_001929525.3
OG0011622	XP_003936522.2	NP_001033093.1
OG0011623	XP_003934046.2	XP_020936817.1, NP_001121908.1
OG0011624	XP_003928924.1	XP_013848480.2, XP_020929430.1
OG0011625	XP_003920668.1	NP_999283.1
OG0011626	XP_039330168.1	NP_001302557.1
OG0011627	XP_003933779.1	XP_020944615.1
OG0011628	XP_010344912.1	XP_005661508.1
OG0011629	XP_039324513.1	XP_020956195.1
OG0011630	XP_003931854.2	XP_003131314.1
OG0011631	XP_039320407.1	XP_001924653.3
OG0011632	XP_039331908.1	XP_005653924.2
OG0011633	XP_003923052.1	XP_013833401.2
OG0011634	XP_039327080.1, XP_039324771.1, XP_039316466.1	NP_001007519.1
OG0011635	XP_003936285.1	XP_020956095.1, NP_999026.1
OG0011636	XP_003927051.1	NP_001009583.1
OG0011637	XP_003923520.1, XP_039331282.1	XP_003482611.2
OG0011638	XP_003940131.1	NP_001230754.1
OG0011639	XP_003937412.1	XP_020949226.1, NP_999456.1
OG0011640	XP_003929561.1	NP_001041697.1
OG0011641	XP_010347061.2	NP_999486.1
OG0011642	XP_003922136.2	XP_005671636.2
OG0011643	XP_010330763.1	XP_003123034.2
OG0011644	XP_039328034.1	XP_003126559.1
OG0011645	XP_003933082.1	NP_001159963.1
OG0011646	XP_010330017.1	NP_001163987.1
OG0011647	XP_003941430.1	XP_001927246.3
OG0011648	XP_003929667.1	NP_001231369.1
OG0011649	XP_010350208.1	XP_020938345.1
OG0011650	XP_010346215.1	NP_999282.1
OG0011651	XP_039333785.1	XP_020942034.1
OG0011652	XP_039321315.1	NP_001116546.1
OG0011653	XP_039332742.1	XP_005668981.2
OG0011654	XP_010337736.2	XP_020942214.1
OG0011655	XP_039324863.1	NP_001153086.1, XP_005666181.1
OG0011656	XP_003936188.2	XP_003134089.1
OG0011657	XP_003925539.2	NP_001001535.1, XP_020930326.1
OG0011658	XP_003925853.1	XP_005672533.1
OG0011659	XP_003944312.1	NP_999139.1
OG0011660	XP_010334638.1	XP_020931859.1
OG0011661	XP_003935586.1	NP_001106533.1, XP_020944111.1
OG0011662	XP_003936133.1	NP_001001263.1, XP_013842981.1
OG0011663	XP_039329375.1	XP_020921180.1
OG0011664	XP_039322348.1	NP_001033087.1, XP_020937600.1
OG0011665	XP_010340849.2	NP_001011694.1, XP_005668700.1
OG0011666	XP_003934997.1	NP_001254823.1, XP_020949103.1
OG0011667	XP_003936712.1	XP_020924396.1
OG0011668	XP_039316070.1	NP_001177122.1
OG0011669	XP_039321608.1	XP_020950364.1
OG0011670	XP_003933665.1	XP_013853397.1
OG0011671	XP_039319181.1	XP_003126030.2
OG0011672	XP_039323884.1	NP_001033050.1
OG0011674	XP_039323917.1	NP_001177164.1
OG0011675	XP_003923990.1	XP_003129415.1
OG0011676	XP_039327207.1	XP_020940137.1
OG0011677	XP_010339545.2	NP_999060.2
OG0011678	XP_003929861.1	XP_003134636.1
OG0011679	XP_039317963.1	XP_005673397.2
OG0011680	XP_039332770.1	XP_013845318.1
OG0011681	XP_010334343.1	XP_005667867.2, NP_001116614.1
OG0011682	XP_039318480.1	XP_005671005.1
OG0011683	XP_010328565.2	XP_020922458.1
OG0011684	XP_039335757.1, XP_039335756.1, XP_039335758.1	XP_013838559.1
OG0011685	XP_003945250.2	NP_001090929.1
OG0011686	XP_003936606.2	NP_001038018.2
OG0011687	XP_003924483.2	NP_001108608.1
OG0011688	XP_039328301.1	NP_999319.2
OG0011689	XP_039321515.1	NP_001116466.1
OG0011690	XP_003940662.1	XP_003480656.1
OG0011691	XP_039330763.1	XP_020925171.1
OG0011692	XP_010328680.2	XP_020944078.1
OG0011693	XP_003927541.1	XP_013834018.1
OG0011694	XP_003937829.1	NP_001177115.1
OG0011695	XP_010335459.1	NP_001153769.1
OG0011696	XP_003934086.3	NP_001108627.1
OG0011697	XP_003941638.2	NP_001231591.1, XP_020941314.1
OG0011698	XP_010337097.1	XP_020921449.1
OG0011699	XP_003935224.1	XP_005673338.1
OG0011700	XP_010345310.1	XP_020924640.1
OG0011701	XP_003923691.1	XP_003129961.1
OG0011702	XP_003932017.1	NP_999027.1
OG0011703	XP_039331016.1	XP_001925302.2
OG0011704	NP_001278015.1	NP_001120696.2
OG0011705	XP_003925538.2	XP_020930538.1
OG0011706	XP_003939715.1	XP_020953085.1
OG0011707	XP_039328322.1	XP_020928354.1
OG0011708	XP_039320138.1	NP_999241.1
OG0011709	XP_003942950.2	XP_020946465.1
OG0011710	XP_010338968.2	XP_013847853.2
OG0011711	XP_010344942.1	XP_005655037.1
OG0011712	XP_039327754.1	XP_013840685.1
OG0011713	XP_003939546.3	XP_003484153.1
OG0011714	NP_001266913.1	XP_020920137.1
OG0011715	XP_003933074.1	NP_001171399.1
OG0011716	XP_003934205.1	NP_999075.1
OG0011717	XP_003927858.1	XP_020947662.1
OG0011718	XP_003943490.1	XP_013847876.1
OG0011719	XP_010349435.2	XP_020950496.1
OG0011720	XP_039316194.1	XP_003130400.5
OG0011721	XP_003932492.1	XP_001924929.4
OG0011722	XP_003926652.2	XP_020947789.1
OG0011723	XP_003926566.1	XP_003481696.2
OG0011724	XP_039318050.1	NP_001190196.1
OG0011725	XP_010345842.1	NP_001191781.1
OG0011726	XP_010334186.2	NP_998975.1
OG0011727	XP_039328122.1	NP_001177095.1
OG0011728	XP_003937687.1	NP_001155875.1
OG0011729	XP_003942434.1	XP_020932966.1, NP_999529.1
OG0011730	XP_003931246.1	NP_001138374.1
OG0011731	XP_003924847.1	NP_001230508.1
OG0011732	XP_039333070.1	XP_020925077.1
OG0011733	XP_003943463.1	XP_003135505.1
OG0011734	XP_010348004.2	NP_001231473.1
OG0011735	XP_003944891.2	NP_001231623.1, XP_005653513.1
OG0011736	XP_039321751.1	NP_001295339.1
OG0011737	XP_039331664.1	XP_020922213.1
OG0011738	XP_010340439.2	XP_003358222.2
OG0011739	XP_003937839.1	XP_020945380.1
OG0011740	XP_039320985.1	NP_001230520.1, XP_005671557.1
OG0011741	XP_010346930.2	XP_005662415.1
OG0011742	XP_039324434.1	NP_001258897.1
OG0011743	XP_039317521.1	XP_020949567.1
OG0011744	XP_003941570.2	XP_020943329.1
OG0011745	XP_039331683.1	XP_020942985.1
OG0011746	XP_003926442.2	XP_020954029.1, NP_001038046.1
OG0011747	XP_003925822.1	XP_013840293.1
OG0011748	XP_003933903.1	XP_020930777.1
OG0011749	XP_039323463.1	XP_020938093.1, NP_999067.1
OG0011750	XP_003944727.1	XP_020950696.1
OG0011751	XP_003921315.1	NP_001007104.1
OG0011752	XP_003942565.1	NP_001004046.1
OG0011753	XP_003944027.1	NP_999153.1, XP_020941499.1
OG0011754	XP_010337564.1	XP_003123072.2
OG0011755	XP_003929025.1	XP_020950257.1
OG0011756	XP_003923643.1	XP_020957874.1, NP_001001262.1
OG0011757	XP_003923815.2	NP_001093408.1
OG0011758	XP_039323918.1	XP_020955695.1
OG0011759	XP_003922360.1	NP_999092.1
OG0011760	XP_003926831.1	XP_020943964.1
OG0011761	XP_003939435.1	XP_003358875.3
OG0011762	XP_003933558.1	XP_020945654.1
OG0011764	XP_003939328.2	XP_020947410.1
OG0011765	XP_039333155.1	XP_005657174.1
OG0011766	XP_039323100.1	XP_020952768.1
OG0011767	XP_003943262.1	NP_001129434.1
OG0011768	XP_003937876.1	XP_001928392.1
OG0011769	XP_003927900.1	XP_003481806.1
OG0011770	XP_039322503.1	NP_001038089.1
OG0011771	XP_039326330.1	XP_003483852.1
OG0011772	XP_003939246.1	XP_001927253.3
OG0011773	XP_003939249.1	XP_020947351.1
OG0011774	XP_003942865.1	XP_020922677.1
OG0011775	XP_039326608.1	XP_020938562.1
OG0011776	XP_003920507.2	XP_020940259.1
OG0011777	XP_003920479.1	XP_003124230.1
OG0011778	XP_003923867.2	XP_003129536.2
OG0011779	XP_003919837.1	XP_020917973.1
OG0011782	XP_010346823.2	XP_013852357.1
OG0011784	XP_003935868.2	XP_001927118.2, XP_013844539.2, XP_013844542.2, XP_020938128.1
OG0011785	XP_003924096.2	XP_020936451.1
OG0011786	XP_003928010.1	NP_001231324.1
OG0011787	XP_039319787.1	XP_020955683.1
OG0011788	XP_010327878.1, XP_039331217.1	XP_013835832.1
OG0011789	XP_010330247.1	NP_001116584.1, XP_003481953.1
OG0011790	XP_039321685.1	XP_020953211.1
OG0011791	XP_039316102.1	XP_020919383.1
OG0011792	XP_003926965.3	XP_001928671.1
OG0011793	XP_039323684.1	XP_001925809.1
OG0011794	XP_039323541.1	XP_013840439.1
OG0011795	XP_039322284.1	XP_020950499.1
OG0011796	XP_003937490.2	XP_003127155.2
OG0011797	XP_010346231.1	XP_020952882.1
OG0011798	XP_039323706.1	XP_020943592.1
OG0011799	XP_003926025.1	NP_001129656.1
OG0011800	XP_039319553.1	XP_013841166.2
OG0011801	XP_003926028.1	XP_003480474.1
OG0011802	XP_039319798.1	XP_020954691.1
OG0011803	XP_039319769.1	XP_020954771.1
OG0011804	XP_003926038.1	XP_013848719.2
OG0011805	XP_003926040.2	XP_020954840.1
OG0011806	XP_003926069.1	XP_003121747.3
OG0011807	XP_039319451.1	XP_001925948.1
OG0011808	XP_010335067.2	XP_001926005.5
OG0011809	XP_010335070.2	XP_020929502.1
OG0011810	XP_003926093.1	XP_020949282.1
OG0011811	XP_039321558.1	NP_998998.2
OG0011812	XP_039323842.1	XP_001928964.3
OG0011814	XP_003926927.1	XP_003121227.1
OG0011815	XP_010335887.2	NP_001231754.1
OG0011816	XP_010335861.2	XP_005659230.1
OG0011817	XP_003926915.1	NP_001121961.1
OG0011818	XP_003926914.1	XP_020942934.1
OG0011819	XP_039321306.1	XP_020942798.1
OG0011820	XP_003926906.1	XP_020942782.1
OG0011821	XP_003926885.2	XP_013847960.2
OG0011822	XP_003926872.1	XP_020942647.1
OG0011823	XP_010329731.2	XP_020942557.1
OG0011824	XP_010329721.2	XP_005659192.2
OG0011825	XP_039323839.1	XP_020942262.1
OG0011826	XP_003933802.1	XP_020939185.1, NP_001121947.1
OG0011827	XP_003933804.1	NP_001153249.1
OG0011828	XP_039323570.1	XP_020930404.1
OG0011829	XP_039321829.1	NP_999292.2
OG0011830	XP_003933829.2	XP_003121154.1
OG0011832	XP_039323530.1	NP_001231463.1
OG0011833	XP_010329608.2	XP_020941327.1
OG0011834	XP_003938678.1	XP_020944846.1
OG0011835	XP_003932419.1	XP_013848069.2
OG0011836	XP_039323322.1	XP_003480304.1
OG0011837	XP_003932430.1	XP_020944359.1
OG0011838	XP_010341269.2	XP_001928763.2
OG0011839	XP_003938221.2	NP_001231719.1
OG0011840	XP_003941174.1	XP_003357755.2
OG0011841	XP_039330725.1	XP_020920317.1
OG0011842	XP_010349012.1	XP_003357763.1
OG0011843	XP_003920912.1	XP_020920809.1
OG0011844	XP_003920910.1	XP_005654564.1, NP_001090987.1
OG0011845	XP_010339580.2	XP_020920767.1
OG0011846	XP_039317391.1	XP_003122012.5
OG0011847	XP_003935680.1	NP_001231912.1
OG0011848	XP_003935682.1	XP_020920363.1
OG0011849	XP_003935689.1	XP_003121981.4
OG0011850	XP_003935716.1	XP_003121966.1
OG0011851	XP_039317438.1	XP_001926048.1
OG0011852	XP_039330694.1	XP_001924252.1
OG0011853	XP_003938246.1	XP_003483426.1
OG0011854	XP_039330559.1	XP_020929907.1
OG0011855	XP_003938237.1	XP_005670439.2, XP_005670440.2
OG0011856	XP_010347088.1	XP_003124836.2
OG0011857	XP_039330979.1	XP_020943838.1
OG0011858	XP_010330677.2	XP_020953003.1
OG0011859	XP_003944484.1	XP_020953029.1
OG0011860	XP_039322873.1	XP_003128180.1
OG0011861	XP_003944736.2	XP_020950677.1
OG0011862	XP_003944739.1	XP_020950684.1
OG0011863	XP_003944724.1	XP_020950654.1
OG0011864	XP_003944121.1	XP_020950624.1
OG0011866	XP_003944129.1	XP_003127463.2
OG0011867	XP_039322774.1	XP_020950666.1
OG0011869	XP_039321640.1	XP_003356078.3
OG0011870	XP_003944286.2	NP_001192208.1, XP_005653347.1
OG0011871	XP_003940467.1	XP_020950497.1
OG0011872	XP_003940453.1	XP_020950467.1
OG0011873	XP_003940446.1	XP_003127419.3
OG0011874	XP_003940440.1	XP_020950439.1
OG0011875	XP_003940436.2, XP_003940437.2	XP_013854135.1
OG0011876	XP_003940419.1	XP_020950420.1
OG0011877	XP_039322339.1	XP_003127384.4
OG0011878	XP_039321724.1	XP_020950417.1
OG0011879	XP_003940422.2	XP_003127385.1
OG0011880	XP_039322885.1	XP_020950405.1
OG0011881	XP_010349371.1	XP_020950385.1
OG0011882	XP_039322804.1	XP_020950365.1
OG0011883	XP_003940370.1	NP_001004038.1
OG0011884	XP_003940361.1	NP_001230626.1
OG0011885	XP_039322497.1	XP_013854008.1
OG0011886	XP_003940343.2	XP_020950305.1
OG0011887	XP_039323009.1	XP_020950282.1
OG0011888	XP_039322437.1	NP_001231381.1
OG0011889	XP_003940313.1	NP_001001260.1
OG0011890	XP_039321532.1	XP_020950240.1
OG0011891	XP_039322274.1	XP_020950252.1
OG0011892	XP_039321533.1	XP_020950241.1
OG0011893	XP_003940295.1	NP_001123432.1
OG0011894	XP_039322418.1, XP_003940293.2	XP_013847422.2
OG0011895	XP_039323071.1	XP_020950199.1
OG0011896	XP_039323061.1	XP_020950193.1
OG0011897	XP_003940285.1	XP_020950182.1, XP_020945641.1
OG0011898	XP_010349247.2	XP_003127271.4
OG0011899	XP_039321471.1	XP_005653342.2
OG0011900	XP_010349244.2	NP_001302645.1
OG0011901	XP_003944577.2	XP_005656005.2
OG0011902	XP_039322975.1	XP_020950139.1
OG0011903	XP_010329367.2	XP_005655931.1
OG0011904	XP_039321583.1	XP_020948961.1, NP_001231590.1
OG0011905	XP_003943232.1	XP_020950076.1
OG0011906	XP_010329338.2	XP_013844045.1
OG0011907	XP_003943216.1	XP_013844026.1
OG0011908	XP_010329308.2	XP_003355961.2
OG0011909	XP_039323035.1	XP_013844019.2
OG0011910	XP_039322731.1	XP_020950011.1
OG0011911	XP_039321451.1	XP_020950004.1
OG0011912	XP_003937498.1	XP_020950002.1
OG0011913	XP_039321456.1	NP_001001534.1
OG0011914	XP_039321850.1	XP_005664646.1
OG0011915	XP_039321883.1, XP_039321882.1, XP_003937460.1	XP_013853917.1
OG0011916	XP_039322933.1	NP_999483.1
OG0011917	XP_010346274.1	XP_005664584.1
OG0011918	XP_003937437.1	XP_003127128.3
OG0011919	XP_010346261.1	XP_013853783.1, NP_999307.1
OG0011920	XP_003937426.2	XP_020952889.1
OG0011921	XP_010346247.1	XP_020952783.1
OG0011922	XP_003937419.1	XP_013853780.1, NP_001230306.1
OG0011924	XP_039321453.1	XP_020952858.1
OG0011925	XP_039322085.1	XP_020949932.1
OG0011926	XP_003937509.3	XP_020949931.1
OG0011927	XP_039322111.1	XP_003127050.1
OG0011928	XP_039319705.1	XP_020954825.1
OG0011929	XP_003934033.1, XP_003934034.1	XP_003354397.2
OG0011930	XP_003943534.1	NP_001243705.1
OG0011931	XP_003937619.1	XP_003127810.2
OG0011932	XP_003936068.2	NP_999011.1
OG0011933	XP_039334465.1	XP_005668199.2
OG0011934	XP_010339542.2	XP_020920564.1
OG0011935	XP_010339521.2	XP_013835715.1
OG0011936	XP_003930713.1	NP_001182710.1, XP_013835710.1
OG0011937	XP_003930711.2	XP_005668217.2
OG0011938	XP_039334701.1	XP_020920579.1
OG0011939	XP_039334573.1	XP_003130835.1
OG0011940	XP_039334794.1	XP_020920452.1
OG0011941	XP_003938441.2	NP_001304011.1
OG0011942	XP_003930699.1	XP_020920469.1, XP_020920474.1
OG0011943	XP_003930693.1	NP_001242898.1
OG0011944	XP_003930691.1	XP_020920472.1
OG0011945	XP_039334700.1	XP_020920486.1
OG0011946	XP_003930683.1	XP_003130783.1
OG0011947	XP_003930674.1	NP_001230322.1, XP_013835688.2
OG0011948	XP_003930677.1	XP_003130787.1
OG0011949	XP_039334902.1	XP_005668252.1
OG0011950	XP_039334914.1	XP_005668259.3
OG0011951	XP_010347987.1	XP_020920659.1
OG0011952	XP_039334489.1	XP_020920696.1
OG0011953	XP_039334596.1	XP_003130873.4
OG0011954	XP_010348011.1	XP_003357838.1
OG0011955	XP_039334613.1	XP_013835825.1
OG0011956	XP_039324310.1	XP_003124029.1
OG0011957	XP_039324196.1	XP_020940538.1
OG0011958	XP_010342745.1	XP_003480979.1
OG0011959	XP_010336535.2	XP_020933504.1, NP_001245364.1
OG0011960	XP_003920589.1	XP_003124089.2
OG0011961	XP_003920609.1	XP_003124109.4
OG0011962	XP_003934016.1	XP_003124118.3
OG0011963	XP_039323961.1	XP_003354387.3
OG0011964	XP_003925901.2	XP_013840229.1
OG0011965	XP_003925900.1	XP_013840231.1
OG0011966	XP_003925868.1	XP_003134035.5
OG0011967	XP_010334881.1	XP_013840263.1
OG0011968	XP_039323478.1	XP_020932447.1
OG0011969	XP_003925842.1	XP_003134061.2
OG0011970	XP_003925839.1	XP_005672542.1, NP_001231675.1
OG0011971	XP_039326280.1	NP_001159786.1, XP_020932195.1
OG0011972	XP_039325940.1	XP_005672588.2
OG0011973	XP_003925814.1	NP_001093395.1
OG0011974	XP_010334823.2	XP_020940100.1
OG0011975	XP_010339442.1	NP_999086.2
OG0011976	XP_003943535.1	XP_003355849.1
OG0011977	XP_010329640.1	XP_003355850.1
OG0011978	XP_039317828.1	XP_020949560.1
OG0011979	XP_003943517.1	XP_020949553.1
OG0011980	XP_003943501.1	XP_020952753.1
OG0011981	XP_003937323.1	NP_001106162.1
OG0011982	XP_010346147.2	XP_020949826.1
OG0011983	XP_010346158.2	XP_020949836.1
OG0011984	XP_039317745.1	XP_020949882.1
OG0011985	XP_003937298.1	XP_020949898.1
OG0011986	XP_003937615.1	XP_003127809.1
OG0011987	XP_003937628.1	XP_020953261.1
OG0011988	XP_003937632.1	XP_020951433.1
OG0011989	XP_039330038.1	XP_003127796.3
OG0011990	XP_010346465.1	XP_020951393.1
OG0011991	XP_003937649.1	XP_003356310.1
OG0011992	XP_003937656.1	XP_005665209.1
OG0011993	XP_039330537.1	XP_003356287.1
OG0011994	XP_010344124.1	XP_003127767.4
OG0011995	XP_003921311.1	XP_003127768.1
OG0011996	XP_003921310.1	NP_001038029.1
OG0011997	XP_039329484.1	XP_020951289.1
OG0011998	XP_039329462.1	XP_020951286.1
OG0011999	XP_003934868.1	NP_001231209.1, XP_020949033.1
OG0012000	XP_010343708.1	XP_003356260.2
OG0012001	XP_039329804.1	XP_020951259.1
OG0012002	XP_003934888.1	XP_020951254.1
OG0012003	XP_010343735.1	XP_020951252.1
OG0012004	XP_003934901.1	XP_020951199.1
OG0012005	XP_010343771.1	XP_020953259.1
OG0012006	XP_039330414.1	XP_020951137.1
OG0012007	XP_003934962.1	NP_001231314.1
OG0012009	XP_003935006.1	XP_003127694.1
OG0012010	XP_003935007.2	XP_003127695.3
OG0012011	XP_039329582.1	XP_005665106.2
OG0012012	XP_003935012.1	XP_020951078.1
OG0012013	XP_039329491.1	XP_020951052.1
OG0012014	XP_010343858.1	XP_020951053.1
OG0012015	XP_039329558.1	XP_020951044.1
OG0012016	XP_003935023.1	XP_020951047.1
OG0012017	XP_039329779.1	XP_020953221.1
OG0012018	XP_039330117.1	XP_003127645.2
OG0012019	XP_003936057.1	XP_003482013.2
OG0012020	XP_003936077.1	XP_005665048.1
OG0012021	XP_003936078.1	XP_003127612.1
OG0012022	XP_039329714.1	XP_003127609.1
OG0012023	XP_003927955.2	XP_003127611.1
OG0012024	XP_039329715.1	XP_003127605.2
OG0012025	XP_003920870.1	XP_020940133.1
OG0012026	XP_010343538.1	XP_020956608.1
OG0012027	XP_010343619.2	NP_001156359.1
OG0012028	XP_039326954.1	XP_003354287.3
OG0012029	XP_003920754.1	XP_013850479.1
OG0012030	XP_003920756.1	XP_003123871.4
OG0012031	XP_039323926.1	XP_005655049.1
OG0012032	XP_039326269.1	XP_020940189.1
OG0012033	XP_039325981.1	XP_020941036.1
OG0012034	XP_003920802.1	XP_013850437.2
OG0012035	XP_010338876.1	NP_001038005.1, XP_020937758.1
OG0012036	XP_039328476.1	XP_020940171.1
OG0012037	XP_003920848.1	XP_020940154.1
OG0012038	XP_039315826.1	XP_003123798.1
OG0012039	XP_003920853.1	XP_013850400.1
OG0012040	XP_003920855.1	XP_013850394.1
OG0012041	XP_003920859.1	XP_003123800.1
OG0012042	XP_003920861.1	XP_020940141.1
OG0012043	XP_003920865.1	NP_999410.1
OG0012044	XP_010339320.1	XP_003123763.1
OG0012045	XP_003921004.2	NP_001231301.1
OG0012046	XP_003920881.2	XP_003123759.1
OG0012047	XP_039324815.1	XP_020940111.1
OG0012048	XP_039336007.1	XP_020931265.1
OG0012049	XP_039335762.1	XP_020931455.1
OG0012050	XP_003940601.2	XP_003121713.1
OG0012051	XP_039335997.1	XP_020940636.1
OG0012052	XP_010349573.2	XP_020954233.1
OG0012053	XP_039336037.1	XP_013848684.2
OG0012054	XP_039335960.1	XP_020954007.1
OG0012055	XP_010347729.1	XP_013833723.1
OG0012056	XP_003921693.3	XP_003121908.1
OG0012057	XP_039335781.1	XP_020954639.1
OG0012058	XP_039336020.1	NP_001157479.1
OG0012059	XP_010347882.2	XP_020954584.1
OG0012060	XP_010348401.1	NP_001090979.1
OG0012061	XP_003921719.1	XP_005666163.1
OG0012062	XP_003921728.2	XP_013844464.1, NP_001230548.1
OG0012063	XP_003921743.1	XP_005656311.1
OG0012065	XP_039324628.1	XP_001927373.4
OG0012066	XP_039324424.1	XP_020956619.1
OG0012067	XP_039323996.1	XP_020956593.1
OG0012068	XP_039324002.1	XP_020956592.1
OG0012069	XP_003927512.1	XP_005674598.2
OG0012070	XP_039324025.1	XP_013833986.1
OG0012071	XP_003934776.2	XP_005656553.1
OG0012072	XP_039324026.1	XP_020956647.1
OG0012073	XP_003941038.1	NP_001072139.1
OG0012074	XP_003927571.1	XP_003482415.3
OG0012075	XP_003927570.1	XP_005666645.1
OG0012076	XP_039324294.1	XP_003128970.2
OG0012077	XP_010336484.2	XP_020956759.1
OG0012078	XP_003927552.1	XP_003128959.3
OG0012079	XP_039324423.1	XP_003128945.5
OG0012080	XP_003927533.2	XP_013834014.1
OG0012081	XP_039324502.1	XP_020956221.1
OG0012082	XP_039324437.1	XP_020956219.1
OG0012083	XP_039324295.1	XP_020956719.1
OG0012084	XP_003934667.2	XP_020956489.1
OG0012085	XP_010343465.2	XP_020956497.1
OG0012086	XP_010339337.1	XP_003123762.2
OG0012087	XP_003921725.2	XP_001928993.3
OG0012088	XP_003927547.1	XP_013834020.2
OG0012089	XP_003928707.1	XP_001928917.1
OG0012090	XP_003928697.1	XP_020928083.1
OG0012091	XP_039334339.1	XP_003133142.1
OG0012092	XP_003936183.1	XP_020932427.1
OG0012093	XP_003936247.1	XP_020932481.1
OG0012094	XP_003936207.1	XP_003134109.3
OG0012095	XP_039320143.1	XP_020928342.1
OG0012096	XP_010344188.1	XP_020927672.1, NP_001230592.1
OG0012097	XP_010349852.2	XP_020929946.1
OG0012098	XP_039320254.1	XP_001927902.4
OG0012099	XP_003940835.2	XP_020928450.1
OG0012100	XP_039320175.1	XP_001928528.4
OG0012101	XP_003940824.1	XP_020927994.1
OG0012102	XP_003940817.1	XP_001927250.2
OG0012103	XP_039320123.1	XP_001928199.1
OG0012104	XP_039334419.1	XP_020928880.1
OG0012105	XP_010337641.1	XP_003133087.1
OG0012106	XP_003928754.1	NP_001231510.1
OG0012107	XP_003928750.1	XP_001929317.3
OG0012108	XP_003928741.1	XP_020928717.1
OG0012109	XP_003928739.1	XP_005671081.1
OG0012110	XP_039334312.1	XP_005671096.1
OG0012111	XP_039334229.1	NP_001302701.1
OG0012112	XP_039334297.1	XP_005657445.1
OG0012113	XP_003928698.1	XP_020927990.1
OG0012114	XP_039334291.1	XP_013845868.2
OG0012116	XP_039334059.1	NP_001177148.1
OG0012117	XP_003928667.1	NP_001230381.1
OG0012118	XP_010337576.1	XP_005671148.1
OG0012119	XP_010337570.1	XP_020927714.1, NP_001231828.1
OG0012120	XP_039334201.1	XP_005671109.1, NP_001090904.1
OG0012121	XP_010348832.1	XP_013838793.1
OG0012122	XP_039333970.1	XP_005671157.1
OG0012123	XP_010348802.1	XP_020928197.1
OG0012124	XP_003939853.1	XP_001928618.3
OG0012125	XP_010348790.1	XP_013838802.2
OG0012126	XP_010348789.1	XP_005671171.1
OG0012127	XP_010348798.2	XP_001928283.1
OG0012128	XP_039331484.1, XP_003939852.1	NP_001177084.1
