Orthogroup	Saimiri_boliviensis_boliviensis	Sarcophilus_harrisii
OG0012835	XP_003939345.1	XP_012406926.1
OG0012836	XP_039328325.1	XP_031797059.1
OG0012837	XP_039328216.1	XP_031797031.1
OG0012838	XP_003939380.2	XP_003770940.1
OG0012839	XP_039327518.1	XP_003772651.1
OG0012840	XP_039328279.1	XP_012406977.1
OG0012841	XP_003926499.1	XP_023361184.1
OG0012842	XP_003926512.1	XP_003772405.1
OG0012843	XP_039328414.1	XP_031796963.1
OG0012844	XP_010335521.1	XP_031796976.1
OG0012845	XP_039327557.1	XP_012406994.1
OG0012846	XP_003926530.1	XP_023361142.1
OG0012847	XP_010335555.2	XP_023361136.2
OG0012848	XP_003926549.1	XP_003772348.1
OG0012849	XP_039327572.1	XP_031796914.1
OG0012850	XP_010335561.1	XP_031796915.1
OG0012851	XP_010335562.2	XP_031796861.1
OG0012852	XP_010335569.1	XP_003770874.1
OG0012853	XP_003926565.1	XP_031796789.1
OG0012854	XP_010335723.1	XP_031796784.1
OG0012855	XP_003926569.1	XP_031796782.1
OG0012856	XP_003926573.1	XP_031817116.1, XP_031796755.1
OG0012857	XP_039328109.1	XP_031794231.1
OG0012858	XP_039328260.1	XP_003770966.1
OG0012859	XP_010335583.2	XP_031796659.1
OG0012860	XP_039335771.1, XP_003927829.1	XP_031796559.1
OG0012861	XP_039318946.1	XP_031793905.1
OG0012862	XP_010341678.1	XP_003770861.2
OG0012863	XP_010341665.2	XP_031796219.1
OG0012864	XP_003932819.2	XP_031794057.1
OG0012865	XP_039319161.1	XP_031795138.1
OG0012866	XP_039319037.1	XP_003770819.2
OG0012867	XP_010341621.1	XP_031794396.1
OG0012868	XP_039319116.1	XP_031793699.1
OG0012869	XP_039319004.1	XP_031796606.1
OG0012870	XP_039319087.1	XP_031794434.1
OG0012871	XP_039319184.1	XP_031796821.1
OG0012872	XP_003932797.2	XP_031796264.1
OG0012873	XP_039319209.1	XP_003770830.1
OG0012875	XP_039319201.1	XP_031793695.1
OG0012876	XP_039318971.1	XP_031794774.1
OG0012877	XP_003932849.1	XP_012407184.1
OG0012878	XP_039319408.1, XP_039319007.1	XP_031794061.1
OG0012880	XP_039319255.1	XP_031796668.1
OG0012881	XP_010341719.1	XP_031796652.1
OG0012882	XP_039319005.1	XP_031794989.1
OG0012883	XP_003932897.1	XP_003771045.1
OG0012884	XP_003932902.1	XP_031796961.1
OG0012885	XP_039318975.1	XP_031795714.1
OG0012886	XP_039319026.1	XP_031795990.1
OG0012887	XP_003932923.2	XP_031797111.1
OG0012888	XP_039319035.1	XP_031793596.1
OG0012889	XP_003932929.1	XP_031793986.1
OG0012890	XP_010341796.2	XP_023360237.1
OG0012891	XP_003932955.1	XP_031793819.1
OG0012892	XP_003932957.1	XP_012406102.1
OG0012893	XP_003932958.1	XP_003771169.1
OG0012894	XP_039319006.1, XP_010329054.2	XP_031797104.1
OG0012895	XP_010338550.1	XP_003771145.2
OG0012896	XP_003929693.1	XP_012406076.2
OG0012897	XP_039327857.1	XP_031795993.1
OG0012898	XP_010338541.2	XP_031793956.1
OG0012899	XP_003922812.1	XP_012401642.1
OG0012900	XP_039331588.1	XP_031814633.1
OG0012901	XP_003922835.2	XP_003765735.1
OG0012902	XP_039331072.1	XP_023356203.1, XP_031800909.1
OG0012903	XP_010346927.1	XP_012401619.2
OG0012904	XP_039319523.1	XP_031814996.1
OG0012905	XP_010350368.1	XP_012401605.1
OG0012906	XP_039315914.1	XP_031814966.1
OG0012907	XP_010350335.1	XP_031807348.1
OG0012908	XP_039332360.1	XP_023350761.2
OG0012909	XP_039335214.1	XP_003758368.1
OG0012910	XP_003926931.1	XP_031806286.1
OG0012911	XP_003926789.1	XP_031806294.1
OG0012912	XP_010350182.2, XP_039318538.1	XP_003758850.1
OG0012913	XP_039334434.1	XP_031806304.1
OG0012914	XP_039330620.1	XP_031806308.1
OG0012915	XP_003922788.1	XP_003758328.1
OG0012916	XP_010331902.1	XP_023350730.1
OG0012917	XP_039329874.1	XP_031806343.1
OG0012918	XP_010331888.1	XP_031806347.1
OG0012919	XP_010331882.1	XP_023350707.1
OG0012920	XP_010331875.2	XP_031806378.1
OG0012921	XP_039319952.1	XP_031806393.1
OG0012922	XP_003922755.1	XP_003758297.1
OG0012923	XP_039333244.1	XP_031806397.1
OG0012924	XP_039318117.1	XP_031806427.1
OG0012925	XP_003922739.1	XP_031806438.1
OG0012926	XP_003922729.1	XP_023350668.1
OG0012927	XP_010331825.1	XP_003758266.1
OG0012928	XP_039329873.1, XP_003922725.2	XP_003758265.2
OG0012929	XP_003922721.1	XP_031806454.1
OG0012930	XP_010331807.1	XP_031806465.1
OG0012931	XP_003922708.1	XP_003758007.1
OG0012932	XP_003922702.1	XP_031806497.1
OG0012933	XP_010331800.1	XP_031806495.1
OG0012935	XP_003932984.2	XP_003772429.2
OG0012936	XP_039318858.1	XP_031814979.1
OG0012937	XP_003934014.1	XP_031808877.1, XP_031808878.1
OG0012938	XP_010330018.1	XP_031801281.1
OG0012940	XP_003934010.1	XP_031808872.1
OG0012941	XP_003944799.1	XP_003768881.1
OG0012942	XP_003944009.1	XP_031809676.1
OG0012943	XP_039316369.1	XP_003756958.1
OG0012944	XP_039316429.1	XP_023362595.1
OG0012945	XP_039316594.1	XP_031809680.1
OG0012947	XP_039316662.1	XP_031800955.1
OG0012948	XP_003920739.2	XP_003759555.3
OG0012949	XP_003920738.2	XP_031824323.1
OG0012950	XP_003920722.1	XP_012398069.1
OG0012951	XP_003920703.2	XP_003761303.1
OG0012952	XP_039326766.1	XP_003759549.1, XP_031824405.1
OG0012953	XP_039335234.1	XP_031808924.1
OG0012954	XP_010337268.2	XP_031808957.1
OG0012955	XP_003920657.1	XP_012405364.1, XP_003756530.1
OG0012956	XP_003920653.1	XP_031808963.1
OG0012957	XP_010337020.1	XP_031808904.1
OG0012958	XP_003920626.1	XP_031808903.1
OG0012959	XP_039326387.1	XP_003756514.1
OG0012960	XP_003920621.1	XP_012405148.1
OG0012961	XP_039329015.1	XP_012405105.1
OG0012962	XP_003920615.1	XP_003756499.1
OG0012963	XP_003934124.1	XP_003756485.1
OG0012964	XP_003934008.1	XP_031808868.1
OG0012965	XP_010342797.1	XP_031809173.1
OG0012966	XP_003933997.1	XP_003756631.1
OG0012967	XP_039328054.1	XP_031809202.1
OG0012968	XP_010337070.1	XP_023353685.1
OG0012969	XP_003928204.1	XP_023353715.1
OG0012970	XP_010337039.1	XP_031817403.1
OG0012971	XP_010337035.2	XP_031817342.1
OG0012972	XP_039330950.1	XP_031817339.1
OG0012973	XP_010337027.1	XP_023353029.1
OG0012974	XP_003928164.1	XP_003762947.1
OG0012975	XP_039330845.1	XP_031799190.1
OG0012976	XP_003939788.1	XP_003761431.1
OG0012977	XP_010348732.2	XP_031794056.1
OG0012978	XP_039330714.1	XP_012398083.1
OG0012979	XP_039330548.1	XP_031793790.1
OG0012980	XP_010330030.1	XP_003761817.1
OG0012981	XP_003943890.1	XP_003761820.1
OG0012982	XP_010330032.1	XP_031801294.1
OG0012984	XP_003943876.1	XP_003761850.1
OG0012985	XP_003943864.1	XP_031801266.1
OG0012986	XP_003943866.1	XP_031801267.1
OG0012987	XP_003943852.1	XP_003761805.2
OG0012988	XP_010329970.2	XP_003761824.1
OG0012989	XP_003943825.1	XP_012398141.1
OG0012990	XP_039330909.1	XP_031793049.1
OG0012991	XP_003940099.1	XP_031793030.1
OG0012992	XP_003940114.1	XP_031792601.1
OG0012993	XP_010349107.1	XP_031825205.1
OG0012994	XP_039331151.1	XP_012398333.2
OG0012995	XP_039330917.1	XP_023353464.2
OG0012996	XP_003940134.1	XP_031801403.1
OG0012997	XP_003940140.1	XP_012398157.1
OG0012999	XP_003940149.2	XP_031817137.1
OG0013000	XP_003925300.2	XP_003761881.1
OG0013001	XP_003925288.2	XP_031799960.1
OG0013002	XP_010334216.1	XP_031810485.1
OG0013003	XP_010334208.1	XP_031805183.1
OG0013004	XP_039330661.1	XP_031810032.1
OG0013005	XP_003925243.1	XP_003757120.1
OG0013006	XP_039331004.1	XP_003757121.1
OG0013007	XP_039330945.1	XP_003757126.2
OG0013008	XP_003925445.1	XP_031810080.1, XP_031810081.1
OG0013009	XP_003925262.2	XP_031810521.1
OG0013010	XP_010332297.1	XP_031824475.1
OG0013011	XP_039321072.1	XP_031824474.1
OG0013012	XP_003923142.1	XP_003769184.2
OG0013013	XP_003932484.1	XP_023358982.1
OG0013014	XP_010330916.2	XP_031821048.1
OG0013016	XP_003944400.1	XP_003768974.1
OG0013017	XP_003944381.1	XP_012404362.1
OG0013018	XP_003944370.1	XP_003768961.1
OG0013019	XP_003944357.2	XP_003768968.1
OG0013020	XP_010332321.1	XP_031820946.1
OG0013021	XP_003923197.2	XP_003769013.1
OG0013022	XP_039323374.1	XP_031820892.1
OG0013023	XP_010332377.1	XP_003769043.2
OG0013024	XP_039323748.1	XP_003769048.1
OG0013025	XP_010332395.1	XP_031820825.1
OG0013026	XP_003923285.1	XP_003770589.1
OG0013027	XP_039323476.1, XP_039323477.1	XP_031820768.1
OG0013028	XP_003923293.1	XP_031824484.1
OG0013029	XP_010332418.2	XP_031820764.1
OG0013030	XP_010332424.1	XP_031820761.1
OG0013031	XP_039322242.1	XP_012404490.1
OG0013032	XP_039323428.1	XP_031820748.1
OG0013033	XP_003923046.1	XP_031820723.1
OG0013034	XP_010332166.2	XP_031820701.1
OG0013035	XP_010332180.2	XP_031824480.1
OG0013036	XP_039323436.1	XP_031820674.1
OG0013037	XP_003923079.2	XP_031820667.1
OG0013038	XP_003923098.1	XP_031820659.1
OG0013039	XP_003923087.1	XP_003769157.1
OG0013040	XP_003923123.1	XP_003769176.1
OG0013041	XP_003923162.1	XP_003769195.1
OG0013042	XP_003923164.1	XP_003769197.2
OG0013043	XP_003923167.1	XP_031820586.1
OG0013044	XP_010335449.1	XP_031820571.1
OG0013045	XP_003926429.2	XP_031820570.1
OG0013046	XP_003926415.1	XP_031820555.1
OG0013047	XP_003926414.1	XP_031820553.1
OG0013048	XP_003926403.1	XP_031820538.1
OG0013049	XP_003926394.1	XP_031820532.1
OG0013050	XP_003926379.2	XP_031820519.1
OG0013051	XP_039323730.1	XP_031820485.1
OG0013052	XP_010332444.1	XP_003769291.1
OG0013053	XP_003923029.1	XP_031820452.1
OG0013054	XP_003923026.1	XP_031820450.1
OG0013055	XP_010332480.2	XP_003769308.2
OG0013056	XP_003922994.1	XP_012404658.1
OG0013057	XP_003922982.2	XP_031820390.1
OG0013058	XP_003922971.1	XP_031820364.1
OG0013059	XP_003922964.1	XP_003769357.1
OG0013060	XP_010344739.1	XP_003769374.1
OG0013061	XP_003935977.1	XP_031820325.1
OG0013062	XP_003935993.1	XP_031820304.1
OG0013063	XP_010344760.2	XP_031820291.1
OG0013064	XP_039323318.1	XP_031820284.1
OG0013065	XP_003935999.1	XP_031820286.1
OG0013066	XP_039323470.1, XP_003928065.2	XP_003770692.2
OG0013067	XP_039323438.1	XP_023359134.1
OG0013068	XP_003943506.1	XP_003757316.1
OG0013069	XP_003923323.1	XP_031824466.1
OG0013070	XP_039323840.1	XP_031824651.1
OG0013072	XP_039320669.1	XP_031803215.1
OG0013073	XP_039324411.1	XP_031798023.1
OG0013074	XP_003931944.1	XP_031799360.1
OG0013075	XP_010342551.1, XP_003933769.1	XP_003760427.2
OG0013076	XP_003931949.1	XP_031797865.1
OG0013077	XP_003931975.1	XP_023361461.1
OG0013078	XP_003943089.1	XP_003762730.2
OG0013079	XP_039320556.1	XP_031802891.1
OG0013080	XP_003943078.2	XP_031809991.1
OG0013081	XP_003943077.1	XP_031802900.1
OG0013082	XP_010349717.1	XP_003760343.1
OG0013083	XP_003940724.1	XP_012397194.2
OG0013084	XP_039320702.1	XP_031802932.1
OG0013085	XP_003938658.1	XP_003760360.1
OG0013086	XP_010347600.1	XP_031802935.1
OG0013087	XP_039320411.1	XP_031802971.1
OG0013088	XP_003938634.1	XP_031802981.1
OG0013089	XP_003933168.1	XP_031810753.1
OG0013090	XP_003933165.1	XP_003760383.1
OG0013091	XP_003933157.1	XP_012397245.1
OG0013092	XP_003933147.1	XP_003760405.1
OG0013093	XP_003933138.1	XP_031803020.1
OG0013094	XP_003933778.1	XP_031803022.1
OG0013095	XP_010342553.1	XP_031803035.1
OG0013096	XP_003933772.1	XP_031803034.1
OG0013097	XP_039320488.1	XP_031803066.1
OG0013098	XP_003933729.2	XP_031803296.1
OG0013099	XP_039320551.1	XP_023352286.1
OG0013100	XP_003925323.1	XP_031803102.1
OG0013101	XP_039320750.1	XP_031803125.1
OG0013102	XP_039320365.1	XP_031803141.1, XP_031800413.1
OG0013103	XP_039320848.1	XP_023352442.2
OG0013104	XP_039320371.1	XP_031803271.1
OG0013105	XP_010328173.2	XP_031803290.1
OG0013106	XP_003942104.2	XP_031803259.1
OG0013107	XP_039320459.1	XP_003760587.1, XP_012397440.1
OG0013108	XP_039320674.1	XP_031803210.1
OG0013109	XP_003941014.2	XP_031799020.1
OG0013110	XP_039324169.1	XP_003773336.1
OG0013111	XP_003933706.1	XP_031797430.1
OG0013112	XP_003933699.1	XP_003773326.1
OG0013113	XP_010342497.2	XP_031797821.1
OG0013114	XP_003933692.1	XP_031799356.1
OG0013115	XP_010342483.2	XP_031798807.1
OG0013116	XP_039324406.1	XP_031798477.1
OG0013117	XP_003933664.1	XP_012407697.2
OG0013118	XP_003933661.1	XP_003773295.1
OG0013119	XP_003933655.2	XP_031797643.1
OG0013120	XP_039324174.1	XP_003774577.1
OG0013121	XP_039324189.1	XP_003773281.1
OG0013122	XP_003933641.2	XP_031797969.1
OG0013123	XP_003931941.1	XP_031798607.1
OG0013124	XP_010340867.1	XP_031799041.1
OG0013127	XP_003931971.1	XP_031799391.1
OG0013128	XP_003931978.1	XP_003772863.1
OG0013129	XP_003932003.1	XP_031800119.1
OG0013130	XP_003932011.1	XP_031799972.1
OG0013131	XP_003932019.2	XP_003772887.1
OG0013132	XP_003932022.1	XP_012408434.2
OG0013133	XP_003921093.1	XP_003771605.1
OG0013134	XP_003935181.1	XP_031796452.1, XP_012406873.1
OG0013135	XP_003935358.1	XP_003762273.1
OG0013136	XP_039320209.1	XP_012398898.1
OG0013137	XP_003921031.2	XP_031794945.1
OG0013138	XP_039329003.1	XP_031796929.1
OG0013139	XP_010341361.1	XP_003771655.1
OG0013140	XP_010341412.1	XP_031794915.1
OG0013141	XP_039328596.1	XP_031794893.1
OG0013142	XP_039328659.1	XP_031794892.1
OG0013143	XP_039328658.1	XP_031794891.1
OG0013144	XP_039328677.1	XP_031794886.1
OG0013145	XP_039328934.1	XP_031794867.1
OG0013146	XP_003921066.1	XP_031794865.1
OG0013147	XP_003921067.1	XP_003771631.1
OG0013148	XP_003921070.1	XP_012406472.1
OG0013149	XP_003921068.1	XP_003771634.2
OG0013150	XP_010341764.2	XP_031794828.1
OG0013151	XP_003921080.1	XP_031794809.1
OG0013152	XP_039328696.1	XP_003771963.1
OG0013153	XP_003921233.2	XP_031795838.1
OG0013154	XP_003921235.2	XP_031795842.1
OG0013155	XP_010343584.1	XP_012406747.1
OG0013157	XP_003921251.1	XP_031795871.1
OG0013158	XP_003921274.1	XP_031796624.1
OG0013159	XP_039328977.1	XP_031796621.1
OG0013160	XP_010343977.2	XP_031796608.1
OG0013161	XP_039328781.1	XP_031796592.1
OG0013162	XP_003938706.2	XP_031796144.1
OG0013163	XP_003938707.1	XP_031796143.1
OG0013164	XP_003938715.1	XP_031796558.1
OG0013165	XP_010347643.1	XP_031796536.1
OG0013166	XP_003934777.2	XP_031796521.1
OG0013167	XP_003935156.1	XP_031796507.1
OG0013168	XP_039328665.1	XP_031796129.1
OG0013169	XP_039328890.1	XP_031796484.1
OG0013170	XP_039328918.1	XP_031796480.1
OG0013171	XP_003935201.2	XP_003772124.1
OG0013172	XP_039328866.1	XP_031796391.1
OG0013173	XP_003935199.1	XP_003772126.1
OG0013174	XP_003935207.2	XP_031796384.1
OG0013175	XP_039318080.1	XP_031808781.1, XP_031808773.1
OG0013176	XP_003930777.1	XP_031808796.1
OG0013177	XP_010339613.1	XP_031807580.1
OG0013178	XP_003921096.1	XP_003771603.1
OG0013179	XP_003937037.1	XP_003765518.1
OG0013180	XP_039329995.1	XP_031818188.1, XP_031818187.1
OG0013181	XP_003928044.1	XP_031797422.1
OG0013182	XP_010345821.1	XP_031818171.1
OG0013183	XP_039330241.1	XP_031817955.1
OG0013184	XP_039329881.1	XP_031825072.1
OG0013185	XP_039330006.1	XP_031818195.1
OG0013186	XP_003937068.1	XP_003765433.1
OG0013187	XP_039330320.1	XP_023355975.1
OG0013188	XP_039330512.1, XP_039330951.1	XP_003765428.1
OG0013189	XP_039329604.1	XP_003765425.2
OG0013190	XP_003937123.3	XP_031818040.1
OG0013191	XP_039330421.1	XP_031818036.1
OG0013192	XP_003937542.1	XP_031818032.1
OG0013193	XP_003937546.1	XP_012401338.1
OG0013194	XP_010346373.1	XP_031818027.1
OG0013195	XP_010346379.2	XP_031818015.1
OG0013196	XP_039329543.1	XP_031818004.1
OG0013197	XP_003937557.1	XP_031817366.1
OG0013198	XP_039329932.1	XP_031817992.1
OG0013199	XP_010346500.2	XP_031817985.1, XP_031817986.1
OG0013200	XP_003937330.2	XP_031810271.1
OG0013201	XP_039329616.1	XP_031824983.1
OG0013202	XP_010347502.2	XP_031824999.1
OG0013204	XP_003921629.1	XP_031825013.1
OG0013205	XP_003936924.1	XP_031825033.1
OG0013206	XP_039330159.1	XP_003767602.1
OG0013207	XP_039329912.1	XP_031825047.1
OG0013208	XP_003936932.1	XP_031825051.1
OG0013209	XP_010345708.2	XP_031825060.1
OG0013211	XP_039330357.1	XP_031825091.1
OG0013212	XP_039329564.1	XP_031825102.1
OG0013213	XP_039330391.1	XP_031824418.1
OG0013214	XP_003936991.1	XP_031825121.1
OG0013216	XP_003935838.1	XP_003755805.1
OG0013217	XP_039324623.1	XP_003755847.1
OG0013218	XP_039324617.1	XP_031810851.1
OG0013219	XP_010333411.1	XP_031810856.1
OG0013220	XP_003924403.1	XP_012399900.1
OG0013221	XP_010336749.2	XP_031793876.1
OG0013222	XP_003927869.1	XP_031797110.1
OG0013223	XP_003927875.1	XP_031794205.1
OG0013224	XP_003927876.1	XP_031795474.1
OG0013225	XP_003927881.2	XP_031797064.1
OG0013226	XP_003927883.1	XP_003770997.1
OG0013227	XP_003927885.2	XP_031794426.1
OG0013228	XP_039328203.1	XP_003771013.1
OG0013229	XP_003927893.1	XP_031794765.1
OG0013230	XP_003927899.2	XP_023360092.2
OG0013231	XP_039328205.1	XP_031795486.1
OG0013232	XP_003929635.1	XP_003771081.2
OG0013233	XP_010338481.1	XP_003771093.1
OG0013234	XP_010338627.2	XP_031795651.1
OG0013235	XP_039327931.1	XP_031795180.1
OG0013236	XP_003929642.1	XP_031794397.1
OG0013237	XP_003929647.1	XP_003771109.1
OG0013238	XP_003929658.1	XP_031793903.1
OG0013239	XP_010338518.2	XP_031794832.1
OG0013240	XP_039327796.1	XP_031795994.1
OG0013241	XP_039328439.1	XP_003772464.1
OG0013242	XP_003929664.1	XP_003771125.1
OG0013243	XP_010338531.2	XP_031794401.1
OG0013245	XP_003929678.2	XP_031796841.1
OG0013246	XP_003928061.1	XP_003773216.2
OG0013247	XP_039335071.1	XP_031797889.1
OG0013248	XP_003928053.1	XP_023361728.1
OG0013249	XP_039335138.1	XP_031799631.1
OG0013250	XP_003928023.1	XP_031799680.1
OG0013251	XP_039335054.1	XP_031798333.1
OG0013252	XP_003928003.1	XP_031797239.1
OG0013254	XP_003927979.1	XP_031799891.1
OG0013255	XP_003944241.1	XP_003773139.1
OG0013258	XP_039328515.1	XP_003771743.1
OG0013259	XP_010338695.2	XP_012406524.2
OG0013260	XP_010338671.2	XP_031795014.1
OG0013261	XP_003929799.1	XP_023361233.1, XP_023354319.2
OG0013262	XP_003929795.1	XP_031795004.1
OG0013263	XP_010338808.2	XP_031795003.1
OG0013264	XP_003921019.1	XP_003771692.1
OG0013265	XP_003921018.1	XP_031794983.1
OG0013266	XP_039329028.1	XP_031794961.1
OG0013267	XP_039329039.1	XP_003771676.2
OG0013268	XP_039318014.1	XP_003762605.1
OG0013269	XP_039318089.1	XP_012399517.1
OG0013270	XP_039318043.1	XP_031807360.1
OG0013271	XP_010339665.1	XP_003757784.1
OG0013272	XP_003930830.2	XP_003757783.1
OG0013273	XP_039318061.1	XP_003757782.1
OG0013274	XP_039317973.1	XP_031805754.1
OG0013275	XP_039328894.1	XP_031795196.1
OG0013276	XP_003929974.2	XP_031795207.1, XP_012406572.1
OG0013277	XP_039328888.1	XP_031795211.1
OG0013278	XP_039328638.1	XP_012406600.1
OG0013279	XP_039328915.1	XP_031795295.1
OG0013280	XP_003929926.2	XP_031795298.1
OG0013281	XP_003929931.1	XP_031795312.1
OG0013282	XP_039328542.1	XP_031795329.1
OG0013283	XP_003941889.2	XP_003771849.3
OG0013284	XP_010328528.2	XP_003758066.1
OG0013285	XP_010328530.1	XP_031806647.1
OG0013286	XP_003942436.2	XP_003758060.1
OG0013287	XP_010347014.1	XP_031806553.1
OG0013288	XP_010347018.2	XP_023350495.1
OG0013289	XP_039319342.1	XP_031806567.1
OG0013290	XP_039319334.1	XP_003758025.1
OG0013291	XP_010347041.1	XP_031806542.1
OG0013292	XP_003938155.1	XP_003758018.1
OG0013293	XP_003938140.1	XP_031797320.1
OG0013294	XP_010346976.1	XP_031797486.1
OG0013295	XP_003944106.1	XP_003772841.1
OG0013296	XP_010344378.1	XP_003774229.2
OG0013297	XP_003945338.3	XP_003766991.1, XP_031800311.1
OG0013298	XP_010344397.2	XP_003772857.2
OG0013299	XP_003935612.1	XP_012407388.2
OG0013300	XP_039316961.1	XP_031798150.1
OG0013301	XP_010342665.2	XP_031799062.1
OG0013302	XP_003933890.1	XP_003773073.1
OG0013303	XP_039324247.1	XP_031798799.1
OG0013304	XP_010342722.2	XP_031799141.1
OG0013305	XP_010342726.1	XP_031797438.1
OG0013306	XP_003933916.1	XP_031799013.1
OG0013307	XP_003941309.1	XP_003758149.2
OG0013308	XP_003922655.1	XP_031805557.1
OG0013309	XP_039315980.1	XP_003770670.2
OG0013312	XP_039317239.1	XP_031807029.1
OG0013313	XP_003939476.1	XP_031807032.1
OG0013314	XP_039316546.1	XP_031807047.1
OG0013315	XP_039333634.1	XP_031807052.1
OG0013316	XP_039318302.1	XP_031807078.1
OG0013317	XP_003935264.1	XP_031805051.1
OG0013318	XP_003935267.2	XP_031805470.1
OG0013319	XP_003935281.1	XP_031805453.1
OG0013320	XP_003935282.1	XP_003758784.1
OG0013321	XP_039333284.1	XP_031805443.1
OG0013322	XP_010344118.1	XP_031805437.1
OG0013323	XP_003935330.2	XP_031811202.1
OG0013324	XP_003935320.1	XP_031807275.1
OG0013325	XP_039319361.1	XP_031807270.1
OG0013326	XP_003941633.1	XP_023357309.1
OG0013327	XP_003941634.1	XP_012402886.1
OG0013328	XP_003941622.1	XP_031807232.1
OG0013329	XP_003941630.2	XP_031807269.1
OG0013330	XP_003941617.1	XP_003767136.1
OG0013331	XP_010350633.1	XP_031807224.1
OG0013332	XP_039330542.1	XP_031807221.1
OG0013333	XP_003941595.1	XP_031807207.1
OG0013334	XP_003944030.1	XP_031807087.1
OG0013335	XP_039334963.1	XP_031807089.1
OG0013336	XP_003926857.1	XP_003758401.1
OG0013337	XP_010335793.1	XP_031806220.1
OG0013338	XP_003926843.1	XP_003758387.1
OG0013339	XP_003926836.1	XP_031806251.1
OG0013340	XP_039318348.1	XP_031806239.1
OG0013341	XP_003926835.1	XP_003758388.3
OG0013342	XP_010335873.2	XP_031806265.1
OG0013343	XP_003926826.1	XP_031806268.1
OG0013344	XP_010350322.1	XP_003758127.1
OG0013345	XP_010350319.1	XP_003758148.1
OG0013346	XP_039334171.1	XP_012395937.2
OG0013347	XP_003942576.1	XP_031805663.1
OG0013348	XP_010328665.1	XP_003758684.1
OG0013349	XP_039336178.1	XP_023351033.2
OG0013350	XP_039317032.1	XP_031805647.1
OG0013351	XP_003942186.1	XP_031805644.1
OG0013352	XP_039316657.1	XP_031805635.1
OG0013353	XP_039318214.1	XP_031805620.1
OG0013354	XP_010328278.1	XP_031805618.1
OG0013355	XP_010331714.1	XP_031799612.1
OG0013356	XP_003922629.1	XP_031797192.1
OG0013357	XP_010331723.1	XP_012407873.1
OG0013358	XP_039335114.1	XP_031798091.1
OG0013359	XP_010331771.2	XP_031805064.1
OG0013360	XP_010331785.1	XP_031805581.1
OG0013361	XP_003933536.1	XP_031823185.1
OG0013362	XP_003933529.1	XP_031823183.1
OG0013363	XP_039316881.1	XP_003769843.4
OG0013364	XP_003933538.1	XP_031823191.1
OG0013365	XP_003933535.2	XP_003769854.1
OG0013366	XP_003933581.2	XP_003769896.1
OG0013367	XP_039315771.1	XP_031823271.1
OG0013368	XP_039316050.1	XP_003769903.1
OG0013369	XP_003942025.1	XP_003769953.1
OG0013370	XP_039315899.1	XP_031823329.1
OG0013371	XP_003942018.1	XP_031823319.1
OG0013372	XP_003941994.1	XP_031824581.1
OG0013373	XP_039316079.1, XP_003931161.1	XP_023359302.1
OG0013374	XP_003941991.1	XP_012405182.2
OG0013375	XP_039316083.1	XP_031823369.1
OG0013376	XP_010327990.1	XP_023359356.1
OG0013377	XP_010327989.2	XP_012405200.1
OG0013378	XP_039315961.1	XP_031823398.1
OG0013379	XP_003941969.1	XP_012405159.2
OG0013380	XP_039316732.1	XP_003769839.1
OG0013381	XP_010342331.2	XP_031823155.1
OG0013382	XP_003933509.1	XP_031823157.1
OG0013383	XP_003921191.1	XP_031794537.1
OG0013384	XP_003943329.1	XP_031798447.1
OG0013385	XP_003941213.1	XP_003774123.1
OG0013386	XP_039326610.1	XP_031798562.1
OG0013387	XP_003930799.1	XP_031807826.1
OG0013388	XP_003921179.1	XP_031794553.1
OG0013389	XP_003930810.1	XP_003762705.2
OG0013390	XP_039317995.1	XP_023354123.1
OG0013392	XP_003930803.1	XP_031807758.1
OG0013393	XP_003930798.1	XP_031807837.1
OG0013394	XP_003921145.1	XP_003771547.1
OG0013395	XP_003921369.3	XP_031794616.1
OG0013396	XP_010342679.1	XP_031794596.1
OG0013397	XP_003921161.2, XP_039321244.1	XP_031794597.1
OG0013398	XP_039328507.1	XP_023360518.1
OG0013399	XP_003921186.1	XP_031794548.1
OG0013400	XP_039328698.1	XP_031796706.1
OG0013401	XP_039326752.1	XP_031798625.1
OG0013402	XP_039327383.1	XP_031799436.1
OG0013403	XP_003943375.1	XP_003774265.2
OG0013404	XP_039326769.1	XP_031799437.1
OG0013405	XP_039327006.1	XP_031798379.1
OG0013406	XP_039326620.1	XP_031799439.1
OG0013407	XP_003920024.3	XP_031797768.1
OG0013408	XP_039327272.1	XP_031798239.1
OG0013409	XP_039327187.1	XP_031798979.1
OG0013410	XP_003920010.1	XP_031797210.1
OG0013412	XP_003920012.1	XP_031798347.1
OG0013413	XP_003920221.1	XP_012408188.1
OG0013414	XP_039326454.1	XP_031798534.1
OG0013415	XP_003920204.1	XP_031798537.1
OG0013416	XP_010333112.1	XP_023362185.1
OG0013417	XP_003920185.1	XP_003773924.1
OG0013418	XP_003920152.3	XP_003773990.2
OG0013419	XP_039327160.1	XP_031799613.1
OG0013420	XP_039326793.1	XP_031799374.1
OG0013421	XP_039327119.1	XP_023362130.1
OG0013422	XP_010332598.1	XP_012408086.1
OG0013423	XP_010332469.1	XP_031797328.1
OG0013424	XP_010335713.2	XP_031799666.1
OG0013425	XP_010332241.1	XP_031798873.1
OG0013426	XP_003920080.1	XP_012408072.1
OG0013427	XP_003920075.1	XP_031799817.1
OG0013428	XP_010332021.1	XP_031798672.1
OG0013429	XP_039327172.1	XP_031798399.1
