Orthogroup	Saimiri_boliviensis_boliviensis	Microcebus_murinus
OG0013612	XP_010347885.1	XP_012645818.2
OG0013613	XP_003938950.2	XP_012646256.1
OG0013615	XP_003938954.1, XP_039321433.1	XP_012646263.1
OG0013616	XP_039322921.1	XP_012646282.1
OG0013617	XP_010347901.2	XP_012646280.1
OG0013618	XP_039322924.1	XP_012617141.1
OG0013619	XP_003938888.2	XP_012617087.1
OG0013620	XP_003938878.1	XP_012617069.2
OG0013621	XP_003938873.2	XP_012624687.1
OG0013622	XP_039323081.1	XP_012624688.1
OG0013623	XP_003938871.1	XP_012624696.1
OG0013624	XP_003938867.1	XP_012624715.1
OG0013625	XP_039322491.1	XP_020139402.1
OG0013626	XP_039322977.1	XP_012624723.1
OG0013627	XP_039322457.1	XP_012624750.1
OG0013628	XP_003938855.1	XP_012624751.1
OG0013629	XP_039322848.1	XP_012624787.1
OG0013630	XP_039322537.1	XP_020139530.1
OG0013631	XP_039322983.1	XP_012624846.1
OG0013632	XP_039322137.1	XP_012601151.1
OG0013633	XP_039322480.1	XP_012601152.2
OG0013634	XP_039322379.1	XP_012601202.1
OG0013635	XP_039323038.1	XP_020139591.1
OG0013636	XP_039321886.1	XP_012601168.1
OG0013638	XP_039321867.1	XP_012601223.1
OG0013639	XP_003944519.1	XP_012601253.1
OG0013640	XP_039321581.1	XP_012601153.1
OG0013641	XP_039321960.1	XP_020139470.1
OG0013642	XP_039322216.1	XP_020139575.1
OG0013643	XP_039321358.1	XP_012601363.1
OG0013644	XP_010328682.1	XP_020142132.1
OG0013645	XP_003923888.2	XP_012641901.1
OG0013646	XP_039327184.1	XP_012626013.1
OG0013647	XP_010331059.2	XP_012599374.1
OG0013648	XP_003944811.2	XP_020142434.1
OG0013649	XP_039327210.1	XP_012595131.1
OG0013650	XP_039318226.1	XP_012595092.1
OG0013651	XP_003935127.1	XP_012600623.1
OG0013652	XP_010343945.1	XP_012594173.1
OG0013653	XP_003935144.2	XP_012591561.1
OG0013654	XP_003923541.1	XP_020142205.1
OG0013655	XP_003923525.1	XP_012600350.1
OG0013656	XP_039326654.1	XP_012600356.1
OG0013657	XP_039326687.1	XP_012600509.1
OG0013658	XP_003923512.1	XP_012600533.1
OG0013659	XP_039327167.1	XP_012600568.1
OG0013660	XP_003923463.1	XP_012600416.1
OG0013661	XP_003919812.1	XP_012642010.1
OG0013662	XP_003919824.3	XP_012642001.1
OG0013663	XP_010335315.1	XP_012641991.1
OG0013664	XP_003919828.1	XP_012641974.1
OG0013665	XP_003919846.1	XP_012599660.1
OG0013666	XP_003919851.1	XP_012599657.1
OG0013667	XP_003919868.1	XP_012639394.1
OG0013668	XP_039326745.1	XP_012639453.1
OG0013669	XP_039326429.1	XP_012639460.1
OG0013670	XP_039327051.1	XP_012639469.1
OG0013671	XP_003920435.3	XP_012639474.1
OG0013672	XP_003919872.1	XP_012639475.1
OG0013673	XP_039326776.1	XP_020142168.1
OG0013674	XP_003919881.1	XP_012611289.1
OG0013675	XP_003919915.3	XP_012636169.1, XP_012636168.1
OG0013676	XP_003919946.1	XP_012636070.1
OG0013677	XP_003919963.1	XP_020142136.1
OG0013678	XP_003919967.1	XP_012590977.1
OG0013679	XP_039327232.1	XP_012600095.1
OG0013680	XP_010333463.1	XP_012612476.1
OG0013681	XP_003920230.1	XP_012612471.1
OG0013682	XP_039318230.1	XP_012595128.1
OG0013683	XP_010332540.2	XP_012641951.1
OG0013684	XP_039329164.1	XP_012641196.2
OG0013685	XP_039329396.1	XP_012607499.1
OG0013686	XP_003928335.2	XP_012607403.1
OG0013687	XP_039329380.1	XP_020145971.1
OG0013688	XP_003942287.1	XP_012592774.1
OG0013689	XP_010328366.1	XP_020145983.1
OG0013690	XP_003942262.1	XP_012614957.1
OG0013691	XP_003934492.1	XP_012638178.1
OG0013692	XP_010343217.1	XP_012638174.1
OG0013693	XP_003934413.1	XP_012638187.1
OG0013694	XP_003934415.2	XP_012638188.1
OG0013695	XP_039329192.1	XP_012616481.1
OG0013696	XP_039329276.1	XP_020145864.1
OG0013697	XP_003934436.2	XP_020145940.1, XP_020145941.1
OG0013698	XP_039329319.1	XP_012620436.1
OG0013699	XP_003927235.1	XP_012620434.1
OG0013700	XP_003927240.1	XP_020145923.1
OG0013701	XP_010339948.2	XP_012641193.2
OG0013702	XP_039329165.1	XP_012641203.1
OG0013703	XP_010339943.1	XP_012634497.1
OG0013704	XP_003928246.1	XP_012625206.1
OG0013705	XP_003928253.1	XP_020146128.1
OG0013706	XP_003928260.1	XP_012612441.1
OG0013707	XP_010337115.1	XP_020145851.1
OG0013708	XP_039329112.1, XP_039329111.1	XP_012607304.1
OG0013709	XP_010337122.1	XP_012607440.1
OG0013710	XP_003928289.1	XP_012607437.1
OG0013711	XP_039329331.1	XP_012607422.1
OG0013712	XP_039329378.1, XP_039329262.1	XP_012621054.1
OG0013715	XP_003930933.1	XP_012625643.1, XP_020140859.1
OG0013716	XP_039335340.1	XP_012600978.1
OG0013717	XP_003942967.1	XP_012600979.1
OG0013718	XP_039317754.1	XP_012624635.1
OG0013719	XP_003931053.3	XP_012624671.1
OG0013720	XP_039317746.1	XP_012624662.1
OG0013721	XP_003930960.1	XP_012600876.1
OG0013722	XP_003930956.1	XP_012600834.1
OG0013723	XP_039317883.1	XP_012600864.1
OG0013724	XP_039317942.1	XP_020141108.1
OG0013725	XP_039317817.1	XP_020141105.1
OG0013726	XP_003930953.1	XP_012611836.1
OG0013727	XP_039317891.1	XP_020141017.1
OG0013728	XP_010339787.1	XP_020141009.1
OG0013729	XP_003930931.1	XP_012625644.1
OG0013730	XP_039317850.1	XP_012625724.2
OG0013731	XP_039317927.1	XP_012624630.1
OG0013732	XP_003930974.1	XP_012624629.1
OG0013734	XP_039336107.1	XP_012624622.1
OG0013735	XP_010344862.1	XP_020143621.1
OG0013736	XP_039336278.1	XP_012600781.1
OG0013737	XP_010333938.2	XP_020145721.1
OG0013738	XP_039336215.1	XP_020145611.1
OG0013739	XP_003924969.1	XP_012638731.1
OG0013740	XP_003924976.2	XP_012611211.1
OG0013741	XP_010334170.2	XP_012622379.1
OG0013742	XP_010334125.1	XP_012622377.1
OG0013743	XP_003925141.1	XP_012622376.2
OG0013744	XP_010334111.2	XP_012622332.1
OG0013745	XP_010334109.1	XP_012622329.1
OG0013746	XP_010334107.1	XP_012622323.1
OG0013747	XP_039336245.1	XP_012622292.1
OG0013748	XP_039317824.1	XP_012643223.1
OG0013749	XP_003930994.1	XP_012643228.1
OG0013750	XP_003930995.2	XP_012643215.1
OG0013751	XP_039317733.1	XP_012643193.1
OG0013752	XP_003942642.1	XP_012617751.1
OG0013753	XP_003942630.1	XP_012617801.1
OG0013754	XP_003942624.2	XP_020141549.1
OG0013755	XP_010328708.1	XP_012617818.1
OG0013756	XP_003942616.1	XP_012617836.1
OG0013757	XP_003930977.2	XP_012617844.1
OG0013758	XP_003925100.1	XP_012638292.1
OG0013759	XP_003925099.1	XP_012638293.1
OG0013760	XP_010334079.2	XP_012638303.1
OG0013761	XP_039336232.1	XP_012638306.1
OG0013762	XP_003925089.1	XP_012638309.1
OG0013763	XP_039336133.1	XP_012638311.1
OG0013764	XP_010334046.1	XP_020141756.1
OG0013765	XP_039336130.1	XP_012595230.1
OG0013766	XP_003925038.1	XP_012595215.1
OG0013767	XP_039317918.1	XP_012600875.1
OG0013768	XP_003933263.1	XP_012610674.1
OG0013769	XP_003936427.1	XP_012610654.1
OG0013770	XP_039335616.1	XP_012594660.1
OG0013771	XP_003933201.1	XP_012594672.1
OG0013772	XP_010342024.2	XP_012612815.1, XP_012612816.1
OG0013773	XP_039335602.1	XP_012635451.1
OG0013774	XP_003933229.1	XP_012614979.1
OG0013775	XP_039335660.1	XP_020137589.1
OG0013776	XP_003933267.2	XP_012610690.1
OG0013777	XP_003933268.1	XP_012610687.1
OG0013778	XP_003941136.1	XP_012610692.1
OG0013779	XP_039335740.1	XP_012610335.1
OG0013780	XP_010350058.1	XP_012610541.1
OG0013781	XP_010350134.2	XP_012610689.1
OG0013782	XP_010350133.2	XP_012610750.1
OG0013783	XP_010350041.2	XP_012610730.1
OG0013784	XP_039335373.1	XP_020137364.1
OG0013785	XP_039335372.1	XP_012610513.1
OG0013786	XP_039335647.1	XP_012610666.1
OG0013787	XP_003932115.1	XP_012610756.1
OG0013788	XP_039335393.1	XP_012610523.1
OG0013789	XP_039335163.1	XP_012610606.1
OG0013790	XP_003932100.1	XP_012610381.1
OG0013791	XP_039335252.1	XP_012610105.1
OG0013792	XP_003932087.1	XP_012610228.1
OG0013793	XP_010340970.1	XP_020137495.1
OG0013794	XP_039335584.1	XP_012610526.1
OG0013795	XP_003932051.1	XP_012610742.1
OG0013796	XP_003936417.1	XP_012610748.1
OG0013797	XP_003936424.2	XP_012610704.1
OG0013798	XP_003936431.3	XP_012610555.1
OG0013799	XP_003936432.1	XP_012610550.1
OG0013800	XP_003936435.1	XP_012610145.1
OG0013801	XP_010345209.1	XP_012635766.1
OG0013802	XP_003936484.1	XP_012635738.1
OG0013803	XP_003936468.1	XP_012635726.1
OG0013804	XP_003936506.2	XP_012598366.2
OG0013805	XP_003936515.1	XP_012598365.1
OG0013806	XP_039335605.1	XP_012598456.1
OG0013807	XP_003932599.1	XP_012615786.1
OG0013808	XP_003932745.2	XP_020137353.1
OG0013809	XP_039326020.1, XP_003932616.1	XP_012621615.1
OG0013810	XP_010341418.1	XP_020137551.1
OG0013811	XP_003932642.2	XP_012607678.1
OG0013812	XP_039335512.1	XP_012625932.1
OG0013813	XP_003932674.1	XP_012625919.1
OG0013814	XP_039335159.1	XP_012628358.2
OG0013815	XP_010341475.2	XP_020137466.1
OG0013816	XP_039335555.1	XP_012628352.1
OG0013817	XP_039335655.1	XP_012628377.1
OG0013818	XP_039335404.1	XP_020137656.1
OG0013819	XP_039335423.1	XP_012628392.1
OG0013820	XP_010341511.1	XP_012628428.1
OG0013822	XP_039335451.1	XP_012628427.1
OG0013823	XP_003932727.1	XP_012628444.1
OG0013824	XP_039335462.1	XP_012628460.1
OG0013825	XP_039335469.1	XP_012628468.1
OG0013826	XP_010341544.1	XP_012628501.1
OG0013827	XP_003933266.2	XP_012610753.1
OG0013828	XP_003941098.1	XP_012610088.1
OG0013829	XP_039335166.1	XP_012610374.1
OG0013830	XP_039317111.1	XP_020138395.1
OG0013831	XP_003936813.2	XP_012611195.1
OG0013832	XP_010336221.2	XP_020145965.1
OG0013833	XP_003934463.1	XP_012603560.1
OG0013834	XP_010343293.2	XP_012603581.1
OG0013835	XP_010343300.2	XP_020146023.1
OG0013836	XP_039329257.1	XP_012607604.1
OG0013837	XP_039329368.1	XP_012607599.1
OG0013838	XP_003919751.1	XP_012607592.2
OG0013839	XP_003919757.2	XP_012602007.1
OG0013840	XP_003919758.2	XP_012601973.1
OG0013841	XP_003919769.2	XP_012597764.1
OG0013842	XP_003919781.1	XP_012633986.1
OG0013843	XP_003919786.1	XP_012633993.1
OG0013844	XP_010333975.1	XP_012599489.1
OG0013845	XP_039329313.1	XP_012634138.1
OG0013846	XP_039329302.1	XP_012634107.1
OG0013847	XP_039329237.1	XP_012634105.1
OG0013848	XP_039329327.1	XP_012634072.1
OG0013849	XP_039335079.1	XP_012626086.1
OG0013850	XP_039334974.1	XP_012626128.1
OG0013851	XP_003944219.1	XP_012630915.1
OG0013852	XP_003937269.1	XP_012630888.1
OG0013853	XP_039317071.1	XP_012630890.1
OG0013854	XP_003937260.1	XP_012630847.1
OG0013855	XP_039316933.1	XP_012630829.1
OG0013856	XP_003937229.1	XP_012629742.1
OG0013857	XP_003937224.1	XP_012594806.1
OG0013858	XP_003937220.1	XP_012594797.1
OG0013859	XP_010346027.1	XP_012594780.1
OG0013860	XP_003937214.1	XP_012594776.1
OG0013861	XP_003937211.1	XP_012594763.1
OG0013862	XP_003937202.1	XP_012594717.1
OG0013863	XP_003935637.1	XP_012640545.2
OG0013864	XP_010334537.1	XP_020143761.1
OG0013865	XP_003925507.1	XP_012604843.1
OG0013866	XP_003930740.2	XP_012616405.1
OG0013867	XP_010345500.2	XP_012647067.1
OG0013868	XP_003936771.2	XP_012647071.1
OG0013869	XP_003936777.1	XP_012647058.1
OG0013870	XP_010345511.1	XP_012647049.1
OG0013871	XP_039325829.1	XP_020143705.1
OG0013872	XP_039325944.1	XP_012647027.1
OG0013873	XP_039326139.1	XP_012609959.1
OG0013874	XP_003936796.1	XP_012611168.1
OG0013875	XP_039325692.1	XP_012611127.2
OG0013876	XP_039325477.1	XP_020143655.1
OG0013877	XP_039325979.1	XP_012611102.1
OG0013878	XP_010334199.2	XP_012602005.1
OG0013879	XP_039318445.1	XP_020140921.1
OG0013880	XP_003937133.1	XP_020138761.1
OG0013882	XP_039327818.1	XP_012635188.1
OG0013883	XP_010345920.2	XP_020138617.1
OG0013884	XP_039327840.1	XP_020138555.1
OG0013885	XP_003937150.1	XP_020138531.1
OG0013887	XP_039327853.1	XP_020138752.1
OG0013888	XP_039327854.1	XP_012637619.2
OG0013889	XP_003937164.1	XP_020138716.1
OG0013890	XP_010345964.1	XP_012637633.1
OG0013891	XP_010341051.1	XP_012637651.1
OG0013892	XP_039327666.1	XP_012637678.2
OG0013893	XP_039327670.1	XP_012637677.1
OG0013894	XP_039328309.1, XP_039325906.1	XP_020138646.1
OG0013895	XP_010341081.1	XP_020138718.1
OG0013896	XP_039328253.1	XP_020138719.1
OG0013897	XP_010341085.1	XP_020138758.1
OG0013898	XP_039327804.1	XP_020138668.1
OG0013899	XP_039328357.1	XP_012637747.1
OG0013900	XP_039328294.1	XP_020138631.1
OG0013901	XP_003932303.1	XP_012637772.1
OG0013902	XP_039327582.1	XP_012633828.1
OG0013903	XP_039327665.1	XP_020138649.1
OG0013904	XP_039328071.1	XP_012633812.1
OG0013905	XP_010341152.2	XP_020138564.1
OG0013906	XP_039327918.1	XP_012607707.1
OG0013907	XP_003932263.1	XP_012612120.1
OG0013908	XP_039328206.1	XP_012612001.1, XP_012612000.1
OG0013909	XP_010336741.1, XP_039327704.1	XP_012612108.1
OG0013910	XP_039327702.1	XP_012612065.1
OG0013911	XP_039327658.1	XP_012611922.1
OG0013912	XP_039327538.1	XP_012611982.1
OG0013913	XP_003932225.1	XP_012612132.1
OG0013914	XP_039327916.1	XP_012612073.1
OG0013915	XP_039327729.1	XP_012612051.1
OG0013916	XP_010341196.1	XP_012611971.1
OG0013917	XP_003932327.1	XP_012612030.1
OG0013918	XP_003932408.3	XP_012612031.1
OG0013919	XP_039327484.1	XP_012612015.1
OG0013920	XP_003938611.2	XP_012619245.1
OG0013921	XP_003938528.1	XP_012619256.1
OG0013922	XP_039318388.1	XP_012619319.1
OG0013923	XP_010347459.1	XP_012619355.1
OG0013924	XP_039330602.1, XP_010347455.2	XP_012619360.1
OG0013925	XP_039318470.1	XP_012619358.1
OG0013926	XP_010347439.2	XP_012619400.1
OG0013927	XP_003938469.1	XP_012619422.1
OG0013928	XP_010347398.2	XP_012619453.1
OG0013929	XP_010347531.1	XP_012604733.1
OG0013931	XP_039318376.1	XP_012632030.1
OG0013933	XP_039318322.1	XP_012632208.1
OG0013934	XP_039318397.1	XP_012632098.1
OG0013935	XP_010328772.1	XP_012632114.1
OG0013936	XP_010328773.1	XP_012632116.1
OG0013937	XP_039323142.1, XP_003942750.3	XP_012632133.1
OG0013938	XP_003942688.1	XP_012632148.1
OG0013939	XP_003922497.1	XP_012618315.2, XP_012618378.1
OG0013940	XP_003922495.2	XP_012618319.1
OG0013941	XP_010331601.1	XP_012618356.2
OG0013942	XP_003922479.1	XP_012620480.1
OG0013943	XP_039318462.1	XP_012611912.2
OG0013944	XP_003942235.1	XP_012638594.1
OG0013945	XP_003926719.1	XP_012595439.1
OG0013946	XP_003934623.1	XP_012631291.1
OG0013947	XP_010348163.2	XP_012618785.1
OG0013948	XP_003939296.1	XP_020143022.1
OG0013949	XP_039318320.1	XP_012603202.1
OG0013950	XP_039318472.1	XP_012603190.1
OG0013951	XP_010343370.1	XP_020142997.1
OG0013952	XP_003934534.1	XP_012602687.1
OG0013953	XP_039317513.1	XP_012638641.1
OG0013954	XP_039317499.1	XP_012638652.1
OG0013955	XP_003942243.1	XP_012638653.1
OG0013956	XP_003942238.1	XP_012638619.1
OG0013957	XP_039317591.1	XP_012638595.1
OG0013958	XP_003942234.1	XP_012638593.1
OG0013959	XP_003932646.1	XP_012638589.1
OG0013960	XP_039317496.1	XP_020143286.1
OG0013961	XP_010328316.1	XP_012616101.1
OG0013962	XP_003942213.1	XP_012615925.1
OG0013963	XP_003942202.1	XP_012615958.1
OG0013964	XP_003944901.1	XP_012615929.1
OG0013965	XP_010331171.2	XP_012615878.2
OG0013966	XP_003944929.1	XP_012615864.1
OG0013967	XP_003944932.1	XP_020143253.1
OG0013968	XP_003944921.3	XP_012615926.1
OG0013969	XP_003926739.1	XP_012616129.1
OG0013970	XP_039328198.1	XP_012616155.1
OG0013971	XP_039328148.1	XP_012633080.1
OG0013972	XP_039317608.1	XP_012608997.1
OG0013973	XP_003934580.1	XP_020143213.1
OG0013974	XP_039317586.1	XP_012609184.1
OG0013975	XP_039317655.1	XP_012640972.1
OG0013976	XP_010343438.1	XP_012640959.1
OG0013977	XP_039327945.1	XP_012640925.1
OG0013978	XP_010335628.2	XP_012594992.2
OG0013979	XP_003926640.2	XP_012594988.2
OG0013980	XP_039327955.1	XP_012594970.1
OG0013981	XP_010335733.2	XP_012603457.2
OG0013982	XP_039327874.1	XP_020138574.1
OG0013983	XP_039328317.1	XP_012603660.2
OG0013984	XP_003926685.1	XP_012644705.1
OG0013985	XP_003926695.1	XP_012637898.1
OG0013986	XP_039328032.1	XP_020143135.1
OG0013987	XP_003926699.1	XP_012637883.1
OG0013988	XP_003926707.1	XP_012599201.2
OG0013989	XP_003941527.2	XP_012603068.1
OG0013990	XP_003941525.1	XP_012603751.1
OG0013991	XP_039317640.1	XP_012604549.1
OG0013992	XP_039317662.1	XP_012609308.1
OG0013993	XP_010348063.1	XP_012613813.1
OG0013994	XP_003939170.1	XP_012616845.1
OG0013995	XP_010348078.1	XP_012617173.1
OG0013996	XP_010348083.1	XP_012616946.1
OG0013997	XP_010348091.2	XP_020143049.1
OG0013998	XP_010348101.1	XP_012617299.1
OG0013999	XP_003939208.1	XP_012617509.1
OG0014000	XP_003939204.1	XP_012617437.1
OG0014001	XP_039328273.1	XP_020143044.1
OG0014002	XP_039328334.1	XP_012617793.1, XP_012617786.1, XP_012617775.1
OG0014003	XP_039328217.1	XP_012617802.2
OG0014004	XP_039328061.1	XP_012617933.1
OG0014005	XP_039327872.1	XP_012618097.1
OG0014006	XP_039328255.1	XP_012618152.1
OG0014007	XP_039328349.1	XP_012618322.1
OG0014008	XP_003939238.2	XP_012620408.1
OG0014009	XP_039327750.1	XP_012618594.1
OG0014010	XP_010348153.1	XP_012618661.1
OG0014011	XP_003939252.2	XP_012618724.1
OG0014012	XP_010348155.1	XP_012618704.1
OG0014013	XP_003939297.1	XP_012619640.1
OG0014014	XP_010348215.1	XP_012619663.1
OG0014015	XP_003939326.2	XP_012620005.1
OG0014016	XP_003939332.1	XP_012608252.1
OG0014017	XP_003922436.1	XP_012621498.1
OG0014018	XP_003922400.1	XP_020136193.1
OG0014019	XP_010330416.1, XP_010330450.1	XP_020136021.1
OG0014020	XP_003930019.1	XP_020136110.1
OG0014021	XP_003930020.2	XP_020136122.1
OG0014022	XP_010338892.1	XP_012600033.1
OG0014023	XP_039334036.1	XP_020136065.1
OG0014024	XP_003930029.1	XP_012600022.1
OG0014025	XP_003930039.1	XP_020136262.1
OG0014026	XP_003922457.2	XP_012620797.1
OG0014027	XP_039321127.1	XP_012621040.1
OG0014028	XP_010331580.1	XP_012621354.1
OG0014029	XP_039321065.1	XP_012628271.1
OG0014030	XP_003922439.1	XP_012621426.1
OG0014031	XP_003922430.1	XP_012621564.1
OG0014032	XP_039321137.1	XP_012621670.1
OG0014033	XP_003922426.1	XP_012621787.1
OG0014034	XP_039320964.1	XP_012621979.1
OG0014035	XP_010331540.1	XP_012622407.1
OG0014036	XP_003922395.1	XP_012622731.1
OG0014037	XP_003922396.2	XP_012622756.1
OG0014038	XP_039321203.1	XP_012622795.1
OG0014039	XP_003922391.1	XP_012622916.1
OG0014040	XP_010331525.1	XP_012623033.1
OG0014041	XP_003922372.1	XP_012623280.1
OG0014042	XP_003922359.1	XP_012623766.1
OG0014043	XP_039321170.1	XP_012623840.1
OG0014044	XP_010331477.2	XP_012624219.1
OG0014045	XP_039321196.1	XP_012624392.1
OG0014046	XP_003922337.1	XP_012624530.1
OG0014047	XP_039321195.1	XP_012624619.1
OG0014048	XP_010333213.2, XP_003922323.2	XP_012624821.1
OG0014049	XP_039321185.1	XP_012625055.1
OG0014050	XP_039321172.1	XP_012625463.1
OG0014051	XP_003922290.1	XP_012625638.1
OG0014052	XP_039320949.1	XP_012625757.1
OG0014053	XP_003922284.2	XP_012625902.1
OG0014054	XP_010331663.2	XP_012625859.1
OG0014055	XP_039321261.1	XP_012626650.1
OG0014056	XP_039320998.1	XP_012627268.1
OG0014057	XP_010331196.2	XP_020136273.1
OG0014058	XP_003922239.1	XP_012627701.1
OG0014059	XP_010331082.1	XP_020136277.1
OG0014060	XP_003922227.2	XP_012628194.1
OG0014061	XP_039321287.1	XP_012630212.1
OG0014062	XP_039321267.1	XP_012594599.1
OG0014063	XP_039321270.1	XP_012594600.1
OG0014064	XP_039321097.1	XP_012594620.1
OG0014065	XP_039321138.1	XP_012594629.2
OG0014066	XP_003922192.1	XP_012594630.1
OG0014067	XP_003922185.1, XP_039328901.1	XP_012636700.2
OG0014068	XP_010330367.1	XP_012636763.1
OG0014069	XP_003922170.1	XP_012636774.1, XP_012636773.1
OG0014071	XP_003922156.1	XP_020136352.1
OG0014072	XP_039320898.1	XP_012636829.2
OG0014073	XP_039320908.1	XP_012636821.1
OG0014074	XP_003922143.1	XP_012636845.1
OG0014075	XP_039321091.1	XP_012636871.2
OG0014076	XP_039321153.1	XP_012636880.2
OG0014077	XP_039321089.1	XP_020136375.1
OG0014078	XP_039321160.1	XP_020136304.1
OG0014079	XP_003942666.1	XP_012641813.2
OG0014080	XP_003940247.1	XP_012595487.1
OG0014081	XP_003938795.1	XP_012617434.1
OG0014082	XP_039320748.1	XP_012645497.1
OG0014083	XP_010349904.1	XP_012645498.1
OG0014084	XP_003940899.1	XP_012607219.1
OG0014085	XP_010344342.1	XP_012645515.1
OG0014086	XP_039320553.1	XP_012602037.1
OG0014087	XP_003935570.1	XP_012594104.1
OG0014088	XP_039320725.1	XP_012597003.1
OG0014089	XP_003935594.2	XP_012618818.2
OG0014090	XP_003935580.1	XP_012618806.2
OG0014091	XP_003942935.1	XP_012592635.1
OG0014092	XP_010329025.1	XP_020144356.1, XP_012592634.1
OG0014093	XP_003942939.1	XP_012600139.1
OG0014094	XP_003942945.1	XP_020144417.1
OG0014095	XP_039320863.1	XP_012600115.1
OG0014096	XP_003942949.1	XP_012595359.2
OG0014097	XP_039320601.1, XP_039320600.1	XP_012626265.1
OG0014098	XP_003942662.1	XP_012626193.1
OG0014099	XP_003942667.3	XP_012617222.1
OG0014100	XP_003940747.2	XP_012594632.1
OG0014101	XP_003940238.1	XP_012595468.1
OG0014102	XP_003940233.1	XP_020144286.1
OG0014103	XP_003940236.1	XP_012595449.1
OG0014104	XP_010349193.1	XP_012595442.1
OG0014105	XP_003940572.3	XP_012629688.2
OG0014106	XP_039320569.1	XP_020144497.1
OG0014107	XP_003940548.1	XP_020144288.1
OG0014108	XP_003940563.1	XP_012618655.1
OG0014109	XP_003940564.1	XP_012616178.1
OG0014110	XP_003940566.1	XP_012616182.1
OG0014111	XP_003940567.1	XP_012616184.1
OG0014112	XP_003940568.1	XP_020144501.1
OG0014113	XP_010347717.1	XP_012605063.1
OG0014114	XP_003938808.1	XP_012628306.1
OG0014115	XP_010347697.1	XP_012628294.1
OG0014116	XP_039320557.1	XP_012632242.1
OG0014117	XP_003935749.1	XP_012622190.1
OG0014118	XP_003935746.1	XP_012621908.1
OG0014119	XP_003944214.2	XP_012603726.1
OG0014120	XP_010330322.2	XP_012603706.1
OG0014121	XP_010344605.2	XP_012598331.1
OG0014122	XP_010344564.1	XP_020141528.1
OG0014123	XP_003935780.1	XP_012621835.1
OG0014124	XP_003935770.2	XP_012621847.1
OG0014125	XP_003935767.1	XP_012621861.2
OG0014126	XP_010344519.2	XP_012621891.1
OG0014127	XP_003935742.2	XP_012621920.1
OG0014128	XP_003935732.1	XP_012621959.1
OG0014129	XP_003929009.1	XP_012621961.1
OG0014130	XP_010337881.1	XP_012622022.1
OG0014131	XP_039324695.1	XP_012622045.1
OG0014132	XP_039324987.1	XP_012622079.1
OG0014133	XP_003928977.3	XP_012622114.1
OG0014134	XP_003928982.1	XP_012622115.1
OG0014135	XP_003929075.3	XP_012622144.1
OG0014136	XP_003928965.1	XP_012622153.1
OG0014137	XP_003928961.1	XP_012622161.1
OG0014138	XP_010337811.1	XP_012622168.1
OG0014139	XP_003928913.1	XP_012618961.1
OG0014140	XP_010337944.1	XP_020141516.1
OG0014141	XP_003928901.1	XP_012618930.1
OG0014142	XP_003928898.2	XP_012618929.1
OG0014143	XP_010350696.2	XP_012618895.1
OG0014144	XP_010350697.2	XP_012603620.1
OG0014145	XP_039318903.1	XP_012638532.1
OG0014146	XP_010344424.2	XP_012638526.1
OG0014147	XP_039325088.1	XP_012638510.1
OG0014148	XP_010337915.1	XP_012638462.1
OG0014149	XP_039325189.1	XP_012614130.1
OG0014150	XP_039325164.1	XP_012614172.1
OG0014151	XP_039325279.1	XP_012614166.1
OG0014152	XP_003929746.2	XP_012596175.1
OG0014153	XP_003929743.1	XP_012623822.1
OG0014154	XP_003929779.2	XP_012623841.2
OG0014155	XP_003929739.1	XP_012623815.1
OG0014156	XP_039325179.1	XP_012623808.1
OG0014157	XP_010338600.1	XP_012623803.1
OG0014158	XP_010338590.1	XP_012623759.1
OG0014159	XP_010338566.1	XP_012623701.1
OG0014160	XP_010330321.2	XP_012603710.1
OG0014161	XP_003944825.1	XP_020141748.1
OG0014162	XP_039334926.1, XP_003943054.1	XP_012590903.1
OG0014163	XP_039324860.1	XP_020141682.1
OG0014164	XP_003943040.2	XP_012590862.1
OG0014165	XP_003935817.1	XP_012598330.1, XP_012598329.1
OG0014166	XP_010337837.1	XP_012622103.1
OG0014167	XP_003928938.1	XP_012619004.1
OG0014168	XP_003935648.1	XP_012638547.1
OG0014169	XP_039324653.1	XP_020141743.1
OG0014170	XP_039336450.1	XP_012636338.1
OG0014172	XP_039336352.1	XP_012634500.1
OG0014173	XP_039336369.1	XP_012635519.2
OG0014174	XP_039336308.1	XP_012635527.1
OG0014175	XP_010337209.2	XP_012606436.1
OG0014176	XP_010337203.1	XP_012640975.1
OG0014177	XP_003934367.1	XP_012641484.1
OG0014178	XP_010343189.1	XP_012591296.1
OG0014179	XP_003927747.1	XP_012619916.1
OG0014180	XP_039316122.1, XP_003927737.1	XP_012619930.1
OG0014181	XP_010336576.2	XP_012638350.1
OG0014182	XP_010336574.1	XP_012638357.1
OG0014183	XP_003927668.1	XP_012638342.1
OG0014184	XP_039336360.1	XP_012637229.1
OG0014185	XP_003927646.1, XP_039323835.1	XP_020140330.1
OG0014186	XP_003927645.1	XP_020140346.1
OG0014187	XP_003927627.1	XP_012634597.1
OG0014188	XP_010336536.1	XP_012634571.1
OG0014189	XP_039336470.1	XP_012634537.1
OG0014190	XP_039336377.1	XP_012634523.1
OG0014191	XP_039336402.1	XP_012634527.1
OG0014193	XP_039336480.1	XP_012635491.1
OG0014194	XP_039336375.1	XP_012635520.1
OG0014195	XP_039336364.1	XP_012635528.1
OG0014196	XP_010338657.1	XP_020140086.1
