Orthogroup	Saimiri_boliviensis_boliviensis	Mesocricetus_auratus
OG0015732	XP_010332662.1	XP_021086109.2
OG0015733	XP_003920092.1	XP_012982149.1, XP_005088078.1
OG0015734	XP_010332173.1	XP_021087402.1
OG0015735	XP_039326838.1	XP_040601817.1
OG0015736	XP_039326840.1	XP_005064956.1
OG0015737	XP_003920070.1	XP_005064951.1
OG0015738	XP_003920066.3	XP_005064945.1
OG0015739	XP_039326549.1	XP_005064249.1
OG0015740	XP_010329439.2	XP_005064216.1
OG0015741	XP_039326700.1	XP_005064201.1
OG0015742	XP_010350245.2	XP_040606259.1
OG0015743	XP_039326498.1	XP_005063377.2
OG0015744	XP_003945251.2	XP_005064095.1
OG0015745	XP_010346667.1	XP_040605929.1
OG0015746	XP_003937790.1	XP_012970517.1
OG0015747	XP_003937792.1	XP_005064085.1
OG0015748	XP_039326286.1	XP_005064081.1
OG0015749	XP_039327450.1	XP_012970732.1
OG0015750	XP_003937773.2	XP_005064074.1
OG0015751	XP_010346647.2	XP_005064063.1
OG0015752	XP_003937753.3	XP_005064037.1
OG0015753	XP_003938063.2	XP_005064038.1
OG0015754	XP_003937732.1	XP_005064020.1
OG0015755	XP_003937734.2	XP_005064018.1
OG0015756	XP_003937736.1	XP_005064021.3
OG0015758	XP_003937715.1	XP_040604726.1
OG0015759	XP_010346551.2	XP_040604662.1
OG0015760	XP_039326917.1	XP_005063972.1
OG0015761	XP_003920305.1	XP_005063346.1
OG0015763	XP_003920286.1	XP_005063920.1
OG0015764	XP_039326482.1	XP_040603855.1
OG0015765	XP_039326488.1	XP_040603917.1
OG0015766	XP_003920277.1	XP_040603931.1
OG0015767	XP_003920280.1	XP_040603935.1
OG0015768	XP_003920256.1	XP_005063910.1
OG0015769	XP_039326371.1	XP_005063898.1
OG0015771	XP_003920236.1	XP_040603416.1
OG0015772	XP_003920232.2	XP_005063327.1
OG0015773	XP_010335629.2	XP_005064928.1
OG0015774	XP_010336093.2	NP_001268481.1
OG0015775	XP_039327083.1	XP_012967548.2
OG0015776	XP_003931593.1	XP_005070360.1
OG0015777	XP_010340534.2	XP_005070363.1
OG0015778	XP_003928083.1	XP_040610375.1
OG0015779	XP_039334984.1	XP_005077545.1
OG0015780	XP_039335056.1	XP_012968563.3
OG0015781	XP_003927767.1	XP_005069743.1
OG0015782	XP_003922066.1	XP_040585071.1
OG0015783	XP_039335882.1	XP_040613948.1
OG0015784	XP_010340535.2	XP_005070349.1
OG0015785	XP_039335967.1	XP_040594894.1
OG0015786	XP_003931578.1	XP_005079958.1
OG0015787	XP_003922053.1	XP_040593686.1
OG0015788	XP_039325517.1	XP_040601269.1
OG0015789	XP_003927164.1	XP_021080512.1
OG0015790	XP_003936656.1	XP_040595927.1
OG0015791	XP_003941785.1	XP_005087381.1
OG0015792	XP_010327821.1	XP_005078642.2
OG0015793	XP_039322797.1	XP_005078654.1
OG0015794	XP_003938909.1	XP_005081470.1
OG0015795	XP_039321671.1	XP_040598066.1
OG0015796	XP_010347805.2	XP_005081484.1
OG0015797	XP_010330776.2	XP_040594568.1
OG0015798	XP_039321963.1	XP_021090557.1
OG0015799	XP_039333058.1	XP_005071214.1
OG0015800	XP_003944172.3	XP_040595251.1
OG0015801	XP_003926453.2	XP_040593707.1
OG0015802	XP_003926185.1	XP_005071199.1
OG0015803	XP_010335192.2	XP_021083434.1
OG0015804	XP_003926222.2	XP_040594392.1
OG0015805	XP_003926204.2	XP_040595201.1
OG0015806	XP_039333212.1	XP_005066164.1
OG0015807	XP_003926203.1	XP_012965720.1
OG0015808	XP_010336090.1	XP_005066194.1
OG0015809	XP_003927135.1	XP_005066200.1
OG0015810	XP_003927138.2	XP_005066203.1
OG0015811	XP_010336125.1	XP_021080500.1
OG0015812	XP_010336159.1	XP_012965829.1
OG0015813	XP_003927182.1	XP_021080517.1
OG0015814	XP_003939503.2	XP_040594796.1
OG0015815	XP_039333114.1	XP_040603544.1
OG0015816	XP_003936579.2	XP_040603702.1
OG0015817	XP_003936625.1	XP_005085274.2
OG0015818	XP_039333086.1	XP_005085279.1
OG0015819	XP_010345484.2	XP_005074911.1
OG0015820	XP_039333172.1	XP_012972465.1
OG0015821	XP_003936667.1	XP_012972370.1
OG0015822	XP_003936675.1	XP_005074935.1
OG0015823	XP_003936685.1	XP_005074947.1
OG0015824	XP_003936702.1	XP_040596202.1
OG0015825	XP_039333519.1	XP_005075010.1
OG0015826	XP_010335373.1	XP_040595693.1
OG0015827	XP_039333511.1	XP_012972412.2
OG0015828	XP_039333644.1	XP_005082348.1
OG0015829	XP_003942360.2	XP_005086246.1
OG0015830	XP_039321390.1	XP_005086206.1
OG0015831	XP_039321389.1	XP_005086205.1
OG0015832	XP_039321925.1	XP_021078728.1
OG0015833	XP_003942356.1	XP_005086244.1
OG0015834	XP_039322191.1	XP_005086194.1
OG0015835	XP_003942338.2	XP_005086187.2
OG0015837	XP_039322984.1	XP_005086174.2
OG0015838	XP_003942319.3	XP_040598057.1
OG0015839	XP_039323003.1	XP_040598087.1
OG0015840	XP_003942306.1	XP_005087152.1
OG0015841	XP_003942383.2	XP_005087150.1
OG0015842	XP_010328495.2	XP_005087149.1
OG0015843	XP_003944876.2	XP_005083443.1
OG0015844	XP_003944873.1	XP_005083433.1
OG0015845	XP_003941749.1	XP_005087617.1
OG0015846	XP_039322782.1	XP_005087619.1
OG0015847	XP_039322780.1	XP_021079469.1
OG0015848	XP_039322002.1	XP_040592666.1
OG0015849	XP_010327753.1	XP_040592685.1
OG0015850	XP_003941762.1	XP_012981610.1
OG0015851	XP_003941779.2	XP_005087369.1
OG0015852	XP_003941772.1	XP_040589258.1
OG0015853	XP_003941777.1	XP_005087370.1
OG0015854	XP_010327764.1	XP_040592717.1
OG0015855	XP_003941768.1	XP_005087371.1
OG0015856	XP_039322593.1	XP_040592710.1
OG0015857	XP_039322433.1	XP_040585648.1
OG0015858	XP_010327829.1	XP_005078588.1
OG0015859	XP_003941840.1	XP_005078644.2
OG0015860	XP_039322971.1	XP_005078605.1
OG0015861	XP_039322169.1	XP_005078611.1
OG0015862	XP_003938998.1	XP_005078617.3
OG0015863	XP_003939000.1	XP_005078618.3
OG0015864	XP_003938989.1	XP_005078624.1
OG0015865	XP_003938965.2	XP_040590671.1
OG0015866	XP_039322618.1	XP_040586990.1
OG0015867	XP_039321870.1	XP_005085342.1
OG0015868	XP_039322021.1	XP_005085346.1
OG0015869	XP_039322318.1	XP_040595228.1
OG0015870	XP_010347816.2	XP_005081419.1
OG0015871	XP_003938892.1	XP_005081418.1
OG0015872	XP_003938887.2	XP_040594157.1
OG0015873	XP_039321862.1	XP_040595151.1
OG0015874	XP_039322796.1	XP_005081427.1
OG0015875	XP_003938868.2	XP_012976920.1
OG0015876	XP_039321544.1	XP_040595140.1
OG0015877	XP_039321554.1	XP_005081435.1
OG0015878	XP_039321858.1	XP_005081440.1
OG0015879	XP_003938865.1	XP_005081441.1
OG0015880	XP_039321430.1	XP_040593418.1
OG0015881	XP_003938852.1	XP_005083319.1
OG0015882	XP_003938844.2	XP_005083303.1
OG0015883	XP_010337549.1	XP_012978363.1
OG0015884	XP_039322288.1	XP_040594768.1
OG0015885	XP_039321434.1	XP_012978417.1
OG0015886	XP_039321966.1	XP_040595037.1
OG0015887	XP_039323037.1	XP_005083409.1
OG0015888	XP_003923413.2	XP_005087321.1
OG0015889	XP_003919930.1	XP_005084733.1
OG0015890	XP_003919962.1	XP_005083271.1
OG0015891	XP_010332931.1	XP_005077385.1
OG0015892	XP_010332938.1	XP_021087009.1
OG0015893	XP_003941550.2	XP_005084091.1
OG0015894	XP_039318194.1	XP_040591189.1
OG0015895	XP_010343963.2	XP_005085425.1
OG0015896	XP_039318207.1	XP_040584697.1
OG0015897	XP_010343929.2	XP_005073985.1
OG0015898	XP_003935102.1	XP_005073990.1
OG0015899	XP_003935086.1	XP_005074006.1
OG0015900	XP_010332633.1	XP_040614195.1
OG0015901	XP_039326551.1	XP_021085164.2
OG0015902	XP_039327029.1	XP_005074042.1
OG0015903	XP_003923511.2	XP_005074052.1
OG0015904	XP_039326826.1	XP_040613822.1
OG0015905	XP_039327030.1	XP_005074085.1
OG0015906	XP_010332552.1	XP_012971743.1
OG0015907	XP_003923446.1	XP_005074120.1
OG0015908	XP_039327444.1	XP_040587518.1, XP_040589413.1
OG0015909	XP_003923391.1	XP_040613079.1
OG0015910	XP_010332514.2	XP_012981714.1
OG0015911	XP_003923386.2	XP_005087507.1
OG0015912	XP_010335965.2	XP_040612918.1
OG0015913	XP_010336364.1	XP_005088339.1
OG0015914	XP_010337780.2	XP_040612674.1
OG0015915	XP_003919852.3	XP_005075829.2
OG0015916	XP_039326837.1	XP_040612373.1
OG0015917	XP_003919885.1	XP_005075732.1
OG0015918	XP_039327289.1	XP_005075731.1
OG0015919	XP_003919895.1	XP_012982210.1
OG0015920	XP_003919903.2	XP_005075707.1
OG0015921	XP_039327157.1	XP_012972978.2
OG0015922	XP_010346443.1	XP_012979605.1
OG0015923	XP_039326302.1	XP_005084737.1
OG0015924	XP_039326842.1	XP_005087779.1
OG0015925	XP_003919956.1	XP_040589209.1
OG0015926	XP_003919980.1	XP_005064862.1
OG0015927	XP_010350599.2	XP_021090917.1
OG0015928	XP_003934430.3	XP_005070997.1
OG0015929	XP_003927229.1	XP_005087692.1
OG0015930	XP_010336205.2	XP_040596485.1
OG0015931	XP_010328397.2	XP_021085891.1
OG0015932	XP_003942277.1	XP_040596566.1
OG0015933	XP_003934409.1	XP_005071013.1
OG0015934	XP_003927238.2	XP_005070981.1
OG0015935	XP_039329194.1	XP_005083694.1
OG0015936	XP_039329285.1	XP_040608747.1
OG0015937	XP_010339958.2	XP_040607228.1
OG0015938	XP_003928247.1	XP_005079467.1
OG0015939	XP_010337102.1	XP_040600835.1
OG0015940	XP_039329218.1	XP_040597917.1
OG0015941	XP_003928283.1	XP_005067421.1
OG0015942	XP_010337130.1, XP_010337129.1	XP_040609620.1
OG0015943	XP_003928290.2	XP_040589400.1
OG0015944	XP_003945227.3	XP_005077412.1
OG0015945	XP_039329206.1	XP_040589388.1
OG0015949	XP_003942285.1	XP_040596570.1
OG0015950	XP_003931008.2	XP_005072068.1
OG0015951	XP_003927082.1	XP_005071637.1
OG0015952	XP_039336125.1	XP_040610254.1
OG0015953	XP_010329066.1	XP_005072602.1
OG0015954	XP_010329063.1	XP_005072600.1
OG0015955	XP_039317866.1	XP_012972486.1
OG0015956	XP_010339807.1	XP_012977638.1
OG0015957	XP_010339788.1	XP_005082394.1
OG0015958	XP_003930923.1	XP_040595854.1
OG0015959	XP_039317851.1	XP_005082368.1
OG0015960	XP_003936109.1	XP_040595987.1
OG0015961	XP_010344856.1	XP_012977655.1
OG0015962	XP_039336142.1	XP_040603560.1
OG0015963	XP_010344851.2	XP_005081043.1
OG0015964	XP_039336063.1	XP_005081038.1
OG0015965	XP_003924979.1	XP_040585524.1
OG0015966	XP_010333971.2	XP_005085286.1
OG0015967	XP_003925129.1	XP_005074891.1
OG0015968	XP_010334108.2	XP_005074883.1
OG0015969	XP_003925121.1	XP_040596125.1
OG0015970	XP_003930986.1	XP_005072081.3
OG0015971	XP_003931005.2	XP_005072069.1
OG0015972	XP_039317728.1	XP_040595800.1
OG0015973	XP_010328716.2	XP_012976452.2
OG0015974	XP_039317947.1	XP_040595544.1
OG0015975	XP_010339855.1	XP_040595418.1
OG0015976	XP_039317950.1	XP_012976441.2
OG0015978	XP_003925092.1	XP_005078013.1
OG0015979	XP_003925194.2	XP_005077965.1
OG0015980	XP_010334057.1	XP_005077977.1
OG0015981	XP_003925063.2	XP_005077983.1
OG0015982	XP_003925044.2	XP_005077995.1
OG0015983	XP_003925039.1	XP_005078004.1
OG0015984	XP_003936434.1	XP_005082705.2
OG0015985	XP_039335259.1	XP_040588703.1
OG0015986	XP_003936531.2	XP_021091531.1
OG0015987	XP_010339686.2	XP_040602561.1
OG0015988	XP_003933210.1	XP_021084339.1
OG0015989	XP_003933218.2	XP_040602348.1
OG0015990	XP_003933219.1	XP_005072632.1
OG0015991	XP_039335594.1	XP_040602341.1
OG0015992	XP_039335282.1	XP_040602321.1
OG0015993	XP_039335752.1	XP_005068753.1
OG0015994	XP_003933248.1	XP_005068746.1
OG0015995	XP_010342099.2	XP_021082040.1
OG0015996	XP_003933262.1	XP_005068735.1
OG0015997	XP_003941102.2	XP_005068683.1
OG0015998	XP_010350079.2	XP_005068677.1
OG0015999	XP_039335351.1	XP_005086106.1
OG0016000	XP_039335549.1	XP_040597275.1, XP_005086140.2
OG0016001	XP_003941045.1	XP_040602429.1
OG0016002	XP_039335376.1	XP_040602440.1
OG0016003	XP_003932081.1	XP_040588739.1
OG0016004	XP_003936448.1	XP_040588757.1
OG0016006	XP_003936501.1	XP_040588656.1
OG0016007	XP_003936514.1	XP_005085048.1
OG0016008	XP_039335169.1	XP_005074476.1
OG0016009	XP_003932746.2	XP_005074484.1
OG0016010	XP_039335755.1	XP_005074488.1
OG0016011	XP_003932626.2	XP_005074493.2
OG0016012	XP_010341451.2	XP_040589053.1
OG0016013	XP_039335212.1	XP_005074552.1
OG0016014	XP_003932762.2	XP_012972051.1
OG0016015	XP_010341505.1	XP_012972074.1
OG0016016	XP_003941091.1	XP_040600925.1
OG0016017	XP_003919776.1	XP_005083243.1
OG0016018	XP_039317109.1	XP_005075333.2
OG0016019	XP_003937225.2	XP_005071077.1
OG0016020	XP_003930655.1	XP_012977561.2
OG0016021	XP_003936788.1	XP_040608997.1
OG0016022	XP_039325835.1	XP_005082258.1
OG0016024	XP_003934444.1	XP_005077646.3
OG0016025	XP_010343248.1	XP_005077644.1
OG0016026	XP_003934447.2	XP_005077538.1
OG0016027	XP_039329197.1	XP_005077520.1
OG0016028	XP_039329326.1	XP_040607358.1
OG0016029	XP_039329056.1	XP_005083237.1
OG0016030	XP_003919773.1	XP_040607312.1
OG0016031	XP_039329106.1	XP_005083263.2
OG0016032	XP_039329360.1	XP_040596569.1
OG0016033	XP_003938785.3	XP_005075208.1
OG0016034	XP_003944221.1	XP_005075320.1
OG0016035	XP_003937251.1	XP_005075299.1
OG0016036	XP_010346064.2	XP_005075293.1
OG0016037	XP_039316962.1	XP_005075290.1
OG0016038	XP_010346047.1	XP_005075279.2
OG0016039	XP_039316941.1	XP_040591580.1
OG0016040	XP_003937227.1	XP_005071079.1
OG0016041	XP_039317061.1	XP_005071051.1
OG0016042	XP_039317079.1	XP_021083360.1
OG0016043	XP_039316988.1	XP_012977923.1
OG0016044	XP_039325786.1	XP_040609127.1
OG0016045	XP_003925503.1	XP_005082586.2
OG0016046	XP_039326030.1	XP_040609115.1
OG0016047	XP_003930646.1	XP_040609080.1
OG0016048	XP_039326128.1	XP_005082610.1
OG0016049	XP_039325567.1	XP_005082593.1
OG0016050	XP_039325714.1	XP_040609073.1
OG0016051	XP_039325873.1	XP_005082311.1
OG0016052	XP_039325681.1	XP_040608989.1
OG0016053	XP_003936790.1	XP_040608986.1
OG0016054	XP_010345631.2	XP_040608938.1
OG0016055	XP_039325675.1	XP_005077260.1
OG0016056	XP_010328861.2	XP_005077652.1
OG0016057	XP_003942723.2	XP_012974122.1
OG0016058	XP_003922498.1	XP_005063754.1
OG0016059	XP_039327534.1	XP_040587396.1, XP_040587395.1
OG0016060	XP_039327715.1	XP_040586967.1
OG0016061	XP_003937139.1	XP_040587015.1
OG0016062	XP_039327838.1	XP_005080657.1
OG0016063	XP_039328435.1	XP_012976393.1
OG0016064	XP_039328008.1	XP_040587579.1
OG0016065	XP_039328280.1	XP_040587262.1
OG0016066	XP_003932302.1	XP_040587008.1
OG0016067	XP_039328211.1	XP_040587001.1
OG0016068	XP_039328404.1	XP_040587166.1
OG0016069	XP_003932291.1	XP_005080704.1
OG0016070	XP_010341171.1	XP_040587203.1
OG0016071	XP_039328267.1	XP_040587544.1
OG0016072	XP_003932288.1	XP_005080707.2
OG0016074	XP_003932237.1	XP_005079038.2
OG0016075	XP_039327536.1	XP_005079027.1
OG0016076	XP_003932226.1	XP_005079021.1
OG0016077	XP_010341106.1	XP_021087973.1
OG0016078	XP_003932322.1	XP_040587098.1
OG0016079	XP_003932319.1	XP_040587099.1
OG0016080	XP_039318476.1	XP_005078965.1
OG0016081	XP_003938530.1	XP_005078964.1
OG0016082	XP_003938523.1	XP_005068996.1
OG0016083	XP_039318468.1	XP_005068986.1
OG0016084	XP_039318301.1	XP_040602749.1
OG0016085	XP_003938493.1	XP_005068974.1
OG0016086	XP_039318485.1	XP_040588265.1
OG0016087	XP_039318460.1	XP_005077582.1
OG0016088	XP_003942730.2	XP_005077571.1
OG0016089	XP_010328811.1	XP_012974192.1
OG0016090	XP_003942706.1	XP_040607104.1
OG0016091	XP_039335891.1	XP_005077604.1
OG0016092	XP_039335887.1	XP_012974187.1
OG0016093	XP_003942698.1	XP_005077615.1
OG0016096	XP_039328143.1	XP_040609714.1
OG0016097	XP_003939295.1	XP_005067392.1
OG0016098	XP_039317612.1	XP_040593217.1
OG0016099	XP_003934520.2	XP_040593354.1
OG0016100	XP_010343326.2	XP_040593377.1
OG0016101	XP_039317504.1	XP_012979047.2
OG0016102	XP_039317502.1	XP_021090937.1
OG0016103	XP_003942240.1	XP_040593912.1
OG0016104	XP_003942237.1	XP_005084128.1
OG0016105	XP_003942224.1	XP_040594081.1
OG0016106	XP_003942204.1	XP_005066054.1
OG0016107	XP_010331174.1	XP_005066067.1
OG0016108	XP_003926720.1	XP_005087195.1
OG0016109	XP_039317627.1, XP_039317628.1	XP_040599658.1
OG0016110	XP_003934543.1	XP_040599662.1
OG0016111	XP_003934574.2	XP_040599357.1
OG0016112	XP_010343406.1	XP_005072931.1
OG0016113	XP_003934584.1	XP_005073034.1
OG0016114	XP_003934606.2	XP_040599377.1
OG0016115	XP_003934620.1	XP_005072956.1
OG0016116	XP_003934622.1	XP_005072958.1
OG0016117	XP_003934634.1	XP_005072965.1
OG0016118	XP_003934630.2	XP_005072962.2
OG0016119	XP_003926611.1	XP_005072973.1
OG0016120	XP_003926616.2	XP_005072983.1
OG0016121	XP_003926617.1	XP_040599477.1
OG0016122	XP_003926654.1	XP_040599581.1
OG0016123	XP_003926659.1	XP_040599586.1
OG0016124	XP_003926697.1	XP_040609902.1
OG0016125	XP_003926698.1	XP_005067181.1
OG0016126	XP_003941506.1	XP_005067209.1
OG0016127	XP_003941487.1	XP_005067231.1
OG0016128	XP_003939156.1	XP_005067250.1
OG0016129	XP_003939166.1	XP_005067257.3
OG0016130	XP_003939172.1	XP_005067264.1
OG0016131	XP_003939167.1	XP_040609797.1
OG0016132	XP_003939180.1	XP_005067266.1
OG0016133	XP_003939386.1	XP_012966488.1
OG0016134	XP_039328116.1	XP_040609748.1
OG0016135	XP_003939235.1	XP_005067329.1
OG0016136	XP_039327757.1	XP_005067328.1
OG0016137	XP_010348146.2, XP_010348144.2, XP_010348145.2	XP_040608725.1
OG0016138	XP_003939242.1	XP_040609694.1
OG0016139	XP_039328083.1	XP_040609681.1
OG0016140	XP_003939277.1	XP_005067363.1
OG0016141	XP_010348213.1	XP_005067394.1
OG0016142	XP_003939299.1	XP_005067396.1
OG0016143	XP_010348214.1	XP_005067397.1
OG0016144	XP_003927824.2	XP_040608730.1
OG0016145	XP_003922449.1	XP_012980073.1
OG0016146	XP_003922316.1	XP_005063570.1
OG0016147	XP_039321311.1	XP_040598752.1
OG0016148	XP_003922250.1	XP_005063510.1
OG0016149	XP_039321298.1	XP_005064351.1
OG0016150	XP_003922145.1	XP_040588988.1
OG0016151	XP_003922451.1	XP_005063717.1
OG0016152	XP_003922427.1	XP_005063690.1
OG0016153	XP_039320982.1	XP_005063670.1
OG0016154	XP_010331545.1	XP_012971712.1
OG0016155	XP_003922401.1	XP_005063666.1
OG0016156	XP_003922392.1	XP_040600432.1
OG0016157	XP_003922387.1	XP_040600385.1
OG0016158	XP_003922380.1	XP_040600361.1
OG0016159	XP_010331522.1	XP_005063651.1
OG0016160	XP_003922376.1	XP_021078675.2
OG0016161	XP_010331678.2	XP_005063640.1
OG0016162	XP_003922362.1	XP_005063626.2
OG0016163	XP_039321219.1	XP_005063623.1
OG0016164	XP_003922358.1	XP_005063620.1
OG0016165	XP_003922354.1	XP_040599985.1
OG0016166	XP_010331479.2	XP_012970015.2
OG0016167	XP_003922348.1	XP_040590411.1
OG0016168	XP_003922296.1	XP_005063554.1
OG0016169	XP_003922281.1	XP_040599304.1
OG0016170	XP_003922279.1	XP_040599280.1
OG0016171	XP_003922276.2	XP_005063544.1
OG0016172	XP_003922274.1	XP_040599242.1
OG0016173	XP_003922269.1	XP_005063536.1
OG0016174	XP_003922546.2	XP_005063535.1
OG0016175	XP_039321293.1	XP_005063519.1
OG0016176	XP_010331651.2	XP_005085400.1
OG0016177	XP_003922203.1	XP_005085405.1
OG0016178	XP_039321214.1	XP_040608830.1
OG0016179	XP_003922182.3	XP_005063427.1
OG0016180	XP_003922149.1	XP_021083884.1
OG0016181	XP_039321042.1	XP_040608507.1
OG0016182	XP_039321304.1	XP_005064318.1
OG0016183	XP_039321141.1	XP_005064303.1
OG0016184	XP_010329812.2	XP_005064302.1
OG0016185	XP_003930293.3	XP_040603669.1
OG0016186	XP_003930038.1	XP_005077709.1
OG0016187	XP_003940903.1	XP_040597455.1
OG0016188	XP_003938799.1	XP_005066269.1
OG0016189	XP_039320647.1	XP_040597434.1
OG0016190	XP_003935558.1	XP_005066785.1
OG0016191	XP_003942941.1	XP_005066805.1
OG0016192	XP_003942674.1	XP_005066825.1
OG0016193	XP_003942676.1	XP_005066826.1
OG0016194	XP_010349740.1	XP_040597339.1
OG0016195	XP_003940746.2	XP_040597337.1
OG0016196	XP_003940546.1	XP_005066866.1
OG0016197	XP_003938815.1	XP_012965924.2
OG0016198	XP_003938809.1	XP_005066252.1
OG0016199	XP_003935761.2	XP_005064793.1
OG0016200	XP_039325198.1	XP_005075627.1
OG0016201	XP_003943035.1	XP_005069622.1
OG0016202	XP_003935807.1	XP_005064832.1
OG0016203	XP_003935799.2	XP_005064823.1
OG0016204	XP_003935793.1	XP_021086701.1
OG0016205	XP_039318831.1	XP_040601954.1
OG0016206	XP_039318817.1	XP_040601966.1
OG0016207	XP_003935765.1	XP_005064795.1
OG0016208	XP_003935756.1	XP_005064789.1
OG0016209	XP_003935849.2	XP_005064772.1
OG0016210	XP_039318800.1	XP_040602005.1
OG0016211	XP_039318808.1	XP_040602017.1
OG0016212	XP_003935731.1	XP_005064563.1
OG0016213	XP_039324876.1	XP_005064562.1
OG0016214	XP_003928992.1	XP_040600876.1
OG0016215	XP_039325258.1	XP_040602096.1
OG0016216	XP_039325415.1	XP_040602090.1
OG0016217	XP_039324719.1	XP_040602098.1
OG0016218	XP_003928948.1	XP_005068601.1
OG0016219	XP_003928936.2	XP_040602138.1
OG0016220	XP_039335942.1, XP_003928929.1	XP_012967712.1
OG0016221	XP_003929071.2	XP_005068626.1
OG0016222	XP_003929017.2	XP_005073803.1
OG0016223	XP_010349938.1	XP_005075579.1
OG0016224	XP_039324818.1	XP_021086036.1
OG0016225	XP_003940933.1	XP_005075604.1
OG0016226	XP_039325133.1	XP_040596230.1
OG0016227	XP_039324738.1	XP_005075651.1
OG0016228	XP_039325322.1	XP_005069691.1
OG0016229	XP_039325139.1	XP_005069678.1
OG0016230	XP_003944826.1	XP_005069648.1
OG0016231	XP_039324800.1	XP_040595899.1
OG0016232	XP_003927733.1	XP_005073899.1
OG0016233	XP_003927723.1	XP_005073882.1
OG0016234	XP_010343182.2	XP_021081744.1
OG0016235	XP_003934369.1	XP_005068276.1
OG0016236	XP_010336647.1	XP_005073914.2
OG0016237	XP_003927730.1	XP_012971626.1
OG0016238	XP_039336340.1	XP_012971647.1
OG0016239	XP_039336456.1	XP_040606436.1
OG0016240	XP_039336515.1	XP_040606421.1
OG0016241	XP_039336317.1	XP_040606399.1
OG0016242	XP_003927636.1	XP_005070727.1
OG0016243	XP_039336443.1	XP_012969274.1
OG0016244	XP_039336483.1	XP_012969445.1
OG0016245	XP_010343205.2	XP_005073916.1
OG0016246	XP_003929493.1	XP_012978059.1
OG0016247	XP_003929503.1	XP_005082874.1
OG0016248	XP_003929505.1	XP_040607735.1
OG0016249	XP_003929514.1	XP_005082865.1
OG0016250	XP_003929541.2	XP_012977355.1
OG0016251	XP_039324058.1	XP_005082033.1
OG0016252	XP_003924026.1	XP_040603463.1
OG0016253	XP_039324327.1	XP_040603379.1
OG0016254	XP_039336386.1, XP_010338651.1	XP_012973868.1
OG0016255	XP_003939440.2	XP_005074845.1
OG0016256	XP_039333112.1	XP_005074837.1
OG0016257	XP_010348340.1	XP_040606658.1
OG0016258	XP_003935530.1	XP_005074825.1
OG0016259	XP_003935452.1	XP_005071559.1
OG0016260	XP_003941708.1	XP_040606792.1
OG0016261	XP_003941717.1	XP_005071595.1
OG0016262	XP_010339728.2	XP_012969973.1
OG0016263	XP_039317921.1	XP_005071614.2
OG0016264	XP_010339921.2	XP_040606862.1
OG0016265	XP_039333272.1	XP_012969982.1
OG0016266	XP_003927048.2	XP_005071664.1
OG0016267	XP_010334006.1	XP_005076184.2
OG0016268	XP_010336029.1	XP_040607374.1
OG0016269	XP_039324101.1	XP_040613617.1
OG0016270	XP_039324893.1	XP_012978489.1
OG0016271	XP_003932554.2	XP_005065514.3
OG0016272	XP_003932564.1	XP_005065495.1
OG0016273	XP_039336288.1	XP_012979743.1
OG0016274	XP_039334843.1	XP_040610443.1
OG0016275	XP_003927010.1	XP_005071709.1
OG0016276	XP_039334631.1	XP_012970046.2
OG0016277	XP_039334644.1	XP_005071698.1
OG0016278	XP_039334931.1	XP_005071684.1
OG0016279	XP_010335990.1	XP_040606978.1
OG0016280	XP_003927039.1	XP_012970060.2
OG0016281	XP_010336007.1	XP_040606964.1
OG0016282	XP_003927062.1	XP_040606947.1
OG0016283	XP_003927069.1	XP_005071645.1
OG0016284	XP_003925029.1	XP_005085748.1
OG0016285	XP_010333995.1	XP_040608568.1
OG0016286	XP_003925007.1	XP_005069799.1
OG0016287	XP_010333976.1	XP_012968531.1
OG0016288	XP_010336402.2	XP_012966013.2
OG0016289	XP_010336397.2	XP_021080686.1
OG0016290	XP_003927491.2	XP_005066468.1
OG0016291	XP_039318523.1	XP_005066430.1
OG0016292	XP_003927411.1	XP_005066428.1
OG0016293	XP_039318527.1	XP_040611813.1
OG0016294	XP_003927394.1	XP_005066418.1
OG0016295	XP_039318511.1	XP_005066404.4
OG0016296	XP_003927375.2	XP_040611850.1
OG0016297	XP_003927374.1	XP_005066392.1
OG0016298	XP_003927370.1	XP_021080605.2
OG0016299	XP_003944779.1	XP_005086733.1, XP_040603864.1
OG0016300	XP_003927429.2	XP_005066323.1
OG0016301	XP_003922021.1	XP_005069027.1
OG0016302	XP_003921985.1	XP_012968028.1
OG0016303	XP_003921954.1	XP_005065233.1
OG0016304	XP_003921920.1	XP_005065218.2
OG0016305	XP_003922019.1	XP_040601294.1
OG0016306	XP_003922001.1	XP_005069050.1
OG0016307	XP_039326048.1	XP_040601438.1
OG0016308	XP_010350449.1	XP_040601488.1
OG0016309	XP_003921908.1	XP_040601510.1
OG0016310	XP_010329249.2	XP_005065200.1
OG0016311	XP_003921891.1	XP_005065199.1
OG0016312	XP_003921857.1	XP_005065174.1
OG0016313	XP_003940885.1	XP_005084536.1
OG0016314	XP_039325806.1	XP_040601563.1
OG0016315	XP_003925661.2	XP_040608749.1
OG0016316	XP_039325866.1	XP_005070542.1
OG0016317	XP_039325878.1	XP_005084539.1
OG0016318	XP_003925734.1	XP_005080956.1
OG0016319	XP_003925718.1	XP_005070668.1
OG0016320	XP_039325837.1	XP_040609473.1
OG0016321	XP_039325450.1	XP_040609469.1
