Orthogroup	Saimiri_boliviensis_boliviensis	Mus_musculus
OG0012337	XP_003933364.2	NP_001005477.1
OG0012338	XP_003921454.2	NP_034843.2
OG0012339	XP_039334047.1	NP_034153.2
OG0012340	XP_010337523.2	NP_898972.1
OG0012341	XP_010337309.2	XP_006524012.1, NP_001073398.2
OG0012342	XP_010337510.2	XP_006524491.1, NP_808490.1
OG0012343	XP_010345828.2	NP_780385.1
OG0012344	XP_010342919.2	NP_081192.2, NP_001346237.1
OG0012345	XP_039316562.1	XP_036020874.1, NP_766097.1
OG0012346	XP_039316631.1	XP_006504447.1
OG0012347	XP_039316674.1	NP_064406.1
OG0012348	XP_039316672.1	NP_291039.1
OG0012349	XP_039316648.1	XP_036020724.1
OG0012350	XP_003934157.2	NP_034033.1
OG0012351	XP_003934160.1	XP_030110611.1
OG0012352	XP_039316242.1	XP_036020581.1
OG0012353	XP_039316394.1	XP_036020878.1
OG0012354	XP_003934185.1	NP_598675.2
OG0012355	XP_039316385.1	NP_082167.2
OG0012356	XP_010343144.2	NP_001346343.1
OG0012357	XP_003934189.1	NP_035423.2
OG0012358	XP_039316670.1	NP_001289867.1
OG0012359	XP_039316439.1	NP_035871.2, XP_036020893.1
OG0012360	XP_003934225.1	NP_001412719.1
OG0012361	XP_010343024.2	NP_666276.1
OG0012362	XP_003934232.2	NP_081984.1
OG0012363	XP_010343025.1	NP_001290195.1
OG0012364	XP_039316497.1	XP_017176362.1
OG0012365	XP_003934237.1	XP_030110658.1
OG0012366	XP_003934252.1	NP_067367.3, XP_006504614.1
OG0012367	XP_039316213.1	XP_006504947.1
OG0012368	XP_039316238.1	XP_006504802.1
OG0012369	XP_039323664.1	XP_030110765.1
OG0012370	XP_010329920.2	XP_011239276.1, NP_777275.2
OG0012371	XP_003943801.1	XP_006504782.1, NP_001153737.1
OG0012372	XP_039326211.1	NP_080545.2
OG0012373	XP_010329926.1	NP_932097.1
OG0012374	XP_003930093.1	NP_080646.1
OG0012375	XP_003930096.1	XP_006507602.1
OG0012376	XP_039334095.1	NP_001408690.1
OG0012377	XP_010339156.2	NP_001334581.1
OG0012378	XP_010338972.1	NP_001291195.1
OG0012379	XP_003930125.1	NP_075692.1
OG0012380	XP_003930128.1	NP_653105.3
OG0012381	XP_010338990.1	NP_598447.1
OG0012382	XP_003930137.1	XP_006507264.1
OG0012383	XP_010339003.1	NP_001157247.1
OG0012384	XP_003930162.1	NP_001357694.1
OG0012385	XP_003930163.1	NP_081160.1
OG0012386	XP_003930164.2	NP_898954.2, XP_006508410.1
OG0012387	XP_003930180.1	NP_083696.2
OG0012388	XP_003928769.1	NP_780312.1
OG0012389	XP_003928763.1	NP_062712.1
OG0012390	XP_039333985.1	NP_612183.1, XP_036008620.1
OG0012391	XP_003930273.1	XP_017167830.1
OG0012392	XP_039333995.1	NP_997122.1
OG0012393	XP_010339093.1	NP_001390011.1
OG0012394	XP_003930255.1	NP_062303.2
OG0012395	XP_003930240.2	NP_001074707.1
OG0012396	XP_039334052.1	NP_083034.1
OG0012397	XP_003930229.1	NP_031698.2
OG0012398	XP_003930221.2	NP_001357810.1, XP_036009123.1
OG0012399	XP_039334311.1	NP_001158052.1
OG0012400	XP_010339070.1	NP_082361.2
OG0012401	XP_003930215.1	NP_057878.1
OG0012402	XP_003930207.1	NP_081974.3
OG0012403	XP_003930202.2	NP_848873.1, XP_006507967.1
OG0012404	XP_010339041.1	NP_001361534.1
OG0012405	XP_039334107.1	NP_082091.4, XP_006508275.1
OG0012406	XP_010339030.1	NP_892040.1
OG0012407	XP_010339025.1	NP_001390574.1
OG0012408	XP_039334210.1	NP_001389724.1
OG0012409	XP_039333976.1	NP_291042.2
OG0012410	XP_003928805.1	XP_011244355.1
OG0012411	XP_039334118.1	NP_001034610.1
OG0012412	XP_039334175.1	NP_083037.1
OG0012413	XP_003928801.1	XP_006522171.1
OG0012414	XP_039333698.1	NP_083858.1
OG0012415	XP_010337687.1	XP_006522723.1
OG0012416	XP_010337670.1	NP_001289547.1
OG0012417	XP_003928772.1	NP_036085.1
OG0012418	XP_039334194.1	NP_001073282.1
OG0012419	XP_010337447.2	NP_082577.2, XP_006522671.1
OG0012420	XP_039333939.1	NP_001365941.1
OG0012421	XP_003928533.1	NP_663334.1, XP_030104875.1
OG0012422	XP_003928526.1	NP_080669.1
OG0012423	XP_039334302.1	NP_079847.1
OG0012424	XP_039333772.1	NP_080784.1
OG0012425	XP_010337385.1	XP_006524968.4, NP_598492.2
OG0012426	XP_039333756.1	NP_035192.2
OG0012427	XP_039333809.1	XP_036016505.1, NP_766523.2
OG0012428	XP_010337352.1	NP_001396761.1
OG0012429	XP_003928451.1	NP_001288713.1
OG0012430	XP_039334326.1	NP_783613.1
OG0012431	XP_003928465.2	NP_001273649.1
OG0012432	XP_010337524.1	NP_080481.1
OG0012433	XP_039333828.1	NP_036086.1
OG0012434	XP_003928428.1	NP_001001183.1
OG0012435	XP_010337278.1	NP_001159401.1, XP_017173031.1
OG0012436	XP_039333867.1	NP_082377.3
OG0012437	XP_039333786.1	NP_001157238.1
OG0012438	XP_039333795.1	NP_666111.1
OG0012439	XP_039333797.1	XP_036016651.1
OG0012440	XP_003928388.1	NP_001271288.1
OG0012441	XP_003928576.2	NP_084369.2
OG0012442	XP_010342317.1	NP_001034577.1
OG0012443	XP_010328364.1	NP_080395.1
OG0012444	XP_010342311.1	NP_001039272.1
OG0012445	XP_010342304.1	NP_034490.1
OG0012446	XP_003933452.1	NP_032622.1
OG0012447	XP_039316809.1	NP_080474.2
OG0012448	XP_003933437.1	NP_035634.1
OG0012449	XP_003933435.1	NP_080121.1
OG0012450	XP_003933432.1	NP_001157039.1, XP_036019034.1
OG0012451	XP_039316844.1	NP_001365916.1
OG0012452	XP_039316763.1	NP_034152.2
OG0012453	XP_003933310.2	XP_006502203.1
OG0012454	XP_003933321.2	NP_075734.3, XP_036018753.1
OG0012455	XP_003933322.1	NP_808332.3
OG0012456	XP_039316793.1	XP_006501794.1
OG0012457	XP_039316702.1	NP_663369.2
OG0012458	XP_039316903.1	NP_032155.1
OG0012459	XP_010342145.2	NP_038895.1
OG0012460	XP_010342148.1	NP_001108137.1
OG0012461	XP_003933344.1	NP_080382.2
OG0012462	XP_039316697.1	NP_083152.1
OG0012463	XP_039316841.1	NP_080338.1
OG0012464	XP_010342153.1	XP_006534839.1
OG0012465	XP_003933356.3	NP_001365195.1
OG0012466	XP_003933357.1	NP_001001804.2
OG0012467	XP_010329426.1	NP_001342163.1
OG0012468	XP_003921398.1	NP_848812.1
OG0012469	XP_003921405.1	XP_017175068.1, NP_766452.2
OG0012470	XP_003921408.3	NP_080932.2
OG0012471	XP_003921414.2	XP_036019195.1
OG0012472	XP_010345487.2	NP_573485.2
OG0012473	XP_010345543.1	XP_006501723.1
OG0012474	XP_039329974.1	NP_573510.2
OG0012475	XP_003921443.1	XP_011238417.1
OG0012476	XP_010345707.2	NP_036158.3
OG0012477	XP_003921447.1	XP_006501282.1
OG0012478	XP_003921449.1	NP_114076.2
OG0012479	XP_003921469.1	NP_666065.1
OG0012480	XP_010345975.1	NP_001366460.2
OG0012481	XP_003930481.2	NP_444325.3
OG0012482	XP_010334357.2	NP_001028334.1
OG0012483	XP_003938349.1	NP_112466.1
OG0012484	XP_003938319.1	NP_038778.1
OG0012485	XP_003941924.3	XP_011238431.1, NP_036118.2
OG0012486	XP_003925027.3, XP_039315867.1	NP_075630.2
OG0012487	XP_003924807.1	NP_853543.1
OG0012488	XP_010347193.2	NP_001138327.1
OG0012489	XP_010347188.1	NP_663485.1
OG0012490	XP_039321917.1	NP_722469.1
OG0012491	XP_003938324.2	XP_006529432.1
OG0012492	XP_003938317.1	NP_598425.2
OG0012493	XP_003938301.2	NP_083148.4
OG0012494	XP_003938298.1	XP_006529895.1
OG0012495	XP_039322176.1	XP_006529779.1
OG0012496	XP_003944187.1	XP_006529280.1, NP_573502.2
OG0012497	XP_039319373.1	NP_032577.1
OG0012499	XP_003930455.1	NP_032085.1
OG0012500	XP_039319376.1	NP_081171.1
OG0012501	XP_003930411.1	NP_067396.3
OG0012502	XP_003932260.1	NP_001074705.1
OG0012503	XP_010334362.1	NP_001344454.1
OG0012504	XP_039336567.1	NP_001392438.1
OG0012505	XP_003925352.1	NP_780669.1
OG0012506	XP_003925343.1	NP_001333046.1
OG0012507	XP_003925332.1	NP_081152.2
OG0012508	XP_003925375.1	NP_001128213.1
OG0012509	XP_010334475.2	NP_036061.1
OG0012510	XP_003925393.1	NP_079750.1
OG0012511	XP_010334404.1	NP_038890.3, XP_006496938.1
OG0012513	XP_039315895.1	NP_796230.1, NP_031479.1
OG0012514	XP_003925404.1	NP_001182118.1
OG0012515	XP_003925432.1	NP_001137428.1
OG0012516	XP_003925436.3	XP_006496972.2
OG0012517	XP_003928157.1	NP_473428.1, NP_001263384.1
OG0012518	XP_003928137.1	NP_035934.1
OG0012519	XP_039320240.1	NP_062318.2, XP_036008326.1
OG0012520	XP_039320237.1	XP_006496891.1
OG0012521	XP_003935378.1	NP_001344319.1
OG0012522	XP_039320259.1	NP_035915.3, XP_006496881.1
OG0012523	XP_039320221.1	NP_058085.2, XP_036008205.1
OG0012524	XP_039320187.1	NP_848768.1, NP_001404405.1
OG0012525	XP_039320172.1	XP_017175608.1
OG0012526	XP_003930339.2	NP_031441.2
OG0012527	XP_010339334.2	NP_573488.2
OG0012528	XP_003930344.1	NP_666055.1
OG0012529	XP_039320135.1	NP_001363968.1
OG0012530	XP_003930358.3	NP_663489.4
OG0012531	XP_003945184.2	NP_780336.1
OG0012532	XP_003930362.1	NP_775554.2
OG0012533	XP_003937897.2	XP_036018813.1, NP_057910.3
OG0012534	XP_003937891.2	NP_766114.1
OG0012535	XP_003921830.1, XP_039316026.1	NP_033966.1
OG0012536	XP_010346761.2	NP_064387.1
OG0012537	XP_010346911.2	NP_277068.1
OG0012538	XP_010346698.1	NP_031738.2
OG0012539	XP_003937847.1	NP_001344296.2
OG0012540	XP_003937825.1	XP_006501676.1
OG0012541	XP_003937806.1	XP_030108249.1, NP_033732.2
OG0012543	XP_010327934.2	XP_017175032.1
OG0012544	XP_003941928.1	NP_598615.1
OG0012545	XP_003924751.1	XP_030106421.1, NP_001094508.1
OG0012546	XP_010333917.2	XP_036016986.1
OG0012547	XP_039319581.1	NP_001349204.1
OG0012548	XP_039319444.1	NP_001390829.1
OG0012549	XP_003924768.1	NP_067423.2
OG0012550	XP_003924786.1	NP_694698.3
OG0012551	XP_039319646.1	NP_081892.2
OG0012552	XP_039319707.1, XP_003923950.2	NP_997506.1
OG0012553	XP_003924801.1	NP_001351902.1
OG0012554	XP_039319680.1	NP_031909.2
OG0012555	XP_039319824.1	NP_951010.1
OG0012556	XP_010333794.1	NP_997413.2
OG0012557	XP_039319754.1	NP_082617.2, XP_030106474.1
OG0012558	XP_039319566.1	XP_006526404.1, NP_083899.1
OG0012559	XP_039319813.1	XP_017173356.1
OG0012560	XP_039319537.1	XP_006526114.1
OG0012561	XP_039319650.1	NP_001139759.1
OG0012562	XP_003924837.1	XP_006526131.1, NP_001077097.1
OG0012563	XP_003924844.1	NP_569716.2
OG0012564	XP_003924845.1	NP_031619.3
OG0012565	XP_003924855.2	NP_083163.3
OG0012566	XP_010333872.2	XP_006524912.1
OG0012567	XP_003924889.1	NP_082664.1
OG0012568	XP_003924900.1	XP_017172989.1
OG0012569	XP_003924901.1	XP_036017093.1, NP_573500.2
OG0012570	XP_003924902.1	NP_001406305.1
OG0012571	XP_039319488.1	XP_011245209.1
OG0012572	XP_003924468.1	NP_783575.2, XP_017170513.1
OG0012573	XP_003924586.1	NP_001288356.1
OG0012574	XP_003939894.1	NP_808288.2
OG0012575	XP_003924385.1	NP_032634.3
OG0012576	XP_003924384.1	NP_542764.2
OG0012577	XP_010333349.1	NP_075679.2
OG0012578	XP_039324580.1	XP_030103435.1, NP_001357821.1
OG0012579	XP_010333331.1	NP_031481.2
OG0012580	XP_010333318.1	NP_035319.1
OG0012581	XP_003924338.1	NP_001240817.1
OG0012582	XP_003924312.2	NP_080679.3
OG0012583	XP_010333289.1	NP_076188.3
OG0012584	XP_003924275.1	NP_659037.2
OG0012585	XP_003924277.1	XP_036013597.1
OG0012586	XP_039325257.1	XP_036013330.1
OG0012587	XP_003923842.1	NP_079732.1
OG0012588	XP_003924252.1	NP_035037.2
OG0012589	XP_003924246.1	NP_663417.1, XP_006515736.1
OG0012590	XP_039324878.1	XP_017170673.1, NP_001299573.1
OG0012591	XP_039325330.1	NP_001028328.2
OG0012592	XP_010339411.1	XP_006516083.1
OG0012593	XP_003930608.1	NP_849243.2
OG0012594	XP_003930606.1	NP_001180195.2
OG0012595	XP_003930600.1	XP_017170423.1, NP_081545.3
OG0012596	XP_003930599.1	NP_839984.1
OG0012597	XP_003930596.1	XP_011242459.1, NP_079717.2
OG0012598	XP_039324929.1	NP_001129031.1, XP_006515698.1
OG0012599	XP_003930589.1	NP_899117.1, XP_017170692.1
OG0012600	XP_039324918.1	NP_001390761.1
OG0012601	XP_010339384.1	NP_001392290.1
OG0012602	XP_003930579.1	NP_082615.1
OG0012603	XP_010339381.2	NP_032721.2
OG0012604	XP_003930635.2	NP_081794.2, XP_006519607.1
OG0012605	XP_039325026.1	XP_036014450.1
OG0012606	XP_003930564.1	NP_001346970.1
OG0012607	XP_039324663.1	XP_006519690.1
OG0012608	XP_039324585.1	NP_001347461.1
OG0012609	XP_039325269.1	NP_001156850.1
OG0012610	XP_039324955.1	NP_083503.1
OG0012611	XP_010339426.2	NP_001177395.1
OG0012612	XP_003924448.1	NP_035514.1
OG0012613	XP_010333436.1	NP_035512.1
OG0012614	XP_039325224.1	NP_083856.1
OG0012615	XP_003924460.1	NP_848479.1
OG0012616	XP_003924464.1	NP_766393.2
OG0012617	XP_003924482.1	NP_598811.3
OG0012618	XP_003924497.1	XP_006516160.1, NP_062525.1
OG0012619	XP_010333479.1	NP_083345.1
OG0012620	XP_003924501.1	NP_076210.1, XP_030102816.1
OG0012621	XP_003924510.1	XP_030102381.1, NP_084264.1
OG0012622	XP_010333492.1	NP_084293.1
OG0012623	XP_010333495.1	XP_030102481.1
OG0012624	XP_003924521.1	NP_796241.3
OG0012625	XP_003924525.2	XP_006516097.1, NP_080520.2
OG0012626	XP_003924529.1	NP_001171032.1
OG0012627	XP_039325100.1	XP_017170611.1
OG0012628	XP_003924541.2, XP_039323958.1	XP_006515747.1
OG0012629	XP_039325116.1	XP_011242435.1
OG0012630	XP_010333542.1	NP_001254554.1
OG0012631	XP_039324643.1	NP_001129547.1
OG0012632	XP_003924561.3	NP_766168.1
OG0012633	XP_039324840.1	NP_598803.1, XP_036013042.1
OG0012634	XP_003924584.1	NP_001392261.1
OG0012635	XP_003924602.1	NP_663420.1
OG0012636	XP_010333609.2	XP_006516052.1
OG0012637	XP_003924618.1	XP_006515772.1, NP_663422.1
OG0012638	XP_010333618.2	NP_036064.3
OG0012639	XP_003924643.1	NP_001277217.1
OG0012640	XP_039325121.1	NP_113568.2
OG0012641	XP_010348886.1	NP_084448.1
OG0012642	XP_010348867.2	NP_080957.2
OG0012643	XP_039325068.1	NP_083256.2, XP_006516371.1
OG0012644	XP_010337941.2	XP_006516221.1, NP_001153382.1
OG0012645	XP_010350681.1	XP_006515533.1
OG0012646	XP_039318694.1	NP_851845.1
OG0012647	XP_039318697.1	NP_001012310.2, XP_011242283.1
OG0012648	XP_039318770.1	NP_081890.1
OG0012649	XP_039318755.1	NP_036103.1
OG0012650	XP_039318828.1	NP_001361650.1
OG0012651	XP_039318837.1	XP_030102765.1
OG0012652	XP_039325165.1	NP_951014.1
OG0012653	XP_003924653.1	NP_001277231.1, XP_036013232.1
OG0012654	XP_003933404.2	NP_001091090.1, XP_006516225.1
OG0012655	XP_039331931.1	NP_034605.1, XP_006532360.1
OG0012656	XP_003931321.1	NP_722502.1
OG0012657	XP_010341932.1	XP_006533512.1, NP_001291368.1
OG0012658	XP_010350486.2	NP_001289885.1
OG0012659	XP_039330970.1	XP_006497869.1, NP_033142.2
OG0012660	XP_039330774.1	NP_780399.1, NP_001277481.1
OG0012661	XP_010340595.1	NP_081027.1
OG0012662	XP_003943696.1	NP_077769.4, XP_006534439.1
OG0012663	XP_003942835.2	XP_017169791.1, NP_001167570.1
OG0012664	XP_039332463.1	NP_082432.2
OG0012665	XP_003931275.2	NP_032292.3, XP_006532343.1
OG0012666	XP_003931383.1	XP_036012480.1, NP_001028438.1
OG0012667	XP_010340367.1	NP_899109.2
OG0012668	XP_003941421.2	NP_001001714.1
OG0012669	XP_039332679.1	NP_071297.1, NP_001033788.1
OG0012670	XP_039331776.1	XP_011247520.1
OG0012671	XP_039332130.1	NP_082021.1
OG0012673	XP_039332975.1	NP_077191.2
OG0012674	XP_039332307.1	NP_038798.2
OG0012675	XP_039332309.1	NP_081480.2
OG0012676	XP_039331832.1	NP_079836.1
OG0012677	XP_039332230.1	NP_001181952.1
OG0012678	XP_039332951.1	XP_006532054.1
OG0012679	XP_039332766.1	XP_006532781.1, NP_001078967.1
OG0012680	XP_039332118.1	NP_083174.2
OG0012681	XP_039332497.1	NP_001395320.1
OG0012682	XP_039332827.1	NP_031651.2
OG0012683	XP_010340649.1	XP_036012322.1, NP_035280.1
OG0012684	XP_039331666.1	NP_001350087.1
OG0012685	XP_010340665.2	XP_030101765.1
OG0012686	XP_010340673.2	XP_036012613.1, NP_766536.2
OG0012687	XP_003931742.2	NP_001350292.1
OG0012688	XP_039332366.1	NP_776116.2
OG0012689	XP_039332990.1	XP_011247257.1, NP_001028439.2
OG0012690	XP_010340697.1	NP_001392072.1
OG0012691	XP_039332057.1	NP_001349767.1
OG0012692	XP_003931765.2	NP_079552.3, XP_036012216.1
OG0012693	XP_039332321.1	NP_001192010.1
OG0012694	XP_010340720.1	NP_065229.2
OG0012695	XP_010340732.2	XP_006534333.1, NP_082290.2
OG0012696	XP_039328170.1, XP_003931791.1	NP_079581.1
OG0012697	XP_010340752.1	NP_001028565.1
OG0012698	XP_003931857.2	NP_031608.1
OG0012699	XP_010340803.1	NP_938040.1
OG0012700	XP_039332789.1	NP_079757.2
OG0012701	XP_003942516.1	NP_056625.2
OG0012702	XP_039332523.1	NP_076402.1
OG0012703	XP_010328612.1	XP_036012949.1, NP_083621.1
OG0012704	XP_039332365.1	NP_766156.2
OG0012705	XP_039332341.1	NP_001106176.1
OG0012706	XP_003929102.1	NP_081359.1, NP_001343401.1
OG0012707	XP_039332985.1	NP_032766.2
OG0012708	XP_003942466.1	NP_001076004.1, NP_950184.2
OG0012709	XP_039332901.1	NP_001390541.1
OG0012710	XP_039332926.1	XP_030101431.1
OG0012711	XP_039332889.1	XP_006533751.1
OG0012712	XP_039332868.1	NP_001392161.1
OG0012713	XP_039332863.1	NP_665828.1
OG0012714	XP_003943695.1	NP_083563.1
OG0012715	XP_003943701.1	XP_006532521.1
OG0012716	XP_003943699.1	NP_659080.2
OG0012717	XP_003942777.1	NP_033838.1
OG0012718	XP_003942775.3	NP_036167.1
OG0012719	XP_010328879.1	NP_081596.1
OG0012720	XP_003942786.2	XP_017170022.1, NP_849263.1
OG0012721	XP_003942791.1	NP_001271340.1
OG0012722	XP_003942804.1	NP_080777.1
OG0012723	XP_039332423.1	NP_998824.1
OG0012724	XP_039332844.1	NP_083194.2
OG0012725	XP_003942821.1	NP_001390532.1
OG0012726	XP_039332246.1	NP_034053.2
OG0012727	XP_039331890.1	NP_001186225.1
OG0012728	XP_003942925.3	NP_034647.1, XP_030101458.1
OG0012729	XP_003942873.1	NP_082998.2
OG0012730	XP_003942879.1	NP_663409.2
OG0012731	XP_003942883.1	NP_033465.1
OG0012732	XP_039332749.1	NP_001073587.1
OG0012733	XP_010340104.1	NP_082425.1, XP_006534361.1
OG0012734	XP_010340113.1	XP_006532154.1
OG0012735	XP_003931242.1	NP_001074904.1
OG0012736	XP_039332768.1	NP_080462.2
OG0012737	XP_003931248.2	XP_006533088.1, NP_001074689.1
OG0012738	XP_039332832.1	XP_006534571.1
OG0012739	XP_039332335.1	NP_766387.2, XP_017170020.1
OG0012740	XP_039332686.1	NP_001392123.1
OG0012741	XP_039332688.1	XP_006532896.1, NP_766131.2
OG0012742	XP_010340188.1	NP_001351064.1
OG0012743	XP_003931317.1	NP_598568.1
OG0012744	XP_010340424.2	NP_082260.1
OG0012745	XP_039332235.1	NP_001350116.1
OG0012746	XP_039332030.1	XP_006534273.1
OG0012747	XP_003931371.1	NP_001344472.1
OG0012748	XP_010340242.1	NP_001390914.1
OG0012749	XP_039332391.1	NP_033572.2, XP_017169965.1
OG0012750	XP_003931390.1	NP_775550.2
OG0012751	XP_039332480.1	NP_001038992.1
OG0012752	XP_039332964.1	XP_036012127.1
OG0012753	XP_039332978.1	NP_077224.1
OG0012754	XP_039332793.1	NP_001350059.1
OG0012755	XP_039332431.1	NP_079690.2
OG0012756	XP_039332428.1	XP_030101706.1
OG0012757	XP_003929118.1	NP_062790.1, XP_006533852.1
OG0012758	XP_039332103.1	XP_006533042.1
OG0012759	XP_003929111.1	NP_033356.2
OG0012760	XP_003929097.1	NP_001039008.1, XP_011247471.1
OG0012761	XP_003933093.1	NP_663406.2
OG0012762	XP_010341916.1	NP_001391057.1
OG0012763	XP_039332963.1	NP_082295.1, XP_036012897.1
OG0012764	XP_039332359.1	NP_954666.1
OG0012765	XP_039332329.1	NP_659075.1
OG0012766	XP_010340329.2	XP_011247072.1
OG0012767	XP_003931464.1	NP_954669.2
OG0012768	XP_003931462.1	NP_081016.2
OG0012769	XP_010340344.1	NP_958808.1
OG0012770	XP_039331883.1	NP_001351039.1
OG0012771	XP_003931477.1	NP_033449.2
OG0012772	XP_003931489.1	NP_777277.2, XP_006533463.1
OG0012773	XP_039332798.1	NP_001004144.1
OG0012774	XP_010340384.1	XP_006533451.1
OG0012775	XP_003931504.1	XP_006533001.1
OG0012776	XP_003931500.2	XP_006533290.1
OG0012777	XP_039332156.1	NP_031780.2
OG0012778	XP_003931513.1	NP_058090.2
OG0012779	XP_039332474.1	NP_080305.2
OG0012780	XP_003929375.1	NP_796341.2
OG0012781	XP_039332327.1	NP_083934.1
OG0012782	XP_010338259.2	NP_031899.2
OG0012783	XP_039331674.1	NP_598417.2
OG0012784	XP_003933133.1	NP_001361617.1
OG0012785	XP_003933134.1	NP_796299.2
OG0012786	XP_039332017.1	NP_001091673.1
OG0012787	XP_010341964.1	NP_001074627.1
OG0012788	XP_010341963.1	XP_006533687.1
OG0012789	XP_010341960.1	NP_659567.2
OG0012790	XP_039332070.1	NP_001363911.1
OG0012791	XP_003933106.1	XP_006532514.1, NP_032797.3
OG0012792	XP_039317330.1	NP_001026978.2
OG0012793	XP_039317241.1	NP_067368.3
OG0012794	XP_039317322.1	NP_032747.2, NP_001407398.1
OG0012795	XP_003941395.1	XP_030107910.1, NP_081361.1
OG0012796	XP_003941399.1	NP_001408846.1, NP_001258706.1
OG0012797	XP_039317325.1	NP_001019787.2
OG0012798	XP_039317220.1	NP_032740.3
OG0012800	XP_010350482.1	NP_001032836.1, XP_006498198.1
OG0012801	XP_039317162.1	NP_997117.2
OG0012802	XP_039317138.1	XP_006497917.1, NP_033526.1
OG0012803	XP_003941436.1	NP_766247.2
OG0012804	XP_039317274.1	XP_006497859.1
OG0012805	XP_010339714.1	NP_001395026.1
OG0012806	XP_003920914.2	NP_659135.1
OG0012807	XP_039317404.1	NP_062655.1
OG0012808	XP_039330884.1	NP_938046.2
OG0012809	XP_039330904.1	NP_766248.3
OG0012810	XP_003940098.2	NP_031957.1
OG0012811	XP_003940087.1	NP_001032851.1, NP_079704.2
OG0012812	XP_039330826.1	XP_006497872.1
OG0012813	XP_039330841.1	NP_001008498.2
OG0012814	XP_010349582.1	NP_083199.1
OG0012815	XP_003940636.1	NP_919316.1
OG0012816	XP_010349632.1	NP_848710.1
OG0012817	XP_039330675.1	NP_001078976.1
OG0012818	XP_003940669.2	NP_001407449.1, NP_001407448.1, NP_058048.1
OG0012819	XP_010349661.1	XP_017174684.1
OG0012820	XP_010349664.1	NP_071705.3, NP_001156906.1
OG0012821	XP_039331232.1	NP_079868.1
OG0012822	XP_003940699.1	NP_796357.1
OG0012823	XP_039330691.1	NP_032526.2
OG0012824	XP_039330866.1	NP_001107596.1
OG0012825	XP_003926500.1	NP_081577.1
OG0012826	XP_039319105.1	NP_075967.2
OG0012827	XP_010343743.1	NP_033878.1
OG0012828	XP_003941352.1	NP_001028599.1
OG0012829	XP_010335760.2	NP_035510.1, XP_006523994.1
OG0012830	XP_003922717.1	NP_033886.2
OG0012831	XP_003922715.1	NP_079743.1
OG0012832	XP_003922705.3	NP_035995.1
OG0012833	XP_039317607.1, XP_010347611.1	NP_033459.1
OG0012834	XP_039328412.1	NP_899120.2
OG0012835	XP_003939345.1	NP_056555.2
OG0012836	XP_039328325.1	NP_035973.1
OG0012837	XP_039328216.1	NP_064347.1
OG0012838	XP_003939380.2	NP_079992.1
OG0012839	XP_039327518.1	NP_058054.2
OG0012840	XP_039328279.1	NP_032947.1
OG0012841	XP_003926499.1	XP_011241766.1, NP_038814.1, NP_001346306.1
OG0012842	XP_003926512.1	NP_032694.2
OG0012843	XP_039328414.1	NP_001161764.1
OG0012844	XP_010335521.1	NP_082506.1
OG0012845	XP_039327557.1	NP_001165053.1
OG0012846	XP_003926530.1	NP_082303.2
OG0012847	XP_010335555.2	NP_808283.3, XP_006513627.1
OG0012848	XP_003926549.1	NP_034139.2
OG0012849	XP_039327572.1	NP_079813.1
OG0012850	XP_010335561.1	NP_001106941.1
OG0012851	XP_010335562.2	NP_796126.4
OG0012852	XP_010335569.1	NP_081880.2
OG0012853	XP_003926565.1	NP_001103688.1
OG0012854	XP_010335723.1	NP_001074506.1
OG0012855	XP_003926569.1	NP_766610.2
OG0012856	XP_003926573.1	NP_083640.1
OG0012857	XP_039328109.1	XP_006514294.1
OG0012858	XP_039328260.1	NP_001014412.1
OG0012859	XP_010335583.2	NP_001156376.1
OG0012860	XP_039335771.1, XP_003927829.1	NP_080846.1
OG0012861	XP_039318946.1	NP_068740.3
OG0012862	XP_010341678.1	NP_031718.1
OG0012863	XP_010341665.2	NP_849250.1
OG0012864	XP_003932819.2	NP_001002005.2, XP_006521202.1
OG0012865	XP_039319161.1	XP_006521018.1
OG0012866	XP_039319037.1	NP_001028446.2, XP_036015261.1
OG0012867	XP_010341621.1	XP_006520885.1
OG0012868	XP_039319116.1	NP_001157106.1
OG0012869	XP_039319004.1	NP_058539.2
OG0012870	XP_039319087.1	NP_536718.1
OG0012871	XP_039319184.1	NP_001365767.1
OG0012872	XP_003932797.2	NP_001355589.1
OG0012873	XP_039319209.1	NP_001074635.2
OG0012874	XP_039319210.1	NP_808298.2
OG0012875	XP_039319201.1	NP_001346060.1
OG0012876	XP_039318971.1	NP_898838.2
OG0012877	XP_003932849.1	NP_848742.1
OG0012878	XP_039319408.1, XP_039319007.1	XP_017172261.1, NP_083342.1
OG0012879	XP_003932865.2	XP_030104428.1
OG0012880	XP_039319255.1	NP_150087.1
OG0012881	XP_010341719.1	NP_001076005.2
OG0012882	XP_039319005.1	NP_659061.2
OG0012883	XP_003932897.1	NP_780318.1
OG0012884	XP_003932902.1	NP_001344588.1
OG0012885	XP_039318975.1	NP_083039.2
OG0012886	XP_039319026.1	NP_803412.1, XP_036015335.1
OG0012887	XP_003932923.2	NP_035567.1
OG0012888	XP_039319035.1	NP_001365917.1
OG0012889	XP_003932929.1	NP_001403052.1
OG0012890	XP_010341796.2	NP_082178.2
OG0012891	XP_003932955.1	NP_001398351.1
OG0012892	XP_003932957.1	NP_080207.1
OG0012893	XP_003932958.1	NP_031609.1, XP_006520434.1
OG0012894	XP_039319006.1, XP_010329054.2	NP_663397.1
