Orthogroup	Loxodonta_africana	Mesocricetus_auratus
OG0012581	XP_010598841.1	XP_005085663.1
OG0012582	XP_003421014.1	XP_005085673.1
OG0012583	XP_010598852.1	XP_040596588.1
OG0012584	XP_003408766.1	XP_040599051.1
OG0012585	XP_003408748.1	XP_040599055.1
OG0012586	XP_010586883.1	XP_040599021.1
OG0012587	XP_010586885.1	XP_040599020.1
OG0012588	XP_003408908.1	XP_005080564.1
OG0012589	XP_023401886.1	XP_040598994.1
OG0012590	XP_003408506.2	XP_040598979.1
OG0012591	XP_003408516.1	XP_021088885.2
OG0012592	XP_023401898.1	XP_021084870.1
OG0012593	XP_010586916.1	XP_040598951.1
OG0012594	XP_003408564.1	XP_005072860.1
OG0012595	XP_003408586.1	XP_005072855.2
OG0012596	XP_023401912.1	XP_040598938.1
OG0012597	XP_003408525.1	XP_040598934.1
OG0012598	XP_023401915.1	XP_040598933.1
OG0012599	XP_023401919.1	XP_012970854.1
OG0012600	XP_023401921.1	XP_040598923.1
OG0012601	XP_003408640.1	XP_021084471.1
OG0012602	XP_003408643.2	XP_005072841.1
OG0012603	XP_023402389.1	XP_040591835.1
OG0012604	XP_003408661.1	XP_005085868.2
OG0012605	XP_003408675.1	XP_040591664.1
OG0012606	XP_010586944.1	XP_012980498.1
OG0012607	XP_003408693.1	XP_040591666.1
OG0012608	XP_010586947.1	XP_005085863.1
OG0012609	XP_010586966.1	XP_040598896.1
OG0012610	XP_003408724.1	XP_040598898.1
OG0012611	XP_003408728.1	XP_005072837.1
OG0012612	XP_003408738.1	XP_005072828.1
OG0012613	XP_023402390.1	XP_005072826.1
OG0012614	XP_010586980.1	XP_040598870.1
OG0012615	XP_003408552.3	XP_040598866.1
OG0012616	XP_003408744.1	XP_005072820.1
OG0012617	XP_023402022.1	XP_040598815.1
OG0012618	XP_003408767.1	XP_005072802.1
OG0012619	XP_003408563.1	XP_040598806.1
OG0012620	XP_003408768.1	XP_005072804.1
OG0012621	XP_023402405.1	XP_005072797.1
OG0012622	XP_003408773.1	XP_005072793.1
OG0012623	XP_003408569.2	XP_021084440.1
OG0012624	XP_023402066.1	XP_040598761.1
OG0012625	XP_003408782.1	XP_040598758.1
OG0012626	XP_023402406.1	XP_005072871.1
OG0012627	XP_023402085.1	XP_040598748.1
OG0012628	XP_023402086.1	XP_040598733.1
OG0012629	XP_010587022.1	XP_040598725.1
OG0012630	XP_023402104.1	XP_021084426.1
OG0012631	XP_003408797.1	XP_012970845.1
OG0012632	XP_003408801.1	XP_040598709.1
OG0012633	XP_023402123.1	XP_040598697.1
OG0012634	XP_023402126.1	XP_005086443.1
OG0012635	XP_023402136.1	XP_005086431.1
OG0012636	XP_023402145.1	XP_040598648.1
OG0012637	XP_023402142.1	XP_005086423.1
OG0012638	XP_023402170.1	XP_040598643.1
OG0012639	XP_003408610.1	XP_005084071.2
OG0012640	XP_010587093.1	XP_040598602.1
OG0012641	XP_003408864.1	XP_040598574.1
OG0012642	XP_003408871.1	XP_040598556.1
OG0012643	XP_003408894.1	XP_005068424.1
OG0012645	XP_023402324.1	XP_040598437.1
OG0012646	XP_010587142.1	XP_040598435.1
OG0012647	XP_003408910.2	XP_005068310.1
OG0012648	XP_023402319.1	XP_012967636.1
OG0012649	XP_023402318.1	XP_040598394.1
OG0012650	XP_010587175.1	XP_040598318.1
OG0012651	XP_003408697.1	XP_040598303.1
OG0012652	XP_003408712.1	XP_040600807.1
OG0012653	XP_023402189.1	XP_005084068.1
OG0012654	XP_023402428.1	XP_005068370.1
OG0012655	XP_003414529.1	XP_005070216.3
OG0012656	XP_003414447.1	XP_021086176.1
OG0012657	XP_023409144.1	XP_005077019.1
OG0012658	XP_023397741.1	XP_005083718.1
OG0012659	XP_003407671.1	XP_021091851.1
OG0012660	XP_023400643.1	XP_040592820.1
OG0012661	XP_003417354.1	XP_005069856.1
OG0012662	XP_003414325.1	XP_005070129.1
OG0012663	XP_003414781.1	XP_005087421.1
OG0012664	XP_003414728.1	XP_005075972.1
OG0012665	XP_023409158.1	XP_005075944.1
OG0012666	XP_010592606.1	XP_040603954.1
OG0012667	XP_023411986.1	XP_005077149.3
OG0012668	XP_010600358.1	XP_040600803.1
OG0012669	XP_003417355.1	XP_040606167.1
OG0012670	XP_023412518.1	XP_040606156.1
OG0012671	XP_023412545.1	XP_040606144.1
OG0012673	XP_010595179.1	XP_005069859.1
OG0012674	XP_010595186.1	XP_040606109.1
OG0012675	XP_003417400.1	XP_005070234.1
OG0012676	XP_023412479.1	XP_012968640.1
OG0012677	XP_003417415.1	XP_005069873.1
OG0012678	XP_023412576.1	XP_005069884.1
OG0012679	XP_003417249.1	XP_005069890.1
OG0012680	XP_023412577.1	XP_040606092.1
OG0012681	XP_023412487.1	XP_021082692.1
OG0012682	XP_003417399.1	XP_005069897.1
OG0012683	XP_010595362.1	XP_012968582.1, NP_001268610.1
OG0012684	XP_010595220.1	XP_040606049.1
OG0012685	XP_023412620.1	XP_040606046.1
OG0012686	XP_023412630.1	XP_012968905.1
OG0012687	XP_010595371.1	XP_040606042.1
OG0012688	XP_023412642.1	XP_040606018.1
OG0012689	XP_023412496.1	XP_040606017.1
OG0012690	XP_010595238.2	XP_005069943.1
OG0012691	XP_010595243.1	XP_005069947.1
OG0012692	XP_003417427.1	XP_040606009.1
OG0012693	XP_003417301.1	XP_005069964.1
OG0012694	XP_023412658.1	XP_005069969.1
OG0012695	XP_023412662.1	XP_012968733.1
OG0012696	XP_003417312.2	XP_005069980.1
OG0012697	XP_023412678.1	XP_005070002.1
OG0012698	XP_003417345.1	XP_005070048.1
OG0012699	XP_023412768.1	XP_005070050.2
OG0012700	XP_023412755.1	XP_040605900.1
OG0012701	XP_003417353.1	XP_040605897.1
OG0012702	XP_010595330.1	XP_040605884.1
OG0012703	XP_010595332.1	XP_005070067.1
OG0012704	XP_023409552.1	XP_021082811.1
OG0012705	XP_003414364.2	XP_040605833.1
OG0012706	XP_003414557.1	XP_012968687.1
OG0012707	XP_003414559.2	XP_005070113.1
OG0012708	XP_003414561.1	XP_005070105.1
OG0012709	XP_023409200.1	XP_012968877.1
OG0012710	XP_023409522.1	XP_040605740.1
OG0012711	XP_023409195.1	XP_040605761.1
OG0012712	XP_023409502.1	XP_005070145.1
OG0012713	XP_003414540.2	XP_005070141.1
OG0012714	XP_023409189.1	XP_021082827.1
OG0012715	XP_023409498.1	XP_021082823.1
OG0012716	XP_023409497.1	XP_040605790.1
OG0012717	XP_003414317.1	XP_040605689.1
OG0012718	XP_003414316.2	XP_040605688.1
OG0012719	XP_023409496.1	XP_005070188.1
OG0012720	XP_003414310.1	XP_005070195.1
OG0012721	XP_003414304.1	XP_005070202.2
OG0012722	XP_003414296.1	XP_040605663.1
OG0012723	XP_010592768.1	XP_040605646.1
OG0012724	XP_023409172.1	XP_040605632.1
OG0012725	XP_003414280.1	XP_005087443.1
OG0012726	XP_010592758.1, XP_010592757.1	XP_005087442.1
OG0012727	XP_003414278.1	XP_005087440.1
OG0012728	XP_010592729.1	XP_005076023.1
OG0012729	XP_003414753.2	XP_005076010.1
OG0012730	XP_010592722.2	XP_012973117.1
OG0012731	XP_003414749.1	XP_005076004.1
OG0012732	XP_003414738.1	XP_005075984.1
OG0012733	XP_003414736.2	XP_040605562.1
OG0012734	XP_023409404.1	XP_005075974.1
OG0012735	XP_003414731.1	XP_040605552.1
OG0012736	XP_003414727.1	XP_040605549.1
OG0012737	XP_003414724.1	XP_005075969.1
OG0012738	XP_010592661.2	XP_040605506.1
OG0012739	XP_023409157.1	XP_040605501.1
OG0012740	XP_003414693.1	XP_040605474.1
OG0012741	XP_023409365.1	XP_012973043.1
OG0012742	XP_010592645.1	XP_005075912.1
OG0012743	XP_003414684.1	XP_005075903.1
OG0012744	XP_003414681.1	XP_040605461.1
OG0012745	XP_023409154.1	XP_005075894.1
OG0012746	XP_010592901.1	XP_040605439.1
OG0012747	XP_023409334.1	XP_005075877.1
OG0012748	XP_023409327.1	XP_021086165.1
OG0012749	XP_023409324.1	XP_040605396.1
OG0012750	XP_003414647.1	XP_040605383.1
OG0012751	XP_003414425.1	XP_040605376.1
OG0012752	XP_023409306.1	XP_005076946.2
OG0012753	XP_003414634.1	XP_005076949.1
OG0012754	XP_023409149.1	XP_012973843.1
OG0012755	XP_010592571.1	XP_040605308.1
OG0012756	XP_010592565.1	XP_021086750.1
OG0012757	XP_023409268.1	XP_040605306.1
OG0012758	XP_010592552.1	XP_040605287.1
OG0012759	XP_003414611.1	XP_005076984.1
OG0012760	XP_010592888.2	XP_005076994.1
OG0012761	XP_010592538.2	XP_005077136.3
OG0012762	XP_023409231.1	XP_040605203.1
OG0012763	XP_023409229.1	XP_005077038.1
OG0012764	XP_003414577.1	XP_040605199.1
OG0012765	XP_003414385.1	XP_005077042.1
OG0012766	XP_010592503.1	XP_012973818.1
OG0012767	XP_003416908.1	XP_005077062.1
OG0012768	XP_003416994.1	XP_040605172.1
OG0012769	XP_003416997.1	XP_005077072.1
OG0012770	XP_003417020.1	XP_005077089.1
OG0012771	XP_003417014.1	XP_005077088.1
OG0012772	XP_003417038.1	XP_040605158.1
OG0012773	XP_023411997.1	XP_040605117.1
OG0012774	XP_010594771.1	XP_040605110.1
OG0012775	XP_003416804.1	XP_005077103.1
OG0012776	XP_010594773.1	XP_040605106.1
OG0012777	XP_003416848.1	XP_040605103.1
OG0012778	XP_010594776.1	XP_005067431.1
OG0012779	XP_003416851.1	XP_005067436.1
OG0012780	XP_003417018.1	XP_005067439.1
OG0012782	XP_003416854.1	XP_005067447.1
OG0012783	XP_003416856.1	XP_005067449.1
OG0012784	XP_023412046.1	XP_040605071.1
OG0012785	XP_023411901.1	XP_040605073.1
OG0012786	XP_023411900.1	XP_005067458.1
OG0012787	XP_023412050.1	XP_005067463.2
OG0012788	XP_023412054.1	XP_021081325.2
OG0012789	XP_003416885.1	XP_012967031.1
OG0012790	XP_023412064.1	XP_005067867.1
OG0012791	XP_003416892.1	XP_021081333.1
OG0012793	XP_010600285.1	XP_040601200.1
OG0012794	XP_023398184.1	XP_005083747.1
OG0012795	XP_023397961.1	XP_005083742.1
OG0012796	XP_023397962.1	XP_040601185.1
OG0012797	XP_003423099.1	XP_005083733.1
OG0012800	XP_023397738.1	XP_040601139.1
OG0012801	XP_010598323.1	XP_040601107.1, XP_040589166.1
OG0012802	XP_023398103.1	XP_040601094.1
OG0012803	XP_003420495.1	XP_005085454.1
OG0012804	XP_003407502.1	XP_040601073.1
OG0012805	XP_010585857.1	XP_012981885.1
OG0012806	XP_023400601.1	XP_005085575.1
OG0012807	XP_003407630.1	XP_040600942.1, XP_040600943.1
OG0012808	XP_003407471.1	XP_040600987.1
OG0012809	XP_023400625.1	XP_005085538.1
OG0012810	XP_010586288.1	XP_005085539.1
OG0012811	XP_003407727.1	XP_005085536.1
OG0012812	XP_003407738.1	XP_040601014.1
OG0012813	XP_010586291.2	XP_040601015.1
OG0012814	XP_003407741.2	XP_005085530.1
OG0012815	XP_003407754.1	XP_040592836.1
OG0012816	XP_010585912.2	XP_005087591.3
OG0012817	XP_003407772.2	XP_005082118.1
OG0012818	XP_003407778.1	XP_040591657.1
OG0012819	XP_003407783.1	XP_040591487.1
OG0012820	XP_003407784.1	XP_012977507.1
OG0012821	XP_010585934.1	XP_012977440.2, XP_040591205.1
OG0012822	XP_023400719.1	XP_005139352.2
OG0012823	XP_003407815.1	XP_005082169.2
OG0012824	XP_010585966.1	XP_012977472.1
OG0012825	XP_003405611.1	XP_005079793.3
OG0012826	XP_023395779.1	XP_040608733.1
OG0012827	XP_010585561.1	XP_005082955.1
OG0012828	XP_023408302.1	XP_040585590.1
OG0012830	XP_003413706.1	XP_005071178.1
OG0012831	XP_003413596.1	XP_021083388.1
OG0012834	XP_023395355.1	XP_005079805.1
OG0012835	XP_003405595.3	XP_040610593.1
OG0012836	XP_003405169.1	XP_005079769.2
OG0012837	XP_010596330.1	NP_001268551.1
OG0012838	XP_003405180.1	XP_005079787.1
OG0012839	XP_003405183.1	XP_040610654.1, XP_012966353.2
OG0012840	XP_003405185.1	XP_040610655.1
OG0012842	XP_010596466.1	XP_005079802.1
OG0012843	XP_023413667.1	XP_040610671.1
OG0012844	XP_003405192.1	XP_005079807.1
OG0012845	XP_023413831.1	XP_040610690.1
OG0012846	XP_003405207.1	XP_040610695.1
OG0012847	XP_023413923.1	XP_040610696.1
OG0012848	XP_003405215.2	XP_021088451.1
OG0012849	XP_010596704.1	XP_012975727.1
OG0012850	XP_003405217.1	XP_005079841.1
OG0012851	XP_003405219.1	XP_040610712.1
OG0012852	XP_010596742.1	XP_040610715.1
OG0012854	XP_003405223.1	XP_040610731.1
OG0012855	XP_003405224.2	XP_005079844.1
OG0012856	XP_003405628.1	XP_040610738.1
OG0012857	XP_010596922.2	XP_040610746.1
OG0012858	XP_023414316.1	XP_005081565.1
OG0012859	XP_003405239.3	XP_012977021.1
OG0012860	XP_003405249.1	XP_005081549.1
OG0012861	XP_003423225.1	XP_005067164.1
OG0012862	XP_003423224.3	XP_005067160.1
OG0012863	XP_003423233.1	XP_040609909.1
OG0012865	XP_023397787.1	XP_040609940.1
OG0012866	XP_010600395.1	XP_005067126.1
OG0012867	XP_023395786.1	XP_005067121.2
OG0012868	XP_010598759.1	XP_040609964.1
OG0012869	XP_023395781.1	XP_040609966.1
OG0012870	XP_003420933.1	XP_040609969.1
OG0012871	XP_023395769.1	XP_012966835.1
OG0012872	XP_010598756.1	XP_040609974.1
OG0012873	XP_003420943.2	XP_005067111.2
OG0012874	XP_023415629.1	XP_040609984.1
OG0012875	XP_010597647.1	XP_012966458.1
OG0012876	XP_003419849.1	XP_040610008.1
OG0012877	XP_010597593.1	XP_040610017.1
OG0012878	XP_023415647.1	XP_040608645.1
OG0012879	XP_023415648.1	XP_040608647.1
OG0012880	XP_023415651.1, XP_003419859.1	XP_040608660.1
OG0012881	XP_023415747.1	XP_005067065.2
OG0012882	XP_023415669.1	XP_040610030.1
OG0012883	XP_003419799.1	XP_005067056.1
OG0012884	XP_003419801.1	XP_005067054.1
OG0012885	XP_010597673.1	XP_012966664.1
OG0012886	XP_023415761.1	XP_040610088.1
OG0012887	XP_023415695.1	XP_005067036.1
OG0012888	XP_003419820.2	XP_005067031.1
OG0012889	XP_003419890.1	XP_040610104.1
OG0012890	XP_023415765.1	XP_040610133.1
OG0012891	XP_023415716.1	XP_005067010.1
OG0012892	XP_003419902.1	XP_040610150.1
OG0012894	XP_003405364.1	XP_040611112.1
OG0012895	XP_023394925.1	XP_005083848.1
OG0012896	XP_010598225.1	XP_005083845.1
OG0012897	XP_010599837.1	XP_005063866.1
OG0012898	XP_003405353.1	XP_005083865.1
OG0012899	XP_010591888.2	XP_005070917.1
OG0012900	XP_023408411.1	XP_040588320.1
OG0012901	XP_003413657.1	XP_005075417.1
OG0012902	XP_023408357.1	XP_012972805.1
OG0012904	XP_023408327.1	XP_040585200.1
OG0012905	XP_010591848.1	XP_040585207.1
OG0012906	XP_023408280.1	XP_040585415.1
OG0012907	XP_023396911.1	XP_040585521.1
OG0012908	XP_003416146.1	XP_040594650.1
OG0012909	XP_010594222.1	XP_005077314.1
OG0012910	XP_023413034.1	XP_040592979.1
OG0012911	XP_023413029.1	XP_040594990.1
OG0012912	XP_003417597.1	XP_040594007.1
OG0012913	XP_023413028.1	XP_005077361.1
OG0012914	XP_010595574.1	XP_040594872.1
OG0012915	XP_023412993.1	XP_005088122.1
OG0012916	XP_023412988.1	XP_005070395.1
OG0012917	XP_003417649.1	XP_005070403.1
OG0012918	XP_010595555.1	XP_040589181.1
OG0012919	XP_003417615.3	XP_005070415.1
OG0012920	XP_023412959.1	XP_040589151.1
OG0012921	XP_003417606.1	XP_005070488.3
OG0012922	XP_003417648.1	XP_005070431.1
OG0012923	XP_023408291.1	XP_005070436.1
OG0012925	XP_003413687.2	XP_040589117.1
OG0012926	XP_003413697.1	XP_005070456.1
OG0012927	XP_023408478.1	XP_005070459.1
OG0012928	XP_023408477.1	XP_005070460.1
OG0012929	XP_003413594.1	XP_040594215.1
OG0012930	XP_023408490.1	XP_040593851.1
OG0012931	XP_010591936.2	XP_005071167.3
OG0012932	XP_003413712.1	XP_021083415.1
OG0012933	XP_003413714.1	XP_005071162.1
OG0012934	XP_003413719.1	XP_005071152.1
OG0012935	XP_003419851.1	XP_005067102.1
OG0012936	XP_023408284.1	XP_021085950.2
OG0012937	XP_003404554.2	XP_005078447.1
OG0012938	XP_023400945.1	XP_012974998.1
OG0012939	XP_010591989.2	XP_005069145.1
OG0012940	XP_010589138.1	XP_021087670.2
OG0012941	XP_003404744.1	XP_040604431.1
OG0012942	XP_023408772.1	XP_012970261.2
OG0012943	XP_010591592.1	XP_040604450.1
OG0012944	XP_010591571.1	XP_005071922.1
OG0012945	XP_010591546.1	XP_005071919.1
OG0012946	XP_010591532.1	XP_040604457.1
OG0012947	XP_023407959.1	XP_040604469.1
OG0012948	XP_003405061.1	XP_040597784.1
OG0012949	XP_023404802.1	XP_005069206.1
OG0012950	XP_010588773.1	XP_040597767.1
OG0012951	XP_003404522.1	XP_005069173.1
OG0012952	XP_023404416.1	XP_040597732.1
OG0012953	XP_023404222.1	XP_012967033.2
OG0012954	XP_003404500.1	XP_005067824.1
OG0012955	XP_003405070.1	XP_005067825.1
OG0012956	XP_010588336.2	XP_040604567.1
OG0012957	XP_023404896.1	XP_012967185.1
OG0012958	XP_010588996.1	XP_040604530.1
OG0012959	XP_010589023.1	XP_040604513.1
OG0012960	XP_010589054.1	XP_040611980.1, XP_040611981.1
OG0012961	XP_003404551.1	XP_040611993.1
OG0012962	XP_010589110.2	XP_005078444.2
OG0012963	XP_003404555.1	XP_005078448.1
OG0012964	XP_010589155.1	XP_040612006.1
OG0012965	XP_010589176.1	XP_012979408.1
OG0012966	XP_003404567.1	XP_040614019.1
OG0012967	XP_003404570.1	XP_012979863.1
OG0012968	XP_010586250.1	XP_040613229.1
OG0012969	XP_010586243.1	XP_040612185.1
OG0012970	XP_010586236.1	XP_040613151.1
OG0012971	XP_010586224.1	XP_040613139.1
OG0012972	XP_023401007.1	XP_040613138.1
OG0012973	XP_010586212.1	XP_012971948.1
OG0012974	XP_023400991.1	XP_040613108.1
OG0012975	XP_003407374.1	XP_005074360.1
OG0012976	XP_003407364.1	XP_012974992.1
OG0012977	XP_003407363.1	XP_005078916.1
OG0012978	XP_010586177.1	XP_040596076.1
OG0012979	XP_023400958.1	XP_040596003.1
OG0012980	XP_023400950.1	XP_040595877.1
OG0012981	XP_010586166.1	XP_005078902.1
OG0012982	XP_003407353.1	XP_005078896.1
OG0012983	XP_010586163.1	XP_040595949.1, XP_012975006.1, XP_005078895.1
OG0012984	XP_003407667.1	XP_005078889.1
OG0012985	XP_003407348.1	XP_005078870.1
OG0012986	XP_010586157.1	XP_012975007.1
OG0012987	XP_003407338.1	XP_005078843.1
OG0012988	XP_003407644.1	XP_005078949.1
OG0012989	XP_010586138.1	XP_040595122.1
OG0012990	XP_023400902.1	XP_040595116.1
OG0012991	XP_023400896.1	XP_021087954.1
OG0012992	XP_003407895.1	XP_040594813.1
OG0012993	XP_003407891.1	XP_040594702.1
OG0012994	XP_023400874.1	XP_040594600.1
OG0012995	XP_010586108.1	XP_021087869.1
OG0012996	XP_010586101.1	XP_005078779.1
OG0012997	XP_010586326.1	XP_005078773.1
OG0012998	XP_023400860.1	XP_005078769.1
OG0012999	XP_023400859.1	XP_005078768.1
OG0013000	XP_003407863.1	XP_005076552.1
OG0013001	XP_003407858.1	XP_005085100.1
OG0013002	XP_003407556.1	XP_012972592.1
OG0013003	XP_003407838.1	XP_012972581.1
OG0013004	XP_023400776.1	XP_040613275.1
OG0013005	XP_003407831.1	XP_005075165.1
OG0013006	XP_010586001.1	XP_021085781.2
OG0013007	XP_003407824.1	XP_040591524.1
OG0013008	XP_023400741.1	XP_021089747.1
OG0013009	XP_003407561.1	XP_040610172.1
OG0013010	XP_010587239.1	XP_040585491.1
OG0013011	XP_003404178.1	XP_040595566.1
OG0013012	XP_023398756.1	XP_021084202.2
OG0013013	XP_023402930.1	NP_001268574.1
OG0013014	XP_023397435.1	XP_012981793.1
OG0013015	XP_023397109.1	XP_040588317.1
OG0013016	XP_003422325.1	XP_012981303.1
OG0013017	XP_003422283.1	XP_005086888.1
OG0013018	XP_023397134.1	XP_040587963.1
OG0013019	XP_003422274.2	XP_005086909.1
OG0013020	XP_010598902.1	XP_005084910.1
OG0013021	XP_023395943.1	XP_005084918.1
OG0013022	XP_023395965.1	XP_040588325.1
OG0013023	XP_010586362.1	XP_012979759.1
OG0013024	XP_003404273.1	XP_005084961.1
OG0013025	XP_023401994.1	XP_012979815.1
OG0013026	XP_003404256.1	XP_005070725.1
OG0013027	XP_023400534.1	XP_040588362.1
OG0013028	XP_003403981.1	XP_005083625.1
OG0013029	XP_010587438.1	XP_040585435.1
OG0013030	XP_023401824.1	XP_005072467.2
OG0013031	XP_023401827.1	XP_012970536.1
OG0013032	XP_010586074.1	XP_005072452.1
OG0013033	XP_003403965.1	XP_005072441.1
OG0013034	XP_023401429.1	XP_012970569.1
OG0013035	XP_010585846.1	XP_040585526.1
OG0013036	XP_003404225.1	XP_005072515.2, XP_040585234.1
OG0013037	XP_003404222.1	XP_021084233.2
OG0013038	XP_003403946.1	XP_005072397.1
OG0013039	XP_003403945.1	XP_005072392.1
OG0013040	XP_010585591.1	XP_040585197.1
OG0013041	XP_003404486.1	XP_005072338.1
OG0013042	XP_003404484.1	XP_005072336.1
OG0013043	XP_003404483.1	XP_005072335.1
OG0013044	XP_023400516.1	XP_040596300.1
OG0013045	XP_003404179.1	XP_005073773.1
OG0013046	XP_010585195.1	XP_040585557.1
OG0013047	XP_003404174.1	XP_005075478.1
OG0013048	XP_003404454.2	XP_040585098.1
OG0013049	XP_010585113.1	XP_005086575.1
OG0013050	XP_003404446.1	XP_021084152.2
OG0013051	XP_003404443.1	XP_005072331.1
OG0013052	XP_023399954.1	XP_005073742.1
OG0013053	XP_010584835.1	XP_040595586.1
OG0013054	XP_023399936.1	XP_012971527.1
OG0013055	XP_010584704.1	XP_005073717.1
OG0013056	XP_023399704.1	XP_040596292.1
OG0013057	XP_003404399.1	XP_040596393.1
OG0013058	XP_023403589.1	XP_040596573.1
OG0013059	XP_003404377.1	XP_005066290.1
OG0013060	XP_003404365.1	XP_012969028.1
OG0013061	XP_003404362.2	XP_005073267.1
OG0013062	XP_003404351.1	XP_012971256.1
OG0013063	XP_003404103.1	XP_005073292.1
OG0013064	XP_023398663.1	XP_040614141.1
OG0013065	XP_003404348.1	XP_005073296.1
OG0013066	XP_003404097.1	XP_040584107.1
OG0013067	XP_023396819.1	XP_040584120.1
OG0013068	XP_003416355.1	XP_005079192.1
OG0013069	XP_023413679.1	XP_005073812.1
OG0013070	XP_003404121.1	XP_005066280.1
OG0013072	XP_023397876.1	XP_040592257.1
OG0013073	XP_003415917.1	XP_040603114.1
OG0013074	XP_023410863.1	XP_040603224.1
OG0013076	XP_023410866.1	XP_040603228.1
OG0013077	XP_023408993.1	XP_040603290.1
OG0013078	XP_003408304.1	XP_040586439.1
OG0013079	XP_023401825.1	XP_040586492.1
OG0013080	XP_023401434.1	XP_040586297.1
OG0013081	XP_023401436.1	XP_021084358.2
OG0013082	XP_023401694.1	XP_040586434.1
OG0013083	XP_003408470.1	XP_040586413.1
OG0013084	XP_003408474.1	XP_012970707.1
OG0013085	XP_003408476.1	XP_005072691.3
OG0013086	XP_003408313.1	XP_012970780.1
OG0013087	XP_003408477.1	XP_040596817.1, XP_040586261.1
OG0013088	XP_023401715.1	XP_012970773.1
OG0013089	XP_003408489.1	XP_040586319.1
OG0013090	XP_003408492.1	XP_040586256.1
OG0013091	XP_010586771.1	XP_005072665.1
OG0013092	XP_003408217.1	XP_012978009.1
OG0013093	XP_003408331.1	XP_005082818.1
OG0013094	XP_003408333.1	XP_040586246.1
OG0013095	XP_023401746.1	XP_040586503.1
OG0013096	XP_003408337.1	XP_005082801.1
OG0013097	XP_010586799.1	XP_005078746.1
OG0013098	XP_003408353.1	XP_040591620.1
OG0013100	XP_003408241.1, XP_010585437.2	XP_005085502.1
OG0013101	XP_023401805.1	XP_040592308.1
OG0013102	XP_023401453.1	XP_040592231.1
OG0013103	XP_023397383.1	XP_012980635.2
OG0013104	XP_023397380.1	XP_040592356.1
OG0013105	XP_023397358.1	XP_005086033.1
OG0013106	XP_023397363.1	XP_040592403.1
OG0013107	XP_010600478.1	XP_005086050.1
OG0013108	XP_003422978.1	XP_040592259.1
OG0013109	XP_023405616.1	XP_005074409.1
OG0013110	XP_003411449.1	XP_005074408.2
OG0013111	XP_003411374.1	XP_040603088.1
OG0013112	XP_003415911.1	XP_005080850.1
OG0013113	XP_023410797.1	XP_021089042.1
OG0013114	XP_003415971.1	XP_040603106.1
OG0013115	XP_023410819.1	XP_040603126.1
OG0013116	XP_023410789.1	XP_005080836.1
OG0013117	XP_003415977.1	NP_001268635.1
OG0013118	XP_010593990.2	XP_021089044.2
OG0013119	XP_010593993.1	XP_040603179.1
OG0013120	XP_023410791.1	XP_005080813.2
OG0013121	XP_023410792.1	XP_005080810.1
OG0013122	XP_003415944.1	XP_005080858.1
OG0013123	XP_010594008.1	XP_040603219.1
OG0013124	XP_010594011.1	XP_005068247.1
OG0013125	XP_010592460.2	XP_005068237.1
OG0013126	XP_010592458.1	XP_005068234.1
OG0013127	XP_003414216.1	XP_005068233.2
OG0013128	XP_003414110.1	XP_005068228.1
OG0013129	XP_003414209.1	XP_040603302.1, XP_040591912.1
OG0013130	XP_003414205.2	XP_005068219.1
OG0013131	XP_010592439.1	XP_040603327.1
OG0013132	XP_003414265.1	XP_005068216.1
OG0013133	XP_003407286.1	XP_005078104.1
OG0013134	XP_003407124.1	XP_005087242.1
OG0013135	XP_003421265.1	XP_005067765.1
OG0013137	XP_023395767.1, XP_023395739.1	XP_021089925.1
OG0013138	XP_023395759.1	XP_040584671.1
OG0013139	XP_010585715.1	XP_040584585.1
OG0013140	XP_010585711.1	XP_040584515.1
OG0013141	XP_003407316.1	XP_005078140.1
OG0013142	XP_023400432.1	XP_040584619.1
OG0013143	XP_003407312.1	XP_040584618.1
OG0013144	XP_010585700.1	XP_040584550.1
OG0013145	XP_003407300.1	XP_012974578.1
OG0013146	XP_003407297.1	XP_040584441.1
OG0013147	XP_003407298.1	XP_005078126.1
OG0013148	XP_023400365.1	XP_040584434.1
OG0013149	XP_010585765.2	XP_040584610.1
OG0013150	XP_010585692.1	XP_021087491.1
OG0013151	XP_003407291.1	XP_005078117.1
OG0013152	XP_003407209.1	XP_012978954.1
OG0013153	XP_003407029.1	XP_040591766.1
OG0013154	XP_003407204.2	XP_005084041.1
OG0013155	XP_003407198.1	XP_012978642.1
OG0013156	XP_023400196.1	XP_040584491.1
OG0013157	XP_003407197.1	XP_040584520.1
OG0013158	XP_003407177.1	XP_005082971.3
OG0013159	XP_023400418.1	XP_012978140.1
OG0013160	XP_023400416.1	XP_040584600.1
OG0013161	XP_023400160.1	XP_005081013.2
OG0013162	XP_010585743.1	XP_012976593.2
OG0013163	XP_003407155.1	XP_040599142.1
OG0013164	XP_003407145.1	XP_005076271.1
OG0013165	XP_023400142.1	XP_040599182.1
OG0013166	XP_003407137.1	XP_040599205.1
OG0013167	XP_023400129.1	XP_005084519.1
OG0013168	XP_010585523.1	XP_021091208.1
OG0013169	XP_023400405.1	XP_005087169.1
OG0013170	XP_003407129.1	XP_005087171.1
OG0013171	XP_010585506.1	XP_005085936.3
OG0013172	XP_003407110.1	XP_005088256.1
OG0013173	XP_003407111.1	XP_005088257.1
OG0013174	XP_010585505.1	XP_005085925.1
OG0013175	XP_010585481.1	XP_005087468.1
