Orthogroup	Loxodonta_africana	Mus_musculus
OG0013321	XP_010590243.1	NP_001153691.1
OG0013323	XP_023406228.1	XP_006515209.1, NP_001028660.2
OG0013324	XP_003411970.1	NP_849209.1
OG0013325	XP_010590346.1	NP_034738.1
OG0013326	XP_003411882.2	NP_082759.1
OG0013327	XP_003411971.1	NP_083561.1
OG0013328	XP_023406294.1	XP_036020907.1
OG0013329	XP_003411884.1	NP_783606.2
OG0013331	XP_003411986.2	NP_001390328.1
OG0013332	XP_003411987.1	NP_001332939.1, NP_067265.1
OG0013333	XP_003411993.1	NP_001334255.1
OG0013334	XP_023411011.1	NP_082140.2
OG0013335	XP_010594145.1	NP_001156342.1
OG0013336	XP_003416128.1	NP_001303658.1, NP_081731.1
OG0013337	XP_023411062.1	NP_001344682.1
OG0013338	XP_003416133.1	NP_795937.1
OG0013339	XP_003416141.1	XP_036016462.1
OG0013340	XP_003416138.1	NP_001138924.1, XP_006524572.1
OG0013341	XP_003416167.1	XP_011244938.1, NP_082414.1
OG0013342	XP_010594217.2	XP_011244536.1
OG0013343	XP_023411009.1	NP_705732.1, XP_006524263.1
OG0013344	XP_003422070.2	NP_659067.2
OG0013345	XP_010599658.1	NP_647469.2
OG0013346	XP_003417500.1	XP_006500221.1, NP_853620.1
OG0013347	XP_010598240.1	NP_033569.2
OG0013348	XP_023395146.1	NP_001348334.1
OG0013349	XP_010598243.2	NP_083949.2
OG0013350	XP_003420455.2	NP_722473.1
OG0013351	XP_003420473.1	XP_006506279.1
OG0013352	XP_023395141.1	NP_001360959.1, XP_011239848.1
OG0013354	XP_003420463.3	NP_063932.2
OG0013355	XP_003413745.2	NP_031543.3
OG0013356	XP_010591966.1	NP_932109.2
OG0013357	XP_023408563.1	NP_058037.2
OG0013358	XP_023408556.1	NP_031861.2
OG0013359	XP_023408298.1	XP_006506226.1
OG0013360	XP_023408523.1	XP_006505767.1
OG0013361	XP_003409644.1	NP_001288233.1
OG0013362	XP_003409639.1	NP_001396723.1
OG0013363	XP_003409462.1	NP_001343485.1
OG0013364	XP_003409645.1	NP_598620.2
OG0013365	XP_003409642.1	XP_011238405.1
OG0013366	XP_010587914.1	NP_033349.2
OG0013367	XP_003422003.2	NP_080505.1
OG0013368	XP_003422002.1	NP_032149.1
OG0013369	XP_003409552.1	NP_038869.1
OG0013370	XP_003409546.1	NP_001303680.1, NP_081817.2
OG0013371	XP_003409545.1	NP_001074762.1
OG0013372	XP_003409404.1	XP_030108439.1, NP_001020012.1
OG0013373	XP_003409518.1	NP_033362.2
OG0013375	XP_023403083.1	NP_001280644.1
OG0013376	XP_003409511.1	NP_766271.2
OG0013377	XP_010587733.1	NP_035786.1
OG0013378	XP_010587732.2	NP_001075953.1
OG0013379	XP_003409502.1	NP_001355582.1, NP_796224.2
OG0013380	XP_023403251.1	NP_001152826.1
OG0013381	XP_003409626.2	NP_780607.2
OG0013383	XP_003407039.1	NP_001074612.1
OG0013385	XP_003419579.1	NP_034332.2
OG0013386	XP_003419676.1	XP_011245417.1
OG0013387	XP_003406949.1	NP_598826.3
OG0013388	XP_023400251.1	NP_808537.2
OG0013389	XP_023400008.1	NP_032156.2
OG0013390	XP_003406944.1	NP_080180.1
OG0013391	XP_003406953.2	NP_778171.2, XP_036013870.1
OG0013392	XP_010585467.1	NP_742118.3
OG0013393	XP_023400402.1	NP_057896.1
OG0013394	XP_023410893.1, XP_003407256.1	XP_006514999.1
OG0013395	XP_003407054.1	NP_001351336.1
OG0013396	XP_023400281.1	NP_001360951.1
OG0013397	XP_003407246.1	NP_796297.2
OG0013398	XP_023400261.1	NP_033610.1
OG0013399	XP_003407230.1	NP_001074446.1
OG0013400	XP_003407228.1	XP_006535806.1
OG0013402	XP_023397983.1	XP_017177593.1, NP_663362.2
OG0013403	XP_003423106.1	NP_444318.1
OG0013404	XP_023397985.1	NP_848468.2, XP_006536311.2
OG0013405	XP_023398113.1	NP_001334494.1
OG0013406	XP_010600659.1	XP_006536200.1
OG0013407	XP_003412335.2	NP_849221.2
OG0013408	XP_023406512.1	XP_011237828.1
OG0013409	XP_003412181.1	NP_808268.2
OG0013410	XP_023406686.1	NP_033063.1
OG0013411	XP_010590599.1	NP_083023.1
OG0013412	XP_003412348.1	NP_076365.2
OG0013413	XP_003419427.1	NP_766223.2
OG0013414	XP_003421397.1	NP_443735.2
OG0013415	XP_023396318.1	NP_598913.1
OG0013416	XP_023396311.1	XP_006498688.1
OG0013417	XP_003421387.1	NP_080144.1
OG0013418	XP_003421423.1	NP_001028518.2, XP_006499531.1
OG0013419	XP_010590358.1	NP_067487.1
OG0013420	XP_010590359.1	NP_061298.2
OG0013421	XP_023406409.1	NP_001393097.1
OG0013422	XP_010590377.1	NP_001365827.1
OG0013423	XP_023406415.1	XP_030106062.1
OG0013424	XP_023406680.1	NP_766256.3
OG0013425	XP_003412305.1	NP_766257.3
OG0013426	XP_003412309.1	NP_036087.2
OG0013427	XP_003412310.3	NP_001407463.1
OG0013428	XP_023406458.1	XP_030101794.1
OG0013429	XP_023398118.1	NP_001157161.1
OG0013430	XP_010600741.1	NP_001343997.1
OG0013431	XP_010600743.2	NP_076055.4
OG0013432	XP_010599968.1	NP_001361564.1
OG0013433	XP_023397586.1	NP_084497.1
OG0013434	XP_023397582.1	XP_006526669.1, NP_001356763.1
OG0013435	XP_023397609.1	NP_034305.1
OG0013436	XP_023415280.1	NP_001347358.1
OG0013437	XP_003419441.1	NP_598427.1
OG0013438	XP_023415300.1	NP_079805.1
OG0013439	XP_003419447.1	NP_067460.1
OG0013440	XP_023415510.1	XP_036017269.1
OG0013441	XP_010597304.1	NP_035367.1
OG0013442	XP_003419449.1	NP_064336.1
OG0013443	XP_023415312.1	NP_081472.1
OG0013444	XP_023415314.1	NP_080996.2
OG0013445	XP_003419601.1	NP_031511.1
OG0013446	XP_023415323.1	NP_067262.1
OG0013447	XP_010597317.1	NP_063922.2
OG0013448	XP_010597326.1	NP_080829.1
OG0013449	XP_003419628.1	XP_030106658.1, NP_058578.3
OG0013450	XP_023415344.1	NP_001278009.1
OG0013451	XP_010597328.1	NP_034365.1
OG0013452	XP_023415512.1	XP_006531870.1, NP_001157824.1
OG0013453	XP_003419632.1	NP_080892.1
OG0013454	XP_023415515.1	NP_001108069.1, XP_030106561.1
OG0013455	XP_003419475.1	NP_001405272.1
OG0013456	XP_023415354.1	XP_006531729.1, NP_034739.2
OG0013457	XP_023415517.1	NP_076401.1
OG0013458	XP_003419640.1	NP_001278007.1
OG0013459	XP_003419649.2	NP_001009546.1
OG0013460	XP_003419650.1	NP_081188.1, XP_006531894.1
OG0013461	XP_003419652.1	NP_062696.2
OG0013462	XP_023415520.1	NP_083243.1
OG0013463	XP_010597365.1	NP_001395209.1
OG0013464	XP_023415411.1	XP_006526620.1
OG0013465	XP_003419504.2	XP_006526667.1
OG0013466	XP_023415529.1, XP_023415528.1	NP_001355625.1
OG0013467	XP_003419688.1	NP_058093.2
OG0013468	XP_010597410.1	NP_001074665.1
OG0013469	XP_010597411.2, XP_023415446.1	NP_001347557.1, NP_001013037.1
OG0013470	XP_003419690.1	NP_034446.1
OG0013471	XP_010597413.1	NP_077218.1
OG0013472	XP_023415451.1	XP_006527475.1
OG0013473	XP_003419416.1	NP_001397148.1
OG0013474	XP_003419420.1	NP_001240772.1
OG0013475	XP_023406509.1	NP_032531.2
OG0013476	XP_003423185.1, XP_003422700.1, XP_023397918.1	NP_666804.2
OG0013478	XP_023397590.1	XP_006508660.1, NP_033460.1
OG0013479	XP_003419591.2	XP_006531826.1
OG0013481	XP_003410424.1	NP_778160.2
OG0013482	XP_023411821.1	NP_001357798.1, XP_006526465.1
OG0013483	XP_023398791.1	NP_081953.2
OG0013484	XP_003410495.1	NP_001104774.1
OG0013485	XP_010588870.1	NP_542983.3, XP_036019246.1
OG0013486	XP_023409003.1, XP_003410420.1	NP_080634.2
OG0013487	XP_010588843.1	NP_082416.2
OG0013488	XP_010588842.1	NP_001397550.1
OG0013489	XP_003410483.1	NP_001397392.1
OG0013490	XP_003410482.1	NP_780724.3
OG0013491	XP_010588840.1	NP_899044.3
OG0013492	XP_023404287.1	NP_001156983.1
OG0013493	XP_023404285.1	XP_036011329.1, NP_665824.1
OG0013494	XP_003410474.1	XP_006535598.1, NP_082086.2
OG0013495	XP_003410552.1	NP_062266.1
OG0013496	XP_010588901.1	NP_033958.2
OG0013497	XP_023404393.1	XP_006506667.1
OG0013498	XP_003416729.1	NP_056633.2
OG0013499	XP_023411827.1	NP_115770.2
OG0013500	XP_023411828.1	XP_006526041.1
OG0013501	XP_003405918.1	NP_001343223.1
OG0013502	XP_010584647.1	XP_036019612.1, NP_035867.2
OG0013503	XP_023398759.1	XP_006529471.1
OG0013504	XP_003405912.1	NP_001389242.1
OG0013505	XP_003405908.1	NP_001343458.1
OG0013506	XP_010584638.1	NP_032778.1, XP_011237337.1
OG0013507	XP_023398833.1	XP_017170400.1, NP_084200.1
OG0013508	XP_003405896.1	NP_083086.1
OG0013509	XP_023398715.1	XP_006498393.1
OG0013510	XP_010588861.1	NP_001391306.1
OG0013511	XP_023403799.1	XP_036022143.1, NP_001121564.1
OG0013512	XP_003410080.1	NP_079826.2
OG0013513	XP_003409910.3	XP_006511678.1, NP_001095098.2
OG0013514	XP_003413075.1	NP_001093932.1, XP_006509768.1
OG0013515	XP_023408090.1	NP_001074884.1
OG0013516	XP_023408208.1	NP_001096638.1
OG0013517	XP_023396280.1, XP_023396281.1	NP_001388168.1
OG0013518	XP_023397014.1	NP_032681.1
OG0013519	XP_003423705.1	NP_038923.1
OG0013521	XP_010588052.2	NP_705775.2
OG0013522	XP_023403455.1	NP_001365320.1
OG0013523	XP_023408034.1	NP_001398710.1
OG0013524	XP_003421731.1	XP_006524096.1, NP_033430.1
OG0013525	XP_003422584.2	NP_032252.1
OG0013526	XP_023403614.1	NP_766590.1
OG0013527	XP_023403901.1	NP_001334258.1
OG0013528	XP_023403616.1	NP_079627.3
OG0013529	XP_003409775.1	NP_062659.1
OG0013530	XP_003410003.1	NP_766266.3, XP_036018919.1
OG0013531	XP_003409783.1	NP_083042.1
OG0013532	XP_003410007.1	NP_598689.1
OG0013533	XP_010588239.1	XP_006506166.1
OG0013534	XP_003409790.1	NP_079854.2
OG0013535	XP_023403836.1	NP_080652.2
OG0013536	XP_010588257.1	NP_034904.2
OG0013538	XP_010588271.1	NP_077168.2
OG0013539	XP_003410025.2	NP_001359193.1
OG0013540	XP_010588299.1	NP_081125.2
OG0013541	XP_023403732.1	XP_006506740.1
OG0013542	XP_010588332.1	NP_035628.1
OG0013543	XP_023403842.1	XP_036014155.1, NP_062717.2
OG0013544	XP_023403784.1	NP_056583.1
OG0013545	XP_003409842.1	NP_075368.1
OG0013547	XP_010588003.1	NP_001412961.1
OG0013548	XP_010588403.1	NP_001357813.1, XP_017171732.1
OG0013549	XP_023403368.1	NP_001276615.1
OG0013550	XP_010588042.2	NP_795894.1
OG0013551	XP_023403401.1	NP_001074720.1
OG0013552	XP_010588056.1	NP_001361016.1
OG0013553	XP_023403852.1	NP_033419.1
OG0013554	XP_003410127.3	NP_083379.2
OG0013555	XP_023403434.1	NP_001230677.1
OG0013556	XP_003410139.1	NP_062716.1, XP_036020493.1
OG0013557	XP_023403878.1	NP_001357806.1, XP_030100302.1
OG0013558	XP_003409697.1	NP_076227.1
OG0013559	XP_023403509.1	NP_113569.1
OG0013560	XP_023403505.1	NP_001365850.1
OG0013561	XP_023403517.1	NP_109654.2, XP_006511923.1
OG0013562	XP_003409935.1	NP_766362.2
OG0013563	XP_010588146.1	NP_001239612.1
OG0013564	XP_003409736.1	NP_001074512.1, XP_030099856.1
OG0013565	XP_023403542.1	NP_001398108.1
OG0013566	XP_010588158.1	NP_001347235.1
OG0013567	XP_023403888.1	NP_899099.2
OG0013568	XP_003409740.1	NP_666372.1
OG0013569	XP_003409747.1	XP_006512466.1, NP_201579.1
OG0013570	XP_003409751.1	NP_035736.2
OG0013571	XP_003409754.1	NP_079615.1
OG0013573	XP_010591499.1	XP_006509627.1, NP_573487.2
OG0013575	XP_023407622.1	NP_081094.2
OG0013576	XP_003413562.1	NP_114393.1
OG0013577	XP_023407956.1	XP_036010233.1
OG0013578	XP_023407974.1	NP_848886.1
OG0013580	XP_023407987.1	NP_001389902.1
OG0013581	XP_023407627.1	NP_666323.2
OG0013582	XP_003413077.1	XP_006509800.1, NP_115933.2
OG0013583	XP_010591539.2	XP_036010138.1
OG0013584	XP_010591541.1	XP_006531149.1, NP_795914.3
OG0013585	XP_010591547.1	NP_001345953.1
OG0013586	XP_023408054.1	XP_036016381.1
OG0013587	XP_010591781.1	XP_006514211.1, NP_082151.1
OG0013588	XP_003413096.1	XP_006513485.3, NP_033226.1
OG0013589	XP_003413101.1	NP_061278.1
OG0013590	XP_003413103.1	NP_080119.1
OG0013591	XP_023407640.1	NP_001186522.1
OG0013592	XP_003413383.1	NP_918948.1
OG0013593	XP_023408102.1	NP_001357981.1
OG0013594	XP_023407649.1	XP_036010090.1, NP_064329.2
OG0013595	XP_010591586.1	NP_034192.1, NP_001355225.1
OG0013596	XP_003413119.1	NP_001116315.1
OG0013597	XP_003413396.1	NP_081067.2
OG0013599	XP_003413129.1	XP_011240927.1
OG0013600	XP_023407655.1	NP_001277228.1
OG0013601	XP_023407660.1	NP_080558.1
OG0013602	XP_023408195.1	XP_006510036.1
OG0013603	XP_010591657.1	XP_011240895.1
OG0013604	XP_003413421.1	NP_663391.2
OG0013605	XP_023407666.1	NP_001397167.1, NP_032345.2
OG0013607	XP_010599170.2	NP_536709.2
OG0013608	XP_023396248.1	NP_444407.1
OG0013609	XP_003421346.1	NP_001355305.1
OG0013610	XP_010599171.1	NP_001350168.1
OG0013611	XP_003421323.2	NP_001123275.1
OG0013612	XP_003421363.1	NP_062294.3
OG0013613	XP_010599150.1	NP_075691.1
OG0013614	XP_003421334.1	NP_033023.1
OG0013615	XP_003421335.1	NP_663461.2
OG0013616	XP_023396303.1	NP_444444.2
OG0013617	XP_023396277.1	NP_080988.1
OG0013618	XP_023396437.1	NP_705779.1
OG0013619	XP_003421704.1	XP_036016453.1
OG0013620	XP_023396486.1	NP_083058.2
OG0013621	XP_010599347.1	NP_789799.1, NP_034322.3
OG0013622	XP_023396491.1	NP_001347213.1
OG0013623	XP_003421710.1	NP_543027.1
OG0013624	XP_003421978.1	NP_038761.1
OG0013625	XP_023396753.1	NP_080806.4
OG0013626	XP_003421947.1	NP_001397254.1
OG0013627	XP_003421941.1	NP_067476.2
OG0013628	XP_010599561.1	NP_031933.1
OG0013629	XP_023396744.1	NP_001361632.1
OG0013630	XP_023397022.1	NP_034852.3
OG0013631	XP_023398491.1	XP_006513905.2, NP_001075157.2
OG0013634	XP_023397564.1	NP_001157619.1
OG0013635	XP_023397562.1	XP_006513561.1
OG0013638	XP_023397541.1	NP_001366350.1
OG0013639	XP_010600152.1	NP_780659.2
OG0013640	XP_023397538.1	NP_001365926.1
OG0013641	XP_010600178.1	NP_001408352.1
OG0013643	XP_023397535.1	NP_035713.1
OG0013645	XP_003421577.1	NP_667303.1
OG0013646	XP_003415643.1	NP_001359492.1
OG0013647	XP_023410499.1	NP_084537.2
OG0013648	XP_010593780.1	XP_017169090.1, NP_082289.2
OG0013649	XP_023410495.1	XP_006510729.1, NP_001074864.1
OG0013650	XP_003415632.1	NP_758493.2
OG0013651	XP_023414307.1, XP_003418601.1	NP_082514.4
OG0013652	XP_010596516.1	NP_001156451.1
OG0013653	XP_010596484.2	NP_001394841.1
OG0013654	XP_010597866.1	XP_006507678.1
OG0013655	XP_023394687.1	NP_001349096.1
OG0013656	XP_010597879.1	XP_006508283.1, NP_082421.1
OG0013657	XP_023394704.1	XP_006507261.1
OG0013658	XP_010597883.1	NP_001355309.1
OG0013659	XP_023394736.1	XP_036009129.1, NP_942128.2
OG0013660	XP_003420111.1	NP_079881.2
OG0013661	XP_003412105.1	NP_035551.1
OG0013662	XP_023406365.1	NP_059067.2
OG0013663	XP_010590569.1	NP_084078.3
OG0013664	XP_023406364.1	NP_064408.2
OG0013665	XP_023406660.1	NP_068689.2
OG0013666	XP_023406659.1	XP_017177792.1
OG0013667	XP_023406382.1	NP_064435.1
OG0013668	XP_010590546.1	NP_065635.1
OG0013669	XP_023406632.1	NP_067469.1
OG0013670	XP_023406629.1	NP_001361547.1
OG0013671	XP_003412055.1	NP_033542.2
OG0013672	XP_003412054.1	NP_033328.3
OG0013673	XP_023406360.1	XP_006507990.1
OG0013674	XP_003412052.1	NP_444477.2
OG0013675	XP_003412043.1	XP_006507901.1, NP_796356.2
OG0013676	XP_010590493.1	NP_780527.2
OG0013677	XP_003412016.1	NP_598501.1
OG0013678	XP_003412014.1	NP_001032995.1
OG0013679	XP_023406541.1	NP_001121575.1
OG0013680	XP_003419422.1	NP_001020781.1, NP_001263327.1, NP_082112.3
OG0013681	XP_003419556.1	NP_899013.1
OG0013682	XP_023410493.1	NP_083582.2
OG0013683	XP_003421580.2	NP_667296.2
OG0013684	XP_003409370.1	NP_035273.3, XP_006518768.1
OG0013685	XP_003414011.1	NP_033600.3
OG0013686	XP_023408847.1	NP_001363913.1
OG0013687	XP_003412620.1	NP_001230786.1, XP_036014670.1
OG0013688	XP_003412673.1	NP_079973.1
OG0013689	XP_003412667.1	NP_032436.1
OG0013690	XP_010590917.1	NP_035636.1
OG0013691	XP_023406993.1	NP_001355951.1
OG0013692	XP_003412659.1	NP_001157611.1
OG0013693	XP_003412656.1	NP_081092.1
OG0013694	XP_003412712.1	NP_038773.1
OG0013695	XP_010590892.1	NP_079660.1
OG0013696	XP_023407020.1	XP_036014587.1
OG0013697	XP_003412650.1	NP_082182.1
OG0013698	XP_010590884.1	NP_080108.1
OG0013699	XP_010590874.1	NP_080750.1
OG0013700	XP_003412700.1	NP_001338876.1
OG0013701	XP_023403043.1	NP_001348568.1
OG0013702	XP_010587700.1	XP_030103918.1
OG0013703	XP_010587694.1	NP_951020.1
OG0013704	XP_003409682.1	NP_001073313.1
OG0013705	XP_023403034.1	NP_032955.2
OG0013706	XP_010587681.1	NP_001412704.1
OG0013707	XP_023408929.1	XP_006519555.1, NP_081137.2
OG0013708	XP_003414014.1	NP_663442.2
OG0013709	XP_023408949.1	NP_033444.1
OG0013710	XP_003414022.1	XP_006508822.1, NP_789819.2
OG0013711	XP_023408849.1	XP_011240384.1
OG0013712	XP_003414101.1	NP_001355787.1
OG0013713	XP_003413675.1	NP_033854.1
OG0013714	XP_023408436.1	NP_001389743.1, NP_001389745.1
OG0013715	XP_023410576.1	NP_031746.1
OG0013716	XP_003411656.1	NP_082253.1
OG0013717	XP_010590099.2	NP_034107.2
OG0013718	XP_010593832.1	NP_064306.2
OG0013719	XP_010593889.1	NP_001035968.1
OG0013720	XP_023410621.1	XP_011241243.1
OG0013721	XP_023410570.1	NP_058549.1
OG0013722	XP_003415755.1	NP_081086.2
OG0013723	XP_010593812.1	XP_036010996.1
OG0013724	XP_023410567.1	NP_598482.2
OG0013725	XP_023410566.1	NP_598471.3, XP_006512325.1, NP_666124.1
OG0013726	XP_010593806.2	NP_001280577.1
OG0013727	XP_023410590.1	NP_001404765.1
OG0013728	XP_023410563.1	XP_006512384.1, NP_083011.2
OG0013729	XP_023410582.1	NP_659042.1
OG0013730	XP_003409763.2	XP_006512208.1, NP_001160116.1
OG0013731	XP_010593837.2	NP_666341.1
OG0013732	XP_003415821.1	NP_080312.1
OG0013733	XP_010593892.2	XP_036010981.1, NP_780589.3
OG0013734	XP_010593838.1	NP_077184.2
OG0013735	XP_010593841.1	NP_001382689.1
OG0013736	XP_003415779.1	NP_033481.1
OG0013738	XP_010593897.1	NP_064389.2
OG0013739	XP_010593898.1	NP_775625.1
OG0013740	XP_023410690.1	NP_001344565.1
OG0013741	XP_023395823.1	XP_036011120.1, NP_081039.2
OG0013742	XP_023395802.1	XP_030100352.2, NP_001161395.1
OG0013743	XP_023395803.1	NP_001096077.1
OG0013744	XP_010598793.1	NP_001344368.1
OG0013745	XP_010598795.1	NP_001346669.1
OG0013746	XP_003420968.2	NP_780533.2
OG0013747	XP_003420040.1	NP_795953.2, XP_006511769.3
OG0013748	XP_003420032.1	NP_001154834.1
OG0013749	XP_003420031.1	NP_001093921.1
OG0013750	XP_003420030.2	NP_080111.1
OG0013751	XP_010597823.1	NP_083044.2
OG0013752	XP_003416227.1	NP_084495.2
OG0013755	XP_023411235.1	NP_001355808.1
OG0013756	XP_023411221.1	NP_035773.2
OG0013757	XP_023411117.1	NP_808577.3
OG0013758	XP_010594261.1	NP_001342059.1
OG0013759	XP_003416209.1	NP_663514.2
OG0013760	XP_023411112.1	NP_001074698.1
OG0013761	XP_010594259.1	NP_001005509.1
OG0013762	XP_023411111.1	XP_011238469.2, NP_001074731.1
OG0013763	XP_023411160.1	XP_030108505.1, NP_808523.2
OG0013764	XP_003416241.3	NP_001160131.1
OG0013765	XP_023411129.1	NP_064321.2
OG0013766	XP_023411123.1	NP_613057.2
OG0013767	XP_010593886.2	NP_766516.2
OG0013768	XP_003411592.1	NP_034533.1
OG0013769	XP_010589982.1	NP_033534.2, NP_001408116.1
OG0013770	XP_003411714.1	NP_034870.1
OG0013771	XP_003411764.1	NP_036047.2
OG0013772	XP_003411834.1	XP_030108105.1
OG0013773	XP_023405759.1	NP_079590.1
OG0013774	XP_003411466.1	NP_032818.1
OG0013775	XP_010590109.1	XP_036014693.1
OG0013776	XP_003411629.1	NP_780322.2
OG0013777	XP_023405674.1	NP_031720.1
OG0013778	XP_003411485.2	NP_081917.1
OG0013779	XP_003411517.1	NP_001263329.1, XP_006500105.1
OG0013780	XP_003411675.1	XP_006499369.1
OG0013781	XP_010590131.1	XP_036018567.1, NP_083964.2
OG0013782	XP_003411676.1	NP_033354.2, XP_006499163.1
OG0013783	XP_023405888.1	NP_001276667.1
OG0013784	XP_023405690.1	NP_083340.2
OG0013785	XP_023405892.1	NP_001152848.1
OG0013786	XP_023405912.1	NP_598611.2
OG0013787	XP_023405916.1	XP_006500435.2
OG0013788	XP_010589918.1	NP_033254.2
OG0013789	XP_003411707.1	XP_011238014.1
OG0013790	XP_003411709.1	NP_083638.1
OG0013791	XP_003411561.2	NP_001393254.1
OG0013792	XP_023405934.1	NP_001349827.1
OG0013793	XP_003411567.1	NP_082064.3
OG0013794	XP_023405987.1	NP_001158135.1, XP_036018203.1
OG0013795	XP_023405989.1	XP_006499899.1, NP_001170910.1
OG0013796	XP_003411757.1	NP_941029.2
OG0013797	XP_003411590.1	NP_032515.2
OG0013798	XP_003411763.1	NP_082251.2
OG0013799	XP_010589984.1	NP_001359442.1, NP_665685.1
OG0013800	XP_023406015.1	NP_033434.2
OG0013801	XP_023405663.1	XP_006500323.3, NP_001258504.1
OG0013803	XP_023406057.1	NP_001394210.1
OG0013804	XP_003411630.1	NP_848462.1
OG0013805	XP_003411793.1	NP_083646.1
OG0013806	XP_023406090.1	NP_569718.1
OG0013807	XP_003411805.1	NP_001078964.1, XP_006500546.1
OG0013808	XP_003411809.1	XP_036018302.1, NP_062809.2
OG0013809	XP_003419974.1	NP_035557.1
OG0013810	XP_003419941.2	XP_006500200.1, NP_001074177.1
OG0013811	XP_010597745.1	NP_084091.2
OG0013812	XP_023394525.1	NP_001342114.1
OG0013813	XP_003419993.2	NP_082434.1
OG0013814	XP_023396613.1	NP_001074640.1
OG0013815	XP_023396591.1	XP_006500694.1, NP_848865.4
OG0013816	XP_003421821.1	NP_036099.1
OG0013817	XP_003421816.1	NP_082755.1
OG0013818	XP_010599452.1	NP_001347264.1
OG0013819	XP_003421814.1	NP_776122.1
OG0013820	XP_023396609.1	XP_006500696.1
OG0013822	XP_003421830.3	NP_033159.1
OG0013823	XP_023396607.1	NP_076173.1
OG0013824	XP_003421827.1	NP_899004.1
OG0013825	XP_023396616.1	NP_001365934.1
OG0013826	XP_023396602.1	XP_006500641.1
OG0013827	XP_023405673.1	NP_796277.2, XP_011237904.1
OG0013828	XP_010590122.1	NP_619596.1
OG0013829	XP_010590143.1	NP_955008.2, XP_036017398.1
OG0013830	XP_023406984.1	NP_666358.2
OG0013831	XP_003421232.1	NP_808255.1
OG0013832	XP_003412680.1	NP_081614.1
OG0013833	XP_010590964.1	NP_001157042.1
OG0013834	XP_023402991.1	NP_083213.2
OG0013835	XP_003409501.1	NP_001411652.1
OG0013836	XP_010587667.1	XP_006504964.1
OG0013837	XP_023403011.1	NP_598659.3
OG0013838	XP_023403016.1	XP_006504989.1, NP_766475.2
OG0013839	XP_010592296.2	NP_033793.1
OG0013840	XP_003414068.1	NP_001108621.1
OG0013841	XP_010592328.2	NP_001034767.1
OG0013842	XP_003414104.1	NP_705827.2
OG0013843	XP_003414102.1	NP_663438.1
OG0013844	XP_010592253.1	XP_006519289.1
OG0013845	XP_023408888.1	XP_006519721.1
OG0013846	XP_010592238.1	NP_033402.2
OG0013847	XP_010592237.1	NP_084280.2
OG0013848	XP_003414013.1	NP_079958.3
OG0013849	XP_023410723.1	NP_001280566.1
OG0013850	XP_023410752.1	NP_001161453.1
OG0013851	XP_023406985.1	XP_036014741.1, NP_001074532.1
OG0013852	XP_010590639.1	NP_700463.3
OG0013853	XP_003412503.1	XP_006518945.1
OG0013854	XP_010590645.2	NP_001240741.1
OG0013855	XP_003412408.2	XP_036014462.1, NP_766192.1
OG0013856	XP_003412419.3	NP_067450.1
OG0013857	XP_003412520.1	NP_080607.2
OG0013858	XP_003412521.1	NP_598839.2
OG0013859	XP_003412522.1	NP_061251.1
OG0013860	XP_010590682.2	NP_067303.1
OG0013861	XP_010590696.1	NP_001291920.1
OG0013862	XP_003412530.1	XP_006519661.1, NP_850919.1
OG0013863	XP_023406810.1	NP_031535.2
OG0013864	XP_010595955.2	XP_006496526.3
OG0013865	XP_003417970.1	NP_079729.1
OG0013867	XP_010595956.1	NP_067611.2
OG0013868	XP_003418009.2	XP_006529141.1, NP_033734.3
OG0013869	XP_023413474.1	NP_001104784.1
OG0013870	XP_010595912.1	NP_001192320.1
OG0013871	XP_010595908.1	NP_001185502.1
OG0013872	XP_023413472.1	XP_006529103.1, NP_001268395.1
OG0013873	XP_010595904.1	NP_631891.1
OG0013874	XP_003417949.1	XP_006529127.1, NP_598566.3
OG0013875	XP_023413489.1	NP_001028464.1
OG0013876	XP_023396088.1	XP_006529653.1
OG0013877	XP_003421211.1	NP_080196.3
OG0013879	XP_010597194.1	NP_803424.2
OG0013880	XP_010599117.1	NP_001334318.1
OG0013881	XP_023396203.1	NP_001297638.1, XP_006535095.1
OG0013882	XP_023396200.1	NP_001020732.1
OG0013883	XP_023396199.1	XP_011247721.1
OG0013884	XP_010598101.2	NP_001346415.1, NP_084028.1
OG0013885	XP_010598103.1	NP_001192012.1
OG0013887	XP_010598109.1	XP_036021216.1, NP_062409.1
OG0013888	XP_003420372.1	NP_035726.2
OG0013889	XP_010598117.1	NP_663346.1
OG0013890	XP_003420331.1	NP_001404824.1
OG0013891	XP_010598132.1	XP_006530277.1
OG0013892	XP_010598136.2	NP_659507.3, XP_006530432.1
OG0013893	XP_023394959.1	NP_808544.1
OG0013894	XP_003420384.1	NP_084205.3
OG0013895	XP_010598155.2	NP_598678.2
OG0013896	XP_023395023.1	NP_084126.1
OG0013897	XP_003420343.1	NP_080276.2
OG0013898	XP_010598195.1	NP_001357769.1, XP_030110402.1
OG0013899	XP_010598162.2	NP_780632.1, XP_006530179.1
OG0013900	XP_010598170.1	NP_035156.2
OG0013901	XP_010598174.1	NP_081159.1
OG0013902	XP_023395073.1	XP_030110094.1
OG0013903	XP_023395094.1	NP_852086.3, XP_006530414.1
OG0013904	XP_023395098.1	NP_001103462.1, NP_035332.1
OG0013905	XP_023415256.1	NP_001346073.1
